Orthogroup	Mus_musculus	Microcebus_murinus
OG0000048	tr|Q7TS10|Q7TS10_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE	tr|A0A8C5VMI1|A0A8C5VMI1_MICMU
OG0000049	tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE	tr|A0A8C5VIB5|A0A8C5VIB5_MICMU
OG0000049	tr|Q8VFT6|Q8VFT6_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VFP0|Q8VFP0_MOUSE, tr|E9Q4G0|E9Q4G0_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A8C5VCX7|A0A8C5VCX7_MICMU
OG0000053	sp|Q80YP6|ZIK1_MOUSE	tr|A0A8B7WUI4|A0A8B7WUI4_MICMU
OG0000053	tr|Q8BFS8|Q8BFS8_MOUSE	tr|A0A8C5XDQ0|A0A8C5XDQ0_MICMU, tr|A0A8C5Y4Q5|A0A8C5Y4Q5_MICMU, tr|A0A8B7H500|A0A8B7H500_MICMU, tr|A0A8C5VZZ0|A0A8C5VZZ0_MICMU, tr|A0A8B7EQY6|A0A8B7EQY6_MICMU, tr|A0A8C5VTH2|A0A8C5VTH2_MICMU, tr|A0A8C5VXE2|A0A8C5VXE2_MICMU, tr|A0A8C5VE10|A0A8C5VE10_MICMU, tr|A0A8B7G997|A0A8B7G997_MICMU, tr|A0A8C5YDJ5|A0A8C5YDJ5_MICMU, tr|A0A8C5V6Y7|A0A8C5V6Y7_MICMU, tr|A0A8C5WAV6|A0A8C5WAV6_MICMU, tr|A0A8C5YES6|A0A8C5YES6_MICMU, tr|A0A8B7G988|A0A8B7G988_MICMU, tr|A0A8B7EPA8|A0A8B7EPA8_MICMU, tr|A0A8B7EPC8|A0A8B7EPC8_MICMU, tr|A0A8C5XVU8|A0A8C5XVU8_MICMU, tr|A0A8C5XVK7|A0A8C5XVK7_MICMU, tr|A0A8B7FFW8|A0A8B7FFW8_MICMU
OG0000054	sp|Q91VN1|ZNF24_MOUSE	tr|A0A8B7ER89|A0A8B7ER89_MICMU
OG0000054	sp|Q07231|ZSC21_MOUSE	tr|A0A8C5VMC4|A0A8C5VMC4_MICMU
OG0000054	tr|Q7TNK4|Q7TNK4_MOUSE	tr|A0A8C5UVP9|A0A8C5UVP9_MICMU, tr|A0A8B7ER68|A0A8B7ER68_MICMU
OG0000054	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A8B7ER62|A0A8B7ER62_MICMU, tr|A0A8B7EQZ4|A0A8B7EQZ4_MICMU, tr|A0A8C5V609|A0A8C5V609_MICMU, tr|A0A8C5XJK1|A0A8C5XJK1_MICMU, tr|A0A8C5XQY5|A0A8C5XQY5_MICMU, tr|A0A8C5XDC4|A0A8C5XDC4_MICMU, tr|A0A8B7FIR9|A0A8B7FIR9_MICMU
OG0000054	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A8C5XDA7|A0A8C5XDA7_MICMU, tr|A0A8B7EQZ8|A0A8B7EQZ8_MICMU, tr|A0A8B7EQY4|A0A8B7EQY4_MICMU
OG0000058	tr|Q497V9|Q497V9_MOUSE	tr|A0A8B7I862|A0A8B7I862_MICMU, tr|A0A8C5XSJ2|A0A8C5XSJ2_MICMU
OG0000058	tr|Q3UVL3|Q3UVL3_MOUSE	tr|A0A8B7GPE4|A0A8B7GPE4_MICMU, tr|A0A8C5UMD0|A0A8C5UMD0_MICMU, tr|A0A8C5VHJ2|A0A8C5VHJ2_MICMU, tr|A0A8C5WAU7|A0A8C5WAU7_MICMU, tr|A0A8C5VC88|A0A8C5VC88_MICMU, tr|A0A8B7I525|A0A8B7I525_MICMU, tr|A0A8C5Y4P1|A0A8C5Y4P1_MICMU, tr|A0A8C5VZ69|A0A8C5VZ69_MICMU, tr|A0A8C6EC08|A0A8C6EC08_MICMU, tr|A0A8C5W3U6|A0A8C5W3U6_MICMU, tr|A0A8C5Y504|A0A8C5Y504_MICMU, tr|A0A8C5W2V7|A0A8C5W2V7_MICMU, tr|A0A8C5XWT0|A0A8C5XWT0_MICMU, tr|A0A8B7WVT7|A0A8B7WVT7_MICMU, tr|A0A8B7I720|A0A8B7I720_MICMU, tr|A0A8B7WVG5|A0A8B7WVG5_MICMU, tr|A0A8C6EI82|A0A8C6EI82_MICMU
OG0000059	tr|Q9QWU6|Q9QWU6_MOUSE	tr|A0A8C5VDZ7|A0A8C5VDZ7_MICMU
OG0000059	tr|Q7TRU0|Q7TRU0_MOUSE, tr|Q8VGW8|Q8VGW8_MOUSE, tr|E9Q050|E9Q050_MOUSE, tr|E9Q5P8|E9Q5P8_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE, sp|P34986|OLF6_MOUSE	tr|A0A8B7EWA6|A0A8B7EWA6_MICMU
OG0000059	tr|Q8VGH6|Q8VGH6_MOUSE, tr|Q8VF33|Q8VF33_MOUSE, tr|F6VB59|F6VB59_MOUSE, tr|Q8VGH5|Q8VGH5_MOUSE, sp|Q60889|OLF5_MOUSE, tr|Q8VGL1|Q8VGL1_MOUSE, tr|Q8VFE7|Q8VFE7_MOUSE, tr|E9Q0M4|E9Q0M4_MOUSE, tr|Q5NCD0|Q5NCD0_MOUSE	tr|A0A8C5XZB8|A0A8C5XZB8_MICMU
OG0000060	tr|Q8VFV8|Q8VFV8_MOUSE	tr|A0A8C5XAZ1|A0A8C5XAZ1_MICMU, tr|A0A8C5UXP0|A0A8C5UXP0_MICMU
OG0000060	tr|Q8VF59|Q8VF59_MOUSE, tr|E9Q9Z6|E9Q9Z6_MOUSE, tr|A0PK57|A0PK57_MOUSE, tr|Q7TQR7|Q7TQR7_MOUSE, tr|Q7TQR9|Q7TQR9_MOUSE, tr|Q8VGU2|Q8VGU2_MOUSE, tr|A0A0U1RP76|A0A0U1RP76_MOUSE, tr|Q7TS17|Q7TS17_MOUSE, tr|A1L1B4|A1L1B4_MOUSE, tr|Q8VET6|Q8VET6_MOUSE, tr|A0A286YDM5|A0A286YDM5_MOUSE, tr|A0A140LHT7|A0A140LHT7_MOUSE, tr|A0A140LHS7|A0A140LHS7_MOUSE, tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A2I3BR00|A0A2I3BR00_MOUSE, tr|A0A140LHS9|A0A140LHS9_MOUSE, sp|Q8VFV4|O1440_MOUSE	tr|A0A8B7FB73|A0A8B7FB73_MICMU
OG0000066	tr|Q920P2|Q920P2_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q8VFR3|Q8VFR3_MOUSE, tr|Q7TR28|Q7TR28_MOUSE, tr|Q8VFR4|Q8VFR4_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, sp|Q8VFR8|O1165_MOUSE	tr|A0A8C5V8F3|A0A8C5V8F3_MICMU
OG0000071	sp|Q8BG05|ROA3_MOUSE	tr|A0A8C6EDF9|A0A8C6EDF9_MICMU
OG0000071	sp|P49312|ROA1_MOUSE	tr|A0A8C5W1V7|A0A8C5W1V7_MICMU, tr|A0A8C5YDU2|A0A8C5YDU2_MICMU, tr|A0A8C5VEB6|A0A8C5VEB6_MICMU, tr|A0A8C5YF66|A0A8C5YF66_MICMU, tr|A0A8C5VZ29|A0A8C5VZ29_MICMU, tr|A0A8C5VSG3|A0A8C5VSG3_MICMU, tr|A0A8C5W3T5|A0A8C5W3T5_MICMU, tr|A0A8C5W729|A0A8C5W729_MICMU, tr|A0A8C5XGJ0|A0A8C5XGJ0_MICMU, tr|A0A8C5VMJ7|A0A8C5VMJ7_MICMU, tr|A0A8C5Y9E4|A0A8C5Y9E4_MICMU, tr|A0A8C5VFY0|A0A8C5VFY0_MICMU, tr|A0A8C5VB39|A0A8C5VB39_MICMU, tr|A0A8C5Y7B2|A0A8C5Y7B2_MICMU
OG0000072	tr|Q9QZ20|Q9QZ20_MOUSE, tr|Q8VGA9|Q8VGA9_MOUSE	tr|A0A8C5Y9Z5|A0A8C5Y9Z5_MICMU, tr|A0A8C5XVY4|A0A8C5XVY4_MICMU
OG0000072	tr|Q8VF43|Q8VF43_MOUSE, tr|A2AM35|A2AM35_MOUSE, tr|Q7TS18|Q7TS18_MOUSE, tr|Q80ZX9|Q80ZX9_MOUSE, tr|Q9QZ18|Q9QZ18_MOUSE, tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE, tr|Q8VG87|Q8VG87_MOUSE, tr|Q8VGA0|Q8VGA0_MOUSE, tr|Q9QZ19|Q9QZ19_MOUSE, tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A8C5W3W9|A0A8C5W3W9_MICMU, tr|A0A8C5W9R8|A0A8C5W9R8_MICMU, tr|A0A8B7GSJ5|A0A8B7GSJ5_MICMU
OG0000075	sp|P62754|RS6_MOUSE	tr|A0A8C5YBR3|A0A8C5YBR3_MICMU, tr|A0A8C5XGQ5|A0A8C5XGQ5_MICMU, tr|A0A8C5YGF2|A0A8C5YGF2_MICMU, tr|A0A8C5VYY3|A0A8C5VYY3_MICMU, tr|A0A8C5Y169|A0A8C5Y169_MICMU, tr|A0A8C5Y3H2|A0A8C5Y3H2_MICMU, tr|A0A8C5XX77|A0A8C5XX77_MICMU, tr|A0A8B7GPT1|A0A8B7GPT1_MICMU, tr|A0A8C5Y017|A0A8C5Y017_MICMU, tr|A0A8C5XZ60|A0A8C5XZ60_MICMU, tr|A0A8C5VMI6|A0A8C5VMI6_MICMU, tr|A0A8C5V8U5|A0A8C5V8U5_MICMU, tr|A0A8C5YFV2|A0A8C5YFV2_MICMU, tr|A0A8C5XJB0|A0A8C5XJB0_MICMU, tr|A0A8C5YKV4|A0A8C5YKV4_MICMU
OG0000076	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A8B7FHI5|A0A8B7FHI5_MICMU
OG0000076	sp|E9Q5R7|NAL12_MOUSE	tr|A0A8C5Y871|A0A8C5Y871_MICMU
OG0000076	sp|Q6B966|NAL14_MOUSE	tr|A0A8C5V1B5|A0A8C5V1B5_MICMU
OG0000076	sp|Q9R1M5|NALP5_MOUSE	tr|A0A8C5Y300|A0A8C5Y300_MICMU
OG0000076	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A8C5Y5S2|A0A8C5Y5S2_MICMU, tr|A0A8C5V3N3|A0A8C5V3N3_MICMU, tr|A0A8C5YDW3|A0A8C5YDW3_MICMU, tr|A0A8C5UVB7|A0A8C5UVB7_MICMU, tr|A0A8C5YFN9|A0A8C5YFN9_MICMU, tr|A0A8C5YA65|A0A8C5YA65_MICMU
OG0000077	tr|Q5SW48|Q5SW48_MOUSE, tr|Q5SW49|Q5SW49_MOUSE, tr|Q5SW50|Q5SW50_MOUSE, tr|Q8VFC8|Q8VFC8_MOUSE, tr|Q14AK5|Q14AK5_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE, sp|Q8VFT4|OL734_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE, tr|Q8VFN1|Q8VFN1_MOUSE, tr|Q0VDY1|Q0VDY1_MOUSE, tr|Q8VFU9|Q8VFU9_MOUSE, tr|Q8VG74|Q8VG74_MOUSE, tr|Q8VFV1|Q8VFV1_MOUSE, tr|K7N659|K7N659_MOUSE, tr|Q8VFV0|Q8VFV0_MOUSE	tr|A0A8B7EMZ5|A0A8B7EMZ5_MICMU
OG0000078	sp|Q8BJE2|BTNL9_MOUSE	tr|A0A8C5Y5M7|A0A8C5Y5M7_MICMU
OG0000078	sp|A7XUX6|SKIT2_MOUSE, sp|A7TZF3|SKIT4_MOUSE, sp|A7TZF0|SKIT3_MOUSE, sp|A7XUY5|SKIT5_MOUSE, sp|A7XUZ6|SKIT6_MOUSE, sp|A7TZE6|SKIT1_MOUSE, sp|A7XV07|SKIT8_MOUSE, sp|A7XV04|SKIT7_MOUSE, sp|O70355|BTNL2_MOUSE, sp|Q9JK39|BTNLA_MOUSE, sp|Q7TST0|BTNL1_MOUSE, tr|A2CG22|A2CG22_MOUSE, tr|A2CG29|A2CG29_MOUSE	tr|A0A8C5VTA3|A0A8C5VTA3_MICMU
OG0000079	tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|K9J725|K9J725_MOUSE	tr|A0A8C5XNR8|A0A8C5XNR8_MICMU
OG0000079	tr|Q8VES9|Q8VES9_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q8VEV1|Q8VEV1_MOUSE, tr|Q7TQV3|Q7TQV3_MOUSE, tr|Q5NCC7|Q5NCC7_MOUSE, tr|A2ASV3|A2ASV3_MOUSE, sp|P34984|OLF13_MOUSE, tr|Q8VGP6|Q8VGP6_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE	tr|A0A8C5VRU9|A0A8C5VRU9_MICMU
OG0000084	sp|P10126|EF1A1_MOUSE	tr|A0A8C5VPF1|A0A8C5VPF1_MICMU, tr|A0A8C5YG19|A0A8C5YG19_MICMU, tr|A0A8C5VL09|A0A8C5VL09_MICMU
OG0000084	sp|P62631|EF1A2_MOUSE	tr|A0A8C5VMX6|A0A8C5VMX6_MICMU, tr|A0A8C5Y5F9|A0A8C5Y5F9_MICMU, tr|A0A8C5YC74|A0A8C5YC74_MICMU, tr|A0A8C5VMK3|A0A8C5VMK3_MICMU, tr|A0A8C5YHJ4|A0A8C5YHJ4_MICMU, tr|A0A8C5VMX4|A0A8C5VMX4_MICMU, tr|A0A8C5VFW0|A0A8C5VFW0_MICMU, tr|A0A8C6ELF4|A0A8C6ELF4_MICMU, tr|A0A8C5Y8F3|A0A8C5Y8F3_MICMU, tr|A0A8B7GXR2|A0A8B7GXR2_MICMU
OG0000085	sp|P49650|P2RY1_MOUSE	tr|A0A8C5YIW4|A0A8C5YIW4_MICMU
OG0000085	sp|Q6IYF8|OXGR1_MOUSE, sp|Q9ERK9|P2RY6_MOUSE, sp|Q9JJS7|P2RY4_MOUSE, sp|P35383|P2RY2_MOUSE, sp|Q6NS65|GPR17_MOUSE, sp|Q920A1|CLTR2_MOUSE, sp|Q99JA4|CLTR1_MOUSE, sp|Q3U6B2|GP183_MOUSE, sp|Q8K1Z6|GPR18_MOUSE, sp|F8VQN3|GPR31_MOUSE, sp|Q8C131|HCAR1_MOUSE, sp|Q9EP66|HCAR2_MOUSE	tr|A0A8C5UTL3|A0A8C5UTL3_MICMU
OG0000086	sp|Q61781|K1C14_MOUSE	tr|A0A8C5UZ26|A0A8C5UZ26_MICMU
OG0000086	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A8B7GFA7|A0A8B7GFA7_MICMU
OG0000086	sp|P19001|K1C19_MOUSE	tr|A0A8C5W268|A0A8C5W268_MICMU
OG0000086	sp|P08730|K1C13_MOUSE	tr|A0A8C5V733|A0A8C5V733_MICMU
OG0000086	sp|Q61414|K1C15_MOUSE	tr|A0A8C5V4K3|A0A8C5V4K3_MICMU
OG0000086	sp|Q6IFX2|K1C42_MOUSE, sp|Q9QWL7|K1C17_MOUSE	tr|A0A8B7GFL8|A0A8B7GFL8_MICMU
OG0000087	sp|Q6IFX4|K1C39_MOUSE	tr|A0A8C5UY07|A0A8C5UY07_MICMU
OG0000087	sp|Q6IFX3|K1C40_MOUSE	tr|A0A8C5V0Q8|A0A8C5V0Q8_MICMU
OG0000087	sp|B1AQ75|KRT36_MOUSE	tr|A0A8C5VNX1|A0A8C5VNX1_MICMU
OG0000087	sp|Q497I4|KRT35_MOUSE	tr|A0A8C5V072|A0A8C5V072_MICMU
OG0000088	tr|A0A3B2WBA1|A0A3B2WBA1_MOUSE, tr|A0A3B2W422|A0A3B2W422_MOUSE, tr|A0A3B2W4A7|A0A3B2W4A7_MOUSE, tr|A0A3B2W3J6|A0A3B2W3J6_MOUSE	tr|A0A8C5XJC6|A0A8C5XJC6_MICMU
OG0000088	tr|L7N2E9|L7N2E9_MOUSE, tr|H3BK29|H3BK29_MOUSE, tr|E9PYL5|E9PYL5_MOUSE, tr|K7N784|K7N784_MOUSE, tr|H3BJ88|H3BJ88_MOUSE, tr|A0A3Q4EGR4|A0A3Q4EGR4_MOUSE, tr|K7N788|K7N788_MOUSE, sp|O70410|V2R1_MOUSE, sp|Q9QY96|CASR_MOUSE	tr|A0A8B7HFX4|A0A8B7HFX4_MICMU
OG0000089	tr|F6YNI8|F6YNI8_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE, tr|J3QPI8|J3QPI8_MOUSE, tr|J3QMW5|J3QMW5_MOUSE, tr|Q3UT53|Q3UT53_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|J3QNT6|J3QNT6_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, tr|J3QQ02|J3QQ02_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE	tr|A0A8C5UTE6|A0A8C5UTE6_MICMU
OG0000090	tr|Q9D6R3|Q9D6R3_MOUSE, tr|A0A0A6YX29|A0A0A6YX29_MOUSE, tr|Q9D195|Q9D195_MOUSE, tr|Q9D1K4|Q9D1K4_MOUSE, tr|Q9D731|Q9D731_MOUSE, tr|Q9D1G7|Q9D1G7_MOUSE, tr|Q9D139|Q9D139_MOUSE, tr|Q9D6P5|Q9D6P5_MOUSE, tr|D3YUU5|D3YUU5_MOUSE, tr|Q9D1C5|Q9D1C5_MOUSE, tr|B9EJP6|B9EJP6_MOUSE, tr|Q9D149|Q9D149_MOUSE, tr|J3QP15|J3QP15_MOUSE, tr|Q9CQH5|Q9CQH5_MOUSE	tr|A0A8C5XEZ1|A0A8C5XEZ1_MICMU
OG0000095	sp|P01631|KV2A7_MOUSE	tr|A0A8C5Y8L4|A0A8C5Y8L4_MICMU, tr|A0A8C6EIM6|A0A8C6EIM6_MICMU, tr|A0A8C5XSQ5|A0A8C5XSQ5_MICMU, tr|A0A8C5Y988|A0A8C5Y988_MICMU, tr|A0A8C5Y6J9|A0A8C5Y6J9_MICMU, tr|A0A8C5VNW3|A0A8C5VNW3_MICMU, tr|A0A8C5XMP9|A0A8C5XMP9_MICMU, tr|A0A8C5XP55|A0A8C5XP55_MICMU, tr|A0A8C5W447|A0A8C5W447_MICMU, tr|A0A8C5VZM7|A0A8C5VZM7_MICMU, tr|A0A8C5XXP0|A0A8C5XXP0_MICMU, tr|A0A8C6EKR1|A0A8C6EKR1_MICMU, tr|A0A8C5Y7D3|A0A8C5Y7D3_MICMU
OG0000096	sp|Q0VAW7|ZN112_MOUSE	tr|A0A8B7G3T3|A0A8B7G3T3_MICMU
OG0000096	tr|Q923D1|Q923D1_MOUSE	tr|A0A8B7G3T0|A0A8B7G3T0_MICMU, tr|A0A8C5XJD3|A0A8C5XJD3_MICMU, tr|A0A8B7G517|A0A8B7G517_MICMU, tr|A0A8B7G3T2|A0A8B7G3T2_MICMU, tr|A0A8B7G3R0|A0A8B7G3R0_MICMU, tr|A0A8B7G3R2|A0A8B7G3R2_MICMU, tr|A0A8B7G3Q0|A0A8B7G3Q0_MICMU, tr|A0A8C5YH65|A0A8C5YH65_MICMU, tr|A0A8C5UQE6|A0A8C5UQE6_MICMU, tr|A0A8C5YGV5|A0A8C5YGV5_MICMU, tr|A0A8C5V9M9|A0A8C5V9M9_MICMU
OG0000097	sp|Q8VFL9|O1086_MOUSE	tr|A0A8C5UTX3|A0A8C5UTX3_MICMU
OG0000097	tr|Q8VFC4|Q8VFC4_MOUSE, tr|A2ASV2|A2ASV2_MOUSE, tr|Q7TR95|Q7TR95_MOUSE, sp|Q7TR96|O1013_MOUSE, tr|Q8VFJ7|Q8VFJ7_MOUSE, sp|Q60880|OL141_MOUSE, tr|A3KPP7|A3KPP7_MOUSE, tr|Q7TR59|Q7TR59_MOUSE, sp|Q8VES2|O1102_MOUSE, sp|Q8VF13|O1094_MOUSE, tr|Q8VF14|Q8VF14_MOUSE	tr|A0A8C5YAE3|A0A8C5YAE3_MICMU
OG0000098	sp|Q8BM14|LIPK_MOUSE	tr|A0A8C5UYH8|A0A8C5UYH8_MICMU
OG0000098	sp|Q9Z0M5|LICH_MOUSE	tr|A0A8B7GD60|A0A8B7GD60_MICMU
OG0000098	sp|Q8K2A6|LIPM_MOUSE	tr|A0A8B7GDT5|A0A8B7GDT5_MICMU
OG0000098	sp|Q9CPP7|LIPG_MOUSE	tr|A0A8C5VCB2|A0A8C5VCB2_MICMU, tr|A0A8C5V221|A0A8C5V221_MICMU
OG0000099	tr|E9Q848|E9Q848_MOUSE	tr|A0A8C5Y5A7|A0A8C5Y5A7_MICMU
OG0000099	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|A0A8C5UZD2|A0A8C5UZD2_MICMU
OG0000099	sp|Q62007|OLF16_MOUSE	tr|A0A8B7FH66|A0A8B7FH66_MICMU
OG0000100	tr|Q7TR89|Q7TR89_MOUSE, tr|A2ATE0|A2ATE0_MOUSE	tr|A0A8C5YBW8|A0A8C5YBW8_MICMU
OG0000100	tr|Q7TRA2|Q7TRA2_MOUSE, tr|Q7TRA1|Q7TRA1_MOUSE, tr|A2AVB5|A2AVB5_MOUSE, tr|Q8VFZ3|Q8VFZ3_MOUSE, sp|Q8VFL5|O1030_MOUSE, tr|A2ASU7|A2ASU7_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|Q7TR90|Q7TR90_MOUSE, tr|L7MTT3|L7MTT3_MOUSE, tr|A2ASU6|A2ASU6_MOUSE	tr|A0A8B7F3U9|A0A8B7F3U9_MICMU
OG0000101	tr|Q8VF03|Q8VF03_MOUSE, tr|Q8VG23|Q8VG23_MOUSE, tr|A0A1L1SVG7|A0A1L1SVG7_MOUSE, tr|Q8VGX9|Q8VGX9_MOUSE, tr|Q8VGY7|Q8VGY7_MOUSE, tr|E9Q564|E9Q564_MOUSE, tr|Q0VBH3|Q0VBH3_MOUSE, tr|E9Q252|E9Q252_MOUSE, tr|Q8VF27|Q8VF27_MOUSE, tr|E9Q550|E9Q550_MOUSE, tr|Q8VGW0|Q8VGW0_MOUSE, tr|Q8VGV9|Q8VGV9_MOUSE, tr|Q8VGZ2|Q8VGZ2_MOUSE	tr|A0A8C6ELA5|A0A8C6ELA5_MICMU
OG0000107	tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE	tr|A0A8C5UZP4|A0A8C5UZP4_MICMU
OG0000108	tr|A0A087WRQ3|A0A087WRQ3_MOUSE, sp|P01739|TVA2_MOUSE, tr|Q5R1I1|Q5R1I1_MOUSE, tr|A0A075B620|A0A075B620_MOUSE, tr|Q5R1H9|Q5R1H9_MOUSE, tr|A0A075B6C1|A0A075B6C1_MOUSE, tr|A0A0G2JEV5|A0A0G2JEV5_MOUSE, tr|Q5R1I3|Q5R1I3_MOUSE, tr|A0A075B604|A0A075B604_MOUSE, tr|A0A0G2JFX6|A0A0G2JFX6_MOUSE, tr|A0A075B6D1|A0A075B6D1_MOUSE, tr|A0A0B4J1N1|A0A0B4J1N1_MOUSE	tr|A0A8C5XYY0|A0A8C5XYY0_MICMU
OG0000109	sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD15|TAAR4_MOUSE	tr|A0A8C5VH22|A0A8C5VH22_MICMU
OG0000115	sp|Q8VCW2|K1C25_MOUSE	tr|A0A8C5W236|A0A8C5W236_MICMU
OG0000115	sp|Q9Z320|K1C27_MOUSE	tr|A0A8C5UXY5|A0A8C5UXY5_MICMU
OG0000115	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A8C5UWB3|A0A8C5UWB3_MICMU
OG0000115	sp|A1L317|K1C24_MOUSE	tr|A0A8C5V0D8|A0A8C5V0D8_MICMU, tr|A0A8C5VGC6|A0A8C5VGC6_MICMU, tr|A0A8C5V0B9|A0A8C5V0B9_MICMU
OG0000115	sp|A6BLY7|K1C28_MOUSE	tr|A0A8C5UYJ2|A0A8C5UYJ2_MICMU
OG0000116	sp|Q9R053|SCNBA_MOUSE	tr|A0A8C5YHX2|A0A8C5YHX2_MICMU
