Orthogroup	Mus_musculus	Panthera_leo
OG0000071	tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, sp|Q62293|TGTP1_MOUSE, sp|Q3T9E4|TGTP2_MOUSE	tr|A0A8C8WH96|A0A8C8WH96_PANLE
OG0000071	tr|E9QAA8|E9QAA8_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, tr|Q61635|Q61635_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, sp|Q8C262|IIGP5_MOUSE	tr|A0A8C8X9X4|A0A8C8X9X4_PANLE
OG0000072	tr|G3UW88|G3UW88_MOUSE	tr|A0A8C9DBS5|A0A8C9DBS5_PANLE
OG0000072	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A8C8X0T9|A0A8C8X0T9_PANLE, tr|A0A8C8WT19|A0A8C8WT19_PANLE, tr|A0A8C8WW15|A0A8C8WW15_PANLE, tr|A0A8C8Y0H9|A0A8C8Y0H9_PANLE
OG0000072	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A8C8Y9A9|A0A8C8Y9A9_PANLE, tr|A0A8C9DBN3|A0A8C9DBN3_PANLE, tr|A0A8C9DBQ7|A0A8C9DBQ7_PANLE, tr|A0A8C8YA24|A0A8C8YA24_PANLE
OG0000075	tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q80UK5|Q80UK5_MOUSE, tr|O08806|O08806_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|O08797|O08797_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|I7HJI5|I7HJI5_MOUSE	tr|A0A8C9D9N9|A0A8C9D9N9_PANLE
OG0000075	sp|Q60854|SPB6_MOUSE, tr|O08804|O08804_MOUSE, tr|W4VSP4|W4VSP4_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|I7HJI3|I7HJI3_MOUSE, sp|O08800|SPB8_MOUSE	tr|A0A8C8X678|A0A8C8X678_PANLE
OG0000079	sp|Q8BG05|ROA3_MOUSE	tr|A0A8C8XA81|A0A8C8XA81_PANLE
OG0000079	sp|P49312|ROA1_MOUSE	tr|A0A8C8X9W3|A0A8C8X9W3_PANLE, tr|A0A8C8X2S6|A0A8C8X2S6_PANLE, tr|A0A8C8XP79|A0A8C8XP79_PANLE, tr|A0A8C8WNR8|A0A8C8WNR8_PANLE, tr|A0A8C8WFU5|A0A8C8WFU5_PANLE, tr|A0A8C9CVN2|A0A8C9CVN2_PANLE
OG0000079	sp|Q9CX86|ROA0_MOUSE	tr|A0A8C8XUX3|A0A8C8XUX3_PANLE, tr|A0A8C8WY42|A0A8C8WY42_PANLE
OG0000081	sp|Q497I4|KRT35_MOUSE	tr|A0A8C9D8E8|A0A8C9D8E8_PANLE
OG0000081	sp|B1AQ75|KRT36_MOUSE	tr|A0A8C8XPA2|A0A8C8XPA2_PANLE
OG0000081	sp|Q6IFX4|K1C39_MOUSE	tr|A0A8C8XQ12|A0A8C8XQ12_PANLE
OG0000081	sp|Q6IFX3|K1C40_MOUSE	tr|A0A8C8XQA0|A0A8C8XQA0_PANLE
OG0000082	tr|Q7TRI8|Q7TRI8_MOUSE, tr|L7N475|L7N475_MOUSE, tr|Q7TRL3|Q7TRL3_MOUSE, tr|Q6UAH1|Q6UAH1_MOUSE, tr|Q0VEL5|Q0VEL5_MOUSE, tr|A0A140LHN3|A0A140LHN3_MOUSE, sp|P23275|OLF15_MOUSE, tr|Q5SZS9|Q5SZS9_MOUSE, tr|Q5SZZ8|Q5SZZ8_MOUSE, tr|Q8VFH0|Q8VFH0_MOUSE, tr|Q8VFG3|Q8VFG3_MOUSE, tr|Q8VFQ1|Q8VFQ1_MOUSE, tr|Q8VFC1|Q8VFC1_MOUSE, tr|L7N1Z1|L7N1Z1_MOUSE	tr|A0A8C8WZZ0|A0A8C8WZZ0_PANLE
OG0000085	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC7|A2AHC7_MOUSE	tr|A0A8C8XM45|A0A8C8XM45_PANLE
OG0000086	sp|O35368|IFI3_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE	tr|A0A8C8Y722|A0A8C8Y722_PANLE
OG0000086	tr|G3UZV2|G3UZV2_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|Q91VJ1|AIM2_MOUSE	tr|A0A8C8XZ67|A0A8C8XZ67_PANLE
OG0000090	tr|E9Q1J0|E9Q1J0_MOUSE	tr|A0A8C8WV90|A0A8C8WV90_PANLE, tr|A0A8C8WGV2|A0A8C8WGV2_PANLE, tr|A0A8C8WTN9|A0A8C8WTN9_PANLE, tr|A0A8C8XJM7|A0A8C8XJM7_PANLE, tr|A0A8C9DCP0|A0A8C9DCP0_PANLE, tr|A0A8C8XXS0|A0A8C8XXS0_PANLE, tr|A0A8C8XSN6|A0A8C8XSN6_PANLE, tr|A0A8C8X924|A0A8C8X924_PANLE, tr|A0A8C8XCY2|A0A8C8XCY2_PANLE, tr|A0A8C8WIL0|A0A8C8WIL0_PANLE, tr|A0A8C8WIF3|A0A8C8WIF3_PANLE, tr|A0A8C9CZ94|A0A8C9CZ94_PANLE, tr|A0A8C8XX95|A0A8C8XX95_PANLE, tr|A0A8C8WGP6|A0A8C8WGP6_PANLE
OG0000091	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A8C8XGT6|A0A8C8XGT6_PANLE
OG0000091	tr|E9Q3K2|E9Q3K2_MOUSE	tr|A0A8C8XG42|A0A8C8XG42_PANLE
OG0000091	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A8C8XGB8|A0A8C8XGB8_PANLE
OG0000092	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A8C8Y8C5|A0A8C8Y8C5_PANLE
OG0000092	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A8C8YE24|A0A8C8YE24_PANLE
OG0000092	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A8C9DC25|A0A8C9DC25_PANLE, tr|A0A8C9DC33|A0A8C9DC33_PANLE, tr|A0A8C8Y7X8|A0A8C8Y7X8_PANLE
OG0000096	sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y16|Q91Y16_MOUSE	tr|A0A8C9CWD8|A0A8C9CWD8_PANLE
OG0000098	tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q7M747|S2B24_MOUSE	tr|A0A8C8X1A2|A0A8C8X1A2_PANLE
OG0000099	sp|A2A761|ZFP69_MOUSE	tr|A0A8C8Y149|A0A8C8Y149_PANLE, tr|A0A8C9DA97|A0A8C9DA97_PANLE, tr|A0A8C8WWH8|A0A8C8WWH8_PANLE, tr|A0A8C8X4W1|A0A8C8X4W1_PANLE, tr|A0A8C8Y0K4|A0A8C8Y0K4_PANLE, tr|A0A8C9D218|A0A8C9D218_PANLE, tr|A0A8C8XZ00|A0A8C8XZ00_PANLE, tr|A0A8C8XZ54|A0A8C8XZ54_PANLE, tr|A0A8C8Y3M3|A0A8C8Y3M3_PANLE, tr|A0A8C8XX74|A0A8C8XX74_PANLE, tr|A0A8C8Y811|A0A8C8Y811_PANLE, tr|A0A8C8Y4M6|A0A8C8Y4M6_PANLE, tr|A0A8C8XHU8|A0A8C8XHU8_PANLE
OG0000101	tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|K7N641|K7N641_MOUSE	tr|A0A8C8WUH0|A0A8C8WUH0_PANLE
OG0000104	sp|Q9QWL7|K1C17_MOUSE	tr|A0A8C9D1K1|A0A8C9D1K1_PANLE
OG0000104	sp|Q6IFX2|K1C42_MOUSE	tr|A0A8C9D1M8|A0A8C9D1M8_PANLE
OG0000104	sp|P02535|K1C10_MOUSE	tr|A0A8C8WQI0|A0A8C8WQI0_PANLE
OG0000104	sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE	tr|A0A8C8XXG8|A0A8C8XXG8_PANLE
OG0000104	sp|Q61781|K1C14_MOUSE	tr|A0A8C8WRM0|A0A8C8WRM0_PANLE
OG0000104	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A8C8WT36|A0A8C8WT36_PANLE
OG0000105	tr|A2BH64|A2BH64_MOUSE, tr|Q91WB5|Q91WB5_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|O35176|O35176_MOUSE, tr|B1B0N6|B1B0N6_MOUSE	tr|A0A8C8X3L3|A0A8C8X3L3_PANLE
OG0000108	tr|A0A087WPC3|A0A087WPC3_MOUSE, sp|A2A974|CP4CB_MOUSE, sp|Q91WL5|CP4CA_MOUSE, tr|A2A8T1|A2A8T1_MOUSE, sp|O88833|CP4AA_MOUSE, tr|F8WGU9|F8WGU9_MOUSE, tr|A0A087WS15|A0A087WS15_MOUSE, sp|O35728|CP4AE_MOUSE	tr|A0A8C9D2K4|A0A8C9D2K4_PANLE, tr|A0A8C8Y8Y2|A0A8C8Y8Y2_PANLE, tr|A0A8C8Y4E5|A0A8C8Y4E5_PANLE, tr|A0A8C8WUV8|A0A8C8WUV8_PANLE, tr|A0A8C8WUU0|A0A8C8WUU0_PANLE
OG0000109	tr|Q9D6S9|Q9D6S9_MOUSE, tr|A0A338P708|A0A338P708_MOUSE, tr|Q8K198|Q8K198_MOUSE	tr|A0A8C8WSW6|A0A8C8WSW6_PANLE
OG0000109	sp|Q9QZU5|KR151_MOUSE	tr|A0A8C8WUA7|A0A8C8WUA7_PANLE
OG0000109	sp|O08640|KRA14_MOUSE	tr|A0A8C8WRS4|A0A8C8WRS4_PANLE
OG0000110	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A8C8WRZ6|A0A8C8WRZ6_PANLE
OG0000110	tr|A0A087WPY7|A0A087WPY7_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|B2RWR6|B2RWR6_MOUSE	tr|A0A8C8Y0S7|A0A8C8Y0S7_PANLE
OG0000110	tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE, sp|Q9WV02|RBMX_MOUSE	tr|A0A8C8X320|A0A8C8X320_PANLE
OG0000111	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A8C8WQ89|A0A8C8WQ89_PANLE
OG0000111	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A8C9D1F0|A0A8C9D1F0_PANLE, tr|A0A8C8WQ03|A0A8C8WQ03_PANLE, tr|A0A8C9D1F6|A0A8C9D1F6_PANLE, tr|A0A8C8WSJ5|A0A8C8WSJ5_PANLE, tr|A0A8C8WMD6|A0A8C8WMD6_PANLE, tr|A0A8C9D1H2|A0A8C9D1H2_PANLE, tr|A0A8C8WRC0|A0A8C8WRC0_PANLE, tr|A0A8C8WJZ7|A0A8C8WJZ7_PANLE, tr|A0A8C8WRE9|A0A8C8WRE9_PANLE, tr|A0A8C9D1G3|A0A8C9D1G3_PANLE
OG0000112	tr|Q5SW50|Q5SW50_MOUSE, tr|Q5SW49|Q5SW49_MOUSE	tr|A0A8C8XG01|A0A8C8XG01_PANLE, tr|A0A8C8XGG1|A0A8C8XGG1_PANLE
OG0000112	tr|Q5SW48|Q5SW48_MOUSE	tr|A0A8C9D736|A0A8C9D736_PANLE
OG0000112	tr|Q0VDY1|Q0VDY1_MOUSE	tr|A0A8C8WP37|A0A8C8WP37_PANLE, tr|A0A8C9D192|A0A8C9D192_PANLE, tr|A0A8C8WQI4|A0A8C8WQI4_PANLE, tr|A0A8C8WQK3|A0A8C8WQK3_PANLE, tr|A0A8C8WRG9|A0A8C8WRG9_PANLE
OG0000115	tr|Q9DAD9|Q9DAD9_MOUSE, tr|J3QP08|J3QP08_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|Q810S6|Q810S6_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|A9Z055|A9Z055_MOUSE, sp|Q9CQ70|H2AB1_MOUSE, tr|Q9D4U4|Q9D4U4_MOUSE	tr|A0A8C8XFG6|A0A8C8XFG6_PANLE
OG0000116	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60682|KLRA8_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE	tr|A0A8C8WBA6|A0A8C8WBA6_PANLE
OG0000117	tr|B1AQP7|B1AQP7_MOUSE, tr|Q3UZ24|Q3UZ24_MOUSE, tr|B2RT54|B2RT54_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|A2VDH7|A2VDH7_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|G3X9K7|G3X9K7_MOUSE	tr|A0A8C8WII2|A0A8C8WII2_PANLE
OG0000119	sp|P97872|FMO5_MOUSE	tr|A0A8C8XJG8|A0A8C8XJG8_PANLE
OG0000119	sp|Q8K2I3|FMO2_MOUSE	tr|A0A8C8XEN5|A0A8C8XEN5_PANLE
OG0000119	tr|J3QMN6|J3QMN6_MOUSE	tr|A0A8C8X8W2|A0A8C8X8W2_PANLE
OG0000119	sp|P97501|FMO3_MOUSE	tr|A0A8C8XA47|A0A8C8XA47_PANLE
OG0000119	tr|Q8C116|Q8C116_MOUSE, tr|G3X946|G3X946_MOUSE, tr|B2RWH8|B2RWH8_MOUSE	tr|A0A8C9DA19|A0A8C9DA19_PANLE
OG0000120	tr|J3QNR8|J3QNR8_MOUSE, sp|Q99PP6|TR34A_MOUSE	tr|A0A8C8XV31|A0A8C8XV31_PANLE
OG0000120	tr|D3Z3L3|D3Z3L3_MOUSE, tr|E9PV98|E9PV98_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, sp|P15533|TR30A_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, sp|Q8BGE7|TRIM6_MOUSE	tr|A0A8C8XZY1|A0A8C8XZY1_PANLE
OG0000121	sp|P00342|LDHC_MOUSE	tr|A0A8C8XNK0|A0A8C8XNK0_PANLE
OG0000121	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A8C9CYN2|A0A8C9CYN2_PANLE
OG0000121	sp|P06151|LDHA_MOUSE	tr|A0A8C9D7I0|A0A8C9D7I0_PANLE, tr|A0A8C8XSM2|A0A8C8XSM2_PANLE, tr|A0A8C8XTP4|A0A8C8XTP4_PANLE
OG0000121	sp|P16125|LDHB_MOUSE	tr|A0A8C9CWX9|A0A8C9CWX9_PANLE, tr|A0A8C9CUB2|A0A8C9CUB2_PANLE, tr|A0A8C8XAZ7|A0A8C8XAZ7_PANLE
OG0000122	tr|B1AZQ8|B1AZQ8_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE, tr|Q3V0X2|Q3V0X2_MOUSE, tr|A2AGU5|A2AGU5_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|A2ANA3|A2ANA3_MOUSE, tr|A0A571BG29|A0A571BG29_MOUSE, tr|Q8K193|Q8K193_MOUSE, tr|A0A571BDF8|A0A571BDF8_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE	tr|A0A8C8Y095|A0A8C8Y095_PANLE
OG0000125	sp|P84078|ARF1_MOUSE	tr|A0A8C8XZU7|A0A8C8XZU7_PANLE, tr|A0A8C8W992|A0A8C8W992_PANLE, tr|A0A8C8W8X4|A0A8C8W8X4_PANLE
OG0000125	sp|P61205|ARF3_MOUSE	tr|A0A8C9D4R8|A0A8C9D4R8_PANLE
OG0000125	sp|Q8BSL7|ARF2_MOUSE	tr|A0A8C9D9L3|A0A8C9D9L3_PANLE
OG0000125	sp|P61750|ARF4_MOUSE	tr|A0A8C8WTA6|A0A8C8WTA6_PANLE
OG0000125	sp|P84084|ARF5_MOUSE	tr|A0A8C8XCI2|A0A8C8XCI2_PANLE
OG0000126	sp|Q99MS4|PRS29_MOUSE	tr|A0A8C9D792|A0A8C9D792_PANLE, tr|A0A8C9DAN9|A0A8C9DAN9_PANLE
OG0000126	tr|Q80UR4|Q80UR4_MOUSE	tr|A0A8C8XNI0|A0A8C8XNI0_PANLE
OG0000126	sp|Q9QUL7|TRYG1_MOUSE, sp|Q5M8S2|PRS46_MOUSE, sp|Q02844|TRYB1_MOUSE, sp|P21845|TRYB2_MOUSE	tr|A0A8C8XLE5|A0A8C8XLE5_PANLE
OG0000127	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A8C8XGH2|A0A8C8XGH2_PANLE
OG0000127	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A8C8WRE1|A0A8C8WRE1_PANLE
OG0000127	sp|Q64436|ATP4A_MOUSE	tr|A0A8C9D8U9|A0A8C9D8U9_PANLE
OG0000127	sp|Q9WV27|AT1A4_MOUSE	tr|A0A8C8XV76|A0A8C8XV76_PANLE
OG0000127	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A8C8Y3P4|A0A8C8Y3P4_PANLE
OG0000127	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A8C8X4C9|A0A8C8X4C9_PANLE
OG0000128	sp|Q80ZE3|SIG10_MOUSE	tr|A0A8C8XNR8|A0A8C8XNR8_PANLE
OG0000128	sp|Q91Y57|SIG12_MOUSE	tr|A0A8C9D819|A0A8C9D819_PANLE, tr|A0A8C8XHF5|A0A8C8XHF5_PANLE, tr|A0A8C9D1J3|A0A8C9D1J3_PANLE, tr|A0A8C8XG75|A0A8C8XG75_PANLE
OG0000128	sp|Q920G3|SIGL5_MOUSE	tr|A0A8C9D781|A0A8C9D781_PANLE
OG0000129	sp|P11260|LORF1_MOUSE	tr|A0A8C9CUJ6|A0A8C9CUJ6_PANLE, tr|A0A8C8XXF1|A0A8C8XXF1_PANLE, tr|A0A8C9D6D4|A0A8C9D6D4_PANLE, tr|A0A8C9D9S9|A0A8C9D9S9_PANLE, tr|A0A8C8XY48|A0A8C8XY48_PANLE, tr|A0A8C8W9N3|A0A8C8W9N3_PANLE, tr|A0A8C8WGR9|A0A8C8WGR9_PANLE, tr|A0A8C8WJ63|A0A8C8WJ63_PANLE, tr|A0A8C9D6W2|A0A8C9D6W2_PANLE, tr|A0A8C8XPC2|A0A8C8XPC2_PANLE, tr|A0A8C8WU41|A0A8C8WU41_PANLE
OG0000131	tr|Q9CPN9|Q9CPN9_MOUSE	tr|A0A8C8XA19|A0A8C8XA19_PANLE
OG0000131	sp|P07146|TRY2_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE	tr|A0A8C8X966|A0A8C8X966_PANLE
OG0000133	tr|Q8VF94|Q8VF94_MOUSE, tr|Q3SXJ3|Q3SXJ3_MOUSE, tr|Q8VG21|Q8VG21_MOUSE	tr|A0A8C8Y458|A0A8C8Y458_PANLE
OG0000133	tr|F6XP16|F6XP16_MOUSE, tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE, tr|Q7TR16|Q7TR16_MOUSE, tr|A2ATJ7|A2ATJ7_MOUSE, tr|Q8VGF5|Q8VGF5_MOUSE, tr|A2ATJ9|A2ATJ9_MOUSE	tr|A0A8C8XZ13|A0A8C8XZ13_PANLE
OG0000137	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|A0A8C8Y6L0|A0A8C8Y6L0_PANLE
OG0000137	tr|E9Q8X1|E9Q8X1_MOUSE, tr|Q8VG32|Q8VG32_MOUSE	tr|A0A8C8Y5C0|A0A8C8Y5C0_PANLE
OG0000137	tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE	tr|A0A8C8Y1F6|A0A8C8Y1F6_PANLE
OG0000137	sp|Q62007|OLF16_MOUSE	tr|A0A8C8Y564|A0A8C8Y564_PANLE
OG0000138	sp|P17879|HS71B_MOUSE, sp|Q61696|HS71A_MOUSE	tr|A0A8C8WYN9|A0A8C8WYN9_PANLE
OG0000138	sp|P16627|HS71L_MOUSE	tr|A0A8C8WVA1|A0A8C8WVA1_PANLE
OG0000138	sp|P17156|HSP72_MOUSE, sp|P63017|HSP7C_MOUSE	tr|A0A8C8WYS9|A0A8C8WYS9_PANLE, tr|A0A8C9D6R8|A0A8C9D6R8_PANLE, tr|A0A8C8WNC5|A0A8C8WNC5_PANLE, tr|A0A8C8Y299|A0A8C8Y299_PANLE
OG0000141	sp|Q8VCX1|AK1D1_MOUSE, sp|Q8K023|AKC1H_MOUSE, tr|Q3UXL1|Q3UXL1_MOUSE, tr|Q91WT7|Q91WT7_MOUSE, sp|Q8VC28|AK1CD_MOUSE, tr|Q9JLI0|Q9JLI0_MOUSE, tr|G3X9Y6|G3X9Y6_MOUSE, sp|Q91WR5|AK1CL_MOUSE, sp|P70694|DHB5_MOUSE, tr|Q8VC77|Q8VC77_MOUSE	tr|A0A8C8Y3B6|A0A8C8Y3B6_PANLE
OG0000144	tr|A0A0A6YYE3|A0A0A6YYE3_MOUSE	tr|A0A8C8X8T7|A0A8C8X8T7_PANLE
OG0000144	sp|P01734|TVB1_MOUSE, tr|A0A075B5J0|A0A075B5J0_MOUSE, tr|A0A075B5I9|A0A075B5I9_MOUSE, tr|A0A075B5I8|A0A075B5I8_MOUSE	tr|A0A8C9D532|A0A8C9D532_PANLE
OG0000144	tr|A0A140T8L9|A0A140T8L9_MOUSE	tr|A0A8C8X7D8|A0A8C8X7D8_PANLE
OG0000145	sp|Q0V8T9|CTP5A_MOUSE, sp|Q0V8T7|CTP5C_MOUSE, sp|Q0V8T8|CTP5B_MOUSE	tr|A0A8C8X5A6|A0A8C8X5A6_PANLE
OG0000145	tr|E9PY62|E9PY62_MOUSE	tr|A0A8C8Y5H3|A0A8C8Y5H3_PANLE
OG0000145	sp|Q99P47|CNTP4_MOUSE	tr|A0A8C8XX87|A0A8C8XX87_PANLE
OG0000145	sp|Q9CPW0|CNTP2_MOUSE	tr|A0A8C8WAT1|A0A8C8WAT1_PANLE, tr|A0A8C8WAA5|A0A8C8WAA5_PANLE
OG0000146	sp|O35400|ST2B1_MOUSE, tr|Q91X36|Q91X36_MOUSE, sp|Q8BGL3|ST2A8_MOUSE, tr|A0A1B0GRF0|A0A1B0GRF0_MOUSE, tr|B2RVI8|B2RVI8_MOUSE, tr|D3Z1W5|D3Z1W5_MOUSE, tr|L7N245|L7N245_MOUSE, sp|P50236|ST2A2_MOUSE, sp|P52843|ST2A1_MOUSE, tr|K7N6K9|K7N6K9_MOUSE	tr|A0A8C8X1R0|A0A8C8X1R0_PANLE
OG0000147	sp|Q8VGR9|O1044_MOUSE	tr|A0A8C8XWL7|A0A8C8XWL7_PANLE
OG0000147	sp|Q8VGS1|O1038_MOUSE	tr|A0A8C9D9T8|A0A8C9D9T8_PANLE
OG0000147	tr|Q8VFK4|Q8VFK4_MOUSE, tr|A2ARY1|A2ARY1_MOUSE, tr|A2ARY0|A2ARY0_MOUSE, tr|Q7TR81|Q7TR81_MOUSE, tr|Q7TR84|Q7TR84_MOUSE	tr|A0A8C8XUF0|A0A8C8XUF0_PANLE
OG0000148	sp|Q8BYY9|SPA3B_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q91WP6|SPA3N_MOUSE, sp|P07759|SPA3K_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q80X76|SPA3F_MOUSE, tr|D3Z450|D3Z450_MOUSE	tr|A0A8C9DB86|A0A8C9DB86_PANLE
