Orthogroup	Mus_musculus	Callithrix_jacchus
OG0000603	sp|Q8R3R5|T185B_MOUSE	tr|A0A8I3X361|A0A8I3X361_CALJA, tr|A0A2R8MNR0|A0A2R8MNR0_CALJA
OG0000604	sp|Q9QUI0|RHOA_MOUSE	tr|A0A2R8NA57|A0A2R8NA57_CALJA, tr|A0A8I3WHV8|A0A8I3WHV8_CALJA, tr|A0A5F4VSH0|A0A5F4VSH0_CALJA, tr|F6RB87|F6RB87_CALJA
OG0000605	sp|Q3THW5|H2AV_MOUSE	tr|U3EEU6|U3EEU6_CALJA, tr|A0A5F4W0Z2|A0A5F4W0Z2_CALJA, tr|A0A5F4WA87|A0A5F4WA87_CALJA, tr|F6QNX3|F6QNX3_CALJA
OG0000606	sp|Q9JM76|ARPC3_MOUSE	tr|A0A8I3WMM2|A0A8I3WMM2_CALJA, tr|F7IHC5|F7IHC5_CALJA, tr|A0A2R8MAY1|A0A2R8MAY1_CALJA, tr|A0A8I3WKJ5|A0A8I3WKJ5_CALJA
OG0000607	sp|P62270|RS18_MOUSE	tr|F7I089|F7I089_CALJA, tr|F7FGD8|F7FGD8_CALJA, tr|A0A8I4A1D9|A0A8I4A1D9_CALJA, tr|F7HQY7|F7HQY7_CALJA
OG0000608	sp|Q99MX0|TKTL1_MOUSE	tr|A0A8I3WF91|A0A8I3WF91_CALJA
OG0000608	sp|Q9D4D4|TKTL2_MOUSE, sp|P40142|TKT_MOUSE	tr|U3FQ00|U3FQ00_CALJA
OG0000609	sp|Q8R3Q6|MIX23_MOUSE	tr|F7GIH3|F7GIH3_CALJA, tr|A0A8J8XC98|A0A8J8XC98_CALJA, tr|A0A8I3W5N2|A0A8I3W5N2_CALJA, tr|A0A5F4WMX2|A0A5F4WMX2_CALJA
OG0000610	sp|Q80SZ7|GBG5_MOUSE	tr|A0A2R8MX31|A0A2R8MX31_CALJA, tr|F7I990|F7I990_CALJA, tr|A0A8I3X1N3|A0A8I3X1N3_CALJA, tr|A0A8I3WDM1|A0A8I3WDM1_CALJA
OG0000611	sp|P26231|CTNA1_MOUSE	tr|U3ECM5|U3ECM5_CALJA
OG0000611	sp|Q61301|CTNA2_MOUSE	tr|A0A8I3XD61|A0A8I3XD61_CALJA, tr|A0A2R8MPZ2|A0A2R8MPZ2_CALJA
OG0000612	sp|Q9D7Z6|CLCA1_MOUSE	tr|F7CTH0|F7CTH0_CALJA
OG0000612	sp|Q6Q473|CLA4A_MOUSE, tr|Q3UW98|Q3UW98_MOUSE	tr|F7CCL6|F7CCL6_CALJA
OG0000613	sp|Q9CWW6|PIN4_MOUSE	tr|F7DNP5|F7DNP5_CALJA, tr|F7IR28|F7IR28_CALJA, tr|A0A8I3X0N5|A0A8I3X0N5_CALJA, tr|A0A8I3X7H2|A0A8I3X7H2_CALJA
OG0000614	sp|Q61249|IGBP1_MOUSE, sp|Q9QZ29|IGB1B_MOUSE	tr|A0A8I3WUS6|A0A8I3WUS6_CALJA, tr|F7GZZ5|F7GZZ5_CALJA, tr|F7ICW4|F7ICW4_CALJA
OG0000615	sp|P56812|PDCD5_MOUSE	tr|F6RJ84|F6RJ84_CALJA, tr|A0A2R8MT24|A0A2R8MT24_CALJA, tr|F6YB48|F6YB48_CALJA, tr|A0A2R8N897|A0A2R8N897_CALJA
OG0000616	sp|Q8VHL0|UT1_MOUSE	tr|U3DAG5|U3DAG5_CALJA, tr|A0A8J8YPS0|A0A8J8YPS0_CALJA, tr|A0A8I4A0Q4|A0A8I4A0Q4_CALJA, tr|A0A2R8N7H5|A0A2R8N7H5_CALJA
OG0000617	tr|A0A1Y7VP24|A0A1Y7VP24_MOUSE, sp|Q9QZ73|DCNL1_MOUSE	tr|U3CHN5|U3CHN5_CALJA
OG0000617	sp|Q8BZJ7|DCNL2_MOUSE	tr|A0A5F4W062|A0A5F4W062_CALJA
OG0000618	sp|P62492|RB11A_MOUSE	tr|A0A2R8NB12|A0A2R8NB12_CALJA
OG0000618	sp|P46638|RB11B_MOUSE	tr|A0A8I3X6G9|A0A8I3X6G9_CALJA, tr|F7BT36|F7BT36_CALJA
OG0000619	tr|A0A0G2JFH3|A0A0G2JFH3_MOUSE, tr|Q8VH13|Q8VH13_MOUSE, tr|Q8VH12|Q8VH12_MOUSE, tr|Q8VH16|Q8VH16_MOUSE	tr|F6XBF3|F6XBF3_CALJA
OG0000620	tr|F8VPQ6|F8VPQ6_MOUSE, sp|P24822|PPBI_MOUSE, sp|P24823|PPBN_MOUSE	tr|F7B1W0|F7B1W0_CALJA, tr|F6Z0B4|F6Z0B4_CALJA
OG0000621	sp|Q8CGK7|GNAL_MOUSE	tr|F7I889|F7I889_CALJA
OG0000621	sp|Q6R0H7|GNAS1_MOUSE	tr|F7IKG4|F7IKG4_CALJA, tr|A0A8I3WHR2|A0A8I3WHR2_CALJA
OG0000622	sp|Q99JI6|RAP1B_MOUSE	tr|F7A150|F7A150_CALJA
OG0000622	sp|P62835|RAP1A_MOUSE	tr|A0A8I3WH93|A0A8I3WH93_CALJA, tr|F6PNM5|F6PNM5_CALJA
OG0000624	sp|Q8BP67|RL24_MOUSE	tr|F6PN21|F6PN21_CALJA, tr|A0A8I3WK54|A0A8I3WK54_CALJA, tr|H9KXW7|H9KXW7_CALJA, tr|F7IE16|F7IE16_CALJA
OG0000625	sp|Q9JKP8|CHRC1_MOUSE	tr|A0A2R8MRD0|A0A2R8MRD0_CALJA, tr|A0A8I3W7U9|A0A8I3W7U9_CALJA, tr|A0A8I3WSY2|A0A8I3WSY2_CALJA, tr|A0A8I3WA04|A0A8I3WA04_CALJA
OG0000626	sp|Q99N92|RM27_MOUSE	tr|A0A8I3VW22|A0A8I3VW22_CALJA, tr|A0A8I3VWH3|A0A8I3VWH3_CALJA, tr|F7DCR6|F7DCR6_CALJA, tr|F7IG40|F7IG40_CALJA
OG0000627	sp|P09041|PGK2_MOUSE	tr|F7FGX4|F7FGX4_CALJA
OG0000627	sp|P09411|PGK1_MOUSE	tr|A0A8I3X183|A0A8I3X183_CALJA, tr|F7GSF5|F7GSF5_CALJA
OG0000628	sp|O88852|TSYL1_MOUSE	tr|A0A5F4WIL5|A0A5F4WIL5_CALJA, tr|U3BLB6|U3BLB6_CALJA, tr|A0A8I3X3A4|A0A8I3X3A4_CALJA, tr|W8BYW5|W8BYW5_CALJA
OG0000629	tr|Q9D1F0|Q9D1F0_MOUSE	tr|A0A2R8MWN6|A0A2R8MWN6_CALJA, tr|A0A8I3WE87|A0A8I3WE87_CALJA, tr|A0A2R8MTD3|A0A2R8MTD3_CALJA, tr|A0A2R8PBI9|A0A2R8PBI9_CALJA
OG0000630	tr|G3X9V8|G3X9V8_MOUSE, tr|A2RSF9|A2RSF9_MOUSE, tr|Q9D1Q5|Q9D1Q5_MOUSE, tr|Q6UKZ0|Q6UKZ0_MOUSE	tr|B0CMA6|B0CMA6_CALJA
OG0000631	sp|Q9CVD2|ATX3_MOUSE	tr|F6SVL6|F6SVL6_CALJA, tr|A0A8I4A4X4|A0A8I4A4X4_CALJA, tr|A0A2R8MHQ3|A0A2R8MHQ3_CALJA, tr|A0A8I3WQQ4|A0A8I3WQQ4_CALJA
OG0000632	sp|P62889|RL30_MOUSE	tr|A0A8I4A167|A0A8I4A167_CALJA, tr|A0A8I3WVS5|A0A8I3WVS5_CALJA, tr|F6WQV8|F6WQV8_CALJA, tr|F7G5Z0|F7G5Z0_CALJA
OG0000633	tr|J9S314|J9S314_MOUSE	tr|U3CRR3|U3CRR3_CALJA
OG0000633	sp|Q2TV84|TRPM1_MOUSE	tr|A0A8I3WQ31|A0A8I3WQ31_CALJA, tr|F7EDH9|F7EDH9_CALJA
OG0000635	tr|Q8CFJ5|Q8CFJ5_MOUSE, tr|Q810N3|Q810N3_MOUSE	tr|F6UCE1|F6UCE1_CALJA
OG0000635	sp|Q8R2S8|CD177_MOUSE	tr|A0A2R8ND34|A0A2R8ND34_CALJA
OG0000636	sp|Q640M1|UT14A_MOUSE, sp|Q6EJB6|UT14B_MOUSE	tr|A0A8I3WNR4|A0A8I3WNR4_CALJA, tr|F6Z2L3|F6Z2L3_CALJA, tr|A0A5F4VYY7|A0A5F4VYY7_CALJA
OG0000637	sp|Q9Z255|UBE2A_MOUSE	tr|A0A8I3WWK0|A0A8I3WWK0_CALJA, tr|A0A2R8ML93|A0A2R8ML93_CALJA, tr|F6SPE3|F6SPE3_CALJA, tr|A0A2R8M3R0|A0A2R8M3R0_CALJA
OG0000638	sp|P55292|DSC2_MOUSE, sp|P55850|DSC3_MOUSE, sp|P59862|CAD26_MOUSE, sp|P55849|DSC1_MOUSE	tr|A0A5F4VSI1|A0A5F4VSI1_CALJA
OG0000639	sp|P63276|RS17_MOUSE	tr|A0A8I3WMH7|A0A8I3WMH7_CALJA, tr|A0A8I3WB23|A0A8I3WB23_CALJA, tr|A0A2R8M3X7|A0A2R8M3X7_CALJA, tr|F7HKW4|F7HKW4_CALJA
OG0000640	sp|P62482|KCAB2_MOUSE	tr|A0A8I3WHN9|A0A8I3WHN9_CALJA
OG0000640	sp|P63143|KCAB1_MOUSE	tr|U3EMC0|U3EMC0_CALJA, tr|A0A2R8M402|A0A2R8M402_CALJA
OG0000641	sp|E9Q3E1|AL3B2_MOUSE, sp|J3QMK6|AL3B3_MOUSE	tr|A0A8I3W3U7|A0A8I3W3U7_CALJA
OG0000641	sp|Q80VQ0|AL3B1_MOUSE	tr|U3F035|U3F035_CALJA
OG0000642	sp|Q7TMD7|DSG4_MOUSE, sp|Q61495|DSG1A_MOUSE, sp|Q7TSF1|DSG1B_MOUSE, sp|Q7TSF0|DSG1C_MOUSE	tr|F7IT33|F7IT33_CALJA
OG0000643	tr|A0A0B4J1H1|A0A0B4J1H1_MOUSE, tr|A0A0B4J1H0|A0A0B4J1H0_MOUSE	tr|A0A5F4W1J3|A0A5F4W1J3_CALJA, tr|A0A8I3WEI8|A0A8I3WEI8_CALJA, tr|A0A8I3W822|A0A8I3W822_CALJA
OG0000644	sp|Q91XM9|DLG2_MOUSE	tr|A0A2R8MHT5|A0A2R8MHT5_CALJA
OG0000644	sp|E9Q9R9|DLG5_MOUSE, sp|Q811D0|DLG1_MOUSE	tr|F6UVX1|F6UVX1_CALJA
OG0000645	sp|P36536|SAR1A_MOUSE	tr|F6WCH0|F6WCH0_CALJA
OG0000645	sp|Q9CQC9|SAR1B_MOUSE	tr|A0A2R8MZE1|A0A2R8MZE1_CALJA, tr|F7IHI6|F7IHI6_CALJA
OG0000646	sp|P50404|SFTPD_MOUSE	tr|H9KWY4|H9KWY4_CALJA, tr|A0A5F4W6E5|A0A5F4W6E5_CALJA, tr|A0A8I3WF39|A0A8I3WF39_CALJA, tr|A0A5F4WCP6|A0A5F4WCP6_CALJA
OG0000647	sp|P00184|CP1A1_MOUSE	tr|F7DIB4|F7DIB4_CALJA
OG0000647	sp|P00186|CP1A2_MOUSE	tr|F7GVS8|F7GVS8_CALJA, sp|O77810|CP1A2_CALJA
OG0000648	sp|Q6NZL8|SCUB1_MOUSE	tr|F7HPC2|F7HPC2_CALJA
OG0000648	sp|P08399|PHXR5_MOUSE, sp|Q9JJS0|SCUB2_MOUSE	tr|A0A2R8N1C5|A0A2R8N1C5_CALJA
OG0000649	sp|B1ARD6|SLFN9_MOUSE, sp|B1ARD8|SLFN8_MOUSE	tr|F7E9W8|F7E9W8_CALJA
OG0000649	sp|Q8CBA2|SLFN5_MOUSE	tr|A0A8I4A337|A0A8I4A337_CALJA
OG0000650	sp|Q9ERI6|RDH14_MOUSE	tr|A0A8I4A416|A0A8I4A416_CALJA
OG0000650	sp|Q8VBZ0|DHRSX_MOUSE, sp|Q8CEE7|RDH13_MOUSE	tr|U3D6L7|U3D6L7_CALJA
OG0000651	sp|Q8C0R0|UBP37_MOUSE	tr|A0A8I3WZA4|A0A8I3WZA4_CALJA
OG0000651	sp|Q99MX1|UBP26_MOUSE, sp|Q9ES63|UBP29_MOUSE	tr|A0A5F4W426|A0A5F4W426_CALJA
OG0000652	tr|E9PYY6|E9PYY6_MOUSE, sp|Q8VCV9|MF4B1_MOUSE, tr|J3QNS5|J3QNS5_MOUSE	tr|A0A8I3W1J5|A0A8I3W1J5_CALJA, tr|A0A8I4A4A7|A0A8I4A4A7_CALJA
OG0000653	sp|P51678|CCR3_MOUSE	tr|A0A8I3WZW8|A0A8I3WZW8_CALJA
OG0000653	sp|P51675|CCR1_MOUSE, sp|P51676|CC1L1_MOUSE	tr|Q9MYJ8|Q9MYJ8_CALJA
OG0000654	sp|Q9QXY6|EHD3_MOUSE	tr|F7IEJ8|F7IEJ8_CALJA
OG0000654	sp|Q9EQP2|EHD4_MOUSE, sp|Q9WVK4|EHD1_MOUSE	tr|F6YKT0|F6YKT0_CALJA
OG0000655	tr|Q9CPN9|Q9CPN9_MOUSE, tr|F6R7E8|F6R7E8_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE	tr|A0A2R8NEX5|A0A2R8NEX5_CALJA, tr|A0A2R8MW42|A0A2R8MW42_CALJA
OG0000656	sp|P58545|BTBD3_MOUSE	sp|F7ASZ0|BTBD3_CALJA
OG0000656	sp|Q8K2J9|BTBD6_MOUSE	tr|A0A8P2D7A9|A0A8P2D7A9_CALJA, tr|F7GYH0|F7GYH0_CALJA
OG0000657	sp|P29452|CASP1_MOUSE	tr|F7FJB9|F7FJB9_CALJA, tr|F7I1B4|F7I1B4_CALJA, tr|A0A8I3WG18|A0A8I3WG18_CALJA, tr|F7I702|F7I702_CALJA
OG0000658	sp|P56671|MAZ_MOUSE	tr|A0A2R8M8B4|A0A2R8M8B4_CALJA, tr|A0A5F4VQE1|A0A5F4VQE1_CALJA, tr|A0A2R8P964|A0A2R8P964_CALJA, tr|F7B085|F7B085_CALJA
OG0000659	sp|Q14BI2|GRM2_MOUSE	tr|A0A8I3X041|A0A8I3X041_CALJA, tr|H9KVM9|H9KVM9_CALJA, tr|A0A8I4A197|A0A8I4A197_CALJA, tr|U3FNL8|U3FNL8_CALJA
OG0000660	sp|P23336|GGTA1_MOUSE	sp|Q8SQ20|GGTA1_CALJA, tr|F7CFJ6|F7CFJ6_CALJA
OG0000660	tr|A2AUQ8|A2AUQ8_MOUSE	tr|A0A5F4W039|A0A5F4W039_CALJA
OG0000661	sp|Q9QZM0|UBQL2_MOUSE	tr|A0A8I3VZ18|A0A8I3VZ18_CALJA
OG0000661	sp|Q14DL0|UBQLN_MOUSE, sp|Q8R317|UBQL1_MOUSE	tr|A0A5F4WLD2|A0A5F4WLD2_CALJA
OG0000662	sp|Q921M4|GOGA2_MOUSE	tr|F6XKD6|F6XKD6_CALJA
OG0000662	tr|A2ARC0|A2ARC0_MOUSE	tr|A0A8I4A3S6|A0A8I4A3S6_CALJA, tr|A0A8I3WN08|A0A8I3WN08_CALJA
OG0000663	tr|A0A075B5S4|A0A075B5S4_MOUSE	tr|A0A5F4WL03|A0A5F4WL03_CALJA, tr|A0A8I3W8F3|A0A8I3W8F3_CALJA, tr|A0A2R8MGM0|A0A2R8MGM0_CALJA, tr|A0A2R8NF84|A0A2R8NF84_CALJA
OG0000664	sp|Q61183|PAPOA_MOUSE, sp|Q9WVP6|PAPOB_MOUSE	tr|A0A5F4W722|A0A5F4W722_CALJA, tr|A0A5F4WE78|A0A5F4WE78_CALJA, tr|F7HE64|F7HE64_CALJA
OG0000665	sp|Q8R050|ERF3A_MOUSE	tr|A0A8I3W9P7|A0A8I3W9P7_CALJA, tr|A0A8I3X6R0|A0A8I3X6R0_CALJA
OG0000665	sp|Q149F3|ERF3B_MOUSE	tr|F6WIX8|F6WIX8_CALJA
OG0000666	sp|Q62418|DBNL_MOUSE	tr|A0A2R8MM41|A0A2R8MM41_CALJA
OG0000666	sp|P62838|UB2D2_MOUSE	tr|A0A8J8XH65|A0A8J8XH65_CALJA, tr|U3DVQ8|U3DVQ8_CALJA
OG0000667	sp|P54227|STMN1_MOUSE	tr|U3DF36|U3DF36_CALJA, tr|F7I6I4|F7I6I4_CALJA, tr|F7EDZ9|F7EDZ9_CALJA, tr|A0A8I3W3A7|A0A8I3W3A7_CALJA
OG0000668	sp|Q60575|KIF1B_MOUSE	tr|F7H1W9|F7H1W9_CALJA
OG0000668	sp|D3YXS5|KIF28_MOUSE, sp|P33173|KIF1A_MOUSE	tr|A0A5F4WC17|A0A5F4WC17_CALJA
OG0000669	sp|P61957|SUMO2_MOUSE	tr|F7IG57|F7IG57_CALJA, tr|U3DJT3|U3DJT3_CALJA, tr|A0A8I3WA51|A0A8I3WA51_CALJA, tr|A0A8I3XDH5|A0A8I3XDH5_CALJA
OG0000670	sp|P0DMN7|DCAM1_MOUSE, sp|D3Z6H8|DCAM2_MOUSE	tr|A0A5F4WLA7|A0A5F4WLA7_CALJA, tr|A0A2R8MGX6|A0A2R8MGX6_CALJA, tr|F7FZ33|F7FZ33_CALJA
OG0000671	tr|A2ANX3|A2ANX3_MOUSE	tr|F7INA4|F7INA4_CALJA
OG0000671	sp|A3FIN4|AT8B5_MOUSE, sp|P98199|AT8B2_MOUSE	tr|F7HKU9|F7HKU9_CALJA
OG0000672	sp|P62812|GBRA1_MOUSE	tr|F7I1Q2|F7I1Q2_CALJA
OG0000672	sp|P26048|GBRA2_MOUSE	tr|A0A8I3W0C2|A0A8I3W0C2_CALJA, tr|A0A8I3WWU2|A0A8I3WWU2_CALJA
OG0000673	sp|E9Q401|RYR2_MOUSE	tr|F7FIY3|F7FIY3_CALJA
OG0000673	sp|E9PZQ0|RYR1_MOUSE, sp|A2AGL3|RYR3_MOUSE	tr|A0A2R8N1Q1|A0A2R8N1Q1_CALJA
OG0000674	tr|Q7TRW1|Q7TRW1_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE	tr|F7HXL3|F7HXL3_CALJA
OG0000675	sp|Q2VLH6|C163A_MOUSE	tr|A0A8I3W566|A0A8I3W566_CALJA
OG0000675	tr|A0A1B0GSB0|A0A1B0GSB0_MOUSE, tr|B3F5L4|B3F5L4_MOUSE	tr|F7GXI4|F7GXI4_CALJA
OG0000676	sp|P60867|RS20_MOUSE	tr|A0A5F4VXK7|A0A5F4VXK7_CALJA, tr|F7ICS1|F7ICS1_CALJA, tr|F7CKG3|F7CKG3_CALJA, tr|A0A5F4W8K7|A0A5F4W8K7_CALJA
OG0000677	sp|P29755|AGTRB_MOUSE, sp|Q61125|BKRB1_MOUSE, sp|Q9WV08|APJ_MOUSE, sp|P29754|AGTRA_MOUSE	tr|F6R2A6|F6R2A6_CALJA
OG0000678	sp|Q9CPQ1|COX6C_MOUSE	tr|A0A8I3X4Q2|A0A8I3X4Q2_CALJA, tr|A0A2R8M544|A0A2R8M544_CALJA, tr|A0A8I3WE04|A0A8I3WE04_CALJA, tr|A0A8I4A405|A0A8I4A405_CALJA
OG0000679	sp|Q91ZX6|SENP2_MOUSE, tr|E9PXF3|E9PXF3_MOUSE, tr|D3Z741|D3Z741_MOUSE, tr|G3X9P9|G3X9P9_MOUSE	tr|A0A2R8M6W0|A0A2R8M6W0_CALJA
OG0000680	sp|P23804|MDM2_MOUSE	tr|A0A2R8MJ94|A0A2R8MJ94_CALJA, tr|F6UPT1|F6UPT1_CALJA, tr|A0A2R8MZE7|A0A2R8MZE7_CALJA, tr|A0A2R8ND77|A0A2R8ND77_CALJA
OG0000681	tr|Q7TQU8|Q7TQU8_MOUSE	tr|A0A2R8MTG7|A0A2R8MTG7_CALJA, tr|A0A5F4VWF1|A0A5F4VWF1_CALJA, tr|F7IFP1|F7IFP1_CALJA, tr|A0A2R8PHU2|A0A2R8PHU2_CALJA
OG0000682	sp|Q60972|RBBP4_MOUSE	tr|U3BF00|U3BF00_CALJA
OG0000682	sp|Q99LL5|PWP1_MOUSE, sp|Q60973|RBBP7_MOUSE	tr|F7GS51|F7GS51_CALJA
OG0000683	sp|Q8BH69|SPS1_MOUSE, sp|P97364|SPS2_MOUSE	tr|A0A5F4W0G4|A0A5F4W0G4_CALJA, tr|A0A2R8PDY9|A0A2R8PDY9_CALJA, tr|U3AXP7|U3AXP7_CALJA
OG0000684	tr|Q497M6|Q497M6_MOUSE, tr|O55179|O55179_MOUSE, tr|Q0P538|Q0P538_MOUSE, sp|Q07440|B2LA1_MOUSE	tr|U3DBA0|U3DBA0_CALJA
OG0000685	sp|Q61555|FBN2_MOUSE	tr|F7HHZ8|F7HHZ8_CALJA
OG0000685	sp|Q61554|FBN1_MOUSE	tr|A0A5F4W5S6|A0A5F4W5S6_CALJA, tr|F7ALZ5|F7ALZ5_CALJA
OG0000686	sp|Q9EPW9|TLR6_MOUSE	tr|A0A5F4WIG3|A0A5F4WIG3_CALJA
OG0000686	sp|Q9EPQ1|TLR1_MOUSE	tr|F6X6W2|F6X6W2_CALJA, tr|F6X7G7|F6X7G7_CALJA
OG0000687	tr|Q9CQM7|Q9CQM7_MOUSE	tr|A0A5F4WIS5|A0A5F4WIS5_CALJA, tr|F6WV13|F6WV13_CALJA, tr|A0A8I3W279|A0A8I3W279_CALJA, tr|A0A8I3W090|A0A8I3W090_CALJA
OG0000688	tr|Q7TR75|Q7TR75_MOUSE, tr|Q7TR71|Q7TR71_MOUSE, tr|Q7TR80|Q7TR80_MOUSE	tr|A0A5F4WMT1|A0A5F4WMT1_CALJA, tr|A0A8I3WX34|A0A8I3WX34_CALJA
OG0000689	tr|G5E8G3|G5E8G3_MOUSE	tr|A0A8I3VVR7|A0A8I3VVR7_CALJA
OG0000689	sp|Q8HW98|IGLO5_MOUSE, sp|Q99PJ0|NTRI_MOUSE	tr|A0A8I3X5W0|A0A8I3X5W0_CALJA
OG0000690	sp|P62830|RL23_MOUSE	tr|A0A2R8MJS9|A0A2R8MJS9_CALJA, tr|A0A5F4W2T6|A0A5F4W2T6_CALJA, tr|A0A8I3X0L7|A0A8I3X0L7_CALJA, tr|A0A2R8PA32|A0A2R8PA32_CALJA
OG0000691	sp|Q8BNE1|TCAF1_MOUSE	tr|A0A5F4WC41|A0A5F4WC41_CALJA
OG0000691	sp|Q6QR59|TCAF3_MOUSE, sp|Q921K8|TCAF2_MOUSE	tr|F6V8T6|F6V8T6_CALJA
OG0000692	sp|P62627|DLRB1_MOUSE	tr|F7IQZ4|F7IQZ4_CALJA, tr|A0A2R8P9E0|A0A2R8P9E0_CALJA, tr|A0A8I3W2S7|A0A8I3W2S7_CALJA, tr|A0A8I3WF62|A0A8I3WF62_CALJA
OG0000693	sp|O35344|IMA4_MOUSE	tr|U3BKZ4|U3BKZ4_CALJA
OG0000693	sp|O35343|IMA3_MOUSE	tr|A0A8I4A2R6|A0A8I4A2R6_CALJA, tr|U3BW75|U3BW75_CALJA
OG0000694	sp|Q8BHB9|CLIC6_MOUSE	tr|A0A8I3W974|A0A8I3W974_CALJA
OG0000694	sp|Q8BXK9|CLIC5_MOUSE, sp|Q9QYB1|CLIC4_MOUSE	tr|F7EXF2|F7EXF2_CALJA
OG0000695	sp|Q8VEH6|ZNG1_MOUSE	tr|A0A2R8MMT2|A0A2R8MMT2_CALJA, tr|F6U1W5|F6U1W5_CALJA, tr|A0A8I3WXS1|A0A8I3WXS1_CALJA, tr|A0A8I3W7H8|A0A8I3W7H8_CALJA
OG0000696	sp|P63141|KCNA2_MOUSE	tr|A0A8J8Y172|A0A8J8Y172_CALJA
OG0000696	sp|B2RQA1|KCA10_MOUSE, sp|P16388|KCNA1_MOUSE	tr|U3DUA2|U3DUA2_CALJA
OG0000697	sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|A0A8I3WWW9|A0A8I3WWW9_CALJA
OG0000697	sp|Q62148|AL1A2_MOUSE	tr|U3DC38|U3DC38_CALJA
OG0000698	sp|O35379|MRP1_MOUSE	tr|F7IAT9|F7IAT9_CALJA
OG0000698	sp|B2RX12|MRP3_MOUSE	tr|F7IC23|F7IC23_CALJA, tr|A0A8I3WNV7|A0A8I3WNV7_CALJA
OG0000699	sp|Q3UTH8|ARHG9_MOUSE	tr|A0A2R8M3M0|A0A2R8M3M0_CALJA
OG0000699	sp|Q7TNR9|ARHG4_MOUSE, sp|Q5DU57|SPT13_MOUSE	tr|A0A8I3WH85|A0A8I3WH85_CALJA
OG0000700	tr|Q8VFC8|Q8VFC8_MOUSE	tr|F6SBB6|F6SBB6_CALJA
OG0000700	tr|Q14AK5|Q14AK5_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE	tr|F7H153|F7H153_CALJA
OG0000701	sp|Q8VDB9|S620A_MOUSE, sp|O88575|S620B_MOUSE, tr|A0A1B0GSD2|A0A1B0GSD2_MOUSE, tr|A0A1L1SR47|A0A1L1SR47_MOUSE	tr|F7GZK2|F7GZK2_CALJA
OG0000702	sp|Q9QXA6|BAT1_MOUSE, tr|Q50E62|Q50E62_MOUSE, sp|Q91WN3|S7A13_MOUSE, tr|Q8VIE6|Q8VIE6_MOUSE	tr|A0A8I3WC31|A0A8I3WC31_CALJA
OG0000703	tr|B7ZWD6|B7ZWD6_MOUSE	tr|A0A6D5GJ22|A0A6D5GJ22_CALJA, sp|Q9N2D2|CHYM_CALJA
OG0000703	sp|Q9D106|PEPA5_MOUSE	sp|Q9N2D4|PEPA_CALJA
OG0000704	sp|Q6NXM2|RCBT1_MOUSE	tr|F6ZPR4|F6ZPR4_CALJA
OG0000704	sp|Q80YD6|SRGEF_MOUSE, sp|Q99LJ7|RCBT2_MOUSE	tr|A0A5F4WL17|A0A5F4WL17_CALJA
OG0000705	tr|A0A075B5J3|A0A075B5J3_MOUSE, sp|P01852|TCB1_MOUSE, tr|A0A075B5J4|A0A075B5J4_MOUSE, sp|P01851|TCB2_MOUSE	tr|A0A5F4W2C0|A0A5F4W2C0_CALJA
OG0000707	sp|Q8BGW0|THMS1_MOUSE	tr|A0A8I3WN06|A0A8I3WN06_CALJA
OG0000707	sp|Q9CU24|THMS3_MOUSE, sp|Q91YX0|THMS2_MOUSE	tr|F7IJI6|F7IJI6_CALJA
OG0000708	sp|Q64735|CR1L_MOUSE	tr|F7BUT1|F7BUT1_CALJA, tr|F7FYC1|F7FYC1_CALJA, tr|F7H0C8|F7H0C8_CALJA, tr|A0A8I4A5T5|A0A8I4A5T5_CALJA
OG0000709	sp|Q02053|UBA1_MOUSE	tr|A0A5K1TY78|A0A5K1TY78_CALJA
OG0000709	sp|P31254|UBA1Y_MOUSE	tr|A0A5F4WMX4|A0A5F4WMX4_CALJA, tr|A0A5F4WGZ4|A0A5F4WGZ4_CALJA
OG0000710	sp|P56565|S10A1_MOUSE, sp|P97347|RPTN_MOUSE, sp|Q8VHD8|HORN_MOUSE, sp|Q2VIS4|FILA2_MOUSE	tr|A0A8I3WGT4|A0A8I3WGT4_CALJA
OG0000711	tr|A0A1D5RM95|A0A1D5RM95_MOUSE	tr|A0A8I4A498|A0A8I4A498_CALJA, tr|A0A5F4W0Z9|A0A5F4W0Z9_CALJA
OG0000711	sp|Q3US17|ZNF48_MOUSE	tr|U3F6A1|U3F6A1_CALJA
OG0000712	sp|Q91WK5|GCSH_MOUSE	tr|A0A2R8M8L1|A0A2R8M8L1_CALJA, tr|A0A8I3WJR1|A0A8I3WJR1_CALJA, tr|U3CM87|U3CM87_CALJA, tr|A0A8I3WMR5|A0A8I3WMR5_CALJA
OG0000713	sp|Q8BTH8|KC1G1_MOUSE	tr|A0A2R8MI70|A0A2R8MI70_CALJA
OG0000713	sp|Q8BVP5|KC1G2_MOUSE, sp|Q8C4X2|KC1G3_MOUSE	tr|F7D479|F7D479_CALJA
