Orthogroup	Mus_musculus	Ursus_americanus
OG0000088	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A452S821|A0A452S821_URSAM
OG0000088	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A452S7V8|A0A452S7V8_URSAM
OG0000088	tr|A0A286YDM5|A0A286YDM5_MOUSE	tr|A0A452RJV2|A0A452RJV2_URSAM
OG0000088	tr|Q8VET6|Q8VET6_MOUSE, tr|A1L1B4|A1L1B4_MOUSE	tr|A0A452RJT4|A0A452RJT4_URSAM, tr|A0A452QVQ4|A0A452QVQ4_URSAM, tr|A0A452QVQ5|A0A452QVQ5_URSAM, tr|A0A452RJU8|A0A452RJU8_URSAM, tr|A0A452RJT9|A0A452RJT9_URSAM, tr|A0A452SS58|A0A452SS58_URSAM
OG0000090	tr|Q8VFY3|Q8VFY3_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE, tr|B2RVY8|B2RVY8_MOUSE	tr|A0A452QFN2|A0A452QFN2_URSAM
OG0000094	sp|P50285|FMO1_MOUSE	tr|A0A452SAT7|A0A452SAT7_URSAM
OG0000094	sp|P97501|FMO3_MOUSE, tr|J3QMN6|J3QMN6_MOUSE	tr|A0A452RUD7|A0A452RUD7_URSAM, tr|A0A452RUE1|A0A452RUE1_URSAM
OG0000094	sp|Q8K2I3|FMO2_MOUSE	tr|A0A452SAU1|A0A452SAU1_URSAM
OG0000094	sp|P97872|FMO5_MOUSE	tr|A0A452S8C4|A0A452S8C4_URSAM
OG0000094	tr|Q8C116|Q8C116_MOUSE, tr|B2RWH8|B2RWH8_MOUSE, tr|G3X946|G3X946_MOUSE	tr|A0A452Q9J0|A0A452Q9J0_URSAM
OG0000095	sp|Q7M747|S2B24_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE	tr|A0A452RF07|A0A452RF07_URSAM
OG0000099	tr|Q8VGJ5|Q8VGJ5_MOUSE	tr|A0A452QLD5|A0A452QLD5_URSAM, tr|A0A452QLF1|A0A452QLF1_URSAM, tr|A0A452R756|A0A452R756_URSAM, tr|A0A452QB54|A0A452QB54_URSAM, tr|A0A452QKD6|A0A452QKD6_URSAM, tr|A0A452QL30|A0A452QL30_URSAM, tr|A0A452SGB9|A0A452SGB9_URSAM, tr|A0A452QDH7|A0A452QDH7_URSAM, tr|A0A452QFA4|A0A452QFA4_URSAM, tr|A0A452Q8C6|A0A452Q8C6_URSAM, tr|A0A452QBE8|A0A452QBE8_URSAM, tr|A0A452QP45|A0A452QP45_URSAM, tr|A0A452QEH6|A0A452QEH6_URSAM
OG0000100	tr|B9EHE6|B9EHE6_MOUSE	tr|A0A452QGR6|A0A452QGR6_URSAM
OG0000100	tr|Q8VGW1|Q8VGW1_MOUSE	tr|A0A452QH61|A0A452QH61_URSAM, tr|A0A452QGY5|A0A452QGY5_URSAM, tr|A0A452QH93|A0A452QH93_URSAM
OG0000100	tr|Q8VG19|Q8VG19_MOUSE	tr|A0A452QBY8|A0A452QBY8_URSAM, tr|A0A452QAU0|A0A452QAU0_URSAM
OG0000100	tr|Q8VG78|Q8VG78_MOUSE	tr|A0A452QCK0|A0A452QCK0_URSAM, tr|A0A452R8T5|A0A452R8T5_URSAM, tr|A0A452QEL3|A0A452QEL3_URSAM
OG0000104	tr|Q7TRI8|Q7TRI8_MOUSE, tr|L7N475|L7N475_MOUSE, tr|Q7TRL3|Q7TRL3_MOUSE, tr|Q6UAH1|Q6UAH1_MOUSE, tr|Q0VEL5|Q0VEL5_MOUSE, tr|A0A140LHN3|A0A140LHN3_MOUSE, tr|Q8VFQ1|Q8VFQ1_MOUSE, tr|L7N1Z1|L7N1Z1_MOUSE, tr|Q8VFC1|Q8VFC1_MOUSE, tr|Q8VFH0|Q8VFH0_MOUSE, tr|Q8VFG3|Q8VFG3_MOUSE, sp|P23275|OLF15_MOUSE	tr|A0A452R896|A0A452R896_URSAM
OG0000105	tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|O35176|O35176_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE	tr|A0A452REV5|A0A452REV5_URSAM
OG0000107	sp|Q8VFX2|O1444_MOUSE	tr|A0A452SKA8|A0A452SKA8_URSAM
OG0000107	sp|Q8VFK7|O1020_MOUSE	tr|A0A452SKE6|A0A452SKE6_URSAM, tr|A0A452SK99|A0A452SK99_URSAM, tr|A0A452SKA7|A0A452SKA7_URSAM, tr|A0A452SKB2|A0A452SKB2_URSAM, tr|A0A452SKI8|A0A452SKI8_URSAM, tr|A0A452SKC4|A0A452SKC4_URSAM, tr|A0A452SKA9|A0A452SKA9_URSAM, tr|A0A452SKA4|A0A452SKA4_URSAM, tr|A0A452SK94|A0A452SK94_URSAM, tr|A0A452QIF0|A0A452QIF0_URSAM
OG0000108	sp|E9PX95|ABCAH_MOUSE	tr|A0A452RCM8|A0A452RCM8_URSAM
OG0000108	sp|Q8R420|ABCA3_MOUSE	tr|A0A452RDE2|A0A452RDE2_URSAM
OG0000108	tr|E9PWH4|E9PWH4_MOUSE, tr|E9Q8F8|E9Q8F8_MOUSE	tr|A0A452QIJ6|A0A452QIJ6_URSAM, tr|A0A452QIG6|A0A452QIG6_URSAM
OG0000108	tr|E9PWJ7|E9PWJ7_MOUSE	tr|A0A452QKJ9|A0A452QKJ9_URSAM, tr|A0A452QKV4|A0A452QKV4_URSAM, tr|A0A452RXD7|A0A452RXD7_URSAM, tr|A0A452QXQ2|A0A452QXQ2_URSAM
OG0000109	sp|P84228|H32_MOUSE	tr|A0A452SA57|A0A452SA57_URSAM
OG0000109	sp|P84244|H33_MOUSE	tr|A0A452QFW2|A0A452QFW2_URSAM
OG0000109	sp|P68433|H31_MOUSE	tr|A0A452RNQ9|A0A452RNQ9_URSAM, tr|A0A452SMP3|A0A452SMP3_URSAM, tr|A0A452REE3|A0A452REE3_URSAM, tr|A0A452R6T1|A0A452R6T1_URSAM, tr|A0A452R6Q8|A0A452R6Q8_URSAM, tr|A0A452QLG1|A0A452QLG1_URSAM, tr|A0A452S0C8|A0A452S0C8_URSAM, tr|A0A452SML5|A0A452SML5_URSAM
OG0000110	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A452QDV3|A0A452QDV3_URSAM, tr|A0A452QCZ4|A0A452QCZ4_URSAM, tr|A0A452RHK7|A0A452RHK7_URSAM, tr|A0A452QDW3|A0A452QDW3_URSAM, tr|A0A452Q9I9|A0A452Q9I9_URSAM, tr|A0A452R8S1|A0A452R8S1_URSAM, tr|A0A452QDZ6|A0A452QDZ6_URSAM, tr|A0A452Q9J3|A0A452Q9J3_URSAM, tr|A0A452QKY9|A0A452QKY9_URSAM, tr|A0A452Q9J9|A0A452Q9J9_URSAM, tr|A0A452QP65|A0A452QP65_URSAM, tr|A0A452QHS1|A0A452QHS1_URSAM
OG0000111	tr|Q8VG91|Q8VG91_MOUSE	tr|A0A452QC10|A0A452QC10_URSAM, tr|A0A452QKG4|A0A452QKG4_URSAM, tr|A0A452QEF8|A0A452QEF8_URSAM
OG0000111	tr|Q8VF15|Q8VF15_MOUSE	tr|A0A452QF38|A0A452QF38_URSAM, tr|A0A452QKH4|A0A452QKH4_URSAM
OG0000111	sp|Q8VEY3|OL958_MOUSE	tr|A0A452RE93|A0A452RE93_URSAM, tr|A0A452QKW4|A0A452QKW4_URSAM, tr|A0A452RE63|A0A452RE63_URSAM, tr|A0A452REF1|A0A452REF1_URSAM, tr|A0A452REB2|A0A452REB2_URSAM
OG0000112	sp|P09528|FRIH_MOUSE	tr|A0A452QD77|A0A452QD77_URSAM
OG0000112	sp|Q9D5H4|FTMT_MOUSE	tr|A0A452RYG9|A0A452RYG9_URSAM, tr|A0A452S2R8|A0A452S2R8_URSAM, tr|A0A452QLT8|A0A452QLT8_URSAM, tr|A0A452QG23|A0A452QG23_URSAM, tr|A0A452RRF2|A0A452RRF2_URSAM, tr|A0A452QCS3|A0A452QCS3_URSAM, tr|A0A452SA07|A0A452SA07_URSAM, tr|A0A452RIE5|A0A452RIE5_URSAM, tr|A0A452RLL9|A0A452RLL9_URSAM, tr|A0A452RPU0|A0A452RPU0_URSAM
OG0000113	sp|Q91Y57|SIG12_MOUSE	tr|A0A452S8L1|A0A452S8L1_URSAM
OG0000113	sp|Q920G3|SIGL5_MOUSE	tr|A0A452SW72|A0A452SW72_URSAM, tr|A0A452SGZ8|A0A452SGZ8_URSAM, tr|A0A452RV70|A0A452RV70_URSAM
OG0000113	sp|Q80ZE3|SIG10_MOUSE, tr|A2RSL7|A2RSL7_MOUSE	tr|A0A452RV36|A0A452RV36_URSAM
OG0000113	sp|Q63994|CD33_MOUSE	tr|A0A452QH54|A0A452QH54_URSAM, tr|A0A452QAC4|A0A452QAC4_URSAM, tr|A0A452S8G4|A0A452S8G4_URSAM
OG0000114	sp|P18581|CTR2_MOUSE	tr|A0A452RMI3|A0A452RMI3_URSAM, tr|A0A452QBD4|A0A452QBD4_URSAM, tr|A0A452QAK0|A0A452QAK0_URSAM, tr|A0A452RB01|A0A452RB01_URSAM, tr|A0A452RB06|A0A452RB06_URSAM, tr|A0A452QPA2|A0A452QPA2_URSAM, tr|A0A452RB14|A0A452RB14_URSAM, tr|A0A452RB20|A0A452RB20_URSAM, tr|A0A452QPM4|A0A452QPM4_URSAM, tr|A0A452R613|A0A452R613_URSAM, tr|A0A452RUJ6|A0A452RUJ6_URSAM, tr|A0A452SQ46|A0A452SQ46_URSAM
OG0000115	sp|P07146|TRY2_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q792Z0|Q792Z0_MOUSE	tr|A0A452QBU3|A0A452QBU3_URSAM, tr|A0A452RWR8|A0A452RWR8_URSAM, tr|A0A452RWP3|A0A452RWP3_URSAM, tr|A0A452RBD9|A0A452RBD9_URSAM
OG0000117	sp|Q8BM14|LIPK_MOUSE	tr|A0A452QA00|A0A452QA00_URSAM
OG0000117	sp|Q9CPP7|LIPG_MOUSE	tr|A0A452QMU5|A0A452QMU5_URSAM
OG0000117	tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, sp|Q9Z0M5|LICH_MOUSE, sp|Q8K2A6|LIPM_MOUSE	tr|A0A452R8F0|A0A452R8F0_URSAM
OG0000119	sp|Q9D805|CAN9_MOUSE	tr|A0A452QDH6|A0A452QDH6_URSAM
OG0000119	sp|Q64691|CAN3_MOUSE	tr|A0A452QMJ7|A0A452QMJ7_URSAM
OG0000119	sp|Q91VA3|CAN8_MOUSE	tr|A0A452S6R2|A0A452S6R2_URSAM
OG0000119	sp|Q3UW68|CAN13_MOUSE, sp|Q6J756|CAN11_MOUSE	tr|A0A452RP44|A0A452RP44_URSAM
OG0000119	sp|O35350|CAN1_MOUSE, sp|O08529|CAN2_MOUSE	tr|A0A452Q8K0|A0A452Q8K0_URSAM
OG0000120	tr|Q7TR87|Q7TR87_MOUSE	tr|A0A452QK53|A0A452QK53_URSAM, tr|A0A452QFS2|A0A452QFS2_URSAM
OG0000120	sp|Q8VFL5|O1030_MOUSE	tr|A0A452QK59|A0A452QK59_URSAM
OG0000120	tr|A0A1L1ST14|A0A1L1ST14_MOUSE, tr|Q7TR85|Q7TR85_MOUSE	tr|A0A452QMZ1|A0A452QMZ1_URSAM
OG0000120	tr|A2ATE5|A2ATE5_MOUSE, tr|Q8VFK5|Q8VFK5_MOUSE	tr|A0A452QZA7|A0A452QZA7_URSAM, tr|A0A452QMV4|A0A452QMV4_URSAM
OG0000121	tr|Q9D4U4|Q9D4U4_MOUSE, sp|Q9CQ70|H2AB1_MOUSE, tr|J3QP08|J3QP08_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE, tr|Q810S6|Q810S6_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|A9Z055|A9Z055_MOUSE	tr|A0A452SIA2|A0A452SIA2_URSAM
OG0000123	sp|Q8CIP3|MRGX1_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE	tr|A0A452SU04|A0A452SU04_URSAM
OG0000125	sp|P16054|KPCE_MOUSE	tr|A0A452SS95|A0A452SS95_URSAM
OG0000125	sp|P20444|KPCA_MOUSE	tr|A0A452QXP5|A0A452QXP5_URSAM
OG0000125	sp|P68404|KPCB_MOUSE	tr|A0A452QQC9|A0A452QQC9_URSAM
OG0000125	sp|P63318|KPCG_MOUSE	tr|A0A452RMB4|A0A452RMB4_URSAM
OG0000125	sp|P23298|KPCL_MOUSE	tr|A0A452QPH3|A0A452QPH3_URSAM, tr|A0A452SSD6|A0A452SSD6_URSAM
OG0000128	tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|Q80UK5|Q80UK5_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|O08806|O08806_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|O08797|O08797_MOUSE, tr|I7HJI5|I7HJI5_MOUSE	tr|A0A452QXK5|A0A452QXK5_URSAM, tr|A0A452SG11|A0A452SG11_URSAM, tr|A0A452QXK1|A0A452QXK1_URSAM, tr|A0A452R6E4|A0A452R6E4_URSAM
OG0000129	tr|Q8K193|Q8K193_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE, tr|A0A571BDF8|A0A571BDF8_MOUSE, tr|A0A571BG29|A0A571BG29_MOUSE, tr|A2ANA3|A2ANA3_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|A2AGU5|A2AGU5_MOUSE, tr|Q3V0X2|Q3V0X2_MOUSE, tr|B1AZQ8|B1AZQ8_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE	tr|A0A452SPX3|A0A452SPX3_URSAM
OG0000131	sp|P29341|PABP1_MOUSE	tr|A0A452SHE2|A0A452SHE2_URSAM
OG0000131	tr|Q62029|Q62029_MOUSE	tr|A0A452SA22|A0A452SA22_URSAM
OG0000131	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A452Q8I4|A0A452Q8I4_URSAM
OG0000131	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A452RT50|A0A452RT50_URSAM
OG0000131	tr|G5E8X2|G5E8X2_MOUSE	tr|A0A452QVP4|A0A452QVP4_URSAM, tr|A0A452QA95|A0A452QA95_URSAM
OG0000132	tr|A2AVC3|A2AVC3_MOUSE, tr|A2AVC4|A2AVC4_MOUSE	tr|A0A452QBJ9|A0A452QBJ9_URSAM, tr|A0A452QBG3|A0A452QBG3_URSAM, tr|A0A452QBN1|A0A452QBN1_URSAM, tr|A0A452RF14|A0A452RF14_URSAM, tr|A0A452QFK9|A0A452QFK9_URSAM, tr|A0A452S1U4|A0A452S1U4_URSAM, tr|A0A452S1G8|A0A452S1G8_URSAM, tr|A0A452S1H4|A0A452S1H4_URSAM, tr|A0A452S1V3|A0A452S1V3_URSAM, tr|A0A452S1S8|A0A452S1S8_URSAM
OG0000134	sp|Q69Z26|CNTN4_MOUSE	tr|A0A452RQR4|A0A452RQR4_URSAM, tr|A0A452SAF6|A0A452SAF6_URSAM
OG0000134	sp|P68500|CNTN5_MOUSE	tr|A0A452S181|A0A452S181_URSAM
OG0000134	sp|Q61330|CNTN2_MOUSE	tr|A0A452QL79|A0A452QL79_URSAM
OG0000134	sp|P12960|CNTN1_MOUSE	tr|A0A452SGS4|A0A452SGS4_URSAM
OG0000134	sp|Q07409|CNTN3_MOUSE, sp|Q9JMB8|CNTN6_MOUSE	tr|A0A452R0E5|A0A452R0E5_URSAM
OG0000135	sp|Q80X89|UD2A1_MOUSE, sp|Q6PDD0|UD2A2_MOUSE	tr|A0A452R7L9|A0A452R7L9_URSAM
OG0000135	tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, tr|Q8K154|Q8K154_MOUSE, tr|Q8R084|Q8R084_MOUSE, sp|Q8BWQ1|UD2A3_MOUSE	tr|A0A452RQY4|A0A452RQY4_URSAM
OG0000136	sp|Q9WV02|RBMX_MOUSE	tr|A0A452RD79|A0A452RD79_URSAM
OG0000136	sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, tr|Q9DAE2|Q9DAE2_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE	tr|A0A452R7Q7|A0A452R7Q7_URSAM
OG0000138	sp|P01843|LAC1_MOUSE, tr|A0A0G2JE99|A0A0G2JE99_MOUSE, tr|A0A0G2JEK5|A0A0G2JEK5_MOUSE, sp|P20764|IGLL1_MOUSE, sp|P01845|LAC3_MOUSE, sp|P01844|LAC2_MOUSE	tr|A0A452RK16|A0A452RK16_URSAM, tr|A0A452QAK1|A0A452QAK1_URSAM, tr|A0A452QAW1|A0A452QAW1_URSAM, tr|A0A452QAI0|A0A452QAI0_URSAM, tr|A0A452QA21|A0A452QA21_URSAM, tr|A0A452R4U8|A0A452R4U8_URSAM
OG0000139	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A452QJY0|A0A452QJY0_URSAM
OG0000139	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A452Q891|A0A452Q891_URSAM
OG0000139	sp|Q64436|ATP4A_MOUSE	tr|A0A452S441|A0A452S441_URSAM
OG0000139	sp|Q9WV27|AT1A4_MOUSE	tr|A0A452S188|A0A452S188_URSAM
OG0000139	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A452RC36|A0A452RC36_URSAM
OG0000139	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A452SE73|A0A452SE73_URSAM
OG0000141	tr|F7BTU1|F7BTU1_MOUSE, tr|O88245|O88245_MOUSE, tr|F7AIG4|F7AIG4_MOUSE	tr|A0A452SFD8|A0A452SFD8_URSAM
OG0000141	sp|P24399|ZN239_MOUSE	tr|A0A452Q824|A0A452Q824_URSAM
OG0000141	tr|J3KMU4|J3KMU4_MOUSE, sp|Q8C827|ZFP62_MOUSE	tr|A0A452QSC5|A0A452QSC5_URSAM
OG0000143	sp|Q80UG2|PLXA4_MOUSE	tr|A0A452SVK1|A0A452SVK1_URSAM
OG0000143	sp|P70207|PLXA2_MOUSE	tr|A0A452RJH9|A0A452RJH9_URSAM
OG0000143	sp|P70206|PLXA1_MOUSE	tr|A0A452QQZ2|A0A452QQZ2_URSAM
OG0000143	sp|P70208|PLXA3_MOUSE	tr|A0A452R7C3|A0A452R7C3_URSAM
OG0000143	sp|Q3UH93|PLXD1_MOUSE	tr|A0A452SUZ3|A0A452SUZ3_URSAM, tr|A0A452RJD5|A0A452RJD5_URSAM
OG0000157	tr|A0A1B0GSF4|A0A1B0GSF4_MOUSE, tr|E9Q382|E9Q382_MOUSE	tr|A0A452SM39|A0A452SM39_URSAM, tr|A0A452QGR1|A0A452QGR1_URSAM
OG0000157	tr|F8VQ01|F8VQ01_MOUSE, tr|F8VPZ8|F8VPZ8_MOUSE	tr|A0A452SM09|A0A452SM09_URSAM, tr|A0A452Q8W9|A0A452Q8W9_URSAM, tr|A0A452Q8X8|A0A452Q8X8_URSAM, tr|A0A452Q8Y8|A0A452Q8Y8_URSAM, tr|A0A452Q911|A0A452Q911_URSAM
OG0000158	sp|P28474|ADHX_MOUSE	tr|A0A452R828|A0A452R828_URSAM
OG0000158	sp|Q9QYY9|ADH4_MOUSE	tr|A0A452R8I9|A0A452R8I9_URSAM
OG0000158	sp|P00329|ADH1_MOUSE	tr|A0A452QEY9|A0A452QEY9_URSAM, tr|A0A452QFZ7|A0A452QFZ7_URSAM
OG0000158	sp|Q64437|ADH7_MOUSE	tr|A0A452QFC1|A0A452QFC1_URSAM
OG0000159	sp|Q9ET37|S5A4A_MOUSE	tr|A0A452RRY7|A0A452RRY7_URSAM
OG0000159	sp|Q8C3K6|SC5A1_MOUSE	tr|A0A452RS68|A0A452RS68_URSAM
OG0000159	sp|Q923I7|SC5A2_MOUSE	tr|A0A452RFQ1|A0A452RFQ1_URSAM
OG0000159	sp|Q8VDT1|SC5A9_MOUSE	tr|A0A452R8G7|A0A452R8G7_URSAM, tr|A0A452QGM8|A0A452QGM8_URSAM
OG0000161	tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A452S0J4|A0A452S0J4_URSAM
OG0000162	sp|Q91WP6|SPA3N_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|P07759|SPA3K_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE	tr|A0A452RLP5|A0A452RLP5_URSAM
OG0000164	tr|Q8VGU9|Q8VGU9_MOUSE	tr|A0A452RNP8|A0A452RNP8_URSAM, tr|A0A452QDP6|A0A452QDP6_URSAM
OG0000164	tr|Q7TRP5|Q7TRP5_MOUSE	tr|A0A452QZS9|A0A452QZS9_URSAM, tr|A0A452R4S3|A0A452R4S3_URSAM, tr|A0A452QEW6|A0A452QEW6_URSAM, tr|A0A452R4P8|A0A452R4P8_URSAM, tr|A0A452QEQ9|A0A452QEQ9_URSAM, tr|A0A452Q9W8|A0A452Q9W8_URSAM, tr|A0A452RNP2|A0A452RNP2_URSAM
OG0000165	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A452QMA1|A0A452QMA1_URSAM, tr|A0A452S144|A0A452S144_URSAM
OG0000165	sp|Q61549|AGRE1_MOUSE	tr|A0A452QH85|A0A452QH85_URSAM
OG0000165	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A452RSC4|A0A452RSC4_URSAM, tr|A0A452QHD4|A0A452QHD4_URSAM, tr|A0A452QHA4|A0A452QHA4_URSAM
OG0000166	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A452SPS7|A0A452SPS7_URSAM, tr|A0A452SPW4|A0A452SPW4_URSAM, tr|A0A452Q8B4|A0A452Q8B4_URSAM, tr|A0A452Q7P4|A0A452Q7P4_URSAM, tr|A0A452Q7N2|A0A452Q7N2_URSAM, tr|A0A452SPQ9|A0A452SPQ9_URSAM, tr|A0A452Q7D6|A0A452Q7D6_URSAM, tr|A0A452Q7D8|A0A452Q7D8_URSAM, tr|A0A452Q7M0|A0A452Q7M0_URSAM, tr|A0A452Q7P0|A0A452Q7P0_URSAM
OG0000167	tr|Q5SZT6|Q5SZT6_MOUSE, sp|Q91VW9|ZKSC3_MOUSE	tr|A0A452SP92|A0A452SP92_URSAM, tr|A0A452QC28|A0A452QC28_URSAM, tr|A0A452R695|A0A452R695_URSAM, tr|A0A452QBW8|A0A452QBW8_URSAM, tr|A0A452Q7L8|A0A452Q7L8_URSAM, tr|A0A452SMQ5|A0A452SMQ5_URSAM, tr|A0A452SKI4|A0A452SKI4_URSAM, tr|A0A452S679|A0A452S679_URSAM, tr|A0A452RA72|A0A452RA72_URSAM
OG0000168	tr|E9Q554|E9Q554_MOUSE	tr|A0A452QFM3|A0A452QFM3_URSAM
OG0000168	tr|Q8VGZ6|Q8VGZ6_MOUSE	tr|A0A452Q8W8|A0A452Q8W8_URSAM, tr|A0A452QLE0|A0A452QLE0_URSAM, tr|A0A452RGN2|A0A452RGN2_URSAM, tr|A0A452QZQ7|A0A452QZQ7_URSAM, tr|A0A452QJV9|A0A452QJV9_URSAM, tr|A0A452QEI4|A0A452QEI4_URSAM, tr|A0A452QB22|A0A452QB22_URSAM, tr|A0A452QEG5|A0A452QEG5_URSAM
OG0000169	tr|A2AVK5|A2AVK5_MOUSE	tr|A0A452RVV4|A0A452RVV4_URSAM
OG0000169	tr|Q8VGP1|Q8VGP1_MOUSE	tr|A0A452RVT7|A0A452RVT7_URSAM, tr|A0A452RCD4|A0A452RCD4_URSAM, tr|A0A452RVZ7|A0A452RVZ7_URSAM, tr|A0A452RCE5|A0A452RCE5_URSAM, tr|A0A452RCF2|A0A452RCF2_URSAM, tr|A0A452RVV9|A0A452RVV9_URSAM, tr|A0A452RCB4|A0A452RCB4_URSAM, tr|A0A452RCC4|A0A452RCC4_URSAM
OG0000174	tr|Q8VG18|Q8VG18_MOUSE, sp|Q6W049|OL688_MOUSE	tr|A0A452RRD0|A0A452RRD0_URSAM
