Orthogroup	Mus_musculus	Neotoma_lepida
OG0002063	sp|Q99PI4|LPIN3_MOUSE	tr|A0A1A6GLZ1|A0A1A6GLZ1_NEOLE, tr|A0A1A6HEG7|A0A1A6HEG7_NEOLE
OG0002064	sp|Q9EPV8|UBL5_MOUSE	tr|A0A1A6HMG6|A0A1A6HMG6_NEOLE, tr|A0A1A6GC22|A0A1A6GC22_NEOLE
OG0002065	sp|Q9JKL4|NDUF3_MOUSE	tr|A0A1A6GZM3|A0A1A6GZM3_NEOLE, tr|A0A1A6H155|A0A1A6H155_NEOLE
OG0002066	sp|Q9R0B6|LAMC3_MOUSE, sp|P02468|LAMC1_MOUSE	tr|A0A1A6G590|A0A1A6G590_NEOLE
OG0002067	sp|P23198|CBX3_MOUSE	tr|A0A1A6GJK0|A0A1A6GJK0_NEOLE, tr|A0A1A6HR35|A0A1A6HR35_NEOLE
OG0002068	sp|Q8CE08|PPAP_MOUSE, sp|P24638|PPAL_MOUSE	tr|A0A1A6GHU3|A0A1A6GHU3_NEOLE
OG0002069	tr|Q3UT76|Q3UT76_MOUSE, sp|Q9EPQ8|TCF20_MOUSE	tr|A0A1A6H589|A0A1A6H589_NEOLE
OG0002070	sp|Q9DCR2|AP3S1_MOUSE, sp|Q8BSZ2|AP3S2_MOUSE	tr|A0A1A6G4I0|A0A1A6G4I0_NEOLE
OG0002071	sp|Q99ML9|RN111_MOUSE	tr|A0A1A6HES9|A0A1A6HES9_NEOLE, tr|A0A1A6HFU6|A0A1A6HFU6_NEOLE
OG0002072	sp|Q99MT2|MSH4_MOUSE, sp|P13705|MSH3_MOUSE	tr|A0A1A6H231|A0A1A6H231_NEOLE
OG0002073	sp|P49290|PERE_MOUSE, sp|P11247|PERM_MOUSE	tr|A0A1A6HZJ0|A0A1A6HZJ0_NEOLE
OG0002074	sp|Q3U9G9|LBR_MOUSE, sp|Q71KT5|ERG24_MOUSE	tr|A0A1A6GEY9|A0A1A6GEY9_NEOLE
OG0002076	sp|P42228|STAT4_MOUSE, sp|P42227|STAT3_MOUSE	tr|A0A1A6GHB4|A0A1A6GHB4_NEOLE
OG0002077	sp|Q3UKJ7|SMU1_MOUSE	tr|A0A1A6GNZ8|A0A1A6GNZ8_NEOLE, tr|A0A1A6H5N1|A0A1A6H5N1_NEOLE
OG0002078	sp|Q61315|APC_MOUSE	tr|A0A1A6HZD2|A0A1A6HZD2_NEOLE, tr|A0A1A6GV90|A0A1A6GV90_NEOLE
OG0002079	sp|Q61824|ADA12_MOUSE	tr|A0A1A6HW37|A0A1A6HW37_NEOLE, tr|A0A1A6HN10|A0A1A6HN10_NEOLE
OG0002080	sp|P28660|NCKP1_MOUSE, sp|Q8K1X4|NCKPL_MOUSE	tr|A0A1A6HGJ6|A0A1A6HGJ6_NEOLE
OG0002081	sp|Q8K370|ACD10_MOUSE, tr|D3Z7X0|D3Z7X0_MOUSE	tr|A0A1A6FY40|A0A1A6FY40_NEOLE
OG0002082	sp|P97361|BPIA1_MOUSE, sp|Q9CQX3|BPIA5_MOUSE	tr|A0A1A6H8G0|A0A1A6H8G0_NEOLE
OG0002083	sp|Q9CWM4|PFD1_MOUSE	tr|A0A1A6GKB7|A0A1A6GKB7_NEOLE, tr|A0A1A6GTP2|A0A1A6GTP2_NEOLE
OG0002084	sp|Q9DAZ2|PR2B1_MOUSE, sp|Q9JHK0|PR2A1_MOUSE	tr|A0A1A6I089|A0A1A6I089_NEOLE
OG0002085	sp|Q9Z0S3|CLD14_MOUSE, sp|O88552|CLD2_MOUSE	tr|A0A1A6HME6|A0A1A6HME6_NEOLE
OG0002086	sp|P0DP59|SLUR2_MOUSE, tr|Q9CQ11|Q9CQ11_MOUSE	tr|A0A1A6GG55|A0A1A6GG55_NEOLE
OG0002087	sp|P70451|FER_MOUSE, sp|P16879|FES_MOUSE	tr|A0A1A6GUI6|A0A1A6GUI6_NEOLE
OG0002088	sp|Q80ZN9|CX6B2_MOUSE, sp|P56391|CX6B1_MOUSE	tr|A0A1A6GN58|A0A1A6GN58_NEOLE
OG0002089	sp|P62696|CRBB2_MOUSE, sp|Q9JJU9|CRBB3_MOUSE	tr|A0A1A6GZG7|A0A1A6GZG7_NEOLE
OG0002090	sp|Q2TJ95|RSPO3_MOUSE, sp|Q9Z132|RSPO1_MOUSE	tr|A0A1A6HT97|A0A1A6HT97_NEOLE
OG0002091	sp|Q3TMP8|TM38A_MOUSE, sp|Q9DAV9|TM38B_MOUSE	tr|A0A1A6GXD5|A0A1A6GXD5_NEOLE
OG0002092	sp|Q3UP87|ELNE_MOUSE, sp|Q61096|PRTN3_MOUSE	tr|A0A1A6HA97|A0A1A6HA97_NEOLE
OG0002093	tr|A0A075B652|A0A075B652_MOUSE, tr|Q5R1F6|Q5R1F6_MOUSE	tr|A0A1A6GV81|A0A1A6GV81_NEOLE
OG0002094	sp|Q60755|CALCR_MOUSE	tr|A0A1A6GHK3|A0A1A6GHK3_NEOLE, tr|A0A1A6HC87|A0A1A6HC87_NEOLE
OG0002095	sp|Q64692|SIA8D_MOUSE, sp|O35696|SIA8B_MOUSE	tr|A0A1A6GX34|A0A1A6GX34_NEOLE
OG0002096	sp|Q67BT3|S13A5_MOUSE, sp|Q9ES88|S13A2_MOUSE	tr|A0A1A6GMF8|A0A1A6GMF8_NEOLE
OG0002097	sp|Q6ZQ18|EFR3B_MOUSE, sp|Q8BG67|EFR3A_MOUSE	tr|A0A1A6G213|A0A1A6G213_NEOLE
OG0002098	sp|Q8K120|NFAC4_MOUSE	tr|A0A1A6HFH6|A0A1A6HFH6_NEOLE, tr|A0A1A6HXH2|A0A1A6HXH2_NEOLE
OG0002099	sp|Q8K561|OTOAN_MOUSE, sp|Q8VIM6|STRC_MOUSE	tr|A0A1A6GWR1|A0A1A6GWR1_NEOLE
OG0002100	tr|Q8VF02|Q8VF02_MOUSE, tr|Q8VGY8|Q8VGY8_MOUSE	tr|A0A1A6GHP9|A0A1A6GHP9_NEOLE
OG0002101	sp|Q920N1|ODF3A_MOUSE, sp|Q5M8M2|ODF3B_MOUSE	tr|A0A1A6GXK5|A0A1A6GXK5_NEOLE
OG0002102	sp|Q8BVU0|LRCH3_MOUSE, sp|Q921G6|LRCH4_MOUSE	tr|A0A1A6H8Z8|A0A1A6H8Z8_NEOLE
OG0002103	sp|Q924W9|RBTN1_MOUSE	tr|A0A1A6HI68|A0A1A6HI68_NEOLE, tr|A0A1A6GRD3|A0A1A6GRD3_NEOLE
OG0002104	sp|Q9D1E5|LMBRL_MOUSE, sp|Q9JIT0|LMBR1_MOUSE	tr|A0A1A6HLY1|A0A1A6HLY1_NEOLE
OG0002105	sp|Q9R1P1|PSB3_MOUSE	tr|A0A1A6FV42|A0A1A6FV42_NEOLE, tr|A0A1A6HH16|A0A1A6HH16_NEOLE
OG0002107	tr|A2BG94|A2BG94_MOUSE, tr|A3KG45|A3KG45_MOUSE	tr|A0A1A6GPI0|A0A1A6GPI0_NEOLE
OG0002108	sp|O09000|NCOA3_MOUSE	tr|A0A1A6GX17|A0A1A6GX17_NEOLE, tr|A0A1A6G535|A0A1A6G535_NEOLE
OG0002110	tr|Q7TRV9|Q7TRV9_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE	tr|A0A1A6GJP9|A0A1A6GJP9_NEOLE
OG0002111	sp|Q80YX1|TENA_MOUSE	tr|A0A1A6HYA0|A0A1A6HYA0_NEOLE, tr|A0A1A6H1P7|A0A1A6H1P7_NEOLE
OG0002112	sp|Q9D7C9|NRK2_MOUSE, sp|Q91W63|NRK1_MOUSE	tr|A0A1A6HQ15|A0A1A6HQ15_NEOLE
OG0002113	sp|Q9CR48|DRAM2_MOUSE, sp|Q9DC58|DRAM1_MOUSE	tr|A0A1A6FZN2|A0A1A6FZN2_NEOLE
OG0002114	sp|Q9JJZ9|CNGB3_MOUSE, tr|E1AZ71|E1AZ71_MOUSE	tr|A0A1A6HC88|A0A1A6HC88_NEOLE
OG0002115	sp|O55234|PSB5_MOUSE, sp|P28063|PSB8_MOUSE	tr|A0A1A6H654|A0A1A6H654_NEOLE
OG0002116	sp|P0C5J4|GPR52_MOUSE, sp|Q8BX79|GPR21_MOUSE	tr|A0A1A6FZX0|A0A1A6FZX0_NEOLE
OG0002117	sp|P53702|CCHL_MOUSE	tr|A0A1A6GM33|A0A1A6GM33_NEOLE, tr|A0A1A6GM74|A0A1A6GM74_NEOLE
OG0002118	sp|P70379|FGF14_MOUSE, sp|P61329|FGF12_MOUSE	tr|A0A1A6FYP4|A0A1A6FYP4_NEOLE
OG0002119	tr|Q3TG86|Q3TG86_MOUSE, sp|P15539|C11B2_MOUSE	tr|A0A1A6GNV5|A0A1A6GNV5_NEOLE
OG0002120	sp|Q4LDD4|ARAP1_MOUSE, sp|Q8BZ05|ARAP2_MOUSE	tr|A0A1A6GWJ4|A0A1A6GWJ4_NEOLE
OG0002121	sp|Q8CHK4|KAT5_MOUSE	tr|A0A1A6GQW3|A0A1A6GQW3_NEOLE, tr|A0A1A6GNZ3|A0A1A6GNZ3_NEOLE
OG0002122	sp|Q920R6|VPP4_MOUSE, sp|Q9Z1G4|VPP1_MOUSE	tr|A0A1A6GNI4|A0A1A6GNI4_NEOLE
OG0002123	sp|O88531|PPT1_MOUSE	tr|A0A1A6HRI1|A0A1A6HRI1_NEOLE, tr|A0A1A6HQX6|A0A1A6HQX6_NEOLE
OG0002124	sp|Q8K1L5|PP1RB_MOUSE	tr|A0A1A6G2U1|A0A1A6G2U1_NEOLE, tr|A0A1A6GLV3|A0A1A6GLV3_NEOLE
OG0002125	sp|Q14B48|ITPI1_MOUSE, sp|Q922B9|ITPI2_MOUSE	tr|A0A1A6GHW3|A0A1A6GHW3_NEOLE
OG0002126	sp|Q91VK1|5MP1_MOUSE, sp|Q9CQC6|5MP2_MOUSE	tr|A0A1A6H4E6|A0A1A6H4E6_NEOLE
OG0002127	sp|Q9D668|ARRD2_MOUSE	tr|A0A1A6HF81|A0A1A6HF81_NEOLE, tr|A0A1A6HU14|A0A1A6HU14_NEOLE
OG0002128	sp|Q7M6U3|TEX14_MOUSE, tr|A0A571BD42|A0A571BD42_MOUSE	tr|A0A1A6H4K9|A0A1A6H4K9_NEOLE
OG0002129	sp|D4PHA7|WSCD2_MOUSE	tr|A0A1A6GYH3|A0A1A6GYH3_NEOLE, tr|A0A1A6HE95|A0A1A6HE95_NEOLE
OG0002131	sp|Q3KNI6|DAAF6_MOUSE, tr|Q8C6P5|Q8C6P5_MOUSE	tr|A0A1A6HMF1|A0A1A6HMF1_NEOLE
OG0002132	sp|Q6P8Y1|CAPSL_MOUSE	tr|A0A1A6H9Y8|A0A1A6H9Y8_NEOLE, tr|A0A1A6GUB8|A0A1A6GUB8_NEOLE
OG0002133	sp|Q99JL1|SPEF1_MOUSE, tr|Q3V2J1|Q3V2J1_MOUSE	tr|A0A1A6H5R9|A0A1A6H5R9_NEOLE
OG0002134	sp|Q99LM3|SMTL1_MOUSE	tr|A0A1A6HEM2|A0A1A6HEM2_NEOLE, tr|A0A1A6HIU4|A0A1A6HIU4_NEOLE
OG0002135	sp|F6VAN0|ATF6A_MOUSE, sp|O35451|ATF6B_MOUSE	tr|A0A1A6G1Q2|A0A1A6G1Q2_NEOLE
OG0002136	sp|O88456|CPNS1_MOUSE, sp|Q9D7J7|CPNS2_MOUSE	tr|A0A1A6I0S0|A0A1A6I0S0_NEOLE
OG0002137	sp|P10855|CCL3_MOUSE	tr|A0A1A6GVB9|A0A1A6GVB9_NEOLE, tr|A0A1A6GUV3|A0A1A6GUV3_NEOLE
OG0002138	sp|Q9CQR6|PPP6_MOUSE	tr|A0A1A6FX26|A0A1A6FX26_NEOLE, tr|A0A1A6H5Q8|A0A1A6H5Q8_NEOLE
OG0002139	sp|Q9CWH0|DPPA2_MOUSE	tr|A0A1A6HJ82|A0A1A6HJ82_NEOLE, tr|A0A1A6H959|A0A1A6H959_NEOLE
OG0002140	sp|Q9D7D2|SPA9_MOUSE	tr|A0A1A6GEN1|A0A1A6GEN1_NEOLE, tr|A0A1A6GEW9|A0A1A6GEW9_NEOLE
OG0002141	tr|Q9JLI2|Q9JLI2_MOUSE	tr|A0A1A6HTQ0|A0A1A6HTQ0_NEOLE, tr|A0A1A6HLR9|A0A1A6HLR9_NEOLE
OG0002142	sp|Q8K409|DPOLB_MOUSE, sp|Q9QXE2|DPOLL_MOUSE	tr|A0A1A6GV71|A0A1A6GV71_NEOLE
OG0002143	sp|Q9QXL1|KI21B_MOUSE, sp|Q9QXL2|KI21A_MOUSE	tr|A0A1A6HL21|A0A1A6HL21_NEOLE
OG0002144	tr|E9Q4Y8|E9Q4Y8_MOUSE, tr|A0A1B0GR91|A0A1B0GR91_MOUSE	tr|A0A1A6HZP5|A0A1A6HZP5_NEOLE
OG0002145	sp|O89033|CDC6_MOUSE	tr|A0A1A6GN68|A0A1A6GN68_NEOLE, tr|A0A1A6HKF7|A0A1A6HKF7_NEOLE
OG0002147	sp|P61222|ABCE1_MOUSE	tr|A0A1A6GYL2|A0A1A6GYL2_NEOLE, tr|A0A1A6GGD6|A0A1A6GGD6_NEOLE
OG0002149	sp|Q8BJ52|PLPR5_MOUSE, sp|Q8BFZ2|PLPR1_MOUSE	tr|A0A1A6H297|A0A1A6H297_NEOLE
OG0002150	sp|Q99PT1|GDIR1_MOUSE	tr|A0A1A6GZF2|A0A1A6GZF2_NEOLE, tr|A0A1A6HFU7|A0A1A6HFU7_NEOLE
OG0002151	tr|V9GXQ3|V9GXQ3_MOUSE, sp|Q9JL25|RGS1_MOUSE	tr|A0A1A6HI22|A0A1A6HI22_NEOLE
OG0002152	tr|Q99ML6|Q99ML6_MOUSE, sp|Q9WVD5|ORNT1_MOUSE	tr|A0A1A6GQD1|A0A1A6GQD1_NEOLE
OG0002153	sp|Q8VHY0|CSPG4_MOUSE, tr|F6RXI4|F6RXI4_MOUSE	tr|A0A1A6GLD2|A0A1A6GLD2_NEOLE
OG0002154	tr|Q9D8U0|Q9D8U0_MOUSE, sp|P19182|IFRD1_MOUSE	tr|A0A1A6GFW9|A0A1A6GFW9_NEOLE
OG0002155	sp|Q3TZZ7|ESYT2_MOUSE, sp|Q5DTI8|ESYT3_MOUSE	tr|A0A1A6GM14|A0A1A6GM14_NEOLE
OG0002156	sp|Q61038|PSYR_MOUSE, sp|Q8BUD0|GPR4_MOUSE	tr|A0A1A6GGE9|A0A1A6GGE9_NEOLE
OG0002157	sp|Q6P3D7|SPIC_MOUSE	tr|A0A1A6GQ95|A0A1A6GQ95_NEOLE, tr|A0A1A6HTY4|A0A1A6HTY4_NEOLE
OG0002158	sp|P97496|SMRC1_MOUSE, sp|Q6PDG5|SMRC2_MOUSE	tr|A0A1A6H0A8|A0A1A6H0A8_NEOLE
OG0002159	sp|Q8BGC3|MOT12_MOUSE, sp|Q8R0M8|MOT5_MOUSE	tr|A0A1A6HVJ5|A0A1A6HVJ5_NEOLE
OG0002160	sp|Q8BKC5|IPO5_MOUSE, sp|Q8BIV3|RNBP6_MOUSE	tr|A0A1A6H6F1|A0A1A6H6F1_NEOLE
OG0002161	sp|Q91XU3|PI42C_MOUSE	tr|A0A1A6FWD1|A0A1A6FWD1_NEOLE, tr|A0A1A6H9K9|A0A1A6H9K9_NEOLE
OG0002162	sp|Q8K410|ADA32_MOUSE, sp|Q9R157|ADA18_MOUSE	tr|A0A1A6HEU1|A0A1A6HEU1_NEOLE
OG0002163	sp|E9Q4F2|KLH18_MOUSE	tr|A0A1A6G4F6|A0A1A6G4F6_NEOLE, tr|A0A1A6GMN5|A0A1A6GMN5_NEOLE
OG0002164	sp|Q8BH61|F13A_MOUSE, sp|Q9JLF6|TGM1_MOUSE	tr|A0A1A6HXI3|A0A1A6HXI3_NEOLE
OG0002165	tr|A2ATY4|A2ATY4_MOUSE, tr|Q8C3U9|Q8C3U9_MOUSE	tr|A0A1A6H2E4|A0A1A6H2E4_NEOLE
OG0002166	sp|Q9D892|ITPA_MOUSE	tr|A0A1A6GIP1|A0A1A6GIP1_NEOLE, tr|A0A1A6GKQ9|A0A1A6GKQ9_NEOLE
OG0002167	sp|A0A286YEC0|CIROP_MOUSE	tr|A0A1A6H419|A0A1A6H419_NEOLE, tr|A0A1A6H658|A0A1A6H658_NEOLE
OG0002168	tr|J3QPE5|J3QPE5_MOUSE	tr|A0A1A6HMY4|A0A1A6HMY4_NEOLE, tr|A0A1A6HUK2|A0A1A6HUK2_NEOLE
OG0002169	sp|Q3UHC0|TNR6C_MOUSE	tr|A0A1A6H476|A0A1A6H476_NEOLE, tr|A0A1A6HP52|A0A1A6HP52_NEOLE
OG0002170	sp|Q8BL86|MBLC2_MOUSE	tr|A0A1A6GCR9|A0A1A6GCR9_NEOLE, tr|A0A1A6FZR9|A0A1A6FZR9_NEOLE
OG0002171	sp|Q99MR8|MCCA_MOUSE, sp|Q91ZA3|PCCA_MOUSE	tr|A0A1A6FU56|A0A1A6FU56_NEOLE
OG0002172	sp|Q9Z2B2|UCP5_MOUSE, sp|Q9CR58|KMCP1_MOUSE	tr|A0A1A6HKG6|A0A1A6HKG6_NEOLE
OG0002173	sp|Q9Z2C6|UPK1B_MOUSE, sp|Q9D132|UPK1A_MOUSE	tr|A0A1A6H2H5|A0A1A6H2H5_NEOLE
OG0002174	sp|Q9R0Q3|TMED2_MOUSE	tr|A0A1A6H058|A0A1A6H058_NEOLE, tr|A0A1A6GSM9|A0A1A6GSM9_NEOLE
OG0002175	sp|Q9WUK2|IF4H_MOUSE	tr|A0A1A6GVV3|A0A1A6GVV3_NEOLE, tr|A0A1A6H3D3|A0A1A6H3D3_NEOLE
OG0002176	sp|Q71LX4|TLN2_MOUSE, sp|P26039|TLN1_MOUSE	tr|A0A1A6GG86|A0A1A6GG86_NEOLE
OG0002177	sp|Q4VGL6|RC3H1_MOUSE	tr|A0A1A6HXD1|A0A1A6HXD1_NEOLE, tr|A0A1A6G0G9|A0A1A6G0G9_NEOLE
OG0002178	sp|Q8BIV7|S45A1_MOUSE, sp|P58355|S45A2_MOUSE	tr|A0A1A6HJ10|A0A1A6HJ10_NEOLE
OG0002179	sp|Q8BX57|PXK_MOUSE	tr|A0A1A6GV00|A0A1A6GV00_NEOLE, tr|A0A1A6HVK3|A0A1A6HVK3_NEOLE
OG0002180	sp|Q8K243|TRI68_MOUSE	tr|A0A1A6GPP4|A0A1A6GPP4_NEOLE, tr|A0A1A6HHX0|A0A1A6HHX0_NEOLE
OG0002181	sp|Q8R023|PCGF1_MOUSE	tr|A0A1A6G0F2|A0A1A6G0F2_NEOLE, tr|A0A1A6FWP5|A0A1A6FWP5_NEOLE
OG0002182	sp|Q9D0L8|MCES_MOUSE	tr|A0A1A6G1J6|A0A1A6G1J6_NEOLE, tr|A0A1A6HNX2|A0A1A6HNX2_NEOLE
OG0002183	sp|Q9Z138|ROR2_MOUSE	tr|A0A1A6HY24|A0A1A6HY24_NEOLE, tr|A0A1A6HHQ7|A0A1A6HHQ7_NEOLE
OG0002184	sp|Q9Z2M6|UBL3_MOUSE	tr|A0A1A6HBV3|A0A1A6HBV3_NEOLE, tr|A0A1A6HAS1|A0A1A6HAS1_NEOLE
OG0002185	sp|Q710D3|UN93A_MOUSE, tr|B2RWK3|B2RWK3_MOUSE	tr|A0A1A6HXI6|A0A1A6HXI6_NEOLE
OG0002186	sp|P97324|G6PD2_MOUSE, sp|Q00612|G6PD1_MOUSE	tr|A0A1A6HPM5|A0A1A6HPM5_NEOLE
OG0002187	sp|Q50H33|KCTD8_MOUSE, sp|Q5DTY9|KCD16_MOUSE	tr|A0A1A6GP63|A0A1A6GP63_NEOLE
OG0002188	sp|Q8CHX7|RFTN2_MOUSE, sp|Q6A0D4|RFTN1_MOUSE	tr|A0A1A6GU99|A0A1A6GU99_NEOLE
OG0002189	sp|Q8BIF2|RFOX3_MOUSE, sp|Q9JJ43|RFOX1_MOUSE	tr|A0A1A6I067|A0A1A6I067_NEOLE
OG0002190	sp|Q8C092|TAF5_MOUSE, sp|Q91WQ5|TAF5L_MOUSE	tr|A0A1A6HK34|A0A1A6HK34_NEOLE
OG0002191	sp|Q91VA0|ACSM1_MOUSE	tr|A0A1A6G320|A0A1A6G320_NEOLE, tr|A0A1A6G2X9|A0A1A6G2X9_NEOLE
OG0002192	sp|Q9CWR8|DNM3L_MOUSE	tr|A0A1A6H344|A0A1A6H344_NEOLE, tr|A0A1A6GUX5|A0A1A6GUX5_NEOLE
OG0002193	sp|A2A8Z1|OSBL9_MOUSE	tr|A0A1A6G2V8|A0A1A6G2V8_NEOLE, tr|A0A1A6GDB4|A0A1A6GDB4_NEOLE
OG0002194	sp|Q3U129|B3GNL_MOUSE	tr|A0A1A6FSE4|A0A1A6FSE4_NEOLE, tr|A0A1A6GD45|A0A1A6GD45_NEOLE
OG0002195	tr|Q80X68|Q80X68_MOUSE, sp|Q9CZU6|CISY_MOUSE	tr|A0A1A6GZK5|A0A1A6GZK5_NEOLE
OG0002196	sp|Q8BUE1|SL9A4_MOUSE, tr|Q3ZAS0|Q3ZAS0_MOUSE	tr|A0A1A6GQE0|A0A1A6GQE0_NEOLE
OG0002197	sp|Q9D2W0|FXYD4_MOUSE, sp|Q61835|FXYD3_MOUSE	tr|A0A1A6H4N3|A0A1A6H4N3_NEOLE
OG0002198	sp|Q9R229|BMP10_MOUSE, sp|Q9WV56|GDF2_MOUSE	tr|A0A1A6HSD2|A0A1A6HSD2_NEOLE
OG0002199	sp|P09242|PPBT_MOUSE	tr|A0A1A6G3X0|A0A1A6G3X0_NEOLE, tr|A0A1A6GK41|A0A1A6GK41_NEOLE
OG0002200	sp|Q5SZ99|TRI38_MOUSE, sp|Q62191|RO52_MOUSE	tr|A0A1A6H8L5|A0A1A6H8L5_NEOLE
OG0002201	sp|Q6ZQE4|NEMP1_MOUSE	tr|A0A1A6GV73|A0A1A6GV73_NEOLE, tr|A0A1A6HLR8|A0A1A6HLR8_NEOLE
OG0002202	sp|P38060|HMGCL_MOUSE, sp|Q8JZS7|HMGC2_MOUSE	tr|A0A1A6GCH2|A0A1A6GCH2_NEOLE
OG0002204	sp|P12023|A4_MOUSE, sp|Q06335|APLP2_MOUSE	tr|A0A1A6HL60|A0A1A6HL60_NEOLE
OG0002205	sp|Q9D869|CHP2_MOUSE, sp|P61022|CHP1_MOUSE	tr|A0A1A6H3Z2|A0A1A6H3Z2_NEOLE
OG0002206	sp|Q3UEZ8|NTCP4_MOUSE, tr|Q8BJG1|Q8BJG1_MOUSE	tr|A0A1A6HCV8|A0A1A6HCV8_NEOLE
OG0002207	sp|Q9D7Q0|LYG1_MOUSE, sp|Q3V1I0|LYG2_MOUSE	tr|A0A1A6GFH8|A0A1A6GFH8_NEOLE
OG0002208	sp|Q8R071|IP3KA_MOUSE	tr|A0A1A6H407|A0A1A6H407_NEOLE, tr|A0A1A6HK04|A0A1A6HK04_NEOLE
OG0002209	sp|Q921Z5|TFIP8_MOUSE	tr|A0A1A6H7R8|A0A1A6H7R8_NEOLE, tr|A0A1A6H662|A0A1A6H662_NEOLE
OG0002210	sp|Q9ERQ3|ZN704_MOUSE	tr|A0A1A6FST0|A0A1A6FST0_NEOLE, tr|A0A1A6HKR6|A0A1A6HKR6_NEOLE
OG0002211	sp|O88621|FOXH1_MOUSE	tr|A0A1A6HEE9|A0A1A6HEE9_NEOLE, tr|A0A1A6GLL8|A0A1A6GLL8_NEOLE
OG0002212	sp|P10637|TAU_MOUSE	tr|A0A1A6GYU4|A0A1A6GYU4_NEOLE, tr|A0A1A6GFU6|A0A1A6GFU6_NEOLE
OG0002213	sp|Q03147|CDK7_MOUSE, sp|P11440|CDK1_MOUSE	tr|A0A1A6H8Z0|A0A1A6H8Z0_NEOLE
OG0002214	sp|P63030|MPC1_MOUSE, sp|Q9D023|MPC2_MOUSE	tr|A0A1A6GDK8|A0A1A6GDK8_NEOLE
OG0002215	sp|P97371|PSME1_MOUSE	tr|A0A1A6HXJ3|A0A1A6HXJ3_NEOLE, tr|A0A1A6HFS7|A0A1A6HFS7_NEOLE
OG0002216	sp|Q4KL35|MAGIX_MOUSE	tr|A0A1A6GCV8|A0A1A6GCV8_NEOLE, tr|A0A1A6HT17|A0A1A6HT17_NEOLE
OG0002217	sp|Q6NZG4|DDIAS_MOUSE	tr|A0A1A6H459|A0A1A6H459_NEOLE, tr|A0A1A6HN03|A0A1A6HN03_NEOLE
OG0002218	sp|Q8K3J1|NDUS8_MOUSE	tr|A0A1A6HVS9|A0A1A6HVS9_NEOLE, tr|A0A1A6H4Y6|A0A1A6H4Y6_NEOLE
OG0002219	sp|Q9D074|MGRN1_MOUSE	tr|A0A1A6GD70|A0A1A6GD70_NEOLE, tr|A0A1A6GL83|A0A1A6GL83_NEOLE
OG0002220	sp|Q9JLI7|SPAG6_MOUSE, tr|Q3V0U9|Q3V0U9_MOUSE	tr|A0A1A6GH50|A0A1A6GH50_NEOLE
OG0002221	sp|C0HKG5|RNT2A_MOUSE, sp|C0HKG6|RNT2B_MOUSE	tr|A0A1A6HL32|A0A1A6HL32_NEOLE
OG0002222	sp|O54928|SOCS5_MOUSE, sp|Q91ZA6|SOCS4_MOUSE	tr|A0A1A6GL06|A0A1A6GL06_NEOLE
OG0002223	sp|Q0VGM9|RTEL1_MOUSE, sp|Q5SXJ3|FANCJ_MOUSE	tr|A0A1A6HKW4|A0A1A6HKW4_NEOLE
OG0002224	tr|Q61406|Q61406_MOUSE, tr|A0A668KLU9|A0A668KLU9_MOUSE	tr|A0A1A6GZU9|A0A1A6GZU9_NEOLE
OG0002225	tr|D3Z649|D3Z649_MOUSE, sp|Q6ZPR4|KCNT1_MOUSE	tr|A0A1A6H9G2|A0A1A6H9G2_NEOLE
OG0002226	sp|Q8BGG6|MSPD3_MOUSE	tr|A0A1A6G215|A0A1A6G215_NEOLE, tr|A0A1A6HBU7|A0A1A6HBU7_NEOLE
OG0002227	sp|Q8CC27|CACB2_MOUSE, sp|Q8R3Z5|CACB1_MOUSE	tr|A0A1A6HG63|A0A1A6HG63_NEOLE
OG0002228	sp|Q9CQN3|TOM6_MOUSE	tr|A0A1A6GZ66|A0A1A6GZ66_NEOLE, tr|A0A1A6GIR3|A0A1A6GIR3_NEOLE
OG0002229	sp|Q9D1P2|KAT8_MOUSE	tr|A0A1A6GC47|A0A1A6GC47_NEOLE, tr|A0A1A6GD25|A0A1A6GD25_NEOLE
OG0002230	sp|O09159|MA2B1_MOUSE	tr|A0A1A6H6V3|A0A1A6H6V3_NEOLE, tr|A0A1A6FYD9|A0A1A6FYD9_NEOLE
OG0002231	sp|P31532|SAA4_MOUSE	tr|A0A1A6G016|A0A1A6G016_NEOLE, tr|A0A1A6G0Z1|A0A1A6G0Z1_NEOLE
OG0002232	sp|P36363|FGF7_MOUSE	tr|A0A1A6H372|A0A1A6H372_NEOLE, tr|A0A1A6HGD8|A0A1A6HGD8_NEOLE
OG0002233	sp|Q9JKB1|UCHL3_MOUSE, sp|P58321|UCHL4_MOUSE	tr|A0A1A6H5X6|A0A1A6H5X6_NEOLE
OG0002234	sp|P70213|FV1_MOUSE, tr|Q3TE80|Q3TE80_MOUSE	tr|A0A1A6HX83|A0A1A6HX83_NEOLE
OG0002235	sp|Q9CY34|UB2FA_MOUSE, sp|Q3UWQ3|UB2FB_MOUSE	tr|A0A1A6GGM4|A0A1A6GGM4_NEOLE
OG0002236	sp|Q91XA2|GOLM1_MOUSE, sp|Q6P2L7|GOLM2_MOUSE	tr|A0A1A6HKF0|A0A1A6HKF0_NEOLE
OG0002237	sp|Q921I9|EXOS4_MOUSE, sp|Q8BTW3|EXOS6_MOUSE	tr|A0A1A6GMW1|A0A1A6GMW1_NEOLE
