Orthogroup	Mus_musculus	Jaculus_jaculus
OG0000029	tr|Q8VGS2|Q8VGS2_MOUSE, tr|A2ARZ0|A2ARZ0_MOUSE, tr|Q7TR76|Q7TR76_MOUSE, tr|Q7TR79|Q7TR79_MOUSE, tr|A2ARY0|A2ARY0_MOUSE, tr|A2ARY1|A2ARY1_MOUSE, tr|Q7TR81|Q7TR81_MOUSE, tr|Q8VFK4|Q8VFK4_MOUSE, sp|Q8VGS1|O1038_MOUSE, tr|Q7TR64|Q7TR64_MOUSE, tr|A0A1L1SRK6|A0A1L1SRK6_MOUSE, tr|A2AK60|A2AK60_MOUSE, tr|A0A1L1SR98|A0A1L1SR98_MOUSE, tr|Q8VF52|Q8VF52_MOUSE, tr|A2AK62|A2AK62_MOUSE, tr|Q7TR72|Q7TR72_MOUSE, tr|Q7TR70|Q7TR70_MOUSE, tr|Q7TR74|Q7TR74_MOUSE, tr|Q8VGS7|Q8VGS7_MOUSE, tr|Q7TR63|Q7TR63_MOUSE, tr|Q8VGS0|Q8VGS0_MOUSE, tr|A0A1L1SUC9|A0A1L1SUC9_MOUSE, tr|A0A1L1STZ9|A0A1L1STZ9_MOUSE, tr|Q7TR67|Q7TR67_MOUSE, tr|Q8VGA6|Q8VGA6_MOUSE, tr|A2AVX9|A2AVX9_MOUSE, tr|A2AVY0|A2AVY0_MOUSE	tr|A0A8C5K842|A0A8C5K842_JACJA
OG0000033	tr|Q7TRA7|Q7TRA7_MOUSE, tr|Q8VF78|Q8VF78_MOUSE, sp|Q60895|OL150_MOUSE	tr|A0A8C5L906|A0A8C5L906_JACJA
OG0000033	tr|Q9EQA2|Q9EQA2_MOUSE, tr|Q8VFN4|Q8VFN4_MOUSE, tr|Q8VFN3|Q8VFN3_MOUSE, tr|Q8VG89|Q8VG89_MOUSE, tr|Q7TRA6|Q7TRA6_MOUSE, tr|Q9EQ97|Q9EQ97_MOUSE, tr|Q8VFD7|Q8VFD7_MOUSE, tr|Q9EQ93|Q9EQ93_MOUSE, tr|Q9EQB7|Q9EQB7_MOUSE, tr|Q9EQB4|Q9EQB4_MOUSE, tr|Q9EQ91|Q9EQ91_MOUSE, tr|Q9EQ90|Q9EQ90_MOUSE, sp|P34983|O1537_MOUSE, tr|Q9EQ95|Q9EQ95_MOUSE, tr|Q9EQ94|Q9EQ94_MOUSE, tr|Q9EQB6|Q9EQB6_MOUSE, tr|Q9EQ92|Q9EQ92_MOUSE, tr|Q9EQB5|Q9EQB5_MOUSE, tr|Q9EQB8|Q9EQB8_MOUSE, tr|J3KMV2|J3KMV2_MOUSE, sp|Q60884|OL146_MOUSE, tr|Q8VG16|Q8VG16_MOUSE, tr|Q9EQ96|Q9EQ96_MOUSE, tr|Q8VFN5|Q8VFN5_MOUSE	tr|A0A8C5JZ44|A0A8C5JZ44_JACJA
OG0000035	tr|Q3TFZ4|Q3TFZ4_MOUSE	tr|A0A8C5K198|A0A8C5K198_JACJA
OG0000035	tr|Q7TPL6|Q7TPL6_MOUSE	tr|A0A8C5L931|A0A8C5L931_JACJA
OG0000035	tr|E9PX85|E9PX85_MOUSE	tr|A0A8C5KQS9|A0A8C5KQS9_JACJA
OG0000035	sp|P10755|ZFP14_MOUSE	tr|A0A8C5JWZ2|A0A8C5JWZ2_JACJA
OG0000035	sp|Q60585|ZFP30_MOUSE	tr|A0A8C5LI00|A0A8C5LI00_JACJA
OG0000035	sp|Q80W31|ZN569_MOUSE	tr|A0A8C5KAV3|A0A8C5KAV3_JACJA
OG0000035	sp|Q62396|ZFP92_MOUSE	tr|A0A8C5K7M8|A0A8C5K7M8_JACJA, tr|A0A8C5LIJ6|A0A8C5LIJ6_JACJA
OG0000035	tr|Q6NZI9|Q6NZI9_MOUSE	tr|A0A8C5P316|A0A8C5P316_JACJA, tr|A0A8C5NUY5|A0A8C5NUY5_JACJA, tr|A0A8C5KRM7|A0A8C5KRM7_JACJA, tr|A0A8C5KJN3|A0A8C5KJN3_JACJA, tr|A0A8C5KLA9|A0A8C5KLA9_JACJA
OG0000036	tr|Q7TRC0|Q7TRC0_MOUSE	tr|A0A8C5KB20|A0A8C5KB20_JACJA
OG0000036	tr|A0A1L1SSS5|A0A1L1SSS5_MOUSE, tr|Q8VG76|Q8VG76_MOUSE, tr|A0A140T8K0|A0A140T8K0_MOUSE, tr|Q7TRC7|Q7TRC7_MOUSE, tr|E9Q413|E9Q413_MOUSE, tr|E9PW59|E9PW59_MOUSE, tr|E9Q716|E9Q716_MOUSE, tr|Q7TRC3|Q7TRC3_MOUSE, tr|Q8VG53|Q8VG53_MOUSE, tr|E9Q6Z7|E9Q6Z7_MOUSE, tr|Q7TRC9|Q7TRC9_MOUSE, tr|K7N5P3|K7N5P3_MOUSE, tr|L7N1X5|L7N1X5_MOUSE, tr|Q9EQA9|Q9EQA9_MOUSE, tr|E9PVZ7|E9PVZ7_MOUSE, sp|Q60886|OL147_MOUSE, tr|Q7TRB9|Q7TRB9_MOUSE, tr|Q8VG50|Q8VG50_MOUSE, tr|Q7TRE4|Q7TRE4_MOUSE, tr|Q7TRE5|Q7TRE5_MOUSE, tr|Q7TRE6|Q7TRE6_MOUSE, tr|Q8VF62|Q8VF62_MOUSE, sp|Q60882|OL145_MOUSE	tr|A0A8C5KL78|A0A8C5KL78_JACJA
OG0000037	sp|Q925P2|CEAM2_MOUSE, sp|P31809|CEAM1_MOUSE, tr|Q78T27|Q78T27_MOUSE, sp|A0A0B4J1L0|CEA15_MOUSE, tr|Q78Y72|Q78Y72_MOUSE, tr|Q9DAT7|Q9DAT7_MOUSE, tr|Q9D0Z8|Q9D0Z8_MOUSE, tr|Q3UKP4|Q3UKP4_MOUSE, sp|Q61400|CEAMA_MOUSE, tr|A0A3Q4EGJ1|A0A3Q4EGJ1_MOUSE, sp|Q3UKK2|CEAM5_MOUSE, tr|E9Q6J4|E9Q6J4_MOUSE, tr|Q3URN6|Q3URN6_MOUSE, tr|Q8K0U8|Q8K0U8_MOUSE, tr|Q497W1|Q497W1_MOUSE, tr|Q9DAV5|Q9DAV5_MOUSE, tr|Q9D2U0|Q9D2U0_MOUSE, tr|Q497W2|Q497W2_MOUSE, tr|E9Q9B4|E9Q9B4_MOUSE, tr|Q4KL31|Q4KL31_MOUSE, sp|Q810J1|PSG22_MOUSE, tr|Q62056|Q62056_MOUSE, tr|B2RSG7|B2RSG7_MOUSE, tr|Q4KL66|Q4KL66_MOUSE, tr|Q4KL65|Q4KL65_MOUSE	tr|A0A8C5KQC9|A0A8C5KQC9_JACJA
OG0000041	sp|Q8VFB9|OL183_MOUSE	tr|A0A8C5KGE3|A0A8C5KGE3_JACJA
OG0000041	sp|Q8VEX6|OL187_MOUSE	tr|A0A8C5KLG0|A0A8C5KLG0_JACJA
OG0000041	tr|L7N1Z8|L7N1Z8_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N205|L7N205_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE, tr|Q8VGQ6|Q8VGQ6_MOUSE, tr|E9Q8F6|E9Q8F6_MOUSE	tr|A0A8C5K5F2|A0A8C5K5F2_JACJA
OG0000042	tr|Q9D2H4|Q9D2H4_MOUSE, tr|A2AHM0|A2AHM0_MOUSE	tr|A0A8C5L3P0|A0A8C5L3P0_JACJA
OG0000042	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A8C5P175|A0A8C5P175_JACJA
OG0000042	tr|Q9D4D2|Q9D4D2_MOUSE, tr|Q9R2A2|Q9R2A2_MOUSE, tr|O89006|O89006_MOUSE, tr|Q6T340|Q6T340_MOUSE, tr|O89010|O89010_MOUSE, tr|O89012|O89012_MOUSE, tr|O89009|O89009_MOUSE, tr|F2Z493|F2Z493_MOUSE, tr|Q8BQJ2|Q8BQJ2_MOUSE, tr|Q9D9G4|Q9D9G4_MOUSE, tr|A2AMW4|A2AMW4_MOUSE, tr|Q99PA7|Q99PA7_MOUSE	tr|A0A8C5KB05|A0A8C5KB05_JACJA
OG0000045	sp|Q91W64|CP270_MOUSE	tr|A0A8C5K221|A0A8C5K221_JACJA
OG0000045	sp|Q05421|CP2E1_MOUSE	tr|A0A8C5JYP9|A0A8C5JYP9_JACJA
OG0000045	tr|Q9WV19|Q9WV19_MOUSE	tr|A0A8C5K600|A0A8C5K600_JACJA
OG0000045	sp|P33267|CP2F2_MOUSE, tr|E9PWV0|E9PWV0_MOUSE	tr|A0A8C5K8P6|A0A8C5K8P6_JACJA
OG0000046	tr|Q91Y08|Q91Y08_MOUSE, tr|Q91V48|Q91V48_MOUSE, tr|Q91Y04|Q91Y04_MOUSE, tr|Q91XZ9|Q91XZ9_MOUSE, sp|Q91Y02|PCDBI_MOUSE, tr|Q91Y00|Q91Y00_MOUSE, tr|Q91VD8|Q91VD8_MOUSE, tr|Q91XZ8|Q91XZ8_MOUSE, tr|Q91Y01|Q91Y01_MOUSE, tr|Q91Y03|Q91Y03_MOUSE, tr|Q91XZ7|Q91XZ7_MOUSE, tr|Q91XZ5|Q91XZ5_MOUSE, tr|E9Q5G2|E9Q5G2_MOUSE, tr|Q8CDY9|Q8CDY9_MOUSE, sp|Q6PB90|PCDBE_MOUSE, tr|Q91Y06|Q91Y06_MOUSE, tr|Q91Y07|Q91Y07_MOUSE, tr|Q91UZ8|Q91UZ8_MOUSE, tr|Q91XZ6|Q91XZ6_MOUSE, sp|Q91XZ4|PCDB6_MOUSE, sp|Q91XZ2|PCDB8_MOUSE, tr|Q91VE5|Q91VE5_MOUSE	tr|A0A8C5JUU4|A0A8C5JUU4_JACJA
OG0000051	sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB5|MRGRG_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91WW4|MRGA2_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE	tr|A0A8C5KRB6|A0A8C5KRB6_JACJA
OG0000052	tr|Q920P2|Q920P2_MOUSE	tr|A0A8C5KI01|A0A8C5KI01_JACJA
OG0000052	tr|A2BHP6|A2BHP6_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|Q8VFR3|Q8VFR3_MOUSE, tr|A2AVC3|A2AVC3_MOUSE, tr|A2AVC4|A2AVC4_MOUSE, tr|Q8VFR4|Q8VFR4_MOUSE, tr|Q7TR28|Q7TR28_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR27|Q7TR27_MOUSE	tr|A0A8C5L8L9|A0A8C5L8L9_JACJA
OG0000053	sp|Q9EPB8|V1R54_MOUSE	tr|A0A8C5KRA2|A0A8C5KRA2_JACJA
OG0000053	sp|Q8VIC9|V1R43_MOUSE, sp|Q8VBS7|V1R42_MOUSE, sp|Q8VIC6|V1R51_MOUSE, sp|Q8R2E6|V1A11_MOUSE, sp|Q8VIC7|V1R45_MOUSE, sp|Q9EQ51|V1R47_MOUSE, sp|Q9EQ52|V1R48_MOUSE, sp|Q9EQ47|V1R44_MOUSE, sp|Q9WUF1|V1R49_MOUSE, sp|Q9EP51|V1R50_MOUSE, sp|Q9EQ46|V1R40_MOUSE, sp|Q9EQ44|V1R41_MOUSE, tr|A0A494BA90|A0A494BA90_MOUSE, sp|Q9EP93|V1R53_MOUSE, sp|Q9EQ45|V1R46_MOUSE, tr|E9PVR6|E9PVR6_MOUSE, sp|Q9EQ48|VN1A8_MOUSE, sp|Q9EP79|V1R52_MOUSE	tr|A0A8C5KQS7|A0A8C5KQS7_JACJA
OG0000055	tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE	tr|A0A8C5JVU2|A0A8C5JVU2_JACJA
OG0000055	tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TS01|Q7TS01_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE	tr|A0A8C5JUR9|A0A8C5JUR9_JACJA
OG0000056	tr|A2AV72|A2AV72_MOUSE, sp|P11590|MUP4_MOUSE, sp|P11591|MUP5_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P02762|MUP6_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P11588|MUP1_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|Q5FW60|MUP20_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE	tr|A0A8C5P037|A0A8C5P037_JACJA
OG0000057	tr|L7N1X7|L7N1X7_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|Q8VFE3|Q8VFE3_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE	tr|A0A8C5KFH3|A0A8C5KFH3_JACJA
OG0000059	tr|A0A140T8J6|A0A140T8J6_MOUSE, sp|Q62007|OLF16_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE, tr|E9Q848|E9Q848_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|E9Q0Y7|E9Q0Y7_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|Q8VF55|Q8VF55_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE, tr|A0A140LHU2|A0A140LHU2_MOUSE	tr|A0A8C5NZ07|A0A8C5NZ07_JACJA
OG0000060	sp|Q61072|ADAM9_MOUSE, sp|Q811Q4|ADA29_MOUSE, sp|Q9R160|ADA24_MOUSE, tr|Q7M763|Q7M763_MOUSE, tr|Q7M762|Q7M762_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M766|Q7M766_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, sp|Q9R158|AD26A_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, sp|Q9JI76|ADA21_MOUSE, tr|Q8CGQ2|Q8CGQ2_MOUSE, tr|B2RUD9|B2RUD9_MOUSE, tr|Q6IMH7|Q6IMH7_MOUSE, tr|B2RSY5|B2RSY5_MOUSE, tr|Q811Q3|Q811Q3_MOUSE, sp|Q8R534|ADM1B_MOUSE, sp|Q60813|ADM1A_MOUSE	tr|A0A8C5KL86|A0A8C5KL86_JACJA
OG0000061	sp|Q8VGR8|O1052_MOUSE, tr|Q7TR57|Q7TR57_MOUSE, tr|Q5NC59|Q5NC59_MOUSE, tr|Q5NC55|Q5NC55_MOUSE, tr|Q7TRZ9|Q7TRZ9_MOUSE, tr|Q8VET1|Q8VET1_MOUSE, tr|Q8VF14|Q8VF14_MOUSE, tr|Q8VFJ7|Q8VFJ7_MOUSE, tr|Q7TR94|Q7TR94_MOUSE, tr|A2ALD2|A2ALD2_MOUSE, tr|G3X9L8|G3X9L8_MOUSE, sp|Q9QY00|OL154_MOUSE, sp|Q8VFK1|O1009_MOUSE, tr|Q7TR58|Q7TR58_MOUSE, tr|A2AT96|A2AT96_MOUSE, tr|A2AVB8|A2AVB8_MOUSE, tr|Q8VG38|Q8VG38_MOUSE, tr|Q7TS20|Q7TS20_MOUSE	tr|A0A8C5KJA5|A0A8C5KJA5_JACJA
OG0000062	tr|Q8R254|Q8R254_MOUSE, tr|A0A087WRV1|A0A087WRV1_MOUSE, tr|Q8R284|Q8R284_MOUSE, tr|K7N608|K7N608_MOUSE, tr|A0A2I3BPG7|A0A2I3BPG7_MOUSE, tr|Q8R287|Q8R287_MOUSE, tr|Q8R285|Q8R285_MOUSE, tr|E9Q373|E9Q373_MOUSE, tr|A2AMT7|A2AMT7_MOUSE, tr|A2AMT6|A2AMT6_MOUSE, tr|A0A5F8MPF7|A0A5F8MPF7_MOUSE, tr|E9PY60|E9PY60_MOUSE, tr|Q8R289|Q8R289_MOUSE, tr|Q8R290|Q8R290_MOUSE, tr|L7N1Z3|L7N1Z3_MOUSE, tr|F8VQ63|F8VQ63_MOUSE, tr|Q8K3N7|Q8K3N7_MOUSE, tr|Q8R293|Q8R293_MOUSE	tr|A0A8C5KR17|A0A8C5KR17_JACJA
OG0000066	sp|Q61781|K1C14_MOUSE	tr|A0A8C5LJD0|A0A8C5LJD0_JACJA
OG0000066	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A8C5L9K5|A0A8C5L9K5_JACJA
OG0000066	sp|Q9QWL7|K1C17_MOUSE	tr|A0A8C5NW22|A0A8C5NW22_JACJA
OG0000066	sp|Q6IFX2|K1C42_MOUSE	tr|A0A8C5P491|A0A8C5P491_JACJA
OG0000066	sp|Q61414|K1C15_MOUSE	tr|A0A8C5LIY1|A0A8C5LIY1_JACJA
OG0000066	sp|P08730|K1C13_MOUSE	tr|A0A8C5NUN8|A0A8C5NUN8_JACJA
OG0000066	sp|A1L317|K1C24_MOUSE	tr|A0A8C5LC03|A0A8C5LC03_JACJA
OG0000066	sp|P02535|K1C10_MOUSE	tr|A0A8C5LBT9|A0A8C5LBT9_JACJA
OG0000066	sp|Q6RHW0|K1C9_MOUSE	tr|A0A8C5LA62|A0A8C5LA62_JACJA
OG0000067	tr|Q8VGG8|Q8VGG8_MOUSE, tr|Q7TQY2|Q7TQY2_MOUSE, tr|Q7TQY5|Q7TQY5_MOUSE, tr|Q7TQY6|Q7TQY6_MOUSE, tr|Q7TQY4|Q7TQY4_MOUSE, tr|Q7TQY1|Q7TQY1_MOUSE, tr|Q7TQX8|Q7TQX8_MOUSE, tr|Q8VGE9|Q8VGE9_MOUSE, tr|Q8VGE6|Q8VGE6_MOUSE, tr|Q8VGE8|Q8VGE8_MOUSE, tr|Q8VF48|Q8VF48_MOUSE, tr|Q8VGE5|Q8VGE5_MOUSE, tr|Q8VGE7|Q8VGE7_MOUSE, tr|Q7TQX5|Q7TQX5_MOUSE, tr|Q8VF41|Q8VF41_MOUSE, tr|E9Q8X3|E9Q8X3_MOUSE, tr|F8VQB9|F8VQB9_MOUSE	tr|A0A8C5JVL6|A0A8C5JVL6_JACJA
OG0000068	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A8C5KJI6|A0A8C5KJI6_JACJA
OG0000068	sp|Q8CGP6|H2A1H_MOUSE	tr|A0A8C5KE86|A0A8C5KE86_JACJA, tr|A0A8C5KLV1|A0A8C5KLV1_JACJA, tr|A0A8C5NYG3|A0A8C5NYG3_JACJA
OG0000068	sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|Q8BFU2|H2A3_MOUSE	tr|A0A8C5K3T2|A0A8C5K3T2_JACJA
OG0000069	tr|A0A075B5R1|A0A075B5R1_MOUSE, tr|A0A075B5Q9|A0A075B5Q9_MOUSE, sp|P18527|HVM56_MOUSE, sp|P18528|HVM57_MOUSE, tr|A0A075B5Q0|A0A075B5Q0_MOUSE, sp|P18529|HVM58_MOUSE, sp|P18530|HVM59_MOUSE, tr|A0A075B5P9|A0A075B5P9_MOUSE, tr|A0A075B5Q2|A0A075B5Q2_MOUSE, sp|P18524|HVM53_MOUSE, tr|A0A075B5P7|A0A075B5P7_MOUSE, tr|A0A0A6YWG4|A0A0A6YWG4_MOUSE, sp|P18526|HVM55_MOUSE, tr|A0A075B5Q6|A0A075B5Q6_MOUSE, tr|A0A075B5Q4|A0A075B5Q4_MOUSE, sp|P18525|HVM54_MOUSE	tr|A0A8C5LJR3|A0A8C5LJR3_JACJA
OG0000070	tr|A0A1W2P7W0|A0A1W2P7W0_MOUSE, tr|A0A1W2P739|A0A1W2P739_MOUSE	tr|A0A8C5K750|A0A8C5K750_JACJA
OG0000070	tr|A0A1W2P7N1|A0A1W2P7N1_MOUSE, tr|J3QMW1|J3QMW1_MOUSE, tr|A0A1W2P7T6|A0A1W2P7T6_MOUSE, tr|A0A1W2P8D5|A0A1W2P8D5_MOUSE, tr|Q08EG8|Q08EG8_MOUSE, tr|D3Z5T3|D3Z5T3_MOUSE, tr|A0A1W2P7U0|A0A1W2P7U0_MOUSE, tr|A0A1W2P728|A0A1W2P728_MOUSE, tr|A0A1W2P709|A0A1W2P709_MOUSE, tr|W4VSP7|W4VSP7_MOUSE, tr|E9Q1M3|E9Q1M3_MOUSE, tr|L7N2C3|L7N2C3_MOUSE, tr|E9Q2H5|E9Q2H5_MOUSE	tr|A0A8C5NW09|A0A8C5NW09_JACJA
OG0000071	sp|Q9Z2J6|PD2R2_MOUSE, sp|P33766|FPR1_MOUSE, sp|Q71MR7|FPRS7_MOUSE, sp|Q3SXG2|FPRS6_MOUSE, sp|O88537|FPRS3_MOUSE, sp|A4FUQ5|FPRS4_MOUSE, sp|O88536|FPR2_MOUSE, sp|O08790|FPRS1_MOUSE, sp|O88416|GPR33_MOUSE, sp|Q8K087|CML2_MOUSE, sp|P97468|CML1_MOUSE, sp|O09047|C3AR_MOUSE, sp|P30993|C5AR1_MOUSE, sp|Q8BW93|C5AR2_MOUSE, sp|O88855|LT4R1_MOUSE	tr|A0A8C5P4A5|A0A8C5P4A5_JACJA
OG0000072	tr|Q8CFE8|Q8CFE8_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE	tr|A0A8C5LFC1|A0A8C5LFC1_JACJA
OG0000073	sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15948|K1B22_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE	tr|A0A8C5NZ78|A0A8C5NZ78_JACJA
OG0000079	sp|Q8BG05|ROA3_MOUSE	tr|A0A8C5JWM3|A0A8C5JWM3_JACJA
OG0000079	sp|P49312|ROA1_MOUSE	tr|A0A8C5L0E6|A0A8C5L0E6_JACJA, tr|A0A8C5K149|A0A8C5K149_JACJA, tr|A0A8C5KXN9|A0A8C5KXN9_JACJA, tr|A0A8C5JWU0|A0A8C5JWU0_JACJA, tr|A0A8C5KZT8|A0A8C5KZT8_JACJA, tr|A0A8C5K4A2|A0A8C5K4A2_JACJA, tr|A0A8C5JZG9|A0A8C5JZG9_JACJA, tr|A0A8C5L049|A0A8C5L049_JACJA, tr|A0A8C5KP22|A0A8C5KP22_JACJA, tr|A0A8C5LK34|A0A8C5LK34_JACJA, tr|A0A8C5P2L3|A0A8C5P2L3_JACJA, tr|A0A8C5LKB3|A0A8C5LKB3_JACJA
