Orthogroup	Mus_musculus	Myotis_myotis
OG0000432	tr|E9Q6R7|E9Q6R7_MOUSE	tr|A0A7J7YDS0|A0A7J7YDS0_MYOMY, tr|A0A7J7WYT3|A0A7J7WYT3_MYOMY
OG0000433	sp|P33175|KIF5A_MOUSE	tr|A0A7J7Z459|A0A7J7Z459_MYOMY
OG0000433	sp|Q61768|KINH_MOUSE	tr|A0A7J8ALB7|A0A7J8ALB7_MYOMY
OG0000433	sp|P28738|KIF5C_MOUSE	tr|A0A7J7WHT6|A0A7J7WHT6_MYOMY
OG0000435	sp|P70227|ITPR3_MOUSE	tr|A0A7J7RKS1|A0A7J7RKS1_MYOMY
OG0000435	sp|Q9Z329|ITPR2_MOUSE	tr|A0A7J7Z3I3|A0A7J7Z3I3_MYOMY
OG0000435	sp|P11881|ITPR1_MOUSE	tr|A0A7J7UCN3|A0A7J7UCN3_MYOMY
OG0000437	sp|P97820|M4K4_MOUSE	tr|A0A7J7RSQ5|A0A7J7RSQ5_MYOMY
OG0000437	sp|P83510|TNIK_MOUSE	tr|A0A7J8A348|A0A7J8A348_MYOMY
OG0000437	sp|Q9JM52|MINK1_MOUSE	tr|A0A7J7T6H5|A0A7J7T6H5_MYOMY
OG0000438	sp|P49945|FRIL2_MOUSE, sp|P29391|FRIL1_MOUSE	tr|A0A7J7QXY0|A0A7J7QXY0_MYOMY, tr|A0A7J7XZX9|A0A7J7XZX9_MYOMY, tr|A0A7J8AMD6|A0A7J8AMD6_MYOMY, tr|A0A7J7UCU0|A0A7J7UCU0_MYOMY
OG0000439	sp|Q6PD28|2A5B_MOUSE	tr|A0A7J7VK04|A0A7J7VK04_MYOMY
OG0000439	sp|Q61151|2A5E_MOUSE	tr|A0A7J8AQD3|A0A7J8AQD3_MYOMY
OG0000439	sp|Q6PD03|2A5A_MOUSE	tr|A0A7J7SSP8|A0A7J7SSP8_MYOMY
OG0000440	sp|Q9Z130|HNRDL_MOUSE	tr|A0A7J8AKX0|A0A7J8AKX0_MYOMY, tr|A0A7J7ZWV1|A0A7J7ZWV1_MYOMY
OG0000440	tr|Q9D3U4|Q9D3U4_MOUSE	tr|A0A7J7YDP4|A0A7J7YDP4_MYOMY, tr|A0A7J7YE83|A0A7J7YE83_MYOMY
OG0000441	sp|B1ARD6|SLFN9_MOUSE, sp|B1ARD8|SLFN8_MOUSE	tr|A0A7J7T8F2|A0A7J7T8F2_MYOMY
OG0000441	sp|Q8CBA2|SLFN5_MOUSE	tr|A0A7J7T8Z1|A0A7J7T8Z1_MYOMY, tr|A0A7J7T8G0|A0A7J7T8G0_MYOMY
OG0000442	sp|Q64462|CP4B1_MOUSE	tr|A0A7J7ZTQ5|A0A7J7ZTQ5_MYOMY
OG0000442	sp|Q6A152|CP4X1_MOUSE	tr|A0A7J7ZX57|A0A7J7ZX57_MYOMY, tr|A0A7J7ZY25|A0A7J7ZY25_MYOMY, tr|A0A7J7ZU55|A0A7J7ZU55_MYOMY
OG0000443	sp|Q8BK63|KC1A_MOUSE	tr|A0A7J7XEU5|A0A7J7XEU5_MYOMY, tr|A0A7J7WGD9|A0A7J7WGD9_MYOMY, tr|A0A7J7VGQ8|A0A7J7VGQ8_MYOMY, tr|A0A7J7YCT0|A0A7J7YCT0_MYOMY, tr|A0A7J7YCB2|A0A7J7YCB2_MYOMY
OG0000444	sp|Q91Y86|MK08_MOUSE	tr|A0A7J7RMS7|A0A7J7RMS7_MYOMY
OG0000444	sp|Q9WTU6|MK09_MOUSE	tr|A0A7J7XI46|A0A7J7XI46_MYOMY
OG0000444	sp|Q61831|MK10_MOUSE	tr|A0A7J8ANP7|A0A7J8ANP7_MYOMY
OG0000446	tr|A0A1B0GRU2|A0A1B0GRU2_MOUSE, tr|E9Q547|E9Q547_MOUSE, tr|E9Q544|E9Q544_MOUSE, tr|A0A1B0GSZ2|A0A1B0GSZ2_MOUSE, tr|Q8VGZ3|Q8VGZ3_MOUSE	tr|A0A7J7VJS1|A0A7J7VJS1_MYOMY
OG0000448	sp|Q9WUA3|PFKAP_MOUSE	tr|A0A7J8APX1|A0A7J8APX1_MYOMY
OG0000448	sp|P47857|PFKAM_MOUSE	tr|A0A7J7Z6Z1|A0A7J7Z6Z1_MYOMY
OG0000448	sp|P12382|PFKAL_MOUSE	tr|A0A7J8A1C3|A0A7J8A1C3_MYOMY
OG0000451	sp|Q5SZ99|TRI38_MOUSE	tr|A0A7J7STY4|A0A7J7STY4_MYOMY
OG0000451	sp|Q8VE62|PAIP1_MOUSE	tr|A0A7J7SU07|A0A7J7SU07_MYOMY, tr|A0A7J7SSE1|A0A7J7SSE1_MYOMY, tr|A0A7J7Y1A6|A0A7J7Y1A6_MYOMY
OG0000452	sp|P98197|AT11A_MOUSE	tr|A0A7J7Z010|A0A7J7Z010_MYOMY
OG0000452	sp|Q9QZW0|AT11C_MOUSE	tr|A0A7J7YC14|A0A7J7YC14_MYOMY
OG0000452	sp|Q6DFW5|AT11B_MOUSE	tr|A0A7J7ZSE1|A0A7J7ZSE1_MYOMY
OG0000453	tr|E9Q6D3|E9Q6D3_MOUSE, tr|E9Q3K0|E9Q3K0_MOUSE, tr|E9Q8Z1|E9Q8Z1_MOUSE, tr|Q9D496|Q9D496_MOUSE	tr|A0A7J7XE80|A0A7J7XE80_MYOMY, tr|A0A7J7Z1A5|A0A7J7Z1A5_MYOMY
OG0000454	sp|Q8BIK4|DOCK9_MOUSE	tr|A0A7J7Z1S5|A0A7J7Z1S5_MYOMY
OG0000454	sp|A2AF47|DOC11_MOUSE	tr|A0A7J7YCT3|A0A7J7YCT3_MYOMY
OG0000454	sp|Q8BZN6|DOC10_MOUSE	tr|A0A7J7WGL4|A0A7J7WGL4_MYOMY
OG0000455	tr|Q61406|Q61406_MOUSE, tr|A0A668KLU9|A0A668KLU9_MOUSE	tr|A0A7J7RU74|A0A7J7RU74_MYOMY, tr|A0A7J7RUU4|A0A7J7RUU4_MYOMY, tr|A0A7J7RU65|A0A7J7RU65_MYOMY, tr|A0A7J7RU86|A0A7J7RU86_MYOMY
OG0000456	sp|Q8BRT1|CLAP2_MOUSE	tr|A0A7J7UCZ9|A0A7J7UCZ9_MYOMY
OG0000456	sp|Q80TV8|CLAP1_MOUSE	tr|A0A7J7WG01|A0A7J7WG01_MYOMY, tr|A0A7J7UD74|A0A7J7UD74_MYOMY, tr|A0A7J7U5G2|A0A7J7U5G2_MYOMY
OG0000457	tr|F8VQ29|F8VQ29_MOUSE	tr|A0A7J7SQR6|A0A7J7SQR6_MYOMY
OG0000457	sp|Q9JKF1|IQGA1_MOUSE	tr|A0A7J7RRS7|A0A7J7RRS7_MYOMY
OG0000457	sp|Q3UQ44|IQGA2_MOUSE	tr|A0A7J7XZH6|A0A7J7XZH6_MYOMY
OG0000459	sp|P39654|LOX15_MOUSE	tr|A0A7J7T2Z1|A0A7J7T2Z1_MYOMY
OG0000459	sp|P55249|LX12E_MOUSE, sp|P39655|LOX12_MOUSE	tr|A0A7J7T3P4|A0A7J7T3P4_MYOMY, tr|A0A7J7T336|A0A7J7T336_MYOMY
OG0000461	sp|Q8BZ03|KPCD2_MOUSE	tr|A0A7J7R9S0|A0A7J7R9S0_MYOMY
OG0000461	sp|Q8K1Y2|KPCD3_MOUSE	tr|A0A7J7U666|A0A7J7U666_MYOMY
OG0000461	sp|Q62101|KPCD1_MOUSE	tr|A0A7J8APY6|A0A7J8APY6_MYOMY
OG0000462	sp|P62141|PP1B_MOUSE	tr|A0A7J7U606|A0A7J7U606_MYOMY
OG0000462	sp|P63087|PP1G_MOUSE	tr|A0A7J7S366|A0A7J7S366_MYOMY
OG0000462	sp|P62137|PP1A_MOUSE	tr|A0A7J7VJZ0|A0A7J7VJZ0_MYOMY
OG0000463	sp|Q9EQW8|NDST4_MOUSE	tr|A0A7J7R7P1|A0A7J7R7P1_MYOMY
OG0000463	sp|Q9EQH7|NDST3_MOUSE, sp|P52850|NDST2_MOUSE, sp|Q3UHN9|NDST1_MOUSE	tr|A0A7J7XIL8|A0A7J7XIL8_MYOMY
OG0000464	sp|Q8BIF9|ZN787_MOUSE	tr|A0A7J7R0F1|A0A7J7R0F1_MYOMY, tr|A0A7J7TJ95|A0A7J7TJ95_MYOMY, tr|A0A7J7R0E2|A0A7J7R0E2_MYOMY, tr|A0A7J7UF40|A0A7J7UF40_MYOMY, tr|A0A7J7RSA9|A0A7J7RSA9_MYOMY
OG0000465	sp|Q3V3I2|GNAT3_MOUSE	tr|A0A7J7V392|A0A7J7V392_MYOMY
OG0000465	sp|P20612|GNAT1_MOUSE	tr|A0A7J7UC57|A0A7J7UC57_MYOMY
OG0000465	sp|P50149|GNAT2_MOUSE	tr|A0A7J7SRG0|A0A7J7SRG0_MYOMY
OG0000467	tr|B2RWD2|B2RWD2_MOUSE, sp|Q99PG0|AAAD_MOUSE, tr|J3QPI0|J3QPI0_MOUSE, tr|W4VSP6|W4VSP6_MOUSE, tr|Q8BUY2|Q8BUY2_MOUSE	tr|A0A7J7ZSC2|A0A7J7ZSC2_MYOMY
OG0000468	sp|Q9R0E2|PLOD1_MOUSE	tr|A0A7J7ZZY3|A0A7J7ZZY3_MYOMY
OG0000468	sp|Q9R0E1|PLOD3_MOUSE	tr|A0A7J7Y196|A0A7J7Y196_MYOMY
OG0000468	sp|Q9R0B9|PLOD2_MOUSE	tr|A0A7J8A0I7|A0A7J8A0I7_MYOMY
OG0000469	sp|O35638|STAG2_MOUSE	tr|A0A7J7YFK5|A0A7J7YFK5_MYOMY
OG0000469	sp|Q9D3E6|STAG1_MOUSE	tr|A0A7J7UER4|A0A7J7UER4_MYOMY
OG0000469	sp|O70576|STAG3_MOUSE	tr|A0A7J7Y2W5|A0A7J7Y2W5_MYOMY
OG0000470	sp|A0A0U1RPR8|GUC2D_MOUSE	tr|A0A7J7VHJ2|A0A7J7VHJ2_MYOMY
OG0000470	sp|Q6TL19|GUC2G_MOUSE, sp|Q5SDA5|GUC2F_MOUSE, sp|P52785|GUC2E_MOUSE	tr|A0A7J7T539|A0A7J7T539_MYOMY
OG0000471	sp|Q9DBD0|ICA_MOUSE	tr|A0A7J7UCA2|A0A7J7UCA2_MYOMY
OG0000471	sp|Q921I1|TRFE_MOUSE, sp|P08071|TRFL_MOUSE	tr|A0A7J7UDF4|A0A7J7UDF4_MYOMY, tr|A0A7J8ANZ9|A0A7J8ANZ9_MYOMY
OG0000473	tr|A0A1L1SR47|A0A1L1SR47_MOUSE	tr|A0A7J7QXT0|A0A7J7QXT0_MYOMY
OG0000473	sp|Q8BJI1|S6A17_MOUSE	tr|A0A7J7SUH4|A0A7J7SUH4_MYOMY
OG0000473	sp|Q8BG16|S6A15_MOUSE	tr|A0A7J7Z8U1|A0A7J7Z8U1_MYOMY
OG0000474	sp|Q5SV42|ILEUC_MOUSE, sp|Q9D154|ILEUA_MOUSE, sp|Q8VHP7|ILEUB_MOUSE	tr|A0A7J7ZXI4|A0A7J7ZXI4_MYOMY, tr|A0A7J8A1L7|A0A7J8A1L7_MYOMY, tr|A0A7J8A2C7|A0A7J8A2C7_MYOMY
OG0000475	sp|P16283|B3A3_MOUSE	tr|A0A7J7WJG0|A0A7J7WJG0_MYOMY
OG0000475	sp|P13808|B3A2_MOUSE	tr|A0A7J7RM78|A0A7J7RM78_MYOMY
OG0000475	sp|P04919|B3AT_MOUSE	tr|A0A7J7T8F7|A0A7J7T8F7_MYOMY
OG0000476	sp|A2AJ76|HMCN2_MOUSE	tr|A0A7J7UP63|A0A7J7UP63_MYOMY
OG0000476	sp|Q3V1M1|IGS10_MOUSE, sp|Q9D3R5|F187A_MOUSE, sp|D3YXG0|HMCN1_MOUSE	tr|A0A7J7SRT7|A0A7J7SRT7_MYOMY
OG0000478	sp|Q60893|OL151_MOUSE, tr|Q8VGE3|Q8VGE3_MOUSE, tr|Q8VF35|Q8VF35_MOUSE, tr|Q8VH09|Q8VH09_MOUSE, tr|Q8VGB4|Q8VGB4_MOUSE	tr|A0A7J7S2A7|A0A7J7S2A7_MYOMY
OG0000479	sp|P63328|PP2BA_MOUSE	tr|A0A7J8AQB6|A0A7J8AQB6_MYOMY
OG0000479	sp|P48455|PP2BC_MOUSE	tr|A0A7J7XJG6|A0A7J7XJG6_MYOMY
OG0000479	sp|P48453|PP2BB_MOUSE	tr|A0A7J7TUE2|A0A7J7TUE2_MYOMY
OG0000480	sp|O88643|PAK1_MOUSE	tr|A0A7J7VK25|A0A7J7VK25_MYOMY
OG0000480	sp|Q8CIN4|PAK2_MOUSE	tr|A0A7J8A121|A0A7J8A121_MYOMY
OG0000480	sp|Q61036|PAK3_MOUSE	tr|A0A7J7YET3|A0A7J7YET3_MYOMY
OG0000481	sp|Q91ZI0|CELR3_MOUSE	tr|A0A7J7UBI3|A0A7J7UBI3_MYOMY
OG0000481	sp|Q9R0M0|CELR2_MOUSE	tr|A0A7J7SQ21|A0A7J7SQ21_MYOMY
OG0000481	sp|O35161|CELR1_MOUSE	tr|A0A7J7Z102|A0A7J7Z102_MYOMY
OG0000482	tr|A0A668KLD8|A0A668KLD8_MOUSE, tr|A0A668KL92|A0A668KL92_MOUSE, tr|A0A668KLA6|A0A668KLA6_MOUSE, tr|A0A668KLA7|A0A668KLA7_MOUSE, tr|A0A668KM38|A0A668KM38_MOUSE	tr|A0A7J7WHR9|A0A7J7WHR9_MYOMY
OG0000484	sp|P17183|ENOG_MOUSE	tr|A0A7J7Z203|A0A7J7Z203_MYOMY
OG0000484	sp|P17182|ENOA_MOUSE	tr|A0A7J7ZVP4|A0A7J7ZVP4_MYOMY
OG0000484	sp|P21550|ENOB_MOUSE	tr|A0A7J7T4Q3|A0A7J7T4Q3_MYOMY
OG0000485	sp|P18911|RARG_MOUSE	tr|A0A7J7Z7Q1|A0A7J7Z7Q1_MYOMY
OG0000485	sp|P22605|RARB_MOUSE	tr|A0A7J7UE20|A0A7J7UE20_MYOMY
OG0000485	sp|P11416|RARA_MOUSE	tr|A0A7J7T7T5|A0A7J7T7T5_MYOMY
OG0000486	sp|S4R2P9|NAC3_MOUSE	tr|A0A7J8AQU7|A0A7J8AQU7_MYOMY
OG0000486	sp|Q8K596|NAC2_MOUSE	tr|A0A7J7R9F2|A0A7J7R9F2_MYOMY
OG0000486	sp|P70414|NAC1_MOUSE	tr|A0A7J7U6G3|A0A7J7U6G3_MYOMY
OG0000487	sp|Q8JZZ7|AGRL2_MOUSE	tr|A0A7J7ZRZ2|A0A7J7ZRZ2_MYOMY
OG0000487	sp|Q80TR1|AGRL1_MOUSE	tr|A0A7J7R9J0|A0A7J7R9J0_MYOMY
OG0000487	sp|Q80TS3|AGRL3_MOUSE	tr|A0A7J8AGY2|A0A7J8AGY2_MYOMY
OG0000489	sp|Q8BVP5|KC1G2_MOUSE	tr|A0A7J7XFR8|A0A7J7XFR8_MYOMY
OG0000489	sp|Q8C4X2|KC1G3_MOUSE	tr|A0A7J7XY69|A0A7J7XY69_MYOMY
OG0000489	sp|Q8BTH8|KC1G1_MOUSE	tr|A0A7J8AJ24|A0A7J8AJ24_MYOMY
OG0000490	sp|Q9Z0Z4|HEPH_MOUSE	tr|A0A7J7YDB1|A0A7J7YDB1_MYOMY
OG0000490	sp|Q61147|CERU_MOUSE	tr|A0A7J7ZU79|A0A7J7ZU79_MYOMY
OG0000490	sp|Q3V1H3|HPHL1_MOUSE	tr|A0A7J7VHK6|A0A7J7VHK6_MYOMY
OG0000491	tr|Q8VG65|Q8VG65_MOUSE, tr|Q8VFQ4|Q8VFQ4_MOUSE, tr|Q8VFQ3|Q8VFQ3_MOUSE, tr|Q8VG66|Q8VG66_MOUSE, tr|Q7TQQ2|Q7TQQ2_MOUSE	tr|A0A7J7VJE8|A0A7J7VJE8_MYOMY
OG0000492	tr|Q9DBK7|Q9DBK7_MOUSE	tr|A0A7J7UEV5|A0A7J7UEV5_MYOMY
OG0000492	sp|P31254|UBA1Y_MOUSE, sp|Q02053|UBA1_MOUSE	tr|A0A7J7YGC9|A0A7J7YGC9_MYOMY, tr|A0A7J7RBQ1|A0A7J7RBQ1_MYOMY
OG0000493	sp|P30677|GNA14_MOUSE	tr|A0A7J7UNV6|A0A7J7UNV6_MYOMY
OG0000493	sp|P21278|GNA11_MOUSE	tr|A0A7J7XG05|A0A7J7XG05_MYOMY
OG0000493	sp|P21279|GNAQ_MOUSE	tr|A0A7J7UP12|A0A7J7UP12_MYOMY
OG0000494	sp|Q8R2W9|PANK3_MOUSE	tr|A0A7J7XIU1|A0A7J7XIU1_MYOMY
OG0000494	sp|Q7M753|PANK2_MOUSE	tr|A0A7J7VZZ2|A0A7J7VZZ2_MYOMY
OG0000494	sp|Q8K4K6|PANK1_MOUSE	tr|A0A7J7TU73|A0A7J7TU73_MYOMY
OG0000495	sp|Q9JJZ8|CNGA3_MOUSE	tr|A0A7J7RD23|A0A7J7RD23_MYOMY
OG0000495	sp|P29974|CNGA1_MOUSE	tr|A0A7J8AJD4|A0A7J8AJD4_MYOMY
OG0000495	sp|Q62398|CNGA2_MOUSE	tr|A0A7J7YCL4|A0A7J7YCL4_MYOMY
OG0000496	sp|Q7TN98|CPEB4_MOUSE	tr|A0A7J7XEJ7|A0A7J7XEJ7_MYOMY
OG0000496	sp|P70166|CPEB1_MOUSE	tr|A0A7J7STQ3|A0A7J7STQ3_MYOMY
OG0000496	sp|Q812E0|CPEB2_MOUSE	tr|A0A7J8AJI7|A0A7J8AJI7_MYOMY
OG0000497	sp|Q80X90|FLNB_MOUSE	tr|A0A7J7UC29|A0A7J7UC29_MYOMY
OG0000497	sp|Q8VHX6|FLNC_MOUSE	tr|A0A7J7V2S7|A0A7J7V2S7_MYOMY
OG0000497	sp|Q8BTM8|FLNA_MOUSE	tr|A0A7J7YD00|A0A7J7YD00_MYOMY
OG0000498	sp|Q9Z0G2|SRPK3_MOUSE	tr|A0A7J7YFJ4|A0A7J7YFJ4_MYOMY
OG0000498	sp|O54781|SRPK2_MOUSE	tr|A0A7J7V507|A0A7J7V507_MYOMY, tr|A0A7J7V4Y8|A0A7J7V4Y8_MYOMY, tr|A0A7J7V4X6|A0A7J7V4X6_MYOMY
OG0000499	sp|Q9ET01|PYGL_MOUSE	tr|A0A7J8APK5|A0A7J8APK5_MYOMY
OG0000499	sp|Q8CI94|PYGB_MOUSE	tr|A0A7J7W001|A0A7J7W001_MYOMY
OG0000499	sp|Q9WUB3|PYGM_MOUSE	tr|A0A7J7VK34|A0A7J7VK34_MYOMY
OG0000500	sp|Q9WUI1|MK11_MOUSE	tr|A0A7J7QUJ2|A0A7J7QUJ2_MYOMY
OG0000500	sp|Q9Z1B7|MK13_MOUSE, sp|O08911|MK12_MOUSE, sp|P47811|MK14_MOUSE	tr|A0A7J7WW91|A0A7J7WW91_MYOMY
OG0000501	sp|Q9JIW5|SMAD9_MOUSE	tr|A0A7J7Z900|A0A7J7Z900_MYOMY
OG0000501	sp|P97454|SMAD5_MOUSE	tr|A0A7J7XLK9|A0A7J7XLK9_MYOMY
OG0000501	sp|P70340|SMAD1_MOUSE	tr|A0A7J7XKK2|A0A7J7XKK2_MYOMY
OG0000502	sp|A2AGL3|RYR3_MOUSE	tr|A0A7J8AM32|A0A7J8AM32_MYOMY
OG0000502	sp|E9PZQ0|RYR1_MOUSE	tr|A0A7J7SDN9|A0A7J7SDN9_MYOMY
OG0000502	sp|E9Q401|RYR2_MOUSE	tr|A0A7J7RUS7|A0A7J7RUS7_MYOMY
OG0000503	tr|Q8VGH6|Q8VGH6_MOUSE, tr|F6VB59|F6VB59_MOUSE, tr|Q8VF33|Q8VF33_MOUSE, sp|Q60889|OLF5_MOUSE, tr|Q8VGH5|Q8VGH5_MOUSE	tr|A0A7J7R0R1|A0A7J7R0R1_MYOMY
OG0000504	sp|P84075|HPCA_MOUSE	tr|A0A7J7ZVR9|A0A7J7ZVR9_MYOMY
OG0000504	sp|Q91X97|NCALD_MOUSE	tr|A0A7J7TJ53|A0A7J7TJ53_MYOMY
OG0000504	sp|P62748|HPCL1_MOUSE	tr|A0A7J7U550|A0A7J7U550_MYOMY
OG0000505	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A7J8AIN0|A0A7J8AIN0_MYOMY, tr|A0A7J8AMJ3|A0A7J8AMJ3_MYOMY, tr|A0A7J7SRC5|A0A7J7SRC5_MYOMY, tr|A0A7J7RSJ3|A0A7J7RSJ3_MYOMY, tr|A0A7J7SRI4|A0A7J7SRI4_MYOMY
OG0000506	sp|Q7M759|AB17B_MOUSE	tr|A0A7J7UMC6|A0A7J7UMC6_MYOMY
OG0000506	sp|Q99JW1|AB17A_MOUSE	tr|A0A7J7XD90|A0A7J7XD90_MYOMY
OG0000506	sp|Q8VCV1|AB17C_MOUSE	tr|A0A7J7RSB3|A0A7J7RSB3_MYOMY
OG0000507	sp|P55850|DSC3_MOUSE	tr|A0A7J7VXY9|A0A7J7VXY9_MYOMY
OG0000507	sp|P55849|DSC1_MOUSE	tr|A0A7J7VXU5|A0A7J7VXU5_MYOMY
OG0000507	sp|P55292|DSC2_MOUSE	tr|A0A7J7VXV9|A0A7J7VXV9_MYOMY
OG0000508	sp|Q9Z2V6|HDAC5_MOUSE	tr|A0A7J7T5V3|A0A7J7T5V3_MYOMY
OG0000508	sp|Q99N13|HDAC9_MOUSE	tr|A0A7J7V370|A0A7J7V370_MYOMY
OG0000508	sp|Q6NZM9|HDAC4_MOUSE	tr|A0A7J7WGS5|A0A7J7WGS5_MYOMY
OG0000509	tr|E9Q725|E9Q725_MOUSE, tr|Q8VG49|Q8VG49_MOUSE	tr|A0A7J7VJR1|A0A7J7VJR1_MYOMY, tr|A0A7J7VJC0|A0A7J7VJC0_MYOMY, tr|A0A7J7VJ36|A0A7J7VJ36_MYOMY, tr|A0A7J7VJN4|A0A7J7VJN4_MYOMY
OG0000510	tr|Q8VGZ8|Q8VGZ8_MOUSE, tr|Q9EQQ7|Q9EQQ7_MOUSE	tr|A0A7J7VJD1|A0A7J7VJD1_MYOMY
OG0000510	tr|K7N6B1|K7N6B1_MOUSE, tr|Q8VH20|Q8VH20_MOUSE	tr|A0A7J7VJK3|A0A7J7VJK3_MYOMY
OG0000511	tr|E9Q1Y9|E9Q1Y9_MOUSE, sp|Q9ERE2|KRT81_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, sp|Q6IMF0|KRT87_MOUSE	tr|A0A7J7Z3U5|A0A7J7Z3U5_MYOMY
OG0000512	sp|Q921L8|GLT11_MOUSE	tr|A0A7J7RLM3|A0A7J7RLM3_MYOMY
OG0000512	sp|Q9D4M9|GLTL5_MOUSE	tr|A0A7J8ALM6|A0A7J8ALM6_MYOMY, tr|A0A7J7WHE3|A0A7J7WHE3_MYOMY, tr|A0A7J7RLS9|A0A7J7RLS9_MYOMY
OG0000513	sp|P98063|BMP1_MOUSE	tr|A0A7J7XDW5|A0A7J7XDW5_MYOMY
OG0000513	sp|Q9WVM6|TLL2_MOUSE	tr|A0A7J7TV25|A0A7J7TV25_MYOMY
OG0000513	sp|Q62381|TLL1_MOUSE	tr|A0A7J7XKV7|A0A7J7XKV7_MYOMY
OG0000514	sp|Q61183|PAPOA_MOUSE	tr|A0A7J8APQ8|A0A7J8APQ8_MYOMY
OG0000514	sp|Q9WVP6|PAPOB_MOUSE	tr|A0A7J7XJV3|A0A7J7XJV3_MYOMY
OG0000514	sp|Q6PCL9|PAPOG_MOUSE	tr|A0A7J7U619|A0A7J7U619_MYOMY
OG0000515	tr|E9Q7P2|E9Q7P2_MOUSE	tr|A0A7J7Z0N4|A0A7J7Z0N4_MYOMY
OG0000515	tr|Q5SUF7|Q5SUF7_MOUSE	tr|A0A7J7T3R3|A0A7J7T3R3_MYOMY
OG0000515	sp|O88427|CAC1H_MOUSE	tr|A0A7J7R7N6|A0A7J7R7N6_MYOMY
OG0000516	sp|O35343|IMA3_MOUSE	tr|A0A7J7ZWN7|A0A7J7ZWN7_MYOMY
OG0000516	sp|O35344|IMA4_MOUSE	tr|A0A7J7Z3Y1|A0A7J7Z3Y1_MYOMY
OG0000516	sp|C0LLJ0|IMA8_MOUSE	tr|A0A7J7XH05|A0A7J7XH05_MYOMY
OG0000517	sp|Q1RLL3|CPNE9_MOUSE	tr|A0A7J7UC15|A0A7J7UC15_MYOMY
OG0000517	sp|Q8JZW4|CPNE5_MOUSE	tr|A0A7J7WUF6|A0A7J7WUF6_MYOMY
OG0000517	sp|Q9DC53|CPNE8_MOUSE	tr|A0A7J7Z1N8|A0A7J7Z1N8_MYOMY
OG0000518	sp|Q91WA3|HDA11_MOUSE	tr|A0A7J7V3P5|A0A7J7V3P5_MYOMY
OG0000518	sp|P70288|HDAC2_MOUSE	tr|A0A7J7WVC3|A0A7J7WVC3_MYOMY
OG0000518	sp|O09106|HDAC1_MOUSE	tr|A0A7J7ZVV2|A0A7J7ZVV2_MYOMY
OG0000519	sp|Q8VC70|RBMS2_MOUSE	tr|A0A7J7Z9H3|A0A7J7Z9H3_MYOMY
OG0000519	sp|Q8BWL5|RBMS3_MOUSE	tr|A0A7J7UE00|A0A7J7UE00_MYOMY
OG0000519	sp|Q91W59|RBMS1_MOUSE	tr|A0A7J7WIV6|A0A7J7WIV6_MYOMY
OG0000521	sp|Q8C9W3|ATS2_MOUSE	tr|A0A7J7XDG1|A0A7J7XDG1_MYOMY
OG0000521	tr|E9PX39|E9PX39_MOUSE	tr|A0A7J7TRT6|A0A7J7TRT6_MYOMY
OG0000521	tr|E9Q287|E9Q287_MOUSE	tr|A0A7J8AHE6|A0A7J8AHE6_MYOMY
OG0000522	sp|Q6NS52|DGKB_MOUSE	tr|A0A7J7V2N3|A0A7J7V2N3_MYOMY
OG0000522	sp|Q91WG7|DGKG_MOUSE	tr|A0A7J7ZU83|A0A7J7ZU83_MYOMY
OG0000522	sp|O88673|DGKA_MOUSE	tr|A0A7J7Z399|A0A7J7Z399_MYOMY
OG0000523	sp|A2ANX9|ZN711_MOUSE, sp|P17012|ZFX_MOUSE, sp|P23607|ZFA_MOUSE, sp|P10925|ZFY1_MOUSE, sp|P20662|ZFY2_MOUSE	tr|A0A7J7YGA1|A0A7J7YGA1_MYOMY
OG0000524	sp|Q80TR4|SLIT1_MOUSE	tr|A0A7J7TUV4|A0A7J7TUV4_MYOMY
OG0000524	sp|Q9R1B9|SLIT2_MOUSE	tr|A0A7J8ARM3|A0A7J8ARM3_MYOMY
OG0000524	sp|Q9WVB4|SLIT3_MOUSE	tr|A0A7J7XKG4|A0A7J7XKG4_MYOMY
OG0000525	sp|O08908|P85B_MOUSE	tr|A0A7J7XHQ9|A0A7J7XHQ9_MYOMY, tr|A0A7J7Z5D2|A0A7J7Z5D2_MYOMY, tr|A0A7J7S211|A0A7J7S211_MYOMY, tr|A0A7J7Z543|A0A7J7Z543_MYOMY, tr|A0A7J7Z5S1|A0A7J7Z5S1_MYOMY
OG0000526	sp|P23881|TCEA3_MOUSE	tr|A0A7J8A1Z4|A0A7J8A1Z4_MYOMY
OG0000526	sp|Q9QVN7|TCEA2_MOUSE, sp|P10711|TCEA1_MOUSE	tr|A0A7J7TKA3|A0A7J7TKA3_MYOMY, tr|A0A7J7W1A3|A0A7J7W1A3_MYOMY
OG0000527	sp|Q9D9K8|IQCF1_MOUSE	tr|A0A7J7UCB6|A0A7J7UCB6_MYOMY
OG0000527	tr|Q6P8Y2|Q6P8Y2_MOUSE, sp|Q9DAL7|IQCF5_MOUSE	tr|A0A7J7UCK4|A0A7J7UCK4_MYOMY, tr|A0A7J7UCR6|A0A7J7UCR6_MYOMY
OG0000529	sp|P26048|GBRA2_MOUSE	tr|A0A7J8AKR8|A0A7J8AKR8_MYOMY
