Orthogroup	Mus_musculus	Delphinapterus_leucas
OG0000027	sp|Q80YP6|ZIK1_MOUSE	tr|A0A2Y9MN66|A0A2Y9MN66_DELLE, tr|A0A7F8K360|A0A7F8K360_DELLE, tr|A0A7F8K8U2|A0A7F8K8U2_DELLE, tr|A0A2Y9MNE3|A0A2Y9MNE3_DELLE, tr|A0A2Y9MTS1|A0A2Y9MTS1_DELLE, tr|A0A2Y9MHS3|A0A2Y9MHS3_DELLE, tr|A0A2Y9MTN7|A0A2Y9MTN7_DELLE, tr|A0A2Y9ME42|A0A2Y9ME42_DELLE, tr|A0A2Y9MHP3|A0A2Y9MHP3_DELLE, tr|A0A2Y9ME68|A0A2Y9ME68_DELLE, tr|A0A2Y9MND9|A0A2Y9MND9_DELLE, tr|A0A2Y9MFH9|A0A2Y9MFH9_DELLE, tr|A0A2Y9MHU3|A0A2Y9MHU3_DELLE, tr|A0A2Y9MTQ4|A0A2Y9MTQ4_DELLE, tr|A0A7F8K8J8|A0A7F8K8J8_DELLE, tr|A0A2Y9MFD2|A0A2Y9MFD2_DELLE, tr|A0A7F8K6A0|A0A7F8K6A0_DELLE, tr|A0A7F8K363|A0A7F8K363_DELLE, tr|A0A7F8KA49|A0A7F8KA49_DELLE, tr|A0A2Y9MTK5|A0A2Y9MTK5_DELLE, tr|A0A2Y9MHQ4|A0A2Y9MHQ4_DELLE, tr|A0A2Y9MTQ0|A0A2Y9MTQ0_DELLE, tr|A0A2Y9MNH1|A0A2Y9MNH1_DELLE, tr|A0A2Y9MN61|A0A2Y9MN61_DELLE, tr|A0A2Y9PH85|A0A2Y9PH85_DELLE, tr|A0A7F8KC26|A0A7F8KC26_DELLE, tr|A0A7F8K6A6|A0A7F8K6A6_DELLE, tr|A0A2Y9MHN3|A0A2Y9MHN3_DELLE, tr|A0A7F8KD13|A0A7F8KD13_DELLE, tr|A0A2Y9ME11|A0A2Y9ME11_DELLE, tr|A0A2Y9ME20|A0A2Y9ME20_DELLE, tr|A0A2Y9ME16|A0A2Y9ME16_DELLE, tr|A0A2Y9MNF9|A0A2Y9MNF9_DELLE, tr|A0A2Y9ME29|A0A2Y9ME29_DELLE, tr|A0A7F8K7H1|A0A7F8K7H1_DELLE, tr|A0A7F8K8U7|A0A7F8K8U7_DELLE, tr|A0A2Y9MF89|A0A2Y9MF89_DELLE, tr|A0A7F8K371|A0A7F8K371_DELLE
OG0000036	tr|Q3UVL3|Q3UVL3_MOUSE	tr|A0A2Y9LZ96|A0A2Y9LZ96_DELLE, tr|A0A2Y9M5Q7|A0A2Y9M5Q7_DELLE, tr|A0A2Y9M5R4|A0A2Y9M5R4_DELLE, tr|A0A2Y9LYM5|A0A2Y9LYM5_DELLE, tr|A0A7F8KC12|A0A7F8KC12_DELLE, tr|A0A2Y9MAL2|A0A2Y9MAL2_DELLE, tr|A0A7F8K5W1|A0A7F8K5W1_DELLE
OG0000036	tr|Q8C0Q5|Q8C0Q5_MOUSE	tr|A0A2Y9LXK8|A0A2Y9LXK8_DELLE
OG0000036	tr|E9Q1J0|E9Q1J0_MOUSE	tr|A0A2Y9Q2V2|A0A2Y9Q2V2_DELLE, tr|A0A2Y9LWQ4|A0A2Y9LWQ4_DELLE, tr|A0A7F8KII7|A0A7F8KII7_DELLE
OG0000036	tr|G3X996|G3X996_MOUSE	tr|A0A2Y9M1R7|A0A2Y9M1R7_DELLE
OG0000037	tr|A0A075B6D6|A0A075B6D6_MOUSE, tr|A0A075B6D2|A0A075B6D2_MOUSE, tr|A0A075B5Z9|A0A075B5Z9_MOUSE, tr|A0A075B5Z8|A0A075B5Z8_MOUSE, tr|A0A075B6D0|A0A075B6D0_MOUSE, tr|A0A075B6D3|A0A075B6D3_MOUSE, tr|A0A075B639|A0A075B639_MOUSE, tr|A0A075B6B0|A0A075B6B0_MOUSE, tr|A0A075B6A6|A0A075B6A6_MOUSE, tr|A0A075B623|A0A075B623_MOUSE, tr|A0A075B603|A0A075B603_MOUSE, tr|A0A075B621|A0A075B621_MOUSE, tr|A0A075B6D4|A0A075B6D4_MOUSE, tr|A0A075B6B9|A0A075B6B9_MOUSE, tr|A0A075B647|A0A075B647_MOUSE, tr|A0A0B4J1K2|A0A0B4J1K2_MOUSE, tr|A0A075B631|A0A075B631_MOUSE, tr|A0A075B695|A0A075B695_MOUSE, sp|P01738|TVA1_MOUSE, tr|A0A075B6A9|A0A075B6A9_MOUSE, tr|A0A075B685|A0A075B685_MOUSE, tr|A0A075B699|A0A075B699_MOUSE, tr|A0A075B601|A0A075B601_MOUSE, tr|A0A087WQ87|A0A087WQ87_MOUSE, tr|A0A0G2JDX5|A0A0G2JDX5_MOUSE, tr|A0A075B605|A0A075B605_MOUSE, tr|A0A075B643|A0A075B643_MOUSE, tr|A0A075B626|A0A075B626_MOUSE, tr|A0A075B6A4|A0A075B6A4_MOUSE, tr|A0A075B648|A0A075B648_MOUSE, tr|A0N8N6|A0N8N6_MOUSE, sp|P06323|TVA3_MOUSE	tr|A0A7F8KBP5|A0A7F8KBP5_DELLE
OG0000039	sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE4|H2A1E_MOUSE	tr|A0A2Y9MAG3|A0A2Y9MAG3_DELLE
OG0000039	sp|Q64522|H2A2B_MOUSE	tr|A0A2Y9MLI4|A0A2Y9MLI4_DELLE
OG0000039	sp|P27661|H2AX_MOUSE	tr|A0A7F8K9N0|A0A7F8K9N0_DELLE, tr|A0A2Y9MF58|A0A2Y9MF58_DELLE
OG0000039	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A2Y9NEK1|A0A2Y9NEK1_DELLE
OG0000039	sp|Q64523|H2A2C_MOUSE	tr|A0A2Y9MRX4|A0A2Y9MRX4_DELLE
OG0000039	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A2Y9MNF1|A0A2Y9MNF1_DELLE
OG0000039	sp|Q8BFU2|H2A3_MOUSE	tr|A0A2Y9M8B2|A0A2Y9M8B2_DELLE, tr|A0A2Y9MJ96|A0A2Y9MJ96_DELLE
OG0000039	sp|C0HKE6|H2A1I_MOUSE	tr|A0A2Y9MG29|A0A2Y9MG29_DELLE
OG0000040	sp|Q7TQQ0|O1509_MOUSE, tr|Q0VEP0|Q0VEP0_MOUSE, tr|Q9R0K4|Q9R0K4_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|Q920Y8|Q920Y8_MOUSE, tr|B2RT33|B2RT33_MOUSE, tr|Q920Z0|Q920Z0_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|L7N457|L7N457_MOUSE, tr|Q8VF72|Q8VF72_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE, tr|E9PWU0|E9PWU0_MOUSE, tr|Q8VEU2|Q8VEU2_MOUSE, tr|Q8VGB3|Q8VGB3_MOUSE, tr|Q8VH08|Q8VH08_MOUSE, tr|E9Q985|E9Q985_MOUSE, tr|Q8VH10|Q8VH10_MOUSE, sp|Q60887|OL148_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE, sp|Q8VEY3|OL958_MOUSE, tr|Q9EQ86|Q9EQ86_MOUSE, sp|Q60888|OL149_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VG91|Q8VG91_MOUSE	tr|A0A2Y9PBK2|A0A2Y9PBK2_DELLE
OG0000043	tr|Q7TNK4|Q7TNK4_MOUSE	tr|A0A7F8K4S6|A0A7F8K4S6_DELLE
OG0000043	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A2Y9M6S2|A0A2Y9M6S2_DELLE
OG0000043	tr|E9QAW0|E9QAW0_MOUSE	tr|A0A2Y9MEB1|A0A2Y9MEB1_DELLE, tr|A0A2Y9P0V2|A0A2Y9P0V2_DELLE, tr|A0A2Y9LR44|A0A2Y9LR44_DELLE, tr|A0A2Y9PY35|A0A2Y9PY35_DELLE, tr|A0A2Y9PU14|A0A2Y9PU14_DELLE, tr|A0A2Y9LKB7|A0A2Y9LKB7_DELLE, tr|A0A2Y9Q4B2|A0A2Y9Q4B2_DELLE, tr|A0A2Y9PUE3|A0A2Y9PUE3_DELLE
OG0000043	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A7F8K7I4|A0A7F8K7I4_DELLE
OG0000043	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2Y9M7Z7|A0A2Y9M7Z7_DELLE, tr|A0A2Y9M802|A0A2Y9M802_DELLE, tr|A0A2Y9M6S5|A0A2Y9M6S5_DELLE, tr|A0A7F8K8L3|A0A7F8K8L3_DELLE, tr|A0A2Y9ML31|A0A2Y9ML31_DELLE, tr|A0A2Y9PBR7|A0A2Y9PBR7_DELLE, tr|A0A2Y9P435|A0A2Y9P435_DELLE, tr|A0A2Y9P6G0|A0A2Y9P6G0_DELLE
OG0000043	sp|Q07231|ZSC21_MOUSE	tr|A0A7F8K8W4|A0A7F8K8W4_DELLE, tr|A0A2Y9PJT2|A0A2Y9PJT2_DELLE
OG0000044	tr|E9PWV0|E9PWV0_MOUSE, sp|P33267|CP2F2_MOUSE, sp|P56593|CP2AC_MOUSE, tr|B2RXZ2|B2RXZ2_MOUSE, sp|P15392|CP2A4_MOUSE, sp|P20852|CP2A5_MOUSE, tr|Q9WV19|Q9WV19_MOUSE, sp|O55071|CP2BJ_MOUSE, sp|P12791|CP2BA_MOUSE, sp|P12790|CP2B9_MOUSE, tr|A6H6J2|A6H6J2_MOUSE, tr|E9Q593|E9Q593_MOUSE, sp|E9Q5K4|CP2CN_MOUSE, sp|Q05421|CP2E1_MOUSE, tr|Q5GLZ0|Q5GLZ0_MOUSE, tr|Q148B1|Q148B1_MOUSE, sp|Q9D816|CP255_MOUSE, sp|Q91W64|CP270_MOUSE, tr|E9PXC3|E9PXC3_MOUSE, tr|Q569X9|Q569X9_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, sp|P56657|CP240_MOUSE, sp|P56654|CP237_MOUSE, sp|Q91X77|CY250_MOUSE, sp|Q6XVG2|CP254_MOUSE, sp|P56655|CP238_MOUSE, sp|P56656|CP239_MOUSE, sp|Q64458|CP2CT_MOUSE	tr|A0A2Y9PFA2|A0A2Y9PFA2_DELLE
OG0000045	tr|G3UW88|G3UW88_MOUSE	tr|A0A2Y9MMS1|A0A2Y9MMS1_DELLE
OG0000045	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A2Y9MR18|A0A2Y9MR18_DELLE, tr|A0A2Y9MCW5|A0A2Y9MCW5_DELLE
OG0000045	tr|Q99PA7|Q99PA7_MOUSE	tr|A0A7F8KC20|A0A7F8KC20_DELLE, tr|A0A2Y9NJV1|A0A2Y9NJV1_DELLE, tr|A0A7F8K8G5|A0A7F8K8G5_DELLE, tr|A0A2Y9M527|A0A2Y9M527_DELLE, tr|A0A2Y9LXS3|A0A2Y9LXS3_DELLE
OG0000045	tr|Q99PB1|Q99PB1_MOUSE, sp|Q9CPR8|NSE3_MOUSE	tr|A0A2Y9LN91|A0A2Y9LN91_DELLE
OG0000045	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A2Y9MKP3|A0A2Y9MKP3_DELLE, tr|A0A2Y9MR05|A0A2Y9MR05_DELLE, tr|A0A2Y9M551|A0A2Y9M551_DELLE
OG0000048	sp|Q7TQA7|TA2R3_MOUSE, sp|P59530|TA2R7_MOUSE, sp|Q7M722|TR114_MOUSE, sp|Q7M724|TR106_MOUSE, sp|Q7M725|TR107_MOUSE, sp|Q9JKT4|TR105_MOUSE, sp|Q7M723|TR104_MOUSE, tr|D3YU55|D3YU55_MOUSE, tr|Q7M708|Q7M708_MOUSE, sp|Q7TQA8|TR136_MOUSE, sp|Q7M721|TR120_MOUSE, sp|Q7M718|TR124_MOUSE, sp|Q7M717|TR102_MOUSE, sp|Q7M720|T2R13_MOUSE, sp|P59528|TR123_MOUSE, sp|Q7M712|TR110_MOUSE, sp|Q7M710|TR125_MOUSE, tr|Q7M719|Q7M719_MOUSE, sp|Q9JKA3|TR103_MOUSE, sp|Q7TQA4|TR140_MOUSE, sp|Q7M713|TR116_MOUSE, sp|Q7M711|TR113_MOUSE, sp|Q7M715|TR117_MOUSE, sp|Q7M707|TR109_MOUSE, sp|Q7M709|TR129_MOUSE	tr|A0A2Y9NM37|A0A2Y9NM37_DELLE
OG0000051	sp|P70696|H2B1A_MOUSE	tr|A0A2Y9M776|A0A2Y9M776_DELLE
OG0000051	sp|P10854|H2B1M_MOUSE	tr|A0A2Y9MLF3|A0A2Y9MLF3_DELLE
OG0000051	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A2Y9M811|A0A2Y9M811_DELLE, tr|A0A7F8K7I9|A0A7F8K7I9_DELLE, tr|A0A2Y9MPL9|A0A2Y9MPL9_DELLE
OG0000051	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A2Y9MAH2|A0A2Y9MAH2_DELLE
OG0000057	sp|P49312|ROA1_MOUSE	tr|A0A2Y9LB68|A0A2Y9LB68_DELLE
OG0000057	sp|Q8BG05|ROA3_MOUSE	tr|A0A2Y9M7W7|A0A2Y9M7W7_DELLE, tr|A0A2Y9P021|A0A2Y9P021_DELLE, tr|A0A2Y9MS93|A0A2Y9MS93_DELLE, tr|A0A2Y9PAT4|A0A2Y9PAT4_DELLE, tr|A0A2Y9P856|A0A2Y9P856_DELLE, tr|A0A2Y9MJW2|A0A2Y9MJW2_DELLE, tr|A0A2Y9LNA2|A0A2Y9LNA2_DELLE, tr|A0A2Y9LZ07|A0A2Y9LZ07_DELLE, tr|A0A7F8KBR0|A0A7F8KBR0_DELLE, tr|A0A2Y9P2K7|A0A2Y9P2K7_DELLE, tr|A0A2Y9P5S3|A0A2Y9P5S3_DELLE, tr|A0A7F8KC97|A0A7F8KC97_DELLE, tr|A0A7F8K933|A0A7F8K933_DELLE, tr|A0A2Y9QJY8|A0A2Y9QJY8_DELLE, tr|A0A2Y9N7N4|A0A2Y9N7N4_DELLE, tr|A0A2Y9N0I4|A0A2Y9N0I4_DELLE, tr|A0A2Y9LKN7|A0A2Y9LKN7_DELLE, tr|A0A2Y9MTW7|A0A2Y9MTW7_DELLE, tr|A0A2Y9MJR6|A0A2Y9MJR6_DELLE
OG0000059	sp|P70691|UD12_MOUSE, tr|B2RT14|B2RT14_MOUSE	tr|A0A2Y9MS32|A0A2Y9MS32_DELLE
OG0000059	tr|Q8K154|Q8K154_MOUSE, tr|Q8R084|Q8R084_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE	tr|A0A2Y9MJT7|A0A2Y9MJT7_DELLE
OG0000059	sp|Q8BWQ1|UD2A3_MOUSE	tr|A0A7F8K162|A0A7F8K162_DELLE
OG0000059	sp|Q6PDD0|UD2A2_MOUSE, sp|Q80X89|UD2A1_MOUSE	tr|A0A7F8K750|A0A7F8K750_DELLE
OG0000060	sp|Q91ZB8|MRGRD_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q99MT8|MRGRH_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW5|MRGA1_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE	tr|A0A7F8KH29|A0A7F8KH29_DELLE
OG0000061	tr|Q05A06|Q05A06_MOUSE, tr|Q8R294|Q8R294_MOUSE, tr|A0A494B9T5|A0A494B9T5_MOUSE, tr|Q8R298|Q8R298_MOUSE, tr|Q8R296|Q8R296_MOUSE, tr|Q8R2A7|Q8R2A7_MOUSE, tr|A0A3B2W3R4|A0A3B2W3R4_MOUSE, tr|Q8R2A8|Q8R2A8_MOUSE, tr|Q8R2A9|Q8R2A9_MOUSE, tr|A2RTT5|A2RTT5_MOUSE, tr|Q8R2A5|Q8R2A5_MOUSE, tr|E9PWK2|E9PWK2_MOUSE, tr|Q8R2A3|Q8R2A3_MOUSE, tr|Q8R2A2|Q8R2A2_MOUSE, tr|E9Q0V3|E9Q0V3_MOUSE, tr|Q8VIC1|Q8VIC1_MOUSE, tr|G5E8C1|G5E8C1_MOUSE, tr|Q8K4I0|Q8K4I0_MOUSE, tr|Q8R299|Q8R299_MOUSE, tr|E9Q2N4|E9Q2N4_MOUSE, tr|Q8VIC0|Q8VIC0_MOUSE	tr|A0A7F8K3Q4|A0A7F8K3Q4_DELLE
OG0000062	tr|A2CEK7|A2CEK7_MOUSE, sp|P02762|MUP6_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P11588|MUP1_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|E9QA79|E9QA79_MOUSE, sp|B5X0G2|MUP17_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11591|MUP5_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, sp|Q5FW60|MUP20_MOUSE, tr|A0A1B0GSM6|A0A1B0GSM6_MOUSE, tr|A2BHR2|A2BHR2_MOUSE	tr|A0A2Y9NQS2|A0A2Y9NQS2_DELLE
OG0000067	tr|Q9QWU6|Q9QWU6_MOUSE	tr|A0A7F8KFD5|A0A7F8KFD5_DELLE
OG0000067	tr|Q8VGW8|Q8VGW8_MOUSE	tr|A0A2Y9PDK8|A0A2Y9PDK8_DELLE
OG0000067	tr|E9Q5P8|E9Q5P8_MOUSE, tr|E9Q050|E9Q050_MOUSE, tr|Q8VFE7|Q8VFE7_MOUSE, tr|Q8VFE3|Q8VFE3_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|E9Q7E7|E9Q7E7_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|E9Q0M4|E9Q0M4_MOUSE, tr|E9Q4G0|E9Q4G0_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE, sp|P34986|OLF6_MOUSE, tr|Q8VGU5|Q8VGU5_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE	tr|A0A2Y9MYA7|A0A2Y9MYA7_DELLE
OG0000070	sp|O09127|EPHA8_MOUSE	tr|A0A2Y9LDB2|A0A2Y9LDB2_DELLE
OG0000070	sp|P29319|EPHA3_MOUSE	tr|A0A2Y9NP36|A0A2Y9NP36_DELLE
OG0000070	sp|Q60629|EPHA5_MOUSE	tr|A0A2Y9M6R4|A0A2Y9M6R4_DELLE
OG0000070	sp|Q62413|EPHA6_MOUSE	tr|A0A2Y9NEJ8|A0A2Y9NEJ8_DELLE, tr|A0A2Y9NS87|A0A2Y9NS87_DELLE
OG0000070	sp|P54754|EPHB3_MOUSE	tr|A0A2Y9MZ92|A0A2Y9MZ92_DELLE
OG0000070	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A2Y9NZ67|A0A2Y9NZ67_DELLE
OG0000070	sp|P54763|EPHB2_MOUSE	tr|A0A2Y9LFX1|A0A2Y9LFX1_DELLE
OG0000070	sp|Q03137|EPHA4_MOUSE	tr|A0A2Y9N2K4|A0A2Y9N2K4_DELLE
OG0000070	sp|Q61772|EPHA7_MOUSE	tr|A0A2Y9LT25|A0A2Y9LT25_DELLE
OG0000071	sp|Q64462|CP4B1_MOUSE, tr|A0A087WPC3|A0A087WPC3_MOUSE, sp|A2A974|CP4CB_MOUSE, sp|Q91WL5|CP4CA_MOUSE, sp|O88833|CP4AA_MOUSE, tr|A2A8T1|A2A8T1_MOUSE, tr|F8WGU9|F8WGU9_MOUSE, tr|A0A087WS15|A0A087WS15_MOUSE, sp|O35728|CP4AE_MOUSE, sp|Q6A152|CP4X1_MOUSE, tr|Q99N19|Q99N19_MOUSE, tr|G3UW78|G3UW78_MOUSE, tr|Q3V1F1|Q3V1F1_MOUSE, tr|Q99N17|Q99N17_MOUSE, sp|Q99N16|CP4F3_MOUSE, tr|G3UW81|G3UW81_MOUSE, tr|Q99N18|Q99N18_MOUSE, sp|Q9EP75|CP4FE_MOUSE	tr|A0A2Y9N8W1|A0A2Y9N8W1_DELLE
OG0000072	sp|Q9R0H5|K2C71_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|P04104|K2C1_MOUSE, sp|Q9Z331|K2C6B_MOUSE, sp|P50446|K2C6A_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|P07744|K2C4_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|Q3UV17|K22O_MOUSE	tr|A0A2Y9ND67|A0A2Y9ND67_DELLE
OG0000075	sp|P68433|H31_MOUSE	tr|A0A2Y9MAF7|A0A2Y9MAF7_DELLE, tr|A0A7F8K1X3|A0A7F8K1X3_DELLE, tr|A0A2Y9M8B0|A0A2Y9M8B0_DELLE
OG0000075	sp|P84244|H33_MOUSE	tr|A0A2Y9MIQ1|A0A2Y9MIQ1_DELLE, tr|A0A2Y9ML89|A0A2Y9ML89_DELLE, tr|A0A7F8K936|A0A7F8K936_DELLE, tr|A0A7F8KFC3|A0A7F8KFC3_DELLE, tr|A0A2Y9LI27|A0A2Y9LI27_DELLE, tr|A0A2Y9PQZ8|A0A2Y9PQZ8_DELLE
OG0000075	sp|P84228|H32_MOUSE	tr|A0A2Y9MCE6|A0A2Y9MCE6_DELLE
OG0000076	tr|Q7TS40|Q7TS40_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q8VEX6|OL187_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, sp|Q8VFB9|OL183_MOUSE	tr|A0A2Y9P047|A0A2Y9P047_DELLE
OG0000080	tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8CFE8|Q8CFE8_MOUSE	tr|A0A2Y9M2Y9|A0A2Y9M2Y9_DELLE
OG0000081	tr|W4VSP4|W4VSP4_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|I7HJI3|I7HJI3_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE	tr|A0A2Y9PAF8|A0A2Y9PAF8_DELLE
OG0000081	tr|Q8BMT0|Q8BMT0_MOUSE, tr|Q80UK5|Q80UK5_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|O08806|O08806_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|O08797|O08797_MOUSE, tr|I7HJI5|I7HJI5_MOUSE, sp|O08800|SPB8_MOUSE	tr|A0A2Y9P9P1|A0A2Y9P9P1_DELLE
OG0000082	sp|P00757|K1KB4_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P04071|K1B16_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE	tr|A0A7F8KAL4|A0A7F8KAL4_DELLE
OG0000083	tr|A0A1W2P7W0|A0A1W2P7W0_MOUSE, tr|A0A1W2P739|A0A1W2P739_MOUSE, tr|A0A1W2P7N1|A0A1W2P7N1_MOUSE, tr|J3QMW1|J3QMW1_MOUSE, tr|A0A1W2P7T6|A0A1W2P7T6_MOUSE, tr|A0A1W2P8D5|A0A1W2P8D5_MOUSE, tr|D3Z5T3|D3Z5T3_MOUSE, tr|A0A1W2P728|A0A1W2P728_MOUSE, tr|A0A1W2P7U0|A0A1W2P7U0_MOUSE, tr|A0A1W2P709|A0A1W2P709_MOUSE, tr|E9Q2H5|E9Q2H5_MOUSE, tr|W4VSP7|W4VSP7_MOUSE, tr|E9Q1M3|E9Q1M3_MOUSE, tr|L7N2C3|L7N2C3_MOUSE, tr|Q08EG8|Q08EG8_MOUSE	tr|A0A7F8KAN5|A0A7F8KAN5_DELLE
OG0000087	sp|Q6ZWY3|RS27L_MOUSE	tr|A0A2Y9NK29|A0A2Y9NK29_DELLE
OG0000087	sp|Q6ZWU9|RS27_MOUSE	tr|A0A2Y9PG38|A0A2Y9PG38_DELLE, tr|A0A7F8K4Z3|A0A7F8K4Z3_DELLE, tr|A0A7F8KFH5|A0A7F8KFH5_DELLE, tr|A0A7F8KAK6|A0A7F8KAK6_DELLE, tr|A0A2Y9N103|A0A2Y9N103_DELLE, tr|A0A2Y9MMX8|A0A2Y9MMX8_DELLE, tr|A0A2Y9PXR5|A0A2Y9PXR5_DELLE, tr|A0A2Y9LQY4|A0A2Y9LQY4_DELLE, tr|A0A2Y9NIG6|A0A2Y9NIG6_DELLE, tr|A0A2Y9MDE0|A0A2Y9MDE0_DELLE, tr|A0A7F8KBH5|A0A7F8KBH5_DELLE, tr|A0A7F8KDT3|A0A7F8KDT3_DELLE
