Orthogroup	Mus_musculus	Monodon_monoceros
OG0001748	sp|P58307|OX1R_MOUSE	tr|A0A4U1EZB3|A0A4U1EZB3_MONMO
OG0001748	sp|P58308|OX2R_MOUSE	tr|A0A4U1FEB5|A0A4U1FEB5_MONMO
OG0001749	sp|Q61644|PACN1_MOUSE	tr|A0A4U1FI32|A0A4U1FI32_MONMO
OG0001749	sp|Q9WVE8|PACN2_MOUSE	tr|A0A4U1ESM6|A0A4U1ESM6_MONMO
OG0001750	sp|P27601|GNA13_MOUSE	tr|A0A4U1FJN4|A0A4U1FJN4_MONMO
OG0001750	sp|P27600|GNA12_MOUSE	tr|A0A4U1FIN3|A0A4U1FIN3_MONMO
OG0001751	tr|A0A286YCV9|A0A286YCV9_MOUSE	tr|A0A4U1FIJ7|A0A4U1FIJ7_MONMO
OG0001751	sp|Q9EQW7|KI13A_MOUSE	tr|A0A4U1FPF4|A0A4U1FPF4_MONMO
OG0001752	sp|Q9JMC8|E41LB_MOUSE	tr|A0A4U1EUT5|A0A4U1EUT5_MONMO
OG0001752	sp|Q8BGS1|E41L5_MOUSE	tr|A0A4U1EET9|A0A4U1EET9_MONMO
OG0001753	sp|P63002|TLE5_MOUSE	tr|A0A4U1F7A7|A0A4U1F7A7_MONMO, tr|A0A4U1FA80|A0A4U1FA80_MONMO, tr|A0A4V5P8V7|A0A4V5P8V7_MONMO
OG0001754	sp|Q8BLG0|PHF20_MOUSE	tr|A0A4U1ETC0|A0A4U1ETC0_MONMO
OG0001754	sp|Q8CCJ9|P20L1_MOUSE	tr|A0A4U1FGD4|A0A4U1FGD4_MONMO
OG0001755	sp|Q8BMK1|METL2_MOUSE	tr|A0A4U1FCB7|A0A4U1FCB7_MONMO
OG0001755	sp|A2AUU0|METL8_MOUSE	tr|A0A4U1F6D4|A0A4U1F6D4_MONMO
OG0001756	sp|Q7TPM6|FSD1_MOUSE	tr|A0A4U1F9T9|A0A4U1F9T9_MONMO
OG0001756	sp|Q8BYN5|FSD1L_MOUSE	tr|A0A4U1FA63|A0A4U1FA63_MONMO
OG0001757	sp|Q8VHT7|TF3A_MOUSE	tr|A0A4U1FR68|A0A4U1FR68_MONMO, tr|A0A4U1FF03|A0A4U1FF03_MONMO, tr|A0A4U1FFG6|A0A4U1FFG6_MONMO
OG0001758	sp|P00375|DYR_MOUSE	tr|A0A4U1EU53|A0A4U1EU53_MONMO, tr|A0A4U1F1L2|A0A4U1F1L2_MONMO, tr|A0A4U1FI80|A0A4U1FI80_MONMO
OG0001759	sp|Q5SZV5|K0319_MOUSE	tr|A0A4U1F6A7|A0A4U1F6A7_MONMO
OG0001759	sp|Q8K135|K319L_MOUSE	tr|A0A4U1F5W3|A0A4U1F5W3_MONMO
OG0001760	sp|O08966|S22A1_MOUSE	tr|A0A4U1FLX1|A0A4U1FLX1_MONMO
OG0001760	sp|O70577|S22A2_MOUSE	tr|A0A4U1FLW2|A0A4U1FLW2_MONMO
OG0001761	sp|F8VPU2|FARP1_MOUSE	tr|A0A4U1FSZ6|A0A4U1FSZ6_MONMO
OG0001761	sp|Q91VS8|FARP2_MOUSE	tr|A0A4U1F7Q2|A0A4U1F7Q2_MONMO
OG0001762	tr|Q5SXC4|Q5SXC4_MOUSE, sp|P56671|MAZ_MOUSE, sp|Q5NBY9|PATZ1_MOUSE	tr|A0A4U1EW50|A0A4U1EW50_MONMO
OG0001763	sp|Q32NY4|CNNM3_MOUSE	tr|A0A4U1F4A1|A0A4U1F4A1_MONMO, tr|A0A4U1FH34|A0A4U1FH34_MONMO, tr|A0A4U1FDZ1|A0A4U1FDZ1_MONMO
OG0001764	sp|P0C192|LRC4B_MOUSE	tr|A0A4U1FTQ5|A0A4U1FTQ5_MONMO
OG0001764	sp|Q8C031|LRC4C_MOUSE	tr|A0A4U1F2N6|A0A4U1F2N6_MONMO
OG0001765	sp|A6H8H5|KCNB2_MOUSE	tr|A0A4U1EGQ3|A0A4U1EGQ3_MONMO
OG0001765	sp|Q03717|KCNB1_MOUSE	tr|A0A4U1EN06|A0A4U1EN06_MONMO
OG0001766	tr|Q8CGQ2|Q8CGQ2_MOUSE, tr|B2RUD9|B2RUD9_MOUSE	tr|A0A4U1EIC0|A0A4U1EIC0_MONMO, tr|A0A4U1FS21|A0A4U1FS21_MONMO
OG0001767	sp|Q9Z206|ARHG8_MOUSE	tr|A0A4U1EQB6|A0A4U1EQB6_MONMO
OG0001767	sp|Q91X46|ARHG3_MOUSE	tr|A0A4U1F3Y0|A0A4U1F3Y0_MONMO
OG0001768	sp|Q99JR5|TINAL_MOUSE	tr|A0A4U1F0A3|A0A4U1F0A3_MONMO
OG0001768	tr|Q9WUR0|Q9WUR0_MOUSE	tr|A0A4U1FE09|A0A4U1FE09_MONMO
OG0001769	sp|Q5D525|SYC1L_MOUSE	tr|A0A4U1ES26|A0A4U1ES26_MONMO
OG0001769	sp|Q9D495|SYCE1_MOUSE	tr|A0A4U1FBE6|A0A4U1FBE6_MONMO
OG0001770	sp|Q7TMI3|UHRF2_MOUSE	tr|A0A4U1FJL0|A0A4U1FJL0_MONMO
OG0001770	sp|Q8VDF2|UHRF1_MOUSE	tr|A0A4U1FBZ1|A0A4U1FBZ1_MONMO
OG0001771	sp|Q9DCW4|ETFB_MOUSE	tr|A0A4V5PBP5|A0A4V5PBP5_MONMO, tr|A0A4U1F385|A0A4U1F385_MONMO, tr|A0A4U1ED30|A0A4U1ED30_MONMO
OG0001772	sp|Q60929|MEF2A_MOUSE	tr|A0A4U1F310|A0A4U1F310_MONMO
OG0001772	sp|Q8CFN5|MEF2C_MOUSE	tr|A0A4U1EX57|A0A4U1EX57_MONMO
OG0001773	sp|Q9CWU2|ZDH13_MOUSE	tr|A0A4V5P7T9|A0A4V5P7T9_MONMO
OG0001773	sp|Q80TN5|ZDH17_MOUSE	tr|A0A4U1F584|A0A4U1F584_MONMO
OG0001774	sp|Q2M2N2|SPOPL_MOUSE	tr|A0A4U1FA95|A0A4U1FA95_MONMO
OG0001774	sp|Q6ZWS8|SPOP_MOUSE	tr|A0A4U1FKI3|A0A4U1FKI3_MONMO
OG0001775	sp|Q61062|DVL3_MOUSE	tr|A0A4V5PAX7|A0A4V5PAX7_MONMO
OG0001775	sp|Q60838|DVL2_MOUSE	tr|A0A4U1EZR3|A0A4U1EZR3_MONMO
OG0001776	sp|Q9DBC7|KAP0_MOUSE	tr|A0A4V5PBG9|A0A4V5PBG9_MONMO
OG0001776	sp|P12849|KAP1_MOUSE	tr|A0A4U1EE56|A0A4U1EE56_MONMO
OG0001777	sp|Q61285|ABCD2_MOUSE	tr|A0A4V5P655|A0A4V5P655_MONMO
OG0001777	sp|P48410|ABCD1_MOUSE	tr|A0A4U1EMZ9|A0A4U1EMZ9_MONMO
OG0001778	sp|Q9JKK7|TMOD2_MOUSE	tr|A0A4U1EL65|A0A4U1EL65_MONMO
OG0001778	sp|Q9JHJ0|TMOD3_MOUSE	tr|A0A4U1ELG0|A0A4U1ELG0_MONMO
OG0001779	sp|O35973|PER1_MOUSE	tr|A0A4U1FDY5|A0A4U1FDY5_MONMO
OG0001779	sp|O70361|PER3_MOUSE	tr|A0A4U1FQS6|A0A4U1FQS6_MONMO
OG0001780	sp|Q921M7|CYRIB_MOUSE	tr|A0A4U1EUH1|A0A4U1EUH1_MONMO
OG0001780	sp|Q8BHZ0|CYRIA_MOUSE	tr|A0A4V5P6B3|A0A4V5P6B3_MONMO
OG0001781	sp|Q9QYB5|ADDG_MOUSE	tr|A0A4U1FDF2|A0A4U1FDF2_MONMO
OG0001781	sp|Q9QYB8|ADDB_MOUSE	tr|A0A4U1EKL5|A0A4U1EKL5_MONMO
OG0001782	sp|Q78RX3|SIM12_MOUSE	tr|A0A4V5P6W8|A0A4V5P6W8_MONMO, tr|A0A4V5P984|A0A4V5P984_MONMO, tr|A0A4U1EQM8|A0A4U1EQM8_MONMO
OG0001783	sp|Q69ZF7|CNNM4_MOUSE, sp|Q0GA42|CNNM1_MOUSE, sp|Q3TWN3|CNNM2_MOUSE	tr|A0A4V5PA19|A0A4V5PA19_MONMO
OG0001784	sp|P23492|PNPH_MOUSE, tr|Q9D8C9|Q9D8C9_MOUSE	tr|A0A4U1EMA7|A0A4U1EMA7_MONMO, tr|A0A4V5PAY4|A0A4V5PAY4_MONMO
OG0001785	sp|P46938|YAP1_MOUSE	tr|A0A4U1ETI5|A0A4U1ETI5_MONMO
OG0001785	sp|Q9EPK5|WWTR1_MOUSE	tr|A0A4U1F0W3|A0A4U1F0W3_MONMO
OG0001786	sp|Q64302|T4S1_MOUSE	tr|A0A4U1FGB0|A0A4U1FGB0_MONMO, tr|A0A4U1F0T7|A0A4U1F0T7_MONMO, tr|A0A4U1F0U6|A0A4U1F0U6_MONMO
OG0001787	sp|P20293|TBXT_MOUSE	tr|A0A4U1FMK2|A0A4U1FMK2_MONMO
OG0001787	sp|Q99ME7|TBX19_MOUSE	tr|A0A4U1FD61|A0A4U1FD61_MONMO
OG0001788	sp|Q9D3E6|STAG1_MOUSE	tr|A0A4U1EEN2|A0A4U1EEN2_MONMO
OG0001788	sp|O35638|STAG2_MOUSE	tr|A0A4U1EI15|A0A4U1EI15_MONMO
OG0001789	tr|A0A2I3BPW5|A0A2I3BPW5_MOUSE	tr|A0A4U1EB20|A0A4U1EB20_MONMO, tr|A0A4U1F757|A0A4U1F757_MONMO, tr|A0A4U1ELM7|A0A4U1ELM7_MONMO
OG0001790	sp|Q8C0X2|SL9B1_MOUSE	tr|A0A4U1FAS6|A0A4U1FAS6_MONMO
OG0001790	sp|Q5BKR2|SL9B2_MOUSE	tr|A0A4U1FBJ7|A0A4U1FBJ7_MONMO
OG0001791	sp|P58006|SESN1_MOUSE	tr|A0A4U1FRH5|A0A4U1FRH5_MONMO
OG0001791	sp|Q9CYP7|SESN3_MOUSE	tr|A0A4U1ERT6|A0A4U1ERT6_MONMO
OG0001792	sp|P70335|ROCK1_MOUSE	tr|A0A4U1EP94|A0A4U1EP94_MONMO
OG0001792	sp|P70336|ROCK2_MOUSE	tr|A0A4U1FSE6|A0A4U1FSE6_MONMO
OG0001793	sp|Q9R0S3|MMP17_MOUSE	tr|A0A4V5P5X7|A0A4V5P5X7_MONMO
OG0001793	sp|Q3U435|MMP25_MOUSE	tr|A0A4U1FMN8|A0A4U1FMN8_MONMO
OG0001794	tr|Q80ZX0|Q80ZX0_MOUSE	tr|A0A4U1FI00|A0A4U1FI00_MONMO
OG0001794	sp|Q3U2P1|SC24A_MOUSE	tr|A0A4U1EKD6|A0A4U1EKD6_MONMO
OG0001795	sp|P46097|SYT2_MOUSE	tr|A0A4U1EZE0|A0A4U1EZE0_MONMO
OG0001795	sp|P46096|SYT1_MOUSE	tr|A0A4U1EUT6|A0A4U1EUT6_MONMO
OG0001796	sp|Q6P4T2|U520_MOUSE	tr|A0A4U1F4B4|A0A4U1F4B4_MONMO
OG0001796	sp|E9PZJ8|ASCC3_MOUSE	tr|A0A4U1FC22|A0A4U1FC22_MONMO
OG0001797	sp|P62259|1433E_MOUSE	tr|A0A4U1FCQ8|A0A4U1FCQ8_MONMO, tr|A0A4U1EIH8|A0A4U1EIH8_MONMO, tr|A0A4U1F5Y7|A0A4U1F5Y7_MONMO
OG0001798	tr|F6YQT7|F6YQT7_MOUSE	tr|A0A4U1FDA7|A0A4U1FDA7_MONMO
OG0001798	sp|Q8CIV3|LIPH_MOUSE	tr|A0A4U1EH21|A0A4U1EH21_MONMO
OG0001799	sp|Q8BH65|DEN6A_MOUSE	tr|A0A4U1FWH1|A0A4U1FWH1_MONMO
OG0001799	sp|Q9D9V7|DEN6B_MOUSE	tr|A0A4U1EDT6|A0A4U1EDT6_MONMO
OG0001800	sp|Q8C4V4|FBXL3_MOUSE	tr|A0A4U1EQQ9|A0A4U1EQQ9_MONMO
OG0001800	sp|Q8BFZ4|FXL21_MOUSE	tr|A0A4U1EWE6|A0A4U1EWE6_MONMO
OG0001801	sp|Q8BTG7|NDRG4_MOUSE	tr|A0A4U1F574|A0A4U1F574_MONMO
OG0001801	sp|Q9QYF9|NDRG3_MOUSE	tr|A0A4U1FF20|A0A4U1FF20_MONMO
OG0001802	sp|P07356|ANXA2_MOUSE	tr|A0A4U1FGM8|A0A4U1FGM8_MONMO, tr|A0A4U1EFN7|A0A4U1EFN7_MONMO, tr|A0A4U1F5S8|A0A4U1F5S8_MONMO
OG0001803	sp|P41209|CETN1_MOUSE	tr|A0A4U1EEV7|A0A4U1EEV7_MONMO, tr|A0A4U1EP90|A0A4U1EP90_MONMO, tr|A0A4U1FID5|A0A4U1FID5_MONMO
OG0001804	tr|A2A4E2|A2A4E2_MOUSE, tr|Q9D4F3|Q9D4F3_MOUSE	tr|A0A4U1EBM8|A0A4U1EBM8_MONMO, tr|A0A4U1EPV9|A0A4U1EPV9_MONMO
OG0001805	sp|Q3USB7|PLCL1_MOUSE	tr|A0A4U1FN69|A0A4U1FN69_MONMO
OG0001805	sp|Q8K394|PLCL2_MOUSE	tr|A0A4U1FA45|A0A4U1FA45_MONMO
OG0001806	sp|P21836|ACES_MOUSE	tr|A0A4U1FG01|A0A4U1FG01_MONMO
OG0001806	sp|Q03311|CHLE_MOUSE	tr|A0A4U1FAK6|A0A4U1FAK6_MONMO
OG0001807	sp|O70566|DIAP2_MOUSE, sp|Q9Z207|DIAP3_MOUSE, sp|O08808|DIAP1_MOUSE	tr|A0A4U1FNU1|A0A4U1FNU1_MONMO
OG0001808	sp|Q9QUK0|CDKL2_MOUSE	tr|A0A4U1EWJ1|A0A4U1EWJ1_MONMO
OG0001808	sp|Q8BLF2|CDKL3_MOUSE	tr|A0A4U1EIS9|A0A4U1EIS9_MONMO
OG0001809	sp|P52760|RIDA_MOUSE	tr|A0A4U1FKF0|A0A4U1FKF0_MONMO, tr|A0A4U1EZA0|A0A4U1EZA0_MONMO, tr|A0A4V5P8G4|A0A4V5P8G4_MONMO
OG0001810	sp|Q922G0|S2536_MOUSE	tr|A0A4U1EB23|A0A4U1EB23_MONMO, tr|A0A4U1FER4|A0A4U1FER4_MONMO, tr|A0A4U1EGU7|A0A4U1EGU7_MONMO
OG0001811	sp|Q8BVE8|NSD2_MOUSE	tr|A0A4U1EVY2|A0A4U1EVY2_MONMO
OG0001811	sp|O88491|NSD1_MOUSE	tr|A0A4U1F0G2|A0A4U1F0G2_MONMO
OG0001812	sp|Q91ZZ5|RXFP2_MOUSE	tr|A0A4U1EMR0|A0A4U1EMR0_MONMO
OG0001812	sp|Q6R6I7|RXFP1_MOUSE	tr|A0A4U1FF79|A0A4U1FF79_MONMO
OG0001813	sp|P35454|NEU1_MOUSE	tr|A0A4U1FF92|A0A4U1FF92_MONMO
OG0001813	sp|P35455|NEU2_MOUSE	tr|A0A4U1FFE2|A0A4U1FFE2_MONMO
OG0001814	sp|A6H684|MGT4E_MOUSE, tr|G3XA12|G3XA12_MOUSE, sp|Q9D306|MGT4C_MOUSE	tr|A0A4U1FTH5|A0A4U1FTH5_MONMO
OG0001815	sp|Q62231|SIX1_MOUSE	tr|A0A4U1EW22|A0A4U1EW22_MONMO
OG0001815	sp|Q62232|SIX2_MOUSE	tr|A0A4U1EJZ1|A0A4U1EJZ1_MONMO
OG0001816	sp|P22892|AP1G1_MOUSE	tr|A0A4U1EPR7|A0A4U1EPR7_MONMO
OG0001816	sp|O88512|AP1G2_MOUSE	tr|A0A4U1EPE4|A0A4U1EPE4_MONMO
OG0001817	sp|O54828|RGS9_MOUSE	tr|A0A4U1FH57|A0A4U1FH57_MONMO
OG0001817	sp|Q9Z2H1|RGS11_MOUSE	tr|A0A4U1FN28|A0A4U1FN28_MONMO
OG0001818	sp|Q8VE73|CUL7_MOUSE	tr|A0A4U1FQW5|A0A4U1FQW5_MONMO
OG0001818	sp|Q80TT8|CUL9_MOUSE	tr|A0A4U1FQH3|A0A4U1FQH3_MONMO
OG0001819	sp|Q60823|AKT2_MOUSE, sp|P31750|AKT1_MOUSE, sp|Q9WUA6|AKT3_MOUSE	tr|A0A4V5P8G0|A0A4V5P8G0_MONMO
OG0001820	sp|P0C871|PA24B_MOUSE	tr|A0A4U1EIV6|A0A4U1EIV6_MONMO
OG0001820	sp|Q50L43|PA24D_MOUSE	tr|A0A4U1F8S2|A0A4U1F8S2_MONMO
OG0001821	sp|P27773|PDIA3_MOUSE	tr|A0A4U1FAR8|A0A4U1FAR8_MONMO
OG0001821	sp|Q7TN22|TXD16_MOUSE	tr|A0A4U1EZC6|A0A4U1EZC6_MONMO
OG0001822	sp|Q3UMW7|MAPK3_MOUSE	tr|A0A4U1EJI4|A0A4U1EJI4_MONMO
OG0001822	sp|P49138|MAPK2_MOUSE	tr|A0A4U1FD20|A0A4U1FD20_MONMO
OG0001823	sp|Q6P1J0|MANEL_MOUSE	tr|A0A4U1EYQ5|A0A4U1EYQ5_MONMO
OG0001823	sp|Q6NXH2|MANEA_MOUSE	tr|A0A4U1FD95|A0A4U1FD95_MONMO
OG0001824	tr|G3UY57|G3UY57_MOUSE	tr|A0A4U1ELM4|A0A4U1ELM4_MONMO
OG0001824	sp|Q9WUH5|TRI10_MOUSE	tr|A0A4U1ELN3|A0A4U1ELN3_MONMO
OG0001825	tr|Q5SPH3|Q5SPH3_MOUSE	tr|A0A4U1ENJ5|A0A4U1ENJ5_MONMO
OG0001825	tr|B1ARV3|B1ARV3_MOUSE	tr|A0A4U1ER23|A0A4U1ER23_MONMO
OG0001826	sp|Q9QYK5|H6ST1_MOUSE	tr|A0A4U1F4C3|A0A4U1F4C3_MONMO, tr|A0A4U1FSP5|A0A4U1FSP5_MONMO, tr|A0A4U1EU85|A0A4U1EU85_MONMO
OG0001827	sp|Q8K426|RETNG_MOUSE, sp|Q9EP95|RETNA_MOUSE, sp|Q99P86|RETNB_MOUSE	tr|A0A4U1F5J0|A0A4U1F5J0_MONMO
OG0001828	sp|P70351|EZH1_MOUSE	tr|A0A4U1FHL1|A0A4U1FHL1_MONMO
OG0001828	sp|Q61188|EZH2_MOUSE	tr|A0A4U1FMD5|A0A4U1FMD5_MONMO
OG0001829	sp|Q8JZP3|KLHL2_MOUSE	tr|A0A4V5P922|A0A4V5P922_MONMO
OG0001829	sp|E0CZ16|KLHL3_MOUSE	tr|A0A4U1EKV1|A0A4U1EKV1_MONMO
OG0001830	sp|A2BFL2|ZY11A_MOUSE	tr|A0A4U1FK48|A0A4U1FK48_MONMO, tr|A0A4U1FJ42|A0A4U1FJ42_MONMO, tr|A0A4V5P959|A0A4V5P959_MONMO
OG0001831	sp|O35544|EAA4_MOUSE	tr|A0A4U1EJB8|A0A4U1EJB8_MONMO
OG0001831	sp|P56564|EAA1_MOUSE	tr|A0A4U1FK03|A0A4U1FK03_MONMO
OG0001832	sp|Q8K4P8|HECW1_MOUSE	tr|A0A4U1FCW6|A0A4U1FCW6_MONMO
OG0001832	sp|Q6I6G8|HECW2_MOUSE	tr|A0A4U1FNN4|A0A4U1FNN4_MONMO
OG0001833	sp|P20152|VIME_MOUSE	tr|A0A4U1ENA5|A0A4U1ENA5_MONMO
OG0001833	sp|P31001|DESM_MOUSE	tr|A0A4U1EYZ1|A0A4U1EYZ1_MONMO
OG0001834	sp|Q8BX22|SALL4_MOUSE	tr|A0A4U1EN57|A0A4U1EN57_MONMO, tr|A0A4U1EXU7|A0A4U1EXU7_MONMO, tr|A0A4U1ENN0|A0A4U1ENN0_MONMO
OG0001835	sp|P16563|CRIS2_MOUSE, sp|Q03401|CRIS1_MOUSE, sp|Q03402|CRIS3_MOUSE	tr|A0A4U1FK83|A0A4U1FK83_MONMO
OG0001836	tr|A0A0N4SVQ0|A0A0N4SVQ0_MOUSE, sp|A6H6T1|PRS40_MOUSE, sp|O70169|PRS39_MOUSE	tr|A0A4V5P5X8|A0A4V5P5X8_MONMO
OG0001837	sp|P56480|ATPB_MOUSE	tr|A0A4U1EQS1|A0A4U1EQS1_MONMO, tr|A0A4U1F9V7|A0A4U1F9V7_MONMO, tr|A0A4U1FR28|A0A4U1FR28_MONMO
OG0001838	sp|O70165|FCN1_MOUSE, sp|O70497|FCN2_MOUSE	tr|A0A4U1FNN8|A0A4U1FNN8_MONMO, tr|A0A4U1FNL0|A0A4U1FNL0_MONMO
OG0001839	sp|Q3UHK3|GREB1_MOUSE	tr|A0A4U1FW94|A0A4U1FW94_MONMO
OG0001839	sp|B9EJV3|GRB1L_MOUSE	tr|A0A4U1EWZ6|A0A4U1EWZ6_MONMO
OG0001840	sp|P97364|SPS2_MOUSE	tr|A0A4V5PAC0|A0A4V5PAC0_MONMO
OG0001840	sp|Q8BH69|SPS1_MOUSE	tr|A0A4U1FIG5|A0A4U1FIG5_MONMO
OG0001841	sp|P70392|RGRF2_MOUSE	tr|A0A4U1EU96|A0A4U1EU96_MONMO
OG0001841	sp|P27671|RGRF1_MOUSE	tr|A0A4U1EVI5|A0A4U1EVI5_MONMO
OG0001842	sp|Q80X19|COEA1_MOUSE, sp|Q923P0|COKA1_MOUSE, sp|Q60847|COCA1_MOUSE	tr|A0A4U1FLD6|A0A4U1FLD6_MONMO
OG0001843	sp|Q8VE11|MTMR6_MOUSE	tr|A0A4U1FSA7|A0A4U1FSA7_MONMO, tr|A0A4U1EY40|A0A4U1EY40_MONMO, tr|A0A4U1EBZ7|A0A4U1EBZ7_MONMO
OG0001844	sp|P31725|S10A9_MOUSE	tr|A0A4U1EE35|A0A4U1EE35_MONMO, tr|A0A4U1EED1|A0A4U1EED1_MONMO, tr|A0A4U1EQR1|A0A4U1EQR1_MONMO
OG0001845	sp|P27467|WNT3A_MOUSE	tr|A0A4V5P8T0|A0A4V5P8T0_MONMO
OG0001845	sp|P17553|WNT3_MOUSE	tr|A0A4U1EER7|A0A4U1EER7_MONMO
OG0001846	sp|P30731|GPR83_MOUSE, tr|Q80T54|Q80T54_MOUSE, tr|Q3V3A3|Q3V3A3_MOUSE	tr|A0A4U1FH55|A0A4U1FH55_MONMO
OG0001847	sp|Q8BX02|KANK2_MOUSE	tr|A0A4U1EYC8|A0A4U1EYC8_MONMO
OG0001847	tr|E9Q238|E9Q238_MOUSE	tr|A0A4U1F8X2|A0A4U1F8X2_MONMO
OG0001848	sp|Q69ZN7|MYOF_MOUSE	tr|A0A4V5PBR0|A0A4V5PBR0_MONMO
OG0001848	sp|Q9ESD7|DYSF_MOUSE	tr|A0A4V6WNW3|A0A4V6WNW3_MONMO
OG0001849	tr|A0A087WR34|A0A087WR34_MOUSE, sp|P09602|HMGN2_MOUSE	tr|A0A4V5P5G1|A0A4V5P5G1_MONMO, tr|A0A4U1F4D1|A0A4U1F4D1_MONMO
OG0001850	sp|Q9Z0F3|B2L10_MOUSE	tr|A0A4U1EES4|A0A4U1EES4_MONMO
OG0001850	sp|P80315|TCPD_MOUSE	tr|A0A4U1FJ30|A0A4U1FJ30_MONMO
OG0001851	sp|O88487|DC1I2_MOUSE	tr|A0A4U1F6A8|A0A4U1F6A8_MONMO
OG0001851	sp|O88485|DC1I1_MOUSE	tr|A0A4U1EK82|A0A4U1EK82_MONMO
OG0001852	sp|Q9Z0G9|CLD3_MOUSE	tr|A0A4U1FEE2|A0A4U1FEE2_MONMO
OG0001852	sp|O35054|CLD4_MOUSE	tr|A0A4U1FEY9|A0A4U1FEY9_MONMO
OG0001853	sp|P54615|OSTR_MOUSE, sp|P86546|OSTCN_MOUSE, sp|P86547|OSTC2_MOUSE	tr|A0A4U1EAZ3|A0A4U1EAZ3_MONMO
OG0001854	tr|A0A075B6B9|A0A075B6B9_MOUSE, tr|A0A075B621|A0A075B621_MOUSE, tr|A0A075B6D4|A0A075B6D4_MOUSE	tr|A0A4U1EB87|A0A4U1EB87_MONMO
OG0001855	sp|P97794|KCNJ8_MOUSE	tr|A0A4U1EJE5|A0A4U1EJE5_MONMO
OG0001855	sp|Q61743|KCJ11_MOUSE	tr|A0A4U1FDD4|A0A4U1FDD4_MONMO
OG0001856	sp|Q8BGW2|WBP1L_MOUSE	tr|A0A4U1F7R8|A0A4U1F7R8_MONMO, tr|A0A4U1FG82|A0A4U1FG82_MONMO, tr|A0A4U1F1C6|A0A4U1F1C6_MONMO
OG0001857	tr|Q5RKV8|Q5RKV8_MOUSE	tr|A0A4U1F9B1|A0A4U1F9B1_MONMO
OG0001857	sp|A1L314|MPEG1_MOUSE	tr|A0A4U1FN89|A0A4U1FN89_MONMO
OG0001858	sp|Q91X83|METK1_MOUSE	tr|A0A4U1FK15|A0A4U1FK15_MONMO
OG0001858	sp|Q3THS6|METK2_MOUSE	tr|A0A4U1F9I1|A0A4U1F9I1_MONMO
OG0001859	sp|Q62255|SALL3_MOUSE	tr|A0A4U1FH45|A0A4U1FH45_MONMO
OG0001859	sp|Q9ER74|SALL1_MOUSE	tr|A0A4U1FBB8|A0A4U1FBB8_MONMO
OG0001860	sp|Q60793|KLF4_MOUSE	tr|A0A4U1EZI7|A0A4U1EZI7_MONMO, tr|A0A4V5PAB0|A0A4V5PAB0_MONMO, tr|A0A4U1EZC9|A0A4U1EZC9_MONMO
OG0001861	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A4U1EQR9|A0A4U1EQR9_MONMO
OG0001861	sp|Q61549|AGRE1_MOUSE	tr|A0A4U1EPB2|A0A4U1EPB2_MONMO
OG0001862	sp|P18052|PTPRA_MOUSE	tr|A0A4U1FG66|A0A4U1FG66_MONMO
OG0001862	sp|P49446|PTPRE_MOUSE	tr|A0A4U1FI97|A0A4U1FI97_MONMO
OG0001863	sp|E9Q2M9|WDFY4_MOUSE	tr|A0A4V5P9E0|A0A4V5P9E0_MONMO
OG0001863	sp|Q6VNB8|WDFY3_MOUSE	tr|A0A4U1FEM3|A0A4U1FEM3_MONMO
OG0001864	sp|Q8K212|PACS1_MOUSE	tr|A0A4V5P7V4|A0A4V5P7V4_MONMO
OG0001864	sp|Q3V3Q7|PACS2_MOUSE	tr|A0A4U1F0B4|A0A4U1F0B4_MONMO
OG0001865	sp|P50295|ARY2_MOUSE, sp|P50294|ARY1_MOUSE, sp|P50296|ARY3_MOUSE	tr|A0A4U1ECQ1|A0A4U1ECQ1_MONMO
OG0001866	sp|Q80Z64|NANOG_MOUSE	tr|A0A4V5P8S9|A0A4V5P8S9_MONMO, tr|A0A4U1FPH2|A0A4U1FPH2_MONMO, tr|A0A4U1F6V4|A0A4U1F6V4_MONMO
OG0001867	sp|P50396|GDIA_MOUSE	tr|A0A4U1ED00|A0A4U1ED00_MONMO
OG0001867	sp|Q61598|GDIB_MOUSE	tr|A0A4U1EGZ0|A0A4U1EGZ0_MONMO
OG0001868	sp|Q05BC3|EMAL1_MOUSE	tr|A0A4U1FLD9|A0A4U1FLD9_MONMO
OG0001868	sp|Q7TNG5|EMAL2_MOUSE	tr|A0A4U1FV24|A0A4U1FV24_MONMO
OG0001869	tr|A0A075B662|A0A075B662_MOUSE, sp|P01849|TCA_MOUSE	tr|A0A4U1ESM1|A0A4U1ESM1_MONMO, tr|A0A4V5PAG8|A0A4V5PAG8_MONMO
OG0001870	sp|Q61288|ACVL1_MOUSE	tr|A0A4V5PC37|A0A4V5PC37_MONMO
OG0001870	sp|P37172|ACVR1_MOUSE	tr|A0A4U1EQ78|A0A4U1EQ78_MONMO
OG0001871	sp|O70228|ATP9A_MOUSE	tr|A0A4U1EYX2|A0A4U1EYX2_MONMO
OG0001871	sp|P98195|ATP9B_MOUSE	tr|A0A4V5PA97|A0A4V5PA97_MONMO
OG0001872	sp|Q9WVL5|MORC1_MOUSE, sp|Q8C5W4|MOR2B_MOUSE, sp|Q69ZX6|MOR2A_MOUSE	tr|A0A4U1F5U6|A0A4U1F5U6_MONMO
OG0001873	sp|Q80W04|TMCC2_MOUSE	tr|A0A4U1FD60|A0A4U1FD60_MONMO
