Orthogroup	Mus_musculus	Colobus_angolensis_palliatus
OG0000016	tr|Q8R254|Q8R254_MOUSE, tr|A0A087WRV1|A0A087WRV1_MOUSE, tr|Q8R284|Q8R284_MOUSE, tr|Q8R290|Q8R290_MOUSE, tr|L7N1Z3|L7N1Z3_MOUSE, tr|F8VQ63|F8VQ63_MOUSE, tr|Q8K3N7|Q8K3N7_MOUSE, tr|Q8R293|Q8R293_MOUSE, tr|Q8R289|Q8R289_MOUSE, tr|K7N608|K7N608_MOUSE, tr|A0A2I3BPG7|A0A2I3BPG7_MOUSE, tr|Q8R287|Q8R287_MOUSE, tr|E9PY60|E9PY60_MOUSE, tr|E9Q373|E9Q373_MOUSE, tr|Q8R285|Q8R285_MOUSE, tr|A2AMT7|A2AMT7_MOUSE, tr|A2AMT6|A2AMT6_MOUSE, tr|A0A5F8MPF7|A0A5F8MPF7_MOUSE, tr|L7N213|L7N213_MOUSE, tr|E9Q235|E9Q235_MOUSE, tr|Q8R256|Q8R256_MOUSE, tr|Q8VIB8|Q8VIB8_MOUSE, tr|Q8R255|Q8R255_MOUSE	tr|A0A2K5HAN2|A0A2K5HAN2_COLAP
OG0000017	tr|Q8VF62|Q8VF62_MOUSE, tr|Q7TRE4|Q7TRE4_MOUSE, tr|Q7TRE5|Q7TRE5_MOUSE, tr|Q7TRE6|Q7TRE6_MOUSE, sp|Q60882|OL145_MOUSE, tr|Q7TRB9|Q7TRB9_MOUSE, tr|Q7TRC7|Q7TRC7_MOUSE, tr|A0A140T8K0|A0A140T8K0_MOUSE, tr|Q8VG76|Q8VG76_MOUSE, tr|A0A1L1SSS5|A0A1L1SSS5_MOUSE, tr|Q7TRC0|Q7TRC0_MOUSE, tr|E9PW59|E9PW59_MOUSE, tr|E9Q413|E9Q413_MOUSE, tr|E9Q716|E9Q716_MOUSE, tr|K7N5P3|K7N5P3_MOUSE, tr|Q8VG53|Q8VG53_MOUSE, tr|Q7TRC3|Q7TRC3_MOUSE, tr|E9Q6Z7|E9Q6Z7_MOUSE, tr|Q7TRC9|Q7TRC9_MOUSE, tr|L7N1X5|L7N1X5_MOUSE, sp|Q60886|OL147_MOUSE, tr|E9PVZ7|E9PVZ7_MOUSE, tr|Q9EQA9|Q9EQA9_MOUSE, tr|K7N678|K7N678_MOUSE, tr|Q9EQB2|Q9EQB2_MOUSE, sp|P34985|OL143_MOUSE, tr|L7N210|L7N210_MOUSE, tr|A0A1L1SRZ8|A0A1L1SRZ8_MOUSE, tr|Q7TRD6|Q7TRD6_MOUSE, tr|L7N1Z5|L7N1Z5_MOUSE, tr|E9Q891|E9Q891_MOUSE, tr|E9PV37|E9PV37_MOUSE, tr|E9Q843|E9Q843_MOUSE, tr|B2RVX8|B2RVX8_MOUSE, tr|Q8VG50|Q8VG50_MOUSE, tr|Q9EQA5|Q9EQA5_MOUSE, tr|Q9EQA6|Q9EQA6_MOUSE, tr|Q7TRD9|Q7TRD9_MOUSE, tr|L7N1Y6|L7N1Y6_MOUSE, tr|Q8VG90|Q8VG90_MOUSE, tr|Q7TRD1|Q7TRD1_MOUSE, tr|Q8VF63|Q8VF63_MOUSE, tr|Q8VF64|Q8VF64_MOUSE, tr|Q7TRE0|Q7TRE0_MOUSE, tr|Q7TRE1|Q7TRE1_MOUSE	tr|A0A2K5H762|A0A2K5H762_COLAP
OG0000020	tr|Q8R2Q3|Q8R2Q3_MOUSE	tr|A0A2K5JTM5|A0A2K5JTM5_COLAP
OG0000020	sp|Q6P9Y7|ZFP82_MOUSE	tr|A0A2K5I7C2|A0A2K5I7C2_COLAP
OG0000020	sp|Q60585|ZFP30_MOUSE	tr|A0A2K5JD06|A0A2K5JD06_COLAP
OG0000020	sp|P10755|ZFP14_MOUSE	tr|A0A2K5J0I1|A0A2K5J0I1_COLAP, tr|A0A2K5H8F2|A0A2K5H8F2_COLAP, tr|A0A2K5J6C5|A0A2K5J6C5_COLAP, tr|A0A2K5ITR6|A0A2K5ITR6_COLAP, tr|A0A2K5JL98|A0A2K5JL98_COLAP, tr|A0A2K5IEK9|A0A2K5IEK9_COLAP
OG0000020	tr|Q5U406|Q5U406_MOUSE	tr|A0A2K5IND0|A0A2K5IND0_COLAP, tr|A0A2K5JVJ9|A0A2K5JVJ9_COLAP, tr|A0A2K5JMX5|A0A2K5JMX5_COLAP, tr|A0A2K5HZU1|A0A2K5HZU1_COLAP, tr|A0A2K5JJH8|A0A2K5JJH8_COLAP, tr|A0A2K5J562|A0A2K5J562_COLAP, tr|A0A2K5I929|A0A2K5I929_COLAP, tr|A0A2K5K1N8|A0A2K5K1N8_COLAP, tr|A0A2K5JXJ9|A0A2K5JXJ9_COLAP, tr|A0A2K5KA41|A0A2K5KA41_COLAP, tr|A0A2K5IWC4|A0A2K5IWC4_COLAP, tr|A0A2K5IQK2|A0A2K5IQK2_COLAP, tr|A0A2K5JC29|A0A2K5JC29_COLAP, tr|A0A2K5JJY7|A0A2K5JJY7_COLAP, tr|A0A2K5I2B6|A0A2K5I2B6_COLAP
OG0000020	tr|A0A1B0GSS6|A0A1B0GSS6_MOUSE	tr|A0A2K5JG93|A0A2K5JG93_COLAP
OG0000020	tr|Q8VCI1|Q8VCI1_MOUSE	tr|A0A2K5JD48|A0A2K5JD48_COLAP
OG0000020	tr|A0A087WRR7|A0A087WRR7_MOUSE	tr|A0A2K5HGF3|A0A2K5HGF3_COLAP, tr|A0A2K5JGX8|A0A2K5JGX8_COLAP
OG0000021	sp|P17533|DFA29_MOUSE, tr|Q5ERJ0|Q5ERJ0_MOUSE, tr|Q9D848|Q9D848_MOUSE, tr|D3YX03|D3YX03_MOUSE, sp|P17534|DFAR2_MOUSE, sp|P50715|DFA31_MOUSE, sp|Q64263|DAR10_MOUSE, sp|P50716|DAR12_MOUSE, tr|Q5ERI8|Q5ERI8_MOUSE, sp|Q8C1N8|DFA22_MOUSE, sp|Q8C1P2|DFA21_MOUSE, sp|P28311|DEFA4_MOUSE, sp|Q45VN2|DFA20_MOUSE, tr|D3YX02|D3YX02_MOUSE, tr|E9QLQ1|E9QLQ1_MOUSE, tr|K9J724|K9J724_MOUSE, sp|P28312|DEFA5_MOUSE, tr|D3Z0J0|D3Z0J0_MOUSE, sp|P50708|DFA10_MOUSE, sp|P28310|DEFA3_MOUSE, tr|L7N231|L7N231_MOUSE, sp|Q3L180|DFA26_MOUSE, sp|Q5G865|DFA24_MOUSE, tr|E9QPZ2|E9QPZ2_MOUSE, sp|P50704|DEFA6_MOUSE, sp|P50714|DFA16_MOUSE, sp|P11477|DEFA1_MOUSE, sp|P50709|DFA11_MOUSE, sp|P50712|DFA14_MOUSE, sp|Q64016|DFA17_MOUSE, sp|P50706|DEFA8_MOUSE, sp|P28309|DEFA2_MOUSE, tr|F2Z403|F2Z403_MOUSE, tr|D3Z1V9|D3Z1V9_MOUSE, sp|Q5G864|DFA25_MOUSE, sp|Q5G866|DFA23_MOUSE, sp|P50705|DEFA7_MOUSE, sp|P50711|DFA13_MOUSE, sp|P50713|DFA15_MOUSE, sp|P50707|DEFA9_MOUSE	tr|A0A2K5K499|A0A2K5K499_COLAP
OG0000025	tr|E9Q1L8|E9Q1L8_MOUSE	tr|A0A2K5I3E1|A0A2K5I3E1_COLAP, tr|A0A2K5JQG2|A0A2K5JQG2_COLAP, tr|A0A2K5IDX5|A0A2K5IDX5_COLAP, tr|A0A2K5HS36|A0A2K5HS36_COLAP, tr|A0A2K5IBE0|A0A2K5IBE0_COLAP, tr|A0A2K5HNM1|A0A2K5HNM1_COLAP, tr|A0A2K5HDU0|A0A2K5HDU0_COLAP, tr|A0A2K5HYJ3|A0A2K5HYJ3_COLAP, tr|A0A2K5H6W5|A0A2K5H6W5_COLAP, tr|A0A2K5HCC4|A0A2K5HCC4_COLAP, tr|A0A2K5HZL5|A0A2K5HZL5_COLAP, tr|A0A2K5JSX9|A0A2K5JSX9_COLAP, tr|A0A2K5JQJ7|A0A2K5JQJ7_COLAP, tr|A0A2K5IKY4|A0A2K5IKY4_COLAP, tr|A0A2K5JPW3|A0A2K5JPW3_COLAP, tr|A0A2K5HFQ7|A0A2K5HFQ7_COLAP, tr|A0A2K5J5F4|A0A2K5J5F4_COLAP, tr|A0A2K5I1Y6|A0A2K5I1Y6_COLAP, tr|A0A2K5HMT4|A0A2K5HMT4_COLAP, tr|A0A2K5H7X3|A0A2K5H7X3_COLAP, tr|A0A2K5HAI2|A0A2K5HAI2_COLAP, tr|A0A2K5HDQ0|A0A2K5HDQ0_COLAP, tr|A0A2K5K6G3|A0A2K5K6G3_COLAP, tr|A0A2K5JDX3|A0A2K5JDX3_COLAP, tr|A0A2K5HC02|A0A2K5HC02_COLAP, tr|A0A2K5I4D2|A0A2K5I4D2_COLAP, tr|A0A2K5J5I3|A0A2K5J5I3_COLAP, tr|A0A2K5K6J4|A0A2K5K6J4_COLAP, tr|A0A2K5IED4|A0A2K5IED4_COLAP, tr|A0A2K5HIU1|A0A2K5HIU1_COLAP, tr|A0A2K5JH41|A0A2K5JH41_COLAP, tr|A0A2K5JW61|A0A2K5JW61_COLAP, tr|A0A2K5H944|A0A2K5H944_COLAP, tr|A0A2K5HIU7|A0A2K5HIU7_COLAP, tr|A0A2K5HZG0|A0A2K5HZG0_COLAP, tr|A0A2K5IJ89|A0A2K5IJ89_COLAP
OG0000026	tr|Q91XX7|Q91XX7_MOUSE	tr|A0A2K5JFN2|A0A2K5JFN2_COLAP
OG0000026	tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q91XY7|Q91XY7_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, sp|Q91XY4|PCDG4_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y09|Q91Y09_MOUSE	tr|A0A2K5HRD4|A0A2K5HRD4_COLAP
OG0000027	sp|Q8VFX2|O1444_MOUSE, tr|Q8VF74|Q8VF74_MOUSE, tr|Q8VF75|Q8VF75_MOUSE, tr|Q8VF73|Q8VF73_MOUSE, tr|Q7TS13|Q7TS13_MOUSE, tr|Q8VF60|Q8VF60_MOUSE, tr|Q8VFQ5|Q8VFQ5_MOUSE, tr|Q7TQQ7|Q7TQQ7_MOUSE, tr|Q8VEU6|Q8VEU6_MOUSE, tr|A0A140LIR8|A0A140LIR8_MOUSE, tr|Q8VFQ6|Q8VFQ6_MOUSE, tr|Q7TQQ9|Q7TQQ9_MOUSE, tr|Q8VEV6|Q8VEV6_MOUSE, tr|F6QVZ8|F6QVZ8_MOUSE, tr|Q7TQQ8|Q7TQQ8_MOUSE, tr|Q8VEV8|Q8VEV8_MOUSE, tr|Q8VF19|Q8VF19_MOUSE, tr|Q8VFW9|Q8VFW9_MOUSE, tr|Q8VFX1|Q8VFX1_MOUSE, tr|Q8VFX5|Q8VFX5_MOUSE, tr|Q0VEV7|Q0VEV7_MOUSE, tr|Q8VFW8|Q8VFW8_MOUSE, tr|Q7TQR2|Q7TQR2_MOUSE, tr|Q8VFK3|Q8VFK3_MOUSE, tr|Q8VFW5|Q8VFW5_MOUSE, tr|Q8VFW1|Q8VFW1_MOUSE, tr|Q8VFX3|Q8VFX3_MOUSE, tr|Q8VFX4|Q8VFX4_MOUSE, tr|A0A1L1SSD5|A0A1L1SSD5_MOUSE, tr|Q8VFX0|Q8VFX0_MOUSE, tr|Q8VFW2|Q8VFW2_MOUSE, tr|Q8VFV9|Q8VFV9_MOUSE, tr|Q8VFW3|Q8VFW3_MOUSE, tr|Q7TQR3|Q7TQR3_MOUSE, tr|Q8VFW4|Q8VFW4_MOUSE, tr|Q8VEV7|Q8VEV7_MOUSE	tr|A0A2K5JUH8|A0A2K5JUH8_COLAP
OG0000038	sp|Q6IME9|K2C72_MOUSE	tr|A0A2K5JAY1|A0A2K5JAY1_COLAP
OG0000038	sp|Q9R0H5|K2C71_MOUSE	tr|A0A2K5I9R9|A0A2K5I9R9_COLAP
OG0000038	sp|Q6NXH9|K2C73_MOUSE	tr|A0A2K5J4H0|A0A2K5J4H0_COLAP
OG0000038	sp|Q6IFZ9|K2C74_MOUSE	tr|A0A2K5IKN7|A0A2K5IKN7_COLAP
OG0000038	sp|Q3TTY5|K22E_MOUSE	tr|A0A2K5K4C8|A0A2K5K4C8_COLAP
OG0000038	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A2K5JBW5|A0A2K5JBW5_COLAP, tr|A0A2K5JPH1|A0A2K5JPH1_COLAP
OG0000038	sp|Q3UV17|K22O_MOUSE	tr|A0A2K5IBT7|A0A2K5IBT7_COLAP, tr|A0A2K5HS00|A0A2K5HS00_COLAP
OG0000038	sp|Q9DCV7|K2C7_MOUSE	tr|A0A2K5JR92|A0A2K5JR92_COLAP, tr|A0A2K5IVH9|A0A2K5IVH9_COLAP, tr|A0A2K5I572|A0A2K5I572_COLAP, tr|A0A2K5JLV4|A0A2K5JLV4_COLAP, tr|A0A2K5ITF7|A0A2K5ITF7_COLAP, tr|A0A2K5IIV8|A0A2K5IIV8_COLAP, tr|A0A2K5I5E5|A0A2K5I5E5_COLAP
OG0000038	sp|Q8VED5|K2C79_MOUSE	tr|A0A2K5IXQ8|A0A2K5IXQ8_COLAP, tr|A0A2K5HAW1|A0A2K5HAW1_COLAP, tr|A0A2K5J5J8|A0A2K5J5J8_COLAP
OG0000041	sp|Q80YP6|ZIK1_MOUSE	tr|A0A2K5ILU0|A0A2K5ILU0_COLAP, tr|A0A2K5HQI3|A0A2K5HQI3_COLAP, tr|A0A2K5KAB3|A0A2K5KAB3_COLAP, tr|A0A2K5H9Y9|A0A2K5H9Y9_COLAP, tr|A0A2K5K3Z8|A0A2K5K3Z8_COLAP, tr|A0A2K5J2G9|A0A2K5J2G9_COLAP, tr|A0A2K5IBZ5|A0A2K5IBZ5_COLAP, tr|A0A2K5K1B1|A0A2K5K1B1_COLAP, tr|A0A2K5IS10|A0A2K5IS10_COLAP, tr|A0A2K5JZ97|A0A2K5JZ97_COLAP, tr|A0A2K5IVR1|A0A2K5IVR1_COLAP, tr|A0A2K5K6R6|A0A2K5K6R6_COLAP, tr|A0A2K5J225|A0A2K5J225_COLAP, tr|A0A2K5JUB0|A0A2K5JUB0_COLAP, tr|A0A2K5HWK4|A0A2K5HWK4_COLAP, tr|A0A2K5I228|A0A2K5I228_COLAP, tr|A0A2K5I5Z7|A0A2K5I5Z7_COLAP, tr|A0A2K5HQX8|A0A2K5HQX8_COLAP, tr|A0A2K5JE66|A0A2K5JE66_COLAP, tr|A0A2K5HAC5|A0A2K5HAC5_COLAP, tr|A0A2K5KBB4|A0A2K5KBB4_COLAP, tr|A0A2K5I093|A0A2K5I093_COLAP, tr|A0A2K5HNA0|A0A2K5HNA0_COLAP, tr|A0A2K5K9P1|A0A2K5K9P1_COLAP, tr|A0A2K5K8V5|A0A2K5K8V5_COLAP, tr|A0A2K5HB68|A0A2K5HB68_COLAP
OG0000043	tr|Q7TRN0|Q7TRN0_MOUSE, tr|Q920G5|Q920G5_MOUSE, tr|Q7TRM9|Q7TRM9_MOUSE, tr|E9PVJ7|E9PVJ7_MOUSE, tr|K7N727|K7N727_MOUSE, tr|Q8VFE2|Q8VFE2_MOUSE, tr|A0A140T8J7|A0A140T8J7_MOUSE, tr|Q7TQW3|Q7TQW3_MOUSE, tr|A2AHM8|A2AHM8_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE, tr|A2AT85|A2AT85_MOUSE, tr|Q8VGT9|Q8VGT9_MOUSE, tr|A2ATA0|A2ATA0_MOUSE, tr|A2AT86|A2AT86_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE	tr|A0A2K5HS58|A0A2K5HS58_COLAP
OG0000044	tr|Q8BIN6|Q8BIN6_MOUSE, sp|Q6P5C7|ZN728_MOUSE, tr|L7N1X4|L7N1X4_MOUSE, tr|Q7M6X3|Q7M6X3_MOUSE, tr|Q4QQP3|Q4QQP3_MOUSE, tr|B8JJX8|B8JJX8_MOUSE, tr|Q91W94|Q91W94_MOUSE, tr|Q80VN4|Q80VN4_MOUSE, tr|Q8K2A4|Q8K2A4_MOUSE, tr|Q7TPL6|Q7TPL6_MOUSE, tr|E9PXJ4|E9PXJ4_MOUSE, tr|E9PX85|E9PX85_MOUSE	tr|A0A2K5HET5|A0A2K5HET5_COLAP, tr|A0A2K5JK87|A0A2K5JK87_COLAP, tr|A0A2K5J2W8|A0A2K5J2W8_COLAP, tr|A0A2K5K077|A0A2K5K077_COLAP, tr|A0A2K5JUL9|A0A2K5JUL9_COLAP, tr|A0A2K5JPC7|A0A2K5JPC7_COLAP, tr|A0A2K5HQR0|A0A2K5HQR0_COLAP, tr|A0A2K5IFL4|A0A2K5IFL4_COLAP, tr|A0A2K5I7V1|A0A2K5I7V1_COLAP, tr|A0A2K5J5P6|A0A2K5J5P6_COLAP, tr|A0A2K5J641|A0A2K5J641_COLAP, tr|A0A2K5HZY9|A0A2K5HZY9_COLAP, tr|A0A2K5JA86|A0A2K5JA86_COLAP
OG0000045	tr|Q8VGE1|Q8VGE1_MOUSE	tr|A0A2K5JWM7|A0A2K5JWM7_COLAP
OG0000045	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|A0A2K5IPD4|A0A2K5IPD4_COLAP
OG0000045	sp|Q62007|OLF16_MOUSE	tr|A0A2K5J936|A0A2K5J936_COLAP
OG0000045	tr|E9Q8X1|E9Q8X1_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|E9Q0Y7|E9Q0Y7_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|Q8VF55|Q8VF55_MOUSE, tr|Q7TQS2|Q7TQS2_MOUSE, tr|A0A140LHU2|A0A140LHU2_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE, tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE, tr|Q8VF20|Q8VF20_MOUSE, tr|E9Q848|E9Q848_MOUSE	tr|A0A2K5IY02|A0A2K5IY02_COLAP
OG0000049	tr|E9Q1J0|E9Q1J0_MOUSE	tr|A0A2K5JRJ1|A0A2K5JRJ1_COLAP, tr|A0A2K5ISG1|A0A2K5ISG1_COLAP
OG0000049	tr|Q8C0Q5|Q8C0Q5_MOUSE	tr|A0A2K5J737|A0A2K5J737_COLAP
OG0000049	sp|Q8C6P8|ZFP57_MOUSE	tr|A0A2K5JTQ9|A0A2K5JTQ9_COLAP, tr|A0A2K5JIS7|A0A2K5JIS7_COLAP, tr|A0A2K5IIF0|A0A2K5IIF0_COLAP, tr|A0A2K5IZ20|A0A2K5IZ20_COLAP, tr|A0A2K5HIU6|A0A2K5HIU6_COLAP, tr|A0A2K5HYE9|A0A2K5HYE9_COLAP, tr|A0A2K5IFD5|A0A2K5IFD5_COLAP, tr|A0A2K5I2A2|A0A2K5I2A2_COLAP, tr|A0A2K5HPT9|A0A2K5HPT9_COLAP, tr|A0A2K5J7F6|A0A2K5J7F6_COLAP, tr|A0A2K5JDD3|A0A2K5JDD3_COLAP, tr|A0A2K5K9E3|A0A2K5K9E3_COLAP, tr|A0A2K5HXU9|A0A2K5HXU9_COLAP, tr|A0A2K5J159|A0A2K5J159_COLAP, tr|A0A2K5IU05|A0A2K5IU05_COLAP, tr|A0A2K5I4Y7|A0A2K5I4Y7_COLAP, tr|A0A2K5KFT4|A0A2K5KFT4_COLAP
OG0000050	tr|Q8VG49|Q8VG49_MOUSE, tr|E9Q725|E9Q725_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|A2ASV3|A2ASV3_MOUSE, tr|Q9EP55|Q9EP55_MOUSE, tr|Q920Z2|Q920Z2_MOUSE, tr|Q9EPG6|Q9EPG6_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|K7N662|K7N662_MOUSE	tr|A0A2K5K3L5|A0A2K5K3L5_COLAP
OG0000052	sp|P18528|HVM57_MOUSE, sp|P18527|HVM56_MOUSE, tr|A0A075B5R1|A0A075B5R1_MOUSE	tr|A0A2K5IIN8|A0A2K5IIN8_COLAP, tr|A0A2K5JIL4|A0A2K5JIL4_COLAP, tr|A0A2K5I722|A0A2K5I722_COLAP, tr|A0A2K5IJH7|A0A2K5IJH7_COLAP, tr|A0A2K5JIN0|A0A2K5JIN0_COLAP, tr|A0A2K5H7A1|A0A2K5H7A1_COLAP, tr|A0A2K5JIU6|A0A2K5JIU6_COLAP, tr|A0A2K5H8Z9|A0A2K5H8Z9_COLAP, tr|A0A2K5KC55|A0A2K5KC55_COLAP, tr|A0A2K5KEV6|A0A2K5KEV6_COLAP, tr|A0A2K5IB35|A0A2K5IB35_COLAP, tr|A0A2K5KAA1|A0A2K5KAA1_COLAP, tr|A0A2K5JHH3|A0A2K5JHH3_COLAP, tr|A0A2K5HA51|A0A2K5HA51_COLAP, tr|A0A2K5JHY8|A0A2K5JHY8_COLAP, tr|A0A2K5JIA9|A0A2K5JIA9_COLAP, tr|A0A2K5HMA4|A0A2K5HMA4_COLAP, tr|A0A2K5JIB2|A0A2K5JIB2_COLAP, tr|A0A2K5HPU1|A0A2K5HPU1_COLAP
OG0000053	sp|P17742|PPIA_MOUSE	tr|A0A2K5IDI6|A0A2K5IDI6_COLAP, tr|A0A2K5I0M4|A0A2K5I0M4_COLAP, tr|A0A2K5JI65|A0A2K5JI65_COLAP, tr|A0A2K5HFH1|A0A2K5HFH1_COLAP, tr|A0A2K5HNK5|A0A2K5HNK5_COLAP, tr|A0A2K5H8F1|A0A2K5H8F1_COLAP, tr|A0A2K5HPT5|A0A2K5HPT5_COLAP, tr|A0A2K5JKN2|A0A2K5JKN2_COLAP, tr|A0A2K5H9P4|A0A2K5H9P4_COLAP, tr|A0A2K5HIR8|A0A2K5HIR8_COLAP, tr|A0A2K5IRF1|A0A2K5IRF1_COLAP, tr|A0A2K5H9A3|A0A2K5H9A3_COLAP, tr|A0A2K5HDF8|A0A2K5HDF8_COLAP, tr|A0A2K5I8P6|A0A2K5I8P6_COLAP, tr|A0A2K5HB45|A0A2K5HB45_COLAP, tr|A0A2K5HMG0|A0A2K5HMG0_COLAP, tr|A0A2K5HBM3|A0A2K5HBM3_COLAP, tr|A0A2K5HGA6|A0A2K5HGA6_COLAP, tr|A0A2K5HCJ5|A0A2K5HCJ5_COLAP, tr|A0A2K5HHH1|A0A2K5HHH1_COLAP, tr|A0A2K5HEI4|A0A2K5HEI4_COLAP
OG0000054	tr|Q5NCD0|Q5NCD0_MOUSE, tr|Q8VFP0|Q8VFP0_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VFE3|Q8VFE3_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A2K5IK83|A0A2K5IK83_COLAP
OG0000059	sp|Q0VAW7|ZN112_MOUSE	tr|A0A2K5HFR2|A0A2K5HFR2_COLAP
OG0000059	tr|Q923D1|Q923D1_MOUSE	tr|A0A2K5IKP7|A0A2K5IKP7_COLAP, tr|A0A2K5I6Q0|A0A2K5I6Q0_COLAP, tr|A0A2K5HP88|A0A2K5HP88_COLAP, tr|A0A2K5JK16|A0A2K5JK16_COLAP, tr|A0A2K5JAC2|A0A2K5JAC2_COLAP, tr|A0A2K5K300|A0A2K5K300_COLAP, tr|A0A2K5I520|A0A2K5I520_COLAP, tr|A0A2K5IT79|A0A2K5IT79_COLAP, tr|A0A2K5JNJ4|A0A2K5JNJ4_COLAP, tr|A0A2K5IWU1|A0A2K5IWU1_COLAP, tr|A0A2K5JBA2|A0A2K5JBA2_COLAP, tr|A0A2K5HN31|A0A2K5HN31_COLAP, tr|A0A2K5J7N2|A0A2K5J7N2_COLAP, tr|A0A2K5HSE9|A0A2K5HSE9_COLAP, tr|A0A2K5IS49|A0A2K5IS49_COLAP, tr|A0A2K5JKK6|A0A2K5JKK6_COLAP, tr|A0A2K5HVY4|A0A2K5HVY4_COLAP
OG0000060	sp|P16125|LDHB_MOUSE	tr|A0A2K5HX68|A0A2K5HX68_COLAP, tr|A0A2K5K4J5|A0A2K5K4J5_COLAP
OG0000060	sp|P00342|LDHC_MOUSE	tr|A0A2K5JR57|A0A2K5JR57_COLAP
