Orthogroup	Mus_musculus	Rattus_norvegicus
OG0000074	tr|B9EHI3|B9EHI3_MOUSE	tr|A0A8I5ZY49|A0A8I5ZY49_RAT, tr|F1M6I2|F1M6I2_RAT, tr|F1M6I1|F1M6I1_RAT, tr|D3ZRJ5|D3ZRJ5_RAT, tr|E9PTA9|E9PTA9_RAT, tr|A0A0G2K665|A0A0G2K665_RAT, tr|A0A8I6AIQ0|A0A8I6AIQ0_RAT, tr|A0A8I6GKX2|A0A8I6GKX2_RAT, tr|D3Z8H5|D3Z8H5_RAT, tr|D4AA19|D4AA19_RAT
OG0000075	sp|P25444|RS2_MOUSE	sp|P27952|RS2_RAT, tr|A0A0G2K8H4|A0A0G2K8H4_RAT, tr|Q6P9V0|Q6P9V0_RAT, tr|A0A8I6A7W0|A0A8I6A7W0_RAT, tr|A0A0U1RVI9|A0A0U1RVI9_RAT, tr|D3ZIY7|D3ZIY7_RAT, tr|A0A8J8XHT4|A0A8J8XHT4_RAT, tr|D3ZAS1|D3ZAS1_RAT, tr|A0A8I5ZR18|A0A8I5ZR18_RAT, tr|A0A8I6ADQ7|A0A8I6ADQ7_RAT, tr|A0A8I6A3D4|A0A8I6A3D4_RAT, tr|D3ZT78|D3ZT78_RAT, tr|A0A8I5ZSA5|A0A8I5ZSA5_RAT, tr|D3ZQW7|D3ZQW7_RAT
OG0000078	sp|Q7TS48|OL180_MOUSE, tr|E9Q9T3|E9Q9T3_MOUSE	tr|M0R9V0|M0R9V0_RAT
OG0000078	tr|A0A140T8K4|A0A140T8K4_MOUSE	tr|D4AAE1|D4AAE1_RAT, tr|A0A8I5ZU28|A0A8I5ZU28_RAT
OG0000078	tr|E9Q7W1|E9Q7W1_MOUSE	tr|A0A0G2JUT2|A0A0G2JUT2_RAT, tr|A0A8I6AM27|A0A8I6AM27_RAT
OG0000078	tr|E9Q8F6|E9Q8F6_MOUSE, tr|E9QAT7|E9QAT7_MOUSE	tr|M0R917|M0R917_RAT
OG0000079	tr|A0A075B5S2|A0A075B5S2_MOUSE, sp|P01795|HVM26_MOUSE, sp|P01791|HVM22_MOUSE, sp|P01788|HVM19_MOUSE, sp|P01787|HVM18_MOUSE, sp|P01792|HVM23_MOUSE, sp|P01790|HVM21_MOUSE, sp|P01789|HVM20_MOUSE, sp|P01793|HVM24_MOUSE, sp|P01794|HVM25_MOUSE, tr|A0A0A6YVQ4|A0A0A6YVQ4_MOUSE, sp|P01786|HVM17_MOUSE, sp|P84751|HVM63_MOUSE	tr|F1M0U4|F1M0U4_RAT
OG0000081	sp|P17183|ENOG_MOUSE	sp|P07323|ENOG_RAT
OG0000081	sp|P21550|ENOB_MOUSE	sp|P15429|ENOB_RAT
OG0000081	sp|P17182|ENOA_MOUSE	tr|A0A8I6GJ97|A0A8I6GJ97_RAT, tr|A0A8I6ASH7|A0A8I6ASH7_RAT, tr|F1M9V3|F1M9V3_RAT, tr|A0A8I5YC61|A0A8I5YC61_RAT, sp|P04764|ENOA_RAT, tr|M0R5J4|M0R5J4_RAT, tr|A0A8I6AB47|A0A8I6AB47_RAT, tr|A0A8I6A1D6|A0A8I6A1D6_RAT, tr|A0A8I5ZWR5|A0A8I5ZWR5_RAT
OG0000085	tr|G3UWE2|G3UWE2_MOUSE	tr|D4A2T4|D4A2T4_RAT
OG0000085	sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE	tr|F7F0H6|F7F0H6_RAT
OG0000085	sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE	tr|F1LVT9|F1LVT9_RAT
OG0000087	sp|P49945|FRIL2_MOUSE	tr|F1M5T1|F1M5T1_RAT, tr|F1M8C2|F1M8C2_RAT, tr|D4ADM5|D4ADM5_RAT, tr|M0R5T8|M0R5T8_RAT, tr|M0RCS3|M0RCS3_RAT, tr|D4A879|D4A879_RAT, tr|A0A8L2QVZ0|A0A8L2QVZ0_RAT, tr|M0R6L9|M0R6L9_RAT, sp|P02793|FRIL1_RAT, tr|A0A8I5ZY31|A0A8I5ZY31_RAT, tr|M0R597|M0R597_RAT, tr|A0A8I6GIG4|A0A8I6GIG4_RAT
OG0000089	tr|Q8VFH3|Q8VFH3_MOUSE, tr|Q8VFH7|Q8VFH7_MOUSE	tr|M0R5S1|M0R5S1_RAT, tr|D3ZEF0|D3ZEF0_RAT, tr|A0A8I6AH14|A0A8I6AH14_RAT
OG0000089	tr|Q8VGC2|Q8VGC2_MOUSE	tr|D3ZZ74|D3ZZ74_RAT
OG0000089	tr|F6VS78|F6VS78_MOUSE, tr|Q8VGC5|Q8VGC5_MOUSE	tr|M0RDS4|M0RDS4_RAT
OG0000089	tr|Q8VFH6|Q8VFH6_MOUSE	tr|D3ZQX7|D3ZQX7_RAT, tr|M0RD91|M0RD91_RAT
OG0000091	tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|B1AY40|B1AY40_MOUSE	tr|F1M0F5|F1M0F5_RAT
OG0000092	tr|A0A1B0GSA0|A0A1B0GSA0_MOUSE, sp|Q62220|KRA54_MOUSE, tr|A0A1B0GRL1|A0A1B0GRL1_MOUSE, tr|A0A1B0GSA9|A0A1B0GSA9_MOUSE, sp|Q9D5Z7|KRA52_MOUSE, tr|A4IF42|A4IF42_MOUSE, tr|A0A1B0GSH7|A0A1B0GSH7_MOUSE, tr|A0A1B0GR10|A0A1B0GR10_MOUSE, sp|Q2TA51|KRA55_MOUSE, tr|A0A1B0GRJ4|A0A1B0GRJ4_MOUSE, tr|A0A1B0GT06|A0A1B0GT06_MOUSE, tr|A0A1B0GS71|A0A1B0GS71_MOUSE	tr|F1LXZ0|F1LXZ0_RAT
OG0000093	tr|A0A140T8P2|A0A140T8P2_MOUSE, tr|A0A075B5N2|A0A075B5N2_MOUSE, sp|P01634|KV5A2_MOUSE, sp|P01632|KV1A1_MOUSE, tr|A0A140T8N9|A0A140T8N9_MOUSE, tr|A0A140T8N7|A0A140T8N7_MOUSE, sp|P01633|KV5A1_MOUSE, tr|A0A140T8P1|A0A140T8P1_MOUSE, tr|A0A140T8N5|A0A140T8N5_MOUSE, tr|A0A140T8M5|A0A140T8M5_MOUSE, sp|P84750|KVM5_MOUSE, tr|A0A075B5N7|A0A075B5N7_MOUSE	tr|F1M3Y4|F1M3Y4_RAT
OG0000096	tr|Q8R261|Q8R261_MOUSE, tr|Q8R262|Q8R262_MOUSE, tr|Q8R264|Q8R264_MOUSE, tr|Q8K4C9|Q8K4C9_MOUSE, tr|Q8R263|Q8R263_MOUSE, tr|J3JS27|J3JS27_MOUSE, tr|Q5SVD6|Q5SVD6_MOUSE, tr|Q8R258|Q8R258_MOUSE, tr|I7HIK1|I7HIK1_MOUSE, tr|Q5SSA0|Q5SSA0_MOUSE, tr|Q8R259|Q8R259_MOUSE	tr|A0A8I5ZSR1|A0A8I5ZSR1_RAT
OG0000100	sp|P63017|HSP7C_MOUSE	tr|A0A8I6AQL9|A0A8I6AQL9_RAT
OG0000100	sp|P16627|HS71L_MOUSE	sp|P55063|HS71L_RAT
OG0000100	sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE	sp|P0DMW1|HS71B_RAT, sp|P0DMW0|HS71A_RAT
OG0000100	sp|P17156|HSP72_MOUSE	sp|P14659|HSP72_RAT
OG0000101	sp|P02463|CO4A1_MOUSE	tr|F1MA59|F1MA59_RAT
OG0000101	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A0G2K601|A0A0G2K601_RAT
OG0000101	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A0G2K742|A0A0G2K742_RAT
OG0000101	sp|P08122|CO4A2_MOUSE	tr|F1M6Q3|F1M6Q3_RAT
OG0000101	sp|Q9QZS0|CO4A3_MOUSE	tr|F1LRJ1|F1LRJ1_RAT
OG0000101	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A8I5ZZ86|A0A8I5ZZ86_RAT
OG0000102	tr|G3X9Y6|G3X9Y6_MOUSE	tr|D3ZEL2|D3ZEL2_RAT
OG0000102	tr|Q91WT7|Q91WT7_MOUSE	sp|P23457|DIDH_RAT
OG0000102	tr|Q3UXL1|Q3UXL1_MOUSE, sp|Q8K023|AKC1H_MOUSE	sp|P51652|AKC1H_RAT
OG0000102	sp|Q91WR5|AK1CL_MOUSE	sp|Q6AYQ2|AK1CL_RAT
OG0000102	sp|P70694|DHB5_MOUSE, tr|Q8VC77|Q8VC77_MOUSE	tr|Q3MHS3|Q3MHS3_RAT
OG0000103	tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE	tr|A0A8I5ZLJ1|A0A8I5ZLJ1_RAT, tr|F1M5J8|F1M5J8_RAT, tr|A0A8I6G8Z3|A0A8I6G8Z3_RAT
OG0000104	sp|O09127|EPHA8_MOUSE	sp|P29321|EPHA8_RAT
OG0000104	sp|Q60629|EPHA5_MOUSE	sp|P54757|EPHA5_RAT
OG0000104	sp|P29319|EPHA3_MOUSE	sp|O08680|EPHA3_RAT
OG0000104	sp|Q62413|EPHA6_MOUSE	sp|P54758|EPHA6_RAT
OG0000104	sp|Q03137|EPHA4_MOUSE	tr|D3ZZK3|D3ZZK3_RAT
OG0000104	sp|Q61772|EPHA7_MOUSE	sp|P54759|EPHA7_RAT
OG0000105	tr|Q924D1|Q924D1_MOUSE	sp|P51590|CP2J3_RAT
OG0000105	sp|O54749|CP2J5_MOUSE, sp|O54750|CP2J6_MOUSE	sp|Q9QXF7|CP2J4_RAT
OG0000105	tr|G3UXT0|G3UXT0_MOUSE, tr|Q3UNV2|Q3UNV2_MOUSE, tr|G3UZ38|G3UZ38_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE	tr|A0A0G2JTQ9|A0A0G2JTQ9_RAT
OG0000105	tr|Q3UNV4|Q3UNV4_MOUSE	tr|A0A8I6A3R1|A0A8I6A3R1_RAT
OG0000106	sp|P63158|HMGB1_MOUSE	tr|A0A8I6GKR4|A0A8I6GKR4_RAT, sp|P63159|HMGB1_RAT, tr|A0A8I5Y7D7|A0A8I5Y7D7_RAT, tr|A0A8I6GBU6|A0A8I6GBU6_RAT, tr|A0A0G2K6P4|A0A0G2K6P4_RAT, tr|A0A8I6A2H1|A0A8I6A2H1_RAT, tr|D3ZC69|D3ZC69_RAT, tr|D3ZIU9|D3ZIU9_RAT, tr|D3ZGW6|D3ZGW6_RAT, tr|D3ZLG3|D3ZLG3_RAT, tr|A0A8I6GJ73|A0A8I6GJ73_RAT
OG0000107	tr|A2BI02|A2BI02_MOUSE, tr|A2BI72|A2BI72_MOUSE, tr|Q62012|Q62012_MOUSE, tr|A2ADW8|A2ADW8_MOUSE, tr|B1B0X0|B1B0X0_MOUSE, tr|B1B0X6|B1B0X6_MOUSE, tr|E9QA14|E9QA14_MOUSE, tr|B1AZM2|B1AZM2_MOUSE, tr|A2AJU2|A2AJU2_MOUSE, tr|B1AV09|B1AV09_MOUSE, tr|B1AVZ5|B1AVZ5_MOUSE	tr|A0A8I6AP28|A0A8I6AP28_RAT
OG0000108	sp|Q6PIC6|AT1A3_MOUSE	sp|P06687|AT1A3_RAT
OG0000108	sp|Q8VDN2|AT1A1_MOUSE	sp|P06685|AT1A1_RAT
OG0000108	sp|Q6PIE5|AT1A2_MOUSE	sp|P06686|AT1A2_RAT
OG0000108	sp|Q9Z1W8|AT12A_MOUSE	sp|P54708|AT12A_RAT
OG0000108	sp|Q64436|ATP4A_MOUSE	sp|P09626|ATP4A_RAT
OG0000108	sp|Q9WV27|AT1A4_MOUSE	sp|Q64541|AT1A4_RAT
OG0000109	tr|Q8VF78|Q8VF78_MOUSE	tr|A0A8I5Y6A5|A0A8I5Y6A5_RAT
OG0000109	sp|Q60895|OL150_MOUSE	tr|A0A8I6ANR3|A0A8I6ANR3_RAT, tr|A0A0G2JW89|A0A0G2JW89_RAT
OG0000109	tr|Q7TRA7|Q7TRA7_MOUSE	tr|A0A0G2JVT9|A0A0G2JVT9_RAT, tr|A0A8I5XW99|A0A8I5XW99_RAT, tr|M0R759|M0R759_RAT, tr|A0A0G2K1Z4|A0A0G2K1Z4_RAT, tr|A0A0G2JYP5|A0A0G2JYP5_RAT, tr|A0A8I5ZQC7|A0A8I5ZQC7_RAT
OG0000110	sp|P03975|IGEB_MOUSE	tr|A0A8I6AIS9|A0A8I6AIS9_RAT, tr|A0A0G2JWI6|A0A0G2JWI6_RAT, tr|A0A8I6A9B9|A0A8I6A9B9_RAT, tr|A0A8I5ZKX6|A0A8I5ZKX6_RAT, tr|Q7TQ73|Q7TQ73_RAT, tr|A0A8I5ZSC7|A0A8I5ZSC7_RAT, tr|A0A8I5ZRK1|A0A8I5ZRK1_RAT, tr|A0A8I5ZP49|A0A8I5ZP49_RAT, tr|A0A8I6ALS3|A0A8I6ALS3_RAT, tr|A0A8I6GC53|A0A8I6GC53_RAT, tr|A0A8I5YBN6|A0A8I5YBN6_RAT
OG0000111	sp|P07901|HS90A_MOUSE	sp|P82995|HS90A_RAT
OG0000111	sp|P11499|HS90B_MOUSE	tr|A0A8I5ZUJ0|A0A8I5ZUJ0_RAT, tr|A0A8I6AUX1|A0A8I6AUX1_RAT, tr|A0A8I5ZYL8|A0A8I5ZYL8_RAT, tr|A0A8I5ZQP6|A0A8I5ZQP6_RAT, tr|A0A8I5ZRJ6|A0A8I5ZRJ6_RAT, sp|P34058|HS90B_RAT, tr|A0A8I5ZRY7|A0A8I5ZRY7_RAT, tr|A0A8I5ZYT7|A0A8I5ZYT7_RAT, tr|A0A8I6GLF3|A0A8I6GLF3_RAT
OG0000116	sp|Q8BG05|ROA3_MOUSE	sp|Q6URK4|ROA3_RAT
OG0000116	sp|P49312|ROA1_MOUSE	tr|A0A8I6G9V6|A0A8I6G9V6_RAT, tr|E9PSU5|E9PSU5_RAT, tr|F1M6C7|F1M6C7_RAT, tr|D4A6A2|D4A6A2_RAT, tr|A0A8I6A4C1|A0A8I6A4C1_RAT, tr|F1M2S4|F1M2S4_RAT, tr|A0A8I6GJN1|A0A8I6GJN1_RAT, sp|P04256|ROA1_RAT
OG0000118	tr|Q8R2A8|Q8R2A8_MOUSE	tr|Q5J3M0|Q5J3M0_RAT
OG0000118	tr|A2RTT5|A2RTT5_MOUSE	tr|Q5J3L9|Q5J3L9_RAT
OG0000118	tr|Q8R2A5|Q8R2A5_MOUSE	tr|A0A8I5ZKZ3|A0A8I5ZKZ3_RAT, tr|A0A8I6ALY0|A0A8I6ALY0_RAT
OG0000118	tr|A0A3B2W3R4|A0A3B2W3R4_MOUSE, tr|Q8R2A7|Q8R2A7_MOUSE	tr|Q5J3K6|Q5J3K6_RAT
OG0000119	tr|A0A075B5J7|A0A075B5J7_MOUSE	tr|A0A8I6G5W0|A0A8I6G5W0_RAT, tr|A0A8I6AMS5|A0A8I6AMS5_RAT, tr|A0A8I5ZTT6|A0A8I5ZTT6_RAT, tr|A0A8J8XVH8|A0A8J8XVH8_RAT, tr|A0A8I6A0Y4|A0A8I6A0Y4_RAT, tr|D3ZHM9|D3ZHM9_RAT, tr|A0A8I5ZSF8|A0A8I5ZSF8_RAT, tr|A0A8J8XVI1|A0A8J8XVI1_RAT, tr|A0A8I6A9G4|A0A8I6A9G4_RAT, tr|A0A8I6AW41|A0A8I6AW41_RAT
OG0000122	tr|Q8VFQ5|Q8VFQ5_MOUSE	tr|A0A8I6A0I9|A0A8I6A0I9_RAT
OG0000122	tr|Q7TQQ8|Q7TQQ8_MOUSE, tr|F6QVZ8|F6QVZ8_MOUSE, tr|Q8VEV6|Q8VEV6_MOUSE, tr|Q7TQQ9|Q7TQQ9_MOUSE, tr|Q7TQQ7|Q7TQQ7_MOUSE, tr|Q8VEU6|Q8VEU6_MOUSE, tr|A0A140LIR8|A0A140LIR8_MOUSE, tr|Q8VFQ6|Q8VFQ6_MOUSE	tr|A0A0G2K3R9|A0A0G2K3R9_RAT
OG0000123	tr|Q8VGU3|Q8VGU3_MOUSE	tr|G3V9E6|G3V9E6_RAT
OG0000123	sp|Q60894|OLF12_MOUSE	tr|A0A8I5ZUV6|A0A8I5ZUV6_RAT
OG0000123	tr|Q8VFC4|Q8VFC4_MOUSE	tr|D4A438|D4A438_RAT
OG0000123	tr|Q8VET3|Q8VET3_MOUSE, tr|E9PYK6|E9PYK6_MOUSE	tr|D3ZYQ1|D3ZYQ1_RAT, tr|A0A8I6AK52|A0A8I6AK52_RAT
OG0000124	tr|A2A752|A2A752_MOUSE	tr|M0R631|M0R631_RAT
OG0000124	sp|Q8BM81|AD4F1_MOUSE	tr|D3ZBA8|D3ZBA8_RAT
OG0000124	tr|B1AVU5|B1AVU5_MOUSE	tr|D3ZTU9|D3ZTU9_RAT
OG0000124	tr|B1AVU6|B1AVU6_MOUSE, tr|B1ASB3|B1ASB3_MOUSE, tr|B1AVU7|B1AVU7_MOUSE	tr|A0A8I5XWI7|A0A8I5XWI7_RAT, tr|D4A340|D4A340_RAT
OG0000125	tr|Q8VFN8|Q8VFN8_MOUSE	tr|D3ZEF1|D3ZEF1_RAT
OG0000125	tr|Q7TS03|Q7TS03_MOUSE	tr|D3ZG67|D3ZG67_RAT
OG0000125	tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS06|Q7TS06_MOUSE	tr|D4AAQ5|D4AAQ5_RAT, tr|D3ZBD9|D3ZBD9_RAT, tr|A0A0G2JWT8|A0A0G2JWT8_RAT
OG0000126	tr|A0A286YDE9|A0A286YDE9_MOUSE, tr|Q3UPR8|Q3UPR8_MOUSE, tr|Q3V185|Q3V185_MOUSE, tr|Q3UT11|Q3UT11_MOUSE, tr|O70517|O70517_MOUSE, tr|J3QK00|J3QK00_MOUSE, tr|O70616|O70616_MOUSE, tr|O70518|O70518_MOUSE, tr|J3KMS6|J3KMS6_MOUSE, tr|O70619|O70619_MOUSE	tr|A0A0G2JXV0|A0A0G2JXV0_RAT
OG0000128	tr|Q7TRI4|Q7TRI4_MOUSE	tr|A0A8I5Y731|A0A8I5Y731_RAT
OG0000128	tr|Q7TRI1|Q7TRI1_MOUSE	tr|A0A8I6AMX2|A0A8I6AMX2_RAT
OG0000128	tr|A0A0N4SVC3|A0A0N4SVC3_MOUSE, tr|Q8VFI3|Q8VFI3_MOUSE	tr|A0A8I6AIB4|A0A8I6AIB4_RAT, tr|A0A0G2JW42|A0A0G2JW42_RAT
OG0000128	tr|Q7TRI3|Q7TRI3_MOUSE	tr|A0A8I6A137|A0A8I6A137_RAT
OG0000129	tr|Q7TS20|Q7TS20_MOUSE	tr|A0A8I6AGS9|A0A8I6AGS9_RAT, tr|A0A8I5Y7T3|A0A8I5Y7T3_RAT
OG0000129	tr|Q8VG38|Q8VG38_MOUSE, tr|A2AVB8|A2AVB8_MOUSE	tr|D3Z7Y3|D3Z7Y3_RAT, tr|A0A8I6A3X3|A0A8I6A3X3_RAT, tr|D3Z9F3|D3Z9F3_RAT
OG0000129	tr|A2AT96|A2AT96_MOUSE	tr|A0A8I6A1I5|A0A8I6A1I5_RAT, tr|D3ZQW9|D3ZQW9_RAT
OG0000130	tr|Q8C5R8|Q8C5R8_MOUSE	tr|M0RBK1|M0RBK1_RAT
OG0000130	sp|Q9CS42|PRPS2_MOUSE	sp|P09330|PRPS2_RAT, tr|A0A8L2Q1L2|A0A8L2Q1L2_RAT
OG0000130	tr|G3UXL2|G3UXL2_MOUSE	tr|A0A8L2R3X1|A0A8L2R3X1_RAT
OG0000130	sp|Q9D7G0|PRPS1_MOUSE	tr|A0A0G2JSV3|A0A0G2JSV3_RAT
OG0000131	sp|Q8BFZ6|IDI2_MOUSE	tr|A0A8I6AD97|A0A8I6AD97_RAT, tr|A0A0G2JYZ4|A0A0G2JYZ4_RAT, tr|A0A8I6G2W8|A0A8I6G2W8_RAT, tr|D4AEN4|D4AEN4_RAT
OG0000131	sp|P58044|IDI1_MOUSE	tr|D3ZVY0|D3ZVY0_RAT, tr|M0RBU2|M0RBU2_RAT, tr|A0A8I6A8A3|A0A8I6A8A3_RAT, tr|A0A8I6G9G8|A0A8I6G9G8_RAT, sp|O35760|IDI1_RAT
OG0000132	sp|Q8C0V7|SMKW_MOUSE	tr|A0A8I6A8U4|A0A8I6A8U4_RAT, tr|A0A8I5ZS27|A0A8I5ZS27_RAT, tr|A0A8I5ZUX6|A0A8I5ZUX6_RAT, tr|A0A0G2JZW9|A0A0G2JZW9_RAT, tr|A0A8I6A1U5|A0A8I6A1U5_RAT, tr|A0A0G2K6V9|A0A0G2K6V9_RAT, tr|A0A8I5ZT61|A0A8I5ZT61_RAT, tr|A0A8I6A165|A0A8I6A165_RAT, tr|M0R777|M0R777_RAT, tr|A0A0G2K578|A0A0G2K578_RAT
OG0000133	sp|Q8VFB9|OL183_MOUSE	tr|A0A8I6GK90|A0A8I6GK90_RAT, tr|A0A8I6B5F8|A0A8I6B5F8_RAT, tr|A0A8I6AT02|A0A8I6AT02_RAT, tr|A0A8I6AUG0|A0A8I6AUG0_RAT, tr|A0A8I6GLG4|A0A8I6GLG4_RAT, tr|A0A0G2KB34|A0A0G2KB34_RAT, tr|A0A8I5Y5W5|A0A8I5Y5W5_RAT, tr|A0A8I6GM71|A0A8I6GM71_RAT, tr|A0A0G2K9X4|A0A0G2K9X4_RAT, tr|D4AAE0|D4AAE0_RAT
OG0000138	tr|B1AUV4|B1AUV4_MOUSE, tr|L7MTS5|L7MTS5_MOUSE, tr|B1AUV7|B1AUV7_MOUSE, tr|Q8CE24|Q8CE24_MOUSE, tr|A2ASJ0|A2ASJ0_MOUSE, tr|B1ARV5|B1ARV5_MOUSE, tr|A2ASI9|A2ASI9_MOUSE, tr|Q66JY9|Q66JY9_MOUSE, tr|Q4FZF9|Q4FZF9_MOUSE	tr|F1M1R3|F1M1R3_RAT
OG0000140	sp|P28481|CO2A1_MOUSE	sp|P05539|CO2A1_RAT
OG0000140	sp|Q3U962|CO5A2_MOUSE	tr|F1LQ00|F1LQ00_RAT
OG0000140	sp|P08121|CO3A1_MOUSE	sp|P13941|CO3A1_RAT
OG0000140	sp|Q01149|CO1A2_MOUSE	sp|P02466|CO1A2_RAT
OG0000140	sp|P11087|CO1A1_MOUSE	sp|P02454|CO1A1_RAT
OG0000143	sp|A7XUX6|SKIT2_MOUSE	tr|D3ZBR5|D3ZBR5_RAT
OG0000143	sp|A7TZE6|SKIT1_MOUSE	tr|B2ZEZ3|B2ZEZ3_RAT
OG0000143	sp|A7XUY5|SKIT5_MOUSE, sp|A7XUZ6|SKIT6_MOUSE	tr|A0A8I6AL13|A0A8I6AL13_RAT, tr|A0A8I5ZUR7|A0A8I5ZUR7_RAT
OG0000145	tr|A0A1L1SSZ5|A0A1L1SSZ5_MOUSE, tr|Q7TQZ2|Q7TQZ2_MOUSE, tr|Q8VGM3|Q8VGM3_MOUSE, tr|A2AT78|A2AT78_MOUSE, tr|Q8VG59|Q8VG59_MOUSE, tr|Q8VG73|Q8VG73_MOUSE, tr|Q8VF91|Q8VF91_MOUSE, tr|A0A1L1SQJ6|A0A1L1SQJ6_MOUSE, tr|Q8VFB1|Q8VFB1_MOUSE	tr|A0A8I5ZTY0|A0A8I5ZTY0_RAT
OG0000146	sp|Q8VG44|OL473_MOUSE	tr|A0A8I5ZSY6|A0A8I5ZSY6_RAT
OG0000146	sp|Q8VGI6|OL477_MOUSE, sp|Q8VGI4|OL476_MOUSE	tr|D3ZST0|D3ZST0_RAT
OG0000146	sp|Q8VG06|OL491_MOUSE	tr|F1LX44|F1LX44_RAT
OG0000146	sp|Q8VG43|OL472_MOUSE	tr|A0A8I6A1T3|A0A8I6A1T3_RAT
OG0000147	tr|F6XP16|F6XP16_MOUSE	tr|A0A8I6A196|A0A8I6A196_RAT, tr|A0A8I6AFC9|A0A8I6AFC9_RAT, tr|A0A8I6GAB1|A0A8I6GAB1_RAT, tr|A0A8I6AAJ8|A0A8I6AAJ8_RAT
OG0000147	tr|Q7TR16|Q7TR16_MOUSE	tr|D3ZRP2|D3ZRP2_RAT
OG0000147	tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE	tr|A0A8I5ZJD8|A0A8I5ZJD8_RAT, tr|A0A8I6AE40|A0A8I6AE40_RAT
OG0000148	tr|Q7TQY6|Q7TQY6_MOUSE, tr|Q7TQY2|Q7TQY2_MOUSE, tr|Q7TQY5|Q7TQY5_MOUSE	tr|A0A8I5Y6W0|A0A8I5Y6W0_RAT, tr|A0A8I6A6U1|A0A8I6A6U1_RAT
OG0000148	tr|Q8VGG8|Q8VGG8_MOUSE	tr|A0A8I6ACL0|A0A8I6ACL0_RAT
OG0000148	tr|Q7TQY4|Q7TQY4_MOUSE, tr|Q7TQY1|Q7TQY1_MOUSE	tr|A0A8I6APZ4|A0A8I6APZ4_RAT
OG0000149	sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE9|H2A1P_MOUSE	tr|G3V9C0|G3V9C0_RAT
OG0000151	tr|J3QJV4|J3QJV4_MOUSE	tr|M0R5F7|M0R5F7_RAT, tr|D4A3Q1|D4A3Q1_RAT
OG0000151	tr|J3QMD1|J3QMD1_MOUSE, tr|A0A1W2P860|A0A1W2P860_MOUSE	tr|D3ZUP1|D3ZUP1_RAT, tr|M0R935|M0R935_RAT, tr|A0A8I6APD8|A0A8I6APD8_RAT, tr|A0A8I6AEN4|A0A8I6AEN4_RAT, tr|D3ZNY7|D3ZNY7_RAT
OG0000152	sp|P01806|HVM36_MOUSE, tr|A0A075B5R5|A0A075B5R5_MOUSE, tr|A0A0A6YXC7|A0A0A6YXC7_MOUSE, sp|P01811|HVM41_MOUSE, sp|P01812|HVM42_MOUSE, sp|P01807|HVM37_MOUSE, sp|P01810|HVM40_MOUSE, sp|P01809|HVM39_MOUSE, sp|P01808|HVM38_MOUSE	tr|A0A8I6ALW9|A0A8I6ALW9_RAT
OG0000153	sp|Q63880|EST3A_MOUSE, sp|Q8VCU1|EST3B_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q8QZR3|EST2A_MOUSE, sp|Q8BK48|EST2E_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, tr|E9PV38|E9PV38_MOUSE	tr|A0A8I5ZPR6|A0A8I5ZPR6_RAT
OG0000154	sp|P29341|PABP1_MOUSE	sp|Q9EPH8|PABP1_RAT
OG0000154	tr|Q62029|Q62029_MOUSE	tr|D4A233|D4A233_RAT
