Orthogroup	Mus_musculus	Tupaia_chinensis
OG0001385	sp|O35326|SRSF5_MOUSE, sp|Q3TWW8|SRSF6_MOUSE, sp|Q8VE97|SRSF4_MOUSE	tr|L8XZT6|L8XZT6_TUPCH
OG0001386	sp|P62309|RUXG_MOUSE	tr|L9JWF7|L9JWF7_TUPCH
OG0001386	sp|Q9CQQ8|LSM7_MOUSE	tr|L9LD86|L9LD86_TUPCH
OG0001387	sp|Q9Z0E8|S22A5_MOUSE, sp|Q9WTN6|S22AL_MOUSE, sp|Q9Z306|S22A4_MOUSE	tr|L8Y8P2|L8Y8P2_TUPCH
OG0001388	sp|D3Z5S8|TET5A_MOUSE, tr|B1ATX6|B1ATX6_MOUSE, sp|Q5SSF7|TET5C_MOUSE	tr|L8YHZ5|L8YHZ5_TUPCH
OG0001389	sp|Q9Z2H2|RGS6_MOUSE	tr|L8Y499|L8Y499_TUPCH
OG0001389	sp|O54829|RGS7_MOUSE	tr|L9L7Q1|L9L7Q1_TUPCH
OG0001390	sp|P17742|PPIA_MOUSE	tr|L9L987|L9L987_TUPCH, tr|L9KNT8|L9KNT8_TUPCH, tr|L9JRA7|L9JRA7_TUPCH
OG0001391	sp|P30731|GPR83_MOUSE, tr|Q3V3A3|Q3V3A3_MOUSE, tr|Q80T54|Q80T54_MOUSE	tr|L8YBC5|L8YBC5_TUPCH
OG0001392	sp|Q8BUH7|RNF26_MOUSE, tr|E9PVG0|E9PVG0_MOUSE, sp|Q8BMJ7|CGRF1_MOUSE	tr|L9KKG9|L9KKG9_TUPCH
OG0001393	sp|Q8CHP8|PGP_MOUSE	tr|L9KXZ1|L9KXZ1_TUPCH
OG0001393	sp|P60487|PLPP_MOUSE	tr|L9KNF6|L9KNF6_TUPCH
OG0001394	sp|Q8VE73|CUL7_MOUSE	tr|L9KTL8|L9KTL8_TUPCH
OG0001394	sp|Q80TT8|CUL9_MOUSE	tr|L9KU90|L9KU90_TUPCH
OG0001395	sp|A2AUU0|METL8_MOUSE, sp|Q8BMK1|METL2_MOUSE, sp|Q8BVH9|METL6_MOUSE	tr|L9L9B3|L9L9B3_TUPCH
OG0001396	sp|Q69ZK0|PREX1_MOUSE	tr|L9JGT0|L9JGT0_TUPCH
OG0001396	sp|Q3LAC4|PREX2_MOUSE	tr|L9KPP3|L9KPP3_TUPCH
OG0001397	sp|Q6DYE8|ENPP3_MOUSE	tr|L9L3U2|L9L3U2_TUPCH
OG0001397	sp|P06802|ENPP1_MOUSE	tr|L9L2Y1|L9L2Y1_TUPCH
OG0001400	sp|Q8CDP0|CBPC3_MOUSE	tr|L9L166|L9L166_TUPCH
OG0001400	sp|Q8CDK2|CBPC2_MOUSE	tr|L9JIC5|L9JIC5_TUPCH
OG0001401	sp|Q99LU0|CH1B1_MOUSE, sp|Q9CQD4|CH1B2_MOUSE, sp|Q921W0|CHM1A_MOUSE	tr|L9KK46|L9KK46_TUPCH
OG0001402	sp|A3KFX0|5NT1A_MOUSE	tr|L9JGQ2|L9JGQ2_TUPCH
OG0001402	sp|Q91YE9|5NT1B_MOUSE	tr|L9LAU6|L9LAU6_TUPCH
OG0001404	sp|Q9DBB1|DUS6_MOUSE, tr|Q7TNL7|Q7TNL7_MOUSE, sp|Q91Z46|DUS7_MOUSE	tr|L9KK37|L9KK37_TUPCH
OG0001405	sp|Q62280|SSXT_MOUSE, sp|Q8BW22|CREST_MOUSE, sp|Q9D174|S18L2_MOUSE	tr|L8Y8B6|L8Y8B6_TUPCH
OG0001406	sp|D3YZG8|MTD2L_MOUSE	tr|L9L748|L9L748_TUPCH, tr|L9JNU4|L9JNU4_TUPCH, tr|L9LC04|L9LC04_TUPCH
OG0001407	sp|P27038|AVR2A_MOUSE	tr|L9LCA6|L9LCA6_TUPCH
OG0001407	sp|P27040|AVR2B_MOUSE	tr|L8Y666|L8Y666_TUPCH
OG0001408	sp|Q02650|PAX5_MOUSE	tr|L9L470|L9L470_TUPCH
OG0001408	sp|P32114|PAX2_MOUSE	tr|L9JFK0|L9JFK0_TUPCH
OG0001409	sp|Q61880|DMC1_MOUSE	tr|L9K780|L9K780_TUPCH
OG0001409	sp|Q08297|RAD51_MOUSE	tr|L9JC43|L9JC43_TUPCH
OG0001410	sp|Q4VA53|PDS5B_MOUSE	tr|L9JCQ6|L9JCQ6_TUPCH
OG0001410	sp|Q6A026|PDS5A_MOUSE	tr|L8Y5V8|L8Y5V8_TUPCH
OG0001411	sp|Q8R3B1|PLCD1_MOUSE, sp|Q8K2J0|PLCD3_MOUSE, sp|Q8K4D7|PLCZ1_MOUSE	tr|L8Y6E3|L8Y6E3_TUPCH
OG0001413	tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE	tr|L9KPY4|L9KPY4_TUPCH, tr|L9JI41|L9JI41_TUPCH
OG0001414	sp|Q91YL7|PG2IP_MOUSE	tr|L9LAE7|L9LAE7_TUPCH
OG0001414	sp|P50615|BTG3_MOUSE	tr|L8YAC8|L8YAC8_TUPCH
OG0001415	sp|P55012|S12A2_MOUSE	tr|L9JJ78|L9JJ78_TUPCH
OG0001415	sp|P55014|S12A1_MOUSE	tr|L9KN35|L9KN35_TUPCH
OG0001416	sp|P59267|ZDHC2_MOUSE, sp|Q8BGJ0|ZDH15_MOUSE, sp|Q5Y5T1|ZDH20_MOUSE	tr|L9JAH3|L9JAH3_TUPCH
OG0001417	sp|A2A5E6|Z385C_MOUSE	tr|L9KHA8|L9KHA8_TUPCH, tr|L9KLV9|L9KLV9_TUPCH, tr|L9JX71|L9JX71_TUPCH
OG0001418	sp|Q8BGZ1|HPCL4_MOUSE	tr|L9JCZ3|L9JCZ3_TUPCH
OG0001418	sp|P62761|VISL1_MOUSE	tr|L9LAA7|L9LAA7_TUPCH
OG0001419	sp|Q9JJ57|KCIP1_MOUSE, sp|Q9QXT8|CSEN_MOUSE, sp|Q6PHZ8|KCIP4_MOUSE	tr|L9KTT7|L9KTT7_TUPCH
OG0001420	tr|E9Q046|E9Q046_MOUSE, tr|Q80W76|Q80W76_MOUSE, tr|E9PYJ0|E9PYJ0_MOUSE	tr|L9L285|L9L285_TUPCH
OG0001421	sp|E9Q3T6|PRD14_MOUSE, sp|A2AJ77|PRD12_MOUSE, sp|Q3UZD5|PRDM6_MOUSE	tr|L8Y9Q6|L8Y9Q6_TUPCH
OG0001422	sp|E9PUQ8|DGKD_MOUSE, sp|D3YXJ0|DGKH_MOUSE, tr|F6UUZ3|F6UUZ3_MOUSE	tr|L8Y091|L8Y091_TUPCH
OG0001423	sp|Q921Y4|MFSD5_MOUSE	tr|L8Y7Y3|L8Y7Y3_TUPCH
OG0001423	sp|Q6NZQ6|ZN740_MOUSE	tr|L9KJQ2|L9KJQ2_TUPCH
OG0001424	tr|Q8C6B0|Q8C6B0_MOUSE, tr|G3X9G9|G3X9G9_MOUSE, tr|Q5I0W6|Q5I0W6_MOUSE	tr|L8Y3I9|L8Y3I9_TUPCH
OG0001425	sp|Q9CPX6|ATG3_MOUSE	tr|L9LBI3|L9LBI3_TUPCH, tr|L9L1X9|L9L1X9_TUPCH, tr|L9KC17|L9KC17_TUPCH
OG0001426	sp|Q9QZN4|FBX6_MOUSE	tr|L9L0S3|L9L0S3_TUPCH
OG0001426	sp|Q8BK26|FBX44_MOUSE	tr|L9L5F5|L9L5F5_TUPCH
OG0001427	tr|Q3TQ88|Q3TQ88_MOUSE	tr|L9L8V9|L9L8V9_TUPCH
OG0001427	sp|Q9R069|BCAM_MOUSE	tr|L9LBH1|L9LBH1_TUPCH
OG0001428	sp|Q9Z0V8|TI17A_MOUSE	tr|L9JAS3|L9JAS3_TUPCH
OG0001428	sp|Q9Z0V7|TI17B_MOUSE	tr|L8Y9Z1|L8Y9Z1_TUPCH
OG0001429	sp|Q9Z191|EYA4_MOUSE	tr|L9L3B3|L9L3B3_TUPCH
OG0001429	sp|P97767|EYA1_MOUSE	tr|L9KBW6|L9KBW6_TUPCH
OG0001430	sp|P09528|FRIH_MOUSE	tr|L9L258|L9L258_TUPCH, tr|L9LA67|L9LA67_TUPCH, tr|L8Y7D2|L8Y7D2_TUPCH
OG0001431	sp|P15532|NDKA_MOUSE	tr|L9KIC6|L9KIC6_TUPCH, tr|L9KSY8|L9KSY8_TUPCH, tr|L9KMM6|L9KMM6_TUPCH
OG0001432	sp|Q60673|PTPRN_MOUSE	tr|L8Y330|L8Y330_TUPCH
OG0001432	sp|P80560|PTPR2_MOUSE	tr|L9L411|L9L411_TUPCH
OG0001433	sp|Q6DIC0|SMCA2_MOUSE	tr|L9KPL1|L9KPL1_TUPCH
OG0001433	sp|Q3TKT4|SMCA4_MOUSE	tr|L8YFY5|L8YFY5_TUPCH
OG0001434	sp|Q8VCE6|NT5M_MOUSE	tr|L8YG57|L8YG57_TUPCH
OG0001434	sp|Q9JM14|NT5C_MOUSE	tr|L9L0N6|L9L0N6_TUPCH
OG0001435	tr|Q0VBH3|Q0VBH3_MOUSE, tr|Q8VGY7|Q8VGY7_MOUSE, tr|E9Q564|E9Q564_MOUSE	tr|L9KLR4|L9KLR4_TUPCH
OG0001436	tr|Q14AA6|Q14AA6_MOUSE, sp|Q61820|RANT_MOUSE, sp|P62827|RAN_MOUSE	tr|L9KWZ1|L9KWZ1_TUPCH
OG0001437	sp|Q62245|SOS1_MOUSE	tr|L9KNF5|L9KNF5_TUPCH
OG0001437	sp|Q02384|SOS2_MOUSE	tr|L9J9L6|L9J9L6_TUPCH
OG0001438	sp|P62069|UBP46_MOUSE	tr|L8YCF4|L8YCF4_TUPCH
OG0001438	sp|Q9D9M2|UBP12_MOUSE	tr|L8YDM0|L8YDM0_TUPCH
OG0001439	sp|Q9ERC8|DSCAM_MOUSE	tr|L9JRR9|L9JRR9_TUPCH
OG0001439	sp|Q4VA61|DSCL1_MOUSE	tr|L8YC91|L8YC91_TUPCH
OG0001440	tr|B1ARV3|B1ARV3_MOUSE, sp|O09046|OXLA_MOUSE, tr|Q5SPH3|Q5SPH3_MOUSE	tr|L9KHZ9|L9KHZ9_TUPCH
OG0001441	sp|P27641|XRCC5_MOUSE	tr|L9JFV6|L9JFV6_TUPCH, tr|L9LAI1|L9LAI1_TUPCH, tr|L9L8P9|L9L8P9_TUPCH
OG0001442	sp|P35585|AP1M1_MOUSE	tr|L9KX96|L9KX96_TUPCH
OG0001442	sp|Q9WVP1|AP1M2_MOUSE	tr|L8YHR3|L8YHR3_TUPCH
OG0001443	sp|Q6PAL8|DEN5A_MOUSE	tr|L8YAT0|L8YAT0_TUPCH
OG0001443	sp|A2RSQ0|DEN5B_MOUSE	tr|L8Y3S5|L8Y3S5_TUPCH
OG0001444	sp|Q812E0|CPEB2_MOUSE	tr|L9L1P9|L9L1P9_TUPCH
OG0001444	sp|Q7TN99|CPEB3_MOUSE	tr|L9KW40|L9KW40_TUPCH
OG0001445	sp|P08003|PDIA4_MOUSE, sp|Q9D1Q6|ERP44_MOUSE, sp|P97493|THIOM_MOUSE	tr|L9LCQ8|L9LCQ8_TUPCH
OG0001446	tr|A8DUK4|A8DUK4_MOUSE, sp|P02088|HBB1_MOUSE, sp|P02089|HBB2_MOUSE	tr|L9KR86|L9KR86_TUPCH
OG0001447	sp|Q8BGD6|S38A9_MOUSE	tr|L9KRW1|L9KRW1_TUPCH, tr|L9L1V4|L9L1V4_TUPCH, tr|L9JKM3|L9JKM3_TUPCH
OG0001448	sp|Q8VI36|PAXI_MOUSE	tr|L9KRN3|L9KRN3_TUPCH
OG0001448	sp|Q99N69|LPXN_MOUSE	tr|L9J948|L9J948_TUPCH
OG0001449	sp|Q9ERE3|SGK3_MOUSE	tr|L9KU36|L9KU36_TUPCH
OG0001449	sp|Q9WVC6|SGK1_MOUSE	tr|L9L3C0|L9L3C0_TUPCH
OG0001450	tr|Q8VGN2|Q8VGN2_MOUSE, tr|Q8VG63|Q8VG63_MOUSE, tr|Q8VFB0|Q8VFB0_MOUSE	tr|L8Y3U5|L8Y3U5_TUPCH
OG0001451	sp|P53776|LHX4_MOUSE	tr|L9L6Y8|L9L6Y8_TUPCH
OG0001451	sp|P50481|LHX3_MOUSE	tr|L8YDU7|L8YDU7_TUPCH
OG0001452	sp|Q9R061|NUBP2_MOUSE, sp|Q9CWD8|NUBPL_MOUSE, sp|Q9R060|NUBP1_MOUSE	tr|L9KYS2|L9KYS2_TUPCH
OG0001453	sp|P0DN91|T254C_MOUSE, sp|P0DN90|T254B_MOUSE, sp|P0DN89|T254A_MOUSE	tr|L9KG88|L9KG88_TUPCH
OG0001454	sp|Q9Z2V4|PCKGC_MOUSE	tr|L9L7U2|L9L7U2_TUPCH
OG0001454	sp|Q8BH04|PCKGM_MOUSE	tr|L9L6B9|L9L6B9_TUPCH
OG0001455	sp|Q99LX0|PARK7_MOUSE	tr|L9KSA3|L9KSA3_TUPCH, tr|L9L4K0|L9L4K0_TUPCH, tr|L9KT89|L9KT89_TUPCH
OG0001456	sp|Q9ESL0|SCO2B_MOUSE, sp|Q9JJN4|SCO2A_MOUSE, sp|Q9D0K2|SCOT1_MOUSE	tr|L8Y8V3|L8Y8V3_TUPCH
OG0001457	sp|P19157|GSTP1_MOUSE, sp|P46425|GSTP2_MOUSE	tr|L8Y574|L8Y574_TUPCH, tr|L8Y026|L8Y026_TUPCH
OG0001458	sp|Q3TCT4|ENTP7_MOUSE	tr|L9JG44|L9JG44_TUPCH
OG0001458	sp|Q9DBT4|ENTP4_MOUSE	tr|L9LB66|L9LB66_TUPCH
OG0001459	sp|Q3KNM2|MARH5_MOUSE, sp|Q6NZQ8|MARH1_MOUSE, sp|Q9DBD2|MARH8_MOUSE	tr|L9JQZ8|L9JQZ8_TUPCH
OG0001461	sp|Q8BHK9|ERC6L_MOUSE, sp|Q6PFE3|RA54B_MOUSE, sp|P70270|RAD54_MOUSE	tr|L8YE85|L8YE85_TUPCH
OG0001462	sp|Q8CFW1|ANO2_MOUSE	tr|L8Y0C0|L8Y0C0_TUPCH
OG0001462	sp|Q8BHY3|ANO1_MOUSE	tr|L8XZM0|L8XZM0_TUPCH
OG0001463	sp|Q91V93|RHBT2_MOUSE	tr|L9JQJ7|L9JQJ7_TUPCH
OG0001463	sp|Q9DAK3|RHBT1_MOUSE	tr|L9KWY3|L9KWY3_TUPCH
OG0001464	sp|Q91X60|ACHA2_MOUSE	tr|L9KJ98|L9KJ98_TUPCH
OG0001464	sp|O70174|ACHA4_MOUSE	tr|L8Y4Y1|L8Y4Y1_TUPCH
OG0001465	sp|Q80XS6|SMAG2_MOUSE	tr|L9LBT4|L9LBT4_TUPCH
OG0001465	sp|Q8CBY1|SMAG1_MOUSE	tr|L9LAR5|L9LAR5_TUPCH
OG0001466	sp|P62960|YBOX1_MOUSE	tr|L9KPS6|L9KPS6_TUPCH
OG0001466	sp|Q9JKB3|YBOX3_MOUSE	tr|L9LDP2|L9LDP2_TUPCH
OG0001467	sp|Q402U7|PRS44_MOUSE	tr|L8Y032|L8Y032_TUPCH, tr|L8Y3Q1|L8Y3Q1_TUPCH, tr|L8Y0E2|L8Y0E2_TUPCH
OG0001468	sp|Q5SWU9|ACACA_MOUSE	tr|L9KKS8|L9KKS8_TUPCH
OG0001468	sp|E9Q4Z2|ACACB_MOUSE	tr|L9KM26|L9KM26_TUPCH
OG0001469	sp|Q8K2Q2|GSTO2_MOUSE	tr|L8Y9B0|L8Y9B0_TUPCH
OG0001469	sp|O09131|GSTO1_MOUSE	tr|L8Y5G2|L8Y5G2_TUPCH
OG0001470	sp|P61164|ACTZ_MOUSE	tr|L8Y993|L8Y993_TUPCH
OG0001470	sp|Q8R5C5|ACTY_MOUSE	tr|L8Y915|L8Y915_TUPCH
OG0001471	sp|Q3TIW9|ENPP7_MOUSE	tr|L9KZL7|L9KZL7_TUPCH
OG0001471	sp|Q3UZW7|EF2KT_MOUSE	tr|L9LB31|L9LB31_TUPCH
OG0001472	sp|Q08509|EPS8_MOUSE, sp|Q99K30|ES8L2_MOUSE	tr|L9KKT9|L9KKT9_TUPCH, tr|L8YA67|L8YA67_TUPCH
OG0001473	sp|P11985|DYLT2_MOUSE, sp|Q9D5I4|DYLT5_MOUSE, sp|Q9CQ66|DYT2B_MOUSE	tr|L9JKR1|L9JKR1_TUPCH
OG0001474	sp|Q8CEE7|RDH13_MOUSE	tr|L9KP73|L9KP73_TUPCH
OG0001474	sp|Q9QYF1|RDH11_MOUSE	tr|L9JCQ2|L9JCQ2_TUPCH
OG0001475	sp|Q8R3P9|SLF1_MOUSE, sp|Q6ZQF0|TOPB1_MOUSE, sp|Q07139|ECT2_MOUSE	tr|L9KDH0|L9KDH0_TUPCH
OG0001476	sp|Q9JLN6|ADA28_MOUSE, sp|Q9R0X2|ADEC1_MOUSE, sp|Q05910|ADAM8_MOUSE	tr|L9KWW6|L9KWW6_TUPCH
OG0001477	sp|Q99PE2|ANRA2_MOUSE	tr|L8Y3J9|L8Y3J9_TUPCH
OG0001477	sp|Q9Z205|RFXK_MOUSE	tr|L9KWE2|L9KWE2_TUPCH
OG0001478	sp|Q62318|TIF1B_MOUSE	tr|L9KY12|L9KY12_TUPCH, tr|L9LBL7|L9LBL7_TUPCH, tr|L8Y5B6|L8Y5B6_TUPCH
OG0001479	sp|Q9BDB7|IF44L_MOUSE	tr|L9KYP7|L9KYP7_TUPCH
OG0001479	sp|Q8BV66|IFI44_MOUSE	tr|L9KZ54|L9KZ54_TUPCH
OG0001480	sp|Q9CQ36|DPOE4_MOUSE, sp|Q9JKP8|CHRC1_MOUSE, sp|Q9D6N5|NC2A_MOUSE	tr|L9KNH4|L9KNH4_TUPCH
OG0001481	sp|Q9QXY1|ZO3_MOUSE, sp|P39447|ZO1_MOUSE, sp|Q9Z0U1|ZO2_MOUSE	tr|L9KK48|L9KK48_TUPCH
OG0001482	sp|P40201|CHD1_MOUSE	tr|L9KGW0|L9KGW0_TUPCH
OG0001482	sp|E9PZM4|CHD2_MOUSE	tr|L9L6W3|L9L6W3_TUPCH
OG0001483	sp|Q91VI7|RINI_MOUSE	tr|L8Y864|L8Y864_TUPCH, tr|L8Y8Q3|L8Y8Q3_TUPCH, tr|L9LA10|L9LA10_TUPCH
OG0001484	sp|Q99PG2|OGFR_MOUSE	tr|L8Y4X6|L8Y4X6_TUPCH
OG0001484	sp|Q8VE52|OGRL1_MOUSE	tr|L8Y328|L8Y328_TUPCH
OG0001485	sp|Q9CWI3|BCCIP_MOUSE	tr|L9KH28|L9KH28_TUPCH, tr|L9KII8|L9KII8_TUPCH, tr|L9L3C9|L9L3C9_TUPCH
OG0001486	sp|O88447|KLC1_MOUSE	tr|L9J9D4|L9J9D4_TUPCH
OG0001486	sp|Q9DBS5|KLC4_MOUSE	tr|L9KTB1|L9KTB1_TUPCH
OG0001487	sp|Q9Z2B1|I18RA_MOUSE	tr|L9JKA6|L9JKA6_TUPCH
OG0001487	sp|Q61730|IL1AP_MOUSE	tr|L9JK57|L9JK57_TUPCH
OG0001488	sp|Q9Z2U0|PSA7_MOUSE	tr|L9JIG6|L9JIG6_TUPCH
OG0001488	sp|Q9CWH6|PSMA8_MOUSE	tr|L9KKI2|L9KKI2_TUPCH
OG0001489	sp|Q6P9Z1|SMRD3_MOUSE	tr|L9KPG2|L9KPG2_TUPCH
OG0001489	sp|Q61466|SMRD1_MOUSE	tr|L8Y913|L8Y913_TUPCH
OG0001490	tr|Q7TQZ0|Q7TQZ0_MOUSE	tr|L8Y065|L8Y065_TUPCH, tr|L9JEM2|L9JEM2_TUPCH, tr|L9L224|L9L224_TUPCH
OG0001491	sp|Q80U63|MFN2_MOUSE	tr|L9L102|L9L102_TUPCH
OG0001491	sp|Q811U4|MFN1_MOUSE	tr|L8YG85|L8YG85_TUPCH
OG0001492	sp|Q9CYZ8|SSBP2_MOUSE, sp|Q9D032|SSBP3_MOUSE, tr|Q3U4B1|Q3U4B1_MOUSE	tr|L9KW44|L9KW44_TUPCH
OG0001493	sp|Q8N7N5|DCAF8_MOUSE	tr|L8Y2H9|L8Y2H9_TUPCH
OG0001493	tr|A2AHY8|A2AHY8_MOUSE	tr|L9JCJ4|L9JCJ4_TUPCH
OG0001494	sp|P59113|FERM1_MOUSE	tr|L8YAF4|L8YAF4_TUPCH
OG0001494	sp|Q8CIB5|FERM2_MOUSE	tr|L9JDJ6|L9JDJ6_TUPCH
OG0001495	sp|Q9QZI9|SERC3_MOUSE, sp|Q9QZI8|SERC1_MOUSE, sp|Q8BHJ6|SERC5_MOUSE	tr|L9KV00|L9KV00_TUPCH
OG0001496	sp|Q8K458|PKR2_MOUSE	tr|L8YG44|L8YG44_TUPCH
OG0001496	sp|Q9JKL1|PKR1_MOUSE	tr|L9KMW7|L9KMW7_TUPCH
OG0001497	sp|P31650|S6A11_MOUSE, sp|P31649|S6A13_MOUSE, sp|P31651|S6A12_MOUSE	tr|L9KKL1|L9KKL1_TUPCH
OG0001498	sp|P51683|CCR2_MOUSE, sp|P51682|CCR5_MOUSE	tr|L8Y6T2|L8Y6T2_TUPCH, tr|L8Y1F0|L8Y1F0_TUPCH
OG0001499	sp|Q9QYS2|GRM3_MOUSE	tr|L9JBZ1|L9JBZ1_TUPCH
OG0001499	sp|Q14BI2|GRM2_MOUSE	tr|L8Y5Z8|L8Y5Z8_TUPCH
OG0001500	sp|Q8C0J6|SWAHC_MOUSE	tr|L9LB39|L9LB39_TUPCH, tr|L9LBS2|L9LBS2_TUPCH, tr|L9KR31|L9KR31_TUPCH
OG0001501	sp|Q60766|IRGM1_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE	tr|L9L0C8|L9L0C8_TUPCH
OG0001502	sp|A2A5R2|BIG2_MOUSE	tr|L9L9Z1|L9L9Z1_TUPCH
OG0001502	sp|G3X9K3|BIG1_MOUSE	tr|L9KQE8|L9KQE8_TUPCH
OG0001503	sp|Q6GQR8|ZN329_MOUSE	tr|L8Y5C7|L8Y5C7_TUPCH, tr|L8YDS5|L8YDS5_TUPCH, tr|L9KV64|L9KV64_TUPCH
OG0001504	sp|Q7TQK0|CCNT2_MOUSE	tr|L8Y5G0|L8Y5G0_TUPCH
OG0001504	sp|Q9QWV9|CCNT1_MOUSE	tr|L8Y391|L8Y391_TUPCH
OG0001505	sp|P97784|CRY1_MOUSE	tr|L8Y162|L8Y162_TUPCH
OG0001505	sp|Q9R194|CRY2_MOUSE	tr|L9JI88|L9JI88_TUPCH
OG0001506	sp|Q99JT2|STK26_MOUSE, sp|Q9Z2W1|STK25_MOUSE, sp|Q99KH8|STK24_MOUSE	tr|L9LCR8|L9LCR8_TUPCH
OG0001507	sp|Q5SRY7|FBW1B_MOUSE, sp|Q3ULA2|FBW1A_MOUSE	tr|L8YB92|L8YB92_TUPCH, tr|L9KTG7|L9KTG7_TUPCH
OG0001508	sp|P68510|1433F_MOUSE	tr|L9KNB4|L9KNB4_TUPCH, tr|L8Y6C0|L8Y6C0_TUPCH, tr|L9KUH9|L9KUH9_TUPCH
OG0001509	sp|Q6GQS1|SCMC3_MOUSE	tr|L8Y1B5|L8Y1B5_TUPCH, tr|L9KVV9|L9KVV9_TUPCH, tr|L9KS45|L9KS45_TUPCH
OG0001510	sp|Q8BRB7|KAT6B_MOUSE	tr|L9JAG0|L9JAG0_TUPCH
OG0001510	sp|Q8BZ21|KAT6A_MOUSE	tr|L9L942|L9L942_TUPCH
OG0001511	sp|Q9D6K9|CERS5_MOUSE	tr|L8Y3J7|L8Y3J7_TUPCH
OG0001511	sp|Q8C172|CERS6_MOUSE	tr|L9KMC8|L9KMC8_TUPCH
OG0001512	sp|Q9QUS6|TRIM1_MOUSE	tr|L9L6E1|L9L6E1_TUPCH
OG0001512	sp|O70583|TRI18_MOUSE	tr|L8Y985|L8Y985_TUPCH
OG0001513	sp|Q9CQ45|NENF_MOUSE, sp|Q5SSH8|NEUFC_MOUSE, sp|O55022|PGRC1_MOUSE	tr|L8Y3H9|L8Y3H9_TUPCH
OG0001514	sp|P05208|CEL2A_MOUSE	tr|L9L080|L9L080_TUPCH
OG0001514	sp|Q3SYP2|CTRC_MOUSE	tr|L9L0P2|L9L0P2_TUPCH
OG0001515	sp|Q91WL8|WWOX_MOUSE, sp|Q8BYK4|RDH12_MOUSE	tr|L9KG95|L9KG95_TUPCH, tr|L9JCK4|L9JCK4_TUPCH
OG0001516	sp|Q9CX00|IST1_MOUSE	tr|L9KKP5|L9KKP5_TUPCH, tr|L9JJN5|L9JJN5_TUPCH, tr|L9JK47|L9JK47_TUPCH
OG0001517	sp|P84444|CC21A_MOUSE, sp|P86793|CC21C_MOUSE, sp|P86792|CC21B_MOUSE	tr|L9L6K4|L9L6K4_TUPCH
OG0001518	tr|Q7TRW7|Q7TRW7_MOUSE	tr|L8Y3Z3|L8Y3Z3_TUPCH, tr|L8Y861|L8Y861_TUPCH, tr|L8Y4H5|L8Y4H5_TUPCH
OG0001519	sp|Q9Z184|PADI3_MOUSE	tr|L9L0V3|L9L0V3_TUPCH
OG0001519	sp|Q9Z185|PADI1_MOUSE	tr|L9L1F8|L9L1F8_TUPCH
OG0001520	sp|O70477|PKNX1_MOUSE	tr|L8Y7I6|L8Y7I6_TUPCH
OG0001520	sp|Q8BG99|PKNX2_MOUSE	tr|L9LBD9|L9LBD9_TUPCH
OG0001522	sp|Q9JMK2|KC1E_MOUSE	tr|L9K7H9|L9K7H9_TUPCH
OG0001522	sp|Q9DC28|KC1D_MOUSE	tr|L9KZG1|L9KZG1_TUPCH
OG0001523	sp|Q8CFI2|UB2R1_MOUSE, tr|A0A140T8I4|A0A140T8I4_MOUSE, sp|P62254|UB2G1_MOUSE	tr|L8Y2Z4|L8Y2Z4_TUPCH
OG0001524	sp|Q9D8P7|TF3C6_MOUSE	tr|L9KQE0|L9KQE0_TUPCH, tr|L9L2L7|L9L2L7_TUPCH, tr|L9JHR7|L9JHR7_TUPCH
OG0001525	sp|Q60954|MEIS1_MOUSE	tr|L8Y474|L8Y474_TUPCH
OG0001525	sp|P97367|MEIS2_MOUSE	tr|L9LCB3|L9LCB3_TUPCH
OG0001526	sp|P52187|KCJ12_MOUSE	tr|M0QSX6|M0QSX6_TUPCH
OG0001526	sp|P52189|KCNJ4_MOUSE	tr|M0QT11|M0QT11_TUPCH
OG0001527	sp|P56183|RRP1_MOUSE	tr|L8Y5J7|L8Y5J7_TUPCH
OG0001527	sp|Q91YK2|RRP1B_MOUSE	tr|L8Y7J2|L8Y7J2_TUPCH
OG0001528	sp|Q62158|TRI27_MOUSE	tr|L8YGF4|L8YGF4_TUPCH
OG0001528	sp|Q9JJ26|MEFV_MOUSE	tr|L8YAN9|L8YAN9_TUPCH
OG0001529	sp|Q8R1Q8|DC1L1_MOUSE	tr|L9JBL5|L9JBL5_TUPCH
OG0001529	sp|Q6PDL0|DC1L2_MOUSE	tr|L9K275|L9K275_TUPCH
OG0001530	sp|A7M7C7|SKOR2_MOUSE	tr|L9L3K8|L9L3K8_TUPCH
OG0001530	sp|Q8BX46|SKOR1_MOUSE	tr|L9KIQ1|L9KIQ1_TUPCH
OG0001531	sp|P97479|MYO7A_MOUSE	tr|L9KQ32|L9KQ32_TUPCH
OG0001531	sp|Q99MZ6|MYO7B_MOUSE	tr|L9KHP8|L9KHP8_TUPCH
OG0001532	sp|Q08EJ0|PL8L1_MOUSE, sp|Q6PCW6|CNFN_MOUSE, sp|Q9JI48|PLAC8_MOUSE	tr|L9KMA7|L9KMA7_TUPCH
OG0001533	sp|Q4PZA2|ECE1_MOUSE, sp|P0DPE0|EFMT4_MOUSE, sp|P0DPD9|EFCE2_MOUSE	tr|L9L1B4|L9L1B4_TUPCH
OG0001534	sp|Q9DBG3|AP2B1_MOUSE	tr|L9KGE1|L9KGE1_TUPCH
