Orthogroup	Mus_musculus	Prolemur_simus
OG0000047	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A8C8ZNM8|A0A8C8ZNM8_PROSS, tr|A0A8C8ZSV8|A0A8C8ZSV8_PROSS, tr|A0A8C8ZPS7|A0A8C8ZPS7_PROSS, tr|A0A8C9DF03|A0A8C9DF03_PROSS
OG0000047	sp|Q9D2U9|H2B3A_MOUSE	tr|A0A8C8ZCY9|A0A8C8ZCY9_PROSS
OG0000047	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A8C8ZLA5|A0A8C8ZLA5_PROSS
OG0000047	sp|Q64525|H2B2B_MOUSE	tr|A0A8C8YW79|A0A8C8YW79_PROSS, tr|A0A8C8ZP55|A0A8C8ZP55_PROSS, tr|A0A8C8YRD7|A0A8C8YRD7_PROSS
OG0000051	tr|A2BHR2|A2BHR2_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11591|MUP5_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, sp|Q5FW60|MUP20_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|L7N222|L7N222_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|P04938|MUP11_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P02762|MUP6_MOUSE	tr|A0A8C9ATE0|A0A8C9ATE0_PROSS
OG0000054	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A8C8YTC2|A0A8C8YTC2_PROSS
OG0000054	sp|Q8VED5|K2C79_MOUSE	tr|A0A8C8ZS43|A0A8C8ZS43_PROSS, tr|A0A8C9DLP8|A0A8C9DLP8_PROSS
OG0000054	sp|Q9DCV7|K2C7_MOUSE	tr|A0A8C8YNR3|A0A8C8YNR3_PROSS, tr|A0A8C8YKJ5|A0A8C8YKJ5_PROSS, tr|A0A8C8YTX8|A0A8C8YTX8_PROSS, tr|A0A8C9DF91|A0A8C9DF91_PROSS, tr|A0A8C8ZMQ2|A0A8C8ZMQ2_PROSS
OG0000059	tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TS01|Q7TS01_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE	tr|A0A8C8YCH8|A0A8C8YCH8_PROSS
OG0000065	sp|O09127|EPHA8_MOUSE	tr|A0A8C8YUT9|A0A8C8YUT9_PROSS
OG0000065	sp|Q62413|EPHA6_MOUSE	tr|A0A8C8YF91|A0A8C8YF91_PROSS
OG0000065	sp|Q60629|EPHA5_MOUSE	tr|A0A8C9A1I1|A0A8C9A1I1_PROSS
OG0000065	sp|P29319|EPHA3_MOUSE	tr|A0A8C9AA71|A0A8C9AA71_PROSS
OG0000065	sp|P54763|EPHB2_MOUSE	tr|A0A8C9DFP2|A0A8C9DFP2_PROSS
OG0000065	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A8C9B2M7|A0A8C9B2M7_PROSS
OG0000065	sp|P54754|EPHB3_MOUSE	tr|A0A8C9A4V8|A0A8C9A4V8_PROSS
OG0000065	sp|Q03137|EPHA4_MOUSE	tr|A0A8C9DV91|A0A8C9DV91_PROSS
OG0000065	sp|Q61772|EPHA7_MOUSE	tr|A0A8C9A470|A0A8C9A470_PROSS
OG0000066	sp|Q7TQA7|TA2R3_MOUSE	tr|A0A8C9DG58|A0A8C9DG58_PROSS
OG0000066	sp|P59530|TA2R7_MOUSE	tr|A0A8C9DJK6|A0A8C9DJK6_PROSS, tr|A0A8C8Z5X6|A0A8C8Z5X6_PROSS
OG0000066	tr|Q7M708|Q7M708_MOUSE	tr|A0A8C9DJK8|A0A8C9DJK8_PROSS, tr|A0A8C8Z1G5|A0A8C8Z1G5_PROSS, tr|A0A8C8YRZ0|A0A8C8YRZ0_PROSS, tr|A0A8C9A6C7|A0A8C9A6C7_PROSS, tr|A0A8C9DE11|A0A8C9DE11_PROSS, tr|A0A8C8YHA6|A0A8C8YHA6_PROSS, tr|A0A8C8YM22|A0A8C8YM22_PROSS, tr|A0A8C9DPR1|A0A8C9DPR1_PROSS, tr|A0A8C8YLB4|A0A8C8YLB4_PROSS, tr|A0A8C8ZZU2|A0A8C8ZZU2_PROSS, tr|A0A8C8YH96|A0A8C8YH96_PROSS
OG0000067	tr|Q7TQU0|Q7TQU0_MOUSE	tr|A0A8C8ZYT3|A0A8C8ZYT3_PROSS, tr|A0A8C8ZY16|A0A8C8ZY16_PROSS, tr|A0A8C8ZS89|A0A8C8ZS89_PROSS, tr|A0A8C9APW7|A0A8C9APW7_PROSS, tr|A0A8C8ZPN3|A0A8C8ZPN3_PROSS, tr|A0A8C9DTH6|A0A8C9DTH6_PROSS, tr|A0A8C9APR9|A0A8C9APR9_PROSS, tr|A0A8C9AX51|A0A8C9AX51_PROSS, tr|A0A8C9AGV2|A0A8C9AGV2_PROSS, tr|A0A8C8Z5T3|A0A8C8Z5T3_PROSS, tr|A0A8C8ZRR7|A0A8C8ZRR7_PROSS, tr|A0A8C8ZVT7|A0A8C8ZVT7_PROSS, tr|A0A8C8ZY00|A0A8C8ZY00_PROSS, tr|A0A8C9DNK1|A0A8C9DNK1_PROSS, tr|A0A8C9AHC7|A0A8C9AHC7_PROSS, tr|A0A8C9AGP0|A0A8C9AGP0_PROSS, tr|A0A8C8ZYN7|A0A8C8ZYN7_PROSS
OG0000069	tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE	tr|A0A8C9AE98|A0A8C9AE98_PROSS
OG0000069	tr|Q0VB29|Q0VB29_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q7TR12|Q7TR12_MOUSE, tr|Q8VG47|Q8VG47_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|A2AV13|A2AV13_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE	tr|A0A8C9AIK6|A0A8C9AIK6_PROSS, tr|A0A8C9ALV9|A0A8C9ALV9_PROSS
OG0000071	sp|E9Q5R7|NAL12_MOUSE	tr|A0A8C9DTU4|A0A8C9DTU4_PROSS
OG0000071	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A8C9AGR9|A0A8C9AGR9_PROSS
OG0000071	sp|Q6B966|NAL14_MOUSE	tr|A0A8C8ZJ14|A0A8C8ZJ14_PROSS
OG0000071	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A8C9B417|A0A8C9B417_PROSS, tr|A0A8C8Z058|A0A8C8Z058_PROSS, tr|A0A8C8Z723|A0A8C8Z723_PROSS, tr|A0A8C8Z8E3|A0A8C8Z8E3_PROSS, tr|A0A8C8Z2R7|A0A8C8Z2R7_PROSS, tr|A0A8C9DH48|A0A8C9DH48_PROSS, tr|A0A8C8ZU34|A0A8C8ZU34_PROSS
OG0000076	sp|Q91Y57|SIG12_MOUSE	tr|A0A8C9A3W7|A0A8C9A3W7_PROSS, tr|A0A8C9B2Y4|A0A8C9B2Y4_PROSS, tr|A0A8C9A9G6|A0A8C9A9G6_PROSS, tr|A0A8C9ABL9|A0A8C9ABL9_PROSS, tr|A0A8C9AWU4|A0A8C9AWU4_PROSS
OG0000076	sp|Q63994|CD33_MOUSE, tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A8C9A258|A0A8C9A258_PROSS
OG0000076	sp|Q80ZE3|SIG10_MOUSE	tr|A0A8C9B0R3|A0A8C9B0R3_PROSS, tr|A0A8C9AST5|A0A8C9AST5_PROSS, tr|A0A8C9DP13|A0A8C9DP13_PROSS, tr|A0A8C9B2X4|A0A8C9B2X4_PROSS
OG0000076	sp|Q920G3|SIGL5_MOUSE	tr|A0A8C8ZUG5|A0A8C8ZUG5_PROSS
OG0000077	sp|P84244|H33_MOUSE	tr|A0A8C8Z4V9|A0A8C8Z4V9_PROSS
OG0000077	sp|P68433|H31_MOUSE	tr|A0A8C9DG61|A0A8C9DG61_PROSS
OG0000077	sp|P84228|H32_MOUSE	tr|A0A8C9DF07|A0A8C9DF07_PROSS
OG0000078	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A8C8YNN5|A0A8C8YNN5_PROSS
OG0000078	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A8C8YK39|A0A8C8YK39_PROSS
OG0000078	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A8C8YJC2|A0A8C8YJC2_PROSS
OG0000078	tr|Q8VF43|Q8VF43_MOUSE	tr|A0A8C9DE68|A0A8C9DE68_PROSS, tr|A0A8C8ZKX6|A0A8C8ZKX6_PROSS, tr|A0A8C9A4H2|A0A8C9A4H2_PROSS
OG0000079	tr|A2AVK5|A2AVK5_MOUSE	tr|A0A8C9APN6|A0A8C9APN6_PROSS, tr|A0A8C9AEC2|A0A8C9AEC2_PROSS, tr|A0A8C9AM69|A0A8C9AM69_PROSS, tr|A0A8C9AIS1|A0A8C9AIS1_PROSS, tr|A0A8C9AUQ5|A0A8C9AUQ5_PROSS, tr|A0A8C9APU5|A0A8C9APU5_PROSS, tr|A0A8C9AE87|A0A8C9AE87_PROSS, tr|A0A8C9AH27|A0A8C9AH27_PROSS, tr|A0A8C9AEE6|A0A8C9AEE6_PROSS, tr|A0A8C8YRV2|A0A8C8YRV2_PROSS, tr|A0A8C9AUX0|A0A8C9AUX0_PROSS, tr|A0A8C9AEW5|A0A8C9AEW5_PROSS, tr|A0A8C9AQ51|A0A8C9AQ51_PROSS, tr|A0A8C9DT22|A0A8C9DT22_PROSS, tr|A0A8C9AQ18|A0A8C9AQ18_PROSS
OG0000080	tr|Q923D1|Q923D1_MOUSE	tr|A0A8C8ZI35|A0A8C8ZI35_PROSS, tr|A0A8C8ZI67|A0A8C8ZI67_PROSS, tr|A0A8C8ZH61|A0A8C8ZH61_PROSS, tr|A0A8C8ZAH8|A0A8C8ZAH8_PROSS, tr|A0A8C8ZAI4|A0A8C8ZAI4_PROSS, tr|A0A8C8ZHZ0|A0A8C8ZHZ0_PROSS, tr|A0A8C8ZHW4|A0A8C8ZHW4_PROSS, tr|A0A8C8Z9S9|A0A8C8Z9S9_PROSS, tr|A0A8C8ZIT3|A0A8C8ZIT3_PROSS, tr|A0A8C8ZGJ4|A0A8C8ZGJ4_PROSS, tr|A0A8C8YLL2|A0A8C8YLL2_PROSS, tr|A0A8C9DK86|A0A8C9DK86_PROSS, tr|A0A8C8ZJ46|A0A8C8ZJ46_PROSS, tr|A0A8C8ZE15|A0A8C8ZE15_PROSS, tr|A0A8C8ZDY5|A0A8C8ZDY5_PROSS
OG0000083	sp|Q6IFX3|K1C40_MOUSE	tr|A0A8C8ZE84|A0A8C8ZE84_PROSS
OG0000083	sp|Q6IFX4|K1C39_MOUSE	tr|A0A8C9DJW4|A0A8C9DJW4_PROSS
OG0000083	sp|B1AQ75|KRT36_MOUSE	tr|A0A8C8ZU26|A0A8C8ZU26_PROSS
OG0000083	sp|Q497I4|KRT35_MOUSE	tr|A0A8C8ZZ04|A0A8C8ZZ04_PROSS
OG0000084	tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE	tr|A0A8C9B2J5|A0A8C9B2J5_PROSS
OG0000086	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE	tr|A0A8C8YSL8|A0A8C8YSL8_PROSS
OG0000089	tr|Q8VF89|Q8VF89_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE	tr|A0A8C8YM33|A0A8C8YM33_PROSS, tr|A0A8C8YMC4|A0A8C8YMC4_PROSS
OG0000091	sp|Q8BM14|LIPK_MOUSE	tr|A0A8C8YJP1|A0A8C8YJP1_PROSS
OG0000091	sp|Q9CPP7|LIPG_MOUSE	tr|A0A8C8YNT9|A0A8C8YNT9_PROSS
OG0000091	sp|Q9Z0M5|LICH_MOUSE	tr|A0A8C8YFH9|A0A8C8YFH9_PROSS
OG0000091	sp|Q8K2A6|LIPM_MOUSE	tr|A0A8C9DED1|A0A8C9DED1_PROSS
OG0000094	sp|P00342|LDHC_MOUSE	tr|A0A8C9ADG7|A0A8C9ADG7_PROSS
OG0000094	sp|P06151|LDHA_MOUSE	tr|A0A8C9ANJ3|A0A8C9ANJ3_PROSS
OG0000094	sp|P16125|LDHB_MOUSE	tr|A0A8C9DMI0|A0A8C9DMI0_PROSS, tr|A0A8C9DW73|A0A8C9DW73_PROSS, tr|A0A8C9AKP1|A0A8C9AKP1_PROSS, tr|A0A8C9DKD7|A0A8C9DKD7_PROSS, tr|A0A8C8ZKC1|A0A8C8ZKC1_PROSS, tr|A0A8C8Z347|A0A8C8Z347_PROSS, tr|A0A8C9DDN6|A0A8C9DDN6_PROSS, tr|A0A8C9AP87|A0A8C9AP87_PROSS
OG0000095	tr|Q8VG97|Q8VG97_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE, tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q7TR40|Q7TR40_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|Q7TR34|Q7TR34_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q8VEU8|Q8VEU8_MOUSE, tr|Q7TR45|Q7TR45_MOUSE, tr|Q7TR48|Q7TR48_MOUSE	tr|A0A8C8ZCK7|A0A8C8ZCK7_PROSS
OG0000096	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A8C9DSW6|A0A8C9DSW6_PROSS
OG0000096	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A8C9AIU4|A0A8C9AIU4_PROSS, tr|A0A8C9AB34|A0A8C9AB34_PROSS, tr|A0A8C8ZC75|A0A8C8ZC75_PROSS, tr|A0A8C8ZJQ4|A0A8C8ZJQ4_PROSS, tr|A0A8C9A7C5|A0A8C9A7C5_PROSS, tr|A0A8C8ZHV6|A0A8C8ZHV6_PROSS, tr|A0A8C8YLZ5|A0A8C8YLZ5_PROSS, tr|A0A8C9A9M4|A0A8C9A9M4_PROSS, tr|A0A8C9AB51|A0A8C9AB51_PROSS, tr|A0A8C9ALT7|A0A8C9ALT7_PROSS, tr|A0A8C9A6X9|A0A8C9A6X9_PROSS
OG0000097	sp|Q7TSL0|IFNK_MOUSE	tr|A0A8C8ZMG6|A0A8C8ZMG6_PROSS, tr|A0A8C9DLY1|A0A8C9DLY1_PROSS, tr|A0A8C8ZKK2|A0A8C8ZKK2_PROSS, tr|A0A8C8ZS88|A0A8C8ZS88_PROSS, tr|A0A8C8YKZ3|A0A8C8YKZ3_PROSS, tr|A0A8C8YNS0|A0A8C8YNS0_PROSS, tr|A0A8C9DDT2|A0A8C9DDT2_PROSS, tr|A0A8C8YCP8|A0A8C8YCP8_PROSS, tr|A0A8C8YCL5|A0A8C8YCL5_PROSS, tr|A0A8C8ZIV6|A0A8C8ZIV6_PROSS, tr|A0A8C8ZRB4|A0A8C8ZRB4_PROSS, tr|A0A8C8ZX67|A0A8C8ZX67_PROSS, tr|A0A8C8ZSI2|A0A8C8ZSI2_PROSS
OG0000098	tr|F6R7E8|F6R7E8_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE	tr|A0A8C8YPJ7|A0A8C8YPJ7_PROSS
OG0000098	tr|Q9CPN9|Q9CPN9_MOUSE, sp|P07146|TRY2_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q792Y8|Q792Y8_MOUSE	tr|A0A8C8YF39|A0A8C8YF39_PROSS
OG0000101	sp|Q8VGI5|OL481_MOUSE	tr|A0A8C8ZQ09|A0A8C8ZQ09_PROSS, tr|A0A8C8YR60|A0A8C8YR60_PROSS, tr|A0A8C8Z918|A0A8C8Z918_PROSS, tr|A0A8C8ZXE1|A0A8C8ZXE1_PROSS, tr|A0A8C8ZNE6|A0A8C8ZNE6_PROSS, tr|A0A8C8ZWJ1|A0A8C8ZWJ1_PROSS, tr|A0A8C8ZNA1|A0A8C8ZNA1_PROSS, tr|A0A8C8YPM6|A0A8C8YPM6_PROSS, tr|A0A8C8ZPZ2|A0A8C8ZPZ2_PROSS, tr|A0A8C8Z908|A0A8C8Z908_PROSS, tr|A0A8C8YQQ3|A0A8C8YQQ3_PROSS, tr|A0A8C8ZSD8|A0A8C8ZSD8_PROSS
OG0000102	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE	tr|A0A8C8YRD1|A0A8C8YRD1_PROSS
OG0000106	sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|A0A8C9DJL9|A0A8C9DJL9_PROSS, tr|A0A8C9DV75|A0A8C9DV75_PROSS, tr|A0A8C9B2C6|A0A8C9B2C6_PROSS
OG0000106	sp|P47738|ALDH2_MOUSE	tr|A0A8C9DVE3|A0A8C9DVE3_PROSS
OG0000106	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A8C9AZY7|A0A8C9AZY7_PROSS
OG0000106	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A8C9DHY9|A0A8C9DHY9_PROSS
OG0000106	sp|Q62148|AL1A2_MOUSE	tr|A0A8C9A0Z0|A0A8C9A0Z0_PROSS
OG0000107	tr|A0A571BGC3|A0A571BGC3_MOUSE	tr|A0A8C8YQG5|A0A8C8YQG5_PROSS
OG0000107	tr|E9Q0T8|E9Q0T8_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE	tr|A0A8C9DUR8|A0A8C9DUR8_PROSS
OG0000107	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A8C9AKA3|A0A8C9AKA3_PROSS
OG0000107	sp|Q8BW94|DYH3_MOUSE	tr|A0A8C9ACU6|A0A8C9ACU6_PROSS
OG0000107	sp|E9Q8T7|DYH1_MOUSE	tr|A0A8C9DGR4|A0A8C9DGR4_PROSS
OG0000109	sp|P63158|HMGB1_MOUSE	tr|A0A8C9DQV7|A0A8C9DQV7_PROSS
OG0000109	sp|P30681|HMGB2_MOUSE	tr|A0A8C8Y976|A0A8C8Y976_PROSS, tr|A0A8C8YXJ3|A0A8C8YXJ3_PROSS, tr|A0A8C8ZL64|A0A8C8ZL64_PROSS, tr|A0A8C9AKW1|A0A8C9AKW1_PROSS, tr|A0A8C9AJA2|A0A8C9AJA2_PROSS, tr|A0A8C9DVX7|A0A8C9DVX7_PROSS, tr|A0A8C8YUY4|A0A8C8YUY4_PROSS, tr|A0A8C8Z148|A0A8C8Z148_PROSS, tr|A0A8C9DJH5|A0A8C9DJH5_PROSS, tr|A0A8C9AF24|A0A8C9AF24_PROSS
OG0000110	sp|P61080|UB2D1_MOUSE	tr|A0A8C9ANS2|A0A8C9ANS2_PROSS
OG0000110	sp|P61079|UB2D3_MOUSE	tr|A0A8C8ZVZ2|A0A8C8ZVZ2_PROSS, tr|A0A8C9A590|A0A8C9A590_PROSS, tr|A0A8C8Z4N5|A0A8C8Z4N5_PROSS, tr|A0A8C9DFP7|A0A8C9DFP7_PROSS, tr|A0A8C8YG14|A0A8C8YG14_PROSS, tr|A0A8C8YNH2|A0A8C8YNH2_PROSS, tr|A0A8C9A599|A0A8C9A599_PROSS, tr|A0A8C9AQ56|A0A8C9AQ56_PROSS, tr|A0A8C8Z5J6|A0A8C8Z5J6_PROSS, tr|A0A8C8ZFX4|A0A8C8ZFX4_PROSS
OG0000113	tr|Q8R261|Q8R261_MOUSE, tr|Q8R262|Q8R262_MOUSE, tr|Q8K4C9|Q8K4C9_MOUSE, tr|Q8R264|Q8R264_MOUSE, tr|Q8R263|Q8R263_MOUSE, tr|J3JS27|J3JS27_MOUSE, tr|Q5SVD6|Q5SVD6_MOUSE, tr|Q8R258|Q8R258_MOUSE, tr|I7HIK1|I7HIK1_MOUSE, tr|Q8R259|Q8R259_MOUSE, tr|Q5SSA0|Q5SSA0_MOUSE	tr|A0A8C8ZSL7|A0A8C8ZSL7_PROSS
OG0000114	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60653|KLRA6_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q60682|KLRA8_MOUSE	tr|A0A8C8YS64|A0A8C8YS64_PROSS
OG0000117	sp|P97872|FMO5_MOUSE	tr|A0A8C8ZY15|A0A8C8ZY15_PROSS
OG0000117	tr|Q8C116|Q8C116_MOUSE	tr|A0A8C8ZEF3|A0A8C8ZEF3_PROSS
OG0000117	tr|B2RWH8|B2RWH8_MOUSE, tr|G3X946|G3X946_MOUSE	tr|A0A8C9DJR4|A0A8C9DJR4_PROSS
OG0000117	sp|Q8K2I3|FMO2_MOUSE	tr|A0A8C9DV72|A0A8C9DV72_PROSS
OG0000117	tr|J3QMN6|J3QMN6_MOUSE, sp|P97501|FMO3_MOUSE	tr|A0A8C9B610|A0A8C9B610_PROSS
OG0000118	sp|P01632|KV1A1_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE	tr|A0A8C9AN50|A0A8C9AN50_PROSS
OG0000118	tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE	tr|A0A8C9AHW9|A0A8C9AHW9_PROSS
OG0000121	sp|P09602|HMGN2_MOUSE	tr|A0A8C8YKP3|A0A8C8YKP3_PROSS, tr|A0A8C8YM77|A0A8C8YM77_PROSS, tr|A0A8C9DM65|A0A8C9DM65_PROSS, tr|A0A8C8YZB4|A0A8C8YZB4_PROSS, tr|A0A8C8YKY7|A0A8C8YKY7_PROSS, tr|A0A8C8YM51|A0A8C8YM51_PROSS, tr|A0A8C9A7R5|A0A8C9A7R5_PROSS, tr|A0A8C9A3J7|A0A8C9A3J7_PROSS, tr|A0A8C9AUD9|A0A8C9AUD9_PROSS, tr|A0A8C8YU43|A0A8C8YU43_PROSS, tr|A0A8C8Z8X3|A0A8C8Z8X3_PROSS
OG0000123	tr|Q920Y8|Q920Y8_MOUSE, tr|B2RT33|B2RT33_MOUSE, tr|Q920Z0|Q920Z0_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|Q7TRK1|Q7TRK1_MOUSE, tr|A2RT31|A2RT31_MOUSE, tr|Q8VF60|Q8VF60_MOUSE, tr|Q7TS13|Q7TS13_MOUSE	tr|A0A8C8YT57|A0A8C8YT57_PROSS
OG0000124	tr|Q9EQA9|Q9EQA9_MOUSE	tr|A0A8C8YH28|A0A8C8YH28_PROSS, tr|A0A8C8ZGD9|A0A8C8ZGD9_PROSS, tr|A0A8C8ZD93|A0A8C8ZD93_PROSS, tr|A0A8C9DKB8|A0A8C9DKB8_PROSS, tr|A0A8C8YM03|A0A8C8YM03_PROSS, tr|A0A8C8ZLZ0|A0A8C8ZLZ0_PROSS, tr|A0A8C8ZET2|A0A8C8ZET2_PROSS, tr|A0A8C8ZLQ7|A0A8C8ZLQ7_PROSS, tr|A0A8C8YGP9|A0A8C8YGP9_PROSS, tr|A0A8C9DDZ5|A0A8C9DDZ5_PROSS, tr|A0A8C8YHC9|A0A8C8YHC9_PROSS
OG0000125	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A8C9DSW9|A0A8C9DSW9_PROSS
OG0000125	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A8C8ZRS6|A0A8C8ZRS6_PROSS
