Orthogroup	Mus_musculus	Phascolarctos_cinereus
OG0000053	sp|Q811D2|ANR26_MOUSE, tr|E9PVZ3|E9PVZ3_MOUSE	tr|A0A6P5JKL8|A0A6P5JKL8_PHACI, tr|A0A6P5JKQ4|A0A6P5JKQ4_PHACI, tr|A0A6P5JWW7|A0A6P5JWW7_PHACI, tr|A0A6P5JBN5|A0A6P5JBN5_PHACI
OG0000054	tr|E9PW10|E9PW10_MOUSE, sp|Q8BVP1|TRIML_MOUSE	tr|A0A6P5KV29|A0A6P5KV29_PHACI, tr|A0A6P5J3F4|A0A6P5J3F4_PHACI, tr|A0A6P5IU79|A0A6P5IU79_PHACI, tr|A0A6P5L9W0|A0A6P5L9W0_PHACI, tr|A0A6P5M2M5|A0A6P5M2M5_PHACI, tr|A0A6P5LXC9|A0A6P5LXC9_PHACI, tr|A0A6P5JQZ3|A0A6P5JQZ3_PHACI, tr|A0A6P5L641|A0A6P5L641_PHACI, tr|A0A6P5KWN3|A0A6P5KWN3_PHACI
OG0000054	sp|Q99PQ2|TRI11_MOUSE	tr|A0A6P5KUE6|A0A6P5KUE6_PHACI, tr|A0A6P5KW06|A0A6P5KW06_PHACI, tr|A0A6P5IY19|A0A6P5IY19_PHACI, tr|A0A6P5L1E1|A0A6P5L1E1_PHACI, tr|A0A6P5KYQ5|A0A6P5KYQ5_PHACI, tr|A0A6P5KDK4|A0A6P5KDK4_PHACI, tr|A0A6P5L2A2|A0A6P5L2A2_PHACI, tr|A0A6P5JBP3|A0A6P5JBP3_PHACI, tr|A0A6P5KBJ9|A0A6P5KBJ9_PHACI, tr|A0A6P5KZN2|A0A6P5KZN2_PHACI, tr|A0A6P5ITL6|A0A6P5ITL6_PHACI, tr|A0A6P5IMS1|A0A6P5IMS1_PHACI
OG0000055	sp|Q9DCV7|K2C7_MOUSE	tr|A0A6P5IIQ6|A0A6P5IIQ6_PHACI
OG0000055	sp|P11679|K2C8_MOUSE	tr|A0A6P5IT65|A0A6P5IT65_PHACI, tr|A0A6P5ISF6|A0A6P5ISF6_PHACI, tr|A0A6P5IID7|A0A6P5IID7_PHACI, tr|A0A6P5IKW6|A0A6P5IKW6_PHACI, tr|A0A6P5IIH3|A0A6P5IIH3_PHACI, tr|A0A6P5IIF9|A0A6P5IIF9_PHACI, tr|A0A6P5IIZ3|A0A6P5IIZ3_PHACI, tr|A0A6P5IL26|A0A6P5IL26_PHACI, tr|A0A6P5ISE7|A0A6P5ISE7_PHACI, tr|A0A6P5IIL5|A0A6P5IIL5_PHACI, tr|A0A6P5II78|A0A6P5II78_PHACI, tr|A0A6P5ISD7|A0A6P5ISD7_PHACI, tr|A0A6P5ILA6|A0A6P5ILA6_PHACI, tr|A0A6P5ITN1|A0A6P5ITN1_PHACI, tr|A0A6P5IIA8|A0A6P5IIA8_PHACI, tr|A0A6P5IST4|A0A6P5IST4_PHACI, tr|A0A6P5II45|A0A6P5II45_PHACI, tr|A0A6P5IIT0|A0A6P5IIT0_PHACI, tr|A0A6P5ISE4|A0A6P5ISE4_PHACI, tr|A0A6P5ITK0|A0A6P5ITK0_PHACI
OG0000059	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A6P5K3Z6|A0A6P5K3Z6_PHACI
OG0000059	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A6P5K332|A0A6P5K332_PHACI, tr|A0A6P5K350|A0A6P5K350_PHACI, tr|A0A6P5JXP8|A0A6P5JXP8_PHACI, tr|A0A6P5JXP1|A0A6P5JXP1_PHACI, tr|A0A6P5JRI8|A0A6P5JRI8_PHACI, tr|A0A6P5JUB0|A0A6P5JUB0_PHACI, tr|A0A6P5JSI8|A0A6P5JSI8_PHACI, tr|A0A6P5JVT6|A0A6P5JVT6_PHACI, tr|A0A6P5LER6|A0A6P5LER6_PHACI, tr|A0A6P5K3U1|A0A6P5K3U1_PHACI, tr|A0A6P5JSG6|A0A6P5JSG6_PHACI, tr|A0A6P5K0S7|A0A6P5K0S7_PHACI, tr|A0A6P5JXH4|A0A6P5JXH4_PHACI, tr|A0A6P5M118|A0A6P5M118_PHACI, tr|A0A6P5JH56|A0A6P5JH56_PHACI, tr|A0A6P5LHL6|A0A6P5LHL6_PHACI, tr|A0A6P5JTR3|A0A6P5JTR3_PHACI, tr|A0A6P5JXV4|A0A6P5JXV4_PHACI, tr|A0A6P5JRK1|A0A6P5JRK1_PHACI
OG0000060	sp|Q8VFX2|O1444_MOUSE	tr|A0A6P5JKZ8|A0A6P5JKZ8_PHACI, tr|A0A6P5JC59|A0A6P5JC59_PHACI, tr|A0A6P5JKS9|A0A6P5JKS9_PHACI, tr|A0A6P5JL08|A0A6P5JL08_PHACI, tr|A0A6P5JEK9|A0A6P5JEK9_PHACI, tr|A0A6P5JBV7|A0A6P5JBV7_PHACI, tr|A0A6P5JKV3|A0A6P5JKV3_PHACI, tr|A0A6P5JL67|A0A6P5JL67_PHACI, tr|A0A6P5JCB5|A0A6P5JCB5_PHACI, tr|A0A6P5JKY3|A0A6P5JKY3_PHACI, tr|A0A6P5JEM1|A0A6P5JEM1_PHACI, tr|A0A6P5JC85|A0A6P5JC85_PHACI, tr|A0A6P5JL71|A0A6P5JL71_PHACI, tr|A0A6P5JCB0|A0A6P5JCB0_PHACI, tr|A0A6P5JL20|A0A6P5JL20_PHACI, tr|A0A6P5JKU1|A0A6P5JKU1_PHACI, tr|A0A6P5JC21|A0A6P5JC21_PHACI, tr|A0A6P5JKX7|A0A6P5JKX7_PHACI, tr|A0A6P5JG66|A0A6P5JG66_PHACI, tr|A0A6P5JC75|A0A6P5JC75_PHACI, tr|A0A6P5JEL6|A0A6P5JEL6_PHACI
OG0000065	tr|E9Q0Y7|E9Q0Y7_MOUSE	tr|A0A6P5JJ69|A0A6P5JJ69_PHACI
OG0000065	tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE	tr|A0A6P5IS27|A0A6P5IS27_PHACI
OG0000065	tr|A0A140T8J7|A0A140T8J7_MOUSE, tr|E9Q848|E9Q848_MOUSE	tr|A0A6P5JGN4|A0A6P5JGN4_PHACI, tr|A0A6P5JGL0|A0A6P5JGL0_PHACI
OG0000065	tr|Q7TRV1|Q7TRV1_MOUSE, tr|Q8VF20|Q8VF20_MOUSE	tr|A0A6P5JQU9|A0A6P5JQU9_PHACI, tr|A0A6P5JGK7|A0A6P5JGK7_PHACI, tr|A0A6P5JQU5|A0A6P5JQU5_PHACI, tr|A0A6P5JPL4|A0A6P5JPL4_PHACI, tr|A0A6P5JWF2|A0A6P5JWF2_PHACI
OG0000068	tr|Q8VET4|Q8VET4_MOUSE	tr|A0A6P5KIX5|A0A6P5KIX5_PHACI
OG0000068	tr|E9Q8M3|E9Q8M3_MOUSE	tr|A0A6P5LFU7|A0A6P5LFU7_PHACI, tr|A0A6P5JAV0|A0A6P5JAV0_PHACI, tr|A0A6P5IXI8|A0A6P5IXI8_PHACI, tr|A0A6P5IT38|A0A6P5IT38_PHACI, tr|A0A6P5IUG9|A0A6P5IUG9_PHACI, tr|A0A6P5IZB0|A0A6P5IZB0_PHACI, tr|A0A6P5L8E0|A0A6P5L8E0_PHACI, tr|A0A6P5KLA8|A0A6P5KLA8_PHACI, tr|A0A6P5KI98|A0A6P5KI98_PHACI, tr|A0A6P5KKC2|A0A6P5KKC2_PHACI, tr|A0A6P5KJ36|A0A6P5KJ36_PHACI, tr|A0A6P5J583|A0A6P5J583_PHACI, tr|A0A6P5J229|A0A6P5J229_PHACI, tr|A0A6P5KJM1|A0A6P5KJM1_PHACI, tr|A0A6P5KGL9|A0A6P5KGL9_PHACI, tr|A0A6P5J284|A0A6P5J284_PHACI, tr|A0A6P5KKM0|A0A6P5KKM0_PHACI, tr|A0A6P5JB70|A0A6P5JB70_PHACI
OG0000074	tr|Q9D5V1|Q9D5V1_MOUSE	tr|A0A6P5L983|A0A6P5L983_PHACI, tr|A0A6P5J2M8|A0A6P5J2M8_PHACI, tr|A0A6P5JJK6|A0A6P5JJK6_PHACI, tr|A0A6P5IWL9|A0A6P5IWL9_PHACI, tr|A0A6P5LSR7|A0A6P5LSR7_PHACI, tr|A0A6P5I906|A0A6P5I906_PHACI, tr|A0A6P5L556|A0A6P5L556_PHACI, tr|A0A6P5M7F0|A0A6P5M7F0_PHACI, tr|A0A6P5K8X1|A0A6P5K8X1_PHACI, tr|A0A6P5JN23|A0A6P5JN23_PHACI, tr|A0A6P5JYU1|A0A6P5JYU1_PHACI, tr|A0A6P5KWI3|A0A6P5KWI3_PHACI, tr|A0A6P5LKX7|A0A6P5LKX7_PHACI, tr|A0A6P5LY03|A0A6P5LY03_PHACI, tr|A0A6P5J4K6|A0A6P5J4K6_PHACI, tr|A0A6P5LDM6|A0A6P5LDM6_PHACI, tr|A0A6P5IZ39|A0A6P5IZ39_PHACI, tr|A0A6P5L501|A0A6P5L501_PHACI
OG0000081	sp|P01575|IFNB_MOUSE	tr|A0A6P5JEU1|A0A6P5JEU1_PHACI, tr|A0A6P5J5L9|A0A6P5J5L9_PHACI, tr|A0A6P5JES2|A0A6P5JES2_PHACI, tr|A0A6P5J8A6|A0A6P5J8A6_PHACI
OG0000081	sp|Q7TSL0|IFNK_MOUSE	tr|A0A6P5J8C4|A0A6P5J8C4_PHACI, tr|A0A6P5JEY4|A0A6P5JEY4_PHACI, tr|A0A6P5JEZ1|A0A6P5JEZ1_PHACI, tr|A0A6P5J648|A0A6P5J648_PHACI, tr|A0A6P5J8F1|A0A6P5J8F1_PHACI, tr|A0A6P5JF21|A0A6P5JF21_PHACI, tr|A0A6P5J5Z8|A0A6P5J5Z8_PHACI, tr|A0A6P5JDJ6|A0A6P5JDJ6_PHACI, tr|A0A6P5JG29|A0A6P5JG29_PHACI, tr|A0A6P5JDI4|A0A6P5JDI4_PHACI, tr|A0A6P5JMG6|A0A6P5JMG6_PHACI, tr|A0A6P5J5P7|A0A6P5J5P7_PHACI
OG0000085	sp|Q61955|KLK8_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P04071|K1B16_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE	tr|A0A6P5LR76|A0A6P5LR76_PHACI
OG0000093	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE	tr|A0A6P5JS37|A0A6P5JS37_PHACI
OG0000094	sp|Q5NCC9|TRI58_MOUSE, sp|Q7TPM3|TRI17_MOUSE, sp|Q8K243|TRI68_MOUSE, sp|Q5SZ99|TRI38_MOUSE, sp|Q62191|RO52_MOUSE, tr|J3QNR8|J3QNR8_MOUSE, sp|Q99PP6|TR34A_MOUSE, sp|Q8BGE7|TRIM6_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, sp|P15533|TR30A_MOUSE, tr|D3YVI9|D3YVI9_MOUSE	tr|A0A6P5IU63|A0A6P5IU63_PHACI
OG0000096	tr|A0A0A6YX29|A0A0A6YX29_MOUSE, tr|Q9D6R3|Q9D6R3_MOUSE, tr|Q9D195|Q9D195_MOUSE, tr|Q9D1C5|Q9D1C5_MOUSE, tr|B9EJP6|B9EJP6_MOUSE, tr|Q9D149|Q9D149_MOUSE, tr|Q9CQH5|Q9CQH5_MOUSE, tr|J3QP15|J3QP15_MOUSE, tr|Q9CR91|Q9CR91_MOUSE, tr|Q9D6P5|Q9D6P5_MOUSE, tr|D3YUU5|D3YUU5_MOUSE, tr|Q9D139|Q9D139_MOUSE, tr|Q9D731|Q9D731_MOUSE, tr|Q9D1G7|Q9D1G7_MOUSE, tr|Q9D1K4|Q9D1K4_MOUSE	tr|A0A6P5KST7|A0A6P5KST7_PHACI
OG0000097	sp|Q91ZB7|MRGRE_MOUSE	tr|A0A6P5IW60|A0A6P5IW60_PHACI
OG0000097	sp|Q91ZB8|MRGRD_MOUSE	tr|A0A6P5IZK3|A0A6P5IZK3_PHACI, tr|A0A6P5J5P9|A0A6P5J5P9_PHACI, tr|A0A6P5IWI5|A0A6P5IWI5_PHACI, tr|A0A6P5IWG9|A0A6P5IWG9_PHACI, tr|A0A6P5IWJ2|A0A6P5IWJ2_PHACI, tr|A0A6P5IWG5|A0A6P5IWG5_PHACI, tr|A0A6P5J675|A0A6P5J675_PHACI, tr|A0A6P5J671|A0A6P5J671_PHACI, tr|A0A6P5IZJ6|A0A6P5IZJ6_PHACI, tr|A0A6P5IWP5|A0A6P5IWP5_PHACI, tr|A0A6P5IWL5|A0A6P5IWL5_PHACI, tr|A0A6P5IZQ7|A0A6P5IZQ7_PHACI, tr|A0A6P5J6D2|A0A6P5J6D2_PHACI
OG0000098	tr|Q8VGW1|Q8VGW1_MOUSE	tr|A0A6P5IN89|A0A6P5IN89_PHACI
OG0000098	tr|Q8VG78|Q8VG78_MOUSE	tr|A0A6P5JB75|A0A6P5JB75_PHACI, tr|A0A6P5IQX5|A0A6P5IQX5_PHACI, tr|A0A6P5JKC3|A0A6P5JKC3_PHACI, tr|A0A6P5JBA9|A0A6P5JBA9_PHACI, tr|A0A6P5JK72|A0A6P5JK72_PHACI
OG0000098	tr|B9EHE6|B9EHE6_MOUSE	tr|A0A6P5JKB5|A0A6P5JKB5_PHACI, tr|A0A6P5JBA6|A0A6P5JBA6_PHACI, tr|A0A6P5IWL8|A0A6P5IWL8_PHACI, tr|A0A6P5JDP7|A0A6P5JDP7_PHACI, tr|A0A6P5IND5|A0A6P5IND5_PHACI
OG0000099	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A6P5LQ78|A0A6P5LQ78_PHACI, tr|A0A6P5LUF8|A0A6P5LUF8_PHACI, tr|A0A6P5LWS8|A0A6P5LWS8_PHACI, tr|A0A6P5LQE8|A0A6P5LQE8_PHACI, tr|A0A6P5LQL8|A0A6P5LQL8_PHACI, tr|A0A6P5LQV0|A0A6P5LQV0_PHACI, tr|A0A6P5LXF9|A0A6P5LXF9_PHACI, tr|A0A6P5LQF6|A0A6P5LQF6_PHACI, tr|A0A6P5LUG9|A0A6P5LUG9_PHACI, tr|A0A6P5LQI9|A0A6P5LQI9_PHACI, tr|A0A6P5LQR2|A0A6P5LQR2_PHACI, tr|A0A6P5LTY4|A0A6P5LTY4_PHACI, tr|A0A6P5LXG7|A0A6P5LXG7_PHACI, tr|A0A6P5LX90|A0A6P5LX90_PHACI, tr|A0A6P5LQE0|A0A6P5LQE0_PHACI
OG0000104	tr|A2ASV3|A2ASV3_MOUSE	tr|A0A6P5J9P6|A0A6P5J9P6_PHACI
OG0000104	tr|Q8VF43|Q8VF43_MOUSE	tr|A0A6P5INV7|A0A6P5INV7_PHACI, tr|A0A6P5IHH5|A0A6P5IHH5_PHACI, tr|A0A6P5IF13|A0A6P5IF13_PHACI, tr|A0A6P5IEE2|A0A6P5IEE2_PHACI, tr|A0A6P5IPN8|A0A6P5IPN8_PHACI, tr|A0A6P5IPP7|A0A6P5IPP7_PHACI, tr|A0A6P5INW3|A0A6P5INW3_PHACI, tr|A0A6P5LLH6|A0A6P5LLH6_PHACI, tr|A0A6P5IWW2|A0A6P5IWW2_PHACI, tr|A0A6P5ITQ8|A0A6P5ITQ8_PHACI, tr|A0A6P5J3K7|A0A6P5J3K7_PHACI, tr|A0A6P5JB18|A0A6P5JB18_PHACI
OG0000105	sp|Q80ZE3|SIG10_MOUSE	tr|A0A6P5LUA3|A0A6P5LUA3_PHACI
OG0000105	tr|B7ZMQ6|B7ZMQ6_MOUSE, sp|Q63994|CD33_MOUSE	tr|A0A6P5LNG5|A0A6P5LNG5_PHACI, tr|A0A6P5LLE3|A0A6P5LLE3_PHACI
OG0000105	sp|Q91Y57|SIG12_MOUSE	tr|A0A6P5LS80|A0A6P5LS80_PHACI, tr|A0A6P5LMJ7|A0A6P5LMJ7_PHACI, tr|A0A6P5LLI0|A0A6P5LLI0_PHACI, tr|A0A6P5LMC1|A0A6P5LMC1_PHACI, tr|A0A6P5LL90|A0A6P5LL90_PHACI, tr|A0A6P5LQR3|A0A6P5LQR3_PHACI
OG0000111	sp|D3YZV8|CCDC8_MOUSE, tr|G3X9N3|G3X9N3_MOUSE, sp|Q80VM8|PNM8A_MOUSE, tr|A0A1B0GT27|A0A1B0GT27_MOUSE, tr|A0A140LIU8|A0A140LIU8_MOUSE, tr|A0A140LII9|A0A140LII9_MOUSE, sp|Q9CZA5|ZCH12_MOUSE, sp|Q8VD24|ZCC18_MOUSE, sp|Q5DTT8|PNMA5_MOUSE, sp|Q9ERH6|MOAP1_MOUSE, sp|Q8C1C8|PNMA1_MOUSE, sp|Q8JZW8|PNMA3_MOUSE, sp|Q8BHK0|PNMA2_MOUSE	tr|A0A6P5IQL7|A0A6P5IQL7_PHACI
OG0000112	tr|Q61635|Q61635_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, tr|G3UWE2|G3UWE2_MOUSE	tr|A0A6P5LYH0|A0A6P5LYH0_PHACI
OG0000114	sp|Q6QLQ4|CLC7A_MOUSE, sp|Q9EQ09|OLR1_MOUSE, sp|Q60660|KLRA2_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60682|KLRA8_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE	tr|A0A6P5LGC5|A0A6P5LGC5_PHACI
OG0000116	sp|Q497I4|KRT35_MOUSE	tr|A0A6P5JB83|A0A6P5JB83_PHACI
OG0000116	sp|B1AQ75|KRT36_MOUSE	tr|A0A6P5J2B4|A0A6P5J2B4_PHACI
OG0000116	sp|Q6IFX4|K1C39_MOUSE	tr|A0A6P5JB50|A0A6P5JB50_PHACI, tr|A0A6P5JBC1|A0A6P5JBC1_PHACI, tr|A0A6P5J234|A0A6P5J234_PHACI, tr|A0A6P5J520|A0A6P5J520_PHACI, tr|A0A6P5J1V1|A0A6P5J1V1_PHACI, tr|A0A6P5J4W2|A0A6P5J4W2_PHACI, tr|A0A6P5J4R5|A0A6P5J4R5_PHACI, tr|A0A6P5L564|A0A6P5L564_PHACI, tr|A0A6P5L4I1|A0A6P5L4I1_PHACI
OG0000120	tr|S4R2V3|S4R2V3_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE	tr|A0A6P5K5D9|A0A6P5K5D9_PHACI
OG0000122	sp|O70503|DHB12_MOUSE	tr|A0A6P5M696|A0A6P5M696_PHACI
OG0000122	sp|P70385|DHB3_MOUSE	tr|A0A6P5JP64|A0A6P5JP64_PHACI, tr|A0A6P5JWJ3|A0A6P5JWJ3_PHACI, tr|A0A6P5JQ45|A0A6P5JQ45_PHACI, tr|A0A6P5LMD4|A0A6P5LMD4_PHACI, tr|A0A6P5JW95|A0A6P5JW95_PHACI, tr|A0A6P5JQD0|A0A6P5JQD0_PHACI, tr|A0A6P5JWJ9|A0A6P5JWJ9_PHACI, tr|A0A6P5JX20|A0A6P5JX20_PHACI, tr|A0A6P5JWY3|A0A6P5JWY3_PHACI, tr|A0A6P5JNN5|A0A6P5JNN5_PHACI, tr|A0A6P5J223|A0A6P5J223_PHACI
OG0000123	sp|Q91VJ1|AIM2_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, sp|O35368|IFI3_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|D0QMC3|MNDAL_MOUSE	tr|A0A6P5JQ81|A0A6P5JQ81_PHACI
OG0000124	tr|E9Q554|E9Q554_MOUSE	tr|A0A6P5IWT2|A0A6P5IWT2_PHACI, tr|A0A6P5IQX9|A0A6P5IQX9_PHACI
OG0000124	tr|Q8VGZ6|Q8VGZ6_MOUSE	tr|A0A6P5IN41|A0A6P5IN41_PHACI, tr|A0A6P5IY50|A0A6P5IY50_PHACI, tr|A0A6P5IN46|A0A6P5IN46_PHACI, tr|A0A6P5IQR0|A0A6P5IQR0_PHACI
OG0000124	tr|F8VQ18|F8VQ18_MOUSE	tr|A0A6P5IMZ3|A0A6P5IMZ3_PHACI, tr|A0A6P5IXX4|A0A6P5IXX4_PHACI
OG0000126	sp|Q6GQR8|ZN329_MOUSE, tr|O88222|O88222_MOUSE, sp|Q02526|ZFP41_MOUSE	tr|A0A6P5KXU6|A0A6P5KXU6_PHACI
OG0000126	sp|P24399|ZN239_MOUSE, sp|Q8C827|ZFP62_MOUSE, tr|J3KMU4|J3KMU4_MOUSE	tr|A0A6P5JQQ1|A0A6P5JQQ1_PHACI
OG0000126	tr|F7BTU1|F7BTU1_MOUSE, tr|O88245|O88245_MOUSE, tr|F7AIG4|F7AIG4_MOUSE, sp|P17141|ZFP37_MOUSE	tr|A0A6P5KXW8|A0A6P5KXW8_PHACI
OG0000128	sp|Q9Z0M5|LICH_MOUSE	tr|A0A6P5JDV2|A0A6P5JDV2_PHACI
OG0000128	sp|Q8K2A6|LIPM_MOUSE	tr|A0A6P5J788|A0A6P5J788_PHACI
OG0000128	sp|Q9CPP7|LIPG_MOUSE, sp|Q8BM14|LIPK_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|F6WYC8|F6WYC8_MOUSE	tr|A0A6P5J4M9|A0A6P5J4M9_PHACI, tr|A0A6P5J4M5|A0A6P5J4M5_PHACI
OG0000129	sp|Q61072|ADAM9_MOUSE, tr|Q811Q3|Q811Q3_MOUSE, sp|Q9JI76|ADA21_MOUSE, sp|Q811Q4|ADA29_MOUSE, sp|Q9R160|ADA24_MOUSE, tr|Q7M763|Q7M763_MOUSE, tr|Q7M762|Q7M762_MOUSE, sp|Q9R159|ADA25_MOUSE, sp|Q9R158|AD26A_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, tr|Q7M766|Q7M766_MOUSE, tr|A2RSG8|A2RSG8_MOUSE	tr|A0A6P5K8C5|A0A6P5K8C5_PHACI
OG0000130	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE	tr|A0A6P5K5J7|A0A6P5K5J7_PHACI
OG0000133	sp|Q62148|AL1A2_MOUSE	tr|A0A6P5JT84|A0A6P5JT84_PHACI
OG0000133	sp|O35945|AL1A7_MOUSE, sp|P24549|AL1A1_MOUSE	tr|A0A6P5M5S9|A0A6P5M5S9_PHACI, tr|A0A6P5M371|A0A6P5M371_PHACI, tr|A0A6P5M395|A0A6P5M395_PHACI
OG0000133	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A6P5LPA5|A0A6P5LPA5_PHACI
OG0000133	sp|P47738|ALDH2_MOUSE	tr|A0A6P5J3U1|A0A6P5J3U1_PHACI
OG0000133	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A6P5IAV3|A0A6P5IAV3_PHACI
OG0000137	tr|A0A140LJ72|A0A140LJ72_MOUSE	tr|A0A6P5JXC2|A0A6P5JXC2_PHACI, tr|A0A6P5JSH6|A0A6P5JSH6_PHACI, tr|A0A6P5JW60|A0A6P5JW60_PHACI, tr|A0A6P5JQV8|A0A6P5JQV8_PHACI, tr|A0A6P5M3Z9|A0A6P5M3Z9_PHACI, tr|A0A6P5JX37|A0A6P5JX37_PHACI, tr|A0A6P5JWY0|A0A6P5JWY0_PHACI, tr|A0A6P5JWK4|A0A6P5JWK4_PHACI, tr|A0A6P5JN68|A0A6P5JN68_PHACI, tr|A0A6P5JSU4|A0A6P5JSU4_PHACI, tr|A0A6P5JNV6|A0A6P5JNV6_PHACI, tr|A0A6P5JQ39|A0A6P5JQ39_PHACI
OG0000140	sp|Q6SJQ5|CLM3_MOUSE, tr|A2A7W1|A2A7W1_MOUSE, tr|A2A7W0|A2A7W0_MOUSE, sp|Q8VCH2|CLM5_MOUSE, sp|Q6SJQ7|CLM1_MOUSE, sp|Q3U497|CLM7_MOUSE, sp|G3X8R9|TMIG3_MOUSE, sp|Q6SJQ0|CLM8_MOUSE, sp|A2A7V7|CLM6_MOUSE, sp|Q7TSN2|CLM4_MOUSE, sp|Q8K249|CLM2_MOUSE	tr|A0A6P5LIF4|A0A6P5LIF4_PHACI
