Orthogroup	Mus_musculus	Cavia_porcellus
OG0000068	tr|A2AT85|A2AT85_MOUSE, tr|Q8VGT9|Q8VGT9_MOUSE, tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE, tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|A2AT86|A2AT86_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE	tr|H0VTC8|H0VTC8_CAVPO
OG0000073	sp|Q62413|EPHA6_MOUSE	tr|H0V1N9|H0V1N9_CAVPO
OG0000073	sp|Q60629|EPHA5_MOUSE	tr|H0VG16|H0VG16_CAVPO
OG0000073	sp|P54763|EPHB2_MOUSE	tr|H0VHU4|H0VHU4_CAVPO
OG0000073	sp|Q8CBF3|EPHB1_MOUSE	tr|H0UXK4|H0UXK4_CAVPO
OG0000073	sp|P54754|EPHB3_MOUSE	tr|H0UV56|H0UV56_CAVPO
OG0000073	sp|Q03137|EPHA4_MOUSE	tr|H0VIB1|H0VIB1_CAVPO
OG0000073	sp|Q8BYG9|EPHAA_MOUSE, sp|Q61772|EPHA7_MOUSE	tr|H0V191|H0V191_CAVPO
OG0000074	sp|P11672|NGAL_MOUSE	tr|H0VZ83|H0VZ83_CAVPO, tr|H0UWK8|H0UWK8_CAVPO, tr|H0V2A5|H0V2A5_CAVPO, tr|A0A286XSK3|A0A286XSK3_CAVPO, tr|H0VLM6|H0VLM6_CAVPO, tr|A0A286XSK2|A0A286XSK2_CAVPO, tr|H0VY83|H0VY83_CAVPO, tr|H0UZ58|H0UZ58_CAVPO, tr|H0WBB7|H0WBB7_CAVPO, tr|H0VXT8|H0VXT8_CAVPO, tr|H0UY86|H0UY86_CAVPO, tr|A0A286XLA9|A0A286XLA9_CAVPO, tr|A0A286XSW2|A0A286XSW2_CAVPO, tr|H0VDE6|H0VDE6_CAVPO
OG0000075	tr|J3QP15|J3QP15_MOUSE, tr|Q9CQH5|Q9CQH5_MOUSE, tr|A0A0A6YX29|A0A0A6YX29_MOUSE, tr|Q9D6R3|Q9D6R3_MOUSE, tr|Q9D195|Q9D195_MOUSE, tr|D3YUU5|D3YUU5_MOUSE, tr|Q9D6P5|Q9D6P5_MOUSE, tr|Q9D1G7|Q9D1G7_MOUSE, tr|Q9D731|Q9D731_MOUSE, tr|Q9D139|Q9D139_MOUSE, tr|Q9D1K4|Q9D1K4_MOUSE, tr|Q9D1C5|Q9D1C5_MOUSE, tr|Q9D149|Q9D149_MOUSE, tr|B9EJP6|B9EJP6_MOUSE	tr|A0A286XDL6|A0A286XDL6_CAVPO
OG0000076	tr|Q8VGN6|Q8VGN6_MOUSE	tr|H0VV22|H0VV22_CAVPO
OG0000076	tr|Q8VGP0|Q8VGP0_MOUSE, tr|Q7TR10|Q7TR10_MOUSE, tr|Q8VF98|Q8VF98_MOUSE, tr|Q8VEZ1|Q8VEZ1_MOUSE, tr|A2AUA4|A2AUA4_MOUSE, tr|Q8VGN4|Q8VGN4_MOUSE, tr|A2AV11|A2AV11_MOUSE, tr|Q8VG58|Q8VG58_MOUSE, tr|Q8VGN2|Q8VGN2_MOUSE, tr|Q8VG63|Q8VG63_MOUSE, tr|Q8VFB0|Q8VFB0_MOUSE, tr|Q8VGN9|Q8VGN9_MOUSE	tr|H0VTY0|H0VTY0_CAVPO
OG0000080	tr|Q8VF82|Q8VF82_MOUSE	tr|A0A286XDI7|A0A286XDI7_CAVPO, tr|A0A286Y3C3|A0A286Y3C3_CAVPO, tr|A0A286X7A5|A0A286X7A5_CAVPO, tr|A0A286XEI2|A0A286XEI2_CAVPO, tr|H0W3T5|H0W3T5_CAVPO, tr|H0VZH9|H0VZH9_CAVPO, tr|A0A286XSE2|A0A286XSE2_CAVPO, tr|A0A286XUC1|A0A286XUC1_CAVPO, tr|A0A286Y1P7|A0A286Y1P7_CAVPO, tr|A0A286XJG0|A0A286XJG0_CAVPO, tr|A0A286X9W8|A0A286X9W8_CAVPO, tr|H0VX93|H0VX93_CAVPO, tr|A0A286Y4X4|A0A286Y4X4_CAVPO
OG0000081	tr|E9Q848|E9Q848_MOUSE	tr|H0WCE4|H0WCE4_CAVPO
OG0000081	tr|E9Q0Y7|E9Q0Y7_MOUSE	tr|A0A286XU64|A0A286XU64_CAVPO
OG0000081	tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE	tr|H0W1C2|H0W1C2_CAVPO
OG0000082	tr|E9Q732|E9Q732_MOUSE	tr|A0A286XEH7|A0A286XEH7_CAVPO
OG0000082	tr|Q99K45|Q99K45_MOUSE, tr|G3X964|G3X964_MOUSE, tr|Q6PCM4|Q6PCM4_MOUSE, tr|E9PWP1|E9PWP1_MOUSE, sp|G3X9G7|ZN809_MOUSE, sp|P10751|ZFP11_MOUSE, sp|Q02525|ZFP39_MOUSE, tr|Q8BIB6|Q8BIB6_MOUSE, tr|Q5NC63|Q5NC63_MOUSE, sp|E9Q8G5|ZFOI1_MOUSE, tr|Q9Z116|Q9Z116_MOUSE	tr|A0A286Y2P9|A0A286Y2P9_CAVPO
OG0000083	tr|Q8VF37|Q8VF37_MOUSE	tr|H0VUL4|H0VUL4_CAVPO
OG0000083	tr|E9Q3K2|E9Q3K2_MOUSE	tr|H0W6E4|H0W6E4_CAVPO
OG0000083	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|H0VVB8|H0VVB8_CAVPO, tr|H0VNP6|H0VNP6_CAVPO, tr|H0W241|H0W241_CAVPO, tr|A0A286XN66|A0A286XN66_CAVPO, tr|A0A286XJ30|A0A286XJ30_CAVPO, tr|A0A286XP17|A0A286XP17_CAVPO, tr|A0A286XVB5|A0A286XVB5_CAVPO, tr|H0W614|H0W614_CAVPO, tr|H0V175|H0V175_CAVPO
OG0000084	tr|Q8VES9|Q8VES9_MOUSE	tr|H0VYV9|H0VYV9_CAVPO
OG0000084	tr|Q8VEV1|Q8VEV1_MOUSE, tr|Q5NCC7|Q5NCC7_MOUSE, tr|Q7TQV3|Q7TQV3_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE	tr|A0A286XQP9|A0A286XQP9_CAVPO
OG0000084	tr|Q8VFS3|Q8VFS3_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|K9J725|K9J725_MOUSE	tr|H0W4B6|H0W4B6_CAVPO
OG0000085	sp|Q91VJ1|AIM2_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|O35368|IFI3_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q9R002|IFI2_MOUSE	tr|H0VVE3|H0VVE3_CAVPO
OG0000093	tr|Q6P8N9|Q6P8N9_MOUSE	tr|A0A286XER1|A0A286XER1_CAVPO, tr|H0UXB7|H0UXB7_CAVPO, tr|A0A286X7D4|A0A286X7D4_CAVPO, tr|A0A286XNR7|A0A286XNR7_CAVPO, tr|A0A286X9K6|A0A286X9K6_CAVPO, tr|H0UZC7|H0UZC7_CAVPO, tr|A0A286XEZ9|A0A286XEZ9_CAVPO, tr|H0W1H6|H0W1H6_CAVPO, sp|Q64403|CP2DG_CAVPO, tr|H0W745|H0W745_CAVPO, tr|A0A286XJ95|A0A286XJ95_CAVPO, tr|A0A286XWK8|A0A286XWK8_CAVPO
OG0000094	tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, sp|P01632|KV1A1_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE	tr|A0A286XJ56|A0A286XJ56_CAVPO
OG0000097	tr|Q9D4U4|Q9D4U4_MOUSE, sp|Q9CQ70|H2AB1_MOUSE, tr|A9Z055|A9Z055_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|L7MU04|L7MU04_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|Q810S6|Q810S6_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE, tr|J3QP08|J3QP08_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE	tr|H0WAW3|H0WAW3_CAVPO, tr|H0WAH4|H0WAH4_CAVPO
OG0000098	tr|Q99N19|Q99N19_MOUSE, tr|G3UW78|G3UW78_MOUSE, tr|Q3V1F1|Q3V1F1_MOUSE, tr|Q99N17|Q99N17_MOUSE	tr|H0VH06|H0VH06_CAVPO
OG0000098	tr|Q8BGU0|Q8BGU0_MOUSE	tr|A0A286XSX5|A0A286XSX5_CAVPO, tr|A0A286XDU1|A0A286XDU1_CAVPO
OG0000098	sp|Q9EP75|CP4FE_MOUSE, tr|Q99N18|Q99N18_MOUSE, tr|G3UW81|G3UW81_MOUSE, sp|Q99N16|CP4F3_MOUSE	tr|H0W6U6|H0W6U6_CAVPO
OG0000099	sp|A7XUX6|SKIT2_MOUSE, sp|A7TZF0|SKIT3_MOUSE, sp|A7TZF3|SKIT4_MOUSE, sp|A7XUZ6|SKIT6_MOUSE, sp|A7XUY5|SKIT5_MOUSE, sp|A7TZE6|SKIT1_MOUSE, sp|A7XV04|SKIT7_MOUSE, sp|A7XV07|SKIT8_MOUSE, sp|Q9JK39|BTNLA_MOUSE, tr|A2CG22|A2CG22_MOUSE, tr|A2CG29|A2CG29_MOUSE, sp|Q7TST0|BTNL1_MOUSE	tr|H0W082|H0W082_CAVPO
OG0000101	sp|Q9Z0M5|LICH_MOUSE	tr|H0UV43|H0UV43_CAVPO
OG0000101	sp|Q8K2A6|LIPM_MOUSE	tr|H0UWP4|H0UWP4_CAVPO
OG0000101	sp|Q8BM14|LIPK_MOUSE	tr|H0V9W5|H0V9W5_CAVPO
OG0000101	sp|Q9CPP7|LIPG_MOUSE	tr|H0V9V9|H0V9V9_CAVPO
OG0000109	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A286XK64|A0A286XK64_CAVPO
OG0000109	sp|Q9WV27|AT1A4_MOUSE	tr|A0A286XER2|A0A286XER2_CAVPO
OG0000109	sp|Q64436|ATP4A_MOUSE	tr|A0A286XS77|A0A286XS77_CAVPO
OG0000109	sp|Q9Z1W8|AT12A_MOUSE	sp|Q64392|AT12A_CAVPO
OG0000109	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A286XUZ1|A0A286XUZ1_CAVPO
OG0000109	sp|Q6PIC6|AT1A3_MOUSE	tr|H0VH73|H0VH73_CAVPO
OG0000110	tr|Q8VF05|Q8VF05_MOUSE, tr|Q8VGX2|Q8VGX2_MOUSE	tr|H0W8N0|H0W8N0_CAVPO, tr|H0VME0|H0VME0_CAVPO
OG0000110	tr|Q8VGJ5|Q8VGJ5_MOUSE	tr|H0WB43|H0WB43_CAVPO, tr|A0A286XKH9|A0A286XKH9_CAVPO, tr|H0V0G5|H0V0G5_CAVPO, tr|A0A286XW23|A0A286XW23_CAVPO, tr|A0A286X799|A0A286X799_CAVPO, tr|H0W2G6|H0W2G6_CAVPO, tr|A0A286XA67|A0A286XA67_CAVPO
OG0000111	sp|P06879|PRL_MOUSE	tr|H0VP82|H0VP82_CAVPO, tr|H0WD65|H0WD65_CAVPO, tr|A0A0M6L0G0|A0A0M6L0G0_CAVPO, tr|H0VIJ6|H0VIJ6_CAVPO, tr|H0UWV5|H0UWV5_CAVPO, tr|H0V877|H0V877_CAVPO, tr|A0A286XAS7|A0A286XAS7_CAVPO, tr|H0V7Q0|H0V7Q0_CAVPO, tr|H0VHM6|H0VHM6_CAVPO, tr|A0A286XA40|A0A286XA40_CAVPO, tr|A0A0M6L0L1|A0A0M6L0L1_CAVPO
OG0000112	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A286X9Z7|A0A286X9Z7_CAVPO, tr|H0VP83|H0VP83_CAVPO
OG0000112	tr|Q9QZ22|Q9QZ22_MOUSE	tr|H0W8N2|H0W8N2_CAVPO, tr|A0A286XIQ0|A0A286XIQ0_CAVPO
OG0000112	tr|Q9QZ19|Q9QZ19_MOUSE	tr|H0VSU0|H0VSU0_CAVPO
OG0000112	tr|Q8VGA9|Q8VGA9_MOUSE, tr|Q9QZ20|Q9QZ20_MOUSE	tr|A0A286XC49|A0A286XC49_CAVPO
OG0000113	tr|Q3TDV8|Q3TDV8_MOUSE, tr|E9PUD6|E9PUD6_MOUSE, tr|Q8BGS5|Q8BGS5_MOUSE, tr|B2RTN3|B2RTN3_MOUSE	tr|H0VPU1|H0VPU1_CAVPO
OG0000113	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A286X804|A0A286X804_CAVPO, tr|H0VPC4|H0VPC4_CAVPO
OG0000113	sp|Q91VN1|ZNF24_MOUSE	tr|A0A286XEZ7|A0A286XEZ7_CAVPO, tr|A0A286XJ43|A0A286XJ43_CAVPO, tr|H0VRS7|H0VRS7_CAVPO
OG0000114	tr|A2AVB5|A2AVB5_MOUSE, tr|A0A1L1SUP2|A0A1L1SUP2_MOUSE, tr|Q8VG37|Q8VG37_MOUSE, tr|Q8VFM1|Q8VFM1_MOUSE, tr|A2AVB0|A2AVB0_MOUSE, tr|A2AVA9|A2AVA9_MOUSE	tr|H0W4N2|H0W4N2_CAVPO, tr|A0A286XNE4|A0A286XNE4_CAVPO, tr|A0A286Y291|A0A286Y291_CAVPO, tr|A0A286XHG2|A0A286XHG2_CAVPO, tr|A0A286XTQ0|A0A286XTQ0_CAVPO, tr|A0A286XFV1|A0A286XFV1_CAVPO
OG0000116	tr|Q9CPN7|Q9CPN7_MOUSE, tr|F6R7E8|F6R7E8_MOUSE, tr|Q9CPN9|Q9CPN9_MOUSE, sp|P07146|TRY2_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE	tr|A3FEW6|A3FEW6_CAVPO
OG0000117	tr|Q8VF94|Q8VF94_MOUSE, tr|Q3SXJ3|Q3SXJ3_MOUSE, tr|Q8VG21|Q8VG21_MOUSE	tr|A0A286XF60|A0A286XF60_CAVPO
OG0000117	tr|A2ATJ7|A2ATJ7_MOUSE, tr|Q8VGF5|Q8VGF5_MOUSE, tr|A2ATJ9|A2ATJ9_MOUSE	tr|H0VRP3|H0VRP3_CAVPO
OG0000117	tr|F6XP16|F6XP16_MOUSE, tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE, tr|Q7TR16|Q7TR16_MOUSE	tr|A0A286XQK3|A0A286XQK3_CAVPO
OG0000118	tr|A0A087WQ87|A0A087WQ87_MOUSE, tr|A0A075B601|A0A075B601_MOUSE, tr|A0A075B699|A0A075B699_MOUSE, tr|A0A075B6A9|A0A075B6A9_MOUSE, tr|A0A075B685|A0A075B685_MOUSE, tr|A0A075B647|A0A075B647_MOUSE, tr|A0A075B631|A0A075B631_MOUSE, sp|P01738|TVA1_MOUSE, tr|A0A0B4J1K2|A0A0B4J1K2_MOUSE, tr|A0A075B695|A0A075B695_MOUSE	tr|A0A286XRZ0|A0A286XRZ0_CAVPO, tr|A0A286Y459|A0A286Y459_CAVPO
OG0000119	tr|A2ATW2|A2ATW2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q7TR17|Q7TR17_MOUSE	tr|H0V717|H0V717_CAVPO
OG0000120	tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q7TR25|Q7TR25_MOUSE	tr|H0W659|H0W659_CAVPO
OG0000126	tr|Q8VGB9|Q8VGB9_MOUSE	tr|A0A286XV64|A0A286XV64_CAVPO
OG0000126	tr|Q7TRY0|Q7TRY0_MOUSE, tr|Q8VFP5|Q8VFP5_MOUSE, tr|Q8VFE4|Q8VFE4_MOUSE, tr|Q8VFE1|Q8VFE1_MOUSE, tr|Q7TRK4|Q7TRK4_MOUSE, tr|Q8VFA1|Q8VFA1_MOUSE, tr|Q8VFD9|Q8VFD9_MOUSE	tr|A0A286XEV4|A0A286XEV4_CAVPO, tr|A0A286XPW6|A0A286XPW6_CAVPO
OG0000127	tr|B1AYL1|B1AYL1_MOUSE	tr|H0VQI0|H0VQI0_CAVPO, tr|H0UZ29|H0UZ29_CAVPO, tr|H0VFA0|H0VFA0_CAVPO, tr|H0UZ49|H0UZ49_CAVPO, tr|H0VMS3|H0VMS3_CAVPO, tr|H0VTV2|H0VTV2_CAVPO, tr|A0A286X9U2|A0A286X9U2_CAVPO, tr|H0VPZ0|H0VPZ0_CAVPO, tr|A0A286Y3I8|A0A286Y3I8_CAVPO, tr|H0VCL0|H0VCL0_CAVPO
OG0000128	sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE, sp|Q8BGE7|TRIM6_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, tr|E9PV98|E9PV98_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, sp|P15533|TR30A_MOUSE, tr|E9PWL0|E9PWL0_MOUSE	tr|A0A286Y332|A0A286Y332_CAVPO
OG0000129	tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE	tr|H0VA83|H0VA83_CAVPO, tr|H0VUG9|H0VUG9_CAVPO, tr|H0V147|H0V147_CAVPO, tr|H0VJJ5|H0VJJ5_CAVPO, tr|H0WAI7|H0WAI7_CAVPO, tr|H0W8V6|H0W8V6_CAVPO, tr|H0UT74|H0UT74_CAVPO, tr|H0W8R2|H0W8R2_CAVPO, tr|H0V1A8|H0V1A8_CAVPO, tr|H0W1U1|H0W1U1_CAVPO
OG0000131	sp|Q9WV02|RBMX_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE, tr|Q9DAE2|Q9DAE2_MOUSE	tr|H0VKT5|H0VKT5_CAVPO
OG0000132	tr|Q8VGK1|Q8VGK1_MOUSE, tr|Q8VFE6|Q8VFE6_MOUSE, tr|A0A0N4SUP0|A0A0N4SUP0_MOUSE, tr|Q7TRW7|Q7TRW7_MOUSE, tr|Q7TRX1|Q7TRX1_MOUSE, tr|Q7TRX2|Q7TRX2_MOUSE, tr|Q8VGH1|Q8VGH1_MOUSE, tr|Q8VGG9|Q8VGG9_MOUSE, tr|Q8VGH0|Q8VGH0_MOUSE	tr|H0W860|H0W860_CAVPO, tr|A0A286XVR8|A0A286XVR8_CAVPO
OG0000133	sp|Q3TYQ9|AOXD_MOUSE	sp|H9TB18|AOXD_CAVPO
OG0000133	sp|Q5SGK3|AOXB_MOUSE	tr|H0WDD8|H0WDD8_CAVPO, sp|H9TB19|AOXB_CAVPO
OG0000133	sp|Q00519|XDH_MOUSE	tr|H0V4L5|H0V4L5_CAVPO
OG0000133	sp|O54754|AOXA_MOUSE	tr|A0A096P6K6|A0A096P6K6_CAVPO, sp|H9TB17|AOXA_CAVPO
OG0000134	tr|Q8VGJ3|Q8VGJ3_MOUSE	tr|A0A286Y5Q4|A0A286Y5Q4_CAVPO, tr|A0A286XGL7|A0A286XGL7_CAVPO, tr|A0A286XAX0|A0A286XAX0_CAVPO, tr|H0W3W4|H0W3W4_CAVPO, tr|H0VYG2|H0VYG2_CAVPO, tr|A0A286Y201|A0A286Y201_CAVPO, tr|A0A286XMV4|A0A286XMV4_CAVPO, tr|H0V8K6|H0V8K6_CAVPO, tr|A0A286X7Y7|A0A286X7Y7_CAVPO, tr|A0A286XMG2|A0A286XMG2_CAVPO
OG0000135	tr|Q7TRY4|Q7TRY4_MOUSE, tr|Q7TRK1|Q7TRK1_MOUSE, tr|A2RT31|A2RT31_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|Q920Y8|Q920Y8_MOUSE, tr|Q920Z0|Q920Z0_MOUSE, tr|B2RT33|B2RT33_MOUSE	tr|H0WB49|H0WB49_CAVPO
OG0000136	sp|P16627|HS71L_MOUSE	tr|A0A286Y2N5|A0A286Y2N5_CAVPO
OG0000136	sp|P63017|HSP7C_MOUSE	tr|H0V2J1|H0V2J1_CAVPO
OG0000136	sp|P17156|HSP72_MOUSE	tr|A0A286XLG8|A0A286XLG8_CAVPO
OG0000136	sp|P17879|HS71B_MOUSE, sp|Q61696|HS71A_MOUSE	tr|H0WBX1|H0WBX1_CAVPO, tr|A0A286XWS5|A0A286XWS5_CAVPO
OG0000137	sp|Q62148|AL1A2_MOUSE	tr|H0V070|H0V070_CAVPO
OG0000137	sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|A0A286XWM7|A0A286XWM7_CAVPO, tr|A0A286XK99|A0A286XK99_CAVPO, tr|A0A286Y3L8|A0A286Y3L8_CAVPO
OG0000137	sp|Q9CZS1|AL1B1_MOUSE, sp|P47738|ALDH2_MOUSE	tr|A0A286XPF7|A0A286XPF7_CAVPO
OG0000138	sp|Q61781|K1C14_MOUSE, sp|Q9Z2K1|K1C16_MOUSE, sp|Q9QWL7|K1C17_MOUSE, sp|Q6IFX2|K1C42_MOUSE, sp|Q61414|K1C15_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q6RHW0|K1C9_MOUSE, sp|Q9D312|K1C20_MOUSE, sp|Q64291|K1C12_MOUSE, sp|P02535|K1C10_MOUSE	tr|A0A286XM26|A0A286XM26_CAVPO
OG0000139	sp|Q6P4P1|SPA3A_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P07759|SPA3K_MOUSE, sp|P29621|SPA3C_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q91WP6|SPA3N_MOUSE	tr|H0WD53|H0WD53_CAVPO
OG0000140	tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE	tr|A0A286XBZ5|A0A286XBZ5_CAVPO
OG0000141	tr|L7MTT3|L7MTT3_MOUSE, tr|A2ASU6|A2ASU6_MOUSE	tr|H0VYH2|H0VYH2_CAVPO
OG0000141	tr|Q7TR89|Q7TR89_MOUSE, tr|A2ATE0|A2ATE0_MOUSE, tr|Q7TR87|Q7TR87_MOUSE, sp|Q8VFL5|O1030_MOUSE, tr|A2ASU7|A2ASU7_MOUSE, tr|Q7TR90|Q7TR90_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE	tr|H0WCQ3|H0WCQ3_CAVPO
OG0000142	sp|Q8BK48|EST2E_MOUSE, sp|Q8QZR3|EST2A_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|E9PV38|E9PV38_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q6AW46|EST5A_MOUSE, sp|Q63880|EST3A_MOUSE, sp|Q8VCU1|EST3B_MOUSE	tr|A0A286XY73|A0A286XY73_CAVPO
OG0000155	sp|O08800|SPB8_MOUSE	tr|A0A286XLL6|A0A286XLL6_CAVPO, tr|B6V685|B6V685_CAVPO, tr|H0WD33|H0WD33_CAVPO, tr|H0VPL6|H0VPL6_CAVPO, tr|A0A286XIN0|A0A286XIN0_CAVPO, tr|A0A286Y326|A0A286Y326_CAVPO, tr|A0A286X7H1|A0A286X7H1_CAVPO, tr|H0W557|H0W557_CAVPO, tr|A0A286XDE9|A0A286XDE9_CAVPO
OG0000156	tr|Q9D6T8|Q9D6T8_MOUSE, tr|O88375|O88375_MOUSE, tr|Q9D746|Q9D746_MOUSE, tr|A0A571BEP9|A0A571BEP9_MOUSE, tr|A0A338P708|A0A338P708_MOUSE, sp|Q9QZU5|KR151_MOUSE, tr|Q9D6S9|Q9D6S9_MOUSE, tr|Q8K198|Q8K198_MOUSE, sp|O08640|KRA14_MOUSE	tr|A0A286X7X0|A0A286X7X0_CAVPO
OG0000157	sp|Q9DA97|SEP14_MOUSE	tr|H0VFV9|H0VFV9_CAVPO
OG0000157	sp|Q8C650|SEP10_MOUSE	tr|H0V3C8|H0V3C8_CAVPO
OG0000157	sp|Q8CHH9|SEPT8_MOUSE	tr|H0V9M9|H0V9M9_CAVPO
OG0000157	sp|Q9R1T4|SEPT6_MOUSE	tr|A0A286X8S7|A0A286X8S7_CAVPO
OG0000157	sp|Q8C1B7|SEP11_MOUSE	tr|A0A286XS30|A0A286XS30_CAVPO
OG0000158	sp|Q9Z2T6|KRT85_MOUSE	tr|A0A286Y3Y2|A0A286Y3Y2_CAVPO
OG0000158	sp|P97861|KRT86_MOUSE	tr|H0VIA8|H0VIA8_CAVPO
