Orthogroup	Mus_musculus	Lipotes_vexillifer
OG0000062	sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB8|MRGRD_MOUSE	tr|A0A340YLF5|A0A340YLF5_LIPVE
OG0000067	sp|P50171|DHB8_MOUSE	tr|A0A340XNL4|A0A340XNL4_LIPVE, tr|A0A340WP52|A0A340WP52_LIPVE, tr|A0A340X092|A0A340X092_LIPVE, tr|A0A340WQH3|A0A340WQH3_LIPVE, tr|A0A340WW39|A0A340WW39_LIPVE, tr|A0A340YAX5|A0A340YAX5_LIPVE, tr|A0A340WVH4|A0A340WVH4_LIPVE, tr|A0A340XRL6|A0A340XRL6_LIPVE, tr|A0A340WAB7|A0A340WAB7_LIPVE, tr|A0A340Y1T1|A0A340Y1T1_LIPVE, tr|A0A340WMY2|A0A340WMY2_LIPVE, tr|A0A340Y5S3|A0A340Y5S3_LIPVE, tr|A0A340YEU7|A0A340YEU7_LIPVE, tr|A0A340Y7Z4|A0A340Y7Z4_LIPVE, tr|A0A340WRK7|A0A340WRK7_LIPVE, tr|A0A340WKM7|A0A340WKM7_LIPVE, tr|A0A340WXZ1|A0A340WXZ1_LIPVE, tr|A0A340YGN2|A0A340YGN2_LIPVE, tr|A0A340WRU9|A0A340WRU9_LIPVE
OG0000070	tr|E9Q848|E9Q848_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|Q8VF20|Q8VF20_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE, tr|E9Q0Y7|E9Q0Y7_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE, tr|E9PWV2|E9PWV2_MOUSE, tr|A0A140T8J6|A0A140T8J6_MOUSE, sp|Q62007|OLF16_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VF55|Q8VF55_MOUSE, tr|Q7TQS2|Q7TQS2_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE	tr|A0A340XFU7|A0A340XFU7_LIPVE
OG0000071	tr|Q8VFV0|Q8VFV0_MOUSE	tr|A0A340X789|A0A340X789_LIPVE
OG0000071	tr|Q8VFV1|Q8VFV1_MOUSE, tr|K7N659|K7N659_MOUSE, tr|Q8VG74|Q8VG74_MOUSE, tr|Q8VFU9|Q8VFU9_MOUSE, tr|Q0VDY1|Q0VDY1_MOUSE, tr|Q5SW48|Q5SW48_MOUSE, tr|Q5SW49|Q5SW49_MOUSE, tr|Q5SW50|Q5SW50_MOUSE, tr|Q8VFN1|Q8VFN1_MOUSE, tr|Q0VEP0|Q0VEP0_MOUSE, tr|Q9R0K4|Q9R0K4_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE, sp|Q8VFT4|OL734_MOUSE, tr|Q8VFC8|Q8VFC8_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE, tr|Q14AK5|Q14AK5_MOUSE	tr|A0A340X346|A0A340X346_LIPVE
OG0000076	sp|Q60629|EPHA5_MOUSE	tr|A0A340WI40|A0A340WI40_LIPVE
OG0000076	sp|P29319|EPHA3_MOUSE	tr|A0A340Y4R2|A0A340Y4R2_LIPVE
OG0000076	sp|Q62413|EPHA6_MOUSE	tr|A0A340XKX7|A0A340XKX7_LIPVE
OG0000076	sp|O09127|EPHA8_MOUSE	tr|A0A340XJ11|A0A340XJ11_LIPVE
OG0000076	sp|Q61772|EPHA7_MOUSE	tr|A0A340XT98|A0A340XT98_LIPVE
OG0000076	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A340X886|A0A340X886_LIPVE
OG0000076	sp|P54763|EPHB2_MOUSE	tr|A0A340XJ06|A0A340XJ06_LIPVE
OG0000076	sp|P54754|EPHB3_MOUSE	tr|A0A340YC64|A0A340YC64_LIPVE
OG0000076	sp|Q03137|EPHA4_MOUSE	tr|A0A340Y2C3|A0A340Y2C3_LIPVE
OG0000077	sp|P47738|ALDH2_MOUSE	tr|A0A340WKU4|A0A340WKU4_LIPVE
OG0000077	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A340X3D8|A0A340X3D8_LIPVE
OG0000077	sp|Q62148|AL1A2_MOUSE	tr|A0A340XI61|A0A340XI61_LIPVE
OG0000077	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A340WYW2|A0A340WYW2_LIPVE, tr|A0A340WGN9|A0A340WGN9_LIPVE
OG0000078	sp|O54750|CP2J6_MOUSE, sp|O54749|CP2J5_MOUSE, tr|G3UZ38|G3UZ38_MOUSE, tr|Q3UNV2|Q3UNV2_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE, tr|G3UXT0|G3UXT0_MOUSE, tr|Q3UNV4|Q3UNV4_MOUSE, tr|Q924D1|Q924D1_MOUSE, sp|P24457|CP2DB_MOUSE, tr|L7N463|L7N463_MOUSE, sp|P11714|CP2D9_MOUSE, sp|Q8CIM7|CP2DQ_MOUSE, tr|Q9JKY7|Q9JKY7_MOUSE, tr|Q6P8N9|Q6P8N9_MOUSE, sp|P24456|CP2DA_MOUSE, tr|Q8BVD2|Q8BVD2_MOUSE, tr|S4R196|S4R196_MOUSE	tr|A0A340XU45|A0A340XU45_LIPVE
OG0000083	sp|P00757|K1KB4_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15948|K1B22_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE	tr|A0A340XQ18|A0A340XQ18_LIPVE
OG0000084	sp|Q923Y8|TAAR1_MOUSE, sp|Q5QD16|TAAR3_MOUSE, sp|Q5QD17|TAAR2_MOUSE, sp|Q5QD15|TAAR4_MOUSE, sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE	tr|A0A340XC39|A0A340XC39_LIPVE
OG0000089	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE	tr|A0A340WN90|A0A340WN90_LIPVE
OG0000095	sp|Q9DC51|GNAI3_MOUSE	tr|A0A340WQY3|A0A340WQY3_LIPVE
OG0000095	sp|B2RSH2|GNAI1_MOUSE	tr|A0A340Y197|A0A340Y197_LIPVE
OG0000095	sp|P08752|GNAI2_MOUSE	tr|A0A340Y3S9|A0A340Y3S9_LIPVE
OG0000095	sp|P18872|GNAO_MOUSE	tr|A0A340XDE9|A0A340XDE9_LIPVE
OG0000095	sp|P20612|GNAT1_MOUSE	tr|A0A340Y1F3|A0A340Y1F3_LIPVE
OG0000095	sp|P50149|GNAT2_MOUSE	tr|A0A340WIC8|A0A340WIC8_LIPVE
OG0000095	sp|Q3V3I2|GNAT3_MOUSE	tr|A0A340Y0C8|A0A340Y0C8_LIPVE
OG0000096	sp|Q3UP75|UD3A1_MOUSE, sp|Q8JZZ0|UD3A2_MOUSE	tr|A0A340XP25|A0A340XP25_LIPVE
OG0000096	sp|Q8BWQ1|UD2A3_MOUSE, sp|Q6PDD0|UD2A2_MOUSE, sp|Q80X89|UD2A1_MOUSE, tr|Q8K154|Q8K154_MOUSE, tr|Q8R084|Q8R084_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE	tr|A0A340WRI5|A0A340WRI5_LIPVE
OG0000097	sp|Q8BM92|CADH7_MOUSE	tr|A0A340XGC6|A0A340XGC6_LIPVE
OG0000097	sp|Q9Z0M3|CAD20_MOUSE	tr|A0A340WTC9|A0A340WTC9_LIPVE
OG0000097	tr|E9Q9Q6|E9Q9Q6_MOUSE	tr|A0A340WZ43|A0A340WZ43_LIPVE
OG0000097	sp|Q5RJH3|CAD12_MOUSE	tr|A0A340X4V9|A0A340X4V9_LIPVE
OG0000097	sp|P70408|CAD10_MOUSE	tr|A0A340YAP2|A0A340YAP2_LIPVE
OG0000097	sp|P70407|CADH9_MOUSE	tr|A0A340XT31|A0A340XT31_LIPVE
OG0000097	sp|P97326|CADH6_MOUSE	tr|A0A340WV47|A0A340WV47_LIPVE
OG0000098	sp|Q7TSN2|CLM4_MOUSE, sp|A2A7V7|CLM6_MOUSE, sp|Q6SJQ0|CLM8_MOUSE	tr|A0A340X5T0|A0A340X5T0_LIPVE
OG0000098	sp|Q8K249|CLM2_MOUSE, sp|Q3LRV9|TRML4_MOUSE, sp|G3X8R9|TMIG3_MOUSE, sp|Q3U497|CLM7_MOUSE, tr|A2A7W0|A2A7W0_MOUSE, sp|Q6SJQ5|CLM3_MOUSE, tr|A2A7W1|A2A7W1_MOUSE, sp|Q8VCH2|CLM5_MOUSE, sp|Q6SJQ7|CLM1_MOUSE	tr|A0A340X3E6|A0A340X3E6_LIPVE
OG0000104	sp|Q8VCW8|ACSF2_MOUSE	tr|A0A340Y0U2|A0A340Y0U2_LIPVE, tr|A0A340Y4X5|A0A340Y4X5_LIPVE, tr|A0A340WRD5|A0A340WRD5_LIPVE, tr|A0A340WCI2|A0A340WCI2_LIPVE, tr|A0A340WIB1|A0A340WIB1_LIPVE, tr|A0A340WHV7|A0A340WHV7_LIPVE, tr|A0A340XTP5|A0A340XTP5_LIPVE, tr|A0A340XZV2|A0A340XZV2_LIPVE, tr|A0A340WJZ7|A0A340WJZ7_LIPVE, tr|A0A340W9K0|A0A340W9K0_LIPVE, tr|A0A340WX67|A0A340WX67_LIPVE, tr|A0A340WNM4|A0A340WNM4_LIPVE
OG0000105	sp|Q9QY96|CASR_MOUSE, sp|Q925D8|TS1R3_MOUSE, sp|Q99PG6|TS1R1_MOUSE, sp|Q925I4|TS1R2_MOUSE, sp|O70410|V2R1_MOUSE, tr|H3BK29|H3BK29_MOUSE, tr|E9PYL5|E9PYL5_MOUSE, tr|K7N784|K7N784_MOUSE, tr|H3BJ88|H3BJ88_MOUSE, tr|A0A3Q4EGR4|A0A3Q4EGR4_MOUSE, tr|K7N788|K7N788_MOUSE, tr|L7N2E9|L7N2E9_MOUSE	tr|A0A340WU17|A0A340WU17_LIPVE
OG0000106	sp|Q920C4|MS4A3_MOUSE, tr|J3QN01|J3QN01_MOUSE, tr|A0A087WSB9|A0A087WSB9_MOUSE, sp|Q99N10|M4A8_MOUSE, sp|Q3UPL6|M4A15_MOUSE, tr|A0A087WSD2|A0A087WSD2_MOUSE, tr|Q810P8|Q810P8_MOUSE, tr|E9PZI3|E9PZI3_MOUSE, tr|A0A087WRT7|A0A087WRT7_MOUSE, sp|Q99N05|M4A4D_MOUSE, tr|Q9D3F6|Q9D3F6_MOUSE, tr|Q9ES61|Q9ES61_MOUSE	tr|A0A340XSG1|A0A340XSG1_LIPVE
OG0000107	sp|Q7TSL0|IFNK_MOUSE	tr|A0A340XAD5|A0A340XAD5_LIPVE, tr|A0A340WQF1|A0A340WQF1_LIPVE, tr|A0A340Y5X2|A0A340Y5X2_LIPVE, tr|A0A340X6U5|A0A340X6U5_LIPVE, tr|A0A340X050|A0A340X050_LIPVE, tr|A0A340X6T3|A0A340X6T3_LIPVE, tr|A0A340X131|A0A340X131_LIPVE, tr|A0A340X4V6|A0A340X4V6_LIPVE, tr|A0A340X6S8|A0A340X6S8_LIPVE, tr|A0A340X4V2|A0A340X4V2_LIPVE, tr|A0A340X7G5|A0A340X7G5_LIPVE, tr|A0A340X055|A0A340X055_LIPVE
OG0000108	sp|Q9Z0M5|LICH_MOUSE	tr|A0A340YBC8|A0A340YBC8_LIPVE
OG0000108	sp|Q8K2A6|LIPM_MOUSE	tr|A0A340Y9M1|A0A340Y9M1_LIPVE
OG0000108	sp|Q8BM14|LIPK_MOUSE	tr|A0A340YED7|A0A340YED7_LIPVE
OG0000108	sp|Q9CPP7|LIPG_MOUSE	tr|A0A340YBB5|A0A340YBB5_LIPVE
OG0000111	sp|P21447|MDR1A_MOUSE, sp|P06795|MDR1B_MOUSE	tr|A0A340WFX8|A0A340WFX8_LIPVE
OG0000111	sp|B5X0E4|ABCB5_MOUSE	tr|A0A340Y0R5|A0A340Y0R5_LIPVE
OG0000111	sp|Q9QY30|ABCBB_MOUSE	tr|A0A340XHW5|A0A340XHW5_LIPVE, tr|A0A340WAN0|A0A340WAN0_LIPVE, tr|A0A340XNE4|A0A340XNE4_LIPVE, tr|A0A340X039|A0A340X039_LIPVE
OG0000111	sp|P21440|MDR3_MOUSE	tr|A0A340WFX0|A0A340WFX0_LIPVE
OG0000113	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A340XX07|A0A340XX07_LIPVE
OG0000113	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A340Y931|A0A340Y931_LIPVE
OG0000113	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A340Y2S1|A0A340Y2S1_LIPVE
OG0000113	sp|P08122|CO4A2_MOUSE	tr|A0A340X5X2|A0A340X5X2_LIPVE
OG0000113	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A340XUA7|A0A340XUA7_LIPVE
OG0000113	sp|P02463|CO4A1_MOUSE	tr|A0A340X1C7|A0A340X1C7_LIPVE
OG0000114	sp|P16388|KCNA1_MOUSE	tr|A0A340YDJ5|A0A340YDJ5_LIPVE
OG0000114	sp|P63141|KCNA2_MOUSE	tr|A0A340WQK5|A0A340WQK5_LIPVE
OG0000114	sp|P16390|KCNA3_MOUSE	tr|A0A340WR27|A0A340WR27_LIPVE
OG0000114	sp|Q61423|KCNA4_MOUSE	tr|A0A340Y953|A0A340Y953_LIPVE
OG0000114	sp|Q61923|KCNA6_MOUSE	tr|A0A340Y765|A0A340Y765_LIPVE
OG0000114	sp|Q61762|KCNA5_MOUSE	tr|A0A340YC74|A0A340YC74_LIPVE
OG0000115	sp|P61750|ARF4_MOUSE	tr|A0A340X661|A0A340X661_LIPVE, tr|A0A340WJJ9|A0A340WJJ9_LIPVE, tr|A0A340WYB8|A0A340WYB8_LIPVE
OG0000115	sp|Q8BSL7|ARF2_MOUSE	tr|A0A340XC58|A0A340XC58_LIPVE
OG0000115	sp|P61205|ARF3_MOUSE	tr|A0A340X933|A0A340X933_LIPVE, tr|A0A340WXD7|A0A340WXD7_LIPVE
OG0000115	sp|P84084|ARF5_MOUSE	tr|A0A340WGA4|A0A340WGA4_LIPVE
OG0000116	tr|Q3UZ24|Q3UZ24_MOUSE, tr|B1AQP7|B1AQP7_MOUSE, tr|B2RT54|B2RT54_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|A2VDH7|A2VDH7_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|G3X9K7|G3X9K7_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE	tr|A0A340YKS0|A0A340YKS0_LIPVE
OG0000117	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A340WT66|A0A340WT66_LIPVE
OG0000117	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A340XL36|A0A340XL36_LIPVE
OG0000117	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A340XHA2|A0A340XHA2_LIPVE
OG0000117	sp|Q64436|ATP4A_MOUSE	tr|A0A340YF23|A0A340YF23_LIPVE
OG0000117	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A340Y4H9|A0A340Y4H9_LIPVE
OG0000117	sp|Q9WV27|AT1A4_MOUSE	tr|A0A340XEY5|A0A340XEY5_LIPVE
OG0000118	sp|P20029|BIP_MOUSE	tr|A0A340YF70|A0A340YF70_LIPVE, tr|A0A340WWT5|A0A340WWT5_LIPVE, tr|A0A340X706|A0A340X706_LIPVE, tr|A0A340WJL8|A0A340WJL8_LIPVE, tr|A0A340XN94|A0A340XN94_LIPVE, tr|A0A340YI64|A0A340YI64_LIPVE, tr|A0A340YC13|A0A340YC13_LIPVE, tr|A0A340XDS3|A0A340XDS3_LIPVE, tr|A0A340X6T5|A0A340X6T5_LIPVE, tr|A0A340XK23|A0A340XK23_LIPVE, tr|A0A340X8V9|A0A340X8V9_LIPVE
OG0000119	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A340XKU5|A0A340XKU5_LIPVE
OG0000119	tr|B2RWR6|B2RWR6_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE, sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q9WV02|RBMX_MOUSE	tr|A0A340WWW9|A0A340WWW9_LIPVE
OG0000120	sp|Q6AW46|EST5A_MOUSE	tr|A0A340Y3A2|A0A340Y3A2_LIPVE
OG0000120	sp|Q63880|EST3A_MOUSE, sp|Q8VCU1|EST3B_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q8BK48|EST2E_MOUSE, sp|Q8QZR3|EST2A_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|E9PV38|E9PV38_MOUSE, tr|Q08ED5|Q08ED5_MOUSE	tr|A0A340XEA2|A0A340XEA2_LIPVE
OG0000128	sp|P68433|H31_MOUSE	tr|A0A340YC86|A0A340YC86_LIPVE, tr|A0A340YFV6|A0A340YFV6_LIPVE
OG0000128	sp|P84244|H33_MOUSE	tr|A0A340YC96|A0A340YC96_LIPVE, tr|A0A340YGY6|A0A340YGY6_LIPVE, tr|A0A340XWN2|A0A340XWN2_LIPVE, tr|A0A340WYG2|A0A340WYG2_LIPVE, tr|A0A340WVJ9|A0A340WVJ9_LIPVE, tr|A0A340WMP1|A0A340WMP1_LIPVE, tr|A0A340Y2G1|A0A340Y2G1_LIPVE
OG0000129	sp|Q9QYY9|ADH4_MOUSE	tr|A0A340YJJ2|A0A340YJJ2_LIPVE
OG0000129	sp|P28474|ADHX_MOUSE	tr|A0A340XUM0|A0A340XUM0_LIPVE, tr|A0A340XRC6|A0A340XRC6_LIPVE, tr|A0A340Y6F5|A0A340Y6F5_LIPVE, tr|A0A340Y6Q7|A0A340Y6Q7_LIPVE, tr|A0A340WPS8|A0A340WPS8_LIPVE, tr|A0A340YCD0|A0A340YCD0_LIPVE, tr|A0A340WPW6|A0A340WPW6_LIPVE, tr|A0A340XR99|A0A340XR99_LIPVE
OG0000130	tr|D3Z748|D3Z748_MOUSE, sp|Q6ZQM8|UD17_MOUSE, sp|Q62452|UD19_MOUSE	tr|A0A340W8M6|A0A340W8M6_LIPVE, tr|A0A340WF62|A0A340WF62_LIPVE
OG0000130	sp|P70691|UD12_MOUSE, tr|B2RT14|B2RT14_MOUSE, sp|Q64435|UD16_MOUSE, tr|K9J7B2|K9J7B2_MOUSE, sp|Q63886|UD11_MOUSE	tr|A0A340XXN5|A0A340XXN5_LIPVE
OG0000131	tr|Q3UVL3|Q3UVL3_MOUSE	tr|A0A340XM25|A0A340XM25_LIPVE
OG0000131	tr|E9Q4R4|E9Q4R4_MOUSE	tr|A0A340XH46|A0A340XH46_LIPVE, tr|A0A340XNC4|A0A340XNC4_LIPVE, tr|A0A340XID4|A0A340XID4_LIPVE
OG0000131	tr|Q497V9|Q497V9_MOUSE	tr|A0A340XIE0|A0A340XIE0_LIPVE, tr|A0A340XIC9|A0A340XIC9_LIPVE, tr|A0A340XPE5|A0A340XPE5_LIPVE, tr|A0A340XID6|A0A340XID6_LIPVE
OG0000133	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A340WR44|A0A340WR44_LIPVE, tr|A0A340WKL7|A0A340WKL7_LIPVE, tr|A0A340WN42|A0A340WN42_LIPVE, tr|A0A340WR61|A0A340WR61_LIPVE, tr|A0A340WR50|A0A340WR50_LIPVE, tr|A0A340WSA1|A0A340WSA1_LIPVE, tr|A0A340XCA1|A0A340XCA1_LIPVE, tr|A0A340Y3C8|A0A340Y3C8_LIPVE, tr|A0A340Y747|A0A340Y747_LIPVE, tr|A0A340Y8T8|A0A340Y8T8_LIPVE
OG0000134	sp|Q6J756|CAN11_MOUSE	tr|A0A340XH40|A0A340XH40_LIPVE
OG0000134	sp|Q91VA3|CAN8_MOUSE	tr|A0A340X3M8|A0A340X3M8_LIPVE
OG0000134	sp|Q9D805|CAN9_MOUSE	tr|A0A340WUV7|A0A340WUV7_LIPVE
OG0000134	sp|O08529|CAN2_MOUSE	tr|A0A340WZP9|A0A340WZP9_LIPVE
OG0000134	sp|O35350|CAN1_MOUSE	tr|A0A340XKW8|A0A340XKW8_LIPVE
OG0000135	sp|Q0V8T9|CTP5A_MOUSE, sp|Q0V8T7|CTP5C_MOUSE, sp|Q0V8T8|CTP5B_MOUSE	tr|A0A340X4D8|A0A340X4D8_LIPVE
OG0000135	sp|Q9CPW0|CNTP2_MOUSE	tr|A0A340WNK3|A0A340WNK3_LIPVE
OG0000135	sp|Q99P47|CNTP4_MOUSE	tr|A0A340XBV9|A0A340XBV9_LIPVE
OG0000135	tr|E9PY62|E9PY62_MOUSE	tr|A0A340XCU7|A0A340XCU7_LIPVE
OG0000137	sp|Q9Z2T6|KRT85_MOUSE	tr|A0A340WZW9|A0A340WZW9_LIPVE
OG0000137	tr|E9Q1Y9|E9Q1Y9_MOUSE, sp|Q9ERE2|KRT81_MOUSE, sp|P97861|KRT86_MOUSE	tr|A0A340YGS2|A0A340YGS2_LIPVE, tr|A0A340WTY4|A0A340WTY4_LIPVE
OG0000137	sp|Q99M74|KRT82_MOUSE, sp|Q99M73|KRT84_MOUSE	tr|A0A340WXP3|A0A340WXP3_LIPVE
OG0000138	sp|P24399|ZN239_MOUSE	tr|A0A340YBU5|A0A340YBU5_LIPVE
OG0000138	tr|O88222|O88222_MOUSE	tr|A0A340XCC8|A0A340XCC8_LIPVE
OG0000138	tr|F7AIG4|F7AIG4_MOUSE, tr|F7BTU1|F7BTU1_MOUSE, tr|O88245|O88245_MOUSE	tr|A0A340XI99|A0A340XI99_LIPVE
OG0000138	tr|J3KMU4|J3KMU4_MOUSE, sp|Q8C827|ZFP62_MOUSE	tr|A0A340XHX9|A0A340XHX9_LIPVE
OG0000139	sp|Q8BGE7|TRIM6_MOUSE, sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, tr|E9PV98|E9PV98_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, sp|P15533|TR30A_MOUSE, tr|E9PWL0|E9PWL0_MOUSE	tr|A0A340XLG8|A0A340XLG8_LIPVE
OG0000140	tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE, sp|P16858|G3P_MOUSE, tr|S4R1W1|S4R1W1_MOUSE	tr|A0A340XW81|A0A340XW81_LIPVE, tr|A0A340YDI4|A0A340YDI4_LIPVE
OG0000140	sp|Q64467|G3PT_MOUSE	tr|A0A340WS11|A0A340WS11_LIPVE, tr|A0A340XW55|A0A340XW55_LIPVE, tr|A0A340X1B8|A0A340X1B8_LIPVE, tr|A0A340Y1D5|A0A340Y1D5_LIPVE, tr|A0A340YG73|A0A340YG73_LIPVE
OG0000141	sp|Q9D7Z6|CLCA1_MOUSE	tr|A0A340XT06|A0A340XT06_LIPVE
OG0000141	sp|Q6Q473|CLA4A_MOUSE, tr|Q3UW98|Q3UW98_MOUSE	tr|A0A340XPM0|A0A340XPM0_LIPVE
OG0000141	sp|Q9QX15|CA3A1_MOUSE, tr|Q9EQR4|Q9EQR4_MOUSE, tr|E9PUL3|E9PUL3_MOUSE, sp|Q8BG22|CLCA2_MOUSE	tr|A0A340XDN3|A0A340XDN3_LIPVE
OG0000142	tr|Q7TRN0|Q7TRN0_MOUSE, tr|Q920G5|Q920G5_MOUSE, sp|Q60885|OLF9_MOUSE, tr|Q8VGC1|Q8VGC1_MOUSE, tr|K7N645|K7N645_MOUSE, tr|Q8VFZ5|Q8VFZ5_MOUSE, tr|Q8VFZ4|Q8VFZ4_MOUSE, tr|Q8VEW1|Q8VEW1_MOUSE, tr|Q7TRU4|Q7TRU4_MOUSE, tr|Q8VFZ6|Q8VFZ6_MOUSE	tr|A0A340XIG7|A0A340XIG7_LIPVE
OG0000154	sp|Q61597|CRGC_MOUSE	tr|A0A340XU93|A0A340XU93_LIPVE
OG0000154	sp|P04344|CRGB_MOUSE	tr|A0A340XQU5|A0A340XQU5_LIPVE
OG0000154	sp|Q9CXV3|CRGF_MOUSE, sp|Q03740|CRGE_MOUSE	tr|A0A340XU83|A0A340XU83_LIPVE, tr|A0A340XYL8|A0A340XYL8_LIPVE, tr|A0A340XWM1|A0A340XWM1_LIPVE, tr|A0A340XLZ0|A0A340XLZ0_LIPVE
OG0000155	sp|P16277|BLK_MOUSE	tr|A0A340YGJ6|A0A340YGJ6_LIPVE
OG0000155	sp|P08103|HCK_MOUSE	tr|A0A340WBM8|A0A340WBM8_LIPVE
OG0000155	sp|P25911|LYN_MOUSE	tr|A0A340XV93|A0A340XV93_LIPVE
OG0000155	sp|P06240|LCK_MOUSE	tr|A0A340YBD8|A0A340YBD8_LIPVE
OG0000156	sp|P63143|KCAB1_MOUSE	tr|A0A340XES8|A0A340XES8_LIPVE
OG0000156	sp|P62482|KCAB2_MOUSE	tr|A0A340WPI7|A0A340WPI7_LIPVE, tr|A0A340Y3I0|A0A340Y3I0_LIPVE, tr|A0A340XC29|A0A340XC29_LIPVE, tr|A0A340X9N6|A0A340X9N6_LIPVE, tr|A0A340Y1A3|A0A340Y1A3_LIPVE, tr|A0A340X8F5|A0A340X8F5_LIPVE, tr|A0A340WV31|A0A340WV31_LIPVE
