Orthogroup	Mus_musculus	Pteropus_alecto
OG0000061	sp|P70696|H2B1A_MOUSE	tr|L5JTL1|L5JTL1_PTEAL, tr|L5K2T6|L5K2T6_PTEAL, tr|L5L2E4|L5L2E4_PTEAL, tr|L5L3A6|L5L3A6_PTEAL, tr|L5K2E6|L5K2E6_PTEAL, tr|L5JTB5|L5JTB5_PTEAL, tr|L5K1E7|L5K1E7_PTEAL, tr|L5JUI2|L5JUI2_PTEAL, tr|L5JW43|L5JW43_PTEAL
OG0000062	tr|Q8CF20|Q8CF20_MOUSE	tr|L5L4B5|L5L4B5_PTEAL
OG0000062	sp|Q80YP6|ZIK1_MOUSE	tr|L5L500|L5L500_PTEAL
OG0000062	tr|Q8BFS8|Q8BFS8_MOUSE	tr|L5KF35|L5KF35_PTEAL
OG0000062	sp|B2RUI1|ZN551_MOUSE	tr|L5KC50|L5KC50_PTEAL, tr|L5L510|L5L510_PTEAL, tr|L5KCQ2|L5KCQ2_PTEAL, tr|L5L5W5|L5L5W5_PTEAL, tr|L5L5V5|L5L5V5_PTEAL, tr|L5K4R1|L5K4R1_PTEAL
OG0000065	sp|P70691|UD12_MOUSE, tr|B2RT14|B2RT14_MOUSE, sp|Q63886|UD11_MOUSE, tr|Q8K154|Q8K154_MOUSE, tr|Q8R084|Q8R084_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, sp|Q8BWQ1|UD2A3_MOUSE, sp|Q6PDD0|UD2A2_MOUSE, sp|Q80X89|UD2A1_MOUSE, sp|Q64435|UD16_MOUSE, tr|K9J7B2|K9J7B2_MOUSE, sp|Q62452|UD19_MOUSE, sp|Q6ZQM8|UD17_MOUSE, tr|D3Z748|D3Z748_MOUSE	tr|L5JPU3|L5JPU3_PTEAL
OG0000067	tr|Q9CXH3|Q9CXH3_MOUSE	tr|L5L3F9|L5L3F9_PTEAL, tr|L5L2Z8|L5L2Z8_PTEAL, tr|L5K871|L5K871_PTEAL, tr|L5KQ65|L5KQ65_PTEAL, tr|L5L3F4|L5L3F4_PTEAL, tr|L5KD60|L5KD60_PTEAL, tr|L5KMR2|L5KMR2_PTEAL, tr|L5KME6|L5KME6_PTEAL, tr|L5K5R8|L5K5R8_PTEAL, tr|L5L2Z1|L5L2Z1_PTEAL, tr|L5KPJ5|L5KPJ5_PTEAL, tr|L5KNE9|L5KNE9_PTEAL, tr|L5L7W5|L5L7W5_PTEAL, tr|L5L2N6|L5L2N6_PTEAL, tr|L5KME1|L5KME1_PTEAL, tr|L5KNF0|L5KNF0_PTEAL, tr|L5KPJ3|L5KPJ3_PTEAL, tr|L5L3A2|L5L3A2_PTEAL
OG0000069	sp|Q6RHW0|K1C9_MOUSE	tr|L5JRG8|L5JRG8_PTEAL
OG0000069	sp|P08730|K1C13_MOUSE	tr|L5JQ24|L5JQ24_PTEAL
OG0000069	sp|Q61414|K1C15_MOUSE	tr|L5JTG0|L5JTG0_PTEAL
OG0000069	sp|P19001|K1C19_MOUSE	tr|L5K357|L5K357_PTEAL, tr|L5JRE4|L5JRE4_PTEAL
OG0000069	sp|Q61781|K1C14_MOUSE	tr|L5JRX6|L5JRX6_PTEAL
OG0000069	sp|Q9Z2K1|K1C16_MOUSE	tr|L5JQ79|L5JQ79_PTEAL
OG0000069	sp|Q6IFX2|K1C42_MOUSE	tr|L5JTF7|L5JTF7_PTEAL
OG0000069	sp|Q9QWL7|K1C17_MOUSE	tr|L5JQ19|L5JQ19_PTEAL
OG0000071	sp|P49312|ROA1_MOUSE	tr|L5L4Y0|L5L4Y0_PTEAL, tr|L5KWG1|L5KWG1_PTEAL, tr|L5KWZ7|L5KWZ7_PTEAL, tr|L5KU97|L5KU97_PTEAL, tr|L5KSS6|L5KSS6_PTEAL, tr|L5JQI0|L5JQI0_PTEAL, tr|L5JRQ7|L5JRQ7_PTEAL, tr|L5KA63|L5KA63_PTEAL, tr|L5KBU2|L5KBU2_PTEAL, tr|L5L184|L5L184_PTEAL, tr|L5L6S2|L5L6S2_PTEAL
OG0000071	sp|Q8BG05|ROA3_MOUSE, sp|O88569|ROA2_MOUSE	tr|L5KCZ2|L5KCZ2_PTEAL, tr|L5K2J8|L5K2J8_PTEAL, tr|L5KMQ8|L5KMQ8_PTEAL, tr|L5JN50|L5JN50_PTEAL
OG0000074	sp|P21843|MCPT3_MOUSE, sp|P21844|CMA1_MOUSE, tr|Q920S1|Q920S1_MOUSE, sp|P13366|GRAG_MOUSE, sp|P08884|GRAE_MOUSE, sp|P11033|GRAD_MOUSE, sp|P08883|GRAF_MOUSE, sp|P04187|GRAB_MOUSE, sp|P08882|GRAC_MOUSE, sp|P28293|CATG_MOUSE, sp|P43430|MCPT8_MOUSE, sp|P15119|MCPT2_MOUSE, sp|P21812|MCPT4_MOUSE, sp|P11034|MCPT1_MOUSE, tr|Q91VB1|Q91VB1_MOUSE, sp|Q00356|MCPTX_MOUSE, sp|O35164|MCPT9_MOUSE	tr|L5KHN9|L5KHN9_PTEAL
OG0000075	tr|F6YNI8|F6YNI8_MOUSE	tr|L5KXC8|L5KXC8_PTEAL
OG0000075	tr|Q3UT53|Q3UT53_MOUSE, tr|J3QMW5|J3QMW5_MOUSE, tr|J3QPI8|J3QPI8_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE, tr|J3QQ02|J3QQ02_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|J3QNT6|J3QNT6_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, sp|Q60872|IF1A_MOUSE, sp|Q8BMJ3|IF1AX_MOUSE	tr|L5KMP1|L5KMP1_PTEAL
OG0000076	tr|Q9R0K2|Q9R0K2_MOUSE	tr|L5KXC2|L5KXC2_PTEAL
OG0000076	tr|Q7TQZ8|Q7TQZ8_MOUSE	tr|L5JQZ8|L5JQZ8_PTEAL
OG0000076	sp|Q60878|OL140_MOUSE	tr|L5KYN2|L5KYN2_PTEAL, tr|L5KXI7|L5KXI7_PTEAL, tr|L5KY50|L5KY50_PTEAL, tr|L5KUV6|L5KUV6_PTEAL, tr|L5L3Z5|L5L3Z5_PTEAL, tr|L5K0B0|L5K0B0_PTEAL, tr|L5L3J3|L5L3J3_PTEAL, tr|L5L4P4|L5L4P4_PTEAL, tr|L5L6M5|L5L6M5_PTEAL, tr|L5L4Z1|L5L4Z1_PTEAL, tr|L5KZ83|L5KZ83_PTEAL, tr|L5KXI4|L5KXI4_PTEAL, tr|L5KYM6|L5KYM6_PTEAL
OG0000078	tr|Q8CFE8|Q8CFE8_MOUSE	tr|L5K8M7|L5K8M7_PTEAL
OG0000078	tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE	tr|L5KV41|L5KV41_PTEAL
OG0000081	sp|Q8VFK7|O1020_MOUSE	tr|L5JPR0|L5JPR0_PTEAL
OG0000081	tr|Q7TR55|Q7TR55_MOUSE, sp|Q8VGS3|O1019_MOUSE	tr|L5L1V3|L5L1V3_PTEAL
OG0000081	tr|Q8VFX5|Q8VFX5_MOUSE	tr|L5L2R3|L5L2R3_PTEAL, tr|L5L3U5|L5L3U5_PTEAL, tr|L5L1Y6|L5L1Y6_PTEAL, tr|L5L2U1|L5L2U1_PTEAL, tr|L5K137|L5K137_PTEAL, tr|L5JRL7|L5JRL7_PTEAL, tr|L5L3B7|L5L3B7_PTEAL, tr|L5K572|L5K572_PTEAL, tr|L5L2A1|L5L2A1_PTEAL, tr|L5L3Y9|L5L3Y9_PTEAL, tr|L5L202|L5L202_PTEAL
OG0000083	sp|Q9DC51|GNAI3_MOUSE	tr|L5K2F9|L5K2F9_PTEAL
OG0000083	sp|P08752|GNAI2_MOUSE	tr|L5KVV3|L5KVV3_PTEAL
OG0000083	sp|B2RSH2|GNAI1_MOUSE	tr|L5JNT2|L5JNT2_PTEAL
OG0000083	sp|P18872|GNAO_MOUSE	tr|L5KX82|L5KX82_PTEAL
OG0000083	sp|Q3V3I2|GNAT3_MOUSE	tr|L5JNM1|L5JNM1_PTEAL
OG0000083	sp|P50149|GNAT2_MOUSE	tr|L5K2U7|L5K2U7_PTEAL
OG0000084	sp|Q9Z0M3|CAD20_MOUSE	tr|L5KKM0|L5KKM0_PTEAL
OG0000084	tr|E9Q3A7|E9Q3A7_MOUSE	tr|L5KHQ7|L5KHQ7_PTEAL
OG0000084	sp|Q8BM92|CADH7_MOUSE	tr|L5KHE9|L5KHE9_PTEAL
OG0000084	sp|P97291|CADH8_MOUSE	tr|L5KUI3|L5KUI3_PTEAL
OG0000084	sp|Q5RJH3|CAD12_MOUSE	tr|L5L0M3|L5L0M3_PTEAL
OG0000084	sp|P70408|CAD10_MOUSE	tr|L5L068|L5L068_PTEAL
OG0000084	sp|P97326|CADH6_MOUSE	tr|L5L0L8|L5L0L8_PTEAL
OG0000084	sp|P70407|CADH9_MOUSE	tr|L5KZA8|L5KZA8_PTEAL
OG0000085	tr|Q7TR90|Q7TR90_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE	tr|L5KAE4|L5KAE4_PTEAL
OG0000085	sp|Q8VFL5|O1030_MOUSE	tr|L5JPR4|L5JPR4_PTEAL, tr|L5L8V9|L5L8V9_PTEAL, tr|L5L6Y5|L5L6Y5_PTEAL, tr|L5K6Y0|L5K6Y0_PTEAL
OG0000085	tr|Q7TR87|Q7TR87_MOUSE	tr|L5JVF1|L5JVF1_PTEAL, tr|L5JYW3|L5JYW3_PTEAL, tr|L5KAE8|L5KAE8_PTEAL, tr|L5K7X6|L5K7X6_PTEAL, tr|L5K9N0|L5K9N0_PTEAL, tr|L5K7I0|L5K7I0_PTEAL
OG0000087	sp|Q6IFX4|K1C39_MOUSE	tr|L5JRG3|L5JRG3_PTEAL
OG0000087	sp|Q497I4|KRT35_MOUSE	tr|L5JRY1|L5JRY1_PTEAL
OG0000087	sp|B1AQ75|KRT36_MOUSE	tr|L5JQ84|L5JQ84_PTEAL
OG0000087	sp|Q6IFX3|K1C40_MOUSE	tr|L5JQ87|L5JQ87_PTEAL, tr|L5JTG4|L5JTG4_PTEAL, tr|L5JQ29|L5JQ29_PTEAL, tr|L5JRZ5|L5JRZ5_PTEAL
OG0000089	sp|P49945|FRIL2_MOUSE, sp|P29391|FRIL1_MOUSE	tr|L5KA02|L5KA02_PTEAL, tr|L5KSE3|L5KSE3_PTEAL, tr|L5KYH8|L5KYH8_PTEAL, tr|L5JTA3|L5JTA3_PTEAL, tr|L5K6I8|L5K6I8_PTEAL, tr|L5K722|L5K722_PTEAL, tr|L5L4J6|L5L4J6_PTEAL, tr|L5KT25|L5KT25_PTEAL, tr|L5KB38|L5KB38_PTEAL, tr|L5KSK2|L5KSK2_PTEAL, tr|L5L3Y7|L5L3Y7_PTEAL, tr|L5K4H2|L5K4H2_PTEAL, tr|L5KRT0|L5KRT0_PTEAL, tr|L5KAA5|L5KAA5_PTEAL
OG0000091	sp|P00757|K1KB4_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P04071|K1B16_MOUSE	tr|L5L444|L5L444_PTEAL
OG0000093	sp|P50285|FMO1_MOUSE	tr|L5KZ41|L5KZ41_PTEAL
OG0000093	sp|P97872|FMO5_MOUSE	tr|L5K3R4|L5K3R4_PTEAL
OG0000093	tr|G3X946|G3X946_MOUSE, tr|B2RWH8|B2RWH8_MOUSE, tr|Q8C116|Q8C116_MOUSE	tr|L5KYR1|L5KYR1_PTEAL
OG0000093	sp|P97501|FMO3_MOUSE, tr|J3QMN6|J3QMN6_MOUSE	tr|L5KYM0|L5KYM0_PTEAL
OG0000093	sp|Q8VHG0|FMO4_MOUSE	tr|L5KYL3|L5KYL3_PTEAL
OG0000093	sp|Q8K2I3|FMO2_MOUSE	tr|L5KXU0|L5KXU0_PTEAL, tr|L5KZP4|L5KZP4_PTEAL
OG0000094	sp|Q3V0Q1|DYH12_MOUSE	tr|L5KBB8|L5KBB8_PTEAL
OG0000094	sp|P0C6F1|DYH2_MOUSE	tr|L5JZ97|L5JZ97_PTEAL
OG0000094	tr|A0A571BGC3|A0A571BGC3_MOUSE	tr|L5KBJ7|L5KBJ7_PTEAL
OG0000094	sp|E9Q8T7|DYH1_MOUSE	tr|L5K8J6|L5K8J6_PTEAL, tr|L5KAN9|L5KAN9_PTEAL, tr|L5K8Z8|L5K8Z8_PTEAL
OG0000094	sp|Q8BW94|DYH3_MOUSE	tr|L5KKQ1|L5KKQ1_PTEAL
OG0000094	tr|E9Q0T8|E9Q0T8_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE	tr|L5K2T5|L5K2T5_PTEAL
OG0000096	sp|Q8BM14|LIPK_MOUSE	tr|L5JNM8|L5JNM8_PTEAL
OG0000096	sp|Q9Z0M5|LICH_MOUSE	tr|L5JS05|L5JS05_PTEAL
OG0000096	sp|Q8K2A6|LIPM_MOUSE	tr|L5JS08|L5JS08_PTEAL
OG0000096	sp|Q3U4B4|LIPN_MOUSE	tr|L5JNF8|L5JNF8_PTEAL
OG0000096	sp|Q9CPP7|LIPG_MOUSE	tr|L5JQC2|L5JQC2_PTEAL
OG0000097	sp|P70208|PLXA3_MOUSE	tr|L5KGW2|L5KGW2_PTEAL
OG0000097	sp|Q80UG2|PLXA4_MOUSE	tr|L5KSR0|L5KSR0_PTEAL
OG0000097	sp|P70207|PLXA2_MOUSE	tr|L5KZ93|L5KZ93_PTEAL, tr|L5KXD4|L5KXD4_PTEAL
OG0000097	sp|Q9QZC2|PLXC1_MOUSE	tr|L5KPF6|L5KPF6_PTEAL, tr|L5KDI2|L5KDI2_PTEAL, tr|L5KDV9|L5KDV9_PTEAL, tr|L5KP41|L5KP41_PTEAL
OG0000097	sp|P70206|PLXA1_MOUSE	tr|L5KN15|L5KN15_PTEAL, tr|L5KQR1|L5KQR1_PTEAL
OG0000099	tr|E9Q5I3|E9Q5I3_MOUSE	tr|L5KQK0|L5KQK0_PTEAL
OG0000099	tr|E9QAQ8|E9QAQ8_MOUSE	tr|L5KPF3|L5KPF3_PTEAL, tr|L5KN91|L5KN91_PTEAL, tr|L5KPF9|L5KPF9_PTEAL, tr|L5KR04|L5KR04_PTEAL, tr|L5KPQ9|L5KPQ9_PTEAL
OG0000099	sp|Q80T03|MUC6_MOUSE	tr|L5KR01|L5KR01_PTEAL
OG0000099	sp|Q6PZE0|MUC19_MOUSE	tr|L5K6K4|L5K6K4_PTEAL
OG0000099	sp|Q80Z19|MUC2_MOUSE	tr|L5KN89|L5KN89_PTEAL
OG0000100	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE	tr|L5JVV3|L5JVV3_PTEAL
OG0000101	sp|Q5SWY8|SC5AA_MOUSE	tr|L5KY45|L5KY45_PTEAL
OG0000101	sp|Q8VDT1|SC5A9_MOUSE	tr|L5K5S1|L5K5S1_PTEAL
OG0000101	sp|Q8K0E3|SC5AB_MOUSE	tr|L5KNB9|L5KNB9_PTEAL
OG0000101	sp|Q923I7|SC5A2_MOUSE	tr|L5KCP1|L5KCP1_PTEAL
OG0000101	tr|E9QAB5|E9QAB5_MOUSE	tr|L5KWP7|L5KWP7_PTEAL
OG0000101	sp|Q8C3K6|SC5A1_MOUSE	tr|L5L6M2|L5L6M2_PTEAL
OG0000101	tr|Q91ZP4|Q91ZP4_MOUSE, sp|Q9ET37|S5A4A_MOUSE	tr|L5L4N8|L5L4N8_PTEAL
OG0000102	sp|Q0V8T9|CTP5A_MOUSE	tr|L5JYY3|L5JYY3_PTEAL
OG0000102	sp|Q9CPW0|CNTP2_MOUSE	tr|L5K374|L5K374_PTEAL
OG0000102	sp|O54991|CNTP1_MOUSE	tr|L5JRU3|L5JRU3_PTEAL, tr|L5JQ43|L5JQ43_PTEAL
OG0000102	sp|Q99P47|CNTP4_MOUSE	tr|L5KU31|L5KU31_PTEAL
OG0000102	tr|E9PY62|E9PY62_MOUSE	tr|L5KT94|L5KT94_PTEAL
OG0000105	sp|P20029|BIP_MOUSE	tr|L5K9K5|L5K9K5_PTEAL, tr|L5L6K4|L5L6K4_PTEAL, tr|L5JRE6|L5JRE6_PTEAL, tr|L5KDW1|L5KDW1_PTEAL, tr|L5JPT1|L5JPT1_PTEAL, tr|L5L6N8|L5L6N8_PTEAL, tr|L5JTB4|L5JTB4_PTEAL, tr|L5L5M6|L5L5M6_PTEAL, tr|L5L7B6|L5L7B6_PTEAL, tr|L5L408|L5L408_PTEAL, tr|L5JP41|L5JP41_PTEAL, tr|L5KAW2|L5KAW2_PTEAL, tr|L5KSM0|L5KSM0_PTEAL, tr|L5L640|L5L640_PTEAL
OG0000106	sp|Q80VM8|PNM8A_MOUSE	tr|L5KNA7|L5KNA7_PTEAL
OG0000106	sp|Q9CZA5|ZCH12_MOUSE, sp|Q8VD24|ZCC18_MOUSE	tr|L5L5A0|L5L5A0_PTEAL
OG0000106	sp|Q5DTT8|PNMA5_MOUSE, sp|Q8JZW8|PNMA3_MOUSE, sp|Q8C1C8|PNMA1_MOUSE, sp|Q9ERH6|MOAP1_MOUSE, sp|Q8BHK0|PNMA2_MOUSE, tr|A0A140LII9|A0A140LII9_MOUSE, tr|A0A140LIU8|A0A140LIU8_MOUSE	tr|L5KGR6|L5KGR6_PTEAL
OG0000107	tr|Q9CPN9|Q9CPN9_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE, tr|F6R7E8|F6R7E8_MOUSE, sp|Q9D9M0|PRS52_MOUSE, sp|Q9DAA4|PRS37_MOUSE, sp|P07146|TRY2_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q792Y8|Q792Y8_MOUSE	tr|L5KQU0|L5KQU0_PTEAL
OG0000112	sp|P33267|CP2F2_MOUSE	tr|L5L474|L5L474_PTEAL
OG0000112	tr|B2RXZ2|B2RXZ2_MOUSE, sp|P56593|CP2AC_MOUSE, sp|P20852|CP2A5_MOUSE, sp|P15392|CP2A4_MOUSE, tr|Q9WV19|Q9WV19_MOUSE	tr|L5L4N5|L5L4N5_PTEAL
OG0000112	sp|O55071|CP2BJ_MOUSE, tr|E9Q593|E9Q593_MOUSE, tr|A6H6J2|A6H6J2_MOUSE, sp|P12790|CP2B9_MOUSE, sp|P12791|CP2BA_MOUSE	tr|L5JPP4|L5JPP4_PTEAL
OG0000113	sp|Q9ERB5|SO1C1_MOUSE	tr|L5KN38|L5KN38_PTEAL
OG0000113	sp|Q8R3L5|SO3A1_MOUSE	tr|L5L3L8|L5L3L8_PTEAL
OG0000113	sp|Q8BGD4|SO4C1_MOUSE, sp|Q8K078|SO4A1_MOUSE	tr|L5K1P3|L5K1P3_PTEAL
OG0000114	tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE	tr|L5L5J4|L5L5J4_PTEAL, tr|L5L611|L5L611_PTEAL
OG0000114	tr|A2AVC3|A2AVC3_MOUSE, tr|A2AVC4|A2AVC4_MOUSE	tr|L5L4Z6|L5L4Z6_PTEAL, tr|L5L6N0|L5L6N0_PTEAL, tr|L5L4Q3|L5L4Q3_PTEAL, tr|L5JVS3|L5JVS3_PTEAL, tr|L5L6N5|L5L6N5_PTEAL, tr|L5L4P9|L5L4P9_PTEAL, tr|L5L616|L5L616_PTEAL, tr|L5L5J9|L5L5J9_PTEAL, tr|L5L503|L5L503_PTEAL
OG0000115	sp|P62751|RL23A_MOUSE	tr|L5JYW0|L5JYW0_PTEAL, tr|L5JU80|L5JU80_PTEAL, tr|L5JVI0|L5JVI0_PTEAL, tr|L5K972|L5K972_PTEAL, tr|L5JR23|L5JR23_PTEAL, tr|L5JWV8|L5JWV8_PTEAL, tr|L5KEZ8|L5KEZ8_PTEAL, tr|L5JNM2|L5JNM2_PTEAL, tr|L5KCV5|L5KCV5_PTEAL, tr|L5K6F4|L5K6F4_PTEAL, tr|L5KLC5|L5KLC5_PTEAL, tr|L5KBT6|L5KBT6_PTEAL, tr|L5K4Q2|L5K4Q2_PTEAL
OG0000116	tr|Q7TS19|Q7TS19_MOUSE	tr|L5L1X9|L5L1X9_PTEAL
OG0000116	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|L5L2I1|L5L2I1_PTEAL
OG0000116	tr|Q8VG87|Q8VG87_MOUSE	tr|L5KMX6|L5KMX6_PTEAL, tr|L5KP91|L5KP91_PTEAL, tr|L5L2Z5|L5L2Z5_PTEAL, tr|L5L2Y9|L5L2Y9_PTEAL
OG0000120	sp|Q61423|KCNA4_MOUSE	tr|L5KX80|L5KX80_PTEAL
OG0000120	sp|Q17ST2|KCNA7_MOUSE	tr|L5L4J2|L5L4J2_PTEAL
OG0000120	sp|P16388|KCNA1_MOUSE	tr|L5JTC2|L5JTC2_PTEAL
OG0000120	sp|P63141|KCNA2_MOUSE	tr|L5K560|L5K560_PTEAL, tr|L5K2X9|L5K2X9_PTEAL
OG0000120	sp|P16390|KCNA3_MOUSE	tr|L5K3J5|L5K3J5_PTEAL
OG0000120	sp|Q61762|KCNA5_MOUSE	tr|L5KIP3|L5KIP3_PTEAL
OG0000123	sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|L5K983|L5K983_PTEAL
OG0000123	sp|Q62148|AL1A2_MOUSE	tr|L5K3R7|L5K3R7_PTEAL
OG0000123	sp|Q9JHW9|AL1A3_MOUSE	tr|L5JVE9|L5JVE9_PTEAL
OG0000123	sp|Q9CZS1|AL1B1_MOUSE	tr|L5KP57|L5KP57_PTEAL, tr|L5KMV6|L5KMV6_PTEAL
OG0000123	sp|P47738|ALDH2_MOUSE	tr|L5KTT6|L5KTT6_PTEAL
OG0000127	sp|P15864|H12_MOUSE	tr|L5JTN0|L5JTN0_PTEAL
OG0000127	sp|P43275|H11_MOUSE	tr|L5JTC9|L5JTC9_PTEAL
OG0000127	sp|Q07133|H1T_MOUSE	tr|L5JUG6|L5JUG6_PTEAL
OG0000127	sp|P43276|H15_MOUSE	tr|L5JWI5|L5JWI5_PTEAL
OG0000127	sp|P43274|H14_MOUSE	tr|L5JW28|L5JW28_PTEAL
OG0000127	sp|P43277|H13_MOUSE	tr|L5JW17|L5JW17_PTEAL, tr|L5JUG1|L5JUG1_PTEAL
OG0000128	sp|P14206|RSSA_MOUSE	tr|L5KHV6|L5KHV6_PTEAL, tr|L5JP60|L5JP60_PTEAL, tr|L5JMK5|L5JMK5_PTEAL, tr|L5K6N5|L5K6N5_PTEAL, tr|L5JX85|L5JX85_PTEAL, tr|L5K952|L5K952_PTEAL, tr|L5JV58|L5JV58_PTEAL, tr|L5KC63|L5KC63_PTEAL, tr|L5JT95|L5JT95_PTEAL, tr|L5K364|L5K364_PTEAL, tr|L5JMS0|L5JMS0_PTEAL, tr|L5K7J2|L5K7J2_PTEAL
OG0000129	sp|Q69Z26|CNTN4_MOUSE	tr|L5KUP1|L5KUP1_PTEAL
OG0000129	sp|Q07409|CNTN3_MOUSE	tr|L5KWK2|L5KWK2_PTEAL
OG0000129	sp|P68500|CNTN5_MOUSE	tr|L5KYN3|L5KYN3_PTEAL
OG0000129	sp|P12960|CNTN1_MOUSE	tr|L5KAB1|L5KAB1_PTEAL
OG0000129	sp|Q61330|CNTN2_MOUSE	tr|L5JXU1|L5JXU1_PTEAL
OG0000129	sp|Q9JMB8|CNTN6_MOUSE	tr|L5KVF3|L5KVF3_PTEAL
OG0000130	sp|Q9CPR4|RL17_MOUSE	tr|L5JNE7|L5JNE7_PTEAL, tr|L5JVL6|L5JVL6_PTEAL, tr|L5JYM9|L5JYM9_PTEAL, tr|L5K243|L5K243_PTEAL, tr|L5KXH2|L5KXH2_PTEAL, tr|L5KEJ8|L5KEJ8_PTEAL, tr|L5L3Q2|L5L3Q2_PTEAL, tr|L5K4C6|L5K4C6_PTEAL, tr|L5L519|L5L519_PTEAL
OG0000130	tr|B2RY53|B2RY53_MOUSE	tr|L5K8N1|L5K8N1_PTEAL, tr|L5KR39|L5KR39_PTEAL
OG0000131	tr|F8VPJ8|F8VPJ8_MOUSE	tr|L5KG15|L5KG15_PTEAL, tr|L5JRH4|L5JRH4_PTEAL
OG0000131	tr|Q8VH18|Q8VH18_MOUSE	tr|L5KDE9|L5KDE9_PTEAL
OG0000131	tr|Q8VGW5|Q8VGW5_MOUSE	tr|L5KFT7|L5KFT7_PTEAL
OG0000131	tr|A0A2I3BR67|A0A2I3BR67_MOUSE	tr|L5KD23|L5KD23_PTEAL
OG0000133	sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD10|TAA7D_MOUSE	tr|L5KEE1|L5KEE1_PTEAL
OG0000134	tr|E9Q985|E9Q985_MOUSE, tr|Q8VH10|Q8VH10_MOUSE, tr|Q8VH08|Q8VH08_MOUSE	tr|L5KMX9|L5KMX9_PTEAL
OG0000134	tr|Q8VGB3|Q8VGB3_MOUSE	tr|L5KQ16|L5KQ16_PTEAL
OG0000134	tr|E9PZZ6|E9PZZ6_MOUSE, tr|E9PWU0|E9PWU0_MOUSE, tr|L7N457|L7N457_MOUSE, tr|Q8VF72|Q8VF72_MOUSE, tr|Q8VEU2|Q8VEU2_MOUSE	tr|L5KP94|L5KP94_PTEAL
