Orthogroup	Mus_musculus	Dipodomys_ordii
OG0000072	sp|Q8BG84|LAIR1_MOUSE	tr|A0A1S3G364|A0A1S3G364_DIPOR
OG0000072	sp|Q8C567|NCTR1_MOUSE	tr|A0A1S3G2R5|A0A1S3G2R5_DIPOR
OG0000072	sp|P0C191|GPVI_MOUSE	tr|A0A1S3GME3|A0A1S3GME3_DIPOR
OG0000073	tr|A2ARC0|A2ARC0_MOUSE	tr|A0A1S3G764|A0A1S3G764_DIPOR
OG0000073	sp|Q921M4|GOGA2_MOUSE	tr|A0A1S3GWG4|A0A1S3GWG4_DIPOR, tr|A0A1S3GV38|A0A1S3GV38_DIPOR, tr|A0A1S3ENG1|A0A1S3ENG1_DIPOR, tr|A0A1S3FWW9|A0A1S3FWW9_DIPOR, tr|A0A1S3GUA9|A0A1S3GUA9_DIPOR, tr|A0A1S3FDH3|A0A1S3FDH3_DIPOR, tr|A0A1S3G1B0|A0A1S3G1B0_DIPOR, tr|A0A1S3EQ51|A0A1S3EQ51_DIPOR, tr|A0A1S3FLI5|A0A1S3FLI5_DIPOR, tr|A0A1S3F6G7|A0A1S3F6G7_DIPOR, tr|A0A1S3GW78|A0A1S3GW78_DIPOR, tr|A0A1S3GVY1|A0A1S3GVY1_DIPOR, tr|A0A1S3FLK4|A0A1S3FLK4_DIPOR
OG0000074	tr|Q9CR91|Q9CR91_MOUSE, tr|J3QP15|J3QP15_MOUSE, tr|Q9D149|Q9D149_MOUSE, tr|B9EJP6|B9EJP6_MOUSE, tr|Q9D1C5|Q9D1C5_MOUSE, tr|Q9CQH5|Q9CQH5_MOUSE, tr|Q9D195|Q9D195_MOUSE, tr|A0A0A6YX29|A0A0A6YX29_MOUSE, tr|Q9D6R3|Q9D6R3_MOUSE, tr|Q9D6P5|Q9D6P5_MOUSE, tr|D3YUU5|D3YUU5_MOUSE, tr|Q9D731|Q9D731_MOUSE, tr|Q9D1G7|Q9D1G7_MOUSE, tr|Q9D139|Q9D139_MOUSE, tr|Q9D1K4|Q9D1K4_MOUSE	tr|A0A1S3F2Z0|A0A1S3F2Z0_DIPOR
OG0000076	tr|A2ATA0|A2ATA0_MOUSE	tr|A0A1S3G6S7|A0A1S3G6S7_DIPOR, tr|A0A1S3G9A3|A0A1S3G9A3_DIPOR
OG0000076	tr|A2AT86|A2AT86_MOUSE	tr|A0A1S3G8E4|A0A1S3G8E4_DIPOR, tr|A0A1S3G6Z9|A0A1S3G6Z9_DIPOR, tr|A0A1S3G9B8|A0A1S3G9B8_DIPOR, tr|A0A1S3GUQ6|A0A1S3GUQ6_DIPOR, tr|A0A1S3G7D4|A0A1S3G7D4_DIPOR, tr|A0A1S3GSX3|A0A1S3GSX3_DIPOR, tr|A0A1S3GTI4|A0A1S3GTI4_DIPOR, tr|A0A1S3G6Y5|A0A1S3G6Y5_DIPOR, tr|A0A1S3GT57|A0A1S3GT57_DIPOR, tr|A0A1S3GUQ0|A0A1S3GUQ0_DIPOR, tr|A0A1S3GVK2|A0A1S3GVK2_DIPOR, tr|A0A1S3G8K0|A0A1S3G8K0_DIPOR
OG0000077	tr|Q8CFE8|Q8CFE8_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE	tr|A0A1S3FQY0|A0A1S3FQY0_DIPOR
OG0000084	tr|Q8VGP6|Q8VGP6_MOUSE, sp|P34984|OLF13_MOUSE	tr|A0A1S3FL37|A0A1S3FL37_DIPOR
OG0000084	tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE	tr|A0A1S3FKK9|A0A1S3FKK9_DIPOR, tr|A0A1S3FKH6|A0A1S3FKH6_DIPOR
OG0000084	tr|Q8VFS6|Q8VFS6_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|K9J725|K9J725_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q8VES9|Q8VES9_MOUSE	tr|A0A1S3FML5|A0A1S3FML5_DIPOR
OG0000086	sp|Q64291|K1C12_MOUSE	tr|A0A1S3GW21|A0A1S3GW21_DIPOR
OG0000086	sp|A1L317|K1C24_MOUSE	tr|A0A1S3GXE6|A0A1S3GXE6_DIPOR
OG0000086	sp|Q6RHW0|K1C9_MOUSE	tr|A0A1S3GVU8|A0A1S3GVU8_DIPOR
OG0000086	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A1S3GX48|A0A1S3GX48_DIPOR
OG0000086	sp|Q61781|K1C14_MOUSE	tr|A0A1S3GYN5|A0A1S3GYN5_DIPOR
OG0000086	sp|Q6IFX2|K1C42_MOUSE	tr|A0A1S3GXQ2|A0A1S3GXQ2_DIPOR
OG0000086	sp|Q9QWL7|K1C17_MOUSE	tr|A0A1S3GXF7|A0A1S3GXF7_DIPOR
OG0000087	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE	tr|A0A1S3GV82|A0A1S3GV82_DIPOR
OG0000092	tr|Q8VGJ5|Q8VGJ5_MOUSE	tr|A0A1S3F3V9|A0A1S3F3V9_DIPOR, tr|A0A1S3F4W8|A0A1S3F4W8_DIPOR, tr|A0A1S3F487|A0A1S3F487_DIPOR, tr|A0A1S3F4C9|A0A1S3F4C9_DIPOR, tr|A0A1S3F385|A0A1S3F385_DIPOR, tr|A0A1S3F390|A0A1S3F390_DIPOR, tr|A0A1S3F5I3|A0A1S3F5I3_DIPOR, tr|A0A1S3F483|A0A1S3F483_DIPOR, tr|A0A1S3F2P3|A0A1S3F2P3_DIPOR, tr|A0A1S3F3W4|A0A1S3F3W4_DIPOR, tr|A0A1S3F2P5|A0A1S3F2P5_DIPOR, tr|A0A1S3F4W4|A0A1S3F4W4_DIPOR, tr|A0A1S3F2Q0|A0A1S3F2Q0_DIPOR
OG0000093	tr|Q8BFS8|Q8BFS8_MOUSE	tr|A0A1S3G335|A0A1S3G335_DIPOR, tr|A0A1S3GP09|A0A1S3GP09_DIPOR, tr|A0A1S3GMF0|A0A1S3GMF0_DIPOR, tr|A0A1S3G381|A0A1S3G381_DIPOR, tr|A0A1S3GMK0|A0A1S3GMK0_DIPOR, tr|A0A1S3GMS6|A0A1S3GMS6_DIPOR, tr|A0A1S3GMG0|A0A1S3GMG0_DIPOR, tr|A0A1S3GVE7|A0A1S3GVE7_DIPOR, tr|A0A1S3G370|A0A1S3G370_DIPOR, tr|A0A1S3G5D7|A0A1S3G5D7_DIPOR, tr|A0A1S3GMA3|A0A1S3GMA3_DIPOR, tr|A0A1S3GPZ5|A0A1S3GPZ5_DIPOR, tr|A0A1S3GPP9|A0A1S3GPP9_DIPOR
OG0000094	tr|Q9QZ20|Q9QZ20_MOUSE, tr|Q8VGA9|Q8VGA9_MOUSE	tr|A0A1S3G187|A0A1S3G187_DIPOR
OG0000094	tr|A2AM35|A2AM35_MOUSE	tr|A0A1S3FQD9|A0A1S3FQD9_DIPOR
OG0000094	tr|Q7TS18|Q7TS18_MOUSE	tr|A0A1S3FQQ1|A0A1S3FQQ1_DIPOR
OG0000094	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A1S3FS56|A0A1S3FS56_DIPOR
OG0000094	tr|Q9QZ19|Q9QZ19_MOUSE, tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A1S3FZT9|A0A1S3FZT9_DIPOR
OG0000097	sp|Q9JI76|ADA21_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, sp|Q9R158|AD26A_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, tr|Q7M766|Q7M766_MOUSE, tr|Q7M763|Q7M763_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M762|Q7M762_MOUSE, sp|Q9R160|ADA24_MOUSE, sp|Q811Q4|ADA29_MOUSE, tr|Q6IMH7|Q6IMH7_MOUSE, tr|B2RSY5|B2RSY5_MOUSE, tr|Q811Q3|Q811Q3_MOUSE	tr|A0A1S3FAI5|A0A1S3FAI5_DIPOR
OG0000103	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A1S3GEQ3|A0A1S3GEQ3_DIPOR
OG0000103	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A1S3F3F1|A0A1S3F3F1_DIPOR, tr|A0A1S3GF65|A0A1S3GF65_DIPOR, tr|A0A1S3GT13|A0A1S3GT13_DIPOR, tr|A0A1S3F1Y9|A0A1S3F1Y9_DIPOR, tr|A0A1S3GQX9|A0A1S3GQX9_DIPOR, tr|A0A1S3F3B3|A0A1S3F3B3_DIPOR
OG0000103	sp|Q64525|H2B2B_MOUSE	tr|A0A1S3GD09|A0A1S3GD09_DIPOR, tr|A0A1S3F1L9|A0A1S3F1L9_DIPOR
OG0000104	tr|Q8VET4|Q8VET4_MOUSE	tr|A0A1S3GU62|A0A1S3GU62_DIPOR, tr|A0A1S3GSZ0|A0A1S3GSZ0_DIPOR, tr|A0A1S3GSD3|A0A1S3GSD3_DIPOR, tr|A0A1S3GNG2|A0A1S3GNG2_DIPOR, tr|A0A1S3ELS1|A0A1S3ELS1_DIPOR, tr|A0A1S3GSM1|A0A1S3GSM1_DIPOR, tr|A0A1S3GX80|A0A1S3GX80_DIPOR, tr|A0A1S3GU67|A0A1S3GU67_DIPOR, tr|A0A1S3GAS4|A0A1S3GAS4_DIPOR, tr|A0A1S3GSD7|A0A1S3GSD7_DIPOR, tr|A0A1S3F496|A0A1S3F496_DIPOR, tr|A0A1S3F616|A0A1S3F616_DIPOR
OG0000105	sp|P84244|H33_MOUSE	tr|A0A1S3GZE3|A0A1S3GZE3_DIPOR
OG0000105	sp|P84228|H32_MOUSE	tr|A0A1S3GD22|A0A1S3GD22_DIPOR
OG0000105	sp|P62806|H4_MOUSE	tr|A0A1S3F9Z0|A0A1S3F9Z0_DIPOR, tr|A0A1S3FA28|A0A1S3FA28_DIPOR, tr|A0A1S3F333|A0A1S3F333_DIPOR, tr|A0A1S3GQV9|A0A1S3GQV9_DIPOR, tr|A0A1S3GCZ9|A0A1S3GCZ9_DIPOR, tr|A0A1S3GPQ2|A0A1S3GPQ2_DIPOR, tr|A0A1S3GQV0|A0A1S3GQV0_DIPOR, tr|A0A1S3FW03|A0A1S3FW03_DIPOR
OG0000106	tr|A0A338P6D5|A0A338P6D5_MOUSE, tr|A0A338P6G8|A0A338P6G8_MOUSE, tr|A2BEJ1|A2BEJ1_MOUSE, tr|A2BEI6|A2BEI6_MOUSE, tr|A2BEI8|A2BEI8_MOUSE, tr|F2Z3W5|F2Z3W5_MOUSE, tr|J3QMS7|J3QMS7_MOUSE, tr|F2Z478|F2Z478_MOUSE, tr|Q3UTE2|Q3UTE2_MOUSE, tr|E9Q5Z9|E9Q5Z9_MOUSE, tr|Q5RIS0|Q5RIS0_MOUSE	tr|A0A1S3GEC0|A0A1S3GEC0_DIPOR, tr|A0A1S3GBZ8|A0A1S3GBZ8_DIPOR
OG0000107	tr|A2RT31|A2RT31_MOUSE, tr|Q7TRK1|Q7TRK1_MOUSE	tr|A0A1S3GEA5|A0A1S3GEA5_DIPOR, tr|A0A1S3GD86|A0A1S3GD86_DIPOR, tr|A0A1S3GCN6|A0A1S3GCN6_DIPOR, tr|A0A1S3GPL4|A0A1S3GPL4_DIPOR, tr|A0A1S3GDF3|A0A1S3GDF3_DIPOR, tr|A0A1S3GB27|A0A1S3GB27_DIPOR, tr|A0A1S3GCJ2|A0A1S3GCJ2_DIPOR, tr|A0A1S3GBF6|A0A1S3GBF6_DIPOR, tr|A0A1S3GCQ8|A0A1S3GCQ8_DIPOR, tr|A0A1S3GD57|A0A1S3GD57_DIPOR, tr|A0A1S3GDD7|A0A1S3GDD7_DIPOR
OG0000108	tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE	tr|A0A1S3ENG8|A0A1S3ENG8_DIPOR
OG0000108	sp|Q9WV02|RBMX_MOUSE	tr|A0A1S3FC29|A0A1S3FC29_DIPOR
OG0000108	tr|A0A087WPY7|A0A087WPY7_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A1S3G5Q3|A0A1S3G5Q3_DIPOR
OG0000117	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A1S3FHH1|A0A1S3FHH1_DIPOR
OG0000117	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A1S3FXP4|A0A1S3FXP4_DIPOR
OG0000117	sp|P02463|CO4A1_MOUSE	tr|A0A1S3FNY4|A0A1S3FNY4_DIPOR
OG0000117	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A1S3ENZ4|A0A1S3ENZ4_DIPOR
OG0000117	sp|P08122|CO4A2_MOUSE	tr|A0A1S3FPM1|A0A1S3FPM1_DIPOR
OG0000117	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A1S3FXL7|A0A1S3FXL7_DIPOR
OG0000121	tr|D3YX18|D3YX18_MOUSE, tr|D3Z714|D3Z714_MOUSE, tr|A0A087WPH4|A0A087WPH4_MOUSE, tr|Q3V4B6|Q3V4B6_MOUSE	tr|A0A1S3G4I0|A0A1S3G4I0_DIPOR, tr|A0A1S3G3T9|A0A1S3G3T9_DIPOR, tr|A0A1S3G2R1|A0A1S3G2R1_DIPOR, tr|A0A1S3G2C0|A0A1S3G2C0_DIPOR, tr|A0A1S3G2C5|A0A1S3G2C5_DIPOR, tr|A0A1S3GWW1|A0A1S3GWW1_DIPOR, tr|A0A1S3G2R6|A0A1S3G2R6_DIPOR, tr|A0A1S3G3T4|A0A1S3G3T4_DIPOR
OG0000122	sp|P15626|GSTM2_MOUSE	tr|A0A1S3GH26|A0A1S3GH26_DIPOR, tr|A0A1S3GEN2|A0A1S3GEN2_DIPOR, tr|A0A1S3GH11|A0A1S3GH11_DIPOR, tr|A0A1S3GEQ0|A0A1S3GEQ0_DIPOR, tr|A0A1S3GES1|A0A1S3GES1_DIPOR
OG0000122	sp|Q80W21|GSTM7_MOUSE	tr|A0A1S3GER6|A0A1S3GER6_DIPOR
OG0000122	sp|P19639|GSTM3_MOUSE, sp|P10649|GSTM1_MOUSE	tr|A0A1S3GF31|A0A1S3GF31_DIPOR
OG0000123	sp|P83882|RL36A_MOUSE	tr|A0A1S3GNS1|A0A1S3GNS1_DIPOR, tr|A0A1S3FJV9|A0A1S3FJV9_DIPOR, tr|A0A1S3FS83|A0A1S3FS83_DIPOR, tr|A0A1S3FKJ1|A0A1S3FKJ1_DIPOR, tr|A0A1S3EPV9|A0A1S3EPV9_DIPOR, tr|A0A1S3EWA3|A0A1S3EWA3_DIPOR, tr|A0A1S3GLG6|A0A1S3GLG6_DIPOR, tr|A0A1S3FEE0|A0A1S3FEE0_DIPOR, tr|A0A1S3GFA2|A0A1S3GFA2_DIPOR, tr|A0A1S3GNA7|A0A1S3GNA7_DIPOR, tr|A0A1S3FK18|A0A1S3FK18_DIPOR
OG0000124	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A1S3GHD3|A0A1S3GHD3_DIPOR
OG0000124	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A1S3FYP1|A0A1S3FYP1_DIPOR
OG0000124	sp|Q64436|ATP4A_MOUSE	tr|A0A1S3G041|A0A1S3G041_DIPOR
OG0000124	sp|Q9WV27|AT1A4_MOUSE	tr|A0A1S3GD52|A0A1S3GD52_DIPOR
OG0000124	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A1S3GBR8|A0A1S3GBR8_DIPOR
OG0000124	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A1S3FU95|A0A1S3FU95_DIPOR
OG0000125	sp|P03975|IGEB_MOUSE	tr|A0A1S3GSB9|A0A1S3GSB9_DIPOR, tr|A0A1S3GTT7|A0A1S3GTT7_DIPOR, tr|A0A1S3GBH0|A0A1S3GBH0_DIPOR, tr|A0A1S3GCA8|A0A1S3GCA8_DIPOR, tr|A0A1S3FS20|A0A1S3FS20_DIPOR, tr|A0A1S3GTJ7|A0A1S3GTJ7_DIPOR, tr|A0A1S3GS19|A0A1S3GS19_DIPOR, tr|A0A1S3F7N1|A0A1S3F7N1_DIPOR, tr|A0A1S3G2S8|A0A1S3G2S8_DIPOR, tr|A0A1S3EN82|A0A1S3EN82_DIPOR, tr|A0A1S3GXP5|A0A1S3GXP5_DIPOR
OG0000126	sp|P23953|EST1C_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE	tr|A0A1S3G425|A0A1S3G425_DIPOR, tr|A0A1S3G3M5|A0A1S3G3M5_DIPOR
OG0000126	sp|Q64176|EST1E_MOUSE, tr|D3Z298|D3Z298_MOUSE, sp|Q91WU0|EST1F_MOUSE, tr|E9PYP1|E9PYP1_MOUSE, sp|Q8VCT4|EST1D_MOUSE, sp|Q8VCC2|EST1_MOUSE	tr|A0A1S3G3F0|A0A1S3G3F0_DIPOR, tr|A0A1S3GUR0|A0A1S3GUR0_DIPOR
OG0000139	tr|Q8VF62|Q8VF62_MOUSE	tr|A0A1S3EN63|A0A1S3EN63_DIPOR
OG0000139	tr|Q8VG50|Q8VG50_MOUSE	tr|A0A1S3EMV9|A0A1S3EMV9_DIPOR, tr|A0A1S3EM26|A0A1S3EM26_DIPOR
OG0000139	sp|Q60882|OL145_MOUSE	tr|A0A1S3EKT2|A0A1S3EKT2_DIPOR
OG0000139	tr|Q7TRE5|Q7TRE5_MOUSE, tr|Q7TRE6|Q7TRE6_MOUSE, tr|Q7TRE4|Q7TRE4_MOUSE	tr|A0A1S3EMY4|A0A1S3EMY4_DIPOR
OG0000140	tr|Q8VGN9|Q8VGN9_MOUSE	tr|A0A1S3GTZ0|A0A1S3GTZ0_DIPOR
OG0000140	tr|Q8VGN4|Q8VGN4_MOUSE	tr|A0A1S3GSS1|A0A1S3GSS1_DIPOR
OG0000140	tr|A2AUA4|A2AUA4_MOUSE, tr|Q8VEZ1|Q8VEZ1_MOUSE	tr|A0A1S3GU05|A0A1S3GU05_DIPOR, tr|A0A1S3GUV0|A0A1S3GUV0_DIPOR, tr|A0A1S3GSS6|A0A1S3GSS6_DIPOR, tr|A0A1S3GUW5|A0A1S3GUW5_DIPOR, tr|A0A1S3GS76|A0A1S3GS76_DIPOR
OG0000143	tr|Q7TR20|Q7TR20_MOUSE	tr|A0A1S3GT61|A0A1S3GT61_DIPOR
OG0000143	tr|A2AUS6|A2AUS6_MOUSE	tr|A0A1S3GT31|A0A1S3GT31_DIPOR
OG0000143	tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE	tr|A0A1S3GSE3|A0A1S3GSE3_DIPOR
OG0000143	tr|Q0VB29|Q0VB29_MOUSE	tr|A0A1S3GT26|A0A1S3GT26_DIPOR
OG0000145	sp|Q921L7|HEMK1_MOUSE	tr|A0A1S3G3Y7|A0A1S3G3Y7_DIPOR, tr|A0A1S3GWB5|A0A1S3GWB5_DIPOR, tr|A0A1S3GW07|A0A1S3GW07_DIPOR, tr|A0A1S3GW12|A0A1S3GW12_DIPOR, tr|A0A1S3GW62|A0A1S3GW62_DIPOR, tr|A0A1S3GYD8|A0A1S3GYD8_DIPOR, tr|A0A1S3GXI5|A0A1S3GXI5_DIPOR, tr|A0A1S3GVR6|A0A1S3GVR6_DIPOR, tr|A0A1S3GYJ7|A0A1S3GYJ7_DIPOR, tr|A0A1S3GVW5|A0A1S3GVW5_DIPOR
OG0000147	sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|O35368|IFI3_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|Q9R002|IFI2_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE	tr|A0A1S3GAV3|A0A1S3GAV3_DIPOR, tr|A0A1S3GB94|A0A1S3GB94_DIPOR
OG0000148	tr|Q497J0|Q497J0_MOUSE, sp|P35175|CYT1_MOUSE, tr|L7N257|L7N257_MOUSE, tr|Q6IE28|Q6IE28_MOUSE, sp|P35173|CYT3_MOUSE, sp|P35174|CYT2_MOUSE, tr|Q8BWM3|Q8BWM3_MOUSE, tr|B2RV77|B2RV77_MOUSE, tr|Q9D8D6|Q9D8D6_MOUSE, sp|P56567|CYTA_MOUSE	tr|A0A1S3FEE5|A0A1S3FEE5_DIPOR
OG0000149	tr|Q8VG90|Q8VG90_MOUSE, tr|Q7TRD1|Q7TRD1_MOUSE, tr|Q9EQA5|Q9EQA5_MOUSE, tr|Q8VF64|Q8VF64_MOUSE, tr|Q8VF63|Q8VF63_MOUSE, tr|Q7TRD9|Q7TRD9_MOUSE, tr|Q9EQA6|Q9EQA6_MOUSE, tr|L7N1Y6|L7N1Y6_MOUSE, tr|Q7TRE1|Q7TRE1_MOUSE, tr|Q7TRE0|Q7TRE0_MOUSE	tr|A0A1S3EKX2|A0A1S3EKX2_DIPOR
OG0000150	sp|Q91WP6|SPA3N_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P07759|SPA3K_MOUSE, sp|P29621|SPA3C_MOUSE	tr|A0A1S3EWN4|A0A1S3EWN4_DIPOR
OG0000151	sp|E9Q9A9|OAS2_MOUSE, sp|Q8VI93|OAS3_MOUSE, tr|Q14AZ4|Q14AZ4_MOUSE, tr|A0A0J9YV76|A0A0J9YV76_MOUSE, sp|Q8VI95|OAS1D_MOUSE, sp|Q924S2|OAS1C_MOUSE, tr|Q8VI97|Q8VI97_MOUSE, sp|Q60856|OAS1B_MOUSE, tr|Q8K469|Q8K469_MOUSE, sp|P11928|OAS1A_MOUSE	tr|A0A1S3FQL6|A0A1S3FQL6_DIPOR
OG0000162	tr|Q640N4|Q640N4_MOUSE	tr|A0A1S3GKI9|A0A1S3GKI9_DIPOR, tr|A0A1S3GMK7|A0A1S3GMK7_DIPOR, tr|A0A1S3FYS2|A0A1S3FYS2_DIPOR, tr|A0A1S3FRA5|A0A1S3FRA5_DIPOR, tr|A0A1S3GRS9|A0A1S3GRS9_DIPOR, tr|A0A1S3GQ34|A0A1S3GQ34_DIPOR, tr|A0A1S3GDQ8|A0A1S3GDQ8_DIPOR, tr|A0A1S3FR26|A0A1S3FR26_DIPOR, tr|A0A1S3FD96|A0A1S3FD96_DIPOR
OG0000163	sp|P10400|POL1_MOUSE	tr|A0A1S3GTG5|A0A1S3GTG5_DIPOR, tr|A0A1S3GTX7|A0A1S3GTX7_DIPOR, tr|A0A1S3G664|A0A1S3G664_DIPOR, tr|A0A1S3G6L5|A0A1S3G6L5_DIPOR, tr|A0A1S3FX53|A0A1S3FX53_DIPOR, tr|A0A1S3GA14|A0A1S3GA14_DIPOR, tr|A0A1S3FB57|A0A1S3FB57_DIPOR, tr|A0A1S3FEH4|A0A1S3FEH4_DIPOR, tr|A0A1S3FCX4|A0A1S3FCX4_DIPOR
OG0000164	sp|P97797|SHPS1_MOUSE	tr|A0A1S3ERN7|A0A1S3ERN7_DIPOR, tr|A0A1S3EQ30|A0A1S3EQ30_DIPOR, tr|A0A1S3ER90|A0A1S3ER90_DIPOR
OG0000164	tr|A0A0A6YYP6|A0A0A6YYP6_MOUSE, tr|K7N6K7|K7N6K7_MOUSE, tr|A0A0A6YXN8|A0A0A6YXN8_MOUSE, tr|Q8BJ95|Q8BJ95_MOUSE, tr|Q1AN91|Q1AN91_MOUSE	tr|A0A1S3EQ74|A0A1S3EQ74_DIPOR
OG0000165	tr|Q8JZK6|Q8JZK6_MOUSE	tr|A0A1S3FSR1|A0A1S3FSR1_DIPOR
OG0000165	sp|Q3UWZ0|TRI75_MOUSE	tr|A0A1S3FR91|A0A1S3FR91_DIPOR, tr|A0A1S3FSS0|A0A1S3FSS0_DIPOR, tr|A0A1S3GXF6|A0A1S3GXF6_DIPOR, tr|A0A1S3FRX5|A0A1S3FRX5_DIPOR, tr|A0A1S3FTE6|A0A1S3FTE6_DIPOR
OG0000165	sp|Q8VI40|TRI60_MOUSE	tr|A0A1S3FVX3|A0A1S3FVX3_DIPOR
OG0000167	sp|Q8CIP3|MRGX1_MOUSE	tr|A0A1S3FFC5|A0A1S3FFC5_DIPOR, tr|A0A1S3FG23|A0A1S3FG23_DIPOR, tr|A0A1S3FG17|A0A1S3FG17_DIPOR, tr|A0A1S3FGD4|A0A1S3FGD4_DIPOR, tr|A0A1S3FEG8|A0A1S3FEG8_DIPOR, tr|A0A1S3FEZ9|A0A1S3FEZ9_DIPOR, tr|A0A1S3FFJ9|A0A1S3FFJ9_DIPOR, tr|A0A1S3FEG3|A0A1S3FEG3_DIPOR, tr|A0A1S3FFD0|A0A1S3FFD0_DIPOR
OG0000169	tr|E9PVW1|E9PVW1_MOUSE	tr|A0A1S3FCE4|A0A1S3FCE4_DIPOR, tr|A0A1S3EQV9|A0A1S3EQV9_DIPOR, tr|A0A1S3G649|A0A1S3G649_DIPOR, tr|A0A1S3GA18|A0A1S3GA18_DIPOR
OG0000169	sp|Q91VN1|ZNF24_MOUSE	tr|A0A1S3EXB9|A0A1S3EXB9_DIPOR, tr|A0A1S3GEM2|A0A1S3GEM2_DIPOR, tr|A0A1S3F201|A0A1S3F201_DIPOR, tr|A0A1S3F2B7|A0A1S3F2B7_DIPOR
OG0000170	tr|J3QJV4|J3QJV4_MOUSE	tr|A0A1S3GU18|A0A1S3GU18_DIPOR
OG0000170	tr|A0A1W2P860|A0A1W2P860_MOUSE	tr|A0A1S3FYV4|A0A1S3FYV4_DIPOR, tr|A0A1S3FYC5|A0A1S3FYC5_DIPOR, tr|A0A1S3GJD8|A0A1S3GJD8_DIPOR, tr|A0A1S3GI10|A0A1S3GI10_DIPOR, tr|A0A1S3GHR4|A0A1S3GHR4_DIPOR, tr|A0A1S3GHI9|A0A1S3GHI9_DIPOR, tr|A0A1S3GK19|A0A1S3GK19_DIPOR
