Orthogroup	Mus_musculus	Pipistrellus_kuhlii
OG0000066	sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB5|MRGRG_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91WW4|MRGA2_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW3|MRGA3_MOUSE	tr|A0A7J7X0A5|A0A7J7X0A5_PIPKU
OG0000067	tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE	tr|A0A7J8B3S7|A0A7J8B3S7_PIPKU
OG0000074	sp|Q60629|EPHA5_MOUSE	tr|A0A7J8AZM7|A0A7J8AZM7_PIPKU
OG0000074	sp|Q62413|EPHA6_MOUSE	tr|A0A7J8A661|A0A7J8A661_PIPKU
OG0000074	sp|O09127|EPHA8_MOUSE	tr|A0A7J8A6E3|A0A7J8A6E3_PIPKU
OG0000074	sp|Q61772|EPHA7_MOUSE	tr|A0A7J7YMB0|A0A7J7YMB0_PIPKU
OG0000074	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A7J7WCS5|A0A7J7WCS5_PIPKU
OG0000074	sp|P54763|EPHB2_MOUSE	tr|A0A7J8A6V3|A0A7J8A6V3_PIPKU
OG0000074	sp|P54754|EPHB3_MOUSE	tr|A0A7J8A6A5|A0A7J8A6A5_PIPKU
OG0000074	sp|P54761|EPHB4_MOUSE	tr|A0A7J7YWE8|A0A7J7YWE8_PIPKU
OG0000074	sp|Q03137|EPHA4_MOUSE	tr|A0A7J7XU54|A0A7J7XU54_PIPKU
OG0000076	tr|E9Q0Y7|E9Q0Y7_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE, tr|E9PWV2|E9PWV2_MOUSE, sp|Q62007|OLF16_MOUSE, tr|A0A140T8J6|A0A140T8J6_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE, tr|E9Q848|E9Q848_MOUSE, tr|Q8VF20|Q8VF20_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE, tr|A0A2I3BQR4|A0A2I3BQR4_MOUSE, tr|A0A2I3BPU7|A0A2I3BPU7_MOUSE, tr|K7N6V7|K7N6V7_MOUSE, sp|Q8VBW9|OLF63_MOUSE, tr|F8VQB1|F8VQB1_MOUSE, tr|E9Q1L6|E9Q1L6_MOUSE	tr|A0A7J7UTX1|A0A7J7UTX1_PIPKU
OG0000077	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A7J7V682|A0A7J7V682_PIPKU, tr|A0A7J7V6F5|A0A7J7V6F5_PIPKU
OG0000077	tr|Q99PA7|Q99PA7_MOUSE	tr|A0A7J7QUK5|A0A7J7QUK5_PIPKU, tr|A0A7J7V689|A0A7J7V689_PIPKU, tr|A0A7J7V5Z0|A0A7J7V5Z0_PIPKU, tr|A0A7J7V645|A0A7J7V645_PIPKU, tr|A0A7J7V665|A0A7J7V665_PIPKU, tr|A0A7J7UMD1|A0A7J7UMD1_PIPKU, tr|A0A7J7S5B5|A0A7J7S5B5_PIPKU, tr|A0A7J7S5J0|A0A7J7S5J0_PIPKU, tr|A0A7J7S5G5|A0A7J7S5G5_PIPKU, tr|A0A7J7UM33|A0A7J7UM33_PIPKU, tr|A0A7J7QX14|A0A7J7QX14_PIPKU, tr|A0A7J7S5U4|A0A7J7S5U4_PIPKU, tr|A0A7J7UM10|A0A7J7UM10_PIPKU, tr|A0A7J7UMH3|A0A7J7UMH3_PIPKU
OG0000079	sp|Q5QD17|TAAR2_MOUSE	tr|A0A7J7YPM2|A0A7J7YPM2_PIPKU
OG0000079	sp|Q5QD16|TAAR3_MOUSE, sp|Q5QD15|TAAR4_MOUSE, sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q923Y8|TAAR1_MOUSE	tr|A0A7J7YPL7|A0A7J7YPL7_PIPKU
OG0000080	sp|P06797|CATL1_MOUSE, sp|Q9R014|CATJ_MOUSE, sp|Q9JIA9|CATR_MOUSE, tr|Q9ET52|Q9ET52_MOUSE, tr|Q91ZF4|Q91ZF4_MOUSE, sp|Q91ZF2|CAT7_MOUSE, sp|P13438|TSP_MOUSE, tr|Q9CQC0|Q9CQC0_MOUSE, sp|P12400|CTL2B_MOUSE, sp|P12399|CTL2A_MOUSE, sp|Q9JL96|CATM_MOUSE, tr|Q91ZD5|Q91ZD5_MOUSE, sp|Q9JI81|CAT8_MOUSE, sp|Q80UB0|TEST2_MOUSE, tr|E9Q623|E9Q623_MOUSE, tr|Q3ULP7|Q3ULP7_MOUSE	tr|A0A7J7SV48|A0A7J7SV48_PIPKU
OG0000081	tr|A0A075B615|A0A075B615_MOUSE, tr|A0A075B651|A0A075B651_MOUSE, tr|A0A075B625|A0A075B625_MOUSE, tr|A0A0B4J1K1|A0A0B4J1K1_MOUSE, tr|A0A075B638|A0A075B638_MOUSE, tr|A0A087WPH8|A0A087WPH8_MOUSE, tr|A0A075B627|A0A075B627_MOUSE, tr|A0A075B6C9|A0A075B6C9_MOUSE, tr|A0A075B618|A0A075B618_MOUSE, tr|A0A075B635|A0A075B635_MOUSE, tr|J3QMG8|J3QMG8_MOUSE, tr|A0A0B4J1K3|A0A0B4J1K3_MOUSE, tr|A0A075B649|A0A075B649_MOUSE, tr|A0A075B644|A0A075B644_MOUSE, tr|A0A075B606|A0A075B606_MOUSE, tr|A0A0G2JEU8|A0A0G2JEU8_MOUSE	tr|A0A7J8B146|A0A7J8B146_PIPKU
OG0000082	sp|Q61955|KLK8_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00757|K1KB4_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE	tr|A0A7J7R230|A0A7J7R230_PIPKU
OG0000083	sp|P06879|PRL_MOUSE, sp|O54831|PR7A2_MOUSE, sp|O54830|PR7A1_MOUSE, sp|Q9CRB5|PR7C1_MOUSE, sp|Q8CGZ9|PR7B1_MOUSE, sp|P04769|PR7D1_MOUSE, sp|Q9DAS4|PR8A8_MOUSE, sp|Q9DAY2|PR8A6_MOUSE, sp|Q9CQ58|PR8A9_MOUSE, tr|Q9DAV8|Q9DAV8_MOUSE, tr|O54832|O54832_MOUSE, sp|Q9QUN5|PR3C1_MOUSE, sp|P09586|PR3B1_MOUSE, tr|F6R3P9|F6R3P9_MOUSE, sp|P18121|PR3D1_MOUSE, tr|A0A0M6L0J6|A0A0M6L0J6_MOUSE	tr|A0A7J8AA72|A0A7J8AA72_PIPKU
OG0000084	sp|Q8BMJ3|IF1AX_MOUSE, sp|Q60872|IF1A_MOUSE, tr|F6YNI8|F6YNI8_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|J3QNT6|J3QNT6_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE, tr|J3QQ02|J3QQ02_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|J3QMW5|J3QMW5_MOUSE, tr|J3QPI8|J3QPI8_MOUSE, tr|Q3UT53|Q3UT53_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE	tr|A0A7J7QUW1|A0A7J7QUW1_PIPKU
OG0000086	sp|P62737|ACTA_MOUSE	tr|A0A7J7V9Z2|A0A7J7V9Z2_PIPKU
OG0000086	sp|P68033|ACTC_MOUSE	tr|A0A7J8AXI8|A0A7J8AXI8_PIPKU
OG0000086	sp|P68134|ACTS_MOUSE	tr|A0A7J7RJI6|A0A7J7RJI6_PIPKU
OG0000086	tr|D3YYH9|D3YYH9_MOUSE	tr|A0A7J8A3W7|A0A7J8A3W7_PIPKU
OG0000086	sp|Q8BFZ3|ACTBL_MOUSE	tr|A0A7J7YV70|A0A7J7YV70_PIPKU
OG0000086	sp|P60710|ACTB_MOUSE	tr|A0A7J7X8Z4|A0A7J7X8Z4_PIPKU
OG0000086	sp|P63260|ACTG_MOUSE	tr|A0A7J7SER4|A0A7J7SER4_PIPKU
OG0000086	sp|P63268|ACTH_MOUSE	tr|A0A7J7VTY4|A0A7J7VTY4_PIPKU
OG0000091	tr|A0A1W2P7W0|A0A1W2P7W0_MOUSE, tr|A0A1W2P739|A0A1W2P739_MOUSE, tr|A0A1W2P7N1|A0A1W2P7N1_MOUSE, tr|D3Z5T3|D3Z5T3_MOUSE, tr|A0A1W2P7U0|A0A1W2P7U0_MOUSE, tr|A0A1W2P728|A0A1W2P728_MOUSE, tr|A0A1W2P709|A0A1W2P709_MOUSE, tr|W4VSP7|W4VSP7_MOUSE, tr|E9Q1M3|E9Q1M3_MOUSE, tr|L7N2C3|L7N2C3_MOUSE, tr|E9Q2H5|E9Q2H5_MOUSE, tr|Q08EG8|Q08EG8_MOUSE, tr|A0A1W2P7T6|A0A1W2P7T6_MOUSE, tr|A0A1W2P8D5|A0A1W2P8D5_MOUSE, tr|J3QMW1|J3QMW1_MOUSE	tr|A0A7J8A8S4|A0A7J8A8S4_PIPKU
OG0000095	sp|Q99NI3|GT2D2_MOUSE	tr|A0A7J7XUX9|A0A7J7XUX9_PIPKU, tr|A0A7J7VUU7|A0A7J7VUU7_PIPKU, tr|A0A7J8A916|A0A7J8A916_PIPKU, tr|A0A7J8A8D1|A0A7J8A8D1_PIPKU, tr|A0A7J8B1P0|A0A7J8B1P0_PIPKU, tr|A0A7J7VBG9|A0A7J7VBG9_PIPKU, tr|A0A7J7R4L0|A0A7J7R4L0_PIPKU, tr|A0A7J7R502|A0A7J7R502_PIPKU, tr|A0A7J8B1N8|A0A7J8B1N8_PIPKU, tr|A0A7J7VV95|A0A7J7VV95_PIPKU, tr|A0A7J7U8C8|A0A7J7U8C8_PIPKU, tr|A0A7J7XV24|A0A7J7XV24_PIPKU, tr|A0A7J7SFQ9|A0A7J7SFQ9_PIPKU, tr|A0A7J7XD56|A0A7J7XD56_PIPKU, tr|A0A7J7X2L7|A0A7J7X2L7_PIPKU
OG0000096	sp|Q8C262|IIGP5_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, tr|Q61635|Q61635_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, sp|Q62293|TGTP1_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE	tr|A0A7J7R8V9|A0A7J7R8V9_PIPKU
OG0000097	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A7J7X147|A0A7J7X147_PIPKU
OG0000097	tr|Q0VBH3|Q0VBH3_MOUSE, tr|E9Q564|E9Q564_MOUSE, tr|F8VQ26|F8VQ26_MOUSE, tr|L7N1Y4|L7N1Y4_MOUSE, tr|Q8VF06|Q8VF06_MOUSE, tr|Q7TRP3|Q7TRP3_MOUSE, tr|A0A1B0GSE1|A0A1B0GSE1_MOUSE, tr|A0A1B0GSN5|A0A1B0GSN5_MOUSE, tr|Q8VGZ9|Q8VGZ9_MOUSE, tr|Q8VG28|Q8VG28_MOUSE, tr|Q7TRR4|Q7TRR4_MOUSE, tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A7J7X0Y3|A0A7J7X0Y3_PIPKU
OG0000100	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A7J7ZI37|A0A7J7ZI37_PIPKU
OG0000100	sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE2|H2A1C_MOUSE	tr|A0A7J7TVX3|A0A7J7TVX3_PIPKU, tr|A0A7J7TVI5|A0A7J7TVI5_PIPKU, tr|A0A7J7TVW4|A0A7J7TVW4_PIPKU, tr|A0A7J7TVG0|A0A7J7TVG0_PIPKU
OG0000101	sp|P34986|OLF6_MOUSE, tr|Q7TRU0|Q7TRU0_MOUSE, tr|E9Q518|E9Q518_MOUSE, tr|E9Q519|E9Q519_MOUSE, tr|E9Q4G0|E9Q4G0_MOUSE, tr|E9Q0M4|E9Q0M4_MOUSE, tr|E9Q7E7|E9Q7E7_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|E9Q050|E9Q050_MOUSE, tr|E9Q5P8|E9Q5P8_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE, tr|Q8VGU5|Q8VGU5_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE	tr|A0A7J7X103|A0A7J7X103_PIPKU
OG0000104	sp|Q03141|MARK3_MOUSE	tr|A0A7J7R0G1|A0A7J7R0G1_PIPKU
OG0000104	sp|Q8VHJ5|MARK1_MOUSE	tr|A0A7J7TP45|A0A7J7TP45_PIPKU
OG0000104	sp|Q05512|MARK2_MOUSE	tr|A0A7J7RTZ4|A0A7J7RTZ4_PIPKU
OG0000104	sp|Q8CIP4|MARK4_MOUSE	tr|A0A7J7ZKQ5|A0A7J7ZKQ5_PIPKU, tr|A0A7J7ZJG6|A0A7J7ZJG6_PIPKU, tr|A0A7J7ZJK9|A0A7J7ZJK9_PIPKU, tr|A0A7J7ZJG7|A0A7J7ZJG7_PIPKU, tr|A0A7J7ZJ44|A0A7J7ZJ44_PIPKU, tr|A0A7J7ZJN1|A0A7J7ZJN1_PIPKU, tr|A0A7J7XB73|A0A7J7XB73_PIPKU, tr|A0A7J7S190|A0A7J7S190_PIPKU
OG0000105	sp|P0C191|GPVI_MOUSE	tr|A0A7J7QZX0|A0A7J7QZX0_PIPKU, tr|A0A7J7QZX6|A0A7J7QZX6_PIPKU, tr|A0A7J7R0B2|A0A7J7R0B2_PIPKU, tr|A0A7J7R049|A0A7J7R049_PIPKU, tr|A0A7J7QZY2|A0A7J7QZY2_PIPKU, tr|A0A7J7QSJ6|A0A7J7QSJ6_PIPKU, tr|A0A7J7QZY8|A0A7J7QZY8_PIPKU, tr|A0A7J7QSX7|A0A7J7QSX7_PIPKU, tr|A0A7J7QSI4|A0A7J7QSI4_PIPKU, tr|A0A7J7R038|A0A7J7R038_PIPKU, tr|A0A7J7QZU7|A0A7J7QZU7_PIPKU, tr|A0A7J7R0D3|A0A7J7R0D3_PIPKU, tr|A0A7J8A742|A0A7J8A742_PIPKU, tr|A0A7J7QSK1|A0A7J7QSK1_PIPKU
OG0000108	sp|Q9DC51|GNAI3_MOUSE	tr|A0A7J7TVW1|A0A7J7TVW1_PIPKU
OG0000108	sp|B2RSH2|GNAI1_MOUSE	tr|A0A7J7WLF9|A0A7J7WLF9_PIPKU
OG0000108	sp|P08752|GNAI2_MOUSE	tr|A0A7J7WCR0|A0A7J7WCR0_PIPKU
OG0000108	sp|P50149|GNAT2_MOUSE	tr|A0A7J7TVU1|A0A7J7TVU1_PIPKU
OG0000108	sp|P20612|GNAT1_MOUSE	tr|A0A7J7WCU7|A0A7J7WCU7_PIPKU
OG0000108	sp|Q3V3I2|GNAT3_MOUSE	tr|A0A7J7WL10|A0A7J7WL10_PIPKU
OG0000108	sp|P18872|GNAO_MOUSE	tr|A0A7J7V054|A0A7J7V054_PIPKU
OG0000109	sp|P97801|SMN_MOUSE	tr|A0A7J7RL74|A0A7J7RL74_PIPKU
OG0000109	sp|Q0VBL1|TIGD2_MOUSE	tr|A0A7J8B5U9|A0A7J8B5U9_PIPKU
OG0000109	sp|B2RRL2|JERKL_MOUSE	tr|A0A7J7X0N3|A0A7J7X0N3_PIPKU
OG0000109	sp|Q8BGT7|SPF30_MOUSE	tr|A0A7J8B1B1|A0A7J8B1B1_PIPKU, tr|A0A7J7S542|A0A7J7S542_PIPKU, tr|A0A7J7YZZ7|A0A7J7YZZ7_PIPKU, tr|A0A7J7UMN0|A0A7J7UMN0_PIPKU, tr|A0A7J7YYV5|A0A7J7YYV5_PIPKU, tr|A0A7J7VCZ3|A0A7J7VCZ3_PIPKU
OG0000110	tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE, tr|Q0VEP0|Q0VEP0_MOUSE, sp|Q7TQQ0|O1509_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|Q7TQZ0|Q7TQZ0_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, sp|Q60881|OL142_MOUSE, tr|Q8VG62|Q8VG62_MOUSE	tr|A0A7J7X1M8|A0A7J7X1M8_PIPKU
OG0000113	tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, sp|Q91Y20|PCDAA_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y10|Q91Y10_MOUSE	tr|A0A7J7XBV7|A0A7J7XBV7_PIPKU
OG0000114	tr|G5E8X2|G5E8X2_MOUSE	tr|A0A7J7XBL2|A0A7J7XBL2_PIPKU
OG0000114	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A7J7YA85|A0A7J7YA85_PIPKU
OG0000114	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A7J8A9K7|A0A7J8A9K7_PIPKU
OG0000114	tr|Q9D4E6|Q9D4E6_MOUSE, tr|Q62029|Q62029_MOUSE, sp|P29341|PABP1_MOUSE	tr|A0A7J8A9E0|A0A7J8A9E0_PIPKU, tr|A0A7J7VN43|A0A7J7VN43_PIPKU
OG0000116	sp|Q8CGR5|KLK14_MOUSE, tr|F6R7E8|F6R7E8_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE, tr|Q9CPN9|Q9CPN9_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, sp|P07146|TRY2_MOUSE	tr|A0A7J7R1Y2|A0A7J7R1Y2_PIPKU
OG0000117	tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VF89|Q8VF89_MOUSE	tr|A0A7J7X0Z8|A0A7J7X0Z8_PIPKU
OG0000118	sp|Q5RJH3|CAD12_MOUSE	tr|A0A7J7YWT7|A0A7J7YWT7_PIPKU
OG0000118	sp|P97291|CADH8_MOUSE	tr|A0A7J7UZF0|A0A7J7UZF0_PIPKU
OG0000118	sp|P55288|CAD11_MOUSE	tr|A0A7J7UZE1|A0A7J7UZE1_PIPKU
OG0000118	sp|Q9Z0M3|CAD20_MOUSE, sp|Q8BM92|CADH7_MOUSE	tr|A0A7J7Y7S0|A0A7J7Y7S0_PIPKU
OG0000118	sp|P70408|CAD10_MOUSE, sp|P97326|CADH6_MOUSE, sp|P70407|CADH9_MOUSE	tr|A0A7J7YV74|A0A7J7YV74_PIPKU
OG0000119	tr|Q8VGX6|Q8VGX6_MOUSE	tr|A0A7J7X1N9|A0A7J7X1N9_PIPKU
OG0000119	tr|Q8VGY1|Q8VGY1_MOUSE, tr|Q8VH21|Q8VH21_MOUSE, tr|Q924X8|Q924X8_MOUSE, tr|Q7TRQ1|Q7TRQ1_MOUSE, tr|Q8VGY8|Q8VGY8_MOUSE, tr|A0A1B0GRN7|A0A1B0GRN7_MOUSE, tr|Q8VF02|Q8VF02_MOUSE, tr|Q8VGY4|Q8VGY4_MOUSE, tr|Q3KPB0|Q3KPB0_MOUSE, tr|E9Q7P5|E9Q7P5_MOUSE	tr|A0A7J7X0X5|A0A7J7X0X5_PIPKU
OG0000120	sp|B1AQ75|KRT36_MOUSE	tr|A0A7J7SV91|A0A7J7SV91_PIPKU
OG0000120	sp|Q497I4|KRT35_MOUSE	tr|A0A7J7SUX2|A0A7J7SUX2_PIPKU
OG0000120	sp|Q6IFX4|K1C39_MOUSE	tr|A0A7J7SUT9|A0A7J7SUT9_PIPKU, tr|A0A7J7SUK9|A0A7J7SUK9_PIPKU, tr|A0A7J7SV92|A0A7J7SV92_PIPKU, tr|A0A7J7SUL1|A0A7J7SUL1_PIPKU, tr|A0A7J7SUS2|A0A7J7SUS2_PIPKU, tr|A0A7J7SUI2|A0A7J7SUI2_PIPKU, tr|A0A7J7SUM1|A0A7J7SUM1_PIPKU, tr|A0A7J7SUM4|A0A7J7SUM4_PIPKU
OG0000121	sp|P97872|FMO5_MOUSE	tr|A0A7J7USY9|A0A7J7USY9_PIPKU
OG0000121	sp|Q8K2I3|FMO2_MOUSE	tr|A0A7J7UT10|A0A7J7UT10_PIPKU
OG0000121	tr|J3QMN6|J3QMN6_MOUSE, sp|P97501|FMO3_MOUSE	tr|A0A7J7UTL3|A0A7J7UTL3_PIPKU
OG0000121	sp|P50285|FMO1_MOUSE	tr|A0A7J7UT22|A0A7J7UT22_PIPKU
OG0000125	sp|P08551|NFL_MOUSE	tr|A0A7J7UAH3|A0A7J7UAH3_PIPKU, tr|A0A7J7ZJC7|A0A7J7ZJC7_PIPKU, tr|A0A7J7VVE6|A0A7J7VVE6_PIPKU, tr|A0A7J8B212|A0A7J8B212_PIPKU, tr|A0A7J8A847|A0A7J8A847_PIPKU, tr|A0A7J7ZJ88|A0A7J7ZJ88_PIPKU, tr|A0A7J7V6E8|A0A7J7V6E8_PIPKU, tr|A0A7J7ZJV4|A0A7J7ZJV4_PIPKU, tr|A0A7J7ZJJ0|A0A7J7ZJJ0_PIPKU, tr|A0A7J7V6G4|A0A7J7V6G4_PIPKU, tr|A0A7J8B176|A0A7J8B176_PIPKU, tr|A0A7J8A8I7|A0A7J8A8I7_PIPKU
OG0000127	sp|Q8BM14|LIPK_MOUSE	tr|A0A7J7VBG5|A0A7J7VBG5_PIPKU
OG0000127	sp|Q9CPP7|LIPG_MOUSE	tr|A0A7J7VBR7|A0A7J7VBR7_PIPKU
OG0000127	tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, sp|Q8K2A6|LIPM_MOUSE, sp|Q9Z0M5|LICH_MOUSE	tr|A0A7J7VBE6|A0A7J7VBE6_PIPKU
OG0000129	sp|P20029|BIP_MOUSE	tr|A0A7J7SFV5|A0A7J7SFV5_PIPKU
OG0000129	sp|P17156|HSP72_MOUSE	tr|A0A7J8B0J2|A0A7J8B0J2_PIPKU
OG0000129	sp|P63017|HSP7C_MOUSE	tr|A0A7J8B2J1|A0A7J8B2J1_PIPKU, tr|A0A7J7R9U5|A0A7J7R9U5_PIPKU
OG0000129	sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE, sp|P16627|HS71L_MOUSE	tr|A0A7J7YLV3|A0A7J7YLV3_PIPKU
OG0000130	sp|P08730|K1C13_MOUSE	tr|A0A7J7SVM6|A0A7J7SVM6_PIPKU
OG0000130	sp|Q61414|K1C15_MOUSE	tr|A0A7J7SUJ9|A0A7J7SUJ9_PIPKU
OG0000130	sp|Q9QWL7|K1C17_MOUSE	tr|A0A7J7SUR4|A0A7J7SUR4_PIPKU
OG0000130	sp|Q6IFX2|K1C42_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q9Z2K1|K1C16_MOUSE	tr|A0A7J7SUS9|A0A7J7SUS9_PIPKU
