Orthogroup	Mus_musculus	Orycteropus_afer_afer
OG0000040	tr|A0A140T8P8|A0A140T8P8_MOUSE, tr|A0A075B5I8|A0A075B5I8_MOUSE, tr|A0A075B5I9|A0A075B5I9_MOUSE, sp|P01734|TVB1_MOUSE, tr|A0A075B5J0|A0A075B5J0_MOUSE, tr|A0A0B4J1H3|A0A0B4J1H3_MOUSE, sp|P06320|TVB7_MOUSE, tr|A0A0A6YYE3|A0A0A6YYE3_MOUSE, tr|A0A0A6YYE2|A0A0A6YYE2_MOUSE, tr|A0A140T8L9|A0A140T8L9_MOUSE, tr|A0A0B4J1H2|A0A0B4J1H2_MOUSE, sp|P04213|TVB5_MOUSE, tr|A0A075B5I3|A0A075B5I3_MOUSE, tr|A0A140T8N6|A0A140T8N6_MOUSE, tr|A0A0G2LB96|A0A0G2LB96_MOUSE, sp|P01736|TVB3_MOUSE, tr|A0A0B4J1H4|A0A0B4J1H4_MOUSE, sp|P04212|TVB4_MOUSE, tr|A0A075B5I2|A0A075B5I2_MOUSE, tr|A0A0B4J1G8|A0A0B4J1G8_MOUSE, sp|P01735|TVB86_MOUSE, sp|P06321|TVB8_MOUSE, tr|A0A0B4J1G9|A0A0B4J1G9_MOUSE	tr|A0A8B7ASL5|A0A8B7ASL5_ORYAF
OG0000044	tr|Q8VGW5|Q8VGW5_MOUSE, tr|Q8VH18|Q8VH18_MOUSE, tr|A0A1B0GSG0|A0A1B0GSG0_MOUSE, tr|E9PXN3|E9PXN3_MOUSE, tr|E9Q542|E9Q542_MOUSE, tr|Q8VGW1|Q8VGW1_MOUSE, tr|Q8VG19|Q8VG19_MOUSE, tr|B9EHE6|B9EHE6_MOUSE, tr|Q8VG78|Q8VG78_MOUSE, tr|Q8VGV8|Q8VGV8_MOUSE, tr|Q7TRR4|Q7TRR4_MOUSE, tr|F8VQ26|F8VQ26_MOUSE, tr|L7N1Y4|L7N1Y4_MOUSE, tr|A0A1B0GSN5|A0A1B0GSN5_MOUSE, tr|A0A1B0GSE1|A0A1B0GSE1_MOUSE, tr|Q8VF06|Q8VF06_MOUSE, tr|Q7TRP3|Q7TRP3_MOUSE, tr|E9PVA0|E9PVA0_MOUSE, tr|E9PUN7|E9PUN7_MOUSE, tr|F8VPJ8|F8VPJ8_MOUSE, tr|K7N6B3|K7N6B3_MOUSE, tr|Q8VGA1|Q8VGA1_MOUSE, tr|A0A140T8L4|A0A140T8L4_MOUSE, tr|E9PV95|E9PV95_MOUSE	tr|A0A8B7AXZ5|A0A8B7AXZ5_ORYAF
OG0000047	sp|Q6IME9|K2C72_MOUSE	tr|A0A8B7AIN4|A0A8B7AIN4_ORYAF
OG0000047	sp|Q9R0H5|K2C71_MOUSE	tr|A0A8B7AJR9|A0A8B7AJR9_ORYAF
OG0000047	sp|Q6NXH9|K2C73_MOUSE	tr|A0A8B7AJR1|A0A8B7AJR1_ORYAF
OG0000047	sp|Q6IFZ9|K2C74_MOUSE	tr|A0A8B7ANL7|A0A8B7ANL7_ORYAF
OG0000047	sp|Q8VED5|K2C79_MOUSE	tr|A0A8B7ANK9|A0A8B7ANK9_ORYAF, tr|A0A8B7AIH4|A0A8B7AIH4_ORYAF, tr|A0A8B7AJQ6|A0A8B7AJQ6_ORYAF
OG0000047	sp|Q3UV17|K22O_MOUSE	tr|A0A8B7ANM2|A0A8B7ANM2_ORYAF, tr|A0A8B7AJS2|A0A8B7AJS2_ORYAF, tr|A0A8B7AIC3|A0A8B7AIC3_ORYAF, tr|A0A8B7AIH6|A0A8B7AIH6_ORYAF, tr|A0A8B7AIC2|A0A8B7AIC2_ORYAF, tr|A0A8B7AIB8|A0A8B7AIB8_ORYAF, tr|A0A8B7ANM6|A0A8B7ANM6_ORYAF, tr|A0A8B7AIU5|A0A8B7AIU5_ORYAF, tr|A0A8B7AIA9|A0A8B7AIA9_ORYAF
OG0000048	tr|Q8VF43|Q8VF43_MOUSE	tr|A0A8B7ALR4|A0A8B7ALR4_ORYAF, tr|A0A8B7AMB2|A0A8B7AMB2_ORYAF, tr|A0A8B7AZ28|A0A8B7AZ28_ORYAF, tr|A0A8B7AVN7|A0A8B7AVN7_ORYAF, tr|A0A8B7BAM7|A0A8B7BAM7_ORYAF, tr|A0A8B7BE01|A0A8B7BE01_ORYAF, tr|A0A8B7B2E6|A0A8B7B2E6_ORYAF, tr|A0A8B7AYJ1|A0A8B7AYJ1_ORYAF, tr|A0A8B7B2V2|A0A8B7B2V2_ORYAF, tr|A0A8B7AZG4|A0A8B7AZG4_ORYAF, tr|A0A8B7BB49|A0A8B7BB49_ORYAF, tr|A0A8B7B2X6|A0A8B7B2X6_ORYAF, tr|A0A8B7B649|A0A8B7B649_ORYAF, tr|A0A8B7B4J0|A0A8B7B4J0_ORYAF, tr|A0A8B7B4W8|A0A8B7B4W8_ORYAF, tr|A0A8B7B4J8|A0A8B7B4J8_ORYAF, tr|A0A8B7B639|A0A8B7B639_ORYAF, tr|A0A8B7B4J4|A0A8B7B4J4_ORYAF, tr|A0A8B7B4J6|A0A8B7B4J6_ORYAF, tr|A0A8B7B8L1|A0A8B7B8L1_ORYAF, tr|A0A8B7B5A2|A0A8B7B5A2_ORYAF, tr|A0A8B7B7I1|A0A8B7B7I1_ORYAF, tr|A0A8B7B7H2|A0A8B7B7H2_ORYAF, tr|A0A8B7B453|A0A8B7B453_ORYAF
OG0000051	tr|Q14AJ9|Q14AJ9_MOUSE	tr|A0A8B7APM2|A0A8B7APM2_ORYAF, tr|A0A8B7B506|A0A8B7B506_ORYAF, tr|A0A8B7ANU6|A0A8B7ANU6_ORYAF, tr|A0A8B7APM8|A0A8B7APM8_ORYAF, tr|A0A8B7B925|A0A8B7B925_ORYAF, tr|A0A8B7B4Z4|A0A8B7B4Z4_ORYAF, tr|A0A8B7B521|A0A8B7B521_ORYAF, tr|A0A8B7B6N5|A0A8B7B6N5_ORYAF, tr|A0A8B7ATR5|A0A8B7ATR5_ORYAF, tr|A0A8B7AQ88|A0A8B7AQ88_ORYAF, tr|A0A8B7B6N0|A0A8B7B6N0_ORYAF, tr|A0A8B7B920|A0A8B7B920_ORYAF, tr|A0A8B7B5R8|A0A8B7B5R8_ORYAF, tr|A0A8B7B514|A0A8B7B514_ORYAF, tr|A0A8B7ATR1|A0A8B7ATR1_ORYAF, tr|A0A8B7ANV4|A0A8B7ANV4_ORYAF, tr|A0A8B7B505|A0A8B7B505_ORYAF, tr|A0A8B7B5Q8|A0A8B7B5Q8_ORYAF, tr|A0A8B7B510|A0A8B7B510_ORYAF, tr|A0A8B7B6U6|A0A8B7B6U6_ORYAF, tr|A0A8B7B6S9|A0A8B7B6S9_ORYAF, tr|A0A8B7BAR9|A0A8B7BAR9_ORYAF
OG0000056	tr|A0A1B0GSM6|A0A1B0GSM6_MOUSE, sp|P04939|MUP3_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|Q5FW60|MUP20_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11590|MUP4_MOUSE, sp|P11591|MUP5_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|L7N222|L7N222_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|P04938|MUP11_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|P02762|MUP6_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P11588|MUP1_MOUSE	tr|A0A8B6ZGY3|A0A8B6ZGY3_ORYAF
OG0000057	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A8B7ASE0|A0A8B7ASE0_ORYAF
OG0000057	sp|Q8BFU2|H2A3_MOUSE	tr|A0A8B7AYH1|A0A8B7AYH1_ORYAF, tr|A0A8B7AKJ9|A0A8B7AKJ9_ORYAF, tr|A0A8B7AZE5|A0A8B7AZE5_ORYAF
OG0000057	sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE5|H2A1G_MOUSE	tr|A0A8B7AJ71|A0A8B7AJ71_ORYAF
OG0000059	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A8B7B835|A0A8B7B835_ORYAF
OG0000059	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A8B7B6E3|A0A8B7B6E3_ORYAF, tr|A0A8B7BAE7|A0A8B7BAE7_ORYAF, tr|A0A8B7B744|A0A8B7B744_ORYAF, tr|A0A8B7B6F5|A0A8B7B6F5_ORYAF, tr|A0A8B7B739|A0A8B7B739_ORYAF, tr|A0A8B7BAD6|A0A8B7BAD6_ORYAF, tr|A0A8B7B6I8|A0A8B7B6I8_ORYAF, tr|A0A8B7B5W3|A0A8B7B5W3_ORYAF, tr|A0A8B7B8D2|A0A8B7B8D2_ORYAF, tr|A0A8B7B4D1|A0A8B7B4D1_ORYAF, tr|A0A8B7B2E1|A0A8B7B2E1_ORYAF, tr|A0A8B7B3R2|A0A8B7B3R2_ORYAF, tr|A0A8B7B749|A0A8B7B749_ORYAF, tr|A0A8B7BAZ2|A0A8B7BAZ2_ORYAF, tr|A0A8B7B840|A0A8B7B840_ORYAF, tr|A0A8B7B844|A0A8B7B844_ORYAF, tr|A0A8B7B6G5|A0A8B7B6G5_ORYAF, tr|A0A8B7BAE2|A0A8B7BAE2_ORYAF
OG0000063	tr|Q8VH09|Q8VH09_MOUSE	tr|A0A8B7B9P6|A0A8B7B9P6_ORYAF, tr|A0A8B7BDH2|A0A8B7BDH2_ORYAF
OG0000063	tr|Q8VGB4|Q8VGB4_MOUSE	tr|A0A8B7AQU7|A0A8B7AQU7_ORYAF, tr|A0A8B7B9P7|A0A8B7B9P7_ORYAF, tr|A0A8B7AS25|A0A8B7AS25_ORYAF, tr|A0A8B7BD47|A0A8B7BD47_ORYAF, tr|A0A8B7AVJ2|A0A8B7AVJ2_ORYAF, tr|A0A8B7BA82|A0A8B7BA82_ORYAF, tr|A0A8B7ARN1|A0A8B7ARN1_ORYAF, tr|A0A8B7AVJ5|A0A8B7AVJ5_ORYAF, tr|A0A8B7AQQ0|A0A8B7AQQ0_ORYAF, tr|A0A8B7ARZ9|A0A8B7ARZ9_ORYAF, tr|A0A8B7B9Q2|A0A8B7B9Q2_ORYAF, tr|A0A8B7BBJ6|A0A8B7BBJ6_ORYAF, tr|A0A8B7APN6|A0A8B7APN6_ORYAF, tr|A0A8B7AKW4|A0A8B7AKW4_ORYAF, tr|A0A8B7AQN6|A0A8B7AQN6_ORYAF, tr|A0A8B7AKX9|A0A8B7AKX9_ORYAF
OG0000078	tr|E9Q0Z1|E9Q0Z1_MOUSE	tr|A0A8B7ANH7|A0A8B7ANH7_ORYAF
OG0000078	tr|Q8VFP2|Q8VFP2_MOUSE	tr|A0A8B7BAR5|A0A8B7BAR5_ORYAF, tr|A0A8B7B6V1|A0A8B7B6V1_ORYAF, tr|A0A8B7BAS4|A0A8B7BAS4_ORYAF
OG0000078	tr|Q8VFE7|Q8VFE7_MOUSE	tr|A0A8B7AJH2|A0A8B7AJH2_ORYAF
OG0000079	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A8B7AN29|A0A8B7AN29_ORYAF
OG0000079	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A8B7ANF7|A0A8B7ANF7_ORYAF, tr|A0A8B7ANS9|A0A8B7ANS9_ORYAF, tr|A0A8B7APF8|A0A8B7APF8_ORYAF, tr|A0A8B7ASQ6|A0A8B7ASQ6_ORYAF, tr|A0A8B7B7V0|A0A8B7B7V0_ORYAF, tr|A0A8B7ANF2|A0A8B7ANF2_ORYAF, tr|A0A8B7ANS2|A0A8B7ANS2_ORYAF, tr|A0A8B7AN25|A0A8B7AN25_ORYAF, tr|A0A8B7AMS8|A0A8B7AMS8_ORYAF, tr|A0A8B7B7W9|A0A8B7B7W9_ORYAF, tr|A0A8B7ASZ7|A0A8B7ASZ7_ORYAF, tr|A0A8B7ASR0|A0A8B7ASR0_ORYAF, tr|A0A8B7AN30|A0A8B7AN30_ORYAF, tr|A0A8B7AMS3|A0A8B7AMS3_ORYAF, tr|A0A8B7AMR9|A0A8B7AMR9_ORYAF
OG0000081	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A8B6ZXH8|A0A8B6ZXH8_ORYAF
OG0000081	sp|Q61781|K1C14_MOUSE	tr|A0A8B6ZX94|A0A8B6ZX94_ORYAF
OG0000081	sp|Q6IFX2|K1C42_MOUSE	tr|A0A8B6ZXJ1|A0A8B6ZXJ1_ORYAF
OG0000081	sp|Q9QWL7|K1C17_MOUSE	tr|A0A8B6ZXA5|A0A8B6ZXA5_ORYAF
OG0000081	sp|P08730|K1C13_MOUSE	tr|A0A8B6ZXA0|A0A8B6ZXA0_ORYAF
OG0000081	sp|Q61414|K1C15_MOUSE	tr|A0A8B6ZX84|A0A8B6ZX84_ORYAF
OG0000081	sp|Q6RHW0|K1C9_MOUSE	tr|A0A8B6ZZ59|A0A8B6ZZ59_ORYAF
OG0000081	sp|P02535|K1C10_MOUSE	tr|A0A8B6ZYU2|A0A8B6ZYU2_ORYAF, tr|A0A8B6ZXH6|A0A8B6ZXH6_ORYAF
OG0000082	sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE, sp|P15948|K1B22_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE	tr|A0A8B7B6L7|A0A8B7B6L7_ORYAF, tr|A0A8B7BAJ7|A0A8B7BAJ7_ORYAF
OG0000085	tr|Q7TQY0|Q7TQY0_MOUSE	tr|A0A8B7BDR0|A0A8B7BDR0_ORYAF, tr|A0A8B7BB38|A0A8B7BB38_ORYAF, tr|A0A8B7BAQ4|A0A8B7BAQ4_ORYAF, tr|A0A8B7BB78|A0A8B7BB78_ORYAF, tr|A0A8B7BD07|A0A8B7BD07_ORYAF, tr|A0A8B6ZSN6|A0A8B6ZSN6_ORYAF, tr|A0A8B7BAX9|A0A8B7BAX9_ORYAF, tr|A0A8B7BAN3|A0A8B7BAN3_ORYAF, tr|A0A8B7BCN5|A0A8B7BCN5_ORYAF, tr|A0A8B7BE17|A0A8B7BE17_ORYAF, tr|A0A8B7BB74|A0A8B7BB74_ORYAF, tr|A0A8B7BDQ7|A0A8B7BDQ7_ORYAF, tr|A0A8B7BC06|A0A8B7BC06_ORYAF, tr|A0A8B7BB98|A0A8B7BB98_ORYAF, tr|A0A8B7BB83|A0A8B7BB83_ORYAF, tr|A0A8B7BAR3|A0A8B7BAR3_ORYAF
OG0000086	sp|Q62007|OLF16_MOUSE	tr|A0A8B7AD21|A0A8B7AD21_ORYAF
OG0000086	tr|E9Q848|E9Q848_MOUSE	tr|A0A8B7ADB3|A0A8B7ADB3_ORYAF, tr|A0A8B7AD18|A0A8B7AD18_ORYAF, tr|A0A8B7AEQ5|A0A8B7AEQ5_ORYAF, tr|A0A8B7AD97|A0A8B7AD97_ORYAF, tr|A0A8B7AD96|A0A8B7AD96_ORYAF, tr|A0A8B7AIV1|A0A8B7AIV1_ORYAF, tr|A0A8B7AEH5|A0A8B7AEH5_ORYAF, tr|A0A8B7AD99|A0A8B7AD99_ORYAF, tr|A0A8B7AD13|A0A8B7AD13_ORYAF
OG0000086	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|A0A8B7AEI0|A0A8B7AEI0_ORYAF, tr|A0A8B7AIW5|A0A8B7AIW5_ORYAF, tr|A0A8B7AIV9|A0A8B7AIV9_ORYAF
OG0000088	sp|P10078|ZFP28_MOUSE	tr|A0A8B7B4B2|A0A8B7B4B2_ORYAF, tr|A0A8B7B717|A0A8B7B717_ORYAF
OG0000088	tr|Q8R2Q3|Q8R2Q3_MOUSE	tr|A0A8B7B8H2|A0A8B7B8H2_ORYAF, tr|A0A8B7BD71|A0A8B7BD71_ORYAF, tr|A0A8B7AZA0|A0A8B7AZA0_ORYAF, tr|A0A8B7BBL3|A0A8B7BBL3_ORYAF, tr|A0A8B7BB91|A0A8B7BB91_ORYAF, tr|A0A8B7BE41|A0A8B7BE41_ORYAF, tr|A0A8B7B8V0|A0A8B7B8V0_ORYAF, tr|A0A8B7AZP7|A0A8B7AZP7_ORYAF, tr|A0A8B7BAN6|A0A8B7BAN6_ORYAF, tr|A0A8B7BAS3|A0A8B7BAS3_ORYAF, tr|A0A8B7B4G2|A0A8B7B4G2_ORYAF, tr|A0A8B7BB92|A0A8B7BB92_ORYAF
OG0000094	tr|Q7TS13|Q7TS13_MOUSE, tr|Q8VF60|Q8VF60_MOUSE	tr|A0A8B7B7W1|A0A8B7B7W1_ORYAF, tr|A0A8B7B8E9|A0A8B7B8E9_ORYAF, tr|A0A8B7BCA1|A0A8B7BCA1_ORYAF, tr|A0A8B7B8G3|A0A8B7B8G3_ORYAF, tr|A0A8B7BA81|A0A8B7BA81_ORYAF, tr|A0A8B7B8F4|A0A8B7B8F4_ORYAF, tr|A0A8B7BDJ5|A0A8B7BDJ5_ORYAF, tr|A0A8B7BAJ6|A0A8B7BAJ6_ORYAF, tr|A0A8B7BD04|A0A8B7BD04_ORYAF, tr|A0A8B7B9S7|A0A8B7B9S7_ORYAF, tr|A0A8B7B7H8|A0A8B7B7H8_ORYAF, tr|A0A8B7B6T4|A0A8B7B6T4_ORYAF, tr|A0A8B7B7G8|A0A8B7B7G8_ORYAF, tr|A0A8B7B8I1|A0A8B7B8I1_ORYAF
OG0000095	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A8B7B2Y0|A0A8B7B2Y0_ORYAF
OG0000095	tr|Q8VG28|Q8VG28_MOUSE	tr|A0A8B7AWV1|A0A8B7AWV1_ORYAF, tr|A0A8B7AWU0|A0A8B7AWU0_ORYAF
OG0000095	tr|Q8VGZ9|Q8VGZ9_MOUSE	tr|A0A8B7B708|A0A8B7B708_ORYAF, tr|A0A8B7B2V3|A0A8B7B2V3_ORYAF, tr|A0A8B7B3N8|A0A8B7B3N8_ORYAF
OG0000096	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A8B6ZND9|A0A8B6ZND9_ORYAF, tr|A0A8B6ZTF5|A0A8B6ZTF5_ORYAF, tr|A0A8B6ZQ98|A0A8B6ZQ98_ORYAF, tr|A0A8B6ZNE8|A0A8B6ZNE8_ORYAF, tr|A0A8B6ZQ44|A0A8B6ZQ44_ORYAF, tr|A0A8B6ZTG1|A0A8B6ZTG1_ORYAF, tr|A0A8B6ZNE9|A0A8B6ZNE9_ORYAF, tr|A0A8B6ZNH6|A0A8B6ZNH6_ORYAF, tr|A0A8B6ZQ48|A0A8B6ZQ48_ORYAF, tr|A0A8B6ZNI1|A0A8B6ZNI1_ORYAF, tr|A0A8B6ZQ35|A0A8B6ZQ35_ORYAF, tr|A0A8B6ZNE4|A0A8B6ZNE4_ORYAF, tr|A0A8B6ZNF4|A0A8B6ZNF4_ORYAF, tr|A0A8B6ZTF8|A0A8B6ZTF8_ORYAF, tr|A0A8B6ZND8|A0A8B6ZND8_ORYAF
OG0000097	sp|Q91VN1|ZNF24_MOUSE	tr|A0A8B7A7A9|A0A8B7A7A9_ORYAF
OG0000097	tr|Q7TNK4|Q7TNK4_MOUSE	tr|A0A8B7B7G2|A0A8B7B7G2_ORYAF, tr|A0A8B7B3E8|A0A8B7B3E8_ORYAF, tr|A0A8B7B3D7|A0A8B7B3D7_ORYAF, tr|A0A8B7B4V0|A0A8B7B4V0_ORYAF, tr|A0A8B7BCE8|A0A8B7BCE8_ORYAF, tr|A0A8B7B2E8|A0A8B7B2E8_ORYAF, tr|A0A8B7A7A3|A0A8B7A7A3_ORYAF, tr|A0A8B7B3E6|A0A8B7B3E6_ORYAF, tr|A0A8B7B6E8|A0A8B7B6E8_ORYAF, tr|A0A8B7BEB9|A0A8B7BEB9_ORYAF, tr|A0A8B7A8W2|A0A8B7A8W2_ORYAF, tr|A0A8B7ACW7|A0A8B7ACW7_ORYAF, tr|A0A8B7A7A2|A0A8B7A7A2_ORYAF
OG0000101	tr|L7MU75|L7MU75_MOUSE	tr|A0A8B7ATA8|A0A8B7ATA8_ORYAF
OG0000101	tr|Q8VGB1|Q8VGB1_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE	tr|A0A8B7AY51|A0A8B7AY51_ORYAF
OG0000107	sp|Q8CGR5|KLK14_MOUSE, tr|F6R7E8|F6R7E8_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE, tr|Q9CPN9|Q9CPN9_MOUSE	tr|A0A8B7ATL6|A0A8B7ATL6_ORYAF
OG0000107	sp|P07146|TRY2_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE	tr|A0A8B7B535|A0A8B7B535_ORYAF
OG0000109	tr|E9Q9Q6|E9Q9Q6_MOUSE	tr|A0A8B7AVG8|A0A8B7AVG8_ORYAF
OG0000109	sp|P70407|CADH9_MOUSE	tr|A0A8B7BBS8|A0A8B7BBS8_ORYAF
OG0000109	sp|P97326|CADH6_MOUSE	tr|A0A8B7AQK1|A0A8B7AQK1_ORYAF
OG0000109	sp|P70408|CAD10_MOUSE	tr|A0A8B7BC19|A0A8B7BC19_ORYAF, tr|A0A8B7BD44|A0A8B7BD44_ORYAF
OG0000109	sp|Q5RJH3|CAD12_MOUSE	tr|A0A8B7AYY6|A0A8B7AYY6_ORYAF
OG0000109	sp|Q8BM92|CADH7_MOUSE	tr|A0A8B6ZI19|A0A8B6ZI19_ORYAF
OG0000112	sp|Q60990|RBY1B_MOUSE, sp|O35698|RBY1A_MOUSE, tr|J3QK27|J3QK27_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE	tr|A0A8B7BAQ8|A0A8B7BAQ8_ORYAF
OG0000112	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A8B7B3L7|A0A8B7B3L7_ORYAF
OG0000112	sp|Q9WV02|RBMX_MOUSE, sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE	tr|A0A8B7AM02|A0A8B7AM02_ORYAF, tr|A0A8B7B2S6|A0A8B7B2S6_ORYAF
OG0000113	tr|Q9EQA9|Q9EQA9_MOUSE	tr|A0A8B7ARL7|A0A8B7ARL7_ORYAF, tr|A0A8B7AS20|A0A8B7AS20_ORYAF, tr|A0A8B7AQP0|A0A8B7AQP0_ORYAF, tr|A0A8B7AQM1|A0A8B7AQM1_ORYAF, tr|A0A8B7AQP5|A0A8B7AQP5_ORYAF, tr|A0A8B7AVI4|A0A8B7AVI4_ORYAF, tr|A0A8B7AS15|A0A8B7AS15_ORYAF, tr|A0A8B7ARZ7|A0A8B7ARZ7_ORYAF, tr|A0A8B7AQR8|A0A8B7AQR8_ORYAF, tr|A0A8B7AQT8|A0A8B7AQT8_ORYAF, tr|A0A8B7ARM3|A0A8B7ARM3_ORYAF, tr|A0A8B7AQU3|A0A8B7AQU3_ORYAF, tr|A0A8B7ARJ7|A0A8B7ARJ7_ORYAF
OG0000119	sp|Q6IFX3|K1C40_MOUSE	tr|A0A8B6ZYU8|A0A8B6ZYU8_ORYAF
OG0000119	sp|B1AQ75|KRT36_MOUSE	tr|A0A8B6ZX89|A0A8B6ZX89_ORYAF
OG0000119	sp|Q497I4|KRT35_MOUSE	tr|A0A8B6ZYX3|A0A8B6ZYX3_ORYAF
OG0000123	sp|P15533|TR30A_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, sp|Q99PQ1|TR12A_MOUSE	tr|A0A8B7B2I0|A0A8B7B2I0_ORYAF
OG0000123	sp|Q8BGE7|TRIM6_MOUSE	tr|A0A8B7AXK9|A0A8B7AXK9_ORYAF
OG0000123	sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE	tr|A0A8B7AWL9|A0A8B7AWL9_ORYAF
OG0000128	sp|A2A761|ZFP69_MOUSE	tr|A0A8B7AX18|A0A8B7AX18_ORYAF, tr|A0A8B7ATL7|A0A8B7ATL7_ORYAF, tr|A0A8B7B0F6|A0A8B7B0F6_ORYAF, tr|A0A8B7BCH4|A0A8B7BCH4_ORYAF, tr|A0A8B7ANY5|A0A8B7ANY5_ORYAF, tr|A0A8B7AK68|A0A8B7AK68_ORYAF, tr|A0A8B7B2D9|A0A8B7B2D9_ORYAF, tr|A0A8B6ZMF8|A0A8B6ZMF8_ORYAF, tr|A0A8B7B303|A0A8B7B303_ORYAF, tr|A0A8B7B2X9|A0A8B7B2X9_ORYAF, tr|A0A8B7ANB6|A0A8B7ANB6_ORYAF, tr|A0A8B7AZ77|A0A8B7AZ77_ORYAF
OG0000138	tr|B2RT54|B2RT54_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|B1AQP7|B1AQP7_MOUSE, tr|Q3UZ24|Q3UZ24_MOUSE, tr|A2VDH7|A2VDH7_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE, tr|G3X9K7|G3X9K7_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|E9PZG0|E9PZG0_MOUSE	tr|A0A8B7B0K7|A0A8B7B0K7_ORYAF
OG0000139	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A8B7AWC7|A0A8B7AWC7_ORYAF
OG0000139	sp|P02463|CO4A1_MOUSE	tr|A0A8B6ZN27|A0A8B6ZN27_ORYAF
OG0000139	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A8B6ZDH2|A0A8B6ZDH2_ORYAF
OG0000139	sp|P08122|CO4A2_MOUSE	tr|A0A8B6ZN43|A0A8B6ZN43_ORYAF
OG0000139	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A8B7ARJ0|A0A8B7ARJ0_ORYAF
OG0000139	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A8B6ZDG8|A0A8B6ZDG8_ORYAF
