Orthogroup	Mus_musculus	Panthera_tigris_altaica
OG0000077	tr|Q7TR44|Q7TR44_MOUSE, tr|Q7TR43|Q7TR43_MOUSE, tr|Q7TR47|Q7TR47_MOUSE, tr|L7MU57|L7MU57_MOUSE, tr|A2BHP7|A2BHP7_MOUSE, tr|A2AVT0|A2AVT0_MOUSE, tr|Q7TRH2|Q7TRH2_MOUSE, tr|Q8VFU4|Q8VFU4_MOUSE, tr|E9Q2B9|E9Q2B9_MOUSE, sp|Q60894|OLF12_MOUSE, tr|Q8VFC4|Q8VFC4_MOUSE, tr|Q8VGU3|Q8VGU3_MOUSE, tr|E9PYK6|E9PYK6_MOUSE, tr|Q8VET3|Q8VET3_MOUSE	tr|A0A8C9JN97|A0A8C9JN97_PANTA
OG0000078	tr|Q8VG97|Q8VG97_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE, tr|Q7TR45|Q7TR45_MOUSE, tr|Q7TR48|Q7TR48_MOUSE, tr|Q8VEU8|Q8VEU8_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q7TR34|Q7TR34_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q7TR40|Q7TR40_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q8VFQ7|Q8VFQ7_MOUSE	tr|A0A8C9JJ91|A0A8C9JJ91_PANTA, tr|A0A8C9K118|A0A8C9K118_PANTA
OG0000079	tr|A2AUS6|A2AUS6_MOUSE	tr|A0A8C9JHR3|A0A8C9JHR3_PANTA
OG0000079	tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE, tr|A2AV13|A2AV13_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE	tr|A0A8C9JFE7|A0A8C9JFE7_PANTA
OG0000082	sp|Q8BFU2|H2A3_MOUSE	tr|A0A8C9JEI0|A0A8C9JEI0_PANTA, tr|A0A8C9K668|A0A8C9K668_PANTA, tr|A0A8C9J1I8|A0A8C9J1I8_PANTA, tr|A0A8C9J055|A0A8C9J055_PANTA
OG0000082	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A8C9M4K8|A0A8C9M4K8_PANTA
OG0000082	sp|Q64522|H2A2B_MOUSE	tr|A0A8C9JAV6|A0A8C9JAV6_PANTA, tr|A0A8C9J119|A0A8C9J119_PANTA, tr|A0A8C9J541|A0A8C9J541_PANTA
OG0000082	sp|Q8CGP6|H2A1H_MOUSE	tr|A0A8C9KVB6|A0A8C9KVB6_PANTA
OG0000085	sp|B2RSH2|GNAI1_MOUSE	tr|A0A8C9K050|A0A8C9K050_PANTA
OG0000085	sp|Q9DC51|GNAI3_MOUSE	tr|A0A8C9KDB2|A0A8C9KDB2_PANTA
OG0000085	sp|P08752|GNAI2_MOUSE	tr|A0A8C9J356|A0A8C9J356_PANTA
OG0000085	sp|P18872|GNAO_MOUSE	tr|A0A8C9KBA8|A0A8C9KBA8_PANTA
OG0000085	sp|P20612|GNAT1_MOUSE	tr|A0A8C9M119|A0A8C9M119_PANTA
OG0000085	sp|Q3V3I2|GNAT3_MOUSE	tr|A0A8C9JYB6|A0A8C9JYB6_PANTA
OG0000085	sp|P50149|GNAT2_MOUSE	tr|A0A8C9KBD1|A0A8C9KBD1_PANTA
OG0000086	tr|E9Q235|E9Q235_MOUSE, tr|Q8R255|Q8R255_MOUSE, tr|Q5SVD6|Q5SVD6_MOUSE, tr|Q8R258|Q8R258_MOUSE, tr|I7HIK1|I7HIK1_MOUSE, tr|Q8R259|Q8R259_MOUSE, tr|Q5SSA0|Q5SSA0_MOUSE, tr|J3JS27|J3JS27_MOUSE, tr|Q8K4C9|Q8K4C9_MOUSE, tr|Q8R264|Q8R264_MOUSE, tr|Q8R263|Q8R263_MOUSE, tr|Q8R261|Q8R261_MOUSE, tr|Q8R262|Q8R262_MOUSE	tr|A0A8C9J0S8|A0A8C9J0S8_PANTA
OG0000088	sp|Q811Q4|ADA29_MOUSE, tr|B2RSY5|B2RSY5_MOUSE, tr|Q6IMH7|Q6IMH7_MOUSE, tr|Q811Q3|Q811Q3_MOUSE, sp|Q9JI76|ADA21_MOUSE, tr|Q7M762|Q7M762_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M763|Q7M763_MOUSE, sp|Q9R160|ADA24_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, tr|Q7M766|Q7M766_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, sp|Q9R158|AD26A_MOUSE	tr|A0A8C9M1Z2|A0A8C9M1Z2_PANTA
OG0000090	sp|P97872|FMO5_MOUSE	tr|A0A8C9M5C1|A0A8C9M5C1_PANTA
OG0000090	sp|P97501|FMO3_MOUSE	tr|A0A8C9JHK6|A0A8C9JHK6_PANTA
OG0000090	tr|J3QMN6|J3QMN6_MOUSE	tr|A0A8C9M599|A0A8C9M599_PANTA
OG0000090	sp|P50285|FMO1_MOUSE	tr|A0A8C9M6N5|A0A8C9M6N5_PANTA
OG0000090	sp|Q8K2I3|FMO2_MOUSE	tr|A0A8C9JJ95|A0A8C9JJ95_PANTA
OG0000090	tr|Q8C116|Q8C116_MOUSE, tr|G3X946|G3X946_MOUSE, tr|B2RWH8|B2RWH8_MOUSE	tr|A0A8C9KTT4|A0A8C9KTT4_PANTA
OG0000091	sp|Q7M747|S2B24_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE	tr|A0A8C9JXY0|A0A8C9JXY0_PANTA
OG0000094	tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE	tr|A0A8C9JEL8|A0A8C9JEL8_PANTA
OG0000096	sp|Q9D504|ANKR7_MOUSE, tr|D3Z4K0|D3Z4K0_MOUSE, tr|A5H0M4|A5H0M4_MOUSE, tr|Q05AC5|Q05AC5_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|D3Z1P8|D3Z1P8_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE	tr|A0A8C9M344|A0A8C9M344_PANTA
OG0000097	sp|P02535|K1C10_MOUSE	tr|A0A8C9J8L8|A0A8C9J8L8_PANTA
OG0000097	sp|A1L317|K1C24_MOUSE	tr|A0A8C9KQU5|A0A8C9KQU5_PANTA
OG0000097	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A8C9J714|A0A8C9J714_PANTA
OG0000097	sp|A6BLY7|K1C28_MOUSE	tr|A0A8C9JK91|A0A8C9JK91_PANTA
OG0000097	sp|Q8VCW2|K1C25_MOUSE	tr|A0A8C9L0H7|A0A8C9L0H7_PANTA
OG0000097	sp|Q9Z320|K1C27_MOUSE	tr|A0A8C9JAJ3|A0A8C9JAJ3_PANTA
OG0000098	tr|A0A0A6YXF1|A0A0A6YXF1_MOUSE, sp|P18533|HVM62_MOUSE, tr|A0A075B5S6|A0A075B5S6_MOUSE, sp|P18532|HVM61_MOUSE, sp|P01822|HVM46_MOUSE, sp|P18531|HVM60_MOUSE, tr|A0A075B5T0|A0A075B5T0_MOUSE, sp|P01823|HVM47_MOUSE, tr|A0A075B5S4|A0A075B5S4_MOUSE, tr|A0A075B5T1|A0A075B5T1_MOUSE, tr|Q5R1A3|Q5R1A3_MOUSE, tr|A0A0A6YWJ8|A0A0A6YWJ8_MOUSE	tr|A0A8C9K9C1|A0A8C9K9C1_PANTA
OG0000099	sp|Q6IFX2|K1C42_MOUSE	tr|A0A8C9J3C4|A0A8C9J3C4_PANTA
OG0000099	sp|Q61414|K1C15_MOUSE	tr|A0A8C9J334|A0A8C9J334_PANTA
OG0000099	sp|P08730|K1C13_MOUSE	tr|A0A8C9IYG7|A0A8C9IYG7_PANTA
OG0000099	sp|P19001|K1C19_MOUSE	tr|A0A8C9JGT4|A0A8C9JGT4_PANTA
OG0000099	sp|Q9QWL7|K1C17_MOUSE	tr|A0A8C9J8K4|A0A8C9J8K4_PANTA
OG0000100	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE	tr|A0A8C9K2K0|A0A8C9K2K0_PANTA
OG0000102	sp|Q9D939|ST1C2_MOUSE	tr|A0A8C9KRM8|A0A8C9KRM8_PANTA
OG0000102	tr|Q91X36|Q91X36_MOUSE, tr|D3Z1W5|D3Z1W5_MOUSE, tr|L7N245|L7N245_MOUSE, tr|K7N6K9|K7N6K9_MOUSE, sp|P50236|ST2A2_MOUSE, sp|P52843|ST2A1_MOUSE, tr|B2RVI8|B2RVI8_MOUSE, tr|A0A1B0GRF0|A0A1B0GRF0_MOUSE, sp|Q8BGL3|ST2A8_MOUSE, sp|O35400|ST2B1_MOUSE	tr|A0A8C9MDP1|A0A8C9MDP1_PANTA
OG0000103	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A8C9M2X2|A0A8C9M2X2_PANTA
OG0000103	sp|Q64436|ATP4A_MOUSE	tr|A0A8C9KIT7|A0A8C9KIT7_PANTA
OG0000103	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A8C9JPR8|A0A8C9JPR8_PANTA, tr|A0A8C9JI94|A0A8C9JI94_PANTA
OG0000103	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A8C9M1P4|A0A8C9M1P4_PANTA
OG0000103	sp|Q9WV27|AT1A4_MOUSE	tr|A0A8C9JZX0|A0A8C9JZX0_PANTA
OG0000103	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A8C9KYV1|A0A8C9KYV1_PANTA
OG0000106	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60653|KLRA6_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q60682|KLRA8_MOUSE	tr|A0A8C9J421|A0A8C9J421_PANTA
OG0000107	tr|Q8VES9|Q8VES9_MOUSE	tr|A0A8C9M561|A0A8C9M561_PANTA
OG0000107	sp|P34984|OLF13_MOUSE, tr|Q8VGP6|Q8VGP6_MOUSE	tr|A0A8C9JPQ8|A0A8C9JPQ8_PANTA, tr|A0A8C9JNP9|A0A8C9JNP9_PANTA, tr|A0A8C9JMB5|A0A8C9JMB5_PANTA, tr|A0A8C9JDI9|A0A8C9JDI9_PANTA
OG0000107	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A8C9JVQ9|A0A8C9JVQ9_PANTA, tr|A0A8C9JPP1|A0A8C9JPP1_PANTA, tr|A0A8C9JH94|A0A8C9JH94_PANTA
OG0000108	sp|Q9D244|RNAS6_MOUSE, sp|P00683|RNAS1_MOUSE, sp|P97425|ECP2_MOUSE, sp|O35290|ECP3_MOUSE, tr|Q923L6|Q923L6_MOUSE, sp|P97426|ECP1_MOUSE, tr|Q923L7|Q923L7_MOUSE, tr|F6YUX7|F6YUX7_MOUSE, sp|O35291|RNAS2_MOUSE, sp|O35292|RNS2B_MOUSE, tr|Q8K196|Q8K196_MOUSE	tr|A0A8C9M2M1|A0A8C9M2M1_PANTA
OG0000109	sp|Q61762|KCNA5_MOUSE	tr|A0A8C9J9R1|A0A8C9J9R1_PANTA
OG0000109	sp|Q17ST2|KCNA7_MOUSE	tr|A0A8C9KD73|A0A8C9KD73_PANTA
OG0000109	sp|P16390|KCNA3_MOUSE	tr|A0A8C9M2B5|A0A8C9M2B5_PANTA, tr|A0A8C9JAT7|A0A8C9JAT7_PANTA
OG0000109	sp|P63141|KCNA2_MOUSE, sp|P16388|KCNA1_MOUSE	tr|A0A8C9JJ53|A0A8C9JJ53_PANTA
OG0000110	tr|Q7TRI8|Q7TRI8_MOUSE, tr|Q8VFH0|Q8VFH0_MOUSE, tr|E9PWF9|E9PWF9_MOUSE, tr|Q8VFQ1|Q8VFQ1_MOUSE, tr|L7N1Z1|L7N1Z1_MOUSE, tr|Q8VFC1|Q8VFC1_MOUSE, tr|A0A140LHN3|A0A140LHN3_MOUSE, tr|L7N475|L7N475_MOUSE, tr|Q0VEL5|Q0VEL5_MOUSE, tr|Q7TRL3|Q7TRL3_MOUSE, tr|Q6UAH1|Q6UAH1_MOUSE	tr|A0A8C9IYL2|A0A8C9IYL2_PANTA
OG0000111	tr|G3UW81|G3UW81_MOUSE	tr|A0A8C9KAK6|A0A8C9KAK6_PANTA
OG0000111	tr|Q8BGU0|Q8BGU0_MOUSE	tr|A0A8C9KGR5|A0A8C9KGR5_PANTA
OG0000111	tr|G3UW78|G3UW78_MOUSE, tr|Q99N19|Q99N19_MOUSE, tr|Q3V1F1|Q3V1F1_MOUSE, tr|Q99N17|Q99N17_MOUSE	tr|A0A8C9KHN6|A0A8C9KHN6_PANTA
OG0000113	tr|A0A075B604|A0A075B604_MOUSE, tr|A0A0G2JFX6|A0A0G2JFX6_MOUSE, tr|A0A075B6D1|A0A075B6D1_MOUSE, tr|A0A0B4J1N1|A0A0B4J1N1_MOUSE, sp|P01739|TVA2_MOUSE, tr|Q5R1I1|Q5R1I1_MOUSE, tr|Q5R1H9|Q5R1H9_MOUSE, tr|A0A075B6C1|A0A075B6C1_MOUSE, tr|A0A075B620|A0A075B620_MOUSE, tr|A0A0G2JEV5|A0A0G2JEV5_MOUSE, tr|Q5R1I3|Q5R1I3_MOUSE	tr|A0A8C9JAK3|A0A8C9JAK3_PANTA
OG0000114	tr|Q7TRN8|Q7TRN8_MOUSE, tr|Q8VGV1|Q8VGV1_MOUSE	tr|A0A8C9JJT3|A0A8C9JJT3_PANTA, tr|A0A8C9K4E7|A0A8C9K4E7_PANTA
OG0000114	tr|A0A2I3BQ57|A0A2I3BQ57_MOUSE, tr|A0A2I3BS13|A0A2I3BS13_MOUSE, tr|Q3SXH8|Q3SXH8_MOUSE, tr|Q8VGV0|Q8VGV0_MOUSE	tr|A0A8C9K1G5|A0A8C9K1G5_PANTA, tr|A0A8C9JVI6|A0A8C9JVI6_PANTA, tr|A0A8C9JLI8|A0A8C9JLI8_PANTA, tr|A0A8C9JJP9|A0A8C9JJP9_PANTA
OG0000116	sp|P02463|CO4A1_MOUSE	tr|A0A8C9KKQ4|A0A8C9KKQ4_PANTA
OG0000116	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A8C9K2H8|A0A8C9K2H8_PANTA
OG0000116	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A8C9M8D8|A0A8C9M8D8_PANTA
OG0000116	sp|P08122|CO4A2_MOUSE	tr|A0A8C9L1V3|A0A8C9L1V3_PANTA
OG0000116	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A8C9K925|A0A8C9K925_PANTA
OG0000116	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A8C9JX01|A0A8C9JX01_PANTA
OG0000117	sp|Q8VCX1|AK1D1_MOUSE	tr|A0A8C9J9I2|A0A8C9J9I2_PANTA
OG0000117	tr|Q3UXL1|Q3UXL1_MOUSE, sp|Q8K023|AKC1H_MOUSE, tr|Q9JLI0|Q9JLI0_MOUSE, sp|Q8VC28|AK1CD_MOUSE, tr|G3X9Y6|G3X9Y6_MOUSE, tr|Q91WT7|Q91WT7_MOUSE, sp|Q91WR5|AK1CL_MOUSE, tr|Q8VC77|Q8VC77_MOUSE, sp|P70694|DHB5_MOUSE	tr|A0A8C9JT77|A0A8C9JT77_PANTA
OG0000118	sp|Q8BW94|DYH3_MOUSE	tr|A0A8C9JFN5|A0A8C9JFN5_PANTA
OG0000118	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A8C9KZI0|A0A8C9KZI0_PANTA
OG0000118	tr|E9Q0T8|E9Q0T8_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE	tr|A0A8C9KS69|A0A8C9KS69_PANTA
OG0000119	tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE	tr|A0A8C9K9B5|A0A8C9K9B5_PANTA
OG0000121	sp|Q8BKR5|PPR37_MOUSE	tr|A0A8C9M2Z3|A0A8C9M2Z3_PANTA
OG0000121	sp|E9Q5R7|NAL12_MOUSE	tr|A0A8C9JIC8|A0A8C9JIC8_PANTA
OG0000121	sp|Q9R1M5|NALP5_MOUSE	tr|A0A8C9K4L1|A0A8C9K4L1_PANTA
OG0000121	sp|Q6B966|NAL14_MOUSE	tr|A0A8C9KCD6|A0A8C9KCD6_PANTA
OG0000123	sp|Q8VDT1|SC5A9_MOUSE	tr|A0A8C9J9G1|A0A8C9J9G1_PANTA
OG0000123	sp|Q923I7|SC5A2_MOUSE	tr|A0A8C9J8C5|A0A8C9J8C5_PANTA
OG0000123	tr|E9QAB5|E9QAB5_MOUSE	tr|A0A8C9JDR0|A0A8C9JDR0_PANTA
OG0000123	sp|Q8C3K6|SC5A1_MOUSE	tr|A0A8C9K8Y4|A0A8C9K8Y4_PANTA
OG0000123	tr|Q91ZP4|Q91ZP4_MOUSE, sp|Q9ET37|S5A4A_MOUSE	tr|A0A8C9KYY2|A0A8C9KYY2_PANTA
OG0000125	sp|Q9R053|SCNBA_MOUSE	tr|A0A8C9KXL5|A0A8C9KXL5_PANTA
OG0000125	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A8C9KB96|A0A8C9KB96_PANTA, tr|A0A8C9KZV3|A0A8C9KZV3_PANTA, tr|A0A8C9MD47|A0A8C9MD47_PANTA, tr|A0A8C9KR96|A0A8C9KR96_PANTA, tr|A0A8C9KBS1|A0A8C9KBS1_PANTA, tr|A0A8C9MB15|A0A8C9MB15_PANTA, tr|A0A8C9JVW4|A0A8C9JVW4_PANTA, tr|A0A8C9M6K2|A0A8C9M6K2_PANTA, tr|A0A8C9JRH7|A0A8C9JRH7_PANTA
OG0000126	sp|P20852|CP2A5_MOUSE	tr|A0A8C9KF98|A0A8C9KF98_PANTA, tr|A0A8C9M9K6|A0A8C9M9K6_PANTA
OG0000126	tr|Q9WV19|Q9WV19_MOUSE	tr|A0A8C9M9P8|A0A8C9M9P8_PANTA
OG0000126	sp|P33267|CP2F2_MOUSE	tr|A0A8C9KE64|A0A8C9KE64_PANTA, tr|A0A8C9KI81|A0A8C9KI81_PANTA
OG0000126	sp|Q05421|CP2E1_MOUSE	tr|A0A8C9KGL2|A0A8C9KGL2_PANTA, tr|A0A8C9JRT1|A0A8C9JRT1_PANTA, tr|A0A8C9JZP3|A0A8C9JZP3_PANTA
OG0000127	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A8C9J2Y7|A0A8C9J2Y7_PANTA
OG0000127	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A8C9J4W0|A0A8C9J4W0_PANTA, tr|A0A8C9J759|A0A8C9J759_PANTA, tr|A0A8C9J1H1|A0A8C9J1H1_PANTA, tr|A0A8C9J736|A0A8C9J736_PANTA, tr|A0A8C9J1M3|A0A8C9J1M3_PANTA, tr|A0A8C9J516|A0A8C9J516_PANTA, tr|A0A8C9M133|A0A8C9M133_PANTA, tr|A0A8C9IZ04|A0A8C9IZ04_PANTA, tr|A0A8C9IZQ0|A0A8C9IZQ0_PANTA
OG0000130	sp|P70408|CAD10_MOUSE	tr|A0A8C9K4U0|A0A8C9K4U0_PANTA
OG0000130	sp|P70407|CADH9_MOUSE	tr|A0A8C9K4P3|A0A8C9K4P3_PANTA
OG0000130	sp|P97326|CADH6_MOUSE	tr|A0A8C9KBX0|A0A8C9KBX0_PANTA
OG0000130	sp|Q5RJH3|CAD12_MOUSE	tr|A0A8C9KDK2|A0A8C9KDK2_PANTA
OG0000130	sp|Q9WTP5|CAD22_MOUSE, sp|Q8BM92|CADH7_MOUSE	tr|A0A8C9K9U1|A0A8C9K9U1_PANTA
OG0000131	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A8C9K7X2|A0A8C9K7X2_PANTA
OG0000131	tr|Q99PA7|Q99PA7_MOUSE	tr|A0A8C9IYY7|A0A8C9IYY7_PANTA
OG0000131	tr|G3UW88|G3UW88_MOUSE	tr|A0A8C9JGS1|A0A8C9JGS1_PANTA, tr|A0A8C9JDY7|A0A8C9JDY7_PANTA, tr|A0A8C9J870|A0A8C9J870_PANTA, tr|A0A8C9J243|A0A8C9J243_PANTA, tr|A0A8C9M4G6|A0A8C9M4G6_PANTA, tr|A0A8C9IYU4|A0A8C9IYU4_PANTA
OG0000134	sp|Q3TTE0|ADAM5_MOUSE	tr|A0A8C9KBQ3|A0A8C9KBQ3_PANTA
OG0000134	sp|Q60718|ADAM2_MOUSE	tr|A0A8C9JG26|A0A8C9JG26_PANTA
OG0000134	sp|Q8K410|ADA32_MOUSE	tr|A0A8C9KE37|A0A8C9KE37_PANTA
OG0000134	sp|Q9R157|ADA18_MOUSE	tr|A0A8C9M2E3|A0A8C9M2E3_PANTA
OG0000134	sp|F8VQ03|ADAM3_MOUSE	tr|A0A8C9M7Z3|A0A8C9M7Z3_PANTA, tr|A0A8C9KNC0|A0A8C9KNC0_PANTA
OG0000137	sp|O35945|AL1A7_MOUSE, sp|P24549|AL1A1_MOUSE	tr|A0A8C9K922|A0A8C9K922_PANTA
OG0000137	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A8C9KNT9|A0A8C9KNT9_PANTA
OG0000137	sp|Q62148|AL1A2_MOUSE	tr|A0A8C9KWG5|A0A8C9KWG5_PANTA
OG0000137	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A8C9JBG3|A0A8C9JBG3_PANTA
OG0000137	sp|P47738|ALDH2_MOUSE	tr|A0A8C9M8T7|A0A8C9M8T7_PANTA
OG0000141	tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE	tr|A0A8C9M1Z6|A0A8C9M1Z6_PANTA
OG0000142	tr|Q8VFV0|Q8VFV0_MOUSE	tr|A0A8C9JI22|A0A8C9JI22_PANTA
OG0000142	tr|Q0VDY1|Q0VDY1_MOUSE	tr|A0A8C9J8H7|A0A8C9J8H7_PANTA, tr|A0A8C9J8I6|A0A8C9J8I6_PANTA, tr|A0A8C9IZS8|A0A8C9IZS8_PANTA, tr|A0A8C9J2G1|A0A8C9J2G1_PANTA
OG0000142	tr|Q8VFU9|Q8VFU9_MOUSE	tr|A0A8C9J2M5|A0A8C9J2M5_PANTA, tr|A0A8C9J851|A0A8C9J851_PANTA
OG0000144	tr|Q6IE28|Q6IE28_MOUSE, tr|Q497J0|Q497J0_MOUSE, sp|P35175|CYT1_MOUSE, tr|L7N257|L7N257_MOUSE, tr|Q8BWM3|Q8BWM3_MOUSE, sp|P35174|CYT2_MOUSE, sp|P35173|CYT3_MOUSE, tr|Q9D8D6|Q9D8D6_MOUSE, tr|B2RV77|B2RV77_MOUSE, sp|P56567|CYTA_MOUSE	tr|A0A8C9JWL5|A0A8C9JWL5_PANTA
OG0000145	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A8C9KD62|A0A8C9KD62_PANTA
OG0000145	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A8C9KLW4|A0A8C9KLW4_PANTA
OG0000145	sp|Q61549|AGRE1_MOUSE	tr|A0A8C9KC68|A0A8C9KC68_PANTA, tr|A0A8C9KWN2|A0A8C9KWN2_PANTA
OG0000146	tr|E9Q3K2|E9Q3K2_MOUSE	tr|A0A8C9JEA0|A0A8C9JEA0_PANTA
OG0000146	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A8C9M4Z8|A0A8C9M4Z8_PANTA
OG0000146	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A8C9JK35|A0A8C9JK35_PANTA, tr|A0A8C9J6T4|A0A8C9J6T4_PANTA, tr|A0A8C9JEA3|A0A8C9JEA3_PANTA, tr|A0A8C9KVL9|A0A8C9KVL9_PANTA, tr|A0A8C9JE68|A0A8C9JE68_PANTA, tr|A0A8C9JCM7|A0A8C9JCM7_PANTA
OG0000147	sp|Q0VAW7|ZN112_MOUSE	tr|A0A8C9J8X5|A0A8C9J8X5_PANTA
OG0000147	tr|Q923D1|Q923D1_MOUSE	tr|A0A8C9KLM2|A0A8C9KLM2_PANTA, tr|A0A8C9JE07|A0A8C9JE07_PANTA, tr|A0A8C9MA67|A0A8C9MA67_PANTA, tr|A0A8C9JPX2|A0A8C9JPX2_PANTA, tr|A0A8C9MBN8|A0A8C9MBN8_PANTA, tr|A0A8C9JU20|A0A8C9JU20_PANTA, tr|A0A8C9K9K5|A0A8C9K9K5_PANTA, tr|A0A8C9MBJ6|A0A8C9MBJ6_PANTA
