Orthogroup	Mus_musculus	Peromyscus_maniculatus_bairdii
OG0000085	tr|A0A1W2P860|A0A1W2P860_MOUSE	tr|A0A6J0EC39|A0A6J0EC39_PERMB, tr|A0A6I9M4L6|A0A6I9M4L6_PERMB, tr|A0A6I9LSC7|A0A6I9LSC7_PERMB, tr|A0A6I9M9S9|A0A6I9M9S9_PERMB, tr|A0A6J0E6E3|A0A6J0E6E3_PERMB, tr|A0A6I9M4H1|A0A6I9M4H1_PERMB, tr|A0A6I9M4I3|A0A6I9M4I3_PERMB, tr|A0A6J0EC42|A0A6J0EC42_PERMB, tr|A0A6I9M8M5|A0A6I9M8M5_PERMB, tr|A0A6I9M303|A0A6I9M303_PERMB, tr|A0A6J0E6F7|A0A6J0E6F7_PERMB, tr|A0A6I9LWY4|A0A6I9LWY4_PERMB
OG0000086	sp|Q8VIG1|REST_MOUSE	tr|A0A6I9LL62|A0A6I9LL62_PERMB, tr|A0A6J0CVB4|A0A6J0CVB4_PERMB, tr|A0A6J0D5N9|A0A6J0D5N9_PERMB, tr|A0A6J0CSU7|A0A6J0CSU7_PERMB, tr|A0A6J0CSP0|A0A6J0CSP0_PERMB, tr|A0A6J0CUR4|A0A6J0CUR4_PERMB, tr|A0A6J0CSM7|A0A6J0CSM7_PERMB, tr|A0A6J0CGN1|A0A6J0CGN1_PERMB, tr|A0A6J0D3A0|A0A6J0D3A0_PERMB, tr|A0A6J0CZI7|A0A6J0CZI7_PERMB, tr|A0A6J0DTX2|A0A6J0DTX2_PERMB, tr|A0A6J0D297|A0A6J0D297_PERMB, tr|A0A6I9LZY2|A0A6I9LZY2_PERMB, tr|A0A6J0E979|A0A6J0E979_PERMB
OG0000088	tr|Q8VGK9|Q8VGK9_MOUSE	tr|A0A6I9MMN5|A0A6I9MMN5_PERMB
OG0000088	tr|Q8VGL0|Q8VGL0_MOUSE, tr|Q8VGK4|Q8VGK4_MOUSE, tr|Q8VFP9|Q8VFP9_MOUSE, tr|Q8VGJ7|Q8VGJ7_MOUSE, tr|Q8VGK8|Q8VGK8_MOUSE, tr|Q8VGK6|Q8VGK6_MOUSE, tr|Q8VGK2|Q8VGK2_MOUSE, tr|Q8VGK7|Q8VGK7_MOUSE, sp|Q8VGK5|OLF50_MOUSE, tr|Q8VGJ9|Q8VGJ9_MOUSE, tr|Q8VGK3|Q8VGK3_MOUSE	tr|A0A6I9MHD0|A0A6I9MHD0_PERMB
OG0000089	tr|Q9ET52|Q9ET52_MOUSE	tr|A0A6I9LMF2|A0A6I9LMF2_PERMB
OG0000089	sp|Q9R014|CATJ_MOUSE	tr|A0A6I9LNP1|A0A6I9LNP1_PERMB
OG0000089	sp|Q91ZF2|CAT7_MOUSE	tr|A0A6I9LT43|A0A6I9LT43_PERMB, tr|A0A6I9LF57|A0A6I9LF57_PERMB, tr|A0A6I9LNP5|A0A6I9LNP5_PERMB, tr|A0A6I9LDH4|A0A6I9LDH4_PERMB
OG0000089	sp|Q9JIA9|CATR_MOUSE	tr|A0A6I9LMH2|A0A6I9LMH2_PERMB
OG0000089	tr|Q91ZF4|Q91ZF4_MOUSE	tr|A0A6I9LT38|A0A6I9LT38_PERMB, tr|A0A6I9LDH1|A0A6I9LDH1_PERMB
OG0000090	sp|Q99P81|ABCG3_MOUSE	tr|A0A6J0CZ81|A0A6J0CZ81_PERMB, tr|A0A6I9MAG5|A0A6I9MAG5_PERMB, tr|A0A6I9MGK5|A0A6I9MGK5_PERMB, tr|A0A6I9MG15|A0A6I9MG15_PERMB, tr|A0A6J0CXL2|A0A6J0CXL2_PERMB, tr|A0A6I9MPT8|A0A6I9MPT8_PERMB, tr|A0A6I9L2K0|A0A6I9L2K0_PERMB, tr|A0A6J0CUE6|A0A6J0CUE6_PERMB, tr|A0A6J0CYS8|A0A6J0CYS8_PERMB, tr|A0A6J0CVX6|A0A6J0CVX6_PERMB, tr|A0A6J0CYR5|A0A6J0CYR5_PERMB, tr|A0A6I9MKB8|A0A6I9MKB8_PERMB, tr|A0A6I9MKM9|A0A6I9MKM9_PERMB
OG0000095	sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, sp|Q7M747|S2B24_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE	tr|A0A6J0DUD5|A0A6J0DUD5_PERMB
OG0000096	sp|Q61838|PZP_MOUSE	tr|A0A6I9M5L0|A0A6I9M5L0_PERMB
OG0000096	sp|Q6GQT1|A2MG_MOUSE	tr|A0A6J0CQ73|A0A6J0CQ73_PERMB
OG0000096	tr|A0A0N4SVU1|A0A0N4SVU1_MOUSE, sp|P28666|MUG2_MOUSE, sp|P28665|MUG1_MOUSE	tr|A0A6J0CUQ4|A0A6J0CUQ4_PERMB, tr|A0A6J0CK85|A0A6J0CK85_PERMB, tr|A0A6J0CWC7|A0A6J0CWC7_PERMB, tr|A0A6J0CT89|A0A6J0CT89_PERMB, tr|A0A6J0D0M0|A0A6J0D0M0_PERMB, tr|A0A6J0CSA6|A0A6J0CSA6_PERMB
OG0000097	tr|Q8VEV8|Q8VEV8_MOUSE	tr|A0A6I9M8A8|A0A6I9M8A8_PERMB
OG0000097	tr|Q8VF19|Q8VF19_MOUSE	tr|A0A6I9ML29|A0A6I9ML29_PERMB, tr|A0A6I9MJ47|A0A6I9MJ47_PERMB, tr|A0A6I9MGX8|A0A6I9MGX8_PERMB, tr|A0A6I9M9Z7|A0A6I9M9Z7_PERMB, tr|A0A6I9M2D3|A0A6I9M2D3_PERMB, tr|A0A6I9M2E4|A0A6I9M2E4_PERMB, tr|A0A6I9MJ56|A0A6I9MJ56_PERMB, tr|A0A6I9M2C6|A0A6I9M2C6_PERMB, tr|A0A6I9ME08|A0A6I9ME08_PERMB, tr|A0A6I9MJ43|A0A6I9MJ43_PERMB, tr|A0A6I9MF59|A0A6I9MF59_PERMB
OG0000103	sp|P01822|HVM46_MOUSE, sp|P18531|HVM60_MOUSE, sp|P18532|HVM61_MOUSE, tr|A0A075B5S6|A0A075B5S6_MOUSE, tr|A0A0A6YXF1|A0A0A6YXF1_MOUSE, sp|P18533|HVM62_MOUSE, sp|P01823|HVM47_MOUSE, tr|A0A075B5T0|A0A075B5T0_MOUSE, tr|A0A075B5T1|A0A075B5T1_MOUSE, tr|A0A075B5S4|A0A075B5S4_MOUSE, tr|A0A0A6YWJ8|A0A0A6YWJ8_MOUSE, tr|Q5R1A3|Q5R1A3_MOUSE	tr|A0A6I9MA16|A0A6I9MA16_PERMB
OG0000104	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE	tr|A0A6I9LJG1|A0A6I9LJG1_PERMB
OG0000106	tr|Q91WT7|Q91WT7_MOUSE	tr|A0A6I9LT99|A0A6I9LT99_PERMB
OG0000106	sp|Q91WR5|AK1CL_MOUSE	tr|A0A6I9M5J8|A0A6I9M5J8_PERMB, tr|A0A6I9M1I9|A0A6I9M1I9_PERMB
OG0000106	tr|Q8VC77|Q8VC77_MOUSE, sp|P70694|DHB5_MOUSE	tr|A0A6I9LPN0|A0A6I9LPN0_PERMB, tr|A0A6I9M1I4|A0A6I9M1I4_PERMB
OG0000106	tr|Q3UXL1|Q3UXL1_MOUSE, sp|Q8K023|AKC1H_MOUSE	tr|A0A6J0E5K4|A0A6J0E5K4_PERMB
OG0000109	tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE	tr|A0A6I9L5I7|A0A6I9L5I7_PERMB
OG0000110	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A6I9M966|A0A6I9M966_PERMB
OG0000110	sp|Q9WV02|RBMX_MOUSE	tr|A0A6J0CFN6|A0A6J0CFN6_PERMB
OG0000110	tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE	tr|A0A6I9KVA0|A0A6I9KVA0_PERMB
OG0000111	tr|E9Q843|E9Q843_MOUSE	tr|A0A6I9MJQ7|A0A6I9MJQ7_PERMB, tr|A0A6I9MJH0|A0A6I9MJH0_PERMB, tr|A0A6J0CU13|A0A6J0CU13_PERMB, tr|A0A6J0CYP1|A0A6J0CYP1_PERMB, tr|A0A6J0CUG1|A0A6J0CUG1_PERMB, tr|A0A6I9MED7|A0A6I9MED7_PERMB, tr|A0A6J0CSH5|A0A6J0CSH5_PERMB, tr|A0A6J0CW99|A0A6J0CW99_PERMB, tr|A0A6J0CU94|A0A6J0CU94_PERMB, tr|A0A6I9MNE3|A0A6I9MNE3_PERMB, tr|A0A6I9MLX0|A0A6I9MLX0_PERMB, tr|A0A6I9M7P5|A0A6I9M7P5_PERMB
OG0000114	tr|A2ATJ7|A2ATJ7_MOUSE, tr|Q8VGF5|Q8VGF5_MOUSE, tr|A2ATJ9|A2ATJ9_MOUSE	tr|A0A6I9M6R5|A0A6I9M6R5_PERMB
OG0000114	tr|Q8VG21|Q8VG21_MOUSE	tr|A0A6I9ML19|A0A6I9ML19_PERMB
OG0000114	tr|Q8VF94|Q8VF94_MOUSE, tr|Q3SXJ3|Q3SXJ3_MOUSE	tr|A0A6I9ML23|A0A6I9ML23_PERMB
OG0000115	tr|Q8VF06|Q8VF06_MOUSE	tr|A0A6I9M2C9|A0A6I9M2C9_PERMB
OG0000115	tr|Q7TRR4|Q7TRR4_MOUSE	tr|A0A6I9L7R6|A0A6I9L7R6_PERMB, tr|A0A6J0CT18|A0A6J0CT18_PERMB
OG0000115	tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A6I9MP86|A0A6I9MP86_PERMB
OG0000115	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A6I9M7I2|A0A6I9M7I2_PERMB
OG0000116	tr|A0A2I3BPT4|A0A2I3BPT4_MOUSE	tr|A0A6I9LYU2|A0A6I9LYU2_PERMB
OG0000116	tr|Q8VGX1|Q8VGX1_MOUSE	tr|A0A6I9MEK6|A0A6I9MEK6_PERMB, tr|A0A6I9LYC6|A0A6I9LYC6_PERMB
OG0000116	tr|Q8VGG6|Q8VGG6_MOUSE	tr|A0A6I9LZI3|A0A6I9LZI3_PERMB, tr|A0A6I9LYT4|A0A6I9LYT4_PERMB
OG0000116	tr|Q7TRG2|Q7TRG2_MOUSE	tr|A0A6I9LN80|A0A6I9LN80_PERMB, tr|A0A6I9MBS6|A0A6I9MBS6_PERMB, tr|A0A6I9LZH8|A0A6I9LZH8_PERMB
OG0000117	tr|F7AMQ8|F7AMQ8_MOUSE	tr|A0A6I9MKY6|A0A6I9MKY6_PERMB
OG0000117	tr|A8R0T8|A8R0T8_MOUSE, sp|Q3LHH8|ESP1_MOUSE, tr|A0A3B2WD20|A0A3B2WD20_MOUSE, tr|J3QN49|J3QN49_MOUSE, sp|A8R0V4|ESP22_MOUSE, tr|G3UXG0|G3UXG0_MOUSE, tr|A8R0W3|A8R0W3_MOUSE, tr|A8R0V5|A8R0V5_MOUSE, tr|G3UZD8|G3UZD8_MOUSE	tr|A0A6J0E5G3|A0A6J0E5G3_PERMB
OG0000118	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A6I9KSH9|A0A6I9KSH9_PERMB
OG0000118	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A6I9MAF3|A0A6I9MAF3_PERMB
OG0000118	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A6I9KYT1|A0A6I9KYT1_PERMB
OG0000118	sp|P02463|CO4A1_MOUSE	tr|A0A6I9LS25|A0A6I9LS25_PERMB
OG0000118	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A6I9M690|A0A6I9M690_PERMB
OG0000118	sp|P08122|CO4A2_MOUSE	tr|A0A6I9LMT6|A0A6I9LMT6_PERMB
OG0000119	tr|A0A338P6G8|A0A338P6G8_MOUSE, tr|A0A338P6D5|A0A338P6D5_MOUSE, tr|A2BEI6|A2BEI6_MOUSE, tr|A2BEJ1|A2BEJ1_MOUSE, tr|A2BEI8|A2BEI8_MOUSE, tr|F2Z3W5|F2Z3W5_MOUSE, tr|J3QMS7|J3QMS7_MOUSE, tr|F2Z478|F2Z478_MOUSE, tr|E9Q5Z9|E9Q5Z9_MOUSE, tr|Q3UTE2|Q3UTE2_MOUSE, tr|Q5RIS0|Q5RIS0_MOUSE	tr|A0A6J0CGR7|A0A6J0CGR7_PERMB
OG0000121	tr|A2AJU2|A2AJU2_MOUSE, tr|B1AV09|B1AV09_MOUSE, tr|B1AVZ5|B1AVZ5_MOUSE, tr|B1AZM2|B1AZM2_MOUSE, tr|E9QA14|E9QA14_MOUSE, tr|A2BI02|A2BI02_MOUSE, tr|Q62012|Q62012_MOUSE, tr|A2BI72|A2BI72_MOUSE, tr|A2ADW8|A2ADW8_MOUSE, tr|B1B0X0|B1B0X0_MOUSE, tr|B1B0X6|B1B0X6_MOUSE	tr|A0A6J0EDA6|A0A6J0EDA6_PERMB
OG0000122	tr|Q8VFM1|Q8VFM1_MOUSE	tr|A0A6I9M3N2|A0A6I9M3N2_PERMB
OG0000122	tr|A0A1L1SUP2|A0A1L1SUP2_MOUSE	tr|A0A6I9M5A5|A0A6I9M5A5_PERMB, tr|A0A6I9M3M8|A0A6I9M3M8_PERMB, tr|A0A6I9LXR0|A0A6I9LXR0_PERMB, tr|A0A6I9LT02|A0A6I9LT02_PERMB, tr|A0A6I9M3S4|A0A6I9M3S4_PERMB, tr|A0A6I9LXV2|A0A6I9LXV2_PERMB, tr|A0A6I9LXR3|A0A6I9LXR3_PERMB, tr|A0A6I9M539|A0A6I9M539_PERMB, tr|A0A6I9LSW6|A0A6I9LSW6_PERMB
OG0000123	tr|A0A1L1SV77|A0A1L1SV77_MOUSE	tr|A0A6I9MG19|A0A6I9MG19_PERMB
OG0000123	tr|Q8VFI0|Q8VFI0_MOUSE	tr|A0A6I9MC00|A0A6I9MC00_PERMB, tr|A0A6I9MKR3|A0A6I9MKR3_PERMB, tr|A0A6I9MJD7|A0A6I9MJD7_PERMB, tr|A0A6I9MC07|A0A6I9MC07_PERMB, tr|A0A6I9MAI6|A0A6I9MAI6_PERMB, tr|A0A6I9MHI8|A0A6I9MHI8_PERMB, tr|A0A6I9MM81|A0A6I9MM81_PERMB, tr|A0A6I9MGZ7|A0A6I9MGZ7_PERMB, tr|A0A6I9M4X9|A0A6I9M4X9_PERMB
OG0000124	tr|A0A1L1SRK6|A0A1L1SRK6_MOUSE	tr|A0A6I9LXQ7|A0A6I9LXQ7_PERMB, tr|A0A6I9M532|A0A6I9M532_PERMB, tr|A0A6I9M974|A0A6I9M974_PERMB, tr|A0A6I9LSW1|A0A6I9LSW1_PERMB, tr|A0A6I9LSU8|A0A6I9LSU8_PERMB, tr|A0A6I9M980|A0A6I9M980_PERMB, tr|A0A6I9LXM0|A0A6I9LXM0_PERMB, tr|A0A6I9M526|A0A6I9M526_PERMB, tr|A0A6I9M3L9|A0A6I9M3L9_PERMB, tr|A0A6I9LSV6|A0A6I9LSV6_PERMB, tr|A0A6I9LXM6|A0A6I9LXM6_PERMB
OG0000125	sp|Q9Z0Y2|PA21B_MOUSE	tr|A0A6I9MPX2|A0A6I9MPX2_PERMB, tr|A0A6I9MGI5|A0A6I9MGI5_PERMB, tr|A0A6J0CTJ8|A0A6J0CTJ8_PERMB, tr|A0A6J0DC43|A0A6J0DC43_PERMB, tr|A0A6J0CW90|A0A6J0CW90_PERMB, tr|A0A6I9MJN9|A0A6I9MJN9_PERMB, tr|A0A6J0DJ83|A0A6J0DJ83_PERMB, tr|A0A6I9MKQ4|A0A6I9MKQ4_PERMB, tr|A0A6I9M7N5|A0A6I9M7N5_PERMB, tr|A0A6I9MND9|A0A6I9MND9_PERMB, tr|A0A6I9MFG2|A0A6I9MFG2_PERMB
OG0000132	tr|W4VSP2|W4VSP2_MOUSE, sp|Q6TAC4|V2R26_MOUSE, tr|D3YUI0|D3YUI0_MOUSE, tr|G5E8G4|G5E8G4_MOUSE, tr|E9Q7S8|E9Q7S8_MOUSE, tr|K7N6Y7|K7N6Y7_MOUSE, tr|L7N2B1|L7N2B1_MOUSE, tr|D3YUK6|D3YUK6_MOUSE, tr|E9PXI5|E9PXI5_MOUSE	tr|A0A6I9LVK4|A0A6I9LVK4_PERMB, tr|A0A6I9ML82|A0A6I9ML82_PERMB
OG0000134	tr|Q6P8Q0|Q6P8Q0_MOUSE, sp|P13745|GSTA1_MOUSE, tr|E9Q6L7|E9Q6L7_MOUSE, sp|P10648|GSTA2_MOUSE	tr|A0A6J0CR82|A0A6J0CR82_PERMB, tr|A0A6J0CLZ4|A0A6J0CLZ4_PERMB, tr|A0A6J0CWY8|A0A6J0CWY8_PERMB, tr|A0A6J0CVS1|A0A6J0CVS1_PERMB, tr|A0A6I9MH48|A0A6I9MH48_PERMB, tr|A0A6J0CRB1|A0A6J0CRB1_PERMB, tr|A0A6I9M6N0|A0A6I9M6N0_PERMB
OG0000135	sp|Q9CQ70|H2AB1_MOUSE, tr|A9Z055|A9Z055_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|J3QP08|J3QP08_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE, tr|Q810S6|Q810S6_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|Q497L1|Q497L1_MOUSE	tr|A0A6I9MI35|A0A6I9MI35_PERMB
OG0000136	sp|P31809|CEAM1_MOUSE, sp|Q925P2|CEAM2_MOUSE	tr|A0A6I9M240|A0A6I9M240_PERMB
OG0000136	sp|A0A140LHF2|VSXL2_MOUSE	tr|A0A6I9MPI6|A0A6I9MPI6_PERMB
OG0000136	sp|Q9D2Z1|CEA20_MOUSE	tr|A0A6J0E185|A0A6J0E185_PERMB, tr|A0A6J0CIC4|A0A6J0CIC4_PERMB, tr|A0A6J0E675|A0A6J0E675_PERMB, tr|A0A6J0E4I7|A0A6J0E4I7_PERMB
OG0000137	sp|G5E829|AT2B1_MOUSE	tr|A0A6J0CWX3|A0A6J0CWX3_PERMB
OG0000137	sp|Q9R0K7|AT2B2_MOUSE	tr|A0A6J0CLB2|A0A6J0CLB2_PERMB
OG0000137	tr|Q0VF55|Q0VF55_MOUSE	tr|A0A6J0CEA9|A0A6J0CEA9_PERMB
OG0000137	sp|Q6Q477|AT2B4_MOUSE	tr|A0A6J0CXD0|A0A6J0CXD0_PERMB, tr|A0A6I9MFM2|A0A6I9MFM2_PERMB
OG0000138	sp|Q91ZC6|MRGA6_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE, sp|Q91WW5|MRGA1_MOUSE	tr|A0A6J0CIR5|A0A6J0CIR5_PERMB
OG0000139	tr|Q8VGC2|Q8VGC2_MOUSE	tr|A0A6I9MG07|A0A6I9MG07_PERMB
OG0000139	tr|Q8VFH3|Q8VFH3_MOUSE, tr|Q8VFH7|Q8VFH7_MOUSE	tr|A0A6I9MG11|A0A6I9MG11_PERMB
OG0000139	tr|Q8VF26|Q8VF26_MOUSE, tr|Q8VFH6|Q8VFH6_MOUSE	tr|A0A6I9M4W9|A0A6I9M4W9_PERMB
OG0000139	tr|Q8VGC5|Q8VGC5_MOUSE, tr|F6VS78|F6VS78_MOUSE	tr|A0A6I9MLC7|A0A6I9MLC7_PERMB
OG0000140	tr|Q9D4Z5|Q9D4Z5_MOUSE	tr|A0A6J0CUV4|A0A6J0CUV4_PERMB
OG0000140	tr|A2AHA7|A2AHA7_MOUSE, tr|A2AWL1|A2AWL1_MOUSE, tr|L7MUB4|L7MUB4_MOUSE, tr|A2AWL3|A2AWL3_MOUSE	tr|A0A6J0CJ94|A0A6J0CJ94_PERMB, tr|A0A6J0CGR1|A0A6J0CGR1_PERMB, tr|A0A6I9MCK8|A0A6I9MCK8_PERMB, tr|A0A6I9M7N7|A0A6I9M7N7_PERMB, tr|A0A6J0E170|A0A6J0E170_PERMB
OG0000141	sp|Q60894|OLF12_MOUSE, tr|Q8VFC4|Q8VFC4_MOUSE	tr|A0A6I9MLX6|A0A6I9MLX6_PERMB, tr|A0A6I9MEE5|A0A6I9MEE5_PERMB
OG0000141	tr|Q8VGU3|Q8VGU3_MOUSE	tr|A0A6I9MNF0|A0A6I9MNF0_PERMB
OG0000141	tr|E9PYK6|E9PYK6_MOUSE	tr|A0A6I9MNF4|A0A6I9MNF4_PERMB
OG0000141	tr|Q8VET3|Q8VET3_MOUSE	tr|A0A6I9M7Q9|A0A6I9M7Q9_PERMB
OG0000142	tr|B1AVU5|B1AVU5_MOUSE	tr|A0A6I9M3Y4|A0A6I9M3Y4_PERMB
OG0000142	tr|A2A752|A2A752_MOUSE	tr|A0A6I9M7V8|A0A6I9M7V8_PERMB
OG0000142	sp|Q8BM81|AD4F1_MOUSE	tr|A0A6I9LRS6|A0A6I9LRS6_PERMB
OG0000142	tr|B1AVU6|B1AVU6_MOUSE, tr|B1AVU7|B1AVU7_MOUSE, tr|B1ASB3|B1ASB3_MOUSE	tr|A0A6I9LW29|A0A6I9LW29_PERMB, tr|A0A6J0CXF7|A0A6J0CXF7_PERMB
OG0000143	tr|Q8VF33|Q8VF33_MOUSE	tr|A0A6I9MB67|A0A6I9MB67_PERMB
OG0000143	tr|F6VB59|F6VB59_MOUSE	tr|A0A6I9M034|A0A6I9M034_PERMB
OG0000143	tr|Q8VGH5|Q8VGH5_MOUSE	tr|A0A6I9MGA8|A0A6I9MGA8_PERMB
OG0000143	sp|Q60889|OLF5_MOUSE	tr|A0A6I9M6X6|A0A6I9M6X6_PERMB
OG0000143	tr|Q8VGH6|Q8VGH6_MOUSE	tr|A0A6I9MDU6|A0A6I9MDU6_PERMB, tr|A0A6I9MB77|A0A6I9MB77_PERMB
OG0000144	tr|E9Q1Y9|E9Q1Y9_MOUSE	tr|A0A6I9LFK1|A0A6I9LFK1_PERMB
OG0000144	sp|Q9Z2T6|KRT85_MOUSE	tr|A0A6I9LFI2|A0A6I9LFI2_PERMB
OG0000144	sp|Q6IMF0|KRT87_MOUSE	tr|A0A6J0DIV9|A0A6J0DIV9_PERMB, tr|A0A6I9MR99|A0A6I9MR99_PERMB, tr|A0A6I9LP42|A0A6I9LP42_PERMB
OG0000144	sp|P97861|KRT86_MOUSE	tr|A0A6I9LFJ7|A0A6I9LFJ7_PERMB
OG0000145	tr|K7N5T5|K7N5T5_MOUSE	tr|A0A6I9LSN5|A0A6I9LSN5_PERMB
OG0000145	sp|Q8VFB9|OL183_MOUSE	tr|A0A6I9LSN0|A0A6I9LSN0_PERMB, tr|A0A6I9LSP0|A0A6I9LSP0_PERMB, tr|A0A6I9LM76|A0A6I9LM76_PERMB, tr|A0A6I9LEY2|A0A6I9LEY2_PERMB, tr|A0A6I9LD43|A0A6I9LD43_PERMB, tr|A0A6I9LEX8|A0A6I9LEX8_PERMB, tr|A0A6I9LNE4|A0A6I9LNE4_PERMB, tr|A0A6I9LD36|A0A6I9LD36_PERMB
OG0000146	tr|A2ARK7|A2ARK7_MOUSE	tr|A0A6I9MNS2|A0A6I9MNS2_PERMB, tr|A0A6I9MJ64|A0A6I9MJ64_PERMB, tr|A0A6I9M421|A0A6I9M421_PERMB, tr|A0A6I9MIG0|A0A6I9MIG0_PERMB, tr|A0A6I9MPU3|A0A6I9MPU3_PERMB, tr|A0A6I9MIA4|A0A6I9MIA4_PERMB, tr|A0A6I9MM59|A0A6I9MM59_PERMB, tr|A0A6I9MKV3|A0A6I9MKV3_PERMB, tr|A0A6I9MNJ8|A0A6I9MNJ8_PERMB, tr|A0A6I9MF92|A0A6I9MF92_PERMB
OG0000155	sp|P22599|A1AT2_MOUSE, sp|Q00897|A1AT4_MOUSE, sp|Q00898|A1AT5_MOUSE, sp|P07758|A1AT1_MOUSE, sp|Q00896|A1AT3_MOUSE	tr|A0A6I9M7A9|A0A6I9M7A9_PERMB
OG0000155	tr|D3Z660|D3Z660_MOUSE, sp|Q9DCQ7|A1AT6_MOUSE	tr|A0A6J0EFY5|A0A6J0EFY5_PERMB, tr|A0A6J0EEB8|A0A6J0EEB8_PERMB
OG0000157	sp|O70410|V2R1_MOUSE	tr|A0A6I9L3Q5|A0A6I9L3Q5_PERMB
OG0000157	tr|E9PYL5|E9PYL5_MOUSE, tr|H3BK29|H3BK29_MOUSE, tr|K7N784|K7N784_MOUSE, tr|H3BJ88|H3BJ88_MOUSE, tr|L7N2E9|L7N2E9_MOUSE, tr|A0A3Q4EGR4|A0A3Q4EGR4_MOUSE, tr|K7N788|K7N788_MOUSE	tr|A0A6I9KWY0|A0A6I9KWY0_PERMB
OG0000162	sp|Q91Z98|CHIL4_MOUSE, sp|O35744|CHIL3_MOUSE	tr|A0A6I9MGH3|A0A6I9MGH3_PERMB, tr|A0A6I9MQ61|A0A6I9MQ61_PERMB
OG0000162	tr|A0A0G2JDS2|A0A0G2JDS2_MOUSE	tr|A0A6J0DX11|A0A6J0DX11_PERMB
OG0000162	sp|Q91XA9|CHIA_MOUSE	tr|A0A6J0CTZ8|A0A6J0CTZ8_PERMB
OG0000162	tr|Q80W26|Q80W26_MOUSE	tr|A0A6I9MIR8|A0A6I9MIR8_PERMB
OG0000163	sp|Q8VFC9|OL474_MOUSE, sp|Q8VG44|OL473_MOUSE, sp|Q8VG43|OL472_MOUSE	tr|A0A6I9M2K1|A0A6I9M2K1_PERMB, tr|A0A6I9M2M0|A0A6I9M2M0_PERMB
OG0000163	sp|Q8VG06|OL491_MOUSE	tr|A0A6I9LWL9|A0A6I9LWL9_PERMB
OG0000163	sp|Q8VGI4|OL476_MOUSE, sp|Q8VGI6|OL477_MOUSE	tr|A0A6J0ECI2|A0A6J0ECI2_PERMB
OG0000164	sp|P17879|HS71B_MOUSE, sp|Q61696|HS71A_MOUSE	tr|A0A6I9MI20|A0A6I9MI20_PERMB, tr|A0A6I9MAX8|A0A6I9MAX8_PERMB
OG0000164	sp|P17156|HSP72_MOUSE	tr|A0A6I9L555|A0A6I9L555_PERMB
OG0000164	sp|P63017|HSP7C_MOUSE	tr|A0A6I9LE91|A0A6I9LE91_PERMB
