Orthogroup	Mus_musculus	Fukomys_damarensis
OG0000062	tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE	tr|A0A091E357|A0A091E357_FUKDA
OG0000063	sp|Q8BGN6|TMG4_MOUSE	tr|A0A091CPF3|A0A091CPF3_FUKDA
OG0000063	tr|F6ZIS7|F6ZIS7_MOUSE	tr|A0A091DLT0|A0A091DLT0_FUKDA, tr|A0A091E2Q1|A0A091E2Q1_FUKDA, tr|A0A091DTT8|A0A091DTT8_FUKDA, tr|A0A091DCD0|A0A091DCD0_FUKDA, tr|A0A091DA65|A0A091DA65_FUKDA, tr|A0A091DNG5|A0A091DNG5_FUKDA, tr|A0A091CY24|A0A091CY24_FUKDA, tr|A0A091DLV9|A0A091DLV9_FUKDA, tr|A0A091D8Y5|A0A091D8Y5_FUKDA, tr|A0A091DTT3|A0A091DTT3_FUKDA, tr|A0A091D5Z4|A0A091D5Z4_FUKDA
OG0000063	sp|P70202|LXN_MOUSE	tr|A0A091DB13|A0A091DB13_FUKDA, tr|A0A091ERP1|A0A091ERP1_FUKDA, tr|A0A091DI30|A0A091DI30_FUKDA
OG0000064	sp|Q61772|EPHA7_MOUSE	tr|A0A091DDJ9|A0A091DDJ9_FUKDA
OG0000064	sp|O09127|EPHA8_MOUSE	tr|A0A091DK99|A0A091DK99_FUKDA
OG0000064	sp|Q03137|EPHA4_MOUSE	tr|A0A091CPY0|A0A091CPY0_FUKDA
OG0000064	sp|P54754|EPHB3_MOUSE	tr|A0A091ED24|A0A091ED24_FUKDA
OG0000064	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A091DKV7|A0A091DKV7_FUKDA
OG0000064	sp|P54763|EPHB2_MOUSE	tr|A0A091DK96|A0A091DK96_FUKDA
OG0000064	sp|P29319|EPHA3_MOUSE	tr|A0A091DN21|A0A091DN21_FUKDA
OG0000064	sp|Q60629|EPHA5_MOUSE	tr|A0A091DPN8|A0A091DPN8_FUKDA
OG0000064	sp|Q62413|EPHA6_MOUSE	tr|A0A091ENL2|A0A091ENL2_FUKDA, tr|A0A091E3W3|A0A091E3W3_FUKDA
OG0000065	tr|A0A0A6YVQ4|A0A0A6YVQ4_MOUSE, sp|P01790|HVM21_MOUSE, sp|P01791|HVM22_MOUSE, sp|P01787|HVM18_MOUSE, sp|P01788|HVM19_MOUSE, sp|P01792|HVM23_MOUSE, sp|P01789|HVM20_MOUSE, sp|P01793|HVM24_MOUSE, sp|P01794|HVM25_MOUSE, sp|P01795|HVM26_MOUSE, tr|A0A075B5S2|A0A075B5S2_MOUSE, tr|A0A075B5S5|A0A075B5S5_MOUSE, tr|A0A075B5R2|A0A075B5R2_MOUSE, sp|P84751|HVM63_MOUSE, sp|P01786|HVM17_MOUSE, tr|A0A075B5R3|A0A075B5R3_MOUSE	tr|A0A091DWH4|A0A091DWH4_FUKDA, tr|A0A091DJD0|A0A091DJD0_FUKDA, tr|A0A091CNU7|A0A091CNU7_FUKDA
OG0000066	sp|P06797|CATL1_MOUSE, tr|Q9ET52|Q9ET52_MOUSE, sp|Q9JIA9|CATR_MOUSE, tr|Q91ZF4|Q91ZF4_MOUSE, sp|Q9R014|CATJ_MOUSE, tr|Q91ZD5|Q91ZD5_MOUSE, sp|Q9JL96|CATM_MOUSE, sp|Q9JI81|CAT8_MOUSE, sp|Q91ZF2|CAT7_MOUSE, sp|P12400|CTL2B_MOUSE, sp|P12399|CTL2A_MOUSE, sp|P13438|TSP_MOUSE, tr|Q9CQC0|Q9CQC0_MOUSE, sp|O70370|CATS_MOUSE, sp|P55097|CATK_MOUSE, sp|Q80UB0|TEST2_MOUSE, tr|Q3ULP7|Q3ULP7_MOUSE, tr|E9Q623|E9Q623_MOUSE	tr|A0A091E290|A0A091E290_FUKDA
OG0000069	sp|P23275|OLF15_MOUSE	tr|A0A091D2P9|A0A091D2P9_FUKDA
OG0000069	tr|K9J6X0|K9J6X0_MOUSE, tr|Q7TQU5|Q7TQU5_MOUSE	tr|A0A091DD53|A0A091DD53_FUKDA
OG0000069	sp|Q60890|OLF11_MOUSE	tr|A0A091DAU0|A0A091DAU0_FUKDA
OG0000070	tr|Q8BSL0|Q8BSL0_MOUSE	tr|A0A091DD61|A0A091DD61_FUKDA
OG0000070	tr|B2RTN3|B2RTN3_MOUSE, tr|Q2M4I6|Q2M4I6_MOUSE, tr|E9PVW1|E9PVW1_MOUSE	tr|A0A091DMC9|A0A091DMC9_FUKDA
OG0000070	tr|Q3TDV8|Q3TDV8_MOUSE, sp|Q07231|ZSC21_MOUSE	tr|A0A091E2B5|A0A091E2B5_FUKDA
OG0000071	tr|Q8VFP8|Q8VFP8_MOUSE	tr|A0A091CN77|A0A091CN77_FUKDA
OG0000071	sp|Q60879|OLF3_MOUSE	tr|A0A091D9A0|A0A091D9A0_FUKDA, tr|A0A091CZ77|A0A091CZ77_FUKDA, tr|A0A091CL15|A0A091CL15_FUKDA, tr|A0A091DXN1|A0A091DXN1_FUKDA, tr|A0A091DZW8|A0A091DZW8_FUKDA, tr|A0A091DZX0|A0A091DZX0_FUKDA, tr|A0A091DMX6|A0A091DMX6_FUKDA, tr|A0A091DUP8|A0A091DUP8_FUKDA, tr|A0A091DZG2|A0A091DZG2_FUKDA, tr|A0A091CPA9|A0A091CPA9_FUKDA, tr|A0A091DXN5|A0A091DXN5_FUKDA, tr|A0A091EJY6|A0A091EJY6_FUKDA, tr|A0A091DZF8|A0A091DZF8_FUKDA, tr|A0A091D1V3|A0A091D1V3_FUKDA, tr|A0A091CQ59|A0A091CQ59_FUKDA
OG0000075	sp|P10126|EF1A1_MOUSE, sp|P62631|EF1A2_MOUSE	tr|A0A091E1Y6|A0A091E1Y6_FUKDA, tr|A0A091DKB4|A0A091DKB4_FUKDA, tr|A0A091DVG1|A0A091DVG1_FUKDA, tr|A0A091D5T4|A0A091D5T4_FUKDA, tr|A0A091D4X6|A0A091D4X6_FUKDA, tr|A0A091DFG7|A0A091DFG7_FUKDA, tr|A0A091DR93|A0A091DR93_FUKDA, tr|A0A091CWQ6|A0A091CWQ6_FUKDA, tr|A0A091DUH9|A0A091DUH9_FUKDA, tr|A0A091E0I7|A0A091E0I7_FUKDA, tr|A0A091CQ77|A0A091CQ77_FUKDA, tr|A0A091DE97|A0A091DE97_FUKDA, tr|A0A091CZM7|A0A091CZM7_FUKDA, tr|A0A091CLP9|A0A091CLP9_FUKDA, tr|A0A091DAT9|A0A091DAT9_FUKDA
OG0000076	tr|D3YYH9|D3YYH9_MOUSE	tr|A0A091CX68|A0A091CX68_FUKDA, tr|A0A091DGG5|A0A091DGG5_FUKDA, tr|A0A091DQ28|A0A091DQ28_FUKDA, tr|A0A091EC68|A0A091EC68_FUKDA, tr|A0A091E1G0|A0A091E1G0_FUKDA, tr|A0A091CQR4|A0A091CQR4_FUKDA, tr|A0A091DEA4|A0A091DEA4_FUKDA, tr|A0A091DUC3|A0A091DUC3_FUKDA, tr|A0A091EDG5|A0A091EDG5_FUKDA, tr|A0A091D8L0|A0A091D8L0_FUKDA, tr|A0A091CXE1|A0A091CXE1_FUKDA, tr|A0A091DPT3|A0A091DPT3_FUKDA, tr|A0A091DXD4|A0A091DXD4_FUKDA, tr|A0A091D4C3|A0A091D4C3_FUKDA, tr|A0A091DNT4|A0A091DNT4_FUKDA, tr|A0A091DB55|A0A091DB55_FUKDA
OG0000077	sp|P00757|K1KB4_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE	tr|A0A091DTS7|A0A091DTS7_FUKDA, tr|A0A091D252|A0A091D252_FUKDA
OG0000078	tr|A0A1W2P7W0|A0A1W2P7W0_MOUSE, tr|A0A1W2P739|A0A1W2P739_MOUSE, tr|A0A1W2P7N1|A0A1W2P7N1_MOUSE, tr|J3QMW1|J3QMW1_MOUSE, tr|D3Z5T3|D3Z5T3_MOUSE, tr|A0A1W2P7U0|A0A1W2P7U0_MOUSE, tr|A0A1W2P728|A0A1W2P728_MOUSE, tr|A0A1W2P709|A0A1W2P709_MOUSE, tr|E9Q1M3|E9Q1M3_MOUSE, tr|W4VSP7|W4VSP7_MOUSE, tr|L7N2C3|L7N2C3_MOUSE, tr|E9Q2H5|E9Q2H5_MOUSE, tr|Q08EG8|Q08EG8_MOUSE, tr|A0A1W2P7T6|A0A1W2P7T6_MOUSE, tr|A0A1W2P8D5|A0A1W2P8D5_MOUSE	tr|A0A091DZ39|A0A091DZ39_FUKDA, tr|A0A091DAI0|A0A091DAI0_FUKDA
OG0000079	sp|P0C191|GPVI_MOUSE, sp|Q8C567|NCTR1_MOUSE, sp|Q8BG84|LAIR1_MOUSE, sp|Q7TQA1|IGSF1_MOUSE, sp|Q8VBT3|OSCAR_MOUSE, sp|B6A8R8|TARM1_MOUSE, sp|P83555|KI3L1_MOUSE, tr|Q673W2|Q673W2_MOUSE, tr|D3Z7A9|D3Z7A9_MOUSE, sp|Q64281|LRB4A_MOUSE, sp|Q61450|LRB4B_MOUSE, tr|F8VQ94|F8VQ94_MOUSE, tr|E9Q1Z6|E9Q1Z6_MOUSE, sp|P97484|LIRB3_MOUSE, tr|F6PZL4|F6PZL4_MOUSE, tr|A0A0B4J1F3|A0A0B4J1F3_MOUSE	tr|A0A091DWH9|A0A091DWH9_FUKDA
OG0000087	tr|A2CG29|A2CG29_MOUSE, tr|A2CG22|A2CG22_MOUSE	tr|A0A091CS21|A0A091CS21_FUKDA
OG0000087	sp|Q7TST0|BTNL1_MOUSE	tr|A0A091CPR9|A0A091CPR9_FUKDA
OG0000087	sp|A7XV07|SKIT8_MOUSE, sp|A7XV04|SKIT7_MOUSE, sp|A7TZE6|SKIT1_MOUSE, sp|A7XUZ6|SKIT6_MOUSE, sp|A7XUY5|SKIT5_MOUSE, sp|A7XUX6|SKIT2_MOUSE, sp|A7TZF0|SKIT3_MOUSE, sp|A7TZF3|SKIT4_MOUSE, sp|O70355|BTNL2_MOUSE, sp|Q9JK39|BTNLA_MOUSE	tr|A0A091DB81|A0A091DB81_FUKDA
OG0000088	tr|Q8BFS8|Q8BFS8_MOUSE	tr|A0A091DZE5|A0A091DZE5_FUKDA
OG0000088	sp|Q80YP6|ZIK1_MOUSE	tr|A0A091ELJ7|A0A091ELJ7_FUKDA
OG0000088	sp|Q2TL60|ZN667_MOUSE	tr|A0A091DZF7|A0A091DZF7_FUKDA
OG0000088	tr|Q78F42|Q78F42_MOUSE	tr|A0A091ELI4|A0A091ELI4_FUKDA
OG0000089	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A091DDF1|A0A091DDF1_FUKDA
OG0000089	tr|E9Q3K2|E9Q3K2_MOUSE	tr|A0A091D7G9|A0A091D7G9_FUKDA
OG0000089	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A091E0G7|A0A091E0G7_FUKDA, tr|A0A091DXJ4|A0A091DXJ4_FUKDA, tr|A0A091E3K4|A0A091E3K4_FUKDA, tr|A0A091DZC8|A0A091DZC8_FUKDA, tr|A0A091DXJ8|A0A091DXJ8_FUKDA, tr|A0A091E544|A0A091E544_FUKDA, tr|A0A091E5K6|A0A091E5K6_FUKDA, tr|A0A091E0G3|A0A091E0G3_FUKDA, tr|A0A091E2R1|A0A091E2R1_FUKDA, tr|A0A091E3D6|A0A091E3D6_FUKDA, tr|A0A091E550|A0A091E550_FUKDA
OG0000090	sp|P11672|NGAL_MOUSE	tr|A0A091D9F9|A0A091D9F9_FUKDA, tr|A0A091CNC8|A0A091CNC8_FUKDA, tr|A0A091DN33|A0A091DN33_FUKDA, tr|A0A091DID1|A0A091DID1_FUKDA, tr|A0A091DNM8|A0A091DNM8_FUKDA, tr|A0A091E1J9|A0A091E1J9_FUKDA, tr|A0A091DGC8|A0A091DGC8_FUKDA, tr|A0A091E4H3|A0A091E4H3_FUKDA, tr|A0A091E6M2|A0A091E6M2_FUKDA, tr|A0A091ER62|A0A091ER62_FUKDA, tr|A0A091CPG0|A0A091CPG0_FUKDA, tr|A0A091DLB5|A0A091DLB5_FUKDA, tr|A0A091E7C4|A0A091E7C4_FUKDA, tr|A0A091E4H1|A0A091E4H1_FUKDA, tr|A0A091E655|A0A091E655_FUKDA
OG0000092	sp|Q8R367|RERG_MOUSE	tr|A0A091D9V9|A0A091D9V9_FUKDA, tr|A0A091DDB5|A0A091DDB5_FUKDA, tr|A0A091DBQ9|A0A091DBQ9_FUKDA, tr|A0A091D1Q3|A0A091D1Q3_FUKDA, tr|A0A091CXW1|A0A091CXW1_FUKDA, tr|A0A091DAY8|A0A091DAY8_FUKDA, tr|A0A091CT93|A0A091CT93_FUKDA, tr|A0A091DPD6|A0A091DPD6_FUKDA, tr|A0A091DK81|A0A091DK81_FUKDA, tr|A0A091EP39|A0A091EP39_FUKDA, tr|A0A091DAS1|A0A091DAS1_FUKDA, tr|A0A091CPM0|A0A091CPM0_FUKDA, tr|A0A091D9X6|A0A091D9X6_FUKDA, tr|A0A091CSH0|A0A091CSH0_FUKDA, tr|A0A091E080|A0A091E080_FUKDA
OG0000093	sp|P29391|FRIL1_MOUSE, sp|P49945|FRIL2_MOUSE	tr|A0A091DAE7|A0A091DAE7_FUKDA, tr|A0A091DBE6|A0A091DBE6_FUKDA, tr|A0A091D677|A0A091D677_FUKDA, tr|A0A091CUM3|A0A091CUM3_FUKDA, tr|A0A091DCR2|A0A091DCR2_FUKDA, tr|A0A091D2D0|A0A091D2D0_FUKDA, tr|A0A091D003|A0A091D003_FUKDA, tr|A0A091CJA7|A0A091CJA7_FUKDA, tr|A0A091CY02|A0A091CY02_FUKDA, tr|A0A091DSF1|A0A091DSF1_FUKDA, tr|A0A091D4J9|A0A091D4J9_FUKDA, tr|A0A091CKD3|A0A091CKD3_FUKDA, tr|A0A091DMX4|A0A091DMX4_FUKDA, tr|A0A091DBU9|A0A091DBU9_FUKDA
OG0000094	tr|Q91Y09|Q91Y09_MOUSE	tr|A0A091CQ12|A0A091CQ12_FUKDA
OG0000094	tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y11|PCDA9_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE	tr|A0A091CKX2|A0A091CKX2_FUKDA
OG0000095	tr|Q8CFE8|Q8CFE8_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE	tr|A0A091CSD5|A0A091CSD5_FUKDA
OG0000096	sp|Q6XVG2|CP254_MOUSE, sp|Q91X77|CY250_MOUSE, sp|P56654|CP237_MOUSE, sp|P56657|CP240_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, tr|E9PXC3|E9PXC3_MOUSE, tr|Q569X9|Q569X9_MOUSE, sp|P56655|CP238_MOUSE, sp|P56656|CP239_MOUSE, sp|Q64458|CP2CT_MOUSE, tr|Q5GLZ0|Q5GLZ0_MOUSE, tr|Q148B1|Q148B1_MOUSE, sp|E9Q5K4|CP2CN_MOUSE, sp|Q91W64|CP270_MOUSE, sp|Q9D816|CP255_MOUSE	tr|A0A091DCP0|A0A091DCP0_FUKDA
OG0000101	tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|K9J725|K9J725_MOUSE	tr|A0A091E094|A0A091E094_FUKDA
OG0000101	sp|P34984|OLF13_MOUSE, tr|Q8VGP6|Q8VGP6_MOUSE	tr|A0A091DE00|A0A091DE00_FUKDA
OG0000101	tr|Q8VFS3|Q8VFS3_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE	tr|A0A091D7U5|A0A091D7U5_FUKDA
OG0000101	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A091E7G2|A0A091E7G2_FUKDA
OG0000102	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE	tr|A0A091CVR3|A0A091CVR3_FUKDA
OG0000103	sp|P09235|IFNA9_MOUSE, sp|Q80SU4|IFNAD_MOUSE, tr|L7MTU6|L7MTU6_MOUSE, sp|P07349|IFNA5_MOUSE, sp|P07350|IFNA6_MOUSE, sp|P06799|IFNA7_MOUSE, sp|P01573|IFNA2_MOUSE, sp|P07351|IFNA4_MOUSE, sp|Q61716|IFNAB_MOUSE, sp|P01572|IFNA1_MOUSE, tr|Q810G1|Q810G1_MOUSE, tr|Q61718|Q61718_MOUSE, sp|Q80SS5|IFNAC_MOUSE, tr|Q810G3|Q810G3_MOUSE	tr|A0A091D968|A0A091D968_FUKDA
OG0000104	tr|E9Q0T8|E9Q0T8_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE	tr|A0A091DCW6|A0A091DCW6_FUKDA
OG0000104	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A091CLY6|A0A091CLY6_FUKDA
OG0000104	sp|Q8BW94|DYH3_MOUSE	tr|A0A091CN55|A0A091CN55_FUKDA
OG0000104	sp|E9Q8T7|DYH1_MOUSE	tr|A0A091D4S4|A0A091D4S4_FUKDA
OG0000104	tr|D3YYQ8|D3YYQ8_MOUSE, tr|A0A571BGC3|A0A571BGC3_MOUSE, sp|D3Z2X2|DNHD1_MOUSE, tr|E9Q0B6|E9Q0B6_MOUSE	tr|A0A091DDW7|A0A091DDW7_FUKDA
OG0000113	sp|Q6B966|NAL14_MOUSE	tr|A0A091CIV5|A0A091CIV5_FUKDA, tr|A0A091DDV3|A0A091DDV3_FUKDA
OG0000113	sp|Q9R1M5|NALP5_MOUSE, tr|Q4PLS0|Q4PLS0_MOUSE, sp|Q66X03|NLR9A_MOUSE, sp|Q66X01|NLR9C_MOUSE, sp|Q66X22|NLR9B_MOUSE, sp|Q8C6J9|NAL4B_MOUSE, sp|Q66X05|NAL4F_MOUSE, sp|Q8BU40|NAL4A_MOUSE, sp|Q3TKR3|NAL4C_MOUSE, sp|Q66X19|NAL4E_MOUSE	tr|A0A091E188|A0A091E188_FUKDA
OG0000114	sp|Q91VJ1|AIM2_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|O35368|IFI3_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|D0QMC3|MNDAL_MOUSE	tr|A0A091DGH9|A0A091DGH9_FUKDA
OG0000115	tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE	tr|A0A091DQ22|A0A091DQ22_FUKDA
OG0000121	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A091EEF2|A0A091EEF2_FUKDA
OG0000121	sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE2|H2A1C_MOUSE	tr|A0A091DTS3|A0A091DTS3_FUKDA, tr|A0A091CRS7|A0A091CRS7_FUKDA
OG0000122	sp|Q80X89|UD2A1_MOUSE, sp|Q8BWQ1|UD2A3_MOUSE, sp|Q3UP75|UD3A1_MOUSE, sp|Q8JZZ0|UD3A2_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q8K154|Q8K154_MOUSE, tr|Q8R084|Q8R084_MOUSE, sp|Q6PDD0|UD2A2_MOUSE	tr|A0A091DM01|A0A091DM01_FUKDA
OG0000123	sp|P01632|KV1A1_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE	tr|A0A091D9S0|A0A091D9S0_FUKDA
OG0000124	tr|Q792Z1|Q792Z1_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, sp|P07146|TRY2_MOUSE, tr|Q9CPN9|Q9CPN9_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE, tr|F6R7E8|F6R7E8_MOUSE	tr|A0A091CWF7|A0A091CWF7_FUKDA, tr|A0A091DH78|A0A091DH78_FUKDA
OG0000128	tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, sp|Q62293|TGTP1_MOUSE, sp|Q3T9E4|TGTP2_MOUSE	tr|A0A091DV31|A0A091DV31_FUKDA, tr|A0A091D6E9|A0A091D6E9_FUKDA
OG0000128	sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, tr|E9QAA8|E9QAA8_MOUSE	tr|A0A091DNF7|A0A091DNF7_FUKDA
OG0000129	tr|Q8BIS1|Q8BIS1_MOUSE	tr|A0A091ELP8|A0A091ELP8_FUKDA
OG0000129	tr|E9Q732|E9Q732_MOUSE	tr|A0A091DCL2|A0A091DCL2_FUKDA, tr|A0A091CXK6|A0A091CXK6_FUKDA, tr|A0A091DKV5|A0A091DKV5_FUKDA, tr|A0A091EMG9|A0A091EMG9_FUKDA, tr|A0A091D3U0|A0A091D3U0_FUKDA, tr|A0A091E476|A0A091E476_FUKDA, tr|A0A091CRS2|A0A091CRS2_FUKDA, tr|A0A091DPR5|A0A091DPR5_FUKDA, tr|A0A091DRG5|A0A091DRG5_FUKDA
OG0000131	tr|Q8VG49|Q8VG49_MOUSE, tr|E9Q725|E9Q725_MOUSE	tr|A0A091CKZ1|A0A091CKZ1_FUKDA
OG0000131	tr|Q920Z2|Q920Z2_MOUSE, tr|Q9EP55|Q9EP55_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|K7N662|K7N662_MOUSE	tr|A0A091CIU8|A0A091CIU8_FUKDA
OG0000131	tr|Q9EPG6|Q9EPG6_MOUSE	tr|A0A091CLX5|A0A091CLX5_FUKDA
OG0000132	sp|P70402|MYBPH_MOUSE	tr|A0A091D081|A0A091D081_FUKDA
OG0000132	sp|Q5FW53|MBPHL_MOUSE	tr|A0A091CX60|A0A091CX60_FUKDA
OG0000132	sp|O70468|MYPC3_MOUSE, sp|Q6P3D7|SPIC_MOUSE, sp|P17433|SPI1_MOUSE, sp|O35906|SPIB_MOUSE	tr|A0A091DAL3|A0A091DAL3_FUKDA
OG0000132	tr|A0A571BEN1|A0A571BEN1_MOUSE, sp|Q5XKE0|MYPC2_MOUSE	tr|A0A091D565|A0A091D565_FUKDA
OG0000134	tr|Q91WT7|Q91WT7_MOUSE	tr|A0A091D7X4|A0A091D7X4_FUKDA
OG0000134	sp|Q8K023|AKC1H_MOUSE, tr|Q3UXL1|Q3UXL1_MOUSE, tr|Q9JLI0|Q9JLI0_MOUSE, sp|Q8VC28|AK1CD_MOUSE, tr|G3X9Y6|G3X9Y6_MOUSE, sp|Q91WR5|AK1CL_MOUSE, sp|P70694|DHB5_MOUSE, tr|Q8VC77|Q8VC77_MOUSE, sp|Q8VCX1|AK1D1_MOUSE	tr|A0A091CM50|A0A091CM50_FUKDA
OG0000135	sp|Q811D2|ANR26_MOUSE	tr|A0A091DAE9|A0A091DAE9_FUKDA
