Orthogroup	Mus_musculus	Ursus_maritimus
OG0000061	tr|A1L1B4|A1L1B4_MOUSE, tr|Q8VET6|Q8VET6_MOUSE	tr|A0A384D6N5|A0A384D6N5_URSMA
OG0000061	tr|Q7TS17|Q7TS17_MOUSE	tr|A0A384D7L2|A0A384D7L2_URSMA
OG0000061	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A384D6P7|A0A384D6P7_URSMA
OG0000061	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A384D795|A0A384D795_URSMA
OG0000068	sp|Q6IFX2|K1C42_MOUSE	tr|A0A8M1GJF3|A0A8M1GJF3_URSMA
OG0000068	sp|Q61781|K1C14_MOUSE	tr|A0A8M1GLJ6|A0A8M1GLJ6_URSMA
OG0000068	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A8M1GP89|A0A8M1GP89_URSMA
OG0000068	sp|Q9QWL7|K1C17_MOUSE	tr|A0A8M1GM18|A0A8M1GM18_URSMA
OG0000068	sp|P19001|K1C19_MOUSE	tr|A0A8M1GLC7|A0A8M1GLC7_URSMA
OG0000068	sp|P02535|K1C10_MOUSE	tr|A0A8M1GNG6|A0A8M1GNG6_URSMA
OG0000068	sp|Q6RHW0|K1C9_MOUSE	tr|A0A8M1GJF0|A0A8M1GJF0_URSMA
OG0000068	sp|Q61414|K1C15_MOUSE	tr|A0A8M1GWL1|A0A8M1GWL1_URSMA
OG0000068	sp|P08730|K1C13_MOUSE	tr|A0A8M1GN75|A0A8M1GN75_URSMA
OG0000070	tr|Q8VGJ5|Q8VGJ5_MOUSE	tr|A0A384DP14|A0A384DP14_URSMA, tr|A0A384DNZ8|A0A384DNZ8_URSMA, tr|A0A384DP19|A0A384DP19_URSMA, tr|A0A384DMU5|A0A384DMU5_URSMA, tr|A0A384DM49|A0A384DM49_URSMA, tr|A0A384DML8|A0A384DML8_URSMA, tr|A0A384DMR2|A0A384DMR2_URSMA, tr|A0A384DMJ1|A0A384DMJ1_URSMA, tr|A0A384DMT2|A0A384DMT2_URSMA, tr|A0A384DMT1|A0A384DMT1_URSMA, tr|A0A384DNC0|A0A384DNC0_URSMA, tr|A0A384DND9|A0A384DND9_URSMA, tr|A0A384DNE2|A0A384DNE2_URSMA, tr|A0A384BIQ5|A0A384BIQ5_URSMA, tr|A0A384DU05|A0A384DU05_URSMA, tr|A0A384DNG3|A0A384DNG3_URSMA, tr|A0A384DMQ9|A0A384DMQ9_URSMA
OG0000071	tr|Q8VGN4|Q8VGN4_MOUSE	tr|A0A384CWH7|A0A384CWH7_URSMA
OG0000071	tr|Q8VGN9|Q8VGN9_MOUSE	tr|A0A384CCZ1|A0A384CCZ1_URSMA, tr|A0A384CCV8|A0A384CCV8_URSMA, tr|A0A384CBS3|A0A384CBS3_URSMA, tr|A0A8M1GL62|A0A8M1GL62_URSMA, tr|A0A384CWH0|A0A384CWH0_URSMA, tr|A0A384CBR2|A0A384CBR2_URSMA, tr|A0A384CDA2|A0A384CDA2_URSMA, tr|A0A384CCY6|A0A384CCY6_URSMA, tr|A0A384CWE2|A0A384CWE2_URSMA, tr|A0A384CWK3|A0A384CWK3_URSMA, tr|A0A384CXG4|A0A384CXG4_URSMA, tr|A0A8M1GG54|A0A8M1GG54_URSMA, tr|A0A384CWE7|A0A384CWE7_URSMA, tr|A0A384CWT4|A0A384CWT4_URSMA, tr|A0A384CWF3|A0A384CWF3_URSMA
OG0000072	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A384DH59|A0A384DH59_URSMA
OG0000072	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A384DGL5|A0A384DGL5_URSMA, tr|A0A384DHG9|A0A384DHG9_URSMA
OG0000072	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A452UAG6|A0A452UAG6_URSMA, tr|A0A384DH04|A0A384DH04_URSMA, tr|A0A384DGH6|A0A384DGH6_URSMA
OG0000075	tr|Q3V0H9|Q3V0H9_MOUSE, tr|Q8BVR5|Q8BVR5_MOUSE, tr|J3QNG1|J3QNG1_MOUSE, tr|D3Z0W7|D3Z0W7_MOUSE, tr|B2RW27|B2RW27_MOUSE, tr|Q9D5E3|Q9D5E3_MOUSE, tr|A0A0G2JGX9|A0A0G2JGX9_MOUSE, tr|Q9D506|Q9D506_MOUSE, tr|A0A0G2JE67|A0A0G2JE67_MOUSE, tr|K7N5P2|K7N5P2_MOUSE, tr|J3QMS8|J3QMS8_MOUSE, tr|L7N481|L7N481_MOUSE, tr|A0A0G2JGB2|A0A0G2JGB2_MOUSE, tr|Q9D991|Q9D991_MOUSE, tr|Q9D420|Q9D420_MOUSE, tr|Q80ZR8|Q80ZR8_MOUSE	tr|A0A384DKS3|A0A384DKS3_URSMA
OG0000076	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A8M1H0S2|A0A8M1H0S2_URSMA
OG0000076	sp|Q07231|ZSC21_MOUSE	tr|A0A8M1H516|A0A8M1H516_URSMA
OG0000076	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A384DRS7|A0A384DRS7_URSMA, tr|A0A452T2Z6|A0A452T2Z6_URSMA, tr|A0A384DRW3|A0A384DRW3_URSMA
OG0000076	sp|Q91VN1|ZNF24_MOUSE	tr|A0A8M1GZA2|A0A8M1GZA2_URSMA, tr|A0A384DRQ8|A0A384DRQ8_URSMA, tr|A0A384DRX0|A0A384DRX0_URSMA, tr|A0A384C4N2|A0A384C4N2_URSMA, tr|A0A384C4K4|A0A384C4K4_URSMA
OG0000077	tr|Q8VFG7|Q8VFG7_MOUSE	tr|A0A384DMA6|A0A384DMA6_URSMA, tr|A0A384DM97|A0A384DM97_URSMA, tr|A0A384DMV3|A0A384DMV3_URSMA, tr|A0A384DMU8|A0A384DMU8_URSMA, tr|A0A384DM65|A0A384DM65_URSMA
OG0000077	tr|Q7TRZ7|Q7TRZ7_MOUSE	tr|A0A384DM12|A0A384DM12_URSMA, tr|A0A384DMS7|A0A384DMS7_URSMA, tr|A0A384DP09|A0A384DP09_URSMA, tr|A0A384DM69|A0A384DM69_URSMA, tr|A0A384DNA4|A0A384DNA4_URSMA, tr|A0A8M1F5J4|A0A8M1F5J4_URSMA, tr|A0A384DM07|A0A384DM07_URSMA, tr|A0A384DNA0|A0A384DNA0_URSMA, tr|A0A384DNA9|A0A384DNA9_URSMA, tr|A0A384DP03|A0A384DP03_URSMA
OG0000078	tr|Q5NC45|Q5NC45_MOUSE	tr|A0A384BHE3|A0A384BHE3_URSMA, tr|A0A384DM72|A0A384DM72_URSMA, tr|A0A384DMV7|A0A384DMV7_URSMA, tr|A0A8M1FD39|A0A8M1FD39_URSMA, tr|A0A384DM68|A0A384DM68_URSMA, tr|A0A384DMR9|A0A384DMR9_URSMA, tr|A0A8M1FAP7|A0A8M1FAP7_URSMA, tr|A0A384DM76|A0A384DM76_URSMA, tr|A0A384DMQ7|A0A384DMQ7_URSMA, tr|A0A384DMS9|A0A384DMS9_URSMA, tr|A0A384DM84|A0A384DM84_URSMA, tr|A0A8M1F7P0|A0A8M1F7P0_URSMA, tr|A0A384DM17|A0A384DM17_URSMA, tr|A0A384DMR0|A0A384DMR0_URSMA, tr|A0A384DNF2|A0A384DNF2_URSMA, tr|A0A384DMW6|A0A384DMW6_URSMA
OG0000079	sp|Q3U4B4|LIPN_MOUSE	tr|A0A384BZ19|A0A384BZ19_URSMA
OG0000079	sp|Q9Z0M5|LICH_MOUSE	tr|A0A384BZ11|A0A384BZ11_URSMA
OG0000079	sp|Q8K2A6|LIPM_MOUSE	tr|A0A384C0C7|A0A384C0C7_URSMA
OG0000079	sp|Q9CPP7|LIPG_MOUSE	tr|A0A384C059|A0A384C059_URSMA
OG0000079	sp|Q8BM14|LIPK_MOUSE	tr|A0A384BZ02|A0A384BZ02_URSMA
OG0000081	sp|Q6IFX4|K1C39_MOUSE	tr|A0A384C0C3|A0A384C0C3_URSMA
OG0000081	sp|Q6IFX3|K1C40_MOUSE	tr|A0A8M1GLK3|A0A8M1GLK3_URSMA
OG0000081	sp|Q497I4|KRT35_MOUSE	tr|A0A384CXC0|A0A384CXC0_URSMA
OG0000081	sp|B1AQ75|KRT36_MOUSE	tr|A0A384CXG7|A0A384CXG7_URSMA
OG0000085	tr|Q8VFU5|Q8VFU5_MOUSE	tr|A0A384DS52|A0A384DS52_URSMA, tr|A0A384BKB3|A0A384BKB3_URSMA, tr|A0A384DHV1|A0A384DHV1_URSMA, tr|A0A8M1F342|A0A8M1F342_URSMA, tr|A0A384DIE1|A0A384DIE1_URSMA, tr|A0A384DSZ5|A0A384DSZ5_URSMA, tr|A0A384DMT9|A0A384DMT9_URSMA, tr|A0A384DMX7|A0A384DMX7_URSMA, tr|A0A384DMU3|A0A384DMU3_URSMA, tr|A0A384DMR6|A0A384DMR6_URSMA, tr|A0A384DM91|A0A384DM91_URSMA, tr|A0A384DMY4|A0A384DMY4_URSMA, tr|A0A384C0N2|A0A384C0N2_URSMA, tr|A0A384C166|A0A384C166_URSMA, tr|A0A384C0I1|A0A384C0I1_URSMA
OG0000087	sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE	tr|A0A384D4R9|A0A384D4R9_URSMA
OG0000090	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A384C9U8|A0A384C9U8_URSMA, tr|A0A384C8R7|A0A384C8R7_URSMA
OG0000090	sp|P10854|H2B1M_MOUSE	tr|A0A384C9V8|A0A384C9V8_URSMA, tr|A0A384CHM1|A0A384CHM1_URSMA, tr|A0A384C8R1|A0A384C8R1_URSMA, tr|A0A384C8J3|A0A384C8J3_URSMA, tr|A0A384C8T4|A0A384C8T4_URSMA, tr|A0A8M1H1V5|A0A8M1H1V5_URSMA, tr|A0A8M1H0V8|A0A8M1H0V8_URSMA, tr|A0A8M1H1U2|A0A8M1H1U2_URSMA, tr|A0A384DHN8|A0A384DHN8_URSMA, tr|A0A384C8M8|A0A384C8M8_URSMA, tr|A0A384C8P4|A0A384C8P4_URSMA
OG0000091	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE	tr|A0A384CMM4|A0A384CMM4_URSMA
OG0000092	sp|Q91VJ1|AIM2_MOUSE	tr|A0A384CWS5|A0A384CWS5_URSMA
OG0000092	sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|O35368|IFI3_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|Q9R002|IFI2_MOUSE	tr|A0A384CWS8|A0A384CWS8_URSMA
OG0000095	tr|A2AVW1|A2AVW1_MOUSE	tr|A0A384DNN4|A0A384DNN4_URSMA, tr|A0A384D0F3|A0A384D0F3_URSMA
OG0000095	tr|Q8VF85|Q8VF85_MOUSE	tr|A0A384D186|A0A384D186_URSMA
OG0000095	tr|Q8VF83|Q8VF83_MOUSE	tr|A0A384D194|A0A384D194_URSMA
OG0000095	tr|Q8VET0|Q8VET0_MOUSE	tr|A0A384D0E7|A0A384D0E7_URSMA
OG0000096	tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE	tr|A0A384DQ52|A0A384DQ52_URSMA, tr|A0A384DQ80|A0A384DQ80_URSMA
OG0000099	tr|Q3KPC7|Q3KPC7_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE	tr|A0A384CT33|A0A384CT33_URSMA
OG0000101	sp|P03987|IGHG3_MOUSE, tr|A0A1Y7VJN6|A0A1Y7VJN6_MOUSE, sp|P01869|IGH1M_MOUSE, tr|F6TQW2|F6TQW2_MOUSE, sp|P01864|GCAB_MOUSE, sp|P01867|IGG2B_MOUSE, sp|P01865|GCAM_MOUSE, sp|P01863|GCAA_MOUSE, sp|P84751|HVM63_MOUSE, sp|P06336|IGHE_MOUSE, sp|P01872|IGHM_MOUSE, tr|A0A0A6YXW6|A0A0A6YXW6_MOUSE, sp|P01878|IGHA_MOUSE	tr|A0A8M1GN82|A0A8M1GN82_URSMA
OG0000102	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A8M1FRR9|A0A8M1FRR9_URSMA
OG0000102	sp|Q61549|AGRE1_MOUSE	tr|A0A8M1FPV2|A0A8M1FPV2_URSMA
OG0000102	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A8M1FSI7|A0A8M1FSI7_URSMA, tr|A0A8M1FLG6|A0A8M1FLG6_URSMA, tr|A0A8M1FPT7|A0A8M1FPT7_URSMA, tr|A0A8M1FTD9|A0A8M1FTD9_URSMA
OG0000103	sp|Q8VFX2|O1444_MOUSE	tr|A0A384CC35|A0A384CC35_URSMA, tr|A0A384CCD1|A0A384CCD1_URSMA, tr|A0A384CCC7|A0A384CCC7_URSMA, tr|A0A384CDL3|A0A384CDL3_URSMA, tr|A0A384CCD2|A0A384CCD2_URSMA, tr|A0A8M1GG76|A0A8M1GG76_URSMA, tr|A0A384CC30|A0A384CC30_URSMA, tr|A0A384CC05|A0A384CC05_URSMA, tr|A0A384CC11|A0A384CC11_URSMA, tr|A0A384CD86|A0A384CD86_URSMA, tr|A0A384CCE4|A0A384CCE4_URSMA, tr|A0A384CD58|A0A384CD58_URSMA, tr|A0A384CDH5|A0A384CDH5_URSMA
OG0000104	sp|Q05421|CP2E1_MOUSE	tr|A0A384BP43|A0A384BP43_URSMA, tr|A0A384CRT0|A0A384CRT0_URSMA, tr|A0A8M1F8E6|A0A8M1F8E6_URSMA, tr|A0A8M1FA43|A0A8M1FA43_URSMA, tr|A0A384DNM9|A0A384DNM9_URSMA, tr|A0A384C5R7|A0A384C5R7_URSMA, tr|A0A8M1FFF2|A0A8M1FFF2_URSMA, tr|A0A8M1G6V2|A0A8M1G6V2_URSMA, tr|A0A8M1GQ34|A0A8M1GQ34_URSMA, tr|A0A8M1G2T8|A0A8M1G2T8_URSMA, tr|A0A8M1FT71|A0A8M1FT71_URSMA, tr|A0A384DCY1|A0A384DCY1_URSMA, tr|A0A8M1GA76|A0A8M1GA76_URSMA
OG0000109	sp|Q60891|OL139_MOUSE	tr|A0A384CH57|A0A384CH57_URSMA
OG0000109	tr|Q7TRX3|Q7TRX3_MOUSE	tr|A0A384CFC3|A0A384CFC3_URSMA
OG0000109	tr|Q7TRW8|Q7TRW8_MOUSE	tr|A0A384CFX4|A0A384CFX4_URSMA, tr|A0A8M1GWH1|A0A8M1GWH1_URSMA
OG0000109	tr|Q8VFX6|Q8VFX6_MOUSE, tr|Q8VFX8|Q8VFX8_MOUSE, tr|Q8VFX7|Q8VFX7_MOUSE	tr|A0A384CF37|A0A384CF37_URSMA
OG0000110	tr|Q9D4U4|Q9D4U4_MOUSE	tr|A0A8M1FYD4|A0A8M1FYD4_URSMA
OG0000110	sp|Q9CQ70|H2AB1_MOUSE, tr|A9Z055|A9Z055_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|J3QP08|J3QP08_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|Q810S6|Q810S6_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE	tr|A0A8M1GGH0|A0A8M1GGH0_URSMA
OG0000113	sp|Q8BGE7|TRIM6_MOUSE	tr|A0A8M1G4R0|A0A8M1G4R0_URSMA
OG0000113	tr|J3QNR8|J3QNR8_MOUSE, sp|Q99PP6|TR34A_MOUSE	tr|A0A384DLZ8|A0A384DLZ8_URSMA
OG0000113	tr|D3YVI9|D3YVI9_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, sp|P15533|TR30A_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE	tr|A0A384DLC0|A0A384DLC0_URSMA
OG0000116	sp|Q91Y57|SIG12_MOUSE	tr|A0A384BK35|A0A384BK35_URSMA
OG0000116	tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A8M1FZV2|A0A8M1FZV2_URSMA, tr|A0A8M1FZS3|A0A8M1FZS3_URSMA
OG0000116	sp|Q80ZE3|SIG10_MOUSE	tr|A0A384BJQ1|A0A384BJQ1_URSMA, tr|A0A8M1G250|A0A8M1G250_URSMA
OG0000116	sp|Q920G3|SIGL5_MOUSE	tr|A0A384BL09|A0A384BL09_URSMA, tr|A0A8M1G280|A0A8M1G280_URSMA, tr|A0A384BKC3|A0A384BKC3_URSMA
OG0000118	sp|Q8VGI5|OL481_MOUSE	tr|A0A8M1FV71|A0A8M1FV71_URSMA
OG0000118	sp|Q8VEZ0|OL480_MOUSE, sp|Q8VG42|OL508_MOUSE, sp|Q8VG06|OL491_MOUSE, sp|Q8VGI6|OL477_MOUSE, sp|Q8VGI4|OL476_MOUSE, sp|Q8VG44|OL473_MOUSE, sp|Q8VFC9|OL474_MOUSE, sp|Q8VG43|OL472_MOUSE, tr|L7N455|L7N455_MOUSE	tr|A0A384BHI7|A0A384BHI7_URSMA
OG0000119	sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE	tr|A0A8M1H0W5|A0A8M1H0W5_URSMA, tr|A0A384DSS3|A0A384DSS3_URSMA, tr|A0A384DTJ4|A0A384DTJ4_URSMA
OG0000119	sp|P16627|HS71L_MOUSE	tr|A0A384DSX2|A0A384DSX2_URSMA
OG0000119	sp|P17156|HSP72_MOUSE	tr|A0A384CWF6|A0A384CWF6_URSMA
OG0000119	sp|P63017|HSP7C_MOUSE	tr|A0A384C157|A0A384C157_URSMA
OG0000121	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A8M1GLK9|A0A8M1GLK9_URSMA
OG0000121	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A8M1FJE9|A0A8M1FJE9_URSMA
OG0000121	sp|P08122|CO4A2_MOUSE	tr|A0A8M1FE15|A0A8M1FE15_URSMA
OG0000121	sp|P02463|CO4A1_MOUSE	tr|A0A8M1FE03|A0A8M1FE03_URSMA
OG0000121	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A8M1FN20|A0A8M1FN20_URSMA
OG0000121	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A384C1S4|A0A384C1S4_URSMA
OG0000123	sp|P16125|LDHB_MOUSE	tr|A0A384D9C2|A0A384D9C2_URSMA, tr|A0A8M1GZW6|A0A8M1GZW6_URSMA, tr|A0A384C8X4|A0A384C8X4_URSMA
OG0000123	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A8M1GJ79|A0A8M1GJ79_URSMA, tr|A0A8M1FEC8|A0A8M1FEC8_URSMA, tr|A0A384BWX3|A0A384BWX3_URSMA
OG0000123	sp|P00342|LDHC_MOUSE	tr|A0A384BSK8|A0A384BSK8_URSMA
OG0000123	sp|P06151|LDHA_MOUSE	tr|A0A384BRD8|A0A384BRD8_URSMA
OG0000124	tr|A2AGU5|A2AGU5_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|B1AZQ8|B1AZQ8_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE, tr|Q3V0X2|Q3V0X2_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|A2ANA3|A2ANA3_MOUSE, tr|A0A571BG29|A0A571BG29_MOUSE, tr|Q8K193|Q8K193_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE, tr|A0A571BDF8|A0A571BDF8_MOUSE	tr|A0A384CIB6|A0A384CIB6_URSMA
OG0000126	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A384BRS6|A0A384BRS6_URSMA
OG0000126	sp|Q9R053|SCNBA_MOUSE	tr|A0A384BRS7|A0A384BRS7_URSMA, tr|A0A384BSY9|A0A384BSY9_URSMA, tr|A0A8M1GX63|A0A8M1GX63_URSMA, tr|A0A384BSX8|A0A384BSX8_URSMA, tr|A0A8M1GTF5|A0A8M1GTF5_URSMA, tr|A0A8M1GNJ3|A0A8M1GNJ3_URSMA, tr|A0A384DMY1|A0A384DMY1_URSMA, tr|A0A8M1GB59|A0A8M1GB59_URSMA, tr|A0A384DNL7|A0A384DNL7_URSMA
OG0000127	sp|P62631|EF1A2_MOUSE	tr|A0A8M1GFW8|A0A8M1GFW8_URSMA
OG0000127	sp|P10126|EF1A1_MOUSE	tr|A0A384CDA4|A0A384CDA4_URSMA, tr|A0A8M1H472|A0A8M1H472_URSMA, tr|A0A8M1GTU3|A0A8M1GTU3_URSMA, tr|A0A8M1FGY2|A0A8M1FGY2_URSMA, tr|A0A384C0V4|A0A384C0V4_URSMA, tr|A0A8M1G517|A0A8M1G517_URSMA, tr|A0A8M1FDA9|A0A8M1FDA9_URSMA, tr|A0A384CMU5|A0A384CMU5_URSMA, tr|A0A8M1F0K1|A0A8M1F0K1_URSMA
OG0000128	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A8M1FHF0|A0A8M1FHF0_URSMA
OG0000128	sp|Q9WV27|AT1A4_MOUSE	tr|A0A8M1G6G5|A0A8M1G6G5_URSMA
OG0000128	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A8M1F3Y8|A0A8M1F3Y8_URSMA
OG0000128	sp|Q64436|ATP4A_MOUSE	tr|A0A8M1GEB4|A0A8M1GEB4_URSMA
OG0000128	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A8M1GEL2|A0A8M1GEL2_URSMA
OG0000128	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A8M1G403|A0A8M1G403_URSMA
OG0000129	sp|Q8VBW9|OLF63_MOUSE	tr|A0A384DMA0|A0A384DMA0_URSMA, tr|A0A384DC70|A0A384DC70_URSMA, tr|A0A384DC74|A0A384DC74_URSMA, tr|A0A384DC92|A0A384DC92_URSMA, tr|A0A384DCS8|A0A384DCS8_URSMA, tr|A0A384DMG3|A0A384DMG3_URSMA, tr|A0A384DCZ8|A0A384DCZ8_URSMA, tr|A0A384DN18|A0A384DN18_URSMA, tr|A0A8M1FP14|A0A8M1FP14_URSMA, tr|A0A384DCX5|A0A384DCX5_URSMA, tr|A0A8M1FRN0|A0A8M1FRN0_URSMA
OG0000130	tr|Q8VH13|Q8VH13_MOUSE	tr|A0A384DQ68|A0A384DQ68_URSMA
OG0000130	tr|Q8VH12|Q8VH12_MOUSE	tr|A0A384DPD3|A0A384DPD3_URSMA
OG0000130	tr|Q8VH16|Q8VH16_MOUSE	tr|A0A384DPD8|A0A384DPD8_URSMA
OG0000130	tr|A0A0G2JFH3|A0A0G2JFH3_MOUSE	tr|A0A384DQC8|A0A384DQC8_URSMA
OG0000131	sp|Q9D5H4|FTMT_MOUSE	tr|A0A8M1F6T7|A0A8M1F6T7_URSMA
OG0000131	sp|P09528|FRIH_MOUSE	tr|A0A8M1FMU0|A0A8M1FMU0_URSMA, tr|A0A452UI05|A0A452UI05_URSMA, tr|A0A8M1G069|A0A8M1G069_URSMA, tr|A0A8M1FG70|A0A8M1FG70_URSMA, tr|A0A8M1FHT5|A0A8M1FHT5_URSMA, tr|A0A8M1G2M0|A0A8M1G2M0_URSMA, tr|A0A8M1FLC0|A0A8M1FLC0_URSMA, tr|A0A8M1GIW8|A0A8M1GIW8_URSMA, tr|A0A8M1F4J3|A0A8M1F4J3_URSMA
OG0000132	tr|Q8VF82|Q8VF82_MOUSE	tr|A0A384CIV0|A0A384CIV0_URSMA, tr|A0A384CJG7|A0A384CJG7_URSMA, tr|A0A8M1FC34|A0A8M1FC34_URSMA, tr|A0A384CI70|A0A384CI70_URSMA, tr|A0A384CJA1|A0A384CJA1_URSMA, tr|A0A384CI96|A0A384CI96_URSMA, tr|A0A8M1FFR8|A0A8M1FFR8_URSMA, tr|A0A384CJ19|A0A384CJ19_URSMA, tr|A0A384CHR7|A0A384CHR7_URSMA, tr|A0A384CIV4|A0A384CIV4_URSMA, tr|A0A384CJH2|A0A384CJH2_URSMA
OG0000133	sp|Q9Z1V0|OLF49_MOUSE	tr|A0A384DPS2|A0A384DPS2_URSMA, tr|A0A384DNV7|A0A384DNV7_URSMA, tr|A0A384C0M6|A0A384C0M6_URSMA, tr|A0A384CLE0|A0A384CLE0_URSMA, tr|A0A384CMD4|A0A384CMD4_URSMA, tr|A0A384BZW4|A0A384BZW4_URSMA, tr|A0A384DM77|A0A384DM77_URSMA, tr|A0A384DMA1|A0A384DMA1_URSMA, tr|A0A384DM87|A0A384DM87_URSMA, tr|A0A8M1FD24|A0A8M1FD24_URSMA, tr|A0A384DM96|A0A384DM96_URSMA
OG0000139	sp|Q64467|G3PT_MOUSE	tr|A0A384DTY0|A0A384DTY0_URSMA
OG0000139	tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE, sp|P16858|G3P_MOUSE, tr|S4R1W1|S4R1W1_MOUSE	tr|A0A8M1FYE8|A0A8M1FYE8_URSMA, tr|A0A384DL65|A0A384DL65_URSMA, tr|A0A8M1GU00|A0A8M1GU00_URSMA, tr|A0A384BIY5|A0A384BIY5_URSMA, tr|A0A8M1FPW8|A0A8M1FPW8_URSMA, tr|A0A8M1H2Y8|A0A8M1H2Y8_URSMA
