Orthogroup	Mus_musculus	Sus_scrofa
OG0000053	sp|Q3UV17|K22O_MOUSE	tr|A0A287BQI8|A0A287BQI8_PIG, tr|A0A5G2QSE8|A0A5G2QSE8_PIG
OG0000053	sp|P07744|K2C4_MOUSE	tr|A0A287B7K6|A0A287B7K6_PIG, tr|A0A286ZPQ6|A0A286ZPQ6_PIG
OG0000053	tr|E9Q1Z0|E9Q1Z0_MOUSE, sp|Q9DCV7|K2C7_MOUSE	tr|A0A287AG48|A0A287AG48_PIG
OG0000054	tr|Q99PA7|Q99PA7_MOUSE	tr|I3LH71|I3LH71_PIG, tr|A0A287A9I2|A0A287A9I2_PIG
OG0000054	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A287AWU5|A0A287AWU5_PIG, tr|A0A287B6C2|A0A287B6C2_PIG, tr|A0A286ZRI9|A0A286ZRI9_PIG
OG0000054	sp|Q8BQR7|MAGBI_MOUSE	tr|F1SPV9|F1SPV9_PIG, tr|A0A287A3P4|A0A287A3P4_PIG, tr|I3L7N1|I3L7N1_PIG, tr|F1SPV5|F1SPV5_PIG, tr|F1SPV4|F1SPV4_PIG, tr|A0A286ZMQ5|A0A286ZMQ5_PIG, tr|F1SPW6|F1SPW6_PIG
OG0000057	tr|E9PVR6|E9PVR6_MOUSE, sp|Q8VBS7|V1R42_MOUSE, sp|Q8VIC9|V1R43_MOUSE, sp|Q8VIC6|V1R51_MOUSE, sp|Q8VIC7|V1R45_MOUSE, sp|Q8R2E6|V1A11_MOUSE, sp|Q9EQ52|V1R48_MOUSE, sp|Q9EQ51|V1R47_MOUSE, sp|Q9EQ48|VN1A8_MOUSE, sp|Q9EP79|V1R52_MOUSE, sp|Q9EPB8|V1R54_MOUSE, sp|Q9EQ45|V1R46_MOUSE, sp|Q9EQ44|V1R41_MOUSE, tr|A0A494BA90|A0A494BA90_MOUSE, sp|Q9EQ46|V1R40_MOUSE, sp|Q9EP51|V1R50_MOUSE, sp|Q9WUF1|V1R49_MOUSE, sp|Q9EQ47|V1R44_MOUSE, sp|Q9EP93|V1R53_MOUSE	tr|A0A5G2RA86|A0A5G2RA86_PIG
OG0000059	sp|Q91ZB5|MRGRG_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q91WW5|MRGA1_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE	tr|A0A287A7M4|A0A287A7M4_PIG
OG0000061	tr|Q7TR27|Q7TR27_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, tr|Q8VG40|Q8VG40_MOUSE	tr|F1RL60|F1RL60_PIG
OG0000061	tr|Q8VFR4|Q8VFR4_MOUSE, tr|Q7TR28|Q7TR28_MOUSE	tr|A0A286ZSC5|A0A286ZSC5_PIG
OG0000061	tr|Q8VFR3|Q8VFR3_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q920P2|Q920P2_MOUSE	tr|A0A287ARH7|A0A287ARH7_PIG
OG0000062	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A287AUF3|A0A287AUF3_PIG, tr|F1S7F5|F1S7F5_PIG, tr|A0A287BJY0|A0A287BJY0_PIG, tr|I3L5M3|I3L5M3_PIG, tr|K7GSQ1|K7GSQ1_PIG, tr|I3LTC8|I3LTC8_PIG, tr|F1SBV6|F1SBV6_PIG, tr|F1S5X5|F1S5X5_PIG, tr|F1S7F8|F1S7F8_PIG, tr|F1S7F0|F1S7F0_PIG, tr|F1S5Y0|F1S5Y0_PIG, tr|A0A286ZZH3|A0A286ZZH3_PIG, tr|A0A287BRB3|A0A287BRB3_PIG, tr|A0A5G2RCY7|A0A5G2RCY7_PIG, tr|I3L9Z9|I3L9Z9_PIG, tr|A0A5G2R9U4|A0A5G2R9U4_PIG, tr|K7GPC3|K7GPC3_PIG, tr|A0A5G2QLM1|A0A5G2QLM1_PIG, tr|A0A287A3B1|A0A287A3B1_PIG
OG0000063	tr|Q14AJ9|Q14AJ9_MOUSE	tr|A0A287AVE3|A0A287AVE3_PIG, tr|A0A287ANP9|A0A287ANP9_PIG, tr|A0A286ZW05|A0A286ZW05_PIG, tr|A0A286ZIN6|A0A286ZIN6_PIG, tr|A0A287B4D1|A0A287B4D1_PIG, tr|A0A287BR89|A0A287BR89_PIG, tr|A0A287AI13|A0A287AI13_PIG, tr|A0A287A3A5|A0A287A3A5_PIG, tr|A0A287AS38|A0A287AS38_PIG, tr|F1S6M8|F1S6M8_PIG, tr|I3LVL8|I3LVL8_PIG, tr|A0A287A7Q6|A0A287A7Q6_PIG, tr|A0A286ZZK5|A0A286ZZK5_PIG, tr|A0A287B5V6|A0A287B5V6_PIG, tr|A0A5G2Q9G9|A0A5G2Q9G9_PIG, tr|A0A286ZMF7|A0A286ZMF7_PIG, tr|A0A287AYM0|A0A287AYM0_PIG, tr|A0A287B0S0|A0A287B0S0_PIG, tr|A0A287AH89|A0A287AH89_PIG
OG0000066	sp|E9Q5K4|CP2CN_MOUSE	tr|A0A287AZ62|A0A287AZ62_PIG
OG0000066	sp|Q05421|CP2E1_MOUSE, sp|Q91W64|CP270_MOUSE, tr|Q148B1|Q148B1_MOUSE, tr|Q5GLZ0|Q5GLZ0_MOUSE, sp|Q9D816|CP255_MOUSE, sp|P56654|CP237_MOUSE, sp|Q91X77|CY250_MOUSE, sp|Q6XVG2|CP254_MOUSE, tr|Q569X9|Q569X9_MOUSE, tr|E9PXC3|E9PXC3_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, sp|P56657|CP240_MOUSE, sp|Q64458|CP2CT_MOUSE, sp|P56656|CP239_MOUSE, sp|P56655|CP238_MOUSE	sp|P79402|CP242_PIG, tr|A0A287BP39|A0A287BP39_PIG
OG0000067	tr|Q7TQU0|Q7TQU0_MOUSE	tr|A0A287ABP2|A0A287ABP2_PIG
OG0000067	tr|Q8VFQ1|Q8VFQ1_MOUSE	tr|F1S6N2|F1S6N2_PIG, tr|A0A287B206|A0A287B206_PIG, tr|F1S6N3|F1S6N3_PIG, tr|A0A287A1M6|A0A287A1M6_PIG, tr|A0A287A630|A0A287A630_PIG, tr|A0A287ANJ4|A0A287ANJ4_PIG, tr|A0A286ZT14|A0A286ZT14_PIG, tr|A0A287ACN3|A0A287ACN3_PIG, tr|A0A287AJK5|A0A287AJK5_PIG, tr|A0A286ZJX4|A0A286ZJX4_PIG, tr|A0A287BRZ8|A0A287BRZ8_PIG, tr|A0A287B3B9|A0A287B3B9_PIG, tr|F1RYD7|F1RYD7_PIG, tr|A0A287BIT0|A0A287BIT0_PIG, tr|F1RYF6|F1RYF6_PIG, tr|A0A286ZQK3|A0A286ZQK3_PIG
OG0000069	tr|Q8VGW9|Q8VGW9_MOUSE, tr|Q8VFA3|Q8VFA3_MOUSE, tr|Q8VGX0|Q8VGX0_MOUSE, tr|Q8VFA9|Q8VFA9_MOUSE, tr|Q8VFA7|Q8VFA7_MOUSE, sp|Q60883|OLF10_MOUSE, tr|Q8VFA6|Q8VFA6_MOUSE, tr|Q7TQT0|Q7TQT0_MOUSE, tr|Q7TQT1|Q7TQT1_MOUSE, tr|Q8VFA4|Q8VFA4_MOUSE, tr|Q7TQT7|Q7TQT7_MOUSE, tr|Q7TQT5|Q7TQT5_MOUSE, tr|Q7TQT4|Q7TQT4_MOUSE, tr|Q7TQT6|Q7TQT6_MOUSE, tr|Q7TQT3|Q7TQT3_MOUSE, tr|Q8VFA8|Q8VFA8_MOUSE, tr|Q7TQT2|Q7TQT2_MOUSE	tr|A0A287A1X9|A0A287A1X9_PIG
OG0000072	tr|I7HJI3|I7HJI3_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|W4VSP4|W4VSP4_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE	tr|A0A287BHC5|A0A287BHC5_PIG
OG0000072	sp|O08800|SPB8_MOUSE	tr|F1SMX7|F1SMX7_PIG
OG0000072	tr|I7HJI5|I7HJI5_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|O08797|O08797_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|O08806|O08806_MOUSE, tr|Q80UK5|Q80UK5_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE	tr|A0A287BN92|A0A287BN92_PIG
OG0000073	sp|P28293|CATG_MOUSE, sp|P08884|GRAE_MOUSE, sp|P11033|GRAD_MOUSE, sp|P13366|GRAG_MOUSE, sp|P08883|GRAF_MOUSE, tr|Q920S1|Q920S1_MOUSE, sp|P08882|GRAC_MOUSE, sp|P04187|GRAB_MOUSE, tr|Q91VB1|Q91VB1_MOUSE, sp|O35164|MCPT9_MOUSE, sp|Q00356|MCPTX_MOUSE, sp|P11034|MCPT1_MOUSE, sp|P21812|MCPT4_MOUSE, sp|P15119|MCPT2_MOUSE, sp|P21843|MCPT3_MOUSE, sp|P43430|MCPT8_MOUSE	tr|A0A5G2QWH7|A0A5G2QWH7_PIG
OG0000075	tr|Q8VFC2|Q8VFC2_MOUSE	tr|A0A287A7I7|A0A287A7I7_PIG, tr|A0A286ZR07|A0A286ZR07_PIG, tr|A0A287AK87|A0A287AK87_PIG, tr|A0A287BR92|A0A287BR92_PIG, tr|A0A5G2QL45|A0A5G2QL45_PIG, tr|A0A287AGY4|A0A287AGY4_PIG, tr|A0A287A7V7|A0A287A7V7_PIG, tr|A0A287BTJ9|A0A287BTJ9_PIG, tr|A0A287BEG3|A0A287BEG3_PIG, tr|A0A287AX26|A0A287AX26_PIG, tr|A0A286ZMI8|A0A286ZMI8_PIG, tr|A0A287B3L2|A0A287B3L2_PIG, tr|F1RXJ8|F1RXJ8_PIG, tr|A0A287B934|A0A287B934_PIG, tr|A0A287ACV4|A0A287ACV4_PIG, tr|A0A287BID5|A0A287BID5_PIG
OG0000076	sp|P51437|CAMP_MOUSE	sp|P15175|ICTL_PIG, sp|P80054|PR39_PIG, sp|P49931|PMP36_PIG, tr|A0A5G2QHA2|A0A5G2QHA2_PIG, sp|P49930|PMP23_PIG, sp|P49932|PMP37_PIG, tr|A0A5G2QU73|A0A5G2QU73_PIG, sp|P32194|PG1_PIG, sp|P32196|PG3_PIG, sp|P32195|PG2_PIG, sp|P49934|PG5_PIG, sp|P49933|PG4_PIG, sp|P51524|PF11_PIG, sp|P51525|PF12_PIG, tr|A0A287AWM1|A0A287AWM1_PIG, tr|A0A5G2QHV2|A0A5G2QHV2_PIG
OG0000081	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|Q5U467|Q5U467_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE	tr|A0A287AJI6|A0A287AJI6_PIG
OG0000083	tr|D3Z7A9|D3Z7A9_MOUSE	tr|A0A287B4M8|A0A287B4M8_PIG, tr|I3LCM1|I3LCM1_PIG, tr|A0A287B8V4|A0A287B8V4_PIG, tr|A0A5G2QE87|A0A5G2QE87_PIG, tr|A0A286ZJY7|A0A286ZJY7_PIG, tr|K7GLB2|K7GLB2_PIG, tr|I3LD26|I3LD26_PIG, tr|I3LPG1|I3LPG1_PIG, tr|A0A5G2R1A3|A0A5G2R1A3_PIG, tr|A0A287BRI2|A0A287BRI2_PIG, tr|A0A287A1A1|A0A287A1A1_PIG, tr|F1RNG5|F1RNG5_PIG, tr|K7GS83|K7GS83_PIG, tr|A0A0B4J2J9|A0A0B4J2J9_PIG, tr|A0A287A4G2|A0A287A4G2_PIG
OG0000084	sp|A2APX8|SCN1A_MOUSE	tr|A0A287BNX1|A0A287BNX1_PIG
OG0000084	sp|B1AWN6|SCN2A_MOUSE	tr|A0A286ZLY4|A0A286ZLY4_PIG
OG0000084	sp|A2ASI5|SCN3A_MOUSE	tr|A0A287ANB2|A0A287ANB2_PIG
OG0000084	sp|Q62205|SCN9A_MOUSE	tr|A0A287ARY2|A0A287ARY2_PIG
OG0000084	sp|Q6QIY3|SCNAA_MOUSE	tr|F1SJS7|F1SJS7_PIG
OG0000084	sp|Q9JJV9|SCN5A_MOUSE	tr|A0A5G2RE65|A0A5G2RE65_PIG
OG0000084	sp|Q9ER60|SCN4A_MOUSE	tr|F1RSK2|F1RSK2_PIG
OG0000084	sp|Q9WTU3|SCN8A_MOUSE	tr|A0A287BS01|A0A287BS01_PIG
OG0000085	sp|Q62556|BT1A1_MOUSE	tr|A0A5K1U1P1|A0A5K1U1P1_PIG
OG0000085	sp|A4QPC6|BT2A2_MOUSE	tr|A0A287AJI8|A0A287AJI8_PIG, tr|A0A5G2QNC0|A0A5G2QNC0_PIG, tr|A0A287AQI0|A0A287AQI0_PIG, tr|A0A287A8K4|A0A287A8K4_PIG, tr|A0A5G2R225|A0A5G2R225_PIG, tr|A0A5G2RKP7|A0A5G2RKP7_PIG, tr|A0A286ZQX4|A0A286ZQX4_PIG, tr|A0A5G2QBA7|A0A5G2QBA7_PIG, tr|A0A287B1T8|A0A287B1T8_PIG, tr|A0A5G2RFU7|A0A5G2RFU7_PIG, tr|A0A5G2RE27|A0A5G2RE27_PIG, tr|A0A5G2QZ51|A0A5G2QZ51_PIG, tr|F1RQB1|F1RQB1_PIG
OG0000089	tr|A1L1B4|A1L1B4_MOUSE, tr|Q8VET6|Q8VET6_MOUSE	tr|A0A5G2QJF9|A0A5G2QJF9_PIG, tr|A0A5G2QV83|A0A5G2QV83_PIG, tr|A0A5G2R2E8|A0A5G2R2E8_PIG, tr|A0A5G2QL90|A0A5G2QL90_PIG, tr|A0A287AWP9|A0A287AWP9_PIG, tr|A0A287BR73|A0A287BR73_PIG, tr|A0A287AW51|A0A287AW51_PIG, tr|A0A5G2QUS3|A0A5G2QUS3_PIG, tr|A0A5G2R190|A0A5G2R190_PIG, tr|A0A287BNU3|A0A287BNU3_PIG, tr|A0A5G2R3H2|A0A5G2R3H2_PIG, tr|F1SGU7|F1SGU7_PIG, tr|F1SGU1|F1SGU1_PIG
OG0000090	tr|Q8VFN6|Q8VFN6_MOUSE	tr|F1S9P7|F1S9P7_PIG
OG0000090	tr|E9Q0Z1|E9Q0Z1_MOUSE	tr|F1S6L3|F1S6L3_PIG, tr|A0A5G2QYX6|A0A5G2QYX6_PIG, tr|A0A286ZQ83|A0A286ZQ83_PIG, tr|F1S9A2|F1S9A2_PIG, tr|A0A5G2QP91|A0A5G2QP91_PIG, tr|A0A5G2QSK6|A0A5G2QSK6_PIG, tr|A0A5G2RL63|A0A5G2RL63_PIG, tr|A0A5G2QW67|A0A5G2QW67_PIG, tr|A0A287AMR7|A0A287AMR7_PIG, tr|F1S9N2|F1S9N2_PIG, tr|I3LRL4|I3LRL4_PIG, tr|F1S8J1|F1S8J1_PIG
OG0000094	tr|Q7TQU8|Q7TQU8_MOUSE	tr|F1SAN4|F1SAN4_PIG, tr|A0A287B9X4|A0A287B9X4_PIG, tr|A0A286ZX13|A0A286ZX13_PIG, tr|F1SBN3|F1SBN3_PIG
OG0000094	tr|Q8VGB8|Q8VGB8_MOUSE	tr|A0A5G2R2A5|A0A5G2R2A5_PIG, tr|A0A286ZR67|A0A286ZR67_PIG, tr|A0A5G2RD84|A0A5G2RD84_PIG, tr|A0A5G2QT90|A0A5G2QT90_PIG, tr|F1S2P1|F1S2P1_PIG, tr|A0A5G2QUJ1|A0A5G2QUJ1_PIG, tr|A0A5G2R3J6|A0A5G2R3J6_PIG, tr|A0A5G2QLI3|A0A5G2QLI3_PIG, tr|F1SAN5|F1SAN5_PIG
OG0000097	sp|Q8VEY3|OL958_MOUSE	tr|I3LDN8|I3LDN8_PIG
OG0000097	tr|Q8VF15|Q8VF15_MOUSE	tr|A0A286ZV69|A0A286ZV69_PIG
OG0000097	tr|Q8VG91|Q8VG91_MOUSE	tr|A0A5G2QA55|A0A5G2QA55_PIG
OG0000097	sp|Q60888|OL149_MOUSE, tr|Q9EQ86|Q9EQ86_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE	tr|A0A287B264|A0A287B264_PIG
OG0000101	tr|Q7TR90|Q7TR90_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|Q7TR85|Q7TR85_MOUSE, tr|A0A1L1ST14|A0A1L1ST14_MOUSE, tr|Q8VFK5|Q8VFK5_MOUSE, tr|A2ATE5|A2ATE5_MOUSE, tr|Q7TR87|Q7TR87_MOUSE, sp|Q8VFL5|O1030_MOUSE, tr|A2ATE0|A2ATE0_MOUSE, tr|Q7TR89|Q7TR89_MOUSE, tr|L7MTT3|L7MTT3_MOUSE, tr|A2ASU6|A2ASU6_MOUSE	tr|A0A5G2RCQ8|A0A5G2RCQ8_PIG, tr|F1RHX6|F1RHX6_PIG
OG0000107	tr|Q8VGJ5|Q8VGJ5_MOUSE	tr|A0A5G2QYJ6|A0A5G2QYJ6_PIG, tr|A0A286ZMI5|A0A286ZMI5_PIG, tr|A0A287A2W2|A0A287A2W2_PIG, tr|A0A286ZXM7|A0A286ZXM7_PIG, tr|A0A5G2QE79|A0A5G2QE79_PIG, tr|A0A5G2RDL1|A0A5G2RDL1_PIG, tr|A0A5G2QZB4|A0A5G2QZB4_PIG, tr|A0A5G2R178|A0A5G2R178_PIG, tr|A0A287BB81|A0A287BB81_PIG, tr|A0A5G2R1Y7|A0A5G2R1Y7_PIG, tr|A0A287B7M0|A0A287B7M0_PIG, tr|A0A5G2RCH4|A0A5G2RCH4_PIG, tr|A0A287BC22|A0A287BC22_PIG
OG0000108	tr|E9Q3L4|E9Q3L4_MOUSE, sp|O35368|IFI3_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE	tr|A0A286ZSP8|A0A286ZSP8_PIG
OG0000108	sp|Q9R002|IFI2_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE	tr|A0A287AP08|A0A287AP08_PIG
OG0000109	tr|A0A140T8P3|A0A140T8P3_MOUSE	tr|A0A287AE51|A0A287AE51_PIG, tr|A0A5G2Q7F8|A0A5G2Q7F8_PIG, tr|A0A5G2NLY0|A0A5G2NLY0_PIG, tr|A0A287AYC4|A0A287AYC4_PIG, tr|A0A286ZKR7|A0A286ZKR7_PIG, tr|A0A287AEB1|A0A287AEB1_PIG, tr|A0A287A793|A0A287A793_PIG, tr|A0A287ANU5|A0A287ANU5_PIG, tr|A0A5G2Q7Q6|A0A5G2Q7Q6_PIG, tr|A0A286ZPK7|A0A286ZPK7_PIG, tr|A0A287A7S8|A0A287A7S8_PIG, tr|A0A287ADE7|A0A287ADE7_PIG, tr|F1STC3|F1STC3_PIG
OG0000110	tr|E9Q848|E9Q848_MOUSE	tr|A0A287AQ06|A0A287AQ06_PIG, tr|A0A5G2R4R2|A0A5G2R4R2_PIG, tr|A0A5G2QR19|A0A5G2QR19_PIG, tr|F1RN94|F1RN94_PIG, tr|I3L9W3|I3L9W3_PIG, tr|A0A5G2QIP1|A0A5G2QIP1_PIG, tr|A0A5G2QCC9|A0A5G2QCC9_PIG, tr|A0ZQ13|A0ZQ13_PIG, tr|A0ZQ09|A0ZQ09_PIG, tr|A0A287AJT3|A0A287AJT3_PIG, tr|A0A5G2QZQ8|A0A5G2QZQ8_PIG, tr|A0A5G2QYK1|A0A5G2QYK1_PIG, tr|A0A287AJ86|A0A287AJ86_PIG
OG0000113	sp|Q9Z0M5|LICH_MOUSE	tr|F1SCY4|F1SCY4_PIG
OG0000113	sp|Q8K2A6|LIPM_MOUSE	tr|F1SCZ0|F1SCZ0_PIG
OG0000113	sp|Q8BM14|LIPK_MOUSE, sp|Q9CPP7|LIPG_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, sp|Q3U4B4|LIPN_MOUSE	tr|A0A286ZW51|A0A286ZW51_PIG
OG0000115	tr|Q8VF06|Q8VF06_MOUSE	tr|A0A5G2QV06|A0A5G2QV06_PIG
OG0000115	tr|F8VQ26|F8VQ26_MOUSE, tr|L7N1Y4|L7N1Y4_MOUSE, tr|Q7TRP3|Q7TRP3_MOUSE, tr|Q8VGZ9|Q8VGZ9_MOUSE, tr|A0A1B0GSE1|A0A1B0GSE1_MOUSE, tr|A0A1B0GSN5|A0A1B0GSN5_MOUSE, tr|Q8VG28|Q8VG28_MOUSE, tr|Q7TRR4|Q7TRR4_MOUSE, tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A287ASE5|A0A287ASE5_PIG, tr|F1RHT6|F1RHT6_PIG
OG0000116	sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD12|TAA7A_MOUSE	tr|F1S3Q1|F1S3Q1_PIG
OG0000116	sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD04|TAAR9_MOUSE	tr|F1S3P9|F1S3P9_PIG
OG0000117	sp|Q9D504|ANKR7_MOUSE, tr|D3Z4K0|D3Z4K0_MOUSE, tr|Q05AC5|Q05AC5_MOUSE, tr|A5H0M4|A5H0M4_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|D3Z1P8|D3Z1P8_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE	tr|F1SJF3|F1SJF3_PIG
OG0000118	tr|B1AQP7|B1AQP7_MOUSE, tr|Q3UZ24|Q3UZ24_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|B2RT54|B2RT54_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|G3X9K7|G3X9K7_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|A2VDH7|A2VDH7_MOUSE, tr|B7ZC55|B7ZC55_MOUSE	tr|A0A286ZYT6|A0A286ZYT6_PIG
OG0000119	sp|Q717B2|TDPZ2_MOUSE, sp|Q6YCH1|TDPZ5_MOUSE, tr|A0A0A6YXL2|A0A0A6YXL2_MOUSE, tr|L7N229|L7N229_MOUSE, tr|E0CXI6|E0CXI6_MOUSE, tr|Q3UTC4|Q3UTC4_MOUSE, sp|P0DMR6|TDP1L_MOUSE, sp|P0DMR5|TDPZ1_MOUSE, sp|Q717B4|TDPZ3_MOUSE, sp|Q6YCH2|TDPZ4_MOUSE, tr|A0A0A6YWS7|A0A0A6YWS7_MOUSE, sp|Q6ZWS8|SPOP_MOUSE	tr|I3LA15|I3LA15_PIG
OG0000123	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A480S2P2|A0A480S2P2_PIG
OG0000123	sp|Q91VN1|ZNF24_MOUSE	tr|A0A287A0M7|A0A287A0M7_PIG, tr|A0A481AL25|A0A481AL25_PIG, tr|A0A287AVZ5|A0A287AVZ5_PIG, tr|I3LGC5|I3LGC5_PIG, tr|F1S1S2|F1S1S2_PIG, tr|F1RPG1|F1RPG1_PIG, tr|I3LQQ7|I3LQQ7_PIG, tr|A0A286ZXW7|A0A286ZXW7_PIG, tr|I3LR01|I3LR01_PIG, tr|A0A287BBT6|A0A287BBT6_PIG
OG0000127	tr|Q9D4U4|Q9D4U4_MOUSE, sp|Q9CQ70|H2AB1_MOUSE, tr|A9Z055|A9Z055_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|Q810S6|Q810S6_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE, tr|J3QP08|J3QP08_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE	tr|F1RXS3|F1RXS3_PIG
OG0000128	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60682|KLRA8_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE	tr|F1SQ43|F1SQ43_PIG
OG0000133	sp|Q9Z0E6|GBP2_MOUSE, sp|Q01514|GBP1_MOUSE, sp|Q8CFB4|GBP5_MOUSE, sp|Q91Z40|GBP7_MOUSE, sp|Q61107|GBP4_MOUSE, tr|A9YVJ5|A9YVJ5_MOUSE, sp|A0A0G2JDV3|GBP6_MOUSE, tr|Q000W5|Q000W5_MOUSE, tr|Q8BTS3|Q8BTS3_MOUSE, tr|Q2V6D6|Q2V6D6_MOUSE, tr|A4UUI3|A4UUI3_MOUSE	tr|A0A5G2R020|A0A5G2R020_PIG
OG0000135	tr|A2AT96|A2AT96_MOUSE, tr|Q8VG38|Q8VG38_MOUSE, tr|Q7TS20|Q7TS20_MOUSE, tr|A2AVB8|A2AVB8_MOUSE, sp|Q8VGR8|O1052_MOUSE, tr|Q7TR57|Q7TR57_MOUSE, tr|A2BHP7|A2BHP7_MOUSE, tr|L7MU57|L7MU57_MOUSE, tr|G3X9L8|G3X9L8_MOUSE, tr|Q7TR58|Q7TR58_MOUSE	tr|A0A287AC47|A0A287AC47_PIG, tr|A0A287A1Y9|A0A287A1Y9_PIG
OG0000136	sp|A2AQP0|MYH7B_MOUSE	tr|A0A287AZL2|A0A287AZL2_PIG
