Orthogroup	Mus_musculus	Lynx_canadensis
OG0000046	tr|Q8VGB4|Q8VGB4_MOUSE	tr|A0A667J359|A0A667J359_LYNCA
OG0000046	tr|Q8VG50|Q8VG50_MOUSE	tr|A0A667GC94|A0A667GC94_LYNCA, tr|A0A667G749|A0A667G749_LYNCA, tr|A0A667GBE2|A0A667GBE2_LYNCA, tr|A0A667GBF3|A0A667GBF3_LYNCA, tr|A0A667GC00|A0A667GC00_LYNCA, tr|A0A667GC13|A0A667GC13_LYNCA, tr|A0A667HI13|A0A667HI13_LYNCA, tr|A0A667G6H4|A0A667G6H4_LYNCA, tr|A0A667GRK6|A0A667GRK6_LYNCA, tr|A0A667GBT8|A0A667GBT8_LYNCA, tr|A0A667GRR7|A0A667GRR7_LYNCA, tr|A0A667GC32|A0A667GC32_LYNCA, tr|A0A667GRY5|A0A667GRY5_LYNCA, tr|A0A667GS08|A0A667GS08_LYNCA, tr|A0A667GC77|A0A667GC77_LYNCA, tr|A0A667HIN0|A0A667HIN0_LYNCA, tr|A0A667HIF7|A0A667HIF7_LYNCA, tr|A0A667HHY3|A0A667HHY3_LYNCA
OG0000049	tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE	tr|A0A667HXF5|A0A667HXF5_LYNCA
OG0000049	tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q7TS01|Q7TS01_MOUSE	tr|A0A667FFW8|A0A667FFW8_LYNCA
OG0000054	sp|Q9QWL7|K1C17_MOUSE	tr|A0A667GW52|A0A667GW52_LYNCA
OG0000054	sp|Q6IFX2|K1C42_MOUSE	tr|A0A667HG72|A0A667HG72_LYNCA
OG0000054	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A667HHX3|A0A667HHX3_LYNCA
OG0000054	sp|Q61781|K1C14_MOUSE	tr|A0A667HHW3|A0A667HHW3_LYNCA
OG0000054	sp|P19001|K1C19_MOUSE	tr|A0A667J3M1|A0A667J3M1_LYNCA
OG0000054	sp|Q64291|K1C12_MOUSE	tr|A0A667IJU6|A0A667IJU6_LYNCA
OG0000054	sp|Q6RHW0|K1C9_MOUSE, sp|P02535|K1C10_MOUSE	tr|A0A667J1F2|A0A667J1F2_LYNCA
OG0000054	sp|Q61414|K1C15_MOUSE	tr|A0A667IML4|A0A667IML4_LYNCA
OG0000054	sp|P08730|K1C13_MOUSE	tr|A0A667II12|A0A667II12_LYNCA
OG0000058	sp|O09127|EPHA8_MOUSE	tr|A0A667HL65|A0A667HL65_LYNCA
OG0000058	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A667HRH8|A0A667HRH8_LYNCA
OG0000058	sp|P54763|EPHB2_MOUSE	tr|A0A667H3H6|A0A667H3H6_LYNCA
OG0000058	sp|P54754|EPHB3_MOUSE	tr|A0A667HGG2|A0A667HGG2_LYNCA
OG0000058	sp|Q03137|EPHA4_MOUSE	tr|A0A667GQY5|A0A667GQY5_LYNCA
OG0000058	sp|Q61772|EPHA7_MOUSE	tr|A0A667G9N3|A0A667G9N3_LYNCA
OG0000058	sp|Q62413|EPHA6_MOUSE	tr|A0A667IVK9|A0A667IVK9_LYNCA
OG0000058	sp|P29319|EPHA3_MOUSE	tr|A0A667GP98|A0A667GP98_LYNCA
OG0000058	sp|Q60629|EPHA5_MOUSE	tr|A0A667H8G5|A0A667H8G5_LYNCA
OG0000062	tr|E9Q1J0|E9Q1J0_MOUSE	tr|A0A667GTE9|A0A667GTE9_LYNCA, tr|A0A667FQT6|A0A667FQT6_LYNCA, tr|A0A667GUJ6|A0A667GUJ6_LYNCA, tr|A0A667G4K4|A0A667G4K4_LYNCA, tr|A0A667G247|A0A667G247_LYNCA, tr|A0A667GUD2|A0A667GUD2_LYNCA, tr|A0A667G2K6|A0A667G2K6_LYNCA, tr|A0A667GK91|A0A667GK91_LYNCA, tr|A0A667G0D7|A0A667G0D7_LYNCA, tr|A0A667GN73|A0A667GN73_LYNCA, tr|A0A667H3H0|A0A667H3H0_LYNCA, tr|A0A667FK56|A0A667FK56_LYNCA, tr|A0A667GYC1|A0A667GYC1_LYNCA, tr|A0A667FUC7|A0A667FUC7_LYNCA, tr|A0A667H3G6|A0A667H3G6_LYNCA, tr|A0A667GIG1|A0A667GIG1_LYNCA
OG0000063	tr|Q8VGB9|Q8VGB9_MOUSE	tr|A0A667I763|A0A667I763_LYNCA
OG0000063	tr|Q7TRY6|Q7TRY6_MOUSE	tr|A0A667HFK2|A0A667HFK2_LYNCA, tr|A0A667IMJ2|A0A667IMJ2_LYNCA
OG0000063	sp|Q60879|OLF3_MOUSE	tr|A0A667HFN6|A0A667HFN6_LYNCA, tr|A0A667I0R9|A0A667I0R9_LYNCA, tr|A0A667HZM7|A0A667HZM7_LYNCA, tr|A0A667IMV8|A0A667IMV8_LYNCA
OG0000063	tr|Q7TRY0|Q7TRY0_MOUSE	tr|A0A667IH98|A0A667IH98_LYNCA
OG0000068	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A667H232|A0A667H232_LYNCA
OG0000068	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A667HIB2|A0A667HIB2_LYNCA, tr|A0A667HK24|A0A667HK24_LYNCA
OG0000068	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A667H264|A0A667H264_LYNCA, tr|A0A667IHP4|A0A667IHP4_LYNCA, tr|A0A667IM39|A0A667IM39_LYNCA, tr|A0A667IM31|A0A667IM31_LYNCA, tr|A0A667IHL3|A0A667IHL3_LYNCA, tr|A0A667I526|A0A667I526_LYNCA, tr|A0A667I4U2|A0A667I4U2_LYNCA, tr|A0A667IA19|A0A667IA19_LYNCA
OG0000069	sp|Q6IFX3|K1C40_MOUSE	tr|A0A667I129|A0A667I129_LYNCA
OG0000069	sp|Q6IFX4|K1C39_MOUSE	tr|A0A667J1S4|A0A667J1S4_LYNCA
OG0000069	sp|Q497I4|KRT35_MOUSE	tr|A0A667IHJ1|A0A667IHJ1_LYNCA
OG0000069	sp|B1AQ75|KRT36_MOUSE	tr|A0A667IMA7|A0A667IMA7_LYNCA
OG0000071	sp|Q9D6F9|TBB4A_MOUSE	tr|A0A667HDH9|A0A667HDH9_LYNCA
OG0000071	sp|P68372|TBB4B_MOUSE	tr|A0A667IDY8|A0A667IDY8_LYNCA
OG0000071	sp|Q9ERD7|TBB3_MOUSE	tr|A0A667J1E0|A0A667J1E0_LYNCA
OG0000071	sp|Q922F4|TBB6_MOUSE	tr|A0A667HKU9|A0A667HKU9_LYNCA
OG0000071	sp|A2AQ07|TBB1_MOUSE	tr|A0A667G2J8|A0A667G2J8_LYNCA
OG0000071	sp|Q9CWF2|TBB2B_MOUSE	tr|A0A667IKJ5|A0A667IKJ5_LYNCA
OG0000071	sp|Q7TMM9|TBB2A_MOUSE	tr|A0A667I2W7|A0A667I2W7_LYNCA
OG0000071	sp|P99024|TBB5_MOUSE	tr|A0A667GBL5|A0A667GBL5_LYNCA
OG0000078	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A667G208|A0A667G208_LYNCA
OG0000078	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A667G3Q7|A0A667G3Q7_LYNCA, tr|A0A667HJ98|A0A667HJ98_LYNCA, tr|A0A667G7S8|A0A667G7S8_LYNCA, tr|A0A667GRF1|A0A667GRF1_LYNCA, tr|A0A667FQG9|A0A667FQG9_LYNCA, tr|A0A667GS58|A0A667GS58_LYNCA, tr|A0A667G2G3|A0A667G2G3_LYNCA
OG0000078	sp|P10854|H2B1M_MOUSE	tr|A0A667GT38|A0A667GT38_LYNCA
OG0000079	sp|Q91VJ1|AIM2_MOUSE	tr|A0A667IQB7|A0A667IQB7_LYNCA
OG0000079	tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|O35368|IFI3_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE	tr|A0A667I3Y7|A0A667I3Y7_LYNCA
OG0000080	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI93|A2BI93_MOUSE	tr|A0A667ICP5|A0A667ICP5_LYNCA
OG0000088	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A667HI63|A0A667HI63_LYNCA, tr|A0A667GU05|A0A667GU05_LYNCA, tr|A0A667GS74|A0A667GS74_LYNCA, tr|A0A667GC39|A0A667GC39_LYNCA, tr|A0A667GC67|A0A667GC67_LYNCA, tr|A0A667GTV4|A0A667GTV4_LYNCA, tr|A0A667GC82|A0A667GC82_LYNCA, tr|A0A667GS00|A0A667GS00_LYNCA, tr|A0A667GU68|A0A667GU68_LYNCA, tr|A0A667GSD6|A0A667GSD6_LYNCA, tr|A0A667GSI9|A0A667GSI9_LYNCA, tr|A0A667GS56|A0A667GS56_LYNCA, tr|A0A667G7A7|A0A667G7A7_LYNCA
OG0000089	tr|A1L1B4|A1L1B4_MOUSE, tr|Q8VET6|Q8VET6_MOUSE	tr|A0A667GKM2|A0A667GKM2_LYNCA, tr|A0A667GG40|A0A667GG40_LYNCA
OG0000089	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A667HS73|A0A667HS73_LYNCA, tr|A0A667H0S7|A0A667H0S7_LYNCA
OG0000089	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A667GFR6|A0A667GFR6_LYNCA
OG0000090	sp|Q09143|CTR1_MOUSE	tr|A0A667GMY2|A0A667GMY2_LYNCA
OG0000090	sp|P18581|CTR2_MOUSE	tr|A0A667G064|A0A667G064_LYNCA
OG0000090	sp|P70423|CTR3_MOUSE	tr|A0A667HGN7|A0A667HGN7_LYNCA
OG0000090	tr|E9PWS4|E9PWS4_MOUSE	tr|A0A667GBX6|A0A667GBX6_LYNCA, tr|A0A667HR24|A0A667HR24_LYNCA, tr|A0A667H7X4|A0A667H7X4_LYNCA, tr|A0A667H7V5|A0A667H7V5_LYNCA, tr|A0A667H800|A0A667H800_LYNCA, tr|A0A667H7Y6|A0A667H7Y6_LYNCA, tr|A0A667HPH9|A0A667HPH9_LYNCA
OG0000091	sp|Q8K2I3|FMO2_MOUSE	tr|A0A667I1N5|A0A667I1N5_LYNCA
OG0000091	sp|P50285|FMO1_MOUSE	tr|A0A667I493|A0A667I493_LYNCA
OG0000091	sp|P97501|FMO3_MOUSE	tr|A0A667I3N8|A0A667I3N8_LYNCA
OG0000091	tr|J3QMN6|J3QMN6_MOUSE	tr|A0A667HJ92|A0A667HJ92_LYNCA
OG0000091	sp|P97872|FMO5_MOUSE	tr|A0A667G8F0|A0A667G8F0_LYNCA
OG0000091	tr|Q8C116|Q8C116_MOUSE, tr|G3X946|G3X946_MOUSE, tr|B2RWH8|B2RWH8_MOUSE	tr|A0A667HN96|A0A667HN96_LYNCA
OG0000092	tr|B7ZMQ6|B7ZMQ6_MOUSE, sp|Q63994|CD33_MOUSE	tr|A0A667HTK8|A0A667HTK8_LYNCA
OG0000092	sp|Q80ZE3|SIG10_MOUSE	tr|A0A667IBW5|A0A667IBW5_LYNCA, tr|A0A667ICH4|A0A667ICH4_LYNCA, tr|A0A667IC89|A0A667IC89_LYNCA, tr|A0A667HY09|A0A667HY09_LYNCA, tr|A0A667IEF1|A0A667IEF1_LYNCA
OG0000092	sp|Q920G3|SIGL5_MOUSE	tr|A0A667ICW9|A0A667ICW9_LYNCA
OG0000093	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A667J1L4|A0A667J1L4_LYNCA
OG0000093	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A667ICF7|A0A667ICF7_LYNCA, tr|A0A667IDC7|A0A667IDC7_LYNCA, tr|A0A667HPK6|A0A667HPK6_LYNCA, tr|A0A667ICX3|A0A667ICX3_LYNCA, tr|A0A667HW57|A0A667HW57_LYNCA, tr|A0A667ICQ3|A0A667ICQ3_LYNCA, tr|A0A667ICR9|A0A667ICR9_LYNCA, tr|A0A667IF93|A0A667IF93_LYNCA, tr|A0A667IBZ5|A0A667IBZ5_LYNCA, tr|A0A667IEX1|A0A667IEX1_LYNCA, tr|A0A667IFA1|A0A667IFA1_LYNCA
OG0000094	tr|Q5SW50|Q5SW50_MOUSE, tr|Q5SW49|Q5SW49_MOUSE	tr|A0A667I9G2|A0A667I9G2_LYNCA, tr|A0A667ITU4|A0A667ITU4_LYNCA
OG0000094	tr|Q5SW48|Q5SW48_MOUSE	tr|A0A667I9H1|A0A667I9H1_LYNCA
OG0000094	tr|Q0VDY1|Q0VDY1_MOUSE	tr|A0A667I7K7|A0A667I7K7_LYNCA
OG0000094	tr|Q8VFU9|Q8VFU9_MOUSE	tr|A0A667HRK0|A0A667HRK0_LYNCA, tr|A0A667IAX1|A0A667IAX1_LYNCA, tr|A0A667IAW3|A0A667IAW3_LYNCA, tr|A0A667IB01|A0A667IB01_LYNCA, tr|A0A667IUV6|A0A667IUV6_LYNCA
OG0000095	tr|S4R2V3|S4R2V3_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE	tr|A0A667I741|A0A667I741_LYNCA
OG0000100	sp|P16125|LDHB_MOUSE	tr|A0A667HQ82|A0A667HQ82_LYNCA
OG0000100	sp|P06151|LDHA_MOUSE	tr|A0A667GGY8|A0A667GGY8_LYNCA, tr|A0A667H2Z3|A0A667H2Z3_LYNCA, tr|A0A667HI28|A0A667HI28_LYNCA, tr|A0A667H3X1|A0A667H3X1_LYNCA, tr|A0A667FXQ3|A0A667FXQ3_LYNCA, tr|A0A667I687|A0A667I687_LYNCA
OG0000100	tr|Q8BVP2|Q8BVP2_MOUSE, sp|P00342|LDHC_MOUSE	tr|A0A667HIW4|A0A667HIW4_LYNCA
OG0000101	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A667FZU4|A0A667FZU4_LYNCA
OG0000101	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A667G1W5|A0A667G1W5_LYNCA, tr|A0A667I3S3|A0A667I3S3_LYNCA, tr|A0A667FZU3|A0A667FZU3_LYNCA, tr|A0A667GQJ0|A0A667GQJ0_LYNCA, tr|A0A667FFT3|A0A667FFT3_LYNCA, tr|A0A667FMR2|A0A667FMR2_LYNCA, tr|A0A667G1W8|A0A667G1W8_LYNCA, tr|A0A667FMR0|A0A667FMR0_LYNCA, tr|A0A667GPC1|A0A667GPC1_LYNCA, tr|A0A667FFT7|A0A667FFT7_LYNCA
OG0000102	sp|Q62148|AL1A2_MOUSE	tr|A0A667GLC8|A0A667GLC8_LYNCA
OG0000102	sp|O35945|AL1A7_MOUSE, sp|P24549|AL1A1_MOUSE	tr|A0A667IVC8|A0A667IVC8_LYNCA
OG0000102	sp|Q571I9|A16A1_MOUSE	tr|A0A667J039|A0A667J039_LYNCA
OG0000102	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A667HSG5|A0A667HSG5_LYNCA
OG0000102	sp|P47738|ALDH2_MOUSE	tr|A0A667HBD8|A0A667HBD8_LYNCA
OG0000102	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A667GTC7|A0A667GTC7_LYNCA
OG0000103	tr|D3Z4K0|D3Z4K0_MOUSE, sp|Q9D504|ANKR7_MOUSE, tr|A5H0M4|A5H0M4_MOUSE, tr|Q05AC5|Q05AC5_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE, tr|D3Z1P8|D3Z1P8_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE	tr|A0A667FY99|A0A667FY99_LYNCA
OG0000104	tr|Q7TRI8|Q7TRI8_MOUSE, tr|L7N1Z1|L7N1Z1_MOUSE, tr|Q8VFC1|Q8VFC1_MOUSE, tr|Q8VFQ1|Q8VFQ1_MOUSE, tr|Q8VFG3|Q8VFG3_MOUSE, tr|Q5SZS9|Q5SZS9_MOUSE, tr|Q8VFH0|Q8VFH0_MOUSE, tr|L7N475|L7N475_MOUSE, tr|Q6UAH1|Q6UAH1_MOUSE, tr|Q7TRL3|Q7TRL3_MOUSE, tr|Q0VEL5|Q0VEL5_MOUSE, tr|A0A140LHN3|A0A140LHN3_MOUSE	tr|A0A667G8F8|A0A667G8F8_LYNCA
OG0000109	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A667GR07|A0A667GR07_LYNCA
OG0000109	tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A667GNS8|A0A667GNS8_LYNCA, tr|A0A667GQX5|A0A667GQX5_LYNCA, tr|A0A667H907|A0A667H907_LYNCA, tr|A0A667H931|A0A667H931_LYNCA, tr|A0A667H6A9|A0A667H6A9_LYNCA, tr|A0A667HY12|A0A667HY12_LYNCA, tr|A0A667H6Q4|A0A667H6Q4_LYNCA, tr|A0A667GNR0|A0A667GNR0_LYNCA, tr|A0A667H3R2|A0A667H3R2_LYNCA
OG0000111	sp|Q8VFV4|O1440_MOUSE	tr|A0A667IUI6|A0A667IUI6_LYNCA
OG0000111	tr|Q8VFV3|Q8VFV3_MOUSE	tr|A0A667HQT9|A0A667HQT9_LYNCA
OG0000111	tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|A0A667HR92|A0A667HR92_LYNCA
OG0000111	tr|A0A140LHS9|A0A140LHS9_MOUSE	tr|A0A667I7C5|A0A667I7C5_LYNCA
OG0000112	sp|Q9R053|SCNBA_MOUSE	tr|A0A667H3K0|A0A667H3K0_LYNCA
OG0000112	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A667GNA3|A0A667GNA3_LYNCA, tr|A0A667GI60|A0A667GI60_LYNCA, tr|A0A667I595|A0A667I595_LYNCA, tr|A0A667H359|A0A667H359_LYNCA, tr|A0A667HQ15|A0A667HQ15_LYNCA, tr|A0A667GML5|A0A667GML5_LYNCA, tr|A0A667H1P7|A0A667H1P7_LYNCA, tr|A0A667HSG0|A0A667HSG0_LYNCA, tr|A0A667GIE2|A0A667GIE2_LYNCA
OG0000114	sp|Q8K2A6|LIPM_MOUSE	tr|A0A667HL91|A0A667HL91_LYNCA
OG0000114	sp|Q9Z0M5|LICH_MOUSE, sp|Q9CPP7|LIPG_MOUSE, sp|Q8BM14|LIPK_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, sp|Q3U4B4|LIPN_MOUSE	tr|A0A667IB82|A0A667IB82_LYNCA
OG0000115	sp|Q8BG05|ROA3_MOUSE	tr|A0A667HBW6|A0A667HBW6_LYNCA, tr|A0A667GF57|A0A667GF57_LYNCA
OG0000115	sp|P49312|ROA1_MOUSE	tr|A0A667GK44|A0A667GK44_LYNCA, tr|A0A667IX71|A0A667IX71_LYNCA, tr|A0A667G5G5|A0A667G5G5_LYNCA, tr|A0A667GVA5|A0A667GVA5_LYNCA, tr|A0A667GSM3|A0A667GSM3_LYNCA, tr|A0A667G1D0|A0A667G1D0_LYNCA, tr|A0A667FYP4|A0A667FYP4_LYNCA, tr|A0A667G946|A0A667G946_LYNCA
OG0000116	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A667GCW0|A0A667GCW0_LYNCA, tr|A0A667GXS3|A0A667GXS3_LYNCA, tr|A0A667GZP9|A0A667GZP9_LYNCA, tr|A0A667HNW9|A0A667HNW9_LYNCA, tr|A0A667GHJ3|A0A667GHJ3_LYNCA, tr|A0A667GZN3|A0A667GZN3_LYNCA, tr|A0A667HPQ3|A0A667HPQ3_LYNCA, tr|A0A667GXZ5|A0A667GXZ5_LYNCA, tr|A0A667GZT6|A0A667GZT6_LYNCA, tr|A0A667HPE8|A0A667HPE8_LYNCA, tr|A0A667GI50|A0A667GI50_LYNCA
OG0000117	sp|Q61597|CRGC_MOUSE	tr|A0A667HG15|A0A667HG15_LYNCA
OG0000117	sp|P04345|CRGA_MOUSE	tr|A0A667HHI9|A0A667HHI9_LYNCA
OG0000117	sp|P04344|CRGB_MOUSE	tr|A0A667HG71|A0A667HG71_LYNCA
OG0000117	sp|Q9CXV3|CRGF_MOUSE, sp|Q03740|CRGE_MOUSE	tr|A0A667HZN2|A0A667HZN2_LYNCA, tr|A0A667IQI5|A0A667IQI5_LYNCA
OG0000117	sp|P04342|CRGD_MOUSE	tr|A0A667IN06|A0A667IN06_LYNCA
OG0000118	sp|Q9R1M5|NALP5_MOUSE	tr|A0A667IT24|A0A667IT24_LYNCA
OG0000118	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A667FFX8|A0A667FFX8_LYNCA
OG0000118	sp|E9Q5R7|NAL12_MOUSE	tr|A0A667HHX2|A0A667HHX2_LYNCA
OG0000118	sp|Q6B966|NAL14_MOUSE	tr|A0A667GSA8|A0A667GSA8_LYNCA
OG0000119	tr|G5E8X2|G5E8X2_MOUSE	tr|A0A667GAZ2|A0A667GAZ2_LYNCA
OG0000119	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A667GYL0|A0A667GYL0_LYNCA
OG0000119	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A667GUY7|A0A667GUY7_LYNCA
OG0000119	tr|Q9D4E6|Q9D4E6_MOUSE, tr|Q62029|Q62029_MOUSE, sp|P29341|PABP1_MOUSE	tr|A0A667I8L2|A0A667I8L2_LYNCA
OG0000120	tr|A0A075B620|A0A075B620_MOUSE, tr|A0A075B6C1|A0A075B6C1_MOUSE, tr|Q5R1H9|Q5R1H9_MOUSE, tr|A0A0G2JEV5|A0A0G2JEV5_MOUSE, tr|Q5R1I3|Q5R1I3_MOUSE, tr|Q5R1I1|Q5R1I1_MOUSE, sp|P01739|TVA2_MOUSE, tr|A0A0B4J1N1|A0A0B4J1N1_MOUSE, tr|A0A075B6D1|A0A075B6D1_MOUSE, tr|A0A075B604|A0A075B604_MOUSE, tr|A0A0G2JFX6|A0A0G2JFX6_MOUSE	tr|A0A667GEX8|A0A667GEX8_LYNCA
OG0000121	tr|A0A494BB12|A0A494BB12_MOUSE	tr|A0A667FPG4|A0A667FPG4_LYNCA
OG0000121	tr|Q3UUV9|Q3UUV9_MOUSE, sp|P01915|HB22_MOUSE, sp|P20040|HB24_MOUSE, sp|P04230|HB21_MOUSE	tr|A0A667FUL4|A0A667FUL4_LYNCA, tr|A0A667GAA3|A0A667GAA3_LYNCA, tr|A0A667FUP2|A0A667FUP2_LYNCA
OG0000121	sp|P06344|HB2U_MOUSE, sp|P01921|HB2D_MOUSE	tr|A0A667GAV0|A0A667GAV0_LYNCA
OG0000122	sp|Q60682|KLRA8_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60654|KLRA7_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60660|KLRA2_MOUSE	tr|A0A667GG80|A0A667GG80_LYNCA
OG0000123	tr|B2RT54|B2RT54_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|B1AQP7|B1AQP7_MOUSE, tr|Q3UZ24|Q3UZ24_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|G3X9K7|G3X9K7_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE, tr|A2VDH7|A2VDH7_MOUSE	tr|A0A667GZG4|A0A667GZG4_LYNCA
OG0000133	tr|Q8VES9|Q8VES9_MOUSE	tr|A0A667G3A7|A0A667G3A7_LYNCA
OG0000133	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A667G3F1|A0A667G3F1_LYNCA, tr|A0A667G3D7|A0A667G3D7_LYNCA, tr|A0A667G3G0|A0A667G3G0_LYNCA
OG0000133	tr|Q8VGP6|Q8VGP6_MOUSE, sp|P34984|OLF13_MOUSE	tr|A0A667FHF7|A0A667FHF7_LYNCA, tr|A0A667FP74|A0A667FP74_LYNCA, tr|A0A667G3C1|A0A667G3C1_LYNCA
OG0000134	tr|Q9D5V1|Q9D5V1_MOUSE	tr|A0A667H1I1|A0A667H1I1_LYNCA, tr|A0A667I032|A0A667I032_LYNCA, tr|A0A667HDU2|A0A667HDU2_LYNCA, tr|A0A667H189|A0A667H189_LYNCA, tr|A0A667IZV1|A0A667IZV1_LYNCA, tr|A0A667I605|A0A667I605_LYNCA, tr|A0A667HJG5|A0A667HJG5_LYNCA, tr|A0A667G6Y9|A0A667G6Y9_LYNCA, tr|A0A667HAA9|A0A667HAA9_LYNCA, tr|A0A667GLR2|A0A667GLR2_LYNCA
OG0000135	sp|P10126|EF1A1_MOUSE	tr|A0A667H9L1|A0A667H9L1_LYNCA
OG0000135	sp|P62631|EF1A2_MOUSE	tr|A0A667HM03|A0A667HM03_LYNCA, tr|A0A667H504|A0A667H504_LYNCA, tr|A0A667IAQ4|A0A667IAQ4_LYNCA, tr|A0A667I650|A0A667I650_LYNCA, tr|A0A667J5U8|A0A667J5U8_LYNCA, tr|A0A667H5B2|A0A667H5B2_LYNCA, tr|A0A667FEY2|A0A667FEY2_LYNCA, tr|A0A667GMX0|A0A667GMX0_LYNCA
OG0000136	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A667IND8|A0A667IND8_LYNCA
