Orthogroup	Mus_musculus	Marmota_monax
OG0000380	sp|Q921H8|THIKA_MOUSE, sp|Q8VCH0|THIKB_MOUSE	tr|A0A5E4CKS5|A0A5E4CKS5_MARMO, tr|A0A5E4CVX8|A0A5E4CVX8_MARMO, tr|A0A5E4CMQ9|A0A5E4CMQ9_MARMO, tr|A0A5E4CM31|A0A5E4CM31_MARMO, tr|A0A5E4CXA0|A0A5E4CXA0_MARMO, tr|A0A5E4CY40|A0A5E4CY40_MARMO
OG0000382	tr|A2AVC4|A2AVC4_MOUSE, tr|A2AVC3|A2AVC3_MOUSE	tr|A0A5E4D1S8|A0A5E4D1S8_MARMO, tr|A0A5E4D1F1|A0A5E4D1F1_MARMO, tr|A0A5E4D1H9|A0A5E4D1H9_MARMO, tr|A0A5E4D1P0|A0A5E4D1P0_MARMO, tr|A0A5E4BF21|A0A5E4BF21_MARMO, tr|A0A5E4D4T9|A0A5E4D4T9_MARMO
OG0000383	sp|Q924N4|S12A6_MOUSE	tr|A0A5E4BUL8|A0A5E4BUL8_MARMO
OG0000383	sp|Q9JIS8|S12A4_MOUSE	tr|A0A5E4AI40|A0A5E4AI40_MARMO
OG0000383	sp|Q91V14|S12A5_MOUSE	tr|A0A5E4B8V0|A0A5E4B8V0_MARMO
OG0000383	sp|Q9WVL3|S12A7_MOUSE	tr|A0A5E4D0K9|A0A5E4D0K9_MARMO
OG0000384	sp|P20852|CP2A5_MOUSE, sp|P15392|CP2A4_MOUSE	tr|A0A5E4AHQ9|A0A5E4AHQ9_MARMO, tr|A0A5E4CL07|A0A5E4CL07_MARMO
OG0000384	tr|B2RXZ2|B2RXZ2_MOUSE, sp|P56593|CP2AC_MOUSE	tr|A0A5E4AG48|A0A5E4AG48_MARMO, tr|A0A5E4ADM6|A0A5E4ADM6_MARMO
OG0000386	tr|Q8HWA3|Q8HWA3_MOUSE	tr|A0A5E4D6C6|A0A5E4D6C6_MARMO, tr|A0A5E4AQC4|A0A5E4AQC4_MARMO, tr|A0A5E4BHA7|A0A5E4BHA7_MARMO, tr|A0A5E4BF62|A0A5E4BF62_MARMO, tr|A0A5E4BEF8|A0A5E4BEF8_MARMO, tr|A0A5E4D6D2|A0A5E4D6D2_MARMO, tr|A0A5E4BEA3|A0A5E4BEA3_MARMO
OG0000387	sp|Q3UH60|DIP2B_MOUSE	tr|A0A5E4AU43|A0A5E4AU43_MARMO
OG0000387	sp|Q8BWT5|DIP2A_MOUSE	tr|A0A5E4BJU7|A0A5E4BJU7_MARMO
OG0000387	tr|E9PWR4|E9PWR4_MOUSE	tr|A0A5E4B4B9|A0A5E4B4B9_MARMO
OG0000389	sp|P47915|RL29_MOUSE, tr|W4VSN7|W4VSN7_MOUSE	tr|A0A5E4DDB0|A0A5E4DDB0_MARMO, tr|A0A5E4CMW4|A0A5E4CMW4_MARMO, tr|A0A5E4BNS7|A0A5E4BNS7_MARMO, tr|A0A5E4BIM1|A0A5E4BIM1_MARMO, tr|A0A5E4AU52|A0A5E4AU52_MARMO, tr|A0A5E4CCX8|A0A5E4CCX8_MARMO
OG0000391	sp|Q8VGS3|O1019_MOUSE, sp|Q8VFK1|O1009_MOUSE, tr|Q7TR99|Q7TR99_MOUSE, tr|Q7TRA0|Q7TRA0_MOUSE, sp|Q8VF76|OL998_MOUSE, sp|Q8VFK2|O1002_MOUSE, sp|Q9QY00|OL154_MOUSE	tr|A0A5E4BCL2|A0A5E4BCL2_MARMO
OG0000392	tr|Q7TMN8|Q7TMN8_MOUSE	tr|A0A5E4AI63|A0A5E4AI63_MARMO
OG0000392	sp|P10755|ZFP14_MOUSE	tr|A0A5E4AFQ7|A0A5E4AFQ7_MARMO, tr|A0A5E4CTW4|A0A5E4CTW4_MARMO, tr|A0A5E4AGW6|A0A5E4AGW6_MARMO, tr|A0A5E4AGR6|A0A5E4AGR6_MARMO, tr|A0A5E4AFY8|A0A5E4AFY8_MARMO
OG0000394	sp|Q80SU7|GVIN1_MOUSE	tr|A0A5E4CT16|A0A5E4CT16_MARMO, tr|A0A5E4CR75|A0A5E4CR75_MARMO, tr|A0A5E4CTC7|A0A5E4CTC7_MARMO, tr|A0A5E4CRJ2|A0A5E4CRJ2_MARMO, tr|A0A5E4CTS3|A0A5E4CTS3_MARMO, tr|A0A5E4CTY1|A0A5E4CTY1_MARMO, tr|A0A5E4AVH5|A0A5E4AVH5_MARMO
OG0000395	sp|P09411|PGK1_MOUSE	tr|A0A5E4CSE5|A0A5E4CSE5_MARMO
OG0000395	sp|P09041|PGK2_MOUSE	tr|A0A5E4BQQ8|A0A5E4BQQ8_MARMO, tr|A0A5E4BKX0|A0A5E4BKX0_MARMO, tr|A0A5E4B349|A0A5E4B349_MARMO, tr|A0A5E4D0L3|A0A5E4D0L3_MARMO, tr|A0A5E4D427|A0A5E4D427_MARMO
OG0000396	tr|Q8VC29|Q8VC29_MOUSE, tr|B8JJZ9|B8JJZ9_MOUSE	tr|A0A5E4ABG5|A0A5E4ABG5_MARMO, tr|A0A5E4B9M0|A0A5E4B9M0_MARMO, tr|A0A5E4BVU9|A0A5E4BVU9_MARMO, tr|A0A5E4D244|A0A5E4D244_MARMO, tr|A0A5E4A6F8|A0A5E4A6F8_MARMO, tr|A0A5E4D1A5|A0A5E4D1A5_MARMO
OG0000397	sp|O35386|PAHX_MOUSE	tr|A0A5E4DD62|A0A5E4DD62_MARMO, tr|A0A5E4C9Z4|A0A5E4C9Z4_MARMO, tr|A0A5E4DCV1|A0A5E4DCV1_MARMO, tr|A0A5E4C9I4|A0A5E4C9I4_MARMO, tr|A0A5E4AF27|A0A5E4AF27_MARMO, tr|A0A5E4AEF7|A0A5E4AEF7_MARMO, tr|A0A5E4DA02|A0A5E4DA02_MARMO
OG0000398	sp|P08071|TRFL_MOUSE	tr|A0A5E4C1U0|A0A5E4C1U0_MARMO, tr|A0A5E4DCC1|A0A5E4DCC1_MARMO, tr|A0A5E4BVI2|A0A5E4BVI2_MARMO
OG0000398	sp|Q9DBD0|ICA_MOUSE	tr|A0A5E4C145|A0A5E4C145_MARMO
OG0000398	sp|Q921I1|TRFE_MOUSE	tr|Q7TSX8|Q7TSX8_MARMO
OG0000400	tr|A2A7W0|A2A7W0_MOUSE, tr|A2A7W1|A2A7W1_MOUSE, sp|Q6SJQ5|CLM3_MOUSE, sp|Q8VCH2|CLM5_MOUSE, sp|Q6SJQ7|CLM1_MOUSE	tr|A0A5E4DB39|A0A5E4DB39_MARMO, tr|A0A5E4CZ38|A0A5E4CZ38_MARMO, tr|A0A5E4CXJ1|A0A5E4CXJ1_MARMO
OG0000401	sp|Q80TR4|SLIT1_MOUSE	tr|A0A5E4AMU9|A0A5E4AMU9_MARMO
OG0000401	sp|Q9WVB4|SLIT3_MOUSE	tr|A0A5E4A664|A0A5E4A664_MARMO
OG0000401	sp|Q9R1B9|SLIT2_MOUSE	tr|A0A5E4CTX2|A0A5E4CTX2_MARMO, tr|A0A5E4AL21|A0A5E4AL21_MARMO, tr|A0A5E4CW23|A0A5E4CW23_MARMO
OG0000402	sp|Q91XE0|GLYAT_MOUSE	tr|A0A5E4ALT9|A0A5E4ALT9_MARMO
OG0000402	sp|E9Q5L8|GLYL3_MOUSE	tr|A0A5E4AJP6|A0A5E4AJP6_MARMO
OG0000402	sp|Q5FW57|GLYAL_MOUSE	tr|A0A5E4AJ78|A0A5E4AJ78_MARMO
OG0000402	sp|Q9DCY0|KEG1_MOUSE	tr|A0A5E4D1B8|A0A5E4D1B8_MARMO
OG0000403	sp|B0V2N1|PTPRS_MOUSE	tr|A0A5E4D2V0|A0A5E4D2V0_MARMO, tr|A0A5E4CEQ9|A0A5E4CEQ9_MARMO
OG0000403	sp|A2A8L5|PTPRF_MOUSE	tr|A0A5E4ATY9|A0A5E4ATY9_MARMO
OG0000403	sp|Q64487|PTPRD_MOUSE	tr|A0A5E4CBW1|A0A5E4CBW1_MARMO
OG0000404	sp|P70704|AT8A1_MOUSE	tr|A0A5E4B5B1|A0A5E4B5B1_MARMO
OG0000404	sp|P98200|AT8A2_MOUSE	tr|A0A5E4ADG4|A0A5E4ADG4_MARMO, tr|A0A5E4AEI0|A0A5E4AEI0_MARMO, tr|A0A5E4A6A2|A0A5E4A6A2_MARMO, tr|A0A5E4B9N3|A0A5E4B9N3_MARMO, tr|A0A5E4BAT6|A0A5E4BAT6_MARMO
OG0000405	sp|Q4QY64|ATAD5_MOUSE	tr|A0A5E4D4Q5|A0A5E4D4Q5_MARMO, tr|A0A5E4BBM2|A0A5E4BBM2_MARMO, tr|A0A5E4DCE3|A0A5E4DCE3_MARMO, tr|A0A5E4C5Q8|A0A5E4C5Q8_MARMO, tr|A0A5E4D4P4|A0A5E4D4P4_MARMO, tr|A0A5E4D4Y5|A0A5E4D4Y5_MARMO, tr|A0A5E4CVP2|A0A5E4CVP2_MARMO
OG0000407	sp|Q61781|K1C14_MOUSE	tr|A0A5E4CQ40|A0A5E4CQ40_MARMO
OG0000407	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A5E4CQ47|A0A5E4CQ47_MARMO
OG0000407	sp|Q9QWL7|K1C17_MOUSE	tr|A0A5E4CQ54|A0A5E4CQ54_MARMO
OG0000407	sp|Q6IFX2|K1C42_MOUSE	tr|A0A5E4CRX9|A0A5E4CRX9_MARMO
OG0000408	sp|Q3TYU2|AT135_MOUSE	tr|A0A5E4ALM1|A0A5E4ALM1_MARMO
OG0000408	sp|Q5XF89|AT133_MOUSE	tr|A0A5E4DB45|A0A5E4DB45_MARMO, tr|A0A5E4ALL9|A0A5E4ALL9_MARMO
OG0000408	sp|Q5XF90|AT134_MOUSE	tr|A0A5E4AK11|A0A5E4AK11_MARMO
OG0000410	sp|P20612|GNAT1_MOUSE	tr|A0A5E4CNR5|A0A5E4CNR5_MARMO, tr|A0A5E4CJA2|A0A5E4CJA2_MARMO, tr|A0A5E4B3Z7|A0A5E4B3Z7_MARMO, tr|A0A5E4CIG5|A0A5E4CIG5_MARMO
OG0000410	sp|Q3V3I2|GNAT3_MOUSE, sp|P50149|GNAT2_MOUSE	tr|A0A5E4BGK7|A0A5E4BGK7_MARMO
OG0000411	sp|Q9WTS5|TEN2_MOUSE	tr|A0A5E4A5Q4|A0A5E4A5Q4_MARMO
OG0000411	sp|Q9WTS6|TEN3_MOUSE	tr|A0A5E4B2N4|A0A5E4B2N4_MARMO
OG0000411	sp|Q3UHK6|TEN4_MOUSE	tr|A0A5E4AL34|A0A5E4AL34_MARMO
OG0000411	sp|Q9WTS4|TEN1_MOUSE	tr|A0A5E4CQJ3|A0A5E4CQJ3_MARMO
OG0000412	tr|E9Q3L4|E9Q3L4_MOUSE, sp|O35368|IFI3_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV2|IFI4_MOUSE	tr|A0A5E4CMJ0|A0A5E4CMJ0_MARMO
OG0000413	sp|Q8VGS1|O1038_MOUSE, tr|Q8VFL0|Q8VFL0_MOUSE, tr|Q7TR84|Q7TR84_MOUSE, tr|A2ARY1|A2ARY1_MOUSE, tr|A2ARY0|A2ARY0_MOUSE, tr|Q7TR81|Q7TR81_MOUSE, tr|Q8VFK4|Q8VFK4_MOUSE	tr|A0A5E4BCT6|A0A5E4BCT6_MARMO
OG0000414	sp|P70255|NFIC_MOUSE	tr|A0A5E4AVS8|A0A5E4AVS8_MARMO, tr|A0A5E4BWT1|A0A5E4BWT1_MARMO, tr|A0A5E4DE07|A0A5E4DE07_MARMO, tr|A0A5E4BSJ9|A0A5E4BSJ9_MARMO
OG0000414	sp|Q02780|NFIA_MOUSE, sp|P70257|NFIX_MOUSE	tr|A0A5E4AAB4|A0A5E4AAB4_MARMO
OG0000415	sp|Q61879|MYH10_MOUSE	tr|A0A5E4BDB9|A0A5E4BDB9_MARMO
OG0000415	sp|Q8VDD5|MYH9_MOUSE	tr|A0A5E4CFE6|A0A5E4CFE6_MARMO
OG0000415	sp|O08638|MYH11_MOUSE	tr|A0A5E4A4Q8|A0A5E4A4Q8_MARMO
OG0000415	sp|Q6URW6|MYH14_MOUSE	tr|A0A5E4BWR8|A0A5E4BWR8_MARMO
OG0000416	sp|Q9WV03|FA50A_MOUSE	tr|A0A5E4B180|A0A5E4B180_MARMO
OG0000416	sp|Q9WTJ8|FA50B_MOUSE	tr|A0A5E4D3S1|A0A5E4D3S1_MARMO, tr|A0A5E4D9H5|A0A5E4D9H5_MARMO, tr|A0A5E4DD38|A0A5E4DD38_MARMO, tr|A0A5E4D4D2|A0A5E4D4D2_MARMO, tr|A0A5E4AIW9|A0A5E4AIW9_MARMO
OG0000417	sp|Q5NCH9|GRM6_MOUSE	tr|A0A5E4B2K2|A0A5E4B2K2_MARMO
OG0000417	sp|Q68EF4|GRM4_MOUSE	tr|A0A5E4BQJ0|A0A5E4BQJ0_MARMO
OG0000417	sp|P47743|GRM8_MOUSE, sp|Q68ED2|GRM7_MOUSE	tr|A0A5E4BKZ5|A0A5E4BKZ5_MARMO, tr|A0A5E4BI57|A0A5E4BI57_MARMO
OG0000418	tr|E9PX29|E9PX29_MOUSE	tr|A0A5E4AGC6|A0A5E4AGC6_MARMO
OG0000418	sp|P15508|SPTB1_MOUSE	tr|A0A5E4BH69|A0A5E4BH69_MARMO
OG0000418	tr|Q68FG2|Q68FG2_MOUSE	tr|A0A5E4A1R0|A0A5E4A1R0_MARMO
OG0000418	sp|Q62261|SPTB2_MOUSE	tr|A0A5E4CZ84|A0A5E4CZ84_MARMO
OG0000419	sp|Q8R2W9|PANK3_MOUSE	tr|A0A5E4A6H1|A0A5E4A6H1_MARMO, tr|A0A5E4BWU6|A0A5E4BWU6_MARMO
OG0000419	sp|Q7M753|PANK2_MOUSE	tr|A0A5E4D3T8|A0A5E4D3T8_MARMO, tr|A0A5E4A6G0|A0A5E4A6G0_MARMO
OG0000419	sp|Q8K4K6|PANK1_MOUSE	tr|A0A5E4CN52|A0A5E4CN52_MARMO
OG0000421	sp|P52785|GUC2E_MOUSE	tr|A0A5E4BB51|A0A5E4BB51_MARMO
OG0000421	sp|A0A0U1RPR8|GUC2D_MOUSE	tr|A0A5E4B0V8|A0A5E4B0V8_MARMO
OG0000421	sp|Q5SDA5|GUC2F_MOUSE	tr|A0A5E4AZW0|A0A5E4AZW0_MARMO, tr|A0A5E4AFK3|A0A5E4AFK3_MARMO, tr|A0A5E4B9N1|A0A5E4B9N1_MARMO
OG0000422	sp|Q61103|REQU_MOUSE	tr|A0A5E4A1H5|A0A5E4A1H5_MARMO
OG0000422	sp|Q9QX66|DPF1_MOUSE	tr|A0A5E4AI75|A0A5E4AI75_MARMO
OG0000422	sp|P58269|DPF3_MOUSE	tr|A0A5E4DGB9|A0A5E4DGB9_MARMO, tr|A0A5E4BGB1|A0A5E4BGB1_MARMO, tr|A0A5E4BJC4|A0A5E4BJC4_MARMO
OG0000423	sp|Q9Z2W9|GRIA3_MOUSE	tr|A0A5E4BSU6|A0A5E4BSU6_MARMO
OG0000423	sp|P23818|GRIA1_MOUSE	tr|A0A5E4A3R5|A0A5E4A3R5_MARMO
OG0000423	sp|P23819|GRIA2_MOUSE	tr|A0A5E4BY60|A0A5E4BY60_MARMO
OG0000423	sp|Q9Z2W8|GRIA4_MOUSE	tr|A0A5E4BZG4|A0A5E4BZG4_MARMO
OG0000424	tr|Q1AN91|Q1AN91_MOUSE	tr|A0A5E4ALF2|A0A5E4ALF2_MARMO, tr|A0A5E4BYL6|A0A5E4BYL6_MARMO, tr|A0A5E4CHW5|A0A5E4CHW5_MARMO, tr|A0A5E4AJN5|A0A5E4AJN5_MARMO, tr|A0A5E4DBC7|A0A5E4DBC7_MARMO, tr|A0A5E4CHQ6|A0A5E4CHQ6_MARMO, tr|A0A5E4C102|A0A5E4C102_MARMO
OG0000425	sp|O54991|CNTP1_MOUSE, sp|Q9CPW0|CNTP2_MOUSE, sp|Q0V8T9|CTP5A_MOUSE, sp|Q0V8T8|CTP5B_MOUSE, sp|Q0V8T7|CTP5C_MOUSE, sp|Q99P47|CNTP4_MOUSE, tr|E9PY62|E9PY62_MOUSE	tr|A0A5E4BBW6|A0A5E4BBW6_MARMO
OG0000426	sp|Q7TN33|CELF6_MOUSE	tr|A0A5E4BHE6|A0A5E4BHE6_MARMO
OG0000426	sp|Q8CIN6|CELF3_MOUSE	tr|A0A5E4AR27|A0A5E4AR27_MARMO
OG0000426	tr|A0A5F8MPH2|A0A5F8MPH2_MOUSE	tr|A0A5E4BUY0|A0A5E4BUY0_MARMO
OG0000426	sp|Q7TSY6|CELF4_MOUSE	tr|A0A5E4C6R7|A0A5E4C6R7_MARMO
OG0000427	sp|Q61751|Z354A_MOUSE, sp|Q9QXT9|Z354B_MOUSE, sp|Q61967|ZFP90_MOUSE, tr|Q80Y34|Q80Y34_MOUSE, tr|Q6PCX8|Q6PCX8_MOUSE	tr|A0A5E4CZ71|A0A5E4CZ71_MARMO, tr|A0A5E4D8N2|A0A5E4D8N2_MARMO, tr|A0A5E4D800|A0A5E4D800_MARMO
OG0000428	sp|Q6ZWR4|2ABB_MOUSE	tr|A0A5E4B854|A0A5E4B854_MARMO
OG0000428	sp|Q8BG02|2ABG_MOUSE	tr|A0A5E4BHX6|A0A5E4BHX6_MARMO
OG0000428	sp|Q925E7|2ABD_MOUSE	tr|A0A5E4BN04|A0A5E4BN04_MARMO
OG0000428	sp|Q6P1F6|2ABA_MOUSE	tr|A0A5E4B8X8|A0A5E4B8X8_MARMO
OG0000429	tr|Q5SQ27|Q5SQ27_MOUSE	tr|A0A5E4C188|A0A5E4C188_MARMO
OG0000429	sp|Q99J08|S14L2_MOUSE	tr|A0A5E4C1X4|A0A5E4C1X4_MARMO
OG0000429	sp|Q8R0F9|S14L4_MOUSE	tr|A0A5E4C3D4|A0A5E4C3D4_MARMO, tr|A0A5E4C344|A0A5E4C344_MARMO, tr|A0A5E4C2R7|A0A5E4C2R7_MARMO
OG0000430	sp|Q80ZA0|ITL1B_MOUSE, sp|O88310|ITL1A_MOUSE	tr|A0A5E4CIV2|A0A5E4CIV2_MARMO, tr|A0A5E4CIX9|A0A5E4CIX9_MARMO, tr|A0A5E4BTX5|A0A5E4BTX5_MARMO, tr|A0A5E4CJ26|A0A5E4CJ26_MARMO, tr|A0A5E4BTV2|A0A5E4BTV2_MARMO, tr|A0A5E4DDL6|A0A5E4DDL6_MARMO
OG0000431	sp|P51683|CCR2_MOUSE	tr|A0A5E4BWY6|A0A5E4BWY6_MARMO
OG0000431	sp|P51682|CCR5_MOUSE	tr|A0A5E4BX00|A0A5E4BX00_MARMO
OG0000431	sp|P51680|CCR4_MOUSE, sp|P56484|CCR8_MOUSE, sp|O35457|CCRL2_MOUSE	tr|A0A5E4BXW4|A0A5E4BXW4_MARMO
OG0000432	tr|Q8VFR3|Q8VFR3_MOUSE	tr|A0A5E4D1N9|A0A5E4D1N9_MARMO
OG0000432	tr|Q920P2|Q920P2_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q7TR29|Q7TR29_MOUSE	tr|A0A5E4D1J0|A0A5E4D1J0_MARMO, tr|A0A5E4D4D8|A0A5E4D4D8_MARMO, tr|A0A5E4D3V6|A0A5E4D3V6_MARMO
OG0000433	sp|Q9R1X5|MRP5_MOUSE	tr|A0A5E4B3N1|A0A5E4B3N1_MARMO
OG0000433	sp|Q80WJ6|MRP9_MOUSE	tr|A0A5E4AU04|A0A5E4AU04_MARMO, tr|A0A5E4CXA1|A0A5E4CXA1_MARMO, tr|A0A5E4CXC0|A0A5E4CXC0_MARMO, tr|A0A5E4ATX1|A0A5E4ATX1_MARMO, tr|A0A5E4AUH1|A0A5E4AUH1_MARMO
OG0000434	sp|Q61116|ZN235_MOUSE, tr|E9Q8I5|E9Q8I5_MOUSE, tr|Q499D5|Q499D5_MOUSE, tr|A0A0U1RPC5|A0A0U1RPC5_MOUSE, tr|B2RRA8|B2RRA8_MOUSE, tr|Q9R164|Q9R164_MOUSE, tr|E9Q6Y4|E9Q6Y4_MOUSE	tr|A0A5E4CJR3|A0A5E4CJR3_MARMO
OG0000435	sp|Q80ZE3|SIG10_MOUSE	tr|A0A5E4BAP9|A0A5E4BAP9_MARMO, tr|A0A5E4BY78|A0A5E4BY78_MARMO, tr|A0A5E4BYD6|A0A5E4BYD6_MARMO, tr|A0A5E4DDJ6|A0A5E4DDJ6_MARMO, tr|A0A5E4CTH7|A0A5E4CTH7_MARMO, tr|A0A5E4CT81|A0A5E4CT81_MARMO, tr|A0A5E4BWB7|A0A5E4BWB7_MARMO
OG0000437	sp|P26040|EZRI_MOUSE	tr|A0A5E4CS85|A0A5E4CS85_MARMO
OG0000437	sp|P26041|MOES_MOUSE	tr|A0A5E4C4W2|A0A5E4C4W2_MARMO, tr|A0A5E4D8W5|A0A5E4D8W5_MARMO
OG0000437	sp|P26043|RADI_MOUSE	tr|A0A5E4D9H9|A0A5E4D9H9_MARMO, tr|A0A5E4A6I9|A0A5E4A6I9_MARMO
OG0000438	sp|P16305|GBRA6_MOUSE	tr|A0A5E4C3M4|A0A5E4C3M4_MARMO
OG0000438	sp|Q9D6F4|GBRA4_MOUSE, sp|Q8BHJ7|GBRA5_MOUSE, sp|P26048|GBRA2_MOUSE, sp|P62812|GBRA1_MOUSE, sp|P26049|GBRA3_MOUSE	tr|A0A5E4CAV3|A0A5E4CAV3_MARMO
OG0000439	tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A5E4BY62|A0A5E4BY62_MARMO, tr|A0A5E4BZ14|A0A5E4BZ14_MARMO, tr|A0A5E4CU31|A0A5E4CU31_MARMO
OG0000439	sp|Q91Y57|SIG12_MOUSE	tr|A0A5E4DJL8|A0A5E4DJL8_MARMO, tr|A0A5E4CRP0|A0A5E4CRP0_MARMO, tr|A0A5E4BWA0|A0A5E4BWA0_MARMO
OG0000440	sp|Q8C147|DOCK8_MOUSE	tr|A0A5E4BUD9|A0A5E4BUD9_MARMO
OG0000440	sp|Q8R1A4|DOCK7_MOUSE	tr|A0A5E4D5I0|A0A5E4D5I0_MARMO
OG0000440	sp|Q8VDR9|DOCK6_MOUSE	tr|A0A5E4DFL7|A0A5E4DFL7_MARMO, tr|A0A5E4ABK1|A0A5E4ABK1_MARMO, tr|A0A5E4DIM4|A0A5E4DIM4_MARMO
OG0000441	sp|Q8CJF9|AGO3_MOUSE	tr|A0A5E4B106|A0A5E4B106_MARMO
OG0000441	sp|Q8CJG1|AGO1_MOUSE	tr|A0A5E4B2P2|A0A5E4B2P2_MARMO
OG0000441	sp|Q8CJG0|AGO2_MOUSE	tr|A0A5E4B2V7|A0A5E4B2V7_MARMO
OG0000441	sp|Q8CJF8|AGO4_MOUSE	tr|A0A5E4B140|A0A5E4B140_MARMO
OG0000442	sp|Q8BKN6|HS3SA_MOUSE	tr|A0A5E4C4B4|A0A5E4C4B4_MARMO
OG0000442	sp|Q9QZS6|HS3SB_MOUSE	tr|A0A5E4ARM7|A0A5E4ARM7_MARMO
OG0000442	tr|D3YVV6|D3YVV6_MOUSE	tr|A0A5E4C3K8|A0A5E4C3K8_MARMO, tr|A0A5E4D2D7|A0A5E4D2D7_MARMO, tr|A0A5E4C380|A0A5E4C380_MARMO
OG0000443	sp|P62880|GBB2_MOUSE	tr|A0A5E4CQC0|A0A5E4CQC0_MARMO
OG0000443	sp|Q61011|GBB3_MOUSE	tr|A0A5E4B5E5|A0A5E4B5E5_MARMO
OG0000443	sp|P62874|GBB1_MOUSE	tr|A0A5E4BB65|A0A5E4BB65_MARMO
OG0000443	sp|P29387|GBB4_MOUSE	tr|A0A5E4B772|A0A5E4B772_MARMO
OG0000444	tr|A0A0G2JF87|A0A0G2JF87_MOUSE, tr|A0A0B4J1J8|A0A0B4J1J8_MOUSE, tr|A0A075B5Z1|A0A075B5Z1_MOUSE, sp|P06325|TVC4_MOUSE, tr|A2J008|A2J008_MOUSE, sp|P06324|TVC3_MOUSE, sp|P01740|TVC1_MOUSE	tr|A0A5E4D566|A0A5E4D566_MARMO
OG0000445	sp|P18653|KS6A1_MOUSE	tr|A0A5E4ACW4|A0A5E4ACW4_MARMO
OG0000445	sp|P18654|KS6A3_MOUSE	tr|A0A5E4BKJ7|A0A5E4BKJ7_MARMO
OG0000445	sp|Q7TPS0|KS6A6_MOUSE	tr|A0A5E4CVX3|A0A5E4CVX3_MARMO
OG0000445	sp|Q9WUT3|KS6A2_MOUSE	tr|A0A5E4C8Y8|A0A5E4C8Y8_MARMO
OG0000446	tr|Q8VGY1|Q8VGY1_MOUSE, tr|Q8VH21|Q8VH21_MOUSE, tr|Q7TRQ1|Q7TRQ1_MOUSE	tr|A0A5E4DC53|A0A5E4DC53_MARMO, tr|A0A5E4D633|A0A5E4D633_MARMO, tr|A0A5E4CZ32|A0A5E4CZ32_MARMO, tr|A0A5E4D652|A0A5E4D652_MARMO, tr|A0A5E4D6P2|A0A5E4D6P2_MARMO
OG0000447	sp|Q9R092|H17B6_MOUSE, sp|O88451|RDH7_MOUSE, tr|Q8CGV4|Q8CGV4_MOUSE, sp|O54909|RDH16_MOUSE, tr|Q8K5C8|Q8K5C8_MOUSE, tr|G5E8H9|G5E8H9_MOUSE, tr|Q8K3M1|Q8K3M1_MOUSE	tr|A0A5E4AUH9|A0A5E4AUH9_MARMO
OG0000463	sp|P20029|BIP_MOUSE	tr|A0A5E4D7X4|A0A5E4D7X4_MARMO, tr|A0A5E4BWM4|A0A5E4BWM4_MARMO, tr|A0A5E4C2I5|A0A5E4C2I5_MARMO, tr|A0A5E4D2T3|A0A5E4D2T3_MARMO, tr|A0A5E4BXP7|A0A5E4BXP7_MARMO, tr|A0A5E4AG32|A0A5E4AG32_MARMO
OG0000464	sp|Q9WUA3|PFKAP_MOUSE	tr|A0A5E4CW87|A0A5E4CW87_MARMO, tr|A0A5E4DA52|A0A5E4DA52_MARMO
OG0000464	sp|P12382|PFKAL_MOUSE	tr|A0A5E4CR91|A0A5E4CR91_MARMO
OG0000464	sp|P47857|PFKAM_MOUSE	tr|A0A5E4C4R8|A0A5E4C4R8_MARMO
OG0000465	tr|Q810N3|Q810N3_MOUSE, tr|Q8CFJ5|Q8CFJ5_MOUSE, sp|Q9JMI7|TX101_MOUSE	tr|A0A5E4DE17|A0A5E4DE17_MARMO
OG0000465	sp|Q8R2S8|CD177_MOUSE	tr|A0A5E4AC45|A0A5E4AC45_MARMO, tr|A0A5E4ACG0|A0A5E4ACG0_MARMO
OG0000466	sp|Q8BUR4|DOCK1_MOUSE	tr|A0A5E4CDQ5|A0A5E4CDQ5_MARMO
OG0000466	sp|Q8C3J5|DOCK2_MOUSE	tr|A0A5E4CE34|A0A5E4CE34_MARMO, tr|A0A5E4D8Q3|A0A5E4D8Q3_MARMO
OG0000466	sp|B2RY04|DOCK5_MOUSE	tr|A0A5E4B8W4|A0A5E4B8W4_MARMO
OG0000467	sp|Q9Z1L5|CA2D3_MOUSE	tr|A0A5E4B0M6|A0A5E4B0M6_MARMO
OG0000467	sp|Q5RJF7|CA2D4_MOUSE	tr|A0A5E4BFF2|A0A5E4BFF2_MARMO, tr|A0A5E4BE97|A0A5E4BE97_MARMO, tr|A0A5E4BFC1|A0A5E4BFC1_MARMO, tr|A0A5E4B3F8|A0A5E4B3F8_MARMO
OG0000468	sp|Q8BJI1|S6A17_MOUSE	tr|A0A5E4BGF8|A0A5E4BGF8_MARMO
OG0000468	sp|Q8BG16|S6A15_MOUSE	tr|A0A5E4C2W6|A0A5E4C2W6_MARMO, tr|A0A5E4BAH0|A0A5E4BAH0_MARMO, tr|A0A5E4BAI1|A0A5E4BAI1_MARMO, tr|A0A5E4BAU9|A0A5E4BAU9_MARMO
