Orthogroup	Mus_musculus	Mus_spicilegus
OG0000023	tr|Q7TRZ7|Q7TRZ7_MOUSE	tr|A0A8C6HU54|A0A8C6HU54_MUSSI
OG0000023	tr|Q8VGD7|Q8VGD7_MOUSE	tr|A0A8C6MZQ0|A0A8C6MZQ0_MUSSI
OG0000023	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A8C6H612|A0A8C6H612_MUSSI
OG0000023	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A8C6H6S3|A0A8C6H6S3_MUSSI
OG0000023	tr|E9Q3K2|E9Q3K2_MOUSE	tr|A0A8C6MVS7|A0A8C6MVS7_MUSSI
OG0000023	tr|Q8VGL6|Q8VGL6_MOUSE, tr|G5E8J1|G5E8J1_MOUSE, tr|Q7TS53|Q7TS53_MOUSE, tr|Q5NC45|Q5NC45_MOUSE, tr|Q8VGD8|Q8VGD8_MOUSE	tr|A0A8C6HUK4|A0A8C6HUK4_MUSSI
OG0000024	sp|Q64467|G3PT_MOUSE	tr|A0A8C6MRP9|A0A8C6MRP9_MUSSI, tr|A0A8C6GAF7|A0A8C6GAF7_MUSSI, tr|A0A8C6HY68|A0A8C6HY68_MUSSI, tr|A0A8C6N5Q5|A0A8C6N5Q5_MUSSI, tr|A0A8C6GCD7|A0A8C6GCD7_MUSSI, tr|A0A8C6GIS6|A0A8C6GIS6_MUSSI, tr|A0A8C6H8Y0|A0A8C6H8Y0_MUSSI, tr|A0A8C6GL76|A0A8C6GL76_MUSSI, tr|A0A8C6I4U1|A0A8C6I4U1_MUSSI, tr|A0A8C6HV35|A0A8C6HV35_MUSSI, tr|A0A8C6HDI3|A0A8C6HDI3_MUSSI, tr|A0A8C6GHH7|A0A8C6GHH7_MUSSI, tr|A0A8C6I6X5|A0A8C6I6X5_MUSSI, tr|A0A8C6G5H8|A0A8C6G5H8_MUSSI, tr|A0A8C6GYB5|A0A8C6GYB5_MUSSI, tr|A0A8C6IEE9|A0A8C6IEE9_MUSSI, tr|A0A8C6MS29|A0A8C6MS29_MUSSI, tr|A0A8C6HSH4|A0A8C6HSH4_MUSSI, tr|A0A8C6GY01|A0A8C6GY01_MUSSI, tr|A0A8C6GXZ3|A0A8C6GXZ3_MUSSI, tr|A0A8C6GPT4|A0A8C6GPT4_MUSSI, tr|A0A8C6ICS6|A0A8C6ICS6_MUSSI, tr|A0A8C6G9U2|A0A8C6G9U2_MUSSI
OG0000026	tr|F6QVC4|F6QVC4_MOUSE, tr|E9PZI8|E9PZI8_MOUSE, tr|E9Q2M1|E9Q2M1_MOUSE, tr|Q9D583|Q9D583_MOUSE, tr|Q6UY52|Q6UY52_MOUSE, tr|K7N6Y5|K7N6Y5_MOUSE, tr|F7BTS7|F7BTS7_MOUSE, tr|F7AEC7|F7AEC7_MOUSE, tr|K7N744|K7N744_MOUSE, tr|E9Q1N7|E9Q1N7_MOUSE, tr|G3X9Q9|G3X9Q9_MOUSE	tr|A0A8C6N0G5|A0A8C6N0G5_MUSSI, tr|A0A8C6HHU8|A0A8C6HHU8_MUSSI
OG0000026	tr|E9Q8R3|E9Q8R3_MOUSE, tr|D3Z257|D3Z257_MOUSE, tr|E9Q207|E9Q207_MOUSE, tr|J3QN98|J3QN98_MOUSE, tr|J3QK24|J3QK24_MOUSE, tr|K7N665|K7N665_MOUSE, tr|E9Q6D7|E9Q6D7_MOUSE, tr|F6S966|F6S966_MOUSE, tr|Q6UY53|Q6UY53_MOUSE	tr|A0A8C6GS90|A0A8C6GS90_MUSSI
OG0000027	tr|A0A087WNP5|A0A087WNP5_MOUSE	tr|A0A8C6MS56|A0A8C6MS56_MUSSI
OG0000027	tr|A0A1B0GT64|A0A1B0GT64_MOUSE	tr|A0A8C6MZF6|A0A8C6MZF6_MUSSI
OG0000027	tr|A0A0J9YVH3|A0A0J9YVH3_MOUSE	tr|A0A8C6HR85|A0A8C6HR85_MUSSI
OG0000027	tr|A0A0J9YUD4|A0A0J9YUD4_MOUSE, tr|A0A1W2P6H7|A0A1W2P6H7_MOUSE	tr|A0A8C6HUE6|A0A8C6HUE6_MUSSI
OG0000028	tr|A0A087WS64|A0A087WS64_MOUSE	tr|A0A8C6GCX7|A0A8C6GCX7_MUSSI, tr|A0A8C6GT81|A0A8C6GT81_MUSSI, tr|A0A8C6GDC1|A0A8C6GDC1_MUSSI, tr|A0A8C6HEH4|A0A8C6HEH4_MUSSI, tr|A0A8C6GLC1|A0A8C6GLC1_MUSSI, tr|A0A8C6GT80|A0A8C6GT80_MUSSI, tr|A0A8C6HNT4|A0A8C6HNT4_MUSSI, tr|A0A8C6GSK0|A0A8C6GSK0_MUSSI, tr|A0A8C6G5Z8|A0A8C6G5Z8_MUSSI, tr|A0A8C6HD96|A0A8C6HD96_MUSSI, tr|A0A8C6HI07|A0A8C6HI07_MUSSI, tr|A0A8C6H9L5|A0A8C6H9L5_MUSSI, tr|A0A8C6IGW5|A0A8C6IGW5_MUSSI, tr|A0A8C6HBH9|A0A8C6HBH9_MUSSI, tr|A0A8C6MNJ8|A0A8C6MNJ8_MUSSI, tr|A0A8C6G484|A0A8C6G484_MUSSI, tr|A0A8C6HAD8|A0A8C6HAD8_MUSSI, tr|A0A8C6GKC8|A0A8C6GKC8_MUSSI, tr|A0A8C6GSI1|A0A8C6GSI1_MUSSI, tr|A0A8C6MNL6|A0A8C6MNL6_MUSSI, tr|A0A8C6GIU2|A0A8C6GIU2_MUSSI, tr|A0A8C6G4M3|A0A8C6G4M3_MUSSI
OG0000030	tr|Q7TQZ9|Q7TQZ9_MOUSE	tr|A0A8C6H8F2|A0A8C6H8F2_MUSSI
OG0000030	tr|Q8VEX7|Q8VEX7_MOUSE	tr|A0A8C6H8H0|A0A8C6H8H0_MUSSI
OG0000030	tr|Q7TR09|Q7TR09_MOUSE	tr|A0A8C6MW75|A0A8C6MW75_MUSSI
OG0000030	tr|Q7TR08|Q7TR08_MOUSE	tr|A0A8C6MWK0|A0A8C6MWK0_MUSSI, tr|A0A8C6H6Y6|A0A8C6H6Y6_MUSSI, tr|A0A8C6H7B9|A0A8C6H7B9_MUSSI, tr|A0A8C6H847|A0A8C6H847_MUSSI, tr|A0A8C6H9U4|A0A8C6H9U4_MUSSI, tr|A0A8C6H827|A0A8C6H827_MUSSI, tr|A0A8C6H837|A0A8C6H837_MUSSI, tr|A0A8C6H8B5|A0A8C6H8B5_MUSSI, tr|A0A8C6H9H2|A0A8C6H9H2_MUSSI, tr|A0A8C6H886|A0A8C6H886_MUSSI, tr|A0A8C6H9U2|A0A8C6H9U2_MUSSI, tr|A0A8C6HAT1|A0A8C6HAT1_MUSSI, tr|A0A8C6H920|A0A8C6H920_MUSSI, tr|A0A8C6H8G9|A0A8C6H8G9_MUSSI, tr|A0A8C6HAJ4|A0A8C6HAJ4_MUSSI
OG0000031	tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XY7|Q91XY7_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE, sp|Q91XY4|PCDG4_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XX4|Q91XX4_MOUSE	tr|A0A8C6I5R6|A0A8C6I5R6_MUSSI
OG0000034	sp|O09167|RL21_MOUSE	tr|A0A8C6H5N9|A0A8C6H5N9_MUSSI, tr|A0A8C6G4Q6|A0A8C6G4Q6_MUSSI, tr|A0A8C6GMA0|A0A8C6GMA0_MUSSI, tr|A0A8C6IFL3|A0A8C6IFL3_MUSSI, tr|A0A8C6I347|A0A8C6I347_MUSSI, tr|A0A8C6MR15|A0A8C6MR15_MUSSI, tr|A0A8C6GGZ4|A0A8C6GGZ4_MUSSI, tr|A0A8C6HS71|A0A8C6HS71_MUSSI, tr|A0A8C6HE67|A0A8C6HE67_MUSSI, tr|A0A8C6HTG4|A0A8C6HTG4_MUSSI, tr|A0A8C6MXW2|A0A8C6MXW2_MUSSI, tr|A0A8C6GUI2|A0A8C6GUI2_MUSSI, tr|A0A8C6HX81|A0A8C6HX81_MUSSI, tr|A0A8C6GWU8|A0A8C6GWU8_MUSSI, tr|A0A8C6MR63|A0A8C6MR63_MUSSI, tr|A0A8C6G7M0|A0A8C6G7M0_MUSSI, tr|A0A8C6IC02|A0A8C6IC02_MUSSI, tr|A0A8C6H9R5|A0A8C6H9R5_MUSSI, tr|A0A8C6MSB9|A0A8C6MSB9_MUSSI, tr|A0A8C6GJ35|A0A8C6GJ35_MUSSI, tr|A0A8C6GFI2|A0A8C6GFI2_MUSSI
OG0000036	sp|Q91ZC6|MRGA6_MOUSE	tr|A0A8C6GHK9|A0A8C6GHK9_MUSSI
OG0000036	sp|Q91ZC4|MRGA8_MOUSE	tr|A0A8C6I7L3|A0A8C6I7L3_MUSSI
OG0000036	sp|Q91WW2|MRGA4_MOUSE	tr|A0A8C6N3D2|A0A8C6N3D2_MUSSI, tr|A0A8C6I605|A0A8C6I605_MUSSI, tr|A0A8C6I9Z9|A0A8C6I9Z9_MUSSI
OG0000036	sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW3|MRGA3_MOUSE	tr|A0A8C6GB30|A0A8C6GB30_MUSSI
OG0000036	sp|Q91WW5|MRGA1_MOUSE	tr|A0A8C6G516|A0A8C6G516_MUSSI
OG0000036	sp|Q91WW4|MRGA2_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE	tr|A0A8C6MQZ7|A0A8C6MQZ7_MUSSI
OG0000037	tr|Q8VFH7|Q8VFH7_MOUSE	tr|A0A8C6I9I1|A0A8C6I9I1_MUSSI
OG0000037	tr|Q8VFH3|Q8VFH3_MOUSE	tr|A0A8C6I588|A0A8C6I588_MUSSI
OG0000037	tr|Q8K501|Q8K501_MOUSE	tr|A0A8C6H6Y5|A0A8C6H6Y5_MUSSI
OG0000037	tr|Q8VGC4|Q8VGC4_MOUSE	tr|A0A8C6H4X3|A0A8C6H4X3_MUSSI
OG0000037	tr|Q8VEU0|Q8VEU0_MOUSE	tr|A0A8C6I889|A0A8C6I889_MUSSI
OG0000037	tr|Q8VGI7|Q8VGI7_MOUSE	tr|A0A8C6I7T8|A0A8C6I7T8_MUSSI
OG0000037	tr|Q8VFZ8|Q8VFZ8_MOUSE	tr|A0A8C6I596|A0A8C6I596_MUSSI
OG0000037	tr|Q8VGC2|Q8VGC2_MOUSE	tr|A0A8C6H6E3|A0A8C6H6E3_MUSSI
OG0000037	tr|Q8VGC5|Q8VGC5_MOUSE, tr|F6VS78|F6VS78_MOUSE, tr|Q8VFH6|Q8VFH6_MOUSE	tr|A0A8C6MVU1|A0A8C6MVU1_MUSSI
OG0000038	sp|Q8BYY9|SPA3B_MOUSE	tr|A0A8C6GZK3|A0A8C6GZK3_MUSSI
OG0000038	sp|Q6P4P1|SPA3A_MOUSE	tr|A0A8C6H0L8|A0A8C6H0L8_MUSSI
OG0000038	tr|D3Z451|D3Z451_MOUSE	tr|A0A8C6MUI3|A0A8C6MUI3_MUSSI
OG0000038	sp|Q00897|A1AT4_MOUSE, sp|P22599|A1AT2_MOUSE, sp|Q00896|A1AT3_MOUSE, sp|P07758|A1AT1_MOUSE, sp|Q00898|A1AT5_MOUSE, sp|P70458|IPSP_MOUSE, sp|Q91WP6|SPA3N_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P07759|SPA3K_MOUSE, sp|P29621|SPA3C_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q80X76|SPA3F_MOUSE	tr|A0A8C6H198|A0A8C6H198_MUSSI
OG0000040	sp|P04939|MUP3_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P11588|MUP1_MOUSE, sp|P02762|MUP6_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|E9QA79|E9QA79_MOUSE, sp|B5X0G2|MUP17_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11591|MUP5_MOUSE, sp|Q5FW60|MUP20_MOUSE	tr|A0A8C6HKU3|A0A8C6HKU3_MUSSI
OG0000042	tr|Q6W9L1|Q6W9L1_MOUSE, tr|F6T1I5|F6T1I5_MOUSE, tr|Q31615|Q31615_MOUSE, tr|Q0WXH6|Q0WXH6_MOUSE, tr|A7VMS2|A7VMS2_MOUSE, sp|P06339|HA15_MOUSE, tr|P79568|P79568_MOUSE, sp|P14430|HA18_MOUSE, sp|P14431|HA19_MOUSE, sp|P14429|HA17_MOUSE, tr|Q8HWB2|Q8HWB2_MOUSE, tr|G3UXE9|G3UXE9_MOUSE, sp|P01898|HA10_MOUSE, sp|P01901|HA1B_MOUSE, sp|P14427|HA14_MOUSE, sp|P01896|HA1Z_MOUSE, sp|P01897|HA1L_MOUSE, tr|Q4KN81|Q4KN81_MOUSE, tr|O19441|O19441_MOUSE	tr|A0A8C6N0W5|A0A8C6N0W5_MUSSI
OG0000043	sp|E9Q5K4|CP2CN_MOUSE, sp|P20852|CP2A5_MOUSE, sp|P15392|CP2A4_MOUSE, tr|B2RXZ2|B2RXZ2_MOUSE, sp|P56593|CP2AC_MOUSE, tr|Q148B1|Q148B1_MOUSE, tr|Q5GLZ0|Q5GLZ0_MOUSE, sp|Q9D816|CP255_MOUSE, tr|Q569X9|Q569X9_MOUSE, tr|E9PXC3|E9PXC3_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, sp|P56657|CP240_MOUSE, sp|Q91X77|CY250_MOUSE, sp|P56654|CP237_MOUSE, sp|Q6XVG2|CP254_MOUSE, sp|Q64458|CP2CT_MOUSE, sp|P56655|CP238_MOUSE, sp|P56656|CP239_MOUSE	tr|A0A8C6H3H5|A0A8C6H3H5_MUSSI
OG0000044	tr|A2AVC0|A2AVC0_MOUSE	tr|A0A8C6H5W5|A0A8C6H5W5_MUSSI
OG0000044	tr|Q8VG97|Q8VG97_MOUSE	tr|A0A8C6HX27|A0A8C6HX27_MUSSI
OG0000044	tr|Q8VFQ8|Q8VFQ8_MOUSE	tr|A0A8C6H472|A0A8C6H472_MUSSI
OG0000044	tr|Q7TR45|Q7TR45_MOUSE	tr|A0A8C6HUN9|A0A8C6HUN9_MUSSI
OG0000044	tr|Q7TR48|Q7TR48_MOUSE	tr|A0A8C6HXP3|A0A8C6HXP3_MUSSI
OG0000044	tr|Q8VEU8|Q8VEU8_MOUSE	tr|A0A8C6H302|A0A8C6H302_MUSSI
OG0000044	tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q7TR39|Q7TR39_MOUSE	tr|A0A8C6H526|A0A8C6H526_MUSSI
OG0000044	tr|Q8VFQ9|Q8VFQ9_MOUSE	tr|A0A8C6MVF3|A0A8C6MVF3_MUSSI
OG0000048	sp|Q8CGP5|H2A1F_MOUSE	tr|A0A8C6GA46|A0A8C6GA46_MUSSI
OG0000048	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A8C6IA32|A0A8C6IA32_MUSSI
OG0000048	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A8C6GF23|A0A8C6GF23_MUSSI
OG0000048	sp|Q8BFU2|H2A3_MOUSE	tr|A0A8C6N021|A0A8C6N021_MUSSI
OG0000048	sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE9|H2A1P_MOUSE	tr|A0A8C6G9K1|A0A8C6G9K1_MUSSI
OG0000049	tr|A2A8Q4|A2A8Q4_MOUSE	tr|A0A8C6HRA8|A0A8C6HRA8_MUSSI
OG0000049	tr|E9Q4Q0|E9Q4Q0_MOUSE	tr|A0A8C6HKK2|A0A8C6HKK2_MUSSI
OG0000049	tr|Q8R1N3|Q8R1N3_MOUSE, tr|B1ASD8|B1ASD8_MOUSE	tr|A0A8C6G4I4|A0A8C6G4I4_MUSSI
OG0000049	tr|B1ASQ7|B1ASQ7_MOUSE, tr|A2A7A2|A2A7A2_MOUSE, tr|A2A7A5|A2A7A5_MOUSE	tr|A0A8C6HNG2|A0A8C6HNG2_MUSSI
OG0000050	tr|Q7TQX0|Q7TQX0_MOUSE	tr|A0A8C6HQ69|A0A8C6HQ69_MUSSI
OG0000050	tr|Q8VF10|Q8VF10_MOUSE	tr|A0A8C6MZB1|A0A8C6MZB1_MUSSI
OG0000050	tr|Q7TQW8|Q7TQW8_MOUSE	tr|A0A8C6HNI8|A0A8C6HNI8_MUSSI
OG0000050	tr|A2BFL7|A2BFL7_MOUSE	tr|A0A8C6GAC6|A0A8C6GAC6_MUSSI
OG0000050	tr|Q7TQX1|Q7TQX1_MOUSE	tr|A0A8C6HQ32|A0A8C6HQ32_MUSSI
OG0000050	tr|Q8VG12|Q8VG12_MOUSE, tr|A0A140LI66|A0A140LI66_MOUSE, tr|A2AVL6|A2AVL6_MOUSE	tr|A0A8C6HMD5|A0A8C6HMD5_MUSSI
OG0000050	tr|Q8VET0|Q8VET0_MOUSE	tr|A0A8C6HQ42|A0A8C6HQ42_MUSSI
OG0000050	tr|Q8VF85|Q8VF85_MOUSE	tr|A0A8C6MZB3|A0A8C6MZB3_MUSSI
OG0000051	tr|Q7TRJ1|Q7TRJ1_MOUSE	tr|A0A8C6GZN9|A0A8C6GZN9_MUSSI
OG0000051	tr|Q8VGF0|Q8VGF0_MOUSE	tr|A0A8C6GYX0|A0A8C6GYX0_MUSSI
OG0000051	tr|Q8VF25|Q8VF25_MOUSE	tr|A0A8C6GYV1|A0A8C6GYV1_MUSSI
OG0000051	tr|Q7TRJ0|Q7TRJ0_MOUSE	tr|A0A8C6HIA6|A0A8C6HIA6_MUSSI
OG0000051	tr|Q7TRJ8|Q7TRJ8_MOUSE	tr|A0A8C6GJU7|A0A8C6GJU7_MUSSI
OG0000051	tr|Q8C0S2|Q8C0S2_MOUSE	tr|A0A8C6HUH1|A0A8C6HUH1_MUSSI
OG0000051	tr|Q923Q6|Q923Q6_MOUSE	tr|A0A8C6HPJ3|A0A8C6HPJ3_MUSSI
OG0000051	tr|Q8VEU4|Q8VEU4_MOUSE	tr|A0A8C6N0V7|A0A8C6N0V7_MUSSI
OG0000051	tr|Q923Q8|Q923Q8_MOUSE	tr|A0A8C6N0K9|A0A8C6N0K9_MUSSI
OG0000052	tr|Q9EQ90|Q9EQ90_MOUSE	tr|A0A8C6I7D9|A0A8C6I7D9_MUSSI
OG0000052	tr|Q9EQ91|Q9EQ91_MOUSE	tr|A0A8C6I713|A0A8C6I713_MUSSI
OG0000052	tr|Q9EQ95|Q9EQ95_MOUSE	tr|A0A8C6I962|A0A8C6I962_MUSSI
OG0000052	tr|Q9EQB5|Q9EQB5_MOUSE	tr|A0A8C6I9T1|A0A8C6I9T1_MUSSI
OG0000052	tr|Q9EQB8|Q9EQB8_MOUSE, tr|Q9EQB4|Q9EQB4_MOUSE	tr|A0A8C6I9W1|A0A8C6I9W1_MUSSI
OG0000052	tr|Q9EQ92|Q9EQ92_MOUSE	tr|A0A8C6I5R8|A0A8C6I5R8_MUSSI
OG0000052	tr|Q9EQ94|Q9EQ94_MOUSE, tr|Q9EQB6|Q9EQB6_MOUSE	tr|A0A8C6I9S1|A0A8C6I9S1_MUSSI
OG0000053	tr|Q7TRD6|Q7TRD6_MOUSE	tr|A0A8C6H9K0|A0A8C6H9K0_MUSSI
OG0000053	tr|L7N210|L7N210_MOUSE	tr|A0A8C6H8P5|A0A8C6H8P5_MUSSI
OG0000053	sp|P34985|OL143_MOUSE	tr|A0A8C6HAI6|A0A8C6HAI6_MUSSI
OG0000053	tr|Q9EQB2|Q9EQB2_MOUSE	tr|A0A8C6HAL2|A0A8C6HAL2_MUSSI, tr|A0A8C6HC67|A0A8C6HC67_MUSSI
OG0000053	tr|L7N1Z5|L7N1Z5_MOUSE	tr|A0A8C6MWW0|A0A8C6MWW0_MUSSI
OG0000053	tr|E9Q891|E9Q891_MOUSE	tr|A0A8C6H9M7|A0A8C6H9M7_MUSSI
OG0000053	tr|E9Q843|E9Q843_MOUSE, tr|K7N678|K7N678_MOUSE	tr|A0A8C6HB98|A0A8C6HB98_MUSSI
OG0000054	tr|Q7TQZ6|Q7TQZ6_MOUSE	tr|A0A8C6G4S0|A0A8C6G4S0_MUSSI
OG0000054	tr|A0A1L1SQJ6|A0A1L1SQJ6_MOUSE	tr|A0A8C6G5K3|A0A8C6G5K3_MUSSI
OG0000054	tr|Q8VG59|Q8VG59_MOUSE	tr|A0A8C6H8I6|A0A8C6H8I6_MUSSI
OG0000054	tr|Q8VG73|Q8VG73_MOUSE	tr|A0A8C6H8G7|A0A8C6H8G7_MUSSI
OG0000054	tr|Q8VF91|Q8VF91_MOUSE	tr|A0A8C6G5U4|A0A8C6G5U4_MUSSI, tr|A0A8C6G5R7|A0A8C6G5R7_MUSSI, tr|A0A8C6G4T5|A0A8C6G4T5_MUSSI, tr|A0A8C6G5W7|A0A8C6G5W7_MUSSI, tr|A0A8C6MNY0|A0A8C6MNY0_MUSSI
OG0000056	sp|P84244|H33_MOUSE	tr|A0A8C6GVT0|A0A8C6GVT0_MUSSI
OG0000056	tr|A0A8I4SYN6|A0A8I4SYN6_MOUSE	tr|A0A8C6HRD3|A0A8C6HRD3_MUSSI
OG0000056	sp|P68433|H31_MOUSE	tr|A0A8C6H6Y4|A0A8C6H6Y4_MUSSI
OG0000056	sp|P84228|H32_MOUSE	tr|A0A8C6ID28|A0A8C6ID28_MUSSI
OG0000057	tr|B8JJA7|B8JJA7_MOUSE	tr|A0A8C6GLI5|A0A8C6GLI5_MUSSI
OG0000057	tr|E9PUS4|E9PUS4_MOUSE	tr|A0A8C6IFG2|A0A8C6IFG2_MUSSI
OG0000057	tr|A0A3B2W7H5|A0A3B2W7H5_MOUSE	tr|A0A8C6GUA2|A0A8C6GUA2_MUSSI
OG0000057	tr|Q8BIQ6|Q8BIQ6_MOUSE	tr|A0A8C6GBU1|A0A8C6GBU1_MUSSI
OG0000057	tr|J3QM38|J3QM38_MOUSE, tr|A0A3B2WCF4|A0A3B2WCF4_MOUSE	tr|A0A8C6GJL6|A0A8C6GJL6_MUSSI, tr|A0A8C6GTD9|A0A8C6GTD9_MUSSI
OG0000057	tr|F6VWU8|F6VWU8_MOUSE	tr|A0A8C6HCM6|A0A8C6HCM6_MUSSI, tr|A0A8C6HCY1|A0A8C6HCY1_MUSSI, tr|A0A8C6I8P8|A0A8C6I8P8_MUSSI
OG0000058	sp|P04071|K1B16_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00757|K1KB4_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE	tr|A0A8C6HMI4|A0A8C6HMI4_MUSSI
OG0000059	tr|Q8VFN4|Q8VFN4_MOUSE	tr|A0A8C6I9K1|A0A8C6I9K1_MUSSI
OG0000059	tr|Q9EQA2|Q9EQA2_MOUSE	tr|A0A8C6I719|A0A8C6I719_MUSSI
OG0000059	tr|Q8VFN3|Q8VFN3_MOUSE	tr|A0A8C6I8G4|A0A8C6I8G4_MUSSI
OG0000059	tr|Q8VG89|Q8VG89_MOUSE	tr|A0A8C6I5H7|A0A8C6I5H7_MUSSI
OG0000059	tr|Q8VF78|Q8VF78_MOUSE	tr|A0A8C6MWN8|A0A8C6MWN8_MUSSI
OG0000059	sp|Q60895|OL150_MOUSE	tr|A0A8C6I6T2|A0A8C6I6T2_MUSSI
OG0000059	tr|Q7TRA7|Q7TRA7_MOUSE	tr|A0A8C6I5P9|A0A8C6I5P9_MUSSI
OG0000059	tr|Q7TRA6|Q7TRA6_MOUSE	tr|A0A8C6I7W9|A0A8C6I7W9_MUSSI
OG0000060	tr|A6X8J1|A6X8J1_MOUSE, tr|Q9D515|Q9D515_MOUSE, tr|A6X8I0|A6X8I0_MOUSE, tr|D3YWB7|D3YWB7_MOUSE, tr|D3Z7C4|D3Z7C4_MOUSE, tr|D3Z347|D3Z347_MOUSE, tr|D3Z4U6|D3Z4U6_MOUSE, tr|Q4KL05|Q4KL05_MOUSE, tr|Q62478|Q62478_MOUSE, tr|B1B0R1|B1B0R1_MOUSE, tr|Q5M8P2|Q5M8P2_MOUSE, tr|L7MUF1|L7MUF1_MOUSE, tr|B1AZA0|B1AZA0_MOUSE, tr|Q4KL04|Q4KL04_MOUSE, tr|Q497S0|Q497S0_MOUSE	tr|A0A8C6I0F6|A0A8C6I0F6_MUSSI
OG0000061	sp|P17742|PPIA_MOUSE	tr|A0A8C6ICR4|A0A8C6ICR4_MUSSI, tr|A0A8C6HZ29|A0A8C6HZ29_MUSSI, tr|A0A8C6MTT8|A0A8C6MTT8_MUSSI, tr|A0A8C6HAR6|A0A8C6HAR6_MUSSI, tr|A0A8C6N4C5|A0A8C6N4C5_MUSSI, tr|A0A8C6HTF7|A0A8C6HTF7_MUSSI, tr|A0A8C6HWQ2|A0A8C6HWQ2_MUSSI, tr|A0A8C6GYG2|A0A8C6GYG2_MUSSI, tr|A0A8C6GL66|A0A8C6GL66_MUSSI, tr|A0A8C6I1S1|A0A8C6I1S1_MUSSI, tr|A0A8C6HJ38|A0A8C6HJ38_MUSSI, tr|A0A8C6H0V7|A0A8C6H0V7_MUSSI, tr|A0A8C6H2F8|A0A8C6H2F8_MUSSI, tr|A0A8C6IA14|A0A8C6IA14_MUSSI, tr|A0A8C6GEL0|A0A8C6GEL0_MUSSI
OG0000062	sp|P49312|ROA1_MOUSE	tr|A0A8C6I2R6|A0A8C6I2R6_MUSSI
OG0000062	sp|Q8BG05|ROA3_MOUSE	tr|A0A8C6H672|A0A8C6H672_MUSSI, tr|A0A8C6GW07|A0A8C6GW07_MUSSI, tr|A0A8C6GBU6|A0A8C6GBU6_MUSSI, tr|A0A8C6H4L5|A0A8C6H4L5_MUSSI, tr|A0A8C6G6M2|A0A8C6G6M2_MUSSI, tr|A0A8C6GHY8|A0A8C6GHY8_MUSSI, tr|A0A8C6GJ15|A0A8C6GJ15_MUSSI
OG0000062	sp|Q9CX86|ROA0_MOUSE	tr|A0A8C6GKS9|A0A8C6GKS9_MUSSI
OG0000065	tr|G3UW78|G3UW78_MOUSE	tr|A0A8C6HXR2|A0A8C6HXR2_MUSSI
