Orthogroup	Mus_musculus	Sciurus_vulgaris
OG0000080	sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD06|TAA8B_MOUSE	tr|A0A8D2BDF3|A0A8D2BDF3_SCIVU
OG0000080	sp|Q5QD13|TAAR6_MOUSE	tr|A0A8D2CQZ6|A0A8D2CQZ6_SCIVU
OG0000081	tr|Q99N18|Q99N18_MOUSE	tr|A0A8D2D8L1|A0A8D2D8L1_SCIVU, tr|A0A8D2JMS5|A0A8D2JMS5_SCIVU
OG0000081	tr|Q99N19|Q99N19_MOUSE, tr|G3UW78|G3UW78_MOUSE, tr|Q99N17|Q99N17_MOUSE, tr|Q3V1F1|Q3V1F1_MOUSE	tr|A0A8D2D793|A0A8D2D793_SCIVU, tr|A0A8D2D8W6|A0A8D2D8W6_SCIVU
OG0000081	tr|Q8BGU0|Q8BGU0_MOUSE	tr|A0A8D2D827|A0A8D2D827_SCIVU
OG0000083	tr|Q8VGA9|Q8VGA9_MOUSE	tr|A0A8D2DYK7|A0A8D2DYK7_SCIVU
OG0000083	tr|Q9QZ20|Q9QZ20_MOUSE	tr|A0A8D2JSF5|A0A8D2JSF5_SCIVU
OG0000083	tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A8D2D030|A0A8D2D030_SCIVU
OG0000083	tr|Q9QZ19|Q9QZ19_MOUSE	tr|A0A8D2JSS7|A0A8D2JSS7_SCIVU
OG0000083	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A8D2JRB7|A0A8D2JRB7_SCIVU, tr|A0A8D2JRA5|A0A8D2JRA5_SCIVU, tr|A0A8D2D5F9|A0A8D2D5F9_SCIVU, tr|A0A8D2DU35|A0A8D2DU35_SCIVU, tr|A0A8D2DU14|A0A8D2DU14_SCIVU
OG0000087	tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE	tr|A0A8D2DS98|A0A8D2DS98_SCIVU
OG0000090	sp|Q8K2A6|LIPM_MOUSE	tr|A0A8D2B570|A0A8D2B570_SCIVU
OG0000090	sp|Q9Z0M5|LICH_MOUSE	tr|A0A8D2ALL1|A0A8D2ALL1_SCIVU
OG0000090	sp|Q8BM14|LIPK_MOUSE	tr|A0A8D2B2F8|A0A8D2B2F8_SCIVU
OG0000090	sp|Q9CPP7|LIPG_MOUSE	tr|A0A8D2CN79|A0A8D2CN79_SCIVU
OG0000092	tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|O35176|O35176_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|Q91WB5|Q91WB5_MOUSE	tr|A0A8D2JRZ1|A0A8D2JRZ1_SCIVU
OG0000093	tr|Q3UZ24|Q3UZ24_MOUSE, tr|B1AQP7|B1AQP7_MOUSE, tr|B2RT54|B2RT54_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|B7ZC55|B7ZC55_MOUSE, tr|A2VDH7|A2VDH7_MOUSE, tr|G3X9K7|G3X9K7_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE	tr|A0A8D2DAA5|A0A8D2DAA5_SCIVU
OG0000095	sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|A0A8D2D8L8|A0A8D2D8L8_SCIVU
OG0000095	sp|Q62148|AL1A2_MOUSE	tr|A0A8D2CRI6|A0A8D2CRI6_SCIVU
OG0000095	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A8D2DE39|A0A8D2DE39_SCIVU
OG0000095	sp|P47738|ALDH2_MOUSE	tr|A0A8D2AYG9|A0A8D2AYG9_SCIVU, tr|A0A8D2AT22|A0A8D2AT22_SCIVU, tr|A0A8D2ASB0|A0A8D2ASB0_SCIVU, tr|A0A8D2AIE2|A0A8D2AIE2_SCIVU, tr|A0A8D2CM92|A0A8D2CM92_SCIVU
OG0000098	sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|Q9R002|IFI2_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|O35368|IFI3_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|Q8BV49|IFIX_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE	tr|A0A8D2AYM1|A0A8D2AYM1_SCIVU
OG0000099	sp|A2A8T7|TEX38_MOUSE	tr|A0A8D2B141|A0A8D2B141_SCIVU, tr|A0A8D2B9J9|A0A8D2B9J9_SCIVU, tr|A0A8D2AML2|A0A8D2AML2_SCIVU, tr|A0A8D2AM81|A0A8D2AM81_SCIVU, tr|A0A8D2ATM2|A0A8D2ATM2_SCIVU, tr|A0A8D2AN78|A0A8D2AN78_SCIVU, tr|A0A8D2AJZ2|A0A8D2AJZ2_SCIVU, tr|A0A8D2AS99|A0A8D2AS99_SCIVU, tr|A0A8D2AIG2|A0A8D2AIG2_SCIVU, tr|A0A8D2AJS8|A0A8D2AJS8_SCIVU, tr|A0A8D2AN58|A0A8D2AN58_SCIVU, tr|A0A8D2AM10|A0A8D2AM10_SCIVU
OG0000102	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60653|KLRA6_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q60682|KLRA8_MOUSE	tr|A0A8D2ATS3|A0A8D2ATS3_SCIVU
OG0000103	tr|S4R1W1|S4R1W1_MOUSE, sp|P16858|G3P_MOUSE, tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE	tr|A0A8D2D2W8|A0A8D2D2W8_SCIVU, tr|A0A8D2JPX2|A0A8D2JPX2_SCIVU
OG0000103	sp|Q64467|G3PT_MOUSE	tr|A0A8D2CVX2|A0A8D2CVX2_SCIVU, tr|A0A8D2DNG0|A0A8D2DNG0_SCIVU, tr|A0A8D2AP05|A0A8D2AP05_SCIVU, tr|A0A8D2BF35|A0A8D2BF35_SCIVU, tr|A0A8D2CUD9|A0A8D2CUD9_SCIVU, tr|A0A8D2B4A4|A0A8D2B4A4_SCIVU
OG0000104	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A8D2D8F0|A0A8D2D8F0_SCIVU
OG0000104	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A8D2DE24|A0A8D2DE24_SCIVU
OG0000104	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A8D2DQN8|A0A8D2DQN8_SCIVU
OG0000104	sp|P08122|CO4A2_MOUSE	tr|A0A8D2AX62|A0A8D2AX62_SCIVU
OG0000104	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A8D2DSJ4|A0A8D2DSJ4_SCIVU
OG0000104	sp|P02463|CO4A1_MOUSE	tr|A0A8D2AVQ0|A0A8D2AVQ0_SCIVU
OG0000106	sp|Q61142|SPIN1_MOUSE	tr|A0A8D2D3K6|A0A8D2D3K6_SCIVU
OG0000106	sp|Q8K1L2|SPIN4_MOUSE	tr|A0A8D2DRL8|A0A8D2DRL8_SCIVU
OG0000106	tr|A0A571BDE3|A0A571BDE3_MOUSE, tr|J3QPU0|J3QPU0_MOUSE, tr|E9PWJ8|E9PWJ8_MOUSE, tr|A0A0N4SW15|A0A0N4SW15_MOUSE, tr|B1B0R2|B1B0R2_MOUSE, sp|Q6NVE3|SPI2C_MOUSE	tr|A0A8D2JSV4|A0A8D2JSV4_SCIVU, tr|A0A8D2DQM4|A0A8D2DQM4_SCIVU
OG0000109	sp|Q925E7|2ABD_MOUSE	tr|A0A8D2JQ52|A0A8D2JQ52_SCIVU
OG0000109	sp|Q8BG02|2ABG_MOUSE	tr|A0A8D2B799|A0A8D2B799_SCIVU
OG0000109	sp|Q6ZWR4|2ABB_MOUSE	tr|A0A8D2CX80|A0A8D2CX80_SCIVU
OG0000109	sp|Q6P1F6|2ABA_MOUSE	tr|A0A8D2AP00|A0A8D2AP00_SCIVU, tr|A0A8D2DDN0|A0A8D2DDN0_SCIVU, tr|A0A8D2DKP6|A0A8D2DKP6_SCIVU, tr|A0A8D2APQ1|A0A8D2APQ1_SCIVU, tr|A0A8D2CT93|A0A8D2CT93_SCIVU
OG0000112	tr|Q8C0Q5|Q8C0Q5_MOUSE	tr|A0A8D2DQA0|A0A8D2DQA0_SCIVU
OG0000112	tr|E9Q2S7|E9Q2S7_MOUSE	tr|A0A8D2DA37|A0A8D2DA37_SCIVU
OG0000112	tr|G3X996|G3X996_MOUSE	tr|A0A8D2D957|A0A8D2D957_SCIVU
OG0000116	tr|Q920Z2|Q920Z2_MOUSE	tr|A0A8D2AUU0|A0A8D2AUU0_SCIVU, tr|A0A8D2AWQ3|A0A8D2AWQ3_SCIVU
OG0000116	tr|Q9EP55|Q9EP55_MOUSE, tr|Q8VF43|Q8VF43_MOUSE, tr|Q9EPG6|Q9EPG6_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|K7N662|K7N662_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE	tr|A0A8D2B1R1|A0A8D2B1R1_SCIVU, tr|A0A8D2AWI1|A0A8D2AWI1_SCIVU
OG0000117	sp|Q9CQ70|H2AB1_MOUSE, tr|A9Z055|A9Z055_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|L7MU04|L7MU04_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|Q810S6|Q810S6_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE, tr|J3QP08|J3QP08_MOUSE	tr|A0A8D2JPP9|A0A8D2JPP9_SCIVU
OG0000119	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A8D2AKS0|A0A8D2AKS0_SCIVU
OG0000119	sp|A6BLY7|K1C28_MOUSE	tr|A0A8D2AMI0|A0A8D2AMI0_SCIVU
OG0000119	sp|Q8VCW2|K1C25_MOUSE	tr|A0A8D2AV50|A0A8D2AV50_SCIVU
OG0000119	sp|Q9Z320|K1C27_MOUSE	tr|A0A8D2AUX4|A0A8D2AUX4_SCIVU
OG0000119	sp|A1L317|K1C24_MOUSE	tr|A0A8D2ANA1|A0A8D2ANA1_SCIVU, tr|A0A8D2AMU3|A0A8D2AMU3_SCIVU
OG0000122	tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N205|L7N205_MOUSE, tr|Q7TS40|Q7TS40_MOUSE	tr|A0A8D2JLM5|A0A8D2JLM5_SCIVU
OG0000123	tr|Q8VGP4|Q8VGP4_MOUSE, tr|Q7TRV8|Q7TRV8_MOUSE, tr|Q7TRV7|Q7TRV7_MOUSE	tr|A0A8D2BE30|A0A8D2BE30_SCIVU, tr|A0A8D2BE35|A0A8D2BE35_SCIVU, tr|A0A8D2CQQ2|A0A8D2CQQ2_SCIVU
OG0000123	tr|Q8VGP5|Q8VGP5_MOUSE, tr|B2RT27|B2RT27_MOUSE, tr|Q8VF80|Q8VF80_MOUSE, tr|Q8VF81|Q8VF81_MOUSE	tr|A0A8D2CQH9|A0A8D2CQH9_SCIVU
OG0000127	tr|Q7TRH8|Q7TRH8_MOUSE, tr|Q7TRH9|Q7TRH9_MOUSE	tr|A0A8D2ART0|A0A8D2ART0_SCIVU, tr|A0A8D2AJR6|A0A8D2AJR6_SCIVU, tr|A0A8D2AHQ1|A0A8D2AHQ1_SCIVU
OG0000127	tr|Q8VGI9|Q8VGI9_MOUSE	tr|A0A8D2AKI9|A0A8D2AKI9_SCIVU
OG0000127	tr|Q8VEX8|Q8VEX8_MOUSE, tr|Q7TRH5|Q7TRH5_MOUSE	tr|A0A8D2AMJ7|A0A8D2AMJ7_SCIVU
OG0000128	tr|E9Q8F8|E9Q8F8_MOUSE	tr|A0A8D2DWM4|A0A8D2DWM4_SCIVU
OG0000128	sp|Q8R420|ABCA3_MOUSE	tr|A0A8D2DYP7|A0A8D2DYP7_SCIVU
OG0000128	sp|E9PX95|ABCAH_MOUSE	tr|A0A8D2DXM4|A0A8D2DXM4_SCIVU
OG0000128	tr|E9PWJ7|E9PWJ7_MOUSE	tr|A0A8D2E285|A0A8D2E285_SCIVU
OG0000128	tr|E9PWH4|E9PWH4_MOUSE	tr|A0A8D2JT57|A0A8D2JT57_SCIVU
OG0000130	sp|Q60990|RBY1B_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE	tr|A0A8D2CRM3|A0A8D2CRM3_SCIVU
OG0000130	sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q9WV02|RBMX_MOUSE	tr|A0A8D2CR30|A0A8D2CR30_SCIVU
OG0000131	sp|Q6P4P1|SPA3A_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|P07759|SPA3K_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|Q91WP6|SPA3N_MOUSE	tr|A0A8D2AIU3|A0A8D2AIU3_SCIVU
OG0000133	sp|Q9Z2T6|KRT85_MOUSE	tr|A0A8D2DGL4|A0A8D2DGL4_SCIVU
OG0000133	sp|P97861|KRT86_MOUSE	tr|A0A8D2DG09|A0A8D2DG09_SCIVU
OG0000133	sp|Q9ERE2|KRT81_MOUSE, tr|E9Q1Y9|E9Q1Y9_MOUSE	tr|A0A8D2DEQ0|A0A8D2DEQ0_SCIVU, tr|A0A8D2DBE7|A0A8D2DBE7_SCIVU, tr|A0A8D2DE42|A0A8D2DE42_SCIVU
OG0000134	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A8D2JSR6|A0A8D2JSR6_SCIVU
OG0000134	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A8D2AHL4|A0A8D2AHL4_SCIVU
OG0000134	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A8D2B904|A0A8D2B904_SCIVU
OG0000134	sp|Q9WV27|AT1A4_MOUSE	tr|A0A8D2B702|A0A8D2B702_SCIVU
OG0000134	sp|Q9Z1W8|AT12A_MOUSE, sp|Q64436|ATP4A_MOUSE	tr|A0A8D2B5X6|A0A8D2B5X6_SCIVU
OG0000135	sp|P56567|CYTA_MOUSE, sp|P35174|CYT2_MOUSE, tr|Q8BWM3|Q8BWM3_MOUSE, sp|P35173|CYT3_MOUSE, tr|L7N257|L7N257_MOUSE, sp|P35175|CYT1_MOUSE, tr|Q497J0|Q497J0_MOUSE, tr|Q6IE28|Q6IE28_MOUSE, tr|B2RV77|B2RV77_MOUSE, tr|Q9D8D6|Q9D8D6_MOUSE	tr|A0A8D2CN72|A0A8D2CN72_SCIVU
OG0000136	tr|Q8VF83|Q8VF83_MOUSE	tr|A0A8D2AHK5|A0A8D2AHK5_SCIVU
OG0000136	tr|Q8VF85|Q8VF85_MOUSE	tr|A0A8D2AEM5|A0A8D2AEM5_SCIVU
OG0000136	tr|A2AVW1|A2AVW1_MOUSE	tr|A0A8D2AF08|A0A8D2AF08_SCIVU, tr|A0A8D2CKA2|A0A8D2CKA2_SCIVU, tr|A0A8D2AI05|A0A8D2AI05_SCIVU, tr|A0A8D2AJQ2|A0A8D2AJQ2_SCIVU, tr|A0A8D2AGM0|A0A8D2AGM0_SCIVU, tr|A0A8D2CK86|A0A8D2CK86_SCIVU
OG0000137	tr|Q8BW45|Q8BW45_MOUSE, sp|Q8K2Z8|UB2Q2_MOUSE	tr|A0A8D2JKU6|A0A8D2JKU6_SCIVU, tr|A0A8D2DAG1|A0A8D2DAG1_SCIVU, tr|A0A8D2D8B4|A0A8D2D8B4_SCIVU, tr|A0A8D2AHN9|A0A8D2AHN9_SCIVU, tr|A0A8D2DY09|A0A8D2DY09_SCIVU, tr|A0A8D2CXN3|A0A8D2CXN3_SCIVU, tr|A0A8D2D6C7|A0A8D2D6C7_SCIVU, tr|A0A8D2CYP9|A0A8D2CYP9_SCIVU, tr|A0A8D2B3C7|A0A8D2B3C7_SCIVU
OG0000138	sp|Q6B9Z0|IGFL_MOUSE	tr|A0A8D2JSF3|A0A8D2JSF3_SCIVU, tr|A0A8D2E043|A0A8D2E043_SCIVU, tr|A0A8D2DWZ5|A0A8D2DWZ5_SCIVU, tr|A0A8D2DX95|A0A8D2DX95_SCIVU, tr|A0A8D2DX92|A0A8D2DX92_SCIVU, tr|A0A8D2DWB1|A0A8D2DWB1_SCIVU, tr|A0A8D2DY64|A0A8D2DY64_SCIVU, tr|A0A8D2DTN6|A0A8D2DTN6_SCIVU, tr|A0A8D2DZK7|A0A8D2DZK7_SCIVU, tr|A0A8D2E0E4|A0A8D2E0E4_SCIVU
OG0000139	sp|Q91ZV0|MIA2_MOUSE	tr|A0A8D2AFW5|A0A8D2AFW5_SCIVU, tr|A0A8D2CZT7|A0A8D2CZT7_SCIVU, tr|A0A8D2DKJ4|A0A8D2DKJ4_SCIVU, tr|A0A8D2JMU1|A0A8D2JMU1_SCIVU, tr|A0A8D2DTT2|A0A8D2DTT2_SCIVU, tr|A0A8D2DGF1|A0A8D2DGF1_SCIVU, tr|A0A8D2DLU3|A0A8D2DLU3_SCIVU, tr|A0A8D2D2P4|A0A8D2D2P4_SCIVU, tr|A0A8D2CSI1|A0A8D2CSI1_SCIVU, tr|A0A8D2D3E3|A0A8D2D3E3_SCIVU
OG0000140	sp|Q9CR46|SKA2_MOUSE	tr|A0A8D2DPJ5|A0A8D2DPJ5_SCIVU, tr|A0A8D2CV83|A0A8D2CV83_SCIVU, tr|A0A8D2JN07|A0A8D2JN07_SCIVU, tr|A0A8D2AQS4|A0A8D2AQS4_SCIVU, tr|A0A8D2D762|A0A8D2D762_SCIVU, tr|A0A8D2DWA2|A0A8D2DWA2_SCIVU, tr|A0A8D2B2P8|A0A8D2B2P8_SCIVU, tr|A0A8D2AMC1|A0A8D2AMC1_SCIVU, tr|A0A8D2JFS8|A0A8D2JFS8_SCIVU, tr|A0A8D2D2J3|A0A8D2D2J3_SCIVU
OG0000141	tr|Q8VGN4|Q8VGN4_MOUSE	tr|A0A8D2CZX1|A0A8D2CZX1_SCIVU, tr|A0A8D2JIL6|A0A8D2JIL6_SCIVU, tr|A0A8D2CVG7|A0A8D2CVG7_SCIVU, tr|A0A8D2CSY5|A0A8D2CSY5_SCIVU, tr|A0A8D2JIQ0|A0A8D2JIQ0_SCIVU, tr|A0A8D2CSY7|A0A8D2CSY7_SCIVU, tr|A0A8D2CTT1|A0A8D2CTT1_SCIVU, tr|A0A8D2CYZ7|A0A8D2CYZ7_SCIVU, tr|A0A8D2CZT9|A0A8D2CZT9_SCIVU, tr|A0A8D2CYW5|A0A8D2CYW5_SCIVU
OG0000154	tr|A0A075B5Y9|A0A075B5Y9_MOUSE, tr|A0A075B5Y8|A0A075B5Y8_MOUSE, tr|A0A0G2JF87|A0A0G2JF87_MOUSE, tr|A0A075B5Z1|A0A075B5Z1_MOUSE, sp|P06324|TVC3_MOUSE, sp|P01740|TVC1_MOUSE, tr|A2J008|A2J008_MOUSE, sp|P06325|TVC4_MOUSE, tr|A0A0B4J1J8|A0A0B4J1J8_MOUSE	tr|A0A8D2DRG5|A0A8D2DRG5_SCIVU
OG0000155	sp|P53702|CCHL_MOUSE	tr|A0A8D2AWL2|A0A8D2AWL2_SCIVU, tr|A0A8D2E1Z3|A0A8D2E1Z3_SCIVU, tr|A0A8D2DVS3|A0A8D2DVS3_SCIVU, tr|A0A8D2JRI7|A0A8D2JRI7_SCIVU, tr|A0A8D2JQR2|A0A8D2JQR2_SCIVU, tr|A0A8D2E1A9|A0A8D2E1A9_SCIVU, tr|A0A8D2DN34|A0A8D2DN34_SCIVU, tr|A0A8D2CN43|A0A8D2CN43_SCIVU, tr|A0A8D2B0P9|A0A8D2B0P9_SCIVU
OG0000156	sp|Q61781|K1C14_MOUSE	tr|A0A8D2AG67|A0A8D2AG67_SCIVU
OG0000156	sp|Q6RHW0|K1C9_MOUSE	tr|A0A8D2ANL6|A0A8D2ANL6_SCIVU
OG0000156	sp|Q9QWL7|K1C17_MOUSE	tr|A0A8D2CK46|A0A8D2CK46_SCIVU
OG0000156	sp|Q6IFX2|K1C42_MOUSE	tr|A0A8D2AQB4|A0A8D2AQB4_SCIVU
OG0000156	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A8D2AGU7|A0A8D2AGU7_SCIVU
OG0000157	sp|Q2VLH6|C163A_MOUSE	tr|A0A8D2AHC7|A0A8D2AHC7_SCIVU
OG0000157	tr|A0A1B0GSB0|A0A1B0GSB0_MOUSE	tr|A0A8D2D6J0|A0A8D2D6J0_SCIVU, tr|A0A8D2JLK0|A0A8D2JLK0_SCIVU
OG0000157	tr|B3F5L4|B3F5L4_MOUSE	tr|A0A8D2AIB4|A0A8D2AIB4_SCIVU
OG0000160	sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE8|H2A1O_MOUSE	tr|A0A8D2D2Y3|A0A8D2D2Y3_SCIVU
OG0000161	sp|Q8BW94|DYH3_MOUSE	tr|A0A8D2E1W6|A0A8D2E1W6_SCIVU
OG0000161	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A8D2CVA2|A0A8D2CVA2_SCIVU
OG0000161	tr|A0A087WR13|A0A087WR13_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE, tr|E9Q0T8|E9Q0T8_MOUSE	tr|A0A8D2CL25|A0A8D2CL25_SCIVU
OG0000162	sp|Q7M713|TR116_MOUSE	tr|A0A8D2ANY9|A0A8D2ANY9_SCIVU, tr|A0A8D2ANV4|A0A8D2ANV4_SCIVU, tr|A0A8D2CLK3|A0A8D2CLK3_SCIVU
OG0000162	sp|Q7TQA4|TR140_MOUSE, sp|Q9JKA3|TR103_MOUSE, tr|Q7M719|Q7M719_MOUSE, sp|Q7M710|TR125_MOUSE	tr|A0A8D2CR53|A0A8D2CR53_SCIVU, tr|A0A8D2CR80|A0A8D2CR80_SCIVU
OG0000163	sp|P00342|LDHC_MOUSE	tr|A0A8D2D5K9|A0A8D2D5K9_SCIVU
OG0000163	tr|Q8BVP2|Q8BVP2_MOUSE, sp|P06151|LDHA_MOUSE	tr|A0A8D2JRP4|A0A8D2JRP4_SCIVU, tr|A0A8D2D6T3|A0A8D2D6T3_SCIVU, tr|A0A8D2JRX8|A0A8D2JRX8_SCIVU, tr|A0A8D2DJM5|A0A8D2DJM5_SCIVU, tr|A0A8D2AXK7|A0A8D2AXK7_SCIVU, tr|A0A8D2CQ33|A0A8D2CQ33_SCIVU
OG0000166	sp|P29341|PABP1_MOUSE	tr|A0A8D2ANP8|A0A8D2ANP8_SCIVU
OG0000166	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A8D2AWF5|A0A8D2AWF5_SCIVU, tr|A0A8D2CPX3|A0A8D2CPX3_SCIVU
OG0000166	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A8D2D434|A0A8D2D434_SCIVU, tr|A0A8D2AK53|A0A8D2AK53_SCIVU
OG0000167	tr|I6XKQ3|I6XKQ3_MOUSE, tr|Q8CDE8|Q8CDE8_MOUSE, sp|Q5IBH6|SPE4A_MOUSE	tr|A0A8D2DVZ3|A0A8D2DVZ3_SCIVU, tr|A0A8D2DU74|A0A8D2DU74_SCIVU, tr|A0A8D2DWZ3|A0A8D2DWZ3_SCIVU, tr|A0A8D2DX33|A0A8D2DX33_SCIVU, tr|A0A8D2DX20|A0A8D2DX20_SCIVU, tr|A0A8D2DT60|A0A8D2DT60_SCIVU, tr|A0A8D2DY69|A0A8D2DY69_SCIVU
OG0000169	tr|Q8VH11|Q8VH11_MOUSE	tr|A0A8D2CNH7|A0A8D2CNH7_SCIVU
OG0000169	tr|E9Q598|E9Q598_MOUSE, tr|E9Q4X7|E9Q4X7_MOUSE, tr|L7N462|L7N462_MOUSE, tr|K7N609|K7N609_MOUSE, tr|Q3KPB0|Q3KPB0_MOUSE, tr|A0A1B0GSU5|A0A1B0GSU5_MOUSE, tr|E9PWA8|E9PWA8_MOUSE	tr|A0A8D2B4X1|A0A8D2B4X1_SCIVU
OG0000170	sp|O08583|THOC4_MOUSE, sp|Q9JJW6|ALRF2_MOUSE, tr|A0A3B2W7J0|A0A3B2W7J0_MOUSE, tr|A0A087WNP0|A0A087WNP0_MOUSE, tr|K9J7E2|K9J7E2_MOUSE, tr|E9PX25|E9PX25_MOUSE, tr|E9PZY4|E9PZY4_MOUSE, tr|L7N2C4|L7N2C4_MOUSE, tr|E9Q4G9|E9Q4G9_MOUSE	tr|A0A8D2DEA0|A0A8D2DEA0_SCIVU
OG0000171	tr|Q8VGH5|Q8VGH5_MOUSE, sp|Q60889|OLF5_MOUSE	tr|A0A8D2DZJ9|A0A8D2DZJ9_SCIVU, tr|A0A8D2E0A3|A0A8D2E0A3_SCIVU
OG0000171	tr|Q8VGH6|Q8VGH6_MOUSE	tr|A0A8D2JT53|A0A8D2JT53_SCIVU
OG0000171	tr|Q8VF33|Q8VF33_MOUSE, tr|F6VB59|F6VB59_MOUSE	tr|A0A8D2E1T9|A0A8D2E1T9_SCIVU, tr|A0A8D2E0E0|A0A8D2E0E0_SCIVU
OG0000172	sp|P20852|CP2A5_MOUSE, sp|P15392|CP2A4_MOUSE	tr|A0A8D2DFM1|A0A8D2DFM1_SCIVU
