Orthogroup	Mus_musculus	Pan_paniscus
OG0000064	sp|Q91VN1|ZNF24_MOUSE	sp|A1YGJ4|ZNF24_PANPA, tr|A0A2R8ZDP9|A0A2R8ZDP9_PANPA
OG0000064	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2R9ASP6|A0A2R9ASP6_PANPA, tr|A0A2R9CB23|A0A2R9CB23_PANPA, sp|A1YFW2|ZSC12_PANPA, tr|A0A2R9BCV9|A0A2R9BCV9_PANPA
OG0000064	sp|Q07231|ZSC21_MOUSE	tr|A0A2R9BDD6|A0A2R9BDD6_PANPA, tr|A0A2R8Z9B9|A0A2R8Z9B9_PANPA, tr|A0A2R9B819|A0A2R9B819_PANPA, tr|A0A2R8ZZR3|A0A2R8ZZR3_PANPA, tr|A0A2R9BW24|A0A2R9BW24_PANPA, sp|A1YG26|ZSC21_PANPA
OG0000067	tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A2AV10|A2AV10_MOUSE, tr|Q14AK5|Q14AK5_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR12|Q7TR12_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|Q7TR14|Q7TR14_MOUSE	tr|A0A2R8ZCN1|A0A2R8ZCN1_PANPA
OG0000068	sp|Q8BG05|ROA3_MOUSE	tr|A0A2R9BNQ6|A0A2R9BNQ6_PANPA
OG0000068	sp|P49312|ROA1_MOUSE	tr|A0A2R9B7I0|A0A2R9B7I0_PANPA, tr|A0A2R8ZSN7|A0A2R8ZSN7_PANPA, tr|A0A2R8ZA99|A0A2R8ZA99_PANPA, tr|A0A2R9C9Q0|A0A2R9C9Q0_PANPA, tr|A0A2R9AE92|A0A2R9AE92_PANPA, tr|A0A2R9BGG8|A0A2R9BGG8_PANPA, tr|A0A2R9C0Z6|A0A2R9C0Z6_PANPA, tr|A0A2R8ZW02|A0A2R8ZW02_PANPA, tr|A0A2R8ZHP5|A0A2R8ZHP5_PANPA, tr|A0A2R9C1H4|A0A2R9C1H4_PANPA, tr|A0A2R9BZS1|A0A2R9BZS1_PANPA, tr|A0A2R8ZQM5|A0A2R8ZQM5_PANPA, tr|A0A2R9BSI6|A0A2R9BSI6_PANPA
OG0000070	tr|A0A075B638|A0A075B638_MOUSE, tr|A0A075B625|A0A075B625_MOUSE, tr|A0A0B4J1K1|A0A0B4J1K1_MOUSE, tr|A0A075B651|A0A075B651_MOUSE, tr|A0A075B615|A0A075B615_MOUSE, tr|A0A075B606|A0A075B606_MOUSE, tr|A0A0G2JEU8|A0A0G2JEU8_MOUSE, tr|A0A075B644|A0A075B644_MOUSE, tr|J3QMG8|J3QMG8_MOUSE, tr|A0A0B4J1K3|A0A0B4J1K3_MOUSE, tr|A0A075B649|A0A075B649_MOUSE, tr|A0A075B627|A0A075B627_MOUSE, tr|A0A075B6C9|A0A075B6C9_MOUSE, tr|A0A075B618|A0A075B618_MOUSE, tr|A0A075B635|A0A075B635_MOUSE	tr|A0A2R9B208|A0A2R9B208_PANPA
OG0000071	tr|Q8CFE8|Q8CFE8_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE	tr|A0A2R8ZS81|A0A2R8ZS81_PANPA
OG0000073	sp|P06151|LDHA_MOUSE	tr|A0A2R8ZWA3|A0A2R8ZWA3_PANPA, tr|A0A2R9BUH6|A0A2R9BUH6_PANPA, tr|A0A2R9CIM6|A0A2R9CIM6_PANPA, tr|A0A2R9AT62|A0A2R9AT62_PANPA, tr|A0A2R9ACI5|A0A2R9ACI5_PANPA
OG0000073	sp|P16125|LDHB_MOUSE	tr|A0A2R9AUG7|A0A2R9AUG7_PANPA, tr|A0A2R9A242|A0A2R9A242_PANPA
OG0000073	sp|P00342|LDHC_MOUSE	tr|A0A2R9BUA1|A0A2R9BUA1_PANPA
OG0000073	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A2R8ZQY6|A0A2R8ZQY6_PANPA, tr|A0A2R8ZGL5|A0A2R8ZGL5_PANPA, tr|A0A2R9BVB7|A0A2R9BVB7_PANPA, tr|A0A2R9BXC7|A0A2R9BXC7_PANPA
OG0000074	sp|P25444|RS2_MOUSE	tr|A0A2R9A4I1|A0A2R9A4I1_PANPA, tr|A0A2R9CBM7|A0A2R9CBM7_PANPA, tr|A0A2R9BTQ4|A0A2R9BTQ4_PANPA, tr|A0A2R8ZCC6|A0A2R8ZCC6_PANPA, tr|A0A2R9A3C0|A0A2R9A3C0_PANPA, tr|A0A2R9AYD4|A0A2R9AYD4_PANPA, tr|A0A2R8ZN11|A0A2R8ZN11_PANPA, tr|A0A2R9A475|A0A2R9A475_PANPA, tr|A0A2R8ZAS6|A0A2R8ZAS6_PANPA, tr|A0A2R9B9S7|A0A2R9B9S7_PANPA, tr|A0A2R9A0E1|A0A2R9A0E1_PANPA, tr|A0A2R9B0D5|A0A2R9B0D5_PANPA, tr|A0A2R9A3J2|A0A2R9A3J2_PANPA, tr|A0A2R9BIW4|A0A2R9BIW4_PANPA, tr|A0A2R8ZPF5|A0A2R8ZPF5_PANPA
OG0000076	tr|Q0VBH3|Q0VBH3_MOUSE, tr|Q8VGX9|Q8VGX9_MOUSE	tr|A0A2R8ZQV3|A0A2R8ZQV3_PANPA
OG0000076	tr|Q8VF06|Q8VF06_MOUSE	tr|A0A2R8ZLI6|A0A2R8ZLI6_PANPA
OG0000076	tr|Q7TRP3|Q7TRP3_MOUSE, tr|A0A1B0GSN5|A0A1B0GSN5_MOUSE	tr|A0A2R8ZCN6|A0A2R8ZCN6_PANPA, tr|A0A2R8ZE56|A0A2R8ZE56_PANPA
OG0000076	tr|Q7TRR4|Q7TRR4_MOUSE, tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A2R8ZUX8|A0A2R8ZUX8_PANPA
OG0000077	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A2R8ZFE5|A0A2R8ZFE5_PANPA
OG0000077	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A2R8ZNL5|A0A2R8ZNL5_PANPA, tr|A0A2R8Z8D4|A0A2R8Z8D4_PANPA, tr|A0A2R8Z7Y2|A0A2R8Z7Y2_PANPA, tr|A0A2R8ZI79|A0A2R8ZI79_PANPA, tr|A0A2R8Z756|A0A2R8Z756_PANPA, tr|A0A2R8ZK53|A0A2R8ZK53_PANPA, tr|A0A2R8Z8F4|A0A2R8Z8F4_PANPA, tr|A0A2R9A741|A0A2R9A741_PANPA, tr|A0A2R8ZRS5|A0A2R8ZRS5_PANPA, tr|A0A2R8ZWJ5|A0A2R8ZWJ5_PANPA, tr|A0A2R9ACW8|A0A2R9ACW8_PANPA, tr|A0A2R9BBM4|A0A2R9BBM4_PANPA
OG0000080	tr|F6YNI8|F6YNI8_MOUSE, tr|J3QNT6|J3QNT6_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|J3QQ02|J3QQ02_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE, tr|Q3UT53|Q3UT53_MOUSE, tr|J3QMW5|J3QMW5_MOUSE, tr|J3QPI8|J3QPI8_MOUSE	tr|A0A2R9AWQ9|A0A2R9AWQ9_PANPA
OG0000085	sp|P18527|HVM56_MOUSE	tr|A0A2R8ZBS3|A0A2R8ZBS3_PANPA, tr|A0A2R8ZD36|A0A2R8ZD36_PANPA, tr|A0A2R8ZI41|A0A2R8ZI41_PANPA, tr|A0A2R9B1K1|A0A2R9B1K1_PANPA, tr|A0A2R9AXX9|A0A2R9AXX9_PANPA, tr|A0A2R8ZVV9|A0A2R8ZVV9_PANPA, tr|A0A2R8ZNM3|A0A2R8ZNM3_PANPA, tr|A0A2R9C8R2|A0A2R9C8R2_PANPA, tr|A0A2R8ZTR6|A0A2R8ZTR6_PANPA, tr|A0A2R8Z908|A0A2R8Z908_PANPA, tr|A0A2R9BKV2|A0A2R9BKV2_PANPA, tr|A0A2R8Z8X7|A0A2R8Z8X7_PANPA, tr|A0A2R8ZD60|A0A2R8ZD60_PANPA, tr|A0A2R9BGQ2|A0A2R9BGQ2_PANPA
OG0000086	sp|Q7TSH9|ZN184_MOUSE	tr|A0A2R9C8X5|A0A2R9C8X5_PANPA
OG0000086	sp|A2A761|ZFP69_MOUSE	tr|A0A2R9BJR5|A0A2R9BJR5_PANPA, tr|A0A2R8ZAS0|A0A2R8ZAS0_PANPA, tr|A0A2R8ZKM9|A0A2R8ZKM9_PANPA, tr|A0A2R9BFA7|A0A2R9BFA7_PANPA, tr|A0A2R9B0R2|A0A2R9B0R2_PANPA, tr|A0A2R9C8I3|A0A2R9C8I3_PANPA, tr|A0A2R9C0V7|A0A2R9C0V7_PANPA, tr|A0A2R9BEQ1|A0A2R9BEQ1_PANPA, tr|A0A2R9AAF9|A0A2R9AAF9_PANPA, tr|A0A2R8ZYY6|A0A2R8ZYY6_PANPA, tr|A0A2R9C2T6|A0A2R9C2T6_PANPA, tr|A0A2R9A6H0|A0A2R9A6H0_PANPA
OG0000087	sp|P10076|ZFP26_MOUSE	tr|A0A2R8ZY83|A0A2R8ZY83_PANPA
OG0000087	sp|Q8R1D1|ZN426_MOUSE	tr|A0A2R9B553|A0A2R9B553_PANPA, tr|A0A2R8ZUA2|A0A2R8ZUA2_PANPA, tr|A0A2R9BIR2|A0A2R9BIR2_PANPA, tr|A0A2R9AVA8|A0A2R9AVA8_PANPA, tr|A0A2R9BIL5|A0A2R9BIL5_PANPA, tr|A0A2R9AG34|A0A2R9AG34_PANPA, tr|A0A2R8ZJP8|A0A2R8ZJP8_PANPA, tr|A0A2R9B884|A0A2R9B884_PANPA, tr|A0A2R9B5V5|A0A2R9B5V5_PANPA, tr|A0A2R9A2P0|A0A2R9A2P0_PANPA, tr|A0A2R9BT26|A0A2R9BT26_PANPA, tr|A0A2R9A984|A0A2R9A984_PANPA
OG0000088	tr|Q8VF89|Q8VF89_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE	tr|A0A2R8ZCA5|A0A2R8ZCA5_PANPA, tr|A0A2R8Z9K9|A0A2R8Z9K9_PANPA
OG0000091	tr|Q3KPB0|Q3KPB0_MOUSE, tr|Q8VGY4|Q8VGY4_MOUSE, tr|Q8VH14|Q8VH14_MOUSE, tr|Q8VGX7|Q8VGX7_MOUSE, tr|Q8VGZ3|Q8VGZ3_MOUSE, tr|Q8VGY8|Q8VGY8_MOUSE, tr|Q8VF02|Q8VF02_MOUSE, tr|Q924X8|Q924X8_MOUSE, tr|Q8VGY1|Q8VGY1_MOUSE, tr|Q8VH21|Q8VH21_MOUSE, tr|Q7TRQ1|Q7TRQ1_MOUSE, tr|E9Q7P5|E9Q7P5_MOUSE, tr|Q8VGX6|Q8VGX6_MOUSE	tr|A0A2R8ZLX2|A0A2R8ZLX2_PANPA
OG0000092	sp|B1AQ75|KRT36_MOUSE	tr|A0A2R9BRN9|A0A2R9BRN9_PANPA
OG0000092	sp|Q497I4|KRT35_MOUSE	tr|A0A2R9ATZ6|A0A2R9ATZ6_PANPA
OG0000092	sp|Q6IFX3|K1C40_MOUSE	tr|A0A2R9AGE1|A0A2R9AGE1_PANPA, tr|A0A2R8Z5Q7|A0A2R8Z5Q7_PANPA, tr|A0A2R9BU98|A0A2R9BU98_PANPA, tr|A0A2R9BCI8|A0A2R9BCI8_PANPA, tr|A0A2R8ZWA6|A0A2R8ZWA6_PANPA, tr|A0A2R9A1K8|A0A2R9A1K8_PANPA, tr|A0A2R9CQW6|A0A2R9CQW6_PANPA, tr|A0A2R8ZEN7|A0A2R8ZEN7_PANPA, tr|A0A2R9AGR7|A0A2R9AGR7_PANPA
OG0000095	tr|Q7TR40|Q7TR40_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q7TR34|Q7TR34_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|Q7TR45|Q7TR45_MOUSE, tr|Q7TR48|Q7TR48_MOUSE, tr|Q8VEU8|Q8VEU8_MOUSE, tr|Q8VG97|Q8VG97_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE	tr|A0A2R9AKZ0|A0A2R9AKZ0_PANPA
OG0000098	sp|P10126|EF1A1_MOUSE	tr|A0A2R9AG75|A0A2R9AG75_PANPA, tr|A0A2R9BDG4|A0A2R9BDG4_PANPA, tr|A0A2R9B0I4|A0A2R9B0I4_PANPA, tr|A0A2R9C5D8|A0A2R9C5D8_PANPA, tr|A0A2R9BYN3|A0A2R9BYN3_PANPA
OG0000098	sp|P62631|EF1A2_MOUSE	tr|A0A2R9B3W7|A0A2R9B3W7_PANPA, tr|A0A2R9AFQ8|A0A2R9AFQ8_PANPA, tr|A0A2R9A0N4|A0A2R9A0N4_PANPA, tr|A0A2R9BSD3|A0A2R9BSD3_PANPA, tr|A0A2R9CI80|A0A2R9CI80_PANPA, tr|A0A2R9A8C3|A0A2R9A8C3_PANPA, tr|A0A2R8ZZV5|A0A2R8ZZV5_PANPA
OG0000099	tr|A0A140T8P3|A0A140T8P3_MOUSE	tr|A0A2R9ARV5|A0A2R9ARV5_PANPA, tr|A0A2R8ZGS4|A0A2R8ZGS4_PANPA, tr|A0A2R9AL33|A0A2R9AL33_PANPA, tr|A0A2R9AMP3|A0A2R9AMP3_PANPA, tr|A0A2R9APQ9|A0A2R9APQ9_PANPA, tr|A0A2R9ASV9|A0A2R9ASV9_PANPA, tr|A0A2R9AK91|A0A2R9AK91_PANPA, tr|A0A2R9AKE1|A0A2R9AKE1_PANPA, tr|A0A2R9AJT9|A0A2R9AJT9_PANPA, tr|A0A2R9ALX3|A0A2R9ALX3_PANPA, tr|A0A2R9AMU7|A0A2R9AMU7_PANPA, tr|A0A2R8ZT45|A0A2R8ZT45_PANPA, tr|A0A2R9AJI4|A0A2R9AJI4_PANPA
OG0000103	tr|A0A140LHS9|A0A140LHS9_MOUSE	tr|A0A2R8ZKS3|A0A2R8ZKS3_PANPA
OG0000103	tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A140LHS7|A0A140LHS7_MOUSE, tr|A0A140LHT7|A0A140LHT7_MOUSE, sp|Q8VFV4|O1440_MOUSE, tr|A0PK57|A0PK57_MOUSE, tr|Q7TQR7|Q7TQR7_MOUSE, tr|Q7TQR9|Q7TQR9_MOUSE, tr|Q8VF59|Q8VF59_MOUSE, tr|E9Q9Z6|E9Q9Z6_MOUSE, tr|Q8VFV8|Q8VFV8_MOUSE	tr|A0A2R8ZJZ9|A0A2R8ZJZ9_PANPA
OG0000107	tr|D3Z7A9|D3Z7A9_MOUSE	tr|A0A2R9CK58|A0A2R9CK58_PANPA, tr|A0A2R9A6Z4|A0A2R9A6Z4_PANPA, tr|A0A2R9ASI7|A0A2R9ASI7_PANPA, tr|A0A2R9AU64|A0A2R9AU64_PANPA, tr|A0A2R9CBN2|A0A2R9CBN2_PANPA, tr|A0A2R9BL72|A0A2R9BL72_PANPA, tr|A0A2R8ZQB6|A0A2R8ZQB6_PANPA, tr|A0A2R9APW5|A0A2R9APW5_PANPA, tr|A0A2R9AU37|A0A2R9AU37_PANPA, tr|A0A2R9BAE6|A0A2R9BAE6_PANPA, tr|A0A2R9BRA3|A0A2R9BRA3_PANPA, tr|A0A2R8ZEZ3|A0A2R8ZEZ3_PANPA
OG0000110	sp|Q9WV02|RBMX_MOUSE	tr|A0A2R8ZZJ3|A0A2R8ZZJ3_PANPA
OG0000110	tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE, tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A2R9CCP3|A0A2R9CCP3_PANPA, tr|A0A2R9AWB6|A0A2R9AWB6_PANPA
OG0000111	tr|A2ARY1|A2ARY1_MOUSE, tr|A2ARY0|A2ARY0_MOUSE, tr|Q7TR81|Q7TR81_MOUSE, tr|Q8VFK4|Q8VFK4_MOUSE, tr|Q7TR84|Q7TR84_MOUSE, tr|Q8VFL0|Q8VFL0_MOUSE, sp|Q8VGR9|O1044_MOUSE, sp|Q8VGS1|O1038_MOUSE, tr|Q7TR80|Q7TR80_MOUSE, tr|Q7TR71|Q7TR71_MOUSE, tr|Q7TR75|Q7TR75_MOUSE	tr|A0A2R9AQE0|A0A2R9AQE0_PANPA, tr|A0A2R9ARN4|A0A2R9ARN4_PANPA
OG0000113	tr|L7N1X7|L7N1X7_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE	tr|A0A2R9APD7|A0A2R9APD7_PANPA
OG0000115	sp|Q9CPP7|LIPG_MOUSE	tr|A0A2R9A4B8|A0A2R9A4B8_PANPA
OG0000115	sp|Q8BM14|LIPK_MOUSE	tr|A0A2R9AIS3|A0A2R9AIS3_PANPA
OG0000115	sp|Q8K2A6|LIPM_MOUSE	tr|A0A2R9CBQ7|A0A2R9CBQ7_PANPA
OG0000115	tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|F6WYC8|F6WYC8_MOUSE	tr|A0A2R9B5F4|A0A2R9B5F4_PANPA
OG0000117	tr|Q8VFT2|Q8VFT2_MOUSE, tr|A0A140T8Q2|A0A140T8Q2_MOUSE	tr|A0A2R8ZCS6|A0A2R8ZCS6_PANPA, tr|A0A2R8Z8B7|A0A2R8Z8B7_PANPA
OG0000117	tr|Q8VFP6|Q8VFP6_MOUSE	tr|A0A2R8Z664|A0A2R8Z664_PANPA, tr|A0A2R8Z604|A0A2R8Z604_PANPA
OG0000117	tr|Q7TRY4|Q7TRY4_MOUSE, tr|Q7TRY5|Q7TRY5_MOUSE, tr|Q8VF16|Q8VF16_MOUSE, tr|Q8VFP3|Q8VFP3_MOUSE	tr|A0A2R8Z8M8|A0A2R8Z8M8_PANPA
OG0000118	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60682|KLRA8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60654|KLRA7_MOUSE	tr|A0A2R9CCG5|A0A2R9CCG5_PANPA
OG0000119	tr|Q5R1A3|Q5R1A3_MOUSE, tr|A0A075B5T1|A0A075B5T1_MOUSE, tr|A0A075B5S4|A0A075B5S4_MOUSE, sp|P01823|HVM47_MOUSE, tr|A0A075B5T0|A0A075B5T0_MOUSE, sp|P01822|HVM46_MOUSE, sp|P18531|HVM60_MOUSE, sp|P18532|HVM61_MOUSE, tr|A0A075B5S6|A0A075B5S6_MOUSE, tr|A0A0A6YXF1|A0A0A6YXF1_MOUSE, sp|P18533|HVM62_MOUSE	tr|A0A2R9BJC2|A0A2R9BJC2_PANPA
OG0000121	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A2R9BIA2|A0A2R9BIA2_PANPA
OG0000121	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A2R8Z6V4|A0A2R8Z6V4_PANPA
OG0000121	sp|P08122|CO4A2_MOUSE	tr|A0A2R9AHH5|A0A2R9AHH5_PANPA
OG0000121	sp|P02463|CO4A1_MOUSE	tr|A0A2R8ZQ62|A0A2R8ZQ62_PANPA
OG0000121	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A2R9B615|A0A2R9B615_PANPA
OG0000121	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A2R9AK56|A0A2R9AK56_PANPA
OG0000122	tr|Q9QWU6|Q9QWU6_MOUSE	tr|A0A2R8ZAV0|A0A2R8ZAV0_PANPA
OG0000122	tr|Q7TRU0|Q7TRU0_MOUSE, tr|Q5NCD0|Q5NCD0_MOUSE, tr|Q8VGL1|Q8VGL1_MOUSE, tr|Q8VGH6|Q8VGH6_MOUSE, sp|Q60889|OLF5_MOUSE, tr|Q8VGH5|Q8VGH5_MOUSE, tr|F6VB59|F6VB59_MOUSE, tr|Q8VF33|Q8VF33_MOUSE, tr|Q8VGW8|Q8VGW8_MOUSE	tr|A0A2R8ZFQ9|A0A2R8ZFQ9_PANPA
OG0000123	sp|P60843|IF4A1_MOUSE	tr|A0A2R9C341|A0A2R9C341_PANPA
OG0000123	sp|P10630|IF4A2_MOUSE	tr|A0A2R9C6F8|A0A2R9C6F8_PANPA, tr|A0A2R9B6W8|A0A2R9B6W8_PANPA, tr|A0A2R9BRS9|A0A2R9BRS9_PANPA, tr|A0A2R8ZTD4|A0A2R8ZTD4_PANPA, tr|A0A2R9BAQ1|A0A2R9BAQ1_PANPA, tr|A0A2R9AX76|A0A2R9AX76_PANPA, tr|A0A2R9C4Q6|A0A2R9C4Q6_PANPA, tr|A0A2R8Z7A0|A0A2R8Z7A0_PANPA, tr|A0A2R8ZFC3|A0A2R8ZFC3_PANPA
OG0000124	tr|Q3V0X2|Q3V0X2_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|B1AZQ8|B1AZQ8_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE, tr|A2AGU5|A2AGU5_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|A2ANA3|A2ANA3_MOUSE, tr|A0A571BG29|A0A571BG29_MOUSE, tr|Q8K193|Q8K193_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE, tr|A0A571BDF8|A0A571BDF8_MOUSE	tr|A0A2R8ZI17|A0A2R8ZI17_PANPA
OG0000125	sp|P14206|RSSA_MOUSE	tr|A0A2R8ZBU8|A0A2R8ZBU8_PANPA, tr|A0A2R9BJ59|A0A2R9BJ59_PANPA, tr|A0A2R8ZWS6|A0A2R8ZWS6_PANPA, tr|A0A2R9BZX6|A0A2R9BZX6_PANPA, tr|A0A2R9AEY8|A0A2R9AEY8_PANPA, tr|A0A2R9C7G6|A0A2R9C7G6_PANPA, tr|A0A2R9C257|A0A2R9C257_PANPA, tr|A0A2R9CJ02|A0A2R9CJ02_PANPA, tr|A0A2R9AXK5|A0A2R9AXK5_PANPA, tr|A0A2R8ZSH2|A0A2R8ZSH2_PANPA, tr|A0A2R8Z894|A0A2R8Z894_PANPA
OG0000127	tr|Q5NCD6|Q5NCD6_MOUSE, tr|Q5NCC8|Q5NCC8_MOUSE	tr|A0A2R8Z9M3|A0A2R8Z9M3_PANPA
OG0000127	tr|Q5SZS9|Q5SZS9_MOUSE, tr|Q8VFH0|Q8VFH0_MOUSE, tr|Q5SZZ8|Q5SZZ8_MOUSE, tr|E9PWF9|E9PWF9_MOUSE, tr|Q8VFG3|Q8VFG3_MOUSE, tr|Q7TQU0|Q7TQU0_MOUSE, tr|A0A140T8K7|A0A140T8K7_MOUSE, tr|Q7TQT8|Q7TQT8_MOUSE	tr|A0A2R8ZP05|A0A2R8ZP05_PANPA
OG0000128	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A2R9BU19|A0A2R9BU19_PANPA
OG0000128	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A2R8ZX55|A0A2R8ZX55_PANPA
OG0000128	sp|Q64436|ATP4A_MOUSE	tr|A0A2R9BD49|A0A2R9BD49_PANPA
OG0000128	sp|Q9WV27|AT1A4_MOUSE	tr|A0A2R9A102|A0A2R9A102_PANPA
OG0000128	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A2R9C0M5|A0A2R9C0M5_PANPA
OG0000128	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A2R9B4R7|A0A2R9B4R7_PANPA
OG0000130	sp|P09528|FRIH_MOUSE	tr|A0A2R9AL95|A0A2R9AL95_PANPA, tr|A0A2R9A261|A0A2R9A261_PANPA, tr|A0A2R8ZAE7|A0A2R8ZAE7_PANPA, tr|A0A2R9BEI3|A0A2R9BEI3_PANPA, tr|A0A2R9CKP7|A0A2R9CKP7_PANPA, tr|A0A2R8Z6I8|A0A2R8Z6I8_PANPA, tr|A0A2R8ZB31|A0A2R8ZB31_PANPA, tr|A0A2R8ZHG8|A0A2R8ZHG8_PANPA, tr|A0A2R9A7P3|A0A2R9A7P3_PANPA, tr|A0A2R8Z8A4|A0A2R8Z8A4_PANPA, tr|A0A2R8ZFH4|A0A2R8ZFH4_PANPA
OG0000135	tr|Q8VG21|Q8VG21_MOUSE, tr|Q8VF94|Q8VF94_MOUSE, tr|Q3SXJ3|Q3SXJ3_MOUSE	tr|A0A2R8ZGZ3|A0A2R8ZGZ3_PANPA
OG0000135	tr|Q7TR16|Q7TR16_MOUSE, tr|F6XP16|F6XP16_MOUSE, tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE, tr|A2ATJ7|A2ATJ7_MOUSE, tr|Q8VGF5|Q8VGF5_MOUSE, tr|A2ATJ9|A2ATJ9_MOUSE	tr|A0A2R8Z7A4|A0A2R8Z7A4_PANPA
OG0000139	tr|S4R196|S4R196_MOUSE	tr|A0A2R9AL98|A0A2R9AL98_PANPA
