Orthogroup	Mus_musculus	Camelus_dromedarius
OG0000054	sp|A2AJB7|LCN5_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P04939|MUP3_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|Q5FW60|MUP20_MOUSE, sp|P11590|MUP4_MOUSE, sp|P11591|MUP5_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|P02762|MUP6_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P11589|MUP2_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|P04938|MUP11_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE	tr|A0A5N4E9K7|A0A5N4E9K7_CAMDR
OG0000058	sp|A2AQP0|MYH7B_MOUSE	tr|A0A5N4CVN7|A0A5N4CVN7_CAMDR, tr|A0A5N4D5K2|A0A5N4D5K2_CAMDR, tr|A0A5N4D5R1|A0A5N4D5R1_CAMDR, tr|A0A5N4D5F4|A0A5N4D5F4_CAMDR, tr|A0A5N4EKQ4|A0A5N4EKQ4_CAMDR, tr|A0A5N4D5N1|A0A5N4D5N1_CAMDR, tr|A0A5N4D5E3|A0A5N4D5E3_CAMDR, tr|A0A5N4EJQ1|A0A5N4EJQ1_CAMDR, tr|A0A5N4E2D3|A0A5N4E2D3_CAMDR, tr|A0A5N4D5C1|A0A5N4D5C1_CAMDR, tr|A0A5N4D258|A0A5N4D258_CAMDR, tr|A0A5N4D5L6|A0A5N4D5L6_CAMDR, tr|A0A5N4E279|A0A5N4E279_CAMDR, tr|A0A5N4EKJ9|A0A5N4EKJ9_CAMDR, tr|A0A5N4D5P1|A0A5N4D5P1_CAMDR, tr|A0A5N4CWF2|A0A5N4CWF2_CAMDR, tr|A0A5N4E2D7|A0A5N4E2D7_CAMDR, tr|A0A5N4E351|A0A5N4E351_CAMDR, tr|A0A5N4DFI9|A0A5N4DFI9_CAMDR
OG0000059	tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A2AVC7|A2AVC7_MOUSE	tr|A0A5N4DP20|A0A5N4DP20_CAMDR
OG0000059	tr|Q7TQW3|Q7TQW3_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|A2ATA0|A2ATA0_MOUSE, tr|A2AT86|A2AT86_MOUSE, tr|Q8VGT9|Q8VGT9_MOUSE, tr|A2AT85|A2AT85_MOUSE, tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|Q7TR54|Q7TR54_MOUSE	tr|A0A5N4DNM0|A0A5N4DNM0_CAMDR
OG0000063	sp|P62751|RL23A_MOUSE	tr|A0A5N4E8N8|A0A5N4E8N8_CAMDR, tr|A0A5N4CIR5|A0A5N4CIR5_CAMDR, tr|A0A5N4D8Y7|A0A5N4D8Y7_CAMDR, tr|A0A5N4D3L3|A0A5N4D3L3_CAMDR, tr|A0A5N4D9L9|A0A5N4D9L9_CAMDR, tr|A0A5N4D3R2|A0A5N4D3R2_CAMDR, tr|A0A5N4CQZ2|A0A5N4CQZ2_CAMDR, tr|A0A5N4DCZ1|A0A5N4DCZ1_CAMDR, tr|A0A5N4D7V8|A0A5N4D7V8_CAMDR, tr|A0A5N4E049|A0A5N4E049_CAMDR, tr|A0A5N4ECV4|A0A5N4ECV4_CAMDR, tr|A0A5N4DEW4|A0A5N4DEW4_CAMDR, tr|A0A5N4DCY7|A0A5N4DCY7_CAMDR, tr|A0A5N4CX79|A0A5N4CX79_CAMDR, tr|A0A5N4E7Q0|A0A5N4E7Q0_CAMDR, tr|A0A5N4EE10|A0A5N4EE10_CAMDR, tr|A0A5N4EJW0|A0A5N4EJW0_CAMDR, tr|A0A5N4C5V7|A0A5N4C5V7_CAMDR
OG0000064	sp|P14206|RSSA_MOUSE	tr|A0A5N4CYU4|A0A5N4CYU4_CAMDR, tr|A0A5N4CUF7|A0A5N4CUF7_CAMDR, tr|A0A5N4CRP1|A0A5N4CRP1_CAMDR, tr|A0A5N4EF57|A0A5N4EF57_CAMDR, tr|A0A5N4EEC9|A0A5N4EEC9_CAMDR, tr|A0A5N4E3Y2|A0A5N4E3Y2_CAMDR, tr|A0A5N4C135|A0A5N4C135_CAMDR, tr|A0A5N4CJD5|A0A5N4CJD5_CAMDR, tr|A0A5N4DZ73|A0A5N4DZ73_CAMDR, tr|A0A5N4EBB4|A0A5N4EBB4_CAMDR, tr|A0A5N4E0X8|A0A5N4E0X8_CAMDR, tr|A0A5N4E8M1|A0A5N4E8M1_CAMDR, tr|A0A5N4E1R5|A0A5N4E1R5_CAMDR, tr|A0A5N4D5T0|A0A5N4D5T0_CAMDR, tr|A0A5N4DI59|A0A5N4DI59_CAMDR, tr|A0A5N4EIT7|A0A5N4EIT7_CAMDR, tr|A0A5N4E3T7|A0A5N4E3T7_CAMDR, tr|A0A5N4DA99|A0A5N4DA99_CAMDR
OG0000065	sp|Q8VCT4|EST1D_MOUSE, tr|E9PYP1|E9PYP1_MOUSE, sp|Q8VCC2|EST1_MOUSE, sp|P23953|EST1C_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE, sp|Q91WU0|EST1F_MOUSE, tr|D3Z298|D3Z298_MOUSE, sp|Q64176|EST1E_MOUSE	tr|A0A5N4DS24|A0A5N4DS24_CAMDR
OG0000065	sp|Q6AW46|EST5A_MOUSE	tr|A0A5N4DSJ9|A0A5N4DSJ9_CAMDR
OG0000065	sp|Q8QZR3|EST2A_MOUSE, sp|Q8BK48|EST2E_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|E9PV38|E9PV38_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE	tr|A0A5N4DPP6|A0A5N4DPP6_CAMDR
OG0000069	tr|Q8VEZ6|Q8VEZ6_MOUSE	tr|A0A5N4D309|A0A5N4D309_CAMDR
OG0000069	tr|Q7TRY6|Q7TRY6_MOUSE	tr|A0A5N4D101|A0A5N4D101_CAMDR, tr|A0A5N4D328|A0A5N4D328_CAMDR, tr|A0A5N4D2Z4|A0A5N4D2Z4_CAMDR, tr|A0A5N4CL79|A0A5N4CL79_CAMDR, tr|A0A5N4CKA5|A0A5N4CKA5_CAMDR, tr|A0A5N4EAI8|A0A5N4EAI8_CAMDR, tr|A0A5N4EAM6|A0A5N4EAM6_CAMDR, tr|A0A5N4EA54|A0A5N4EA54_CAMDR, tr|A0A5N4EAS4|A0A5N4EAS4_CAMDR, tr|A0A5N4EBT3|A0A5N4EBT3_CAMDR, tr|A0A5N4EA32|A0A5N4EA32_CAMDR, tr|A0A5N4EAC6|A0A5N4EAC6_CAMDR, tr|A0A5N4EA37|A0A5N4EA37_CAMDR, tr|A0A5N4EAP3|A0A5N4EAP3_CAMDR, tr|A0A5N4EAH4|A0A5N4EAH4_CAMDR
OG0000070	sp|Q8K299|SCAR5_MOUSE	tr|A0A5N4CAP5|A0A5N4CAP5_CAMDR, tr|A0A5N4E672|A0A5N4E672_CAMDR, tr|A0A5N4CB90|A0A5N4CB90_CAMDR, tr|A0A5N4C6A5|A0A5N4C6A5_CAMDR, tr|A0A5N4C7N5|A0A5N4C7N5_CAMDR, tr|A0A5N4C688|A0A5N4C688_CAMDR, tr|A0A5N4C641|A0A5N4C641_CAMDR, tr|A0A5N4C687|A0A5N4C687_CAMDR, tr|A0A5N4C6D0|A0A5N4C6D0_CAMDR, tr|A0A5N4C635|A0A5N4C635_CAMDR, tr|A0A5N4C6D5|A0A5N4C6D5_CAMDR, tr|A0A5N4C5X5|A0A5N4C5X5_CAMDR, tr|A0A5N4DK55|A0A5N4DK55_CAMDR, tr|A0A5N4DK71|A0A5N4DK71_CAMDR, tr|A0A5N4C665|A0A5N4C665_CAMDR, tr|A0A5N4C658|A0A5N4C658_CAMDR, tr|A0A5N4C699|A0A5N4C699_CAMDR
OG0000071	tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A5N4DKF0|A0A5N4DKF0_CAMDR
OG0000076	tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE	tr|A0A5N4DLG0|A0A5N4DLG0_CAMDR
OG0000076	tr|A2AVC4|A2AVC4_MOUSE, tr|A2AVC3|A2AVC3_MOUSE	tr|A0A5N4DLB5|A0A5N4DLB5_CAMDR, tr|A0A5N4DLG1|A0A5N4DLG1_CAMDR
OG0000076	tr|Q8VFR3|Q8VFR3_MOUSE	tr|A0A5N4DLN8|A0A5N4DLN8_CAMDR
OG0000076	tr|Q920P2|Q920P2_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE	tr|A0A5N4DM25|A0A5N4DM25_CAMDR
OG0000077	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A5N4E714|A0A5N4E714_CAMDR, tr|A0A5N4E567|A0A5N4E567_CAMDR, tr|A0A5N4CZB8|A0A5N4CZB8_CAMDR, tr|A0A5N4CZB2|A0A5N4CZB2_CAMDR, tr|A0A5N4E5N9|A0A5N4E5N9_CAMDR, tr|A0A5N4E745|A0A5N4E745_CAMDR, tr|A0A5N4E5H5|A0A5N4E5H5_CAMDR, tr|A0A5N4E7G5|A0A5N4E7G5_CAMDR, tr|A0A5N4D1P8|A0A5N4D1P8_CAMDR, tr|A0A5N4CZN1|A0A5N4CZN1_CAMDR, tr|A0A5N4CZ84|A0A5N4CZ84_CAMDR, tr|A0A5N4CZ96|A0A5N4CZ96_CAMDR, tr|A0A5N4DF77|A0A5N4DF77_CAMDR, tr|A0A5N4E584|A0A5N4E584_CAMDR, tr|A0A5N4E6W3|A0A5N4E6W3_CAMDR, tr|A0A5N4E555|A0A5N4E555_CAMDR
OG0000078	sp|P54754|EPHB3_MOUSE	tr|A0A5N4EJF3|A0A5N4EJF3_CAMDR
OG0000078	sp|Q8BYG9|EPHAA_MOUSE	tr|A0A5N4DCH3|A0A5N4DCH3_CAMDR
OG0000078	sp|Q61772|EPHA7_MOUSE	tr|A0A5N4DW08|A0A5N4DW08_CAMDR
OG0000078	sp|Q60629|EPHA5_MOUSE, sp|Q03137|EPHA4_MOUSE, sp|Q62413|EPHA6_MOUSE, sp|P29319|EPHA3_MOUSE, sp|O09127|EPHA8_MOUSE	tr|A0A5N4DCR1|A0A5N4DCR1_CAMDR
OG0000079	tr|Q8VF43|Q8VF43_MOUSE	tr|A0A5N4C2L8|A0A5N4C2L8_CAMDR
OG0000079	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A5N4EAD0|A0A5N4EAD0_CAMDR, tr|A0A5N4E8W8|A0A5N4E8W8_CAMDR
OG0000079	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A5N4EAF7|A0A5N4EAF7_CAMDR, tr|A0A5N4EAL4|A0A5N4EAL4_CAMDR, tr|A0A5N4EBE2|A0A5N4EBE2_CAMDR, tr|A0A5N4EAC4|A0A5N4EAC4_CAMDR, tr|A0A5N4EA17|A0A5N4EA17_CAMDR, tr|A0A5N4EA05|A0A5N4EA05_CAMDR, tr|A0A5N4E888|A0A5N4E888_CAMDR, tr|A0A5N4E8C8|A0A5N4E8C8_CAMDR
OG0000082	sp|A2AQ07|TBB1_MOUSE	tr|A0A5N4CIR0|A0A5N4CIR0_CAMDR, tr|A0A5N4EEN4|A0A5N4EEN4_CAMDR, tr|A0A5N4CVK3|A0A5N4CVK3_CAMDR, tr|A0A5N4CVI2|A0A5N4CVI2_CAMDR, tr|A0A5N4CQG4|A0A5N4CQG4_CAMDR, tr|A0A5N4C554|A0A5N4C554_CAMDR, tr|A0A5N4CLZ2|A0A5N4CLZ2_CAMDR, tr|A0A5N4CSN6|A0A5N4CSN6_CAMDR, tr|A0A5N4CQA5|A0A5N4CQA5_CAMDR, tr|A0A5N4C4U8|A0A5N4C4U8_CAMDR, tr|A0A5N4CQT7|A0A5N4CQT7_CAMDR, tr|A0A5N4CHE7|A0A5N4CHE7_CAMDR, tr|A0A5N4E9Y8|A0A5N4E9Y8_CAMDR, tr|A0A5N4CPD5|A0A5N4CPD5_CAMDR, tr|A0A5N4CTJ6|A0A5N4CTJ6_CAMDR
OG0000083	sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00756|K1KB3_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P04071|K1B16_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE	tr|A0A5N4DRC8|A0A5N4DRC8_CAMDR
OG0000084	sp|P23819|GRIA2_MOUSE	tr|A0A5N4EFJ8|A0A5N4EFJ8_CAMDR
OG0000084	sp|P39087|GRIK2_MOUSE, sp|B1AS29|GRIK3_MOUSE, sp|Q60934|GRIK1_MOUSE	tr|A0A5N4DLM9|A0A5N4DLM9_CAMDR, tr|A0A5N4DSM5|A0A5N4DSM5_CAMDR, tr|A0A5N4EBM1|A0A5N4EBM1_CAMDR, tr|A0A5N4C376|A0A5N4C376_CAMDR, tr|A0A5N4DXS2|A0A5N4DXS2_CAMDR, tr|A0A5N4EJI2|A0A5N4EJI2_CAMDR
OG0000084	sp|Q9Z2W9|GRIA3_MOUSE, sp|Q9Z2W8|GRIA4_MOUSE	tr|A0A5N4C389|A0A5N4C389_CAMDR, tr|A0A5N4EBV0|A0A5N4EBV0_CAMDR
OG0000085	tr|Q8VF62|Q8VF62_MOUSE	tr|A0A5N4C7G1|A0A5N4C7G1_CAMDR, tr|A0A5N4C8T0|A0A5N4C8T0_CAMDR, tr|A0A5N4C7C3|A0A5N4C7C3_CAMDR, tr|A0A5N4C7R5|A0A5N4C7R5_CAMDR, tr|A0A5N4C7W8|A0A5N4C7W8_CAMDR, tr|A0A5N4C880|A0A5N4C880_CAMDR, tr|A0A5N4C851|A0A5N4C851_CAMDR, tr|A0A5N4C7C4|A0A5N4C7C4_CAMDR, tr|A0A5N4C7C1|A0A5N4C7C1_CAMDR, tr|A0A5N4C797|A0A5N4C797_CAMDR, tr|A0A5N4C7B5|A0A5N4C7B5_CAMDR, tr|A0A5N4C7D4|A0A5N4C7D4_CAMDR, tr|A0A5N4C796|A0A5N4C796_CAMDR, tr|A0A5N4C7A6|A0A5N4C7A6_CAMDR, tr|A0A5N4C779|A0A5N4C779_CAMDR
OG0000086	sp|Q9QYZ9|PRS30_MOUSE, sp|Q9ER10|BSSP4_MOUSE, sp|Q8BJR6|PRS27_MOUSE, sp|Q80WM7|PRS33_MOUSE, tr|E9Q409|E9Q409_MOUSE, sp|Q924N9|PRS28_MOUSE, sp|Q99MS4|PRS29_MOUSE, tr|Q80UR4|Q80UR4_MOUSE, sp|Q02844|TRYB1_MOUSE, sp|P21845|TRYB2_MOUSE, sp|Q9QUL7|TRYG1_MOUSE, sp|Q5M8S2|PRS46_MOUSE, sp|Q920S2|PRS41_MOUSE, sp|Q9JHJ7|TEST_MOUSE, sp|Q14B25|PRS48_MOUSE	tr|A0A5N4EGU1|A0A5N4EGU1_CAMDR
OG0000092	sp|P68433|H31_MOUSE	tr|A0A5N4CRW4|A0A5N4CRW4_CAMDR, tr|A0A5N4ECE9|A0A5N4ECE9_CAMDR, tr|A0A5N4CRW9|A0A5N4CRW9_CAMDR, tr|A0A5N4CQB1|A0A5N4CQB1_CAMDR
OG0000092	sp|P84244|H33_MOUSE	tr|A0A5N4D610|A0A5N4D610_CAMDR
OG0000092	sp|P84228|H32_MOUSE	tr|A0A5N4CPC7|A0A5N4CPC7_CAMDR
OG0000094	tr|Q8CF20|Q8CF20_MOUSE	tr|A0A5N4DUG6|A0A5N4DUG6_CAMDR, tr|A0A5N4DUK7|A0A5N4DUK7_CAMDR, tr|A0A5N4DQZ4|A0A5N4DQZ4_CAMDR, tr|A0A5N4DSF3|A0A5N4DSF3_CAMDR, tr|A0A5N4DT19|A0A5N4DT19_CAMDR, tr|A0A5N4DTN8|A0A5N4DTN8_CAMDR, tr|A0A5N4DTB3|A0A5N4DTB3_CAMDR, tr|A0A5N4DVL7|A0A5N4DVL7_CAMDR, tr|A0A5N4DV99|A0A5N4DV99_CAMDR, tr|A0A5N4DV38|A0A5N4DV38_CAMDR, tr|A0A5N4C3H1|A0A5N4C3H1_CAMDR, tr|A0A5N4DTI1|A0A5N4DTI1_CAMDR, tr|A0A5N4DUP1|A0A5N4DUP1_CAMDR, tr|A0A5N4DVD6|A0A5N4DVD6_CAMDR
OG0000095	sp|P29341|PABP1_MOUSE	tr|A0A5N4CH24|A0A5N4CH24_CAMDR
OG0000095	tr|G5E8X2|G5E8X2_MOUSE	tr|A0A5N4EGI5|A0A5N4EGI5_CAMDR
OG0000095	tr|Q8C7D3|Q8C7D3_MOUSE	tr|A0A5N4DBW6|A0A5N4DBW6_CAMDR, tr|A0A5N4C1K6|A0A5N4C1K6_CAMDR
OG0000095	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A5N4CU77|A0A5N4CU77_CAMDR
OG0000095	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A5N4DAW9|A0A5N4DAW9_CAMDR
OG0000096	tr|F8VQG4|F8VQG4_MOUSE	tr|A0A5N4CRF5|A0A5N4CRF5_CAMDR, tr|A0A5N4CRX3|A0A5N4CRX3_CAMDR, tr|A0A5N4CS38|A0A5N4CS38_CAMDR, tr|A0A5N4CS35|A0A5N4CS35_CAMDR, tr|A0A5N4CTA5|A0A5N4CTA5_CAMDR, tr|A0A5N4CS23|A0A5N4CS23_CAMDR, tr|A0A5N4CS39|A0A5N4CS39_CAMDR, tr|A0A5N4CT98|A0A5N4CT98_CAMDR, tr|A0A5N4CTA9|A0A5N4CTA9_CAMDR, tr|A0A5N4CR57|A0A5N4CR57_CAMDR, tr|A0A5N4CRW1|A0A5N4CRW1_CAMDR, tr|A0A5N4CTC6|A0A5N4CTC6_CAMDR, tr|A0A5N4CS27|A0A5N4CS27_CAMDR, tr|A0A5N4CT92|A0A5N4CT92_CAMDR
OG0000097	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A5N4EBJ6|A0A5N4EBJ6_CAMDR, tr|A0A5N4EBJ4|A0A5N4EBJ4_CAMDR, tr|A0A5N4ECU7|A0A5N4ECU7_CAMDR, tr|A0A5N4EBV6|A0A5N4EBV6_CAMDR, tr|A0A5N4EB70|A0A5N4EB70_CAMDR, tr|A0A5N4EC83|A0A5N4EC83_CAMDR, tr|A0A5N4EE57|A0A5N4EE57_CAMDR, tr|A0A5N4EDQ2|A0A5N4EDQ2_CAMDR, tr|A0A5N4EBX1|A0A5N4EBX1_CAMDR, tr|A0A5N4ECH9|A0A5N4ECH9_CAMDR, tr|A0A5N4EBQ2|A0A5N4EBQ2_CAMDR, tr|A0A5N4EBU6|A0A5N4EBU6_CAMDR, tr|A0A5N4EBG8|A0A5N4EBG8_CAMDR, tr|A0A5N4EBL6|A0A5N4EBL6_CAMDR
OG0000098	sp|Q9Z0M3|CAD20_MOUSE	tr|A0A5N4CBB3|A0A5N4CBB3_CAMDR
OG0000098	sp|Q9WTP5|CAD22_MOUSE	tr|A0A5N4CUU8|A0A5N4CUU8_CAMDR
OG0000098	sp|P97326|CADH6_MOUSE	tr|A0A5N4EBS6|A0A5N4EBS6_CAMDR
OG0000098	sp|P70408|CAD10_MOUSE	tr|A0A5N4EE22|A0A5N4EE22_CAMDR
OG0000098	sp|P70407|CADH9_MOUSE	tr|A0A5N4EEF1|A0A5N4EEF1_CAMDR
OG0000099	sp|Q9CPP7|LIPG_MOUSE	tr|A0A5N4DIP1|A0A5N4DIP1_CAMDR, tr|A0A5N4DII2|A0A5N4DII2_CAMDR
OG0000099	sp|Q8K2A6|LIPM_MOUSE	tr|A0A5N4DKC4|A0A5N4DKC4_CAMDR
OG0000099	sp|Q9Z0M5|LICH_MOUSE	tr|A0A5N4DKY2|A0A5N4DKY2_CAMDR
OG0000099	sp|Q3U4B4|LIPN_MOUSE	tr|A0A5N4DIS7|A0A5N4DIS7_CAMDR
OG0000100	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE	tr|A0A5N4C231|A0A5N4C231_CAMDR
OG0000106	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A5N4E1T5|A0A5N4E1T5_CAMDR, tr|A0A5N4E3S6|A0A5N4E3S6_CAMDR, tr|A0A5N4E399|A0A5N4E399_CAMDR, tr|A0A5N4E222|A0A5N4E222_CAMDR, tr|A0A5N4E3R3|A0A5N4E3R3_CAMDR, tr|A0A5N4E3C5|A0A5N4E3C5_CAMDR, tr|A0A5N4E3C4|A0A5N4E3C4_CAMDR, tr|A0A5N4E1R6|A0A5N4E1R6_CAMDR, tr|A0A5N4E4J4|A0A5N4E4J4_CAMDR, tr|A0A5N4E1P5|A0A5N4E1P5_CAMDR, tr|A0A5N4E3M4|A0A5N4E3M4_CAMDR, tr|A0A5N4E272|A0A5N4E272_CAMDR, tr|A0A5N4E274|A0A5N4E274_CAMDR
OG0000107	sp|Q02789|CAC1S_MOUSE	tr|A0A5N4CIX6|A0A5N4CIX6_CAMDR
OG0000107	sp|Q9JIS7|CAC1F_MOUSE	tr|A0A5N4C474|A0A5N4C474_CAMDR, tr|A0A5N4CIY4|A0A5N4CIY4_CAMDR, tr|A0A5N4CPC1|A0A5N4CPC1_CAMDR, tr|A0A5N4C5X8|A0A5N4C5X8_CAMDR, tr|A0A5N4CMC3|A0A5N4CMC3_CAMDR, tr|A0A5N4E9U2|A0A5N4E9U2_CAMDR
OG0000107	sp|Q99246|CAC1D_MOUSE	tr|A0A5N4D077|A0A5N4D077_CAMDR
OG0000107	sp|Q01815|CAC1C_MOUSE	tr|A0A5N4C6C4|A0A5N4C6C4_CAMDR
OG0000108	sp|Q64467|G3PT_MOUSE	tr|A0A5N4C1R0|A0A5N4C1R0_CAMDR, tr|A0A5N4C6U9|A0A5N4C6U9_CAMDR, tr|A0A5N4EBL9|A0A5N4EBL9_CAMDR, tr|A0A5N4DWQ7|A0A5N4DWQ7_CAMDR, tr|A0A5N4DMG9|A0A5N4DMG9_CAMDR, tr|A0A5N4C4D1|A0A5N4C4D1_CAMDR, tr|A0A5N4EI16|A0A5N4EI16_CAMDR, tr|A0A5N4EB05|A0A5N4EB05_CAMDR, tr|A0A5N4DUT4|A0A5N4DUT4_CAMDR, tr|A0A5N4EGR3|A0A5N4EGR3_CAMDR, tr|A0A5N4E981|A0A5N4E981_CAMDR, tr|A0A5N4DNN6|A0A5N4DNN6_CAMDR, tr|A0A5N4DTZ9|A0A5N4DTZ9_CAMDR
OG0000110	sp|Q8VFX2|O1444_MOUSE	tr|A0A5N4DLY7|A0A5N4DLY7_CAMDR, tr|A0A5N4DLB3|A0A5N4DLB3_CAMDR, tr|A0A5N4DNP7|A0A5N4DNP7_CAMDR, tr|A0A5N4DL72|A0A5N4DL72_CAMDR, tr|A0A5N4DLJ2|A0A5N4DLJ2_CAMDR, tr|A0A5N4DLI9|A0A5N4DLI9_CAMDR, tr|A0A5N4DLC7|A0A5N4DLC7_CAMDR, tr|A0A5N4DLH5|A0A5N4DLH5_CAMDR, tr|A0A5N4DNS9|A0A5N4DNS9_CAMDR, tr|A0A5N4DMT0|A0A5N4DMT0_CAMDR, tr|A0A5N4DMF6|A0A5N4DMF6_CAMDR, tr|A0A5N4DNY6|A0A5N4DNY6_CAMDR, tr|A0A5N4DLB9|A0A5N4DLB9_CAMDR
OG0000111	sp|P06151|LDHA_MOUSE	tr|A0A5N4DLA4|A0A5N4DLA4_CAMDR
OG0000111	sp|P00342|LDHC_MOUSE	tr|A0A5N4DWE8|A0A5N4DWE8_CAMDR
OG0000111	sp|P16125|LDHB_MOUSE	tr|A0A5N4DMT8|A0A5N4DMT8_CAMDR, tr|A0A5N4E1I2|A0A5N4E1I2_CAMDR, tr|A0A5N4EH85|A0A5N4EH85_CAMDR, tr|A0A5N4DSD3|A0A5N4DSD3_CAMDR, tr|A0A5N4EFQ6|A0A5N4EFQ6_CAMDR, tr|A0A5N4EI65|A0A5N4EI65_CAMDR, tr|A0A5N4EIB6|A0A5N4EIB6_CAMDR, tr|A0A5N4CUM9|A0A5N4CUM9_CAMDR, tr|A0A5N4C677|A0A5N4C677_CAMDR
OG0000112	sp|Q8VFK1|O1009_MOUSE	tr|A0A5N4DPG5|A0A5N4DPG5_CAMDR, tr|A0A5N4DLI5|A0A5N4DLI5_CAMDR, tr|A0A5N4DLJ9|A0A5N4DLJ9_CAMDR, tr|A0A5N4DLK4|A0A5N4DLK4_CAMDR
OG0000112	sp|Q8VF76|OL998_MOUSE, tr|Q7TRA0|Q7TRA0_MOUSE, tr|Q7TR99|Q7TR99_MOUSE	tr|A0A5N4DPN3|A0A5N4DPN3_CAMDR, tr|A0A5N4DKT6|A0A5N4DKT6_CAMDR, tr|A0A5N4DPJ8|A0A5N4DPJ8_CAMDR, tr|A0A5N4DN38|A0A5N4DN38_CAMDR, tr|A0A5N4DPM2|A0A5N4DPM2_CAMDR, tr|A0A5N4DPA7|A0A5N4DPA7_CAMDR
