Orthogroup	Mus_musculus	Equus_asinus_asinus
OG0000055	tr|D3Z7A9|D3Z7A9_MOUSE	tr|A0A8C4N2B3|A0A8C4N2B3_EQUAS, tr|A0A8C4PUP7|A0A8C4PUP7_EQUAS, tr|A0A8C4MVF7|A0A8C4MVF7_EQUAS, tr|A0A8C4PUF4|A0A8C4PUF4_EQUAS, tr|A0A8C4N3T0|A0A8C4N3T0_EQUAS, tr|A0A8C4MZZ7|A0A8C4MZZ7_EQUAS, tr|A0A8C4MT00|A0A8C4MT00_EQUAS, tr|A0A8C4PUQ6|A0A8C4PUQ6_EQUAS, tr|A0A8C4N097|A0A8C4N097_EQUAS, tr|A0A8C4MTC5|A0A8C4MTC5_EQUAS, tr|A0A8C4MVC5|A0A8C4MVC5_EQUAS, tr|A0A8C4N2K9|A0A8C4N2K9_EQUAS, tr|A0A8C4MSF1|A0A8C4MSF1_EQUAS, tr|A0A8C4MU02|A0A8C4MU02_EQUAS, tr|A0A8C4MTX2|A0A8C4MTX2_EQUAS, tr|A0A8C4N0C3|A0A8C4N0C3_EQUAS, tr|A0A8C4PUP9|A0A8C4PUP9_EQUAS, tr|A0A8C4N0E5|A0A8C4N0E5_EQUAS
OG0000058	tr|Q5NC45|Q5NC45_MOUSE	tr|A0A8C4LDB9|A0A8C4LDB9_EQUAS
OG0000058	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A8C4PNE2|A0A8C4PNE2_EQUAS, tr|A0A8C4LSR0|A0A8C4LSR0_EQUAS, tr|A0A8C4PT38|A0A8C4PT38_EQUAS, tr|A0A8C4PF72|A0A8C4PF72_EQUAS, tr|A0A8C4PFK5|A0A8C4PFK5_EQUAS, tr|A0A8C4L0W7|A0A8C4L0W7_EQUAS
OG0000058	tr|Q7TRZ7|Q7TRZ7_MOUSE	tr|A0A8C4KZB3|A0A8C4KZB3_EQUAS, tr|A0A8C4L4L9|A0A8C4L4L9_EQUAS, tr|A0A8C4PFB9|A0A8C4PFB9_EQUAS
OG0000059	sp|Q9JK39|BTNLA_MOUSE	tr|A0A8C4LBF3|A0A8C4LBF3_EQUAS, tr|A0A8C4L5Q5|A0A8C4L5Q5_EQUAS, tr|A0A8C4L6M8|A0A8C4L6M8_EQUAS, tr|A0A8C4LJF6|A0A8C4LJF6_EQUAS, tr|A0A8C4L6K0|A0A8C4L6K0_EQUAS, tr|A0A8C4LI78|A0A8C4LI78_EQUAS, tr|A0A8C4LJA5|A0A8C4LJA5_EQUAS, tr|A0A8C4LBK6|A0A8C4LBK6_EQUAS
OG0000059	sp|A4QPC6|BT2A2_MOUSE	tr|A0A8C4LI30|A0A8C4LI30_EQUAS
OG0000059	sp|Q62556|BT1A1_MOUSE	tr|A0A8C4LD23|A0A8C4LD23_EQUAS
OG0000059	sp|Q9JLN5|ERMAP_MOUSE	tr|A0A8C4M2N3|A0A8C4M2N3_EQUAS, tr|A0A8C4KSY8|A0A8C4KSY8_EQUAS
OG0000059	sp|Q8BJE2|BTNL9_MOUSE	tr|A0A8C4M0P7|A0A8C4M0P7_EQUAS
OG0000060	sp|Q61781|K1C14_MOUSE	tr|A0A8C4LHC7|A0A8C4LHC7_EQUAS
OG0000060	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A8C4LD44|A0A8C4LD44_EQUAS
OG0000060	sp|A1L317|K1C24_MOUSE	tr|A0A8C4LA17|A0A8C4LA17_EQUAS
OG0000060	sp|P02535|K1C10_MOUSE	tr|A0A8C4LA37|A0A8C4LA37_EQUAS
OG0000060	sp|Q61414|K1C15_MOUSE	tr|A0A8C4LAJ8|A0A8C4LAJ8_EQUAS
OG0000060	sp|P08730|K1C13_MOUSE	tr|A0A8C4LIN5|A0A8C4LIN5_EQUAS
OG0000060	sp|Q6IFX2|K1C42_MOUSE	tr|A0A8C4LD50|A0A8C4LD50_EQUAS
OG0000060	sp|Q9QWL7|K1C17_MOUSE	tr|A0A8C4LKF1|A0A8C4LKF1_EQUAS
OG0000063	sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P04071|K1B16_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15948|K1B22_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE	tr|A0A8C4LM95|A0A8C4LM95_EQUAS, tr|A0A8C4LRB5|A0A8C4LRB5_EQUAS
OG0000070	sp|P84244|H33_MOUSE	tr|A0A8C4M6I0|A0A8C4M6I0_EQUAS
OG0000070	sp|P68433|H31_MOUSE	tr|A0A8C4M080|A0A8C4M080_EQUAS, tr|A0A8C4LET8|A0A8C4LET8_EQUAS, tr|A0A8C4LAP6|A0A8C4LAP6_EQUAS, tr|A0A8C4LPS3|A0A8C4LPS3_EQUAS, tr|A0A8C4LAM2|A0A8C4LAM2_EQUAS, tr|A0A8C4MJ33|A0A8C4MJ33_EQUAS, tr|A0A8C4PI54|A0A8C4PI54_EQUAS, tr|A0A8C4LYJ8|A0A8C4LYJ8_EQUAS, tr|A0A8C4MZJ1|A0A8C4MZJ1_EQUAS, tr|A0A8C4PGF9|A0A8C4PGF9_EQUAS, tr|A0A8C4LBS5|A0A8C4LBS5_EQUAS, tr|A0A8C4LDL7|A0A8C4LDL7_EQUAS, tr|A0A8C4L7K7|A0A8C4L7K7_EQUAS
OG0000071	tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE	tr|A0A8C4KSY3|A0A8C4KSY3_EQUAS
OG0000071	tr|Q7TRR4|Q7TRR4_MOUSE	tr|A0A8C4KT21|A0A8C4KT21_EQUAS
OG0000071	tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A8C4KRS6|A0A8C4KRS6_EQUAS
OG0000071	tr|Q8VF06|Q8VF06_MOUSE	tr|A0A8C4KUS5|A0A8C4KUS5_EQUAS, tr|A0A8C4KUR5|A0A8C4KUR5_EQUAS, tr|A0A8C4PFY0|A0A8C4PFY0_EQUAS, tr|A0A8C4L175|A0A8C4L175_EQUAS, tr|A0A8C4KV62|A0A8C4KV62_EQUAS, tr|A0A8C4L366|A0A8C4L366_EQUAS
OG0000072	tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE	tr|A0A8C4PJB2|A0A8C4PJB2_EQUAS
OG0000072	tr|Q7TR14|Q7TR14_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR12|Q7TR12_MOUSE, tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q8VG86|Q8VG86_MOUSE	tr|A0A8C4L9J3|A0A8C4L9J3_EQUAS
OG0000079	sp|Q8VCX1|AK1D1_MOUSE	tr|A0A8C4LTE8|A0A8C4LTE8_EQUAS, tr|A0A8C4MSF2|A0A8C4MSF2_EQUAS, tr|A0A8C4MKK6|A0A8C4MKK6_EQUAS, tr|A0A8C4PT61|A0A8C4PT61_EQUAS, tr|A0A8C4MKN5|A0A8C4MKN5_EQUAS, tr|A0A8C4MNA1|A0A8C4MNA1_EQUAS, tr|A0A8C4MSB8|A0A8C4MSB8_EQUAS, tr|A0A8C4MM63|A0A8C4MM63_EQUAS, tr|A0A8C4ML51|A0A8C4ML51_EQUAS, tr|A0A8C4MKP4|A0A8C4MKP4_EQUAS, tr|A0A8C4MVT9|A0A8C4MVT9_EQUAS, tr|A0A8C4MNB9|A0A8C4MNB9_EQUAS, tr|A0A8C4MKR5|A0A8C4MKR5_EQUAS, tr|A0A8C4MVT1|A0A8C4MVT1_EQUAS
OG0000080	tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|F6XK35|F6XK35_MOUSE, sp|B1AUS7|SSXA1_MOUSE	tr|A0A8C4PK94|A0A8C4PK94_EQUAS
OG0000086	sp|P01632|KV1A1_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE	tr|A0A8C4LCM2|A0A8C4LCM2_EQUAS, tr|A0A8C4LCN0|A0A8C4LCN0_EQUAS
OG0000087	sp|P70269|CATE_MOUSE	tr|A0A8C4LD00|A0A8C4LD00_EQUAS
OG0000087	sp|Q9D106|PEPA5_MOUSE	tr|A0A8C4LKX4|A0A8C4LKX4_EQUAS
OG0000087	tr|B7ZWD6|B7ZWD6_MOUSE	tr|A0A8C4LMC0|A0A8C4LMC0_EQUAS, tr|A0A8C4LI83|A0A8C4LI83_EQUAS, tr|A0A8C4LJB8|A0A8C4LJB8_EQUAS, tr|A0A8C4LGE2|A0A8C4LGE2_EQUAS, tr|A0A8C4LIE0|A0A8C4LIE0_EQUAS, tr|A0A8C4LKZ9|A0A8C4LKZ9_EQUAS, tr|A0A8C4LMH5|A0A8C4LMH5_EQUAS, tr|A0A8C4PKD7|A0A8C4PKD7_EQUAS, tr|A0A8C4LQR8|A0A8C4LQR8_EQUAS
OG0000088	sp|Q7TSL0|IFNK_MOUSE	tr|A0A8C4L5I9|A0A8C4L5I9_EQUAS, tr|A0A8C4MY28|A0A8C4MY28_EQUAS, tr|A0A8C4PVC1|A0A8C4PVC1_EQUAS, tr|A0A8C4MW10|A0A8C4MW10_EQUAS, tr|A0A8C4MVA2|A0A8C4MVA2_EQUAS, tr|A0A8C4MYH7|A0A8C4MYH7_EQUAS, tr|A0A8C4N6Z9|A0A8C4N6Z9_EQUAS, tr|A0A8C4PVB7|A0A8C4PVB7_EQUAS, tr|A0A8C4N6Y9|A0A8C4N6Y9_EQUAS, tr|A0A8C4N5Y5|A0A8C4N5Y5_EQUAS, tr|A0A8C4N6W9|A0A8C4N6W9_EQUAS, tr|A0A8C4MYN6|A0A8C4MYN6_EQUAS, tr|A0A8C4KYJ5|A0A8C4KYJ5_EQUAS
OG0000089	tr|Q7TR90|Q7TR90_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|A2ASU7|A2ASU7_MOUSE, tr|A2ASU6|A2ASU6_MOUSE, tr|L7MTT3|L7MTT3_MOUSE, tr|Q7TR87|Q7TR87_MOUSE, tr|Q8VFK5|Q8VFK5_MOUSE, tr|A2ATE5|A2ATE5_MOUSE, tr|Q7TR85|Q7TR85_MOUSE, tr|Q8VFZ3|Q8VFZ3_MOUSE, sp|Q8VFL5|O1030_MOUSE, tr|Q7TR89|Q7TR89_MOUSE, tr|A2ATE0|A2ATE0_MOUSE	tr|A0A8C4LVY9|A0A8C4LVY9_EQUAS
OG0000090	tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q7M747|S2B24_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE	tr|A0A8C4MUV1|A0A8C4MUV1_EQUAS
OG0000097	sp|Q8BLQ7|CTR4_MOUSE	tr|A0A8C4LFP1|A0A8C4LFP1_EQUAS, tr|A0A8C4LSJ1|A0A8C4LSJ1_EQUAS, tr|A0A8C4PJY3|A0A8C4PJY3_EQUAS, tr|A0A8C4KXL4|A0A8C4KXL4_EQUAS, tr|A0A8C4LT53|A0A8C4LT53_EQUAS, tr|A0A8C4N1X3|A0A8C4N1X3_EQUAS, tr|A0A8C4MR88|A0A8C4MR88_EQUAS, tr|A0A8C4PM45|A0A8C4PM45_EQUAS, tr|A0A8C4PM91|A0A8C4PM91_EQUAS, tr|A0A8C4LYG3|A0A8C4LYG3_EQUAS, tr|A0A8C4M2A3|A0A8C4M2A3_EQUAS, tr|A0A8C4L1C2|A0A8C4L1C2_EQUAS
OG0000098	sp|Q8VGI5|OL481_MOUSE	tr|A0A8C4L140|A0A8C4L140_EQUAS
OG0000098	tr|L7N455|L7N455_MOUSE, sp|Q8VG42|OL508_MOUSE, sp|Q8VEZ0|OL480_MOUSE	tr|A0A8C4L069|A0A8C4L069_EQUAS, tr|A0A8C4L8G7|A0A8C4L8G7_EQUAS, tr|A0A8C4L4Q6|A0A8C4L4Q6_EQUAS, tr|A0A8C4KYV5|A0A8C4KYV5_EQUAS, tr|A0A8C4L6I8|A0A8C4L6I8_EQUAS, tr|A0A8C4L2E7|A0A8C4L2E7_EQUAS, tr|A0A8C4PGZ4|A0A8C4PGZ4_EQUAS, tr|A0A8C4L4S4|A0A8C4L4S4_EQUAS
OG0000100	tr|A0A0B4J1K4|A0A0B4J1K4_MOUSE	tr|A0A8C4M051|A0A8C4M051_EQUAS
OG0000100	tr|A0A0B4J1J9|A0A0B4J1J9_MOUSE	tr|A0A8C4LUI2|A0A8C4LUI2_EQUAS, tr|A0A8C4LUX9|A0A8C4LUX9_EQUAS, tr|A0A8C4M022|A0A8C4M022_EQUAS, tr|A0A8C4LXL6|A0A8C4LXL6_EQUAS, tr|A0A8C4LWD9|A0A8C4LWD9_EQUAS, tr|A0A8C4PMT6|A0A8C4PMT6_EQUAS, tr|A0A8C4LTB8|A0A8C4LTB8_EQUAS, tr|A0A8C4M213|A0A8C4M213_EQUAS, tr|A0A8C4M364|A0A8C4M364_EQUAS, tr|A0A8C4LTD3|A0A8C4LTD3_EQUAS
OG0000101	tr|A0A494BB12|A0A494BB12_MOUSE	tr|A0A8C4MQM8|A0A8C4MQM8_EQUAS, tr|A0A8C4M618|A0A8C4M618_EQUAS, tr|A0A8C4LWH9|A0A8C4LWH9_EQUAS, tr|A0A8C4M631|A0A8C4M631_EQUAS, tr|A0A8C4LLS7|A0A8C4LLS7_EQUAS, tr|A0A8C4L1L4|A0A8C4L1L4_EQUAS, tr|A0A8C4PH28|A0A8C4PH28_EQUAS, tr|A0A8C4MZW3|A0A8C4MZW3_EQUAS, tr|A0A8C4MQH9|A0A8C4MQH9_EQUAS, tr|A0A8C4LFL7|A0A8C4LFL7_EQUAS, tr|A0A8C4MRE7|A0A8C4MRE7_EQUAS, tr|A0A8C4MDC5|A0A8C4MDC5_EQUAS
OG0000102	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A8C4PRL4|A0A8C4PRL4_EQUAS, tr|A0A8C4ME98|A0A8C4ME98_EQUAS, tr|A0A8C4MGE1|A0A8C4MGE1_EQUAS, tr|A0A8C4PRL1|A0A8C4PRL1_EQUAS, tr|A0A8C4MN69|A0A8C4MN69_EQUAS, tr|A0A8C4MGN5|A0A8C4MGN5_EQUAS, tr|A0A8C4MET0|A0A8C4MET0_EQUAS, tr|A0A8C4MPN7|A0A8C4MPN7_EQUAS, tr|A0A8C4ML90|A0A8C4ML90_EQUAS, tr|A0A8C4PRX4|A0A8C4PRX4_EQUAS, tr|A0A8C4MDG8|A0A8C4MDG8_EQUAS, tr|A0A8C4PRL8|A0A8C4PRL8_EQUAS
OG0000103	tr|Q8BGU0|Q8BGU0_MOUSE	tr|A0A8C4LBU1|A0A8C4LBU1_EQUAS
OG0000103	sp|Q99N16|CP4F3_MOUSE, tr|Q99N18|Q99N18_MOUSE, tr|G3UW81|G3UW81_MOUSE, sp|Q9EP75|CP4FE_MOUSE, tr|Q99N19|Q99N19_MOUSE, tr|G3UW78|G3UW78_MOUSE, tr|Q99N17|Q99N17_MOUSE, tr|Q3V1F1|Q3V1F1_MOUSE	tr|A0A8C4PTR5|A0A8C4PTR5_EQUAS, tr|A0A8C4L6G2|A0A8C4L6G2_EQUAS, tr|A0A8C4L7Q2|A0A8C4L7Q2_EQUAS
OG0000104	tr|Q8VF15|Q8VF15_MOUSE	tr|A0A8C4L3H9|A0A8C4L3H9_EQUAS
OG0000104	sp|Q8VEY3|OL958_MOUSE	tr|A0A8C4KXN4|A0A8C4KXN4_EQUAS
OG0000104	sp|Q60887|OL148_MOUSE	tr|A0A8C4PGG3|A0A8C4PGG3_EQUAS, tr|A0A8C4L028|A0A8C4L028_EQUAS, tr|A0A8C4KXR3|A0A8C4KXR3_EQUAS
OG0000104	tr|Q8VG91|Q8VG91_MOUSE	tr|A0A8C4KXZ5|A0A8C4KXZ5_EQUAS, tr|A0A8C4L2A1|A0A8C4L2A1_EQUAS
OG0000105	tr|Q8R259|Q8R259_MOUSE, tr|Q5SSA0|Q5SSA0_MOUSE, tr|Q8R258|Q8R258_MOUSE, tr|I7HIK1|I7HIK1_MOUSE, tr|Q5SVD6|Q5SVD6_MOUSE, tr|J3JS27|J3JS27_MOUSE, tr|Q8R263|Q8R263_MOUSE, tr|Q8K4C9|Q8K4C9_MOUSE, tr|Q8R264|Q8R264_MOUSE, tr|Q8R262|Q8R262_MOUSE, tr|Q8R261|Q8R261_MOUSE	tr|A0A8C4LZZ9|A0A8C4LZZ9_EQUAS, tr|A0A8C4LZ49|A0A8C4LZ49_EQUAS
OG0000106	tr|O35176|O35176_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE	tr|A0A8C4MZR0|A0A8C4MZR0_EQUAS
OG0000111	tr|Q8VGP1|Q8VGP1_MOUSE	tr|A0A8C4L9G6|A0A8C4L9G6_EQUAS, tr|A0A8C4M4W7|A0A8C4M4W7_EQUAS, tr|A0A8C4LEZ7|A0A8C4LEZ7_EQUAS, tr|A0A8C4PJR9|A0A8C4PJR9_EQUAS, tr|A0A8C4LT82|A0A8C4LT82_EQUAS, tr|A0A8C4L9S2|A0A8C4L9S2_EQUAS, tr|A0A8C4MA60|A0A8C4MA60_EQUAS, tr|A0A8C4LEN5|A0A8C4LEN5_EQUAS, tr|A0A8C4PMK6|A0A8C4PMK6_EQUAS, tr|A0A8C4PT42|A0A8C4PT42_EQUAS, tr|A0A8C4M430|A0A8C4M430_EQUAS
OG0000112	sp|Q6IFX3|K1C40_MOUSE	tr|A0A8C4PHA7|A0A8C4PHA7_EQUAS
OG0000112	sp|B1AQ75|KRT36_MOUSE	tr|A0A8C4LCV9|A0A8C4LCV9_EQUAS
OG0000112	sp|Q497I4|KRT35_MOUSE	tr|A0A8C4LD22|A0A8C4LD22_EQUAS
OG0000114	sp|Q61967|ZFP90_MOUSE	tr|A0A8C4MR03|A0A8C4MR03_EQUAS
OG0000114	sp|A2A761|ZFP69_MOUSE	tr|A0A8C4KT31|A0A8C4KT31_EQUAS
OG0000114	sp|Q80W31|ZN569_MOUSE, sp|E9PYI1|ZN568_MOUSE	tr|A0A8C4M708|A0A8C4M708_EQUAS
OG0000114	sp|Q8BI99|ZN879_MOUSE, sp|Q61751|Z354A_MOUSE, sp|Q9QXT9|Z354B_MOUSE	tr|A0A8C4M5Q0|A0A8C4M5Q0_EQUAS, tr|A0A8C4LYJ2|A0A8C4LYJ2_EQUAS
OG0000115	tr|E9Q5M9|E9Q5M9_MOUSE	tr|A0A8C4M177|A0A8C4M177_EQUAS, tr|A0A8C4M1G2|A0A8C4M1G2_EQUAS, tr|A0A8C4LZU0|A0A8C4LZU0_EQUAS, tr|A0A8C4PNH5|A0A8C4PNH5_EQUAS, tr|A0A8C4M2C8|A0A8C4M2C8_EQUAS, tr|A0A8C4MJ94|A0A8C4MJ94_EQUAS, tr|A0A8C4PMC3|A0A8C4PMC3_EQUAS, tr|A0A8C4PK11|A0A8C4PK11_EQUAS, tr|A0A8C4LJC6|A0A8C4LJC6_EQUAS, tr|A0A8C4M3Y0|A0A8C4M3Y0_EQUAS, tr|A0A8C4LKD4|A0A8C4LKD4_EQUAS
OG0000116	sp|E9Q5K4|CP2CN_MOUSE	tr|A0A8C4LW05|A0A8C4LW05_EQUAS, tr|A0A8C4LC41|A0A8C4LC41_EQUAS, tr|A0A8C4M0Q9|A0A8C4M0Q9_EQUAS, tr|A0A8C4M246|A0A8C4M246_EQUAS, tr|A0A8C4M086|A0A8C4M086_EQUAS, tr|A0A8C4PNP3|A0A8C4PNP3_EQUAS, tr|A0A8C4M863|A0A8C4M863_EQUAS, tr|A0A8C4M255|A0A8C4M255_EQUAS, tr|A0A8C4M095|A0A8C4M095_EQUAS, tr|A0A8C4PNP5|A0A8C4PNP5_EQUAS, tr|A0A8C4LXU0|A0A8C4LXU0_EQUAS
OG0000117	tr|A0A571BG29|A0A571BG29_MOUSE, tr|Q8K193|Q8K193_MOUSE, tr|A0A571BDF8|A0A571BDF8_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE, tr|A2ANA3|A2ANA3_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|B1AZQ8|B1AZQ8_MOUSE, tr|Q3V0X2|Q3V0X2_MOUSE, tr|A2AGU5|A2AGU5_MOUSE	tr|A0A8C4MYV0|A0A8C4MYV0_EQUAS
OG0000126	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A8C4LXB2|A0A8C4LXB2_EQUAS
OG0000126	sp|P00342|LDHC_MOUSE	tr|A0A8C4M128|A0A8C4M128_EQUAS
OG0000126	sp|P16125|LDHB_MOUSE	tr|A0A8C4MAY2|A0A8C4MAY2_EQUAS
OG0000126	sp|P06151|LDHA_MOUSE	tr|A0A8C4PNG7|A0A8C4PNG7_EQUAS, tr|A0A8C4MLB2|A0A8C4MLB2_EQUAS, tr|A0A8C4L2F1|A0A8C4L2F1_EQUAS
OG0000130	sp|Q6B966|NAL14_MOUSE	tr|A0A8C4PGY0|A0A8C4PGY0_EQUAS
OG0000130	sp|Q66X22|NLR9B_MOUSE, sp|Q66X01|NLR9C_MOUSE, sp|Q66X03|NLR9A_MOUSE, sp|Q8C6J9|NAL4B_MOUSE, sp|Q66X05|NAL4F_MOUSE, sp|Q8BU40|NAL4A_MOUSE, sp|Q3TKR3|NAL4C_MOUSE, sp|Q66X19|NAL4E_MOUSE	tr|A0A8C4MQ85|A0A8C4MQ85_EQUAS
OG0000131	sp|Q62413|EPHA6_MOUSE	tr|A0A8C4LQU0|A0A8C4LQU0_EQUAS
OG0000131	sp|Q03137|EPHA4_MOUSE	tr|A0A8C4LTX5|A0A8C4LTX5_EQUAS
OG0000131	sp|Q61772|EPHA7_MOUSE	tr|A0A8C4LFA5|A0A8C4LFA5_EQUAS, tr|A0A8C4LE48|A0A8C4LE48_EQUAS
OG0000131	sp|P29319|EPHA3_MOUSE	tr|A0A8C4M2H1|A0A8C4M2H1_EQUAS
OG0000131	sp|Q60629|EPHA5_MOUSE	tr|A0A8C4MH44|A0A8C4MH44_EQUAS
OG0000132	sp|P56567|CYTA_MOUSE, tr|Q9D8D6|Q9D8D6_MOUSE, tr|B2RV77|B2RV77_MOUSE, sp|P35174|CYT2_MOUSE, tr|Q8BWM3|Q8BWM3_MOUSE, sp|P35173|CYT3_MOUSE, tr|Q6IE28|Q6IE28_MOUSE, sp|P35175|CYT1_MOUSE, tr|Q497J0|Q497J0_MOUSE, tr|L7N257|L7N257_MOUSE	tr|A0A8C4MAP6|A0A8C4MAP6_EQUAS
OG0000133	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A8C4N2G7|A0A8C4N2G7_EQUAS
OG0000133	tr|Q8VET6|Q8VET6_MOUSE, tr|A1L1B4|A1L1B4_MOUSE	tr|A0A8C4N1H0|A0A8C4N1H0_EQUAS, tr|A0A8C4MZS8|A0A8C4MZS8_EQUAS, tr|A0A8C4N1U2|A0A8C4N1U2_EQUAS
OG0000133	tr|Q7TS17|Q7TS17_MOUSE, tr|A0A286YDM5|A0A286YDM5_MOUSE	tr|A0A8C4N2N9|A0A8C4N2N9_EQUAS
OG0000134	tr|E9Q8F8|E9Q8F8_MOUSE	tr|A0A8C4L3G5|A0A8C4L3G5_EQUAS
OG0000134	sp|Q8R420|ABCA3_MOUSE	tr|A0A8C4L841|A0A8C4L841_EQUAS
OG0000134	sp|E9PX95|ABCAH_MOUSE	tr|A0A8C4L849|A0A8C4L849_EQUAS
OG0000134	tr|E9PWJ7|E9PWJ7_MOUSE	tr|A0A8C4KWK8|A0A8C4KWK8_EQUAS
OG0000135	sp|Q91WP6|SPA3N_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|P29621|SPA3C_MOUSE, sp|P07759|SPA3K_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE	tr|A0A8C4MT56|A0A8C4MT56_EQUAS
OG0000154	sp|Q9ESN2|TRI39_MOUSE	tr|A0A8C4MIL9|A0A8C4MIL9_EQUAS
OG0000154	sp|Q3UWZ0|TRI75_MOUSE	tr|A0A8C4N539|A0A8C4N539_EQUAS
OG0000154	tr|Q8CDV4|Q8CDV4_MOUSE	tr|A0A8C4MVB4|A0A8C4MVB4_EQUAS, tr|A0A8C4N527|A0A8C4N527_EQUAS, tr|A0A8C4MVC4|A0A8C4MVC4_EQUAS, tr|A0A8C4MW39|A0A8C4MW39_EQUAS, tr|A0A8C4PV66|A0A8C4PV66_EQUAS
OG0000155	sp|Q07133|H1T_MOUSE	tr|A0A8C4L5A5|A0A8C4L5A5_EQUAS
OG0000155	sp|P15864|H12_MOUSE	tr|A0A8C4L7E5|A0A8C4L7E5_EQUAS
OG0000155	sp|P43277|H13_MOUSE	tr|A0A8C4L7B3|A0A8C4L7B3_EQUAS
OG0000155	sp|P43274|H14_MOUSE	tr|A0A8C4L7N0|A0A8C4L7N0_EQUAS, tr|A0A8C4LD74|A0A8C4LD74_EQUAS
OG0000156	sp|Q80WM7|PRS33_MOUSE	tr|A0A8C4LF50|A0A8C4LF50_EQUAS
