Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0000103	sp|Q64436|ATP4A_MOUSE	tr|I3M9Q4|I3M9Q4_ICTTR
OG0000103	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A287CUT8|A0A287CUT8_ICTTR
OG0000103	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A287DCW4|A0A287DCW4_ICTTR
OG0000104	tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE	tr|I3MZM5|I3MZM5_ICTTR, tr|I3NAY2|I3NAY2_ICTTR
OG0000104	tr|Q8VFR3|Q8VFR3_MOUSE	tr|I3MWU4|I3MWU4_ICTTR
OG0000104	tr|Q920P2|Q920P2_MOUSE	tr|I3N4R9|I3N4R9_ICTTR, tr|I3N6Z9|I3N6Z9_ICTTR, tr|I3MQX8|I3MQX8_ICTTR, tr|I3NEW2|I3NEW2_ICTTR, tr|I3MY38|I3MY38_ICTTR
OG0000105	sp|Q9R053|SCNBA_MOUSE	tr|I3NA50|I3NA50_ICTTR
OG0000105	tr|B1AYL1|B1AYL1_MOUSE	tr|I3MZC5|I3MZC5_ICTTR, tr|A0A287CVY9|A0A287CVY9_ICTTR, tr|I3MCU2|I3MCU2_ICTTR, tr|I3N113|I3N113_ICTTR, tr|A0A287DE16|A0A287DE16_ICTTR, tr|A0A287CS22|A0A287CS22_ICTTR, tr|A0A287DFI1|A0A287DFI1_ICTTR, tr|I3M736|I3M736_ICTTR, tr|I3MGP1|I3MGP1_ICTTR
OG0000106	sp|Q8VFL5|O1030_MOUSE	tr|I3MMI3|I3MMI3_ICTTR
OG0000106	tr|Q7TR87|Q7TR87_MOUSE	tr|I3MBA7|I3MBA7_ICTTR
OG0000106	tr|Q7TR90|Q7TR90_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|A2ASU7|A2ASU7_MOUSE, tr|A2ASU6|A2ASU6_MOUSE, tr|L7MTT3|L7MTT3_MOUSE, tr|Q7TR89|Q7TR89_MOUSE, tr|A2ATE0|A2ATE0_MOUSE	tr|I3MVN0|I3MVN0_ICTTR
OG0000107	sp|Q9D7D2|SPA9_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|P07759|SPA3K_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q91WP6|SPA3N_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q6P4P1|SPA3A_MOUSE	tr|I3LZ26|I3LZ26_ICTTR
OG0000108	tr|Q9D4U4|Q9D4U4_MOUSE, sp|Q9CQ70|H2AB1_MOUSE, tr|A9Z055|A9Z055_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|Q810S6|Q810S6_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE, tr|J3QP08|J3QP08_MOUSE	tr|I3N3L1|I3N3L1_ICTTR
OG0000120	sp|Q80YP6|ZIK1_MOUSE	tr|A0A287D447|A0A287D447_ICTTR, tr|A0A287D3V5|A0A287D3V5_ICTTR, tr|A0A287D203|A0A287D203_ICTTR, tr|I3N1U8|I3N1U8_ICTTR, tr|A0A287D6Q1|A0A287D6Q1_ICTTR, tr|A0A287CXS0|A0A287CXS0_ICTTR, tr|A0A287D429|A0A287D429_ICTTR, tr|A0A287D3L2|A0A287D3L2_ICTTR, tr|A0A287D1W7|A0A287D1W7_ICTTR, tr|A0A287DBK3|A0A287DBK3_ICTTR
OG0000121	sp|P10076|ZFP26_MOUSE	tr|I3MW76|I3MW76_ICTTR
OG0000121	tr|E9Q2S7|E9Q2S7_MOUSE	tr|A0A287CW91|A0A287CW91_ICTTR
OG0000121	tr|Q3URI6|Q3URI6_MOUSE	tr|A0A287DA14|A0A287DA14_ICTTR, tr|A0A287D9V8|A0A287D9V8_ICTTR
OG0000121	tr|G3X996|G3X996_MOUSE	tr|A0A287DCA1|A0A287DCA1_ICTTR
OG0000122	sp|P47738|ALDH2_MOUSE	tr|I3MNZ7|I3MNZ7_ICTTR
OG0000122	sp|Q9CZS1|AL1B1_MOUSE	tr|I3N1D1|I3N1D1_ICTTR
OG0000122	sp|Q9JHW9|AL1A3_MOUSE	tr|I3MCN2|I3MCN2_ICTTR
OG0000122	sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|I3M206|I3M206_ICTTR
OG0000122	sp|Q62148|AL1A2_MOUSE	tr|I3LWB6|I3LWB6_ICTTR
OG0000123	sp|Q9JJL3|SO1B2_MOUSE	tr|A0A287D487|A0A287D487_ICTTR
OG0000123	sp|Q9ERB5|SO1C1_MOUSE	tr|A0A287D9P9|A0A287D9P9_ICTTR
OG0000123	sp|Q99J94|SO1A6_MOUSE, tr|L7N264|L7N264_MOUSE, sp|Q9EP96|SO1A4_MOUSE, tr|M0QWR8|M0QWR8_MOUSE, sp|Q91YY5|SO1A5_MOUSE, sp|Q9QXZ6|SO1A1_MOUSE	tr|I3M2H0|I3M2H0_ICTTR
OG0000124	tr|A0A0U1RNF5|A0A0U1RNF5_MOUSE	tr|I3NDH7|I3NDH7_ICTTR, tr|I3N4S2|I3N4S2_ICTTR, tr|I3N328|I3N328_ICTTR, tr|I3ME04|I3ME04_ICTTR, tr|I3MUI6|I3MUI6_ICTTR, tr|I3N189|I3N189_ICTTR, tr|I3NF52|I3NF52_ICTTR, tr|I3N637|I3N637_ICTTR, tr|A0A287D410|A0A287D410_ICTTR, tr|I3MUV7|I3MUV7_ICTTR
OG0000125	tr|J3QNR8|J3QNR8_MOUSE, sp|Q99PP6|TR34A_MOUSE	tr|A0A287CZP6|A0A287CZP6_ICTTR
OG0000125	tr|D3YVI9|D3YVI9_MOUSE, sp|P15533|TR30A_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, sp|Q99PQ1|TR12A_MOUSE, sp|Q8BGE7|TRIM6_MOUSE	tr|I3NE74|I3NE74_ICTTR
OG0000126	sp|Q8R5I6|GSTM4_MOUSE	tr|I3N704|I3N704_ICTTR
OG0000126	sp|P15626|GSTM2_MOUSE	tr|I3MW66|I3MW66_ICTTR, tr|I3M9C9|I3M9C9_ICTTR
OG0000126	sp|P10649|GSTM1_MOUSE, sp|P19639|GSTM3_MOUSE	tr|I3N180|I3N180_ICTTR, tr|I3N1I8|I3N1I8_ICTTR
OG0000127	tr|Q7TRW8|Q7TRW8_MOUSE	tr|I3MFX1|I3MFX1_ICTTR
OG0000127	sp|Q60891|OL139_MOUSE	tr|A0A287D7D1|A0A287D7D1_ICTTR
OG0000127	tr|Q7TRX3|Q7TRX3_MOUSE	tr|I3MEI7|I3MEI7_ICTTR
OG0000127	tr|Q8VFX6|Q8VFX6_MOUSE, tr|Q8VFX7|Q8VFX7_MOUSE, tr|Q8VFX8|Q8VFX8_MOUSE	tr|I3NH94|I3NH94_ICTTR, tr|I3N782|I3N782_ICTTR
OG0000128	tr|E9PWP1|E9PWP1_MOUSE	tr|A0A287CUS4|A0A287CUS4_ICTTR
OG0000128	sp|Q8BQC8|RBAK_MOUSE	tr|A0A287DC99|A0A287DC99_ICTTR
OG0000128	sp|Q7TSI0|ZNF12_MOUSE	tr|I3N903|I3N903_ICTTR
OG0000129	sp|P56567|CYTA_MOUSE, tr|L7N257|L7N257_MOUSE, sp|P35175|CYT1_MOUSE, tr|Q497J0|Q497J0_MOUSE, tr|Q6IE28|Q6IE28_MOUSE, sp|P35173|CYT3_MOUSE, sp|P35174|CYT2_MOUSE, tr|Q8BWM3|Q8BWM3_MOUSE, tr|Q9D8D6|Q9D8D6_MOUSE, tr|B2RV77|B2RV77_MOUSE	tr|I3N5A4|I3N5A4_ICTTR
OG0000130	sp|Q9QX15|CA3A1_MOUSE, tr|Q9EQR4|Q9EQR4_MOUSE, tr|E9PUL3|E9PUL3_MOUSE	tr|I3MRE0|I3MRE0_ICTTR
OG0000130	sp|Q8BG22|CLCA2_MOUSE	tr|I3LYQ6|I3LYQ6_ICTTR
OG0000130	sp|Q9D7Z6|CLCA1_MOUSE, tr|Q3UW98|Q3UW98_MOUSE, sp|Q6Q473|CLA4A_MOUSE	tr|I3ND59|I3ND59_ICTTR
OG0000131	sp|Q9WV02|RBMX_MOUSE, sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, tr|Q9DAE2|Q9DAE2_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, sp|O35698|RBY1A_MOUSE, tr|J3QK27|J3QK27_MOUSE	tr|I3M7G6|I3M7G6_ICTTR
OG0000132	sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD06|TAA8B_MOUSE	tr|I3M678|I3M678_ICTTR
OG0000133	tr|Q7TS37|Q7TS37_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N205|L7N205_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE	tr|I3MSU4|I3MSU4_ICTTR
OG0000142	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A287DB00|A0A287DB00_ICTTR
OG0000142	sp|A1L317|K1C24_MOUSE	tr|I3LZX3|I3LZX3_ICTTR
OG0000142	sp|A6BLY7|K1C28_MOUSE	tr|A0A287D0M9|A0A287D0M9_ICTTR
OG0000142	sp|Q9Z320|K1C27_MOUSE	tr|I3LZX7|I3LZX7_ICTTR
OG0000142	sp|Q8VCW2|K1C25_MOUSE	tr|I3LZX5|I3LZX5_ICTTR
OG0000143	tr|A2AT86|A2AT86_MOUSE	tr|I3MUK6|I3MUK6_ICTTR, tr|I3N7D1|I3N7D1_ICTTR, tr|I3M905|I3M905_ICTTR, tr|I3MN65|I3MN65_ICTTR, tr|A0A287D9L2|A0A287D9L2_ICTTR, tr|A0A287DCD2|A0A287DCD2_ICTTR, tr|A0A287DAL7|A0A287DAL7_ICTTR, tr|A0A287CX28|A0A287CX28_ICTTR, tr|I3NDR6|I3NDR6_ICTTR
OG0000144	sp|Q64112|IFIT2_MOUSE	tr|I3MUE1|I3MUE1_ICTTR
OG0000144	sp|Q64282|IFIT1_MOUSE, tr|Q3U687|Q3U687_MOUSE, tr|D3Z6F0|D3Z6F0_MOUSE	tr|I3MRY5|I3MRY5_ICTTR, tr|I3N037|I3N037_ICTTR, tr|I3NE72|I3NE72_ICTTR, tr|I3MYN8|I3MYN8_ICTTR, tr|I3NFG2|I3NFG2_ICTTR
OG0000145	sp|P11087|CO1A1_MOUSE	tr|A0A287CWH6|A0A287CWH6_ICTTR
OG0000145	sp|Q01149|CO1A2_MOUSE	tr|I3MG62|I3MG62_ICTTR
OG0000145	sp|Q3U962|CO5A2_MOUSE	tr|I3MQE7|I3MQE7_ICTTR
OG0000145	sp|P28481|CO2A1_MOUSE	tr|I3LZF7|I3LZF7_ICTTR
OG0000145	sp|P08121|CO3A1_MOUSE	tr|A0A287DCB4|A0A287DCB4_ICTTR
OG0000146	sp|Q9DA97|SEP14_MOUSE	tr|I3M0B6|I3M0B6_ICTTR
OG0000146	sp|Q8C650|SEP10_MOUSE	tr|I3NE54|I3NE54_ICTTR
OG0000146	sp|Q8CHH9|SEPT8_MOUSE	tr|A0A287D9R7|A0A287D9R7_ICTTR
OG0000146	sp|Q8C1B7|SEP11_MOUSE	tr|A0A287D6C3|A0A287D6C3_ICTTR
OG0000146	sp|Q9R1T4|SEPT6_MOUSE	tr|A0A287D365|A0A287D365_ICTTR
OG0000147	sp|Q9ET37|S5A4A_MOUSE	tr|I3M873|I3M873_ICTTR
OG0000147	sp|Q8C3K6|SC5A1_MOUSE	tr|I3M7V4|I3M7V4_ICTTR
OG0000147	tr|E9QAB5|E9QAB5_MOUSE	tr|I3N9X6|I3N9X6_ICTTR
OG0000147	sp|Q9JKZ2|SC5A3_MOUSE, sp|Q923I7|SC5A2_MOUSE	tr|I3N1K6|I3N1K6_ICTTR
OG0000148	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A287CXR9|A0A287CXR9_ICTTR
OG0000148	sp|Q61549|AGRE1_MOUSE	tr|I3MNI9|I3MNI9_ICTTR
OG0000148	sp|Q91ZE5|AGRE4_MOUSE	tr|I3MLQ1|I3MLQ1_ICTTR, tr|I3MU25|I3MU25_ICTTR
OG0000149	sp|Q5RJ54|ZSC26_MOUSE	tr|I3NGQ3|I3NGQ3_ICTTR, tr|I3MKF6|I3MKF6_ICTTR
OG0000149	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A287D820|A0A287D820_ICTTR
OG0000149	sp|Q91VN1|ZNF24_MOUSE	tr|I3MJE1|I3MJE1_ICTTR, tr|I3M4A7|I3M4A7_ICTTR, tr|I3MGL2|I3MGL2_ICTTR, tr|I3MR27|I3MR27_ICTTR
OG0000150	tr|E9Q8F8|E9Q8F8_MOUSE	tr|I3MU08|I3MU08_ICTTR
OG0000150	tr|E9PWJ7|E9PWJ7_MOUSE	tr|I3N3R9|I3N3R9_ICTTR
OG0000150	sp|E9PX95|ABCAH_MOUSE	tr|I3MT66|I3MT66_ICTTR
OG0000150	sp|Q8R420|ABCA3_MOUSE	tr|I3MKK6|I3MKK6_ICTTR
OG0000150	tr|E9PWH4|E9PWH4_MOUSE	tr|I3NBK5|I3NBK5_ICTTR
OG0000151	sp|Q9D5H4|FTMT_MOUSE	tr|I3MU93|I3MU93_ICTTR
OG0000151	sp|P09528|FRIH_MOUSE	tr|I3N233|I3N233_ICTTR, tr|I3MY21|I3MY21_ICTTR, tr|I3NEB3|I3NEB3_ICTTR, tr|A0A287CTB7|A0A287CTB7_ICTTR, tr|A0A287DED1|A0A287DED1_ICTTR, tr|A0A287D5C5|A0A287D5C5_ICTTR, tr|I3MN32|I3MN32_ICTTR
OG0000152	sp|Q9JJW6|ALRF2_MOUSE, sp|O08583|THOC4_MOUSE, tr|A0A3B2W7J0|A0A3B2W7J0_MOUSE, tr|A0A087WNP0|A0A087WNP0_MOUSE, tr|K9J7E2|K9J7E2_MOUSE, tr|E9PX25|E9PX25_MOUSE, tr|E9PZY4|E9PZY4_MOUSE, tr|L7N2C4|L7N2C4_MOUSE, tr|E9Q4G9|E9Q4G9_MOUSE	tr|I3N007|I3N007_ICTTR
OG0000153	tr|Q8VFU9|Q8VFU9_MOUSE	tr|I3N058|I3N058_ICTTR
OG0000153	tr|Q8VFV0|Q8VFV0_MOUSE	tr|I3NG37|I3NG37_ICTTR
OG0000153	tr|Q8VFV1|Q8VFV1_MOUSE, tr|K7N659|K7N659_MOUSE, tr|Q8VG74|Q8VG74_MOUSE	tr|I3MR65|I3MR65_ICTTR
OG0000154	sp|O70293|GRK6_MOUSE	tr|I3MBK9|I3MBK9_ICTTR
OG0000154	sp|Q8VEB1|GRK5_MOUSE	tr|I3M0N8|I3M0N8_ICTTR
OG0000154	sp|O70291|GRK4_MOUSE	tr|I3ME55|I3ME55_ICTTR
OG0000154	sp|Q9WVL4|GRK1_MOUSE	tr|I3N6Q8|I3N6Q8_ICTTR, sp|Q9Z2G7|GRK7_ICTTR, tr|I3MU00|I3MU00_ICTTR
OG0000155	tr|D3YUI0|D3YUI0_MOUSE, sp|Q6TAC4|V2R26_MOUSE, tr|W4VSP2|W4VSP2_MOUSE, tr|D3YUK6|D3YUK6_MOUSE, tr|L7N2B1|L7N2B1_MOUSE, tr|K7N6Y7|K7N6Y7_MOUSE, tr|E9Q7S8|E9Q7S8_MOUSE, tr|G5E8G4|G5E8G4_MOUSE, tr|E9PXI5|E9PXI5_MOUSE	tr|I3MZM4|I3MZM4_ICTTR
OG0000156	tr|Q7TQQ3|Q7TQQ3_MOUSE	tr|I3MNW4|I3MNW4_ICTTR
OG0000156	tr|Q8VG11|Q8VG11_MOUSE	tr|I3N223|I3N223_ICTTR
OG0000156	tr|Q8VG66|Q8VG66_MOUSE, tr|Q7TQQ2|Q7TQQ2_MOUSE, tr|Q8VG65|Q8VG65_MOUSE, tr|Q8VFQ4|Q8VFQ4_MOUSE, tr|Q8VFQ3|Q8VFQ3_MOUSE	tr|I3NH24|I3NH24_ICTTR
OG0000157	sp|Q8BWN8|ACOT4_MOUSE	tr|I3M233|I3M233_ICTTR
OG0000157	sp|Q32Q92|ACOT6_MOUSE	tr|I3M1N1|I3M1N1_ICTTR
OG0000157	sp|Q6Q2Z6|ACOT5_MOUSE, sp|Q9QYR7|ACOT3_MOUSE, sp|Q9QYR9|ACOT2_MOUSE, sp|O55137|ACOT1_MOUSE	tr|A0A287D347|A0A287D347_ICTTR, tr|I3M244|I3M244_ICTTR
OG0000158	sp|P28293|CATG_MOUSE	tr|I3MB95|I3MB95_ICTTR, tr|I3ML19|I3ML19_ICTTR, tr|I3ML13|I3ML13_ICTTR, tr|I3N5Z2|I3N5Z2_ICTTR, tr|I3N4K5|I3N4K5_ICTTR, tr|I3MWL6|I3MWL6_ICTTR, tr|I3N0X5|I3N0X5_ICTTR, tr|I3NHJ9|I3NHJ9_ICTTR, tr|I3N5E1|I3N5E1_ICTTR
OG0000159	tr|Q0VB29|Q0VB29_MOUSE	tr|I3N7I2|I3N7I2_ICTTR
OG0000159	tr|A2AUS6|A2AUS6_MOUSE	tr|A0A287D8R0|A0A287D8R0_ICTTR, tr|A0A287D6G9|A0A287D6G9_ICTTR
OG0000159	tr|Q7TR20|Q7TR20_MOUSE	tr|I3N8F4|I3N8F4_ICTTR, tr|A0A287DB34|A0A287DB34_ICTTR
OG0000159	tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE	tr|I3ND76|I3ND76_ICTTR
OG0000160	sp|A3FIN4|AT8B5_MOUSE	tr|I3NHI1|I3NHI1_ICTTR
OG0000160	tr|A2ANX3|A2ANX3_MOUSE	tr|I3M026|I3M026_ICTTR
OG0000160	sp|P98199|AT8B2_MOUSE	tr|I3MNB3|I3MNB3_ICTTR
OG0000160	sp|Q148W0|AT8B1_MOUSE	tr|I3M285|I3M285_ICTTR
OG0000160	sp|Q6UQ17|AT8B3_MOUSE	tr|I3MZU2|I3MZU2_ICTTR
OG0000161	sp|P11714|CP2D9_MOUSE, tr|Q8BVD2|Q8BVD2_MOUSE, sp|P24457|CP2DB_MOUSE, sp|P24456|CP2DA_MOUSE, tr|L7N463|L7N463_MOUSE, sp|Q8CIM7|CP2DQ_MOUSE, tr|Q6P8N9|Q6P8N9_MOUSE, tr|Q9JKY7|Q9JKY7_MOUSE	tr|A0A287CUB7|A0A287CUB7_ICTTR, tr|A0A287CSD2|A0A287CSD2_ICTTR
OG0000175	tr|Q8VFZ4|Q8VFZ4_MOUSE, tr|Q8VFZ5|Q8VFZ5_MOUSE, tr|K7N645|K7N645_MOUSE, tr|Q8VEW1|Q8VEW1_MOUSE, tr|Q8VFZ6|Q8VFZ6_MOUSE, tr|Q7TRU4|Q7TRU4_MOUSE	tr|A0A287D9I0|A0A287D9I0_ICTTR, tr|A0A287CWG5|A0A287CWG5_ICTTR, tr|I3ND71|I3ND71_ICTTR
OG0000176	sp|Q9QYI8|DNJB7_MOUSE	tr|I3NHC5|I3NHC5_ICTTR, tr|A0A287CTS1|A0A287CTS1_ICTTR, tr|A0A287CRZ5|A0A287CRZ5_ICTTR
OG0000176	sp|O54946|DNJB6_MOUSE	tr|A0A287D4C5|A0A287D4C5_ICTTR, tr|A0A287DFM0|A0A287DFM0_ICTTR
OG0000176	sp|O35723|DNJB3_MOUSE	tr|I3MYN0|I3MYN0_ICTTR
OG0000177	sp|Q925E7|2ABD_MOUSE	tr|I3MJ63|I3MJ63_ICTTR, tr|A0A287DFQ2|A0A287DFQ2_ICTTR
OG0000177	sp|Q6P1F6|2ABA_MOUSE	tr|I3N000|I3N000_ICTTR
OG0000177	sp|Q6ZWR4|2ABB_MOUSE	tr|A0A287D9S1|A0A287D9S1_ICTTR
OG0000177	sp|Q8BG02|2ABG_MOUSE	tr|A0A287D789|A0A287D789_ICTTR
OG0000180	sp|Q8K4J2|COE4_MOUSE	tr|A0A287CTS7|A0A287CTS7_ICTTR
OG0000180	sp|O08791|COE3_MOUSE, sp|Q07802|COE1_MOUSE	tr|A0A287DFZ6|A0A287DFZ6_ICTTR, tr|I3MHH2|I3MHH2_ICTTR
OG0000180	sp|O08792|COE2_MOUSE	tr|I3M7A8|I3M7A8_ICTTR, tr|I3MAR8|I3MAR8_ICTTR
OG0000181	sp|Q8K0L3|ACSM2_MOUSE	tr|A0A287CY17|A0A287CY17_ICTTR
OG0000181	sp|Q3UNX5|ACSM3_MOUSE	tr|I3M8Z6|I3M8Z6_ICTTR
OG0000181	sp|Q80W40|ACSM4_MOUSE	tr|I3NBM2|I3NBM2_ICTTR
OG0000181	sp|Q8BGA8|ACSM5_MOUSE	tr|I3LXK1|I3LXK1_ICTTR
OG0000183	tr|Q8K469|Q8K469_MOUSE, sp|P11928|OAS1A_MOUSE, sp|Q60856|OAS1B_MOUSE, tr|Q8VI97|Q8VI97_MOUSE, tr|Q14AZ4|Q14AZ4_MOUSE, sp|Q924S2|OAS1C_MOUSE, sp|Q8VI95|OAS1D_MOUSE, tr|A0A0J9YV76|A0A0J9YV76_MOUSE	tr|I3MYC8|I3MYC8_ICTTR
OG0000184	tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|K7N662|K7N662_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE, tr|Q9EPG6|Q9EPG6_MOUSE, tr|Q8VF43|Q8VF43_MOUSE, tr|A2ASV3|A2ASV3_MOUSE, tr|Q9EP55|Q9EP55_MOUSE, tr|Q920Z2|Q920Z2_MOUSE	tr|I3MYU9|I3MYU9_ICTTR
OG0000186	sp|Q6J756|CAN11_MOUSE	tr|I3M224|I3M224_ICTTR
OG0000186	sp|Q91VA3|CAN8_MOUSE	tr|I3MFK2|I3MFK2_ICTTR
OG0000186	sp|O08529|CAN2_MOUSE	tr|I3MDF9|I3MDF9_ICTTR
OG0000186	sp|O35350|CAN1_MOUSE	tr|A0A287D6V2|A0A287D6V2_ICTTR
OG0000188	sp|O54754|AOXA_MOUSE	tr|I3M984|I3M984_ICTTR
OG0000188	sp|Q00519|XDH_MOUSE	tr|I3MIN7|I3MIN7_ICTTR
OG0000188	sp|Q5SGK3|AOXB_MOUSE	tr|I3MYC4|I3MYC4_ICTTR
OG0000188	sp|G3X982|AOXC_MOUSE, sp|Q3TYQ9|AOXD_MOUSE	tr|I3N381|I3N381_ICTTR
OG0000189	tr|D3Z2H9|D3Z2H9_MOUSE	tr|I3N766|I3N766_ICTTR
OG0000189	sp|Q6IRU2|TPM4_MOUSE	tr|I3N690|I3N690_ICTTR
OG0000189	sp|P21107|TPM3_MOUSE	tr|A0A287DBS3|A0A287DBS3_ICTTR, tr|I3NAM1|I3NAM1_ICTTR, tr|A0A287CSB3|A0A287CSB3_ICTTR, tr|I3N3G2|I3N3G2_ICTTR
OG0000190	sp|P16627|HS71L_MOUSE	tr|I3N1S7|I3N1S7_ICTTR
OG0000190	sp|P17156|HSP72_MOUSE, sp|P63017|HSP7C_MOUSE	tr|I3M2W9|I3M2W9_ICTTR
OG0000190	sp|P17879|HS71B_MOUSE, sp|Q61696|HS71A_MOUSE	tr|I3ND33|I3ND33_ICTTR, tr|I3MKH2|I3MKH2_ICTTR
OG0000191	sp|Q6ZQM8|UD17_MOUSE, tr|D3Z748|D3Z748_MOUSE, sp|Q62452|UD19_MOUSE, tr|K9J7B2|K9J7B2_MOUSE, sp|Q64435|UD16_MOUSE, sp|Q63886|UD11_MOUSE, sp|P70691|UD12_MOUSE, tr|B2RT14|B2RT14_MOUSE	tr|I3MWT4|I3MWT4_ICTTR
OG0000192	tr|Q7TS17|Q7TS17_MOUSE	tr|I3NC73|I3NC73_ICTTR
OG0000192	tr|Q8VET6|Q8VET6_MOUSE	tr|A0A287D0X9|A0A287D0X9_ICTTR
OG0000192	tr|A1L1B4|A1L1B4_MOUSE	tr|A0A287D4T4|A0A287D4T4_ICTTR
OG0000193	sp|Q3V0Q1|DYH12_MOUSE	tr|I3MZV8|I3MZV8_ICTTR
OG0000193	sp|Q8BW94|DYH3_MOUSE	tr|I3M987|I3M987_ICTTR
OG0000193	tr|E9Q0T8|E9Q0T8_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE	tr|I3MUG8|I3MUG8_ICTTR
OG0000194	sp|P29341|PABP1_MOUSE	tr|I3MZM6|I3MZM6_ICTTR
OG0000194	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A287D7C4|A0A287D7C4_ICTTR
OG0000194	tr|A2A5N3|A2A5N3_MOUSE	tr|I3N6E0|I3N6E0_ICTTR, tr|I3M2V7|I3M2V7_ICTTR
OG0000195	tr|Q8VFH0|Q8VFH0_MOUSE	tr|I3N7Q7|I3N7Q7_ICTTR
OG0000195	tr|Q5SZZ8|Q5SZZ8_MOUSE	tr|I3NGX1|I3NGX1_ICTTR
OG0000195	tr|Q5SZS9|Q5SZS9_MOUSE, tr|Q5NCC8|Q5NCC8_MOUSE, tr|Q5NCD6|Q5NCD6_MOUSE	tr|I3M6T7|I3M6T7_ICTTR
OG0000196	sp|P34986|OLF6_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE, tr|Q8VGU5|Q8VGU5_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q9QWU6|Q9QWU6_MOUSE, tr|Q8VFE7|Q8VFE7_MOUSE, tr|E9Q050|E9Q050_MOUSE	tr|A0A287DE10|A0A287DE10_ICTTR
OG0000197	tr|Q8VF55|Q8VF55_MOUSE	tr|I3MLN6|I3MLN6_ICTTR
OG0000197	tr|Q7TQS2|Q7TQS2_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE	tr|I3MX77|I3MX77_ICTTR
OG0000198	sp|Q04892|SOX14_MOUSE, sp|Q7M6Y2|SOX11_MOUSE, sp|Q06831|SOX4_MOUSE, sp|Q62249|SOX19_MOUSE, sp|Q04890|SOX12_MOUSE, sp|Q05738|SRY_MOUSE, sp|Q62247|SOX16_MOUSE, sp|Q811W0|SOX21_MOUSE	tr|A0A287D385|A0A287D385_ICTTR
OG0000199	tr|B2RWH8|B2RWH8_MOUSE	tr|I3N6C0|I3N6C0_ICTTR
OG0000199	tr|Q8C116|Q8C116_MOUSE	tr|I3LZC5|I3LZC5_ICTTR
