Orthogroup	Mus_musculus	Erinaceus_europaeus
OG0000061	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A1S2ZA60|A0A1S2ZA60_ERIEU, tr|A0A1S3WD53|A0A1S3WD53_ERIEU, tr|A0A1S3WCJ7|A0A1S3WCJ7_ERIEU, tr|A0A1S2ZT28|A0A1S2ZT28_ERIEU, tr|A0A1S2ZT32|A0A1S2ZT32_ERIEU, tr|A0A1S2ZT33|A0A1S2ZT33_ERIEU, tr|A0A1S2ZT71|A0A1S2ZT71_ERIEU, tr|A0A1S2ZT68|A0A1S2ZT68_ERIEU, tr|A0A1S2ZT47|A0A1S2ZT47_ERIEU, tr|A0A1S3WCE9|A0A1S3WCE9_ERIEU, tr|A0A1S2ZT74|A0A1S2ZT74_ERIEU, tr|A0A1S2ZA62|A0A1S2ZA62_ERIEU
OG0000065	tr|Q8BIS1|Q8BIS1_MOUSE	tr|A0A1S3WVA2|A0A1S3WVA2_ERIEU, tr|A0A1S3WDG8|A0A1S3WDG8_ERIEU, tr|A0A1S2ZV36|A0A1S2ZV36_ERIEU, tr|A0A1S3WDL6|A0A1S3WDL6_ERIEU, tr|A0A1S3WE71|A0A1S3WE71_ERIEU, tr|A0A1S2ZV40|A0A1S2ZV40_ERIEU, tr|A0A1S3WUK7|A0A1S3WUK7_ERIEU, tr|A0A1S2ZV23|A0A1S2ZV23_ERIEU, tr|A0A1S3WTZ8|A0A1S3WTZ8_ERIEU, tr|A0A1S3WFC5|A0A1S3WFC5_ERIEU, tr|A0A1S3WF67|A0A1S3WF67_ERIEU, tr|A0A1S3WDR1|A0A1S3WDR1_ERIEU, tr|A0A1S3WVE3|A0A1S3WVE3_ERIEU, tr|A0A1S3WVE8|A0A1S3WVE8_ERIEU, tr|A0A1S3WVU2|A0A1S3WVU2_ERIEU, tr|A0A1S3WDV0|A0A1S3WDV0_ERIEU, tr|A0A1S2ZV83|A0A1S2ZV83_ERIEU
OG0000066	tr|Q8VGZ9|Q8VGZ9_MOUSE	tr|A0A1S3AE40|A0A1S3AE40_ERIEU
OG0000066	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A1S3A1I6|A0A1S3A1I6_ERIEU, tr|A0A1S3AED1|A0A1S3AED1_ERIEU
OG0000066	tr|Q7TRR4|Q7TRR4_MOUSE	tr|A0A1S3ADY4|A0A1S3ADY4_ERIEU
OG0000066	tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A1S3ADN7|A0A1S3ADN7_ERIEU
OG0000066	tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE	tr|A0A1S3AE84|A0A1S3AE84_ERIEU, tr|A0A1S3AEB7|A0A1S3AEB7_ERIEU, tr|A0A1S3ADZ5|A0A1S3ADZ5_ERIEU, tr|A0A1S3AE27|A0A1S3AE27_ERIEU
OG0000067	tr|D3Z7A9|D3Z7A9_MOUSE	tr|A0A1S3WRE4|A0A1S3WRE4_ERIEU, tr|A0A1S3WWA4|A0A1S3WWA4_ERIEU, tr|A0A1S3WVS8|A0A1S3WVS8_ERIEU, tr|A0A1S3WW70|A0A1S3WW70_ERIEU, tr|A0A1S3AR83|A0A1S3AR83_ERIEU, tr|A0A1S3WWE9|A0A1S3WWE9_ERIEU, tr|A0A1S3WVX1|A0A1S3WVX1_ERIEU, tr|A0A1S3WVZ8|A0A1S3WVZ8_ERIEU, tr|A0A1S3WW09|A0A1S3WW09_ERIEU, tr|A0A1S3WVS3|A0A1S3WVS3_ERIEU, tr|A0A1S3WRZ7|A0A1S3WRZ7_ERIEU, tr|A0A1S3WWK1|A0A1S3WWK1_ERIEU, tr|A0A1S3WWS0|A0A1S3WWS0_ERIEU, tr|A0A1S3AQX1|A0A1S3AQX1_ERIEU, tr|A0A1S3WRE5|A0A1S3WRE5_ERIEU, tr|A0A1S3WVR5|A0A1S3WVR5_ERIEU, tr|A0A1S3WVT3|A0A1S3WVT3_ERIEU
OG0000068	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A1S3WSU5|A0A1S3WSU5_ERIEU
OG0000068	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A1S3ANC1|A0A1S3ANC1_ERIEU, tr|A0A1S3AP32|A0A1S3AP32_ERIEU, tr|A0A1S3ANY2|A0A1S3ANY2_ERIEU, tr|A0A1S3ANL2|A0A1S3ANL2_ERIEU, tr|A0A1S3AMD3|A0A1S3AMD3_ERIEU, tr|A0A1S3ANP1|A0A1S3ANP1_ERIEU, tr|A0A1S3AP60|A0A1S3AP60_ERIEU, tr|A0A1S3ANC5|A0A1S3ANC5_ERIEU, tr|A0A1S2ZMR4|A0A1S2ZMR4_ERIEU, tr|A0A1S2ZMS9|A0A1S2ZMS9_ERIEU, tr|A0A1S2ZMR3|A0A1S2ZMR3_ERIEU, tr|A0A1S2ZMR6|A0A1S2ZMR6_ERIEU, tr|A0A1S3AMC8|A0A1S3AMC8_ERIEU, tr|A0A1S3ANN6|A0A1S3ANN6_ERIEU, tr|A0A1S3WSZ7|A0A1S3WSZ7_ERIEU
OG0000069	sp|Q9R1M5|NALP5_MOUSE	tr|A0A1S3APP3|A0A1S3APP3_ERIEU
OG0000069	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A1S3WRH9|A0A1S3WRH9_ERIEU
OG0000069	sp|Q6B966|NAL14_MOUSE	tr|A0A1S3WH93|A0A1S3WH93_ERIEU
OG0000069	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A1S3WRX4|A0A1S3WRX4_ERIEU
OG0000069	sp|E9Q5R7|NAL12_MOUSE	tr|A0A1S3WKQ7|A0A1S3WKQ7_ERIEU
OG0000070	tr|Q8VET6|Q8VET6_MOUSE, tr|A1L1B4|A1L1B4_MOUSE	tr|A0A1S3W2L1|A0A1S3W2L1_ERIEU, tr|A0A1S2ZAC4|A0A1S2ZAC4_ERIEU, tr|A0A1S2ZA96|A0A1S2ZA96_ERIEU
OG0000070	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A1S2ZAB9|A0A1S2ZAB9_ERIEU
OG0000070	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A1S2ZAB5|A0A1S2ZAB5_ERIEU
OG0000074	tr|Q7TR20|Q7TR20_MOUSE	tr|A0A1S2ZY59|A0A1S2ZY59_ERIEU
OG0000074	tr|A2AUS6|A2AUS6_MOUSE	tr|A0A1S2ZYE0|A0A1S2ZYE0_ERIEU
OG0000074	tr|Q0VB29|Q0VB29_MOUSE	tr|A0A1S2ZYC5|A0A1S2ZYC5_ERIEU
OG0000074	tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE	tr|A0A1S2ZYA0|A0A1S2ZYA0_ERIEU
OG0000078	sp|Q0VAX9|OLF18_MOUSE, tr|Q7TRF5|Q7TRF5_MOUSE, tr|Q7TRF6|Q7TRF6_MOUSE, tr|A0A1L1SUS1|A0A1L1SUS1_MOUSE, tr|Q8VFF7|Q8VFF7_MOUSE, tr|Q8VFJ1|Q8VFJ1_MOUSE, tr|Q8VGB8|Q8VGB8_MOUSE, tr|Q7TQU8|Q7TQU8_MOUSE, tr|Q7TRF0|Q7TRF0_MOUSE, tr|Q8VGG4|Q8VGG4_MOUSE, tr|Q8VFI7|Q8VFI7_MOUSE, tr|Q8VFI8|Q8VFI8_MOUSE, tr|E9PVW2|E9PVW2_MOUSE, tr|A0A2I3BRV7|A0A2I3BRV7_MOUSE, tr|E9PX82|E9PX82_MOUSE	tr|A0A1S3WFX5|A0A1S3WFX5_ERIEU
OG0000085	sp|P34984|OLF13_MOUSE, tr|Q8VGP6|Q8VGP6_MOUSE	tr|A0A1S2ZP53|A0A1S2ZP53_ERIEU
OG0000085	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A1S2ZP51|A0A1S2ZP51_ERIEU, tr|A0A1S2ZP84|A0A1S2ZP84_ERIEU, tr|A0A1S2ZP54|A0A1S2ZP54_ERIEU, tr|A0A1S3WAD9|A0A1S3WAD9_ERIEU, tr|A0A1S2ZP88|A0A1S2ZP88_ERIEU, tr|A0A1S3WA62|A0A1S3WA62_ERIEU, tr|A0A1S2ZP79|A0A1S2ZP79_ERIEU, tr|A0A1S2ZP86|A0A1S2ZP86_ERIEU, tr|A0A1S2ZP75|A0A1S2ZP75_ERIEU, tr|A0A1S2ZP52|A0A1S2ZP52_ERIEU, tr|A0A1S3WA86|A0A1S3WA86_ERIEU
OG0000086	tr|F8VQG4|F8VQG4_MOUSE	tr|A0A1S3WN26|A0A1S3WN26_ERIEU, tr|A0A1S3WWB1|A0A1S3WWB1_ERIEU, tr|A0A1S3WCL0|A0A1S3WCL0_ERIEU, tr|A0A1S3WVX4|A0A1S3WVX4_ERIEU, tr|A0A1S3WW25|A0A1S3WW25_ERIEU, tr|A0A1S3WWF9|A0A1S3WWF9_ERIEU, tr|A0A1S3WTY8|A0A1S3WTY8_ERIEU, tr|A0A1S3WWJ1|A0A1S3WWJ1_ERIEU, tr|A0A1S3WTT9|A0A1S3WTT9_ERIEU, tr|A0A1S3WGK4|A0A1S3WGK4_ERIEU, tr|A0A1S3WGW7|A0A1S3WGW7_ERIEU, tr|A0A1S3WH92|A0A1S3WH92_ERIEU, tr|A0A1S3WGI9|A0A1S3WGI9_ERIEU, tr|A0A1S3WGT2|A0A1S3WGT2_ERIEU
OG0000087	tr|Q5NCD6|Q5NCD6_MOUSE, tr|Q5NCC8|Q5NCC8_MOUSE	tr|A0A1S3AER0|A0A1S3AER0_ERIEU, tr|A0A1S3WPJ0|A0A1S3WPJ0_ERIEU, tr|A0A1S3AEQ2|A0A1S3AEQ2_ERIEU, tr|A0A1S3AEL5|A0A1S3AEL5_ERIEU
OG0000087	tr|Q5SZS9|Q5SZS9_MOUSE	tr|A0A1S3AG89|A0A1S3AG89_ERIEU
OG0000087	tr|Q8VFH0|Q8VFH0_MOUSE	tr|A0A1S3AHV8|A0A1S3AHV8_ERIEU, tr|A0A1S3AHR7|A0A1S3AHR7_ERIEU, tr|A0A1S3AHL2|A0A1S3AHL2_ERIEU, tr|A0A1S3WV15|A0A1S3WV15_ERIEU, tr|A0A1S3APX9|A0A1S3APX9_ERIEU, tr|A0A1S3AGR1|A0A1S3AGR1_ERIEU
OG0000090	tr|Q91Y09|Q91Y09_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y11|PCDA9_MOUSE	tr|A0A1S2ZD53|A0A1S2ZD53_ERIEU
OG0000091	sp|B1AUS7|SSXA1_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|F6XK35|F6XK35_MOUSE	tr|A0A1S3WJC4|A0A1S3WJC4_ERIEU
OG0000099	tr|A2ATA0|A2ATA0_MOUSE	tr|A0A1S2ZHT6|A0A1S2ZHT6_ERIEU, tr|A0A1S2ZFH1|A0A1S2ZFH1_ERIEU, tr|A0A1S2ZFG5|A0A1S2ZFG5_ERIEU, tr|A0A1S2ZFX7|A0A1S2ZFX7_ERIEU, tr|A0A1S2ZHS9|A0A1S2ZHS9_ERIEU, tr|A0A1S2ZFI9|A0A1S2ZFI9_ERIEU, tr|A0A1S2ZFY3|A0A1S2ZFY3_ERIEU, tr|A0A1S2ZFH9|A0A1S2ZFH9_ERIEU, tr|A0A1S2ZFX6|A0A1S2ZFX6_ERIEU, tr|A0A1S2ZFY0|A0A1S2ZFY0_ERIEU, tr|A0A1S2ZFW5|A0A1S2ZFW5_ERIEU, tr|A0A1S2ZHJ6|A0A1S2ZHJ6_ERIEU, tr|A0A1S2ZHS2|A0A1S2ZHS2_ERIEU
OG0000102	sp|Q6ZWV3|RL10_MOUSE	tr|A0A1S3APJ4|A0A1S3APJ4_ERIEU, tr|A0A1S2ZIG8|A0A1S2ZIG8_ERIEU, tr|A0A1S3WLI4|A0A1S3WLI4_ERIEU, tr|A0A1S3AQY9|A0A1S3AQY9_ERIEU, tr|A0A1S3WI43|A0A1S3WI43_ERIEU, tr|A0A1S3WST7|A0A1S3WST7_ERIEU, tr|A0A1S3WR93|A0A1S3WR93_ERIEU, tr|A0A1S3WLR6|A0A1S3WLR6_ERIEU, tr|A0A1S3A048|A0A1S3A048_ERIEU, tr|A0A1S3WBD9|A0A1S3WBD9_ERIEU, tr|A0A1S3WVJ7|A0A1S3WVJ7_ERIEU, tr|A0A1S3A8E8|A0A1S3A8E8_ERIEU, tr|A0A1S3WQL3|A0A1S3WQL3_ERIEU
OG0000103	tr|Q61635|Q61635_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, sp|Q9QZ85|IIGP1_MOUSE	tr|A0A1S3WGP3|A0A1S3WGP3_ERIEU
OG0000104	sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE	tr|A0A1S3AS39|A0A1S3AS39_ERIEU
OG0000105	sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|Q9R002|IFI2_MOUSE, sp|Q91VJ1|AIM2_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|O35368|IFI3_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE	tr|A0A1S3WKR7|A0A1S3WKR7_ERIEU
OG0000108	tr|Q8VFP6|Q8VFP6_MOUSE	tr|A0A1S3AT54|A0A1S3AT54_ERIEU, tr|A0A1S3ASS9|A0A1S3ASS9_ERIEU, tr|A0A1S3ASL7|A0A1S3ASL7_ERIEU, tr|A0A1S3AT57|A0A1S3AT57_ERIEU, tr|A0A1S3AT52|A0A1S3AT52_ERIEU, tr|A0A1S3ASE9|A0A1S3ASE9_ERIEU, tr|A0A1S3ASS4|A0A1S3ASS4_ERIEU, tr|A0A1S3ASW9|A0A1S3ASW9_ERIEU, tr|A0A1S3ATB0|A0A1S3ATB0_ERIEU, tr|A0A1S3ASS1|A0A1S3ASS1_ERIEU, tr|A0A1S3AT49|A0A1S3AT49_ERIEU, tr|A0A1S3ASW4|A0A1S3ASW4_ERIEU
OG0000109	tr|Q8VGP1|Q8VGP1_MOUSE	tr|A0A1S2ZGX1|A0A1S2ZGX1_ERIEU
OG0000109	tr|A2AVK5|A2AVK5_MOUSE	tr|A0A1S2ZGX2|A0A1S2ZGX2_ERIEU, tr|A0A1S2ZGM3|A0A1S2ZGM3_ERIEU, tr|A0A1S2ZGW5|A0A1S2ZGW5_ERIEU, tr|A0A1S2ZGW8|A0A1S2ZGW8_ERIEU, tr|A0A1S2ZGW0|A0A1S2ZGW0_ERIEU, tr|A0A1S2ZGV7|A0A1S2ZGV7_ERIEU, tr|A0A1S2ZGM2|A0A1S2ZGM2_ERIEU, tr|A0A1S2ZGW4|A0A1S2ZGW4_ERIEU, tr|A0A1S2ZGW3|A0A1S2ZGW3_ERIEU, tr|A0A1S2ZGV1|A0A1S2ZGV1_ERIEU
OG0000110	sp|P43430|MCPT8_MOUSE	tr|A0A1S3AMI1|A0A1S3AMI1_ERIEU, tr|A0A1S3WSX8|A0A1S3WSX8_ERIEU, tr|A0A1S3AM52|A0A1S3AM52_ERIEU, tr|A0A1S3WSB2|A0A1S3WSB2_ERIEU, tr|A0A1S3AM98|A0A1S3AM98_ERIEU, tr|A0A1S3WST9|A0A1S3WST9_ERIEU, tr|A0A1S3AMB8|A0A1S3AMB8_ERIEU, tr|A0A1S3AMR7|A0A1S3AMR7_ERIEU, tr|A0A1S3AM86|A0A1S3AM86_ERIEU, tr|A0A1S3WSI6|A0A1S3WSI6_ERIEU, tr|A0A1S3AMN8|A0A1S3AMN8_ERIEU, tr|A0A1S3WSA7|A0A1S3WSA7_ERIEU
OG0000111	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|O35176|O35176_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE	tr|A0A1S3ARK8|A0A1S3ARK8_ERIEU
OG0000116	sp|Q6IFX3|K1C40_MOUSE	tr|A0A1S3A8M2|A0A1S3A8M2_ERIEU
OG0000116	sp|Q497I4|KRT35_MOUSE	tr|A0A1S3AID1|A0A1S3AID1_ERIEU
OG0000116	sp|B1AQ75|KRT36_MOUSE	tr|A0A1S3AIF9|A0A1S3AIF9_ERIEU
OG0000118	sp|Q9Z320|K1C27_MOUSE	tr|A0A1S3A8L7|A0A1S3A8L7_ERIEU
OG0000118	sp|Q8VCW2|K1C25_MOUSE	tr|A0A1S3A8V3|A0A1S3A8V3_ERIEU
OG0000118	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A1S3A8Q7|A0A1S3A8Q7_ERIEU
OG0000118	sp|A1L317|K1C24_MOUSE	tr|A0A1S3AI81|A0A1S3AI81_ERIEU, tr|A0A1S3WLC5|A0A1S3WLC5_ERIEU, tr|A0A1S3A8R5|A0A1S3A8R5_ERIEU
OG0000118	sp|A6BLY7|K1C28_MOUSE	tr|A0A1S3A8P8|A0A1S3A8P8_ERIEU
OG0000119	tr|Q8BFS8|Q8BFS8_MOUSE, sp|Q80YP6|ZIK1_MOUSE	tr|A0A1S3WW76|A0A1S3WW76_ERIEU, tr|A0A1S3WW11|A0A1S3WW11_ERIEU, tr|A0A1S3WVK7|A0A1S3WVK7_ERIEU
OG0000119	tr|Q7TNU5|Q7TNU5_MOUSE, tr|Q3UQL6|Q3UQL6_MOUSE, tr|Q9CZ29|Q9CZ29_MOUSE, tr|Q8CF20|Q8CF20_MOUSE	tr|A0A1S3WV96|A0A1S3WV96_ERIEU
OG0000119	sp|B2RUI1|ZN551_MOUSE	tr|A0A1S3ANY9|A0A1S3ANY9_ERIEU
OG0000121	sp|Q62413|EPHA6_MOUSE	tr|A0A1S3AIK2|A0A1S3AIK2_ERIEU
OG0000121	sp|Q03137|EPHA4_MOUSE	tr|A0A1S2ZLF9|A0A1S2ZLF9_ERIEU
OG0000121	sp|P29319|EPHA3_MOUSE	tr|A0A1S3AJG9|A0A1S3AJG9_ERIEU
OG0000121	sp|Q60629|EPHA5_MOUSE	tr|A0A1S3A287|A0A1S3A287_ERIEU
OG0000121	sp|Q61772|EPHA7_MOUSE	tr|A0A1S3WC27|A0A1S3WC27_ERIEU
OG0000121	sp|O09127|EPHA8_MOUSE	tr|A0A1S3WRH8|A0A1S3WRH8_ERIEU
OG0000122	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A1S3AQT3|A0A1S3AQT3_ERIEU
OG0000122	sp|Q9JJV9|SCN5A_MOUSE	tr|A0A1S3WWQ7|A0A1S3WWQ7_ERIEU, tr|A0A1S3ARQ5|A0A1S3ARQ5_ERIEU, tr|A0A1S3WX94|A0A1S3WX94_ERIEU, tr|A0A1S3ARA5|A0A1S3ARA5_ERIEU, tr|A0A1S2ZEV8|A0A1S2ZEV8_ERIEU, tr|A0A1S3A163|A0A1S3A163_ERIEU, tr|A0A1S2ZDI7|A0A1S2ZDI7_ERIEU, tr|A0A1S2ZCP3|A0A1S2ZCP3_ERIEU, tr|A0A1S2ZCJ8|A0A1S2ZCJ8_ERIEU
OG0000124	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A1S3A7H8|A0A1S3A7H8_ERIEU
OG0000124	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A1S3ACU8|A0A1S3ACU8_ERIEU
OG0000124	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A1S2ZW75|A0A1S2ZW75_ERIEU
OG0000124	sp|Q9WV27|AT1A4_MOUSE	tr|A0A1S3WKS5|A0A1S3WKS5_ERIEU
OG0000124	sp|Q64436|ATP4A_MOUSE	tr|A0A1S3AQE9|A0A1S3AQE9_ERIEU
OG0000124	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A1S2ZCI3|A0A1S2ZCI3_ERIEU
OG0000125	sp|P49312|ROA1_MOUSE	tr|A0A1S3ACU9|A0A1S3ACU9_ERIEU, tr|A0A1S3ANC3|A0A1S3ANC3_ERIEU, tr|A0A1S3AJ79|A0A1S3AJ79_ERIEU, tr|A0A1S3WJ80|A0A1S3WJ80_ERIEU, tr|A0A1S2ZC65|A0A1S2ZC65_ERIEU, tr|A0A1S3AA35|A0A1S3AA35_ERIEU, tr|A0A1S3AFZ0|A0A1S3AFZ0_ERIEU, tr|A0A1S2ZU76|A0A1S2ZU76_ERIEU, tr|A0A1S3W5B1|A0A1S3W5B1_ERIEU, tr|A0A1S2ZD92|A0A1S2ZD92_ERIEU, tr|A0A1S3AEF5|A0A1S3AEF5_ERIEU
OG0000127	sp|Q9CQ70|H2AB1_MOUSE, tr|A9Z055|A9Z055_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|J3QP08|J3QP08_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE, tr|Q810S6|Q810S6_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE	tr|A0A1S2ZE27|A0A1S2ZE27_ERIEU, tr|A0A1S3WBF9|A0A1S3WBF9_ERIEU
OG0000128	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A1S2ZT62|A0A1S2ZT62_ERIEU
OG0000128	sp|P47738|ALDH2_MOUSE	tr|A0A1S3A460|A0A1S3A460_ERIEU
OG0000128	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A1S2ZI76|A0A1S2ZI76_ERIEU
OG0000128	sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|A0A1S3A3J9|A0A1S3A3J9_ERIEU, tr|A0A1S3WID1|A0A1S3WID1_ERIEU
OG0000128	sp|Q62148|AL1A2_MOUSE	tr|A0A1S3AEM7|A0A1S3AEM7_ERIEU
OG0000129	sp|P08730|K1C13_MOUSE	tr|A0A1S3AIM9|A0A1S3AIM9_ERIEU
OG0000129	sp|Q61781|K1C14_MOUSE	tr|A0A1S3AIS0|A0A1S3AIS0_ERIEU
OG0000129	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A1S3AIC7|A0A1S3AIC7_ERIEU
OG0000129	sp|Q6IFX2|K1C42_MOUSE, sp|Q9QWL7|K1C17_MOUSE	tr|A0A1S3AIF2|A0A1S3AIF2_ERIEU
OG0000130	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60682|KLRA8_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE	tr|A0A1S2Z9C6|A0A1S2Z9C6_ERIEU
OG0000131	sp|Q9WV02|RBMX_MOUSE	tr|A0A1S2ZU65|A0A1S2ZU65_ERIEU
OG0000131	tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, sp|O35698|RBY1A_MOUSE, tr|J3QK27|J3QK27_MOUSE, tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A1S3A1G0|A0A1S3A1G0_ERIEU
OG0000139	sp|Q60879|OLF3_MOUSE	tr|A0A1S3W2E4|A0A1S3W2E4_ERIEU, tr|A0A1S3ASQ9|A0A1S3ASQ9_ERIEU, tr|A0A1S3W278|A0A1S3W278_ERIEU, tr|A0A1S3ATB7|A0A1S3ATB7_ERIEU, tr|A0A1S3W205|A0A1S3W205_ERIEU, tr|A0A1S3W3F8|A0A1S3W3F8_ERIEU, tr|A0A1S2ZQI7|A0A1S2ZQI7_ERIEU, tr|A0A1S2ZL02|A0A1S2ZL02_ERIEU, tr|A0A1S2ZQK7|A0A1S2ZQK7_ERIEU, tr|A0A1S2ZQH5|A0A1S2ZQH5_ERIEU
OG0000140	tr|E9Q9T3|E9Q9T3_MOUSE, sp|Q7TS48|OL180_MOUSE, sp|Q8VGQ7|OL181_MOUSE	tr|A0A1S3A5V7|A0A1S3A5V7_ERIEU
OG0000140	tr|E9Q8F6|E9Q8F6_MOUSE, tr|E9QAT7|E9QAT7_MOUSE	tr|A0A1S2ZQK8|A0A1S2ZQK8_ERIEU
OG0000140	tr|Q8VGQ6|Q8VGQ6_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE	tr|A0A1S3WB48|A0A1S3WB48_ERIEU
OG0000141	tr|Q8VGB9|Q8VGB9_MOUSE	tr|A0A1S3AGL2|A0A1S3AGL2_ERIEU
