Orthogroup	Mus_musculus	Rhinolophus_ferrumequinum
OG0000052	tr|Q8CF20|Q8CF20_MOUSE	tr|A0A671DVV2|A0A671DVV2_RHIFE, tr|A0A671EL96|A0A671EL96_RHIFE, tr|A0A671EC77|A0A671EC77_RHIFE, tr|A0A671E8F4|A0A671E8F4_RHIFE, tr|A0A671EFM6|A0A671EFM6_RHIFE, tr|A0A671ED59|A0A671ED59_RHIFE, tr|A0A671EI26|A0A671EI26_RHIFE, tr|A0A671E7D2|A0A671E7D2_RHIFE, tr|A0A671EH98|A0A671EH98_RHIFE, tr|A0A671E8Q5|A0A671E8Q5_RHIFE, tr|A0A671E9G1|A0A671E9G1_RHIFE, tr|A0A671EAC1|A0A671EAC1_RHIFE, tr|A0A671E9V2|A0A671E9V2_RHIFE, tr|A0A671EAL4|A0A671EAL4_RHIFE, tr|A0A671E9R2|A0A671E9R2_RHIFE, tr|A0A671E7Z7|A0A671E7Z7_RHIFE, tr|A0A671ED90|A0A671ED90_RHIFE, tr|A0A671EDT0|A0A671EDT0_RHIFE, tr|A0A671E847|A0A671E847_RHIFE, tr|A0A671EHW3|A0A671EHW3_RHIFE
OG0000056	tr|Q7TS01|Q7TS01_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE	tr|A0A671ETR4|A0A671ETR4_RHIFE
OG0000058	tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE	tr|A0A671ENS4|A0A671ENS4_RHIFE
OG0000058	tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, tr|Q8VFR3|Q8VFR3_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|Q920P2|Q920P2_MOUSE, tr|Q7TR28|Q7TR28_MOUSE, tr|Q8VFR4|Q8VFR4_MOUSE	tr|A0A671EI40|A0A671EI40_RHIFE
OG0000063	tr|A0A8I4SYN6|A0A8I4SYN6_MOUSE	tr|A0A671EYV7|A0A671EYV7_RHIFE
OG0000063	sp|P84228|H32_MOUSE	tr|A0A671FZL0|A0A671FZL0_RHIFE
OG0000063	sp|P84244|H33_MOUSE	tr|A0A671FYG5|A0A671FYG5_RHIFE, tr|A0A671EW86|A0A671EW86_RHIFE, tr|A0A671FSW2|A0A671FSW2_RHIFE, tr|A0A671G5Z9|A0A671G5Z9_RHIFE, tr|A0A671G1H5|A0A671G1H5_RHIFE, tr|A0A671DMF1|A0A671DMF1_RHIFE, tr|A0A671FFQ6|A0A671FFQ6_RHIFE, tr|A0A671DPH8|A0A671DPH8_RHIFE, tr|A0A671ESR9|A0A671ESR9_RHIFE, tr|A0A671G3L2|A0A671G3L2_RHIFE, tr|A0A671DIF8|A0A671DIF8_RHIFE
OG0000066	sp|Q8BG84|LAIR1_MOUSE	tr|A0A671EWP5|A0A671EWP5_RHIFE
OG0000066	sp|Q8C567|NCTR1_MOUSE	tr|A0A671ERW1|A0A671ERW1_RHIFE, tr|A0A671ERI6|A0A671ERI6_RHIFE, tr|A0A671EV02|A0A671EV02_RHIFE, tr|A0A671EME2|A0A671EME2_RHIFE, tr|A0A671EQ54|A0A671EQ54_RHIFE, tr|A0A671EP21|A0A671EP21_RHIFE, tr|A0A671EWJ0|A0A671EWJ0_RHIFE, tr|A0A671F7R0|A0A671F7R0_RHIFE, tr|A0A671F111|A0A671F111_RHIFE, tr|A0A671EV97|A0A671EV97_RHIFE, tr|A0A671ERB0|A0A671ERB0_RHIFE, tr|A0A671ERT7|A0A671ERT7_RHIFE, tr|A0A671EZP6|A0A671EZP6_RHIFE, tr|A0A671F2K4|A0A671F2K4_RHIFE
OG0000067	sp|P18528|HVM57_MOUSE	tr|A0A671FBH1|A0A671FBH1_RHIFE, tr|A0A671FXL7|A0A671FXL7_RHIFE, tr|A0A671F5S3|A0A671F5S3_RHIFE, tr|A0A671F3Y8|A0A671F3Y8_RHIFE, tr|A0A671FF45|A0A671FF45_RHIFE, tr|A0A671DHS7|A0A671DHS7_RHIFE, tr|A0A671G5Z4|A0A671G5Z4_RHIFE, tr|A0A671FIN0|A0A671FIN0_RHIFE, tr|A0A671G8B4|A0A671G8B4_RHIFE, tr|A0A671FXW2|A0A671FXW2_RHIFE, tr|A0A671FGT4|A0A671FGT4_RHIFE, tr|A0A671G572|A0A671G572_RHIFE, tr|A0A671F551|A0A671F551_RHIFE, tr|A0A671DHI5|A0A671DHI5_RHIFE, tr|A0A671DQ88|A0A671DQ88_RHIFE, tr|A0A671G4S1|A0A671G4S1_RHIFE
OG0000071	tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8CFE8|Q8CFE8_MOUSE	tr|A0A671ELD8|A0A671ELD8_RHIFE
OG0000073	tr|A0A140T8P3|A0A140T8P3_MOUSE	tr|A0A671EG47|A0A671EG47_RHIFE, tr|A0A671EPP2|A0A671EPP2_RHIFE, tr|A0A671ELB4|A0A671ELB4_RHIFE, tr|A0A671EG59|A0A671EG59_RHIFE, tr|A0A671EPS6|A0A671EPS6_RHIFE, tr|A0A671EH00|A0A671EH00_RHIFE, tr|A0A671EGH0|A0A671EGH0_RHIFE, tr|A0A671EGH1|A0A671EGH1_RHIFE, tr|A0A671EGX1|A0A671EGX1_RHIFE, tr|A0A671EGX9|A0A671EGX9_RHIFE, tr|A0A671EHK4|A0A671EHK4_RHIFE, tr|A0A671EGT7|A0A671EGT7_RHIFE, tr|A0A671EHD6|A0A671EHD6_RHIFE, tr|A0A671EGS8|A0A671EGS8_RHIFE, tr|A0A671EL73|A0A671EL73_RHIFE
OG0000080	tr|Q8VGW8|Q8VGW8_MOUSE	tr|A0A671EEP6|A0A671EEP6_RHIFE
OG0000080	tr|E9Q0M4|E9Q0M4_MOUSE, tr|E9Q7E7|E9Q7E7_MOUSE, tr|Q8VFE7|Q8VFE7_MOUSE, tr|E9Q050|E9Q050_MOUSE, tr|E9Q5P8|E9Q5P8_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE, sp|P34986|OLF6_MOUSE, tr|Q8VGU5|Q8VGU5_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q7TRU0|Q7TRU0_MOUSE, tr|Q9QWU6|Q9QWU6_MOUSE	tr|A0A671DYS8|A0A671DYS8_RHIFE
OG0000082	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A671G2V4|A0A671G2V4_RHIFE
OG0000082	sp|Q8BFU2|H2A3_MOUSE	tr|A0A671EYS4|A0A671EYS4_RHIFE
OG0000082	sp|Q64522|H2A2B_MOUSE	tr|A0A671G374|A0A671G374_RHIFE
OG0000082	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A671FMZ0|A0A671FMZ0_RHIFE, tr|A0A671FU51|A0A671FU51_RHIFE, tr|A0A671FIY2|A0A671FIY2_RHIFE
OG0000085	sp|Q9D504|ANKR7_MOUSE	tr|A0A671FKW7|A0A671FKW7_RHIFE
OG0000085	tr|D3Z4K0|D3Z4K0_MOUSE, tr|A5H0M4|A5H0M4_MOUSE, tr|Q05AC5|Q05AC5_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE, tr|D3Z1P8|D3Z1P8_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE	tr|A0A671FHD9|A0A671FHD9_RHIFE
OG0000086	tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|A0A671DTU4|A0A671DTU4_RHIFE
OG0000086	tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A140LHS9|A0A140LHS9_MOUSE, tr|A0A140LHS7|A0A140LHS7_MOUSE, tr|A0A140LHT7|A0A140LHT7_MOUSE, tr|Q8VFV8|Q8VFV8_MOUSE, tr|E9Q9Z6|E9Q9Z6_MOUSE, tr|Q8VF59|Q8VF59_MOUSE, tr|Q7TQR9|Q7TQR9_MOUSE, tr|A0PK57|A0PK57_MOUSE, tr|Q7TQR7|Q7TQR7_MOUSE, sp|Q8VFV4|O1440_MOUSE	tr|A0A671E1Z4|A0A671E1Z4_RHIFE
OG0000088	tr|E9Q0T8|E9Q0T8_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE	tr|A0A671GD95|A0A671GD95_RHIFE
OG0000088	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A671G6M2|A0A671G6M2_RHIFE
OG0000088	sp|E9Q8T7|DYH1_MOUSE	tr|A0A671FMV1|A0A671FMV1_RHIFE
OG0000088	sp|P0C6F1|DYH2_MOUSE, tr|E9Q0B6|E9Q0B6_MOUSE	tr|A0A671F867|A0A671F867_RHIFE
OG0000088	sp|Q8BW94|DYH3_MOUSE	tr|A0A671GCA7|A0A671GCA7_RHIFE
OG0000089	sp|P06151|LDHA_MOUSE	tr|A0A671G7D9|A0A671G7D9_RHIFE
OG0000089	sp|P16125|LDHB_MOUSE	tr|A0A671FYS2|A0A671FYS2_RHIFE
OG0000089	sp|P00342|LDHC_MOUSE	tr|A0A671G6P2|A0A671G6P2_RHIFE
OG0000089	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A671FBZ1|A0A671FBZ1_RHIFE, tr|A0A671DPV6|A0A671DPV6_RHIFE, tr|A0A671FEL5|A0A671FEL5_RHIFE, tr|A0A671ERF7|A0A671ERF7_RHIFE, tr|A0A671E856|A0A671E856_RHIFE, tr|A0A671G2I5|A0A671G2I5_RHIFE, tr|A0A671FXE5|A0A671FXE5_RHIFE
OG0000090	sp|Q80ZE3|SIG10_MOUSE	tr|A0A671EL51|A0A671EL51_RHIFE
OG0000090	tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A671EGW0|A0A671EGW0_RHIFE, tr|A0A671EN21|A0A671EN21_RHIFE, tr|A0A671EIV2|A0A671EIV2_RHIFE
OG0000090	sp|Q91Y57|SIG12_MOUSE	tr|A0A671EME8|A0A671EME8_RHIFE
OG0000092	sp|Q6PDD0|UD2A2_MOUSE	tr|A0A671FC45|A0A671FC45_RHIFE
OG0000092	sp|Q80X89|UD2A1_MOUSE, sp|Q8BWQ1|UD2A3_MOUSE, sp|Q3UP75|UD3A1_MOUSE, sp|Q8JZZ0|UD3A2_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q8K154|Q8K154_MOUSE, tr|Q8R084|Q8R084_MOUSE	tr|A0A671F9P8|A0A671F9P8_RHIFE
OG0000094	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A671FHT3|A0A671FHT3_RHIFE, tr|A0A671EAM6|A0A671EAM6_RHIFE, tr|A0A671E6R4|A0A671E6R4_RHIFE, tr|A0A671EDV5|A0A671EDV5_RHIFE, tr|A0A671FIE0|A0A671FIE0_RHIFE, tr|A0A671EB99|A0A671EB99_RHIFE, tr|A0A671E610|A0A671E610_RHIFE, tr|A0A671E780|A0A671E780_RHIFE, tr|A0A671FNQ6|A0A671FNQ6_RHIFE, tr|A0A671EEL5|A0A671EEL5_RHIFE, tr|A0A671EB62|A0A671EB62_RHIFE, tr|A0A671E6A5|A0A671E6A5_RHIFE, tr|A0A671E690|A0A671E690_RHIFE
OG0000095	sp|O09167|RL21_MOUSE	tr|A0A671DKR5|A0A671DKR5_RHIFE, tr|A0A671E5L2|A0A671E5L2_RHIFE, tr|A0A671FM99|A0A671FM99_RHIFE, tr|A0A671E1D6|A0A671E1D6_RHIFE, tr|A0A671DW37|A0A671DW37_RHIFE, tr|A0A671DP29|A0A671DP29_RHIFE, tr|A0A671DWK6|A0A671DWK6_RHIFE, tr|A0A671FLL7|A0A671FLL7_RHIFE, tr|A0A671G8W9|A0A671G8W9_RHIFE, tr|A0A671EVA5|A0A671EVA5_RHIFE, tr|A0A671E6S0|A0A671E6S0_RHIFE, tr|A0A671E9X9|A0A671E9X9_RHIFE, tr|A0A671EHB9|A0A671EHB9_RHIFE
OG0000096	sp|Q9Z0M5|LICH_MOUSE	tr|A0A671FS60|A0A671FS60_RHIFE
OG0000096	sp|Q8K2A6|LIPM_MOUSE	tr|A0A671FZ70|A0A671FZ70_RHIFE
OG0000096	sp|Q3U4B4|LIPN_MOUSE, tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, sp|Q9CPP7|LIPG_MOUSE, sp|Q8BM14|LIPK_MOUSE	tr|A0A671G2M3|A0A671G2M3_RHIFE
OG0000098	sp|Q6IFX4|K1C39_MOUSE	tr|A0A671G0D1|A0A671G0D1_RHIFE
OG0000098	sp|B1AQ75|KRT36_MOUSE	tr|A0A671E573|A0A671E573_RHIFE
OG0000098	sp|Q497I4|KRT35_MOUSE	tr|A0A671E5P0|A0A671E5P0_RHIFE
OG0000098	sp|Q6IFX3|K1C40_MOUSE	tr|A0A671FSD1|A0A671FSD1_RHIFE
OG0000099	sp|Q6IFX2|K1C42_MOUSE	tr|A0A671EBN1|A0A671EBN1_RHIFE
OG0000099	sp|Q61781|K1C14_MOUSE	tr|A0A671EB05|A0A671EB05_RHIFE
OG0000099	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A671E6S4|A0A671E6S4_RHIFE
OG0000105	sp|Q9WV02|RBMX_MOUSE	tr|A0A671E844|A0A671E844_RHIFE, tr|A0A671DQS7|A0A671DQS7_RHIFE
OG0000105	sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, sp|O35698|RBY1A_MOUSE, tr|J3QK27|J3QK27_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE, tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A671E6I8|A0A671E6I8_RHIFE
OG0000106	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A671FXA5|A0A671FXA5_RHIFE, tr|A0A671DMH1|A0A671DMH1_RHIFE, tr|A0A671FPC2|A0A671FPC2_RHIFE, tr|A0A671FU48|A0A671FU48_RHIFE, tr|A0A671FU20|A0A671FU20_RHIFE, tr|A0A671FLX7|A0A671FLX7_RHIFE, tr|A0A671FNP4|A0A671FNP4_RHIFE, tr|A0A671FUH0|A0A671FUH0_RHIFE, tr|A0A671FTY8|A0A671FTY8_RHIFE, tr|A0A671FWY0|A0A671FWY0_RHIFE, tr|A0A671FU08|A0A671FU08_RHIFE, tr|A0A671FRL1|A0A671FRL1_RHIFE
OG0000112	sp|Q811Q4|ADA29_MOUSE	tr|A0A671EBH4|A0A671EBH4_RHIFE
OG0000112	sp|Q9JI76|ADA21_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, tr|Q7M766|Q7M766_MOUSE, sp|Q9R158|AD26A_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M762|Q7M762_MOUSE, tr|Q7M763|Q7M763_MOUSE, sp|Q9R160|ADA24_MOUSE	tr|A0A671E3N8|A0A671E3N8_RHIFE
OG0000113	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60682|KLRA8_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE	tr|A0A671F6C8|A0A671F6C8_RHIFE
OG0000114	tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|E9Q1L6|E9Q1L6_MOUSE, tr|F8VQB1|F8VQB1_MOUSE, tr|E9Q848|E9Q848_MOUSE, sp|Q62007|OLF16_MOUSE, tr|A0A140T8J6|A0A140T8J6_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE, tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE, tr|E9Q0Y7|E9Q0Y7_MOUSE	tr|A0A671G5I0|A0A671G5I0_RHIFE
OG0000115	sp|Q8VG42|OL508_MOUSE, sp|Q8VEZ0|OL480_MOUSE	tr|A0A671DWT2|A0A671DWT2_RHIFE
OG0000115	sp|Q8VGI5|OL481_MOUSE, tr|L7N455|L7N455_MOUSE, sp|Q8VG06|OL491_MOUSE, sp|Q8VG44|OL473_MOUSE, sp|Q8VG43|OL472_MOUSE, sp|Q8VFC9|OL474_MOUSE, sp|Q8VGI6|OL477_MOUSE, sp|Q8VGI4|OL476_MOUSE	tr|A0A671DXJ7|A0A671DXJ7_RHIFE
OG0000119	tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE	tr|A0A671EQ87|A0A671EQ87_RHIFE
OG0000120	sp|Q03137|EPHA4_MOUSE	tr|A0A671FVM0|A0A671FVM0_RHIFE
OG0000120	sp|Q61772|EPHA7_MOUSE	tr|A0A671DQ18|A0A671DQ18_RHIFE
OG0000120	sp|Q60629|EPHA5_MOUSE	tr|A0A671F1Q3|A0A671F1Q3_RHIFE
OG0000120	sp|P29319|EPHA3_MOUSE	tr|A0A671E2Y3|A0A671E2Y3_RHIFE
OG0000120	sp|Q62413|EPHA6_MOUSE	tr|A0A671E3C1|A0A671E3C1_RHIFE
OG0000120	sp|O09127|EPHA8_MOUSE	tr|A0A671DKM3|A0A671DKM3_RHIFE
OG0000121	sp|Q9QYY9|ADH4_MOUSE	tr|A0A671DM60|A0A671DM60_RHIFE
OG0000121	sp|P28474|ADHX_MOUSE	tr|A0A671DU82|A0A671DU82_RHIFE
OG0000121	sp|P00329|ADH1_MOUSE	tr|A0A671DMN6|A0A671DMN6_RHIFE
OG0000121	sp|Q64437|ADH7_MOUSE	tr|A0A671DMW8|A0A671DMW8_RHIFE, tr|A0A671DLN9|A0A671DLN9_RHIFE
OG0000123	sp|A2A761|ZFP69_MOUSE	tr|A0A671E237|A0A671E237_RHIFE, tr|A0A671E9P7|A0A671E9P7_RHIFE, tr|A0A671FB38|A0A671FB38_RHIFE, tr|A0A671DJF1|A0A671DJF1_RHIFE, tr|A0A671FN79|A0A671FN79_RHIFE, tr|A0A671EB08|A0A671EB08_RHIFE, tr|A0A671EFR5|A0A671EFR5_RHIFE, tr|A0A671DQ64|A0A671DQ64_RHIFE, tr|A0A671FRI9|A0A671FRI9_RHIFE, tr|A0A671F3N4|A0A671F3N4_RHIFE, tr|A0A671EX14|A0A671EX14_RHIFE
OG0000126	sp|Q60887|OL148_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, sp|Q8VEY3|OL958_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VG91|Q8VG91_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, sp|Q60888|OL149_MOUSE, tr|Q9EQ86|Q9EQ86_MOUSE	tr|A0A671FGU5|A0A671FGU5_RHIFE
OG0000128	sp|Q9QY96|CASR_MOUSE, sp|Q8K4Z6|GPC6A_MOUSE, sp|O70410|V2R1_MOUSE, tr|K7N788|K7N788_MOUSE, tr|A0A3Q4EGR4|A0A3Q4EGR4_MOUSE, tr|L7N2E9|L7N2E9_MOUSE, tr|H3BJ88|H3BJ88_MOUSE, tr|K7N784|K7N784_MOUSE, tr|H3BK29|H3BK29_MOUSE, tr|E9PYL5|E9PYL5_MOUSE	tr|A0A671DZY4|A0A671DZY4_RHIFE
OG0000132	sp|A1L317|K1C24_MOUSE	tr|A0A671FPA6|A0A671FPA6_RHIFE
OG0000132	sp|Q8VCW2|K1C25_MOUSE	tr|A0A671FV93|A0A671FV93_RHIFE
OG0000132	sp|Q9Z320|K1C27_MOUSE	tr|A0A671FQG1|A0A671FQG1_RHIFE
OG0000132	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A671FQD8|A0A671FQD8_RHIFE
OG0000132	sp|A6BLY7|K1C28_MOUSE	tr|A0A671FZL8|A0A671FZL8_RHIFE
OG0000133	sp|P63017|HSP7C_MOUSE	tr|A0A671FVZ4|A0A671FVZ4_RHIFE, tr|A0A671EF22|A0A671EF22_RHIFE
OG0000133	sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE	tr|A0A671DSI9|A0A671DSI9_RHIFE
OG0000133	sp|P16627|HS71L_MOUSE	tr|A0A671DRQ0|A0A671DRQ0_RHIFE
OG0000133	sp|P17156|HSP72_MOUSE	tr|A0A671DNQ6|A0A671DNQ6_RHIFE
OG0000134	tr|E9PZS7|E9PZS7_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|L7MTV4|L7MTV4_MOUSE	tr|A0A671EG16|A0A671EG16_RHIFE
OG0000135	sp|Q64464|CP3AD_MOUSE, tr|D3YYZ0|D3YYZ0_MOUSE, tr|D3Z2W7|D3Z2W7_MOUSE, sp|O09158|CP3AP_MOUSE, sp|Q64459|CP3AB_MOUSE, sp|Q64481|CP3AG_MOUSE, sp|Q9JMA7|CP341_MOUSE, tr|Q9EQW4|Q9EQW4_MOUSE	tr|A0A671DQT9|A0A671DQT9_RHIFE, tr|A0A671DW93|A0A671DW93_RHIFE, tr|A0A671DZR5|A0A671DZR5_RHIFE
OG0000136	sp|P02463|CO4A1_MOUSE	tr|A0A671EIB8|A0A671EIB8_RHIFE
OG0000136	sp|P08122|CO4A2_MOUSE	tr|A0A671EMP2|A0A671EMP2_RHIFE
OG0000136	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A671FNQ9|A0A671FNQ9_RHIFE
OG0000136	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A671G751|A0A671G751_RHIFE
OG0000136	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A671G6B0|A0A671G6B0_RHIFE
OG0000137	sp|Q8VCX1|AK1D1_MOUSE, sp|P70694|DHB5_MOUSE, tr|Q8VC77|Q8VC77_MOUSE, sp|Q91WR5|AK1CL_MOUSE, tr|Q91WT7|Q91WT7_MOUSE, sp|Q8K023|AKC1H_MOUSE, tr|Q3UXL1|Q3UXL1_MOUSE, sp|Q8VC28|AK1CD_MOUSE, tr|Q9JLI0|Q9JLI0_MOUSE, tr|G3X9Y6|G3X9Y6_MOUSE	tr|A0A671EGS4|A0A671EGS4_RHIFE
OG0000142	sp|Q9R1M5|NALP5_MOUSE	tr|A0A671E466|A0A671E466_RHIFE
OG0000142	sp|Q6B966|NAL14_MOUSE	tr|A0A671DZ87|A0A671DZ87_RHIFE
OG0000142	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A671FW48|A0A671FW48_RHIFE, tr|A0A671G5J3|A0A671G5J3_RHIFE, tr|A0A671E888|A0A671E888_RHIFE, tr|A0A671EBD6|A0A671EBD6_RHIFE, tr|A0A671FF46|A0A671FF46_RHIFE, tr|A0A671FAF7|A0A671FAF7_RHIFE
OG0000144	sp|Q8VGS1|O1038_MOUSE	tr|A0A671EE36|A0A671EE36_RHIFE
OG0000144	tr|Q7TR84|Q7TR84_MOUSE, tr|A2AVB5|A2AVB5_MOUSE, tr|Q8VFK4|Q8VFK4_MOUSE, tr|Q7TR81|Q7TR81_MOUSE, tr|A2ARY0|A2ARY0_MOUSE, tr|A2ARY1|A2ARY1_MOUSE, tr|Q8VFL0|Q8VFL0_MOUSE, sp|Q8VGR9|O1044_MOUSE	tr|A0A671EDW9|A0A671EDW9_RHIFE
OG0000145	sp|P63158|HMGB1_MOUSE	tr|A0A671FXW6|A0A671FXW6_RHIFE, tr|A0A671F335|A0A671F335_RHIFE, tr|B2KI23|B2KI23_RHIFE
OG0000145	sp|P30681|HMGB2_MOUSE	tr|A0A671ECG5|A0A671ECG5_RHIFE, tr|A0A671DZD0|A0A671DZD0_RHIFE, tr|A0A671DLP0|A0A671DLP0_RHIFE, tr|A0A671FVE3|A0A671FVE3_RHIFE, tr|A0A671E6F2|A0A671E6F2_RHIFE, tr|A0A671DK59|A0A671DK59_RHIFE
OG0000146	tr|Q9WV19|Q9WV19_MOUSE	tr|A0A671FB98|A0A671FB98_RHIFE, tr|A0A671F2U4|A0A671F2U4_RHIFE
OG0000146	sp|E9Q5K4|CP2CN_MOUSE	tr|A0A671EGY4|A0A671EGY4_RHIFE
OG0000146	sp|Q05421|CP2E1_MOUSE	tr|A0A671FJC0|A0A671FJC0_RHIFE, tr|A0A671FK75|A0A671FK75_RHIFE, tr|A0A671EFE2|A0A671EFE2_RHIFE
