Orthogroup	Mus_musculus	Vulpes_vulpes
OG0000049	tr|Q8VG50|Q8VG50_MOUSE	tr|A0A3Q7SEI7|A0A3Q7SEI7_VULVU, tr|A0A3Q7SH40|A0A3Q7SH40_VULVU, tr|A0A3Q7THH2|A0A3Q7THH2_VULVU, tr|A0A3Q7SH44|A0A3Q7SH44_VULVU, tr|A0A3Q7S673|A0A3Q7S673_VULVU, tr|A0A3Q7T3R2|A0A3Q7T3R2_VULVU, tr|A0A3Q7SEJ1|A0A3Q7SEJ1_VULVU, tr|A0A3Q7THH7|A0A3Q7THH7_VULVU, tr|A0A3Q7SH08|A0A3Q7SH08_VULVU, tr|A0A3Q7THD5|A0A3Q7THD5_VULVU, tr|A0A3Q7SEF9|A0A3Q7SEF9_VULVU, tr|A0A3Q7SH54|A0A3Q7SH54_VULVU, tr|A0A3Q7T3S9|A0A3Q7T3S9_VULVU, tr|A0A3Q7S668|A0A3Q7S668_VULVU, tr|A0A3Q7SH36|A0A3Q7SH36_VULVU, tr|A0A3Q7S664|A0A3Q7S664_VULVU, tr|A0A3Q7SEI3|A0A3Q7SEI3_VULVU, tr|A0A3Q7T3Q2|A0A3Q7T3Q2_VULVU, tr|A0A3Q7SH49|A0A3Q7SH49_VULVU
OG0000052	sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, sp|Q91WW5|MRGA1_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB5|MRGRG_MOUSE	tr|A0A3Q7RDP4|A0A3Q7RDP4_VULVU
OG0000055	tr|Q8VGA9|Q8VGA9_MOUSE, tr|Q9QZ20|Q9QZ20_MOUSE	tr|A0A3Q7TH90|A0A3Q7TH90_VULVU, tr|A0A3Q7U6P6|A0A3Q7U6P6_VULVU
OG0000055	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A3Q7RPD7|A0A3Q7RPD7_VULVU
OG0000055	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A3Q7SPQ1|A0A3Q7SPQ1_VULVU, tr|A0A3Q7RFM0|A0A3Q7RFM0_VULVU
OG0000055	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A3Q7REL8|A0A3Q7REL8_VULVU, tr|A0A3Q7RE42|A0A3Q7RE42_VULVU, tr|A0A3Q7RE47|A0A3Q7RE47_VULVU
OG0000055	tr|Q9QZ19|Q9QZ19_MOUSE, tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A3Q7SY40|A0A3Q7SY40_VULVU, tr|A0A3Q7TV44|A0A3Q7TV44_VULVU, tr|A0A3Q7SY38|A0A3Q7SY38_VULVU, tr|A0A3Q7TH96|A0A3Q7TH96_VULVU, tr|A0A3Q7U6Y4|A0A3Q7U6Y4_VULVU
OG0000056	tr|Q7TQY0|Q7TQY0_MOUSE	tr|A0A3Q7SDA4|A0A3Q7SDA4_VULVU
OG0000056	tr|Q8VET4|Q8VET4_MOUSE	tr|A0A3Q7T2E5|A0A3Q7T2E5_VULVU, tr|A0A3Q7SFT8|A0A3Q7SFT8_VULVU, tr|A0A3Q7TG13|A0A3Q7TG13_VULVU, tr|A0A3Q7TFZ0|A0A3Q7TFZ0_VULVU, tr|A0A3Q7S576|A0A3Q7S576_VULVU, tr|A0A3Q7T2D0|A0A3Q7T2D0_VULVU, tr|A0A3Q7TFZ5|A0A3Q7TFZ5_VULVU, tr|A0A3Q7SFU4|A0A3Q7SFU4_VULVU, tr|A0A3Q7T2E9|A0A3Q7T2E9_VULVU, tr|A0A3Q7SDA8|A0A3Q7SDA8_VULVU, tr|A0A3Q7TFY4|A0A3Q7TFY4_VULVU, tr|A0A3Q7TE00|A0A3Q7TE00_VULVU, tr|A0A3Q7RI06|A0A3Q7RI06_VULVU, tr|A0A3Q7RGP8|A0A3Q7RGP8_VULVU, tr|A0A3Q7RI71|A0A3Q7RI71_VULVU, tr|A0A3Q7SFR6|A0A3Q7SFR6_VULVU, tr|A0A3Q7S571|A0A3Q7S571_VULVU, tr|A0A3Q7SFS1|A0A3Q7SFS1_VULVU
OG0000057	sp|Q64525|H2B2B_MOUSE	tr|A0A3Q7R083|A0A3Q7R083_VULVU
OG0000057	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A3Q7R8F1|A0A3Q7R8F1_VULVU, tr|A0A3Q7SKB0|A0A3Q7SKB0_VULVU, tr|A0A3Q7R0C8|A0A3Q7R0C8_VULVU, tr|A0A3Q7SKA6|A0A3Q7SKA6_VULVU
OG0000057	sp|P70696|H2B1A_MOUSE	tr|A0A3Q7SFM1|A0A3Q7SFM1_VULVU, tr|A0A3Q7S6V9|A0A3Q7S6V9_VULVU, tr|A0A3Q7SQQ9|A0A3Q7SQQ9_VULVU, tr|A0A3Q7T1P7|A0A3Q7T1P7_VULVU, tr|A0A3Q7SF92|A0A3Q7SF92_VULVU, tr|A0A3Q7RTS3|A0A3Q7RTS3_VULVU, tr|A0A3Q7RQG5|A0A3Q7RQG5_VULVU, tr|A0A3Q7T8Z3|A0A3Q7T8Z3_VULVU, tr|A0A3Q7SV47|A0A3Q7SV47_VULVU, tr|A0A3Q7RNE0|A0A3Q7RNE0_VULVU, tr|A0A3Q7U6T0|A0A3Q7U6T0_VULVU, tr|A0A3Q7RJC1|A0A3Q7RJC1_VULVU, tr|A0A3Q7SFM9|A0A3Q7SFM9_VULVU
OG0000058	tr|Q8VGN4|Q8VGN4_MOUSE	tr|A0A3Q7RHG9|A0A3Q7RHG9_VULVU, tr|A0A3Q7RR87|A0A3Q7RR87_VULVU
OG0000058	tr|Q8VGN9|Q8VGN9_MOUSE	tr|A0A3Q7RFZ6|A0A3Q7RFZ6_VULVU, tr|A0A3Q7RG88|A0A3Q7RG88_VULVU, tr|A0A3Q7RH39|A0A3Q7RH39_VULVU, tr|A0A3Q7RFV6|A0A3Q7RFV6_VULVU, tr|A0A3Q7RG84|A0A3Q7RG84_VULVU, tr|A0A3Q7RHF6|A0A3Q7RHF6_VULVU, tr|A0A3Q7SR82|A0A3Q7SR82_VULVU, tr|A0A3Q7RG79|A0A3Q7RG79_VULVU, tr|A0A3Q7SFT9|A0A3Q7SFT9_VULVU, tr|A0A3Q7SFS0|A0A3Q7SFS0_VULVU, tr|A0A3Q7RHE3|A0A3Q7RHE3_VULVU, tr|A0A3Q7RGY1|A0A3Q7RGY1_VULVU, tr|A0A3Q7RIB8|A0A3Q7RIB8_VULVU, tr|A0A3Q7RRA3|A0A3Q7RRA3_VULVU, tr|A0A3Q7RG90|A0A3Q7RG90_VULVU, tr|A0A3Q7RG96|A0A3Q7RG96_VULVU, tr|A0A3Q7RFZ1|A0A3Q7RFZ1_VULVU
OG0000059	tr|E9PVR6|E9PVR6_MOUSE, sp|Q9EP79|V1R52_MOUSE, sp|Q9EQ48|VN1A8_MOUSE, sp|Q9EP93|V1R53_MOUSE, sp|Q9EQ47|V1R44_MOUSE, sp|Q9EQ44|V1R41_MOUSE, tr|A0A494BA90|A0A494BA90_MOUSE, sp|Q9EQ46|V1R40_MOUSE, sp|Q9WUF1|V1R49_MOUSE, sp|Q9EP51|V1R50_MOUSE, sp|Q9EQ45|V1R46_MOUSE, sp|Q9EPB8|V1R54_MOUSE, sp|Q8VBS7|V1R42_MOUSE, sp|Q8VIC9|V1R43_MOUSE, sp|Q8VIC6|V1R51_MOUSE, sp|Q8VIC7|V1R45_MOUSE, sp|Q8R2E6|V1A11_MOUSE, sp|Q9EQ52|V1R48_MOUSE, sp|Q9EQ51|V1R47_MOUSE	tr|A0A3Q7RQB6|A0A3Q7RQB6_VULVU
OG0000062	sp|Q6IFX2|K1C42_MOUSE	tr|A0A3Q7SLJ4|A0A3Q7SLJ4_VULVU
OG0000062	sp|Q61781|K1C14_MOUSE	tr|A0A3Q7RKS7|A0A3Q7RKS7_VULVU
OG0000062	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A3Q7RBH9|A0A3Q7RBH9_VULVU
OG0000062	sp|Q9QWL7|K1C17_MOUSE	tr|A0A3Q7RA29|A0A3Q7RA29_VULVU
OG0000062	sp|Q6RHW0|K1C9_MOUSE	tr|A0A3Q7RBJ7|A0A3Q7RBJ7_VULVU
OG0000062	sp|P02535|K1C10_MOUSE	tr|A0A3Q7TAA7|A0A3Q7TAA7_VULVU, tr|A0A3Q7RXK3|A0A3Q7RXK3_VULVU
OG0000062	sp|Q61414|K1C15_MOUSE	tr|A0A3Q7SLP8|A0A3Q7SLP8_VULVU
OG0000062	sp|P08730|K1C13_MOUSE	tr|A0A3Q7RBR2|A0A3Q7RBR2_VULVU
OG0000062	sp|P19001|K1C19_MOUSE	tr|A0A3Q7RA72|A0A3Q7RA72_VULVU
OG0000063	tr|Q7TQU0|Q7TQU0_MOUSE	tr|A0A3Q7RJ89|A0A3Q7RJ89_VULVU
OG0000063	tr|Q8VFG3|Q8VFG3_MOUSE	tr|A0A3Q7RA50|A0A3Q7RA50_VULVU, tr|A0A3Q7R7D2|A0A3Q7R7D2_VULVU, tr|A0A3Q7RA03|A0A3Q7RA03_VULVU, tr|A0A3Q7UGZ9|A0A3Q7UGZ9_VULVU, tr|A0A3Q7R7J6|A0A3Q7R7J6_VULVU, tr|A0A3Q7RF70|A0A3Q7RF70_VULVU, tr|A0A3Q7RGQ3|A0A3Q7RGQ3_VULVU, tr|A0A3Q7RF30|A0A3Q7RF30_VULVU, tr|A0A3Q7STL5|A0A3Q7STL5_VULVU, tr|A0A3Q7TAM6|A0A3Q7TAM6_VULVU, tr|A0A3Q7RAD0|A0A3Q7RAD0_VULVU, tr|A0A3Q7RC23|A0A3Q7RC23_VULVU, tr|A0A3Q7R7J1|A0A3Q7R7J1_VULVU, tr|A0A3Q7RA80|A0A3Q7RA80_VULVU, tr|A0A3Q7SR47|A0A3Q7SR47_VULVU, tr|A0A3Q7RA44|A0A3Q7RA44_VULVU
OG0000064	tr|E9Q848|E9Q848_MOUSE	tr|A0A3Q7R7T8|A0A3Q7R7T8_VULVU, tr|A0A3Q7R9S8|A0A3Q7R9S8_VULVU, tr|A0A3Q7R7W0|A0A3Q7R7W0_VULVU
OG0000064	tr|Q7TRV1|Q7TRV1_MOUSE, tr|Q8VF20|Q8VF20_MOUSE	tr|A0A3Q7RHT9|A0A3Q7RHT9_VULVU, tr|A0A3Q7SJK7|A0A3Q7SJK7_VULVU, tr|A0A3Q7SJU2|A0A3Q7SJU2_VULVU, tr|A0A3Q7R9J3|A0A3Q7R9J3_VULVU, tr|A0A3Q7RIJ6|A0A3Q7RIJ6_VULVU, tr|A0A3Q7R9R0|A0A3Q7R9R0_VULVU, tr|A0A3Q7SSS3|A0A3Q7SSS3_VULVU, tr|A0A3Q7RIL1|A0A3Q7RIL1_VULVU, tr|A0A3Q7R9E2|A0A3Q7R9E2_VULVU, tr|A0A3Q7R9H1|A0A3Q7R9H1_VULVU, tr|A0A3Q7SJM1|A0A3Q7SJM1_VULVU, tr|A0A3Q7TRP0|A0A3Q7TRP0_VULVU, tr|A0A3Q7TEH4|A0A3Q7TEH4_VULVU
OG0000065	tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE	tr|A0A3Q7T8M6|A0A3Q7T8M6_VULVU
OG0000068	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A3Q7S0K9|A0A3Q7S0K9_VULVU
OG0000068	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A3Q7SZT9|A0A3Q7SZT9_VULVU, tr|A0A3Q7RR96|A0A3Q7RR96_VULVU, tr|A0A3Q7RQM3|A0A3Q7RQM3_VULVU, tr|A0A3Q7RR57|A0A3Q7RR57_VULVU, tr|A0A3Q7UGY0|A0A3Q7UGY0_VULVU, tr|A0A3Q7SCJ3|A0A3Q7SCJ3_VULVU, tr|A0A3Q7RSJ4|A0A3Q7RSJ4_VULVU, tr|A0A3Q7RR86|A0A3Q7RR86_VULVU, tr|A0A3Q7RSE8|A0A3Q7RSE8_VULVU, tr|A0A3Q7S0K4|A0A3Q7S0K4_VULVU, tr|A0A3Q7RR91|A0A3Q7RR91_VULVU, tr|A0A3Q7RQL8|A0A3Q7RQL8_VULVU, tr|A0A3Q7S0H8|A0A3Q7S0H8_VULVU, tr|A0A3Q7RQJ4|A0A3Q7RQJ4_VULVU, tr|A0A3Q7RSI1|A0A3Q7RSI1_VULVU
OG0000072	tr|Q7TQV4|Q7TQV4_MOUSE	tr|A0A3Q7RBG5|A0A3Q7RBG5_VULVU
OG0000072	tr|Q3KPC7|Q3KPC7_MOUSE	tr|A0A3Q7R2A2|A0A3Q7R2A2_VULVU
OG0000072	tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE	tr|A0A3Q7QZA6|A0A3Q7QZA6_VULVU
OG0000072	tr|L7MU75|L7MU75_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE	tr|A0A3Q7QZ54|A0A3Q7QZ54_VULVU
OG0000073	sp|P68433|H31_MOUSE	tr|A0A3Q7RQL9|A0A3Q7RQL9_VULVU, tr|A0A3Q7RA17|A0A3Q7RA17_VULVU, tr|A0A3Q7RJA3|A0A3Q7RJA3_VULVU
OG0000073	sp|P62806|H4_MOUSE	tr|A0A3Q7SCY2|A0A3Q7SCY2_VULVU, tr|A0A3Q7RAD8|A0A3Q7RAD8_VULVU, tr|A0A3Q7RA39|A0A3Q7RA39_VULVU, tr|A0A3Q7TIR4|A0A3Q7TIR4_VULVU, tr|A0A3Q7RAC0|A0A3Q7RAC0_VULVU, tr|A0A3Q7SI87|A0A3Q7SI87_VULVU, tr|A0A3Q7RA34|A0A3Q7RA34_VULVU
OG0000073	sp|P84244|H33_MOUSE	tr|A0A3Q7SQF4|A0A3Q7SQF4_VULVU, tr|A0A3Q7TK92|A0A3Q7TK92_VULVU
OG0000073	sp|P84228|H32_MOUSE	tr|A0A3Q7R0H9|A0A3Q7R0H9_VULVU
OG0000074	tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|Q7TS03|Q7TS03_MOUSE	tr|A0A3Q7RFT4|A0A3Q7RFT4_VULVU
OG0000075	tr|Q5NC45|Q5NC45_MOUSE	tr|A0A3Q7RAY0|A0A3Q7RAY0_VULVU, tr|A0A3Q7SM92|A0A3Q7SM92_VULVU
OG0000075	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A3Q7RCQ5|A0A3Q7RCQ5_VULVU
OG0000075	tr|E9Q3K2|E9Q3K2_MOUSE	tr|A0A3Q7RB07|A0A3Q7RB07_VULVU
OG0000075	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A3Q7RC18|A0A3Q7RC18_VULVU, tr|A0A3Q7RAZ0|A0A3Q7RAZ0_VULVU
OG0000076	sp|Q8BM14|LIPK_MOUSE	tr|A0A3Q7UTK2|A0A3Q7UTK2_VULVU
OG0000076	sp|Q9CPP7|LIPG_MOUSE	tr|A0A3Q7TLT4|A0A3Q7TLT4_VULVU
OG0000076	sp|Q9Z0M5|LICH_MOUSE	tr|A0A3Q7UTH3|A0A3Q7UTH3_VULVU
OG0000076	sp|Q8K2A6|LIPM_MOUSE	tr|A0A3Q7UTJ0|A0A3Q7UTJ0_VULVU
OG0000076	sp|Q3U4B4|LIPN_MOUSE	tr|A0A3Q7T150|A0A3Q7T150_VULVU
OG0000078	sp|Q6IFX3|K1C40_MOUSE	tr|A0A3Q7TAG1|A0A3Q7TAG1_VULVU
OG0000078	sp|Q6IFX4|K1C39_MOUSE	tr|A0A3Q7TAA3|A0A3Q7TAA3_VULVU
OG0000078	sp|B1AQ75|KRT36_MOUSE	tr|A0A3Q7RBW9|A0A3Q7RBW9_VULVU
OG0000078	sp|Q497I4|KRT35_MOUSE	tr|A0A3Q7RA41|A0A3Q7RA41_VULVU
OG0000083	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A3Q7R9W6|A0A3Q7R9W6_VULVU
OG0000083	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A3Q7RJ71|A0A3Q7RJ71_VULVU
OG0000083	sp|Q91VN1|ZNF24_MOUSE	tr|A0A3Q7R8B3|A0A3Q7R8B3_VULVU, tr|A0A3Q7R9Y8|A0A3Q7R9Y8_VULVU, tr|A0A3Q7RJD4|A0A3Q7RJD4_VULVU, tr|A0A3Q7S9T3|A0A3Q7S9T3_VULVU, tr|A0A3Q7SC76|A0A3Q7SC76_VULVU
OG0000086	tr|Q3SXH8|Q3SXH8_MOUSE, tr|Q8VGV0|Q8VGV0_MOUSE	tr|A0A3Q7RBV7|A0A3Q7RBV7_VULVU, tr|A0A3Q7RAL5|A0A3Q7RAL5_VULVU, tr|A0A3Q7RCF8|A0A3Q7RCF8_VULVU, tr|A0A3Q7SM13|A0A3Q7SM13_VULVU, tr|A0A3Q7RCE6|A0A3Q7RCE6_VULVU, tr|A0A3Q7RBU1|A0A3Q7RBU1_VULVU, tr|A0A3Q7RL73|A0A3Q7RL73_VULVU, tr|A0A3Q7SLZ4|A0A3Q7SLZ4_VULVU, tr|A0A3Q7RBM7|A0A3Q7RBM7_VULVU, tr|A0A3Q7SM18|A0A3Q7SM18_VULVU, tr|A0A3Q7RBW0|A0A3Q7RBW0_VULVU, tr|A0A3Q7SM22|A0A3Q7SM22_VULVU, tr|A0A3Q7RCG4|A0A3Q7RCG4_VULVU
OG0000091	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI93|A2BI93_MOUSE	tr|A0A3Q7QVU5|A0A3Q7QVU5_VULVU
OG0000093	sp|A2A761|ZFP69_MOUSE	tr|A0A3Q7RBF0|A0A3Q7RBF0_VULVU, tr|A0A3Q7RBE5|A0A3Q7RBE5_VULVU, tr|A0A3Q7TL80|A0A3Q7TL80_VULVU, tr|A0A3Q7RF08|A0A3Q7RF08_VULVU, tr|A0A3Q7RQC7|A0A3Q7RQC7_VULVU, tr|A0A3Q7RSN3|A0A3Q7RSN3_VULVU, tr|A0A3Q7R4G4|A0A3Q7R4G4_VULVU, tr|A0A3Q7QWL2|A0A3Q7QWL2_VULVU, tr|A0A3Q7T7Q5|A0A3Q7T7Q5_VULVU, tr|A0A3Q7RDN8|A0A3Q7RDN8_VULVU, tr|A0A3Q7SZB7|A0A3Q7SZB7_VULVU, tr|A0A3Q7R903|A0A3Q7R903_VULVU, tr|A0A3Q7REC5|A0A3Q7REC5_VULVU, tr|A0A3Q7TTV9|A0A3Q7TTV9_VULVU
OG0000094	sp|Q5QD15|TAAR4_MOUSE	tr|A0A3Q7SC09|A0A3Q7SC09_VULVU
OG0000094	sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD14|TAAR5_MOUSE	tr|A0A3Q7T143|A0A3Q7T143_VULVU
OG0000096	sp|P34984|OLF13_MOUSE	tr|A0A3Q7V3B0|A0A3Q7V3B0_VULVU
OG0000096	tr|Q8VES9|Q8VES9_MOUSE	tr|A0A3Q7TWH0|A0A3Q7TWH0_VULVU
OG0000096	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A3Q7TAJ1|A0A3Q7TAJ1_VULVU, tr|A0A3Q7V3A5|A0A3Q7V3A5_VULVU, tr|A0A3Q7TWG7|A0A3Q7TWG7_VULVU, tr|A0A3Q7ULT2|A0A3Q7ULT2_VULVU, tr|A0A3Q7U8B4|A0A3Q7U8B4_VULVU
OG0000096	tr|Q8VGP6|Q8VGP6_MOUSE	tr|A0A3Q7U8B9|A0A3Q7U8B9_VULVU
OG0000100	sp|Q9JI02|S2B20_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE	tr|A0A3Q7TXK3|A0A3Q7TXK3_VULVU
OG0000101	tr|Q0VB29|Q0VB29_MOUSE	tr|A0A3Q7RQP8|A0A3Q7RQP8_VULVU
OG0000101	tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE	tr|A0A3Q7RFS1|A0A3Q7RFS1_VULVU
OG0000101	tr|A2AUS6|A2AUS6_MOUSE	tr|A0A3Q7SQT1|A0A3Q7SQT1_VULVU
OG0000101	tr|Q7TR20|Q7TR20_MOUSE	tr|A0A3Q7RGY3|A0A3Q7RGY3_VULVU, tr|A0A3Q7RSD8|A0A3Q7RSD8_VULVU, tr|A0A3Q7SQV5|A0A3Q7SQV5_VULVU, tr|A0A3Q7RQM4|A0A3Q7RQM4_VULVU, tr|A0A3Q7RFF9|A0A3Q7RFF9_VULVU, tr|A0A3Q7TU69|A0A3Q7TU69_VULVU, tr|A0A3Q7RGX7|A0A3Q7RGX7_VULVU
OG0000103	tr|E9Q3L4|E9Q3L4_MOUSE, sp|O35368|IFI3_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|Q9R002|IFI2_MOUSE	tr|A0A3Q7SJP7|A0A3Q7SJP7_VULVU, tr|A0A3Q7R9E8|A0A3Q7R9E8_VULVU
OG0000104	tr|Q8VGW1|Q8VGW1_MOUSE	tr|A0A3Q7RFY1|A0A3Q7RFY1_VULVU, tr|A0A3Q7REZ5|A0A3Q7REZ5_VULVU
OG0000104	tr|Q8VG19|Q8VG19_MOUSE	tr|A0A3Q7REW5|A0A3Q7REW5_VULVU, tr|A0A3Q7REF4|A0A3Q7REF4_VULVU
OG0000104	tr|B9EHE6|B9EHE6_MOUSE	tr|A0A3Q7RG20|A0A3Q7RG20_VULVU, tr|A0A3Q7RPU4|A0A3Q7RPU4_VULVU
OG0000104	tr|Q8VG78|Q8VG78_MOUSE	tr|A0A3Q7REJ3|A0A3Q7REJ3_VULVU, tr|A0A3Q7RPT2|A0A3Q7RPT2_VULVU, tr|A0A3Q7RFW5|A0A3Q7RFW5_VULVU
OG0000105	tr|Q9CPN9|Q9CPN9_MOUSE	tr|A0A3Q7R7J3|A0A3Q7R7J3_VULVU
OG0000105	tr|F6R7E8|F6R7E8_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE, sp|P07146|TRY2_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE	tr|A0A3Q7QXR4|A0A3Q7QXR4_VULVU
OG0000107	sp|P49312|ROA1_MOUSE	tr|A0A3Q7TS25|A0A3Q7TS25_VULVU
OG0000107	sp|Q8BG05|ROA3_MOUSE	tr|A0A3Q7RZ93|A0A3Q7RZ93_VULVU, tr|A0A3Q7R181|A0A3Q7R181_VULVU, tr|A0A3Q7RDX3|A0A3Q7RDX3_VULVU, tr|A0A3Q7RK75|A0A3Q7RK75_VULVU, tr|A0A3Q7QYN1|A0A3Q7QYN1_VULVU, tr|A0A3Q7THP5|A0A3Q7THP5_VULVU, tr|A0A3Q7S097|A0A3Q7S097_VULVU, tr|A0A3Q7SK08|A0A3Q7SK08_VULVU, tr|A0A3Q7RWC3|A0A3Q7RWC3_VULVU, tr|A0A3Q7SUT7|A0A3Q7SUT7_VULVU
