Orthogroup	Mus_musculus	Puma_concolor
OG0000049	sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB5|MRGRG_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q91WW5|MRGA1_MOUSE, sp|Q91WW4|MRGA2_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE	tr|A0A6P6IBS6|A0A6P6IBS6_PUMCO
OG0000050	tr|Q8VET6|Q8VET6_MOUSE, tr|A1L1B4|A1L1B4_MOUSE	tr|A0A6P6ID88|A0A6P6ID88_PUMCO, tr|A0A6P6IDC6|A0A6P6IDC6_PUMCO
OG0000050	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A6P6IH63|A0A6P6IH63_PUMCO
OG0000050	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A6P6IEL7|A0A6P6IEL7_PUMCO
OG0000050	tr|A0A286YDM5|A0A286YDM5_MOUSE	tr|A0A6P6IDL4|A0A6P6IDL4_PUMCO
OG0000050	tr|Q7TS17|Q7TS17_MOUSE	tr|A0A6P6IEW1|A0A6P6IEW1_PUMCO, tr|A0A6P6IE16|A0A6P6IE16_PUMCO, tr|A0A6P6IFG6|A0A6P6IFG6_PUMCO
OG0000053	sp|Q03137|EPHA4_MOUSE	tr|A0A6P6IS95|A0A6P6IS95_PUMCO
OG0000053	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A6P6H148|A0A6P6H148_PUMCO
OG0000053	sp|P54763|EPHB2_MOUSE	tr|A0A6P6I1P5|A0A6P6I1P5_PUMCO
OG0000053	sp|P54754|EPHB3_MOUSE	tr|A0A6P6H0X0|A0A6P6H0X0_PUMCO
OG0000053	sp|Q61772|EPHA7_MOUSE	tr|A0A6P6I0B6|A0A6P6I0B6_PUMCO
OG0000053	sp|Q62413|EPHA6_MOUSE	tr|A0A6P6H1M0|A0A6P6H1M0_PUMCO
OG0000053	sp|Q60629|EPHA5_MOUSE	tr|A0A6P6HQ62|A0A6P6HQ62_PUMCO
OG0000053	sp|P29319|EPHA3_MOUSE	tr|A0A6P6H060|A0A6P6H060_PUMCO
OG0000053	sp|O09127|EPHA8_MOUSE	tr|A0A6P6I027|A0A6P6I027_PUMCO
OG0000053	sp|Q03145|EPHA2_MOUSE	tr|A0A6P6HZ47|A0A6P6HZ47_PUMCO
OG0000054	sp|Q91VN1|ZNF24_MOUSE	tr|A0A6P6IFX8|A0A6P6IFX8_PUMCO
OG0000054	sp|Q07231|ZSC21_MOUSE	tr|A0A6P6IG42|A0A6P6IG42_PUMCO, tr|A0A6P6HBV0|A0A6P6HBV0_PUMCO, tr|A0A6P6HB14|A0A6P6HB14_PUMCO, tr|A0A6P6HAJ3|A0A6P6HAJ3_PUMCO, tr|A0A6P6HB39|A0A6P6HB39_PUMCO, tr|A0A6P6IG12|A0A6P6IG12_PUMCO, tr|A0A6P6HAJ8|A0A6P6HAJ8_PUMCO, tr|A0A6P6IFF9|A0A6P6IFF9_PUMCO, tr|A0A6P6H0W4|A0A6P6H0W4_PUMCO, tr|A0A6P6INB1|A0A6P6INB1_PUMCO, tr|A0A6P6HAG7|A0A6P6HAG7_PUMCO, tr|A0A6P6H3K8|A0A6P6H3K8_PUMCO, tr|A0A6P6I9J2|A0A6P6I9J2_PUMCO, tr|A0A6P6HB10|A0A6P6HB10_PUMCO, tr|A0A6P6HAB1|A0A6P6HAB1_PUMCO, tr|A0A6P6HBR4|A0A6P6HBR4_PUMCO, tr|A0A6P6HTH7|A0A6P6HTH7_PUMCO
OG0000058	sp|Q6IME9|K2C72_MOUSE	tr|A0A6P6IFR6|A0A6P6IFR6_PUMCO
OG0000058	sp|Q6NXH9|K2C73_MOUSE	tr|A0A6P6IEK4|A0A6P6IEK4_PUMCO
OG0000058	sp|Q9R0H5|K2C71_MOUSE	tr|A0A6P6IEN1|A0A6P6IEN1_PUMCO
OG0000059	tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE	tr|A0A6P6HEK2|A0A6P6HEK2_PUMCO
OG0000062	sp|Q61574|FOXS1_MOUSE	tr|A0A6P6IJC0|A0A6P6IJC0_PUMCO
OG0000062	sp|O70220|FOXQ1_MOUSE	tr|A0A6P6IGN1|A0A6P6IGN1_PUMCO
OG0000062	sp|Q60688|FOXD4_MOUSE, sp|Q61345|FOXD1_MOUSE, sp|O35392|FOXD2_MOUSE, sp|Q61060|FOXD3_MOUSE	tr|A0A6P6I4V1|A0A6P6I4V1_PUMCO
OG0000065	sp|Q61955|KLK8_MOUSE, tr|Q32M27|Q32M27_MOUSE, sp|P15948|K1B22_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE	tr|A0A6P6H4S2|A0A6P6H4S2_PUMCO
OG0000067	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A6P6HJG8|A0A6P6HJG8_PUMCO
OG0000067	tr|E9Q3K2|E9Q3K2_MOUSE	tr|A0A6P6HJI0|A0A6P6HJI0_PUMCO
OG0000067	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A6P6HJH3|A0A6P6HJH3_PUMCO, tr|A0A6P6HJH9|A0A6P6HJH9_PUMCO
OG0000067	tr|Q5NC45|Q5NC45_MOUSE	tr|A0A6P6HJP4|A0A6P6HJP4_PUMCO, tr|A0A6P6HKW3|A0A6P6HKW3_PUMCO, tr|A0A6P6HKN3|A0A6P6HKN3_PUMCO, tr|A0A6P6HJQ0|A0A6P6HJQ0_PUMCO, tr|A0A6P6HJI5|A0A6P6HJI5_PUMCO, tr|A0A6P6HUU4|A0A6P6HUU4_PUMCO, tr|A0A6P6HKQ1|A0A6P6HKQ1_PUMCO, tr|A0A6P6HKR4|A0A6P6HKR4_PUMCO, tr|A0A6P6HKP2|A0A6P6HKP2_PUMCO
OG0000068	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A6P6IU01|A0A6P6IU01_PUMCO
OG0000068	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A6P6IQF5|A0A6P6IQF5_PUMCO, tr|A0A6P6IQ03|A0A6P6IQ03_PUMCO, tr|A0A6P6IPY3|A0A6P6IPY3_PUMCO, tr|A0A6P6IQD6|A0A6P6IQD6_PUMCO, tr|A0A6P6ITU4|A0A6P6ITU4_PUMCO, tr|A0A6P6IQ23|A0A6P6IQ23_PUMCO, tr|A0A6P6IPU2|A0A6P6IPU2_PUMCO, tr|A0A6P6IQ07|A0A6P6IQ07_PUMCO, tr|A0A6P6IQ83|A0A6P6IQ83_PUMCO, tr|A0A6P6IPX7|A0A6P6IPX7_PUMCO, tr|A0A6P6IT81|A0A6P6IT81_PUMCO, tr|A0A6P6IMP6|A0A6P6IMP6_PUMCO, tr|A0A6P6IQ54|A0A6P6IQ54_PUMCO, tr|A0A6P6ITU9|A0A6P6ITU9_PUMCO
OG0000070	tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A6P6I7B8|A0A6P6I7B8_PUMCO
OG0000070	tr|Q7TRR4|Q7TRR4_MOUSE	tr|A0A6P6I9N8|A0A6P6I9N8_PUMCO
OG0000070	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A6P6I7N7|A0A6P6I7N7_PUMCO
OG0000070	tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE	tr|A0A6P6I8J2|A0A6P6I8J2_PUMCO, tr|A0A6P6I6J3|A0A6P6I6J3_PUMCO
OG0000070	tr|Q8VGZ9|Q8VGZ9_MOUSE	tr|A0A6P6I6T5|A0A6P6I6T5_PUMCO, tr|A0A6P6I888|A0A6P6I888_PUMCO
OG0000070	tr|Q8VG28|Q8VG28_MOUSE	tr|A0A6P6IA44|A0A6P6IA44_PUMCO, tr|A0A6P6I6W9|A0A6P6I6W9_PUMCO
OG0000071	tr|A2ATA0|A2ATA0_MOUSE	tr|A0A6P6I822|A0A6P6I822_PUMCO
OG0000071	tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE	tr|A0A6P6I8W8|A0A6P6I8W8_PUMCO, tr|A0A6P6I8W2|A0A6P6I8W2_PUMCO, tr|A0A6P6I7U0|A0A6P6I7U0_PUMCO, tr|A0A6P6I7B7|A0A6P6I7B7_PUMCO, tr|A0A6P6I731|A0A6P6I731_PUMCO, tr|A0A6P6I4D2|A0A6P6I4D2_PUMCO, tr|A0A6P6HKZ7|A0A6P6HKZ7_PUMCO, tr|A0A6P6HJL1|A0A6P6HJL1_PUMCO, tr|A0A6P6HJL0|A0A6P6HJL0_PUMCO, tr|A0A6P6HKS4|A0A6P6HKS4_PUMCO, tr|A0A6P6HBJ2|A0A6P6HBJ2_PUMCO, tr|A0A6P6HJK6|A0A6P6HJK6_PUMCO, tr|A0A6P6HJL5|A0A6P6HJL5_PUMCO, tr|A0A6P6HKS6|A0A6P6HKS6_PUMCO
OG0000076	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A6P6IQM5|A0A6P6IQM5_PUMCO, tr|A0A6P6IQ35|A0A6P6IQ35_PUMCO
OG0000076	tr|Q7TS19|Q7TS19_MOUSE	tr|A0A6P6IIY2|A0A6P6IIY2_PUMCO
OG0000076	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A6P6IR23|A0A6P6IR23_PUMCO
OG0000076	tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A6P6H4J2|A0A6P6H4J2_PUMCO
OG0000076	tr|Q9QZ19|Q9QZ19_MOUSE	tr|A0A6P6H468|A0A6P6H468_PUMCO, tr|A0A6P6H424|A0A6P6H424_PUMCO
OG0000076	tr|Q8VGA9|Q8VGA9_MOUSE, tr|Q9QZ20|Q9QZ20_MOUSE	tr|A0A6P6H4G3|A0A6P6H4G3_PUMCO
OG0000079	sp|Q8VHG0|FMO4_MOUSE	tr|A0A6P6I1V5|A0A6P6I1V5_PUMCO
OG0000079	sp|P50285|FMO1_MOUSE	tr|A0A6P6I2B8|A0A6P6I2B8_PUMCO
OG0000079	sp|P97501|FMO3_MOUSE	tr|A0A6P6I468|A0A6P6I468_PUMCO
OG0000079	tr|J3QMN6|J3QMN6_MOUSE	tr|A0A6P6I1M1|A0A6P6I1M1_PUMCO
OG0000079	sp|P97872|FMO5_MOUSE	tr|A0A6P6I751|A0A6P6I751_PUMCO
OG0000079	tr|Q8C116|Q8C116_MOUSE, tr|B2RWH8|B2RWH8_MOUSE, tr|G3X946|G3X946_MOUSE	tr|A0A6P6I609|A0A6P6I609_PUMCO
OG0000079	sp|Q8K2I3|FMO2_MOUSE	tr|A0A6P6I1Z9|A0A6P6I1Z9_PUMCO
OG0000080	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A6P6HH74|A0A6P6HH74_PUMCO, tr|A0A6P6HFD0|A0A6P6HFD0_PUMCO, tr|A0A6P6HGI2|A0A6P6HGI2_PUMCO, tr|A0A6P6HGR0|A0A6P6HGR0_PUMCO, tr|A0A6P6HGM3|A0A6P6HGM3_PUMCO, tr|A0A6P6HI02|A0A6P6HI02_PUMCO, tr|A0A6P6HFM9|A0A6P6HFM9_PUMCO, tr|A0A6P6HKC2|A0A6P6HKC2_PUMCO, tr|A0A6P6HI07|A0A6P6HI07_PUMCO, tr|A0A6P6HH13|A0A6P6HH13_PUMCO, tr|A0A6P6HI79|A0A6P6HI79_PUMCO, tr|A0A6P6HH63|A0A6P6HH63_PUMCO, tr|A0A6P6HJR7|A0A6P6HJR7_PUMCO, tr|A0A6P6HGX5|A0A6P6HGX5_PUMCO, tr|A0A6P6HI93|A0A6P6HI93_PUMCO
OG0000084	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A6P6HAJ2|A0A6P6HAJ2_PUMCO
OG0000084	sp|Q64525|H2B2B_MOUSE	tr|A0A6P6II69|A0A6P6II69_PUMCO
OG0000084	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A6P6HJS1|A0A6P6HJS1_PUMCO
OG0000084	sp|P70696|H2B1A_MOUSE	tr|A0A6P6HBE3|A0A6P6HBE3_PUMCO, tr|A0A6P6HCL8|A0A6P6HCL8_PUMCO
OG0000084	sp|P10854|H2B1M_MOUSE	tr|A0A6P6HAI2|A0A6P6HAI2_PUMCO, tr|A0A6P6HBC8|A0A6P6HBC8_PUMCO
OG0000085	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|B1AY40|B1AY40_MOUSE	tr|A0A6P6IPF6|A0A6P6IPF6_PUMCO
OG0000089	sp|Q9CPP7|LIPG_MOUSE	tr|A0A6P6H5S7|A0A6P6H5S7_PUMCO
OG0000089	sp|Q8K2A6|LIPM_MOUSE	tr|A0A6P6H4U1|A0A6P6H4U1_PUMCO
OG0000089	sp|Q9Z0M5|LICH_MOUSE	tr|A0A6P6H536|A0A6P6H536_PUMCO
OG0000089	sp|Q8BM14|LIPK_MOUSE	tr|A0A6P6H5W6|A0A6P6H5W6_PUMCO, tr|A0A6P6H5U6|A0A6P6H5U6_PUMCO
OG0000090	tr|Q7M6X5|Q7M6X5_MOUSE, tr|E9PX85|E9PX85_MOUSE, tr|Q8K2A4|Q8K2A4_MOUSE, tr|Q8BIN6|Q8BIN6_MOUSE, tr|Q7M6X3|Q7M6X3_MOUSE, tr|L7N1X4|L7N1X4_MOUSE, sp|Q6P5C7|ZN728_MOUSE, tr|Q4QQP3|Q4QQP3_MOUSE, tr|B8JJX8|B8JJX8_MOUSE, tr|Q91W94|Q91W94_MOUSE, tr|Q80VN4|Q80VN4_MOUSE	tr|A0A6P6H3E8|A0A6P6H3E8_PUMCO, tr|A0A6P6H594|A0A6P6H594_PUMCO, tr|A0A6P6H3R3|A0A6P6H3R3_PUMCO
OG0000095	sp|Q7M747|S2B24_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|S4R2L0|S4R2L0_MOUSE	tr|A0A6P6H2Q5|A0A6P6H2Q5_PUMCO
OG0000096	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A6P6H4B6|A0A6P6H4B6_PUMCO
OG0000096	sp|Q9R1M5|NALP5_MOUSE	tr|A0A6P6H3A7|A0A6P6H3A7_PUMCO
OG0000096	sp|Q6B966|NAL14_MOUSE	tr|A0A6P6IA19|A0A6P6IA19_PUMCO
OG0000096	sp|E9Q5R7|NAL12_MOUSE	tr|A0A6P6IRQ9|A0A6P6IRQ9_PUMCO, tr|A0A6P6H3G2|A0A6P6H3G2_PUMCO
OG0000098	tr|A0A1B0GSU5|A0A1B0GSU5_MOUSE	tr|A0A6P6IBZ8|A0A6P6IBZ8_PUMCO
OG0000098	tr|E9PWA8|E9PWA8_MOUSE	tr|A0A6P6I906|A0A6P6I906_PUMCO
OG0000098	tr|Q8VGZ6|Q8VGZ6_MOUSE	tr|A0A6P6I7G8|A0A6P6I7G8_PUMCO
OG0000098	tr|E9Q554|E9Q554_MOUSE	tr|A0A6P6IBZ5|A0A6P6IBZ5_PUMCO, tr|A0A6P6I8S2|A0A6P6I8S2_PUMCO, tr|A0A6P6I8S6|A0A6P6I8S6_PUMCO, tr|A0A6P6I8Y9|A0A6P6I8Y9_PUMCO, tr|A0A6P6I8T0|A0A6P6I8T0_PUMCO, tr|A0A6P6I8A0|A0A6P6I8A0_PUMCO
OG0000099	sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE	tr|A0A6P6H5B9|A0A6P6H5B9_PUMCO
OG0000099	sp|O35368|IFI3_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|Q9R002|IFI2_MOUSE	tr|A0A6P6H5Q2|A0A6P6H5Q2_PUMCO
OG0000100	sp|Q0VAW7|ZN112_MOUSE	tr|A0A6P6H500|A0A6P6H500_PUMCO
OG0000100	tr|Q923D1|Q923D1_MOUSE	tr|A0A6P6H4I1|A0A6P6H4I1_PUMCO, tr|A0A6P6H4U7|A0A6P6H4U7_PUMCO, tr|A0A6P6H590|A0A6P6H590_PUMCO
OG0000100	tr|E9Q6Y4|E9Q6Y4_MOUSE	tr|A0A6P6I8F3|A0A6P6I8F3_PUMCO, tr|A0A6P6H549|A0A6P6H549_PUMCO, tr|A0A6P6H529|A0A6P6H529_PUMCO, tr|A0A6P6H545|A0A6P6H545_PUMCO
OG0000103	sp|Q8BM92|CADH7_MOUSE	tr|A0A6P6IJI3|A0A6P6IJI3_PUMCO
OG0000103	sp|Q5RJH3|CAD12_MOUSE	tr|A0A6P6HZJ8|A0A6P6HZJ8_PUMCO
OG0000103	sp|P70408|CAD10_MOUSE	tr|A0A6P6HWL3|A0A6P6HWL3_PUMCO
OG0000103	sp|P97326|CADH6_MOUSE	tr|A0A6P6HXS2|A0A6P6HXS2_PUMCO
OG0000103	sp|P70407|CADH9_MOUSE	tr|A0A6P6HXV7|A0A6P6HXV7_PUMCO
OG0000103	sp|Q9WTP5|CAD22_MOUSE, sp|Q9Z0M3|CAD20_MOUSE	tr|A0A6P6IJN2|A0A6P6IJN2_PUMCO
OG0000104	sp|Q6IFX3|K1C40_MOUSE	tr|A0A6P6HD06|A0A6P6HD06_PUMCO
OG0000104	sp|B1AQ75|KRT36_MOUSE	tr|A0A6P6HCK5|A0A6P6HCK5_PUMCO
OG0000104	sp|Q6IFX4|K1C39_MOUSE	tr|A0A6P6HD56|A0A6P6HD56_PUMCO, tr|A0A6P6HBP2|A0A6P6HBP2_PUMCO
OG0000106	sp|P05480|SRC_MOUSE	tr|A0A6P6IIY4|A0A6P6IIY4_PUMCO
OG0000106	sp|Q04736|YES_MOUSE	tr|A0A6P6IG70|A0A6P6IG70_PUMCO
OG0000106	sp|P08103|HCK_MOUSE	tr|A0A6P6IJS5|A0A6P6IJS5_PUMCO
OG0000106	sp|P25911|LYN_MOUSE	tr|A0A6P6HRL5|A0A6P6HRL5_PUMCO
OG0000106	sp|P14234|FGR_MOUSE	tr|A0A6P6IQT4|A0A6P6IQT4_PUMCO
OG0000106	sp|P39688|FYN_MOUSE	tr|A0A6P6HZ32|A0A6P6HZ32_PUMCO
OG0000108	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A6P6IKC7|A0A6P6IKC7_PUMCO
OG0000108	sp|Q9R053|SCNBA_MOUSE	tr|A0A6P6H026|A0A6P6H026_PUMCO
OG0000108	sp|Q6QIY3|SCNAA_MOUSE	tr|A0A6P6GZI7|A0A6P6GZI7_PUMCO
OG0000109	sp|Q8VFX2|O1444_MOUSE	tr|A0A6P6IB02|A0A6P6IB02_PUMCO, tr|A0A6P6I9Y5|A0A6P6I9Y5_PUMCO, tr|A0A6P6I738|A0A6P6I738_PUMCO, tr|A0A6P6I7F1|A0A6P6I7F1_PUMCO, tr|A0A6P6I6V5|A0A6P6I6V5_PUMCO, tr|A0A6P6I9S7|A0A6P6I9S7_PUMCO, tr|A0A6P6I9I1|A0A6P6I9I1_PUMCO, tr|A0A6P6I741|A0A6P6I741_PUMCO, tr|A0A6P6I6Z8|A0A6P6I6Z8_PUMCO, tr|A0A6P6I6X3|A0A6P6I6X3_PUMCO, tr|A0A6P6I6Z3|A0A6P6I6Z3_PUMCO, tr|A0A6P6I6X9|A0A6P6I6X9_PUMCO
OG0000114	sp|B2RSH2|GNAI1_MOUSE	tr|A0A6P6IBQ2|A0A6P6IBQ2_PUMCO
OG0000114	sp|Q9DC51|GNAI3_MOUSE	tr|A0A6P6IT92|A0A6P6IT92_PUMCO
OG0000114	sp|Q3V3I2|GNAT3_MOUSE	tr|A0A6P6IAM9|A0A6P6IAM9_PUMCO
OG0000114	sp|P50149|GNAT2_MOUSE	tr|A0A6P6GW63|A0A6P6GW63_PUMCO
OG0000114	sp|P20612|GNAT1_MOUSE	tr|A0A6P6HAE9|A0A6P6HAE9_PUMCO
OG0000114	sp|P08752|GNAI2_MOUSE	tr|A0A6P6H991|A0A6P6H991_PUMCO
OG0000116	sp|Q60660|KLRA2_MOUSE, sp|Q60682|KLRA8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE	tr|A0A6P6IDP3|A0A6P6IDP3_PUMCO
OG0000119	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A6P6ID24|A0A6P6ID24_PUMCO
OG0000119	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A6P6IN32|A0A6P6IN32_PUMCO
OG0000119	sp|P02463|CO4A1_MOUSE	tr|A0A6P6HX87|A0A6P6HX87_PUMCO
OG0000119	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A6P6IN80|A0A6P6IN80_PUMCO
OG0000119	sp|P08122|CO4A2_MOUSE	tr|A0A6P6HV84|A0A6P6HV84_PUMCO
OG0000119	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A6P6IGI1|A0A6P6IGI1_PUMCO
OG0000121	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A6P6HZ58|A0A6P6HZ58_PUMCO
OG0000121	sp|P00342|LDHC_MOUSE	tr|A0A6P6I7Y2|A0A6P6I7Y2_PUMCO
OG0000121	sp|P06151|LDHA_MOUSE	tr|A0A6P6I7I9|A0A6P6I7I9_PUMCO, tr|A0A6P6HUW0|A0A6P6HUW0_PUMCO
OG0000121	sp|P16125|LDHB_MOUSE	tr|A0A6P6HVL6|A0A6P6HVL6_PUMCO, tr|A0A6P6IH15|A0A6P6IH15_PUMCO, tr|A0A6P6IEX9|A0A6P6IEX9_PUMCO, tr|A0A6P6ID85|A0A6P6ID85_PUMCO
OG0000122	tr|A0A571BDF8|A0A571BDF8_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE, tr|Q8K193|Q8K193_MOUSE, tr|A0A571BG29|A0A571BG29_MOUSE, tr|A2ANA3|A2ANA3_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|A2AGU5|A2AGU5_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|B1AZQ8|B1AZQ8_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE, tr|Q3V0X2|Q3V0X2_MOUSE	tr|A0A6P6IRI0|A0A6P6IRI0_PUMCO
OG0000124	sp|P43275|H11_MOUSE	tr|A0A6P6HBB3|A0A6P6HBB3_PUMCO
OG0000124	sp|Q07133|H1T_MOUSE	tr|A0A6P6HAM4|A0A6P6HAM4_PUMCO
OG0000124	sp|P43276|H15_MOUSE	tr|A0A6P6HB90|A0A6P6HB90_PUMCO
OG0000124	sp|P43274|H14_MOUSE	tr|A0A6P6HAF1|A0A6P6HAF1_PUMCO
OG0000124	sp|P43277|H13_MOUSE	tr|A0A6P6HAN0|A0A6P6HAN0_PUMCO
OG0000124	sp|P15864|H12_MOUSE	tr|A0A6P6HBX1|A0A6P6HBX1_PUMCO
OG0000125	tr|Q8K198|Q8K198_MOUSE, tr|Q9D6S9|Q9D6S9_MOUSE	tr|A0A6P6H0M8|A0A6P6H0M8_PUMCO, tr|A0A6P6H0U1|A0A6P6H0U1_PUMCO, tr|A0A6P6H1U6|A0A6P6H1U6_PUMCO, tr|A0A6P6H2B3|A0A6P6H2B3_PUMCO, tr|A0A6P6H235|A0A6P6H235_PUMCO
OG0000125	sp|O08640|KRA14_MOUSE	tr|A0A6P6H2C3|A0A6P6H2C3_PUMCO
OG0000125	tr|A0A338P708|A0A338P708_MOUSE, sp|Q9QZU5|KR151_MOUSE	tr|A0A6P6H1K4|A0A6P6H1K4_PUMCO
OG0000127	sp|Q9ET37|S5A4A_MOUSE	tr|A0A6P6ILW1|A0A6P6ILW1_PUMCO
OG0000127	sp|Q923I7|SC5A2_MOUSE	tr|A0A6P6HM28|A0A6P6HM28_PUMCO
OG0000127	sp|Q5SWY8|SC5AA_MOUSE, sp|Q8VDT1|SC5A9_MOUSE	tr|A0A6P6I439|A0A6P6I439_PUMCO
OG0000127	tr|E9QAB5|E9QAB5_MOUSE	tr|A0A6P6IM93|A0A6P6IM93_PUMCO
OG0000127	sp|Q8C3K6|SC5A1_MOUSE	tr|A0A6P6ILT8|A0A6P6ILT8_PUMCO
OG0000128	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A6P6IBV5|A0A6P6IBV5_PUMCO
