Orthogroup	Mus_musculus	Myotis_lucifugus
OG0000080	tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q7TR40|Q7TR40_MOUSE, tr|Q7TR34|Q7TR34_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|Q7TR45|Q7TR45_MOUSE, tr|Q7TR48|Q7TR48_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE, tr|Q8VG97|Q8VG97_MOUSE, tr|Q8VEU8|Q8VEU8_MOUSE, tr|Q7TR43|Q7TR43_MOUSE, tr|Q7TR44|Q7TR44_MOUSE, tr|Q7TR47|Q7TR47_MOUSE	tr|G1Q4T0|G1Q4T0_MYOLU
OG0000081	tr|Q7TRY6|Q7TRY6_MOUSE	tr|G1PYF7|G1PYF7_MYOLU, tr|G1PZQ0|G1PZQ0_MYOLU, tr|G1QDP5|G1QDP5_MYOLU, tr|G1QG47|G1QG47_MYOLU, tr|G1Q053|G1Q053_MYOLU, tr|G1Q7W8|G1Q7W8_MYOLU, tr|G1QA66|G1QA66_MYOLU, tr|G1QA33|G1QA33_MYOLU, tr|G1Q4Q4|G1Q4Q4_MYOLU, tr|G1QAI0|G1QAI0_MYOLU, tr|G1QCA4|G1QCA4_MYOLU, tr|G1PZ58|G1PZ58_MYOLU, tr|G1QB53|G1QB53_MYOLU, tr|G1PLE8|G1PLE8_MYOLU, tr|G1PLE5|G1PLE5_MYOLU, tr|G1Q110|G1Q110_MYOLU
OG0000082	sp|Q61549|AGRE1_MOUSE, sp|Q91ZE5|AGRE4_MOUSE	tr|G1PGX4|G1PGX4_MYOLU
OG0000082	sp|Q9Z0M6|AGRE5_MOUSE	tr|G1Q8W4|G1Q8W4_MYOLU, tr|G1QCM1|G1QCM1_MYOLU, tr|G1Q229|G1Q229_MYOLU, tr|G1QBC1|G1QBC1_MYOLU, tr|G1Q200|G1Q200_MYOLU, tr|G1QB88|G1QB88_MYOLU, tr|G1Q3E3|G1Q3E3_MYOLU, tr|G1P9G8|G1P9G8_MYOLU, tr|G1QFE0|G1QFE0_MYOLU, tr|G1QCM5|G1QCM5_MYOLU, tr|G1P4B7|G1P4B7_MYOLU, tr|L7N189|L7N189_MYOLU, tr|G1PDA4|G1PDA4_MYOLU
OG0000084	tr|I7HJI3|I7HJI3_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|W4VSP4|W4VSP4_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE	tr|G1PC82|G1PC82_MYOLU
OG0000084	tr|I7HJI5|I7HJI5_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|O08797|O08797_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|O08806|O08806_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|Q80UK5|Q80UK5_MOUSE, sp|O08800|SPB8_MOUSE	tr|G1PX46|G1PX46_MYOLU
OG0000086	sp|B1AWN6|SCN2A_MOUSE	tr|G1P361|G1P361_MYOLU
OG0000086	sp|Q62205|SCN9A_MOUSE	tr|G1PEF3|G1PEF3_MYOLU
OG0000086	sp|Q6QIY3|SCNAA_MOUSE	tr|G1NYS6|G1NYS6_MYOLU
OG0000086	sp|Q9JJV9|SCN5A_MOUSE	tr|G1NYQ9|G1NYQ9_MYOLU
OG0000086	sp|Q9ER60|SCN4A_MOUSE	tr|G1PL56|G1PL56_MYOLU
OG0000086	sp|Q9WTU3|SCN8A_MOUSE	tr|G1PEQ5|G1PEQ5_MYOLU
OG0000086	sp|A2APX8|SCN1A_MOUSE	tr|G1PE85|G1PE85_MYOLU
OG0000086	sp|A2ASI5|SCN3A_MOUSE	tr|G1NTL4|G1NTL4_MYOLU
OG0000087	tr|Q8K501|Q8K501_MOUSE	tr|G1Q1P0|G1Q1P0_MYOLU
OG0000087	tr|Q8VGJ0|Q8VGJ0_MOUSE	tr|G1QE59|G1QE59_MYOLU, tr|G1QDA5|G1QDA5_MYOLU, tr|G1QAP3|G1QAP3_MYOLU
OG0000087	tr|Q8VGC4|Q8VGC4_MOUSE	tr|G1QD75|G1QD75_MYOLU, tr|G1Q0S5|G1Q0S5_MYOLU, tr|G1QDR5|G1QDR5_MYOLU, tr|G1QF42|G1QF42_MYOLU, tr|G1NWZ8|G1NWZ8_MYOLU, tr|G1PZK3|G1PZK3_MYOLU, tr|G1Q2P7|G1Q2P7_MYOLU, tr|G1PYG5|G1PYG5_MYOLU, tr|G1Q4H4|G1Q4H4_MYOLU
OG0000091	sp|Q8C262|IIGP5_MOUSE, tr|Q61635|Q61635_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE	tr|G1PEC8|G1PEC8_MYOLU
OG0000094	sp|Q497I4|KRT35_MOUSE	tr|G1PE69|G1PE69_MYOLU
OG0000094	sp|B1AQ75|KRT36_MOUSE	tr|G1PRQ8|G1PRQ8_MYOLU
OG0000094	sp|Q6IFX3|K1C40_MOUSE	tr|G1PRP8|G1PRP8_MYOLU, tr|G1PRM9|G1PRM9_MYOLU, tr|G1QF50|G1QF50_MYOLU, tr|L7N192|L7N192_MYOLU, tr|G1PRM4|G1PRM4_MYOLU, tr|L7N177|L7N177_MYOLU, tr|G1PRN7|G1PRN7_MYOLU, tr|G1Q3P9|G1Q3P9_MYOLU, tr|G1PRP4|G1PRP4_MYOLU, tr|G1PWG4|G1PWG4_MYOLU
OG0000095	sp|P49945|FRIL2_MOUSE, sp|P29391|FRIL1_MOUSE	tr|G1PZR2|G1PZR2_MYOLU, tr|G1PYB8|G1PYB8_MYOLU, tr|G1QGF6|G1QGF6_MYOLU, tr|G1Q3C6|G1Q3C6_MYOLU, tr|G1PZU4|G1PZU4_MYOLU, tr|G1QF74|G1QF74_MYOLU, tr|G1Q9J7|G1Q9J7_MYOLU, tr|G1PXS1|G1PXS1_MYOLU, tr|G1QBX6|G1QBX6_MYOLU, tr|G1QAV2|G1QAV2_MYOLU, tr|G1Q1F5|G1Q1F5_MYOLU, tr|G1QGC0|G1QGC0_MYOLU, tr|G1QBS1|G1QBS1_MYOLU
OG0000096	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|A2BI93|A2BI93_MOUSE	tr|G1NWD7|G1NWD7_MYOLU
OG0000098	sp|P50404|SFTPD_MOUSE	tr|G1Q3F7|G1Q3F7_MYOLU, tr|G1PZF8|G1PZF8_MYOLU, tr|G1QAB4|G1QAB4_MYOLU, tr|G1QC23|G1QC23_MYOLU, tr|G1QER4|G1QER4_MYOLU, tr|L7N1I7|L7N1I7_MYOLU, tr|G1Q512|G1Q512_MYOLU, tr|G1PYW5|G1PYW5_MYOLU, tr|G1P0I8|G1P0I8_MYOLU, tr|L7N115|L7N115_MYOLU, tr|G1NV76|G1NV76_MYOLU, tr|G1Q5Q5|G1Q5Q5_MYOLU, tr|L7N1D0|L7N1D0_MYOLU
OG0000099	tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE	tr|G1Q8G7|G1Q8G7_MYOLU, tr|G1PL97|G1PL97_MYOLU
OG0000104	tr|Q8VEV1|Q8VEV1_MOUSE	tr|G1QFX4|G1QFX4_MYOLU
OG0000104	tr|Q8VEV0|Q8VEV0_MOUSE	tr|G1Q7H4|G1Q7H4_MYOLU
OG0000104	tr|K9J725|K9J725_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE, tr|Q8VES9|Q8VES9_MOUSE	tr|G1QFP3|G1QFP3_MYOLU
OG0000106	sp|Q717B2|TDPZ2_MOUSE, tr|Q3UTC4|Q3UTC4_MOUSE, tr|E0CXI6|E0CXI6_MOUSE, tr|L7N229|L7N229_MOUSE, sp|Q6YCH1|TDPZ5_MOUSE, tr|A0A0A6YXL2|A0A0A6YXL2_MOUSE, sp|P0DMR5|TDPZ1_MOUSE, sp|P0DMR6|TDP1L_MOUSE, sp|Q717B4|TDPZ3_MOUSE, tr|A0A0A6YWS7|A0A0A6YWS7_MOUSE, sp|Q6YCH2|TDPZ4_MOUSE, sp|Q6ZWS8|SPOP_MOUSE, sp|Q2M2N2|SPOPL_MOUSE	tr|G1NT08|G1NT08_MYOLU
OG0000108	sp|P01910|HA2K_MOUSE	tr|G1Q103|G1Q103_MYOLU, tr|G1QBV7|G1QBV7_MYOLU, tr|G1PA08|G1PA08_MYOLU, tr|G1QA26|G1QA26_MYOLU, tr|G1Q9G7|G1Q9G7_MYOLU, tr|G1P5L8|G1P5L8_MYOLU, tr|G1QAF8|G1QAF8_MYOLU, tr|L7N114|L7N114_MYOLU, tr|G1Q8Q2|G1Q8Q2_MYOLU, tr|G1Q5X0|G1Q5X0_MYOLU, tr|G1Q3Q9|G1Q3Q9_MYOLU, tr|G1PGE2|G1PGE2_MYOLU, tr|G1PYB4|G1PYB4_MYOLU
OG0000109	sp|Q7M747|S2B24_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE	tr|G1Q0Z5|G1Q0Z5_MYOLU
OG0000110	tr|Q920Z0|Q920Z0_MOUSE, tr|B2RT33|B2RT33_MOUSE, tr|Q920Y8|Q920Y8_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|A2RT31|A2RT31_MOUSE, tr|Q7TRK1|Q7TRK1_MOUSE, tr|Q8VET1|Q8VET1_MOUSE, tr|B2RVX8|B2RVX8_MOUSE	tr|G1Q7R2|G1Q7R2_MYOLU
OG0000110	sp|Q8VFK7|O1020_MOUSE	tr|G1NTL3|G1NTL3_MYOLU
OG0000115	tr|Q8VFT6|Q8VFT6_MOUSE	tr|G1QAG4|G1QAG4_MYOLU
OG0000115	tr|Q7TRM0|Q7TRM0_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE	tr|G1PYB1|G1PYB1_MYOLU, tr|G1Q5W8|G1Q5W8_MYOLU, tr|G1P1Y2|G1P1Y2_MYOLU, tr|G1Q7T7|G1Q7T7_MYOLU
OG0000116	sp|Q9CPP7|LIPG_MOUSE	tr|G1P0Q3|G1P0Q3_MYOLU
OG0000116	sp|Q8BM14|LIPK_MOUSE	tr|G1P0Q9|G1P0Q9_MYOLU
OG0000116	sp|Q8K2A6|LIPM_MOUSE	tr|G1P0S0|G1P0S0_MYOLU
OG0000116	sp|Q9Z0M5|LICH_MOUSE	tr|G1PV78|G1PV78_MYOLU
OG0000117	sp|Q9D504|ANKR7_MOUSE, tr|D3Z4K0|D3Z4K0_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|D3Z1P8|D3Z1P8_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE, tr|Q05AC5|Q05AC5_MOUSE, tr|A5H0M4|A5H0M4_MOUSE	tr|G1PTX8|G1PTX8_MYOLU
OG0000118	tr|A2BH64|A2BH64_MOUSE, tr|Q91WB5|Q91WB5_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE	tr|G1QAY2|G1QAY2_MYOLU
OG0000119	tr|Q8VGW8|Q8VGW8_MOUSE	tr|G1Q900|G1Q900_MYOLU
OG0000119	tr|Q9QWU6|Q9QWU6_MOUSE	tr|L7N159|L7N159_MYOLU
OG0000119	tr|Q7TRU0|Q7TRU0_MOUSE	tr|G1QCE3|G1QCE3_MYOLU
OG0000120	tr|A0A668KLU9|A0A668KLU9_MOUSE, tr|Q61406|Q61406_MOUSE	tr|G1PL75|G1PL75_MYOLU
OG0000120	sp|P06909|CFAH_MOUSE, tr|E9Q8B5|E9Q8B5_MOUSE	tr|G1QCW7|G1QCW7_MYOLU, tr|G1PPM0|G1PPM0_MYOLU, tr|G1Q9A7|G1Q9A7_MYOLU, tr|G1QGA4|G1QGA4_MYOLU, tr|G1Q2L4|G1Q2L4_MYOLU, tr|L7N152|L7N152_MYOLU, tr|G1Q5G5|G1Q5G5_MYOLU, tr|G1PYG0|G1PYG0_MYOLU
OG0000122	sp|O88174|MCP_MOUSE	tr|G1QB99|G1QB99_MYOLU, tr|G1Q713|G1Q713_MYOLU, tr|G1Q2H9|G1Q2H9_MYOLU, tr|G1PZE2|G1PZE2_MYOLU, tr|G1Q6P9|G1Q6P9_MYOLU, tr|G1P1A5|G1P1A5_MYOLU, tr|G1P991|G1P991_MYOLU, tr|G1QA96|G1QA96_MYOLU, tr|G1Q6T2|G1Q6T2_MYOLU, tr|G1Q0F5|G1Q0F5_MYOLU, tr|G1PZJ4|G1PZJ4_MYOLU, tr|G1Q2I6|G1Q2I6_MYOLU
OG0000126	tr|E9PUS9|E9PUS9_MOUSE, tr|Q7TRH7|Q7TRH7_MOUSE, tr|Q7TRI2|Q7TRI2_MOUSE, tr|Q8VG46|Q8VG46_MOUSE, tr|Q8VFI1|Q8VFI1_MOUSE, tr|Q8VG64|Q8VG64_MOUSE, tr|Q8VFI4|Q8VFI4_MOUSE, tr|Q8VFI2|Q8VFI2_MOUSE, tr|Q8VEU1|Q8VEU1_MOUSE, tr|Q8VFZ9|Q8VFZ9_MOUSE	tr|G1QFF6|G1QFF6_MYOLU, tr|L7N1E6|L7N1E6_MYOLU
OG0000127	sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD12|TAA7A_MOUSE	tr|G1P604|G1P604_MYOLU
OG0000129	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60682|KLRA8_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE	tr|G1Q5R9|G1Q5R9_MYOLU
OG0000130	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|G1PE99|G1PE99_MYOLU
OG0000130	sp|Q62007|OLF16_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE, tr|E9Q848|E9Q848_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|E9Q1L6|E9Q1L6_MOUSE, tr|F8VQB1|F8VQB1_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE, tr|E9PWV2|E9PWV2_MOUSE	tr|G1PED9|G1PED9_MYOLU
OG0000131	sp|Q8VG06|OL491_MOUSE, sp|Q8VGI6|OL477_MOUSE, sp|Q8VGI4|OL476_MOUSE, sp|Q8VG43|OL472_MOUSE, sp|Q8VFC9|OL474_MOUSE, sp|Q8VG44|OL473_MOUSE	tr|G1PZC0|G1PZC0_MYOLU
OG0000131	tr|L7N455|L7N455_MOUSE, sp|Q8VGI5|OL481_MOUSE, sp|Q8VEZ0|OL480_MOUSE, sp|Q8VG42|OL508_MOUSE	tr|G1Q9Z7|G1Q9Z7_MYOLU
OG0000135	tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q7TR26|Q7TR26_MOUSE	tr|G1QBR8|G1QBR8_MYOLU
OG0000136	tr|D3YWC7|D3YWC7_MOUSE	tr|G1P460|G1P460_MYOLU
OG0000136	tr|Q14BE7|Q14BE7_MOUSE, tr|B1AW18|B1AW18_MOUSE, tr|Q0VG34|Q0VG34_MOUSE	tr|G1PKQ1|G1PKQ1_MYOLU, tr|G1Q6F0|G1Q6F0_MYOLU, tr|G1P224|G1P224_MYOLU, tr|G1Q448|G1Q448_MYOLU, tr|G1PEZ7|G1PEZ7_MYOLU, tr|G1Q2U8|G1Q2U8_MYOLU, tr|L7N1I1|L7N1I1_MYOLU
OG0000137	sp|Q6VGS5|DAPLE_MOUSE	tr|G1Q832|G1Q832_MYOLU, tr|G1QCV3|G1QCV3_MYOLU, tr|G1Q9H8|G1Q9H8_MYOLU, tr|G1Q2R7|G1Q2R7_MYOLU, tr|G1QFT5|G1QFT5_MYOLU, tr|G1QA53|G1QA53_MYOLU, tr|G1Q3B2|G1Q3B2_MYOLU, tr|G1Q7S3|G1Q7S3_MYOLU, tr|G1QED0|G1QED0_MYOLU, tr|G1PY49|G1PY49_MYOLU, tr|G1QDY9|G1QDY9_MYOLU
OG0000138	sp|Q8VDN2|AT1A1_MOUSE	tr|G1P3U7|G1P3U7_MYOLU
OG0000138	sp|Q6PIE5|AT1A2_MOUSE	tr|G1NV71|G1NV71_MYOLU, tr|G1NV63|G1NV63_MYOLU
OG0000138	sp|Q64436|ATP4A_MOUSE	tr|G1PUI7|G1PUI7_MYOLU
OG0000138	sp|Q9Z1W8|AT12A_MOUSE	tr|G1PKF6|G1PKF6_MYOLU
OG0000138	sp|Q6PIC6|AT1A3_MOUSE	tr|G1PQI2|G1PQI2_MYOLU
OG0000139	tr|B2RX31|B2RX31_MOUSE	tr|G1PWN5|G1PWN5_MYOLU
OG0000139	tr|A2ALW2|A2ALW2_MOUSE	tr|G1PQL3|G1PQL3_MYOLU, tr|G1PDY2|G1PDY2_MYOLU
OG0000139	tr|Q7TNK4|Q7TNK4_MOUSE	tr|G1PFK7|G1PFK7_MYOLU, tr|G1NUW7|G1NUW7_MYOLU, tr|G1PUQ2|G1PUQ2_MYOLU, tr|G1Q209|G1Q209_MYOLU
OG0000140	sp|P97868|RBBP6_MOUSE	tr|G1QG90|G1QG90_MYOLU, tr|G1PZW3|G1PZW3_MYOLU, tr|G1QF66|G1QF66_MYOLU, tr|G1QDE2|G1QDE2_MYOLU, tr|G1PYZ7|G1PYZ7_MYOLU, tr|G1QGD0|G1QGD0_MYOLU, tr|G1Q1I4|G1Q1I4_MYOLU, tr|G1PZ66|G1PZ66_MYOLU, tr|G1Q4I1|G1Q4I1_MYOLU, tr|G1Q8C1|G1Q8C1_MYOLU, tr|G1PGC1|G1PGC1_MYOLU
OG0000142	sp|P01027|CO3_MOUSE	tr|G1Q9C3|G1Q9C3_MYOLU, tr|G1Q493|G1Q493_MYOLU, tr|G1PPH1|G1PPH1_MYOLU, tr|G1Q8Z5|G1Q8Z5_MYOLU, tr|G1QCP9|G1QCP9_MYOLU, tr|L7N1L3|L7N1L3_MYOLU, tr|G1PYJ2|G1PYJ2_MYOLU, tr|G1Q7J2|G1Q7J2_MYOLU, tr|G1Q976|G1Q976_MYOLU, tr|G1Q8H4|G1Q8H4_MYOLU
OG0000145	tr|Q8VGB4|Q8VGB4_MOUSE, tr|Q7TRB8|Q7TRB8_MOUSE, tr|Q9EQ98|Q9EQ98_MOUSE, tr|Q7TRB7|Q7TRB7_MOUSE, tr|Q9EQA0|Q9EQA0_MOUSE, tr|Q9EQ99|Q9EQ99_MOUSE, tr|Q8VH09|Q8VH09_MOUSE, tr|Q8VF35|Q8VF35_MOUSE, sp|Q60893|OL151_MOUSE, tr|Q8VGE3|Q8VGE3_MOUSE	tr|G1PKT0|G1PKT0_MYOLU
OG0000147	sp|Q3UGX3|NAT8L_MOUSE, sp|Q9JIY8|NT8F3_MOUSE, sp|E0CYR6|NT8F7_MOUSE, sp|Q8CHQ9|NT8F2_MOUSE, tr|G5E8L3|G5E8L3_MOUSE, sp|Q9QXS8|CMLO5_MOUSE, sp|Q9JIY7|NAT8_MOUSE, sp|Q9JIZ0|CMLO1_MOUSE, sp|E0CYC6|NAT8B_MOUSE	tr|L7N0Y6|L7N0Y6_MYOLU, tr|G1Q1E8|G1Q1E8_MYOLU
OG0000148	sp|A2AQP0|MYH7B_MOUSE, tr|E9Q264|E9Q264_MOUSE, tr|B1AR69|B1AR69_MOUSE, sp|P13541|MYH3_MOUSE, sp|Q5SX40|MYH1_MOUSE, sp|Q5SX39|MYH4_MOUSE, tr|G3UW82|G3UW82_MOUSE, sp|P13542|MYH8_MOUSE, sp|Q91Z83|MYH7_MOUSE, sp|Q02566|MYH6_MOUSE	tr|G1P938|G1P938_MYOLU
OG0000149	sp|Q6GSS7|H2A2A_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE1|H2A1B_MOUSE	tr|G1Q7Q6|G1Q7Q6_MYOLU
OG0000150	sp|Q8C6J9|NAL4B_MOUSE, sp|Q66X19|NAL4E_MOUSE, sp|Q3TKR3|NAL4C_MOUSE, sp|Q8BU40|NAL4A_MOUSE, sp|Q66X05|NAL4F_MOUSE, sp|Q6B966|NAL14_MOUSE, sp|Q8CIM1|LRC45_MOUSE, sp|Q66X01|NLR9C_MOUSE, sp|Q66X03|NLR9A_MOUSE, sp|Q66X22|NLR9B_MOUSE	tr|G1PNI2|G1PNI2_MYOLU
OG0000152	sp|Q8BGU5|CCNY_MOUSE	tr|G1PMB6|G1PMB6_MYOLU
OG0000152	tr|D3YUJ3|D3YUJ3_MOUSE	tr|G1QDA4|G1QDA4_MYOLU, tr|G1Q2H3|G1Q2H3_MYOLU, tr|G1QDA2|G1QDA2_MYOLU, tr|G1Q609|G1Q609_MYOLU, tr|G1QA71|G1QA71_MYOLU, tr|G1QCA9|G1QCA9_MYOLU, tr|G1PYC0|G1PYC0_MYOLU, tr|G1PTW8|G1PTW8_MYOLU
OG0000155	sp|P14206|RSSA_MOUSE	tr|G1Q357|G1Q357_MYOLU, tr|G1NZS2|G1NZS2_MYOLU, tr|G1Q2Z0|G1Q2Z0_MYOLU, tr|G1Q7F3|G1Q7F3_MYOLU, tr|G1Q187|G1Q187_MYOLU, tr|G1Q7X5|G1Q7X5_MYOLU, tr|G1Q675|G1Q675_MYOLU, tr|G1Q3K1|G1Q3K1_MYOLU, tr|G1Q2V7|G1Q2V7_MYOLU, tr|G1QCI6|G1QCI6_MYOLU
OG0000156	sp|Q0V8T9|CTP5A_MOUSE, sp|Q0V8T8|CTP5B_MOUSE, sp|Q0V8T7|CTP5C_MOUSE	tr|G1QA98|G1QA98_MYOLU
OG0000156	sp|Q9CPW0|CNTP2_MOUSE	tr|G1QF08|G1QF08_MYOLU, tr|G1NW20|G1NW20_MYOLU, tr|G1Q7M7|G1Q7M7_MYOLU
OG0000156	tr|E9PY62|E9PY62_MOUSE, sp|Q99P47|CNTP4_MOUSE	tr|G1PLM1|G1PLM1_MYOLU
OG0000159	sp|P10126|EF1A1_MOUSE	tr|G1QEW2|G1QEW2_MYOLU, tr|G1Q1G8|G1Q1G8_MYOLU, tr|G1Q6D5|G1Q6D5_MYOLU, tr|G1QBE5|G1QBE5_MYOLU, tr|G1Q6U3|G1Q6U3_MYOLU, tr|G1PN22|G1PN22_MYOLU
OG0000159	sp|P62631|EF1A2_MOUSE	tr|G1Q354|G1Q354_MYOLU, tr|G1PVC4|G1PVC4_MYOLU, tr|G1Q855|G1Q855_MYOLU
OG0000160	sp|Q3V0C3|NUTM2_MOUSE	tr|G1Q8Q8|G1Q8Q8_MYOLU, tr|L7N1B9|L7N1B9_MYOLU, tr|G1QD17|G1QD17_MYOLU, tr|G1PYA1|G1PYA1_MYOLU, tr|G1Q1X3|G1Q1X3_MYOLU, tr|G1QDA8|G1QDA8_MYOLU, tr|G1Q2J9|G1Q2J9_MYOLU, tr|G1Q093|G1Q093_MYOLU, tr|G1Q9P0|G1Q9P0_MYOLU, tr|G1Q3T4|G1Q3T4_MYOLU
