Orthogroup	Mus_musculus	Macaca_nemestrina
OG0000037	sp|Q80YP6|ZIK1_MOUSE	tr|A0A2K6BKH5|A0A2K6BKH5_MACNE, tr|A0A2K6DFI9|A0A2K6DFI9_MACNE, tr|A0A2K6DYJ3|A0A2K6DYJ3_MACNE, tr|A0A2K6DAX7|A0A2K6DAX7_MACNE, tr|A0A2K6D7F7|A0A2K6D7F7_MACNE, tr|A0A2K6DBV9|A0A2K6DBV9_MACNE, tr|A0A2K6DIU3|A0A2K6DIU3_MACNE, tr|A0A2K6E2Z5|A0A2K6E2Z5_MACNE, tr|A0A2K6D9B0|A0A2K6D9B0_MACNE, tr|A0A2K6CBG2|A0A2K6CBG2_MACNE, tr|A0A2K6DD16|A0A2K6DD16_MACNE, tr|A0A2K6CET4|A0A2K6CET4_MACNE, tr|A0A2K6BZ51|A0A2K6BZ51_MACNE, tr|A0A2K6BU97|A0A2K6BU97_MACNE, tr|A0A2K6C3V2|A0A2K6C3V2_MACNE, tr|A0A2K6BMX1|A0A2K6BMX1_MACNE, tr|A0A2K6D154|A0A2K6D154_MACNE, tr|A0A2K6CMH3|A0A2K6CMH3_MACNE, tr|A0A2K6C952|A0A2K6C952_MACNE, tr|A0A2K6C7U9|A0A2K6C7U9_MACNE, tr|A0A2K6E0A0|A0A2K6E0A0_MACNE, tr|A0A2K6BJ33|A0A2K6BJ33_MACNE, tr|A0A2K6B3R3|A0A2K6B3R3_MACNE, tr|A0A2K6E1D8|A0A2K6E1D8_MACNE, tr|A0A2K6CN72|A0A2K6CN72_MACNE
OG0000038	tr|A2AUS6|A2AUS6_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE	tr|A0A2K6BF07|A0A2K6BF07_MACNE
OG0000038	tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE	tr|A0A2K6CYN1|A0A2K6CYN1_MACNE
OG0000038	sp|Q60881|OL142_MOUSE, tr|Q8VG62|Q8VG62_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q7TQZ0|Q7TQZ0_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE	tr|A0A2K6AZ41|A0A2K6AZ41_MACNE
OG0000039	sp|P01667|KV3AF_MOUSE, sp|P01668|KV3AG_MOUSE, sp|P01669|KV3AH_MOUSE, sp|P01665|KV3AD_MOUSE, sp|P01666|KV3AE_MOUSE, sp|P01664|KV3AC_MOUSE, sp|P01674|KV3AM_MOUSE, tr|A0A075B5N9|A0A075B5N9_MOUSE, sp|P01673|KV3AL_MOUSE, sp|P01671|KV3AJ_MOUSE, sp|P01670|KV3AI_MOUSE, sp|P01672|KV3AK_MOUSE, sp|P01662|KV3AA_MOUSE, sp|P01663|KV3AB_MOUSE, sp|P01660|KV3A8_MOUSE, sp|P01659|KV3A7_MOUSE, sp|P01661|KV3A9_MOUSE, sp|P01658|KV3A6_MOUSE, tr|A0A075B5P1|A0A075B5P1_MOUSE, tr|A0A140T8P0|A0A140T8P0_MOUSE, tr|A0A140T8Q0|A0A140T8Q0_MOUSE, tr|A0A140T8Q4|A0A140T8Q4_MOUSE, tr|A0A140T8P4|A0A140T8P4_MOUSE, tr|A0A075B5N8|A0A075B5N8_MOUSE, tr|A0A140T8M6|A0A140T8M6_MOUSE	tr|A0A2K6CYC4|A0A2K6CYC4_MACNE
OG0000040	tr|E9Q8F6|E9Q8F6_MOUSE, tr|E9QAT7|E9QAT7_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N205|L7N205_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, sp|Q8VEX6|OL187_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, sp|Q8VFB9|OL183_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q7TS48|OL180_MOUSE, tr|E9Q9T3|E9Q9T3_MOUSE, sp|Q8VGQ7|OL181_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|Q8VGQ6|Q8VGQ6_MOUSE	tr|A0A2K6ATM7|A0A2K6ATM7_MACNE
OG0000042	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A2K6AUH4|A0A2K6AUH4_MACNE
OG0000042	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A2K6AQZ8|A0A2K6AQZ8_MACNE
OG0000042	sp|Q9D2U9|H2B3A_MOUSE	tr|A0A2K6B0Y6|A0A2K6B0Y6_MACNE
OG0000042	sp|P10853|H2B1F_MOUSE	tr|A0A2K6AQG5|A0A2K6AQG5_MACNE, tr|A0A2K6AX21|A0A2K6AX21_MACNE
OG0000042	sp|Q64525|H2B2B_MOUSE	tr|A0A2K6ARM6|A0A2K6ARM6_MACNE, tr|A0A2K6D1F8|A0A2K6D1F8_MACNE
OG0000042	sp|P10854|H2B1M_MOUSE	tr|A0A2K6BN79|A0A2K6BN79_MACNE, tr|A0A2K6CVJ0|A0A2K6CVJ0_MACNE, tr|A0A2K6ASY1|A0A2K6ASY1_MACNE, tr|A0A2K6B1R7|A0A2K6B1R7_MACNE
OG0000047	tr|Q8R255|Q8R255_MOUSE, tr|L7N213|L7N213_MOUSE, tr|E9Q235|E9Q235_MOUSE, tr|Q8R256|Q8R256_MOUSE, tr|Q8VIB8|Q8VIB8_MOUSE, tr|A0A5F8MPF7|A0A5F8MPF7_MOUSE, tr|Q8R254|Q8R254_MOUSE, tr|A0A087WRV1|A0A087WRV1_MOUSE, tr|Q8R284|Q8R284_MOUSE, tr|Q8R289|Q8R289_MOUSE, tr|F8VQ63|F8VQ63_MOUSE, tr|L7N1Z3|L7N1Z3_MOUSE, tr|Q8R290|Q8R290_MOUSE, tr|Q8R293|Q8R293_MOUSE, tr|Q8K3N7|Q8K3N7_MOUSE, tr|A0A2I3BPG7|A0A2I3BPG7_MOUSE, tr|Q8R287|Q8R287_MOUSE, tr|K7N608|K7N608_MOUSE, tr|E9PY60|E9PY60_MOUSE, tr|Q8R285|Q8R285_MOUSE, tr|E9Q373|E9Q373_MOUSE, tr|A2AMT6|A2AMT6_MOUSE, tr|A2AMT7|A2AMT7_MOUSE	tr|A0A2K6D335|A0A2K6D335_MACNE
OG0000048	tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS10|Q7TS10_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VF25|Q8VF25_MOUSE	tr|A0A2K6D103|A0A2K6D103_MACNE
OG0000049	tr|Q8VFY3|Q8VFY3_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|E9Q725|E9Q725_MOUSE, tr|Q8VG49|Q8VG49_MOUSE, tr|Q9EPG6|Q9EPG6_MOUSE, tr|K7N662|K7N662_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE, tr|Q9EP55|Q9EP55_MOUSE, tr|Q920Z2|Q920Z2_MOUSE, tr|E9PZS7|E9PZS7_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE	tr|A0A2K6AQ33|A0A2K6AQ33_MACNE
OG0000050	tr|Q5NCD3|Q5NCD3_MOUSE, tr|Q8VGD9|Q8VGD9_MOUSE, tr|Q5NC44|Q5NC44_MOUSE, tr|Q5NCD2|Q5NCD2_MOUSE, tr|M9MMK4|M9MMK4_MOUSE, tr|M9MMJ7|M9MMJ7_MOUSE, tr|E9Q3K2|E9Q3K2_MOUSE, tr|Q8VF37|Q8VF37_MOUSE, tr|Q5NC45|Q5NC45_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE, tr|E9Q4J3|E9Q4J3_MOUSE, tr|Q7TRY2|Q7TRY2_MOUSE	tr|A0A2K6CXJ0|A0A2K6CXJ0_MACNE
OG0000053	sp|Q62007|OLF16_MOUSE	tr|A0A2K6CWL9|A0A2K6CWL9_MACNE
OG0000053	tr|A0A140T8J6|A0A140T8J6_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE, tr|E9Q0Y7|E9Q0Y7_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE, tr|Q8VF55|Q8VF55_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q7TQS2|Q7TQS2_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE, tr|A0A140LHU2|A0A140LHU2_MOUSE, tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE, tr|Q8VF20|Q8VF20_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|E9Q848|E9Q848_MOUSE, tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE	tr|A0A2K6DRU4|A0A2K6DRU4_MACNE
OG0000054	sp|P11679|K2C8_MOUSE	tr|A0A2K6AQX4|A0A2K6AQX4_MACNE, tr|A0A2K6DCW7|A0A2K6DCW7_MACNE, tr|A0A2K6B402|A0A2K6B402_MACNE, tr|A0A2K6BED4|A0A2K6BED4_MACNE, tr|A0A2K6E4R7|A0A2K6E4R7_MACNE
OG0000054	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A2K6BP31|A0A2K6BP31_MACNE, tr|A0A2K6CG12|A0A2K6CG12_MACNE, tr|A0A2K6CR37|A0A2K6CR37_MACNE, tr|A0A2K6CXE7|A0A2K6CXE7_MACNE, tr|A0A2K6DMD1|A0A2K6DMD1_MACNE, tr|A0A2K6DTP1|A0A2K6DTP1_MACNE, tr|A0A2K6DJD7|A0A2K6DJD7_MACNE, tr|A0A2K6E515|A0A2K6E515_MACNE, tr|A0A2K6D660|A0A2K6D660_MACNE, tr|A0A2K6DEK3|A0A2K6DEK3_MACNE, tr|A0A2K6BIH7|A0A2K6BIH7_MACNE, tr|A0A2K6E7G3|A0A2K6E7G3_MACNE, tr|A0A2K6BPE2|A0A2K6BPE2_MACNE, tr|A0A2K6E1L5|A0A2K6E1L5_MACNE, tr|A0A2K6CZV9|A0A2K6CZV9_MACNE, tr|A0A2K6C019|A0A2K6C019_MACNE
OG0000057	tr|A2RTT5|A2RTT5_MOUSE, tr|Q8R2A9|Q8R2A9_MOUSE, tr|A0A3B2W3R4|A0A3B2W3R4_MOUSE, tr|Q8R2A7|Q8R2A7_MOUSE, tr|Q8R2A8|Q8R2A8_MOUSE, tr|Q8R2A5|Q8R2A5_MOUSE, tr|E9PWK2|E9PWK2_MOUSE, tr|Q8R2A3|Q8R2A3_MOUSE, tr|Q8R2A2|Q8R2A2_MOUSE, tr|Q8VIC0|Q8VIC0_MOUSE, tr|Q8R299|Q8R299_MOUSE, tr|E9Q2N4|E9Q2N4_MOUSE, tr|Q8VIC1|Q8VIC1_MOUSE, tr|E9Q0V3|E9Q0V3_MOUSE, tr|G5E8C1|G5E8C1_MOUSE, tr|Q8K4I0|Q8K4I0_MOUSE, tr|Q8R296|Q8R296_MOUSE, tr|Q8R294|Q8R294_MOUSE, tr|Q05A06|Q05A06_MOUSE, tr|A0A494B9T5|A0A494B9T5_MOUSE, tr|Q8R298|Q8R298_MOUSE	tr|A0A2K6BJG9|A0A2K6BJG9_MACNE
OG0000061	sp|P01631|KV2A7_MOUSE	tr|A0A2K6B5M0|A0A2K6B5M0_MACNE, tr|A0A2K6DK62|A0A2K6DK62_MACNE, tr|A0A2K6CJN4|A0A2K6CJN4_MACNE, tr|A0A2K6CBN9|A0A2K6CBN9_MACNE, tr|A0A2K6CXN8|A0A2K6CXN8_MACNE, tr|A0A2K6CWJ1|A0A2K6CWJ1_MACNE, tr|A0A2K6APH0|A0A2K6APH0_MACNE, tr|A0A2K6CKR5|A0A2K6CKR5_MACNE, tr|A0A2K6AYF6|A0A2K6AYF6_MACNE, tr|A0A2K6DX96|A0A2K6DX96_MACNE, tr|A0A2K6AT13|A0A2K6AT13_MACNE, tr|A0A2K6AUY8|A0A2K6AUY8_MACNE, tr|A0A2K6AQQ1|A0A2K6AQQ1_MACNE, tr|A0A2K6CN61|A0A2K6CN61_MACNE, tr|A0A2K6B3U9|A0A2K6B3U9_MACNE, tr|A0A2K6AND5|A0A2K6AND5_MACNE, tr|A0A2K6CTX0|A0A2K6CTX0_MACNE, tr|A0A2K6B2C3|A0A2K6B2C3_MACNE, tr|A0A2K6AMP4|A0A2K6AMP4_MACNE, tr|A0A2K6B0S1|A0A2K6B0S1_MACNE
OG0000064	sp|P25444|RS2_MOUSE	tr|A0A2K6B3S0|A0A2K6B3S0_MACNE, tr|A0A2K6DRW3|A0A2K6DRW3_MACNE, tr|A0A2K6DX38|A0A2K6DX38_MACNE, tr|A0A2K6E6P0|A0A2K6E6P0_MACNE, tr|A0A2K6CBT4|A0A2K6CBT4_MACNE, tr|A0A2K6AVG6|A0A2K6AVG6_MACNE, tr|A0A2K6CGS3|A0A2K6CGS3_MACNE, tr|A0A2K6BGJ2|A0A2K6BGJ2_MACNE, tr|A0A2K6BXZ2|A0A2K6BXZ2_MACNE, tr|A0A2K6C2I6|A0A2K6C2I6_MACNE, tr|A0A2K6BZ08|A0A2K6BZ08_MACNE, tr|A0A2K6DMR3|A0A2K6DMR3_MACNE, tr|A0A2K6B3N3|A0A2K6B3N3_MACNE, tr|A0A2K6CHY6|A0A2K6CHY6_MACNE, tr|A0A2K6CXD1|A0A2K6CXD1_MACNE, tr|A0A2K6DHD9|A0A2K6DHD9_MACNE, tr|A0A2K6BV11|A0A2K6BV11_MACNE, tr|A0A2K6DTZ5|A0A2K6DTZ5_MACNE, tr|A0A2K6ANF8|A0A2K6ANF8_MACNE
OG0000065	tr|E9Q1J0|E9Q1J0_MOUSE	tr|A0A2K6BR65|A0A2K6BR65_MACNE, tr|A0A2K6CGA3|A0A2K6CGA3_MACNE
OG0000065	sp|Q8R1D1|ZN426_MOUSE, sp|P10076|ZFP26_MOUSE	tr|A0A2K6ECX8|A0A2K6ECX8_MACNE, tr|A0A2K6DUY9|A0A2K6DUY9_MACNE, tr|A0A2K6E112|A0A2K6E112_MACNE, tr|A0A2K6E3F7|A0A2K6E3F7_MACNE, tr|A0A2K6DDX3|A0A2K6DDX3_MACNE, tr|A0A2K6E1W9|A0A2K6E1W9_MACNE, tr|A0A2K6ASD0|A0A2K6ASD0_MACNE, tr|A0A2K6B050|A0A2K6B050_MACNE, tr|A0A2K6BL78|A0A2K6BL78_MACNE, tr|A0A2K6BYT6|A0A2K6BYT6_MACNE, tr|A0A2K6DDK0|A0A2K6DDK0_MACNE, tr|A0A2K6E5X8|A0A2K6E5X8_MACNE, tr|A0A2K6D4T1|A0A2K6D4T1_MACNE, tr|A0A2K6DGN3|A0A2K6DGN3_MACNE, tr|A0A2K6D383|A0A2K6D383_MACNE
OG0000066	sp|Q8BFU2|H2A3_MOUSE	tr|A0A2K6ATI8|A0A2K6ATI8_MACNE
OG0000066	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A2K6ATG2|A0A2K6ATG2_MACNE
OG0000066	sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE7|H2A1N_MOUSE	tr|A0A2K6AT72|A0A2K6AT72_MACNE
OG0000066	sp|C0HKE5|H2A1G_MOUSE	tr|A0A2K6AU93|A0A2K6AU93_MACNE
OG0000067	tr|Q8VFA9|Q8VFA9_MOUSE, tr|Q8VGX0|Q8VGX0_MOUSE, tr|Q7TQT0|Q7TQT0_MOUSE, tr|Q7TQT1|Q7TQT1_MOUSE, tr|Q8VFA7|Q8VFA7_MOUSE, sp|Q60883|OLF10_MOUSE, tr|Q8VFA6|Q8VFA6_MOUSE, tr|Q8VFA4|Q8VFA4_MOUSE, tr|Q8VFA3|Q8VFA3_MOUSE, tr|Q8VGW9|Q8VGW9_MOUSE, tr|Q8VGC8|Q8VGC8_MOUSE, tr|Q6UAH0|Q6UAH0_MOUSE, tr|Q8VFA8|Q8VFA8_MOUSE, tr|Q7TQT2|Q7TQT2_MOUSE, tr|Q7TQT3|Q7TQT3_MOUSE, tr|Q7TQT6|Q7TQT6_MOUSE, tr|Q7TQT4|Q7TQT4_MOUSE, tr|Q7TQT7|Q7TQT7_MOUSE, tr|Q7TQT5|Q7TQT5_MOUSE	tr|A0A2K6B2V7|A0A2K6B2V7_MACNE
OG0000070	tr|Q8K2A4|Q8K2A4_MOUSE, tr|Q7TPL6|Q7TPL6_MOUSE, tr|Q91W94|Q91W94_MOUSE, tr|Q4QQP3|Q4QQP3_MOUSE, sp|Q6P5C7|ZN728_MOUSE, tr|L7N1X4|L7N1X4_MOUSE, tr|Q7M6X3|Q7M6X3_MOUSE, tr|Q8BIN6|Q8BIN6_MOUSE, tr|Q7M6X5|Q7M6X5_MOUSE, tr|Q7M6X2|Q7M6X2_MOUSE, tr|E9PX85|E9PX85_MOUSE	tr|A0A2K6BVW9|A0A2K6BVW9_MACNE, tr|A0A2K6D4R4|A0A2K6D4R4_MACNE, tr|A0A2K6DV10|A0A2K6DV10_MACNE, tr|A0A2K6AUS9|A0A2K6AUS9_MACNE, tr|A0A2K6DQJ2|A0A2K6DQJ2_MACNE, tr|A0A2K6B827|A0A2K6B827_MACNE, tr|A0A2K6AT57|A0A2K6AT57_MACNE, tr|A0A2K6C6S8|A0A2K6C6S8_MACNE
OG0000071	tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q7TS01|Q7TS01_MOUSE	tr|A0A2K6ATT8|A0A2K6ATT8_MACNE
OG0000075	sp|Q07231|ZSC21_MOUSE	tr|A0A2K6BHE4|A0A2K6BHE4_MACNE
OG0000075	sp|Q9Z1D7|ZSC12_MOUSE	sp|A2T6E3|ZSC12_MACNE, tr|A0A2K6EBM2|A0A2K6EBM2_MACNE
OG0000075	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2K6E8H7|A0A2K6E8H7_MACNE, tr|A0A2K6BTG1|A0A2K6BTG1_MACNE, tr|A0A2K6C3S7|A0A2K6C3S7_MACNE, tr|A0A2K6AQX7|A0A2K6AQX7_MACNE, tr|A0A2K6AWZ9|A0A2K6AWZ9_MACNE, tr|A0A2K6BEP4|A0A2K6BEP4_MACNE
OG0000076	sp|Q0VAW7|ZN112_MOUSE	tr|A0A2K6BE09|A0A2K6BE09_MACNE
OG0000076	tr|E9Q6Y4|E9Q6Y4_MOUSE	tr|A0A2K6B751|A0A2K6B751_MACNE, tr|A0A2K6ATR1|A0A2K6ATR1_MACNE, tr|A0A2K6ECN9|A0A2K6ECN9_MACNE, tr|A0A2K6DBZ1|A0A2K6DBZ1_MACNE, tr|A0A2K6BFY4|A0A2K6BFY4_MACNE, tr|A0A2K6BAR9|A0A2K6BAR9_MACNE, tr|A0A2K6C076|A0A2K6C076_MACNE, tr|A0A2K6BUN9|A0A2K6BUN9_MACNE, tr|A0A2K6DN57|A0A2K6DN57_MACNE, tr|A0A2K6BGA0|A0A2K6BGA0_MACNE, tr|A0A2K6DJZ4|A0A2K6DJZ4_MACNE, tr|A0A2K6BBM4|A0A2K6BBM4_MACNE, tr|A0A2K6BI94|A0A2K6BI94_MACNE, tr|A0A2K6D224|A0A2K6D224_MACNE
OG0000077	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A2K6BVF2|A0A2K6BVF2_MACNE, tr|A0A2K6DR93|A0A2K6DR93_MACNE, tr|A0A2K6B1L2|A0A2K6B1L2_MACNE
OG0000077	sp|E9Q5R7|NAL12_MOUSE	tr|A0A2K6CIW6|A0A2K6CIW6_MACNE
OG0000077	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A2K6E2Z4|A0A2K6E2Z4_MACNE
OG0000077	sp|Q6B966|NAL14_MOUSE	tr|A0A2K6DYI8|A0A2K6DYI8_MACNE
OG0000077	sp|Q9R1M5|NALP5_MOUSE	tr|A0A2K6CQZ3|A0A2K6CQZ3_MACNE
OG0000078	sp|Q8BMJ3|IF1AX_MOUSE, sp|Q60872|IF1A_MOUSE, tr|F6YNI8|F6YNI8_MOUSE, tr|J3QNT6|J3QNT6_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|J3QQ02|J3QQ02_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE, tr|Q3UT53|Q3UT53_MOUSE, tr|J3QPI8|J3QPI8_MOUSE, tr|J3QMW5|J3QMW5_MOUSE	tr|A0A2K6CI45|A0A2K6CI45_MACNE
OG0000080	sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE	tr|A0A2K6B497|A0A2K6B497_MACNE, tr|A0A2K6DIB8|A0A2K6DIB8_MACNE
OG0000080	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A2K6AP98|A0A2K6AP98_MACNE, tr|A0A2K6B2Y0|A0A2K6B2Y0_MACNE
OG0000080	tr|A0A087WR82|A0A087WR82_MOUSE, sp|O35698|RBY1A_MOUSE, tr|J3QK27|J3QK27_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE	tr|A0A2K6DTL4|A0A2K6DTL4_MACNE
OG0000081	tr|A0A1L1ST14|A0A1L1ST14_MOUSE, tr|Q7TR85|Q7TR85_MOUSE	tr|A0A2K6CWF3|A0A2K6CWF3_MACNE
OG0000081	tr|Q7TR87|Q7TR87_MOUSE, tr|A2ATE0|A2ATE0_MOUSE, tr|Q7TR89|Q7TR89_MOUSE, tr|A2ASU7|A2ASU7_MOUSE, tr|Q7TR90|Q7TR90_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|L7MTT3|L7MTT3_MOUSE, tr|A2ASU6|A2ASU6_MOUSE, sp|Q8VFL5|O1030_MOUSE, tr|Q8VFZ3|Q8VFZ3_MOUSE, tr|Q8VFK5|Q8VFK5_MOUSE, tr|A2ATE5|A2ATE5_MOUSE	tr|A0A2K6C2W9|A0A2K6C2W9_MACNE
OG0000082	sp|P06151|LDHA_MOUSE	tr|A0A2K6BXU7|A0A2K6BXU7_MACNE, tr|A0A2K6DA36|A0A2K6DA36_MACNE
OG0000082	sp|P00342|LDHC_MOUSE	tr|A0A2K6C8H6|A0A2K6C8H6_MACNE
OG0000082	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A2K6DJA5|A0A2K6DJA5_MACNE, tr|A0A2K6CAW5|A0A2K6CAW5_MACNE, tr|A0A2K6ALL1|A0A2K6ALL1_MACNE
OG0000082	sp|P16125|LDHB_MOUSE	tr|A0A2K6C3U6|A0A2K6C3U6_MACNE, tr|A0A2K6CUM6|A0A2K6CUM6_MACNE, tr|A0A2K6C201|A0A2K6C201_MACNE, tr|A0A2K6BAA3|A0A2K6BAA3_MACNE
OG0000083	tr|Q91Y14|Q91Y14_MOUSE	tr|A0A2K6AS26|A0A2K6AS26_MACNE
OG0000083	sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, sp|O88689|PCDA4_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y09|Q91Y09_MOUSE	tr|A0A2K6DA37|A0A2K6DA37_MACNE
