Orthogroup	Mus_musculus	Tursiops_truncatus
OG0000025	tr|Q0VEV7|Q0VEV7_MOUSE, tr|Q8VFW8|Q8VFW8_MOUSE, tr|A0A1L1SSD5|A0A1L1SSD5_MOUSE, tr|Q8VFW2|Q8VFW2_MOUSE, tr|Q8VFX0|Q8VFX0_MOUSE, tr|Q8VFV9|Q8VFV9_MOUSE, tr|Q8VFW3|Q8VFW3_MOUSE, tr|Q7TQR3|Q7TQR3_MOUSE, tr|Q8VFW4|Q8VFW4_MOUSE, tr|Q8VEV7|Q8VEV7_MOUSE, tr|Q8VFX3|Q8VFX3_MOUSE, tr|Q8VFX4|Q8VFX4_MOUSE, tr|Q8VFW1|Q8VFW1_MOUSE, tr|Q8VFW5|Q8VFW5_MOUSE, tr|Q7TQR2|Q7TQR2_MOUSE, tr|Q8VFK3|Q8VFK3_MOUSE, tr|Q8VFX5|Q8VFX5_MOUSE, tr|Q8VFW9|Q8VFW9_MOUSE, tr|Q8VFX1|Q8VFX1_MOUSE, tr|Q7TQQ9|Q7TQQ9_MOUSE, tr|Q8VEV6|Q8VEV6_MOUSE, tr|F6QVZ8|F6QVZ8_MOUSE, tr|Q7TQQ8|Q7TQQ8_MOUSE, tr|Q8VEU6|Q8VEU6_MOUSE, tr|Q7TQQ7|Q7TQQ7_MOUSE, tr|A0A140LIR8|A0A140LIR8_MOUSE, tr|Q8VFQ6|Q8VFQ6_MOUSE, tr|Q8VFQ5|Q8VFQ5_MOUSE, tr|Q8VEV8|Q8VEV8_MOUSE, tr|Q8VF19|Q8VF19_MOUSE, tr|Q7TRA1|Q7TRA1_MOUSE, tr|Q7TRA2|Q7TRA2_MOUSE, tr|Q8VGC6|Q8VGC6_MOUSE, tr|Q8VF75|Q8VF75_MOUSE, tr|Q8VF74|Q8VF74_MOUSE, tr|Q8VF73|Q8VF73_MOUSE, tr|A0A1L1SUP2|A0A1L1SUP2_MOUSE, tr|A2AVA9|A2AVA9_MOUSE, tr|Q8VFM1|Q8VFM1_MOUSE, tr|Q8VG37|Q8VG37_MOUSE, tr|Q7TS13|Q7TS13_MOUSE, tr|Q8VF60|Q8VF60_MOUSE, sp|Q8VFX2|O1444_MOUSE	tr|A0A6J3RSM7|A0A6J3RSM7_TURTR
OG0000026	tr|Q7TRN0|Q7TRN0_MOUSE, tr|Q920G5|Q920G5_MOUSE	tr|A0A2U3VAE0|A0A2U3VAE0_TURTR
OG0000026	tr|Q7TQS2|Q7TQS2_MOUSE	tr|A0A2U3V4Y0|A0A2U3V4Y0_TURTR
OG0000026	tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|Q8VF55|Q8VF55_MOUSE	tr|A0A2U4CDL1|A0A2U4CDL1_TURTR
OG0000031	sp|B2RUI1|ZN551_MOUSE	tr|A0A6J3QEQ1|A0A6J3QEQ1_TURTR, tr|A0A6J3QIG1|A0A6J3QIG1_TURTR, tr|A0A2U4ATY9|A0A2U4ATY9_TURTR, tr|A0A6J3QHZ1|A0A6J3QHZ1_TURTR, tr|A0A6J3QIK9|A0A6J3QIK9_TURTR, tr|A0A6J3QEX8|A0A6J3QEX8_TURTR, tr|A0A6J3QF72|A0A6J3QF72_TURTR, tr|A0A6J3QER4|A0A6J3QER4_TURTR, tr|A0A6J3QDG9|A0A6J3QDG9_TURTR, tr|A0A6J3QEY8|A0A6J3QEY8_TURTR, tr|A0A2U4AT97|A0A2U4AT97_TURTR, tr|A0A2U4AU16|A0A2U4AU16_TURTR, tr|A0A2U4AU19|A0A2U4AU19_TURTR, tr|A0A6J3QFC9|A0A6J3QFC9_TURTR, tr|A0A2U4AU24|A0A2U4AU24_TURTR, tr|A0A6J3QCZ7|A0A6J3QCZ7_TURTR, tr|A0A2U4AUI9|A0A2U4AUI9_TURTR, tr|A0A2U4ATY5|A0A2U4ATY5_TURTR, tr|A0A6J3QIL4|A0A6J3QIL4_TURTR, tr|A0A2U4AUL1|A0A2U4AUL1_TURTR, tr|A0A6J3QJI3|A0A6J3QJI3_TURTR, tr|A0A6J3QHZ6|A0A6J3QHZ6_TURTR, tr|A0A2U4AU15|A0A2U4AU15_TURTR, tr|A0A6J3QEH0|A0A6J3QEH0_TURTR, tr|A0A2U4AU34|A0A2U4AU34_TURTR, tr|A0A2U4AU53|A0A2U4AU53_TURTR, tr|A0A6J3QES8|A0A6J3QES8_TURTR, tr|A0A6J3QIA0|A0A6J3QIA0_TURTR, tr|A0A6J3QI58|A0A6J3QI58_TURTR, tr|A0A6J3QI60|A0A6J3QI60_TURTR, tr|A0A6J3QCJ5|A0A6J3QCJ5_TURTR, tr|A0A2U4AUI4|A0A2U4AUI4_TURTR, tr|A0A6J3QEM9|A0A6J3QEM9_TURTR, tr|A0A6J3REE3|A0A6J3REE3_TURTR, tr|A0A2U4AU25|A0A2U4AU25_TURTR, tr|A0A6J3QCQ8|A0A6J3QCQ8_TURTR, tr|A0A6J3QIU9|A0A6J3QIU9_TURTR, tr|A0A6J3QDB6|A0A6J3QDB6_TURTR
OG0000034	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A6J3QTK0|A0A6J3QTK0_TURTR
OG0000034	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A6J3QU49|A0A6J3QU49_TURTR, tr|A0A6J3QSQ9|A0A6J3QSQ9_TURTR, tr|A0A6J3QSR5|A0A6J3QSR5_TURTR, tr|A0A6J3QSQ4|A0A6J3QSQ4_TURTR, tr|A0A2U3VA71|A0A2U3VA71_TURTR, tr|A0A6J3QTA2|A0A6J3QTA2_TURTR, tr|A0A6J3QT96|A0A6J3QT96_TURTR, tr|A0A2U4AKR9|A0A2U4AKR9_TURTR, tr|A0A6J3QUG5|A0A6J3QUG5_TURTR, tr|A0A6J3QSL2|A0A6J3QSL2_TURTR, tr|A0A6J3QV52|A0A6J3QV52_TURTR, tr|A0A6J3QTI8|A0A6J3QTI8_TURTR, tr|A0A6J3QRU3|A0A6J3QRU3_TURTR, tr|A0A6J3QTN8|A0A6J3QTN8_TURTR, tr|A0A2U3VAN2|A0A2U3VAN2_TURTR, tr|A0A6J3QTQ4|A0A6J3QTQ4_TURTR, tr|A0A6J3QT91|A0A6J3QT91_TURTR, tr|A0A2U4B818|A0A2U4B818_TURTR, tr|A0A2U4A0K9|A0A2U4A0K9_TURTR, tr|A0A6J3QTL7|A0A6J3QTL7_TURTR, tr|A0A6J3QV93|A0A6J3QV93_TURTR, tr|A0A6J3QUA1|A0A6J3QUA1_TURTR, tr|A0A2U4BNP7|A0A2U4BNP7_TURTR, tr|A0A6J3QWN7|A0A6J3QWN7_TURTR, tr|A0A6J3QVF9|A0A6J3QVF9_TURTR, tr|A0A6J3QVT2|A0A6J3QVT2_TURTR, tr|A0A6J3QWP4|A0A6J3QWP4_TURTR, tr|A0A2U4CN02|A0A2U4CN02_TURTR, tr|A0A6J3QUI5|A0A6J3QUI5_TURTR, tr|A0A6J3QUH9|A0A6J3QUH9_TURTR, tr|A0A6J3QV82|A0A6J3QV82_TURTR, tr|A0A2U3V6A0|A0A2U3V6A0_TURTR, tr|A0A2U4BZK6|A0A2U4BZK6_TURTR
OG0000035	tr|Q8R2Q3|Q8R2Q3_MOUSE	tr|A0A2U4BTY2|A0A2U4BTY2_TURTR
OG0000035	tr|Q5U406|Q5U406_MOUSE	tr|A0A2U3V7K5|A0A2U3V7K5_TURTR, tr|A0A6J3QIH5|A0A6J3QIH5_TURTR
OG0000035	sp|Q3V080|ZN583_MOUSE	tr|A0A2U4BTY7|A0A2U4BTY7_TURTR, tr|A0A2U3V7M1|A0A2U3V7M1_TURTR
OG0000035	sp|E9PYI1|ZN568_MOUSE	tr|A0A2U4BHZ8|A0A2U4BHZ8_TURTR, tr|A0A6J3PYV4|A0A6J3PYV4_TURTR, tr|A0A6J3QGJ8|A0A6J3QGJ8_TURTR, tr|A0A6J3QDG2|A0A6J3QDG2_TURTR, tr|A0A6J3QEI6|A0A6J3QEI6_TURTR
OG0000035	sp|P10755|ZFP14_MOUSE	tr|A0A2U3V7J4|A0A2U3V7J4_TURTR, tr|A0A6J3QCR3|A0A6J3QCR3_TURTR, tr|A0A2U4BTV6|A0A2U4BTV6_TURTR, tr|A0A6J3QFN0|A0A6J3QFN0_TURTR, tr|A0A2U4B5M4|A0A2U4B5M4_TURTR, tr|A0A6J3QC50|A0A6J3QC50_TURTR, tr|A0A2U4B5N4|A0A2U4B5N4_TURTR, tr|A0A2U4BU81|A0A2U4BU81_TURTR
OG0000035	tr|Q8VCI1|Q8VCI1_MOUSE	tr|A0A6J3QF71|A0A6J3QF71_TURTR, tr|A0A2U4BUA5|A0A2U4BUA5_TURTR, tr|A0A6J3QF65|A0A6J3QF65_TURTR
OG0000037	tr|Q8VGH1|Q8VGH1_MOUSE, tr|Q8VGG9|Q8VGG9_MOUSE, tr|Q8VGH0|Q8VGH0_MOUSE	tr|A0A2U4BXQ2|A0A2U4BXQ2_TURTR
OG0000037	tr|Q8VFP6|Q8VFP6_MOUSE, tr|Q8VFT2|Q8VFT2_MOUSE, tr|A0A140T8Q2|A0A140T8Q2_MOUSE, tr|Q8VFP4|Q8VFP4_MOUSE, tr|Q7TRY4|Q7TRY4_MOUSE, tr|A0A0N4SUP0|A0A0N4SUP0_MOUSE, tr|Q8VFE6|Q8VFE6_MOUSE, tr|Q7TRW7|Q7TRW7_MOUSE, tr|Q7TRX1|Q7TRX1_MOUSE, tr|Q7TRX2|Q7TRX2_MOUSE, tr|Q7TRY5|Q7TRY5_MOUSE, tr|Q8VF16|Q8VF16_MOUSE, tr|Q8VFP3|Q8VFP3_MOUSE, tr|Q7TRK1|Q7TRK1_MOUSE, tr|A2RT31|A2RT31_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|Q920Y8|Q920Y8_MOUSE, tr|Q920Z0|Q920Z0_MOUSE, tr|B2RT33|B2RT33_MOUSE, tr|Q7TRK4|Q7TRK4_MOUSE, tr|Q8VFA1|Q8VFA1_MOUSE, tr|Q8VFE1|Q8VFE1_MOUSE, tr|Q8VFD9|Q8VFD9_MOUSE, tr|Q8VFE4|Q8VFE4_MOUSE, tr|B9EHG2|B9EHG2_MOUSE, tr|Q7TQU7|Q7TQU7_MOUSE	tr|A0A2U4CMN3|A0A2U4CMN3_TURTR
OG0000041	sp|Q05421|CP2E1_MOUSE	tr|A0A6J3Q5P6|A0A6J3Q5P6_TURTR
OG0000041	sp|E9Q5K4|CP2CN_MOUSE	tr|A0A2U4BQ88|A0A2U4BQ88_TURTR
OG0000041	sp|O55071|CP2BJ_MOUSE, sp|P12790|CP2B9_MOUSE, tr|A6H6J2|A6H6J2_MOUSE, sp|P12791|CP2BA_MOUSE, tr|E9Q593|E9Q593_MOUSE, sp|P56593|CP2AC_MOUSE, tr|B2RXZ2|B2RXZ2_MOUSE, sp|P20852|CP2A5_MOUSE, sp|P15392|CP2A4_MOUSE, tr|Q9WV19|Q9WV19_MOUSE, tr|E9PWV0|E9PWV0_MOUSE, sp|P33267|CP2F2_MOUSE	tr|A0A6J3QCM1|A0A6J3QCM1_TURTR
OG0000043	sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE7|H2A1N_MOUSE	tr|A0A2U4C5H0|A0A2U4C5H0_TURTR
OG0000043	sp|Q8BFU2|H2A3_MOUSE	tr|A0A2U3V9Z4|A0A2U3V9Z4_TURTR
OG0000043	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A2U3V213|A0A2U3V213_TURTR
OG0000043	sp|Q64523|H2A2C_MOUSE	tr|A0A2U3V1H4|A0A2U3V1H4_TURTR
OG0000043	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A2U4BHY7|A0A2U4BHY7_TURTR
OG0000043	sp|Q64522|H2A2B_MOUSE	tr|A0A6J3RYW4|A0A6J3RYW4_TURTR, tr|A0A2U3V8I1|A0A2U3V8I1_TURTR, tr|A0A2U3V1P2|A0A2U3V1P2_TURTR
OG0000044	sp|Q7TQA5|T2R39_MOUSE, sp|Q7TQB8|T2R40_MOUSE, sp|Q9JKT3|TA2R4_MOUSE, sp|P59530|TA2R7_MOUSE, sp|Q7M707|TR109_MOUSE, sp|Q7M715|TR117_MOUSE, sp|Q7M709|TR129_MOUSE, sp|Q7TQA4|TR140_MOUSE, sp|Q9JKA3|TR103_MOUSE, sp|Q7M711|TR113_MOUSE, sp|Q7M713|TR116_MOUSE, tr|Q7M719|Q7M719_MOUSE, sp|Q7M710|TR125_MOUSE, sp|Q7M712|TR110_MOUSE, sp|P59528|TR123_MOUSE, sp|Q7M721|TR120_MOUSE, sp|Q7TQA8|TR136_MOUSE, sp|Q7M720|T2R13_MOUSE, sp|Q7M718|TR124_MOUSE, sp|Q7M717|TR102_MOUSE, tr|Q7M708|Q7M708_MOUSE, tr|D3YU55|D3YU55_MOUSE, sp|Q7TQA7|TA2R3_MOUSE, sp|Q7M723|TR104_MOUSE, sp|Q7M722|TR114_MOUSE, sp|Q7M725|TR107_MOUSE, sp|Q7M724|TR106_MOUSE, sp|Q9JKT4|TR105_MOUSE	tr|A0A6J3RVL3|A0A6J3RVL3_TURTR
OG0000048	sp|P31809|CEAM1_MOUSE, sp|Q925P2|CEAM2_MOUSE, tr|Q78T27|Q78T27_MOUSE, sp|A0A0B4J1L0|CEA15_MOUSE, tr|Q3TQ88|Q3TQ88_MOUSE, sp|Q61400|CEAMA_MOUSE, tr|Q78Y72|Q78Y72_MOUSE, tr|Q9DAT7|Q9DAT7_MOUSE, tr|Q9D0Z8|Q9D0Z8_MOUSE, tr|Q3UKP4|Q3UKP4_MOUSE, sp|Q3UKK2|CEAM5_MOUSE, tr|A0A3Q4EGJ1|A0A3Q4EGJ1_MOUSE, tr|E9Q6J4|E9Q6J4_MOUSE, tr|Q3URN6|Q3URN6_MOUSE, tr|Q8K0U8|Q8K0U8_MOUSE, tr|Q9DAV5|Q9DAV5_MOUSE, tr|Q9D2U0|Q9D2U0_MOUSE, tr|Q497W2|Q497W2_MOUSE, tr|E9Q9B4|E9Q9B4_MOUSE, tr|Q497W1|Q497W1_MOUSE, tr|Q4KL31|Q4KL31_MOUSE, sp|Q810J1|PSG22_MOUSE, tr|Q62056|Q62056_MOUSE, tr|B2RSG7|B2RSG7_MOUSE, tr|Q4KL66|Q4KL66_MOUSE, tr|Q4KL65|Q4KL65_MOUSE	tr|A0A2U4B5G8|A0A2U4B5G8_TURTR
OG0000049	tr|E9PX85|E9PX85_MOUSE, tr|Q8BX23|Q8BX23_MOUSE, tr|Q7M6X2|Q7M6X2_MOUSE, tr|B2RUK9|B2RUK9_MOUSE, tr|Q7M6Y1|Q7M6Y1_MOUSE, tr|Q7M6Y0|Q7M6Y0_MOUSE, tr|Q7M6X9|Q7M6X9_MOUSE, tr|Q8BZ17|Q8BZ17_MOUSE, sp|P16372|ZFP58_MOUSE, tr|E9PXJ4|E9PXJ4_MOUSE, tr|Q8K2A4|Q8K2A4_MOUSE, tr|Q7TPL6|Q7TPL6_MOUSE, tr|Q7TMC9|Q7TMC9_MOUSE, tr|Q7M6W8|Q7M6W8_MOUSE, tr|F8VPP0|F8VPP0_MOUSE, tr|Q0VFY0|Q0VFY0_MOUSE, tr|E9Q1L8|E9Q1L8_MOUSE, tr|Q7M6X5|Q7M6X5_MOUSE, sp|Q6P5C7|ZN728_MOUSE, tr|L7N1X4|L7N1X4_MOUSE, tr|Q7M6X3|Q7M6X3_MOUSE, tr|Q8BIN6|Q8BIN6_MOUSE, tr|Q80VN4|Q80VN4_MOUSE, tr|Q4QQP3|Q4QQP3_MOUSE, tr|B8JJX8|B8JJX8_MOUSE, tr|Q91W94|Q91W94_MOUSE	tr|A0A6J3RPV3|A0A6J3RPV3_TURTR
OG0000050	sp|P70696|H2B1A_MOUSE	tr|A0A2U3V834|A0A2U3V834_TURTR
OG0000050	sp|Q64525|H2B2B_MOUSE	tr|A0A2U3V1Q4|A0A2U3V1Q4_TURTR
OG0000050	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A2U4BI75|A0A2U4BI75_TURTR
OG0000050	sp|P10854|H2B1M_MOUSE	tr|A0A2U4C5I8|A0A2U4C5I8_TURTR, tr|A0A2U4C4W8|A0A2U4C4W8_TURTR, tr|A0A2U3V275|A0A2U3V275_TURTR
OG0000050	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A2U4C5J1|A0A2U4C5J1_TURTR
OG0000051	tr|E9QAT7|E9QAT7_MOUSE, tr|E9Q8F6|E9Q8F6_MOUSE, sp|Q8VGQ7|OL181_MOUSE, tr|E9Q9T3|E9Q9T3_MOUSE, sp|Q7TS48|OL180_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|Q8VGQ6|Q8VGQ6_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|E9PYP4|E9PYP4_MOUSE, sp|Q8VEX6|OL187_MOUSE, sp|Q8VFB9|OL183_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE	tr|A0A2U4AA08|A0A2U4AA08_TURTR
OG0000052	tr|Q5NCD0|Q5NCD0_MOUSE, tr|Q8VFP0|Q8VFP0_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VFE3|Q8VFE3_MOUSE, tr|Q7TQW4|Q7TQW4_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|Q7TRV9|Q7TRV9_MOUSE	tr|A0A2U4BIK3|A0A2U4BIK3_TURTR
OG0000057	sp|Q7TQQ0|O1509_MOUSE, tr|Q9R0K4|Q9R0K4_MOUSE, tr|Q0VEP0|Q0VEP0_MOUSE, tr|Q7TRM4|Q7TRM4_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, tr|Q9EQ86|Q9EQ86_MOUSE, sp|Q60888|OL149_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE, sp|Q60887|OL148_MOUSE, sp|Q8VEY3|OL958_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VG91|Q8VG91_MOUSE, tr|Q8VH10|Q8VH10_MOUSE, tr|E9Q985|E9Q985_MOUSE, tr|Q8VH08|Q8VH08_MOUSE, tr|Q8VGB3|Q8VGB3_MOUSE, tr|Q8VEU2|Q8VEU2_MOUSE, tr|E9PWU0|E9PWU0_MOUSE, tr|E9PZZ6|E9PZZ6_MOUSE, tr|L7N457|L7N457_MOUSE, tr|Q8VF72|Q8VF72_MOUSE	tr|A0A2U4BBU7|A0A2U4BBU7_TURTR
OG0000058	tr|Q8VGU5|Q8VGU5_MOUSE	tr|A0A6J3RP56|A0A6J3RP56_TURTR
OG0000058	tr|Q9QWU6|Q9QWU6_MOUSE	tr|A0A2U4CE48|A0A2U4CE48_TURTR
OG0000058	tr|Q7TRU0|Q7TRU0_MOUSE, tr|Q8VGW8|Q8VGW8_MOUSE	tr|A0A2U3V856|A0A2U3V856_TURTR
OG0000058	tr|Q8VGH6|Q8VGH6_MOUSE, tr|Q8VF33|Q8VF33_MOUSE, tr|F6VB59|F6VB59_MOUSE, tr|Q8VGH5|Q8VGH5_MOUSE, sp|Q60889|OLF5_MOUSE, tr|Q8VGL1|Q8VGL1_MOUSE	tr|A0A6J3Q720|A0A6J3Q720_TURTR
OG0000061	sp|P07744|K2C4_MOUSE	tr|A0A6J3S6S4|A0A6J3S6S4_TURTR
OG0000061	sp|Q9Z331|K2C6B_MOUSE, sp|P50446|K2C6A_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE	tr|A0A6J3S6J4|A0A6J3S6J4_TURTR
OG0000061	tr|E9Q1Z0|E9Q1Z0_MOUSE, sp|Q9DCV7|K2C7_MOUSE	tr|A0A6J3S802|A0A6J3S802_TURTR
OG0000061	sp|Q3TTY5|K22E_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|P04104|K2C1_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q9R0H5|K2C71_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q8VED5|K2C79_MOUSE	tr|A0A6J3S7Z2|A0A6J3S7Z2_TURTR
OG0000063	tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XY7|Q91XY7_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, sp|Q91XY4|PCDG4_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE, tr|Q91XY6|Q91XY6_MOUSE	tr|A0A6J3R5I0|A0A6J3R5I0_TURTR
OG0000066	sp|P10400|POL1_MOUSE	tr|A0A6J3Q773|A0A6J3Q773_TURTR, tr|A0A6J3QSA6|A0A6J3QSA6_TURTR, tr|A0A2U4A9K8|A0A2U4A9K8_TURTR, tr|A0A6J3R1T2|A0A6J3R1T2_TURTR, tr|A0A6J3Q1Z7|A0A6J3Q1Z7_TURTR, tr|A0A6J3RNW6|A0A6J3RNW6_TURTR, tr|A0A6J3R1K5|A0A6J3R1K5_TURTR, tr|A0A6J3PWB8|A0A6J3PWB8_TURTR, tr|A0A6J3QSE8|A0A6J3QSE8_TURTR, tr|A0A6J3R1K1|A0A6J3R1K1_TURTR, tr|A0A6J3S8K4|A0A6J3S8K4_TURTR, tr|A0A6J3Q063|A0A6J3Q063_TURTR, tr|A0A6J3RE60|A0A6J3RE60_TURTR, tr|A0A6J3R2Q9|A0A6J3R2Q9_TURTR, tr|A0A6J3R848|A0A6J3R848_TURTR, tr|A0A6J3QV65|A0A6J3QV65_TURTR, tr|A0A6J3QRL3|A0A6J3QRL3_TURTR, tr|A0A6J3RM39|A0A6J3RM39_TURTR, tr|A0A6J3RP82|A0A6J3RP82_TURTR, tr|A0A6J3QTB6|A0A6J3QTB6_TURTR, tr|A0A6J3PXR5|A0A6J3PXR5_TURTR
OG0000068	sp|O88852|TSYL1_MOUSE	tr|A0A2U4AW53|A0A2U4AW53_TURTR, tr|A0A2U4BXP9|A0A2U4BXP9_TURTR
OG0000068	sp|Q8VD63|TSYL4_MOUSE	tr|A0A2U4AW20|A0A2U4AW20_TURTR
OG0000068	tr|Q3UYP3|Q3UYP3_MOUSE	tr|A0A2U4CM09|A0A2U4CM09_TURTR
OG0000068	sp|Q69ZB3|TSYL5_MOUSE	tr|A0A6J3QWG2|A0A6J3QWG2_TURTR, tr|A0A6J3QWH4|A0A6J3QWH4_TURTR, tr|A0A6J3QWI2|A0A6J3QWI2_TURTR, tr|A0A6J3QUR0|A0A6J3QUR0_TURTR, tr|A0A6J3QVN1|A0A6J3QVN1_TURTR, tr|A0A6J3QVB2|A0A6J3QVB2_TURTR, tr|A0A6J3QV41|A0A6J3QV41_TURTR, tr|A0A6J3QVN5|A0A6J3QVN5_TURTR, tr|A0A6J3QWG9|A0A6J3QWG9_TURTR, tr|A0A6J3QVA7|A0A6J3QVA7_TURTR, tr|A0A6J3QUP1|A0A6J3QUP1_TURTR, tr|A0A6J3QVC3|A0A6J3QVC3_TURTR, tr|A0A2U3VAH6|A0A2U3VAH6_TURTR
OG0000074	sp|Q64291|K1C12_MOUSE, sp|Q8VCW2|K1C25_MOUSE, sp|Q9Z320|K1C27_MOUSE, sp|A6BLY7|K1C28_MOUSE, sp|Q3TRJ4|K1C26_MOUSE, sp|A1L317|K1C24_MOUSE, sp|P02535|K1C10_MOUSE, sp|Q9D312|K1C20_MOUSE, sp|Q99PS0|K1C23_MOUSE, sp|Q6RHW0|K1C9_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q9QWL7|K1C17_MOUSE, sp|Q6IFX2|K1C42_MOUSE, sp|Q9Z2K1|K1C16_MOUSE, sp|Q61781|K1C14_MOUSE	tr|A0A2U4BP66|A0A2U4BP66_TURTR
OG0000076	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2U3V1H9|A0A2U3V1H9_TURTR
OG0000076	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2U4C4Y0|A0A2U4C4Y0_TURTR, tr|A0A6J3RY45|A0A6J3RY45_TURTR, tr|A0A2U4C4Z5|A0A2U4C4Z5_TURTR, tr|A0A6J3RVS5|A0A6J3RVS5_TURTR, tr|A0A6J3PUA8|A0A6J3PUA8_TURTR, tr|A0A2U3V908|A0A2U3V908_TURTR
OG0000076	tr|Q7TNK4|Q7TNK4_MOUSE	tr|A0A6J3RY51|A0A6J3RY51_TURTR, tr|A0A2U4C7P1|A0A2U4C7P1_TURTR, tr|A0A2U3V306|A0A2U3V306_TURTR, tr|A0A2U4AN54|A0A2U4AN54_TURTR, tr|A0A2U3V9A2|A0A2U3V9A2_TURTR, tr|A0A2U4AYD1|A0A2U4AYD1_TURTR
