Orthogroup	Mus_musculus	Myotis_brandtii
OG0000071	tr|Q3UNV4|Q3UNV4_MOUSE, sp|O54750|CP2J6_MOUSE, sp|O54749|CP2J5_MOUSE, tr|Q924D1|Q924D1_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE, tr|G3UZ38|G3UZ38_MOUSE, tr|Q3UNV2|Q3UNV2_MOUSE, tr|G3UXT0|G3UXT0_MOUSE, tr|Q8BVD2|Q8BVD2_MOUSE, sp|Q8CIM7|CP2DQ_MOUSE, sp|P24457|CP2DB_MOUSE, tr|L7N463|L7N463_MOUSE, sp|P24456|CP2DA_MOUSE, sp|P11714|CP2D9_MOUSE, tr|Q6P8N9|Q6P8N9_MOUSE, tr|Q9JKY7|Q9JKY7_MOUSE, tr|S4R196|S4R196_MOUSE, sp|Q9CX98|CP2U1_MOUSE	tr|S7N1T4|S7N1T4_MYOBR
OG0000072	tr|Q7TS40|Q7TS40_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, sp|Q7TS48|OL180_MOUSE, tr|E9Q9T3|E9Q9T3_MOUSE, sp|Q8VGQ7|OL181_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|Q8VGQ6|Q8VGQ6_MOUSE, tr|E9QAT7|E9QAT7_MOUSE, tr|E9Q8F6|E9Q8F6_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE	tr|S7PL20|S7PL20_MYOBR
OG0000073	tr|Q7TQZ2|Q7TQZ2_MOUSE, tr|Q8VGM3|Q8VGM3_MOUSE, tr|A0A1L1SSZ5|A0A1L1SSZ5_MOUSE, tr|A2AT78|A2AT78_MOUSE, tr|Q8VFB1|Q8VFB1_MOUSE, tr|Q7TQZ3|Q7TQZ3_MOUSE, tr|L7MU51|L7MU51_MOUSE, tr|A2AUA2|A2AUA2_MOUSE, tr|Q8VF91|Q8VF91_MOUSE, tr|Q8VGM7|Q8VGM7_MOUSE, tr|Q8VGM6|Q8VGM6_MOUSE, tr|A0A1L1SQJ6|A0A1L1SQJ6_MOUSE, tr|Q7TQZ6|Q7TQZ6_MOUSE, tr|A2AVK5|A2AVK5_MOUSE, tr|Q8VGM8|Q8VGM8_MOUSE, tr|Q8VGP1|Q8VGP1_MOUSE, tr|Q8VG73|Q8VG73_MOUSE, tr|Q8VG59|Q8VG59_MOUSE	tr|S7N1D7|S7N1D7_MYOBR
OG0000079	sp|P21844|CMA1_MOUSE, sp|P21812|MCPT4_MOUSE, sp|Q00356|MCPTX_MOUSE, sp|O35164|MCPT9_MOUSE, tr|Q91VB1|Q91VB1_MOUSE, sp|P11034|MCPT1_MOUSE, sp|P15119|MCPT2_MOUSE, sp|P21843|MCPT3_MOUSE, sp|P43430|MCPT8_MOUSE, sp|P28293|CATG_MOUSE, sp|P08882|GRAC_MOUSE, sp|P04187|GRAB_MOUSE, tr|Q920S1|Q920S1_MOUSE, sp|P08883|GRAF_MOUSE, sp|P13366|GRAG_MOUSE, sp|P11033|GRAD_MOUSE, sp|P08884|GRAE_MOUSE	tr|S7P782|S7P782_MYOBR
OG0000080	sp|P39655|LOX12_MOUSE	tr|S7MXW1|S7MXW1_MYOBR, tr|S7PMD8|S7PMD8_MYOBR, tr|S7MPV5|S7MPV5_MYOBR, tr|S7NCH2|S7NCH2_MYOBR, tr|S7PBR8|S7PBR8_MYOBR, tr|S7NEW5|S7NEW5_MYOBR, tr|S7MPR7|S7MPR7_MYOBR, tr|S7MS94|S7MS94_MYOBR, tr|S7MT60|S7MT60_MYOBR, tr|S7MR92|S7MR92_MYOBR, tr|S7MNY6|S7MNY6_MYOBR, tr|S7PDD4|S7PDD4_MYOBR, tr|S7NE42|S7NE42_MYOBR
OG0000080	sp|P55249|LX12E_MOUSE, sp|P39654|LOX15_MOUSE	tr|S7PU50|S7PU50_MYOBR, tr|S7QA50|S7QA50_MYOBR
OG0000081	sp|Q60629|EPHA5_MOUSE	tr|S7PM66|S7PM66_MYOBR
OG0000081	sp|P29319|EPHA3_MOUSE	tr|S7NHQ9|S7NHQ9_MYOBR
OG0000081	sp|Q62413|EPHA6_MOUSE	tr|S7Q6A9|S7Q6A9_MYOBR
OG0000081	sp|Q61772|EPHA7_MOUSE	tr|S7PSE9|S7PSE9_MYOBR
OG0000081	sp|O09127|EPHA8_MOUSE	tr|S7MJN9|S7MJN9_MYOBR
OG0000081	sp|Q03137|EPHA4_MOUSE	tr|S7Q505|S7Q505_MYOBR
OG0000081	sp|P54754|EPHB3_MOUSE	tr|S7MFP2|S7MFP2_MYOBR
OG0000081	sp|Q8CBF3|EPHB1_MOUSE	tr|S7P7G4|S7P7G4_MYOBR
OG0000081	sp|P54763|EPHB2_MOUSE	tr|S7PXP0|S7PXP0_MYOBR
OG0000082	sp|A4QPC6|BT2A2_MOUSE	tr|S7P439|S7P439_MYOBR
OG0000082	sp|Q7TST0|BTNL1_MOUSE	tr|S7MIT9|S7MIT9_MYOBR
OG0000082	sp|O70355|BTNL2_MOUSE	tr|S7MZB9|S7MZB9_MYOBR, tr|S7QDL5|S7QDL5_MYOBR, tr|S7MCY9|S7MCY9_MYOBR, tr|S7PLV3|S7PLV3_MYOBR, tr|S7N1K0|S7N1K0_MYOBR, tr|S7MWF5|S7MWF5_MYOBR, tr|S7PII2|S7PII2_MYOBR, tr|S7NPG6|S7NPG6_MYOBR, tr|S7NS76|S7NS76_MYOBR, tr|S7NQ03|S7NQ03_MYOBR, tr|S7MHN8|S7MHN8_MYOBR, tr|S7P1G2|S7P1G2_MYOBR
OG0000083	tr|Q7TR35|Q7TR35_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|A2ATA0|A2ATA0_MOUSE, tr|A2AT86|A2AT86_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|A2AT85|A2AT85_MOUSE, tr|Q8VGT9|Q8VGT9_MOUSE, tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE	tr|S7NP60|S7NP60_MYOBR
OG0000084	tr|A0A0B4J1K1|A0A0B4J1K1_MOUSE, tr|A0A075B625|A0A075B625_MOUSE, tr|A0A075B651|A0A075B651_MOUSE, tr|A0A075B615|A0A075B615_MOUSE, tr|A0A075B638|A0A075B638_MOUSE, tr|A0A087WPH8|A0A087WPH8_MOUSE, tr|A0A075B649|A0A075B649_MOUSE, tr|J3QMG8|J3QMG8_MOUSE, tr|A0A0B4J1K3|A0A0B4J1K3_MOUSE, tr|A0A075B606|A0A075B606_MOUSE, tr|A0A0G2JEU8|A0A0G2JEU8_MOUSE, tr|A0A075B644|A0A075B644_MOUSE, tr|A0A075B635|A0A075B635_MOUSE, tr|A0A075B618|A0A075B618_MOUSE, tr|A0A075B627|A0A075B627_MOUSE, tr|A0A075B6C9|A0A075B6C9_MOUSE	tr|S7MFX8|S7MFX8_MYOBR
OG0000085	sp|Q3UWZ0|TRI75_MOUSE	tr|S7MJ57|S7MJ57_MYOBR
OG0000085	sp|Q9ESN2|TRI39_MOUSE	tr|S7PDB9|S7PDB9_MYOBR
OG0000085	tr|Q8JZK6|Q8JZK6_MOUSE, sp|Q8VI40|TRI60_MOUSE	tr|S7P5Y8|S7P5Y8_MYOBR, tr|S7MFL7|S7MFL7_MYOBR, tr|S7P2H3|S7P2H3_MYOBR, tr|S7MIB9|S7MIB9_MYOBR, tr|S7PJ20|S7PJ20_MYOBR, tr|S7P8P4|S7P8P4_MYOBR, tr|S7MKU5|S7MKU5_MYOBR
OG0000086	sp|Q8BWQ1|UD2A3_MOUSE	tr|S7NNQ6|S7NNQ6_MYOBR
OG0000086	sp|Q80X89|UD2A1_MOUSE, sp|Q6PDD0|UD2A2_MOUSE	tr|S7MXS2|S7MXS2_MYOBR, tr|S7PG06|S7PG06_MYOBR, tr|S7PM79|S7PM79_MYOBR, tr|S7NL64|S7NL64_MYOBR, tr|S7NKS3|S7NKS3_MYOBR, tr|S7QGR1|S7QGR1_MYOBR, tr|S7MJ96|S7MJ96_MYOBR, tr|S7NSS5|S7NSS5_MYOBR, tr|S7N7P5|S7N7P5_MYOBR, tr|S7N4Y8|S7N4Y8_MYOBR, tr|S7N580|S7N580_MYOBR, tr|S7QAY4|S7QAY4_MYOBR, tr|S7NLC3|S7NLC3_MYOBR
OG0000088	sp|Q9R157|ADA18_MOUSE, sp|Q3TTE0|ADAM5_MOUSE, sp|F8VQ03|ADAM3_MOUSE	tr|S7MBQ4|S7MBQ4_MYOBR
OG0000088	sp|Q60718|ADAM2_MOUSE, sp|Q61072|ADAM9_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M762|Q7M762_MOUSE, tr|Q7M763|Q7M763_MOUSE, sp|Q9R160|ADA24_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, tr|Q7M766|Q7M766_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, sp|Q9R158|AD26A_MOUSE, sp|Q8K410|ADA32_MOUSE	tr|S7NVA1|S7NVA1_MYOBR
OG0000089	tr|Q7TS30|Q7TS30_MOUSE, tr|K9J6X0|K9J6X0_MOUSE, tr|Q7TQU5|Q7TQU5_MOUSE, sp|Q60890|OLF11_MOUSE, tr|Q8VGW6|Q8VGW6_MOUSE, tr|Q5NCC7|Q5NCC7_MOUSE, tr|Q8VG95|Q8VG95_MOUSE, tr|Q8VG94|Q8VG94_MOUSE, tr|Q8VEY4|Q8VEY4_MOUSE, tr|Q7TRI7|Q7TRI7_MOUSE, tr|Q8VG72|Q8VG72_MOUSE, tr|Q8VFG2|Q8VFG2_MOUSE, tr|Q8VF69|Q8VF69_MOUSE, tr|Q8VFG4|Q8VFG4_MOUSE, sp|P23275|OLF15_MOUSE	tr|S7NV08|S7NV08_MYOBR
OG0000094	sp|P04071|K1B16_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15948|K1B22_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE	tr|S7NFJ3|S7NFJ3_MYOBR
OG0000096	sp|Q91VN1|ZNF24_MOUSE, sp|Q9Z1D7|ZSC12_MOUSE, sp|Q5RJ54|ZSC26_MOUSE, tr|Q7TNK4|Q7TNK4_MOUSE, tr|E9PVW1|E9PVW1_MOUSE, sp|Q8BIF9|ZN787_MOUSE, sp|Q8BI73|ZN775_MOUSE, sp|Q3URR7|ZSC10_MOUSE, tr|Q8C9M8|Q8C9M8_MOUSE, tr|Q8BGS5|Q8BGS5_MOUSE, tr|E9PUD6|E9PUD6_MOUSE, tr|Q3TDV8|Q3TDV8_MOUSE, tr|E9QAW0|E9QAW0_MOUSE, tr|Q5SZT6|Q5SZT6_MOUSE, sp|Q91VW9|ZKSC3_MOUSE	tr|S7PGD0|S7PGD0_MYOBR
OG0000101	sp|Q8C567|NCTR1_MOUSE, sp|B6A8R8|TARM1_MOUSE, sp|Q8VBT3|OSCAR_MOUSE, sp|Q7TQA1|IGSF1_MOUSE, tr|Q673W2|Q673W2_MOUSE, sp|P83555|KI3L1_MOUSE, tr|D3Z7A9|D3Z7A9_MOUSE, tr|F6PZL4|F6PZL4_MOUSE, tr|E9Q1Z6|E9Q1Z6_MOUSE, tr|F8VQ94|F8VQ94_MOUSE, sp|P97484|LIRB3_MOUSE, tr|A0A0B4J1F3|A0A0B4J1F3_MOUSE, sp|Q61450|LRB4B_MOUSE, sp|Q64281|LRB4A_MOUSE	tr|S7MST2|S7MST2_MYOBR
OG0000103	sp|Q6GSS7|H2A2A_MOUSE	tr|S7MVI4|S7MVI4_MYOBR
OG0000103	sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE3|H2A1D_MOUSE	tr|S7PMC9|S7PMC9_MYOBR, tr|S7MXV2|S7MXV2_MYOBR, tr|S7MNE4|S7MNE4_MYOBR, tr|S7MRU2|S7MRU2_MYOBR
OG0000104	sp|Q8BW94|DYH3_MOUSE	tr|S7PAU2|S7PAU2_MYOBR
OG0000104	sp|Q3V0Q1|DYH12_MOUSE	tr|S7MZR0|S7MZR0_MYOBR
OG0000104	tr|A0A087WR13|A0A087WR13_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE, tr|E9Q0T8|E9Q0T8_MOUSE	tr|S7PBY9|S7PBY9_MYOBR, tr|S7MUF1|S7MUF1_MYOBR, tr|S7MP53|S7MP53_MYOBR, tr|S7MKT4|S7MKT4_MYOBR, tr|S7ME53|S7ME53_MYOBR
OG0000104	sp|E9Q8T7|DYH1_MOUSE	tr|S7P325|S7P325_MYOBR, tr|S7MM75|S7MM75_MYOBR
OG0000106	tr|E9PXH6|E9PXH6_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE	tr|S7MTG7|S7MTG7_MYOBR
OG0000108	sp|P28481|CO2A1_MOUSE	tr|S7NC58|S7NC58_MYOBR, tr|S7NSG3|S7NSG3_MYOBR
OG0000108	sp|P11087|CO1A1_MOUSE	tr|S7PRR1|S7PRR1_MYOBR, tr|S7MWH4|S7MWH4_MYOBR, tr|S7N2H2|S7N2H2_MYOBR, tr|S7Q380|S7Q380_MYOBR, tr|S7P6B2|S7P6B2_MYOBR, tr|S7NK47|S7NK47_MYOBR, tr|S7MTN7|S7MTN7_MYOBR, tr|S7PI71|S7PI71_MYOBR, tr|S7N9H2|S7N9H2_MYOBR, tr|S7MZF8|S7MZF8_MYOBR
OG0000114	tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE	tr|S7MMI8|S7MMI8_MYOBR
OG0000117	sp|Q9CYQ7|NARF_MOUSE	tr|S7MEZ6|S7MEZ6_MYOBR, tr|S7NM54|S7NM54_MYOBR, tr|S7NDI3|S7NDI3_MYOBR, tr|S7N0D6|S7N0D6_MYOBR, tr|S7PT66|S7PT66_MYOBR, tr|S7MK27|S7MK27_MYOBR, tr|S7NL50|S7NL50_MYOBR, tr|S7P4Q5|S7P4Q5_MYOBR, tr|S7NP88|S7NP88_MYOBR, tr|S7MKA4|S7MKA4_MYOBR, tr|S7N3Z6|S7N3Z6_MYOBR, tr|S7MY02|S7MY02_MYOBR, tr|S7NM90|S7NM90_MYOBR
OG0000118	sp|Q5NCC9|TRI58_MOUSE	tr|S7MRB4|S7MRB4_MYOBR
OG0000118	sp|Q62556|BT1A1_MOUSE	tr|S7N6R0|S7N6R0_MYOBR, tr|S7NLY3|S7NLY3_MYOBR, tr|S7NTA1|S7NTA1_MYOBR, tr|S7QG39|S7QG39_MYOBR, tr|S7ML88|S7ML88_MYOBR, tr|S7NTS3|S7NTS3_MYOBR, tr|S7MKB1|S7MKB1_MYOBR, tr|S7MCY6|S7MCY6_MYOBR, tr|S7PC25|S7PC25_MYOBR, tr|S7QDF8|S7QDF8_MYOBR, tr|S7MLD4|S7MLD4_MYOBR
OG0000119	sp|P62849|RS24_MOUSE	tr|S7Q9C1|S7Q9C1_MYOBR, tr|S7MRB1|S7MRB1_MYOBR, tr|S7MP09|S7MP09_MYOBR, tr|S7MTS6|S7MTS6_MYOBR, tr|S7QAJ6|S7QAJ6_MYOBR, tr|S7Q2G4|S7Q2G4_MYOBR, tr|S7MT12|S7MT12_MYOBR, tr|S7Q2E6|S7Q2E6_MYOBR, tr|S7MS90|S7MS90_MYOBR, tr|S7NJ68|S7NJ68_MYOBR, tr|S7PXF2|S7PXF2_MYOBR, tr|S7MUQ6|S7MUQ6_MYOBR, tr|S7MWX1|S7MWX1_MYOBR
OG0000120	sp|Q64143|P55G_MOUSE	tr|S7MXN6|S7MXN6_MYOBR, tr|S7ME41|S7ME41_MYOBR, tr|S7N606|S7N606_MYOBR, tr|S7PN43|S7PN43_MYOBR, tr|S7MUQ8|S7MUQ8_MYOBR, tr|S7NZE1|S7NZE1_MYOBR, tr|S7N8F8|S7N8F8_MYOBR, tr|S7MY56|S7MY56_MYOBR, tr|S7PGK1|S7PGK1_MYOBR, tr|S7P3H0|S7P3H0_MYOBR, tr|S7N5R0|S7N5R0_MYOBR, tr|S7MNZ6|S7MNZ6_MYOBR, tr|S7PW80|S7PW80_MYOBR
OG0000121	sp|Q8JZW8|PNMA3_MOUSE, sp|Q9ERH6|MOAP1_MOUSE, sp|Q8C1C8|PNMA1_MOUSE, sp|Q8BHK0|PNMA2_MOUSE, sp|Q5DTT8|PNMA5_MOUSE, sp|Q8VD24|ZCC18_MOUSE, sp|Q9CZA5|ZCH12_MOUSE, tr|A0A140LIU8|A0A140LIU8_MOUSE, tr|A0A140LII9|A0A140LII9_MOUSE, tr|A0A1B0GT27|A0A1B0GT27_MOUSE, sp|Q80VM8|PNM8A_MOUSE, tr|G3X9N3|G3X9N3_MOUSE	tr|S7NXW1|S7NXW1_MYOBR
OG0000125	sp|P17156|HSP72_MOUSE	tr|S7N6G0|S7N6G0_MYOBR
OG0000125	sp|P63017|HSP7C_MOUSE	tr|S7MEJ5|S7MEJ5_MYOBR, tr|S7QAV8|S7QAV8_MYOBR, tr|S7NNN6|S7NNN6_MYOBR, tr|S7MFK1|S7MFK1_MYOBR, tr|S7NRG1|S7NRG1_MYOBR
OG0000125	sp|P20029|BIP_MOUSE, sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE, sp|P16627|HS71L_MOUSE	tr|S7MH59|S7MH59_MYOBR
OG0000126	tr|A2ACY8|A2ACY8_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE	tr|S7MT83|S7MT83_MYOBR
OG0000129	sp|Q6URW6|MYH14_MOUSE	tr|S7NF34|S7NF34_MYOBR
OG0000129	sp|Q61879|MYH10_MOUSE	tr|S7NDU6|S7NDU6_MYOBR
OG0000129	sp|O08638|MYH11_MOUSE	tr|S7PKB3|S7PKB3_MYOBR
OG0000129	sp|Q8VDD5|MYH9_MOUSE	tr|S7NLF4|S7NLF4_MYOBR
OG0000130	sp|P63268|ACTH_MOUSE, sp|P62737|ACTA_MOUSE, sp|P68134|ACTS_MOUSE, sp|P68033|ACTC_MOUSE, sp|P63260|ACTG_MOUSE, sp|P60710|ACTB_MOUSE, sp|Q8BFZ3|ACTBL_MOUSE, tr|D3YYH9|D3YYH9_MOUSE, sp|Q9D9L5|ACTT2_MOUSE, sp|Q9D9J3|ACTT1_MOUSE, sp|Q9D864|ARP6_MOUSE, tr|Q9D5V1|Q9D5V1_MOUSE	tr|S7PGI8|S7PGI8_MYOBR
OG0000131	sp|Q9D3S5|NXRD1_MOUSE	tr|S7N7I9|S7N7I9_MYOBR, tr|S7PAI9|S7PAI9_MYOBR, tr|S7MR66|S7MR66_MYOBR, tr|S7MCU7|S7MCU7_MYOBR, tr|S7PPX0|S7PPX0_MYOBR, tr|S7MLM4|S7MLM4_MYOBR, tr|S7NLF9|S7NLF9_MYOBR, tr|S7QGR3|S7QGR3_MYOBR, tr|S7MKD4|S7MKD4_MYOBR, tr|S7Q2H2|S7Q2H2_MYOBR, tr|S7PZZ0|S7PZZ0_MYOBR, tr|S7P201|S7P201_MYOBR
OG0000132	sp|A2AQ07|TBB1_MOUSE	tr|S7Q8W3|S7Q8W3_MYOBR, tr|S7PCY0|S7PCY0_MYOBR, tr|S7MKG0|S7MKG0_MYOBR, tr|S7NMD9|S7NMD9_MYOBR, tr|S7MFI2|S7MFI2_MYOBR, tr|S7PNA0|S7PNA0_MYOBR, tr|S7MYQ4|S7MYQ4_MYOBR, tr|S7Q6Q3|S7Q6Q3_MYOBR, tr|S7NJ82|S7NJ82_MYOBR, tr|S7PGQ6|S7PGQ6_MYOBR, tr|S7N763|S7N763_MYOBR, tr|S7NJG1|S7NJG1_MYOBR
OG0000136	sp|P47955|RLA1_MOUSE	tr|S7NHZ5|S7NHZ5_MYOBR, tr|S7MT67|S7MT67_MYOBR, tr|S7NBP8|S7NBP8_MYOBR, tr|S7P5H6|S7P5H6_MYOBR, tr|S7NST8|S7NST8_MYOBR, tr|S7PBN4|S7PBN4_MYOBR, tr|S7NCJ9|S7NCJ9_MYOBR, tr|S7MIM4|S7MIM4_MYOBR, tr|S7Q1Q1|S7Q1Q1_MYOBR, tr|S7MP27|S7MP27_MYOBR, tr|S7P9Y9|S7P9Y9_MYOBR
OG0000137	sp|Q8K440|ABC8B_MOUSE	tr|S7PB91|S7PB91_MYOBR, tr|S7MLD3|S7MLD3_MYOBR
OG0000137	sp|Q8K441|ABCA6_MOUSE	tr|S7MLG5|S7MLG5_MYOBR
OG0000137	sp|Q8K449|ABCA9_MOUSE	tr|S7MLG7|S7MLG7_MYOBR, tr|S7P482|S7P482_MYOBR, tr|S7MNE9|S7MNE9_MYOBR, tr|S7P486|S7P486_MYOBR, tr|S7PB89|S7PB89_MYOBR
OG0000141	sp|E9Q401|RYR2_MOUSE	tr|S7NKN2|S7NKN2_MYOBR
OG0000141	sp|A2AGL3|RYR3_MOUSE	tr|S7QFA4|S7QFA4_MYOBR
OG0000141	sp|E9PZQ0|RYR1_MOUSE	tr|S7MJ81|S7MJ81_MYOBR, tr|S7P8V3|S7P8V3_MYOBR, tr|S7P270|S7P270_MYOBR, tr|S7MIH8|S7MIH8_MYOBR
OG0000142	sp|P17742|PPIA_MOUSE	tr|S7MF41|S7MF41_MYOBR, tr|S7NDI2|S7NDI2_MYOBR, tr|S7NCM8|S7NCM8_MYOBR, tr|S7PUC7|S7PUC7_MYOBR, tr|S7MW43|S7MW43_MYOBR, tr|S7NKM7|S7NKM7_MYOBR, tr|S7NJU5|S7NJU5_MYOBR, tr|S7N1Z5|S7N1Z5_MYOBR, tr|S7NXV6|S7NXV6_MYOBR, tr|S7NFP9|S7NFP9_MYOBR, tr|S7P228|S7P228_MYOBR
OG0000143	sp|P0DP26|CALM1_MOUSE	tr|S7N1I1|S7N1I1_MYOBR, tr|S7MDV4|S7MDV4_MYOBR
OG0000143	sp|P0DP27|CALM2_MOUSE, sp|P0DP28|CALM3_MOUSE	tr|S7NLB4|S7NLB4_MYOBR, tr|S7PAW9|S7PAW9_MYOBR, tr|S7MGT2|S7MGT2_MYOBR, tr|S7PSW3|S7PSW3_MYOBR, tr|S7P9R8|S7P9R8_MYOBR, tr|S7PN21|S7PN21_MYOBR, tr|S7MYJ3|S7MYJ3_MYOBR
OG0000146	sp|Q91XE4|ACY3_MOUSE	tr|S7N1H2|S7N1H2_MYOBR
OG0000146	sp|J3QMK6|AL3B3_MOUSE, sp|E9Q3E1|AL3B2_MOUSE, sp|P47739|AL3A1_MOUSE, sp|P47740|AL3A2_MOUSE	tr|S7MZV5|S7MZV5_MYOBR, tr|S7MZT6|S7MZT6_MYOBR
OG0000146	sp|Q80VQ0|AL3B1_MOUSE	tr|S7PF75|S7PF75_MYOBR
OG0000147	tr|Q9EQ84|Q9EQ84_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE, sp|Q60887|OL148_MOUSE, sp|Q8VEY3|OL958_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VG91|Q8VG91_MOUSE, tr|Q9EQ86|Q9EQ86_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, sp|Q60888|OL149_MOUSE	tr|S7MZ64|S7MZ64_MYOBR
OG0000149	sp|Q9D7Z6|CLCA1_MOUSE	tr|S7Q8P5|S7Q8P5_MYOBR
OG0000149	sp|Q6Q473|CLA4A_MOUSE, tr|Q3UW98|Q3UW98_MOUSE	tr|S7QGD5|S7QGD5_MYOBR
OG0000149	sp|Q8BG22|CLCA2_MOUSE	tr|S7QEV6|S7QEV6_MYOBR
OG0000149	tr|Q9EQR4|Q9EQR4_MOUSE, sp|Q9QX15|CA3A1_MOUSE, tr|E9PUL3|E9PUL3_MOUSE	tr|S7Q8F4|S7Q8F4_MYOBR
OG0000150	sp|Q9CPP7|LIPG_MOUSE, sp|Q8BM14|LIPK_MOUSE, sp|Q3U4B4|LIPN_MOUSE, sp|Q8K2A6|LIPM_MOUSE, sp|Q9Z0M5|LICH_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|F6WYC8|F6WYC8_MOUSE	tr|S7PYV0|S7PYV0_MYOBR
OG0000152	tr|Q8VG28|Q8VG28_MOUSE	tr|S7NRC2|S7NRC2_MYOBR
OG0000152	tr|Q7TRP3|Q7TRP3_MOUSE	tr|S7Q9Y0|S7Q9Y0_MYOBR
OG0000152	tr|Q8VF06|Q8VF06_MOUSE	tr|S7Q9Y6|S7Q9Y6_MYOBR
OG0000152	tr|Q8VGV8|Q8VGV8_MOUSE	tr|S7P648|S7P648_MYOBR, tr|S7PCX4|S7PCX4_MYOBR
OG0000153	sp|P70408|CAD10_MOUSE	tr|S7N709|S7N709_MYOBR
OG0000153	sp|P70407|CADH9_MOUSE	tr|S7N9G5|S7N9G5_MYOBR
