Orthogroup	Mus_musculus	Muntiacus_reevesi
OG0001785	sp|Q9QZK2|BCAR3_MOUSE	tr|A0A5J5N351|A0A5J5N351_MUNRE, tr|A0A5J5N7V2|A0A5J5N7V2_MUNRE
OG0001786	tr|Q924X8|Q924X8_MOUSE	tr|A0A5N3XDR4|A0A5N3XDR4_MUNRE, tr|A0A5N3VAD5|A0A5N3VAD5_MUNRE
OG0001787	sp|Q9D1C3|PREY_MOUSE	tr|A0A5J5N3J7|A0A5J5N3J7_MUNRE, tr|A0A5N3X3I2|A0A5N3X3I2_MUNRE
OG0001788	tr|Q7TQU8|Q7TQU8_MOUSE	tr|A0A5N3VAQ1|A0A5N3VAQ1_MUNRE, tr|A0A5J5N3B7|A0A5J5N3B7_MUNRE
OG0001789	sp|Q8C9H6|STRP2_MOUSE, sp|Q8C079|STRP1_MOUSE	tr|A0A5J5N488|A0A5J5N488_MUNRE
OG0001790	sp|Q9JJ93|CN119_MOUSE	tr|A0A5J5N854|A0A5J5N854_MUNRE, tr|A0A5N3XKJ1|A0A5N3XKJ1_MUNRE
OG0001791	sp|Q9WTP7|KAD3_MOUSE	tr|A0A5N3XP47|A0A5N3XP47_MUNRE, tr|A0A5N3X3Y6|A0A5N3X3Y6_MUNRE
OG0001792	sp|Q9D2C7|BI1_MOUSE	tr|A0A5N3X4Q5|A0A5N3X4Q5_MUNRE, tr|A0A5N3XXD7|A0A5N3XXD7_MUNRE
OG0001793	sp|Q99PW4|PRPKB_MOUSE, tr|Q5U452|Q5U452_MOUSE	tr|A0A5J5MV17|A0A5J5MV17_MUNRE
OG0001794	sp|P24807|CD24_MOUSE	tr|A0A5J5MQC3|A0A5J5MQC3_MUNRE, tr|A0A5N3W2R6|A0A5N3W2R6_MUNRE
OG0001795	sp|O55230|RA51D_MOUSE	tr|A0A5N3XFQ9|A0A5N3XFQ9_MUNRE, tr|A0A5N3WZ25|A0A5N3WZ25_MUNRE
OG0001796	sp|Q8BIF2|RFOX3_MOUSE, sp|Q9JJ43|RFOX1_MOUSE	tr|A0A5N3X4N5|A0A5N3X4N5_MUNRE
OG0001797	tr|Q8BW45|Q8BW45_MOUSE, sp|Q8K2Z8|UB2Q2_MOUSE	tr|A0A5N3X6B0|A0A5N3X6B0_MUNRE
OG0001798	sp|O08712|TR11B_MOUSE	tr|A0A5J5MR72|A0A5J5MR72_MUNRE, tr|A0A5N3XCX2|A0A5N3XCX2_MUNRE
OG0001799	sp|Q9CQA8|CEP19_MOUSE	tr|A0A5N3VAK0|A0A5N3VAK0_MUNRE, tr|A0A5N3XMY5|A0A5N3XMY5_MUNRE
OG0001800	sp|Q8R001|MARE2_MOUSE, sp|Q6PER3|MARE3_MOUSE	tr|A0A5J5MKP7|A0A5J5MKP7_MUNRE
OG0001801	sp|P60335|PCBP1_MOUSE	tr|A0A5N3UL17|A0A5N3UL17_MUNRE, tr|A0A5J5MLX2|A0A5J5MLX2_MUNRE
OG0001802	sp|Q9D2Q3|PAAT_MOUSE	tr|A0A5J5MV54|A0A5J5MV54_MUNRE, tr|A0A5J5MQT9|A0A5J5MQT9_MUNRE
OG0001803	sp|Q2PFD7|PSD3_MOUSE, sp|Q6P1I6|PSD2_MOUSE	tr|A0A5J5N1W7|A0A5J5N1W7_MUNRE
OG0001804	sp|Q8BHJ9|SLU7_MOUSE	tr|A0A5N3X653|A0A5N3X653_MUNRE, tr|A0A5J5NCC0|A0A5J5NCC0_MUNRE
OG0001805	sp|Q9D2Q8|S10AE_MOUSE	tr|A0A5J5N255|A0A5J5N255_MUNRE, tr|A0A5N3VAZ7|A0A5N3VAZ7_MUNRE
OG0001806	sp|Q4VA55|PWP3B_MOUSE, sp|Q6DID5|PWP3A_MOUSE	tr|A0A5N3XFL8|A0A5N3XFL8_MUNRE
OG0001807	tr|Q8C7J6|Q8C7J6_MOUSE, sp|Q6WVG3|KCD12_MOUSE	tr|A0A5N3XFX0|A0A5N3XFX0_MUNRE
OG0001808	sp|Q9JK97|KCNQ4_MOUSE, sp|Q9JK45|KCNQ5_MOUSE	tr|A0A5J5MXF1|A0A5J5MXF1_MUNRE
OG0001809	sp|Q9D162|CC167_MOUSE	tr|A0A5J5MYH8|A0A5J5MYH8_MUNRE, tr|A0A5N3W1U6|A0A5N3W1U6_MUNRE
OG0001810	sp|Q9CPW7|ZMAT2_MOUSE	tr|A0A5J5N6K4|A0A5J5N6K4_MUNRE, tr|A0A5J5N0E0|A0A5J5N0E0_MUNRE
OG0001812	sp|Q62419|SH3G1_MOUSE	tr|A0A5J5N3S1|A0A5J5N3S1_MUNRE, tr|A0A5N3X507|A0A5N3X507_MUNRE
OG0001813	sp|Q9CYN9|RENR_MOUSE	tr|A0A5N3XDS4|A0A5N3XDS4_MUNRE, tr|A0A5J5MZL8|A0A5J5MZL8_MUNRE
OG0001814	sp|Q9QYF1|RDH11_MOUSE	tr|A0A5N3XM51|A0A5N3XM51_MUNRE, tr|A0A5N3XGA7|A0A5N3XGA7_MUNRE
OG0001815	sp|Q9D8N0|EF1G_MOUSE	tr|A0A5N3XRG6|A0A5N3XRG6_MUNRE, tr|A0A5N3X600|A0A5N3X600_MUNRE
OG0001816	sp|Q9DBY8|NVL_MOUSE	tr|A0A5N3XS57|A0A5N3XS57_MUNRE, tr|A0A5N3XLP5|A0A5N3XLP5_MUNRE
OG0001817	sp|O88346|TNNT1_MOUSE	tr|A0A5N3XUT6|A0A5N3XUT6_MUNRE, tr|A0A5J5N0N1|A0A5J5N0N1_MUNRE
OG0001818	sp|Q91VN4|MIC25_MOUSE, sp|Q9CRB9|MIC19_MOUSE	tr|A0A5N3XZ69|A0A5N3XZ69_MUNRE
OG0001819	sp|P10754|ZFP13_MOUSE	tr|A0A5J5MGV7|A0A5J5MGV7_MUNRE, tr|A0A5J5MQ00|A0A5J5MQ00_MUNRE
OG0001820	sp|Q61081|CDC37_MOUSE	tr|A0A5J5MYW5|A0A5J5MYW5_MUNRE, tr|A0A5N3X4Q1|A0A5N3X4Q1_MUNRE
OG0001821	sp|O89094|CASPE_MOUSE	tr|A0A5J5MZL5|A0A5J5MZL5_MUNRE, tr|A0A5N3VVW0|A0A5N3VVW0_MUNRE
OG0001822	sp|Q45HK4|SH21C_MOUSE, sp|O35324|SH21B_MOUSE	tr|A0A5J5N504|A0A5J5N504_MUNRE
OG0001823	tr|A0A1D5RLS7|A0A1D5RLS7_MOUSE, sp|P70280|VAMP7_MOUSE	tr|A0A5N3URW7|A0A5N3URW7_MUNRE
OG0001824	sp|P12388|PAI2_MOUSE	tr|A0A5N3VCQ2|A0A5N3VCQ2_MUNRE, tr|A0A5N3XZJ8|A0A5N3XZJ8_MUNRE
OG0001825	sp|Q7TT45|RRAGD_MOUSE	tr|A0A5N3X346|A0A5N3X346_MUNRE, tr|A0A5N3W3I8|A0A5N3W3I8_MUNRE
OG0001826	sp|Q91ZV7|PLDX1_MOUSE, sp|Q9DC11|PXDC2_MOUSE	tr|A0A5N3WZ65|A0A5N3WZ65_MUNRE
OG0001827	sp|Q9Z2D0|MTMR9_MOUSE	tr|A0A5N3X3D9|A0A5N3X3D9_MUNRE, tr|A0A5J5MMB2|A0A5J5MMB2_MUNRE
OG0001828	tr|Q3V061|Q3V061_MOUSE, sp|Q61510|TRI25_MOUSE	tr|A0A5N3X446|A0A5N3X446_MUNRE
OG0001829	sp|Q9CPU4|MGST3_MOUSE	tr|A0A5J5MZC9|A0A5J5MZC9_MUNRE, tr|A0A5N3XS50|A0A5N3XS50_MUNRE
OG0001830	sp|Q3V3A1|CDK15_MOUSE, sp|O35495|CDK14_MOUSE	tr|A0A5J5MKD0|A0A5J5MKD0_MUNRE
OG0001831	sp|P70339|FRAT1_MOUSE, tr|Q9WVA7|Q9WVA7_MOUSE	tr|A0A5J5MS56|A0A5J5MS56_MUNRE
OG0001832	sp|A2A5N8|LMBL1_MOUSE, sp|B1B1A0|LMBL4_MOUSE	tr|A0A5J5MWM1|A0A5J5MWM1_MUNRE
OG0001833	sp|Q8JZP3|KLHL2_MOUSE, sp|E0CZ16|KLHL3_MOUSE	tr|A0A5J5N5N4|A0A5J5N5N4_MUNRE
OG0001834	tr|A0A140LIW3|A0A140LIW3_MOUSE, sp|A2AFR3|FRPD4_MOUSE	tr|A0A5N3VVT0|A0A5N3VVT0_MUNRE
OG0001835	sp|Q9CQF4|MRES1_MOUSE	tr|A0A5J5N4A9|A0A5J5N4A9_MUNRE, tr|A0A5N3W2E4|A0A5N3W2E4_MUNRE
OG0001836	tr|E9Q492|E9Q492_MOUSE	tr|A0A5J5N7W4|A0A5J5N7W4_MUNRE, tr|A0A5N3W2W1|A0A5N3W2W1_MUNRE
OG0001837	sp|O88822|SC5D_MOUSE	tr|A0A5J5MHJ8|A0A5J5MHJ8_MUNRE, tr|A0A5N3XDU9|A0A5N3XDU9_MUNRE
OG0001838	sp|Q9CVD2|ATX3_MOUSE	tr|A0A5N3XR76|A0A5N3XR76_MUNRE, tr|A0A5N3X5P4|A0A5N3X5P4_MUNRE
OG0001839	sp|Q9CQH8|RPP14_MOUSE	tr|A0A5N3XPE8|A0A5N3XPE8_MUNRE, tr|A0A5N3XZ06|A0A5N3XZ06_MUNRE
OG0001840	sp|P18155|MTDC_MOUSE, sp|D3YZG8|MTD2L_MOUSE	tr|A0A5J5MGT3|A0A5J5MGT3_MUNRE
OG0001841	sp|P97825|JUPI1_MOUSE	tr|A0A5N3X6S5|A0A5N3X6S5_MUNRE, tr|A0A5J5ML70|A0A5J5ML70_MUNRE
OG0001842	sp|Q811I0|ATPF1_MOUSE	tr|A0A5J5MZC2|A0A5J5MZC2_MUNRE, tr|A0A5N3XUL2|A0A5N3XUL2_MUNRE
OG0001843	sp|P38647|GRP75_MOUSE	tr|A0A5J5N092|A0A5J5N092_MUNRE, tr|A0A5N3XYX4|A0A5N3XYX4_MUNRE
OG0001844	sp|Q9DC71|RT15_MOUSE	tr|A0A5J5N1K0|A0A5J5N1K0_MUNRE, tr|A0A5N3XUQ4|A0A5N3XUQ4_MUNRE
OG0001845	sp|Q5PR73|DIRA2_MOUSE	tr|A0A5N3XGM2|A0A5N3XGM2_MUNRE, tr|A0A5J5N2N0|A0A5J5N2N0_MUNRE
OG0001846	tr|A2ASV3|A2ASV3_MOUSE	tr|A0A5N3VA40|A0A5N3VA40_MUNRE, tr|A0A5N3UU83|A0A5N3UU83_MUNRE
OG0001847	sp|Q8CEC0|NUP88_MOUSE	tr|A0A5N3X2E2|A0A5N3X2E2_MUNRE, tr|A0A5N3Y0K3|A0A5N3Y0K3_MUNRE
OG0001848	sp|Q91Z53|GRHPR_MOUSE	tr|A0A5N3XWY6|A0A5N3XWY6_MUNRE, tr|A0A5N3X3E1|A0A5N3X3E1_MUNRE
OG0001849	sp|Q9QZ28|SIX6_MOUSE	tr|A0A5N3X8L6|A0A5N3X8L6_MUNRE, tr|A0A5N3XLY2|A0A5N3XLY2_MUNRE
OG0001850	sp|Q60949|TBCD1_MOUSE	tr|A0A5N3XED8|A0A5N3XED8_MUNRE, tr|A0A5N3X230|A0A5N3X230_MUNRE
OG0001851	sp|A2AGX3|PRD11_MOUSE	tr|A0A5N3XRV0|A0A5N3XRV0_MUNRE, tr|A0A5N3XC54|A0A5N3XC54_MUNRE
OG0001852	tr|Q8VGI7|Q8VGI7_MOUSE, tr|Q8VFZ8|Q8VFZ8_MOUSE	tr|A0A5N3XXV0|A0A5N3XXV0_MUNRE
OG0001853	sp|Q9D819|IPYR_MOUSE	tr|A0A5J5MT42|A0A5J5MT42_MUNRE, tr|A0A5J5MV59|A0A5J5MV59_MUNRE
OG0001854	sp|Q80Z64|NANOG_MOUSE	tr|A0A5J5N3F2|A0A5J5N3F2_MUNRE, tr|A0A5J5MX34|A0A5J5MX34_MUNRE
OG0001855	sp|O09131|GSTO1_MOUSE	tr|A0A5J5MUU9|A0A5J5MUU9_MUNRE, tr|A0A5J5MYX3|A0A5J5MYX3_MUNRE
OG0001856	sp|Q6NZB1|ANM6_MOUSE	tr|A0A5J5N017|A0A5J5N017_MUNRE, tr|A0A5N3X6Y7|A0A5N3X6Y7_MUNRE
OG0001857	sp|Q99JW1|AB17A_MOUSE	tr|A0A5J5N1H5|A0A5J5N1H5_MUNRE, tr|A0A5J5MZC8|A0A5J5MZC8_MUNRE
OG0001858	tr|Q8BJG1|Q8BJG1_MOUSE, sp|Q3UEZ8|NTCP4_MOUSE	tr|A0A5N3VYN4|A0A5N3VYN4_MUNRE
OG0001859	sp|Q8VE01|DUS18_MOUSE	tr|A0A5N3XG34|A0A5N3XG34_MUNRE, tr|A0A5N3XAB9|A0A5N3XAB9_MUNRE
OG0001860	sp|Q9CQJ1|HIG2A_MOUSE	tr|A0A5J5N0V3|A0A5J5N0V3_MUNRE, tr|A0A5N3XHV0|A0A5N3XHV0_MUNRE
OG0001861	sp|Q8K2D6|DCTD_MOUSE	tr|A0A5N3XRE6|A0A5N3XRE6_MUNRE, tr|A0A5N3XHN1|A0A5N3XHN1_MUNRE
OG0001862	sp|P61021|RAB5B_MOUSE	tr|A0A5N3XGE0|A0A5N3XGE0_MUNRE, tr|A0A5N3XWV1|A0A5N3XWV1_MUNRE
OG0001864	sp|Q9WUS4|CXA10_MOUSE	tr|A0A5N3W2Y0|A0A5N3W2Y0_MUNRE, tr|A0A5J5N3E7|A0A5J5N3E7_MUNRE
OG0001865	sp|Q9Z2K1|K1C16_MOUSE, sp|Q61781|K1C14_MOUSE	tr|A0A5N3X1P8|A0A5N3X1P8_MUNRE
OG0001866	sp|Q8CD26|S35E1_MOUSE	tr|A0A5J5N348|A0A5J5N348_MUNRE, tr|A0A5N3X3T8|A0A5N3X3T8_MUNRE
OG0001867	sp|Q91WS7|DEPD7_MOUSE	tr|A0A5N3XEB3|A0A5N3XEB3_MUNRE, tr|A0A5J5MZN5|A0A5J5MZN5_MUNRE
OG0001868	sp|Q9EQG3|SCEL_MOUSE, sp|Q62394|ZN185_MOUSE	tr|A0A5N3XG53|A0A5N3XG53_MUNRE
OG0001869	sp|Q9QYI3|DNJC7_MOUSE	tr|A0A5N3X1U5|A0A5N3X1U5_MUNRE, tr|A0A5J5MTS4|A0A5J5MTS4_MUNRE
OG0001870	tr|Q3V2J1|Q3V2J1_MOUSE, sp|Q99JL1|SPEF1_MOUSE	tr|A0A5J5MU02|A0A5J5MU02_MUNRE
OG0001871	tr|Q8VET2|Q8VET2_MOUSE	tr|A0A5J5MZ94|A0A5J5MZ94_MUNRE, tr|A0A5J5N147|A0A5J5N147_MUNRE
OG0001872	sp|Q6PFE7|TEFF1_MOUSE	tr|A0A5N3XJI3|A0A5N3XJI3_MUNRE, tr|A0A5N3UPV2|A0A5N3UPV2_MUNRE
OG0001873	sp|Q9CZT6|CMS1_MOUSE	tr|A0A5N3XF19|A0A5N3XF19_MUNRE, tr|A0A5N3W1Y3|A0A5N3W1Y3_MUNRE
OG0001874	sp|Q60774|TM45A_MOUSE	tr|A0A5N3W476|A0A5N3W476_MUNRE, tr|A0A5N3W307|A0A5N3W307_MUNRE
OG0001875	sp|Q5FWC3|M4A13_MOUSE	tr|A0A5J5MKT3|A0A5J5MKT3_MUNRE, tr|A0A5N3XAK4|A0A5N3XAK4_MUNRE
OG0001876	sp|Q3UMZ3|PLPP5_MOUSE, sp|Q0VBU9|PLPP4_MOUSE	tr|A0A5N3XGR9|A0A5N3XGR9_MUNRE
OG0001877	sp|Q9R1Q7|PLP2_MOUSE	tr|A0A5N3XIP2|A0A5N3XIP2_MUNRE, tr|A0A5N3XY47|A0A5N3XY47_MUNRE
OG0001879	sp|Q8BGS3|ZKSC1_MOUSE	tr|A0A5J5MSX7|A0A5J5MSX7_MUNRE, tr|A0A5N3XVH2|A0A5N3XVH2_MUNRE
OG0001880	sp|Q60673|PTPRN_MOUSE, sp|P80560|PTPR2_MOUSE	tr|A0A5J5MI65|A0A5J5MI65_MUNRE
OG0001881	sp|Q91XA5|SNPC2_MOUSE	tr|A0A5J5N2X9|A0A5J5N2X9_MUNRE, tr|A0A5N3X7P9|A0A5N3X7P9_MUNRE
OG0001882	sp|Q562D6|TRMO_MOUSE	tr|A0A5N3UW69|A0A5N3UW69_MUNRE, tr|A0A5N3UK29|A0A5N3UK29_MUNRE
OG0001883	sp|Q9WVM8|AADAT_MOUSE	tr|A0A5N3VXU0|A0A5N3VXU0_MUNRE, tr|A0A5N3VX24|A0A5N3VX24_MUNRE
OG0001884	sp|P60755|MDGA2_MOUSE, sp|Q0PMG2|MDGA1_MOUSE	tr|A0A5N3W3J5|A0A5N3W3J5_MUNRE
OG0001885	sp|Q99JX1|TAF11_MOUSE	tr|A0A5N3W0E8|A0A5N3W0E8_MUNRE, tr|A0A5N3X7U2|A0A5N3X7U2_MUNRE
OG0001886	sp|Q62377|U2AFM_MOUSE, sp|Q64707|U2AFL_MOUSE	tr|A0A5N3XD38|A0A5N3XD38_MUNRE
OG0001887	tr|A2A3U9|A2A3U9_MOUSE	tr|A0A5N3XE98|A0A5N3XE98_MUNRE, tr|A0A5N3XFP9|A0A5N3XFP9_MUNRE
OG0001888	sp|P57746|VATD_MOUSE	tr|A0A5N3XQ93|A0A5N3XQ93_MUNRE, tr|A0A5N3UWA1|A0A5N3UWA1_MUNRE
OG0001889	sp|P23881|TCEA3_MOUSE	tr|A0A5J5MLK6|A0A5J5MLK6_MUNRE, tr|A0A5N3XGR1|A0A5N3XGR1_MUNRE
OG0001890	sp|P36536|SAR1A_MOUSE	tr|A0A5J5MQC4|A0A5J5MQC4_MUNRE, tr|A0A5N3XUX3|A0A5N3XUX3_MUNRE
OG0001891	sp|P56959|FUS_MOUSE	tr|A0A5J5MXR7|A0A5J5MXR7_MUNRE, tr|A0A5J5MS35|A0A5J5MS35_MUNRE
OG0001893	sp|Q6S5G4|CXA6_MOUSE, sp|P23242|CXA1_MOUSE	tr|A0A5N3W4F0|A0A5N3W4F0_MUNRE
OG0001894	sp|Q9CYA6|ZCHC8_MOUSE	tr|A0A5N3XA07|A0A5N3XA07_MUNRE, tr|A0A5N3URH4|A0A5N3URH4_MUNRE
OG0001895	sp|Q80ZI2|RTP2_MOUSE	tr|A0A5J5MZT5|A0A5J5MZT5_MUNRE, tr|A0A5N3XJR6|A0A5N3XJR6_MUNRE
OG0001896	sp|Q08376|ZBT14_MOUSE	tr|A0A5J5N5K9|A0A5J5N5K9_MUNRE, tr|A0A5N3XY88|A0A5N3XY88_MUNRE
OG0001897	sp|Q8BN21|VRK2_MOUSE	tr|A0A5N3X5B5|A0A5N3X5B5_MUNRE, tr|A0A5J5ML02|A0A5J5ML02_MUNRE
OG0001898	sp|P97287|MCL1_MOUSE	tr|A0A5J5N4P3|A0A5J5N4P3_MUNRE, tr|A0A5J5N3I7|A0A5J5N3I7_MUNRE
OG0001899	sp|Q921I2|KLDC4_MOUSE	tr|A0A5N3VYD0|A0A5N3VYD0_MUNRE, tr|A0A5J5MU34|A0A5J5MU34_MUNRE
OG0001900	tr|Q9D5J5|Q9D5J5_MOUSE, sp|Q9DB52|PBIR1_MOUSE	tr|A0A5N3X3U2|A0A5N3X3U2_MUNRE
OG0001901	sp|Q62447|CCNC_MOUSE	tr|A0A5N3W1V2|A0A5N3W1V2_MUNRE, tr|A0A5N3XI39|A0A5N3XI39_MUNRE
OG0001902	sp|Q8CH18|CCAR1_MOUSE	tr|A0A5J5MUP7|A0A5J5MUP7_MUNRE, tr|A0A5N3XRA9|A0A5N3XRA9_MUNRE
OG0001903	sp|Q9D1R1|T126B_MOUSE	tr|A0A5J5MJ92|A0A5J5MJ92_MUNRE, tr|A0A5N3XS30|A0A5N3XS30_MUNRE
OG0001904	sp|Q9WU60|ATRN_MOUSE, sp|Q6A051|ATRN1_MOUSE	tr|A0A5J5MU90|A0A5J5MU90_MUNRE
OG0001906	sp|Q8BJL0|SMAL1_MOUSE	tr|A0A5J5N4T1|A0A5J5N4T1_MUNRE, tr|A0A5J5MKK7|A0A5J5MKK7_MUNRE
OG0001907	sp|Q9CXY6|ILF2_MOUSE	tr|A0A5J5MSQ6|A0A5J5MSQ6_MUNRE, tr|A0A5J5N7Q7|A0A5J5N7Q7_MUNRE
OG0001908	sp|Q99K70|RRAGC_MOUSE	tr|A0A5N3W0H7|A0A5N3W0H7_MUNRE, tr|A0A5J5N8Y3|A0A5J5N8Y3_MUNRE
OG0001909	tr|Q8BU90|Q8BU90_MOUSE, sp|Q3UZZ4|OLFM4_MOUSE	tr|A0A5N3XFA2|A0A5N3XFA2_MUNRE
OG0001910	sp|Q8K2T1|NMRL1_MOUSE	tr|A0A5N3XJ11|A0A5N3XJ11_MUNRE, tr|A0A5J5MRH7|A0A5J5MRH7_MUNRE
OG0001911	sp|Q921H8|THIKA_MOUSE, sp|Q8VCH0|THIKB_MOUSE	tr|A0A5N3XVU2|A0A5N3XVU2_MUNRE
OG0001912	sp|Q80VR3|ST1C1_MOUSE	tr|A0A5J5MIZ0|A0A5J5MIZ0_MUNRE, tr|A0A5J5MGR5|A0A5J5MGR5_MUNRE
OG0001913	sp|Q14AM7|HAPR1_MOUSE	tr|A0A5J5MW75|A0A5J5MW75_MUNRE, tr|A0A5J5MP75|A0A5J5MP75_MUNRE
OG0001914	sp|Q9CQ49|NCBP2_MOUSE	tr|A0A5N3XL70|A0A5N3XL70_MUNRE, tr|A0A5N3UN02|A0A5N3UN02_MUNRE
OG0001915	sp|Q9JI38|PUS3_MOUSE	tr|A0A5N3VWS2|A0A5N3VWS2_MUNRE, tr|A0A5N3VX54|A0A5N3VX54_MUNRE
OG0001916	tr|Q5SZT6|Q5SZT6_MOUSE, sp|Q91VW9|ZKSC3_MOUSE	tr|A0A5N3W314|A0A5N3W314_MUNRE
OG0001917	sp|P22605|RARB_MOUSE, sp|P11416|RARA_MOUSE	tr|A0A5N3X180|A0A5N3X180_MUNRE
OG0001918	sp|Q8VEH6|ZNG1_MOUSE	tr|A0A5N3X3W6|A0A5N3X3W6_MUNRE, tr|A0A5N3XBV0|A0A5N3XBV0_MUNRE
OG0001919	sp|Q8K2Y7|RM47_MOUSE	tr|A0A5N3XH78|A0A5N3XH78_MUNRE, tr|A0A5N3XM84|A0A5N3XM84_MUNRE
OG0001920	sp|Q80WJ6|MRP9_MOUSE	tr|A0A5J5MTH9|A0A5J5MTH9_MUNRE, tr|A0A5J5MRH0|A0A5J5MRH0_MUNRE
OG0001921	sp|Q9DAP7|ASF1B_MOUSE	tr|A0A5N3X879|A0A5N3X879_MUNRE, tr|A0A5J5MXM0|A0A5J5MXM0_MUNRE
OG0001922	sp|P33622|APOC3_MOUSE	tr|A0A5N3UU22|A0A5N3UU22_MUNRE, tr|A0A5N3UWB3|A0A5N3UWB3_MUNRE
OG0001923	sp|P34986|OLF6_MOUSE	tr|A0A5N3W0B3|A0A5N3W0B3_MUNRE, tr|A0A5N3VYH1|A0A5N3VYH1_MUNRE
OG0001924	sp|Q3UQU0|BRD9_MOUSE	tr|A0A5N3VWA2|A0A5N3VWA2_MUNRE, tr|A0A5N3W0Q1|A0A5N3W0Q1_MUNRE
OG0001925	tr|E0CXS8|E0CXS8_MOUSE, tr|Q9CZU9|Q9CZU9_MOUSE	tr|A0A5N3X9R9|A0A5N3X9R9_MUNRE
OG0001926	sp|P97438|KCNK2_MOUSE, tr|Q8BUW1|Q8BUW1_MOUSE	tr|A0A5N3XKR9|A0A5N3XKR9_MUNRE
OG0001927	sp|P70224|GIMA1_MOUSE	tr|A0A5N3XQI7|A0A5N3XQI7_MUNRE, tr|A0A5N3XNH2|A0A5N3XNH2_MUNRE
OG0001928	sp|Q03173|ENAH_MOUSE	tr|A0A5N3XS91|A0A5N3XS91_MUNRE, tr|A0A5N3XB74|A0A5N3XB74_MUNRE
OG0001929	sp|Q9Z0M5|LICH_MOUSE	tr|A0A5J5MNR2|A0A5J5MNR2_MUNRE, tr|A0A5J5MQH5|A0A5J5MQH5_MUNRE
OG0001931	sp|Q8VHE0|SEC63_MOUSE	tr|A0A5N3W1V0|A0A5N3W1V0_MUNRE, tr|A0A5N3UMN1|A0A5N3UMN1_MUNRE
OG0001932	sp|Q07139|ECT2_MOUSE	tr|A0A5N3XIC7|A0A5N3XIC7_MUNRE, tr|A0A5N3ULV1|A0A5N3ULV1_MUNRE
OG0001933	sp|Q9D0L1|ZBED3_MOUSE	tr|A0A5N3UJQ4|A0A5N3UJQ4_MUNRE, tr|A0A5N3XN70|A0A5N3XN70_MUNRE
OG0001936	tr|Q8VH17|Q8VH17_MOUSE	tr|A0A5N3UL44|A0A5N3UL44_MUNRE, tr|A0A5N3UL32|A0A5N3UL32_MUNRE
OG0001937	sp|P01887|B2MG_MOUSE	tr|A0A5N3UMA3|A0A5N3UMA3_MUNRE, tr|A0A5N3USA3|A0A5N3USA3_MUNRE
OG0001938	sp|Q3TX51|LRC28_MOUSE	tr|A0A5N3XYD6|A0A5N3XYD6_MUNRE, tr|A0A5N3X662|A0A5N3X662_MUNRE
OG0001939	sp|Q80ZI1|TRNP1_MOUSE	tr|A0A5N3XFV2|A0A5N3XFV2_MUNRE, tr|A0A5J5MJV9|A0A5J5MJV9_MUNRE
OG0001940	sp|Q8CIV3|LIPH_MOUSE, tr|F6YQT7|F6YQT7_MOUSE	tr|A0A5N3XI60|A0A5N3XI60_MUNRE
OG0001941	sp|Q9WVL1|AP4S1_MOUSE	tr|A0A5N3X880|A0A5N3X880_MUNRE, tr|A0A5N3XLL1|A0A5N3XLL1_MUNRE
OG0001943	sp|Q8CI11|GNL3_MOUSE	tr|A0A5N3XZ81|A0A5N3XZ81_MUNRE, tr|A0A5N3XB07|A0A5N3XB07_MUNRE
OG0001944	sp|Q9WUM5|SUCA_MOUSE	tr|A0A5J5N8Q4|A0A5J5N8Q4_MUNRE, tr|A0A5J5ML99|A0A5J5ML99_MUNRE
OG0001945	sp|Q8R2K1|FUCM_MOUSE	tr|A0A5J5MNP1|A0A5J5MNP1_MUNRE, tr|A0A5J5MM32|A0A5J5MM32_MUNRE
OG0001946	sp|Q7TQH0|ATX2L_MOUSE	tr|A0A5J5MWP1|A0A5J5MWP1_MUNRE, tr|A0A5J5MKQ2|A0A5J5MKQ2_MUNRE
OG0001947	sp|Q9CQM1|CA210_MOUSE	tr|A0A5J5MZV3|A0A5J5MZV3_MUNRE, tr|A0A5J5MZ19|A0A5J5MZ19_MUNRE
OG0001948	sp|O08739|AMPD3_MOUSE	tr|A0A5J5N140|A0A5J5N140_MUNRE, tr|A0A5N3XD42|A0A5N3XD42_MUNRE
OG0001949	sp|Q9QZN1|FXL17_MOUSE, tr|Q7TNS5|Q7TNS5_MOUSE	tr|A0A5J5N5B1|A0A5J5N5B1_MUNRE
OG0001950	sp|Q9EQH2|ERAP1_MOUSE	tr|A0A5J5N6C0|A0A5J5N6C0_MUNRE, tr|A0A5J5N050|A0A5J5N050_MUNRE
OG0001951	sp|Q0VGB7|PP4R2_MOUSE	tr|A0A5N3XUX0|A0A5N3XUX0_MUNRE, tr|A0A5N3V9P6|A0A5N3V9P6_MUNRE
OG0001952	sp|Q9CQG2|MET16_MOUSE	tr|A0A5J5N3W2|A0A5J5N3W2_MUNRE, tr|A0A5N3X4C3|A0A5N3X4C3_MUNRE
OG0001953	sp|Q99KS2|NGRN_MOUSE	tr|A0A5N3X8A7|A0A5N3X8A7_MUNRE, tr|A0A5N3VYY3|A0A5N3VYY3_MUNRE
OG0001954	tr|Q8VGW5|Q8VGW5_MOUSE, tr|Q8VH18|Q8VH18_MOUSE	tr|A0A5N3X9M2|A0A5N3X9M2_MUNRE
OG0001955	sp|O88852|TSYL1_MOUSE	tr|A0A5J5MJ31|A0A5J5MJ31_MUNRE, tr|A0A5N3W1Z6|A0A5N3W1Z6_MUNRE
