Orthogroup	Mus_musculus	Phyllostomus_discolor
OG0000044	tr|A2AVK5|A2AVK5_MOUSE	tr|A0A6J2LY72|A0A6J2LY72_9CHIR, tr|A0A6J2KZ59|A0A6J2KZ59_9CHIR, tr|A0A6J2M3M9|A0A6J2M3M9_9CHIR, tr|A0A6J2L0U3|A0A6J2L0U3_9CHIR, tr|A0A6J2LZ86|A0A6J2LZ86_9CHIR, tr|A0A7E6E2P5|A0A7E6E2P5_9CHIR, tr|A0A6J2M216|A0A6J2M216_9CHIR, tr|A0A6J2M368|A0A6J2M368_9CHIR, tr|A0A6J2LZW6|A0A6J2LZW6_9CHIR, tr|A0A6J2LXW8|A0A6J2LXW8_9CHIR, tr|A0A6J2LWZ0|A0A6J2LWZ0_9CHIR, tr|A0A6J2LX70|A0A6J2LX70_9CHIR, tr|A0A6J2M000|A0A6J2M000_9CHIR, tr|A0A6J2LXX3|A0A6J2LXX3_9CHIR, tr|A0A6J2M378|A0A6J2M378_9CHIR, tr|A0A6J2M0F5|A0A6J2M0F5_9CHIR, tr|A0A6J2LTW6|A0A6J2LTW6_9CHIR, tr|A0A6J2LYV3|A0A6J2LYV3_9CHIR, tr|A0A6J2LYS0|A0A6J2LYS0_9CHIR, tr|A0A6J2LXR6|A0A6J2LXR6_9CHIR, tr|A0A6J2M2Z1|A0A6J2M2Z1_9CHIR, tr|A0A6J2LZB9|A0A6J2LZB9_9CHIR, tr|A0A6J2M3M5|A0A6J2M3M5_9CHIR, tr|A0A6J2LSP3|A0A6J2LSP3_9CHIR, tr|A0A6J2M2F6|A0A6J2M2F6_9CHIR
OG0000046	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A6J2MLD3|A0A6J2MLD3_9CHIR
OG0000046	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A6J2MID2|A0A6J2MID2_9CHIR, tr|A0A6J2MIS7|A0A6J2MIS7_9CHIR, tr|A0A6J2MGM4|A0A6J2MGM4_9CHIR, tr|A0A7E6D382|A0A7E6D382_9CHIR, tr|A0A6J2LTF5|A0A6J2LTF5_9CHIR, tr|A0A6J2MIE2|A0A6J2MIE2_9CHIR, tr|A0A6J2MF49|A0A6J2MF49_9CHIR, tr|A0A6J2MMV2|A0A6J2MMV2_9CHIR, tr|A0A6J2MMA6|A0A6J2MMA6_9CHIR, tr|A0A6J2MM82|A0A6J2MM82_9CHIR, tr|A0A6J2MID9|A0A6J2MID9_9CHIR, tr|A0A6J2MMV7|A0A6J2MMV7_9CHIR, tr|A0A6J2MGM1|A0A6J2MGM1_9CHIR, tr|A0A6J2MM77|A0A6J2MM77_9CHIR, tr|A0A6J2MIH6|A0A6J2MIH6_9CHIR, tr|A0A6J2MMF1|A0A6J2MMF1_9CHIR, tr|A0A6J2MG47|A0A6J2MG47_9CHIR, tr|A0A6J2MIB1|A0A6J2MIB1_9CHIR, tr|A0A7E6D0J9|A0A7E6D0J9_9CHIR, tr|A0A6J2MIT4|A0A6J2MIT4_9CHIR, tr|A0A6J2MMB6|A0A6J2MMB6_9CHIR, tr|A0A6J2MGN3|A0A6J2MGN3_9CHIR
OG0000049	tr|Q7TRY6|Q7TRY6_MOUSE	tr|A0A6J2KZ76|A0A6J2KZ76_9CHIR, tr|A0A6J2KZW1|A0A6J2KZW1_9CHIR, tr|A0A7E6D4E2|A0A7E6D4E2_9CHIR, tr|A0A7E6DEE0|A0A7E6DEE0_9CHIR, tr|A0A7E6DEG7|A0A7E6DEG7_9CHIR, tr|A0A6J2N7S0|A0A6J2N7S0_9CHIR, tr|A0A7E6DEH5|A0A7E6DEH5_9CHIR, tr|A0A7E6DEI6|A0A7E6DEI6_9CHIR, tr|A0A7E6DEH8|A0A7E6DEH8_9CHIR, tr|A0A6J2L5K8|A0A6J2L5K8_9CHIR, tr|A0A6J2L439|A0A6J2L439_9CHIR, tr|A0A6J2KZF2|A0A6J2KZF2_9CHIR, tr|A0A7E6D2I6|A0A7E6D2I6_9CHIR, tr|A0A6J2KZU8|A0A6J2KZU8_9CHIR, tr|A0A6J2KVK5|A0A6J2KVK5_9CHIR, tr|A0A6J2KVE3|A0A6J2KVE3_9CHIR, tr|A0A6J2LXI8|A0A6J2LXI8_9CHIR, tr|A0A7E6D1P3|A0A7E6D1P3_9CHIR, tr|A0A6J2L198|A0A6J2L198_9CHIR, tr|A0A6J2KZ81|A0A6J2KZ81_9CHIR, tr|A0A6J2L465|A0A6J2L465_9CHIR, tr|A0A6J2L2B5|A0A6J2L2B5_9CHIR, tr|A0A6J2L1A3|A0A6J2L1A3_9CHIR, tr|A0A6J2N730|A0A6J2N730_9CHIR
OG0000050	tr|Q5U406|Q5U406_MOUSE	tr|A0A6J2N0Z1|A0A6J2N0Z1_9CHIR
OG0000050	sp|E9PYI1|ZN568_MOUSE	tr|A0A7E6CRI6|A0A7E6CRI6_9CHIR
OG0000050	tr|Q8VCI1|Q8VCI1_MOUSE	tr|A0A6J2MZ04|A0A6J2MZ04_9CHIR, tr|A0A7E6CPF2|A0A7E6CPF2_9CHIR, tr|A0A6J2N5A9|A0A6J2N5A9_9CHIR, tr|A0A6J2N4J4|A0A6J2N4J4_9CHIR, tr|A0A6J2N0Z2|A0A6J2N0Z2_9CHIR, tr|A0A6J2N5E5|A0A6J2N5E5_9CHIR
OG0000050	sp|P10755|ZFP14_MOUSE	tr|A0A6J2N5Q7|A0A6J2N5Q7_9CHIR, tr|A0A7E6CPW8|A0A7E6CPW8_9CHIR, tr|A0A6J2N5V9|A0A6J2N5V9_9CHIR, tr|A0A7E6CPC1|A0A7E6CPC1_9CHIR, tr|A0A6J2MZB3|A0A6J2MZB3_9CHIR
OG0000051	tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q14AJ9|Q14AJ9_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS10|Q7TS10_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS03|Q7TS03_MOUSE	tr|A0A6J2N497|A0A6J2N497_9CHIR
OG0000054	tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, sp|Q91XY4|PCDG4_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, tr|Q91XY7|Q91XY7_MOUSE	tr|A0A6J2MZN6|A0A6J2MZN6_9CHIR
OG0000055	sp|Q9DCV7|K2C7_MOUSE	tr|A0A6J2NDC3|A0A6J2NDC3_9CHIR
OG0000055	sp|Q8VED5|K2C79_MOUSE	tr|A0A6J2NCP2|A0A6J2NCP2_9CHIR
OG0000055	sp|Q6IME9|K2C72_MOUSE	tr|A0A6J2ND43|A0A6J2ND43_9CHIR
OG0000055	sp|Q6IFZ9|K2C74_MOUSE	tr|A0A6J2N6R9|A0A6J2N6R9_9CHIR
OG0000055	sp|Q9R0H5|K2C71_MOUSE	tr|A0A6J2N8P2|A0A6J2N8P2_9CHIR
OG0000055	sp|Q6NXH9|K2C73_MOUSE	tr|A0A6J2N8W1|A0A6J2N8W1_9CHIR
OG0000056	sp|Q8VFX2|O1444_MOUSE	tr|A0A6J2LV08|A0A6J2LV08_9CHIR, tr|A0A7E6E205|A0A7E6E205_9CHIR, tr|A0A6J2LZ05|A0A6J2LZ05_9CHIR, tr|A0A6J2LY58|A0A6J2LY58_9CHIR, tr|A0A6J2LZH2|A0A6J2LZH2_9CHIR, tr|A0A7E6DW73|A0A7E6DW73_9CHIR, tr|A0A6J2LV03|A0A6J2LV03_9CHIR, tr|A0A6J2LSX3|A0A6J2LSX3_9CHIR, tr|A0A6J2LYF2|A0A6J2LYF2_9CHIR, tr|A0A6J2M3F3|A0A6J2M3F3_9CHIR, tr|A0A6J2LZD5|A0A6J2LZD5_9CHIR, tr|A0A6J2LSX8|A0A6J2LSX8_9CHIR, tr|A0A6J2M399|A0A6J2M399_9CHIR, tr|A0A6J2M3D7|A0A6J2M3D7_9CHIR, tr|A0A6J2M3F1|A0A6J2M3F1_9CHIR, tr|A0A6J2M3W3|A0A6J2M3W3_9CHIR, tr|A0A6J2LYD6|A0A6J2LYD6_9CHIR, tr|A0A6J2KVL5|A0A6J2KVL5_9CHIR, tr|A0A6J2M3C4|A0A6J2M3C4_9CHIR, tr|A0A6J2M0F9|A0A6J2M0F9_9CHIR, tr|A0A7E6E241|A0A7E6E241_9CHIR
OG0000057	tr|E9PVA0|E9PVA0_MOUSE, tr|Q0VBH3|Q0VBH3_MOUSE, tr|Q8VGY7|Q8VGY7_MOUSE	tr|A0A6J2LSG8|A0A6J2LSG8_9CHIR
OG0000057	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A6J2LSJ8|A0A6J2LSJ8_9CHIR
OG0000057	tr|Q7TRR4|Q7TRR4_MOUSE	tr|A0A6J2M1M3|A0A6J2M1M3_9CHIR, tr|A0A6J2LZQ6|A0A6J2LZQ6_9CHIR
OG0000057	tr|Q8VGV8|Q8VGV8_MOUSE	tr|A0A6J2LWW4|A0A6J2LWW4_9CHIR
OG0000057	tr|Q8VF06|Q8VF06_MOUSE	tr|A0A6J2M0Y5|A0A6J2M0Y5_9CHIR
OG0000057	tr|Q7TRP3|Q7TRP3_MOUSE	tr|A0A6J2LTS7|A0A6J2LTS7_9CHIR
OG0000057	tr|Q8VGZ9|Q8VGZ9_MOUSE	tr|A0A6J2M4F2|A0A6J2M4F2_9CHIR, tr|A0A6J2LYW2|A0A6J2LYW2_9CHIR, tr|A0A6J2M015|A0A6J2M015_9CHIR
OG0000062	tr|E9PVJ7|E9PVJ7_MOUSE, tr|K7N727|K7N727_MOUSE, tr|W4VSP0|W4VSP0_MOUSE, tr|Q8VEY1|Q8VEY1_MOUSE, tr|Q5CZY0|Q5CZY0_MOUSE, tr|Q7TRJ5|Q7TRJ5_MOUSE, tr|Q8VFQ2|Q8VFQ2_MOUSE, tr|Q7TRJ6|Q7TRJ6_MOUSE, tr|Q8VFE2|Q8VFE2_MOUSE, tr|A0A140T8J7|A0A140T8J7_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A2AVC7|A2AVC7_MOUSE	tr|A0A6J2N7P7|A0A6J2N7P7_9CHIR
OG0000064	tr|Q497V9|Q497V9_MOUSE	tr|A0A7E6EFJ8|A0A7E6EFJ8_9CHIR, tr|A0A7E6CMA2|A0A7E6CMA2_9CHIR, tr|A0A7E6EAV9|A0A7E6EAV9_9CHIR, tr|A0A6J2M8K8|A0A6J2M8K8_9CHIR, tr|A0A7E6EA77|A0A7E6EA77_9CHIR, tr|A0A7E6EAH6|A0A7E6EAH6_9CHIR, tr|A0A6J2M7E9|A0A6J2M7E9_9CHIR, tr|A0A6J2MD54|A0A6J2MD54_9CHIR, tr|A0A6J2MBM8|A0A6J2MBM8_9CHIR, tr|A0A6J2M9Y0|A0A6J2M9Y0_9CHIR, tr|A0A7E6EFW2|A0A7E6EFW2_9CHIR, tr|A0A7E6EGX0|A0A7E6EGX0_9CHIR, tr|A0A6J2M6Y7|A0A6J2M6Y7_9CHIR, tr|A0A7E6EGF1|A0A7E6EGF1_9CHIR, tr|A0A6J2MCB3|A0A6J2MCB3_9CHIR, tr|A0A6J2ME79|A0A6J2ME79_9CHIR, tr|A0A7E6EG58|A0A7E6EG58_9CHIR, tr|A0A6J2MB58|A0A6J2MB58_9CHIR, tr|A0A7E6EAE5|A0A7E6EAE5_9CHIR, tr|A0A7E6EH55|A0A7E6EH55_9CHIR
OG0000066	sp|Q6AW46|EST5A_MOUSE, sp|Q8VCU1|EST3B_MOUSE, sp|Q63880|EST3A_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|E9PV38|E9PV38_MOUSE, sp|Q8QZR3|EST2A_MOUSE, sp|Q8BK48|EST2E_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q8R0W5|EST4A_MOUSE, tr|E9PYP1|E9PYP1_MOUSE, sp|Q8VCC2|EST1_MOUSE, sp|Q8VCT4|EST1D_MOUSE, sp|Q64176|EST1E_MOUSE, tr|D3Z298|D3Z298_MOUSE, sp|Q91WU0|EST1F_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE, sp|P23953|EST1C_MOUSE	tr|A0A6J2KR09|A0A6J2KR09_9CHIR
OG0000073	tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A6J2MDX1|A0A6J2MDX1_9CHIR
OG0000073	tr|Q9QZ20|Q9QZ20_MOUSE, tr|Q8VGA9|Q8VGA9_MOUSE	tr|A0A6J2MDR1|A0A6J2MDR1_9CHIR
OG0000073	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A6J2MGI1|A0A6J2MGI1_9CHIR, tr|A0A6J2MIH0|A0A6J2MIH0_9CHIR
OG0000073	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A6J2MKH0|A0A6J2MKH0_9CHIR
OG0000073	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A6J2MCT5|A0A6J2MCT5_9CHIR, tr|A0A6J2KTA3|A0A6J2KTA3_9CHIR
OG0000074	tr|Q8VGG9|Q8VGG9_MOUSE, tr|Q8VGH1|Q8VGH1_MOUSE, tr|Q8VGH0|Q8VGH0_MOUSE, tr|Q7TRY4|Q7TRY4_MOUSE, tr|Q8VFE6|Q8VFE6_MOUSE, tr|A0A0N4SUP0|A0A0N4SUP0_MOUSE, tr|Q8VGB9|Q8VGB9_MOUSE, tr|Q7TRY0|Q7TRY0_MOUSE, tr|A0A1W2P740|A0A1W2P740_MOUSE, tr|Q7TRK4|Q7TRK4_MOUSE, tr|Q8VFA1|Q8VFA1_MOUSE, tr|Q8VFD9|Q8VFD9_MOUSE, tr|Q8VFE1|Q8VFE1_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|Q920Y8|Q920Y8_MOUSE, tr|Q920Z0|Q920Z0_MOUSE	tr|A0A6J2MYW6|A0A6J2MYW6_9CHIR
OG0000079	tr|Q8VGW8|Q8VGW8_MOUSE, tr|Q7TRU0|Q7TRU0_MOUSE, tr|Q9EPG2|Q9EPG2_MOUSE, sp|P34986|OLF6_MOUSE, tr|Q8VGU4|Q8VGU4_MOUSE, tr|Q7TQS4|Q7TQS4_MOUSE, tr|Q8VGU5|Q8VGU5_MOUSE, tr|E9Q4G0|E9Q4G0_MOUSE, tr|E9Q0M4|E9Q0M4_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|E9Q7E7|E9Q7E7_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|Q8VFP0|Q8VFP0_MOUSE, tr|Q8VFN6|Q8VFN6_MOUSE, tr|Q8VFE7|Q8VFE7_MOUSE, tr|E9Q050|E9Q050_MOUSE, tr|E9Q5P8|E9Q5P8_MOUSE	tr|A0A7E6CL14|A0A7E6CL14_9CHIR
OG0000087	tr|W4VSP4|W4VSP4_MOUSE, tr|I7HJI3|I7HJI3_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE	tr|A0A6J2LMS7|A0A6J2LMS7_9CHIR
OG0000087	sp|O08800|SPB8_MOUSE, tr|I7HJI5|I7HJI5_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|O08797|O08797_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|O08806|O08806_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q80UK5|Q80UK5_MOUSE	tr|A0A7E6DTF4|A0A7E6DTF4_9CHIR
OG0000090	sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15948|K1B22_MOUSE, sp|P04071|K1B16_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P07628|K1KB8_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE	tr|A0A6J2N2E4|A0A6J2N2E4_9CHIR
OG0000092	sp|Q05512|MARK2_MOUSE	tr|A0A6J2M0G2|A0A6J2M0G2_9CHIR
OG0000092	sp|Q03141|MARK3_MOUSE	tr|A0A7E6CSP0|A0A7E6CSP0_9CHIR
OG0000092	sp|Q8CIP4|MARK4_MOUSE	tr|A0A7E6CU01|A0A7E6CU01_9CHIR, tr|A0A6J2N3I4|A0A6J2N3I4_9CHIR, tr|A0A6J2MYU6|A0A6J2MYU6_9CHIR, tr|A0A7E6CTZ8|A0A7E6CTZ8_9CHIR, tr|A0A6J2MLM2|A0A6J2MLM2_9CHIR, tr|A0A6J2MNJ1|A0A6J2MNJ1_9CHIR, tr|A0A7E6CU13|A0A7E6CU13_9CHIR, tr|A0A7E6CWD6|A0A7E6CWD6_9CHIR, tr|A0A6J2N1R6|A0A6J2N1R6_9CHIR
OG0000092	sp|Q8VHJ5|MARK1_MOUSE	tr|A0A7E6D0W3|A0A7E6D0W3_9CHIR
OG0000093	sp|P17742|PPIA_MOUSE	tr|A0A6J2KZB2|A0A6J2KZB2_9CHIR, tr|A0A7E6EG37|A0A7E6EG37_9CHIR, tr|A0A6J2KUG8|A0A6J2KUG8_9CHIR, tr|A0A7E6E3H3|A0A7E6E3H3_9CHIR, tr|A0A7E6D9H8|A0A7E6D9H8_9CHIR, tr|A0A7E6DVX0|A0A7E6DVX0_9CHIR, tr|A0A6J2MLX6|A0A6J2MLX6_9CHIR, tr|A0A7E6CVS9|A0A7E6CVS9_9CHIR, tr|A0A7E6D0G9|A0A7E6D0G9_9CHIR, tr|A0A7E6DVY7|A0A7E6DVY7_9CHIR, tr|A0A7E6E852|A0A7E6E852_9CHIR, tr|A0A7E6CQ09|A0A7E6CQ09_9CHIR, tr|A0A7E6D9F6|A0A7E6D9F6_9CHIR, tr|A0A7E6CZP8|A0A7E6CZP8_9CHIR, tr|A0A7E6E8F5|A0A7E6E8F5_9CHIR
OG0000094	sp|Q0VAW7|ZN112_MOUSE	tr|A0A6J2N6T6|A0A6J2N6T6_9CHIR
OG0000094	tr|Q923D1|Q923D1_MOUSE	tr|A0A7E6CPR9|A0A7E6CPR9_9CHIR, tr|A0A6J2N5I2|A0A6J2N5I2_9CHIR, tr|A0A7E6CPV0|A0A7E6CPV0_9CHIR, tr|A0A7E6CS09|A0A7E6CS09_9CHIR, tr|A0A6J2M512|A0A6J2M512_9CHIR, tr|A0A6J2N0A0|A0A6J2N0A0_9CHIR, tr|A0A7E6CP87|A0A7E6CP87_9CHIR, tr|A0A6J2N7J3|A0A6J2N7J3_9CHIR, tr|A0A6J2N4Z0|A0A6J2N4Z0_9CHIR, tr|A0A6J2MYM7|A0A6J2MYM7_9CHIR, tr|A0A7E6CPI7|A0A7E6CPI7_9CHIR, tr|A0A7E6CS55|A0A7E6CS55_9CHIR, tr|A0A7E6CPJ2|A0A7E6CPJ2_9CHIR
OG0000099	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE	tr|A0A7E6CZT0|A0A7E6CZT0_9CHIR
OG0000102	tr|Q9D1C5|Q9D1C5_MOUSE, tr|B9EJP6|B9EJP6_MOUSE, tr|Q9D149|Q9D149_MOUSE, tr|Q9CQH5|Q9CQH5_MOUSE, tr|J3QP15|J3QP15_MOUSE, tr|Q9D1K4|Q9D1K4_MOUSE, tr|Q9D139|Q9D139_MOUSE, tr|Q9D1G7|Q9D1G7_MOUSE, tr|Q9D731|Q9D731_MOUSE, tr|D3YUU5|D3YUU5_MOUSE, tr|Q9D6P5|Q9D6P5_MOUSE, tr|Q9D195|Q9D195_MOUSE, tr|A0A0A6YX29|A0A0A6YX29_MOUSE, tr|Q9D6R3|Q9D6R3_MOUSE	tr|A0A6J2KXY9|A0A6J2KXY9_9CHIR
OG0000103	sp|P84244|H33_MOUSE	tr|A0A6J2MRV8|A0A6J2MRV8_9CHIR, tr|A0A6J2LSM4|A0A6J2LSM4_9CHIR, tr|A0A6J2NIE4|A0A6J2NIE4_9CHIR, tr|A0A6J2N6Z9|A0A6J2N6Z9_9CHIR
OG0000103	sp|P84228|H32_MOUSE	tr|A0A6J2NAD5|A0A6J2NAD5_9CHIR, tr|A0A7E6CYW0|A0A7E6CYW0_9CHIR, tr|A0A7E6CXG3|A0A7E6CXG3_9CHIR, tr|A0A7E6CWY3|A0A7E6CWY3_9CHIR, tr|A0A6J2KUQ2|A0A6J2KUQ2_9CHIR, tr|A0A6J2KWS9|A0A6J2KWS9_9CHIR, tr|A0A7E6CXM1|A0A7E6CXM1_9CHIR, tr|A0A7E6CW42|A0A7E6CW42_9CHIR, tr|A0A7E6CVR8|A0A7E6CVR8_9CHIR
OG0000106	tr|Q8VF89|Q8VF89_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE	tr|A0A6J2M4Z5|A0A6J2M4Z5_9CHIR, tr|A0A6J2M4G9|A0A6J2M4G9_9CHIR
OG0000109	sp|Q9D7D2|SPA9_MOUSE	tr|A0A6J2LAE5|A0A6J2LAE5_9CHIR
OG0000109	sp|P70458|IPSP_MOUSE	tr|A0A6J2LBI7|A0A6J2LBI7_9CHIR
OG0000109	sp|Q06770|CBG_MOUSE	tr|A0A6J2L3S8|A0A6J2L3S8_9CHIR
OG0000109	sp|Q7TMF5|SPA12_MOUSE	tr|A0A6J2L0W6|A0A6J2L0W6_9CHIR
OG0000109	sp|Q8CIE0|SPA11_MOUSE	tr|A0A7E6CRB5|A0A7E6CRB5_9CHIR, tr|A0A6J2LA29|A0A6J2LA29_9CHIR, tr|A0A6J2L7M2|A0A6J2L7M2_9CHIR, tr|A0A7E6CRM3|A0A7E6CRM3_9CHIR
OG0000114	sp|Q9D504|ANKR7_MOUSE, tr|D3Z4K0|D3Z4K0_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|Q05AC5|Q05AC5_MOUSE, tr|A5H0M4|A5H0M4_MOUSE, tr|D3Z1P8|D3Z1P8_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE	tr|A0A6J2MSU3|A0A6J2MSU3_9CHIR
OG0000115	sp|Q6IFX4|K1C39_MOUSE	tr|A0A6J2MD64|A0A6J2MD64_9CHIR
OG0000115	sp|Q497I4|KRT35_MOUSE	tr|A0A6J2M8Z7|A0A6J2M8Z7_9CHIR
OG0000115	sp|B1AQ75|KRT36_MOUSE	tr|A0A6J2M9G0|A0A6J2M9G0_9CHIR
OG0000121	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A7E6EAD5|A0A7E6EAD5_9CHIR
OG0000121	sp|Q61549|AGRE1_MOUSE	tr|A0A7E6E9Y2|A0A7E6E9Y2_9CHIR
OG0000121	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A7E6EA72|A0A7E6EA72_9CHIR
OG0000122	tr|B7ZC55|B7ZC55_MOUSE	tr|A0A7E6D1U3|A0A7E6D1U3_9CHIR, tr|A0A6J2NGR3|A0A6J2NGR3_9CHIR, tr|A0A6J2NAX1|A0A6J2NAX1_9CHIR, tr|A0A7E6D168|A0A7E6D168_9CHIR, tr|A0A7E6D1V7|A0A7E6D1V7_9CHIR, tr|A0A7E6D197|A0A7E6D197_9CHIR, tr|A0A6J2N9A2|A0A6J2N9A2_9CHIR, tr|A0A7E6D144|A0A7E6D144_9CHIR, tr|A0A7E6D125|A0A7E6D125_9CHIR, tr|A0A7E6D1Z8|A0A7E6D1Z8_9CHIR, tr|A0A7E6D3T4|A0A7E6D3T4_9CHIR, tr|A0A7E6D146|A0A7E6D146_9CHIR
OG0000124	sp|Q8K2A6|LIPM_MOUSE	tr|A0A6J2LPW4|A0A6J2LPW4_9CHIR
OG0000124	sp|Q3U4B4|LIPN_MOUSE	tr|A0A6J2LTZ8|A0A6J2LTZ8_9CHIR
OG0000124	tr|F6RR30|F6RR30_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, sp|Q9CPP7|LIPG_MOUSE, sp|Q8BM14|LIPK_MOUSE	tr|A0A7E6DUG5|A0A7E6DUG5_9CHIR
