Orthogroup	Mus_musculus	Cervus_elaphus_hippelaphus
OG0000033	sp|Q9D106|PEPA5_MOUSE	tr|A0A212CHI6|A0A212CHI6_CEREH, tr|A0A212DGI1|A0A212DGI1_CEREH, tr|A0A212DGD0|A0A212DGD0_CEREH, tr|A0A212DFZ9|A0A212DFZ9_CEREH, tr|A0A212DHB5|A0A212DHB5_CEREH, tr|A0A212DFV0|A0A212DFV0_CEREH, tr|A0A212DGE8|A0A212DGE8_CEREH, tr|A0A212DFU3|A0A212DFU3_CEREH, tr|A0A212DH13|A0A212DH13_CEREH, tr|A0A212DGN8|A0A212DGN8_CEREH, tr|A0A212DG02|A0A212DG02_CEREH, tr|A0A212DG46|A0A212DG46_CEREH, tr|A0A212DHB7|A0A212DHB7_CEREH, tr|A0A212DGP6|A0A212DGP6_CEREH, tr|A0A212DGS0|A0A212DGS0_CEREH, tr|A0A212DGJ2|A0A212DGJ2_CEREH, tr|A0A212DH52|A0A212DH52_CEREH, tr|A0A212DGN3|A0A212DGN3_CEREH, tr|A0A212DGH4|A0A212DGH4_CEREH, tr|A0A212DGA2|A0A212DGA2_CEREH, tr|A0A212DFW7|A0A212DFW7_CEREH, tr|A0A212DG60|A0A212DG60_CEREH, tr|A0A212DH42|A0A212DH42_CEREH, tr|A0A212DGS3|A0A212DGS3_CEREH, tr|A0A212DHD7|A0A212DHD7_CEREH, tr|A0A212DGX9|A0A212DGX9_CEREH, tr|A0A212DGD2|A0A212DGD2_CEREH, tr|A0A212CIY9|A0A212CIY9_CEREH, tr|A0A212CI86|A0A212CI86_CEREH, tr|A0A212DG28|A0A212DG28_CEREH, tr|A0A212DHA5|A0A212DHA5_CEREH
OG0000035	tr|Q85ZW9|Q85ZW9_MOUSE, tr|Q85ZW5|Q85ZW5_MOUSE, tr|Q85ZW8|Q85ZW8_MOUSE, tr|Q85ZW7|Q85ZW7_MOUSE, tr|Q85ZW6|Q85ZW6_MOUSE, tr|O19443|O19443_MOUSE, tr|F6U8V3|F6U8V3_MOUSE, tr|F7CXU4|F7CXU4_MOUSE, tr|O19442|O19442_MOUSE, tr|A7VMS3|A7VMS3_MOUSE, tr|Q6W9L1|Q6W9L1_MOUSE, tr|Q31093|Q31093_MOUSE, sp|P14429|HA17_MOUSE, sp|P14430|HA18_MOUSE, tr|P79568|P79568_MOUSE, tr|Q8HWB2|Q8HWB2_MOUSE, sp|P14431|HA19_MOUSE, tr|V9GXR0|V9GXR0_MOUSE, tr|G3UXE9|G3UXE9_MOUSE, sp|P01898|HA10_MOUSE, sp|P01901|HA1B_MOUSE, sp|P14427|HA14_MOUSE, sp|P01897|HA1L_MOUSE, tr|O19441|O19441_MOUSE, tr|Q4KN81|Q4KN81_MOUSE, sp|P06339|HA15_MOUSE, tr|F6T1I5|F6T1I5_MOUSE, tr|Q31615|Q31615_MOUSE, tr|F8VQG4|F8VQG4_MOUSE, sp|P14432|HA1T_MOUSE, tr|A7VMS2|A7VMS2_MOUSE, tr|Q0WXH6|Q0WXH6_MOUSE	tr|A0A212D4G3|A0A212D4G3_CEREH
OG0000038	tr|A0A087WRX6|A0A087WRX6_MOUSE, tr|A0A087WPH8|A0A087WPH8_MOUSE, tr|A0A0B4J1K4|A0A0B4J1K4_MOUSE, tr|A0A0G2JF94|A0A0G2JF94_MOUSE, tr|A0A075B619|A0A075B619_MOUSE, tr|A0A075B607|A0A075B607_MOUSE, tr|A0A075B6A1|A0A075B6A1_MOUSE, tr|A0A0B4J1N7|A0A0B4J1N7_MOUSE, tr|A0A075B612|A0A075B612_MOUSE, tr|A0A075B636|A0A075B636_MOUSE, tr|Q5R1I8|Q5R1I8_MOUSE, tr|A0A075B654|A0A075B654_MOUSE, tr|A0A075B614|A0A075B614_MOUSE, tr|A0A075B6D8|A0A075B6D8_MOUSE, tr|A0A075B642|A0A075B642_MOUSE, tr|A0A075B622|A0A075B622_MOUSE, tr|A0A075B5Z7|A0A075B5Z7_MOUSE, tr|A0A075B652|A0A075B652_MOUSE, tr|Q5R1F6|Q5R1F6_MOUSE, tr|A0A0B4J1N1|A0A0B4J1N1_MOUSE, tr|A0A075B6D1|A0A075B6D1_MOUSE, tr|Q5R1H9|Q5R1H9_MOUSE, tr|A0A075B6C1|A0A075B6C1_MOUSE, tr|A0A075B620|A0A075B620_MOUSE, tr|A0A0G2JEV5|A0A0G2JEV5_MOUSE, tr|Q5R1I3|Q5R1I3_MOUSE, sp|P01739|TVA2_MOUSE, tr|Q5R1I1|Q5R1I1_MOUSE, tr|A0A075B604|A0A075B604_MOUSE, tr|A0A0G2JFX6|A0A0G2JFX6_MOUSE	tr|A0A212CT93|A0A212CT93_CEREH
OG0000039	sp|P03975|IGEB_MOUSE	tr|A0A212D0C3|A0A212D0C3_CEREH, tr|A0A212D1X7|A0A212D1X7_CEREH, tr|A0A212BZJ0|A0A212BZJ0_CEREH, tr|A0A212CSP0|A0A212CSP0_CEREH, tr|A0A212CPZ7|A0A212CPZ7_CEREH, tr|A0A212C8N9|A0A212C8N9_CEREH, tr|A0A212C1X0|A0A212C1X0_CEREH, tr|A0A212D569|A0A212D569_CEREH, tr|A0A212C3V3|A0A212C3V3_CEREH, tr|A0A212CEV2|A0A212CEV2_CEREH, tr|A0A212C1V4|A0A212C1V4_CEREH, tr|A0A212CMZ4|A0A212CMZ4_CEREH, tr|A0A212BZI5|A0A212BZI5_CEREH, tr|A0A212CTS8|A0A212CTS8_CEREH, tr|A0A212CX95|A0A212CX95_CEREH, tr|A0A212CPR8|A0A212CPR8_CEREH, tr|A0A212BZY0|A0A212BZY0_CEREH, tr|A0A212C4T8|A0A212C4T8_CEREH, tr|A0A212CPC7|A0A212CPC7_CEREH, tr|A0A212DEE6|A0A212DEE6_CEREH, tr|A0A212C8C4|A0A212C8C4_CEREH, tr|A0A212CHK5|A0A212CHK5_CEREH, tr|A0A212C558|A0A212C558_CEREH, tr|A0A212C377|A0A212C377_CEREH, tr|A0A212CQ59|A0A212CQ59_CEREH, tr|A0A212D4Z5|A0A212D4Z5_CEREH, tr|A0A212C1V0|A0A212C1V0_CEREH, tr|A0A212C268|A0A212C268_CEREH
OG0000042	sp|Q925P2|CEAM2_MOUSE, sp|P31809|CEAM1_MOUSE, tr|Q9DAV5|Q9DAV5_MOUSE, tr|Q9D2U0|Q9D2U0_MOUSE, tr|Q497W2|Q497W2_MOUSE, tr|E9Q9B4|E9Q9B4_MOUSE, tr|Q497W1|Q497W1_MOUSE, tr|Q4KL31|Q4KL31_MOUSE, sp|Q810J1|PSG22_MOUSE, tr|Q4KL65|Q4KL65_MOUSE, tr|Q4KL66|Q4KL66_MOUSE, tr|B2RSG7|B2RSG7_MOUSE, tr|Q62056|Q62056_MOUSE, tr|Q8K0U8|Q8K0U8_MOUSE, tr|Q3URN6|Q3URN6_MOUSE, tr|E9Q6J4|E9Q6J4_MOUSE, tr|A0A3Q4EGJ1|A0A3Q4EGJ1_MOUSE, sp|Q3UKK2|CEAM5_MOUSE, tr|Q78Y72|Q78Y72_MOUSE, tr|Q9DAT7|Q9DAT7_MOUSE, tr|Q3UKP4|Q3UKP4_MOUSE, tr|Q9D0Z8|Q9D0Z8_MOUSE, sp|Q61400|CEAMA_MOUSE, tr|Q78T27|Q78T27_MOUSE, sp|A0A0B4J1L0|CEA15_MOUSE	tr|A0A212DDX2|A0A212DDX2_CEREH
OG0000043	sp|Q8BG05|ROA3_MOUSE	tr|A0A212C2D7|A0A212C2D7_CEREH
OG0000043	sp|O88569|ROA2_MOUSE	tr|A0A212CKS4|A0A212CKS4_CEREH
OG0000043	sp|P49312|ROA1_MOUSE	tr|A0A212C1M9|A0A212C1M9_CEREH, tr|A0A212CMP9|A0A212CMP9_CEREH, tr|A0A212D2K9|A0A212D2K9_CEREH, tr|A0A212D4C4|A0A212D4C4_CEREH, tr|A0A212C1J1|A0A212C1J1_CEREH, tr|A0A212C0D9|A0A212C0D9_CEREH, tr|A0A212CH26|A0A212CH26_CEREH, tr|A0A212C4Y9|A0A212C4Y9_CEREH, tr|A0A212CIZ8|A0A212CIZ8_CEREH, tr|A0A212DCN9|A0A212DCN9_CEREH, tr|A0A212C2D4|A0A212C2D4_CEREH, tr|A0A212CNB5|A0A212CNB5_CEREH, tr|A0A212D506|A0A212D506_CEREH, tr|A0A212D2D8|A0A212D2D8_CEREH, tr|A0A212CKG2|A0A212CKG2_CEREH, tr|A0A212C8B9|A0A212C8B9_CEREH, tr|A0A212C016|A0A212C016_CEREH, tr|A0A212CD45|A0A212CD45_CEREH, tr|A0A212DHZ2|A0A212DHZ2_CEREH, tr|A0A212CUL2|A0A212CUL2_CEREH
OG0000044	sp|Q9DCV7|K2C7_MOUSE	tr|A0A212DEY4|A0A212DEY4_CEREH
OG0000044	sp|P11679|K2C8_MOUSE	tr|A0A212DEC7|A0A212DEC7_CEREH
OG0000044	tr|E9Q1Z0|E9Q1Z0_MOUSE	tr|A0A212DF65|A0A212DF65_CEREH
OG0000044	sp|P07744|K2C4_MOUSE	tr|A0A212DFF1|A0A212DFF1_CEREH
OG0000044	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A212DF16|A0A212DF16_CEREH, tr|A0A212DEP7|A0A212DEP7_CEREH
OG0000044	sp|Q3UV17|K22O_MOUSE	tr|A0A212DFA6|A0A212DFA6_CEREH, tr|A0A212DFB6|A0A212DFB6_CEREH, tr|A0A212DFL6|A0A212DFL6_CEREH
OG0000044	sp|Q6NXH9|K2C73_MOUSE	tr|A0A212DED1|A0A212DED1_CEREH
OG0000044	sp|Q9R0H5|K2C71_MOUSE	tr|A0A212DFI2|A0A212DFI2_CEREH
OG0000044	sp|Q6IME9|K2C72_MOUSE	tr|A0A212DEG2|A0A212DEG2_CEREH
OG0000051	sp|Q9NWG9|MAGH1_MOUSE	tr|A0A212C1I9|A0A212C1I9_CEREH
OG0000051	sp|Q7TPY9|LDOC1_MOUSE	tr|A0A212C0E3|A0A212C0E3_CEREH, tr|A0A212BZP7|A0A212BZP7_CEREH, tr|A0A212BZ84|A0A212BZ84_CEREH, tr|A0A212C0B7|A0A212C0B7_CEREH, tr|A0A212BZ96|A0A212BZ96_CEREH, tr|A0A212C128|A0A212C128_CEREH, tr|A0A212C0Y1|A0A212C0Y1_CEREH, tr|A0A212C0J9|A0A212C0J9_CEREH, tr|A0A212C178|A0A212C178_CEREH, tr|A0A212C0E6|A0A212C0E6_CEREH, tr|A0A212CEL6|A0A212CEL6_CEREH, tr|A0A212C0F0|A0A212C0F0_CEREH
OG0000051	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A212C0A3|A0A212C0A3_CEREH, tr|A0A212D2F2|A0A212D2F2_CEREH, tr|A0A212C0S4|A0A212C0S4_CEREH
OG0000054	sp|E9QAF0|SPT31_MOUSE	tr|A0A212CR78|A0A212CR78_CEREH, tr|A0A212CMP4|A0A212CMP4_CEREH, tr|A0A212C5L4|A0A212C5L4_CEREH, tr|A0A212DAJ0|A0A212DAJ0_CEREH, tr|A0A212CM46|A0A212CM46_CEREH, tr|A0A212CMR9|A0A212CMR9_CEREH, tr|A0A212DAM4|A0A212DAM4_CEREH, tr|A0A212CN38|A0A212CN38_CEREH, tr|A0A212CM22|A0A212CM22_CEREH, tr|A0A212CMI9|A0A212CMI9_CEREH, tr|A0A212CME6|A0A212CME6_CEREH, tr|A0A212CMP3|A0A212CMP3_CEREH, tr|A0A212CN07|A0A212CN07_CEREH, tr|A0A212CN35|A0A212CN35_CEREH, tr|A0A212CN56|A0A212CN56_CEREH, tr|A0A212CMK9|A0A212CMK9_CEREH, tr|A0A212DBB3|A0A212DBB3_CEREH, tr|A0A212CMP6|A0A212CMP6_CEREH, tr|A0A212CN36|A0A212CN36_CEREH, tr|A0A212CME0|A0A212CME0_CEREH, tr|A0A212CMJ1|A0A212CMJ1_CEREH
OG0000055	tr|A2BHR2|A2BHR2_MOUSE, sp|Q9D267|LCN9_MOUSE, sp|P04939|MUP3_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|Q5FW60|MUP20_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11591|MUP5_MOUSE, sp|P04938|MUP11_MOUSE, sp|A2BIM8|MUP18_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P11589|MUP2_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P11588|MUP1_MOUSE, sp|P02762|MUP6_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|L7N222|L7N222_MOUSE, sp|B5X0G2|MUP17_MOUSE	tr|A0A212CML8|A0A212CML8_CEREH
OG0000056	tr|Q7TRV9|Q7TRV9_MOUSE, tr|E9Q8M2|E9Q8M2_MOUSE, tr|E9Q519|E9Q519_MOUSE, tr|Q7TRW1|Q7TRW1_MOUSE, tr|E9Q5F1|E9Q5F1_MOUSE, tr|E9Q0Q2|E9Q0Q2_MOUSE, tr|Q8VFC3|Q8VFC3_MOUSE, tr|Q8VFD8|Q8VFD8_MOUSE, tr|L7N1X7|L7N1X7_MOUSE, tr|Q8VFT6|Q8VFT6_MOUSE, tr|E9PXH6|E9PXH6_MOUSE, tr|E9Q438|E9Q438_MOUSE, tr|E9Q840|E9Q840_MOUSE, tr|E9Q9Z0|E9Q9Z0_MOUSE, tr|Q7TRL9|Q7TRL9_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE	tr|A0A212CUF5|A0A212CUF5_CEREH
OG0000060	sp|Q60754|MARCO_MOUSE	tr|A0A212C2P0|A0A212C2P0_CEREH
OG0000060	sp|Q8K299|SCAR5_MOUSE	tr|A0A212C585|A0A212C585_CEREH
OG0000060	sp|Q61003|CD6_MOUSE	tr|A0A212DGU5|A0A212DGU5_CEREH
OG0000060	sp|Q9QWK4|CD5L_MOUSE	tr|A0A212CI17|A0A212CI17_CEREH
OG0000060	sp|A1L0T3|SRB4D_MOUSE	tr|A0A212CNP8|A0A212CNP8_CEREH, tr|A0A212CPF5|A0A212CPF5_CEREH, tr|A0A212D089|A0A212D089_CEREH
OG0000062	sp|Q8CIP3|MRGX1_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q91WW4|MRGA2_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW5|MRGA1_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q91ZB5|MRGRG_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3KNA1|MRGB2_MOUSE	tr|A0A212DG54|A0A212DG54_CEREH
OG0000066	sp|P70423|CTR3_MOUSE	tr|A0A212C152|A0A212C152_CEREH
OG0000066	tr|E9PWS4|E9PWS4_MOUSE	tr|A0A212DE02|A0A212DE02_CEREH, tr|A0A212DBV3|A0A212DBV3_CEREH, tr|A0A212DCJ3|A0A212DCJ3_CEREH, tr|A0A212DDX1|A0A212DDX1_CEREH, tr|A0A212DBH0|A0A212DBH0_CEREH, tr|A0A212DC13|A0A212DC13_CEREH, tr|A0A212C4V8|A0A212C4V8_CEREH, tr|A0A212DDI6|A0A212DDI6_CEREH, tr|A0A212DDK2|A0A212DDK2_CEREH, tr|A0A212DBI5|A0A212DBI5_CEREH, tr|A0A212DD45|A0A212DD45_CEREH, tr|A0A212DDC2|A0A212DDC2_CEREH, tr|A0A212DBQ1|A0A212DBQ1_CEREH, tr|A0A212DCW9|A0A212DCW9_CEREH
OG0000066	sp|P18581|CTR2_MOUSE, sp|Q09143|CTR1_MOUSE	tr|A0A212C4Q0|A0A212C4Q0_CEREH
OG0000068	sp|P06879|PRL_MOUSE	tr|A0A212D4E8|A0A212D4E8_CEREH, tr|A0A212D4V9|A0A212D4V9_CEREH, tr|A0A212D4U9|A0A212D4U9_CEREH, tr|A0A212D4B2|A0A212D4B2_CEREH, tr|A0A212D4J0|A0A212D4J0_CEREH, tr|A0A212D549|A0A212D549_CEREH, tr|A0A212D4R7|A0A212D4R7_CEREH, tr|A0A212D5D6|A0A212D5D6_CEREH, tr|A0A212D553|A0A212D553_CEREH, tr|A0A212D496|A0A212D496_CEREH, tr|A0A212D4G7|A0A212D4G7_CEREH, tr|A0A212D4K1|A0A212D4K1_CEREH, tr|A0A212D5F8|A0A212D5F8_CEREH, tr|A0A212D4G6|A0A212D4G6_CEREH, tr|A0A212D523|A0A212D523_CEREH, tr|A0A212D5C7|A0A212D5C7_CEREH, tr|A0A212D4B6|A0A212D4B6_CEREH, tr|A0A212D587|A0A212D587_CEREH
OG0000069	tr|D3YYQ8|D3YYQ8_MOUSE	tr|A0A212D718|A0A212D718_CEREH
OG0000069	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A212CA06|A0A212CA06_CEREH
OG0000069	tr|A0A087WR13|A0A087WR13_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE, tr|E9Q0T8|E9Q0T8_MOUSE	tr|A0A212C1D5|A0A212C1D5_CEREH
OG0000069	sp|E9Q8T7|DYH1_MOUSE	tr|A0A212C9W0|A0A212C9W0_CEREH
OG0000075	sp|P49945|FRIL2_MOUSE, sp|P29391|FRIL1_MOUSE	tr|A0A212D0R9|A0A212D0R9_CEREH, tr|A0A212CUH8|A0A212CUH8_CEREH, tr|A0A212CUN5|A0A212CUN5_CEREH, tr|A0A212C030|A0A212C030_CEREH, tr|A0A212C0F7|A0A212C0F7_CEREH, tr|A0A212CTK7|A0A212CTK7_CEREH, tr|A0A212D470|A0A212D470_CEREH, tr|A0A212D7J6|A0A212D7J6_CEREH, tr|A0A212CK35|A0A212CK35_CEREH, tr|A0A212DBZ9|A0A212DBZ9_CEREH, tr|A0A212C813|A0A212C813_CEREH, tr|A0A212C4F4|A0A212C4F4_CEREH, tr|A0A212CWJ6|A0A212CWJ6_CEREH, tr|A0A212CQC1|A0A212CQC1_CEREH, tr|A0A212CBH9|A0A212CBH9_CEREH, tr|A0A212C094|A0A212C094_CEREH
OG0000077	sp|E9Q816|CP2W1_MOUSE, sp|E9Q5K4|CP2CN_MOUSE, sp|Q91W64|CP270_MOUSE, sp|P56657|CP240_MOUSE, tr|K7N6C2|K7N6C2_MOUSE, tr|Q569X9|Q569X9_MOUSE, tr|E9PXC3|E9PXC3_MOUSE, sp|Q6XVG2|CP254_MOUSE, sp|P56654|CP237_MOUSE, sp|Q91X77|CY250_MOUSE, sp|P56655|CP238_MOUSE, sp|P56656|CP239_MOUSE, sp|Q64458|CP2CT_MOUSE, sp|Q9D816|CP255_MOUSE, tr|Q5GLZ0|Q5GLZ0_MOUSE, tr|Q148B1|Q148B1_MOUSE, sp|Q05421|CP2E1_MOUSE	tr|A0A212CYS9|A0A212CYS9_CEREH
OG0000080	sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE1|H2A1B_MOUSE	tr|A0A212D524|A0A212D524_CEREH
OG0000080	sp|Q8BFU2|H2A3_MOUSE	tr|A0A212D270|A0A212D270_CEREH
OG0000080	sp|P27661|H2AX_MOUSE	tr|A0A212D4W6|A0A212D4W6_CEREH, tr|A0A212CF98|A0A212CF98_CEREH, tr|A0A212D2W0|A0A212D2W0_CEREH, tr|A0A212DIL1|A0A212DIL1_CEREH
OG0000081	sp|Q9JJL3|SO1B2_MOUSE	tr|A0A212CDE0|A0A212CDE0_CEREH
OG0000081	sp|Q8BXB6|SO2B1_MOUSE	tr|A0A212DJ01|A0A212DJ01_CEREH
OG0000081	sp|Q9EPT5|SO2A1_MOUSE	tr|A0A212CIS9|A0A212CIS9_CEREH
OG0000081	sp|Q8R3L5|SO3A1_MOUSE, sp|Q8BGD4|SO4C1_MOUSE, tr|E9PVD9|E9PVD9_MOUSE	tr|A0A212CEF7|A0A212CEF7_CEREH
OG0000082	sp|Q8K410|ADA32_MOUSE, sp|Q9R157|ADA18_MOUSE, sp|F8VQ03|ADAM3_MOUSE, sp|Q3TTE0|ADAM5_MOUSE, sp|Q60718|ADAM2_MOUSE, sp|Q8R534|ADM1B_MOUSE, sp|Q60813|ADM1A_MOUSE, sp|Q811Q4|ADA29_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, tr|Q7M766|Q7M766_MOUSE, sp|Q9R158|AD26A_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, sp|Q9R160|ADA24_MOUSE, tr|Q7M762|Q7M762_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M763|Q7M763_MOUSE	tr|A0A212C2Q5|A0A212C2Q5_CEREH
OG0000084	sp|Q04736|YES_MOUSE	tr|A0A212C774|A0A212C774_CEREH
OG0000084	sp|P05480|SRC_MOUSE	tr|A0A212CAS9|A0A212CAS9_CEREH
OG0000084	sp|P16277|BLK_MOUSE	tr|A0A212C4P5|A0A212C4P5_CEREH
OG0000084	sp|P06240|LCK_MOUSE	tr|A0A212D318|A0A212D318_CEREH
OG0000084	sp|P08103|HCK_MOUSE, sp|P25911|LYN_MOUSE	tr|A0A212CE94|A0A212CE94_CEREH
OG0000084	sp|P39688|FYN_MOUSE, sp|P14234|FGR_MOUSE	tr|A0A212C5S6|A0A212C5S6_CEREH, tr|A0A212D437|A0A212D437_CEREH
OG0000085	tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q8CFE8|Q8CFE8_MOUSE	tr|A0A212CN82|A0A212CN82_CEREH
OG0000086	sp|Q9R1M5|NALP5_MOUSE	tr|A0A212DBR4|A0A212DBR4_CEREH
OG0000086	sp|Q6B966|NAL14_MOUSE, sp|E9Q5R7|NAL12_MOUSE, sp|Q8R4B8|NLRP3_MOUSE, sp|Q8CCN1|NAL10_MOUSE, sp|Q66X03|NLR9A_MOUSE, sp|Q66X01|NLR9C_MOUSE, sp|Q66X22|NLR9B_MOUSE, sp|Q66X05|NAL4F_MOUSE, sp|Q8C6J9|NAL4B_MOUSE, sp|Q66X19|NAL4E_MOUSE, sp|Q3TKR3|NAL4C_MOUSE, sp|Q8BU40|NAL4A_MOUSE, tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A212DCI7|A0A212DCI7_CEREH
OG0000091	sp|Q96EQ9|PRDM9_MOUSE	tr|A0A212DD98|A0A212DD98_CEREH, tr|A0A212C378|A0A212C378_CEREH, tr|A0A212CD86|A0A212CD86_CEREH, tr|A0A212BZW0|A0A212BZW0_CEREH, tr|A0A212CSD0|A0A212CSD0_CEREH, tr|A0A212D1K5|A0A212D1K5_CEREH, tr|A0A212C3B9|A0A212C3B9_CEREH, tr|A0A212BZR0|A0A212BZR0_CEREH, tr|A0A212BZK1|A0A212BZK1_CEREH, tr|A0A212CQE8|A0A212CQE8_CEREH, tr|A0A212BZR8|A0A212BZR8_CEREH, tr|A0A212BZ98|A0A212BZ98_CEREH, tr|A0A212BZL3|A0A212BZL3_CEREH, tr|A0A212C358|A0A212C358_CEREH
OG0000093	sp|E9Q612|PTPRO_MOUSE	tr|A0A212CDB1|A0A212CDB1_CEREH
OG0000093	sp|Q64455|PTPRJ_MOUSE	tr|A0A212DIS0|A0A212DIS0_CEREH
OG0000093	sp|P18052|PTPRA_MOUSE	tr|A0A212CB68|A0A212CB68_CEREH
OG0000093	sp|P49446|PTPRE_MOUSE	tr|A0A212C592|A0A212C592_CEREH, tr|A0A212D0C2|A0A212D0C2_CEREH
OG0000093	sp|E9Q0N2|PTPRH_MOUSE	tr|A0A212CMZ7|A0A212CMZ7_CEREH, tr|A0A212C286|A0A212C286_CEREH
OG0000094	sp|P62631|EF1A2_MOUSE	tr|A0A212CAL2|A0A212CAL2_CEREH
OG0000094	sp|P10126|EF1A1_MOUSE	tr|A0A212D4V2|A0A212D4V2_CEREH, tr|A0A212CCY8|A0A212CCY8_CEREH, tr|A0A212C457|A0A212C457_CEREH, tr|A0A212C6Z7|A0A212C6Z7_CEREH, tr|A0A212C7Q6|A0A212C7Q6_CEREH, tr|A0A212D8L1|A0A212D8L1_CEREH, tr|A0A212CLP9|A0A212CLP9_CEREH, tr|A0A212CTU5|A0A212CTU5_CEREH, tr|A0A212CL46|A0A212CL46_CEREH, tr|A0A212DA85|A0A212DA85_CEREH, tr|A0A212C7D3|A0A212C7D3_CEREH, tr|A0A212DFC1|A0A212DFC1_CEREH
OG0000096	sp|O70443|GNAZ_MOUSE	tr|A0A212DB68|A0A212DB68_CEREH
OG0000096	sp|P50149|GNAT2_MOUSE	tr|A0A212CHR2|A0A212CHR2_CEREH
OG0000096	sp|P20612|GNAT1_MOUSE	tr|A0A212CAC6|A0A212CAC6_CEREH
OG0000096	sp|P18872|GNAO_MOUSE	tr|A0A212DE84|A0A212DE84_CEREH, tr|A0A212DCF0|A0A212DCF0_CEREH
OG0000096	sp|P08752|GNAI2_MOUSE	tr|A0A212C982|A0A212C982_CEREH
OG0000096	sp|Q9DC51|GNAI3_MOUSE	tr|A0A212CFU6|A0A212CFU6_CEREH, tr|A0A212CL40|A0A212CL40_CEREH
OG0000097	sp|Q99PW8|KIF17_MOUSE	tr|A0A212D2Z6|A0A212D2Z6_CEREH
OG0000097	sp|B1AVY7|KI16B_MOUSE	tr|A0A212CBG9|A0A212CBG9_CEREH
OG0000097	sp|O35071|KIF1C_MOUSE	tr|A0A212CFC7|A0A212CFC7_CEREH, tr|A0A212CRR2|A0A212CRR2_CEREH, tr|A0A212D6T9|A0A212D6T9_CEREH
OG0000098	sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD12|TAA7A_MOUSE	tr|A0A212C787|A0A212C787_CEREH
OG0000098	sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD15|TAAR4_MOUSE, sp|Q923Y8|TAAR1_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD13|TAAR6_MOUSE	tr|A0A212C7R8|A0A212C7R8_CEREH
OG0000099	sp|B1AQ75|KRT36_MOUSE	tr|A0A212DBC2|A0A212DBC2_CEREH
OG0000099	sp|A1L317|K1C24_MOUSE	tr|A0A212D7M1|A0A212D7M1_CEREH
OG0000099	sp|P02535|K1C10_MOUSE	tr|A0A212D6R3|A0A212D6R3_CEREH
