Orthogroup	Mus_musculus	Theropithecus_gelada
OG0000043	sp|P01668|KV3AG_MOUSE, sp|P01669|KV3AH_MOUSE, sp|P01667|KV3AF_MOUSE, sp|P01665|KV3AD_MOUSE, sp|P01664|KV3AC_MOUSE, sp|P01666|KV3AE_MOUSE, sp|P01674|KV3AM_MOUSE, tr|A0A075B5N9|A0A075B5N9_MOUSE, sp|P01673|KV3AL_MOUSE, sp|P01671|KV3AJ_MOUSE, sp|P01670|KV3AI_MOUSE, sp|P01672|KV3AK_MOUSE, sp|P01662|KV3AA_MOUSE, sp|P01663|KV3AB_MOUSE, sp|P01660|KV3A8_MOUSE, tr|A0A075B5P1|A0A075B5P1_MOUSE, tr|A0A140T8Q0|A0A140T8Q0_MOUSE, tr|A0A140T8Q4|A0A140T8Q4_MOUSE, tr|A0A140T8P0|A0A140T8P0_MOUSE, tr|A0A140T8P4|A0A140T8P4_MOUSE, tr|A0A140T8M6|A0A140T8M6_MOUSE, tr|A0A075B5N8|A0A075B5N8_MOUSE, sp|P01661|KV3A9_MOUSE, sp|P01658|KV3A6_MOUSE, sp|P01659|KV3A7_MOUSE	tr|A0A8D2GI82|A0A8D2GI82_THEGE
OG0000044	tr|A0A075B5K8|A0A075B5K8_MOUSE, sp|P01631|KV2A7_MOUSE	tr|A0A8D2GJU7|A0A8D2GJU7_THEGE, tr|A0A8D2GIY9|A0A8D2GIY9_THEGE, tr|A0A8D2GDE6|A0A8D2GDE6_THEGE, tr|A0A8D2GJR6|A0A8D2GJR6_THEGE, tr|A0A8D2GGW8|A0A8D2GGW8_THEGE, tr|A0A8D2GI48|A0A8D2GI48_THEGE, tr|A0A8D2GEJ7|A0A8D2GEJ7_THEGE, tr|A0A8D2K9Y0|A0A8D2K9Y0_THEGE, tr|A0A8D2KAE5|A0A8D2KAE5_THEGE, tr|A0A8D2FD00|A0A8D2FD00_THEGE, tr|A0A8D2GKV1|A0A8D2GKV1_THEGE, tr|A0A8D2GJP5|A0A8D2GJP5_THEGE, tr|A0A8D2GB29|A0A8D2GB29_THEGE, tr|A0A8D2GB38|A0A8D2GB38_THEGE, tr|A0A8D2GHS9|A0A8D2GHS9_THEGE, tr|A0A8D2KA36|A0A8D2KA36_THEGE, tr|A0A8D2GJ31|A0A8D2GJ31_THEGE, tr|A0A8D2GEK8|A0A8D2GEK8_THEGE, tr|A0A8D2GEC8|A0A8D2GEC8_THEGE, tr|A0A8D2GAQ7|A0A8D2GAQ7_THEGE, tr|A0A8D2GJ02|A0A8D2GJ02_THEGE, tr|A0A8D2GB56|A0A8D2GB56_THEGE, tr|A0A8D2FLR8|A0A8D2FLR8_THEGE, tr|A0A8D2FJG0|A0A8D2FJG0_THEGE
OG0000047	tr|E9Q8M3|E9Q8M3_MOUSE	tr|A0A8D2F7J8|A0A8D2F7J8_THEGE
OG0000047	tr|F8VQB9|F8VQB9_MOUSE	tr|A0A8D2FAA3|A0A8D2FAA3_THEGE
OG0000047	tr|Q7TRM6|Q7TRM6_MOUSE	tr|A0A8D2K1N8|A0A8D2K1N8_THEGE
OG0000047	tr|A2AVW3|A2AVW3_MOUSE	tr|A0A8D2F7I9|A0A8D2F7I9_THEGE, tr|A0A8D2F831|A0A8D2F831_THEGE, tr|A0A8D2F6D2|A0A8D2F6D2_THEGE, tr|A0A8D2FAG2|A0A8D2FAG2_THEGE, tr|A0A8D2F3M7|A0A8D2F3M7_THEGE, tr|A0A8D2K0Z5|A0A8D2K0Z5_THEGE, tr|A0A8D2F9Q9|A0A8D2F9Q9_THEGE, tr|A0A8D2K1E9|A0A8D2K1E9_THEGE, tr|A0A8D2F8L4|A0A8D2F8L4_THEGE, tr|A0A8D2F7C7|A0A8D2F7C7_THEGE
OG0000047	tr|Q8VET4|Q8VET4_MOUSE	tr|A0A8D2F8Q7|A0A8D2F8Q7_THEGE, tr|A0A8D2FA50|A0A8D2FA50_THEGE
OG0000048	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A8D2G5K7|A0A8D2G5K7_THEGE
OG0000048	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A8D2G4H5|A0A8D2G4H5_THEGE, tr|A0A8D2F3J7|A0A8D2F3J7_THEGE, tr|A0A8D2FVX9|A0A8D2FVX9_THEGE, tr|A0A8D2G203|A0A8D2G203_THEGE, tr|A0A8D2FJJ3|A0A8D2FJJ3_THEGE, tr|A0A8D2FWP7|A0A8D2FWP7_THEGE, tr|A0A8D2FXJ1|A0A8D2FXJ1_THEGE, tr|A0A8D2K792|A0A8D2K792_THEGE, tr|A0A8D2FWS9|A0A8D2FWS9_THEGE, tr|A0A8D2JWR1|A0A8D2JWR1_THEGE, tr|A0A8D2EN67|A0A8D2EN67_THEGE, tr|A0A8D2EPJ1|A0A8D2EPJ1_THEGE, tr|A0A8D2ESH0|A0A8D2ESH0_THEGE, tr|A0A8D2EVB9|A0A8D2EVB9_THEGE, tr|A0A8D2ER69|A0A8D2ER69_THEGE, tr|A0A8D2EV79|A0A8D2EV79_THEGE, tr|A0A8D2ETV1|A0A8D2ETV1_THEGE, tr|A0A8D2EP04|A0A8D2EP04_THEGE, tr|A0A8D2EPR3|A0A8D2EPR3_THEGE, tr|A0A8D2EPV0|A0A8D2EPV0_THEGE, tr|A0A8D2JVL2|A0A8D2JVL2_THEGE
OG0000050	tr|Q8VFC2|Q8VFC2_MOUSE	tr|A0A8D2EDJ2|A0A8D2EDJ2_THEGE, tr|A0A8D2EF36|A0A8D2EF36_THEGE
OG0000050	tr|Q7TRI8|Q7TRI8_MOUSE	tr|A0A8D2JVX5|A0A8D2JVX5_THEGE
OG0000050	sp|P23275|OLF15_MOUSE	tr|A0A8D2EB81|A0A8D2EB81_THEGE, tr|A0A8D2K4T7|A0A8D2K4T7_THEGE, tr|A0A8D2EHJ0|A0A8D2EHJ0_THEGE, tr|A0A8D2FI52|A0A8D2FI52_THEGE, tr|A0A8D2FSV9|A0A8D2FSV9_THEGE, tr|A0A8D2K2W4|A0A8D2K2W4_THEGE, tr|A0A8D2FSD0|A0A8D2FSD0_THEGE, tr|A0A8D2FJZ8|A0A8D2FJZ8_THEGE, tr|A0A8D2FQR8|A0A8D2FQR8_THEGE, tr|A0A8D2EFX9|A0A8D2EFX9_THEGE, tr|A0A8D2EDU8|A0A8D2EDU8_THEGE, tr|A0A8D2FJJ9|A0A8D2FJJ9_THEGE, tr|A0A8D2ECQ1|A0A8D2ECQ1_THEGE, tr|A0A8D2EE68|A0A8D2EE68_THEGE, tr|A0A8D2G9W7|A0A8D2G9W7_THEGE
OG0000051	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A8D2FXN5|A0A8D2FXN5_THEGE
OG0000051	sp|P10853|H2B1F_MOUSE	tr|A0A8D2EAE2|A0A8D2EAE2_THEGE
OG0000051	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A8D2JTC8|A0A8D2JTC8_THEGE, tr|A0A8D2F0Y7|A0A8D2F0Y7_THEGE, tr|A0A8D2F5C5|A0A8D2F5C5_THEGE, tr|A0A8D2F8T3|A0A8D2F8T3_THEGE, tr|A0A8D2EKZ9|A0A8D2EKZ9_THEGE, tr|A0A8D2E3E4|A0A8D2E3E4_THEGE
OG0000051	sp|Q64525|H2B2B_MOUSE	tr|A0A8D2JV48|A0A8D2JV48_THEGE, tr|A0A8D2EWN2|A0A8D2EWN2_THEGE
OG0000051	sp|P10854|H2B1M_MOUSE	tr|A0A8D2E651|A0A8D2E651_THEGE, tr|A0A8D2FZP1|A0A8D2FZP1_THEGE, tr|A0A8D2JV96|A0A8D2JV96_THEGE, tr|A0A8D2FR76|A0A8D2FR76_THEGE
OG0000052	sp|Q8VED5|K2C79_MOUSE	tr|A0A8D2JXL3|A0A8D2JXL3_THEGE
OG0000052	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A8D2EMX4|A0A8D2EMX4_THEGE
OG0000052	sp|Q6IFZ9|K2C74_MOUSE	tr|A0A8D2JX52|A0A8D2JX52_THEGE
OG0000052	sp|Q6NXH9|K2C73_MOUSE	tr|A0A8D2EL96|A0A8D2EL96_THEGE
OG0000052	sp|Q9R0H5|K2C71_MOUSE	tr|A0A8D2ENE4|A0A8D2ENE4_THEGE
OG0000052	sp|Q6IME9|K2C72_MOUSE	tr|A0A8D2ENM9|A0A8D2ENM9_THEGE
OG0000052	sp|Q9DCV7|K2C7_MOUSE	tr|A0A8D2EPP0|A0A8D2EPP0_THEGE, tr|A0A8D2ELU2|A0A8D2ELU2_THEGE, tr|A0A8D2E4Q2|A0A8D2E4Q2_THEGE, tr|A0A8D2E7Q3|A0A8D2E7Q3_THEGE, tr|A0A8D2E6M9|A0A8D2E6M9_THEGE, tr|A0A8D2FKJ6|A0A8D2FKJ6_THEGE, tr|A0A8D2JX01|A0A8D2JX01_THEGE, tr|A0A8D2G4E1|A0A8D2G4E1_THEGE
OG0000056	sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE2|H2A1C_MOUSE	tr|A0A8D2FY80|A0A8D2FY80_THEGE
OG0000056	sp|Q8BFU2|H2A3_MOUSE	tr|A0A8D2E3C5|A0A8D2E3C5_THEGE
OG0000056	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A8D2FZE6|A0A8D2FZE6_THEGE, tr|A0A8D2EPW7|A0A8D2EPW7_THEGE
OG0000058	tr|Q8VGW5|Q8VGW5_MOUSE	tr|A0A8D2GLG1|A0A8D2GLG1_THEGE
OG0000058	tr|Q8VG78|Q8VG78_MOUSE	tr|A0A8D2FYY9|A0A8D2FYY9_THEGE
OG0000058	tr|Q8VG19|Q8VG19_MOUSE, tr|Q8VGW1|Q8VGW1_MOUSE	tr|A0A8D2FPW7|A0A8D2FPW7_THEGE
OG0000058	tr|E9PX47|E9PX47_MOUSE, tr|E9PWI5|E9PWI5_MOUSE, tr|A0A2I3BR67|A0A2I3BR67_MOUSE, tr|A0A140T8L4|A0A140T8L4_MOUSE, tr|Q8VGA1|Q8VGA1_MOUSE, tr|E9PV95|E9PV95_MOUSE, tr|K7N6B3|K7N6B3_MOUSE, tr|F8VPJ8|F8VPJ8_MOUSE	tr|A0A8D2G112|A0A8D2G112_THEGE
OG0000062	sp|P84244|H33_MOUSE	tr|A0A8D2GM05|A0A8D2GM05_THEGE
OG0000062	sp|P84228|H32_MOUSE	tr|A0A8D2EPY2|A0A8D2EPY2_THEGE
OG0000062	sp|P68433|H31_MOUSE	tr|A0A8D2E2B5|A0A8D2E2B5_THEGE, tr|A0A8D2FRG3|A0A8D2FRG3_THEGE
OG0000063	sp|Q63880|EST3A_MOUSE, sp|Q8VCU1|EST3B_MOUSE, sp|Q8QZR3|EST2A_MOUSE, sp|Q8BK48|EST2E_MOUSE, tr|E9PV38|E9PV38_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, tr|Q08ED5|Q08ED5_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q8VCC2|EST1_MOUSE, tr|E9PYP1|E9PYP1_MOUSE, sp|Q8VCT4|EST1D_MOUSE, tr|D3Z298|D3Z298_MOUSE, sp|Q91WU0|EST1F_MOUSE, sp|Q64176|EST1E_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE, sp|P23953|EST1C_MOUSE, sp|Q8R0W5|EST4A_MOUSE	tr|A0A8D2EFS7|A0A8D2EFS7_THEGE
OG0000065	tr|Q7TS01|Q7TS01_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE	tr|A0A8D2K4X2|A0A8D2K4X2_THEGE
OG0000068	tr|Q8VFY3|Q8VFY3_MOUSE	tr|A0A8D2G325|A0A8D2G325_THEGE
OG0000068	tr|Q7TQV4|Q7TQV4_MOUSE	tr|A0A8D2G2S3|A0A8D2G2S3_THEGE
OG0000068	tr|L7MU75|L7MU75_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE	tr|A0A8D2GCH2|A0A8D2GCH2_THEGE
OG0000069	tr|E9Q6Y4|E9Q6Y4_MOUSE	tr|A0A8D2FMK6|A0A8D2FMK6_THEGE
OG0000069	sp|Q0VAW7|ZN112_MOUSE	tr|A0A8D2K3B4|A0A8D2K3B4_THEGE, tr|A0A8D2FJR9|A0A8D2FJR9_THEGE, tr|A0A8D2K3A1|A0A8D2K3A1_THEGE, tr|A0A8D2K387|A0A8D2K387_THEGE
OG0000069	tr|Q923D1|Q923D1_MOUSE	tr|A0A8D2FEX8|A0A8D2FEX8_THEGE, tr|A0A8D2FL24|A0A8D2FL24_THEGE, tr|A0A8D2FJ85|A0A8D2FJ85_THEGE, tr|A0A8D2K3F9|A0A8D2K3F9_THEGE, tr|A0A8D2K3I9|A0A8D2K3I9_THEGE, tr|A0A8D2FIU9|A0A8D2FIU9_THEGE, tr|A0A8D2FJZ1|A0A8D2FJZ1_THEGE
OG0000070	sp|P25444|RS2_MOUSE	tr|A0A8D2K1Z5|A0A8D2K1Z5_THEGE, tr|A0A8D2GG45|A0A8D2GG45_THEGE, tr|A0A8D2KAC1|A0A8D2KAC1_THEGE, tr|A0A8D2EDK5|A0A8D2EDK5_THEGE, tr|A0A8D2E7T4|A0A8D2E7T4_THEGE, tr|A0A8D2E6L4|A0A8D2E6L4_THEGE, tr|A0A8D2G168|A0A8D2G168_THEGE, tr|A0A8D2G0P9|A0A8D2G0P9_THEGE, tr|A0A8D2EVG9|A0A8D2EVG9_THEGE, tr|A0A8D2GCL8|A0A8D2GCL8_THEGE, tr|A0A8D2EHD4|A0A8D2EHD4_THEGE, tr|A0A8D2JWG7|A0A8D2JWG7_THEGE, tr|A0A8D2G2I4|A0A8D2G2I4_THEGE, tr|A0A8D2ETD5|A0A8D2ETD5_THEGE, tr|A0A8D2G8A0|A0A8D2G8A0_THEGE, tr|A0A8D2GLU0|A0A8D2GLU0_THEGE, tr|A0A8D2G006|A0A8D2G006_THEGE
OG0000071	tr|Q8VF06|Q8VF06_MOUSE	tr|A0A8D2JZ97|A0A8D2JZ97_THEGE
OG0000071	tr|F8VQ26|F8VQ26_MOUSE, tr|L7N1Y4|L7N1Y4_MOUSE, tr|E9PXN3|E9PXN3_MOUSE, tr|Q9WU94|Q9WU94_MOUSE, tr|E9PVA0|E9PVA0_MOUSE, tr|Q8VGW2|Q8VGW2_MOUSE, tr|A0A1B0GSN5|A0A1B0GSN5_MOUSE, tr|A0A1B0GSE1|A0A1B0GSE1_MOUSE, tr|Q8VGZ9|Q8VGZ9_MOUSE, tr|Q7TRP3|Q7TRP3_MOUSE, tr|Q8VG28|Q8VG28_MOUSE, tr|Q8VG26|Q8VG26_MOUSE, tr|Q8VGV8|Q8VGV8_MOUSE, tr|Q7TRR4|Q7TRR4_MOUSE	tr|A0A8D2G287|A0A8D2G287_THEGE
OG0000075	tr|Q7TR20|Q7TR20_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR12|Q7TR12_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE	tr|A0A8D2G4N6|A0A8D2G4N6_THEGE
OG0000076	sp|P56387|DYLT3_MOUSE	tr|A0A8D2ETC0|A0A8D2ETC0_THEGE, tr|A0A8D2E7N7|A0A8D2E7N7_THEGE, tr|A0A8D2E3A0|A0A8D2E3A0_THEGE, tr|A0A8D2EVZ7|A0A8D2EVZ7_THEGE, tr|A0A8D2K5T5|A0A8D2K5T5_THEGE, tr|A0A8D2EIF7|A0A8D2EIF7_THEGE, tr|A0A8D2K255|A0A8D2K255_THEGE, tr|A0A8D2FCI9|A0A8D2FCI9_THEGE, tr|A0A8D2FQF7|A0A8D2FQF7_THEGE, tr|A0A8D2F259|A0A8D2F259_THEGE, tr|A0A8D2EHE2|A0A8D2EHE2_THEGE, tr|A0A8D2K761|A0A8D2K761_THEGE, tr|A0A8D2EDB6|A0A8D2EDB6_THEGE, tr|A0A8D2FR57|A0A8D2FR57_THEGE, tr|A0A8D2G4A1|A0A8D2G4A1_THEGE, tr|A0A8D2G6T7|A0A8D2G6T7_THEGE
OG0000078	sp|Q91VN1|ZNF24_MOUSE	tr|A0A8D2FX33|A0A8D2FX33_THEGE
OG0000078	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A8D2JVF7|A0A8D2JVF7_THEGE, tr|A0A8D2JVE1|A0A8D2JVE1_THEGE, tr|A0A8D2JVA3|A0A8D2JVA3_THEGE, tr|A0A8D2FWN2|A0A8D2FWN2_THEGE, tr|A0A8D2EB42|A0A8D2EB42_THEGE, tr|A0A8D2FSL1|A0A8D2FSL1_THEGE, tr|A0A8D2G3M3|A0A8D2G3M3_THEGE, tr|A0A8D2G953|A0A8D2G953_THEGE, tr|A0A8D2FNR5|A0A8D2FNR5_THEGE, tr|A0A8D2K2H6|A0A8D2K2H6_THEGE, tr|A0A8D2K1E4|A0A8D2K1E4_THEGE, tr|A0A8D2F5D8|A0A8D2F5D8_THEGE, tr|A0A8D2EDL6|A0A8D2EDL6_THEGE, tr|A0A8D2JVM8|A0A8D2JVM8_THEGE
OG0000081	sp|Q99J93|IFM2_MOUSE, sp|Q9CQW9|IFM3_MOUSE, sp|Q9D103|IFM1_MOUSE, tr|G3X9Z2|G3X9Z2_MOUSE	tr|A0A8D2FAG5|A0A8D2FAG5_THEGE, tr|A0A8D2G118|A0A8D2G118_THEGE, tr|A0A8D2EPL5|A0A8D2EPL5_THEGE, tr|A0A8D2ESX6|A0A8D2ESX6_THEGE, tr|A0A8D2GCP7|A0A8D2GCP7_THEGE, tr|A0A8D2GEF5|A0A8D2GEF5_THEGE, tr|A0A8D2G197|A0A8D2G197_THEGE, tr|A0A8D2K1Z6|A0A8D2K1Z6_THEGE, tr|A0A8D2EZD7|A0A8D2EZD7_THEGE, tr|A0A8D2K6C3|A0A8D2K6C3_THEGE, tr|A0A8D2FCT8|A0A8D2FCT8_THEGE, tr|A0A8D2ECP1|A0A8D2ECP1_THEGE
OG0000084	tr|Q8CFE8|Q8CFE8_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q5U467|Q5U467_MOUSE	tr|A0A8D2EW59|A0A8D2EW59_THEGE
OG0000086	sp|P05213|TBA1B_MOUSE	tr|A0A8D2E8F0|A0A8D2E8F0_THEGE
OG0000086	sp|P68368|TBA4A_MOUSE	tr|A0A8D2K0Z6|A0A8D2K0Z6_THEGE
OG0000086	sp|Q9JJZ2|TBA8_MOUSE	tr|A0A8D2EYF1|A0A8D2EYF1_THEGE, tr|A0A8D2FIC1|A0A8D2FIC1_THEGE
OG0000086	sp|Q3UX10|TBAL3_MOUSE	tr|A0A8D2FWS0|A0A8D2FWS0_THEGE
OG0000086	sp|P05214|TBA3_MOUSE	tr|A0A8D2K452|A0A8D2K452_THEGE, tr|A0A8D2E7X9|A0A8D2E7X9_THEGE, tr|A0A8D2GCH8|A0A8D2GCH8_THEGE, tr|A0A8D2ELY7|A0A8D2ELY7_THEGE
OG0000087	sp|Q8C262|IIGP5_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, sp|Q62293|TGTP1_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, tr|Q61635|Q61635_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE	tr|A0A8D2K3Z2|A0A8D2K3Z2_THEGE
OG0000089	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A8D2ETU1|A0A8D2ETU1_THEGE
OG0000089	sp|Q61781|K1C14_MOUSE	tr|A0A8D2EQJ3|A0A8D2EQJ3_THEGE
OG0000089	sp|Q9QWL7|K1C17_MOUSE	tr|A0A8D2ERN9|A0A8D2ERN9_THEGE
OG0000089	sp|Q61414|K1C15_MOUSE	tr|A0A8D2ER60|A0A8D2ER60_THEGE
OG0000089	sp|P08730|K1C13_MOUSE	tr|A0A8D2JY53|A0A8D2JY53_THEGE
OG0000089	sp|P19001|K1C19_MOUSE	tr|A0A8D2ES88|A0A8D2ES88_THEGE, tr|A0A8D2ER57|A0A8D2ER57_THEGE
OG0000091	tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A8D2EIZ2|A0A8D2EIZ2_THEGE
OG0000091	sp|Q91Y57|SIG12_MOUSE	tr|A0A8D2EAC0|A0A8D2EAC0_THEGE, tr|A0A8D2E8P1|A0A8D2E8P1_THEGE
OG0000091	sp|Q920G3|SIGL5_MOUSE	tr|A0A8D2JVP7|A0A8D2JVP7_THEGE, tr|A0A8D2EEH5|A0A8D2EEH5_THEGE
OG0000091	sp|Q80ZE3|SIG10_MOUSE	tr|A0A8D2JTS5|A0A8D2JTS5_THEGE, tr|A0A8D2ECS7|A0A8D2ECS7_THEGE
OG0000091	sp|Q63994|CD33_MOUSE	tr|A0A8D2EAP8|A0A8D2EAP8_THEGE
OG0000092	sp|P00329|ADH1_MOUSE	tr|A0A8D2G8Y5|A0A8D2G8Y5_THEGE, tr|A0A8D2G3V4|A0A8D2G3V4_THEGE, tr|A0A8D2G6K8|A0A8D2G6K8_THEGE, tr|A0A8D2G342|A0A8D2G342_THEGE
OG0000092	sp|Q9QYY9|ADH4_MOUSE	tr|A0A8D2K8H6|A0A8D2K8H6_THEGE
OG0000092	sp|P28474|ADHX_MOUSE	tr|A0A8D2G9V6|A0A8D2G9V6_THEGE
OG0000092	tr|E9Q5Z6|E9Q5Z6_MOUSE, tr|A0A1D5RMB0|A0A1D5RMB0_MOUSE	tr|A0A8D2GA77|A0A8D2GA77_THEGE
OG0000092	sp|Q64437|ADH7_MOUSE	tr|A0A8D2K8N4|A0A8D2K8N4_THEGE
OG0000094	sp|P09602|HMGN2_MOUSE	tr|A0A8D2K3M2|A0A8D2K3M2_THEGE, tr|A0A8D2F9Y0|A0A8D2F9Y0_THEGE, tr|A0A8D2GIM2|A0A8D2GIM2_THEGE, tr|A0A8D2EVQ3|A0A8D2EVQ3_THEGE, tr|A0A8D2JUQ3|A0A8D2JUQ3_THEGE, tr|A0A8D2ETC6|A0A8D2ETC6_THEGE, tr|A0A8D2FU90|A0A8D2FU90_THEGE, tr|A0A8D2F8K4|A0A8D2F8K4_THEGE, tr|A0A8D2F6W4|A0A8D2F6W4_THEGE, tr|A0A8D2FBZ4|A0A8D2FBZ4_THEGE, tr|A0A8D2FU22|A0A8D2FU22_THEGE, tr|A0A8D2FL45|A0A8D2FL45_THEGE, tr|A0A8D2FGA9|A0A8D2FGA9_THEGE, tr|A0A8D2FDS0|A0A8D2FDS0_THEGE
OG0000096	sp|P47945|MT4_MOUSE	tr|A0A8D2FZK9|A0A8D2FZK9_THEGE, tr|A0A8D2EUV0|A0A8D2EUV0_THEGE, tr|A0A8D2K7T8|A0A8D2K7T8_THEGE, tr|A0A8D2JWQ0|A0A8D2JWQ0_THEGE, tr|A0A8D2G730|A0A8D2G730_THEGE, tr|A0A8D2JUM9|A0A8D2JUM9_THEGE, tr|A0A8D2G6U4|A0A8D2G6U4_THEGE, tr|A0A8D2G6W2|A0A8D2G6W2_THEGE, tr|A0A8D2FZ67|A0A8D2FZ67_THEGE, tr|A0A8D2K7Q1|A0A8D2K7Q1_THEGE, tr|A0A8D2FCE5|A0A8D2FCE5_THEGE, tr|A0A8D2G6T2|A0A8D2G6T2_THEGE, tr|A0A8D2G2Z1|A0A8D2G2Z1_THEGE, tr|A0A8D2K849|A0A8D2K849_THEGE
OG0000099	sp|Q7M721|TR120_MOUSE	tr|A0A8D2EB37|A0A8D2EB37_THEGE, tr|A0A8D2E4S0|A0A8D2E4S0_THEGE, tr|A0A8D2K5Y0|A0A8D2K5Y0_THEGE, tr|A0A8D2FX02|A0A8D2FX02_THEGE, tr|A0A8D2FX58|A0A8D2FX58_THEGE, tr|A0A8D2JUR6|A0A8D2JUR6_THEGE, tr|A0A8D2K688|A0A8D2K688_THEGE, tr|A0A8D2K5Y6|A0A8D2K5Y6_THEGE, tr|A0A8D2FW32|A0A8D2FW32_THEGE, tr|A0A8D2FXV2|A0A8D2FXV2_THEGE, tr|A0A8D2FA88|A0A8D2FA88_THEGE, tr|A0A8D2K677|A0A8D2K677_THEGE, tr|A0A8D2FWR5|A0A8D2FWR5_THEGE
OG0000100	sp|Q9CPP7|LIPG_MOUSE	tr|A0A8D2EPC4|A0A8D2EPC4_THEGE
OG0000100	sp|Q8BM14|LIPK_MOUSE	tr|A0A8D2EPP3|A0A8D2EPP3_THEGE
OG0000100	sp|Q9Z0M5|LICH_MOUSE	tr|A0A8D2EQK5|A0A8D2EQK5_THEGE
OG0000100	sp|Q8K2A6|LIPM_MOUSE	tr|A0A8D2EPP5|A0A8D2EPP5_THEGE
OG0000101	sp|P49312|ROA1_MOUSE	tr|A0A8D2FNN9|A0A8D2FNN9_THEGE, tr|A0A8D2FZ10|A0A8D2FZ10_THEGE
OG0000101	sp|Q8BG05|ROA3_MOUSE	tr|A0A8D2EXA5|A0A8D2EXA5_THEGE, tr|A0A8D2EZH3|A0A8D2EZH3_THEGE, tr|A0A8D2FKT6|A0A8D2FKT6_THEGE, tr|A0A8D2K9M1|A0A8D2K9M1_THEGE, tr|A0A8D2G9S8|A0A8D2G9S8_THEGE, tr|A0A8D2EJQ9|A0A8D2EJQ9_THEGE, tr|A0A8D2FML9|A0A8D2FML9_THEGE, tr|A0A8D2FM36|A0A8D2FM36_THEGE, tr|A0A8D2FT45|A0A8D2FT45_THEGE, tr|A0A8D2EXR3|A0A8D2EXR3_THEGE
OG0000102	sp|B1AQ75|KRT36_MOUSE	tr|A0A8D2ET25|A0A8D2ET25_THEGE
