Orthogroup	Mus_musculus	Rhinopithecus_roxellana
OG0000036	tr|Q8VF20|Q8VF20_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE, tr|F8VQB1|F8VQB1_MOUSE, tr|E9Q1L6|E9Q1L6_MOUSE, tr|K7N6V7|K7N6V7_MOUSE, tr|A0A2I3BPU7|A0A2I3BPU7_MOUSE, tr|A0A2I3BQR4|A0A2I3BQR4_MOUSE, sp|Q8VBW9|OLF63_MOUSE, tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE, tr|A0A140LHU2|A0A140LHU2_MOUSE, tr|Q7TQS2|Q7TQS2_MOUSE, tr|Q8VF55|Q8VF55_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE, tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE	tr|A0A2K6Q9Z4|A0A2K6Q9Z4_RHIRO
OG0000037	sp|Q80YP6|ZIK1_MOUSE	tr|A0A2K6PWK4|A0A2K6PWK4_RHIRO, tr|A0A2K6QAM3|A0A2K6QAM3_RHIRO, tr|A0A2K6P7H8|A0A2K6P7H8_RHIRO, tr|A0A2K6QEP7|A0A2K6QEP7_RHIRO, tr|A0A2K6RJE6|A0A2K6RJE6_RHIRO, tr|A0A2K6PF34|A0A2K6PF34_RHIRO, tr|A0A2K6P4C7|A0A2K6P4C7_RHIRO, tr|A0A2K6QTW7|A0A2K6QTW7_RHIRO, tr|A0A2K6QE40|A0A2K6QE40_RHIRO, tr|A0A2K6PS52|A0A2K6PS52_RHIRO, tr|A0A2K6PSH5|A0A2K6PSH5_RHIRO, tr|A0A2K6Q0I2|A0A2K6Q0I2_RHIRO, tr|A0A2K6R9X3|A0A2K6R9X3_RHIRO, tr|A0A2K6QEB0|A0A2K6QEB0_RHIRO, tr|A0A2K6QCW5|A0A2K6QCW5_RHIRO, tr|A0A2K6P5B8|A0A2K6P5B8_RHIRO, tr|A0A2K6RDR0|A0A2K6RDR0_RHIRO, tr|A0A2K6P8P1|A0A2K6P8P1_RHIRO, tr|A0A2K6RDS9|A0A2K6RDS9_RHIRO, tr|A0A2K6Q5I8|A0A2K6Q5I8_RHIRO, tr|A0A2K6NHX9|A0A2K6NHX9_RHIRO, tr|A0A2K6R9E4|A0A2K6R9E4_RHIRO, tr|A0A2K6RKK6|A0A2K6RKK6_RHIRO, tr|A0A2K6RKM7|A0A2K6RKM7_RHIRO, tr|A0A2K6NRK5|A0A2K6NRK5_RHIRO, tr|A0A2K6QD26|A0A2K6QD26_RHIRO, tr|A0A2K6QKB0|A0A2K6QKB0_RHIRO, tr|A0A2K6RPS0|A0A2K6RPS0_RHIRO, tr|A0A2K6NX45|A0A2K6NX45_RHIRO
OG0000043	sp|P01666|KV3AE_MOUSE, sp|P01668|KV3AG_MOUSE, sp|P01669|KV3AH_MOUSE, sp|P01667|KV3AF_MOUSE, sp|P01665|KV3AD_MOUSE, sp|P01664|KV3AC_MOUSE, sp|P01673|KV3AL_MOUSE, sp|P01674|KV3AM_MOUSE, tr|A0A075B5N9|A0A075B5N9_MOUSE, sp|P01671|KV3AJ_MOUSE, sp|P01670|KV3AI_MOUSE, sp|P01672|KV3AK_MOUSE, sp|P01663|KV3AB_MOUSE, sp|P01662|KV3AA_MOUSE, sp|P01660|KV3A8_MOUSE, sp|P01659|KV3A7_MOUSE, sp|P01658|KV3A6_MOUSE, sp|P01661|KV3A9_MOUSE, tr|A0A075B5N8|A0A075B5N8_MOUSE, tr|A0A140T8M6|A0A140T8M6_MOUSE, tr|A0A140T8P4|A0A140T8P4_MOUSE, tr|A0A075B5P1|A0A075B5P1_MOUSE, tr|A0A140T8Q0|A0A140T8Q0_MOUSE, tr|A0A140T8Q4|A0A140T8Q4_MOUSE, tr|A0A140T8P0|A0A140T8P0_MOUSE	tr|A0A2K6NAX6|A0A2K6NAX6_RHIRO
OG0000046	tr|E9PYP4|E9PYP4_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, sp|Q8VEX6|OL187_MOUSE, sp|Q8VFB9|OL183_MOUSE, sp|Q8VEX5|OL186_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, tr|E9Q9T3|E9Q9T3_MOUSE, sp|Q7TS48|OL180_MOUSE, sp|Q8VGQ7|OL181_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE, tr|Q8VGQ6|Q8VGQ6_MOUSE, tr|E9Q8F6|E9Q8F6_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE	tr|A0A2K6Q8W7|A0A2K6Q8W7_RHIRO
OG0000048	tr|E9Q235|E9Q235_MOUSE, tr|L7N213|L7N213_MOUSE, tr|Q8R256|Q8R256_MOUSE, tr|Q8VIB8|Q8VIB8_MOUSE, tr|Q8R255|Q8R255_MOUSE, tr|A0A5F8MPF7|A0A5F8MPF7_MOUSE, tr|Q8R254|Q8R254_MOUSE, tr|Q8R284|Q8R284_MOUSE, tr|A0A087WRV1|A0A087WRV1_MOUSE, tr|K7N608|K7N608_MOUSE, tr|Q8R287|Q8R287_MOUSE, tr|A0A2I3BPG7|A0A2I3BPG7_MOUSE, tr|Q8R293|Q8R293_MOUSE, tr|Q8K3N7|Q8K3N7_MOUSE, tr|Q8R290|Q8R290_MOUSE, tr|L7N1Z3|L7N1Z3_MOUSE, tr|F8VQ63|F8VQ63_MOUSE, tr|Q8R289|Q8R289_MOUSE, tr|E9PY60|E9PY60_MOUSE, tr|Q8R285|Q8R285_MOUSE, tr|E9Q373|E9Q373_MOUSE, tr|A2AMT7|A2AMT7_MOUSE, tr|A2AMT6|A2AMT6_MOUSE	tr|A0A2K6R2P3|A0A2K6R2P3_RHIRO
OG0000049	tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|Q7TS10|Q7TS10_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q923Q6|Q923Q6_MOUSE	tr|A0A2K6NR35|A0A2K6NR35_RHIRO
OG0000054	sp|Q91XY4|PCDG4_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q91XY7|Q91XY7_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XW9|Q91XW9_MOUSE	tr|A0A2K6PD03|A0A2K6PD03_RHIRO
OG0000055	sp|Q62471|VNS1_MOUSE, tr|A2BHR2|A2BHR2_MOUSE, sp|P02762|MUP6_MOUSE, sp|P11588|MUP1_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|P04938|MUP11_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P11589|MUP2_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|L7N222|L7N222_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11590|MUP4_MOUSE, sp|P11591|MUP5_MOUSE, sp|P04939|MUP3_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|Q5FW60|MUP20_MOUSE	tr|A0A2K6RNB9|A0A2K6RNB9_RHIRO
OG0000058	tr|Q8BIN6|Q8BIN6_MOUSE, sp|Q6P5C7|ZN728_MOUSE, tr|L7N1X4|L7N1X4_MOUSE, tr|Q7M6X3|Q7M6X3_MOUSE, tr|Q91W94|Q91W94_MOUSE, tr|Q80VN4|Q80VN4_MOUSE, tr|Q7TPL6|Q7TPL6_MOUSE, tr|Q8K2A4|Q8K2A4_MOUSE, tr|Q7M6X5|Q7M6X5_MOUSE, tr|Q8BX23|Q8BX23_MOUSE, tr|Q7M6X2|Q7M6X2_MOUSE, tr|E9PX85|E9PX85_MOUSE	tr|A0A2K6PME3|A0A2K6PME3_RHIRO, tr|A0A2K6NDN9|A0A2K6NDN9_RHIRO, tr|A0A2K6NFZ4|A0A2K6NFZ4_RHIRO, tr|A0A2K6Q373|A0A2K6Q373_RHIRO, tr|A0A2K6NNN2|A0A2K6NNN2_RHIRO, tr|A0A2K6NX19|A0A2K6NX19_RHIRO, tr|A0A2K6P1C2|A0A2K6P1C2_RHIRO, tr|A0A2K6Q480|A0A2K6Q480_RHIRO, tr|A0A2K6RBM9|A0A2K6RBM9_RHIRO
OG0000061	tr|A0A140T8P3|A0A140T8P3_MOUSE, tr|A0A0B4J1I1|A0A0B4J1I1_MOUSE	tr|A0A2K6PC65|A0A2K6PC65_RHIRO, tr|A0A2K6QC69|A0A2K6QC69_RHIRO, tr|A0A2K6NNP1|A0A2K6NNP1_RHIRO, tr|A0A2K6N9M0|A0A2K6N9M0_RHIRO, tr|A0A2K6NU38|A0A2K6NU38_RHIRO, tr|A0A2K6NQZ1|A0A2K6NQZ1_RHIRO, tr|A0A2K6QFV5|A0A2K6QFV5_RHIRO, tr|A0A2K6NL81|A0A2K6NL81_RHIRO, tr|A0A2K6NTB8|A0A2K6NTB8_RHIRO, tr|A0A2K6NNY6|A0A2K6NNY6_RHIRO, tr|A0A2K6NQG0|A0A2K6NQG0_RHIRO, tr|A0A2K6P4X0|A0A2K6P4X0_RHIRO, tr|A0A2K6QGW5|A0A2K6QGW5_RHIRO, tr|A0A2K6NDF7|A0A2K6NDF7_RHIRO, tr|A0A2K6NIG9|A0A2K6NIG9_RHIRO, tr|A0A2K6NHL8|A0A2K6NHL8_RHIRO, tr|A0A2K6QHS0|A0A2K6QHS0_RHIRO, tr|A0A2K6QDL1|A0A2K6QDL1_RHIRO
OG0000063	sp|Q9DCV7|K2C7_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q9R0H5|K2C71_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|P07744|K2C4_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, sp|Q8VED5|K2C79_MOUSE, sp|P04104|K2C1_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, sp|Q9Z331|K2C6B_MOUSE, sp|P50446|K2C6A_MOUSE	tr|A0A2K6QYD7|A0A2K6QYD7_RHIRO
OG0000065	sp|P25444|RS2_MOUSE	tr|A0A2K6N8B3|A0A2K6N8B3_RHIRO, tr|A0A2K6QY83|A0A2K6QY83_RHIRO, tr|A0A2K6NLR1|A0A2K6NLR1_RHIRO, tr|A0A2K6RC05|A0A2K6RC05_RHIRO, tr|A0A2K6PBE5|A0A2K6PBE5_RHIRO, tr|A0A2K6QRK7|A0A2K6QRK7_RHIRO, tr|A0A2K6NMJ1|A0A2K6NMJ1_RHIRO, tr|A0A2K6PRM2|A0A2K6PRM2_RHIRO, tr|A0A2K6NIV9|A0A2K6NIV9_RHIRO, tr|A0A2K6R6L3|A0A2K6R6L3_RHIRO, tr|A0A2K6RKK2|A0A2K6RKK2_RHIRO, tr|A0A2K6Q2V7|A0A2K6Q2V7_RHIRO, tr|A0A2K6RMB3|A0A2K6RMB3_RHIRO, tr|A0A2K6Q219|A0A2K6Q219_RHIRO, tr|A0A2K6QE62|A0A2K6QE62_RHIRO, tr|A0A2K6QGE6|A0A2K6QGE6_RHIRO, tr|A0A2K6P6Z2|A0A2K6P6Z2_RHIRO, tr|A0A2K6PX97|A0A2K6PX97_RHIRO
OG0000069	tr|Q923D1|Q923D1_MOUSE	tr|A0A2K6PYU2|A0A2K6PYU2_RHIRO
OG0000069	tr|E9Q6Y4|E9Q6Y4_MOUSE	tr|A0A2K6Q6J2|A0A2K6Q6J2_RHIRO, tr|A0A2K6RA14|A0A2K6RA14_RHIRO
OG0000069	sp|Q0VAW7|ZN112_MOUSE	tr|A0A2K6NNS6|A0A2K6NNS6_RHIRO, tr|A0A2K6PQ37|A0A2K6PQ37_RHIRO, tr|A0A2K6P7Y2|A0A2K6P7Y2_RHIRO, tr|A0A2K6Q150|A0A2K6Q150_RHIRO
OG0000072	tr|Q7TS19|Q7TS19_MOUSE	tr|A0A2K6NQ91|A0A2K6NQ91_RHIRO
OG0000072	tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A2K6NCL2|A0A2K6NCL2_RHIRO
OG0000072	tr|Q9QZ19|Q9QZ19_MOUSE	tr|A0A2K6NP49|A0A2K6NP49_RHIRO
OG0000072	tr|Q9QZ20|Q9QZ20_MOUSE, tr|Q8VGA9|Q8VGA9_MOUSE	tr|A0A2K6NQ54|A0A2K6NQ54_RHIRO
OG0000073	tr|E9Q0B6|E9Q0B6_MOUSE	tr|A0A2K6PJV3|A0A2K6PJV3_RHIRO
OG0000073	sp|P0C6F1|DYH2_MOUSE	tr|A0A2K6Q5M2|A0A2K6Q5M2_RHIRO
OG0000073	tr|E9Q0T8|E9Q0T8_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE	tr|A0A2K6QM43|A0A2K6QM43_RHIRO
OG0000073	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A2K6PQ51|A0A2K6PQ51_RHIRO
OG0000073	sp|Q8BW94|DYH3_MOUSE	tr|A0A2K6PMS4|A0A2K6PMS4_RHIRO
OG0000073	sp|E9Q8T7|DYH1_MOUSE	tr|A0A2K6RAT4|A0A2K6RAT4_RHIRO
OG0000073	tr|A0A571BGC3|A0A571BGC3_MOUSE	tr|A0A2K6QFP3|A0A2K6QFP3_RHIRO, tr|A0A2K6P339|A0A2K6P339_RHIRO
OG0000074	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A2K6Q2D4|A0A2K6Q2D4_RHIRO
OG0000074	sp|P11679|K2C8_MOUSE	tr|A0A2K6RDQ4|A0A2K6RDQ4_RHIRO, tr|A0A2K6NBJ7|A0A2K6NBJ7_RHIRO, tr|A0A2K6QQH5|A0A2K6QQH5_RHIRO, tr|A0A2K6Q6Z9|A0A2K6Q6Z9_RHIRO, tr|A0A2K6P5T7|A0A2K6P5T7_RHIRO, tr|A0A2K6PRD4|A0A2K6PRD4_RHIRO, tr|A0A2K6N9W8|A0A2K6N9W8_RHIRO, tr|A0A2K6NCU3|A0A2K6NCU3_RHIRO, tr|A0A2K6QEX9|A0A2K6QEX9_RHIRO, tr|A0A2K6PXZ7|A0A2K6PXZ7_RHIRO, tr|A0A2K6NVV1|A0A2K6NVV1_RHIRO, tr|A0A2K6NLD5|A0A2K6NLD5_RHIRO, tr|A0A2K6P3P5|A0A2K6P3P5_RHIRO, tr|A0A2K6Q1H3|A0A2K6Q1H3_RHIRO
OG0000077	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE	tr|A0A2K6P1A2|A0A2K6P1A2_RHIRO
OG0000079	sp|P10126|EF1A1_MOUSE	tr|A0A2K6N9I8|A0A2K6N9I8_RHIRO
OG0000079	sp|P62631|EF1A2_MOUSE	tr|A0A2K6RQ54|A0A2K6RQ54_RHIRO, tr|A0A2K6QVX4|A0A2K6QVX4_RHIRO, tr|A0A2K6QHP9|A0A2K6QHP9_RHIRO, tr|A0A2K6P5H1|A0A2K6P5H1_RHIRO, tr|A0A2K6NV23|A0A2K6NV23_RHIRO, tr|A0A2K6R9Q6|A0A2K6R9Q6_RHIRO, tr|A0A2K6RNV3|A0A2K6RNV3_RHIRO, tr|A0A2K6P6P0|A0A2K6P6P0_RHIRO, tr|A0A2K6RV55|A0A2K6RV55_RHIRO, tr|A0A2K6R2Y2|A0A2K6R2Y2_RHIRO, tr|A0A2K6P4N6|A0A2K6P4N6_RHIRO, tr|A0A2K6PF07|A0A2K6PF07_RHIRO, tr|A0A2K6NFP8|A0A2K6NFP8_RHIRO
OG0000080	sp|Q91VN1|ZNF24_MOUSE	tr|A0A2K6PR97|A0A2K6PR97_RHIRO
OG0000080	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2K6QM07|A0A2K6QM07_RHIRO, tr|A0A2K6RRD1|A0A2K6RRD1_RHIRO, tr|A0A2K6PFB8|A0A2K6PFB8_RHIRO, tr|A0A2K6RC88|A0A2K6RC88_RHIRO, tr|A0A2K6PY14|A0A2K6PY14_RHIRO, tr|A0A2K6NI84|A0A2K6NI84_RHIRO, tr|A0A2K6QBX8|A0A2K6QBX8_RHIRO, tr|A0A2K6Q432|A0A2K6Q432_RHIRO, tr|A0A2K6P8L7|A0A2K6P8L7_RHIRO, tr|A0A2K6P5C2|A0A2K6P5C2_RHIRO, tr|A0A2K6QAB4|A0A2K6QAB4_RHIRO, tr|A0A2K6NQL7|A0A2K6NQL7_RHIRO, tr|A0A2K6RW34|A0A2K6RW34_RHIRO
OG0000081	tr|Q8VFV1|Q8VFV1_MOUSE, tr|K7N659|K7N659_MOUSE, tr|Q8VG74|Q8VG74_MOUSE, tr|Q8VFN1|Q8VFN1_MOUSE, tr|Q14AK5|Q14AK5_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE, tr|Q8VFC8|Q8VFC8_MOUSE, sp|Q8VFT4|OL734_MOUSE, tr|Q5SW49|Q5SW49_MOUSE, tr|Q5SW50|Q5SW50_MOUSE, tr|Q5SW48|Q5SW48_MOUSE, tr|Q0VDY1|Q0VDY1_MOUSE, tr|Q8VFU9|Q8VFU9_MOUSE, tr|Q8VFV0|Q8VFV0_MOUSE	tr|A0A2K6R798|A0A2K6R798_RHIRO
OG0000082	tr|Q8VGW6|Q8VGW6_MOUSE	tr|A0A2K6NMC3|A0A2K6NMC3_RHIRO
OG0000082	tr|Q8VFG4|Q8VFG4_MOUSE, tr|Q8VFG2|Q8VFG2_MOUSE, tr|Q8VF69|Q8VF69_MOUSE, tr|Q7TS30|Q7TS30_MOUSE, tr|Q8VG94|Q8VG94_MOUSE, tr|Q8VEY4|Q8VEY4_MOUSE, tr|Q8VG95|Q8VG95_MOUSE, tr|Q7TRI7|Q7TRI7_MOUSE, tr|Q8VG72|Q8VG72_MOUSE, tr|Q7TQU5|Q7TQU5_MOUSE, tr|K9J6X0|K9J6X0_MOUSE, sp|Q60890|OLF11_MOUSE	tr|A0A2K6NKT0|A0A2K6NKT0_RHIRO
OG0000088	sp|P10076|ZFP26_MOUSE, sp|Q8R1D1|ZN426_MOUSE	tr|A0A2K6PGG3|A0A2K6PGG3_RHIRO, tr|A0A2K6N9D3|A0A2K6N9D3_RHIRO, tr|A0A2K6Q1J0|A0A2K6Q1J0_RHIRO, tr|A0A2K6PI67|A0A2K6PI67_RHIRO, tr|A0A2K6P2E3|A0A2K6P2E3_RHIRO, tr|A0A2K6RDT4|A0A2K6RDT4_RHIRO, tr|A0A2K6RJI7|A0A2K6RJI7_RHIRO, tr|A0A2K6PRR8|A0A2K6PRR8_RHIRO, tr|A0A2K6RMM3|A0A2K6RMM3_RHIRO, tr|A0A2K6NUC1|A0A2K6NUC1_RHIRO, tr|A0A2K6PP64|A0A2K6PP64_RHIRO, tr|A0A2K6PIL7|A0A2K6PIL7_RHIRO, tr|A0A2K6RJV1|A0A2K6RJV1_RHIRO
OG0000089	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A2K6NJX4|A0A2K6NJX4_RHIRO, tr|A0A2K6Q9E0|A0A2K6Q9E0_RHIRO
OG0000089	sp|E9Q5R7|NAL12_MOUSE	tr|A0A2K6RUD2|A0A2K6RUD2_RHIRO
OG0000089	sp|Q8R4B8|NLRP3_MOUSE	tr|A0A2K6RXV9|A0A2K6RXV9_RHIRO
OG0000089	sp|Q6B966|NAL14_MOUSE	tr|A0A2K6NSZ5|A0A2K6NSZ5_RHIRO, tr|A0A2K6QYK6|A0A2K6QYK6_RHIRO, tr|A0A2K6RJA3|A0A2K6RJA3_RHIRO, tr|A0A2K6RHP3|A0A2K6RHP3_RHIRO, tr|A0A2K6RLE2|A0A2K6RLE2_RHIRO
OG0000090	sp|Q8BM14|LIPK_MOUSE	tr|A0A2K6PAE5|A0A2K6PAE5_RHIRO
OG0000090	sp|Q9CPP7|LIPG_MOUSE	tr|A0A2K6RV75|A0A2K6RV75_RHIRO
OG0000090	sp|Q8K2A6|LIPM_MOUSE	tr|A0A2K6PS08|A0A2K6PS08_RHIRO
OG0000090	sp|Q9Z0M5|LICH_MOUSE	tr|A0A2K6R9M2|A0A2K6R9M2_RHIRO
OG0000093	tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y18|Q91Y18_MOUSE	tr|A0A2K6NY24|A0A2K6NY24_RHIRO
OG0000095	sp|P29341|PABP1_MOUSE	tr|A0A2K6RDJ3|A0A2K6RDJ3_RHIRO
OG0000095	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A2K6PQ38|A0A2K6PQ38_RHIRO
OG0000095	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A2K6NJ29|A0A2K6NJ29_RHIRO, tr|A0A2K6RP68|A0A2K6RP68_RHIRO
OG0000095	tr|Q62029|Q62029_MOUSE	tr|A0A2K6PIN0|A0A2K6PIN0_RHIRO, tr|A0A2K6P2G6|A0A2K6P2G6_RHIRO, tr|A0A2K6NWA1|A0A2K6NWA1_RHIRO, tr|A0A2K6RR59|A0A2K6RR59_RHIRO, tr|A0A2K6QBU3|A0A2K6QBU3_RHIRO
OG0000097	sp|P16125|LDHB_MOUSE	tr|A0A2K6NYL2|A0A2K6NYL2_RHIRO, tr|A0A2K6N717|A0A2K6N717_RHIRO, tr|A0A2K6NN43|A0A2K6NN43_RHIRO, tr|A0A2K6QT31|A0A2K6QT31_RHIRO, tr|A0A2K6P194|A0A2K6P194_RHIRO, tr|A0A2K6PBJ0|A0A2K6PBJ0_RHIRO, tr|A0A2K6P571|A0A2K6P571_RHIRO, tr|A0A2K6RAA8|A0A2K6RAA8_RHIRO, tr|A0A2K6NXB1|A0A2K6NXB1_RHIRO, tr|A0A2K6QR25|A0A2K6QR25_RHIRO, tr|A0A2K6Q921|A0A2K6Q921_RHIRO, tr|A0A2K6RS42|A0A2K6RS42_RHIRO, tr|A0A2K6P3S1|A0A2K6P3S1_RHIRO
OG0000099	sp|P14148|RL7_MOUSE	tr|A0A2K6NVX5|A0A2K6NVX5_RHIRO, tr|A0A2K6N889|A0A2K6N889_RHIRO, tr|A0A2K6PB96|A0A2K6PB96_RHIRO, tr|A0A2K6QJR5|A0A2K6QJR5_RHIRO, tr|A0A2K6PAR6|A0A2K6PAR6_RHIRO, tr|A0A2K6QAP2|A0A2K6QAP2_RHIRO, tr|A0A2K6QA50|A0A2K6QA50_RHIRO, tr|A0A2K6NCJ6|A0A2K6NCJ6_RHIRO, tr|A0A2K6NXK7|A0A2K6NXK7_RHIRO, tr|A0A2K6R009|A0A2K6R009_RHIRO, tr|A0A2K6PRM8|A0A2K6PRM8_RHIRO, tr|A0A2K6QE24|A0A2K6QE24_RHIRO
OG0000100	tr|A0A0A6YWG4|A0A0A6YWG4_MOUSE, tr|A0A075B5Q0|A0A075B5Q0_MOUSE, sp|P18529|HVM58_MOUSE, tr|A0A075B5P9|A0A075B5P9_MOUSE, sp|P18530|HVM59_MOUSE, tr|A0A075B5Q2|A0A075B5Q2_MOUSE, sp|P18526|HVM55_MOUSE, tr|A0A075B5Q6|A0A075B5Q6_MOUSE, sp|P18524|HVM53_MOUSE, tr|A0A075B5P7|A0A075B5P7_MOUSE, sp|P18525|HVM54_MOUSE, tr|A0A075B5Q4|A0A075B5Q4_MOUSE	tr|A0A2K6PNP9|A0A2K6PNP9_RHIRO
OG0000102	sp|Q5QD04|TAAR9_MOUSE	tr|A0A2K6NTD1|A0A2K6NTD1_RHIRO
OG0000102	sp|Q5QD13|TAAR6_MOUSE	tr|A0A2K6NC89|A0A2K6NC89_RHIRO
OG0000102	sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE	tr|A0A2K6RHN8|A0A2K6RHN8_RHIRO
