Orthogroup	Mus_musculus	Bison_bison_bison
OG0000047	sp|E9Q236|MRP4_MOUSE	tr|A0A6P3GY99|A0A6P3GY99_BISBI, tr|A0A6P3GZR0|A0A6P3GZR0_BISBI, tr|A0A6P3GXI2|A0A6P3GXI2_BISBI, tr|A0A6P3H3L5|A0A6P3H3L5_BISBI, tr|A0A6P3GT22|A0A6P3GT22_BISBI, tr|A0A6P3GDW5|A0A6P3GDW5_BISBI, tr|A0A6P3GXT4|A0A6P3GXT4_BISBI, tr|A0A6P3GU15|A0A6P3GU15_BISBI, tr|A0A6P3H389|A0A6P3H389_BISBI, tr|A0A6P3GVH6|A0A6P3GVH6_BISBI, tr|A0A6P3HXY6|A0A6P3HXY6_BISBI, tr|A0A6P3GSM7|A0A6P3GSM7_BISBI, tr|A0A6P3GTV1|A0A6P3GTV1_BISBI, tr|A0A6P3GZT4|A0A6P3GZT4_BISBI, tr|A0A6P3GVD4|A0A6P3GVD4_BISBI, tr|A0A6P3GVC3|A0A6P3GVC3_BISBI, tr|A0A6P3HMJ4|A0A6P3HMJ4_BISBI, tr|A0A6P3HY16|A0A6P3HY16_BISBI, tr|A0A6P3GLJ9|A0A6P3GLJ9_BISBI, tr|A0A6P3GVP3|A0A6P3GVP3_BISBI, tr|A0A6P3GLK8|A0A6P3GLK8_BISBI, tr|A0A6P3HPH8|A0A6P3HPH8_BISBI, tr|A0A6P3I0R2|A0A6P3I0R2_BISBI
OG0000048	tr|A1L1B4|A1L1B4_MOUSE, tr|Q8VET6|Q8VET6_MOUSE	tr|A0A6P3IAS6|A0A6P3IAS6_BISBI
OG0000048	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A6P3H9R6|A0A6P3H9R6_BISBI
OG0000048	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A6P3H1K0|A0A6P3H1K0_BISBI
OG0000054	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A6P3HRD6|A0A6P3HRD6_BISBI, tr|A0A6P3HTM7|A0A6P3HTM7_BISBI
OG0000054	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A6P3HG53|A0A6P3HG53_BISBI, tr|A0A6P3HRU2|A0A6P3HRU2_BISBI, tr|A0A6P3HRD1|A0A6P3HRD1_BISBI, tr|A0A6P3HTN1|A0A6P3HTN1_BISBI, tr|A0A6P3HTF9|A0A6P3HTF9_BISBI, tr|A0A6P3HHQ8|A0A6P3HHQ8_BISBI, tr|A0A6P3HHX7|A0A6P3HHX7_BISBI
OG0000054	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A6P3HP23|A0A6P3HP23_BISBI, tr|A0A6P3HYI5|A0A6P3HYI5_BISBI, tr|A0A6P3I0S1|A0A6P3I0S1_BISBI, tr|A0A6P3HYP1|A0A6P3HYP1_BISBI, tr|A0A6P3HNW7|A0A6P3HNW7_BISBI, tr|A0A6P3I0M4|A0A6P3I0M4_BISBI, tr|A0A6P3HTN5|A0A6P3HTN5_BISBI, tr|A0A6P3HRU6|A0A6P3HRU6_BISBI
OG0000055	tr|D3Z445|D3Z445_MOUSE	tr|A0A6P3INX9|A0A6P3INX9_BISBI
OG0000055	sp|Q62396|ZFP92_MOUSE	tr|A0A6P3H578|A0A6P3H578_BISBI, tr|A0A6P3GQJ5|A0A6P3GQJ5_BISBI
OG0000055	sp|Q7TNU6|ZN250_MOUSE	tr|A0A6P3GX14|A0A6P3GX14_BISBI
OG0000055	sp|Q8BIQ3|ZNF2_MOUSE	tr|A0A6P3IEB6|A0A6P3IEB6_BISBI
OG0000056	tr|E9PWV2|E9PWV2_MOUSE	tr|A0A6P3HRB4|A0A6P3HRB4_BISBI
OG0000056	sp|Q62007|OLF16_MOUSE	tr|A0A6P3I2R6|A0A6P3I2R6_BISBI, tr|A0A6P3I0I6|A0A6P3I0I6_BISBI, tr|A0A6P3HRD4|A0A6P3HRD4_BISBI, tr|A0A6P3I0K4|A0A6P3I0K4_BISBI
OG0000056	tr|E9Q848|E9Q848_MOUSE	tr|A0A6P3HRA0|A0A6P3HRA0_BISBI, tr|A0A6P3I0P4|A0A6P3I0P4_BISBI, tr|A0A6P3HRI1|A0A6P3HRI1_BISBI, tr|A0A6P3HRB6|A0A6P3HRB6_BISBI, tr|A0A6P3I0P2|A0A6P3I0P2_BISBI, tr|A0A6P3HRI9|A0A6P3HRI9_BISBI, tr|A0A6P3I0J2|A0A6P3I0J2_BISBI, tr|A0A6P3HRH4|A0A6P3HRH4_BISBI, tr|A0A6P3I2W7|A0A6P3I2W7_BISBI, tr|A0A6P3I0P7|A0A6P3I0P7_BISBI
OG0000057	sp|A2A761|ZFP69_MOUSE	tr|A0A6P3J3I1|A0A6P3J3I1_BISBI, tr|A0A6P3J8T1|A0A6P3J8T1_BISBI
OG0000057	sp|Q61967|ZFP90_MOUSE	tr|A0A6P3I853|A0A6P3I853_BISBI, tr|A0A6P3H162|A0A6P3H162_BISBI, tr|A0A6P3G4V5|A0A6P3G4V5_BISBI, tr|A0A6P3GJZ5|A0A6P3GJZ5_BISBI, tr|A0A6P3GIV0|A0A6P3GIV0_BISBI, tr|A0A6P3H1L5|A0A6P3H1L5_BISBI, tr|A0A6P3GEB7|A0A6P3GEB7_BISBI, tr|A0A6P3IU97|A0A6P3IU97_BISBI, tr|A0A6P3IAP0|A0A6P3IAP0_BISBI, tr|A0A6P3HW46|A0A6P3HW46_BISBI, tr|A0A6P3IPE9|A0A6P3IPE9_BISBI, tr|A0A6P3HBC4|A0A6P3HBC4_BISBI, tr|A0A6P3GFA0|A0A6P3GFA0_BISBI, tr|A0A6P3I2H2|A0A6P3I2H2_BISBI, tr|A0A6P3J6D1|A0A6P3J6D1_BISBI, tr|A0A6P3IXX9|A0A6P3IXX9_BISBI
OG0000058	tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE	tr|A0A6P3GR79|A0A6P3GR79_BISBI
OG0000058	tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A6P3INU7|A0A6P3INU7_BISBI
OG0000058	tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE	tr|A0A6P3GZ60|A0A6P3GZ60_BISBI
OG0000059	sp|Q91ZB7|MRGRE_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q91ZC0|MRGB4_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE, sp|Q91WW5|MRGA1_MOUSE	tr|A0A6P3IZ27|A0A6P3IZ27_BISBI
OG0000061	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A6P3H8L1|A0A6P3H8L1_BISBI, tr|A0A6P3H199|A0A6P3H199_BISBI, tr|A0A6P3H8U6|A0A6P3H8U6_BISBI, tr|A0A6P3H084|A0A6P3H084_BISBI, tr|A0A6P3ISY3|A0A6P3ISY3_BISBI, tr|A0A6P3HF50|A0A6P3HF50_BISBI, tr|A0A6P3H0D4|A0A6P3H0D4_BISBI, tr|A0A6P3HGN7|A0A6P3HGN7_BISBI, tr|A0A6P3HEJ0|A0A6P3HEJ0_BISBI, tr|A0A6P3H6X3|A0A6P3H6X3_BISBI, tr|A0A6P3GXX1|A0A6P3GXX1_BISBI, tr|A0A6P3GW94|A0A6P3GW94_BISBI, tr|A0A6P3J300|A0A6P3J300_BISBI, tr|A0A6P3H6W3|A0A6P3H6W3_BISBI, tr|A0A6P3ITV0|A0A6P3ITV0_BISBI, tr|A0A6P3GVR8|A0A6P3GVR8_BISBI, tr|A0A6P3ILB7|A0A6P3ILB7_BISBI, tr|A0A6P3H8S2|A0A6P3H8S2_BISBI
OG0000068	sp|Q03137|EPHA4_MOUSE	tr|A0A6P3H803|A0A6P3H803_BISBI
OG0000068	sp|P54754|EPHB3_MOUSE	tr|A0A6P3IMA5|A0A6P3IMA5_BISBI
OG0000068	sp|P54763|EPHB2_MOUSE, sp|Q8CBF3|EPHB1_MOUSE	tr|A0A6P3IQM3|A0A6P3IQM3_BISBI
OG0000068	sp|O09127|EPHA8_MOUSE	tr|A0A6P3GNY3|A0A6P3GNY3_BISBI
OG0000068	sp|Q8BYG9|EPHAA_MOUSE, sp|Q61772|EPHA7_MOUSE	tr|A0A6P3GTS3|A0A6P3GTS3_BISBI
OG0000068	sp|Q62413|EPHA6_MOUSE	tr|A0A6P3I4X6|A0A6P3I4X6_BISBI
OG0000068	sp|P29319|EPHA3_MOUSE	tr|A0A6P3I353|A0A6P3I353_BISBI
OG0000068	sp|Q60629|EPHA5_MOUSE	tr|A0A6P3I5S3|A0A6P3I5S3_BISBI
OG0000069	tr|A0A0B4J1H1|A0A0B4J1H1_MOUSE, tr|A0A0B4J1H0|A0A0B4J1H0_MOUSE, tr|A0A0B4J1G9|A0A0B4J1G9_MOUSE, sp|P01735|TVB86_MOUSE, sp|P06321|TVB8_MOUSE, tr|A0A075B5I2|A0A075B5I2_MOUSE, tr|A0A0B4J1G8|A0A0B4J1G8_MOUSE, tr|A0A140T8P8|A0A140T8P8_MOUSE, tr|A0A140T8L9|A0A140T8L9_MOUSE, tr|A0A0A6YYE3|A0A0A6YYE3_MOUSE, sp|P06320|TVB7_MOUSE, tr|A0A0B4J1H3|A0A0B4J1H3_MOUSE, tr|A0A0A6YYE2|A0A0A6YYE2_MOUSE, tr|A0A075B5I8|A0A075B5I8_MOUSE, tr|A0A075B5I9|A0A075B5I9_MOUSE, sp|P01734|TVB1_MOUSE, tr|A0A075B5J0|A0A075B5J0_MOUSE	tr|A0A6P3IQB4|A0A6P3IQB4_BISBI
OG0000070	sp|Q61955|KLK8_MOUSE	tr|A0A6P3I813|A0A6P3I813_BISBI
OG0000070	sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15948|K1B22_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P04071|K1B16_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q61759|K1B21_MOUSE	tr|A0A6P3I8E0|A0A6P3I8E0_BISBI
OG0000077	tr|Q8VEV1|Q8VEV1_MOUSE	tr|A0A6P3HL81|A0A6P3HL81_BISBI, tr|A0A6P3HV40|A0A6P3HV40_BISBI, tr|A0A6P3HK75|A0A6P3HK75_BISBI, tr|A0A6P3HL86|A0A6P3HL86_BISBI, tr|A0A6P3HV45|A0A6P3HV45_BISBI, tr|A0A6P3HV93|A0A6P3HV93_BISBI, tr|A0A6P3HXB6|A0A6P3HXB6_BISBI, tr|A0A6P3HVA8|A0A6P3HVA8_BISBI, tr|A0A6P3HK70|A0A6P3HK70_BISBI, tr|A0A6P3HV36|A0A6P3HV36_BISBI, tr|A0A6P3HK91|A0A6P3HK91_BISBI, tr|A0A6P3HK94|A0A6P3HK94_BISBI, tr|A0A6P3HV59|A0A6P3HV59_BISBI, tr|A0A6P3HXD2|A0A6P3HXD2_BISBI, tr|A0A6P3HL76|A0A6P3HL76_BISBI, tr|A0A6P3HLA1|A0A6P3HLA1_BISBI
OG0000078	tr|B2RTN3|B2RTN3_MOUSE	tr|A0A6P3IZ33|A0A6P3IZ33_BISBI, tr|A0A6P3IVV8|A0A6P3IVV8_BISBI, tr|A0A6P3IP11|A0A6P3IP11_BISBI, tr|A0A6P3H0R4|A0A6P3H0R4_BISBI, tr|A0A6P3IPC2|A0A6P3IPC2_BISBI, tr|A0A6P3GSJ3|A0A6P3GSJ3_BISBI, tr|A0A6P3ILR5|A0A6P3ILR5_BISBI, tr|A0A6P3H4K7|A0A6P3H4K7_BISBI, tr|A0A6P3GHN4|A0A6P3GHN4_BISBI, tr|A0A6P3GS10|A0A6P3GS10_BISBI, tr|A0A6P3IQ02|A0A6P3IQ02_BISBI, tr|A0A6P3IUD3|A0A6P3IUD3_BISBI, tr|A0A6P3J1C0|A0A6P3J1C0_BISBI, tr|A0A6P3I2E8|A0A6P3I2E8_BISBI, tr|A0A6P3GHS0|A0A6P3GHS0_BISBI, tr|A0A6P3IY01|A0A6P3IY01_BISBI
OG0000079	sp|Q8VBW9|OLF63_MOUSE	tr|A0A6P3GL57|A0A6P3GL57_BISBI, tr|A0A6P3HZP3|A0A6P3HZP3_BISBI, tr|A0A6P3HZC4|A0A6P3HZC4_BISBI, tr|A0A6P3GZG8|A0A6P3GZG8_BISBI, tr|A0A6P3H0Z9|A0A6P3H0Z9_BISBI, tr|A0A6P3HMR5|A0A6P3HMR5_BISBI, tr|A0A6P3H128|A0A6P3H128_BISBI, tr|A0A6P3GZZ3|A0A6P3GZZ3_BISBI, tr|A0A6P3H123|A0A6P3H123_BISBI, tr|A0A6P3GRJ0|A0A6P3GRJ0_BISBI, tr|A0A6P3GL52|A0A6P3GL52_BISBI, tr|A0A6P3H133|A0A6P3H133_BISBI, tr|A0A6P3GZK8|A0A6P3GZK8_BISBI, tr|A0A6P3GRZ9|A0A6P3GRZ9_BISBI, tr|A0A6P3GZK1|A0A6P3GZK1_BISBI, tr|A0A6P3HN53|A0A6P3HN53_BISBI
OG0000080	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A6P3IVY6|A0A6P3IVY6_BISBI
OG0000080	sp|Q91VN1|ZNF24_MOUSE	tr|A0A6P3IU46|A0A6P3IU46_BISBI, tr|A0A6P3IN22|A0A6P3IN22_BISBI, tr|A0A6P3IU92|A0A6P3IU92_BISBI, tr|A0A6P3I017|A0A6P3I017_BISBI
OG0000080	sp|Q9Z1D8|ZKSC5_MOUSE	tr|A0A6P3IX35|A0A6P3IX35_BISBI, tr|A0A6P3IW55|A0A6P3IW55_BISBI, tr|A0A6P3HZQ0|A0A6P3HZQ0_BISBI, tr|A0A6P3HPG8|A0A6P3HPG8_BISBI, tr|A0A6P3GN89|A0A6P3GN89_BISBI, tr|A0A6P3IMJ0|A0A6P3IMJ0_BISBI, tr|A0A6P3IPX3|A0A6P3IPX3_BISBI, tr|A0A6P3HH83|A0A6P3HH83_BISBI, tr|A0A6P3HMX2|A0A6P3HMX2_BISBI
OG0000085	tr|Q8CFE8|Q8CFE8_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE	tr|A0A6P3HL33|A0A6P3HL33_BISBI
OG0000086	tr|Q8VGD7|Q8VGD7_MOUSE	tr|A0A6P3HQU0|A0A6P3HQU0_BISBI, tr|A0A6P3HZZ4|A0A6P3HZZ4_BISBI
OG0000086	tr|Q5NC45|Q5NC45_MOUSE	tr|A0A6P3HL08|A0A6P3HL08_BISBI, tr|A0A6P3GQQ9|A0A6P3GQQ9_BISBI, tr|A0A6P3GNC4|A0A6P3GNC4_BISBI, tr|A0A6P3GWE0|A0A6P3GWE0_BISBI, tr|A0A6P3GVS5|A0A6P3GVS5_BISBI, tr|A0A6P3GX67|A0A6P3GX67_BISBI, tr|A0A6P3GVR9|A0A6P3GVR9_BISBI, tr|A0A6P3GH77|A0A6P3GH77_BISBI, tr|A0A6P3J1D3|A0A6P3J1D3_BISBI, tr|A0A6P3GND0|A0A6P3GND0_BISBI, tr|A0A6P3GWE5|A0A6P3GWE5_BISBI, tr|A0A6P3IGP3|A0A6P3IGP3_BISBI
OG0000092	sp|Q91Y57|SIG12_MOUSE	tr|A0A6P3HMQ5|A0A6P3HMQ5_BISBI
OG0000092	sp|Q80ZE3|SIG10_MOUSE	tr|A0A6P3HG87|A0A6P3HG87_BISBI, tr|A0A6P3GYF4|A0A6P3GYF4_BISBI, tr|A0A6P3GMZ8|A0A6P3GMZ8_BISBI, tr|A0A6P3HES0|A0A6P3HES0_BISBI
OG0000092	sp|Q920G3|SIGL5_MOUSE	tr|A0A6P3IAN5|A0A6P3IAN5_BISBI
OG0000093	tr|Q8VFP6|Q8VFP6_MOUSE	tr|A0A6P3IF18|A0A6P3IF18_BISBI, tr|A0A6P3GD27|A0A6P3GD27_BISBI, tr|A0A6P3GWT8|A0A6P3GWT8_BISBI, tr|A0A6P3GVE6|A0A6P3GVE6_BISBI, tr|A0A6P3GM80|A0A6P3GM80_BISBI, tr|A0A6P3GPL2|A0A6P3GPL2_BISBI, tr|A0A6P3IEE2|A0A6P3IEE2_BISBI, tr|A0A6P3IEG5|A0A6P3IEG5_BISBI, tr|A0A6P3HV05|A0A6P3HV05_BISBI, tr|A0A6P3HJ91|A0A6P3HJ91_BISBI, tr|A0A6P3HSX6|A0A6P3HSX6_BISBI, tr|A0A6P3HSY1|A0A6P3HSY1_BISBI, tr|A0A6P3HJ23|A0A6P3HJ23_BISBI, tr|A0A6P3HSI1|A0A6P3HSI1_BISBI
OG0000094	tr|Q8VGP1|Q8VGP1_MOUSE	tr|A0A6P3HRX5|A0A6P3HRX5_BISBI, tr|A0A6P3GZI8|A0A6P3GZI8_BISBI, tr|A0A6P3HX38|A0A6P3HX38_BISBI, tr|A0A6P3GYT1|A0A6P3GYT1_BISBI, tr|A0A6P3GM85|A0A6P3GM85_BISBI, tr|A0A6P3GVW4|A0A6P3GVW4_BISBI, tr|A0A6P3G664|A0A6P3G664_BISBI, tr|A0A6P3GX07|A0A6P3GX07_BISBI, tr|A0A6P3GGY1|A0A6P3GGY1_BISBI, tr|A0A6P3IPP9|A0A6P3IPP9_BISBI, tr|A0A6P3I5Q1|A0A6P3I5Q1_BISBI, tr|A0A6P3I482|A0A6P3I482_BISBI, tr|A0A6P3HPW3|A0A6P3HPW3_BISBI, tr|A0A6P3GN94|A0A6P3GN94_BISBI
OG0000095	sp|Q5QD04|TAAR9_MOUSE	tr|A0A6P3H7F6|A0A6P3H7F6_BISBI, tr|A0A6P3HID9|A0A6P3HID9_BISBI, tr|A0A6P3HJT5|A0A6P3HJT5_BISBI, tr|A0A6P3HGN2|A0A6P3HGN2_BISBI, tr|A0A6P3HVK5|A0A6P3HVK5_BISBI, tr|A0A6P3HIF6|A0A6P3HIF6_BISBI, tr|A0A6P3HTG0|A0A6P3HTG0_BISBI, tr|A0A6P3HHA9|A0A6P3HHA9_BISBI, tr|A0A6P3HTN3|A0A6P3HTN3_BISBI, tr|A0A6P3HTF2|A0A6P3HTF2_BISBI, tr|A0A6P3HVL6|A0A6P3HVL6_BISBI, tr|A0A6P3HJS2|A0A6P3HJS2_BISBI, tr|A0A6P3HGM0|A0A6P3HGM0_BISBI, tr|A0A6P3HTE7|A0A6P3HTE7_BISBI
OG0000096	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A6P3GJ98|A0A6P3GJ98_BISBI
OG0000096	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A6P3GIS9|A0A6P3GIS9_BISBI, tr|A0A6P3G434|A0A6P3G434_BISBI, tr|A0A6P3IH13|A0A6P3IH13_BISBI, tr|A0A6P3I4B3|A0A6P3I4B3_BISBI, tr|A0A6P3GNG1|A0A6P3GNG1_BISBI, tr|A0A6P3IRF8|A0A6P3IRF8_BISBI, tr|A0A6P3IGK6|A0A6P3IGK6_BISBI, tr|A0A6P3IN74|A0A6P3IN74_BISBI, tr|A0A6P3GZA7|A0A6P3GZA7_BISBI, tr|A0A6P3IRF4|A0A6P3IRF4_BISBI, tr|A0A6P3INZ0|A0A6P3INZ0_BISBI, tr|A0A6P3GXQ5|A0A6P3GXQ5_BISBI
OG0000097	tr|Q9DCE9|Q9DCE9_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, sp|Q60766|IRGM1_MOUSE	tr|A0A6P3IJ32|A0A6P3IJ32_BISBI
OG0000097	tr|G3UWE2|G3UWE2_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q61635|Q61635_MOUSE	tr|A0A6P3HQ53|A0A6P3HQ53_BISBI
OG0000099	tr|Q80UK5|Q80UK5_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|O08806|O08806_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|O08797|O08797_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|I7HJI5|I7HJI5_MOUSE, sp|O08800|SPB8_MOUSE, sp|Q60854|SPB6_MOUSE, tr|I7HJI3|I7HJI3_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|W4VSP4|W4VSP4_MOUSE, tr|O08804|O08804_MOUSE	tr|A0A6P3I9T9|A0A6P3I9T9_BISBI
OG0000109	sp|P03975|IGEB_MOUSE	tr|A0A6P3JB08|A0A6P3JB08_BISBI, tr|A0A6P3GN51|A0A6P3GN51_BISBI, tr|A0A6P3ISE0|A0A6P3ISE0_BISBI, tr|A0A6P3IM03|A0A6P3IM03_BISBI, tr|A0A6P3IQW3|A0A6P3IQW3_BISBI, tr|A0A6P3HYB8|A0A6P3HYB8_BISBI, tr|A0A6P3GZS7|A0A6P3GZS7_BISBI, tr|A0A6P3GUN6|A0A6P3GUN6_BISBI, tr|A0A6P3I493|A0A6P3I493_BISBI, tr|A0A6P3IU61|A0A6P3IU61_BISBI, tr|A0A6P3IMI6|A0A6P3IMI6_BISBI, tr|A0A6P3J3H1|A0A6P3J3H1_BISBI, tr|A0A6P3HA38|A0A6P3HA38_BISBI
OG0000111	sp|P06879|PRL_MOUSE	tr|A0A6P3HX74|A0A6P3HX74_BISBI, tr|A0A6P3HZB0|A0A6P3HZB0_BISBI, tr|A0A6P3HX49|A0A6P3HX49_BISBI, tr|A0A6P3HX51|A0A6P3HX51_BISBI, tr|A0A6P3HX77|A0A6P3HX77_BISBI, tr|A0A6P3HMH3|A0A6P3HMH3_BISBI, tr|A0A6P3HX86|A0A6P3HX86_BISBI, tr|A0A6P3HN33|A0A6P3HN33_BISBI, tr|A0A6P3HN45|A0A6P3HN45_BISBI, tr|A0A6P3HX83|A0A6P3HX83_BISBI, tr|A0A6P3HMG8|A0A6P3HMG8_BISBI, tr|A0A6P3HZB9|A0A6P3HZB9_BISBI, tr|A0A6P3HX42|A0A6P3HX42_BISBI
OG0000112	tr|Q8VGU9|Q8VGU9_MOUSE	tr|A0A6P3GJ22|A0A6P3GJ22_BISBI, tr|A0A6P3IW65|A0A6P3IW65_BISBI
OG0000112	tr|Q7TRP5|Q7TRP5_MOUSE	tr|A0A6P3GG07|A0A6P3GG07_BISBI, tr|A0A6P3IJ89|A0A6P3IJ89_BISBI, tr|A0A6P3G440|A0A6P3G440_BISBI, tr|A0A6P3GJD5|A0A6P3GJD5_BISBI, tr|A0A6P3IFX2|A0A6P3IFX2_BISBI, tr|A0A6P3GT90|A0A6P3GT90_BISBI, tr|A0A6P3GXU1|A0A6P3GXU1_BISBI, tr|A0A6P3HZL5|A0A6P3HZL5_BISBI, tr|A0A6P3HGV6|A0A6P3HGV6_BISBI, tr|A0A6P3GWW9|A0A6P3GWW9_BISBI
OG0000113	tr|Q7TR20|Q7TR20_MOUSE	tr|A0A6P3HYK3|A0A6P3HYK3_BISBI
OG0000113	tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE	tr|A0A6P3HXA3|A0A6P3HXA3_BISBI
OG0000113	tr|Q8VG86|Q8VG86_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q7TR17|Q7TR17_MOUSE	tr|A0A6P3IPR1|A0A6P3IPR1_BISBI
OG0000113	tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A2AUS6|A2AUS6_MOUSE	tr|A0A6P3HDW3|A0A6P3HDW3_BISBI, tr|A0A6P3GW70|A0A6P3GW70_BISBI
OG0000119	sp|Q9WV02|RBMX_MOUSE	tr|A0A6P3GWK5|A0A6P3GWK5_BISBI
OG0000119	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A6P3G7D9|A0A6P3G7D9_BISBI
OG0000119	tr|A0A087WPY7|A0A087WPY7_MOUSE, tr|J3QK27|J3QK27_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, sp|Q60990|RBY1B_MOUSE, sp|O35698|RBY1A_MOUSE	tr|A0A6P3GGG4|A0A6P3GGG4_BISBI
OG0000120	tr|E9Q3K2|E9Q3K2_MOUSE	tr|A0A6P3GJA7|A0A6P3GJA7_BISBI
OG0000120	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A6P3IQ91|A0A6P3IQ91_BISBI, tr|A0A6P3GG29|A0A6P3GG29_BISBI, tr|A0A6P3IPM8|A0A6P3IPM8_BISBI, tr|A0A6P3INP4|A0A6P3INP4_BISBI, tr|A0A6P3GZ87|A0A6P3GZ87_BISBI, tr|A0A6P3GX12|A0A6P3GX12_BISBI, tr|A0A6P3IFB7|A0A6P3IFB7_BISBI, tr|A0A6P3GVE4|A0A6P3GVE4_BISBI, tr|A0A6P3J9L5|A0A6P3J9L5_BISBI, tr|A0A6P3IR24|A0A6P3IR24_BISBI
OG0000121	tr|Q3UW09|Q3UW09_MOUSE	tr|A0A6P3IM76|A0A6P3IM76_BISBI, tr|A0A6P3IJM5|A0A6P3IJM5_BISBI, tr|A0A6P3IJB9|A0A6P3IJB9_BISBI, tr|A0A6P3ICA8|A0A6P3ICA8_BISBI, tr|A0A6P3IBZ8|A0A6P3IBZ8_BISBI, tr|A0A6P3IC19|A0A6P3IC19_BISBI, tr|A0A6P3IBY3|A0A6P3IBY3_BISBI, tr|A0A6P3IJZ1|A0A6P3IJZ1_BISBI, tr|A0A6P3IJQ5|A0A6P3IJQ5_BISBI, tr|A0A6P3H493|A0A6P3H493_BISBI, tr|A0A6P3H2H7|A0A6P3H2H7_BISBI, tr|A0A6P3HQQ8|A0A6P3HQQ8_BISBI
