Orthogroup	Mus_musculus	Nomascus_leucogenys
OG0000039	tr|Q8VF87|Q8VF87_MOUSE, tr|Q8VFA2|Q8VFA2_MOUSE, tr|Q8VET2|Q8VET2_MOUSE, tr|Q8VFG7|Q8VFG7_MOUSE, tr|Q7TRZ7|Q7TRZ7_MOUSE, tr|Q7TQS8|Q7TQS8_MOUSE, sp|Q8VGD6|OLF56_MOUSE, tr|Q8VGD7|Q8VGD7_MOUSE, tr|M9MMJ7|M9MMJ7_MOUSE, tr|Q5NCD3|Q5NCD3_MOUSE, tr|Q5NCD2|Q5NCD2_MOUSE, tr|Q5NC44|Q5NC44_MOUSE, tr|Q8VGD9|Q8VGD9_MOUSE, tr|M9MMK4|M9MMK4_MOUSE, tr|E9Q3K2|E9Q3K2_MOUSE, tr|G5E8J1|G5E8J1_MOUSE, tr|Q7TS53|Q7TS53_MOUSE, tr|Q8VGL6|Q8VGL6_MOUSE, tr|Q8VF05|Q8VF05_MOUSE, tr|Q8VGX2|Q8VGX2_MOUSE, tr|Q8VGJ5|Q8VGJ5_MOUSE, tr|Q5NC45|Q5NC45_MOUSE, tr|Q7TRY2|Q7TRY2_MOUSE, tr|E9Q4J3|E9Q4J3_MOUSE, tr|Q8VGD8|Q8VGD8_MOUSE	tr|G1S9V3|G1S9V3_NOMLE
OG0000044	tr|Q8VF83|Q8VF83_MOUSE, tr|A2AVW1|A2AVW1_MOUSE, tr|Q8VF10|Q8VF10_MOUSE, tr|Q7TQX0|Q7TQX0_MOUSE, tr|Q7TQW8|Q7TQW8_MOUSE, tr|Q7TQX1|Q7TQX1_MOUSE, tr|A2BFL7|A2BFL7_MOUSE, tr|A2AVL6|A2AVL6_MOUSE, tr|Q8VG12|Q8VG12_MOUSE, tr|A0A140LI66|A0A140LI66_MOUSE, tr|Q8VET0|Q8VET0_MOUSE, tr|Q8VF85|Q8VF85_MOUSE, tr|A2AVW3|A2AVW3_MOUSE, tr|A0A288CFY5|A0A288CFY5_MOUSE, tr|A0A286YE47|A0A286YE47_MOUSE, tr|A0A1L1SVB5|A0A1L1SVB5_MOUSE, tr|Q8VF84|Q8VF84_MOUSE, tr|Q7TQW6|Q7TQW6_MOUSE, tr|Q8VF39|Q8VF39_MOUSE, tr|Q8VF40|Q8VF40_MOUSE, tr|Q7TQY8|Q7TQY8_MOUSE, tr|Q7TQY0|Q7TQY0_MOUSE, tr|Q8VF29|Q8VF29_MOUSE, tr|Q8VF38|Q8VF38_MOUSE	tr|G1SAA5|G1SAA5_NOMLE
OG0000045	tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR12|Q7TR12_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, sp|Q60881|OL142_MOUSE, tr|Q8VG62|Q8VG62_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q7TQZ0|Q7TQZ0_MOUSE	tr|G1SAN9|G1SAN9_NOMLE
OG0000046	sp|Q9QWL7|K1C17_MOUSE	tr|A0A2I3GA31|A0A2I3GA31_NOMLE, tr|A0A2I3G4X1|A0A2I3G4X1_NOMLE, tr|A0A2I3HPC7|A0A2I3HPC7_NOMLE, tr|A0A2I3H9M1|A0A2I3H9M1_NOMLE, tr|A0A2I3GG80|A0A2I3GG80_NOMLE, tr|G1RJF9|G1RJF9_NOMLE
OG0000046	sp|P19001|K1C19_MOUSE	tr|A0A2I3GDW0|A0A2I3GDW0_NOMLE, tr|G1RIS7|G1RIS7_NOMLE
OG0000046	sp|Q6RHW0|K1C9_MOUSE	tr|G1RIT4|G1RIT4_NOMLE
OG0000046	sp|P02535|K1C10_MOUSE	tr|G1QNX1|G1QNX1_NOMLE
OG0000046	sp|Q61414|K1C15_MOUSE	tr|G1RIN0|G1RIN0_NOMLE
OG0000046	sp|P08730|K1C13_MOUSE	tr|G1RIJ5|G1RIJ5_NOMLE
OG0000046	sp|Q61781|K1C14_MOUSE	tr|G1RJ14|G1RJ14_NOMLE
OG0000046	sp|Q9Z2K1|K1C16_MOUSE	tr|G1RJ17|G1RJ17_NOMLE, tr|G1RJ63|G1RJ63_NOMLE
OG0000047	tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS10|Q7TS10_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE	tr|H9HA59|H9HA59_NOMLE
OG0000048	tr|Q8K2A4|Q8K2A4_MOUSE, tr|Q7TPL6|Q7TPL6_MOUSE, tr|Q7M6X5|Q7M6X5_MOUSE, sp|Q6P5C7|ZN728_MOUSE, tr|L7N1X4|L7N1X4_MOUSE, tr|Q8BIN6|Q8BIN6_MOUSE, tr|E9PX85|E9PX85_MOUSE	tr|A0A2I3HV18|A0A2I3HV18_NOMLE, tr|A0A2I3GEF0|A0A2I3GEF0_NOMLE, tr|A0A2I3H233|A0A2I3H233_NOMLE, tr|A0A2I3HTJ3|A0A2I3HTJ3_NOMLE, tr|A0A2I3HRM8|A0A2I3HRM8_NOMLE, tr|G1S6S7|G1S6S7_NOMLE, tr|A0A2I3GZA8|A0A2I3GZA8_NOMLE, tr|A0A2I3HYI9|A0A2I3HYI9_NOMLE, tr|A0A2I3GA89|A0A2I3GA89_NOMLE, tr|A0A2I3H8C6|A0A2I3H8C6_NOMLE, tr|A0A2I3HGY2|A0A2I3HGY2_NOMLE, tr|A0A2I3GUS2|A0A2I3GUS2_NOMLE, tr|A0A2I3HQ32|A0A2I3HQ32_NOMLE, tr|A0A2I3HL20|A0A2I3HL20_NOMLE, tr|G1R3E5|G1R3E5_NOMLE, tr|G1R3M7|G1R3M7_NOMLE
OG0000049	tr|Q8VFV8|Q8VFV8_MOUSE	tr|G1SCC8|G1SCC8_NOMLE
OG0000049	tr|A0A140LHS9|A0A140LHS9_MOUSE	tr|G1SCC9|G1SCC9_NOMLE
OG0000049	tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|G1SCD0|G1SCD0_NOMLE
OG0000050	sp|Q8VED5|K2C79_MOUSE	tr|G1S7P3|G1S7P3_NOMLE
OG0000050	sp|Q6IME9|K2C72_MOUSE	tr|G1S7Q2|G1S7Q2_NOMLE
OG0000050	sp|Q6IFZ9|K2C74_MOUSE	tr|A0A2I3HDS8|A0A2I3HDS8_NOMLE
OG0000050	sp|Q6NXH9|K2C73_MOUSE	tr|G1S7P9|G1S7P9_NOMLE
OG0000050	sp|Q9R0H5|K2C71_MOUSE	tr|G1S7Q3|G1S7Q3_NOMLE
OG0000050	sp|Q6IFZ6|K2C1B_MOUSE	tr|G1S7P8|G1S7P8_NOMLE, tr|A0A2I3H0I1|A0A2I3H0I1_NOMLE, tr|A0A2I3HUH9|A0A2I3HUH9_NOMLE, tr|A0A2I3GZJ0|A0A2I3GZJ0_NOMLE, tr|G1S7P2|G1S7P2_NOMLE
OG0000052	tr|Q8VG78|Q8VG78_MOUSE	tr|A0A2I3G0W8|A0A2I3G0W8_NOMLE
OG0000052	tr|A0A2I3BR67|A0A2I3BR67_MOUSE, tr|E9PVA0|E9PVA0_MOUSE, tr|Q8VGW2|Q8VGW2_MOUSE	tr|G1S983|G1S983_NOMLE
OG0000052	tr|K7N6B3|K7N6B3_MOUSE, tr|E9PV95|E9PV95_MOUSE, tr|A0A140T8L4|A0A140T8L4_MOUSE, tr|Q8VGA1|Q8VGA1_MOUSE, tr|F8VPJ8|F8VPJ8_MOUSE	tr|A0A2I3GM54|A0A2I3GM54_NOMLE
OG0000052	tr|Q8VH18|Q8VH18_MOUSE, tr|Q8VGW5|Q8VGW5_MOUSE	tr|A0A2I3GVU9|A0A2I3GVU9_NOMLE
OG0000055	tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX3|Q91XX3_MOUSE, tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, sp|Q91XY4|PCDG4_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, tr|Q91XY7|Q91XY7_MOUSE	tr|A0A2I3GUZ9|A0A2I3GUZ9_NOMLE
OG0000057	tr|Q8VFR3|Q8VFR3_MOUSE	tr|A0A2I3HMK0|A0A2I3HMK0_NOMLE
OG0000057	tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q920P2|Q920P2_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, tr|A2AVC4|A2AVC4_MOUSE, tr|A2AVC3|A2AVC3_MOUSE, tr|Q8VFR4|Q8VFR4_MOUSE, tr|Q7TR28|Q7TR28_MOUSE	tr|G1SC99|G1SC99_NOMLE
OG0000058	tr|Q7TQZ9|Q7TQZ9_MOUSE, tr|Q8VEX7|Q8VEX7_MOUSE, tr|Q7TR09|Q7TR09_MOUSE, tr|Q7TR08|Q7TR08_MOUSE, tr|A2ATG2|A2ATG2_MOUSE, tr|A2ATG3|A2ATG3_MOUSE, tr|A3KGY3|A3KGY3_MOUSE, tr|Q7TR04|Q7TR04_MOUSE, tr|Q8VGG1|Q8VGG1_MOUSE, tr|Q7TR05|Q7TR05_MOUSE, tr|L7MU54|L7MU54_MOUSE, tr|Q8VGM9|Q8VGM9_MOUSE, tr|Q8VGM5|Q8VGM5_MOUSE, tr|Q7TR01|Q7TR01_MOUSE, tr|Q7TR02|Q7TR02_MOUSE, tr|L7MU53|L7MU53_MOUSE, tr|F7BL62|F7BL62_MOUSE, tr|A0A1L1SU13|A0A1L1SU13_MOUSE, tr|A3KGY4|A3KGY4_MOUSE	tr|A0A2I3GFF4|A0A2I3GFF4_NOMLE
OG0000062	sp|A2A761|ZFP69_MOUSE	tr|G1RNH3|G1RNH3_NOMLE
OG0000062	sp|Q7TSH9|ZN184_MOUSE	tr|A0A2I3HIG2|A0A2I3HIG2_NOMLE, tr|A0A2I3GJM0|A0A2I3GJM0_NOMLE, tr|A0A2I3HE27|A0A2I3HE27_NOMLE, tr|A0A2I3GM21|A0A2I3GM21_NOMLE, tr|G1RJV6|G1RJV6_NOMLE, tr|G1R176|G1R176_NOMLE, tr|A0A2I3GG67|A0A2I3GG67_NOMLE, tr|A0A2I3GFV9|A0A2I3GFV9_NOMLE, tr|G1RJ53|G1RJ53_NOMLE, tr|G1RJ01|G1RJ01_NOMLE, tr|G1RJ38|G1RJ38_NOMLE, tr|A0A2I3HXC9|A0A2I3HXC9_NOMLE, tr|G1RIW8|G1RIW8_NOMLE, tr|A0A2I3HID9|A0A2I3HID9_NOMLE, tr|G1RJP0|G1RJP0_NOMLE, tr|G1QWQ2|G1QWQ2_NOMLE
OG0000063	tr|A0A0B4J1I1|A0A0B4J1I1_MOUSE	tr|G1R8C4|G1R8C4_NOMLE, tr|G1R8D2|G1R8D2_NOMLE, tr|A0A2I3GXW4|A0A2I3GXW4_NOMLE, tr|G1R8D9|G1R8D9_NOMLE
OG0000063	tr|A0A140T8P3|A0A140T8P3_MOUSE	tr|A0A2I3HUE9|A0A2I3HUE9_NOMLE, tr|G1SAA2|G1SAA2_NOMLE, tr|A0A2I3HAL6|A0A2I3HAL6_NOMLE, tr|A0A2I3GUP6|A0A2I3GUP6_NOMLE, tr|A0A2I3H7F5|A0A2I3H7F5_NOMLE, tr|A0A2I3HRQ4|A0A2I3HRQ4_NOMLE, tr|A0A2I3GT88|A0A2I3GT88_NOMLE, tr|A0A2I3GXD8|A0A2I3GXD8_NOMLE, tr|A0A2I3HAN9|A0A2I3HAN9_NOMLE, tr|A0A2I3H5I6|A0A2I3H5I6_NOMLE, tr|A0A2I3HQ58|A0A2I3HQ58_NOMLE, tr|A0A2I3GYD3|A0A2I3GYD3_NOMLE, tr|A0A2I3H786|A0A2I3H786_NOMLE
OG0000065	sp|A2AQ07|TBB1_MOUSE	tr|A0A2I3FSL4|A0A2I3FSL4_NOMLE, tr|A0A2I3GME8|A0A2I3GME8_NOMLE, tr|G1R063|G1R063_NOMLE, tr|G1RKC0|G1RKC0_NOMLE, tr|A0A2I3GDI7|A0A2I3GDI7_NOMLE, tr|A0A2I3H0N1|A0A2I3H0N1_NOMLE, tr|G1S031|G1S031_NOMLE, tr|A0A2I3HF62|A0A2I3HF62_NOMLE, tr|A0A2I3G292|A0A2I3G292_NOMLE, tr|G1RDM6|G1RDM6_NOMLE, tr|G1RD51|G1RD51_NOMLE, tr|A0A2I3H8R3|A0A2I3H8R3_NOMLE, tr|A0A2I3HV69|A0A2I3HV69_NOMLE, tr|A0A2I3HPF5|A0A2I3HPF5_NOMLE, tr|G1S1K0|G1S1K0_NOMLE, tr|G1RCG2|G1RCG2_NOMLE, tr|G1REK1|G1REK1_NOMLE
OG0000066	sp|P25444|RS2_MOUSE	tr|A0A2I3HZ17|A0A2I3HZ17_NOMLE, tr|A0A2I3HD53|A0A2I3HD53_NOMLE, tr|A0A2I3GJN9|A0A2I3GJN9_NOMLE, tr|A0A2I3HYF6|A0A2I3HYF6_NOMLE, tr|A0A2I3GGR8|A0A2I3GGR8_NOMLE, tr|A0A2I3GYP9|A0A2I3GYP9_NOMLE, tr|A0A2I3H8L9|A0A2I3H8L9_NOMLE, tr|A0A2I3HUM6|A0A2I3HUM6_NOMLE, tr|A0A2I3H0X0|A0A2I3H0X0_NOMLE, tr|A0A2I3HRQ7|A0A2I3HRQ7_NOMLE, tr|A0A2I3GJQ5|A0A2I3GJQ5_NOMLE, tr|A0A2I3FVF2|A0A2I3FVF2_NOMLE, tr|G1RC76|G1RC76_NOMLE, tr|A0A2I3G8D5|A0A2I3G8D5_NOMLE, tr|M3Z9K3|M3Z9K3_NOMLE, tr|A0A2I3GDH8|A0A2I3GDH8_NOMLE, tr|A0A2I3G309|A0A2I3G309_NOMLE
OG0000067	sp|Q5QD14|TAAR5_MOUSE	tr|A0A2I3H0D3|A0A2I3H0D3_NOMLE
OG0000067	sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q923Y8|TAAR1_MOUSE, sp|Q5QD16|TAAR3_MOUSE, sp|Q5QD17|TAAR2_MOUSE, sp|Q5QD15|TAAR4_MOUSE	tr|A0A2I3GNI2|A0A2I3GNI2_NOMLE
OG0000069	tr|J3QQ02|J3QQ02_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|J3QNT6|J3QNT6_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|Q3UT53|Q3UT53_MOUSE, tr|J3QPI8|J3QPI8_MOUSE, tr|J3QMW5|J3QMW5_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE, tr|F6YNI8|F6YNI8_MOUSE, sp|Q60872|IF1A_MOUSE, sp|Q8BMJ3|IF1AX_MOUSE	tr|G1RFT2|G1RFT2_NOMLE
OG0000070	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A2I3HHR4|A0A2I3HHR4_NOMLE
OG0000070	sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE4|H2A1E_MOUSE	tr|G1S9R8|G1S9R8_NOMLE
OG0000070	sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE7|H2A1N_MOUSE	tr|A0A2I3GNS3|A0A2I3GNS3_NOMLE
OG0000071	tr|Q8VFV1|Q8VFV1_MOUSE, tr|K7N659|K7N659_MOUSE, tr|Q8VG74|Q8VG74_MOUSE	tr|A0A2I3HUU1|A0A2I3HUU1_NOMLE
OG0000071	tr|Q8VFV0|Q8VFV0_MOUSE, tr|Q8VFU9|Q8VFU9_MOUSE, tr|Q0VDY1|Q0VDY1_MOUSE, tr|Q8VFC8|Q8VFC8_MOUSE, tr|Q8VFT5|Q8VFT5_MOUSE, tr|Q14AK5|Q14AK5_MOUSE, sp|Q8VFT4|OL734_MOUSE, tr|Q8VFN1|Q8VFN1_MOUSE, tr|Q5SW49|Q5SW49_MOUSE, tr|Q5SW50|Q5SW50_MOUSE, tr|Q5SW48|Q5SW48_MOUSE	tr|G1SAC1|G1SAC1_NOMLE
OG0000073	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE	tr|A0A2I3HFM7|A0A2I3HFM7_NOMLE
OG0000074	tr|Q8VF41|Q8VF41_MOUSE, tr|Q8VF48|Q8VF48_MOUSE, tr|Q8VGE5|Q8VGE5_MOUSE, tr|Q8VGE8|Q8VGE8_MOUSE, tr|Q8VGE6|Q8VGE6_MOUSE, tr|Q7TQX8|Q7TQX8_MOUSE, tr|Q8VGE9|Q8VGE9_MOUSE, tr|Q8VGE7|Q8VGE7_MOUSE, tr|Q7TQX5|Q7TQX5_MOUSE, tr|Q7TQY5|Q7TQY5_MOUSE, tr|Q7TQY2|Q7TQY2_MOUSE, tr|Q7TQY6|Q7TQY6_MOUSE, tr|Q7TQY1|Q7TQY1_MOUSE, tr|Q7TQY4|Q7TQY4_MOUSE, tr|Q8VGG8|Q8VGG8_MOUSE	tr|A0A2I3GN26|A0A2I3GN26_NOMLE
OG0000075	sp|P15946|K1B11_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15948|K1B22_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE	tr|G1R1A8|G1R1A8_NOMLE
OG0000077	tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q91VM5|RMXL1_MOUSE	tr|A0A2I3HDS4|A0A2I3HDS4_NOMLE, tr|A0A2I3FSK8|A0A2I3FSK8_NOMLE
OG0000077	tr|Q9DAE2|Q9DAE2_MOUSE	tr|G1S996|G1S996_NOMLE
OG0000077	tr|A0A087WPY7|A0A087WPY7_MOUSE, tr|J3QK27|J3QK27_MOUSE, sp|O35698|RBY1A_MOUSE, tr|A0A087WR82|A0A087WR82_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, sp|Q60990|RBY1B_MOUSE	tr|A0A2I3GNY8|A0A2I3GNY8_NOMLE
OG0000077	sp|Q9WV02|RBMX_MOUSE	tr|A0A2I3HU52|A0A2I3HU52_NOMLE
OG0000078	sp|Q91VN1|ZNF24_MOUSE	tr|G1R346|G1R346_NOMLE
OG0000078	sp|Q9Z1D7|ZSC12_MOUSE	tr|G1R337|G1R337_NOMLE, tr|G1QX02|G1QX02_NOMLE, tr|A0A2I3HH08|A0A2I3HH08_NOMLE, tr|A0A2I3GJX2|A0A2I3GJX2_NOMLE, tr|G1QWT8|G1QWT8_NOMLE, tr|A0A2I3GIS0|A0A2I3GIS0_NOMLE, tr|G1REU1|G1REU1_NOMLE, tr|G1SB56|G1SB56_NOMLE, tr|A0A2I3HQU0|A0A2I3HQU0_NOMLE, tr|G1S9G8|G1S9G8_NOMLE, tr|A0A2I3HVL0|A0A2I3HVL0_NOMLE, tr|G1QWS9|G1QWS9_NOMLE, tr|A0A2I3HKR0|A0A2I3HKR0_NOMLE
OG0000079	sp|Q0VAW7|ZN112_MOUSE	tr|G1QN14|G1QN14_NOMLE, tr|G1QLR9|G1QLR9_NOMLE, tr|G1QMZ5|G1QMZ5_NOMLE, tr|A0A2I3HJT9|A0A2I3HJT9_NOMLE, tr|G1QMV3|G1QMV3_NOMLE, tr|A0A2I3HBP0|A0A2I3HBP0_NOMLE, tr|G1QMN5|G1QMN5_NOMLE, tr|G1QMK7|G1QMK7_NOMLE, tr|G1QML5|G1QML5_NOMLE, tr|A0A2I3H834|A0A2I3H834_NOMLE, tr|G1QMK2|G1QMK2_NOMLE, tr|A0A2I3H166|A0A2I3H166_NOMLE, tr|G1QMW5|G1QMW5_NOMLE, tr|G1QMY9|G1QMY9_NOMLE, tr|G1QMJ4|G1QMJ4_NOMLE
OG0000083	tr|Q7TR89|Q7TR89_MOUSE, tr|A2ATE0|A2ATE0_MOUSE, tr|Q8VFX8|Q8VFX8_MOUSE, tr|Q8VFX7|Q8VFX7_MOUSE, tr|Q8VFX6|Q8VFX6_MOUSE, tr|Q7TRW8|Q7TRW8_MOUSE, tr|Q7TRX3|Q7TRX3_MOUSE, sp|Q60891|OL139_MOUSE, tr|L7MTT3|L7MTT3_MOUSE, tr|A2ASU6|A2ASU6_MOUSE, tr|A0A140T8K3|A0A140T8K3_MOUSE, tr|Q7TR90|Q7TR90_MOUSE, tr|A2ASU7|A2ASU7_MOUSE, sp|Q8VFL5|O1030_MOUSE	tr|G1SCB2|G1SCB2_NOMLE
OG0000085	tr|E9Q546|E9Q546_MOUSE	tr|A0A2I3GB53|A0A2I3GB53_NOMLE
OG0000085	tr|Q7TRS6|Q7TRS6_MOUSE, tr|Q8VG23|Q8VG23_MOUSE, tr|Q8VF28|Q8VF28_MOUSE, tr|Q7TRR7|Q7TRR7_MOUSE, tr|E9Q838|E9Q838_MOUSE, tr|A2RS33|A2RS33_MOUSE, tr|Q0VBH3|Q0VBH3_MOUSE, tr|Q8VGY7|Q8VGY7_MOUSE, tr|E9Q564|E9Q564_MOUSE, tr|Q8VGW0|Q8VGW0_MOUSE, tr|Q8VGV9|Q8VGV9_MOUSE, tr|Q8VGZ2|Q8VGZ2_MOUSE	tr|A0A2I3GWA7|A0A2I3GWA7_NOMLE
OG0000086	sp|P00342|LDHC_MOUSE	tr|A0A2I3GFF7|A0A2I3GFF7_NOMLE
OG0000086	sp|P16125|LDHB_MOUSE	tr|M3ZCH6|M3ZCH6_NOMLE
OG0000086	sp|P06151|LDHA_MOUSE	tr|A0A2I3HFC4|A0A2I3HFC4_NOMLE, tr|A0A2I3G383|A0A2I3G383_NOMLE, tr|A0A2I3HCI8|A0A2I3HCI8_NOMLE, tr|A0A2I3GUH5|A0A2I3GUH5_NOMLE, tr|A0A2I3HNC8|A0A2I3HNC8_NOMLE
OG0000086	tr|Q8BVP2|Q8BVP2_MOUSE	tr|G1S7V3|G1S7V3_NOMLE, tr|G1SB71|G1SB71_NOMLE, tr|A0A2I3GNS6|A0A2I3GNS6_NOMLE, tr|A0A2I3HV14|A0A2I3HV14_NOMLE
OG0000088	sp|P10076|ZFP26_MOUSE, sp|Q8R1D1|ZN426_MOUSE	tr|G1RMT7|G1RMT7_NOMLE, tr|G1S0L9|G1S0L9_NOMLE, tr|G1RMS8|G1RMS8_NOMLE, tr|G1QPT5|G1QPT5_NOMLE, tr|G1QZ63|G1QZ63_NOMLE, tr|G1RMR7|G1RMR7_NOMLE, tr|G1RMU8|G1RMU8_NOMLE, tr|A0A2I3HCE8|A0A2I3HCE8_NOMLE, tr|A0A2I3GWK0|A0A2I3GWK0_NOMLE, tr|G1RMS1|G1RMS1_NOMLE, tr|G1RMU2|G1RMU2_NOMLE, tr|A0A2I3GZ01|A0A2I3GZ01_NOMLE, tr|A0A2I3GWK7|A0A2I3GWK7_NOMLE
OG0000089	sp|Q6PGE4|ZF316_MOUSE	tr|G1RJ77|G1RJ77_NOMLE
