Orthogroup	Mus_musculus	Vombatus_ursinus
OG0000069	tr|Q8VF06|Q8VF06_MOUSE	tr|A0A4X2LR48|A0A4X2LR48_VOMUR, tr|A0A4X2JS14|A0A4X2JS14_VOMUR
OG0000071	sp|Q61955|KLK8_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P04071|K1B16_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15948|K1B22_MOUSE	tr|A0A4X2KA41|A0A4X2KA41_VOMUR
OG0000073	sp|P0C191|GPVI_MOUSE	tr|A0A4X2JYL5|A0A4X2JYL5_VOMUR
OG0000073	sp|B6A8R8|TARM1_MOUSE	tr|A0A4X2L1U2|A0A4X2L1U2_VOMUR, tr|A0A4X2KJK0|A0A4X2KJK0_VOMUR, tr|A0A4X2KUW1|A0A4X2KUW1_VOMUR, tr|A0A4X2KUY6|A0A4X2KUY6_VOMUR, tr|A0A4X2L054|A0A4X2L054_VOMUR, tr|A0A4X2L1N1|A0A4X2L1N1_VOMUR, tr|A0A4X2L1L5|A0A4X2L1L5_VOMUR, tr|A0A4X2L6U0|A0A4X2L6U0_VOMUR, tr|A0A4X2L1F3|A0A4X2L1F3_VOMUR, tr|A0A4X2L2N2|A0A4X2L2N2_VOMUR, tr|A0A4X2JYM5|A0A4X2JYM5_VOMUR, tr|A0A4X2K419|A0A4X2K419_VOMUR, tr|A0A4X2K6K9|A0A4X2K6K9_VOMUR, tr|A0A4X2K6G5|A0A4X2K6G5_VOMUR
OG0000076	tr|A0A1W2P7W0|A0A1W2P7W0_MOUSE, tr|A0A1W2P739|A0A1W2P739_MOUSE, tr|A0A1W2P7N1|A0A1W2P7N1_MOUSE, tr|J3QMW1|J3QMW1_MOUSE, tr|A0A1W2P7T6|A0A1W2P7T6_MOUSE, tr|A0A1W2P8D5|A0A1W2P8D5_MOUSE, tr|Q08EG8|Q08EG8_MOUSE, tr|E9Q2H5|E9Q2H5_MOUSE, tr|L7N2C3|L7N2C3_MOUSE, tr|E9Q1M3|E9Q1M3_MOUSE, tr|W4VSP7|W4VSP7_MOUSE, tr|A0A1W2P709|A0A1W2P709_MOUSE, tr|A0A1W2P728|A0A1W2P728_MOUSE, tr|A0A1W2P7U0|A0A1W2P7U0_MOUSE, tr|D3Z5T3|D3Z5T3_MOUSE	tr|A0A4X2LHR1|A0A4X2LHR1_VOMUR
OG0000078	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE	tr|A0A4X2KZ54|A0A4X2KZ54_VOMUR
OG0000081	tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A4X2LNU1|A0A4X2LNU1_VOMUR, tr|A0A4X2KMY5|A0A4X2KMY5_VOMUR, tr|A0A4X2KQP5|A0A4X2KQP5_VOMUR, tr|A0A4X2KI11|A0A4X2KI11_VOMUR, tr|A0A4X2JP70|A0A4X2JP70_VOMUR, tr|A0A4X2JW47|A0A4X2JW47_VOMUR, tr|A0A4X2KQI4|A0A4X2KQI4_VOMUR, tr|A0A4X2JP78|A0A4X2JP78_VOMUR, tr|A0A4X2KQ51|A0A4X2KQ51_VOMUR, tr|A0A4X2LVV7|A0A4X2LVV7_VOMUR, tr|A0A4X2KQ35|A0A4X2KQ35_VOMUR, tr|A0A4X2KN26|A0A4X2KN26_VOMUR, tr|A0A4X2JTM6|A0A4X2JTM6_VOMUR, tr|A0A4X2JPC2|A0A4X2JPC2_VOMUR, tr|A0A4X2JPX7|A0A4X2JPX7_VOMUR
OG0000082	sp|P28184|MT3_MOUSE	tr|A0A4X2LH33|A0A4X2LH33_VOMUR, tr|A0A4X2LNA0|A0A4X2LNA0_VOMUR, tr|A0A4X2LH55|A0A4X2LH55_VOMUR, tr|A0A4X2LH42|A0A4X2LH42_VOMUR, tr|A0A4X2M7N2|A0A4X2M7N2_VOMUR, tr|A0A4X2M1U0|A0A4X2M1U0_VOMUR, tr|A0A4X2JX90|A0A4X2JX90_VOMUR, tr|A0A4X2KG40|A0A4X2KG40_VOMUR, tr|A0A4X2LVH4|A0A4X2LVH4_VOMUR, tr|A0A4X2K4K6|A0A4X2K4K6_VOMUR, tr|A0A4X2LVX3|A0A4X2LVX3_VOMUR, tr|A0A4X2KZY8|A0A4X2KZY8_VOMUR, tr|A0A4X2M2I8|A0A4X2M2I8_VOMUR, tr|A0A4X2M3T5|A0A4X2M3T5_VOMUR, tr|A0A4X2KLA1|A0A4X2KLA1_VOMUR
OG0000083	sp|Q7TQA7|TA2R3_MOUSE	tr|A0A4X2LD77|A0A4X2LD77_VOMUR, tr|A0A4X2LB72|A0A4X2LB72_VOMUR, tr|A0A4X2L2M7|A0A4X2L2M7_VOMUR, tr|A0A4X2LB61|A0A4X2LB61_VOMUR, tr|A0A4X2LUZ4|A0A4X2LUZ4_VOMUR, tr|A0A4X2JZG0|A0A4X2JZG0_VOMUR, tr|A0A4X2KVC9|A0A4X2KVC9_VOMUR, tr|A0A4X2LD99|A0A4X2LD99_VOMUR, tr|A0A4X2LQ58|A0A4X2LQ58_VOMUR, tr|A0A4X2M190|A0A4X2M190_VOMUR, tr|A0A4X2MA68|A0A4X2MA68_VOMUR, tr|A0A4X2LAV5|A0A4X2LAV5_VOMUR, tr|A0A4X2LTN6|A0A4X2LTN6_VOMUR, tr|A0A4X2M185|A0A4X2M185_VOMUR, tr|A0A4X2M0L6|A0A4X2M0L6_VOMUR
OG0000089	sp|P15533|TR30A_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, tr|E9PV98|E9PV98_MOUSE, sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE, sp|Q8BGE7|TRIM6_MOUSE, sp|Q62191|RO52_MOUSE, sp|Q8K243|TRI68_MOUSE, sp|Q7TPM3|TRI17_MOUSE, sp|Q5NCC9|TRI58_MOUSE	tr|A0A4X2KV30|A0A4X2KV30_VOMUR
OG0000090	sp|P68369|TBA1A_MOUSE, sp|P05213|TBA1B_MOUSE	tr|A0A4X2JSS2|A0A4X2JSS2_VOMUR
OG0000090	sp|P05214|TBA3_MOUSE	tr|A0A4X2M5A8|A0A4X2M5A8_VOMUR
OG0000090	sp|P68368|TBA4A_MOUSE	tr|A0A4X2KEJ5|A0A4X2KEJ5_VOMUR, tr|A0A4X2K9B2|A0A4X2K9B2_VOMUR, tr|A0A4X2KGD4|A0A4X2KGD4_VOMUR, tr|A0A4X2KWH3|A0A4X2KWH3_VOMUR, tr|A0A4X2JSY8|A0A4X2JSY8_VOMUR
OG0000090	sp|Q3UX10|TBAL3_MOUSE, sp|Q9JJZ2|TBA8_MOUSE	tr|A0A4X2MBZ1|A0A4X2MBZ1_VOMUR
OG0000094	tr|Q8R254|Q8R254_MOUSE	tr|A0A4X2M582|A0A4X2M582_VOMUR, tr|A0A4X2K1I1|A0A4X2K1I1_VOMUR, tr|A0A4X2K1H4|A0A4X2K1H4_VOMUR, tr|A0A4X2K9P0|A0A4X2K9P0_VOMUR, tr|A0A4X2K1F8|A0A4X2K1F8_VOMUR, tr|A0A4X2K1K5|A0A4X2K1K5_VOMUR, tr|A0A4X2LHX5|A0A4X2LHX5_VOMUR, tr|A0A4X2JVW0|A0A4X2JVW0_VOMUR, tr|A0A4X2K104|A0A4X2K104_VOMUR, tr|A0A4X2KZ20|A0A4X2KZ20_VOMUR, tr|A0A4X2JVT8|A0A4X2JVT8_VOMUR, tr|A0A4X2K392|A0A4X2K392_VOMUR, tr|A0A4X2JVR1|A0A4X2JVR1_VOMUR, tr|A0A4X2L7A2|A0A4X2L7A2_VOMUR
OG0000095	tr|Q8VET4|Q8VET4_MOUSE	tr|A0A4X2K3P5|A0A4X2K3P5_VOMUR, tr|A0A4X2K3R0|A0A4X2K3R0_VOMUR, tr|A0A4X2JY32|A0A4X2JY32_VOMUR, tr|A0A4X2K3K4|A0A4X2K3K4_VOMUR, tr|A0A4X2K5Q5|A0A4X2K5Q5_VOMUR, tr|A0A4X2K3C9|A0A4X2K3C9_VOMUR, tr|A0A4X2JY51|A0A4X2JY51_VOMUR, tr|A0A4X2K5Y3|A0A4X2K5Y3_VOMUR, tr|A0A4X2JY99|A0A4X2JY99_VOMUR, tr|A0A4X2M5X5|A0A4X2M5X5_VOMUR, tr|A0A4X2K611|A0A4X2K611_VOMUR, tr|A0A4X2LMU9|A0A4X2LMU9_VOMUR, tr|A0A4X2JYB7|A0A4X2JYB7_VOMUR, tr|A0A4X2K625|A0A4X2K625_VOMUR
OG0000105	tr|L7N1Y0|L7N1Y0_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE, tr|E9Q0T8|E9Q0T8_MOUSE	tr|A0A4X2LF08|A0A4X2LF08_VOMUR
OG0000105	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A4X2K2Q5|A0A4X2K2Q5_VOMUR
OG0000105	sp|Q8BW94|DYH3_MOUSE	tr|A0A4X2LSA7|A0A4X2LSA7_VOMUR
OG0000105	sp|E9Q8T7|DYH1_MOUSE	tr|A0A4X2LMS6|A0A4X2LMS6_VOMUR
OG0000105	tr|E9Q0B6|E9Q0B6_MOUSE	tr|A0A4X2KTY7|A0A4X2KTY7_VOMUR
OG0000105	tr|A0A571BGC3|A0A571BGC3_MOUSE	tr|A0A4X2LK91|A0A4X2LK91_VOMUR
OG0000106	tr|S4R2V3|S4R2V3_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE	tr|A0A4X2KUZ8|A0A4X2KUZ8_VOMUR
OG0000108	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A4X2LS22|A0A4X2LS22_VOMUR, tr|A0A4X2M3H7|A0A4X2M3H7_VOMUR
OG0000108	sp|Q64436|ATP4A_MOUSE	tr|A0A4X2M344|A0A4X2M344_VOMUR
OG0000108	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A4X2KGK6|A0A4X2KGK6_VOMUR
OG0000108	sp|Q9WV27|AT1A4_MOUSE	tr|A0A4X2JT24|A0A4X2JT24_VOMUR
OG0000108	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A4X2JT67|A0A4X2JT67_VOMUR
OG0000108	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A4X2KKX0|A0A4X2KKX0_VOMUR
OG0000109	sp|P01575|IFNB_MOUSE	tr|A0A4X2K4Y1|A0A4X2K4Y1_VOMUR, tr|A0A4X2KNP0|A0A4X2KNP0_VOMUR, tr|A0A4X2KA53|A0A4X2KA53_VOMUR, tr|A0A4X2JTQ1|A0A4X2JTQ1_VOMUR, tr|A0A4X2KCZ2|A0A4X2KCZ2_VOMUR, tr|A0A4X2KX75|A0A4X2KX75_VOMUR, tr|A0A4X2KCU8|A0A4X2KCU8_VOMUR, tr|A0A4X2JPZ4|A0A4X2JPZ4_VOMUR, tr|A0A4X2KFH4|A0A4X2KFH4_VOMUR, tr|A0A4X2KHN2|A0A4X2KHN2_VOMUR, tr|A0A4X2KHK3|A0A4X2KHK3_VOMUR, tr|A0A4X2KG82|A0A4X2KG82_VOMUR, tr|A0A4X2L272|A0A4X2L272_VOMUR
OG0000110	sp|Q05421|CP2E1_MOUSE	tr|A0A4X2LKQ8|A0A4X2LKQ8_VOMUR, tr|A0A4X2LUX8|A0A4X2LUX8_VOMUR, tr|A0A4X2LVN8|A0A4X2LVN8_VOMUR, tr|A0A4X2KXH1|A0A4X2KXH1_VOMUR, tr|A0A4X2KZT1|A0A4X2KZT1_VOMUR, tr|A0A4X2LJ98|A0A4X2LJ98_VOMUR, tr|A0A4X2LNT3|A0A4X2LNT3_VOMUR, tr|A0A4X2L1E3|A0A4X2L1E3_VOMUR, tr|A0A4X2JXK2|A0A4X2JXK2_VOMUR, tr|A0A4X2JUX4|A0A4X2JUX4_VOMUR, tr|A0A4X2L9A5|A0A4X2L9A5_VOMUR, tr|A0A4X2JZ22|A0A4X2JZ22_VOMUR, tr|A0A4X2MBM2|A0A4X2MBM2_VOMUR
OG0000113	sp|Q9CPP7|LIPG_MOUSE	tr|A0A4X2K541|A0A4X2K541_VOMUR
OG0000113	sp|Q8K2A6|LIPM_MOUSE	tr|A0A4X2MEA1|A0A4X2MEA1_VOMUR
OG0000113	sp|Q9Z0M5|LICH_MOUSE	tr|A0A4X2MDF1|A0A4X2MDF1_VOMUR
OG0000113	sp|Q8BM14|LIPK_MOUSE	tr|A0A4X2M2P1|A0A4X2M2P1_VOMUR
OG0000114	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|F6WYW0|F6WYW0_MOUSE	tr|A0A4X2KXR9|A0A4X2KXR9_VOMUR
OG0000115	tr|A0A075B604|A0A075B604_MOUSE, tr|A0A0G2JFX6|A0A0G2JFX6_MOUSE, sp|P01739|TVA2_MOUSE, tr|Q5R1I1|Q5R1I1_MOUSE, tr|A0A075B6D1|A0A075B6D1_MOUSE, tr|A0A0B4J1N1|A0A0B4J1N1_MOUSE, tr|Q5R1I3|Q5R1I3_MOUSE, tr|A0A075B6C1|A0A075B6C1_MOUSE, tr|Q5R1H9|Q5R1H9_MOUSE, tr|A0A075B620|A0A075B620_MOUSE, tr|A0A0G2JEV5|A0A0G2JEV5_MOUSE	tr|A0A4X2LYP2|A0A4X2LYP2_VOMUR, tr|A0A4X2LRC4|A0A4X2LRC4_VOMUR
OG0000120	sp|P29341|PABP1_MOUSE	tr|A0A4X2M0Z2|A0A4X2M0Z2_VOMUR, tr|A0A4X2JYV6|A0A4X2JYV6_VOMUR, tr|A0A4X2LIN2|A0A4X2LIN2_VOMUR, tr|A0A4X2KAX8|A0A4X2KAX8_VOMUR
OG0000120	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A4X2JW80|A0A4X2JW80_VOMUR
OG0000120	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A4X2JT51|A0A4X2JT51_VOMUR
OG0000120	tr|Q62029|Q62029_MOUSE, tr|Q9D4E6|Q9D4E6_MOUSE	tr|A0A4X2K9R9|A0A4X2K9R9_VOMUR
OG0000121	sp|Q9DCV7|K2C7_MOUSE	tr|A0A4X2KE17|A0A4X2KE17_VOMUR, tr|A0A4X2L273|A0A4X2L273_VOMUR, tr|A0A4X2L0R9|A0A4X2L0R9_VOMUR, tr|A0A4X2KYW2|A0A4X2KYW2_VOMUR, tr|A0A4X2KEV7|A0A4X2KEV7_VOMUR, tr|A0A4X2KER0|A0A4X2KER0_VOMUR, tr|A0A4X2KSR3|A0A4X2KSR3_VOMUR, tr|A0A4X2KYR6|A0A4X2KYR6_VOMUR, tr|A0A4X2KSG1|A0A4X2KSG1_VOMUR, tr|A0A4X2KYS1|A0A4X2KYS1_VOMUR, tr|A0A4X2KEU3|A0A4X2KEU3_VOMUR, tr|A0A4X2KEN1|A0A4X2KEN1_VOMUR
OG0000122	sp|P25444|RS2_MOUSE	tr|A0A4X2K692|A0A4X2K692_VOMUR, tr|A0A4X2LWC5|A0A4X2LWC5_VOMUR, tr|A0A4X2L291|A0A4X2L291_VOMUR, tr|A0A4X2KMG3|A0A4X2KMG3_VOMUR, tr|A0A4X2L5R9|A0A4X2L5R9_VOMUR, tr|A0A4X2L0B7|A0A4X2L0B7_VOMUR, tr|A0A4X2LX55|A0A4X2LX55_VOMUR, tr|A0A4X2LW17|A0A4X2LW17_VOMUR, tr|A0A4X2K4H3|A0A4X2K4H3_VOMUR, tr|A0A4X2KPP1|A0A4X2KPP1_VOMUR, tr|A0A4X2KGM7|A0A4X2KGM7_VOMUR, tr|A0A4X2LL90|A0A4X2LL90_VOMUR
OG0000124	sp|Q61765|K1H1_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q9D646|KRT34_MOUSE	tr|A0A4X2M5T7|A0A4X2M5T7_VOMUR
OG0000124	sp|Q6IFX4|K1C39_MOUSE	tr|A0A4X2K1U7|A0A4X2K1U7_VOMUR
OG0000124	sp|Q62168|K1H2_MOUSE, sp|Q497I4|KRT35_MOUSE, sp|B1AQ75|KRT36_MOUSE	tr|A0A4X2M4G2|A0A4X2M4G2_VOMUR
OG0000126	tr|Q3UZ24|Q3UZ24_MOUSE, tr|B1AQP7|B1AQP7_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|B2RT54|B2RT54_MOUSE, tr|A2VDH7|A2VDH7_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|G3X9K7|G3X9K7_MOUSE	tr|A0A4X2K1T7|A0A4X2K1T7_VOMUR
OG0000127	sp|P02463|CO4A1_MOUSE	tr|A0A4X2M7B8|A0A4X2M7B8_VOMUR, tr|A0A4X2KBF8|A0A4X2KBF8_VOMUR
OG0000127	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A4X2KIG1|A0A4X2KIG1_VOMUR
OG0000127	sp|P08122|CO4A2_MOUSE	tr|A0A4X2K409|A0A4X2K409_VOMUR
OG0000127	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A4X2KJC3|A0A4X2KJC3_VOMUR
OG0000127	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A4X2K3D5|A0A4X2K3D5_VOMUR
OG0000128	sp|A2A7V7|CLM6_MOUSE, sp|Q7TSN2|CLM4_MOUSE, sp|Q6SJQ0|CLM8_MOUSE, sp|Q1ERP8|CLM9_MOUSE, sp|Q8K249|CLM2_MOUSE, sp|Q3U497|CLM7_MOUSE, sp|Q6SJQ7|CLM1_MOUSE, sp|Q8VCH2|CLM5_MOUSE, tr|A2A7W1|A2A7W1_MOUSE, sp|Q6SJQ5|CLM3_MOUSE, tr|A2A7W0|A2A7W0_MOUSE	tr|A0A4X2L488|A0A4X2L488_VOMUR
OG0000133	tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VG91|Q8VG91_MOUSE	tr|A0A4X2JP21|A0A4X2JP21_VOMUR
OG0000133	sp|Q60887|OL148_MOUSE	tr|A0A4X2JSE9|A0A4X2JSE9_VOMUR, tr|A0A4X2JVZ4|A0A4X2JVZ4_VOMUR, tr|A0A4X2JPR5|A0A4X2JPR5_VOMUR, tr|A0A4X2JV19|A0A4X2JV19_VOMUR, tr|A0A4X2JUZ3|A0A4X2JUZ3_VOMUR, tr|A0A4X2JZP1|A0A4X2JZP1_VOMUR, tr|A0A4X2JTC2|A0A4X2JTC2_VOMUR, tr|A0A4X2LBD3|A0A4X2LBD3_VOMUR
OG0000137	sp|Q9D0L7|ARM10_MOUSE, sp|Q6A058|ARMX2_MOUSE, sp|Q9CX83|ARMX1_MOUSE, sp|Q8BHS6|ARMX3_MOUSE, sp|Q8K3A6|ARMX6_MOUSE, tr|E9PWM3|E9PWM3_MOUSE, sp|Q3UZB0|ARMX5_MOUSE, sp|Q5U4C1|GASP1_MOUSE, sp|Q8BUY8|GASP2_MOUSE, sp|Q6PB60|BHLH9_MOUSE	tr|A0A4X2L370|A0A4X2L370_VOMUR
OG0000144	sp|P17897|LYZ1_MOUSE, sp|P08905|LYZ2_MOUSE, tr|Q8BM26|Q8BM26_MOUSE, sp|Q9CPX3|LYZL1_MOUSE, sp|Q9D925|LYZL4_MOUSE, sp|Q9D9X8|SACA3_MOUSE, sp|Q9DA11|LYZL6_MOUSE, sp|A2AE20|LYZL5_MOUSE	tr|A0A4X2L5D5|A0A4X2L5D5_VOMUR, tr|A0A4X2M5K6|A0A4X2M5K6_VOMUR, tr|A0A4X2K5L6|A0A4X2K5L6_VOMUR
OG0000146	sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE7|H2A1N_MOUSE	tr|A0A4X2KAD7|A0A4X2KAD7_VOMUR, tr|A0A4X2KBW5|A0A4X2KBW5_VOMUR
OG0000150	sp|Q8C042|ENO4_MOUSE	tr|A0A4X2KU24|A0A4X2KU24_VOMUR
OG0000150	sp|P21550|ENOB_MOUSE	tr|A0A4X2JVB7|A0A4X2JVB7_VOMUR
OG0000150	sp|P17183|ENOG_MOUSE	tr|A0A4X2JWQ6|A0A4X2JWQ6_VOMUR
OG0000150	sp|P17182|ENOA_MOUSE	tr|A0A4X2M5S9|A0A4X2M5S9_VOMUR, tr|A0A4X2M725|A0A4X2M725_VOMUR, tr|A0A4X2L5S9|A0A4X2L5S9_VOMUR, tr|A0A4X2MCK6|A0A4X2MCK6_VOMUR
OG0000151	sp|O35400|ST2B1_MOUSE	tr|A0A4X2KRF6|A0A4X2KRF6_VOMUR
OG0000151	sp|Q8BGL3|ST2A8_MOUSE, tr|A0A1B0GRF0|A0A1B0GRF0_MOUSE, tr|B2RVI8|B2RVI8_MOUSE, tr|D3Z1W5|D3Z1W5_MOUSE, tr|L7N245|L7N245_MOUSE, sp|P50236|ST2A2_MOUSE, sp|P52843|ST2A1_MOUSE, tr|K7N6K9|K7N6K9_MOUSE	tr|A0A4X2LVI7|A0A4X2LVI7_VOMUR
OG0000154	sp|O88909|S22A8_MOUSE	tr|A0A4X2JSE7|A0A4X2JSE7_VOMUR
OG0000154	sp|Q8VC69|S22A6_MOUSE	tr|A0A4X2KDH4|A0A4X2KDH4_VOMUR, tr|A0A4X2K857|A0A4X2K857_VOMUR, tr|A0A4X2K8B7|A0A4X2K8B7_VOMUR, tr|A0A4X2K2D5|A0A4X2K2D5_VOMUR, tr|A0A4X2K0J9|A0A4X2K0J9_VOMUR, tr|A0A4X2JPH4|A0A4X2JPH4_VOMUR, tr|A0A4X2JVX3|A0A4X2JVX3_VOMUR, tr|A0A4X2JV31|A0A4X2JV31_VOMUR
OG0000155	sp|Q8C650|SEP10_MOUSE	tr|A0A4X2K8U6|A0A4X2K8U6_VOMUR
OG0000155	sp|Q8C1B7|SEP11_MOUSE	tr|A0A4X2KP19|A0A4X2KP19_VOMUR
OG0000155	sp|Q9R1T4|SEPT6_MOUSE	tr|A0A4X2L637|A0A4X2L637_VOMUR
OG0000155	sp|Q8CHH9|SEPT8_MOUSE	tr|A0A4X2LIJ5|A0A4X2LIJ5_VOMUR, tr|A0A4X2KB67|A0A4X2KB67_VOMUR
OG0000156	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A4X2LIE5|A0A4X2LIE5_VOMUR, tr|A0A4X2KYK7|A0A4X2KYK7_VOMUR, tr|A0A4X2LKS1|A0A4X2LKS1_VOMUR, tr|A0A4X2KLR3|A0A4X2KLR3_VOMUR, tr|A0A4X2KMS7|A0A4X2KMS7_VOMUR, tr|A0A4X2KMU9|A0A4X2KMU9_VOMUR, tr|A0A4X2KMV8|A0A4X2KMV8_VOMUR, tr|A0A4X2KT01|A0A4X2KT01_VOMUR, tr|A0A4X2LKQ1|A0A4X2LKQ1_VOMUR, tr|A0A4X2KLS4|A0A4X2KLS4_VOMUR
OG0000160	sp|Q80WM7|PRS33_MOUSE	tr|A0A4X2JMZ3|A0A4X2JMZ3_VOMUR
OG0000160	tr|E9Q409|E9Q409_MOUSE	tr|A0A4X2JVW1|A0A4X2JVW1_VOMUR
OG0000160	sp|Q9QYZ9|PRS30_MOUSE	tr|A0A4X2JUY7|A0A4X2JUY7_VOMUR
OG0000160	sp|Q8BLH5|TSP50_MOUSE, sp|F2YMG0|PRS56_MOUSE	tr|A0A4X2K753|A0A4X2K753_VOMUR
OG0000162	tr|Q9EQY5|Q9EQY5_MOUSE	tr|A0A4X2LAG7|A0A4X2LAG7_VOMUR
OG0000162	sp|A1YIY0|FCRL6_MOUSE, sp|Q8R4Y0|FCRL1_MOUSE	tr|A0A4X2L725|A0A4X2L725_VOMUR
OG0000162	sp|Q68SN8|FCRL5_MOUSE	tr|A0A4X2L833|A0A4X2L833_VOMUR, tr|A0A4X2L8C0|A0A4X2L8C0_VOMUR, tr|A0A4X2L033|A0A4X2L033_VOMUR, tr|A0A4X2JTR2|A0A4X2JTR2_VOMUR
OG0000167	sp|Q9JLR9|HIG1A_MOUSE	tr|A0A4X2L9X5|A0A4X2L9X5_VOMUR, tr|A0A4X2K354|A0A4X2K354_VOMUR, tr|A0A4X2L6E9|A0A4X2L6E9_VOMUR, tr|A0A4X2JP57|A0A4X2JP57_VOMUR, tr|A0A4X2L5J7|A0A4X2L5J7_VOMUR, tr|A0A4X2JT28|A0A4X2JT28_VOMUR, tr|A0A4X2MD44|A0A4X2MD44_VOMUR, tr|A0A4X2LXI4|A0A4X2LXI4_VOMUR, tr|A0A4X2LC70|A0A4X2LC70_VOMUR
OG0000168	tr|Q8VGV0|Q8VGV0_MOUSE, tr|Q3SXH8|Q3SXH8_MOUSE	tr|A0A4X2JZH7|A0A4X2JZH7_VOMUR, tr|A0A4X2JSK9|A0A4X2JSK9_VOMUR, tr|A0A4X2LWS8|A0A4X2LWS8_VOMUR, tr|A0A4X2L6P9|A0A4X2L6P9_VOMUR, tr|A0A4X2JNJ7|A0A4X2JNJ7_VOMUR, tr|A0A4X2JWV5|A0A4X2JWV5_VOMUR, tr|A0A4X2JSJ4|A0A4X2JSJ4_VOMUR, tr|A0A4X2JZA1|A0A4X2JZA1_VOMUR
