Orthogroup	Mus_musculus	Nyctereutes_procyonoides
OG0000016	tr|Q7TQU8|Q7TQU8_MOUSE	tr|A0A811Z9Q9|A0A811Z9Q9_NYCPR, tr|A0A811Z9S4|A0A811Z9S4_NYCPR, tr|A0A811Z9R8|A0A811Z9R8_NYCPR, tr|A0A811Z9U4|A0A811Z9U4_NYCPR, tr|A0A811ZA93|A0A811ZA93_NYCPR, tr|A0A811ZAB0|A0A811ZAB0_NYCPR, tr|A0A811ZA97|A0A811ZA97_NYCPR, tr|A0A811ZAB8|A0A811ZAB8_NYCPR, tr|A0A811ZAA3|A0A811ZAA3_NYCPR, tr|A0A811ZAC2|A0A811ZAC2_NYCPR, tr|A0A811ZAB9|A0A811ZAB9_NYCPR, tr|A0A811ZAB4|A0A811ZAB4_NYCPR, tr|A0A811ZAA5|A0A811ZAA5_NYCPR, tr|A0A811ZAC1|A0A811ZAC1_NYCPR, tr|A0A811ZAB1|A0A811ZAB1_NYCPR, tr|A0A811ZA94|A0A811ZA94_NYCPR, tr|A0A811ZAA7|A0A811ZAA7_NYCPR, tr|A0A811Z9T6|A0A811Z9T6_NYCPR, tr|A0A811Z9T2|A0A811Z9T2_NYCPR, tr|A0A811Z9R5|A0A811Z9R5_NYCPR, tr|A0A811Z9S8|A0A811Z9S8_NYCPR, tr|A0A811Z9R2|A0A811Z9R2_NYCPR, tr|A0A811Z9Q7|A0A811Z9Q7_NYCPR, tr|A0A811Z9S2|A0A811Z9S2_NYCPR, tr|A0A811Z9U8|A0A811Z9U8_NYCPR, tr|A0A811Z9S6|A0A811Z9S6_NYCPR, tr|A0A811Z9T9|A0A811Z9T9_NYCPR, tr|A0A811Z9U1|A0A811Z9U1_NYCPR, tr|A0A811Z9T4|A0A811Z9T4_NYCPR, tr|A0A811Z9S1|A0A811Z9S1_NYCPR, tr|A0A811Z9R9|A0A811Z9R9_NYCPR, tr|A0A811Z9T3|A0A811Z9T3_NYCPR, tr|A0A811Z9U3|A0A811Z9U3_NYCPR, tr|A0A811Z9R6|A0A811Z9R6_NYCPR, tr|A0A811Z9S5|A0A811Z9S5_NYCPR, tr|A0A811Z9S3|A0A811Z9S3_NYCPR, tr|A0A811Z9S9|A0A811Z9S9_NYCPR, tr|A0A811Z9T7|A0A811Z9T7_NYCPR, tr|A0A811Z9T1|A0A811Z9T1_NYCPR, tr|A0A811Z9U0|A0A811Z9U0_NYCPR, tr|A0A811Z9Q6|A0A811Z9Q6_NYCPR, tr|A0A811Z9V0|A0A811Z9V0_NYCPR, tr|A0A811Z9S7|A0A811Z9S7_NYCPR
OG0000017	sp|P49312|ROA1_MOUSE	tr|A0A811ZLY4|A0A811ZLY4_NYCPR, tr|A0A811XX79|A0A811XX79_NYCPR, tr|A0A811YA68|A0A811YA68_NYCPR, tr|A0A811Y9P0|A0A811Y9P0_NYCPR, tr|A0A811YZ88|A0A811YZ88_NYCPR, tr|A0A811Y9D0|A0A811Y9D0_NYCPR, tr|A0A811ZPE4|A0A811ZPE4_NYCPR, tr|A0A811ZEC7|A0A811ZEC7_NYCPR, tr|A0A811Z904|A0A811Z904_NYCPR, tr|A0A811Z4J8|A0A811Z4J8_NYCPR, tr|A0A811YP68|A0A811YP68_NYCPR, tr|A0A811Y8S6|A0A811Y8S6_NYCPR, tr|A0A811ZQK2|A0A811ZQK2_NYCPR, tr|A0A811Z7U1|A0A811Z7U1_NYCPR, tr|A0A811Z5X3|A0A811Z5X3_NYCPR, tr|A0A811Z2P0|A0A811Z2P0_NYCPR, tr|A0A811ZH52|A0A811ZH52_NYCPR, tr|A0A811Y9G6|A0A811Y9G6_NYCPR, tr|A0A811Y5G8|A0A811Y5G8_NYCPR, tr|A0A811ZK69|A0A811ZK69_NYCPR, tr|A0A811YAV1|A0A811YAV1_NYCPR, tr|A0A811ZT31|A0A811ZT31_NYCPR, tr|A0A811YEV6|A0A811YEV6_NYCPR, tr|A0A811YX77|A0A811YX77_NYCPR, tr|A0A811YNB1|A0A811YNB1_NYCPR, tr|A0A811Z911|A0A811Z911_NYCPR, tr|A0A811XYN6|A0A811XYN6_NYCPR, tr|A0A811YC80|A0A811YC80_NYCPR, tr|A0A811Z536|A0A811Z536_NYCPR, tr|A0A811Y938|A0A811Y938_NYCPR, tr|A0A811Z4D1|A0A811Z4D1_NYCPR, tr|A0A811ZYQ5|A0A811ZYQ5_NYCPR, tr|A0A811Y9U1|A0A811Y9U1_NYCPR, tr|A0A811ZJI4|A0A811ZJI4_NYCPR, tr|A0A811YYY1|A0A811YYY1_NYCPR, tr|A0A811YCL7|A0A811YCL7_NYCPR, tr|A0A811YFH6|A0A811YFH6_NYCPR, tr|A0A811Y8F5|A0A811Y8F5_NYCPR, tr|A0A811YXR7|A0A811YXR7_NYCPR, tr|A0A811YWR9|A0A811YWR9_NYCPR, tr|A0A811Z133|A0A811Z133_NYCPR, tr|A0A811YA07|A0A811YA07_NYCPR
OG0000020	sp|Q9Z331|K2C6B_MOUSE, sp|P50446|K2C6A_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE	tr|A0A811YYQ4|A0A811YYQ4_NYCPR, tr|A0A811YVM0|A0A811YVM0_NYCPR
OG0000020	sp|Q8BGZ7|K2C75_MOUSE	tr|A0A811YY13|A0A811YY13_NYCPR
OG0000020	sp|Q922U2|K2C5_MOUSE	tr|A0A811YW08|A0A811YW08_NYCPR
OG0000020	tr|E9Q1Z0|E9Q1Z0_MOUSE	tr|A0A811Z270|A0A811Z270_NYCPR
OG0000020	sp|Q9DCV7|K2C7_MOUSE	tr|A0A812A064|A0A812A064_NYCPR, tr|A0A811YV96|A0A811YV96_NYCPR
OG0000020	sp|Q8VED5|K2C79_MOUSE	tr|A0A811YVC7|A0A811YVC7_NYCPR
OG0000020	sp|Q9R0H5|K2C71_MOUSE	tr|A0A811Z470|A0A811Z470_NYCPR
OG0000020	sp|Q6NXH9|K2C73_MOUSE	tr|A0A811YZN8|A0A811YZN8_NYCPR
OG0000020	sp|Q6IFZ9|K2C74_MOUSE	tr|A0A811YYR3|A0A811YYR3_NYCPR
OG0000020	sp|Q6IME9|K2C72_MOUSE	tr|A0A811YYD0|A0A811YYD0_NYCPR
OG0000020	sp|Q3TTY5|K22E_MOUSE	tr|A0A811YVB7|A0A811YVB7_NYCPR
OG0000020	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A811YYR2|A0A811YYR2_NYCPR
OG0000020	sp|P04104|K2C1_MOUSE	tr|A0A811YY24|A0A811YY24_NYCPR
OG0000020	sp|Q3UV17|K22O_MOUSE	tr|A0A811YVN0|A0A811YVN0_NYCPR, tr|A0A811YW18|A0A811YW18_NYCPR, tr|A0A811YYD9|A0A811YYD9_NYCPR, tr|A0A811YYS5|A0A811YYS5_NYCPR
OG0000020	sp|P07744|K2C4_MOUSE	tr|A0A811Z290|A0A811Z290_NYCPR, tr|A0A811YZP8|A0A811YZP8_NYCPR
OG0000024	tr|Q7TRY6|Q7TRY6_MOUSE, sp|Q8VGK5|OLF50_MOUSE, tr|Q8VGK2|Q8VGK2_MOUSE, tr|Q8VGK4|Q8VGK4_MOUSE, tr|Q8VGL0|Q8VGL0_MOUSE, tr|Q8VFP9|Q8VFP9_MOUSE, tr|Q8VGJ7|Q8VGJ7_MOUSE, tr|Q8VGK8|Q8VGK8_MOUSE, tr|Q8VGK6|Q8VGK6_MOUSE, tr|Q8VGK9|Q8VGK9_MOUSE, tr|Q8VGK7|Q8VGK7_MOUSE, tr|Q8VGK3|Q8VGK3_MOUSE, tr|Q8VGJ9|Q8VGJ9_MOUSE, sp|Q60879|OLF3_MOUSE, tr|Q8VFP8|Q8VFP8_MOUSE, tr|Q8VEU7|Q8VEU7_MOUSE, tr|A0A0U1RNF5|A0A0U1RNF5_MOUSE, tr|Q8VEZ6|Q8VEZ6_MOUSE, tr|Q8VEZ7|Q8VEZ7_MOUSE, tr|Q7TRX4|Q7TRX4_MOUSE, tr|Q8VGT2|Q8VGT2_MOUSE, sp|Q8VGI1|OLF1_MOUSE, tr|E9Q4M1|E9Q4M1_MOUSE, tr|Q7TRX9|Q7TRX9_MOUSE, tr|Q8VGR5|Q8VGR5_MOUSE, tr|Q8VGR6|Q8VGR6_MOUSE, tr|A0A0U1RNJ4|A0A0U1RNJ4_MOUSE, tr|Q8VGR3|Q8VGR3_MOUSE, tr|Q7TRX6|Q7TRX6_MOUSE, tr|Q7TRX7|Q7TRX7_MOUSE, tr|Q7TRX8|Q7TRX8_MOUSE, tr|Q8VGT1|Q8VGT1_MOUSE, tr|Q5SSP0|Q5SSP0_MOUSE, tr|Q8VGT3|Q8VGT3_MOUSE, tr|Q8VF79|Q8VF79_MOUSE	tr|A0A811XV88|A0A811XV88_NYCPR
OG0000026	tr|Q8R261|Q8R261_MOUSE, tr|Q8R263|Q8R263_MOUSE, tr|Q8R264|Q8R264_MOUSE, tr|Q8K4C9|Q8K4C9_MOUSE, tr|Q5SVD6|Q5SVD6_MOUSE, tr|Q8R258|Q8R258_MOUSE, tr|I7HIK1|I7HIK1_MOUSE, tr|Q8R259|Q8R259_MOUSE, tr|Q5SSA0|Q5SSA0_MOUSE, tr|J3JS27|J3JS27_MOUSE, tr|Q8R262|Q8R262_MOUSE, tr|Q8R265|Q8R265_MOUSE, tr|Q8R266|Q8R266_MOUSE, tr|Q8K3N2|Q8K3N2_MOUSE, tr|Q8R269|Q8R269_MOUSE, tr|Q8R278|Q8R278_MOUSE, tr|Q8R280|Q8R280_MOUSE, tr|Q8R279|Q8R279_MOUSE, tr|Q8R281|Q8R281_MOUSE, tr|Q8R277|Q8R277_MOUSE, tr|Q5NC97|Q5NC97_MOUSE, tr|A0A494BA14|A0A494BA14_MOUSE, tr|A0A494B935|A0A494B935_MOUSE, tr|Q8K3N3|Q8K3N3_MOUSE, tr|Q8R275|Q8R275_MOUSE, tr|Q8R276|Q8R276_MOUSE, tr|Q8R274|Q8R274_MOUSE, tr|Q8R273|Q8R273_MOUSE, tr|Q8R268|Q8R268_MOUSE, tr|Q8K4D0|Q8K4D0_MOUSE, tr|Q8R270|Q8R270_MOUSE, tr|Q8R272|Q8R272_MOUSE, tr|Q8R271|Q8R271_MOUSE, tr|Q5SVD5|Q5SVD5_MOUSE	tr|A0A811Y811|A0A811Y811_NYCPR
OG0000030	sp|Q9JJU8|SH3L1_MOUSE	tr|A0A811Z4F5|A0A811Z4F5_NYCPR, tr|A0A811YS82|A0A811YS82_NYCPR, tr|A0A811ZI95|A0A811ZI95_NYCPR, tr|A0A811YZQ6|A0A811YZQ6_NYCPR, tr|A0A811ZED1|A0A811ZED1_NYCPR, tr|A0A811YAD8|A0A811YAD8_NYCPR, tr|A0A811Z4K0|A0A811Z4K0_NYCPR, tr|A0A811YHY8|A0A811YHY8_NYCPR, tr|A0A811ZHB1|A0A811ZHB1_NYCPR, tr|A0A811ZZQ9|A0A811ZZQ9_NYCPR, tr|A0A811YEC7|A0A811YEC7_NYCPR, tr|A0A811Z6C0|A0A811Z6C0_NYCPR, tr|A0A811ZA78|A0A811ZA78_NYCPR, tr|A0A811ZJX9|A0A811ZJX9_NYCPR, tr|A0A811Z0H9|A0A811Z0H9_NYCPR, tr|A0A811YF35|A0A811YF35_NYCPR, tr|A0A811ZFT5|A0A811ZFT5_NYCPR, tr|A0A811Z8X1|A0A811Z8X1_NYCPR, tr|A0A811YF34|A0A811YF34_NYCPR, tr|A0A811YKC1|A0A811YKC1_NYCPR, tr|A0A811ZEF5|A0A811ZEF5_NYCPR, tr|A0A811ZBB3|A0A811ZBB3_NYCPR, tr|A0A811Y572|A0A811Y572_NYCPR, tr|A0A811ZIK8|A0A811ZIK8_NYCPR, tr|A0A811YAG5|A0A811YAG5_NYCPR, tr|A0A811YU22|A0A811YU22_NYCPR, tr|A0A811ZH75|A0A811ZH75_NYCPR, tr|A0A811ZN25|A0A811ZN25_NYCPR, tr|A0A811ZG51|A0A811ZG51_NYCPR, tr|A0A811Y322|A0A811Y322_NYCPR, tr|A0A811Y8A8|A0A811Y8A8_NYCPR
OG0000035	sp|P14206|RSSA_MOUSE	tr|A0A811Y7Z7|A0A811Y7Z7_NYCPR, tr|A0A811YRI6|A0A811YRI6_NYCPR, tr|A0A811YBB1|A0A811YBB1_NYCPR, tr|A0A811Z078|A0A811Z078_NYCPR, tr|A0A811YHT7|A0A811YHT7_NYCPR, tr|A0A811YX27|A0A811YX27_NYCPR, tr|A0A811YN16|A0A811YN16_NYCPR, tr|A0A811YWF5|A0A811YWF5_NYCPR, tr|A0A811YU00|A0A811YU00_NYCPR, tr|A0A811Z7P1|A0A811Z7P1_NYCPR, tr|A0A811YAG0|A0A811YAG0_NYCPR, tr|A0A811YGL9|A0A811YGL9_NYCPR, tr|A0A811Z478|A0A811Z478_NYCPR, tr|A0A811YMS5|A0A811YMS5_NYCPR, tr|A0A811ZED7|A0A811ZED7_NYCPR, tr|A0A811ZC74|A0A811ZC74_NYCPR, tr|A0A811XX19|A0A811XX19_NYCPR, tr|A0A811XZ55|A0A811XZ55_NYCPR, tr|A0A811ZXE7|A0A811ZXE7_NYCPR, tr|A0A811YLB7|A0A811YLB7_NYCPR, tr|A0A811ZQX9|A0A811ZQX9_NYCPR, tr|A0A811Y0R2|A0A811Y0R2_NYCPR, tr|A0A811ZBF9|A0A811ZBF9_NYCPR, tr|A0A811YPT1|A0A811YPT1_NYCPR, tr|A0A811Y8B7|A0A811Y8B7_NYCPR, tr|A0A811YD30|A0A811YD30_NYCPR, tr|A0A811YXE3|A0A811YXE3_NYCPR
OG0000039	sp|P29391|FRIL1_MOUSE, sp|P49945|FRIL2_MOUSE	tr|A0A811Z319|A0A811Z319_NYCPR, tr|A0A811Z4D3|A0A811Z4D3_NYCPR, tr|A0A811YUM0|A0A811YUM0_NYCPR, tr|A0A811ZU16|A0A811ZU16_NYCPR, tr|A0A811Z815|A0A811Z815_NYCPR, tr|A0A811Z8M7|A0A811Z8M7_NYCPR, tr|A0A811Z693|A0A811Z693_NYCPR, tr|A0A811YWR3|A0A811YWR3_NYCPR, tr|A0A811Y3H6|A0A811Y3H6_NYCPR, tr|A0A811YUQ3|A0A811YUQ3_NYCPR, tr|A0A811Y750|A0A811Y750_NYCPR, tr|A0A811YCU1|A0A811YCU1_NYCPR, tr|A0A811Y276|A0A811Y276_NYCPR, tr|A0A811ZI24|A0A811ZI24_NYCPR, tr|A0A811ZCM9|A0A811ZCM9_NYCPR, tr|A0A811ZJN5|A0A811ZJN5_NYCPR, tr|A0A811ZE41|A0A811ZE41_NYCPR, tr|A0A811ZBG1|A0A811ZBG1_NYCPR, tr|A0A811ZG46|A0A811ZG46_NYCPR, tr|A0A811YDY4|A0A811YDY4_NYCPR, tr|A0A811YZ39|A0A811YZ39_NYCPR, tr|A0A811ZW31|A0A811ZW31_NYCPR, tr|A0A811Z6U0|A0A811Z6U0_NYCPR, tr|A0A811YNW3|A0A811YNW3_NYCPR, tr|A0A811ZFX6|A0A811ZFX6_NYCPR
OG0000045	tr|Q8VG45|Q8VG45_MOUSE, tr|Q8VFU1|Q8VFU1_MOUSE, tr|Q8VFU2|Q8VFU2_MOUSE, tr|Q8VFH9|Q8VFH9_MOUSE, tr|Q8VGI9|Q8VGI9_MOUSE, tr|Q8VEX8|Q8VEX8_MOUSE, tr|Q7TRH5|Q7TRH5_MOUSE, tr|Q8VGI8|Q8VGI8_MOUSE, tr|Q7TRH9|Q7TRH9_MOUSE, tr|Q7TRH8|Q7TRH8_MOUSE, tr|Q8VGJ3|Q8VGJ3_MOUSE, tr|Q7TRH4|Q7TRH4_MOUSE, tr|Q8VFU0|Q8VFU0_MOUSE, tr|Q7TRH7|Q7TRH7_MOUSE, tr|Q7TRI2|Q7TRI2_MOUSE, tr|E9PUS9|E9PUS9_MOUSE, tr|Q8VG64|Q8VG64_MOUSE, tr|Q8VG46|Q8VG46_MOUSE, tr|Q8VFI1|Q8VFI1_MOUSE, tr|Q8VFI2|Q8VFI2_MOUSE, tr|Q8VFI4|Q8VFI4_MOUSE, tr|Q8VEU1|Q8VEU1_MOUSE, tr|Q8VFZ9|Q8VFZ9_MOUSE	tr|A0A811YZY8|A0A811YZY8_NYCPR
OG0000047	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A811Y3U0|A0A811Y3U0_NYCPR
OG0000047	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A811YD61|A0A811YD61_NYCPR
OG0000047	tr|A1L1B4|A1L1B4_MOUSE, tr|Q8VET6|Q8VET6_MOUSE	tr|A0A811XRW1|A0A811XRW1_NYCPR, tr|A0A811Y3Y0|A0A811Y3Y0_NYCPR, tr|A0A811XPU0|A0A811XPU0_NYCPR, tr|A0A811Y5L2|A0A811Y5L2_NYCPR, tr|A0A811Y9C2|A0A811Y9C2_NYCPR, tr|A0A811YVC4|A0A811YVC4_NYCPR, tr|A0A811YVR3|A0A811YVR3_NYCPR, tr|A0A811Z3Y1|A0A811Z3Y1_NYCPR, tr|A0A811YA00|A0A811YA00_NYCPR, tr|A0A811YXR8|A0A811YXR8_NYCPR, tr|A0A811YYF4|A0A811YYF4_NYCPR, tr|A0A811YV18|A0A811YV18_NYCPR
OG0000047	tr|Q7TS17|Q7TS17_MOUSE	tr|A0A811Y5U8|A0A811Y5U8_NYCPR, tr|A0A811Y9Z0|A0A811Y9Z0_NYCPR, tr|A0A811Y5K2|A0A811Y5K2_NYCPR, tr|A0A811XPU9|A0A811XPU9_NYCPR, tr|A0A811XZP7|A0A811XZP7_NYCPR
OG0000048	tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q14AJ9|Q14AJ9_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS03|Q7TS03_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|Q7TS10|Q7TS10_MOUSE, tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS07|Q7TS07_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS08|Q7TS08_MOUSE	tr|A0A811ZNK4|A0A811ZNK4_NYCPR
OG0000053	sp|Q8VG04|OL478_MOUSE, sp|Q8VG09|OL502_MOUSE, sp|Q8VF66|OL469_MOUSE, sp|Q8VF65|OL470_MOUSE, sp|Q8VG13|OL507_MOUSE, sp|Q8VEW6|OL510_MOUSE, tr|Q7TRU6|Q7TRU6_MOUSE, sp|Q8VEW5|OL493_MOUSE, sp|Q8VFD1|OL492_MOUSE, sp|Q8VF12|OL495_MOUSE, sp|Q8VEW2|OL498_MOUSE, sp|Q8VG03|OL482_MOUSE, sp|Q8VFD3|OL484_MOUSE, sp|Q8VG07|OL494_MOUSE, sp|Q8VG05|OL483_MOUSE, sp|Q8VG08|OL497_MOUSE, sp|Q8VFD2|OL490_MOUSE, sp|Q8VG02|OL488_MOUSE, tr|A0A140LJF5|A0A140LJF5_MOUSE, tr|Q7TRU9|Q7TRU9_MOUSE, sp|Q8VFD0|OL486_MOUSE	tr|A0A811Y5V1|A0A811Y5V1_NYCPR
OG0000054	tr|E9PVR6|E9PVR6_MOUSE, sp|Q9EQ48|VN1A8_MOUSE, sp|Q9EP79|V1R52_MOUSE, sp|Q8VIC7|V1R45_MOUSE, sp|Q8R2E6|V1A11_MOUSE, sp|Q8VIC6|V1R51_MOUSE, sp|Q8VIC9|V1R43_MOUSE, sp|Q8VBS7|V1R42_MOUSE, sp|Q9EQ51|V1R47_MOUSE, sp|Q9EQ52|V1R48_MOUSE, sp|Q9EPB8|V1R54_MOUSE, sp|Q9EQ45|V1R46_MOUSE, sp|Q9EP93|V1R53_MOUSE, sp|Q9EQ47|V1R44_MOUSE, sp|Q9EQ46|V1R40_MOUSE, sp|Q9EQ44|V1R41_MOUSE, tr|A0A494BA90|A0A494BA90_MOUSE, sp|Q9WUF1|V1R49_MOUSE, sp|Q9EP51|V1R50_MOUSE	tr|A0A811Z7J6|A0A811Z7J6_NYCPR, tr|A0A811Z848|A0A811Z848_NYCPR
OG0000056	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A811YWH2|A0A811YWH2_NYCPR
OG0000056	tr|G3UW88|G3UW88_MOUSE	tr|A0A811Z505|A0A811Z505_NYCPR, tr|A0A811YWV5|A0A811YWV5_NYCPR, tr|A0A811YZL3|A0A811YZL3_NYCPR, tr|A0A811YZN3|A0A811YZN3_NYCPR, tr|A0A811YWX5|A0A811YWX5_NYCPR, tr|A0A811Z522|A0A811Z522_NYCPR, tr|A0A811YZ92|A0A811YZ92_NYCPR, tr|A0A811Z0L7|A0A811Z0L7_NYCPR
OG0000056	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A811Z5T4|A0A811Z5T4_NYCPR, tr|A0A811Z266|A0A811Z266_NYCPR, tr|A0A811Z5S5|A0A811Z5S5_NYCPR, tr|A0A811Z226|A0A811Z226_NYCPR, tr|A0A811YWM0|A0A811YWM0_NYCPR, tr|A0A811YW92|A0A811YW92_NYCPR
OG0000059	sp|Q9DCX2|ATP5H_MOUSE	tr|A0A811Y3G0|A0A811Y3G0_NYCPR, tr|A0A811Y8K8|A0A811Y8K8_NYCPR, tr|A0A811YT61|A0A811YT61_NYCPR, tr|A0A812A151|A0A812A151_NYCPR, tr|A0A811Z253|A0A811Z253_NYCPR, tr|A0A811YVC9|A0A811YVC9_NYCPR, tr|A0A811YVS5|A0A811YVS5_NYCPR, tr|A0A811YFG4|A0A811YFG4_NYCPR, tr|A0A811ZXL0|A0A811ZXL0_NYCPR, tr|A0A811YFT8|A0A811YFT8_NYCPR, tr|A0A811Y678|A0A811Y678_NYCPR, tr|A0A811Z9N9|A0A811Z9N9_NYCPR, tr|A0A811Y4H3|A0A811Y4H3_NYCPR, tr|A0A811YH29|A0A811YH29_NYCPR, tr|A0A811YLB6|A0A811YLB6_NYCPR, tr|A0A811YU08|A0A811YU08_NYCPR, tr|A0A811Y8A0|A0A811Y8A0_NYCPR, tr|A0A811XYJ0|A0A811XYJ0_NYCPR, tr|A0A811ZP64|A0A811ZP64_NYCPR, tr|A0A811XYU5|A0A811XYU5_NYCPR
OG0000063	sp|P14148|RL7_MOUSE	tr|A0A811YHI7|A0A811YHI7_NYCPR, tr|A0A811YUA8|A0A811YUA8_NYCPR, tr|A0A812A0H8|A0A812A0H8_NYCPR, tr|A0A811Z255|A0A811Z255_NYCPR, tr|A0A811ZX05|A0A811ZX05_NYCPR, tr|A0A811YWG6|A0A811YWG6_NYCPR, tr|A0A811ZM35|A0A811ZM35_NYCPR, tr|A0A811Z5W6|A0A811Z5W6_NYCPR, tr|A0A811YFM5|A0A811YFM5_NYCPR, tr|A0A811Z0Q9|A0A811Z0Q9_NYCPR, tr|A0A811YPM8|A0A811YPM8_NYCPR, tr|A0A811Y5B7|A0A811Y5B7_NYCPR, tr|A0A811Z5K2|A0A811Z5K2_NYCPR, tr|A0A811ZIZ1|A0A811ZIZ1_NYCPR, tr|A0A811ZWH0|A0A811ZWH0_NYCPR, tr|A0A811ZG41|A0A811ZG41_NYCPR, tr|A0A811YHJ6|A0A811YHJ6_NYCPR, tr|A0A811ZYF6|A0A811ZYF6_NYCPR, tr|A0A811YY00|A0A811YY00_NYCPR
OG0000064	tr|Q7TR02|Q7TR02_MOUSE, tr|Q8VGM9|Q8VGM9_MOUSE, tr|Q8VGM5|Q8VGM5_MOUSE, tr|Q7TR01|Q7TR01_MOUSE, tr|L7MU54|L7MU54_MOUSE, tr|Q7TR05|Q7TR05_MOUSE, tr|Q7TR04|Q7TR04_MOUSE, tr|Q8VGG1|Q8VGG1_MOUSE, tr|F7BL62|F7BL62_MOUSE, tr|L7MU53|L7MU53_MOUSE, tr|A0A1L1SU13|A0A1L1SU13_MOUSE, tr|A3KGY4|A3KGY4_MOUSE, tr|A2ATG3|A2ATG3_MOUSE, tr|A3KGY3|A3KGY3_MOUSE, tr|A2ATG2|A2ATG2_MOUSE, tr|Q7TR08|Q7TR08_MOUSE, tr|Q7TR09|Q7TR09_MOUSE, tr|Q8VEX7|Q8VEX7_MOUSE, tr|Q7TQZ9|Q7TQZ9_MOUSE	tr|A0A811XY56|A0A811XY56_NYCPR
OG0000067	tr|Q7TRM9|Q7TRM9_MOUSE, tr|Q7TRN0|Q7TRN0_MOUSE, tr|Q8VEY1|Q8VEY1_MOUSE, tr|W4VSP0|W4VSP0_MOUSE, tr|Q5CZY0|Q5CZY0_MOUSE, tr|Q7TRJ5|Q7TRJ5_MOUSE, tr|Q7TRJ6|Q7TRJ6_MOUSE, tr|Q8VFQ2|Q8VFQ2_MOUSE, tr|E9PVJ7|E9PVJ7_MOUSE, tr|K7N727|K7N727_MOUSE, tr|Q8VFE2|Q8VFE2_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE	tr|A0A811Y5Y0|A0A811Y5Y0_NYCPR
OG0000068	tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A811ZC06|A0A811ZC06_NYCPR
OG0000068	tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE	tr|A0A811ZDC5|A0A811ZDC5_NYCPR
OG0000069	tr|Q7TQY1|Q7TQY1_MOUSE, tr|Q7TQY4|Q7TQY4_MOUSE, tr|Q8VGG8|Q8VGG8_MOUSE, tr|Q7TQY6|Q7TQY6_MOUSE, tr|Q7TQY5|Q7TQY5_MOUSE, tr|Q7TQY2|Q7TQY2_MOUSE, tr|Q8VF41|Q8VF41_MOUSE, tr|A2RTN7|A2RTN7_MOUSE, tr|E9Q8X3|E9Q8X3_MOUSE, tr|Q05A45|Q05A45_MOUSE, tr|Q8VGE7|Q8VGE7_MOUSE, tr|Q7TQX5|Q7TQX5_MOUSE, tr|Q8VGE9|Q8VGE9_MOUSE, tr|Q7TQX8|Q7TQX8_MOUSE, tr|Q8VGE5|Q8VGE5_MOUSE, tr|Q8VF48|Q8VF48_MOUSE, tr|Q8VGE8|Q8VGE8_MOUSE, tr|Q8VGE6|Q8VGE6_MOUSE	tr|A0A811Y2E8|A0A811Y2E8_NYCPR
