Orthogroup	Mus_musculus	Mustela_putorius_furo
OG0000065	sp|P68134|ACTS_MOUSE	tr|A0A8U0V7M2|A0A8U0V7M2_MUSPF
OG0000065	sp|P62737|ACTA_MOUSE	tr|M3Y561|M3Y561_MUSPF
OG0000065	sp|P63268|ACTH_MOUSE	tr|A0A8U0S5B9|A0A8U0S5B9_MUSPF
OG0000065	sp|Q8BFZ3|ACTBL_MOUSE	tr|A0A8U0MKN8|A0A8U0MKN8_MUSPF, tr|A0A8U0RDU2|A0A8U0RDU2_MUSPF
OG0000065	sp|P60710|ACTB_MOUSE	tr|M3YYU9|M3YYU9_MUSPF
OG0000065	sp|P63260|ACTG_MOUSE	tr|M3YJL1|M3YJL1_MUSPF
OG0000065	tr|D3YYH9|D3YYH9_MOUSE	tr|M3YXP0|M3YXP0_MUSPF, tr|A0A8U0MX49|A0A8U0MX49_MUSPF
OG0000066	sp|Q921L5|COG2_MOUSE	tr|A0A8U0SI07|A0A8U0SI07_MUSPF, tr|A0A8U0SJK5|A0A8U0SJK5_MUSPF, tr|A0A8U0V2L3|A0A8U0V2L3_MUSPF, tr|A0A8U0REU3|A0A8U0REU3_MUSPF, tr|A0A8U0URB7|A0A8U0URB7_MUSPF, tr|A0A8U0SHZ7|A0A8U0SHZ7_MUSPF, tr|A0A8U0RJ60|A0A8U0RJ60_MUSPF, tr|A0A8U0V3W8|A0A8U0V3W8_MUSPF, tr|A0A8U0USW9|A0A8U0USW9_MUSPF, tr|A0A8U0RF96|A0A8U0RF96_MUSPF, tr|A0A8U0UPK2|A0A8U0UPK2_MUSPF, tr|A0A8U0SAL6|A0A8U0SAL6_MUSPF, tr|A0A8U0UNT6|A0A8U0UNT6_MUSPF, tr|A0A8U0RN37|A0A8U0RN37_MUSPF, tr|A0A8U0V6S5|A0A8U0V6S5_MUSPF, tr|A0A8U0UW86|A0A8U0UW86_MUSPF, tr|A0A8U0RRA3|A0A8U0RRA3_MUSPF
OG0000071	tr|A1L1B4|A1L1B4_MOUSE, tr|Q8VET6|Q8VET6_MOUSE	tr|A0A8U0TAZ1|A0A8U0TAZ1_MUSPF, tr|A0A8U0NFZ7|A0A8U0NFZ7_MUSPF
OG0000071	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A8U0T8D6|A0A8U0T8D6_MUSPF
OG0000071	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|M3Z530|M3Z530_MUSPF
OG0000072	tr|Q7TR20|Q7TR20_MOUSE	tr|A0A8U0NHD2|A0A8U0NHD2_MUSPF, tr|A0A8U0NGU6|A0A8U0NGU6_MUSPF, tr|M3Z611|M3Z611_MUSPF, tr|A0A8U0T7S3|A0A8U0T7S3_MUSPF, tr|A0A8U0NHR3|A0A8U0NHR3_MUSPF, tr|A0A8U0UXP8|A0A8U0UXP8_MUSPF, tr|A0A8U0UPN3|A0A8U0UPN3_MUSPF, tr|A0A8U0T8N8|A0A8U0T8N8_MUSPF, tr|A0A8U0URT7|A0A8U0URT7_MUSPF, tr|A0A8U0T8L3|A0A8U0T8L3_MUSPF, tr|A0A8U0RTU8|A0A8U0RTU8_MUSPF, tr|A0A8U0T8K1|A0A8U0T8K1_MUSPF, tr|A0A8U0RG83|A0A8U0RG83_MUSPF, tr|A0A8U0UR71|A0A8U0UR71_MUSPF, tr|A0A8U0RHQ2|A0A8U0RHQ2_MUSPF, tr|A0A8U0NHJ8|A0A8U0NHJ8_MUSPF
OG0000073	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A8U0STI4|A0A8U0STI4_MUSPF, tr|A0A8U0STF0|A0A8U0STF0_MUSPF, tr|M3Z491|M3Z491_MUSPF, tr|A0A8U0MMN1|A0A8U0MMN1_MUSPF, tr|A0A8U0MMS2|A0A8U0MMS2_MUSPF, tr|A0A8U0STD1|A0A8U0STD1_MUSPF, tr|A0A8U0MMU0|A0A8U0MMU0_MUSPF, tr|A0A8U0TCW9|A0A8U0TCW9_MUSPF, tr|A0A8U0MND6|A0A8U0MND6_MUSPF, tr|A0A8U0MKY6|A0A8U0MKY6_MUSPF, tr|A0A8U0V4Y8|A0A8U0V4Y8_MUSPF, tr|M3Z497|M3Z497_MUSPF, tr|M3Z4C0|M3Z4C0_MUSPF, tr|A0A8U0MMZ2|A0A8U0MMZ2_MUSPF, tr|A0A8U0STA7|A0A8U0STA7_MUSPF, tr|A0A8U0ML96|A0A8U0ML96_MUSPF
OG0000077	sp|Q2M2N2|SPOPL_MOUSE	tr|M3YPD4|M3YPD4_MUSPF
OG0000077	sp|Q6ZWS8|SPOP_MOUSE	tr|M3YVB9|M3YVB9_MUSPF
OG0000077	tr|E0CXI6|E0CXI6_MOUSE, tr|L7N229|L7N229_MOUSE, tr|Q3UTC4|Q3UTC4_MOUSE, sp|Q6YCH1|TDPZ5_MOUSE, tr|A0A0A6YXL2|A0A0A6YXL2_MOUSE, sp|Q717B4|TDPZ3_MOUSE, sp|P0DMR5|TDPZ1_MOUSE, sp|P0DMR6|TDP1L_MOUSE, sp|Q717B2|TDPZ2_MOUSE, tr|A0A0A6YWS7|A0A0A6YWS7_MOUSE, sp|Q6YCH2|TDPZ4_MOUSE	tr|A0A8U0NYX9|A0A8U0NYX9_MUSPF
OG0000079	tr|E9PWS4|E9PWS4_MOUSE	tr|A0A8U0NNU2|A0A8U0NNU2_MUSPF
OG0000079	sp|P70423|CTR3_MOUSE	tr|A0A8U0UVN0|A0A8U0UVN0_MUSPF, tr|A0A8U0UVK3|A0A8U0UVK3_MUSPF, tr|A0A8U0RQV0|A0A8U0RQV0_MUSPF, tr|A0A8U0UUX0|A0A8U0UUX0_MUSPF, tr|A0A8U0RSA0|A0A8U0RSA0_MUSPF, tr|A0A8U0RQG9|A0A8U0RQG9_MUSPF, tr|A0A8U0UUG2|A0A8U0UUG2_MUSPF, tr|A0A8U0RQF2|A0A8U0RQF2_MUSPF, tr|A0A8U0RTS6|A0A8U0RTS6_MUSPF, tr|M3XZQ6|M3XZQ6_MUSPF
OG0000079	sp|P18581|CTR2_MOUSE, sp|Q09143|CTR1_MOUSE	tr|M3XZW1|M3XZW1_MUSPF
OG0000080	tr|Q8VFU5|Q8VFU5_MOUSE	tr|A0A8U0NGV5|A0A8U0NGV5_MUSPF, tr|A0A8U0NIR9|A0A8U0NIR9_MUSPF
OG0000080	tr|Q7TRI6|Q7TRI6_MOUSE, tr|Q8VG33|Q8VG33_MOUSE	tr|A0A8U0N8U9|A0A8U0N8U9_MUSPF, tr|M3Z456|M3Z456_MUSPF
OG0000080	tr|A0A2I3BQH9|A0A2I3BQH9_MOUSE, tr|A0A2I3BQ22|A0A2I3BQ22_MOUSE	tr|A0A8U0N9T7|A0A8U0N9T7_MUSPF, tr|A0A8U0NA25|A0A8U0NA25_MUSPF
OG0000081	sp|O88852|TSYL1_MOUSE	tr|M3Z601|M3Z601_MUSPF
OG0000081	sp|Q8VD63|TSYL4_MOUSE	tr|M3Z5Z6|M3Z5Z6_MUSPF
OG0000081	sp|Q69ZB3|TSYL5_MOUSE	tr|M3Z4K1|M3Z4K1_MUSPF
OG0000081	tr|Q3UYP3|Q3UYP3_MOUSE	tr|A0A8U0V7U6|A0A8U0V7U6_MUSPF, tr|A0A8U0SJC2|A0A8U0SJC2_MUSPF, tr|A0A8U0SI43|A0A8U0SI43_MUSPF, tr|A0A8U0UVZ1|A0A8U0UVZ1_MUSPF, tr|A0A8U0VA88|A0A8U0VA88_MUSPF, tr|A0A8U0SI65|A0A8U0SI65_MUSPF, tr|A0A8U0SI68|A0A8U0SI68_MUSPF, tr|A0A8U0RPP0|A0A8U0RPP0_MUSPF, tr|A0A8U0SI78|A0A8U0SI78_MUSPF
OG0000083	sp|Q6VH22|IF172_MOUSE	tr|A0A8U0RS00|A0A8U0RS00_MUSPF, tr|A0A8U0S539|A0A8U0S539_MUSPF, tr|A0A8U0S3E7|A0A8U0S3E7_MUSPF, tr|A0A8U0V1E9|A0A8U0V1E9_MUSPF, tr|A0A8U0SJF0|A0A8U0SJF0_MUSPF, tr|A0A8U0SKP8|A0A8U0SKP8_MUSPF, tr|A0A8U0SIL1|A0A8U0SIL1_MUSPF, tr|A0A8U0V8H0|A0A8U0V8H0_MUSPF, tr|A0A8U0SLM2|A0A8U0SLM2_MUSPF, tr|A0A8U0V804|A0A8U0V804_MUSPF, tr|A0A8U0SJE9|A0A8U0SJE9_MUSPF, tr|A0A8U0SM87|A0A8U0SM87_MUSPF, tr|A0A8U0SKM1|A0A8U0SKM1_MUSPF, tr|A0A8U0SIE0|A0A8U0SIE0_MUSPF
OG0000087	sp|B1AUS7|SSXA1_MOUSE, tr|F6XK35|F6XK35_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|A2AHC7|A2AHC7_MOUSE	tr|A0A8U0MUH2|A0A8U0MUH2_MUSPF
OG0000088	tr|B2RVZ1|B2RVZ1_MOUSE, tr|Q7TS10|Q7TS10_MOUSE, tr|Q7TS05|Q7TS05_MOUSE, tr|Q7TS04|Q7TS04_MOUSE, tr|Q7TS08|Q7TS08_MOUSE, tr|F8VQ84|F8VQ84_MOUSE, tr|Q7TS07|Q7TS07_MOUSE	tr|A0A8U0NN32|A0A8U0NN32_MUSPF
OG0000088	tr|A0A0U1RPZ4|A0A0U1RPZ4_MOUSE, tr|Q8VFN8|Q8VFN8_MOUSE, tr|Q7TS02|Q7TS02_MOUSE, tr|F7CWV4|F7CWV4_MOUSE, tr|Q7TS06|Q7TS06_MOUSE, tr|Q7TS03|Q7TS03_MOUSE	tr|A0A8U0UQQ4|A0A8U0UQQ4_MUSPF
OG0000089	tr|Q7TQY0|Q7TQY0_MOUSE	tr|A0A8U0T8D5|A0A8U0T8D5_MUSPF, tr|A0A8U0NGJ2|A0A8U0NGJ2_MUSPF, tr|A0A8U0UVB0|A0A8U0UVB0_MUSPF, tr|A0A8U0UQ68|A0A8U0UQ68_MUSPF, tr|A0A8U0SV43|A0A8U0SV43_MUSPF, tr|A0A8U0NH54|A0A8U0NH54_MUSPF, tr|A0A8U0T8J7|A0A8U0T8J7_MUSPF, tr|A0A8U0NIM9|A0A8U0NIM9_MUSPF, tr|A0A8U0RH04|A0A8U0RH04_MUSPF, tr|A0A8U0NHN5|A0A8U0NHN5_MUSPF, tr|A0A8U0NIZ1|A0A8U0NIZ1_MUSPF, tr|A0A8U0UXT1|A0A8U0UXT1_MUSPF, tr|A0A8U0NIS3|A0A8U0NIS3_MUSPF, tr|A0A8U0NHV8|A0A8U0NHV8_MUSPF
OG0000090	tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A8U0RYQ5|A0A8U0RYQ5_MUSPF, tr|A0A8U0T222|A0A8U0T222_MUSPF
OG0000090	sp|Q91Y57|SIG12_MOUSE	tr|A0A8U0NZ71|A0A8U0NZ71_MUSPF
OG0000090	sp|Q80ZE3|SIG10_MOUSE	tr|M3XT70|M3XT70_MUSPF, tr|A0A8U0S179|A0A8U0S179_MUSPF, tr|A0A8U0UZN0|A0A8U0UZN0_MUSPF, tr|A0A8U0S2C4|A0A8U0S2C4_MUSPF, tr|A0A8U0S2B3|A0A8U0S2B3_MUSPF
OG0000090	sp|Q920G3|SIGL5_MOUSE	tr|A0A8U0THA7|A0A8U0THA7_MUSPF
OG0000092	sp|Q811D2|ANR26_MOUSE	tr|A0A8U0SDH6|A0A8U0SDH6_MUSPF
OG0000092	tr|E9PVZ3|E9PVZ3_MOUSE	tr|A0A8U0SIF3|A0A8U0SIF3_MUSPF, tr|A0A8U0RLW0|A0A8U0RLW0_MUSPF, tr|A0A8U0VA45|A0A8U0VA45_MUSPF
OG0000092	tr|Q8CEQ9|Q8CEQ9_MOUSE, tr|Q9D5T2|Q9D5T2_MOUSE, sp|Q9D504|ANKR7_MOUSE	tr|A0A8U0SIB5|A0A8U0SIB5_MUSPF, tr|A0A8U0V7M5|A0A8U0V7M5_MUSPF, tr|A0A8U0SM74|A0A8U0SM74_MUSPF, tr|A0A8U0SDN7|A0A8U0SDN7_MUSPF, tr|A0A8U0V6S4|A0A8U0V6S4_MUSPF, tr|A0A8U0SJQ5|A0A8U0SJQ5_MUSPF
OG0000093	tr|Q8BSL0|Q8BSL0_MOUSE	tr|A0A8U0RSK9|A0A8U0RSK9_MUSPF
OG0000093	sp|Q07231|ZSC21_MOUSE	tr|A0A8U0UXC9|A0A8U0UXC9_MUSPF, tr|A0A8U0UV75|A0A8U0UV75_MUSPF, tr|A0A8U0RS24|A0A8U0RS24_MUSPF, tr|M3YHK2|M3YHK2_MUSPF
OG0000093	sp|Q91VN1|ZNF24_MOUSE	tr|A0A8U0NM99|A0A8U0NM99_MUSPF, tr|A0A8U0TAV5|A0A8U0TAV5_MUSPF, tr|M3XQB2|M3XQB2_MUSPF, tr|A0A8U0RRW8|A0A8U0RRW8_MUSPF, tr|A0A8U0UN33|A0A8U0UN33_MUSPF, tr|A0A8U0MSH1|A0A8U0MSH1_MUSPF
OG0000094	sp|Q0VAW7|ZN112_MOUSE	tr|M3Y513|M3Y513_MUSPF
OG0000094	tr|Q923D1|Q923D1_MOUSE	tr|M3Y520|M3Y520_MUSPF, tr|M3Y529|M3Y529_MUSPF, tr|A0A8U0RYF3|A0A8U0RYF3_MUSPF, tr|M3Y566|M3Y566_MUSPF, tr|A0A8U0RZL1|A0A8U0RZL1_MUSPF, tr|A0A8U0TGZ8|A0A8U0TGZ8_MUSPF, tr|M3Y507|M3Y507_MUSPF, tr|M3Y554|M3Y554_MUSPF, tr|M3Y545|M3Y545_MUSPF, tr|A0A8U0N477|A0A8U0N477_MUSPF, tr|A0A8U0N562|A0A8U0N562_MUSPF, tr|M3Y537|M3Y537_MUSPF
OG0000095	tr|Q8VG50|Q8VG50_MOUSE	tr|A0A8U0MQ94|A0A8U0MQ94_MUSPF, tr|M3Z3Y0|M3Z3Y0_MUSPF, tr|A0A8U0S4M1|A0A8U0S4M1_MUSPF, tr|A0A8U0S4C7|A0A8U0S4C7_MUSPF, tr|A0A8U0NR57|A0A8U0NR57_MUSPF, tr|A0A8U0SUK0|A0A8U0SUK0_MUSPF, tr|A0A8U0S6V1|A0A8U0S6V1_MUSPF, tr|A0A8U0SUF5|A0A8U0SUF5_MUSPF, tr|A0A8U0SUI4|A0A8U0SUI4_MUSPF, tr|A0A8U0MPW9|A0A8U0MPW9_MUSPF, tr|A0A8U0MQ54|A0A8U0MQ54_MUSPF, tr|A0A8U0MNK8|A0A8U0MNK8_MUSPF, tr|A0A8U0MQT5|A0A8U0MQT5_MUSPF, tr|A0A8U0SUM2|A0A8U0SUM2_MUSPF
OG0000099	tr|A0A0B4J1I0|A0A0B4J1I0_MOUSE, tr|A0A140T8M0|A0A140T8M0_MOUSE, tr|A0A140T8M9|A0A140T8M9_MOUSE, tr|A0A140T8N1|A0A140T8N1_MOUSE, tr|A0A075B5K8|A0A075B5K8_MOUSE, sp|P01631|KV2A7_MOUSE, sp|P01629|KV2A4_MOUSE, sp|P03976|KV2A5_MOUSE, sp|P01630|KV2A6_MOUSE, tr|A0A075B5K6|A0A075B5K6_MOUSE, sp|P01627|KV2A2_MOUSE, tr|A0A0B4J1H6|A0A0B4J1H6_MOUSE, tr|A0A075B5J6|A0A075B5J6_MOUSE	tr|A0A8U0V2K8|A0A8U0V2K8_MUSPF
OG0000100	sp|Q6IFX3|K1C40_MOUSE	tr|A0A8U0S601|A0A8U0S601_MUSPF
OG0000100	sp|B1AQ75|KRT36_MOUSE	tr|M3YHU8|M3YHU8_MUSPF
OG0000100	sp|Q497I4|KRT35_MOUSE	tr|M3YHV7|M3YHV7_MUSPF
OG0000103	tr|D3YVI9|D3YVI9_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, sp|P15533|TR30A_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, tr|E9PV98|E9PV98_MOUSE, sp|Q99PQ1|TR12A_MOUSE	tr|M3YF39|M3YF39_MUSPF
OG0000103	sp|Q8BGE7|TRIM6_MOUSE	tr|M3YF67|M3YF67_MUSPF
OG0000103	tr|J3QNR8|J3QNR8_MOUSE, sp|Q99PP6|TR34A_MOUSE	tr|A0A8U0T7K0|A0A8U0T7K0_MUSPF, tr|M3YF42|M3YF42_MUSPF
OG0000104	sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|S4R2L0|S4R2L0_MOUSE	tr|M3Y7S1|M3Y7S1_MUSPF
OG0000105	tr|Q14AJ9|Q14AJ9_MOUSE	tr|A0A8U0T242|A0A8U0T242_MUSPF
OG0000105	tr|Q8VEU4|Q8VEU4_MOUSE, tr|Q923Q8|Q923Q8_MOUSE, tr|Q923Q6|Q923Q6_MOUSE, tr|Q8C0S2|Q8C0S2_MOUSE, tr|Q7TRJ8|Q7TRJ8_MOUSE, tr|Q8VGF0|Q8VGF0_MOUSE, tr|Q7TRJ1|Q7TRJ1_MOUSE, tr|Q8VF25|Q8VF25_MOUSE, tr|Q7TRJ0|Q7TRJ0_MOUSE	tr|A0A8U0RHC3|A0A8U0RHC3_MUSPF, tr|A0A8U0RL38|A0A8U0RL38_MUSPF, tr|A0A8U0NPD8|A0A8U0NPD8_MUSPF
OG0000107	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A8U0MJA4|A0A8U0MJA4_MUSPF
OG0000107	sp|Q9R053|SCNBA_MOUSE	tr|A0A8U0SMU9|A0A8U0SMU9_MUSPF
OG0000107	sp|Q6QIY3|SCNAA_MOUSE	tr|A0A8U0SLX2|A0A8U0SLX2_MUSPF
OG0000108	tr|Q3UVL3|Q3UVL3_MOUSE	tr|M3Y0L0|M3Y0L0_MUSPF, tr|A0A8U0SBH3|A0A8U0SBH3_MUSPF, tr|A0A8U0TCZ5|A0A8U0TCZ5_MUSPF
OG0000108	tr|Q497V9|Q497V9_MOUSE	tr|M3YST9|M3YST9_MUSPF, tr|M3Y5F1|M3Y5F1_MUSPF, tr|A0A8U0NIV2|A0A8U0NIV2_MUSPF, tr|A0A8U0SHQ9|A0A8U0SHQ9_MUSPF, tr|A0A8U0SHJ1|A0A8U0SHJ1_MUSPF, tr|A0A8U0NE06|A0A8U0NE06_MUSPF, tr|A0A8U0SJU4|A0A8U0SJU4_MUSPF, tr|A0A8U0N960|A0A8U0N960_MUSPF, tr|M3XYK9|M3XYK9_MUSPF
OG0000109	tr|Q8VF85|Q8VF85_MOUSE	tr|A0A8U0SV09|A0A8U0SV09_MUSPF
OG0000109	tr|Q8VF83|Q8VF83_MOUSE	tr|M3Z7Z1|M3Z7Z1_MUSPF, tr|A0A8U0NIM3|A0A8U0NIM3_MUSPF
OG0000109	tr|A2AVW1|A2AVW1_MOUSE	tr|A0A8U0MPS7|A0A8U0MPS7_MUSPF, tr|A0A8U0TDJ0|A0A8U0TDJ0_MUSPF, tr|A0A8U0SUZ1|A0A8U0SUZ1_MUSPF, tr|A0A8U0MQA0|A0A8U0MQA0_MUSPF, tr|A0A8U0RIJ2|A0A8U0RIJ2_MUSPF, tr|M3Z6L0|M3Z6L0_MUSPF
OG0000109	tr|Q8VET0|Q8VET0_MOUSE	tr|A0A8U0MQM0|A0A8U0MQM0_MUSPF
OG0000110	sp|Q7TST0|BTNL1_MOUSE	tr|A0A8U0UWQ2|A0A8U0UWQ2_MUSPF, tr|A0A8U0RTD0|A0A8U0RTD0_MUSPF, tr|A0A8U0RJK5|A0A8U0RJK5_MUSPF, tr|A0A8U0RTC9|A0A8U0RTC9_MUSPF, tr|A0A8U0UVV6|A0A8U0UVV6_MUSPF, tr|A0A8U0UNW0|A0A8U0UNW0_MUSPF, tr|A0A8U0R988|A0A8U0R988_MUSPF, tr|A0A8U0NNI8|A0A8U0NNI8_MUSPF, tr|A0A8U0SDF0|A0A8U0SDF0_MUSPF, tr|A0A8U0NP05|A0A8U0NP05_MUSPF, tr|A0A8U0RTW9|A0A8U0RTW9_MUSPF, tr|A0A8U0UN95|A0A8U0UN95_MUSPF, tr|A0A8U0TBZ3|A0A8U0TBZ3_MUSPF
OG0000111	tr|E9Q848|E9Q848_MOUSE	tr|A0A8U0SJF5|A0A8U0SJF5_MUSPF, tr|A0A8U0SHT0|A0A8U0SHT0_MUSPF, tr|M3Z6W5|M3Z6W5_MUSPF, tr|M3Z6X5|M3Z6X5_MUSPF, tr|A0A8U0NCH6|A0A8U0NCH6_MUSPF, tr|A0A8U0NBG5|A0A8U0NBG5_MUSPF, tr|A0A8U0NJU2|A0A8U0NJU2_MUSPF, tr|M3Z6X8|M3Z6X8_MUSPF, tr|A0A8U0NBB8|A0A8U0NBB8_MUSPF, tr|A0A8U0T6B0|A0A8U0T6B0_MUSPF, tr|A0A8U0V790|A0A8U0V790_MUSPF, tr|A0A8U0NCB3|A0A8U0NCB3_MUSPF, tr|A0A8U0NKW2|A0A8U0NKW2_MUSPF
OG0000113	tr|Q9D4U4|Q9D4U4_MOUSE	tr|A0A8U0N9F5|A0A8U0N9F5_MUSPF
OG0000113	tr|J3QP08|J3QP08_MOUSE, tr|Q9DAD9|Q9DAD9_MOUSE, tr|A0A087WP11|A0A087WP11_MOUSE, tr|Q810S6|Q810S6_MOUSE, sp|Q5M8Q2|H2AL1_MOUSE, tr|L7MU04|L7MU04_MOUSE, tr|Q497L1|Q497L1_MOUSE, tr|A2BFR3|A2BFR3_MOUSE, sp|Q9CQ70|H2AB1_MOUSE, tr|A9Z055|A9Z055_MOUSE	tr|A0A8U0MTL4|A0A8U0MTL4_MUSPF
OG0000115	sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD12|TAA7A_MOUSE	tr|A0A8U0MFN2|A0A8U0MFN2_MUSPF
OG0000115	sp|Q5QD04|TAAR9_MOUSE	tr|A0A8U0MFP2|A0A8U0MFP2_MUSPF
OG0000115	sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD13|TAAR6_MOUSE	tr|A0A8U0SPT3|A0A8U0SPT3_MUSPF
OG0000116	tr|A0A087WP21|A0A087WP21_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|O35176|O35176_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE	tr|M3Y7T1|M3Y7T1_MUSPF
OG0000118	tr|D3Z7A9|D3Z7A9_MOUSE	tr|A0A8U0S1F8|A0A8U0S1F8_MUSPF, tr|A0A8U0NNQ9|A0A8U0NNQ9_MUSPF, tr|A0A8U0T7L5|A0A8U0T7L5_MUSPF, tr|A0A8U0UYC3|A0A8U0UYC3_MUSPF, tr|A0A8U0RXQ5|A0A8U0RXQ5_MUSPF, tr|A0A8U0S0W7|A0A8U0S0W7_MUSPF, tr|A0A8U0S0E7|A0A8U0S0E7_MUSPF, tr|A0A8U0TAT5|A0A8U0TAT5_MUSPF, tr|A0A8U0T7G0|A0A8U0T7G0_MUSPF, tr|A0A8U0TA64|A0A8U0TA64_MUSPF, tr|A0A8U0NFN2|A0A8U0NFN2_MUSPF, tr|A0A8U0UYB3|A0A8U0UYB3_MUSPF
OG0000120	tr|Q8BVP2|Q8BVP2_MOUSE	tr|A0A8U0RDQ5|A0A8U0RDQ5_MUSPF, tr|A0A8U0NHL0|A0A8U0NHL0_MUSPF
OG0000120	sp|P00342|LDHC_MOUSE	tr|M3Z4B4|M3Z4B4_MUSPF, tr|A0A8U0SV46|A0A8U0SV46_MUSPF
OG0000120	sp|P06151|LDHA_MOUSE	tr|A0A8U0SHR9|A0A8U0SHR9_MUSPF, tr|C6L2F2|C6L2F2_MUSPF
OG0000120	sp|P16125|LDHB_MOUSE	tr|C6L2F3|C6L2F3_MUSPF, tr|A0A8U0RFU4|A0A8U0RFU4_MUSPF, tr|A0A8U0UN66|A0A8U0UN66_MUSPF
OG0000122	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A8U0UZG9|A0A8U0UZG9_MUSPF
OG0000122	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A8U0NBV2|A0A8U0NBV2_MUSPF
OG0000122	sp|Q9WV27|AT1A4_MOUSE	tr|M3YR39|M3YR39_MUSPF
OG0000122	sp|Q64436|ATP4A_MOUSE	tr|A0A8U0UXE8|A0A8U0UXE8_MUSPF
OG0000122	sp|Q9Z1W8|AT12A_MOUSE	tr|M3YPD8|M3YPD8_MUSPF
OG0000122	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A8U0S3U0|A0A8U0S3U0_MUSPF, tr|M3XRC1|M3XRC1_MUSPF
OG0000123	sp|A4QPC6|BT2A2_MOUSE	tr|A0A8U0V3C0|A0A8U0V3C0_MUSPF
OG0000123	sp|Q62556|BT1A1_MOUSE	tr|A0A8U0V315|A0A8U0V315_MUSPF
OG0000123	sp|Q9JJ26|MEFV_MOUSE	tr|A0A8U0MPZ2|A0A8U0MPZ2_MUSPF
OG0000123	sp|Q62158|TRI27_MOUSE	tr|A0A8U0T7I7|A0A8U0T7I7_MUSPF
OG0000126	tr|G3UWE2|G3UWE2_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|Q61635|Q61635_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE	tr|A0A8U0NMH7|A0A8U0NMH7_MUSPF, tr|A0A8U0TEA5|A0A8U0TEA5_MUSPF
OG0000128	tr|Q7TQZ0|Q7TQZ0_MOUSE	tr|M3Z409|M3Z409_MUSPF, tr|A0A8U0N1D5|A0A8U0N1D5_MUSPF, tr|M3Z408|M3Z408_MUSPF
OG0000128	tr|Q8VGN8|Q8VGN8_MOUSE, sp|Q60881|OL142_MOUSE, tr|Q8VG62|Q8VG62_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE	tr|A0A8U0N1U0|A0A8U0N1U0_MUSPF, tr|A0A8U0T8A0|A0A8U0T8A0_MUSPF, tr|A0A8U0NIA9|A0A8U0NIA9_MUSPF, tr|A0A8U0T7M9|A0A8U0T7M9_MUSPF
