Orthogroup	Mus_musculus	Bos_taurus
OG0000076	sp|P15945|K1KB5_MOUSE, sp|P15947|KLK1_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P36369|K1B26_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15948|K1B22_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE	tr|Q6H320|Q6H320_BOVIN
OG0000077	sp|O08800|SPB8_MOUSE	sp|Q5BIR5|SPB8_BOVIN
OG0000077	tr|I7HJI3|I7HJI3_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|W4VSP4|W4VSP4_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE, tr|I7HJI5|I7HJI5_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|Q80UK5|Q80UK5_MOUSE, tr|O08806|O08806_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|O08797|O08797_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE	tr|Q08DQ4|Q08DQ4_BOVIN
OG0000078	tr|Q8CFE8|Q8CFE8_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE	tr|A0A3Q1M680|A0A3Q1M680_BOVIN
OG0000082	tr|Q8VF26|Q8VF26_MOUSE	tr|E1BHT4|E1BHT4_BOVIN
OG0000082	tr|F6VS78|F6VS78_MOUSE, tr|Q8VGC5|Q8VGC5_MOUSE	tr|A0A3Q1N3T3|A0A3Q1N3T3_BOVIN, tr|E1BHG0|E1BHG0_BOVIN
OG0000082	tr|Q8VGC2|Q8VGC2_MOUSE, tr|Q8VFH6|Q8VFH6_MOUSE	tr|G3N3Y0|G3N3Y0_BOVIN
OG0000082	tr|Q8VFH7|Q8VFH7_MOUSE, tr|Q8VFH3|Q8VFH3_MOUSE	tr|F1N0M4|F1N0M4_BOVIN
OG0000083	tr|Q8VFH0|Q8VFH0_MOUSE	tr|E1BLH3|E1BLH3_BOVIN, tr|A0A3Q1MTR0|A0A3Q1MTR0_BOVIN, tr|F1MRX8|F1MRX8_BOVIN, tr|G3N0J3|G3N0J3_BOVIN, tr|G3N238|G3N238_BOVIN, tr|E1BG17|E1BG17_BOVIN, tr|E1BED0|E1BED0_BOVIN, tr|A0A3Q1MNM2|A0A3Q1MNM2_BOVIN, tr|A0A3Q1MTT4|A0A3Q1MTT4_BOVIN, tr|E1BFR3|E1BFR3_BOVIN, tr|A0A3Q1MAR7|A0A3Q1MAR7_BOVIN, tr|A0A3Q1LYU8|A0A3Q1LYU8_BOVIN, tr|A0A3Q1NHE4|A0A3Q1NHE4_BOVIN, tr|A0A3Q1M3R7|A0A3Q1M3R7_BOVIN
OG0000087	sp|Q6ZWS8|SPOP_MOUSE	sp|Q0VCW1|SPOP_BOVIN
OG0000087	sp|Q717B2|TDPZ2_MOUSE, sp|Q6YCH1|TDPZ5_MOUSE, tr|A0A0A6YXL2|A0A0A6YXL2_MOUSE, tr|Q3UTC4|Q3UTC4_MOUSE, tr|E0CXI6|E0CXI6_MOUSE, tr|L7N229|L7N229_MOUSE, sp|Q717B4|TDPZ3_MOUSE, sp|P0DMR5|TDPZ1_MOUSE, sp|P0DMR6|TDP1L_MOUSE, sp|Q6YCH2|TDPZ4_MOUSE, tr|A0A0A6YWS7|A0A0A6YWS7_MOUSE, sp|Q2M2N2|SPOPL_MOUSE	tr|A0A3Q1M267|A0A3Q1M267_BOVIN
OG0000088	sp|P34984|OLF13_MOUSE	tr|E1BPA2|E1BPA2_BOVIN
OG0000088	tr|K9J725|K9J725_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q8VES9|Q8VES9_MOUSE	tr|E1BLF2|E1BLF2_BOVIN
OG0000088	tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE	tr|F1MDY7|F1MDY7_BOVIN
OG0000088	tr|Q8VGP6|Q8VGP6_MOUSE	tr|A0A3Q1LMI7|A0A3Q1LMI7_BOVIN
OG0000089	tr|Q8VGH2|Q8VGH2_MOUSE	tr|F1MW35|F1MW35_BOVIN
OG0000089	tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE	tr|F1MH86|F1MH86_BOVIN
OG0000095	tr|Q8VFP6|Q8VFP6_MOUSE	tr|A0A3Q1LNQ4|A0A3Q1LNQ4_BOVIN, tr|A0A3Q1MA51|A0A3Q1MA51_BOVIN, tr|A0A3Q1MRU4|A0A3Q1MRU4_BOVIN, tr|A0A3Q1LN65|A0A3Q1LN65_BOVIN, tr|G3X8G2|G3X8G2_BOVIN, tr|A0A3Q1LZ72|A0A3Q1LZ72_BOVIN, tr|G5E6G4|G5E6G4_BOVIN, tr|E1BCA1|E1BCA1_BOVIN, tr|F1MJE5|F1MJE5_BOVIN, tr|G3MWH9|G3MWH9_BOVIN, tr|G5E6P4|G5E6P4_BOVIN, tr|A0A3Q1MCH1|A0A3Q1MCH1_BOVIN, tr|E1BBF4|E1BBF4_BOVIN
OG0000096	tr|Q61635|Q61635_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, tr|G3UWE2|G3UWE2_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, sp|Q62293|TGTP1_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE	tr|A0A3S5ZPP4|A0A3S5ZPP4_BOVIN
OG0000099	sp|Q2VLH6|C163A_MOUSE	sp|P85521|C163A_BOVIN, tr|E1B813|E1B813_BOVIN, tr|G3X8C9|G3X8C9_BOVIN, tr|A0A3Q1MGT4|A0A3Q1MGT4_BOVIN, tr|A0A3Q1LSM3|A0A3Q1LSM3_BOVIN, tr|A0A3Q1NNS6|A0A3Q1NNS6_BOVIN, sp|P30205|WC11_BOVIN, tr|E3W9A0|E3W9A0_BOVIN, tr|A0A3Q1LVH8|A0A3Q1LVH8_BOVIN, tr|A0A3Q1LVJ7|A0A3Q1LVJ7_BOVIN, tr|F1MBC6|F1MBC6_BOVIN, tr|A0A3Q1MPU0|A0A3Q1MPU0_BOVIN, tr|A0A3Q1MC87|A0A3Q1MC87_BOVIN
OG0000100	tr|L7N1X7|L7N1X7_MOUSE, tr|L7N1Y5|L7N1Y5_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE	tr|A0A3Q1N276|A0A3Q1N276_BOVIN, tr|A0A3Q1MA65|A0A3Q1MA65_BOVIN, tr|F1MQZ3|F1MQZ3_BOVIN, tr|F1N6K2|F1N6K2_BOVIN, tr|A0A3Q1MUY8|A0A3Q1MUY8_BOVIN, tr|A0A3Q1MNE4|A0A3Q1MNE4_BOVIN, tr|F1MS80|F1MS80_BOVIN
OG0000101	tr|Q7TR54|Q7TR54_MOUSE, tr|Q7TR53|Q7TR53_MOUSE	tr|E1BGV9|E1BGV9_BOVIN
OG0000101	tr|A2AT86|A2AT86_MOUSE, tr|A0A140T8J7|A0A140T8J7_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE	tr|G3N3V5|G3N3V5_BOVIN
OG0000102	sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|O35368|IFI3_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|Q9R002|IFI2_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, sp|Q91VJ1|AIM2_MOUSE	tr|E1BNK6|E1BNK6_BOVIN
OG0000107	sp|Q9Z1D8|ZKSC5_MOUSE	tr|A0A3Q1NNC4|A0A3Q1NNC4_BOVIN
OG0000107	tr|A2ALW2|A2ALW2_MOUSE	tr|F1MIG6|F1MIG6_BOVIN, tr|F1MBI0|F1MBI0_BOVIN, tr|Q3ZBI4|Q3ZBI4_BOVIN, tr|E1BBS4|E1BBS4_BOVIN, tr|A0A3Q1MB45|A0A3Q1MB45_BOVIN, tr|E1BGV5|E1BGV5_BOVIN, tr|A0A3S5ZPQ0|A0A3S5ZPQ0_BOVIN, tr|F6QXN2|F6QXN2_BOVIN, tr|G3N078|G3N078_BOVIN, tr|A6QPR8|A6QPR8_BOVIN
OG0000109	tr|E9Q264|E9Q264_MOUSE	tr|A0A3Q1LHR1|A0A3Q1LHR1_BOVIN
OG0000109	sp|A2AQP0|MYH7B_MOUSE	tr|A0A3Q1MS81|A0A3Q1MS81_BOVIN
OG0000109	sp|Q02566|MYH6_MOUSE, sp|Q91Z83|MYH7_MOUSE, tr|B1AR69|B1AR69_MOUSE, sp|Q5SX39|MYH4_MOUSE, sp|Q5SX40|MYH1_MOUSE, tr|G3UW82|G3UW82_MOUSE, sp|P13542|MYH8_MOUSE, sp|P13541|MYH3_MOUSE	tr|A6QPA6|A6QPA6_BOVIN
OG0000110	sp|Q5QD04|TAAR9_MOUSE	tr|F1MX10|F1MX10_BOVIN
OG0000110	sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD13|TAAR6_MOUSE	tr|G5E6D8|G5E6D8_BOVIN, tr|G3X880|G3X880_BOVIN
OG0000111	tr|Q8VF19|Q8VF19_MOUSE, tr|Q8VEV8|Q8VEV8_MOUSE	tr|E1BPD5|E1BPD5_BOVIN
OG0000111	tr|Q7TQQ9|Q7TQQ9_MOUSE, tr|Q8VEV6|Q8VEV6_MOUSE, tr|Q7TQQ8|Q7TQQ8_MOUSE, tr|F6QVZ8|F6QVZ8_MOUSE, tr|Q8VFQ5|Q8VFQ5_MOUSE, tr|A0A140LIR8|A0A140LIR8_MOUSE, tr|Q8VFQ6|Q8VFQ6_MOUSE, tr|Q8VEU6|Q8VEU6_MOUSE, tr|Q7TQQ7|Q7TQQ7_MOUSE	tr|A0A3Q1MH48|A0A3Q1MH48_BOVIN
OG0000115	sp|P51437|CAMP_MOUSE	sp|P22226|CTHL1_BOVIN, tr|A0A452DIN2|A0A452DIN2_BOVIN, sp|P54229|CTHL5_BOVIN, sp|P54228|CTHL6_BOVIN, sp|P56425|CTHL7_BOVIN, sp|P19660|CTHL2_BOVIN, sp|P33046|CTHL4_BOVIN, sp|P19661|CTHL3_BOVIN, tr|G8JKZ9|G8JKZ9_BOVIN, tr|A0A3Q1MZC7|A0A3Q1MZC7_BOVIN, tr|E1BL84|E1BL84_BOVIN
OG0000116	sp|E9Q236|MRP4_MOUSE	tr|F1MUC1|F1MUC1_BOVIN, tr|G5E5W7|G5E5W7_BOVIN, tr|G3X810|G3X810_BOVIN, tr|G3MW08|G3MW08_BOVIN, tr|A0A3Q1LXZ2|A0A3Q1LXZ2_BOVIN, tr|A0A3Q1ML89|A0A3Q1ML89_BOVIN, tr|A0A3Q1LPI1|A0A3Q1LPI1_BOVIN, tr|A0A3Q1MCF0|A0A3Q1MCF0_BOVIN, tr|G3MZA9|G3MZA9_BOVIN, tr|G3MW10|G3MW10_BOVIN, tr|A0A3Q1M0I1|A0A3Q1M0I1_BOVIN
OG0000118	tr|Q5NCD2|Q5NCD2_MOUSE, tr|Q5NC44|Q5NC44_MOUSE, tr|Q8VGD9|Q8VGD9_MOUSE, tr|M9MMK4|M9MMK4_MOUSE, tr|Q5NCD3|Q5NCD3_MOUSE, tr|M9MMJ7|M9MMJ7_MOUSE	tr|A0A3Q1MM94|A0A3Q1MM94_BOVIN, tr|F1MPY1|F1MPY1_BOVIN, tr|A0A3Q1LQT7|A0A3Q1LQT7_BOVIN, tr|F1N080|F1N080_BOVIN, tr|F1MVW8|F1MVW8_BOVIN, tr|E1BFI7|E1BFI7_BOVIN
OG0000119	sp|Q9JI76|ADA21_MOUSE	tr|F1MVW0|F1MVW0_BOVIN
OG0000119	sp|Q9R158|AD26A_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, tr|Q7M766|Q7M766_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, sp|Q9R160|ADA24_MOUSE, tr|Q7M762|Q7M762_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M763|Q7M763_MOUSE, sp|Q811Q4|ADA29_MOUSE	tr|A0A3Q1LHS9|A0A3Q1LHS9_BOVIN
OG0000120	sp|P16627|HS71L_MOUSE	sp|P0CB32|HS71L_BOVIN
OG0000120	sp|P63017|HSP7C_MOUSE	sp|P19120|HSP7C_BOVIN
OG0000120	sp|P17156|HSP72_MOUSE	sp|P34933|HSP72_BOVIN, tr|A7E3Q2|A7E3Q2_BOVIN
OG0000120	sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE	tr|F1MWU9|F1MWU9_BOVIN, sp|Q27965|HS71B_BOVIN, sp|Q27975|HS71A_BOVIN
OG0000121	sp|Q9Z0M6|AGRE5_MOUSE	sp|Q8SQA4|AGRE5_BOVIN, tr|A0A3Q1M0R0|A0A3Q1M0R0_BOVIN
OG0000121	sp|Q91ZE5|AGRE4_MOUSE	tr|G3X7G6|G3X7G6_BOVIN, tr|G5E558|G5E558_BOVIN, tr|A0A3Q1LKK6|A0A3Q1LKK6_BOVIN, tr|A0A3Q1LTW3|A0A3Q1LTW3_BOVIN, tr|A0A3Q1M8L4|A0A3Q1M8L4_BOVIN, tr|G5E538|G5E538_BOVIN, tr|A0A3Q1LNG8|A0A3Q1LNG8_BOVIN, tr|E1BN57|E1BN57_BOVIN
OG0000122	sp|Q8K0Y2|KT33A_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q9D646|KRT34_MOUSE	tr|A0A3Q1MPF8|A0A3Q1MPF8_BOVIN, tr|A0A3Q1M139|A0A3Q1M139_BOVIN, tr|A0A3Q1LZF2|A0A3Q1LZF2_BOVIN, tr|Q148I8|Q148I8_BOVIN
OG0000122	sp|Q62168|K1H2_MOUSE	tr|A0A3Q1LV22|A0A3Q1LV22_BOVIN, tr|E1BFG1|E1BFG1_BOVIN, tr|A6QP90|A6QP90_BOVIN
OG0000125	tr|Q8VF14|Q8VF14_MOUSE	tr|F1N5Q9|F1N5Q9_BOVIN, tr|F1N5P9|F1N5P9_BOVIN
OG0000125	sp|Q8VF13|O1094_MOUSE, sp|Q8VES2|O1102_MOUSE, sp|Q60880|OL141_MOUSE, tr|A3KPP7|A3KPP7_MOUSE, tr|Q7TR59|Q7TR59_MOUSE, sp|Q8VFL9|O1086_MOUSE	tr|F1MC97|F1MC97_BOVIN, tr|G5E5H3|G5E5H3_BOVIN, tr|G3N160|G3N160_BOVIN
OG0000126	tr|Q7TS37|Q7TS37_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|L7N205|L7N205_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE	tr|A0A3Q1MAT7|A0A3Q1MAT7_BOVIN, tr|G3MXT6|G3MXT6_BOVIN
OG0000127	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60682|KLRA8_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE	tr|Q8SPQ6|Q8SPQ6_BOVIN
OG0000128	tr|A0A571BG29|A0A571BG29_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE, tr|A0A571BDF8|A0A571BDF8_MOUSE, tr|Q8K193|Q8K193_MOUSE, tr|A2ANA3|A2ANA3_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|A2AGU5|A2AGU5_MOUSE, tr|Q3V0X2|Q3V0X2_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|B1AZQ8|B1AZQ8_MOUSE	tr|G3N3W4|G3N3W4_BOVIN
OG0000129	tr|Q9D4D2|Q9D4D2_MOUSE, tr|A2AMW4|A2AMW4_MOUSE, tr|Q9D9G4|Q9D9G4_MOUSE, tr|Q8BQJ2|Q8BQJ2_MOUSE, tr|F2Z493|F2Z493_MOUSE, tr|O89009|O89009_MOUSE, tr|Q9R2A2|Q9R2A2_MOUSE, tr|O89006|O89006_MOUSE, tr|O89010|O89010_MOUSE, tr|O89012|O89012_MOUSE, tr|Q6T340|Q6T340_MOUSE	tr|A6QQ75|A6QQ75_BOVIN
OG0000130	tr|F6R7E8|F6R7E8_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE, tr|Q9CPN9|Q9CPN9_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, sp|P07146|TRY2_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q792Y8|Q792Y8_MOUSE	sp|P00760|TRY1_BOVIN
OG0000136	sp|P17141|ZFP37_MOUSE	tr|G3N2N6|G3N2N6_BOVIN
OG0000136	tr|F7AIG4|F7AIG4_MOUSE, tr|O88245|O88245_MOUSE, tr|F7BTU1|F7BTU1_MOUSE	tr|A0A3Q1MI65|A0A3Q1MI65_BOVIN
OG0000136	sp|P24399|ZN239_MOUSE, tr|J3KMU4|J3KMU4_MOUSE, sp|Q8C827|ZFP62_MOUSE	tr|F1MXU3|F1MXU3_BOVIN
OG0000137	tr|Q5SW50|Q5SW50_MOUSE, tr|Q5SW49|Q5SW49_MOUSE	tr|G3N367|G3N367_BOVIN, tr|E1BB68|E1BB68_BOVIN, tr|G3MZ43|G3MZ43_BOVIN, tr|E1BNT7|E1BNT7_BOVIN
OG0000137	tr|Q5SW48|Q5SW48_MOUSE	tr|G3MY04|G3MY04_BOVIN, tr|G3MYS6|G3MYS6_BOVIN, tr|G3N082|G3N082_BOVIN, tr|G3MZG4|G3MZG4_BOVIN
OG0000138	sp|Q920G3|SIGL5_MOUSE	tr|F1MST2|F1MST2_BOVIN
OG0000138	sp|Q91Y57|SIG12_MOUSE	tr|A0A3Q1MHX4|A0A3Q1MHX4_BOVIN, tr|G3MZR7|G3MZR7_BOVIN, tr|E1B6Z4|E1B6Z4_BOVIN, tr|A0A3Q1LL92|A0A3Q1LL92_BOVIN, tr|A0A3Q1NNM6|A0A3Q1NNM6_BOVIN, tr|G5E5N4|G5E5N4_BOVIN, tr|A0A3Q1LVA6|A0A3Q1LVA6_BOVIN, tr|E1BKZ8|E1BKZ8_BOVIN
OG0000140	sp|P08122|CO4A2_MOUSE	tr|A0A3Q1LLV2|A0A3Q1LLV2_BOVIN, sp|Q7SIB3|CO4A2_BOVIN
OG0000140	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A3Q1NK51|A0A3Q1NK51_BOVIN, sp|Q29442|CO4A4_BOVIN, tr|F1MJ71|F1MJ71_BOVIN, sp|Q7SIB2|CO4A1_BOVIN, tr|A0A3Q1M970|A0A3Q1M970_BOVIN, tr|F1MZU6|F1MZU6_BOVIN, sp|Q28084|CO4A3_BOVIN
OG0000141	sp|Q6GQT1|A2MG_MOUSE	tr|A0A452DI08|A0A452DI08_BOVIN, sp|Q7SIH1|A2MG_BOVIN
OG0000141	sp|Q61838|PZP_MOUSE	tr|F1MJK3|F1MJK3_BOVIN
OG0000141	sp|P28665|MUG1_MOUSE, sp|P28666|MUG2_MOUSE, tr|A0A0N4SVU1|A0A0N4SVU1_MOUSE	tr|F1MB32|F1MB32_BOVIN, tr|A0A3Q1MB89|A0A3Q1MB89_BOVIN, tr|E1BAA2|E1BAA2_BOVIN
OG0000142	sp|O35682|MYADM_MOUSE	tr|Q0VCK1|Q0VCK1_BOVIN, tr|A0A3Q1MBT2|A0A3Q1MBT2_BOVIN, tr|A0A3Q1MXM1|A0A3Q1MXM1_BOVIN, tr|F6RD49|F6RD49_BOVIN, tr|F6PRC3|F6PRC3_BOVIN, tr|A0A3Q1LIT9|A0A3Q1LIT9_BOVIN, tr|F1MBW1|F1MBW1_BOVIN, tr|F1MHA6|F1MHA6_BOVIN, tr|G3N020|G3N020_BOVIN, tr|F1MN20|F1MN20_BOVIN
OG0000146	tr|F6TQW2|F6TQW2_MOUSE, sp|P01864|GCAB_MOUSE, sp|P01863|GCAA_MOUSE, sp|P01865|GCAM_MOUSE, sp|P01867|IGG2B_MOUSE, sp|P03987|IGHG3_MOUSE, tr|A0A1Y7VJN6|A0A1Y7VJN6_MOUSE, sp|P01869|IGH1M_MOUSE	tr|A0A3Q1M3L6|A0A3Q1M3L6_BOVIN, tr|G3N0V0|G3N0V0_BOVIN, tr|A0A3Q1LPG0|A0A3Q1LPG0_BOVIN
OG0000156	sp|Q9DCY0|KEG1_MOUSE	tr|F1MXS3|F1MXS3_BOVIN
OG0000156	sp|Q91XE0|GLYAT_MOUSE	sp|Q2KIR7|GLYAT_BOVIN, tr|A0A3Q1MPE2|A0A3Q1MPE2_BOVIN, tr|A0A3Q1MBJ0|A0A3Q1MBJ0_BOVIN
OG0000156	sp|Q5FW57|GLYAL_MOUSE	tr|A0A452DK56|A0A452DK56_BOVIN, sp|O77512|GLYAL_BOVIN
OG0000157	sp|Q8CJG1|AGO1_MOUSE	tr|F1MXX2|F1MXX2_BOVIN
OG0000157	sp|Q8CJG0|AGO2_MOUSE	tr|B0JYP5|B0JYP5_BOVIN, sp|Q6QME8|AGO2_BOVIN
OG0000157	sp|Q8CJF9|AGO3_MOUSE	sp|Q6T5B7|AGO3_BOVIN, tr|A0A3Q1M249|A0A3Q1M249_BOVIN
OG0000157	sp|Q8CJF8|AGO4_MOUSE	tr|F1MXK6|F1MXK6_BOVIN
OG0000159	sp|Q8K2A6|LIPM_MOUSE	tr|E1BA50|E1BA50_BOVIN
OG0000159	sp|Q8BM14|LIPK_MOUSE	tr|F1MSA3|F1MSA3_BOVIN
OG0000159	tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE	tr|E1BNT1|E1BNT1_BOVIN
OG0000160	tr|L7N2E9|L7N2E9_MOUSE, tr|E9PYL5|E9PYL5_MOUSE, tr|H3BK29|H3BK29_MOUSE, tr|K7N784|K7N784_MOUSE, tr|H3BJ88|H3BJ88_MOUSE, tr|A0A3Q4EGR4|A0A3Q4EGR4_MOUSE, tr|K7N788|K7N788_MOUSE, sp|O70410|V2R1_MOUSE, sp|Q9QY96|CASR_MOUSE	sp|P35384|CASR_BOVIN
OG0000161	tr|Q5NC45|Q5NC45_MOUSE	tr|G3MZ27|G3MZ27_BOVIN, tr|G3X858|G3X858_BOVIN, tr|G5E6M9|G5E6M9_BOVIN, tr|G3MY29|G3MY29_BOVIN, tr|G3N0A2|G3N0A2_BOVIN, tr|G3MZV9|G3MZV9_BOVIN, tr|A0A3Q1LMT6|A0A3Q1LMT6_BOVIN, tr|A0A3Q1LKV9|A0A3Q1LKV9_BOVIN, tr|A0A3Q1LX48|A0A3Q1LX48_BOVIN
OG0000164	sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE4|H2A1E_MOUSE	tr|F2Z4G5|F2Z4G5_BOVIN
OG0000165	tr|S4R196|S4R196_MOUSE, sp|O54749|CP2J5_MOUSE, sp|O54750|CP2J6_MOUSE, tr|Q3UNV4|Q3UNV4_MOUSE, tr|Q924D1|Q924D1_MOUSE, tr|G3UXT0|G3UXT0_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE, tr|Q3UNV2|Q3UNV2_MOUSE, tr|G3UZ38|G3UZ38_MOUSE	tr|A0A3Q1LT50|A0A3Q1LT50_BOVIN
OG0000167	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A3Q1M1C8|A0A3Q1M1C8_BOVIN
OG0000167	sp|Q9WV27|AT1A4_MOUSE	tr|E1B8N5|E1B8N5_BOVIN
OG0000167	sp|Q8VDN2|AT1A1_MOUSE	sp|Q08DA1|AT1A1_BOVIN
OG0000167	sp|Q6PIC6|AT1A3_MOUSE	tr|F1MR06|F1MR06_BOVIN
OG0000167	sp|Q6PIE5|AT1A2_MOUSE	sp|A2VDL6|AT1A2_BOVIN
