Orthogroup	Mus_musculus	Capra_hircus
OG0000059	tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE	tr|A0A452EVD7|A0A452EVD7_CAPHI
OG0000059	tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A452F7Z8|A0A452F7Z8_CAPHI
OG0000060	tr|Q7TR47|Q7TR47_MOUSE, tr|Q7TR44|Q7TR44_MOUSE, tr|Q7TR43|Q7TR43_MOUSE	tr|A0A452EK82|A0A452EK82_CAPHI, tr|A0A452FJZ0|A0A452FJZ0_CAPHI
OG0000060	tr|Q8VEU8|Q8VEU8_MOUSE, tr|Q7TR48|Q7TR48_MOUSE, tr|Q7TR45|Q7TR45_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE, tr|Q8VG97|Q8VG97_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q7TR34|Q7TR34_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q7TR40|Q7TR40_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q7TR39|Q7TR39_MOUSE	tr|A0A452FE08|A0A452FE08_CAPHI
OG0000065	tr|Q8VGX0|Q8VGX0_MOUSE, tr|Q8VFA9|Q8VFA9_MOUSE, tr|Q8VFA3|Q8VFA3_MOUSE, tr|Q7TQT1|Q7TQT1_MOUSE, tr|Q7TQT0|Q7TQT0_MOUSE, tr|Q8VFA7|Q8VFA7_MOUSE, sp|Q60883|OLF10_MOUSE, tr|Q8VFA6|Q8VFA6_MOUSE, tr|Q8VFA4|Q8VFA4_MOUSE, tr|Q8VGW9|Q8VGW9_MOUSE, tr|Q7TQT7|Q7TQT7_MOUSE, tr|Q7TQT5|Q7TQT5_MOUSE, tr|Q7TQT4|Q7TQT4_MOUSE, tr|Q7TQT6|Q7TQT6_MOUSE, tr|Q7TQT3|Q7TQT3_MOUSE, tr|Q7TQT2|Q7TQT2_MOUSE, tr|Q8VFA8|Q8VFA8_MOUSE	tr|A0A452E4B5|A0A452E4B5_CAPHI
OG0000069	sp|P28293|CATG_MOUSE	tr|A0A452F322|A0A452F322_CAPHI, tr|A0A452DVX7|A0A452DVX7_CAPHI, tr|A0A452EM42|A0A452EM42_CAPHI, tr|A0A452F3M9|A0A452F3M9_CAPHI, tr|A0A452FFZ0|A0A452FFZ0_CAPHI, tr|A0A452DM34|A0A452DM34_CAPHI, tr|A0A452EU95|A0A452EU95_CAPHI, tr|A0A452FN38|A0A452FN38_CAPHI, tr|A0A452EUL2|A0A452EUL2_CAPHI, tr|A0A452FDJ8|A0A452FDJ8_CAPHI, tr|A0A452E990|A0A452E990_CAPHI, tr|A0A452ERP2|A0A452ERP2_CAPHI, tr|A0A452ENQ0|A0A452ENQ0_CAPHI, tr|A0A452FM30|A0A452FM30_CAPHI, tr|A0A452FEP8|A0A452FEP8_CAPHI, tr|A0A452F3C6|A0A452F3C6_CAPHI
OG0000070	tr|Q7TR20|Q7TR20_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A2ATW2|A2ATW2_MOUSE	tr|A0A452EE40|A0A452EE40_CAPHI
OG0000073	tr|A2ALW2|A2ALW2_MOUSE	tr|A0A452DR31|A0A452DR31_CAPHI
OG0000073	sp|Q91VN1|ZNF24_MOUSE	tr|A0A452F975|A0A452F975_CAPHI, tr|A0A452EI35|A0A452EI35_CAPHI, tr|A0A452EDX3|A0A452EDX3_CAPHI, tr|A0A452DQZ6|A0A452DQZ6_CAPHI, tr|A0A452E2X6|A0A452E2X6_CAPHI, tr|A0A452DKK6|A0A452DKK6_CAPHI, tr|A0A452FBW8|A0A452FBW8_CAPHI, tr|A0A452EB82|A0A452EB82_CAPHI, tr|A0A452FDZ7|A0A452FDZ7_CAPHI, tr|A0A452ED52|A0A452ED52_CAPHI, tr|A0A452F2S3|A0A452F2S3_CAPHI, tr|A0A452E4W6|A0A452E4W6_CAPHI, tr|A0A452DJX4|A0A452DJX4_CAPHI
OG0000074	sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15948|K1B22_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q61759|K1B21_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|P00755|K1KB1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE	tr|A0A452FPW3|A0A452FPW3_CAPHI
OG0000075	tr|Q80Y37|Q80Y37_MOUSE	tr|A0A452DK64|A0A452DK64_CAPHI, tr|A0A452DQX8|A0A452DQX8_CAPHI, tr|A0A452E4Q6|A0A452E4Q6_CAPHI, tr|A0A452FGH5|A0A452FGH5_CAPHI, tr|A0A452F9Q6|A0A452F9Q6_CAPHI, tr|A0A452F5M2|A0A452F5M2_CAPHI, tr|A0A452FLK3|A0A452FLK3_CAPHI, tr|A0A452EMM7|A0A452EMM7_CAPHI, tr|A0A452DKY4|A0A452DKY4_CAPHI, tr|A0A452E910|A0A452E910_CAPHI, tr|A0A452DKM5|A0A452DKM5_CAPHI, tr|A0A452E4S4|A0A452E4S4_CAPHI, tr|A0A452ESI4|A0A452ESI4_CAPHI, tr|A0A452FW13|A0A452FW13_CAPHI, tr|A0A452FLQ6|A0A452FLQ6_CAPHI
OG0000077	sp|Q9JI76|ADA21_MOUSE	tr|A0A452DZJ6|A0A452DZJ6_CAPHI
OG0000077	sp|Q811Q4|ADA29_MOUSE, tr|B2RSY5|B2RSY5_MOUSE, tr|Q6IMH7|Q6IMH7_MOUSE, tr|B2RUD9|B2RUD9_MOUSE, tr|Q8CGQ2|Q8CGQ2_MOUSE, sp|Q9R158|AD26A_MOUSE, tr|Q6IMH6|Q6IMH6_MOUSE, tr|Q7M766|Q7M766_MOUSE, tr|A2RSG8|A2RSG8_MOUSE, tr|Q7M763|Q7M763_MOUSE, sp|Q9R159|ADA25_MOUSE, tr|Q7M762|Q7M762_MOUSE, sp|Q9R160|ADA24_MOUSE	tr|A0A452GA83|A0A452GA83_CAPHI
OG0000078	tr|L7N1Y5|L7N1Y5_MOUSE, tr|A2RTP5|A2RTP5_MOUSE, tr|L7N1Y2|L7N1Y2_MOUSE, tr|E9Q1P0|E9Q1P0_MOUSE, tr|E9PV79|E9PV79_MOUSE, tr|Q7TRM0|Q7TRM0_MOUSE, tr|L7N1X7|L7N1X7_MOUSE	tr|A0A452EEX1|A0A452EEX1_CAPHI, tr|A0A452ECV0|A0A452ECV0_CAPHI, tr|A0A452ECF6|A0A452ECF6_CAPHI
OG0000078	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A452DVU2|A0A452DVU2_CAPHI
OG0000078	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A452F367|A0A452F367_CAPHI, tr|A0A452EFT9|A0A452EFT9_CAPHI
OG0000079	tr|Q8VGD8|Q8VGD8_MOUSE, tr|Q5NC45|Q5NC45_MOUSE, tr|E9Q3K2|E9Q3K2_MOUSE, tr|Q8VF37|Q8VF37_MOUSE, tr|Q8VGD7|Q8VGD7_MOUSE, tr|G5E8J1|G5E8J1_MOUSE, tr|Q8VGL6|Q8VGL6_MOUSE, tr|Q7TS53|Q7TS53_MOUSE, tr|Q8VGJ5|Q8VGJ5_MOUSE, tr|Q8VGX2|Q8VGX2_MOUSE, tr|Q8VF05|Q8VF05_MOUSE, tr|L7MTY4|L7MTY4_MOUSE, tr|Q7TRZ4|Q7TRZ4_MOUSE, tr|A0A0N4SVP2|A0A0N4SVP2_MOUSE, tr|Q5NCD7|Q5NCD7_MOUSE	tr|A0A452EJK0|A0A452EJK0_CAPHI
OG0000080	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE	tr|A0A452FXI1|A0A452FXI1_CAPHI
OG0000085	tr|A0A0G2JET4|A0A0G2JET4_MOUSE, tr|A0A075B6D5|A0A075B6D5_MOUSE, sp|P01638|KV5A6_MOUSE, sp|P01637|KV5A5_MOUSE, tr|A0A140T8P9|A0A140T8P9_MOUSE, tr|A0A075B5K0|A0A075B5K0_MOUSE, tr|A0A075B5J7|A0A075B5J7_MOUSE, tr|A0A075B5K7|A0A075B5K7_MOUSE, tr|A0A075B683|A0A075B683_MOUSE, tr|A0A075B5K2|A0A075B5K2_MOUSE, sp|P01641|KV5A8_MOUSE, tr|A0A140T8N8|A0A140T8N8_MOUSE	tr|A0A452EIH0|A0A452EIH0_CAPHI, tr|A0A452F6Q6|A0A452F6Q6_CAPHI, tr|A0A452FKS7|A0A452FKS7_CAPHI
OG0000086	sp|Q6ZWS8|SPOP_MOUSE	tr|A0A452EWN6|A0A452EWN6_CAPHI
OG0000086	tr|A0A0A6YXL2|A0A0A6YXL2_MOUSE, sp|Q6YCH1|TDPZ5_MOUSE, tr|E0CXI6|E0CXI6_MOUSE, tr|L7N229|L7N229_MOUSE, tr|Q3UTC4|Q3UTC4_MOUSE, sp|P0DMR6|TDP1L_MOUSE, sp|P0DMR5|TDPZ1_MOUSE, sp|Q717B4|TDPZ3_MOUSE, sp|Q717B2|TDPZ2_MOUSE, tr|A0A0A6YWS7|A0A0A6YWS7_MOUSE, sp|Q6YCH2|TDPZ4_MOUSE, sp|Q2M2N2|SPOPL_MOUSE	tr|A0A452FFL5|A0A452FFL5_CAPHI
OG0000087	tr|A0A075B603|A0A075B603_MOUSE, tr|A0A075B623|A0A075B623_MOUSE, tr|A0A075B6D0|A0A075B6D0_MOUSE, tr|A0A075B6D3|A0A075B6D3_MOUSE, tr|A0A075B5Z9|A0A075B5Z9_MOUSE, tr|A0A075B6D6|A0A075B6D6_MOUSE, tr|A0A075B6D2|A0A075B6D2_MOUSE, tr|A0A075B5Z8|A0A075B5Z8_MOUSE, tr|A0A075B6B0|A0A075B6B0_MOUSE, tr|A0A075B6A6|A0A075B6A6_MOUSE, tr|A0A075B639|A0A075B639_MOUSE, tr|A0A075B6D4|A0A075B6D4_MOUSE, tr|A0A075B621|A0A075B621_MOUSE, tr|A0A075B6B9|A0A075B6B9_MOUSE	tr|A0A452FSZ6|A0A452FSZ6_CAPHI
OG0000088	sp|Q9DCV7|K2C7_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, sp|Q9Z331|K2C6B_MOUSE, sp|P50446|K2C6A_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|P07744|K2C4_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|P04104|K2C1_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE	tr|A0A452FER9|A0A452FER9_CAPHI
OG0000095	tr|Q7TR84|Q7TR84_MOUSE	tr|A0A452DZR8|A0A452DZR8_CAPHI
OG0000095	tr|Q7TR81|Q7TR81_MOUSE, tr|A2ARY1|A2ARY1_MOUSE, tr|A2ARY0|A2ARY0_MOUSE	tr|A0A452E1H3|A0A452E1H3_CAPHI
OG0000095	tr|Q8VFK4|Q8VFK4_MOUSE	tr|A0A452G7N2|A0A452G7N2_CAPHI
OG0000096	sp|Q571J5|Z354C_MOUSE	tr|A0A452EKV2|A0A452EKV2_CAPHI
OG0000096	tr|E9Q3R6|E9Q3R6_MOUSE	tr|A0A452G362|A0A452G362_CAPHI, tr|A0A452G0Z6|A0A452G0Z6_CAPHI, tr|A0A452F6D0|A0A452F6D0_CAPHI, tr|A0A452EGM4|A0A452EGM4_CAPHI, tr|A0A452G3I0|A0A452G3I0_CAPHI, tr|A0A452EHP8|A0A452EHP8_CAPHI, tr|A0A452DJV4|A0A452DJV4_CAPHI, tr|A0A452EPJ3|A0A452EPJ3_CAPHI, tr|A0A452DL86|A0A452DL86_CAPHI, tr|A0A452DKX3|A0A452DKX3_CAPHI, tr|A0A452DNV2|A0A452DNV2_CAPHI
OG0000097	sp|Q05421|CP2E1_MOUSE	tr|A0A452DL40|A0A452DL40_CAPHI, tr|A0A452EF31|A0A452EF31_CAPHI, tr|A0A452E441|A0A452E441_CAPHI, tr|A0A452E852|A0A452E852_CAPHI, tr|A0A452E868|A0A452E868_CAPHI, tr|A0A452FP09|A0A452FP09_CAPHI, tr|A0A452ET00|A0A452ET00_CAPHI, tr|A0A452FAQ3|A0A452FAQ3_CAPHI, tr|A0A452EIH1|A0A452EIH1_CAPHI, tr|A0A452FYG6|A0A452FYG6_CAPHI, tr|A0A452EVM0|A0A452EVM0_CAPHI, tr|A0A452EMX5|A0A452EMX5_CAPHI, tr|A0A452DNA6|A0A452DNA6_CAPHI
OG0000098	sp|Q7TSL0|IFNK_MOUSE	tr|A0A452DN65|A0A452DN65_CAPHI, tr|A0A452DRM0|A0A452DRM0_CAPHI, tr|A0A452DZ09|A0A452DZ09_CAPHI, tr|A0A452F8F9|A0A452F8F9_CAPHI, tr|A0A452DZP2|A0A452DZP2_CAPHI, tr|A0A452E5Z1|A0A452E5Z1_CAPHI, tr|A0A452E209|A0A452E209_CAPHI, tr|A0A452EGL7|A0A452EGL7_CAPHI, tr|A0A452G7G2|A0A452G7G2_CAPHI, tr|A0A452ETJ5|A0A452ETJ5_CAPHI, tr|A0A452EHH0|A0A452EHH0_CAPHI, tr|A0A452G3E2|A0A452G3E2_CAPHI, tr|A0A452EV67|A0A452EV67_CAPHI
OG0000100	sp|Q8BV49|IFIX_MOUSE, sp|Q504N7|IFIXL_MOUSE, sp|D0QMC3|MNDAL_MOUSE, sp|P0DOV1|IFI5B_MOUSE, sp|Q8CGE8|IFI5A_MOUSE, sp|P0DOV2|IFI4_MOUSE, sp|Q9R002|IFI2_MOUSE, tr|E9Q3L4|E9Q3L4_MOUSE, sp|O35368|IFI3_MOUSE, sp|Q91VJ1|AIM2_MOUSE, tr|G3UZV2|G3UZV2_MOUSE, sp|Q3V3Q4|IFI8_MOUSE, tr|D3Z5G0|D3Z5G0_MOUSE	tr|A0A452F1R5|A0A452F1R5_CAPHI
OG0000106	tr|A2AVW3|A2AVW3_MOUSE	tr|A0A452E040|A0A452E040_CAPHI
OG0000106	tr|A2AVW1|A2AVW1_MOUSE	tr|A0A452FQF2|A0A452FQF2_CAPHI, tr|A0A452DTZ9|A0A452DTZ9_CAPHI, tr|A0A452FMS2|A0A452FMS2_CAPHI, tr|A0A452EFN3|A0A452EFN3_CAPHI, tr|A0A452EFT5|A0A452EFT5_CAPHI, tr|A0A452DSH8|A0A452DSH8_CAPHI, tr|A0A452E7M3|A0A452E7M3_CAPHI, tr|A0A452EAD0|A0A452EAD0_CAPHI, tr|A0A452E805|A0A452E805_CAPHI, tr|A0A452E316|A0A452E316_CAPHI
OG0000107	sp|P06879|PRL_MOUSE	sp|Q28318|PRL_CAPHI, tr|A0A452ED58|A0A452ED58_CAPHI, tr|A0A452FW20|A0A452FW20_CAPHI, tr|A0A452FT79|A0A452FT79_CAPHI, tr|A4PBF4|A4PBF4_CAPHI, tr|A0A452FRF8|A0A452FRF8_CAPHI, tr|A0A452EDV3|A0A452EDV3_CAPHI, tr|A0A452ET25|A0A452ET25_CAPHI, tr|A0A452EWM8|A0A452EWM8_CAPHI, tr|A4PBF3|A4PBF3_CAPHI, tr|A0A452EVC6|A0A452EVC6_CAPHI, tr|A0A452EG60|A0A452EG60_CAPHI
OG0000108	sp|P10126|EF1A1_MOUSE	tr|A0A452E2H7|A0A452E2H7_CAPHI
OG0000108	sp|P62631|EF1A2_MOUSE	tr|A0A452DVF6|A0A452DVF6_CAPHI, tr|A0A452EXB8|A0A452EXB8_CAPHI, tr|A0A452E9X4|A0A452E9X4_CAPHI, tr|A0A452E198|A0A452E198_CAPHI, tr|A0A452EG49|A0A452EG49_CAPHI, tr|A0A452G4R5|A0A452G4R5_CAPHI, tr|A0A452E6X2|A0A452E6X2_CAPHI, tr|A0A452ETY8|A0A452ETY8_CAPHI, tr|A0A452DW24|A0A452DW24_CAPHI, tr|A0A452EWA5|A0A452EWA5_CAPHI
OG0000109	tr|Q3UW09|Q3UW09_MOUSE	tr|A0A452E8F9|A0A452E8F9_CAPHI, tr|A0A452GB12|A0A452GB12_CAPHI, tr|A0A452FXC2|A0A452FXC2_CAPHI, tr|A0A452FXR9|A0A452FXR9_CAPHI, tr|A0A452F7E6|A0A452F7E6_CAPHI, tr|A0A452G513|A0A452G513_CAPHI, tr|A0A452DT80|A0A452DT80_CAPHI, tr|A0A452G0X0|A0A452G0X0_CAPHI, tr|A0A452EXF3|A0A452EXF3_CAPHI, tr|A0A452G3K5|A0A452G3K5_CAPHI, tr|A0A452E5G3|A0A452E5G3_CAPHI, tr|A0A452FQ61|A0A452FQ61_CAPHI
OG0000110	sp|Q6IFX3|K1C40_MOUSE	tr|A0A452FZW3|A0A452FZW3_CAPHI
OG0000110	sp|B1AQ75|KRT36_MOUSE	tr|A0A452FUX2|A0A452FUX2_CAPHI
OG0000110	sp|Q497I4|KRT35_MOUSE	tr|A0A452EQD3|A0A452EQD3_CAPHI
OG0000111	tr|J3QMD1|J3QMD1_MOUSE	tr|A0A452DTG6|A0A452DTG6_CAPHI, tr|A0A452DUU8|A0A452DUU8_CAPHI, tr|A0A452FZS0|A0A452FZS0_CAPHI, tr|A0A452F085|A0A452F085_CAPHI, tr|A0A452G2R9|A0A452G2R9_CAPHI, tr|A0A452E4K4|A0A452E4K4_CAPHI, tr|A0A452DLW0|A0A452DLW0_CAPHI, tr|A0A452E8R9|A0A452E8R9_CAPHI, tr|A0A452EPM1|A0A452EPM1_CAPHI, tr|A0A452G5Y4|A0A452G5Y4_CAPHI, tr|A0A452ELD0|A0A452ELD0_CAPHI, tr|A0A452E3E9|A0A452E3E9_CAPHI
OG0000112	sp|Q8VBW9|OLF63_MOUSE	tr|A0A452FZV6|A0A452FZV6_CAPHI, tr|A0A452G9R3|A0A452G9R3_CAPHI, tr|A0A452DUL0|A0A452DUL0_CAPHI, tr|A0A452DMS1|A0A452DMS1_CAPHI, tr|A0A452DME7|A0A452DME7_CAPHI, tr|A0A452EIV7|A0A452EIV7_CAPHI, tr|A0A452DV13|A0A452DV13_CAPHI, tr|A0A452EIY8|A0A452EIY8_CAPHI, tr|A0A452DQR2|A0A452DQR2_CAPHI, tr|A0A452FSH5|A0A452FSH5_CAPHI, tr|A0A452FDP8|A0A452FDP8_CAPHI, tr|A0A452FFK2|A0A452FFK2_CAPHI
OG0000113	tr|A0A2I3BR00|A0A2I3BR00_MOUSE, tr|Q8VFV8|Q8VFV8_MOUSE, tr|E9Q9Z6|E9Q9Z6_MOUSE, tr|Q8VF59|Q8VF59_MOUSE, tr|A0PK57|A0PK57_MOUSE, tr|Q7TQR7|Q7TQR7_MOUSE, tr|Q7TQR9|Q7TQR9_MOUSE, sp|Q8VFV4|O1440_MOUSE, tr|A0A140LHT7|A0A140LHT7_MOUSE, tr|A0A140LHS7|A0A140LHS7_MOUSE, tr|A0A140LHS9|A0A140LHS9_MOUSE, tr|Q8VFV3|Q8VFV3_MOUSE	tr|A0A452FJ42|A0A452FJ42_CAPHI
OG0000114	tr|Q9QZ19|Q9QZ19_MOUSE, tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A452DRZ5|A0A452DRZ5_CAPHI, tr|A0A452DNB5|A0A452DNB5_CAPHI, tr|A0A452DRM7|A0A452DRM7_CAPHI, tr|A0A452DPU7|A0A452DPU7_CAPHI
OG0000114	tr|Q8VGA9|Q8VGA9_MOUSE, tr|Q9QZ20|Q9QZ20_MOUSE	tr|A0A452DPF0|A0A452DPF0_CAPHI, tr|A0A452DQI7|A0A452DQI7_CAPHI
OG0000114	tr|Q8VGA0|Q8VGA0_MOUSE, tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A452EFN2|A0A452EFN2_CAPHI
OG0000115	tr|A0A2I3BQH9|A0A2I3BQH9_MOUSE, tr|A0A2I3BQ22|A0A2I3BQ22_MOUSE	tr|A0A452FHI8|A0A452FHI8_CAPHI, tr|A0A452DS34|A0A452DS34_CAPHI
OG0000115	tr|Q8VFN6|Q8VFN6_MOUSE	tr|A0A452FE62|A0A452FE62_CAPHI, tr|A0A452DPZ0|A0A452DPZ0_CAPHI, tr|A0A452FAT5|A0A452FAT5_CAPHI, tr|A0A452DU21|A0A452DU21_CAPHI
OG0000115	tr|Q8VFU5|Q8VFU5_MOUSE	tr|A0A452EHP4|A0A452EHP4_CAPHI
OG0000116	sp|Q6B966|NAL14_MOUSE	tr|A0A452E4K5|A0A452E4K5_CAPHI
OG0000116	sp|Q9R1M5|NALP5_MOUSE	tr|A0A452FPM9|A0A452FPM9_CAPHI
OG0000116	sp|Q66X05|NAL4F_MOUSE, sp|Q8C6J9|NAL4B_MOUSE, sp|Q3TKR3|NAL4C_MOUSE, sp|Q66X19|NAL4E_MOUSE, sp|Q8BU40|NAL4A_MOUSE, sp|Q66X01|NLR9C_MOUSE, sp|Q66X03|NLR9A_MOUSE, sp|Q66X22|NLR9B_MOUSE	tr|A0A452G0G3|A0A452G0G3_CAPHI
OG0000117	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A452DR58|A0A452DR58_CAPHI
OG0000117	sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE2|H2A1C_MOUSE	tr|A0A452DY82|A0A452DY82_CAPHI
OG0000117	sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE9|H2A1P_MOUSE	tr|A0A452DW09|A0A452DW09_CAPHI
OG0000118	tr|Q7TRN8|Q7TRN8_MOUSE, tr|Q8VGV1|Q8VGV1_MOUSE	tr|A0A452E4M6|A0A452E4M6_CAPHI, tr|A0A452G709|A0A452G709_CAPHI
OG0000118	tr|Q3SXH8|Q3SXH8_MOUSE, tr|Q8VGV0|Q8VGV0_MOUSE	tr|A0A452G799|A0A452G799_CAPHI, tr|A0A452F379|A0A452F379_CAPHI
OG0000118	tr|A0A2I3BQ57|A0A2I3BQ57_MOUSE, tr|A0A2I3BS13|A0A2I3BS13_MOUSE	tr|A0A452G9M5|A0A452G9M5_CAPHI
OG0000119	sp|Q80WM7|PRS33_MOUSE, sp|Q9QUL7|TRYG1_MOUSE, sp|Q9QYZ9|PRS30_MOUSE, tr|E9Q409|E9Q409_MOUSE, sp|Q3UKY7|PRS38_MOUSE, sp|Q14B25|PRS48_MOUSE, sp|Q920S2|PRS41_MOUSE, sp|Q9JHJ7|TEST_MOUSE, sp|Q5M8S2|PRS46_MOUSE, sp|Q8VIF2|PRS42_MOUSE, sp|Q402U7|PRS44_MOUSE, sp|Q76HL1|PRS43_MOUSE	tr|A0A452E254|A0A452E254_CAPHI
OG0000126	sp|Q60682|KLRA8_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q64329|KLRA3_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60660|KLRA2_MOUSE	tr|A0A452FPT3|A0A452FPT3_CAPHI
OG0000129	sp|Q91Y57|SIG12_MOUSE	tr|A0A452F906|A0A452F906_CAPHI, tr|A0A452ESU4|A0A452ESU4_CAPHI, tr|A0A452FSB3|A0A452FSB3_CAPHI, tr|A0A452EHH9|A0A452EHH9_CAPHI, tr|A0A452G6G2|A0A452G6G2_CAPHI
OG0000129	sp|Q920G3|SIGL5_MOUSE	tr|A0A452E1V9|A0A452E1V9_CAPHI
OG0000129	sp|Q63994|CD33_MOUSE, tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|A0A452EQ79|A0A452EQ79_CAPHI, tr|A0A452FUD3|A0A452FUD3_CAPHI
OG0000130	tr|Q8VG50|Q8VG50_MOUSE	tr|A0A452E114|A0A452E114_CAPHI, tr|A0A452E9L7|A0A452E9L7_CAPHI, tr|A0A452DMZ9|A0A452DMZ9_CAPHI, tr|A0A452DT99|A0A452DT99_CAPHI, tr|A0A452EBB2|A0A452EBB2_CAPHI, tr|A0A452FS58|A0A452FS58_CAPHI, tr|A0A452DZZ0|A0A452DZZ0_CAPHI, tr|A0A452EKU1|A0A452EKU1_CAPHI, tr|A0A452ELP6|A0A452ELP6_CAPHI, tr|A0A452DY49|A0A452DY49_CAPHI, tr|A0A452DYS2|A0A452DYS2_CAPHI
OG0000131	sp|Q9Z0M6|AGRE5_MOUSE	tr|A0A452E3U2|A0A452E3U2_CAPHI
OG0000131	sp|Q61549|AGRE1_MOUSE	tr|A0A452FJ46|A0A452FJ46_CAPHI
OG0000131	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A452GB06|A0A452GB06_CAPHI, tr|A0A452FM62|A0A452FM62_CAPHI, tr|A0A452G771|A0A452G771_CAPHI
OG0000132	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A452G963|A0A452G963_CAPHI
OG0000132	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A452F0N6|A0A452F0N6_CAPHI
OG0000132	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A452FEU5|A0A452FEU5_CAPHI
OG0000132	sp|Q9WV27|AT1A4_MOUSE	tr|A0A452FZ51|A0A452FZ51_CAPHI
