Orthogroup	Mus_musculus	Mesocricetus_auratus
OG0000050	sp|C0HKE5|H2A1G_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE9|H2A1P_MOUSE	tr|A0A1U7R5Y7|A0A1U7R5Y7_MESAU, tr|A0A3Q0CDZ7|A0A3Q0CDZ7_MESAU, tr|A0A3Q0CEZ1|A0A3Q0CEZ1_MESAU
OG0000050	sp|Q8BFU2|H2A3_MOUSE	tr|A0A1U7Q479|A0A1U7Q479_MESAU
OG0000050	sp|Q8R1M2|H2AJ_MOUSE	tr|A0A1U7QI01|A0A1U7QI01_MESAU, tr|A0A3Q0D9T9|A0A3Q0D9T9_MESAU, tr|A0A1U7QIH1|A0A1U7QIH1_MESAU
OG0000053	tr|Q8VET0|Q8VET0_MOUSE	tr|A0A1U7QF46|A0A1U7QF46_MESAU
OG0000053	tr|Q8VF85|Q8VF85_MOUSE	tr|A0A1U7QCK7|A0A1U7QCK7_MESAU
OG0000053	tr|A2AVW3|A2AVW3_MOUSE	tr|A0A1U7Q349|A0A1U7Q349_MESAU
OG0000053	tr|Q8VF83|Q8VF83_MOUSE	tr|A0A1U7Q5H1|A0A1U7Q5H1_MESAU
OG0000053	tr|A2AVW1|A2AVW1_MOUSE	tr|A0A1U7QEP2|A0A1U7QEP2_MESAU, tr|A0A1U7Q5H4|A0A1U7Q5H4_MESAU, tr|A0A1U7Q316|A0A1U7Q316_MESAU, tr|A0A1U7QF51|A0A1U7QF51_MESAU, tr|A0A1U7Q6W6|A0A1U7Q6W6_MESAU, tr|A0A1U7QCL2|A0A1U7QCL2_MESAU, tr|A0A1U7Q760|A0A1U7Q760_MESAU, tr|A0A1U7Q348|A0A1U7Q348_MESAU, tr|A0A1U7Q757|A0A1U7Q757_MESAU, tr|A0A1U7Q5H7|A0A1U7Q5H7_MESAU
OG0000054	sp|Q9QWL7|K1C17_MOUSE	tr|A0A1U7RHH7|A0A1U7RHH7_MESAU
OG0000054	sp|Q61781|K1C14_MOUSE	tr|A0A1U7R4L9|A0A1U7R4L9_MESAU
OG0000054	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A1U8CT68|A0A1U8CT68_MESAU
OG0000054	sp|Q6IFX2|K1C42_MOUSE	tr|A0A1U7R740|A0A1U7R740_MESAU
OG0000054	sp|Q6RHW0|K1C9_MOUSE	tr|A0A1U7RF60|A0A1U7RF60_MESAU
OG0000054	sp|P02535|K1C10_MOUSE	tr|A0A1U8C3P8|A0A1U8C3P8_MESAU
OG0000054	sp|Q61414|K1C15_MOUSE	tr|A0A1U7RHH1|A0A1U7RHH1_MESAU
OG0000054	sp|P08730|K1C13_MOUSE	tr|A0A1U7RF34|A0A1U7RF34_MESAU
OG0000054	sp|P19001|K1C19_MOUSE	sp|P86246|K1C19_MESAU, tr|A0A1U7QWJ5|A0A1U7QWJ5_MESAU
OG0000055	tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE	tr|A0A1U7Q536|A0A1U7Q536_MESAU
OG0000055	tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE	tr|A0A1U7Q2X9|A0A1U7Q2X9_MESAU
OG0000060	sp|Q91W64|CP270_MOUSE	tr|A0A1U7Q2P9|A0A1U7Q2P9_MESAU, tr|A0A1U7QT31|A0A1U7QT31_MESAU, tr|A0A3Q0CFY2|A0A3Q0CFY2_MESAU, tr|A0A1U7Q2H6|A0A1U7Q2H6_MESAU, sp|P33265|CP2CS_MESAU, tr|A0A3Q0CYK5|A0A3Q0CYK5_MESAU, tr|A0A1U8BHQ5|A0A1U8BHQ5_MESAU, tr|A0A1U7QAU9|A0A1U7QAU9_MESAU, tr|A0A1U7Q2C6|A0A1U7Q2C6_MESAU, sp|P33263|CP2CQ_MESAU, tr|A0A1U8CN69|A0A1U8CN69_MESAU, tr|A0A1U7Q4M5|A0A1U7Q4M5_MESAU, sp|P33264|CP2CR_MESAU, tr|A0A1U8BIL4|A0A1U8BIL4_MESAU, sp|Q08078|CP2CP_MESAU, tr|A0A1U7Q3P0|A0A1U7Q3P0_MESAU
OG0000062	tr|A2AVY0|A2AVY0_MOUSE	tr|A0A1U7Q5T3|A0A1U7Q5T3_MESAU
OG0000062	tr|A2AVX9|A2AVX9_MOUSE	tr|A0A1U7QD49|A0A1U7QD49_MESAU
OG0000062	tr|Q7TR79|Q7TR79_MOUSE	tr|A0A3Q0DA15|A0A3Q0DA15_MESAU, tr|A0A1U8CIB2|A0A1U8CIB2_MESAU, tr|A0A1U7Q388|A0A1U7Q388_MESAU, tr|A0A1U8CJ62|A0A1U8CJ62_MESAU, tr|A0A1U8C7L0|A0A1U8C7L0_MESAU, tr|A0A1U7QFM7|A0A1U7QFM7_MESAU, tr|A0A1U7Q5T0|A0A1U7Q5T0_MESAU, tr|A0A1U7QD43|A0A1U7QD43_MESAU, tr|A0A1U7Q7G5|A0A1U7Q7G5_MESAU, tr|A0A1U8CJ56|A0A1U8CJ56_MESAU, tr|A0A1U7Q7G2|A0A1U7Q7G2_MESAU, tr|A0A1U7Q5T6|A0A1U7Q5T6_MESAU
OG0000063	sp|P15392|CP2A4_MOUSE, sp|P20852|CP2A5_MOUSE	tr|Q9QZ50|Q9QZ50_MESAU
OG0000063	tr|B2RXZ2|B2RXZ2_MOUSE, sp|P56593|CP2AC_MOUSE	tr|A0A1U7Q212|A0A1U7Q212_MESAU, sp|P24455|CP2A9_MESAU
OG0000063	tr|Q9WV19|Q9WV19_MOUSE	tr|A0A1U8CFS8|A0A1U8CFS8_MESAU, tr|Q80XG6|Q80XG6_MESAU, tr|A0A1U7R6D3|A0A1U7R6D3_MESAU, tr|A0A3Q0CA32|A0A3Q0CA32_MESAU, tr|A0A3Q0CEI8|A0A3Q0CEI8_MESAU, tr|A0A3Q0CET2|A0A3Q0CET2_MESAU, tr|A0A1U7QV40|A0A1U7QV40_MESAU
OG0000065	tr|Q7TS40|Q7TS40_MOUSE	tr|A0A1U7QDI0|A0A1U7QDI0_MESAU
OG0000065	tr|Q7TS37|Q7TS37_MOUSE	tr|A0A1U7QPZ3|A0A1U7QPZ3_MESAU, tr|A0A1U7R075|A0A1U7R075_MESAU
OG0000065	tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE	tr|A0A1U7QDI5|A0A1U7QDI5_MESAU, tr|A0A1U8C2E9|A0A1U8C2E9_MESAU
OG0000065	tr|L7N1X3|L7N1X3_MOUSE	tr|A0A1U7QXG5|A0A1U7QXG5_MESAU, tr|A0A1U7QM34|A0A1U7QM34_MESAU
OG0000065	tr|Q8VGQ3|Q8VGQ3_MOUSE	tr|A0A1U7QM28|A0A1U7QM28_MESAU, tr|A0A1U8CDD8|A0A1U8CDD8_MESAU
OG0000069	sp|Q8VFC9|OL474_MOUSE	tr|A0A1U7QYJ7|A0A1U7QYJ7_MESAU, tr|A0A1U7QN97|A0A1U7QN97_MESAU
OG0000069	sp|Q8VGI6|OL477_MOUSE, sp|Q8VGI4|OL476_MOUSE	tr|A0A1U7QVT9|A0A1U7QVT9_MESAU
OG0000069	sp|Q8VG06|OL491_MOUSE	tr|A0A1U7QN91|A0A1U7QN91_MESAU
OG0000069	sp|Q8VGI5|OL481_MOUSE	tr|A0A1U7QBW9|A0A1U7QBW9_MESAU
OG0000069	tr|L7N455|L7N455_MOUSE	tr|A0A1U7QC01|A0A1U7QC01_MESAU
OG0000070	tr|Q8VGT9|Q8VGT9_MOUSE	tr|A0A3Q0D6S1|A0A3Q0D6S1_MESAU
OG0000070	tr|A0A1L1STN9|A0A1L1STN9_MOUSE, tr|A0A1L1SRZ5|A0A1L1SRZ5_MOUSE, tr|Q7TR53|Q7TR53_MOUSE, tr|Q7TR54|Q7TR54_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|A2AVC7|A2AVC7_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A2AT85|A2AT85_MOUSE	tr|A0A1U7QET0|A0A1U7QET0_MESAU
OG0000072	sp|O35945|AL1A7_MOUSE	tr|A0A3Q0CHQ7|A0A3Q0CHQ7_MESAU, tr|A0A3Q0D068|A0A3Q0D068_MESAU, tr|A0A1U8D1N8|A0A1U8D1N8_MESAU
OG0000072	sp|P24549|AL1A1_MOUSE	sp|P86886|AL1A1_MESAU, tr|A0A1U7QDB4|A0A1U7QDB4_MESAU
OG0000072	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A1U7RCT9|A0A1U7RCT9_MESAU
OG0000072	sp|Q62148|AL1A2_MOUSE	tr|A0A1U7QVC8|A0A1U7QVC8_MESAU
OG0000072	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A1U8C9A1|A0A1U8C9A1_MESAU
OG0000072	sp|P47738|ALDH2_MOUSE	sp|P81178|ALDH2_MESAU, tr|A0A1U7QWP4|A0A1U7QWP4_MESAU
OG0000073	tr|Q91Y09|Q91Y09_MOUSE	tr|A0A1U7Q520|A0A1U7Q520_MESAU
OG0000073	tr|Q91Y15|Q91Y15_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, sp|Q91Y20|PCDAA_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y10|Q91Y10_MOUSE	tr|A0A3Q0CI45|A0A3Q0CI45_MESAU
OG0000075	sp|P00757|K1KB4_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00755|K1KB1_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q61759|K1B21_MOUSE, sp|P15946|K1B11_MOUSE, sp|P15948|K1B22_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE	tr|A0A1U8CJD1|A0A1U8CJD1_MESAU
OG0000080	sp|Q8K023|AKC1H_MOUSE	tr|A0A1U7QGJ1|A0A1U7QGJ1_MESAU
OG0000080	tr|G3X9Y6|G3X9Y6_MOUSE	tr|A0A1U7Q7I9|A0A1U7Q7I9_MESAU, tr|A0A1U7QS10|A0A1U7QS10_MESAU, tr|Q8K4V1|Q8K4V1_MESAU, tr|A0A1U8BSC7|A0A1U8BSC7_MESAU, tr|A0A1U7QS05|A0A1U7QS05_MESAU, tr|A0A097ZMY7|A0A097ZMY7_MESAU, sp|P82809|AK1CD_MESAU, tr|A0A3Q0CDZ5|A0A3Q0CDZ5_MESAU, tr|A0A3Q0CML1|A0A3Q0CML1_MESAU, tr|A0A097ZMZ1|A0A097ZMZ1_MESAU, tr|A0A3Q0CUN2|A0A3Q0CUN2_MESAU, tr|A0A1U8BS70|A0A1U8BS70_MESAU
OG0000083	sp|Q7TQA4|TR140_MOUSE	tr|A0A1U7Q8K0|A0A1U7Q8K0_MESAU
OG0000083	tr|Q7M719|Q7M719_MOUSE	tr|A0A1U7QRB2|A0A1U7QRB2_MESAU
OG0000083	sp|Q7M710|TR125_MOUSE	tr|A0A1U8BXQ2|A0A1U8BXQ2_MESAU, tr|A0A1U7QIL7|A0A1U7QIL7_MESAU, tr|A0A1U7Q8P2|A0A1U7Q8P2_MESAU
OG0000083	sp|Q7M711|TR113_MOUSE	tr|A0A3Q0CUY3|A0A3Q0CUY3_MESAU
OG0000083	sp|Q9JKA3|TR103_MOUSE	tr|A0A1U7QRB6|A0A1U7QRB6_MESAU
OG0000084	tr|E9Q264|E9Q264_MOUSE	tr|A0A1U7QIT2|A0A1U7QIT2_MESAU, tr|A0A3Q0DEW7|A0A3Q0DEW7_MESAU, tr|A0A3Q0DI15|A0A3Q0DI15_MESAU, tr|A0A3Q0DGW4|A0A3Q0DGW4_MESAU, sp|P13539|MYH6_MESAU, sp|P13540|MYH7_MESAU, tr|A0A3Q0DC02|A0A3Q0DC02_MESAU, tr|A0A3Q0CMN7|A0A3Q0CMN7_MESAU, tr|A0A3Q0CCY8|A0A3Q0CCY8_MESAU, tr|A0A1U7Q466|A0A1U7Q466_MESAU, tr|A0A3Q0CG55|A0A3Q0CG55_MESAU, tr|A0A1U8CRG0|A0A1U8CRG0_MESAU, tr|A0A1U8BIF7|A0A1U8BIF7_MESAU, tr|A0A1U7QA62|A0A1U7QA62_MESAU
OG0000085	tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q5U467|Q5U467_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE	tr|A0A1U8C1Y4|A0A1U8C1Y4_MESAU
OG0000087	tr|Q8VGW3|Q8VGW3_MOUSE, tr|Q8VH00|Q8VH00_MOUSE	tr|A0A1U7REY9|A0A1U7REY9_MESAU
OG0000087	tr|Q7TRP5|Q7TRP5_MOUSE	tr|A0A1U7R6Z5|A0A1U7R6Z5_MESAU
OG0000087	tr|Q8VGU9|Q8VGU9_MOUSE, tr|Q8VGV6|Q8VGV6_MOUSE, tr|Q8VGV5|Q8VGV5_MOUSE, tr|Q7TRU8|Q7TRU8_MOUSE	tr|A0A1U8D0D6|A0A1U8D0D6_MESAU
OG0000087	tr|Q8VG79|Q8VG79_MOUSE, tr|Q8VGX3|Q8VGX3_MOUSE	tr|A0A1U7QWE6|A0A1U7QWE6_MESAU
OG0000088	tr|Q8BP18|Q8BP18_MOUSE	tr|A0A1U8CBZ0|A0A1U8CBZ0_MESAU
OG0000088	tr|B0V2W4|B0V2W4_MOUSE	tr|A0A3Q0DCC0|A0A3Q0DCC0_MESAU
OG0000088	tr|B8JJZ7|B8JJZ7_MOUSE	tr|A0A1U8CBV1|A0A1U8CBV1_MESAU
OG0000088	tr|B0V2W5|B0V2W5_MOUSE	tr|A0A1U8CRP7|A0A1U8CRP7_MESAU
OG0000089	tr|A0A8I4SYN6|A0A8I4SYN6_MOUSE	tr|A0A1U7QAA4|A0A1U7QAA4_MESAU
OG0000089	sp|P84228|H32_MOUSE	tr|A0A1U8BSI7|A0A1U8BSI7_MESAU, tr|A0A1U7QU70|A0A1U7QU70_MESAU, tr|A0A1U7RAD0|A0A1U7RAD0_MESAU, tr|A0A3Q0CE82|A0A3Q0CE82_MESAU, tr|A0A1U8BEY3|A0A1U8BEY3_MESAU
OG0000089	sp|P68433|H31_MOUSE	tr|A0A3Q0CJ92|A0A3Q0CJ92_MESAU, tr|A0A3Q0CJ27|A0A3Q0CJ27_MESAU, tr|A0A3Q0CJ24|A0A3Q0CJ24_MESAU, tr|A0A3Q0CKT3|A0A3Q0CKT3_MESAU, tr|A0A3Q0CEQ0|A0A3Q0CEQ0_MESAU
OG0000090	tr|Q8VF14|Q8VF14_MOUSE	tr|A0A1U7Q5S7|A0A1U7Q5S7_MESAU
OG0000090	sp|Q8VF13|O1094_MOUSE	tr|A0A1U7Q387|A0A1U7Q387_MESAU
OG0000090	sp|Q8VES2|O1102_MOUSE	tr|A0A1U7QEU0|A0A1U7QEU0_MESAU
OG0000090	sp|Q8VFL9|O1086_MOUSE	tr|A0A1U7QFM2|A0A1U7QFM2_MESAU
OG0000090	tr|Q7TR59|Q7TR59_MOUSE	tr|A0A3Q0D7C9|A0A3Q0D7C9_MESAU
OG0000090	sp|Q60880|OL141_MOUSE, tr|A3KPP7|A3KPP7_MOUSE	tr|A0A1U8CC79|A0A1U8CC79_MESAU, tr|A0A1U7Q7F9|A0A1U7Q7F9_MESAU
OG0000091	sp|O35660|GSTM6_MOUSE	tr|A0A3Q0D0C5|A0A3Q0D0C5_MESAU
OG0000091	sp|P15626|GSTM2_MOUSE	tr|A0A1U7Q2C9|A0A1U7Q2C9_MESAU, sp|P30116|GSTMU_MESAU
OG0000091	sp|Q8R5I6|GSTM4_MOUSE	tr|A0A1U7QZZ4|A0A1U7QZZ4_MESAU
OG0000091	sp|Q80W21|GSTM7_MOUSE	tr|A0A1U7QDA7|A0A1U7QDA7_MESAU
OG0000091	sp|P19639|GSTM3_MOUSE	tr|A0A3Q0D290|A0A3Q0D290_MESAU
OG0000091	sp|P10649|GSTM1_MOUSE	tr|A0A1U7QX94|A0A1U7QX94_MESAU
OG0000092	tr|E9Q8M3|E9Q8M3_MOUSE, tr|K7N5X7|K7N5X7_MOUSE, tr|E9PZU2|E9PZU2_MOUSE, tr|A2RTN7|A2RTN7_MOUSE, tr|E9Q8X3|E9Q8X3_MOUSE, tr|Q05A45|Q05A45_MOUSE, tr|Q8VET4|Q8VET4_MOUSE, tr|Q7TRM6|Q7TRM6_MOUSE, tr|Q8VF84|Q8VF84_MOUSE, tr|Q7TQW6|Q7TQW6_MOUSE, tr|A0A288CFY5|A0A288CFY5_MOUSE, tr|A0A1L1SVB5|A0A1L1SVB5_MOUSE, tr|A0A286YE47|A0A286YE47_MOUSE	tr|A0A1U7QEP6|A0A1U7QEP6_MESAU
OG0000100	sp|Q8CFB4|GBP5_MOUSE	tr|A0A1U8CCZ4|A0A1U8CCZ4_MESAU, tr|A0A1U8CD42|A0A1U8CD42_MESAU, tr|A0A1U7QVR7|A0A1U7QVR7_MESAU, tr|A0A3Q0D9W2|A0A3Q0D9W2_MESAU, tr|A0A1U7QVQ2|A0A1U7QVQ2_MESAU, tr|A0A1U7R6J1|A0A1U7R6J1_MESAU, tr|A0A1U7RA44|A0A1U7RA44_MESAU, tr|A0A1U8CD52|A0A1U8CD52_MESAU, tr|A0A3Q0D2X1|A0A3Q0D2X1_MESAU, tr|A0A3Q0D013|A0A3Q0D013_MESAU, tr|A0A1U8CFU7|A0A1U8CFU7_MESAU, tr|A0A1U7QYS8|A0A1U7QYS8_MESAU
OG0000101	tr|A2AT86|A2AT86_MOUSE	tr|A0A1U7QD26|A0A1U7QD26_MESAU
OG0000101	tr|A2ATA0|A2ATA0_MOUSE	tr|A0A1U7Q5C3|A0A1U7Q5C3_MESAU, tr|A0A1U7Q6Y7|A0A1U7Q6Y7_MESAU, tr|A0A1U7QC97|A0A1U7QC97_MESAU, tr|A0A1U7Q382|A0A1U7Q382_MESAU, tr|A0A1U8C8V7|A0A1U8C8V7_MESAU, tr|A0A1U8CBJ9|A0A1U8CBJ9_MESAU, tr|A0A1U7QFL0|A0A1U7QFL0_MESAU, tr|A0A1U7Q6Y9|A0A1U7Q6Y9_MESAU, tr|A0A1U7QSE0|A0A1U7QSE0_MESAU, tr|A0A1U7Q7F6|A0A1U7Q7F6_MESAU
OG0000102	tr|A2AHM0|A2AHM0_MOUSE, tr|Q9D2H4|Q9D2H4_MOUSE	tr|A0A1U7R5X6|A0A1U7R5X6_MESAU
OG0000102	tr|G3UW88|G3UW88_MOUSE	tr|A0A1U7QJA8|A0A1U7QJA8_MESAU, tr|A0A1U7QJA3|A0A1U7QJA3_MESAU, tr|A0A3Q0D7T3|A0A3Q0D7T3_MESAU, tr|A0A1U7QSU1|A0A1U7QSU1_MESAU, tr|A0A1U7R5X3|A0A1U7R5X3_MESAU
OG0000102	tr|A2AHM1|A2AHM1_MOUSE	tr|A0A1U7QVS7|A0A1U7QVS7_MESAU, tr|A0A3Q0D2N1|A0A3Q0D2N1_MESAU, tr|A0A1U7R387|A0A1U7R387_MESAU
OG0000103	sp|Q9D2U9|H2B3A_MOUSE	tr|A0A1U8BLE6|A0A1U8BLE6_MESAU
OG0000103	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A1U7Q8L7|A0A1U7Q8L7_MESAU
OG0000103	sp|Q64525|H2B2B_MOUSE	tr|A0A3Q0DEE1|A0A3Q0DEE1_MESAU
OG0000103	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A1U8CIL8|A0A1U8CIL8_MESAU, tr|A0A3Q0CEP7|A0A3Q0CEP7_MESAU, tr|A0A1U7Q7A3|A0A1U7Q7A3_MESAU
OG0000103	sp|P10854|H2B1M_MOUSE	tr|A0A1U7Q7A0|A0A1U7Q7A0_MESAU
OG0000112	tr|Q8VGP6|Q8VGP6_MOUSE	tr|A0A1U7QP59|A0A1U7QP59_MESAU
OG0000112	tr|Q8VES9|Q8VES9_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|K9J725|K9J725_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, sp|P34984|OLF13_MOUSE	tr|A0A1U7QP25|A0A1U7QP25_MESAU
OG0000113	tr|E9PWK2|E9PWK2_MOUSE	tr|A0A1U7QVA3|A0A1U7QVA3_MESAU, tr|A0A1U7R605|A0A1U7R605_MESAU, tr|A0A1U7QV93|A0A1U7QV93_MESAU, tr|A0A1U8CNP9|A0A1U8CNP9_MESAU, tr|A0A1U8CRI7|A0A1U8CRI7_MESAU, tr|A0A1U8CNP4|A0A1U8CNP4_MESAU, tr|A0A1U7RDZ4|A0A1U7RDZ4_MESAU, tr|A0A1U7R610|A0A1U7R610_MESAU, tr|A0A1U7QV98|A0A1U7QV98_MESAU, tr|A0A1U7RGF1|A0A1U7RGF1_MESAU, tr|A0A1U7R3I7|A0A1U7R3I7_MESAU
OG0000114	sp|Q62168|K1H2_MOUSE	tr|A0A1U7R732|A0A1U7R732_MESAU
OG0000114	sp|Q9D646|KRT34_MOUSE	tr|A0A3Q0CFY7|A0A3Q0CFY7_MESAU
OG0000114	sp|Q61765|K1H1_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE	tr|A0A1U8CT64|A0A1U8CT64_MESAU, tr|A0A3Q0CF13|A0A3Q0CF13_MESAU
OG0000114	sp|B1AQ75|KRT36_MOUSE, sp|Q497I4|KRT35_MOUSE	tr|A0A1U7QWJ1|A0A1U7QWJ1_MESAU
OG0000115	tr|Q8VEU2|Q8VEU2_MOUSE	tr|A0A1U7QKF6|A0A1U7QKF6_MESAU
OG0000115	tr|Q8VH08|Q8VH08_MOUSE, tr|E9Q985|E9Q985_MOUSE	tr|A0A1U7QC80|A0A1U7QC80_MESAU
OG0000115	tr|Q8VH10|Q8VH10_MOUSE	tr|A0A1U7QA98|A0A1U7QA98_MESAU, tr|A0A1U8BXS9|A0A1U8BXS9_MESAU
OG0000116	tr|A0A338P708|A0A338P708_MOUSE	tr|A0A1U7Q9M5|A0A1U7Q9M5_MESAU
OG0000116	tr|A0A571BEP9|A0A571BEP9_MOUSE, tr|Q9D746|Q9D746_MOUSE, tr|Q9D6T8|Q9D6T8_MOUSE, tr|O88375|O88375_MOUSE	tr|A0A3Q0CWI0|A0A3Q0CWI0_MESAU, tr|A0A3Q0CXS9|A0A3Q0CXS9_MESAU, tr|A0A1U7QVE9|A0A1U7QVE9_MESAU, tr|A0A1U7QHB2|A0A1U7QHB2_MESAU, tr|A0A1U8BZP3|A0A1U8BZP3_MESAU, tr|A0A1U7QSR5|A0A1U7QSR5_MESAU
OG0000118	tr|B1AZM2|B1AZM2_MOUSE, tr|A2AJU2|A2AJU2_MOUSE, tr|B1B0X6|B1B0X6_MOUSE, tr|A2BI02|A2BI02_MOUSE, tr|A2BI72|A2BI72_MOUSE, tr|Q62012|Q62012_MOUSE, tr|B1B0X0|B1B0X0_MOUSE, tr|A2ADW8|A2ADW8_MOUSE, tr|E9QA14|E9QA14_MOUSE, tr|B1AVZ5|B1AVZ5_MOUSE, tr|B1AV09|B1AV09_MOUSE	tr|A0A3Q0CEW4|A0A3Q0CEW4_MESAU
OG0000119	tr|A0A1L1SUP2|A0A1L1SUP2_MOUSE	tr|A0A1U7Q5C7|A0A1U7Q5C7_MESAU, tr|A0A1U7QCA3|A0A1U7QCA3_MESAU
OG0000119	tr|A2AVB0|A2AVB0_MOUSE, tr|A2AVA9|A2AVA9_MOUSE	tr|A0A1U7Q6Z2|A0A1U7Q6Z2_MESAU, tr|A0A1U8C9W4|A0A1U8C9W4_MESAU
OG0000119	tr|Q8VG37|Q8VG37_MOUSE	tr|A0A1U8C8D0|A0A1U8C8D0_MESAU, tr|A0A1U8C8E0|A0A1U8C8E0_MESAU
OG0000119	tr|Q8VFM1|Q8VFM1_MOUSE	tr|A0A1U7QFL5|A0A1U7QFL5_MESAU
OG0000120	sp|O09127|EPHA8_MOUSE	tr|A0A3Q0D4H3|A0A3Q0D4H3_MESAU
OG0000120	sp|Q62413|EPHA6_MOUSE	tr|A0A1U7QXH1|A0A1U7QXH1_MESAU
OG0000120	sp|Q60629|EPHA5_MOUSE	tr|A0A1U7QAU4|A0A1U7QAU4_MESAU
OG0000120	sp|P29319|EPHA3_MOUSE	tr|A0A1U7QQ03|A0A1U7QQ03_MESAU
OG0000120	sp|Q03137|EPHA4_MOUSE	tr|A0A1U7QEB1|A0A1U7QEB1_MESAU
OG0000120	sp|Q61772|EPHA7_MOUSE	tr|A0A3Q0DB95|A0A3Q0DB95_MESAU
OG0000121	tr|Q920Z2|Q920Z2_MOUSE	tr|A0A1U7QNB8|A0A1U7QNB8_MESAU
OG0000121	tr|Q9EP55|Q9EP55_MOUSE	tr|A0A1U7QBY3|A0A1U7QBY3_MESAU
OG0000121	tr|Q9EPG6|Q9EPG6_MOUSE	tr|A0A1U7QBX7|A0A1U7QBX7_MESAU
OG0000121	tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|K7N662|K7N662_MOUSE, tr|A0A140T8J9|A0A140T8J9_MOUSE	tr|A0A1U7QND9|A0A1U7QND9_MESAU, tr|A0A1U7QKD7|A0A1U7QKD7_MESAU
OG0000122	tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A1U7R130|A0A1U7R130_MESAU
OG0000122	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A1U7QZT2|A0A1U7QZT2_MESAU
