Orthogroup	Mus_musculus	Pan_troglodytes
OG0000049	sp|Q9D267|LCN9_MOUSE, tr|A2BHR2|A2BHR2_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, sp|Q5FW60|MUP20_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P11588|MUP1_MOUSE, sp|P02762|MUP6_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|P04938|MUP11_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, sp|P11589|MUP2_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, tr|L7N222|L7N222_MOUSE, sp|B5X0G2|MUP17_MOUSE, sp|P11590|MUP4_MOUSE, tr|A2AV72|A2AV72_MOUSE, sp|P11591|MUP5_MOUSE	tr|H2R627|H2R627_PANTR
OG0000050	sp|Q8VG04|OL478_MOUSE, sp|Q8VG09|OL502_MOUSE, sp|Q8VF65|OL470_MOUSE, sp|Q8VF66|OL469_MOUSE, sp|Q8VEW6|OL510_MOUSE, sp|Q8VG13|OL507_MOUSE, tr|Q7TRU6|Q7TRU6_MOUSE, sp|Q8VG07|OL494_MOUSE, sp|Q8VG05|OL483_MOUSE, sp|Q8VG08|OL497_MOUSE, sp|Q8VFD0|OL486_MOUSE, tr|Q7TRU9|Q7TRU9_MOUSE, tr|A0A140LJF5|A0A140LJF5_MOUSE, sp|Q8VG02|OL488_MOUSE, sp|Q8VFD2|OL490_MOUSE, sp|Q8VG03|OL482_MOUSE, sp|Q8VFD3|OL484_MOUSE, sp|Q8VF12|OL495_MOUSE, sp|Q8VEW2|OL498_MOUSE, sp|Q8VEW5|OL493_MOUSE, sp|Q8VFD1|OL492_MOUSE	tr|H2Q344|H2Q344_PANTR
OG0000051	sp|Q811D2|ANR26_MOUSE	tr|H2Q1R5|H2Q1R5_PANTR
OG0000051	tr|Q9D5T2|Q9D5T2_MOUSE	tr|A0A2I3RV73|A0A2I3RV73_PANTR
OG0000051	tr|Q8CEQ9|Q8CEQ9_MOUSE, tr|E9PVZ3|E9PVZ3_MOUSE	tr|A0A2I3RBZ1|A0A2I3RBZ1_PANTR, tr|H2QXB0|H2QXB0_PANTR, tr|A0A2I3RV68|A0A2I3RV68_PANTR, tr|A0A2I3TX65|A0A2I3TX65_PANTR, tr|A0A2I3SZA4|A0A2I3SZA4_PANTR, tr|H2R388|H2R388_PANTR, tr|A0A2I3RIK2|A0A2I3RIK2_PANTR, tr|H2QIB5|H2QIB5_PANTR, tr|A0A2I3TC85|A0A2I3TC85_PANTR, tr|A0A2I3RBG0|A0A2I3RBG0_PANTR
OG0000058	tr|Q8VEZ3|Q8VEZ3_MOUSE, tr|Q8VEZ2|Q8VEZ2_MOUSE, tr|A2ATW2|A2ATW2_MOUSE, tr|A0A1L1SQ02|A0A1L1SQ02_MOUSE, tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE, tr|F6XP16|F6XP16_MOUSE, tr|Q7TR16|Q7TR16_MOUSE, tr|A2AV10|A2AV10_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q0VB29|Q0VB29_MOUSE, tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|Q8VG47|Q8VG47_MOUSE, tr|Q7TR12|Q7TR12_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|Q7TR13|Q7TR13_MOUSE	tr|H2Q3J8|H2Q3J8_PANTR
OG0000059	sp|Q7TSH9|ZN184_MOUSE	tr|A0A2I3T1I2|A0A2I3T1I2_PANTR
OG0000059	sp|Q61967|ZFP90_MOUSE	tr|A0A2I3SC92|A0A2I3SC92_PANTR
OG0000059	sp|A2A761|ZFP69_MOUSE	tr|H2QCC1|H2QCC1_PANTR, tr|H2RBV8|H2RBV8_PANTR, tr|H2RD10|H2RD10_PANTR, tr|H2R6H7|H2R6H7_PANTR, tr|A0A2I3TN33|A0A2I3TN33_PANTR, tr|A0A2I3SJP3|A0A2I3SJP3_PANTR, tr|H2QUL5|H2QUL5_PANTR, tr|A0A2J8LZ58|A0A2J8LZ58_PANTR, tr|H2PYS2|H2PYS2_PANTR
OG0000059	tr|A2AE21|A2AE21_MOUSE	tr|H2R5T1|H2R5T1_PANTR, tr|H2R3J8|H2R3J8_PANTR, tr|K7AHT1|K7AHT1_PANTR
OG0000060	tr|Q7TQZ9|Q7TQZ9_MOUSE, tr|Q8VEX7|Q8VEX7_MOUSE, tr|Q7TR09|Q7TR09_MOUSE, tr|Q7TR08|Q7TR08_MOUSE, tr|A2ATG2|A2ATG2_MOUSE, tr|A2ATG3|A2ATG3_MOUSE, tr|A3KGY3|A3KGY3_MOUSE, tr|A3KGY4|A3KGY4_MOUSE, tr|A0A1L1SU13|A0A1L1SU13_MOUSE, tr|L7MU53|L7MU53_MOUSE, tr|F7BL62|F7BL62_MOUSE, tr|Q7TR02|Q7TR02_MOUSE, tr|Q8VGM9|Q8VGM9_MOUSE, tr|Q8VGM5|Q8VGM5_MOUSE, tr|Q7TR01|Q7TR01_MOUSE, tr|Q7TR05|Q7TR05_MOUSE, tr|L7MU54|L7MU54_MOUSE, tr|Q7TR04|Q7TR04_MOUSE, tr|Q8VGG1|Q8VGG1_MOUSE	tr|A0A2I3THV4|A0A2I3THV4_PANTR
OG0000063	tr|Q9QWU6|Q9QWU6_MOUSE	tr|A0A2J8P6A4|A0A2J8P6A4_PANTR
OG0000063	tr|E9Q5P8|E9Q5P8_MOUSE	tr|A0A2J8K5P8|A0A2J8K5P8_PANTR
OG0000063	tr|E9Q050|E9Q050_MOUSE	tr|A0A2J8K5P2|A0A2J8K5P2_PANTR
OG0000068	tr|D3Z7A9|D3Z7A9_MOUSE	tr|H2QH39|H2QH39_PANTR, tr|A0A2I3RUD6|A0A2I3RUD6_PANTR, tr|A0A2I3S2H8|A0A2I3S2H8_PANTR, sp|Q8MJZ7|LIRB5_PANTR, tr|A0A2I3TF20|A0A2I3TF20_PANTR, tr|A0A2I3S8Q0|A0A2I3S8Q0_PANTR, tr|A0A2I3RZC8|A0A2I3RZC8_PANTR, sp|Q8MJZ2|LIRA6_PANTR, tr|A0A2I3TU02|A0A2I3TU02_PANTR, tr|H2QH44|H2QH44_PANTR, tr|A0A2I3RTN1|A0A2I3RTN1_PANTR, tr|A0A2I3SVE5|A0A2I3SVE5_PANTR, tr|A0A2I3SW49|A0A2I3SW49_PANTR, tr|A0A2I3RK69|A0A2I3RK69_PANTR, tr|A0A2I3RSY3|A0A2I3RSY3_PANTR, tr|H2RC57|H2RC57_PANTR, tr|A0A2I3T2Q8|A0A2I3T2Q8_PANTR, tr|H2QH43|H2QH43_PANTR
OG0000069	sp|Q6IFZ6|K2C1B_MOUSE	tr|H2Q602|H2Q602_PANTR
OG0000069	sp|Q6IME9|K2C72_MOUSE	tr|A0A2J8KDF1|A0A2J8KDF1_PANTR
OG0000069	sp|Q6NXH9|K2C73_MOUSE	tr|H2Q601|H2Q601_PANTR
OG0000069	sp|Q9R0H5|K2C71_MOUSE	tr|H2Q5Z9|H2Q5Z9_PANTR
OG0000069	sp|Q6IFZ9|K2C74_MOUSE	tr|H2RGY7|H2RGY7_PANTR
OG0000069	sp|Q8VED5|K2C79_MOUSE	tr|H2Q603|H2Q603_PANTR, sp|A5A6M8|K2C5_PANTR, tr|H2Q5Z8|H2Q5Z8_PANTR, tr|A0A2I3SNQ2|A0A2I3SNQ2_PANTR, tr|A0A2I3RFA1|A0A2I3RFA1_PANTR, tr|A0A2I3S574|A0A2I3S574_PANTR, tr|H2Q606|H2Q606_PANTR
OG0000071	tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE	tr|H2Q1U8|H2Q1U8_PANTR
OG0000073	sp|Q8BG05|ROA3_MOUSE	tr|A0A2I3SIM5|A0A2I3SIM5_PANTR
OG0000073	sp|P49312|ROA1_MOUSE	tr|K7DJX6|K7DJX6_PANTR, tr|A0A2I3RK09|A0A2I3RK09_PANTR, tr|A0A2I3RQH8|A0A2I3RQH8_PANTR, tr|A0A2I3S091|A0A2I3S091_PANTR, tr|A0A2I3TCU7|A0A2I3TCU7_PANTR, tr|A0A2I3RM80|A0A2I3RM80_PANTR, tr|A0A2I3SD18|A0A2I3SD18_PANTR, tr|H2RBZ8|H2RBZ8_PANTR, tr|A0A2I3RM01|A0A2I3RM01_PANTR, tr|A0A2I3TRA6|A0A2I3TRA6_PANTR, tr|A0A2I3S4A0|A0A2I3S4A0_PANTR, tr|H2RHB3|H2RHB3_PANTR, tr|H2RHE1|H2RHE1_PANTR, sp|A5A6H4|ROA1_PANTR
OG0000074	sp|Q8VGS3|O1019_MOUSE	tr|H2R7T5|H2R7T5_PANTR
OG0000074	tr|A2AVT0|A2AVT0_MOUSE, tr|A2BHP7|A2BHP7_MOUSE, tr|L7MU57|L7MU57_MOUSE, tr|G3X9L8|G3X9L8_MOUSE	tr|H2Q3L7|H2Q3L7_PANTR
OG0000074	tr|Q7TR58|Q7TR58_MOUSE, tr|A2AT96|A2AT96_MOUSE, tr|Q8VG38|Q8VG38_MOUSE, tr|Q7TS20|Q7TS20_MOUSE, tr|A2AVB8|A2AVB8_MOUSE, tr|Q7TR57|Q7TR57_MOUSE, sp|Q8VGR8|O1052_MOUSE	tr|H2Q3M2|H2Q3M2_PANTR
OG0000075	tr|Q7TR48|Q7TR48_MOUSE, tr|Q7TR45|Q7TR45_MOUSE, tr|Q8VFQ8|Q8VFQ8_MOUSE, tr|Q8VG97|Q8VG97_MOUSE, tr|Q8VFQ7|Q8VFQ7_MOUSE, tr|Q7TR42|Q7TR42_MOUSE, tr|Q7TR39|Q7TR39_MOUSE, tr|Q7TR40|Q7TR40_MOUSE, tr|Q0VBI4|Q0VBI4_MOUSE, tr|Q8VFQ9|Q8VFQ9_MOUSE, tr|A2AVC0|A2AVC0_MOUSE, tr|Q7TR34|Q7TR34_MOUSE, tr|Q7TR47|Q7TR47_MOUSE, tr|Q7TR44|Q7TR44_MOUSE, tr|Q7TR43|Q7TR43_MOUSE, tr|Q8VEU8|Q8VEU8_MOUSE	tr|H2Q3L6|H2Q3L6_PANTR
OG0000076	tr|A0A075B5W7|A0A075B5W7_MOUSE, tr|A0A0B4J1M0|A0A0B4J1M0_MOUSE, tr|A0A0B4J1N0|A0A0B4J1N0_MOUSE, tr|A0A075B5U0|A0A075B5U0_MOUSE, tr|A0A0B4J1J7|A0A0B4J1J7_MOUSE, sp|P01745|HVM01_MOUSE	tr|H2R8J1|H2R8J1_PANTR, tr|A0A2I3SUC8|A0A2I3SUC8_PANTR, tr|A0A2I3TM71|A0A2I3TM71_PANTR, tr|A0A2I3T3P0|A0A2I3T3P0_PANTR, tr|A0A2I3S5H2|A0A2I3S5H2_PANTR, tr|A0A2I3T0N2|A0A2I3T0N2_PANTR, tr|A0A2I3SLM8|A0A2I3SLM8_PANTR, tr|A0A2I3RTC4|A0A2I3RTC4_PANTR, tr|A0A2I3RCM2|A0A2I3RCM2_PANTR, tr|A0A2I3SIT8|A0A2I3SIT8_PANTR, tr|A0A2I3TTY6|A0A2I3TTY6_PANTR
OG0000077	sp|Q0VAW7|ZN112_MOUSE	tr|H2R0X8|H2R0X8_PANTR
OG0000077	tr|Q923D1|Q923D1_MOUSE	tr|A0A2J8PY29|A0A2J8PY29_PANTR
OG0000077	tr|E9Q6Y4|E9Q6Y4_MOUSE	tr|G2HJ51|G2HJ51_PANTR, tr|H2RC45|H2RC45_PANTR, tr|A0A2J8IXK4|A0A2J8IXK4_PANTR, tr|H2QGI9|H2QGI9_PANTR, tr|H2QGI8|H2QGI8_PANTR, tr|A0A2I3RJR7|A0A2I3RJR7_PANTR, tr|H2REP2|H2REP2_PANTR, tr|H2RC02|H2RC02_PANTR, tr|H2QGI5|H2QGI5_PANTR
OG0000078	sp|Q7TT28|REXO1_MOUSE	tr|H2QEV1|H2QEV1_PANTR, tr|A0A2I3T9T0|A0A2I3T9T0_PANTR, tr|A0A2I3SM52|A0A2I3SM52_PANTR, tr|A0A2I3T5N5|A0A2I3T5N5_PANTR, tr|A0A2I3T319|A0A2I3T319_PANTR, tr|A0A2I3TNR4|A0A2I3TNR4_PANTR, tr|A0A2I3TLX2|A0A2I3TLX2_PANTR, tr|A0A2I3T4W1|A0A2I3T4W1_PANTR, tr|A0A2I3TT73|A0A2I3TT73_PANTR, tr|A0A2I3SXN9|A0A2I3SXN9_PANTR, tr|A0A2I3TFS4|A0A2I3TFS4_PANTR, tr|A0A2I3SB18|A0A2I3SB18_PANTR, tr|A0A2I3TEL6|A0A2I3TEL6_PANTR, tr|A0A2I3TDF6|A0A2I3TDF6_PANTR, tr|A0A2I3RRI1|A0A2I3RRI1_PANTR, sp|P48778|GOR_PANTR
OG0000079	sp|P25444|RS2_MOUSE	tr|A0A2I3T711|A0A2I3T711_PANTR, tr|A0A2I3SXD8|A0A2I3SXD8_PANTR, tr|A0A2I3S5Q5|A0A2I3S5Q5_PANTR, tr|A0A2I3RTX3|A0A2I3RTX3_PANTR, tr|A0A2I3RZ84|A0A2I3RZ84_PANTR, tr|A0A2I3TWM8|A0A2I3TWM8_PANTR, tr|A0A2I3SB88|A0A2I3SB88_PANTR, tr|A0A2I3RBK9|A0A2I3RBK9_PANTR, tr|A0A2I3RZY3|A0A2I3RZY3_PANTR, tr|A0A2I3RWE0|A0A2I3RWE0_PANTR, tr|A0A2I3TQU8|A0A2I3TQU8_PANTR, tr|A0A2I3RXR7|A0A2I3RXR7_PANTR, tr|A0A2I3SR47|A0A2I3SR47_PANTR, tr|A0A2I3SML5|A0A2I3SML5_PANTR, tr|A0A2I3SX07|A0A2I3SX07_PANTR, tr|A0A2I3RHQ8|A0A2I3RHQ8_PANTR
OG0000080	sp|Q7M721|TR120_MOUSE	sp|Q646C0|T2R46_PANTR, tr|J7ME65|J7ME65_PANTR, sp|Q646B4|T2R43_PANTR, tr|H2RAY3|H2RAY3_PANTR, sp|Q646B9|T2R31_PANTR, tr|J7ME62|J7ME62_PANTR, sp|Q646C1|T2R30_PANTR, tr|H2RAY2|H2RAY2_PANTR, tr|H2RAY4|H2RAY4_PANTR, sp|Q646C3|T2R50_PANTR, tr|J7M7S7|J7M7S7_PANTR, tr|A0A2I3S2B5|A0A2I3S2B5_PANTR, tr|H2RAY5|H2RAY5_PANTR, sp|Q646C2|T2R20_PANTR, tr|H2RAY6|H2RAY6_PANTR
OG0000083	tr|A0A075B6C9|A0A075B6C9_MOUSE, tr|A0A075B627|A0A075B627_MOUSE, tr|A0A075B618|A0A075B618_MOUSE, tr|A0A075B635|A0A075B635_MOUSE, tr|A0A075B649|A0A075B649_MOUSE, tr|A0A075B644|A0A075B644_MOUSE, tr|A0A075B606|A0A075B606_MOUSE, tr|A0A0G2JEU8|A0A0G2JEU8_MOUSE, tr|J3QMG8|J3QMG8_MOUSE, tr|A0A0B4J1K3|A0A0B4J1K3_MOUSE, tr|A0A075B638|A0A075B638_MOUSE, tr|A0A075B625|A0A075B625_MOUSE, tr|A0A0B4J1K1|A0A0B4J1K1_MOUSE, tr|A0A075B651|A0A075B651_MOUSE, tr|A0A075B615|A0A075B615_MOUSE	tr|H2RG00|H2RG00_PANTR
OG0000084	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE	tr|A0A2I3TCR4|A0A2I3TCR4_PANTR
OG0000086	tr|Q8VFR3|Q8VFR3_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, tr|Q7TR26|Q7TR26_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE, tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|Q920P2|Q920P2_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q7TR29|Q7TR29_MOUSE	tr|H2Q3L5|H2Q3L5_PANTR
OG0000089	tr|Q7TS30|Q7TS30_MOUSE	tr|A0A2J8KNQ6|A0A2J8KNQ6_PANTR
OG0000089	tr|Q8VFG4|Q8VFG4_MOUSE, tr|Q8VF69|Q8VF69_MOUSE, tr|Q8VFG2|Q8VFG2_MOUSE, tr|Q8VG72|Q8VG72_MOUSE, tr|Q7TRI7|Q7TRI7_MOUSE, tr|Q8VEY4|Q8VEY4_MOUSE, tr|Q8VG94|Q8VG94_MOUSE, tr|Q8VG95|Q8VG95_MOUSE, sp|Q60890|OLF11_MOUSE, tr|K9J6X0|K9J6X0_MOUSE, tr|Q7TQU5|Q7TQU5_MOUSE, tr|Q8VGW6|Q8VGW6_MOUSE	tr|A0A2I3S170|A0A2I3S170_PANTR
OG0000091	sp|Q497I4|KRT35_MOUSE	tr|H2QCZ2|H2QCZ2_PANTR
OG0000091	sp|B1AQ75|KRT36_MOUSE	tr|H2QCZ0|H2QCZ0_PANTR
OG0000091	sp|Q6IFX3|K1C40_MOUSE	tr|H2QCY9|H2QCY9_PANTR, sp|A5A6M5|K1H1_PANTR, tr|A0A2I3SRH7|A0A2I3SRH7_PANTR, sp|A5A6P3|KT33A_PANTR, tr|H2QCY5|H2QCY5_PANTR, tr|G2HEY2|G2HEY2_PANTR, tr|H2QCY7|H2QCY7_PANTR, tr|H2QCY8|H2QCY8_PANTR, tr|H2RAW0|H2RAW0_PANTR, tr|A0A2J8KGG8|A0A2J8KGG8_PANTR
OG0000094	tr|Q8VFF7|Q8VFF7_MOUSE, tr|Q7TRF6|Q7TRF6_MOUSE, tr|Q7TRF5|Q7TRF5_MOUSE, tr|A0A1L1SUS1|A0A1L1SUS1_MOUSE, tr|Q8VFJ1|Q8VFJ1_MOUSE, tr|Q8VGG4|Q8VGG4_MOUSE, tr|Q7TRF0|Q7TRF0_MOUSE, tr|Q8VGB8|Q8VGB8_MOUSE, sp|Q0VAX9|OLF18_MOUSE, tr|E9PX82|E9PX82_MOUSE, tr|E9PVW2|E9PVW2_MOUSE, tr|A0A2I3BRV7|A0A2I3BRV7_MOUSE, tr|Q8VFI8|Q8VFI8_MOUSE, tr|Q8VFI7|Q8VFI7_MOUSE	tr|A0A2I3SVL8|A0A2I3SVL8_PANTR
OG0000095	sp|Q91Y57|SIG12_MOUSE	sp|Q95LH0|SIG12_PANTR, tr|H2RAQ1|H2RAQ1_PANTR, tr|A0A2I3TQS8|A0A2I3TQS8_PANTR, tr|A0A2I3SHL9|A0A2I3SHL9_PANTR, tr|A0A2J8Q6P6|A0A2J8Q6P6_PANTR
OG0000095	sp|Q920G3|SIGL5_MOUSE	tr|H2QH08|H2QH08_PANTR, tr|A0A2I3S4N6|A0A2I3S4N6_PANTR
OG0000095	sp|Q63994|CD33_MOUSE, tr|B7ZMQ6|B7ZMQ6_MOUSE	tr|H2R1W3|H2R1W3_PANTR, tr|A0A2I3SJQ1|A0A2I3SJQ1_PANTR
OG0000098	sp|O88852|TSYL1_MOUSE	tr|H2QHX0|H2QHX0_PANTR, tr|H2QTL6|H2QTL6_PANTR
OG0000098	sp|Q8VD63|TSYL4_MOUSE	tr|H2RCL3|H2RCL3_PANTR
OG0000098	sp|Q69ZB3|TSYL5_MOUSE	tr|H2R9R7|H2R9R7_PANTR
OG0000098	tr|Q3UYP3|Q3UYP3_MOUSE	tr|A0A2I3T3S9|A0A2I3T3S9_PANTR, tr|A0A2I3SNT9|A0A2I3SNT9_PANTR, tr|A0A2I3SEH6|A0A2I3SEH6_PANTR, tr|A0A2I3S1Y7|A0A2I3S1Y7_PANTR, tr|H2RFW8|H2RFW8_PANTR, tr|H2R5R7|H2R5R7_PANTR, tr|A0A2I3TME4|A0A2I3TME4_PANTR
OG0000099	sp|Q91VN1|ZNF24_MOUSE	tr|H2QEF6|H2QEF6_PANTR, sp|A2T7D7|ZNF24_PANTR
OG0000099	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A2J8MM58|A0A2J8MM58_PANTR, tr|H2QSK3|H2QSK3_PANTR, tr|H2QSJ6|H2QSJ6_PANTR, tr|A0A2I3SXN0|A0A2I3SXN0_PANTR, tr|A0A2J8NWS4|A0A2J8NWS4_PANTR, tr|A0A2I3S0G1|A0A2I3S0G1_PANTR, tr|H2QBZ7|H2QBZ7_PANTR, tr|H2R2W3|H2R2W3_PANTR, tr|H2QSJ5|H2QSJ5_PANTR, sp|A2T6V8|ZSC12_PANTR, tr|K7A5W6|K7A5W6_PANTR
OG0000100	tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VF89|Q8VF89_MOUSE	tr|A0A2J8P6B8|A0A2J8P6B8_PANTR, tr|A0A2J8P6A7|A0A2J8P6A7_PANTR
OG0000103	tr|Q8VEU0|Q8VEU0_MOUSE, tr|Q8VF26|Q8VF26_MOUSE, tr|Q8K501|Q8K501_MOUSE, tr|Q8VGC4|Q8VGC4_MOUSE, tr|Q8VGJ0|Q8VGJ0_MOUSE, tr|Q8VFH7|Q8VFH7_MOUSE, tr|Q8VFH3|Q8VFH3_MOUSE, tr|Q8VFH6|Q8VFH6_MOUSE, tr|F6VS78|F6VS78_MOUSE, tr|Q8VGC5|Q8VGC5_MOUSE, tr|Q8VGC2|Q8VGC2_MOUSE, tr|Q8VGI7|Q8VGI7_MOUSE, tr|Q8VFZ8|Q8VFZ8_MOUSE	tr|H2R7F7|H2R7F7_PANTR
OG0000107	tr|Q7TS32|Q7TS32_MOUSE, tr|Q7TS33|Q7TS33_MOUSE, tr|Q8VG27|Q8VG27_MOUSE, tr|Q8VF82|Q8VF82_MOUSE	tr|H2R4X1|H2R4X1_PANTR
OG0000107	tr|Q7TRI6|Q7TRI6_MOUSE, tr|Q8VG33|Q8VG33_MOUSE	tr|H2Q657|H2Q657_PANTR
OG0000107	tr|A0A2I3BQH9|A0A2I3BQH9_MOUSE, tr|A0A2I3BQ22|A0A2I3BQ22_MOUSE	tr|H2Q656|H2Q656_PANTR
OG0000107	sp|Q9Z1V0|OLF49_MOUSE	tr|H2RHE7|H2RHE7_PANTR
OG0000108	sp|P10076|ZFP26_MOUSE, sp|Q8R1D1|ZN426_MOUSE	tr|H2QBR3|H2QBR3_PANTR, tr|H2QF95|H2QF95_PANTR, tr|A0A2I3STQ8|A0A2I3STQ8_PANTR, tr|K7DBH8|K7DBH8_PANTR, tr|H2R6D9|H2R6D9_PANTR, tr|H2R5X8|H2R5X8_PANTR, tr|H2RBZ2|H2RBZ2_PANTR, tr|H2R1F3|H2R1F3_PANTR, tr|A0A2I3T8A5|A0A2I3T8A5_PANTR, tr|H2QFA1|H2QFA1_PANTR, tr|A0A2I3SI09|A0A2I3SI09_PANTR, tr|H2R0I4|H2R0I4_PANTR
OG0000112	sp|Q64462|CP4B1_MOUSE	tr|A0A2I3TMP4|A0A2I3TMP4_PANTR
OG0000112	sp|Q6A152|CP4X1_MOUSE	tr|H2PYZ5|H2PYZ5_PANTR
OG0000112	tr|A0A087WPC3|A0A087WPC3_MOUSE, tr|A2A8T1|A2A8T1_MOUSE, sp|O88833|CP4AA_MOUSE, tr|F8WGU9|F8WGU9_MOUSE, sp|A2A974|CP4CB_MOUSE, sp|Q91WL5|CP4CA_MOUSE, sp|O35728|CP4AE_MOUSE, tr|A0A087WS15|A0A087WS15_MOUSE	tr|H2PYZ3|H2PYZ3_PANTR
OG0000114	sp|Q8K215|LYRM4_MOUSE	tr|H2QS89|H2QS89_PANTR
OG0000114	sp|P52927|HMGA2_MOUSE	tr|H2PZX2|H2PZX2_PANTR, tr|H2R8K3|H2R8K3_PANTR, tr|A0A2I3S7M5|A0A2I3S7M5_PANTR, tr|A0A2I3TAS0|A0A2I3TAS0_PANTR, tr|A0A2I3SWU1|A0A2I3SWU1_PANTR, tr|A0A2I3RI45|A0A2I3RI45_PANTR, tr|A0A2I3TJM6|A0A2I3TJM6_PANTR, tr|A0A2I3RTA3|A0A2I3RTA3_PANTR, tr|A0A2I3RB84|A0A2I3RB84_PANTR, tr|A0A2I3T5S1|A0A2I3T5S1_PANTR
OG0000116	tr|Q7TQU8|Q7TQU8_MOUSE	tr|H2RGS8|H2RGS8_PANTR, tr|H2QFL0|H2QFL0_PANTR, tr|A0A2I3T0K4|A0A2I3T0K4_PANTR, tr|A0A2J8LUH9|A0A2J8LUH9_PANTR, tr|H2QFL3|H2QFL3_PANTR, tr|A0A2J8LUF1|A0A2J8LUF1_PANTR, tr|H2QS20|H2QS20_PANTR, tr|A0A2I3S2A7|A0A2I3S2A7_PANTR, tr|A0A2J8LWW7|A0A2J8LWW7_PANTR, tr|H2RB32|H2RB32_PANTR, tr|H2QF94|H2QF94_PANTR, tr|H2R6E0|H2R6E0_PANTR
OG0000117	tr|Q8C0Q5|Q8C0Q5_MOUSE	tr|H2RH32|H2RH32_PANTR
OG0000117	tr|E9Q1J0|E9Q1J0_MOUSE	tr|H2QF98|H2QF98_PANTR, tr|H2RBB9|H2RBB9_PANTR, tr|H2RBF8|H2RBF8_PANTR, tr|A0A2I3TSV0|A0A2I3TSV0_PANTR, tr|H2RD49|H2RD49_PANTR, tr|G2HIU0|G2HIU0_PANTR, tr|H2QSL6|H2QSL6_PANTR, tr|H2R157|H2R157_PANTR, tr|A0A2J8LWV6|A0A2J8LWV6_PANTR, tr|A0A2I3THY5|A0A2I3THY5_PANTR
