Orthogroup	Mus_musculus	Eschrichtius_robustus
OG0000079	sp|Q8C262|IIGP5_MOUSE, tr|A0A140LIF8|A0A140LIF8_MOUSE, tr|Q9DCE9|Q9DCE9_MOUSE, sp|Q60766|IRGM1_MOUSE, tr|Q61635|Q61635_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, sp|Q62293|TGTP1_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, tr|Q3UED7|Q3UED7_MOUSE, sp|Q9QZ85|IIGP1_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, tr|G3UWE2|G3UWE2_MOUSE	tr|A0A2F0BF24|A0A2F0BF24_ESCRO
OG0000080	sp|Q8BUL5|KLHL7_MOUSE, sp|P59280|KLHL8_MOUSE, sp|E9Q4F2|KLH18_MOUSE, sp|Q8VCK5|KLH20_MOUSE, sp|Q6TDP3|KLH17_MOUSE, sp|Q8JZP3|KLHL2_MOUSE, sp|E0CZ16|KLHL3_MOUSE, sp|Q9JI74|KLHL1_MOUSE, tr|B1AZR0|B1AZR0_MOUSE, tr|Q6PFE1|Q6PFE1_MOUSE, sp|P28575|IPP_MOUSE, sp|Q9Z2X8|KEAP1_MOUSE, sp|Q9CR40|KLH28_MOUSE, sp|Q8BZM0|KLH12_MOUSE	tr|A0A2F0B2D9|A0A2F0B2D9_ESCRO
OG0000086	sp|Q5NCH9|GRM6_MOUSE	tr|A0A2F0B119|A0A2F0B119_ESCRO
OG0000086	sp|P47743|GRM8_MOUSE, sp|Q68ED2|GRM7_MOUSE, sp|Q68EF4|GRM4_MOUSE	tr|A0A2F0B0H5|A0A2F0B0H5_ESCRO, tr|A0A2F0BGR7|A0A2F0BGR7_ESCRO, tr|A0A2F0BCJ5|A0A2F0BCJ5_ESCRO
OG0000086	sp|Q9QYS2|GRM3_MOUSE	tr|A0A2F0BLK2|A0A2F0BLK2_ESCRO
OG0000086	sp|Q14BI2|GRM2_MOUSE	tr|A0A2F0AVZ0|A0A2F0AVZ0_ESCRO
OG0000087	sp|P55288|CAD11_MOUSE, sp|P97291|CADH8_MOUSE, sp|Q6PFX6|CAD24_MOUSE, sp|P55284|CADH5_MOUSE, tr|E9Q3A7|E9Q3A7_MOUSE, sp|P97326|CADH6_MOUSE, sp|P70407|CADH9_MOUSE, sp|P70408|CAD10_MOUSE, sp|Q5RJH3|CAD12_MOUSE, tr|E9Q9Q6|E9Q9Q6_MOUSE, sp|Q9Z0M3|CAD20_MOUSE, sp|Q8BM92|CADH7_MOUSE, sp|Q9WTP5|CAD22_MOUSE	tr|A0A2F0B8N3|A0A2F0B8N3_ESCRO
OG0000088	sp|Q9CZA5|ZCH12_MOUSE, sp|Q8VD24|ZCC18_MOUSE, sp|D3YZV8|CCDC8_MOUSE, tr|G3X9N3|G3X9N3_MOUSE, sp|Q8BHK0|PNMA2_MOUSE, sp|Q8C1C8|PNMA1_MOUSE, sp|Q9ERH6|MOAP1_MOUSE, sp|Q8JZW8|PNMA3_MOUSE, sp|Q5DTT8|PNMA5_MOUSE, sp|Q80VM8|PNM8A_MOUSE, tr|A0A1B0GT27|A0A1B0GT27_MOUSE, tr|A0A140LIU8|A0A140LIU8_MOUSE, tr|A0A140LII9|A0A140LII9_MOUSE	tr|A0A2F0BPL8|A0A2F0BPL8_ESCRO
OG0000096	tr|Q99NH4|Q99NH4_MOUSE, tr|A0A1B0GSI9|A0A1B0GSI9_MOUSE, tr|Q7TRU7|Q7TRU7_MOUSE, tr|Q7TRP7|Q7TRP7_MOUSE, tr|Q8VG18|Q8VG18_MOUSE, sp|Q6W049|OL688_MOUSE, tr|A0A2I3BQ57|A0A2I3BQ57_MOUSE, tr|A0A2I3BS13|A0A2I3BS13_MOUSE, tr|Q8VGV0|Q8VGV0_MOUSE, tr|Q3SXH8|Q3SXH8_MOUSE, tr|Q7TRN8|Q7TRN8_MOUSE, tr|Q8VGV1|Q8VGV1_MOUSE	tr|A0A2F0BIY4|A0A2F0BIY4_ESCRO
OG0000097	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A2F0B1C4|A0A2F0B1C4_ESCRO
OG0000097	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A2F0B128|A0A2F0B128_ESCRO
OG0000097	sp|Q64436|ATP4A_MOUSE	tr|A0A2F0BMX8|A0A2F0BMX8_ESCRO
OG0000097	sp|Q8VDN2|AT1A1_MOUSE, sp|Q6PIC6|AT1A3_MOUSE	tr|A0A2F0BGA7|A0A2F0BGA7_ESCRO, tr|A0A2F0AVK8|A0A2F0AVK8_ESCRO
OG0000098	sp|Q8VFV4|O1440_MOUSE, tr|A0A140LHS7|A0A140LHS7_MOUSE, tr|A0A140LHT7|A0A140LHT7_MOUSE, tr|A0A2I3BR00|A0A2I3BR00_MOUSE, tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A140LHS9|A0A140LHS9_MOUSE, tr|Q8VFV8|Q8VFV8_MOUSE, tr|A0PK57|A0PK57_MOUSE, tr|Q7TQR7|Q7TQR7_MOUSE, tr|Q7TQR9|Q7TQR9_MOUSE, tr|Q8VF59|Q8VF59_MOUSE, tr|E9Q9Z6|E9Q9Z6_MOUSE	tr|A0A2F0BDX3|A0A2F0BDX3_ESCRO
OG0000099	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A2F0B1N7|A0A2F0B1N7_ESCRO
OG0000099	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A2F0B1D3|A0A2F0B1D3_ESCRO
OG0000099	sp|P70696|H2B1A_MOUSE	tr|A0A2F0BBX1|A0A2F0BBX1_ESCRO
OG0000099	sp|Q9D9Z7|H2BL1_MOUSE	tr|A0A2F0B206|A0A2F0B206_ESCRO, tr|A0A2F0AYM9|A0A2F0AYM9_ESCRO
OG0000099	sp|Q64524|H2B2E_MOUSE	tr|A0A2F0AZL3|A0A2F0AZL3_ESCRO, tr|A0A2F0BJN3|A0A2F0BJN3_ESCRO
OG0000100	sp|Q8K0E3|SC5AB_MOUSE	tr|A0A2F0B1G5|A0A2F0B1G5_ESCRO, tr|A0A2F0AXE9|A0A2F0AXE9_ESCRO
OG0000100	sp|Q5SWY8|SC5AA_MOUSE	tr|A0A2F0B122|A0A2F0B122_ESCRO
OG0000100	sp|Q923I7|SC5A2_MOUSE	tr|A0A2F0BI15|A0A2F0BI15_ESCRO
OG0000100	sp|Q8C3K6|SC5A1_MOUSE, sp|Q9ET37|S5A4A_MOUSE, tr|Q91ZP4|Q91ZP4_MOUSE, tr|E9QAB5|E9QAB5_MOUSE	tr|A0A2F0AXF7|A0A2F0AXF7_ESCRO
OG0000101	sp|P13504|IL1R1_MOUSE	tr|A0A2F0B1K3|A0A2F0B1K3_ESCRO
OG0000101	sp|Q9Z2B1|I18RA_MOUSE, sp|Q61098|IL18R_MOUSE	tr|A0A2F0B9F6|A0A2F0B9F6_ESCRO
OG0000101	sp|P59823|IRPL1_MOUSE, sp|Q9ERS6|IRPL2_MOUSE, sp|Q61730|IL1AP_MOUSE	tr|A0A2F0BBN3|A0A2F0BBN3_ESCRO
OG0000109	tr|A0A140T8J9|A0A140T8J9_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE, tr|K7N662|K7N662_MOUSE, tr|Q920Z2|Q920Z2_MOUSE, tr|Q9EP55|Q9EP55_MOUSE	tr|A0A2F0B9V9|A0A2F0B9V9_ESCRO
OG0000109	tr|Q8VG49|Q8VG49_MOUSE, tr|E9Q725|E9Q725_MOUSE	tr|A0A2F0AVF5|A0A2F0AVF5_ESCRO, tr|A0A2F0BER4|A0A2F0BER4_ESCRO, tr|A0A2F0BLT2|A0A2F0BLT2_ESCRO, tr|A0A2F0BKX8|A0A2F0BKX8_ESCRO
OG0000110	sp|P04919|B3AT_MOUSE	tr|A0A2F0AXS2|A0A2F0AXS2_ESCRO
OG0000110	sp|P13808|B3A2_MOUSE, sp|P16283|B3A3_MOUSE	tr|A0A2F0B294|A0A2F0B294_ESCRO
OG0000110	sp|Q8JZR6|S4A8_MOUSE, sp|Q5DTL9|S4A10_MOUSE, sp|Q8BTY2|S4A7_MOUSE, sp|O88343|S4A4_MOUSE, sp|E9Q3M5|S4A5_MOUSE, tr|A0A494BA31|A0A494BA31_MOUSE	tr|A0A2F0BIH7|A0A2F0BIH7_ESCRO
OG0000111	sp|Q9CPP7|LIPG_MOUSE	tr|A0A2F0BMQ7|A0A2F0BMQ7_ESCRO
OG0000111	sp|Q8BM14|LIPK_MOUSE, tr|F6RR30|F6RR30_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, sp|Q3U4B4|LIPN_MOUSE, sp|Q9Z0M5|LICH_MOUSE, sp|Q8K2A6|LIPM_MOUSE	tr|A0A2F0BHE1|A0A2F0BHE1_ESCRO
OG0000112	sp|Q8VHG0|FMO4_MOUSE	tr|A0A2F0BFJ4|A0A2F0BFJ4_ESCRO
OG0000112	sp|P97501|FMO3_MOUSE, tr|J3QMN6|J3QMN6_MOUSE	tr|A0A2F0AUP8|A0A2F0AUP8_ESCRO
OG0000112	sp|P50285|FMO1_MOUSE, sp|P97872|FMO5_MOUSE, tr|Q8C116|Q8C116_MOUSE, tr|B2RWH8|B2RWH8_MOUSE, tr|G3X946|G3X946_MOUSE, sp|Q8K2I3|FMO2_MOUSE	tr|A0A2F0BA21|A0A2F0BA21_ESCRO
OG0000113	sp|P62069|UBP46_MOUSE, sp|Q9D9M2|UBP12_MOUSE, sp|Q8C0R0|UBP37_MOUSE, sp|Q9ES63|UBP29_MOUSE, sp|Q99MX1|UBP26_MOUSE, sp|Q3UN04|UBP30_MOUSE, sp|Q8BJQ2|UBP1_MOUSE, sp|Q3V0C5|UBP48_MOUSE, sp|Q6A4J8|UBP7_MOUSE, sp|Q8BWR4|UBP40_MOUSE, sp|Q8BY87|UBP47_MOUSE	tr|A0A2F0B3Q5|A0A2F0B3Q5_ESCRO
OG0000114	sp|P23819|GRIA2_MOUSE, sp|Q9Z2W8|GRIA4_MOUSE, sp|Q9Z2W9|GRIA3_MOUSE, sp|P23818|GRIA1_MOUSE, sp|Q8BMF5|GRIK4_MOUSE, sp|Q61626|GRIK5_MOUSE, sp|B1AS29|GRIK3_MOUSE, sp|P39087|GRIK2_MOUSE, sp|Q60934|GRIK1_MOUSE, sp|Q61627|GRID1_MOUSE, sp|Q61625|GRID2_MOUSE	tr|A0A2F0B4U3|A0A2F0B4U3_ESCRO
OG0000115	sp|P54754|EPHB3_MOUSE, sp|Q8BYG9|EPHAA_MOUSE, sp|Q61772|EPHA7_MOUSE, sp|O09127|EPHA8_MOUSE, sp|Q62413|EPHA6_MOUSE, sp|Q60629|EPHA5_MOUSE, sp|P29319|EPHA3_MOUSE, sp|Q03137|EPHA4_MOUSE, sp|P54761|EPHB4_MOUSE, sp|P54763|EPHB2_MOUSE, sp|Q8CBF3|EPHB1_MOUSE	tr|A0A2F0AUH4|A0A2F0AUH4_ESCRO
OG0000116	tr|Q924X8|Q924X8_MOUSE, tr|Q7TRQ1|Q7TRQ1_MOUSE, tr|Q8VH21|Q8VH21_MOUSE, tr|Q8VGY1|Q8VGY1_MOUSE, tr|Q8VGX6|Q8VGX6_MOUSE, tr|E9Q7P5|E9Q7P5_MOUSE, tr|A0A1B0GRN7|A0A1B0GRN7_MOUSE, tr|Q8VF02|Q8VF02_MOUSE, tr|Q8VGY8|Q8VGY8_MOUSE, tr|Q3KPB0|Q3KPB0_MOUSE, tr|Q8VGY4|Q8VGY4_MOUSE	tr|A0A2F0B5I6|A0A2F0B5I6_ESCRO
OG0000117	tr|Q8VGP6|Q8VGP6_MOUSE, sp|P34984|OLF13_MOUSE, tr|Q8VES9|Q8VES9_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|K9J725|K9J725_MOUSE, tr|Q8VEV1|Q8VEV1_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VF17|Q8VF17_MOUSE	tr|A0A2F0B8I6|A0A2F0B8I6_ESCRO
OG0000124	sp|P10630|IF4A2_MOUSE, sp|P60843|IF4A1_MOUSE	tr|A0A2F0B1H6|A0A2F0B1H6_ESCRO, tr|A0A2F0BNV5|A0A2F0BNV5_ESCRO
OG0000124	sp|P54823|DDX6_MOUSE, sp|Q9JIK5|DDX21_MOUSE, sp|Q99MJ9|DDX50_MOUSE, tr|E9PV04|E9PV04_MOUSE, tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE, sp|Q91VC3|IF4A3_MOUSE	tr|A0A2F0BP12|A0A2F0BP12_ESCRO
OG0000125	tr|A2A7W1|A2A7W1_MOUSE, sp|Q6SJQ5|CLM3_MOUSE, tr|A2A7W0|A2A7W0_MOUSE, sp|Q8VCH2|CLM5_MOUSE, sp|Q6SJQ7|CLM1_MOUSE, sp|Q3U497|CLM7_MOUSE, sp|Q8K249|CLM2_MOUSE, sp|A2A7V7|CLM6_MOUSE, sp|Q7TSN2|CLM4_MOUSE, sp|Q6SJQ0|CLM8_MOUSE	tr|A0A2F0BAS5|A0A2F0BAS5_ESCRO
OG0000126	sp|O70138|MMP8_MOUSE	tr|A0A2F0B7W4|A0A2F0B7W4_ESCRO
OG0000126	sp|Q10738|MMP7_MOUSE	tr|A0A2F0BGJ0|A0A2F0BGJ0_ESCRO
OG0000126	sp|P33435|MMP13_MOUSE	tr|A0A2F0AUI3|A0A2F0AUI3_ESCRO
OG0000126	sp|P34960|MMP12_MOUSE, tr|D3YV89|D3YV89_MOUSE, sp|O55123|MMP10_MOUSE, sp|P28862|MMP3_MOUSE	tr|A0A2F0BLD2|A0A2F0BLD2_ESCRO
OG0000127	sp|Q8BXF8|ACTT3_MOUSE	tr|A0A2F0BNX8|A0A2F0BNX8_ESCRO
OG0000127	sp|P62737|ACTA_MOUSE	tr|A0A2F0B065|A0A2F0B065_ESCRO, tr|A0A2F0BD02|A0A2F0BD02_ESCRO, tr|A0A2F0BFC2|A0A2F0BFC2_ESCRO, tr|A0A2F0BHC3|A0A2F0BHC3_ESCRO, tr|A0A2F0BKW5|A0A2F0BKW5_ESCRO, tr|A0A2F0BHD1|A0A2F0BHD1_ESCRO, tr|A0A2F0BI16|A0A2F0BI16_ESCRO, tr|A0A2F0B376|A0A2F0B376_ESCRO
OG0000128	sp|Q8BGE7|TRIM6_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, sp|P15533|TR30A_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE, sp|Q99PP6|TR34A_MOUSE	tr|A0A2F0AY33|A0A2F0AY33_ESCRO
OG0000129	sp|P06240|LCK_MOUSE	tr|A0A2F0BH80|A0A2F0BH80_ESCRO
OG0000129	sp|P05480|SRC_MOUSE	tr|A0A2F0B3W9|A0A2F0B3W9_ESCRO
OG0000129	sp|P14234|FGR_MOUSE	tr|A0A2F0BI58|A0A2F0BI58_ESCRO
OG0000129	sp|P16277|BLK_MOUSE	tr|A0A2F0BJB2|A0A2F0BJB2_ESCRO
OG0000129	sp|P25911|LYN_MOUSE, sp|P08103|HCK_MOUSE	tr|A0A2F0BB19|A0A2F0BB19_ESCRO
OG0000130	sp|Q6P9J9|ANO6_MOUSE	tr|A0A2F0B6Z2|A0A2F0B6Z2_ESCRO
OG0000130	sp|Q14AT5|ANO7_MOUSE	tr|A0A2F0BLU6|A0A2F0BLU6_ESCRO
OG0000130	sp|Q8BHY3|ANO1_MOUSE, sp|Q8CFW1|ANO2_MOUSE	tr|A0A2F0AUC3|A0A2F0AUC3_ESCRO
OG0000131	sp|Q80WJ6|MRP9_MOUSE, sp|E9Q236|MRP4_MOUSE, sp|P26361|CFTR_MOUSE	tr|A0A2F0AUL3|A0A2F0AUL3_ESCRO
OG0000131	sp|B2RX12|MRP3_MOUSE	tr|A0A2F0BF96|A0A2F0BF96_ESCRO
OG0000131	sp|Q8VI47|MRP2_MOUSE	tr|A0A2F0BF19|A0A2F0BF19_ESCRO
OG0000131	sp|Q9R1S7|MRP6_MOUSE	tr|A0A2F0BB36|A0A2F0BB36_ESCRO
OG0000132	sp|Q925D8|TS1R3_MOUSE, sp|Q8K4Z6|GPC6A_MOUSE, sp|O70410|V2R1_MOUSE, tr|H3BJ88|H3BJ88_MOUSE, tr|L7N2E9|L7N2E9_MOUSE, tr|K7N788|K7N788_MOUSE, tr|A0A3Q4EGR4|A0A3Q4EGR4_MOUSE, tr|K7N784|K7N784_MOUSE, tr|H3BK29|H3BK29_MOUSE, tr|E9PYL5|E9PYL5_MOUSE	tr|A0A2F0BDT2|A0A2F0BDT2_ESCRO
OG0000133	sp|D3Z750|MRO2A_MOUSE	tr|A0A2F0AUA9|A0A2F0AUA9_ESCRO
OG0000133	sp|Q7M6Y6|MRO2B_MOUSE, tr|E0CZ22|E0CZ22_MOUSE, tr|E9PYI4|E9PYI4_MOUSE, sp|A2AVR2|MROH7_MOUSE, tr|G5E8L9|G5E8L9_MOUSE, tr|G3X8W1|G3X8W1_MOUSE, tr|A0A571BEG0|A0A571BEG0_MOUSE, tr|A0A1D5RM54|A0A1D5RM54_MOUSE	tr|A0A2F0B237|A0A2F0B237_ESCRO
OG0000134	sp|Q8CFZ5|S22AC_MOUSE, sp|O88909|S22A8_MOUSE, sp|Q80UJ1|S22AK_MOUSE, sp|Q8R0S9|S22AM_MOUSE, tr|B2RT89|B2RT89_MOUSE, tr|Q96LX3|Q96LX3_MOUSE, sp|Q76M72|S22AR_MOUSE, tr|Q8BWG6|Q8BWG6_MOUSE, tr|Q91WJ2|Q91WJ2_MOUSE, sp|Q8VCA0|S22AJ_MOUSE	tr|A0A2F0AUB5|A0A2F0AUB5_ESCRO
OG0000135	tr|Q9EQ86|Q9EQ86_MOUSE, sp|Q60888|OL149_MOUSE, tr|Q9EQ87|Q9EQ87_MOUSE, tr|Q8VF15|Q8VF15_MOUSE, tr|Q8VG91|Q8VG91_MOUSE, sp|Q8VEY3|OL958_MOUSE, sp|Q60887|OL148_MOUSE, tr|Q8VET5|Q8VET5_MOUSE, tr|Q9EQ84|Q9EQ84_MOUSE, tr|Q7TRA9|Q7TRA9_MOUSE	tr|A0A2F0BKK9|A0A2F0BKK9_ESCRO
OG0000149	sp|P16388|KCNA1_MOUSE	tr|A0A2F0BCF4|A0A2F0BCF4_ESCRO
OG0000149	sp|P63141|KCNA2_MOUSE	tr|A0A2F0BKL4|A0A2F0BKL4_ESCRO
OG0000149	sp|Q61423|KCNA4_MOUSE	tr|A0A2F0BMQ9|A0A2F0BMQ9_ESCRO
OG0000149	sp|B2RQA1|KCA10_MOUSE	tr|A0A2F0B225|A0A2F0B225_ESCRO
OG0000149	sp|Q17ST2|KCNA7_MOUSE	tr|A0A2F0BKV8|A0A2F0BKV8_ESCRO
OG0000150	sp|A2AQ07|TBB1_MOUSE, sp|Q922F4|TBB6_MOUSE, sp|Q9ERD7|TBB3_MOUSE, sp|P99024|TBB5_MOUSE, sp|P68372|TBB4B_MOUSE, sp|Q9D6F9|TBB4A_MOUSE, sp|Q7TMM9|TBB2A_MOUSE, sp|Q9CWF2|TBB2B_MOUSE	tr|A0A2F0BNL9|A0A2F0BNL9_ESCRO, tr|A0A2F0BIJ8|A0A2F0BIJ8_ESCRO
OG0000151	sp|Q6P5D3|DHX57_MOUSE, sp|E9Q5K9|YTDC1_MOUSE, sp|B2RR83|YTDC2_MOUSE, sp|Q6PGC1|DHX29_MOUSE, sp|Q8VHK9|DHX36_MOUSE, sp|O70133|DHX9_MOUSE, sp|Q99PU8|DHX30_MOUSE, tr|A2ACQ1|A2ACQ1_MOUSE, sp|O35286|DHX15_MOUSE	tr|A0A2F0B014|A0A2F0B014_ESCRO
OG0000152	sp|O35316|SC6A6_MOUSE	tr|A0A2F0B0F6|A0A2F0B0F6_ESCRO
OG0000152	sp|Q8VBW1|SC6A8_MOUSE, sp|P31649|S6A13_MOUSE, sp|P31650|S6A11_MOUSE	tr|A0A2F0AYB3|A0A2F0AYB3_ESCRO, tr|A0A2F0BDG4|A0A2F0BDG4_ESCRO, tr|A0A2F0B3T5|A0A2F0B3T5_ESCRO
OG0000152	sp|P31651|S6A12_MOUSE	tr|A0A2F0BCM5|A0A2F0BCM5_ESCRO
OG0000153	tr|Q8BVD2|Q8BVD2_MOUSE, sp|P11714|CP2D9_MOUSE, tr|L7N463|L7N463_MOUSE, sp|P24456|CP2DA_MOUSE, sp|P24457|CP2DB_MOUSE, sp|Q8CIM7|CP2DQ_MOUSE, tr|Q9JKY7|Q9JKY7_MOUSE, tr|Q6P8N9|Q6P8N9_MOUSE	tr|A0A2F0B3K7|A0A2F0B3K7_ESCRO, tr|A0A2F0B121|A0A2F0B121_ESCRO
OG0000154	tr|Q62029|Q62029_MOUSE, tr|Q8C7D3|Q8C7D3_MOUSE, tr|G5E8X2|G5E8X2_MOUSE, tr|A2A5N3|A2A5N3_MOUSE, tr|Q6PHQ9|Q6PHQ9_MOUSE, tr|Q9D4E6|Q9D4E6_MOUSE, sp|P29341|PABP1_MOUSE, sp|Q80VC6|TSAP1_MOUSE, sp|P09405|NUCL_MOUSE	tr|A0A2F0BAM2|A0A2F0BAM2_ESCRO
OG0000155	tr|E9Q1F5|E9Q1F5_MOUSE, sp|Q99104|MYO5A_MOUSE, sp|P21271|MYO5B_MOUSE, sp|Q64331|MYO6_MOUSE, sp|Q99MZ6|MYO7B_MOUSE, sp|P97479|MYO7A_MOUSE, sp|Q5DU14|MYO16_MOUSE, sp|E9Q634|MYO1E_MOUSE, sp|P70248|MYO1F_MOUSE	tr|A0A2F0BCS4|A0A2F0BCS4_ESCRO
OG0000156	sp|P97857|ATS1_MOUSE	tr|A0A2F0B468|A0A2F0B468_ESCRO
OG0000156	sp|P59384|ATS15_MOUSE	tr|A0A2F0B223|A0A2F0B223_ESCRO
OG0000156	sp|Q9R001|ATS5_MOUSE	tr|A0A2F0AW07|A0A2F0AW07_ESCRO
OG0000156	sp|P57110|ATS8_MOUSE	tr|A0A2F0BGK9|A0A2F0BGK9_ESCRO
OG0000156	sp|Q8BNJ2|ATS4_MOUSE	tr|A0A2F0BPC5|A0A2F0BPC5_ESCRO
OG0000157	sp|A1L0T3|SRB4D_MOUSE	tr|A0A2F0BE46|A0A2F0BE46_ESCRO
OG0000157	sp|Q8BV57|SRCRL_MOUSE	tr|A0A2F0BLH7|A0A2F0BLH7_ESCRO
OG0000157	sp|Q60997|DMBT1_MOUSE	tr|A0A2F0B264|A0A2F0B264_ESCRO, tr|A0A2F0BAV4|A0A2F0BAV4_ESCRO
OG0000158	sp|Q6J756|CAN11_MOUSE	tr|A0A2F0BEZ6|A0A2F0BEZ6_ESCRO
OG0000158	sp|Q9D805|CAN9_MOUSE, sp|Q64691|CAN3_MOUSE	tr|A0A2F0AX32|A0A2F0AX32_ESCRO
OG0000158	sp|Q9ER56|CAN12_MOUSE, sp|O08529|CAN2_MOUSE, sp|Q91VA3|CAN8_MOUSE, sp|O35350|CAN1_MOUSE	tr|A0A2F0BDR3|A0A2F0BDR3_ESCRO
OG0000159	sp|P51682|CCR5_MOUSE	tr|A0A2F0BFH7|A0A2F0BFH7_ESCRO
OG0000159	sp|P51683|CCR2_MOUSE	tr|A0A2F0BFH8|A0A2F0BFH8_ESCRO
OG0000159	sp|O35457|CCRL2_MOUSE	tr|A0A2F0BCF7|A0A2F0BCF7_ESCRO
OG0000159	sp|P51675|CCR1_MOUSE	tr|A0A2F0BHB1|A0A2F0BHB1_ESCRO
OG0000159	sp|P51678|CCR3_MOUSE	tr|A0A2F0BL44|A0A2F0BL44_ESCRO
OG0000160	sp|Q9WVJ0|KCNH3_MOUSE	tr|A0A2F0AWP7|A0A2F0AWP7_ESCRO
OG0000160	sp|Q9ER47|KCNH7_MOUSE, sp|O35219|KCNH2_MOUSE, tr|Q32ME0|Q32ME0_MOUSE, sp|Q920E3|KCNH5_MOUSE, sp|Q60603|KCNH1_MOUSE, sp|P59111|KCNH8_MOUSE, tr|A2A5F7|A2A5F7_MOUSE	tr|A0A2F0BM42|A0A2F0BM42_ESCRO
OG0000161	sp|Q9D6F4|GBRA4_MOUSE, sp|P16305|GBRA6_MOUSE, sp|P26049|GBRA3_MOUSE, sp|Q8BHJ7|GBRA5_MOUSE, sp|P62812|GBRA1_MOUSE, sp|P26048|GBRA2_MOUSE, sp|P27681|GBRG3_MOUSE, sp|Q9R0Y8|GBRG1_MOUSE, sp|P22723|GBRG2_MOUSE	tr|A0A2F0BEX0|A0A2F0BEX0_ESCRO
OG0000162	tr|S4R196|S4R196_MOUSE, sp|O54749|CP2J5_MOUSE, tr|Q3UNV4|Q3UNV4_MOUSE, tr|Q924D1|Q924D1_MOUSE, sp|O54750|CP2J6_MOUSE, tr|G3UXT0|G3UXT0_MOUSE, tr|Q3UNV2|Q3UNV2_MOUSE, tr|G3UZ38|G3UZ38_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE	tr|A0A2F0BIB1|A0A2F0BIB1_ESCRO
OG0000170	sp|P58774|TPM2_MOUSE	tr|A0A2F0AUU5|A0A2F0AUU5_ESCRO
OG0000170	sp|P21107|TPM3_MOUSE	tr|A0A2F0AYD2|A0A2F0AYD2_ESCRO
OG0000170	tr|D3Z2H9|D3Z2H9_MOUSE	tr|A0A2F0BP88|A0A2F0BP88_ESCRO, tr|A0A2F0B556|A0A2F0B556_ESCRO, tr|A0A2F0B9T3|A0A2F0B9T3_ESCRO, tr|A0A2F0BLC9|A0A2F0BLC9_ESCRO
OG0000171	sp|Q924N4|S12A6_MOUSE	tr|A0A2F0AW25|A0A2F0AW25_ESCRO
OG0000171	sp|Q9WVL3|S12A7_MOUSE	tr|A0A2F0BF80|A0A2F0BF80_ESCRO, tr|A0A2F0BAM4|A0A2F0BAM4_ESCRO
OG0000171	sp|Q91V14|S12A5_MOUSE	tr|A0A2F0AYN8|A0A2F0AYN8_ESCRO
OG0000171	sp|Q9JIS8|S12A4_MOUSE	tr|A0A2F0BA36|A0A2F0BA36_ESCRO
OG0000172	sp|P09541|MYL4_MOUSE	tr|A0A2F0BEP6|A0A2F0BEP6_ESCRO
OG0000172	sp|P09542|MYL3_MOUSE	tr|A0A2F0BDL6|A0A2F0BDL6_ESCRO
OG0000172	sp|Q60605|MYL6_MOUSE	tr|A0A2F0B3E5|A0A2F0B3E5_ESCRO
OG0000172	sp|Q8CI43|MYL6B_MOUSE	tr|A0A2F0B3B4|A0A2F0B3B4_ESCRO
OG0000173	sp|Q62148|AL1A2_MOUSE, sp|Q9JHW9|AL1A3_MOUSE, sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|A0A2F0BG93|A0A2F0BG93_ESCRO, tr|A0A2F0BBC1|A0A2F0BBC1_ESCRO
OG0000173	sp|P47738|ALDH2_MOUSE, sp|Q9CZS1|AL1B1_MOUSE	tr|A0A2F0B3F8|A0A2F0B3F8_ESCRO
OG0000174	sp|Q3UU35|OVOS_MOUSE	tr|A0A2F0AZD4|A0A2F0AZD4_ESCRO
