Orthogroup	Mus_musculus	Rousettus_aegyptiacus
OG0000059	sp|A1L317|K1C24_MOUSE	tr|A0A7J8G9R8|A0A7J8G9R8_ROUAE
OG0000059	sp|P02535|K1C10_MOUSE	tr|A0A7J8G9S6|A0A7J8G9S6_ROUAE
OG0000059	sp|Q61781|K1C14_MOUSE	tr|A0A7J8GA69|A0A7J8GA69_ROUAE
OG0000059	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A7J8G9H8|A0A7J8G9H8_ROUAE
OG0000059	sp|Q6IFX2|K1C42_MOUSE, sp|Q9QWL7|K1C17_MOUSE	tr|A0A7J8G9A4|A0A7J8G9A4_ROUAE
OG0000059	sp|P19001|K1C19_MOUSE	tr|A0A7J8GAK0|A0A7J8GAK0_ROUAE
OG0000062	tr|Q8BFS8|Q8BFS8_MOUSE	tr|A0A7J8CNJ2|A0A7J8CNJ2_ROUAE, tr|A0A7J8CNP7|A0A7J8CNP7_ROUAE, tr|A0A7J8CI43|A0A7J8CI43_ROUAE, tr|A0A7J8CNA9|A0A7J8CNA9_ROUAE, tr|A0A7J8CNS4|A0A7J8CNS4_ROUAE, tr|A0A7J8CIK4|A0A7J8CIK4_ROUAE, tr|A0A7J8CNL0|A0A7J8CNL0_ROUAE, tr|A0A7J8CND3|A0A7J8CND3_ROUAE, tr|A0A7J8CNS7|A0A7J8CNS7_ROUAE, tr|A0A7J8CNV7|A0A7J8CNV7_ROUAE, tr|A0A7J8CNK1|A0A7J8CNK1_ROUAE, tr|A0A7J8CN95|A0A7J8CN95_ROUAE, tr|A0A7J8CNR3|A0A7J8CNR3_ROUAE, tr|A0A7J8CNU8|A0A7J8CNU8_ROUAE, tr|A0A7J8CNC3|A0A7J8CNC3_ROUAE, tr|A0A7J8CNC7|A0A7J8CNC7_ROUAE, tr|A0A7J8CIK7|A0A7J8CIK7_ROUAE, tr|A0A7J8CNW3|A0A7J8CNW3_ROUAE, tr|A0A7J8CD39|A0A7J8CD39_ROUAE, tr|A0A7J8CNH1|A0A7J8CNH1_ROUAE
OG0000064	sp|Q03734|SPA3M_MOUSE, sp|P07759|SPA3K_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE, sp|Q91WP6|SPA3N_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, sp|Q80X76|SPA3F_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|P70458|IPSP_MOUSE, sp|Q9D7D2|SPA9_MOUSE, tr|D3Z660|D3Z660_MOUSE, sp|Q9DCQ7|A1AT6_MOUSE, sp|P22599|A1AT2_MOUSE, sp|Q00897|A1AT4_MOUSE, sp|Q00896|A1AT3_MOUSE, sp|P07758|A1AT1_MOUSE, sp|Q00898|A1AT5_MOUSE	tr|A0A7J8IT29|A0A7J8IT29_ROUAE
OG0000067	tr|Q8VFW9|Q8VFW9_MOUSE, tr|Q8VFX1|Q8VFX1_MOUSE, tr|Q8VFX5|Q8VFX5_MOUSE, tr|Q8VFX3|Q8VFX3_MOUSE, tr|Q8VFX4|Q8VFX4_MOUSE, tr|Q8VFW1|Q8VFW1_MOUSE, tr|Q7TQR2|Q7TQR2_MOUSE, tr|Q8VFK3|Q8VFK3_MOUSE, tr|Q8VFW5|Q8VFW5_MOUSE, tr|A0A1L1SSD5|A0A1L1SSD5_MOUSE, tr|Q8VFV9|Q8VFV9_MOUSE, tr|Q8VFX0|Q8VFX0_MOUSE, tr|Q8VFW2|Q8VFW2_MOUSE, tr|Q8VFW3|Q8VFW3_MOUSE, tr|Q7TQR3|Q7TQR3_MOUSE, tr|Q8VFW4|Q8VFW4_MOUSE, tr|Q8VEV7|Q8VEV7_MOUSE, tr|Q8VFW8|Q8VFW8_MOUSE, tr|Q0VEV7|Q0VEV7_MOUSE	tr|A0A7J8H3F1|A0A7J8H3F1_ROUAE
OG0000069	sp|O09127|EPHA8_MOUSE	tr|A0A7J8K7W7|A0A7J8K7W7_ROUAE
OG0000069	sp|P54763|EPHB2_MOUSE	tr|A0A7J8K7X8|A0A7J8K7X8_ROUAE
OG0000069	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A7J8HNZ8|A0A7J8HNZ8_ROUAE
OG0000069	sp|P54754|EPHB3_MOUSE	tr|A0A7J8HQ92|A0A7J8HQ92_ROUAE
OG0000069	sp|P54761|EPHB4_MOUSE	tr|A0A7J8EYF1|A0A7J8EYF1_ROUAE
OG0000069	sp|Q03137|EPHA4_MOUSE	tr|A0A7J8JE34|A0A7J8JE34_ROUAE
OG0000069	sp|Q61772|EPHA7_MOUSE	tr|A0A7J8K7U4|A0A7J8K7U4_ROUAE
OG0000069	sp|Q62413|EPHA6_MOUSE	tr|A0A7J8HPK2|A0A7J8HPK2_ROUAE
OG0000069	sp|P29319|EPHA3_MOUSE	tr|A0A7J8HQ59|A0A7J8HQ59_ROUAE
OG0000069	sp|Q60629|EPHA5_MOUSE	tr|A0A7J8E747|A0A7J8E747_ROUAE
OG0000072	tr|A0A075B638|A0A075B638_MOUSE, tr|A0A0B4J1K1|A0A0B4J1K1_MOUSE, tr|A0A075B625|A0A075B625_MOUSE, tr|A0A075B651|A0A075B651_MOUSE, tr|A0A075B615|A0A075B615_MOUSE	tr|A0A7J8IVC0|A0A7J8IVC0_ROUAE
OG0000072	tr|A0A0B4J1K3|A0A0B4J1K3_MOUSE, tr|J3QMG8|J3QMG8_MOUSE, tr|A0A0G2JEU8|A0A0G2JEU8_MOUSE, tr|A0A075B606|A0A075B606_MOUSE, tr|A0A075B644|A0A075B644_MOUSE, tr|A0A075B649|A0A075B649_MOUSE, tr|A0A075B618|A0A075B618_MOUSE, tr|A0A075B627|A0A075B627_MOUSE, tr|A0A075B6C9|A0A075B6C9_MOUSE, tr|A0A075B635|A0A075B635_MOUSE, tr|A0A087WRX6|A0A087WRX6_MOUSE, tr|A0A087WPH8|A0A087WPH8_MOUSE	tr|A0A7J8ITU9|A0A7J8ITU9_ROUAE
OG0000079	sp|Q8BMJ3|IF1AX_MOUSE, sp|Q60872|IF1A_MOUSE, tr|F6YNI8|F6YNI8_MOUSE, tr|J3QP87|J3QP87_MOUSE, tr|J3QNT6|J3QNT6_MOUSE, tr|A0A1Y7VJE9|A0A1Y7VJE9_MOUSE, tr|A0A1Y7VK80|A0A1Y7VK80_MOUSE, tr|J3QQ02|J3QQ02_MOUSE, tr|Q3UTA4|Q3UTA4_MOUSE, tr|Q3TQZ4|Q3TQZ4_MOUSE, tr|Q8BX20|Q8BX20_MOUSE, tr|A0A1Y7VNG9|A0A1Y7VNG9_MOUSE, tr|J3QMW5|J3QMW5_MOUSE, tr|J3QPI8|J3QPI8_MOUSE, tr|Q3UT53|Q3UT53_MOUSE, tr|A0A1Y7VLT7|A0A1Y7VLT7_MOUSE	tr|A0A7J8EK42|A0A7J8EK42_ROUAE
OG0000080	sp|P11679|K2C8_MOUSE	tr|A0A7J8JGB8|A0A7J8JGB8_ROUAE, tr|A0A7J8JHL2|A0A7J8JHL2_ROUAE, tr|A0A7J8JFA6|A0A7J8JFA6_ROUAE, tr|A0A7J8JGV2|A0A7J8JGV2_ROUAE, tr|A0A7J8JGA8|A0A7J8JGA8_ROUAE, tr|A0A7J8JFV4|A0A7J8JFV4_ROUAE, tr|A0A7J8JF96|A0A7J8JF96_ROUAE, tr|A0A7J8JGW2|A0A7J8JGW2_ROUAE, tr|A0A7J8JGT4|A0A7J8JGT4_ROUAE, tr|A0A7J8JF74|A0A7J8JF74_ROUAE, tr|A0A7J8JF85|A0A7J8JF85_ROUAE, tr|A0A7J8JGF7|A0A7J8JGF7_ROUAE, tr|A0A7J8JGU8|A0A7J8JGU8_ROUAE, tr|A0A7J8JG95|A0A7J8JG95_ROUAE, tr|A0A7J8JGG7|A0A7J8JGG7_ROUAE, tr|A0A7J8JFU2|A0A7J8JFU2_ROUAE
OG0000081	sp|Q8VHJ5|MARK1_MOUSE	tr|A0A7J8B9Y3|A0A7J8B9Y3_ROUAE
OG0000081	sp|Q03141|MARK3_MOUSE	tr|A0A7J8IMN3|A0A7J8IMN3_ROUAE
OG0000081	sp|Q05512|MARK2_MOUSE	tr|A0A7J8H211|A0A7J8H211_ROUAE
OG0000081	sp|Q8CIP4|MARK4_MOUSE	tr|A0A7J8KBF6|A0A7J8KBF6_ROUAE, tr|A0A7J8E8L9|A0A7J8E8L9_ROUAE, tr|A0A7J8KBJ1|A0A7J8KBJ1_ROUAE, tr|A0A7J8B943|A0A7J8B943_ROUAE, tr|A0A7J8KB86|A0A7J8KB86_ROUAE, tr|A0A7J8C298|A0A7J8C298_ROUAE, tr|A0A7J8JHN6|A0A7J8JHN6_ROUAE, tr|A0A7J8G9P6|A0A7J8G9P6_ROUAE, tr|A0A7J8B7D7|A0A7J8B7D7_ROUAE, tr|A0A7J8CJB2|A0A7J8CJB2_ROUAE
OG0000084	sp|O70443|GNAZ_MOUSE	tr|A0A7J8H0C7|A0A7J8H0C7_ROUAE
OG0000084	sp|Q9DC51|GNAI3_MOUSE	tr|A0A7J8BDF2|A0A7J8BDF2_ROUAE
OG0000084	sp|B2RSH2|GNAI1_MOUSE	tr|A0A7J8D5J5|A0A7J8D5J5_ROUAE
OG0000084	sp|P08752|GNAI2_MOUSE	tr|A0A7J8HPL0|A0A7J8HPL0_ROUAE
OG0000084	sp|P18872|GNAO_MOUSE	tr|A0A7J8CGF5|A0A7J8CGF5_ROUAE
OG0000084	sp|P20612|GNAT1_MOUSE	tr|A0A7J8HPI2|A0A7J8HPI2_ROUAE
OG0000084	sp|P50149|GNAT2_MOUSE	tr|A0A7J8BE51|A0A7J8BE51_ROUAE
OG0000084	sp|Q3V3I2|GNAT3_MOUSE	tr|A0A7J8D675|A0A7J8D675_ROUAE
OG0000091	tr|E9PXN3|E9PXN3_MOUSE, tr|A0A1B0GSG0|A0A1B0GSG0_MOUSE	tr|A0A7J8H514|A0A7J8H514_ROUAE
OG0000091	tr|B9EHE6|B9EHE6_MOUSE, tr|Q8VG78|Q8VG78_MOUSE	tr|A0A7J8H4R0|A0A7J8H4R0_ROUAE
OG0000091	tr|Q8VG19|Q8VG19_MOUSE, tr|Q8VGW1|Q8VGW1_MOUSE	tr|A0A7J8H3Z9|A0A7J8H3Z9_ROUAE
OG0000092	sp|Q6IFX3|K1C40_MOUSE	tr|A0A7J8G9J6|A0A7J8G9J6_ROUAE
OG0000092	sp|Q6IFX4|K1C39_MOUSE	tr|A0A7J8GA85|A0A7J8GA85_ROUAE
OG0000092	sp|B1AQ75|KRT36_MOUSE	tr|A0A7J8GA58|A0A7J8GA58_ROUAE
OG0000092	sp|Q497I4|KRT35_MOUSE	tr|A0A7J8G9S9|A0A7J8G9S9_ROUAE
OG0000093	tr|Q91Y09|Q91Y09_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, sp|O88689|PCDA4_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, sp|Q91Y11|PCDA9_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y18|Q91Y18_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y21|Q91Y21_MOUSE	tr|A0A7J8FKH8|A0A7J8FKH8_ROUAE
OG0000094	sp|Q9CR70|LAGE3_MOUSE	tr|A0A7J8EK40|A0A7J8EK40_ROUAE, tr|A0A7J8EKC9|A0A7J8EKC9_ROUAE, tr|A0A7J8ELE0|A0A7J8ELE0_ROUAE, tr|A0A7J8EL43|A0A7J8EL43_ROUAE, tr|A0A7J8EKS0|A0A7J8EKS0_ROUAE, tr|A0A7J8EK85|A0A7J8EK85_ROUAE, tr|A0A7J8EK96|A0A7J8EK96_ROUAE, tr|A0A7J8ELD0|A0A7J8ELD0_ROUAE, tr|A0A7J8EKL9|A0A7J8EKL9_ROUAE, tr|A0A7J8EL33|A0A7J8EL33_ROUAE, tr|A0A7J8EK45|A0A7J8EK45_ROUAE, tr|A0A7J8EKE7|A0A7J8EKE7_ROUAE, tr|A0A7J8EKB9|A0A7J8EKB9_ROUAE, tr|A0A7J8EKU5|A0A7J8EKU5_ROUAE
OG0000097	tr|Q8VG18|Q8VG18_MOUSE, sp|Q6W049|OL688_MOUSE	tr|A0A7J8H532|A0A7J8H532_ROUAE
OG0000097	tr|Q8VGV0|Q8VGV0_MOUSE, tr|Q3SXH8|Q3SXH8_MOUSE, tr|Q8VGV1|Q8VGV1_MOUSE, tr|Q7TRN8|Q7TRN8_MOUSE, tr|A0A2I3BQ57|A0A2I3BQ57_MOUSE, tr|A0A2I3BS13|A0A2I3BS13_MOUSE, tr|A0A1B0GSI9|A0A1B0GSI9_MOUSE, tr|Q99NH4|Q99NH4_MOUSE, tr|Q7TRP7|Q7TRP7_MOUSE, tr|Q7TRU7|Q7TRU7_MOUSE	tr|A0A7J8H411|A0A7J8H411_ROUAE
OG0000099	sp|Q8BM92|CADH7_MOUSE	tr|A0A7J8DFR8|A0A7J8DFR8_ROUAE
OG0000099	tr|E9Q3A7|E9Q3A7_MOUSE	tr|A0A7J8DFT8|A0A7J8DFT8_ROUAE
OG0000099	sp|Q9Z0M3|CAD20_MOUSE	tr|A0A7J8DFJ3|A0A7J8DFJ3_ROUAE
OG0000099	sp|Q5RJH3|CAD12_MOUSE	tr|A0A7J8EY55|A0A7J8EY55_ROUAE
OG0000099	sp|P70408|CAD10_MOUSE	tr|A0A7J8EXF3|A0A7J8EXF3_ROUAE
OG0000099	sp|P97326|CADH6_MOUSE	tr|A0A7J8EXC2|A0A7J8EXC2_ROUAE
OG0000099	sp|P70407|CADH9_MOUSE	tr|A0A7J8EYC5|A0A7J8EYC5_ROUAE
OG0000100	sp|Q76M72|S22AR_MOUSE, tr|Q8BWG6|Q8BWG6_MOUSE, tr|B2RT89|B2RT89_MOUSE, tr|Q96LX3|Q96LX3_MOUSE, sp|Q8VCA0|S22AJ_MOUSE, tr|Q91WJ2|Q91WJ2_MOUSE	tr|A0A7J8H786|A0A7J8H786_ROUAE
OG0000100	sp|Q80UJ1|S22AK_MOUSE, sp|Q8VC69|S22A6_MOUSE, sp|O88909|S22A8_MOUSE	tr|A0A7J8H7G2|A0A7J8H7G2_ROUAE
OG0000100	sp|Q8CFZ5|S22AC_MOUSE	tr|A0A7J8H6W3|A0A7J8H6W3_ROUAE
OG0000104	sp|P23275|OLF15_MOUSE	tr|A0A7J8F2S0|A0A7J8F2S0_ROUAE, tr|A0A7J8F1U7|A0A7J8F1U7_ROUAE
OG0000104	tr|Q8VFH0|Q8VFH0_MOUSE	tr|A0A7J8BFM9|A0A7J8BFM9_ROUAE
OG0000104	tr|Q5SZZ8|Q5SZZ8_MOUSE, tr|E9PWF9|E9PWF9_MOUSE, tr|A0A140T8K7|A0A140T8K7_MOUSE, tr|Q7TQT8|Q7TQT8_MOUSE, tr|Q5SZS9|Q5SZS9_MOUSE, tr|Q5NCD6|Q5NCD6_MOUSE, tr|Q5NCC8|Q5NCC8_MOUSE	tr|A0A7J8FKN6|A0A7J8FKN6_ROUAE
OG0000105	sp|Q64523|H2A2C_MOUSE	tr|A0A7J8BE85|A0A7J8BE85_ROUAE
OG0000105	sp|Q6GSS7|H2A2A_MOUSE	tr|A0A7J8BET0|A0A7J8BET0_ROUAE
OG0000105	sp|C0HKE6|H2A1I_MOUSE, sp|C0HKE7|H2A1N_MOUSE, sp|C0HKE3|H2A1D_MOUSE, sp|C0HKE1|H2A1B_MOUSE, sp|C0HKE4|H2A1E_MOUSE, sp|C0HKE8|H2A1O_MOUSE, sp|C0HKE9|H2A1P_MOUSE, sp|C0HKE2|H2A1C_MOUSE, sp|C0HKE5|H2A1G_MOUSE	tr|A0A7J8BE90|A0A7J8BE90_ROUAE
OG0000107	sp|Q8JZW8|PNMA3_MOUSE	tr|A0A7J8ELC5|A0A7J8ELC5_ROUAE
OG0000107	sp|Q5DTT8|PNMA5_MOUSE	tr|A0A7J8EL53|A0A7J8EL53_ROUAE
OG0000107	sp|Q8C1C8|PNMA1_MOUSE	tr|A0A7J8IPH5|A0A7J8IPH5_ROUAE
OG0000107	sp|Q9ERH6|MOAP1_MOUSE	tr|A0A7J8IPE0|A0A7J8IPE0_ROUAE
OG0000107	sp|Q8BHK0|PNMA2_MOUSE	tr|A0A7J8BTA7|A0A7J8BTA7_ROUAE
OG0000108	sp|Q6PDD0|UD2A2_MOUSE	tr|A0A7J8EBI3|A0A7J8EBI3_ROUAE
OG0000108	sp|Q80X89|UD2A1_MOUSE, sp|Q8BWQ1|UD2A3_MOUSE, sp|Q8JZZ0|UD3A2_MOUSE, sp|Q3UP75|UD3A1_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, tr|Q8K154|Q8K154_MOUSE, tr|Q8R084|Q8R084_MOUSE	tr|A0A7J8EBL1|A0A7J8EBL1_ROUAE
OG0000109	sp|Q0VAW7|ZN112_MOUSE	tr|A0A7J8CN80|A0A7J8CN80_ROUAE
OG0000109	tr|Q923D1|Q923D1_MOUSE	tr|A0A7J8CNG1|A0A7J8CNG1_ROUAE, tr|A0A7J8CNB1|A0A7J8CNB1_ROUAE, tr|A0A7J8CNI2|A0A7J8CNI2_ROUAE, tr|A0A7J8H9N7|A0A7J8H9N7_ROUAE, tr|A0A7J8CND7|A0A7J8CND7_ROUAE, tr|A0A7J8CNI6|A0A7J8CNI6_ROUAE, tr|A0A7J8CNC9|A0A7J8CNC9_ROUAE, tr|A0A7J8CNH5|A0A7J8CNH5_ROUAE, tr|A0A7J8CNG2|A0A7J8CNG2_ROUAE, tr|A0A7J8CN89|A0A7J8CN89_ROUAE, tr|A0A7J8CNQ1|A0A7J8CNQ1_ROUAE
OG0000111	sp|Q8CGR5|KLK14_MOUSE, tr|Q9CPN7|Q9CPN7_MOUSE, tr|F6R7E8|F6R7E8_MOUSE, tr|Q9CPN9|Q9CPN9_MOUSE, tr|Q792Z1|Q792Z1_MOUSE, sp|P07146|TRY2_MOUSE, tr|Q792Z0|Q792Z0_MOUSE, tr|Q792Y8|Q792Y8_MOUSE, tr|Q9Z1R9|Q9Z1R9_MOUSE, tr|Q792Y9|Q792Y9_MOUSE, tr|Q9R0T7|Q9R0T7_MOUSE, tr|Q9QUK9|Q9QUK9_MOUSE	tr|A0A7J8CHI1|A0A7J8CHI1_ROUAE
OG0000113	tr|A0A2I3BR00|A0A2I3BR00_MOUSE, tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A140LHS9|A0A140LHS9_MOUSE, tr|A0A140LHT7|A0A140LHT7_MOUSE, tr|A0A140LHS7|A0A140LHS7_MOUSE, sp|Q8VFV4|O1440_MOUSE, tr|Q8VFV8|Q8VFV8_MOUSE, tr|Q7TQR7|Q7TQR7_MOUSE, tr|A0PK57|A0PK57_MOUSE, tr|Q7TQR9|Q7TQR9_MOUSE, tr|E9Q9Z6|E9Q9Z6_MOUSE, tr|Q8VF59|Q8VF59_MOUSE	tr|A0A7J8H3H0|A0A7J8H3H0_ROUAE
OG0000114	sp|Q8CFB4|GBP5_MOUSE	tr|A0A7J8KAV5|A0A7J8KAV5_ROUAE
OG0000114	sp|Q01514|GBP1_MOUSE, sp|Q9Z0E6|GBP2_MOUSE, tr|Q2V6D6|Q2V6D6_MOUSE, tr|A4UUI3|A4UUI3_MOUSE, tr|Q000W5|Q000W5_MOUSE, sp|A0A0G2JDV3|GBP6_MOUSE, tr|Q8BTS3|Q8BTS3_MOUSE, tr|A9YVJ5|A9YVJ5_MOUSE, sp|Q61107|GBP4_MOUSE, sp|Q91Z40|GBP7_MOUSE	tr|A0A7J8K8T3|A0A7J8K8T3_ROUAE
OG0000116	sp|Q8K2I3|FMO2_MOUSE	tr|A0A7J8BDZ5|A0A7J8BDZ5_ROUAE
OG0000116	sp|P50285|FMO1_MOUSE	tr|A0A7J8BDZ3|A0A7J8BDZ3_ROUAE
OG0000116	sp|Q8VHG0|FMO4_MOUSE	tr|A0A7J8BE21|A0A7J8BE21_ROUAE
OG0000116	tr|Q8C116|Q8C116_MOUSE, tr|G3X946|G3X946_MOUSE, tr|B2RWH8|B2RWH8_MOUSE, sp|P97872|FMO5_MOUSE	tr|A0A7J8BDC3|A0A7J8BDC3_ROUAE
OG0000119	tr|E9PWA8|E9PWA8_MOUSE, tr|A0A1B0GSU5|A0A1B0GSU5_MOUSE	tr|A0A7J8H3G8|A0A7J8H3G8_ROUAE
OG0000119	tr|Q8VGZ6|Q8VGZ6_MOUSE, tr|F8VQ18|F8VQ18_MOUSE, tr|Q8VH14|Q8VH14_MOUSE, tr|Q8VGX7|Q8VGX7_MOUSE, tr|E9PYB4|E9PYB4_MOUSE, tr|A0A1B0GST0|A0A1B0GST0_MOUSE, tr|E9PXW4|E9PXW4_MOUSE, tr|Q8VG25|Q8VG25_MOUSE, tr|E9Q554|E9Q554_MOUSE	tr|A0A7J8H3E3|A0A7J8H3E3_ROUAE
OG0000120	sp|P03975|IGEB_MOUSE	tr|A0A7J8GBJ3|A0A7J8GBJ3_ROUAE, tr|A0A7J8GAI3|A0A7J8GAI3_ROUAE, tr|A0A7J8FIY7|A0A7J8FIY7_ROUAE, tr|A0A7J8GAK6|A0A7J8GAK6_ROUAE, tr|A0A7J8FKM4|A0A7J8FKM4_ROUAE, tr|A0A7J8JGS8|A0A7J8JGS8_ROUAE, tr|A0A7J8JI58|A0A7J8JI58_ROUAE, tr|A0A7J8HQW1|A0A7J8HQW1_ROUAE, tr|A0A7J8DIF0|A0A7J8DIF0_ROUAE, tr|A0A7J8C2D8|A0A7J8C2D8_ROUAE, tr|A0A7J8HS91|A0A7J8HS91_ROUAE, tr|A0A7J8D6H9|A0A7J8D6H9_ROUAE
OG0000121	sp|Q80ZE3|SIG10_MOUSE	tr|A0A7J8CLU9|A0A7J8CLU9_ROUAE
OG0000121	sp|Q91Y57|SIG12_MOUSE	tr|A0A7J8CLI1|A0A7J8CLI1_ROUAE, tr|A0A7J8CLL6|A0A7J8CLL6_ROUAE, tr|A0A7J8CID5|A0A7J8CID5_ROUAE, tr|A0A7J8CEL1|A0A7J8CEL1_ROUAE, tr|A0A7J8CEQ0|A0A7J8CEQ0_ROUAE, tr|A0A7J8CLM7|A0A7J8CLM7_ROUAE
OG0000121	sp|Q920G3|SIGL5_MOUSE	tr|A0A7J8CLF7|A0A7J8CLF7_ROUAE
OG0000127	tr|Q99PA7|Q99PA7_MOUSE	tr|A0A7J8EKA1|A0A7J8EKA1_ROUAE
OG0000127	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A7J8EKW5|A0A7J8EKW5_ROUAE, tr|A0A7J8B6A9|A0A7J8B6A9_ROUAE, tr|A0A7J8EL85|A0A7J8EL85_ROUAE, tr|A0A7J8EKC4|A0A7J8EKC4_ROUAE, tr|A0A7J8B7B5|A0A7J8B7B5_ROUAE, tr|A0A7J8B7D2|A0A7J8B7D2_ROUAE, tr|A0A7J8EKP8|A0A7J8EKP8_ROUAE, tr|A0A7J8EKH2|A0A7J8EKH2_ROUAE, tr|A0A7J8EK83|A0A7J8EK83_ROUAE
OG0000129	tr|Q8VGX6|Q8VGX6_MOUSE	tr|A0A7J8H3E2|A0A7J8H3E2_ROUAE
OG0000129	tr|A0A1B0GRN7|A0A1B0GRN7_MOUSE, tr|Q8VF02|Q8VF02_MOUSE, tr|Q8VGY8|Q8VGY8_MOUSE, tr|Q8VGY4|Q8VGY4_MOUSE, tr|Q8VGY1|Q8VGY1_MOUSE, tr|Q8VH21|Q8VH21_MOUSE, tr|Q924X8|Q924X8_MOUSE, tr|Q7TRQ1|Q7TRQ1_MOUSE, tr|E9Q7P5|E9Q7P5_MOUSE	tr|A0A7J8H506|A0A7J8H506_ROUAE
OG0000132	tr|A2VDH7|A2VDH7_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|G3X9K7|G3X9K7_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|B2RT54|B2RT54_MOUSE, tr|B1AQP7|B1AQP7_MOUSE, tr|Q3UZ24|Q3UZ24_MOUSE	tr|A0A7J8JAY8|A0A7J8JAY8_ROUAE
OG0000133	sp|Q64462|CP4B1_MOUSE	tr|A0A7J8K6S6|A0A7J8K6S6_ROUAE
OG0000133	tr|A0A087WPC3|A0A087WPC3_MOUSE, sp|O35728|CP4AE_MOUSE, tr|A0A087WS15|A0A087WS15_MOUSE, tr|A2A8T1|A2A8T1_MOUSE, sp|O88833|CP4AA_MOUSE, tr|F8WGU9|F8WGU9_MOUSE, sp|A2A974|CP4CB_MOUSE, sp|Q91WL5|CP4CA_MOUSE, sp|Q6A152|CP4X1_MOUSE	tr|A0A7J8K6S1|A0A7J8K6S1_ROUAE
OG0000134	sp|P08122|CO4A2_MOUSE	tr|A0A7J8DW09|A0A7J8DW09_ROUAE
OG0000134	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A7J8EIB6|A0A7J8EIB6_ROUAE
OG0000134	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A7J8JBW2|A0A7J8JBW2_ROUAE
OG0000134	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A7J8JBQ5|A0A7J8JBQ5_ROUAE
OG0000134	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A7J8EIR1|A0A7J8EIR1_ROUAE
OG0000134	sp|P02463|CO4A1_MOUSE	tr|A0A7J8DWB0|A0A7J8DWB0_ROUAE
OG0000135	sp|P29341|PABP1_MOUSE	tr|A0A7J8C3I4|A0A7J8C3I4_ROUAE
OG0000135	tr|Q6PHQ9|Q6PHQ9_MOUSE	tr|A0A7J8KDT4|A0A7J8KDT4_ROUAE
OG0000135	tr|Q8C7D3|Q8C7D3_MOUSE, tr|G5E8X2|G5E8X2_MOUSE	tr|A0A7J8BSW4|A0A7J8BSW4_ROUAE
OG0000135	tr|A2A5N3|A2A5N3_MOUSE	tr|A0A7J8EL14|A0A7J8EL14_ROUAE, tr|A0A7J8DK27|A0A7J8DK27_ROUAE
OG0000136	tr|Q8VGU3|Q8VGU3_MOUSE, tr|Q8VFC4|Q8VFC4_MOUSE, sp|Q60894|OLF12_MOUSE, tr|E9PYK6|E9PYK6_MOUSE, tr|Q8VET3|Q8VET3_MOUSE, tr|E9Q2B9|E9Q2B9_MOUSE, tr|Q8VFU4|Q8VFU4_MOUSE, tr|Q7TRH2|Q7TRH2_MOUSE, tr|Q8VEV5|Q8VEV5_MOUSE, tr|Q8VFU7|Q8VFU7_MOUSE, tr|Q8VFU6|Q8VFU6_MOUSE	tr|A0A7J8JK32|A0A7J8JK32_ROUAE
OG0000138	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A7J8JL45|A0A7J8JL45_ROUAE
