Orthogroup	Mus_musculus	Chlorocebus_sabaeus
OG0000049	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A0D9SDV4|A0A0D9SDV4_CHLSB, tr|A0A0D9SDV8|A0A0D9SDV8_CHLSB, tr|A0A0D9SDV9|A0A0D9SDV9_CHLSB, tr|A0A0D9SDV6|A0A0D9SDV6_CHLSB, tr|A0A0D9SDV7|A0A0D9SDV7_CHLSB, tr|A0A0D9SDU4|A0A0D9SDU4_CHLSB, tr|A0A0D9RP97|A0A0D9RP97_CHLSB, tr|A0A0D9R4Q1|A0A0D9R4Q1_CHLSB, tr|A0A0D9R4P4|A0A0D9R4P4_CHLSB, tr|A0A0D9SA20|A0A0D9SA20_CHLSB, tr|A0A0D9R4Q7|A0A0D9R4Q7_CHLSB, tr|A0A0D9R3V5|A0A0D9R3V5_CHLSB, tr|A0A0D9R4C6|A0A0D9R4C6_CHLSB, tr|A0A0D9R3T0|A0A0D9R3T0_CHLSB, tr|A0A0D9SA26|A0A0D9SA26_CHLSB, tr|A0A0D9S9D5|A0A0D9S9D5_CHLSB, tr|A0A0D9S9E1|A0A0D9S9E1_CHLSB, tr|A0A0D9R3Y0|A0A0D9R3Y0_CHLSB, tr|A0A0D9S9D7|A0A0D9S9D7_CHLSB, tr|A0A0D9S9D8|A0A0D9S9D8_CHLSB, tr|A0A0D9S9D6|A0A0D9S9D6_CHLSB
OG0000052	tr|Q91XX3|Q91XX3_MOUSE	tr|A0A0D9RJ92|A0A0D9RJ92_CHLSB
OG0000052	tr|Q91XX4|Q91XX4_MOUSE, tr|Q91XX5|Q91XX5_MOUSE, tr|Q91XX6|Q91XX6_MOUSE, tr|Q91XX7|Q91XX7_MOUSE, tr|Q91XX8|Q91XX8_MOUSE, tr|Q91XX0|Q91XX0_MOUSE, tr|Q91XW9|Q91XW9_MOUSE, tr|Q91XX1|Q91XX1_MOUSE, tr|Q91XY8|Q91XY8_MOUSE, tr|Q91XY7|Q91XY7_MOUSE, tr|Q91XY0|Q91XY0_MOUSE, tr|Q91XX9|Q91XX9_MOUSE, tr|Q91XY9|Q91XY9_MOUSE, tr|Q6DD96|Q6DD96_MOUSE, tr|Q91XY2|Q91XY2_MOUSE, tr|Q91XY3|Q91XY3_MOUSE, tr|Q91XY5|Q91XY5_MOUSE, sp|Q91XY4|PCDG4_MOUSE, tr|Q91XY6|Q91XY6_MOUSE, tr|Q91XZ0|Q91XZ0_MOUSE	tr|A0A0D9RJ98|A0A0D9RJ98_CHLSB
OG0000054	sp|Q9D2U9|H2B3A_MOUSE	tr|A0A0D9SA34|A0A0D9SA34_CHLSB
OG0000054	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A0D9SA35|A0A0D9SA35_CHLSB
OG0000054	sp|Q64525|H2B2B_MOUSE	tr|A0A0D9SCJ7|A0A0D9SCJ7_CHLSB, tr|A0A0D9SA85|A0A0D9SA85_CHLSB
OG0000054	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A0D9SCK8|A0A0D9SCK8_CHLSB, tr|A0A0D9SCK7|A0A0D9SCK7_CHLSB, tr|A0A0D9SA87|A0A0D9SA87_CHLSB, tr|A0A0D9SCL5|A0A0D9SCL5_CHLSB
OG0000054	sp|P10854|H2B1M_MOUSE	tr|A0A0D9SCL8|A0A0D9SCL8_CHLSB, tr|A0A0D9SCK0|A0A0D9SCK0_CHLSB, tr|A0A0D9R6C1|A0A0D9R6C1_CHLSB
OG0000054	sp|P10853|H2B1F_MOUSE	tr|A0A0D9SCK4|A0A0D9SCK4_CHLSB
OG0000058	tr|A0A2I3BRN4|A0A2I3BRN4_MOUSE, tr|A0A2I3BPQ2|A0A2I3BPQ2_MOUSE, tr|A0A2I3BPX0|A0A2I3BPX0_MOUSE	tr|A0A0D9SCX2|A0A0D9SCX2_CHLSB
OG0000058	tr|Q7TR26|Q7TR26_MOUSE, tr|Q8VFG1|Q8VFG1_MOUSE, tr|Q7TR27|Q7TR27_MOUSE, tr|Q7TR24|Q7TR24_MOUSE, tr|Q7TR25|Q7TR25_MOUSE, sp|Q8VFR8|O1165_MOUSE, tr|Q8VG40|Q8VG40_MOUSE, tr|A2AVT5|A2AVT5_MOUSE, tr|Q7TR29|Q7TR29_MOUSE, tr|A2BHP6|A2BHP6_MOUSE, tr|Q920P2|Q920P2_MOUSE, tr|Q8VFR3|Q8VFR3_MOUSE, tr|A2AVC3|A2AVC3_MOUSE, tr|A2AVC4|A2AVC4_MOUSE, tr|Q7TR28|Q7TR28_MOUSE, tr|Q8VFR4|Q8VFR4_MOUSE	tr|A0A0D9R0R5|A0A0D9R0R5_CHLSB
OG0000062	tr|A0A075B5K8|A0A075B5K8_MOUSE	tr|A0A0D9SDK1|A0A0D9SDK1_CHLSB
OG0000062	tr|A0A0B4J1H6|A0A0B4J1H6_MOUSE, tr|A0A075B5J6|A0A075B5J6_MOUSE	tr|A0A0D9RVN1|A0A0D9RVN1_CHLSB, tr|A0A0D9RVJ8|A0A0D9RVJ8_CHLSB, tr|A0A0D9RVJ9|A0A0D9RVJ9_CHLSB, tr|A0A0D9RVM2|A0A0D9RVM2_CHLSB, tr|A0A0D9RVK9|A0A0D9RVK9_CHLSB, tr|A0A0D9RVF3|A0A0D9RVF3_CHLSB, tr|A0A0D9RVL4|A0A0D9RVL4_CHLSB, tr|A0A0D9RVI5|A0A0D9RVI5_CHLSB, tr|A0A0D9RVI2|A0A0D9RVI2_CHLSB, tr|A0A0D9RVH5|A0A0D9RVH5_CHLSB, tr|A0A0D9RVE5|A0A0D9RVE5_CHLSB, tr|A0A0D9RVE0|A0A0D9RVE0_CHLSB, tr|A0A0D9RVG4|A0A0D9RVG4_CHLSB, tr|A0A0D9RVF9|A0A0D9RVF9_CHLSB, tr|A0A0D9RVF6|A0A0D9RVF6_CHLSB, tr|A0A0D9RVG8|A0A0D9RVG8_CHLSB
OG0000064	sp|Q8VED5|K2C79_MOUSE	tr|A0A0D9QZW2|A0A0D9QZW2_CHLSB
OG0000064	sp|Q3TTY5|K22E_MOUSE	tr|A0A0D9R016|A0A0D9R016_CHLSB
OG0000064	sp|Q6IFZ6|K2C1B_MOUSE	tr|A0A0D9R013|A0A0D9R013_CHLSB, tr|A0A0D9QZZ8|A0A0D9QZZ8_CHLSB
OG0000065	sp|Q62413|EPHA6_MOUSE	tr|A0A0D9R0X2|A0A0D9R0X2_CHLSB
OG0000065	sp|O09127|EPHA8_MOUSE	tr|A0A0D9S8A6|A0A0D9S8A6_CHLSB
OG0000065	sp|Q60629|EPHA5_MOUSE	tr|A0A0D9QYP4|A0A0D9QYP4_CHLSB
OG0000065	sp|P29319|EPHA3_MOUSE	tr|A0A0D9R0V3|A0A0D9R0V3_CHLSB
OG0000065	sp|Q61772|EPHA7_MOUSE	tr|A0A0D9RXG4|A0A0D9RXG4_CHLSB
OG0000065	sp|P54763|EPHB2_MOUSE	tr|A0A0D9S8A2|A0A0D9S8A2_CHLSB
OG0000065	sp|Q8CBF3|EPHB1_MOUSE	tr|A0A0D9REN6|A0A0D9REN6_CHLSB
OG0000065	sp|P54754|EPHB3_MOUSE	tr|A0A0D9RN13|A0A0D9RN13_CHLSB
OG0000065	sp|Q03137|EPHA4_MOUSE	tr|A0A0D9R686|A0A0D9R686_CHLSB
OG0000066	tr|Q7TS38|Q7TS38_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|Q7TS37|Q7TS37_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N205|L7N205_MOUSE, tr|K7N5T5|K7N5T5_MOUSE, sp|Q8VEX5|OL186_MOUSE, sp|Q8VFB9|OL183_MOUSE, sp|Q8VEX6|OL187_MOUSE, tr|Q7TS43|Q7TS43_MOUSE, tr|L7N1Z8|L7N1Z8_MOUSE, tr|E9PYP4|E9PYP4_MOUSE	tr|A0A0D9SBK9|A0A0D9SBK9_CHLSB, tr|A0A0D9SBK8|A0A0D9SBK8_CHLSB
OG0000068	tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE	tr|A0A0D9SAS1|A0A0D9SAS1_CHLSB
OG0000070	tr|Q8VFC2|Q8VFC2_MOUSE	tr|A0A0D9SCJ3|A0A0D9SCJ3_CHLSB, tr|A0A0D9SCJ1|A0A0D9SCJ1_CHLSB
OG0000070	sp|P23275|OLF15_MOUSE	tr|A0A0D9SCJ2|A0A0D9SCJ2_CHLSB, tr|A0A0D9SDF3|A0A0D9SDF3_CHLSB, tr|A0A0D9SCJ5|A0A0D9SCJ5_CHLSB, tr|A0A0D9SDE4|A0A0D9SDE4_CHLSB, tr|A0A0D9SDE5|A0A0D9SDE5_CHLSB, tr|A0A0D9SDE6|A0A0D9SDE6_CHLSB, tr|A0A0D9R9D6|A0A0D9R9D6_CHLSB, tr|A0A0D9SDG3|A0A0D9SDG3_CHLSB, tr|A0A0D9R671|A0A0D9R671_CHLSB, tr|A0A0D9SDE3|A0A0D9SDE3_CHLSB, tr|A0A0D9SCJ4|A0A0D9SCJ4_CHLSB, tr|A0A0D9SD83|A0A0D9SD83_CHLSB, tr|A0A0D9SBX7|A0A0D9SBX7_CHLSB
OG0000071	sp|Q9QWL7|K1C17_MOUSE	tr|A0A0D9S2E6|A0A0D9S2E6_CHLSB
OG0000071	sp|P19001|K1C19_MOUSE	tr|A0A0D9S2G2|A0A0D9S2G2_CHLSB
OG0000071	sp|P08730|K1C13_MOUSE	tr|A0A0D9S2G7|A0A0D9S2G7_CHLSB
OG0000071	sp|Q61414|K1C15_MOUSE	tr|A0A0D9S2G3|A0A0D9S2G3_CHLSB
OG0000071	sp|P02535|K1C10_MOUSE, sp|Q6RHW0|K1C9_MOUSE, sp|Q64291|K1C12_MOUSE	tr|A0A0D9S2W8|A0A0D9S2W8_CHLSB
OG0000071	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A0D9S2E8|A0A0D9S2E8_CHLSB
OG0000071	sp|Q61781|K1C14_MOUSE	tr|A0A0D9S2F0|A0A0D9S2F0_CHLSB
OG0000072	tr|Q7TRY4|Q7TRY4_MOUSE, tr|Q8VF16|Q8VF16_MOUSE, tr|Q8VFP3|Q8VFP3_MOUSE, tr|Q7TRY5|Q7TRY5_MOUSE, tr|Q8VFY0|Q8VFY0_MOUSE, tr|Q8VFE6|Q8VFE6_MOUSE, tr|A0A0N4SUP0|A0A0N4SUP0_MOUSE, tr|Q8VGH0|Q8VGH0_MOUSE, tr|Q8VGG9|Q8VGG9_MOUSE, tr|Q8VGH1|Q8VGH1_MOUSE, tr|Q7TRY0|Q7TRY0_MOUSE, tr|Q8VFP4|Q8VFP4_MOUSE, tr|Q8VFP6|Q8VFP6_MOUSE, tr|A0A140T8Q2|A0A140T8Q2_MOUSE, tr|Q8VFT2|Q8VFT2_MOUSE	tr|A0A0D9S9I5|A0A0D9S9I5_CHLSB, tr|A0A0D9RLS0|A0A0D9RLS0_CHLSB
OG0000074	tr|A2ARC0|A2ARC0_MOUSE	tr|A0A0D9QZ29|A0A0D9QZ29_CHLSB, tr|A0A0D9R2H8|A0A0D9R2H8_CHLSB, tr|A0A0D9RXG8|A0A0D9RXG8_CHLSB
OG0000074	sp|Q921M4|GOGA2_MOUSE	tr|A0A0D9RWF0|A0A0D9RWF0_CHLSB, tr|A0A0D9RZD7|A0A0D9RZD7_CHLSB, tr|A0A0D9RNQ8|A0A0D9RNQ8_CHLSB, tr|A0A0D9RMY7|A0A0D9RMY7_CHLSB, tr|A0A0D9RQ49|A0A0D9RQ49_CHLSB, tr|A0A0D9RXL1|A0A0D9RXL1_CHLSB, tr|A0A0D9R2X8|A0A0D9R2X8_CHLSB, tr|A0A0D9RPW4|A0A0D9RPW4_CHLSB, tr|A0A0D9RGW1|A0A0D9RGW1_CHLSB, tr|A0A0D9RIA1|A0A0D9RIA1_CHLSB, tr|A0A0D9RNN4|A0A0D9RNN4_CHLSB
OG0000075	sp|Q0VAW7|ZN112_MOUSE	tr|A0A0D9S1J0|A0A0D9S1J0_CHLSB, tr|A0A0D9S1I4|A0A0D9S1I4_CHLSB, tr|A0A0D9S1G8|A0A0D9S1G8_CHLSB, tr|A0A0D9S1H0|A0A0D9S1H0_CHLSB, tr|A0A0D9S1G5|A0A0D9S1G5_CHLSB, tr|A0A0D9S1H6|A0A0D9S1H6_CHLSB, tr|A0A0D9S1H3|A0A0D9S1H3_CHLSB, tr|A0A0D9S1G1|A0A0D9S1G1_CHLSB, tr|A0A0D9S1H7|A0A0D9S1H7_CHLSB, tr|A0A0D9S1F9|A0A0D9S1F9_CHLSB, tr|A0A0D9S1I0|A0A0D9S1I0_CHLSB, tr|A0A0D9S1J5|A0A0D9S1J5_CHLSB, tr|A0A0D9S1J1|A0A0D9S1J1_CHLSB, tr|A0A0D9S1I2|A0A0D9S1I2_CHLSB, tr|A0A0D9S1I7|A0A0D9S1I7_CHLSB
OG0000076	tr|Q8CFE8|Q8CFE8_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE	tr|A0A0D9RTN4|A0A0D9RTN4_CHLSB
OG0000082	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A0D9S5W9|A0A0D9S5W9_CHLSB, tr|A0A0D9S5W8|A0A0D9S5W8_CHLSB
OG0000082	sp|Q9R1M5|NALP5_MOUSE	tr|A0A0D9S654|A0A0D9S654_CHLSB
OG0000082	sp|Q6B966|NAL14_MOUSE	tr|A0A0D9QWI5|A0A0D9QWI5_CHLSB
OG0000082	sp|E9Q5R7|NAL12_MOUSE	tr|A0A0D9S648|A0A0D9S648_CHLSB, tr|A0A0D9S5H2|A0A0D9S5H2_CHLSB
OG0000083	sp|Q6IFX3|K1C40_MOUSE	tr|A0A0D9S2W0|A0A0D9S2W0_CHLSB
OG0000083	sp|Q6IFX4|K1C39_MOUSE	tr|A0A0D9S2W4|A0A0D9S2W4_CHLSB
OG0000083	sp|B1AQ75|KRT36_MOUSE	tr|A0A0D9S2H7|A0A0D9S2H7_CHLSB
OG0000083	sp|Q497I4|KRT35_MOUSE	tr|A0A0D9S2K6|A0A0D9S2K6_CHLSB, tr|A0A0D9S2J2|A0A0D9S2J2_CHLSB
OG0000084	sp|P68433|H31_MOUSE	tr|A0A0D9SCL0|A0A0D9SCL0_CHLSB
OG0000084	sp|P84244|H33_MOUSE	tr|A0A0D9QXU6|A0A0D9QXU6_CHLSB, tr|A0A0D9SAU7|A0A0D9SAU7_CHLSB, tr|A0A0D9SDP1|A0A0D9SDP1_CHLSB, tr|A0A0D9SCB6|A0A0D9SCB6_CHLSB, tr|A0A0D9RI14|A0A0D9RI14_CHLSB, tr|A0A0D9SD38|A0A0D9SD38_CHLSB, tr|A0A0D9SAH3|A0A0D9SAH3_CHLSB, tr|A0A0D9RMH7|A0A0D9RMH7_CHLSB, tr|A0A0D9SAM6|A0A0D9SAM6_CHLSB
OG0000084	sp|P84228|H32_MOUSE	tr|A0A0D9SD76|A0A0D9SD76_CHLSB
OG0000085	tr|Q8VFV8|Q8VFV8_MOUSE	tr|A0A0D9SCV4|A0A0D9SCV4_CHLSB
OG0000085	tr|A0A140LHS9|A0A140LHS9_MOUSE	tr|A0A0D9SCV3|A0A0D9SCV3_CHLSB
OG0000085	tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|A0A0D9SCV2|A0A0D9SCV2_CHLSB
OG0000091	sp|Q8BG05|ROA3_MOUSE	tr|A0A0D9RPE9|A0A0D9RPE9_CHLSB, tr|A0A0D9R241|A0A0D9R241_CHLSB
OG0000091	sp|P49312|ROA1_MOUSE	tr|A0A0D9RGH3|A0A0D9RGH3_CHLSB, tr|A0A0D9RQM1|A0A0D9RQM1_CHLSB, tr|A0A0D9RCV5|A0A0D9RCV5_CHLSB, tr|A0A0D9SAF5|A0A0D9SAF5_CHLSB, tr|A0A0D9QZF1|A0A0D9QZF1_CHLSB, tr|A0A0D9SBB0|A0A0D9SBB0_CHLSB, tr|A0A0D9QXK8|A0A0D9QXK8_CHLSB, tr|A0A0D9SED0|A0A0D9SED0_CHLSB, tr|A0A0D9SC01|A0A0D9SC01_CHLSB, tr|A0A0D9S940|A0A0D9S940_CHLSB
OG0000092	sp|P25444|RS2_MOUSE	tr|A0A0D9SBR4|A0A0D9SBR4_CHLSB, tr|A0A0D9RII9|A0A0D9RII9_CHLSB, tr|A0A0D9SE27|A0A0D9SE27_CHLSB, tr|A0A0D9SCA5|A0A0D9SCA5_CHLSB, tr|A0A0D9SAV2|A0A0D9SAV2_CHLSB, tr|A0A0D9RFI2|A0A0D9RFI2_CHLSB, tr|A0A0D9SBK0|A0A0D9SBK0_CHLSB, tr|A0A0D9QUP6|A0A0D9QUP6_CHLSB, tr|A0A0D9SBT1|A0A0D9SBT1_CHLSB, tr|A0A0D9SAT6|A0A0D9SAT6_CHLSB, tr|A0A0D9S9D4|A0A0D9S9D4_CHLSB, tr|A0A0D9RFM7|A0A0D9RFM7_CHLSB, tr|A0A0D9S9N5|A0A0D9S9N5_CHLSB
OG0000093	tr|F8VQB9|F8VQB9_MOUSE	tr|A0A0D9S9V0|A0A0D9S9V0_CHLSB, tr|A0A0D9S9V2|A0A0D9S9V2_CHLSB, tr|A0A0D9S9V1|A0A0D9S9V1_CHLSB, tr|A0A0D9RW82|A0A0D9RW82_CHLSB, tr|A0A0D9S9U7|A0A0D9S9U7_CHLSB, tr|A0A0D9R0Q2|A0A0D9R0Q2_CHLSB, tr|A0A0D9SCX5|A0A0D9SCX5_CHLSB, tr|A0A0D9R0Q5|A0A0D9R0Q5_CHLSB, tr|A0A0D9SCX6|A0A0D9SCX6_CHLSB, tr|A0A0D9S9U9|A0A0D9S9U9_CHLSB, tr|A0A0D9RW77|A0A0D9RW77_CHLSB
OG0000093	tr|E9Q8M3|E9Q8M3_MOUSE	tr|A0A0D9S9V3|A0A0D9S9V3_CHLSB
OG0000094	sp|Q2M2N2|SPOPL_MOUSE, sp|Q6ZWS8|SPOP_MOUSE, tr|A0A0A6YWS7|A0A0A6YWS7_MOUSE, sp|Q6YCH2|TDPZ4_MOUSE, sp|Q717B2|TDPZ2_MOUSE, sp|P0DMR5|TDPZ1_MOUSE, sp|P0DMR6|TDP1L_MOUSE, sp|Q717B4|TDPZ3_MOUSE, tr|Q3UTC4|Q3UTC4_MOUSE, tr|L7N229|L7N229_MOUSE, tr|E0CXI6|E0CXI6_MOUSE, tr|A0A0A6YXL2|A0A0A6YXL2_MOUSE, sp|Q6YCH1|TDPZ5_MOUSE	tr|A0A0D9RUQ8|A0A0D9RUQ8_CHLSB
OG0000095	sp|Q8VFM9|OLF24_MOUSE	tr|A0A0D9SBW2|A0A0D9SBW2_CHLSB
OG0000095	tr|Q8VGB9|Q8VGB9_MOUSE	tr|A0A0D9SBW3|A0A0D9SBW3_CHLSB, tr|A0A0D9SAY6|A0A0D9SAY6_CHLSB, tr|A0A0D9SAX7|A0A0D9SAX7_CHLSB, tr|A0A0D9SBW4|A0A0D9SBW4_CHLSB, tr|A0A0D9SAX9|A0A0D9SAX9_CHLSB, tr|A0A0D9SAY2|A0A0D9SAY2_CHLSB, tr|A0A0D9R1K2|A0A0D9R1K2_CHLSB, tr|A0A0D9S993|A0A0D9S993_CHLSB, tr|A0A0D9S992|A0A0D9S992_CHLSB, tr|A0A0D9SDF0|A0A0D9SDF0_CHLSB, tr|A0A0D9SBX6|A0A0D9SBX6_CHLSB
OG0000096	tr|Q9D5T2|Q9D5T2_MOUSE	tr|A0A0D9R9J3|A0A0D9R9J3_CHLSB
OG0000096	sp|Q811D2|ANR26_MOUSE	tr|A0A0D9RFQ1|A0A0D9RFQ1_CHLSB, tr|A0A0D9RVP5|A0A0D9RVP5_CHLSB, tr|A0A0D9RY53|A0A0D9RY53_CHLSB, tr|A0A0D9RHS0|A0A0D9RHS0_CHLSB
OG0000096	tr|E9PVZ3|E9PVZ3_MOUSE	tr|A0A0D9R5S6|A0A0D9R5S6_CHLSB, tr|A0A0D9R918|A0A0D9R918_CHLSB
OG0000096	tr|Q8CEQ9|Q8CEQ9_MOUSE	tr|A0A0D9RU59|A0A0D9RU59_CHLSB
OG0000097	tr|A0A1L1SRD7|A0A1L1SRD7_MOUSE	tr|A0A0D9R0Q8|A0A0D9R0Q8_CHLSB
OG0000097	tr|Q0VB29|Q0VB29_MOUSE, tr|A2AUS6|A2AUS6_MOUSE, tr|Q7TR20|Q7TR20_MOUSE, tr|Q7TR13|Q7TR13_MOUSE, tr|A2ATJ4|A2ATJ4_MOUSE, tr|Q7TR14|Q7TR14_MOUSE, tr|Q7TR18|Q7TR18_MOUSE, tr|Q7TR17|Q7TR17_MOUSE, tr|Q8VG86|Q8VG86_MOUSE, tr|A2AV13|A2AV13_MOUSE, tr|A0A1L1STD5|A0A1L1STD5_MOUSE	tr|A0A0D9SCX3|A0A0D9SCX3_CHLSB
OG0000098	tr|Q8VG37|Q8VG37_MOUSE, tr|Q8VFM1|Q8VFM1_MOUSE, tr|A0A1L1SUP2|A0A1L1SUP2_MOUSE, tr|A2AVB0|A2AVB0_MOUSE, tr|A2AVA9|A2AVA9_MOUSE, tr|A2AVB5|A2AVB5_MOUSE, tr|Q8VF35|Q8VF35_MOUSE, tr|Q9EQ99|Q9EQ99_MOUSE, tr|Q7TRB8|Q7TRB8_MOUSE, tr|Q9EQ98|Q9EQ98_MOUSE, tr|Q8VH09|Q8VH09_MOUSE, sp|Q60893|OL151_MOUSE, tr|Q8VGE3|Q8VGE3_MOUSE	tr|A0A0D9S982|A0A0D9S982_CHLSB
OG0000104	tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE	tr|A0A0D9SDA7|A0A0D9SDA7_CHLSB
OG0000112	tr|Q91Y08|Q91Y08_MOUSE	tr|A0A0D9S9H3|A0A0D9S9H3_CHLSB, tr|A0A0D9RJA9|A0A0D9RJA9_CHLSB, tr|A0A0D9RJB3|A0A0D9RJB3_CHLSB, tr|A0A0D9RJA4|A0A0D9RJA4_CHLSB, tr|A0A0D9RJ99|A0A0D9RJ99_CHLSB, tr|A0A0D9S9H5|A0A0D9S9H5_CHLSB, tr|A0A0D9S9H4|A0A0D9S9H4_CHLSB, tr|A0A0D9S9H9|A0A0D9S9H9_CHLSB, tr|A0A0D9S9H8|A0A0D9S9H8_CHLSB, tr|A0A0D9S9H7|A0A0D9S9H7_CHLSB, tr|A0A0D9S9H6|A0A0D9S9H6_CHLSB
OG0000113	sp|Q9WV27|AT1A4_MOUSE	tr|A0A0D9S3S2|A0A0D9S3S2_CHLSB
OG0000113	sp|Q64436|ATP4A_MOUSE	tr|A0A0D9QWN9|A0A0D9QWN9_CHLSB
OG0000113	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A0D9RZL1|A0A0D9RZL1_CHLSB
OG0000113	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A0D9S121|A0A0D9S121_CHLSB
OG0000113	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A0D9S647|A0A0D9S647_CHLSB
OG0000113	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A0D9S3S9|A0A0D9S3S9_CHLSB
OG0000114	sp|Q99J93|IFM2_MOUSE, sp|Q9CQW9|IFM3_MOUSE	tr|A0A0D9SAD3|A0A0D9SAD3_CHLSB, tr|A0A0D9SAL1|A0A0D9SAL1_CHLSB, tr|A0A0D9SDD7|A0A0D9SDD7_CHLSB, tr|A0A0D9SDH9|A0A0D9SDH9_CHLSB, tr|A0A0D9SD52|A0A0D9SD52_CHLSB, tr|A0A0D9S922|A0A0D9S922_CHLSB, tr|A0A0D9RFC0|A0A0D9RFC0_CHLSB, tr|A0A0D9SDL9|A0A0D9SDL9_CHLSB, tr|A0A0D9RFC6|A0A0D9RFC6_CHLSB, tr|A0A0D9SDD9|A0A0D9SDD9_CHLSB
OG0000115	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A0D9R486|A0A0D9R486_CHLSB
OG0000115	sp|P02463|CO4A1_MOUSE	tr|A0A0D9RY12|A0A0D9RY12_CHLSB
OG0000115	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A0D9R935|A0A0D9R935_CHLSB
OG0000115	sp|P08122|CO4A2_MOUSE	tr|A0A0D9RY11|A0A0D9RY11_CHLSB
OG0000115	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A0D9R530|A0A0D9R530_CHLSB
OG0000115	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A0D9R955|A0A0D9R955_CHLSB
OG0000116	tr|Q3UZ24|Q3UZ24_MOUSE, tr|B1AQP7|B1AQP7_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|B2RT54|B2RT54_MOUSE, tr|A2VDH7|A2VDH7_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE, tr|G3X9K7|G3X9K7_MOUSE	tr|A0A0D9R6V0|A0A0D9R6V0_CHLSB
OG0000117	tr|Q1AN91|Q1AN91_MOUSE, tr|Q1AN92|Q1AN92_MOUSE	tr|A0A0D9RE52|A0A0D9RE52_CHLSB, tr|A0A0D9RE43|A0A0D9RE43_CHLSB
