Orthogroup	Mus_musculus	Octodon_degus
OG0000073	sp|P00755|K1KB1_MOUSE, sp|P15949|K1KB9_MOUSE, sp|P00756|K1KB3_MOUSE, sp|P15947|KLK1_MOUSE, sp|P15945|K1KB5_MOUSE, sp|P00757|K1KB4_MOUSE, sp|P36369|K1B26_MOUSE, sp|P36368|EGFB2_MOUSE, sp|P04071|K1B16_MOUSE, sp|P07628|K1KB8_MOUSE, sp|P15948|K1B22_MOUSE, sp|P15946|K1B11_MOUSE, sp|Q61754|K1B24_MOUSE, sp|Q9JM71|K1B27_MOUSE, sp|Q61759|K1B21_MOUSE	tr|A0A6P6DRB6|A0A6P6DRB6_OCTDE, tr|A0A6P6DRC0|A0A6P6DRC0_OCTDE
OG0000074	tr|Q8VGN4|Q8VGN4_MOUSE	tr|A0A6P3FYH1|A0A6P3FYH1_OCTDE, tr|A0A6P3FLT4|A0A6P3FLT4_OCTDE, tr|A0A6P3FIZ7|A0A6P3FIZ7_OCTDE
OG0000074	tr|Q8VGN9|Q8VGN9_MOUSE	tr|A0A6P3FZN1|A0A6P3FZN1_OCTDE, tr|A0A6P3FW21|A0A6P3FW21_OCTDE, tr|A0A6P3FXL1|A0A6P3FXL1_OCTDE, tr|A0A6P3FVZ5|A0A6P3FVZ5_OCTDE, tr|A0A6P3FZC0|A0A6P3FZC0_OCTDE, tr|A0A6P3FZ89|A0A6P3FZ89_OCTDE, tr|A0A6P3G0H1|A0A6P3G0H1_OCTDE, tr|A0A6P3V936|A0A6P3V936_OCTDE, tr|A0A6P3FWS3|A0A6P3FWS3_OCTDE, tr|A0A6P3FWR9|A0A6P3FWR9_OCTDE, tr|A0A6P3FMP3|A0A6P3FMP3_OCTDE, tr|A0A6P3FLU1|A0A6P3FLU1_OCTDE
OG0000079	tr|Q8CFE8|Q8CFE8_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|F7C9P2|F7C9P2_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE	tr|A0A6P3F4L3|A0A6P3F4L3_OCTDE
OG0000080	sp|Q2VLH6|C163A_MOUSE	tr|A0A6P6DTA3|A0A6P6DTA3_OCTDE, tr|A0A6P3V9R2|A0A6P3V9R2_OCTDE, tr|A0A6P3V963|A0A6P3V963_OCTDE, tr|A0A6P6DWK3|A0A6P6DWK3_OCTDE, tr|A0A6P3VE48|A0A6P3VE48_OCTDE, tr|A0A6P6DWK2|A0A6P6DWK2_OCTDE, tr|A0A6P6DW88|A0A6P6DW88_OCTDE, tr|A0A6P6DWK7|A0A6P6DWK7_OCTDE, tr|A0A6P6DWF1|A0A6P6DWF1_OCTDE, tr|A0A6P6DXH8|A0A6P6DXH8_OCTDE, tr|A0A6P3FUJ6|A0A6P3FUJ6_OCTDE, tr|A0A6P6DW93|A0A6P6DW93_OCTDE, tr|A0A6P6DX68|A0A6P6DX68_OCTDE, tr|A0A6P6DWE4|A0A6P6DWE4_OCTDE, tr|A0A6P6DXR3|A0A6P6DXR3_OCTDE
OG0000081	tr|Q8VFY3|Q8VFY3_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|E9PZS7|E9PZS7_MOUSE, tr|A0A2I3BRI6|A0A2I3BRI6_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE	tr|A0A6P3FI69|A0A6P3FI69_OCTDE
OG0000083	tr|Q9D6R3|Q9D6R3_MOUSE, tr|A0A0A6YX29|A0A0A6YX29_MOUSE, tr|Q9CR91|Q9CR91_MOUSE, tr|Q9D195|Q9D195_MOUSE, tr|D3YUU5|D3YUU5_MOUSE, tr|Q9D6P5|Q9D6P5_MOUSE, tr|Q9D1K4|Q9D1K4_MOUSE, tr|Q9D139|Q9D139_MOUSE, tr|Q9D1G7|Q9D1G7_MOUSE, tr|Q9D731|Q9D731_MOUSE, tr|Q9D149|Q9D149_MOUSE, tr|Q9D1C5|Q9D1C5_MOUSE, tr|B9EJP6|B9EJP6_MOUSE, tr|Q9CQH5|Q9CQH5_MOUSE, tr|J3QP15|J3QP15_MOUSE	tr|A0A6P3F9P8|A0A6P3F9P8_OCTDE
OG0000084	tr|Q8VF34|Q8VF34_MOUSE	tr|A0A6P3FYP4|A0A6P3FYP4_OCTDE, tr|A0A6P3FUR2|A0A6P3FUR2_OCTDE, tr|A0A6P3FJ70|A0A6P3FJ70_OCTDE, tr|A0A6P3FLM6|A0A6P3FLM6_OCTDE, tr|A0A6P3FWA9|A0A6P3FWA9_OCTDE, tr|A0A6P3V8X5|A0A6P3V8X5_OCTDE, tr|A0A6P3FHZ9|A0A6P3FHZ9_OCTDE, tr|A0A6P3FN33|A0A6P3FN33_OCTDE, tr|A0A6P3FJ60|A0A6P3FJ60_OCTDE, tr|A0A6P3V9J6|A0A6P3V9J6_OCTDE, tr|A0A6P3VDG0|A0A6P3VDG0_OCTDE
OG0000084	tr|Q5NC55|Q5NC55_MOUSE, tr|Q7TRZ9|Q7TRZ9_MOUSE, tr|Q5NC59|Q5NC59_MOUSE	tr|A0A6P6DUZ5|A0A6P6DUZ5_OCTDE
OG0000090	sp|B1AUS7|SSXA1_MOUSE, tr|Q6XAS4|Q6XAS4_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|F6XK35|F6XK35_MOUSE	tr|A0A6P3FA77|A0A6P3FA77_OCTDE
OG0000092	sp|Q91VN1|ZNF24_MOUSE	tr|A0A6P6EDJ1|A0A6P6EDJ1_OCTDE
OG0000092	sp|Q07231|ZSC21_MOUSE	tr|A0A6P6F462|A0A6P6F462_OCTDE
OG0000092	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A6P6E6E8|A0A6P6E6E8_OCTDE, tr|A0A6P6E6R8|A0A6P6E6R8_OCTDE, tr|A0A6P6E6A7|A0A6P6E6A7_OCTDE
OG0000096	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A6P3ETP7|A0A6P3ETP7_OCTDE
OG0000096	tr|Q9D4D2|Q9D4D2_MOUSE	tr|A0A6P3FXH4|A0A6P3FXH4_OCTDE, tr|A0A6P3FKA6|A0A6P3FKA6_OCTDE
OG0000096	sp|A2A9R3|MAGB4_MOUSE	tr|A0A6P6EFS9|A0A6P6EFS9_OCTDE, tr|A0A6P3F486|A0A6P3F486_OCTDE, tr|A0A6P3FCZ6|A0A6P3FCZ6_OCTDE, tr|A0A6P3FHI0|A0A6P3FHI0_OCTDE, tr|A0A6P3F843|A0A6P3F843_OCTDE, tr|A0A6P3ETP3|A0A6P3ETP3_OCTDE, tr|A0A6P3F6G0|A0A6P3F6G0_OCTDE, tr|A0A6P3ET49|A0A6P3ET49_OCTDE
OG0000100	sp|P97400|LEG10_MOUSE	tr|A0A6P6EUJ9|A0A6P6EUJ9_OCTDE, tr|A0A6P6ETS9|A0A6P6ETS9_OCTDE, tr|A0A6P6EU43|A0A6P6EU43_OCTDE, tr|A0A6P6ETL2|A0A6P6ETL2_OCTDE, tr|A0A6P6ETG5|A0A6P6ETG5_OCTDE
OG0000100	sp|O08573|LEG9_MOUSE	tr|A0A6P3V971|A0A6P3V971_OCTDE, tr|A0A6P6ETH0|A0A6P6ETH0_OCTDE, tr|A0A6P6EUJ0|A0A6P6EUJ0_OCTDE, tr|A0A6P6EU17|A0A6P6EU17_OCTDE, tr|A0A6P6EUD1|A0A6P6EUD1_OCTDE, tr|A0A6P6ETV6|A0A6P6ETV6_OCTDE, tr|A0A6P6ETX9|A0A6P6ETX9_OCTDE
OG0000101	sp|P62984|RL40_MOUSE	tr|A0A6P3F0S3|A0A6P3F0S3_OCTDE, tr|A0A6P3VDH3|A0A6P3VDH3_OCTDE, tr|A0A6P3VBM3|A0A6P3VBM3_OCTDE, tr|A0A6P3F7E2|A0A6P3F7E2_OCTDE, tr|A0A6P6DMC0|A0A6P6DMC0_OCTDE, tr|A0A6P3VA35|A0A6P3VA35_OCTDE, tr|A0A6P3V8Q7|A0A6P3V8Q7_OCTDE, tr|A0A6P6DNZ1|A0A6P6DNZ1_OCTDE, tr|A0A6P3VB72|A0A6P3VB72_OCTDE, tr|A0A6P3F3P5|A0A6P3F3P5_OCTDE, tr|A0A6P3VC08|A0A6P3VC08_OCTDE, tr|A0A6P6EGW9|A0A6P6EGW9_OCTDE, tr|A0A6P3VCY7|A0A6P3VCY7_OCTDE
OG0000104	tr|E9PVR6|E9PVR6_MOUSE	tr|A0A6P6DXB4|A0A6P6DXB4_OCTDE, tr|A0A6P3FWK2|A0A6P3FWK2_OCTDE, tr|A0A6P3FJH8|A0A6P3FJH8_OCTDE, tr|A0A6P3FYZ0|A0A6P3FYZ0_OCTDE, tr|A0A6P6EJB8|A0A6P6EJB8_OCTDE, tr|A0A6P3VAW5|A0A6P3VAW5_OCTDE, tr|A0A6P3EVD0|A0A6P3EVD0_OCTDE, tr|A0A6P6DWQ3|A0A6P6DWQ3_OCTDE, tr|A0A6P3FZ97|A0A6P3FZ97_OCTDE, tr|A0A6P3FWP9|A0A6P3FWP9_OCTDE, tr|A0A6P3FJM8|A0A6P3FJM8_OCTDE, tr|A0A6P3G0D2|A0A6P3G0D2_OCTDE
OG0000105	tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A6P3ETV1|A0A6P3ETV1_OCTDE, tr|A0A6P3F7C7|A0A6P3F7C7_OCTDE, tr|A0A6P6EHS5|A0A6P6EHS5_OCTDE
OG0000105	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A6P3VC43|A0A6P3VC43_OCTDE, tr|A0A6P3EYF2|A0A6P3EYF2_OCTDE, tr|A0A6P3FEU5|A0A6P3FEU5_OCTDE
OG0000105	tr|Q8VGA9|Q8VGA9_MOUSE, tr|Q9QZ20|Q9QZ20_MOUSE	tr|A0A6P3F523|A0A6P3F523_OCTDE, tr|A0A6P3EU32|A0A6P3EU32_OCTDE
OG0000106	tr|A2BH64|A2BH64_MOUSE, tr|Q91WB5|Q91WB5_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|D2XZ31|D2XZ31_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|J3QJY4|J3QJY4_MOUSE	tr|A0A6P6EY65|A0A6P6EY65_OCTDE
OG0000109	sp|Q91ZX1|C209A_MOUSE, sp|Q8CJ91|C209B_MOUSE, sp|Q91ZW8|C209D_MOUSE	tr|A0A6P3VEM2|A0A6P3VEM2_OCTDE, tr|A0A6P6DLP8|A0A6P6DLP8_OCTDE, tr|A0A6P3VDR6|A0A6P3VDR6_OCTDE, tr|A0A6P3FE76|A0A6P3FE76_OCTDE
OG0000109	sp|Q91ZW9|C209C_MOUSE	tr|A0A6P6EUE5|A0A6P6EUE5_OCTDE, tr|A0A6P3VEI5|A0A6P3VEI5_OCTDE, tr|A0A6P6DLU6|A0A6P6DLU6_OCTDE, tr|A0A6P6DLV1|A0A6P6DLV1_OCTDE, tr|A0A6P6DLJ6|A0A6P6DLJ6_OCTDE
OG0000111	tr|Q8VG45|Q8VG45_MOUSE	tr|A0A6P3FZS1|A0A6P3FZS1_OCTDE
OG0000111	tr|Q7TRH5|Q7TRH5_MOUSE, tr|Q8VEX8|Q8VEX8_MOUSE	tr|A0A6P3V9H1|A0A6P3V9H1_OCTDE
OG0000111	tr|Q7TRH8|Q7TRH8_MOUSE, tr|Q7TRH9|Q7TRH9_MOUSE, tr|Q8VGI8|Q8VGI8_MOUSE	tr|A0A6P3V939|A0A6P3V939_OCTDE, tr|A0A6P3FJ11|A0A6P3FJ11_OCTDE
OG0000112	tr|A0A087WR82|A0A087WR82_MOUSE, sp|Q60990|RBY1B_MOUSE, tr|B2RWR6|B2RWR6_MOUSE, sp|O35698|RBY1A_MOUSE, tr|J3QK27|J3QK27_MOUSE, tr|A0A087WPY7|A0A087WPY7_MOUSE	tr|A0A6P6D431|A0A6P6D431_OCTDE
OG0000112	tr|Q9DAE2|Q9DAE2_MOUSE	tr|A0A6P3FL58|A0A6P3FL58_OCTDE
OG0000112	sp|Q91VM5|RMXL1_MOUSE, tr|A0A2I3BRL8|A0A2I3BRL8_MOUSE, sp|Q9WV02|RBMX_MOUSE	tr|A0A6P3F109|A0A6P3F109_OCTDE
OG0000113	sp|P62838|UB2D2_MOUSE	tr|A0A6P3FLX5|A0A6P3FLX5_OCTDE, tr|A0A6P3FCN0|A0A6P3FCN0_OCTDE
OG0000113	sp|P61079|UB2D3_MOUSE	tr|A0A6P6EDF4|A0A6P6EDF4_OCTDE, tr|A0A6P3VCB6|A0A6P3VCB6_OCTDE, tr|A0A6P3VCK1|A0A6P3VCK1_OCTDE, tr|A0A6P3VCY4|A0A6P3VCY4_OCTDE, tr|A0A6P3VCB4|A0A6P3VCB4_OCTDE, tr|A0A6P3VCL0|A0A6P3VCL0_OCTDE, tr|A0A6P6DHX8|A0A6P6DHX8_OCTDE, tr|A0A6P3VBN3|A0A6P3VBN3_OCTDE, tr|A0A6P3EZU6|A0A6P3EZU6_OCTDE
OG0000114	tr|Q7TRB9|Q7TRB9_MOUSE	tr|A0A6P3FFN2|A0A6P3FFN2_OCTDE
OG0000114	tr|Q8VG50|Q8VG50_MOUSE	tr|A0A6P6EY00|A0A6P6EY00_OCTDE, tr|A0A6P3FNS3|A0A6P3FNS3_OCTDE, tr|A0A6P3F171|A0A6P3F171_OCTDE, tr|A0A6P3VDA7|A0A6P3VDA7_OCTDE, tr|A0A6P3FFB1|A0A6P3FFB1_OCTDE, tr|A0A6P3FK59|A0A6P3FK59_OCTDE, tr|A0A6P6EX12|A0A6P6EX12_OCTDE, tr|A0A6P3FNV6|A0A6P3FNV6_OCTDE, tr|A0A6P6EX72|A0A6P6EX72_OCTDE, tr|A0A6P3F1E4|A0A6P3F1E4_OCTDE
OG0000120	tr|A0A140T8J9|A0A140T8J9_MOUSE, tr|K7N662|K7N662_MOUSE, tr|A0A0R4J8U2|A0A0R4J8U2_MOUSE	tr|A0A6P3V8W4|A0A6P3V8W4_OCTDE, tr|A0A6P3FZ58|A0A6P3FZ58_OCTDE, tr|A0A6P3FVJ3|A0A6P3FVJ3_OCTDE, tr|A0A6P3FYK1|A0A6P3FYK1_OCTDE
OG0000120	tr|Q9EPG6|Q9EPG6_MOUSE	tr|A0A6P3FVK4|A0A6P3FVK4_OCTDE
OG0000120	tr|Q920Z2|Q920Z2_MOUSE, tr|Q9EP55|Q9EP55_MOUSE	tr|A0A6P3FL45|A0A6P3FL45_OCTDE
OG0000122	sp|B1AQ75|KRT36_MOUSE	tr|A0A6P3VBV5|A0A6P3VBV5_OCTDE
OG0000122	sp|Q497I4|KRT35_MOUSE	tr|A0A6P3FBM7|A0A6P3FBM7_OCTDE
OG0000122	sp|Q62168|K1H2_MOUSE	tr|A0A6P6ENJ9|A0A6P6ENJ9_OCTDE
OG0000122	sp|Q8K0Y2|KT33A_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q9D646|KRT34_MOUSE, sp|Q6IFX3|K1C40_MOUSE	tr|A0A6P3EXG3|A0A6P3EXG3_OCTDE
OG0000124	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE, sp|Q60682|KLRA8_MOUSE	tr|A0A6P6E284|A0A6P6E284_OCTDE
OG0000125	tr|Q8VES9|Q8VES9_MOUSE	tr|A0A6P3EZZ6|A0A6P3EZZ6_OCTDE
OG0000125	tr|Q5NCC7|Q5NCC7_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE	tr|A0A6P3F037|A0A6P3F037_OCTDE
OG0000125	tr|Q8VEV0|Q8VEV0_MOUSE, tr|K9J725|K9J725_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE	tr|A0A6P3EP75|A0A6P3EP75_OCTDE
OG0000127	tr|B1AVK5|B1AVK5_MOUSE	tr|A0A6P6DFU0|A0A6P6DFU0_OCTDE
OG0000127	sp|Q9QZS0|CO4A3_MOUSE	tr|A0A6P6F2R8|A0A6P6F2R8_OCTDE
OG0000127	tr|Q63ZW6|Q63ZW6_MOUSE	tr|A0A6P3FPT7|A0A6P3FPT7_OCTDE
OG0000127	sp|P02463|CO4A1_MOUSE	tr|A0A6P3F7R0|A0A6P3F7R0_OCTDE
OG0000127	sp|Q9QZR9|CO4A4_MOUSE	tr|A0A6P6F2E8|A0A6P6F2E8_OCTDE
OG0000127	sp|P08122|CO4A2_MOUSE	tr|A0A6P6EF88|A0A6P6EF88_OCTDE
OG0000128	tr|Q8K193|Q8K193_MOUSE, tr|A0A571BDF8|A0A571BDF8_MOUSE, tr|A0A571BDD5|A0A571BDD5_MOUSE, tr|A0A571BG29|A0A571BG29_MOUSE, tr|A2ANA3|A2ANA3_MOUSE, tr|G3UW52|G3UW52_MOUSE, tr|A2AGU5|A2AGU5_MOUSE, tr|Q3V0X2|Q3V0X2_MOUSE, tr|Q80ZS5|Q80ZS5_MOUSE, tr|Q9D9N2|Q9D9N2_MOUSE, tr|B1AZQ8|B1AZQ8_MOUSE	tr|A0A6P3ETM0|A0A6P3ETM0_OCTDE
OG0000129	tr|Q8VGZ9|Q8VGZ9_MOUSE	tr|A0A6P3FP54|A0A6P3FP54_OCTDE, tr|A0A6P3FA35|A0A6P3FA35_OCTDE
OG0000129	tr|L7N1Y4|L7N1Y4_MOUSE, tr|F8VQ26|F8VQ26_MOUSE	tr|A0A6P3FNZ8|A0A6P3FNZ8_OCTDE, tr|A0A6P3VDV3|A0A6P3VDV3_OCTDE, tr|A0A6P3FA01|A0A6P3FA01_OCTDE, tr|A0A6P3FAQ6|A0A6P3FAQ6_OCTDE, tr|A0A6P3FNY2|A0A6P3FNY2_OCTDE, tr|A0A6P3F9T9|A0A6P3F9T9_OCTDE, tr|A0A6P3FL72|A0A6P3FL72_OCTDE
OG0000131	sp|Q06770|CBG_MOUSE, sp|Q80X76|SPA3F_MOUSE, sp|Q5I2A0|SPA3G_MOUSE, tr|D3Z450|D3Z450_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|P07759|SPA3K_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q91WP6|SPA3N_MOUSE, sp|Q6P4P1|SPA3A_MOUSE, tr|D3Z451|D3Z451_MOUSE, sp|Q8BYY9|SPA3B_MOUSE	tr|A0A6P6ET12|A0A6P6ET12_OCTDE
OG0000132	tr|Q7TRP5|Q7TRP5_MOUSE	tr|A0A6P3FP03|A0A6P3FP03_OCTDE
OG0000132	tr|Q7TRU8|Q7TRU8_MOUSE, tr|Q8VGV5|Q8VGV5_MOUSE, tr|Q8VGV6|Q8VGV6_MOUSE	tr|A0A6P3VDV7|A0A6P3VDV7_OCTDE
OG0000132	tr|Q8VGX3|Q8VGX3_MOUSE, tr|Q8VG79|Q8VG79_MOUSE, tr|Q7TRP4|Q7TRP4_MOUSE, tr|Q8VH00|Q8VH00_MOUSE, tr|Q8VGW3|Q8VGW3_MOUSE	tr|A0A6P3FQ00|A0A6P3FQ00_OCTDE
OG0000133	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A6P3FEU6|A0A6P3FEU6_OCTDE
OG0000133	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A6P3FHT5|A0A6P3FHT5_OCTDE
OG0000133	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A6P6DBT7|A0A6P6DBT7_OCTDE
OG0000133	sp|Q64436|ATP4A_MOUSE	tr|A0A6P6EY68|A0A6P6EY68_OCTDE
OG0000133	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A6P6D4I6|A0A6P6D4I6_OCTDE
OG0000133	sp|Q9WV27|AT1A4_MOUSE	tr|A0A6P3F6K3|A0A6P3F6K3_OCTDE
OG0000134	sp|Q6R0H7|GNAS1_MOUSE	tr|A0A6P3FJY8|A0A6P3FJY8_OCTDE
OG0000134	sp|Q8CGK7|GNAL_MOUSE	tr|A0A6P3F1D7|A0A6P3F1D7_OCTDE, tr|A0A6P3VED2|A0A6P3VED2_OCTDE, tr|A0A6P3FPA6|A0A6P3FPA6_OCTDE, tr|A0A6P3FI33|A0A6P3FI33_OCTDE, tr|A0A6P3FDW4|A0A6P3FDW4_OCTDE, tr|A0A6P3FRV6|A0A6P3FRV6_OCTDE, tr|A0A6P3F3L3|A0A6P3F3L3_OCTDE, tr|A0A6P3FSU1|A0A6P3FSU1_OCTDE, tr|A0A6P6DUA9|A0A6P6DUA9_OCTDE
OG0000135	sp|P0DP26|CALM1_MOUSE, sp|P0DP27|CALM2_MOUSE	tr|A0A6P3FSD6|A0A6P3FSD6_OCTDE
OG0000135	sp|P0DP28|CALM3_MOUSE	tr|A0A6P6EMX4|A0A6P6EMX4_OCTDE, tr|A0A6P6ELY1|A0A6P6ELY1_OCTDE, tr|A0A6P6F0U2|A0A6P6F0U2_OCTDE, tr|A0A6P3V8V5|A0A6P3V8V5_OCTDE, tr|A0A6P6DA29|A0A6P6DA29_OCTDE, tr|A0A6P6DWX0|A0A6P6DWX0_OCTDE, tr|A0A6P6DQ54|A0A6P6DQ54_OCTDE, tr|A0A6P6F4R2|A0A6P6F4R2_OCTDE
OG0000136	tr|Q1WWJ5|Q1WWJ5_MOUSE, tr|A0A0G2JEM5|A0A0G2JEM5_MOUSE	tr|A0A6P6D8C0|A0A6P6D8C0_OCTDE, tr|A0A6P3VA47|A0A6P3VA47_OCTDE, tr|A0A6P6D4D2|A0A6P6D4D2_OCTDE, tr|A0A6P6ENA6|A0A6P6ENA6_OCTDE, tr|A0A6P6EN51|A0A6P6EN51_OCTDE, tr|A0A6P3VDY1|A0A6P3VDY1_OCTDE, tr|A0A6P6DD55|A0A6P6DD55_OCTDE, tr|A0A6P6DNM1|A0A6P6DNM1_OCTDE, tr|A0A6P6EV75|A0A6P6EV75_OCTDE, tr|A0A6P6EUJ6|A0A6P6EUJ6_OCTDE
OG0000138	tr|Q8VG46|Q8VG46_MOUSE, tr|Q8VFI1|Q8VFI1_MOUSE, tr|Q8VG64|Q8VG64_MOUSE, tr|Q8VFI4|Q8VFI4_MOUSE, tr|Q8VFI2|Q8VFI2_MOUSE, tr|Q8VFZ9|Q8VFZ9_MOUSE, tr|Q8VEU1|Q8VEU1_MOUSE, tr|E9PUS9|E9PUS9_MOUSE, tr|Q7TRH7|Q7TRH7_MOUSE, tr|Q7TRI2|Q7TRI2_MOUSE	tr|A0A6P3FJ19|A0A6P3FJ19_OCTDE
OG0000140	tr|Q3UED7|Q3UED7_MOUSE, sp|Q9QZ85|IIGP1_MOUSE	tr|A0A6P3F817|A0A6P3F817_OCTDE
OG0000140	tr|G3UWE2|G3UWE2_MOUSE, tr|E9QAA8|E9QAA8_MOUSE, sp|Q62293|TGTP1_MOUSE, sp|Q3T9E4|TGTP2_MOUSE, tr|Q5NCB2|Q5NCB2_MOUSE, tr|Q5SVP0|Q5SVP0_MOUSE, tr|Q5NCB3|Q5NCB3_MOUSE	tr|A0A6P6E9H4|A0A6P6E9H4_OCTDE
OG0000141	sp|Q61781|K1C14_MOUSE	tr|A0A6P3F7Q0|A0A6P3F7Q0_OCTDE
OG0000141	sp|Q9Z2K1|K1C16_MOUSE	tr|A0A6P3FAJ6|A0A6P3FAJ6_OCTDE
OG0000141	sp|P19001|K1C19_MOUSE, sp|Q9D312|K1C20_MOUSE, sp|Q6RHW0|K1C9_MOUSE	tr|A0A6P6ENS1|A0A6P6ENS1_OCTDE
OG0000141	sp|Q9QWL7|K1C17_MOUSE, sp|Q6IFX2|K1C42_MOUSE	tr|A0A6P3FBN1|A0A6P3FBN1_OCTDE
OG0000145	sp|Q8VFV4|O1440_MOUSE, tr|Q8VFV8|Q8VFV8_MOUSE, tr|E9Q9Z6|E9Q9Z6_MOUSE, tr|Q8VF59|Q8VF59_MOUSE, tr|A0PK57|A0PK57_MOUSE, tr|Q7TQR7|Q7TQR7_MOUSE, tr|Q7TQR9|Q7TQR9_MOUSE, tr|Q8VFV3|Q8VFV3_MOUSE, tr|A0A140LHS7|A0A140LHS7_MOUSE, tr|A0A140LHT7|A0A140LHT7_MOUSE	tr|A0A6P3V931|A0A6P3V931_OCTDE
OG0000146	sp|A6BLY7|K1C28_MOUSE	tr|A0A6P3G0X9|A0A6P3G0X9_OCTDE
OG0000146	sp|Q3TRJ4|K1C26_MOUSE	tr|A0A6P3EX73|A0A6P3EX73_OCTDE
OG0000146	sp|A1L317|K1C24_MOUSE	tr|A0A6P6EP88|A0A6P6EP88_OCTDE, tr|A0A6P6EPC8|A0A6P6EPC8_OCTDE
OG0000146	sp|Q8VCW2|K1C25_MOUSE	tr|A0A6P3FAH6|A0A6P3FAH6_OCTDE
OG0000146	sp|Q9Z320|K1C27_MOUSE	tr|A0A6P3FAW5|A0A6P3FAW5_OCTDE
OG0000147	sp|P16627|HS71L_MOUSE	tr|A0A6P3ERB2|A0A6P3ERB2_OCTDE
OG0000147	sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE	tr|A0A6P3EHR2|A0A6P3EHR2_OCTDE
OG0000147	sp|P63017|HSP7C_MOUSE	tr|A0A6P3F176|A0A6P3F176_OCTDE
OG0000147	sp|P17156|HSP72_MOUSE	tr|A0A6P3EKC8|A0A6P3EKC8_OCTDE
