Orthogroup	Mus_musculus	Ornithorhynchus_anatinus
OG0000078	sp|P11679|K2C8_MOUSE, sp|Q9DCV7|K2C7_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q9Z331|K2C6B_MOUSE, tr|Q6IFZ8|Q6IFZ8_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, sp|P07744|K2C4_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q3TTY5|K22E_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, sp|Q8VED5|K2C79_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE	tr|F6Z4D6|F6Z4D6_ORNAN
OG0000080	tr|W4VSP4|W4VSP4_MOUSE, tr|I7HJI3|I7HJI3_MOUSE, tr|Q3UWK8|Q3UWK8_MOUSE, tr|O08804|O08804_MOUSE, sp|Q60854|SPB6_MOUSE, sp|O08800|SPB8_MOUSE, tr|Q8BMT0|Q8BMT0_MOUSE, tr|Q80UK5|Q80UK5_MOUSE, tr|Q8VHQ1|Q8VHQ1_MOUSE, tr|F6V5V4|F6V5V4_MOUSE, tr|O08806|O08806_MOUSE, tr|Q9DAV6|Q9DAV6_MOUSE, tr|O08797|O08797_MOUSE, tr|I7HJI5|I7HJI5_MOUSE	tr|F6ULK0|F6ULK0_ORNAN
OG0000084	sp|Q9ESN2|TRI39_MOUSE	tr|F6XZR6|F6XZR6_ORNAN
OG0000084	tr|E9PW10|E9PW10_MOUSE, sp|Q8BVP1|TRIML_MOUSE	tr|F7BJ36|F7BJ36_ORNAN, tr|F7EXZ7|F7EXZ7_ORNAN, tr|F7EY10|F7EY10_ORNAN, tr|A0A6I8NJA0|A0A6I8NJA0_ORNAN, tr|F7EXE3|F7EXE3_ORNAN, tr|A0A6I8MZE9|A0A6I8MZE9_ORNAN, tr|A0A6I8NJS2|A0A6I8NJS2_ORNAN, tr|K7EA99|K7EA99_ORNAN, tr|F7E0S6|F7E0S6_ORNAN, tr|F7DM59|F7DM59_ORNAN, tr|F6YIP9|F6YIP9_ORNAN
OG0000087	tr|K9J6X0|K9J6X0_MOUSE, tr|Q7TQU5|Q7TQU5_MOUSE, tr|Q8VG72|Q8VG72_MOUSE, tr|Q7TRI7|Q7TRI7_MOUSE, tr|Q8VEY4|Q8VEY4_MOUSE, tr|Q8VG94|Q8VG94_MOUSE, tr|Q8VG95|Q8VG95_MOUSE, tr|Q8VFG4|Q8VFG4_MOUSE, tr|Q8VF69|Q8VF69_MOUSE, tr|Q8VFG2|Q8VFG2_MOUSE, tr|Q7TS30|Q7TS30_MOUSE, tr|Q5NCC7|Q5NCC7_MOUSE, sp|Q60890|OLF11_MOUSE	tr|F6YN21|F6YN21_ORNAN
OG0000089	tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE, tr|L7MU75|L7MU75_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|K7N684|K7N684_MOUSE	tr|A0A6I8P8A3|A0A6I8P8A3_ORNAN
OG0000095	tr|Q7TQZ8|Q7TQZ8_MOUSE	tr|F7GAE5|F7GAE5_ORNAN
OG0000095	tr|Q8VGN6|Q8VGN6_MOUSE	tr|F7GAE8|F7GAE8_ORNAN, tr|F7GAF1|F7GAF1_ORNAN, tr|F6XEE2|F6XEE2_ORNAN, tr|A0A6I8N3W0|A0A6I8N3W0_ORNAN, tr|F7GAI8|F7GAI8_ORNAN, tr|F7GAE1|F7GAE1_ORNAN, tr|F7GAD4|F7GAD4_ORNAN, tr|F7GAD8|F7GAD8_ORNAN, tr|F7GA92|F7GA92_ORNAN, tr|A0A6I8NBS9|A0A6I8NBS9_ORNAN, tr|F7GAJ5|F7GAJ5_ORNAN
OG0000099	sp|Q7TMF5|SPA12_MOUSE	tr|F7DEQ3|F7DEQ3_ORNAN, tr|A0A6I8PB61|A0A6I8PB61_ORNAN, tr|F7DEE8|F7DEE8_ORNAN, tr|F7CZD2|F7CZD2_ORNAN, tr|F6SWD3|F6SWD3_ORNAN, tr|F7DMU0|F7DMU0_ORNAN, tr|F7G0Z9|F7G0Z9_ORNAN, tr|A0A6I8P6B6|A0A6I8P6B6_ORNAN, tr|A0A6I8PBA7|A0A6I8PBA7_ORNAN, tr|A0A6I8P0D1|A0A6I8P0D1_ORNAN, tr|A0A6I8NT22|A0A6I8NT22_ORNAN, tr|F7EBS3|F7EBS3_ORNAN, tr|A0A6I8NLR6|A0A6I8NLR6_ORNAN
OG0000104	tr|Q14AZ4|Q14AZ4_MOUSE, sp|Q8VI95|OAS1D_MOUSE, tr|A0A0J9YV76|A0A0J9YV76_MOUSE, sp|Q924S2|OAS1C_MOUSE, tr|Q8VI97|Q8VI97_MOUSE, sp|Q60856|OAS1B_MOUSE, sp|P11928|OAS1A_MOUSE, tr|Q8K469|Q8K469_MOUSE, sp|Q8VI94|OASL1_MOUSE, sp|Q9Z2F2|OASL2_MOUSE, sp|E9Q9A9|OAS2_MOUSE, sp|Q8VI93|OAS3_MOUSE	tr|A0A6I8NSG5|A0A6I8NSG5_ORNAN
OG0000105	sp|Q5QD15|TAAR4_MOUSE, sp|Q5QD14|TAAR5_MOUSE, sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE	tr|F7E0A6|F7E0A6_ORNAN
OG0000106	tr|B7ZC55|B7ZC55_MOUSE, tr|Q8C6E1|Q8C6E1_MOUSE, tr|B2RT54|B2RT54_MOUSE, tr|B1AQP7|B1AQP7_MOUSE, tr|Q3UZ24|Q3UZ24_MOUSE, tr|A2VDH7|A2VDH7_MOUSE, tr|Q8VDU3|Q8VDU3_MOUSE, tr|Q8C7I4|Q8C7I4_MOUSE, tr|G3X9K7|G3X9K7_MOUSE, tr|E9PZG0|E9PZG0_MOUSE, tr|E9PUZ0|E9PUZ0_MOUSE, tr|Q8CCA5|Q8CCA5_MOUSE	tr|A0A6I8N1D6|A0A6I8N1D6_ORNAN
OG0000108	tr|A0A140T8M3|A0A140T8M3_MOUSE, tr|A0A075B5N6|A0A075B5N6_MOUSE, tr|A0A0G2JGT0|A0A0G2JGT0_MOUSE, tr|A0A0B4J1J3|A0A0B4J1J3_MOUSE, tr|A0A075B5N5|A0A075B5N5_MOUSE, tr|A0A140T8P5|A0A140T8P5_MOUSE, tr|A0A140T8P7|A0A140T8P7_MOUSE, tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE, sp|P01632|KV1A1_MOUSE, tr|A0A075B5N4|A0A075B5N4_MOUSE, tr|A0A140T8M4|A0A140T8M4_MOUSE, tr|A0A075B5N3|A0A075B5N3_MOUSE	tr|F7B489|F7B489_ORNAN
OG0000116	tr|Q8VGP6|Q8VGP6_MOUSE, sp|P34984|OLF13_MOUSE, tr|Q8VES9|Q8VES9_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|K9J725|K9J725_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VEV1|Q8VEV1_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VF18|Q8VF18_MOUSE	tr|F6Y6X4|F6Y6X4_ORNAN
OG0000117	sp|Q9JM05|PIAS4_MOUSE	tr|K7EGF1|K7EGF1_ORNAN, tr|A0A6I8PF85|A0A6I8PF85_ORNAN, tr|A0A6I8PFF0|A0A6I8PFF0_ORNAN, tr|F7ERB3|F7ERB3_ORNAN, tr|K7ED30|K7ED30_ORNAN, tr|A0A6I8PHL9|A0A6I8PHL9_ORNAN, tr|K7EEW5|K7EEW5_ORNAN, tr|A0A6I8NDI3|A0A6I8NDI3_ORNAN, tr|A0A6I8NZY3|A0A6I8NZY3_ORNAN, tr|K7EFW2|K7EFW2_ORNAN, tr|A0A6I8NLU7|A0A6I8NLU7_ORNAN
OG0000118	sp|P16388|KCNA1_MOUSE	tr|F7G3Z7|F7G3Z7_ORNAN
OG0000118	sp|P63141|KCNA2_MOUSE	tr|F7A2Q7|F7A2Q7_ORNAN
OG0000118	sp|Q61762|KCNA5_MOUSE	tr|A0A6I8MX46|A0A6I8MX46_ORNAN
OG0000118	sp|Q61923|KCNA6_MOUSE	tr|F6VIL0|F6VIL0_ORNAN
OG0000118	sp|Q17ST2|KCNA7_MOUSE	tr|F7EG19|F7EG19_ORNAN
OG0000118	sp|P16390|KCNA3_MOUSE	tr|A0A6I8NV72|A0A6I8NV72_ORNAN
OG0000121	sp|Q2VLH6|C163A_MOUSE	tr|F6SXX1|F6SXX1_ORNAN, tr|F7EXR3|F7EXR3_ORNAN, tr|A0A6I8NW97|A0A6I8NW97_ORNAN, tr|F7EXQ9|F7EXQ9_ORNAN, tr|F7ETU1|F7ETU1_ORNAN, tr|F6TEB0|F6TEB0_ORNAN, tr|F6W058|F6W058_ORNAN, tr|F7G547|F7G547_ORNAN, tr|F6W080|F6W080_ORNAN, tr|F6TZP1|F6TZP1_ORNAN, tr|F6YXG0|F6YXG0_ORNAN
OG0000123	sp|P01821|HVM45_MOUSE, tr|A0A075B5P8|A0A075B5P8_MOUSE, tr|A0A075B5Q3|A0A075B5Q3_MOUSE, tr|A0A075B5Q8|A0A075B5Q8_MOUSE, tr|A0A075B696|A0A075B696_MOUSE, sp|P01820|HVM44_MOUSE, sp|P01819|HVM43_MOUSE, tr|A0A075B697|A0A075B697_MOUSE, tr|A0A075B6A7|A0A075B6A7_MOUSE, tr|A0A075B5Q5|A0A075B5Q5_MOUSE, tr|A0A075B5Q7|A0A075B5Q7_MOUSE	tr|F6QUD9|F6QUD9_ORNAN
OG0000124	sp|Q9ET39|SLAF6_MOUSE, sp|Q18PI6|SLAF5_MOUSE, sp|P18181|CD48_MOUSE, sp|Q01965|LY9_MOUSE, sp|Q9D780|SLAF9_MOUSE	tr|A0A6I8NBT9|A0A6I8NBT9_ORNAN, tr|A0A6I8N4I5|A0A6I8N4I5_ORNAN, tr|A0A6I8NVH3|A0A6I8NVH3_ORNAN, tr|A0A6I8NA22|A0A6I8NA22_ORNAN, tr|A0A6I8N006|A0A6I8N006_ORNAN, tr|A0A6I8NJG1|A0A6I8NJG1_ORNAN, tr|K7EEY3|K7EEY3_ORNAN
OG0000126	tr|Q9WV19|Q9WV19_MOUSE	tr|A0A6I8N1E2|A0A6I8N1E2_ORNAN
OG0000126	tr|E9PWV0|E9PWV0_MOUSE	tr|A0A6I8NVT3|A0A6I8NVT3_ORNAN, tr|F6S311|F6S311_ORNAN, tr|F7FA17|F7FA17_ORNAN, tr|A0A6I8NRP4|A0A6I8NRP4_ORNAN, tr|A0A6I8N554|A0A6I8N554_ORNAN, tr|F7FH53|F7FH53_ORNAN, tr|F6YJ27|F6YJ27_ORNAN, tr|A0A6I8N667|A0A6I8N667_ORNAN, tr|A0A6I8NCU0|A0A6I8NCU0_ORNAN
OG0000127	tr|Q811Q3|Q811Q3_MOUSE	tr|A0A6I8P3D8|A0A6I8P3D8_ORNAN, tr|A0A6I8N8H4|A0A6I8N8H4_ORNAN, tr|F6RQX8|F6RQX8_ORNAN, tr|F7FHJ5|F7FHJ5_ORNAN, tr|A0A6I8NJW9|A0A6I8NJW9_ORNAN, tr|F6X6Q3|F6X6Q3_ORNAN, tr|F6X6S3|F6X6S3_ORNAN, tr|F6ZFS7|F6ZFS7_ORNAN, tr|F7FV60|F7FV60_ORNAN, tr|A0A6I8P794|A0A6I8P794_ORNAN, tr|F6XF17|F6XF17_ORNAN
OG0000128	tr|J3KMU4|J3KMU4_MOUSE	tr|A0A6I8P212|A0A6I8P212_ORNAN
OG0000128	sp|Q6A085|ZN629_MOUSE	tr|A0A6I8NQN9|A0A6I8NQN9_ORNAN
OG0000128	tr|O88222|O88222_MOUSE	tr|A0A6I8N0I1|A0A6I8N0I1_ORNAN
OG0000128	tr|F7AIG4|F7AIG4_MOUSE, tr|O88245|O88245_MOUSE, tr|F7BTU1|F7BTU1_MOUSE	tr|A0A6I8N564|A0A6I8N564_ORNAN
OG0000130	sp|Q9WVB2|TLE2_MOUSE	tr|F6WJX7|F6WJX7_ORNAN
OG0000130	sp|Q08122|TLE3_MOUSE	tr|A0A6I8MZR3|A0A6I8MZR3_ORNAN
OG0000130	sp|Q62440|TLE1_MOUSE	tr|A0A6I8PP30|A0A6I8PP30_ORNAN
OG0000130	sp|Q62441|TLE4_MOUSE	tr|A0A6I8PCX9|A0A6I8PCX9_ORNAN
OG0000134	sp|Q80T03|MUC6_MOUSE	tr|A0A6I8N3A6|A0A6I8N3A6_ORNAN
OG0000134	sp|Q80Z19|MUC2_MOUSE	tr|A0A6I8N843|A0A6I8N843_ORNAN
OG0000134	tr|E9Q5I3|E9Q5I3_MOUSE	tr|A0A6I8NZ05|A0A6I8NZ05_ORNAN
OG0000134	tr|E9QAQ8|E9QAQ8_MOUSE	tr|A0A6I8MZS3|A0A6I8MZS3_ORNAN
OG0000135	tr|A2AT86|A2AT86_MOUSE, tr|A2AV41|A2AV41_MOUSE, tr|A0A1L1SQT2|A0A1L1SQT2_MOUSE, tr|Q7TR49|Q7TR49_MOUSE, tr|Q8VGT7|Q8VGT7_MOUSE, tr|L7MTT1|L7MTT1_MOUSE, tr|Q7TR35|Q7TR35_MOUSE, tr|A0A1L1STL1|A0A1L1STL1_MOUSE, tr|A2AVC7|A2AVC7_MOUSE	tr|F6XEK0|F6XEK0_ORNAN, tr|A0A6I8PE68|A0A6I8PE68_ORNAN
OG0000136	tr|Q7TS19|Q7TS19_MOUSE, tr|Q8VGA9|Q8VGA9_MOUSE, tr|Q9QZ20|Q9QZ20_MOUSE, tr|Q9QZ19|Q9QZ19_MOUSE, tr|Q9QZ22|Q9QZ22_MOUSE, tr|Q8VGA0|Q8VGA0_MOUSE, tr|Q8VG87|Q8VG87_MOUSE, tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE, tr|Q9QZ18|Q9QZ18_MOUSE, tr|Q80ZX9|Q80ZX9_MOUSE	tr|F6U9J8|F6U9J8_ORNAN
OG0000140	sp|Q8BW94|DYH3_MOUSE	tr|A0A6I8PH09|A0A6I8PH09_ORNAN
OG0000140	sp|Q3V0Q1|DYH12_MOUSE	tr|A0A6I8P2D3|A0A6I8P2D3_ORNAN
OG0000140	tr|E9Q0T8|E9Q0T8_MOUSE, tr|L7N1Y0|L7N1Y0_MOUSE, tr|A0A087WR13|A0A087WR13_MOUSE	tr|A0A6I8NRR7|A0A6I8NRR7_ORNAN
OG0000140	sp|P0C6F1|DYH2_MOUSE, tr|D3YYQ8|D3YYQ8_MOUSE	tr|A0A6I8PPI6|A0A6I8PPI6_ORNAN
OG0000143	tr|Q7TQS3|Q7TQS3_MOUSE, tr|Q8VGJ6|Q8VGJ6_MOUSE	tr|F7G262|F7G262_ORNAN
OG0000143	tr|A0A140LHU2|A0A140LHU2_MOUSE, tr|A0A1L1SVH0|A0A1L1SVH0_MOUSE, tr|Q8VEZ5|Q8VEZ5_MOUSE, tr|Q8VGP8|Q8VGP8_MOUSE, tr|Q8VEZ4|Q8VEZ4_MOUSE, tr|Q7TQS2|Q7TQS2_MOUSE, tr|Q8VF55|Q8VF55_MOUSE	tr|F7FUN7|F7FUN7_ORNAN
OG0000144	sp|Q8BWQ1|UD2A3_MOUSE, tr|Q91WH2|Q91WH2_MOUSE, sp|P17717|UDB17_MOUSE, tr|Q8VCN3|Q8VCN3_MOUSE, tr|Q3UEP4|Q3UEP4_MOUSE, tr|Q8BJL9|Q8BJL9_MOUSE, tr|Q8R084|Q8R084_MOUSE, tr|Q8K154|Q8K154_MOUSE, sp|Q6PDD0|UD2A2_MOUSE, sp|Q80X89|UD2A1_MOUSE	tr|A0A6I8PI52|A0A6I8PI52_ORNAN
OG0000150	sp|Q08642|PADI2_MOUSE	tr|A0A6I8N0Y9|A0A6I8N0Y9_ORNAN
OG0000150	sp|Q9Z185|PADI1_MOUSE	tr|A0A6I8NV05|A0A6I8NV05_ORNAN
OG0000150	sp|Q9Z184|PADI3_MOUSE	tr|K7EHD5|K7EHD5_ORNAN
OG0000150	sp|Q8K3V4|PADI6_MOUSE, sp|Q9Z183|PADI4_MOUSE	tr|F7G020|F7G020_ORNAN, tr|F6SL72|F6SL72_ORNAN, tr|F6RL45|F6RL45_ORNAN
OG0000151	sp|Q3U497|CLM7_MOUSE	tr|F7EX51|F7EX51_ORNAN, tr|A0A6I8PE22|A0A6I8PE22_ORNAN, tr|F7DW88|F7DW88_ORNAN, tr|A0A6I8MZA8|A0A6I8MZA8_ORNAN, tr|A0A6I8PIK8|A0A6I8PIK8_ORNAN, tr|A0A6I8NK56|A0A6I8NK56_ORNAN, tr|A0A6I8PH85|A0A6I8PH85_ORNAN, tr|A0A6I8NE56|A0A6I8NE56_ORNAN, tr|A0A6I8PLP5|A0A6I8PLP5_ORNAN, tr|F7D8W3|F7D8W3_ORNAN
OG0000155	sp|Q8K4Z6|GPC6A_MOUSE, sp|O70410|V2R1_MOUSE, tr|A0A3Q4EGR4|A0A3Q4EGR4_MOUSE, tr|K7N788|K7N788_MOUSE, tr|L7N2E9|L7N2E9_MOUSE, tr|K7N784|K7N784_MOUSE, tr|E9PYL5|E9PYL5_MOUSE, tr|H3BK29|H3BK29_MOUSE, tr|H3BJ88|H3BJ88_MOUSE	tr|F6WAH1|F6WAH1_ORNAN
OG0000157	tr|Q8VET4|Q8VET4_MOUSE, tr|E9PZU2|E9PZU2_MOUSE, tr|K7N5X7|K7N5X7_MOUSE, tr|F8VQB9|F8VQB9_MOUSE, tr|E9Q8M3|E9Q8M3_MOUSE, tr|Q7TRM6|Q7TRM6_MOUSE, tr|A2RTN7|A2RTN7_MOUSE, tr|E9Q8X3|E9Q8X3_MOUSE, tr|Q05A45|Q05A45_MOUSE	tr|F7ASZ6|F7ASZ6_ORNAN
OG0000159	tr|S4R196|S4R196_MOUSE, sp|O54749|CP2J5_MOUSE, tr|Q3UNV4|Q3UNV4_MOUSE, sp|O54750|CP2J6_MOUSE, tr|Q924D1|Q924D1_MOUSE, tr|G3UXT0|G3UXT0_MOUSE, tr|Q3UNV2|Q3UNV2_MOUSE, tr|G3UZ38|G3UZ38_MOUSE, tr|A0A140T8U1|A0A140T8U1_MOUSE	tr|F6ST99|F6ST99_ORNAN
OG0000160	tr|Q8VGD8|Q8VGD8_MOUSE	tr|F7EG65|F7EG65_ORNAN
OG0000160	tr|Q5NC45|Q5NC45_MOUSE	tr|A0A6I8PJJ9|A0A6I8PJJ9_ORNAN, tr|A0A6I8NW32|A0A6I8NW32_ORNAN, tr|A0A6I8PGX4|A0A6I8PGX4_ORNAN, tr|F7FZV7|F7FZV7_ORNAN, tr|A0A6I8PCC0|A0A6I8PCC0_ORNAN, tr|A0A6I8P8U6|A0A6I8P8U6_ORNAN, tr|F7FZV3|F7FZV3_ORNAN
OG0000162	tr|Q8VGV0|Q8VGV0_MOUSE, tr|Q3SXH8|Q3SXH8_MOUSE, tr|Q7TRN8|Q7TRN8_MOUSE, tr|Q8VGV1|Q8VGV1_MOUSE, tr|A0A2I3BS13|A0A2I3BS13_MOUSE, tr|A0A2I3BQ57|A0A2I3BQ57_MOUSE	tr|A0A6I8NGX5|A0A6I8NGX5_ORNAN, tr|A0A6I8NJE2|A0A6I8NJE2_ORNAN, tr|A0A6I8PJG9|A0A6I8PJG9_ORNAN, tr|A0A6I8P5C5|A0A6I8P5C5_ORNAN
OG0000163	tr|G5E8L3|G5E8L3_MOUSE, sp|Q8CHQ9|NT8F2_MOUSE, sp|Q9JIY7|NAT8_MOUSE, sp|Q9QXS8|CMLO5_MOUSE, sp|Q9JIZ0|CMLO1_MOUSE, sp|E0CYC6|NAT8B_MOUSE, sp|E0CYR6|NT8F7_MOUSE, sp|Q9JIY8|NT8F3_MOUSE	tr|F6YE19|F6YE19_ORNAN, tr|A0A6I8NEN4|A0A6I8NEN4_ORNAN
OG0000166	tr|Q61406|Q61406_MOUSE, tr|A0A668KLU9|A0A668KLU9_MOUSE	tr|A0A6I8PR70|A0A6I8PR70_ORNAN, tr|A0A6I8P7D4|A0A6I8P7D4_ORNAN, tr|F7E8C7|F7E8C7_ORNAN
OG0000166	sp|P06909|CFAH_MOUSE, tr|E9Q8B5|E9Q8B5_MOUSE	tr|F7E7N4|F7E7N4_ORNAN, tr|A0A6I8PG17|A0A6I8PG17_ORNAN, tr|A0A6I8P998|A0A6I8P998_ORNAN
OG0000168	tr|G3X952|G3X952_MOUSE	tr|A0A6I8N6Q0|A0A6I8N6Q0_ORNAN
OG0000168	sp|B2KFW1|ZSC20_MOUSE	tr|A0A6I8NU40|A0A6I8NU40_ORNAN
OG0000168	tr|E9Q5B4|E9Q5B4_MOUSE	tr|A0A6I8NNQ9|A0A6I8NNQ9_ORNAN, tr|F6YR66|F6YR66_ORNAN, tr|F6W347|F6W347_ORNAN, tr|A0A6I8P5H0|A0A6I8P5H0_ORNAN
OG0000170	tr|L7N245|L7N245_MOUSE, tr|D3Z1W5|D3Z1W5_MOUSE, tr|K7N6K9|K7N6K9_MOUSE, sp|P52843|ST2A1_MOUSE, sp|P50236|ST2A2_MOUSE, tr|B2RVI8|B2RVI8_MOUSE, tr|A0A1B0GRF0|A0A1B0GRF0_MOUSE, sp|Q8BGL3|ST2A8_MOUSE, sp|O35400|ST2B1_MOUSE	tr|F6UUE4|F6UUE4_ORNAN
OG0000172	sp|O08583|THOC4_MOUSE, sp|Q9JJW6|ALRF2_MOUSE, tr|A0A087WNP0|A0A087WNP0_MOUSE, tr|A0A3B2W7J0|A0A3B2W7J0_MOUSE, tr|K9J7E2|K9J7E2_MOUSE, tr|E9PX25|E9PX25_MOUSE, tr|E9PZY4|E9PZY4_MOUSE, tr|E9Q4G9|E9Q4G9_MOUSE, tr|L7N2C4|L7N2C4_MOUSE	tr|A0A6I8NZ45|A0A6I8NZ45_ORNAN
OG0000175	sp|P70352|NAR5_MOUSE	tr|F6X5Z1|F6X5Z1_ORNAN, tr|F7BQR2|F7BQR2_ORNAN, tr|A0A6I8NEQ1|A0A6I8NEQ1_ORNAN, tr|A0A6I8NNH1|A0A6I8NNH1_ORNAN, tr|F7BVA7|F7BVA7_ORNAN, tr|F7FXS0|F7FXS0_ORNAN, tr|F7C444|F7C444_ORNAN, tr|F7F927|F7F927_ORNAN, tr|F6TNG2|F6TNG2_ORNAN
OG0000176	sp|Q9DAU7|WFDC2_MOUSE	tr|A0A6I8P6W5|A0A6I8P6W5_ORNAN
OG0000176	sp|P62810|WFD18_MOUSE, tr|Q5SSJ1|Q5SSJ1_MOUSE	tr|A0A6I8P7P4|A0A6I8P7P4_ORNAN, tr|A0A6I8P8T3|A0A6I8P8T3_ORNAN, tr|A0A6I8PFE9|A0A6I8PFE9_ORNAN, tr|A0A6I8NPJ2|A0A6I8NPJ2_ORNAN, tr|A0A6I8N7J2|A0A6I8N7J2_ORNAN, tr|A0A6I8PMG4|A0A6I8PMG4_ORNAN
OG0000177	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A6I8N4R1|A0A6I8N4R1_ORNAN
OG0000177	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A6I8NJJ7|A0A6I8NJJ7_ORNAN
OG0000177	sp|Q9WV27|AT1A4_MOUSE, sp|Q64436|ATP4A_MOUSE, sp|Q9Z1W8|AT12A_MOUSE	tr|A0A6I8PIQ5|A0A6I8PIQ5_ORNAN
OG0000177	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A6I8PQW7|A0A6I8PQW7_ORNAN
OG0000179	sp|P43277|H13_MOUSE, sp|P15864|H12_MOUSE, sp|P43274|H14_MOUSE	tr|A0A6I8NUL9|A0A6I8NUL9_ORNAN, tr|A0A6I8MZ61|A0A6I8MZ61_ORNAN, tr|A0A6I8P819|A0A6I8P819_ORNAN, tr|A0A6I8P081|A0A6I8P081_ORNAN, tr|F7BWA7|F7BWA7_ORNAN, tr|A0A6I8N3F0|A0A6I8N3F0_ORNAN, tr|A0A6I8P1Z1|A0A6I8P1Z1_ORNAN
OG0000180	sp|Q80WM7|PRS33_MOUSE	tr|F7G998|F7G998_ORNAN
OG0000180	sp|Q8BLH5|TSP50_MOUSE	tr|A0A6I8MY54|A0A6I8MY54_ORNAN, tr|F7ER41|F7ER41_ORNAN, tr|F7ENA0|F7ENA0_ORNAN, tr|F7EDA2|F7EDA2_ORNAN, tr|A0A6I8NPA4|A0A6I8NPA4_ORNAN, tr|F6ZYF9|F6ZYF9_ORNAN, tr|A0A6I8NIU4|A0A6I8NIU4_ORNAN
OG0000188	tr|A0A1B0GS75|A0A1B0GS75_MOUSE, sp|Q99J93|IFM2_MOUSE, sp|Q9CQW9|IFM3_MOUSE, sp|Q9D103|IFM1_MOUSE, tr|G3X9Z2|G3X9Z2_MOUSE	tr|A0A6I8N1E1|A0A6I8N1E1_ORNAN, tr|A0A6I8PA59|A0A6I8PA59_ORNAN, tr|A0A6I8P0E1|A0A6I8P0E1_ORNAN, tr|A0A6I8PFU8|A0A6I8PFU8_ORNAN
OG0000190	sp|Q9R0K7|AT2B2_MOUSE	tr|A0A6I8PEW2|A0A6I8PEW2_ORNAN
OG0000190	sp|G5E829|AT2B1_MOUSE	tr|A0A6I8NKN2|A0A6I8NKN2_ORNAN
OG0000190	sp|Q6Q477|AT2B4_MOUSE	tr|F6WCS9|F6WCS9_ORNAN, tr|F6ZXY3|F6ZXY3_ORNAN
OG0000190	tr|Q0VF55|Q0VF55_MOUSE	tr|F6QI04|F6QI04_ORNAN
OG0000191	sp|Q63886|UD11_MOUSE, tr|B2RT14|B2RT14_MOUSE, sp|P70691|UD12_MOUSE, tr|K9J7B2|K9J7B2_MOUSE, sp|Q64435|UD16_MOUSE, sp|Q6ZQM8|UD17_MOUSE, tr|D3Z748|D3Z748_MOUSE, sp|Q62452|UD19_MOUSE	tr|A0A6I8PJG8|A0A6I8PJG8_ORNAN
OG0000192	sp|Q8VC69|S22A6_MOUSE	tr|A0A6I8PM10|A0A6I8PM10_ORNAN
OG0000192	sp|Q80UJ1|S22AK_MOUSE	tr|F6ZY13|F6ZY13_ORNAN, tr|A0A6I8MXP7|A0A6I8MXP7_ORNAN, tr|A0A6I8NAZ5|A0A6I8NAZ5_ORNAN, tr|A0A6I8NRA2|A0A6I8NRA2_ORNAN
OG0000192	sp|O88909|S22A8_MOUSE	tr|K7EEP0|K7EEP0_ORNAN
OG0000193	sp|P17156|HSP72_MOUSE	tr|F6ZXI7|F6ZXI7_ORNAN
OG0000193	sp|P63017|HSP7C_MOUSE	tr|F7C291|F7C291_ORNAN
OG0000193	sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE, sp|P16627|HS71L_MOUSE	tr|A0A6I8PEP1|A0A6I8PEP1_ORNAN, tr|F6UIZ9|F6UIZ9_ORNAN
