Orthogroup	Mus_musculus	Equus_caballus
OG0002322	sp|Q91XE4|ACY3_MOUSE, sp|Q8R3P0|ACY2_MOUSE	tr|F6WMI4|F6WMI4_HORSE
OG0002323	sp|O35683|NDUA1_MOUSE	tr|A0A3Q2HJZ1|A0A3Q2HJZ1_HORSE, tr|F6VHR9|F6VHR9_HORSE
OG0002324	sp|A2AHC3|CAMP1_MOUSE	tr|A0A3Q2IAG6|A0A3Q2IAG6_HORSE, tr|F6SZM0|F6SZM0_HORSE
OG0002325	sp|Q9Z1D1|EIF3G_MOUSE	tr|A0A3Q2GWJ1|A0A3Q2GWJ1_HORSE, tr|F6XXB5|F6XXB5_HORSE
OG0002326	sp|Q8VHA6|ASB18_MOUSE, sp|Q8VHS5|ASB16_MOUSE	tr|F6Y0S8|F6Y0S8_HORSE
OG0002327	sp|Q8BND4|INT6L_MOUSE, tr|Q3UJ22|Q3UJ22_MOUSE	tr|A0A3Q2GXB7|A0A3Q2GXB7_HORSE
OG0002328	sp|Q62313|TGON1_MOUSE, sp|Q62314|TGON2_MOUSE	tr|A0A3Q2KP35|A0A3Q2KP35_HORSE
OG0002329	sp|P97360|ETV6_MOUSE	tr|A0A3Q2L532|A0A3Q2L532_HORSE, tr|F7DTC2|F7DTC2_HORSE
OG0002330	tr|J3QP53|J3QP53_MOUSE, sp|O70220|FOXQ1_MOUSE	tr|A0A3Q2I619|A0A3Q2I619_HORSE
OG0002331	sp|P09793|CTLA4_MOUSE	tr|F6VF54|F6VF54_HORSE, tr|F6WWE3|F6WWE3_HORSE
OG0002332	sp|Q9JI48|PLAC8_MOUSE	tr|F7DTR9|F7DTR9_HORSE, tr|F7D1W3|F7D1W3_HORSE
OG0002333	sp|P09535|IGF2_MOUSE	sp|P51459|IGF2_HORSE, tr|A0A5F5PYE5|A0A5F5PYE5_HORSE
OG0002334	sp|P60766|CDC42_MOUSE	tr|F6SXQ9|F6SXQ9_HORSE, tr|F7A2U2|F7A2U2_HORSE
OG0002335	tr|D3Z2H9|D3Z2H9_MOUSE, sp|Q6IRU2|TPM4_MOUSE	sp|P02561|TPM4_HORSE
OG0002336	sp|Q9WVC3|CAV2_MOUSE	sp|Q2QLB1|CAV2_HORSE, tr|A0A3Q2L026|A0A3Q2L026_HORSE
OG0002337	sp|Q8BQY8|HUS1_MOUSE, sp|Q8K572|HUS1B_MOUSE	tr|A0A3Q2HPV3|A0A3Q2HPV3_HORSE
OG0002338	tr|Q7TS18|Q7TS18_MOUSE	tr|F6Y832|F6Y832_HORSE, tr|F6XZ72|F6XZ72_HORSE
OG0002339	sp|Q9D6P8|CALL3_MOUSE	tr|F7A4H0|F7A4H0_HORSE, tr|A0A3Q2HC63|A0A3Q2HC63_HORSE
OG0002340	sp|Q9R0P9|UCHL1_MOUSE	tr|A0A3Q2GVL4|A0A3Q2GVL4_HORSE, sp|Q9GM50|UCHL1_HORSE
OG0002341	sp|P97769|CITE1_MOUSE, sp|O35740|CITE2_MOUSE	tr|A0A3Q2HF66|A0A3Q2HF66_HORSE
OG0002342	sp|Q9JKL5|CHP3_MOUSE, tr|Q9DAJ7|Q9DAJ7_MOUSE	tr|A0A3Q2I9A1|A0A3Q2I9A1_HORSE
OG0002343	sp|Q9QXT8|CSEN_MOUSE, sp|Q6PHZ8|KCIP4_MOUSE	tr|A0A3Q2L177|A0A3Q2L177_HORSE
OG0002344	sp|Q9EST4|PSMG2_MOUSE	tr|F6ZQW8|F6ZQW8_HORSE, tr|A0A3Q2LIG7|A0A3Q2LIG7_HORSE
OG0002345	tr|Q3V2K7|Q3V2K7_MOUSE, sp|Q9JIH2|NUP50_MOUSE	tr|A0A5F5PZ53|A0A5F5PZ53_HORSE
OG0002346	tr|Q80ZX9|Q80ZX9_MOUSE, tr|Q9QZ18|Q9QZ18_MOUSE	tr|F6Y575|F6Y575_HORSE
OG0002347	sp|P22858|PTHR_MOUSE	tr|F7CTF0|F7CTF0_HORSE, sp|Q9GMB7|PTHR_HORSE
OG0002348	tr|Q8VG32|Q8VG32_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE	tr|F6SKE4|F6SKE4_HORSE
OG0002349	sp|O35593|PSDE_MOUSE, sp|O35864|CSN5_MOUSE	tr|F7AU83|F7AU83_HORSE
OG0002350	sp|Q8CFG4|DMRTA_MOUSE, sp|Q9QZ59|DMRT1_MOUSE	tr|F7B5M6|F7B5M6_HORSE
OG0002351	tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE	tr|A0A3Q2I5R8|A0A3Q2I5R8_HORSE
OG0002352	tr|Q3V2J1|Q3V2J1_MOUSE, sp|Q99JL1|SPEF1_MOUSE	tr|F6S0V8|F6S0V8_HORSE
OG0002353	sp|Q64GA5|PA24C_MOUSE, sp|Q50L41|PA24F_MOUSE	tr|F6S266|F6S266_HORSE
OG0002354	tr|Q52KG3|Q52KG3_MOUSE, sp|Q6PCZ4|MAGE1_MOUSE	tr|F6TW73|F6TW73_HORSE
OG0002355	sp|G5E897|PLGT3_MOUSE, sp|Q9JHP7|PLGT2_MOUSE	tr|F7BK32|F7BK32_HORSE
OG0002356	sp|Q99J55|IER5L_MOUSE, sp|O89113|IER5_MOUSE	tr|A0A3Q2HQB4|A0A3Q2HQB4_HORSE
OG0002357	tr|D3YYJ7|D3YYJ7_MOUSE, sp|Q8R1M8|MPTX_MOUSE	tr|F6Z592|F6Z592_HORSE
OG0002358	sp|Q99LU0|CH1B1_MOUSE, sp|Q9CQD4|CH1B2_MOUSE	tr|F7AVT9|F7AVT9_HORSE
OG0002359	sp|P05201|AATC_MOUSE	tr|F7CDB4|F7CDB4_HORSE, sp|P08906|AATC_HORSE
OG0002360	tr|Q6S9I3|Q6S9I3_MOUSE, sp|O08677|KNG1_MOUSE	tr|A0A5F5PUE2|A0A5F5PUE2_HORSE
OG0002361	sp|Q9DCI9|RM32_MOUSE	tr|F6Y3H3|F6Y3H3_HORSE, tr|F6W2C8|F6W2C8_HORSE
OG0002362	sp|P01108|MYC_MOUSE, sp|Q6P8Z1|MYCB_MOUSE	tr|F6YAJ2|F6YAJ2_HORSE
OG0002363	sp|A2AUU0|METL8_MOUSE, sp|Q8BMK1|METL2_MOUSE	tr|F7B5N4|F7B5N4_HORSE
OG0002364	sp|Q9WTW2|KCNE3_MOUSE, sp|Q9QZ26|KCNE5_MOUSE	tr|F7E1K1|F7E1K1_HORSE
OG0002365	sp|Q3UYI5|RGL3_MOUSE, sp|Q60695|RGL1_MOUSE	tr|A0A3Q2I8Y4|A0A3Q2I8Y4_HORSE
OG0002366	sp|Q9EQJ0|TPC1_MOUSE	tr|A0A3Q2L346|A0A3Q2L346_HORSE, tr|F6XYZ7|F6XYZ7_HORSE
OG0002367	sp|Q8R0J1|PKHG6_MOUSE	tr|F6QR25|F6QR25_HORSE, tr|A0A5F5PUI8|A0A5F5PUI8_HORSE
OG0002368	sp|Q710D3|UN93A_MOUSE, tr|B2RWK3|B2RWK3_MOUSE	tr|F6SCS7|F6SCS7_HORSE
OG0002369	sp|P61255|RL26_MOUSE	tr|F7C4K4|F7C4K4_HORSE, tr|F6TSK0|F6TSK0_HORSE
OG0002370	sp|D3KU66|ASMT_MOUSE	tr|A0A3Q2HWZ5|A0A3Q2HWZ5_HORSE, tr|F6WEJ3|F6WEJ3_HORSE
OG0002371	sp|Q9Z104|HM20B_MOUSE, sp|Q9DC33|HM20A_MOUSE	tr|F7B7Y3|F7B7Y3_HORSE
OG0002372	sp|Q9D8U2|TM41A_MOUSE, sp|Q8K1A5|TM41B_MOUSE	tr|F7DGJ2|F7DGJ2_HORSE
OG0002373	sp|P05017|IGF1_MOUSE	tr|A0A3Q2HFR3|A0A3Q2HFR3_HORSE, sp|P51458|IGF1_HORSE
OG0002374	sp|Q9EP89|LACTB_MOUSE	tr|A0A3Q2H5P2|A0A3Q2H5P2_HORSE, tr|A0A5F5PL31|A0A5F5PL31_HORSE
OG0002375	sp|A2ACG1|TLDC2_MOUSE	tr|F6ZJL7|F6ZJL7_HORSE, tr|F6TGF4|F6TGF4_HORSE
OG0002376	sp|Q9EQQ3|GPR63_MOUSE, sp|Q9EQQ4|GPR45_MOUSE	tr|F6ZCN3|F6ZCN3_HORSE
OG0002377	sp|Q8BGS2|BOLA2_MOUSE	tr|F7DRV1|F7DRV1_HORSE, tr|A0A3Q2HN80|A0A3Q2HN80_HORSE
OG0002378	sp|Q8BGT9|GLT12_MOUSE, sp|O08832|GALT4_MOUSE	tr|A0A3Q2KSR4|A0A3Q2KSR4_HORSE
OG0002379	tr|Q9JLI2|Q9JLI2_MOUSE, sp|O88207|CO5A1_MOUSE	tr|A0A5F5PRZ7|A0A5F5PRZ7_HORSE
OG0002380	sp|P30558|PAR1_MOUSE	tr|A0A3Q2KVH0|A0A3Q2KVH0_HORSE, tr|F6WW26|F6WW26_HORSE
OG0002381	sp|P62908|RS3_MOUSE	tr|F7BA94|F7BA94_HORSE, tr|A0A5F5PS90|A0A5F5PS90_HORSE
OG0002382	sp|Q6VVW9|CP2R1_MOUSE	tr|F7DCA3|F7DCA3_HORSE, tr|A0A3Q2I0N5|A0A3Q2I0N5_HORSE
OG0002383	sp|Q9DCR2|AP3S1_MOUSE, sp|Q8BSZ2|AP3S2_MOUSE	tr|A0A3Q2HAI5|A0A3Q2HAI5_HORSE
OG0002384	sp|Q9D9J8|BPIA3_MOUSE	tr|A0A3Q2HWX3|A0A3Q2HWX3_HORSE, tr|A0A3Q2HZ59|A0A3Q2HZ59_HORSE
OG0002385	sp|Q61481|PDE1A_MOUSE, sp|Q01065|PDE1B_MOUSE	tr|F6U1G4|F6U1G4_HORSE
OG0002386	tr|Q9R0K2|Q9R0K2_MOUSE, sp|Q60878|OL140_MOUSE	tr|F6ZD83|F6ZD83_HORSE
OG0002387	sp|P06281|RENI1_MOUSE, sp|P00796|RENI2_MOUSE	tr|F7BKI2|F7BKI2_HORSE
OG0002388	sp|G5E8V9|ARFP1_MOUSE, sp|Q8K221|ARFP2_MOUSE	tr|F7BQK9|F7BQK9_HORSE
OG0002389	sp|P62317|SMD2_MOUSE	tr|F7CK08|F7CK08_HORSE, tr|A0A3Q2H3K0|A0A3Q2H3K0_HORSE
OG0002390	sp|Q04997|INHA_MOUSE	sp|P55101|INHA_HORSE, tr|F6UTU7|F6UTU7_HORSE
OG0002391	sp|P48302|EDNRB_MOUSE	tr|A0A3Q2LBB2|A0A3Q2LBB2_HORSE, sp|O62709|EDNRB_HORSE
OG0002392	sp|Q6WVG3|KCD12_MOUSE, tr|Q8C7J6|Q8C7J6_MOUSE	tr|A0A5F5PZS2|A0A5F5PZS2_HORSE
OG0002393	tr|A0A0J9YUX7|A0A0J9YUX7_MOUSE	tr|F6QB34|F6QB34_HORSE, tr|A0A3Q2HR99|A0A3Q2HR99_HORSE
OG0002394	sp|O54974|LEG7_MOUSE	tr|F6SX07|F6SX07_HORSE, tr|F6UBS9|F6UBS9_HORSE
OG0002395	sp|Q7TNU6|ZN250_MOUSE	tr|F7DPF8|F7DPF8_HORSE, tr|F6ZP08|F6ZP08_HORSE
OG0002396	sp|P56375|ACYP2_MOUSE	tr|A0A5F5PLZ9|A0A5F5PLZ9_HORSE, sp|P00818|ACYP2_HORSE
OG0002397	sp|Q63810|CANB1_MOUSE, sp|Q63811|CANB2_MOUSE	tr|A0A3Q2H2L8|A0A3Q2H2L8_HORSE
OG0002398	sp|Q9JJ61|GLT16_MOUSE, sp|Q8BVG5|GLT14_MOUSE	tr|F7CGA1|F7CGA1_HORSE
OG0002399	sp|P0DMN7|DCAM1_MOUSE, sp|D3Z6H8|DCAM2_MOUSE	tr|A0A3Q2I2X7|A0A3Q2I2X7_HORSE
OG0002400	tr|G3XA30|G3XA30_MOUSE, sp|Q3V124|EID3_MOUSE	tr|F6YCZ4|F6YCZ4_HORSE
OG0002401	tr|G5E8W5|G5E8W5_MOUSE, tr|Q9D262|Q9D262_MOUSE	tr|A0A3Q2LTH8|A0A3Q2LTH8_HORSE
OG0002402	sp|Q7TSY8|SGO2_MOUSE, tr|J3QMK1|J3QMK1_MOUSE	tr|F7B6E7|F7B6E7_HORSE
OG0002403	sp|Q2EMV9|PAR14_MOUSE	tr|F6S1K6|F6S1K6_HORSE, tr|A0A3Q2H6H0|A0A3Q2H6H0_HORSE
OG0002404	sp|Q80UP3|DGKZ_MOUSE	tr|A0A3Q2H2U8|A0A3Q2H2U8_HORSE, tr|A0A3Q2GU64|A0A3Q2GU64_HORSE
OG0002405	sp|P55002|MFAP2_MOUSE, sp|Q9QZJ6|MFAP5_MOUSE	tr|A0A3Q2HBM1|A0A3Q2HBM1_HORSE
OG0002406	sp|Q9CQ74|LERL1_MOUSE, sp|O89013|OBRG_MOUSE	tr|A0A3Q2HPK7|A0A3Q2HPK7_HORSE
OG0002407	sp|Q8BHD4|FRMD3_MOUSE, tr|Q9D7L5|Q9D7L5_MOUSE	tr|F6TL81|F6TL81_HORSE
OG0002408	sp|Q6PFE7|TEFF1_MOUSE, sp|Q9QYM9|TEFF2_MOUSE	tr|F6VIK8|F6VIK8_HORSE
OG0002409	sp|Q8R3Q6|MIX23_MOUSE	tr|A0A3Q2GWQ9|A0A3Q2GWQ9_HORSE, tr|F7C2U3|F7C2U3_HORSE
OG0002410	tr|Q8C6P5|Q8C6P5_MOUSE, sp|Q3KNI6|DAAF6_MOUSE	tr|A0A3Q2HEZ3|A0A3Q2HEZ3_HORSE
OG0002411	sp|Q9D5S1|TX19B_MOUSE, sp|Q99MV2|TX19A_MOUSE	tr|A0A3Q2HX36|A0A3Q2HX36_HORSE
OG0002412	sp|Q9NYQ2|HAOX2_MOUSE, sp|Q9WU19|HAOX1_MOUSE	tr|A0A3Q2GX23|A0A3Q2GX23_HORSE
OG0002413	sp|P60894|GPR85_MOUSE, sp|Q6PI62|GP173_MOUSE	tr|A0A3Q2LHI9|A0A3Q2LHI9_HORSE
OG0002414	sp|P43081|GUC1A_MOUSE	tr|A0A5F5PRY3|A0A5F5PRY3_HORSE, tr|F6ZEF9|F6ZEF9_HORSE
OG0002415	tr|E9PVG0|E9PVG0_MOUSE, sp|Q8BUH7|RNF26_MOUSE	tr|F7BPZ7|F7BPZ7_HORSE
OG0002416	sp|Q8BGW0|THMS1_MOUSE, sp|Q9CU24|THMS3_MOUSE	tr|A0A3Q2IDT7|A0A3Q2IDT7_HORSE
OG0002417	sp|Q9CQE0|RN138_MOUSE, tr|Q9D9M9|Q9D9M9_MOUSE	tr|A0A3Q2I8S3|A0A3Q2I8S3_HORSE
OG0002418	sp|Q99PM9|UCK2_MOUSE, sp|Q91YL3|UCKL1_MOUSE	tr|F6WUP2|F6WUP2_HORSE
OG0002419	sp|Q91YA2|KPSH1_MOUSE	tr|F6X9W0|F6X9W0_HORSE, tr|F6T369|F6T369_HORSE
OG0002420	sp|P58019|CD59B_MOUSE, sp|O55186|CD59A_MOUSE	tr|A0A3Q2HYK8|A0A3Q2HYK8_HORSE
OG0002421	tr|Q7TQT8|Q7TQT8_MOUSE, tr|A0A140T8K7|A0A140T8K7_MOUSE	tr|F6W206|F6W206_HORSE
OG0002422	sp|P01878|IGHA_MOUSE, tr|A0A0A6YXW6|A0A0A6YXW6_MOUSE	tr|H9GZV1|H9GZV1_HORSE
OG0002423	sp|Q80WM5|HPLN3_MOUSE, sp|Q9QUP5|HPLN1_MOUSE	sp|Q28381|HPLN1_HORSE
OG0002424	sp|Q8C0J2|A16L1_MOUSE, tr|A0A140LHH9|A0A140LHH9_MOUSE	tr|A0A3Q2HW74|A0A3Q2HW74_HORSE
OG0002425	sp|Q9Z0K8|VNN1_MOUSE, sp|Q9QZ25|VNN3_MOUSE	tr|F6VAS5|F6VAS5_HORSE
OG0002426	sp|Q9QZU9|UB2L6_MOUSE, sp|P68037|UB2L3_MOUSE	tr|A0A3Q2I473|A0A3Q2I473_HORSE
OG0002427	sp|Q8JZZ0|UD3A2_MOUSE, sp|Q3UP75|UD3A1_MOUSE	tr|A0A5F5PKU0|A0A5F5PKU0_HORSE
OG0002428	sp|O54851|CXD2_MOUSE, sp|Q91YD1|CXD3_MOUSE	tr|F7A2N1|F7A2N1_HORSE
OG0002429	sp|Q640P7|TBCC1_MOUSE, sp|Q8VCN9|TBCC_MOUSE	tr|F7B7T0|F7B7T0_HORSE
OG0002430	sp|Q7TNH6|NPHP3_MOUSE, sp|Q692V3|TTC41_MOUSE	tr|A0A3Q2H6S6|A0A3Q2H6S6_HORSE
OG0002431	tr|A0A140LIR9|A0A140LIR9_MOUSE, tr|A0A5F8MPE2|A0A5F8MPE2_MOUSE	tr|A0A3Q2HA11|A0A3Q2HA11_HORSE
OG0002432	sp|O09131|GSTO1_MOUSE, sp|Q8K2Q2|GSTO2_MOUSE	tr|A0A5F5PNA8|A0A5F5PNA8_HORSE
OG0002433	tr|A0A1B0GSW2|A0A1B0GSW2_MOUSE, sp|Q91VI7|RINI_MOUSE	tr|A0A3Q2GW51|A0A3Q2GW51_HORSE
OG0002434	sp|O55003|BNIP3_MOUSE	tr|A0A3Q2LHL4|A0A3Q2LHL4_HORSE, tr|F6QW00|F6QW00_HORSE
OG0002435	sp|Q9D5R2|WDR20_MOUSE, tr|Q3UWE6|Q3UWE6_MOUSE	tr|A0A5F5PPG0|A0A5F5PPG0_HORSE
OG0002436	sp|Q9Z0Y9|NR1H3_MOUSE, sp|Q60644|NR1H2_MOUSE	tr|F6U0L4|F6U0L4_HORSE
OG0002437	sp|A2AKK5|ACNT1_MOUSE, sp|Q8BGG9|ACNT2_MOUSE	tr|F6Q5W5|F6Q5W5_HORSE
OG0002438	sp|P22723|GBRG2_MOUSE, sp|Q9R0Y8|GBRG1_MOUSE	tr|F6ZRR6|F6ZRR6_HORSE
OG0002439	sp|Q61183|PAPOA_MOUSE, sp|Q9WVP6|PAPOB_MOUSE	tr|A0A3Q2H0G2|A0A3Q2H0G2_HORSE
OG0002440	sp|Q9QXD6|F16P1_MOUSE, sp|P70695|F16P2_MOUSE	tr|A0A5F5PNA2|A0A5F5PNA2_HORSE
OG0002441	sp|Q64133|AOFA_MOUSE	sp|Q5NU32|AOFA_HORSE, tr|A0A3Q2I7M5|A0A3Q2I7M5_HORSE
OG0002442	tr|B1AWG4|B1AWG4_MOUSE, tr|A2A9H6|A2A9H6_MOUSE	tr|A0A3Q2GVN5|A0A3Q2GVN5_HORSE
OG0002443	tr|A0A1B0GQY9|A0A1B0GQY9_MOUSE, sp|P59997|KDM2A_MOUSE	tr|A0A3Q2L4T3|A0A3Q2L4T3_HORSE
OG0002444	sp|Q8R5C5|ACTY_MOUSE, sp|P61164|ACTZ_MOUSE	tr|F7DZD7|F7DZD7_HORSE
OG0002445	sp|Q3UW53|NIBA1_MOUSE, tr|D3YZB0|D3YZB0_MOUSE	tr|F7BTK9|F7BTK9_HORSE
OG0002446	sp|O70546|KDM6A_MOUSE, sp|P79457|UTY_MOUSE	tr|A0A3Q2LHQ4|A0A3Q2LHQ4_HORSE
OG0002447	sp|Q9Z103|ADNP_MOUSE	tr|A0A5F5PIM3|A0A5F5PIM3_HORSE, tr|A0A3Q2HMC3|A0A3Q2HMC3_HORSE
OG0002448	sp|Q99JT6|TLCD1_MOUSE, sp|Q8VC26|TLCD2_MOUSE	tr|F6WSW0|F6WSW0_HORSE
OG0002449	tr|Q8C0S0|Q8C0S0_MOUSE, sp|Q8CE22|DMTF1_MOUSE	tr|A0A3Q2HUT8|A0A3Q2HUT8_HORSE
OG0002450	sp|Q06985|SIA1B_MOUSE, sp|P61092|SIA1A_MOUSE	tr|F6WSH9|F6WSH9_HORSE
OG0002451	sp|Q63836|SBP2_MOUSE, sp|P17563|SBP1_MOUSE	tr|F7CI32|F7CI32_HORSE
OG0002452	sp|Q8K370|ACD10_MOUSE, tr|D3Z7X0|D3Z7X0_MOUSE	tr|A0A3Q2I7J0|A0A3Q2I7J0_HORSE
OG0002453	sp|O70169|PRS39_MOUSE, sp|A6H6T1|PRS40_MOUSE	tr|A0A3Q2GVM1|A0A3Q2GVM1_HORSE
OG0002454	sp|Q8K274|KT3K_MOUSE, sp|Q9ER35|FN3K_MOUSE	tr|A0A5F5PHY6|A0A5F5PHY6_HORSE
OG0002455	tr|Q8VGK1|Q8VGK1_MOUSE, tr|Q8VGK0|Q8VGK0_MOUSE	tr|F6QRI1|F6QRI1_HORSE
OG0002456	sp|P51675|CCR1_MOUSE, sp|P51676|CC1L1_MOUSE	tr|F6U0D1|F6U0D1_HORSE
OG0002457	sp|Q8C025|CHPT1_MOUSE, sp|Q80TA1|EPT1_MOUSE	tr|F7BN81|F7BN81_HORSE
OG0002458	tr|J3QQ10|J3QQ10_MOUSE, sp|Q9D011|MPLKI_MOUSE	tr|A0A3Q2IDL9|A0A3Q2IDL9_HORSE
OG0002516	tr|Q9CQ73|Q9CQ73_MOUSE	tr|A0A3Q2GT10|A0A3Q2GT10_HORSE
OG0002517	sp|Q924A0|TF7L2_MOUSE	tr|A0A3Q2GUT0|A0A3Q2GUT0_HORSE
OG0002518	sp|Q9JL62|GLTP_MOUSE	tr|A0A3Q2GX36|A0A3Q2GX36_HORSE
OG0002519	sp|Q80U59|K0232_MOUSE	tr|A0A3Q2GYC5|A0A3Q2GYC5_HORSE
OG0002520	sp|A6X935|ITIH4_MOUSE	tr|A0A3Q2H3F6|A0A3Q2H3F6_HORSE
OG0002521	sp|Q8CI11|GNL3_MOUSE	tr|A0A3Q2H637|A0A3Q2H637_HORSE
OG0002522	sp|Q9D2N4|DTNA_MOUSE	tr|A0A3Q2HE78|A0A3Q2HE78_HORSE
OG0002524	sp|Q8BXB6|SO2B1_MOUSE	tr|A0A3Q2IIV0|A0A3Q2IIV0_HORSE
OG0002525	tr|D3YVV3|D3YVV3_MOUSE	tr|A0A3Q2KKL3|A0A3Q2KKL3_HORSE
OG0002526	sp|Q6DIA7|BRME1_MOUSE	tr|A0A3Q2KVY8|A0A3Q2KVY8_HORSE
OG0002527	sp|Q61496|DDX4_MOUSE	tr|A0A3Q2KY57|A0A3Q2KY57_HORSE
OG0002528	sp|Q80VM3|TTC29_MOUSE	tr|A0A3Q2LBX3|A0A3Q2LBX3_HORSE
OG0002529	sp|P49698|HNF4A_MOUSE	tr|A0A5F5PJZ1|A0A5F5PJZ1_HORSE
OG0002530	sp|Q02013|AQP1_MOUSE	tr|A0A5F5PM99|A0A5F5PM99_HORSE
OG0002531	sp|D3Z338|TM262_MOUSE	tr|A0A5F5PR41|A0A5F5PR41_HORSE
OG0002533	sp|Q0VBK2|K2C80_MOUSE	tr|A0A5F5PTA0|A0A5F5PTA0_HORSE
OG0002534	tr|A0A1B0GT39|A0A1B0GT39_MOUSE	tr|A0A5F5PWS9|A0A5F5PWS9_HORSE
OG0002535	sp|Q99PD7|NCKX3_MOUSE	tr|A0A5F5Q4S7|A0A5F5Q4S7_HORSE
OG0002536	sp|Q80YA8|CRUM2_MOUSE	tr|F6Q1L5|F6Q1L5_HORSE
OG0002537	sp|Q6DIB4|NOL4L_MOUSE	tr|F6Q9H4|F6Q9H4_HORSE
OG0002538	sp|Q9CXB2|SOAT_MOUSE	tr|F6QV80|F6QV80_HORSE
OG0002539	sp|O35980|NTH_MOUSE	tr|F6R5P5|F6R5P5_HORSE
OG0002540	sp|P70313|NOS3_MOUSE	tr|F6REQ2|F6REQ2_HORSE
OG0002541	sp|Q9WV68|DECR2_MOUSE	tr|F6RNB0|F6RNB0_HORSE
OG0002542	sp|Q3SXD3|HDDC2_MOUSE	tr|F6RNY9|F6RNY9_HORSE
OG0002543	sp|Q8CAK3|SHFL_MOUSE	tr|F6S8P2|F6S8P2_HORSE
OG0002544	sp|Q8BG15|CTSL2_MOUSE	tr|F6SE37|F6SE37_HORSE
OG0002545	sp|Q9CXP4|RHG08_MOUSE	tr|F6SWE2|F6SWE2_HORSE
OG0002546	sp|Q6E1M8|AWAT2_MOUSE	tr|F6TSU3|F6TSU3_HORSE
OG0002547	sp|P07934|PHKG1_MOUSE	tr|F6U196|F6U196_HORSE
OG0002548	sp|Q3U186|SYRM_MOUSE	tr|F6U2X6|F6U2X6_HORSE
OG0002549	sp|O35613|DAXX_MOUSE	tr|F6UBT9|F6UBT9_HORSE
OG0002550	sp|Q9D9W0|SPC1L_MOUSE	tr|F6UH40|F6UH40_HORSE
OG0002551	sp|Q4QQM4|P5I11_MOUSE	tr|F6VIU5|F6VIU5_HORSE
OG0002552	sp|Q5BU09|EAPP_MOUSE	tr|F6WJ10|F6WJ10_HORSE
OG0002553	sp|Q5F2C3|MEIKN_MOUSE	tr|F6XGM0|F6XGM0_HORSE
OG0002554	sp|Q9D5Y0|CG031_MOUSE	tr|F6XPI7|F6XPI7_HORSE
OG0002555	sp|Q8K3A9|MEPCE_MOUSE	tr|F6XUP9|F6XUP9_HORSE
OG0002556	sp|Q9WV06|ANKR2_MOUSE	tr|F6Y1S2|F6Y1S2_HORSE
OG0002557	sp|Q5D1E7|ZC12A_MOUSE	tr|F6YJG4|F6YJG4_HORSE
OG0002558	sp|Q8C1R0|TSSK5_MOUSE	tr|F6Z3W0|F6Z3W0_HORSE
OG0002559	sp|Q8CHP8|PGP_MOUSE	tr|F6ZBD7|F6ZBD7_HORSE
OG0002560	sp|Q9D4M9|GLTL5_MOUSE	tr|F6ZEF1|F6ZEF1_HORSE
OG0002561	tr|E1AZ71|E1AZ71_MOUSE	tr|F6ZXK5|F6ZXK5_HORSE
OG0002562	sp|Q00651|ITA4_MOUSE	tr|F6ZZX8|F6ZZX8_HORSE
OG0002563	sp|Q8C0J6|SWAHC_MOUSE	tr|F7A325|F7A325_HORSE
OG0002564	sp|Q2UY11|COSA1_MOUSE	tr|F7AL05|F7AL05_HORSE
OG0002565	sp|Q9CR89|ERGI2_MOUSE	tr|F7AXM8|F7AXM8_HORSE
OG0002566	sp|Q8BWQ4|CMTR2_MOUSE	tr|F7B0Y2|F7B0Y2_HORSE
OG0002567	sp|Q8BK62|OLFL3_MOUSE	tr|F7BCM8|F7BCM8_HORSE
OG0002568	sp|Q9D529|WBP2L_MOUSE	tr|F7BID0|F7BID0_HORSE
OG0002569	sp|Q8BW00|PTH_MOUSE	tr|F7BU79|F7BU79_HORSE
OG0002570	sp|O09165|CASQ1_MOUSE	tr|F7BYR9|F7BYR9_HORSE
OG0002571	sp|P26516|PSMD7_MOUSE	tr|F7C9D8|F7C9D8_HORSE
OG0002572	sp|P62311|LSM3_MOUSE	tr|F7CEU9|F7CEU9_HORSE
OG0002573	sp|O54828|RGS9_MOUSE	tr|F7CHW9|F7CHW9_HORSE
OG0002574	sp|Q9DAU1|CNPY3_MOUSE	tr|F7CNK7|F7CNK7_HORSE
OG0002575	sp|Q62288|TICN1_MOUSE	tr|F7CRN8|F7CRN8_HORSE
OG0002576	sp|Q9D7N9|APMAP_MOUSE	tr|F7CSZ7|F7CSZ7_HORSE
OG0002577	sp|P40764|DLX2_MOUSE	tr|F7DP46|F7DP46_HORSE
OG0002578	sp|Q80TE3|MARH4_MOUSE	tr|F7E1M2|F7E1M2_HORSE
OG0002579	sp|A2AJX4|MALR1_MOUSE	tr|F7E4C9|F7E4C9_HORSE
OG0002580	sp|Q6DFV1|CNDG2_MOUSE	tr|H9GZT1|H9GZT1_HORSE
OG0002581	sp|P24622|CRYAA_MOUSE	sp|P02478|CRYAA_HORSE
OG0002582	sp|P55302|AMRP_MOUSE	tr|A0A3Q2GTV3|A0A3Q2GTV3_HORSE
OG0002583	sp|J3S6Y1|TSEAR_MOUSE	tr|A0A3Q2GYG6|A0A3Q2GYG6_HORSE
OG0002584	sp|Q6TYB5|FEZ2_MOUSE	tr|A0A3Q2H0R8|A0A3Q2H0R8_HORSE
