Orthogroup	Mus_musculus	Monodelphis_domestica
OG0000139	sp|P06151|LDHA_MOUSE	sp|Q9XT87|LDHA_MONDO, tr|A0A5S8BEX8|A0A5S8BEX8_MONDO, tr|F7GGA7|F7GGA7_MONDO, tr|A0A5F8GPE2|A0A5F8GPE2_MONDO, tr|A0A5F8GJC2|A0A5F8GJC2_MONDO, tr|F7FCH1|F7FCH1_MONDO, tr|F6RR47|F6RR47_MONDO
OG0000140	sp|Q8CFZ5|S22AC_MOUSE	tr|A0A5F8HHJ0|A0A5F8HHJ0_MONDO
OG0000140	sp|Q8R0S9|S22AM_MOUSE, tr|Q96LX3|Q96LX3_MOUSE, tr|B2RT89|B2RT89_MOUSE, sp|Q76M72|S22AR_MOUSE, tr|Q8BWG6|Q8BWG6_MOUSE, tr|Q91WJ2|Q91WJ2_MOUSE, sp|Q8VCA0|S22AJ_MOUSE	tr|F7CDV5|F7CDV5_MONDO, tr|A0A5F8GGG7|A0A5F8GGG7_MONDO
OG0000143	tr|Q14AZ4|Q14AZ4_MOUSE, tr|A0A0J9YV76|A0A0J9YV76_MOUSE, sp|Q8VI95|OAS1D_MOUSE, sp|Q924S2|OAS1C_MOUSE, tr|Q8VI97|Q8VI97_MOUSE, sp|Q60856|OAS1B_MOUSE, sp|P11928|OAS1A_MOUSE, tr|Q8K469|Q8K469_MOUSE	tr|A0A5F8GVX7|A0A5F8GVX7_MONDO, tr|A0A5F8GBC6|A0A5F8GBC6_MONDO, tr|F6T1N6|F6T1N6_MONDO
OG0000144	tr|Q8VES9|Q8VES9_MOUSE, tr|Q8VEV0|Q8VEV0_MOUSE, tr|Q8VFS5|Q8VFS5_MOUSE, tr|Q8VFS6|Q8VFS6_MOUSE, tr|K9J725|K9J725_MOUSE, tr|Q8VEV1|Q8VEV1_MOUSE, tr|Q8VF18|Q8VF18_MOUSE, tr|Q8VF17|Q8VF17_MOUSE, tr|Q8VFS3|Q8VFS3_MOUSE	tr|A0A5F8GGG1|A0A5F8GGG1_MONDO, tr|A0A5F8GY58|A0A5F8GY58_MONDO
OG0000145	tr|Q7TS37|Q7TS37_MOUSE, tr|E9Q8M0|E9Q8M0_MOUSE, tr|Q8VGP9|Q8VGP9_MOUSE, tr|L7N1X3|L7N1X3_MOUSE, tr|L7N1Y8|L7N1Y8_MOUSE, tr|L7N205|L7N205_MOUSE, tr|Q7TS40|Q7TS40_MOUSE, tr|F6ZUS0|F6ZUS0_MOUSE, tr|Q7TS38|Q7TS38_MOUSE, tr|Q8VGQ3|Q8VGQ3_MOUSE	tr|F6XHW4|F6XHW4_MONDO
OG0000155	sp|A1L0T3|SRB4D_MOUSE	tr|F6UD58|F6UD58_MONDO
OG0000155	sp|Q8BV57|SRCRL_MOUSE	tr|F6UT87|F6UT87_MONDO, tr|H9H9Q9|H9H9Q9_MONDO
OG0000155	sp|Q8BZE1|DMBTL_MOUSE	tr|A0A5F8GW28|A0A5F8GW28_MONDO
OG0000155	sp|Q60997|DMBT1_MOUSE	tr|A0A5F8GCY5|A0A5F8GCY5_MONDO, tr|A0A5F8HDC9|A0A5F8HDC9_MONDO
OG0000156	sp|Q8CH19|CS2IP_MOUSE	tr|A0A5F8GH04|A0A5F8GH04_MONDO, tr|K7E2L6|K7E2L6_MONDO, tr|A0A5F8G4A8|A0A5F8G4A8_MONDO, tr|A0A5F8HE15|A0A5F8HE15_MONDO, tr|K7E2L8|K7E2L8_MONDO, tr|K7DYU9|K7DYU9_MONDO, tr|A0A5F8H6G0|A0A5F8H6G0_MONDO, tr|A0A5F8GI33|A0A5F8GI33_MONDO, tr|K7E3E5|K7E3E5_MONDO
OG0000158	sp|Q7TSL0|IFNK_MOUSE	tr|F7GHL9|F7GHL9_MONDO, tr|A8E6E5|A8E6E5_MONDO, tr|F7ABU5|F7ABU5_MONDO, tr|A8E6F0|A8E6F0_MONDO, tr|A0A5F8H5C4|A0A5F8H5C4_MONDO, tr|A8E6E7|A8E6E7_MONDO, tr|A8E6E8|A8E6E8_MONDO, tr|A8E6E4|A8E6E4_MONDO, tr|A8E6F2|A8E6F2_MONDO
OG0000159	tr|E9PWJ7|E9PWJ7_MOUSE, tr|E9PWH4|E9PWH4_MOUSE, tr|E9Q8F8|E9Q8F8_MOUSE	tr|A0A5F8GCK2|A0A5F8GCK2_MONDO
OG0000159	sp|E9PX95|ABCAH_MOUSE	tr|F6Z4D2|F6Z4D2_MONDO
OG0000159	sp|Q8R420|ABCA3_MOUSE	tr|F6T3D4|F6T3D4_MONDO, tr|F6PJ24|F6PJ24_MONDO
OG0000160	tr|Q8VC77|Q8VC77_MOUSE, sp|P70694|DHB5_MOUSE, sp|Q91WR5|AK1CL_MOUSE, tr|Q3UXL1|Q3UXL1_MOUSE, sp|Q8K023|AKC1H_MOUSE, tr|Q91WT7|Q91WT7_MOUSE, sp|Q8VC28|AK1CD_MOUSE, tr|Q9JLI0|Q9JLI0_MOUSE, tr|G3X9Y6|G3X9Y6_MOUSE	tr|F7BRM4|F7BRM4_MONDO
OG0000162	tr|G5E8H9|G5E8H9_MOUSE, tr|Q8K3M1|Q8K3M1_MOUSE, sp|O54909|RDH16_MOUSE, tr|Q8K5C8|Q8K5C8_MOUSE, tr|Q8CGV4|Q8CGV4_MOUSE, sp|O88451|RDH7_MOUSE, sp|Q9R092|H17B6_MOUSE, sp|O55240|RDH5_MOUSE, sp|Q8K3P0|DR9C7_MOUSE	tr|H9H7C4|H9H7C4_MONDO
OG0000163	sp|P97762|RP9_MOUSE	tr|A0A5F8H066|A0A5F8H066_MONDO, tr|F6TP23|F6TP23_MONDO, tr|F7CWF9|F7CWF9_MONDO, tr|A0A5F8GNR2|A0A5F8GNR2_MONDO, tr|F6VJC0|F6VJC0_MONDO, tr|A0A5F8H1E3|A0A5F8H1E3_MONDO, tr|A0A5F8GHA7|A0A5F8GHA7_MONDO, tr|A0A5F8G1Z7|A0A5F8G1Z7_MONDO, tr|A0A5F8H0J2|A0A5F8H0J2_MONDO
OG0000164	tr|K9J7E2|K9J7E2_MOUSE, tr|E9PX25|E9PX25_MOUSE, tr|E9PZY4|E9PZY4_MOUSE, tr|E9Q4G9|E9Q4G9_MOUSE, tr|L7N2C4|L7N2C4_MOUSE, tr|A0A3B2W7J0|A0A3B2W7J0_MOUSE, tr|A0A087WNP0|A0A087WNP0_MOUSE, sp|Q9JJW6|ALRF2_MOUSE, sp|O08583|THOC4_MOUSE	tr|F6Q1W2|F6Q1W2_MONDO
OG0000165	tr|Q8BGU0|Q8BGU0_MOUSE, tr|Q99N17|Q99N17_MOUSE, tr|Q3V1F1|Q3V1F1_MOUSE, tr|G3UW78|G3UW78_MOUSE, tr|Q99N19|Q99N19_MOUSE, sp|Q9EP75|CP4FE_MOUSE, tr|G3UW81|G3UW81_MOUSE, tr|Q99N18|Q99N18_MOUSE, sp|Q99N16|CP4F3_MOUSE	tr|F6YPY9|F6YPY9_MONDO
OG0000166	tr|D3Z298|D3Z298_MOUSE, sp|Q91WU0|EST1F_MOUSE, sp|Q64176|EST1E_MOUSE, tr|D3Z5G7|D3Z5G7_MOUSE, sp|P23953|EST1C_MOUSE, sp|Q8VCT4|EST1D_MOUSE, sp|Q8VCC2|EST1_MOUSE, tr|E9PYP1|E9PYP1_MOUSE	tr|A0A5F8GBN7|A0A5F8GBN7_MONDO, tr|F6U555|F6U555_MONDO
OG0000167	tr|E9Q8F6|E9Q8F6_MOUSE, tr|E9QAT7|E9QAT7_MOUSE, tr|E9Q9T3|E9Q9T3_MOUSE, sp|Q7TS48|OL180_MOUSE, sp|Q8VGQ7|OL181_MOUSE, tr|Q8VGQ6|Q8VGQ6_MOUSE, tr|A0A140T8K4|A0A140T8K4_MOUSE, tr|E9Q7W1|E9Q7W1_MOUSE	tr|F6XHT7|F6XHT7_MONDO, tr|F6YK28|F6YK28_MONDO
OG0000168	sp|Q9D0L7|ARM10_MOUSE, sp|Q6A058|ARMX2_MOUSE, sp|Q9CX83|ARMX1_MOUSE, sp|Q8BHS6|ARMX3_MOUSE, sp|Q8BUY8|GASP2_MOUSE, sp|Q5U4C1|GASP1_MOUSE, sp|Q6PB60|BHLH9_MOUSE, sp|Q3UZB0|ARMX5_MOUSE, tr|E9PWM3|E9PWM3_MOUSE	tr|F6WYI0|F6WYI0_MONDO
OG0000169	tr|A2AVW1|A2AVW1_MOUSE, tr|Q7TQX1|Q7TQX1_MOUSE, tr|A2BFL7|A2BFL7_MOUSE, tr|Q8VG12|Q8VG12_MOUSE, tr|A0A140LI66|A0A140LI66_MOUSE, tr|A2AVL6|A2AVL6_MOUSE, tr|Q7TQW8|Q7TQW8_MOUSE, tr|Q8VF10|Q8VF10_MOUSE, tr|Q7TQX0|Q7TQX0_MOUSE	tr|A0A5F8H191|A0A5F8H191_MONDO
OG0000170	sp|O35400|ST2B1_MOUSE, sp|Q8BGL3|ST2A8_MOUSE, tr|A0A1B0GRF0|A0A1B0GRF0_MOUSE, tr|K7N6K9|K7N6K9_MOUSE, sp|P52843|ST2A1_MOUSE, sp|P50236|ST2A2_MOUSE, tr|D3Z1W5|D3Z1W5_MOUSE, tr|L7N245|L7N245_MOUSE, tr|B2RVI8|B2RVI8_MOUSE	tr|A0A5F8GIB2|A0A5F8GIB2_MONDO
OG0000180	sp|Q9D6J1|CERS4_MOUSE	tr|F6X6X2|F6X6X2_MONDO, tr|F7CKQ0|F7CKQ0_MONDO, tr|F7BHJ2|F7BHJ2_MONDO, tr|A0A5F8GHY6|A0A5F8GHY6_MONDO, tr|A0A5F8GNG4|A0A5F8GNG4_MONDO, tr|F6U980|F6U980_MONDO, tr|F6XWD9|F6XWD9_MONDO, tr|A0A5F8HH21|A0A5F8HH21_MONDO
OG0000181	sp|P0C8K7|SMIM1_MOUSE	tr|A0A5F8GQZ4|A0A5F8GQZ4_MONDO, tr|A0A5F8GS47|A0A5F8GS47_MONDO, tr|A0A5F8H6W5|A0A5F8H6W5_MONDO, tr|A0A5F8HL45|A0A5F8HL45_MONDO, tr|A0A5F8HG75|A0A5F8HG75_MONDO, tr|A0A5F8GVQ1|A0A5F8GVQ1_MONDO, tr|A0A5F8H5S1|A0A5F8H5S1_MONDO, tr|A0A5F8G8A9|A0A5F8G8A9_MONDO
OG0000182	sp|Q9DBP0|NPT2B_MOUSE	tr|A0A5F8H8N5|A0A5F8H8N5_MONDO, tr|F6VDR5|F6VDR5_MONDO, tr|F6WA61|F6WA61_MONDO, tr|F6UJ46|F6UJ46_MONDO, tr|F6V1J3|F6V1J3_MONDO, tr|A0A5F8HC95|A0A5F8HC95_MONDO, tr|A0A5F8HBE6|A0A5F8HBE6_MONDO, tr|A0A5F8GGM6|A0A5F8GGM6_MONDO
OG0000183	sp|P01726|LV1D_MOUSE, sp|P01727|LV1E_MOUSE, tr|A0A075B663|A0A075B663_MOUSE, sp|P01723|LV1A_MOUSE, sp|P01729|LV2B_MOUSE, sp|P01728|LV2A_MOUSE, sp|P01724|LV1B_MOUSE, sp|P01725|LV1C_MOUSE	tr|F6Z1C3|F6Z1C3_MONDO
OG0000184	tr|Q7TS19|Q7TS19_MOUSE	tr|F6QY46|F6QY46_MONDO, tr|A0A5F8H3E7|A0A5F8H3E7_MONDO, tr|A0A5F8GJS5|A0A5F8GJS5_MONDO, tr|A0A5F8H1S8|A0A5F8H1S8_MONDO, tr|A0A5F8HGC5|A0A5F8HGC5_MONDO, tr|A0A5F8HK99|A0A5F8HK99_MONDO, tr|A0A5F8GVQ5|A0A5F8GVQ5_MONDO, tr|A0A5F8G963|A0A5F8G963_MONDO
OG0000185	sp|Q8BVP1|TRIML_MOUSE, tr|E9PW10|E9PW10_MOUSE	tr|A0A5F8GD33|A0A5F8GD33_MONDO, tr|F7ADI7|F7ADI7_MONDO, tr|H9H9B2|H9H9B2_MONDO, tr|F6TBX7|F6TBX7_MONDO, tr|F7DCX9|F7DCX9_MONDO, tr|H9H7G1|H9H7G1_MONDO, tr|F6WC71|F6WC71_MONDO
OG0000186	sp|P07901|HS90A_MOUSE	tr|F6ZJA5|F6ZJA5_MONDO, tr|A0A5F8H603|A0A5F8H603_MONDO
OG0000186	sp|P11499|HS90B_MOUSE	tr|A0A5F8GJT5|A0A5F8GJT5_MONDO, tr|A0A5F8HJ10|A0A5F8HJ10_MONDO, tr|A0A5F8GPL5|A0A5F8GPL5_MONDO, tr|F7CVZ9|F7CVZ9_MONDO, tr|F7GJQ3|F7GJQ3_MONDO
OG0000187	sp|P97797|SHPS1_MOUSE, tr|Q1AN92|Q1AN92_MOUSE, tr|Q1AN91|Q1AN91_MOUSE, tr|A0A0A6YYP6|A0A0A6YYP6_MOUSE, tr|A0A0A6YXN8|A0A0A6YXN8_MOUSE, tr|K7N6K7|K7N6K7_MOUSE	tr|F6VQY0|F6VQY0_MONDO, tr|A0A5F8GMG1|A0A5F8GMG1_MONDO, tr|K7E052|K7E052_MONDO
OG0000188	tr|Q8VG62|Q8VG62_MOUSE, sp|Q60881|OL142_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q7TQZ0|Q7TQZ0_MOUSE	tr|F7GG20|F7GG20_MONDO, tr|A0A5F8HD68|A0A5F8HD68_MONDO, tr|F6V863|F6V863_MONDO, tr|F7GG30|F7GG30_MONDO
OG0000190	sp|P21570|ANGI_MOUSE, sp|Q64438|ANG2_MOUSE, sp|Q3TMQ6|ANG4_MOUSE, tr|Q5GAN0|Q5GAN0_MOUSE, tr|Q5GAN1|Q5GAN1_MOUSE, sp|P97802|ANG3_MOUSE	tr|F6PT66|F6PT66_MONDO, tr|A0A5F8GYN2|A0A5F8GYN2_MONDO, tr|F6QUQ6|F6QUQ6_MONDO
OG0000191	sp|P39654|LOX15_MOUSE, sp|P55249|LX12E_MOUSE	tr|F6U3I6|F6U3I6_MONDO
OG0000191	sp|P39655|LOX12_MOUSE	tr|A0A5F8GDK3|A0A5F8GDK3_MONDO, tr|A0A5F8HAI6|A0A5F8HAI6_MONDO, tr|F7AJ61|F7AJ61_MONDO, tr|A0A5F8GHT3|A0A5F8GHT3_MONDO, tr|F6U085|F6U085_MONDO
OG0000192	tr|H3BJ88|H3BJ88_MOUSE, tr|K7N784|K7N784_MOUSE, tr|H3BK29|H3BK29_MOUSE, tr|E9PYL5|E9PYL5_MOUSE, tr|A0A3Q4EGR4|A0A3Q4EGR4_MOUSE, tr|K7N788|K7N788_MOUSE, tr|L7N2E9|L7N2E9_MOUSE, sp|O70410|V2R1_MOUSE	tr|F6ZT09|F6ZT09_MONDO
OG0000193	sp|Q8BYF6|SC5A8_MOUSE	tr|F6VGW0|F6VGW0_MONDO, tr|K7E0E2|K7E0E2_MONDO, tr|A0A5F8HA39|A0A5F8HA39_MONDO, tr|K7E4Y1|K7E4Y1_MONDO, tr|K7DZK7|K7DZK7_MONDO, tr|A0A5F8GAL7|A0A5F8GAL7_MONDO, tr|K7DYZ0|K7DYZ0_MONDO, tr|A0A5F8GWD2|A0A5F8GWD2_MONDO
OG0000194	sp|Q9CQZ1|HSBP1_MOUSE	tr|F7B7G9|F7B7G9_MONDO, tr|F7G048|F7G048_MONDO, tr|A0A5F8H6T6|A0A5F8H6T6_MONDO, tr|F7B6Y7|F7B6Y7_MONDO, tr|F6VEC3|F6VEC3_MONDO, tr|F7EF75|F7EF75_MONDO, tr|F6TV72|F6TV72_MONDO, tr|F7BD96|F7BD96_MONDO
OG0000195	sp|P00796|RENI2_MOUSE, sp|P06281|RENI1_MOUSE, sp|P18242|CATD_MOUSE	tr|F6XDP7|F6XDP7_MONDO, tr|K7E2G7|K7E2G7_MONDO, tr|F7FJA3|F7FJA3_MONDO, tr|F6TIG0|F6TIG0_MONDO, tr|F7FJK8|F7FJK8_MONDO, tr|F6XDL1|F6XDL1_MONDO
OG0000196	sp|Q9D4J1|EFHD1_MOUSE, sp|Q9D8Y0|EFHD2_MOUSE	tr|A0A5F8GGP6|A0A5F8GGP6_MONDO, tr|F6QSH6|F6QSH6_MONDO, tr|F7CN52|F7CN52_MONDO, tr|A0A5F8GXE3|A0A5F8GXE3_MONDO, tr|A0A5F8HDZ8|A0A5F8HDZ8_MONDO, tr|A0A5F8HDK6|A0A5F8HDK6_MONDO, tr|A0A5F8GD38|A0A5F8GD38_MONDO
OG0000197	sp|P01869|IGH1M_MOUSE, sp|P01863|GCAA_MOUSE, sp|P01865|GCAM_MOUSE, sp|P01864|GCAB_MOUSE, tr|F6TQW2|F6TQW2_MOUSE, sp|P01867|IGG2B_MOUSE, tr|A0A1Y7VJN6|A0A1Y7VJN6_MOUSE, sp|P03987|IGHG3_MOUSE	tr|A0A5F8GEH2|A0A5F8GEH2_MONDO
OG0000198	sp|Q6AW46|EST5A_MOUSE, tr|F6Z9B9|F6Z9B9_MOUSE, sp|Q8QZR3|EST2A_MOUSE, sp|Q8BK48|EST2E_MOUSE, sp|Q91WG0|EST2C_MOUSE, tr|Q6PDB7|Q6PDB7_MOUSE, tr|E9PV38|E9PV38_MOUSE, tr|Q08ED5|Q08ED5_MOUSE	tr|A0A5F8H004|A0A5F8H004_MONDO
OG0000199	sp|Q64435|UD16_MOUSE, tr|K9J7B2|K9J7B2_MOUSE, sp|Q62452|UD19_MOUSE, sp|Q6ZQM8|UD17_MOUSE, tr|D3Z748|D3Z748_MOUSE, sp|Q63886|UD11_MOUSE, sp|P70691|UD12_MOUSE, tr|B2RT14|B2RT14_MOUSE	tr|A0A5F8GSS4|A0A5F8GSS4_MONDO
OG0000200	tr|Q5NCD3|Q5NCD3_MOUSE, tr|M9MMJ7|M9MMJ7_MOUSE, tr|M9MMK4|M9MMK4_MOUSE, tr|Q5NCD2|Q5NCD2_MOUSE, tr|Q5NC44|Q5NC44_MOUSE, tr|Q8VGD9|Q8VGD9_MOUSE	tr|A0A5F8GWB2|A0A5F8GWB2_MONDO, tr|A0A5F8H1M5|A0A5F8H1M5_MONDO, tr|F7G1R5|F7G1R5_MONDO
OG0000201	tr|Q8VGV8|Q8VGV8_MOUSE, tr|Q7TRR4|Q7TRR4_MOUSE	tr|F7API2|F7API2_MONDO, tr|F7A0H0|F7A0H0_MONDO, tr|F7APE1|F7APE1_MONDO, tr|F7A138|F7A138_MONDO, tr|F6PZ70|F6PZ70_MONDO, tr|F6PZ60|F6PZ60_MONDO, tr|F6PZ80|F6PZ80_MONDO
OG0000202	tr|A0A075B6C7|A0A075B6C7_MOUSE, sp|P06335|TCC4_MOUSE, tr|A0A075B5Z0|A0A075B5Z0_MOUSE, tr|L7N479|L7N479_MOUSE, sp|P03985|TCC2_MOUSE, sp|P06334|TCC3_MOUSE, tr|A0A075B5Z2|A0A075B5Z2_MOUSE, sp|P01853|TCC1_MOUSE	tr|F6PI60|F6PI60_MONDO
OG0000203	sp|Q62168|K1H2_MOUSE	tr|F6SRI1|F6SRI1_MONDO
OG0000203	sp|Q6IFX4|K1C39_MOUSE, sp|Q9D646|KRT34_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE	tr|A0A5F8HM29|A0A5F8HM29_MONDO, tr|A0A5F8H1R0|A0A5F8H1R0_MONDO
OG0000204	sp|P06344|HB2U_MOUSE, sp|P01921|HB2D_MOUSE	tr|A0A5F8H476|A0A5F8H476_MONDO
OG0000204	tr|Q3UUV9|Q3UUV9_MOUSE, sp|P04230|HB21_MOUSE, sp|P20040|HB24_MOUSE, sp|P01915|HB22_MOUSE, tr|A0A494BB12|A0A494BB12_MOUSE	tr|K7E2Z6|K7E2Z6_MONDO
OG0000205	tr|A0A087WPC3|A0A087WPC3_MOUSE, sp|O35728|CP4AE_MOUSE, tr|A0A087WS15|A0A087WS15_MOUSE, sp|Q91WL5|CP4CA_MOUSE, sp|A2A974|CP4CB_MOUSE, tr|F8WGU9|F8WGU9_MOUSE, sp|O88833|CP4AA_MOUSE, tr|A2A8T1|A2A8T1_MOUSE	tr|F6WGJ1|F6WGJ1_MONDO
OG0000206	tr|E9Q1I1|E9Q1I1_MOUSE	tr|A0A5F8G7N1|A0A5F8G7N1_MONDO
OG0000206	sp|Q80YD3|F205C_MOUSE, sp|C0HKD2|F25A3_MOUSE, sp|C0HKD3|F25A4_MOUSE, sp|C0HKD1|F25A2_MOUSE, tr|D3YZF6|D3YZF6_MOUSE, tr|A2AKP6|A2AKP6_MOUSE	tr|A0A5F8GKW9|A0A5F8GKW9_MONDO
OG0000207	sp|Q8BM14|LIPK_MOUSE	tr|A0A5F8GKT3|A0A5F8GKT3_MONDO
OG0000207	tr|F6WYC8|F6WYC8_MOUSE, tr|A0A494BBH0|A0A494BBH0_MOUSE, tr|Q3UT41|Q3UT41_MOUSE, tr|D3YY49|D3YY49_MOUSE, tr|F6RR30|F6RR30_MOUSE, sp|Q9CPP7|LIPG_MOUSE	tr|F7EQ32|F7EQ32_MONDO
OG0000208	tr|Q920S1|Q920S1_MOUSE, sp|P08884|GRAE_MOUSE, sp|P11033|GRAD_MOUSE, sp|P13366|GRAG_MOUSE, sp|P08883|GRAF_MOUSE, sp|P08882|GRAC_MOUSE, sp|P04187|GRAB_MOUSE, sp|P28293|CATG_MOUSE	tr|A0A5F8H4H3|A0A5F8H4H3_MONDO
OG0000209	tr|Q6P8N9|Q6P8N9_MOUSE, sp|P24456|CP2DA_MOUSE, sp|P24457|CP2DB_MOUSE, tr|L7N463|L7N463_MOUSE, tr|Q8BVD2|Q8BVD2_MOUSE, sp|P11714|CP2D9_MOUSE, sp|Q8CIM7|CP2DQ_MOUSE, tr|Q9JKY7|Q9JKY7_MOUSE	tr|A0A5F8H4Q6|A0A5F8H4Q6_MONDO
OG0000210	sp|P21844|CMA1_MOUSE, sp|P21843|MCPT3_MOUSE, sp|O35164|MCPT9_MOUSE, sp|Q00356|MCPTX_MOUSE, tr|Q91VB1|Q91VB1_MOUSE, sp|P15119|MCPT2_MOUSE, sp|P11034|MCPT1_MOUSE, sp|P21812|MCPT4_MOUSE	tr|F6PMW7|F6PMW7_MONDO
OG0000211	tr|Q8VF41|Q8VF41_MOUSE, tr|Q8VGG8|Q8VGG8_MOUSE, tr|Q7TQY4|Q7TQY4_MOUSE, tr|Q7TQY1|Q7TQY1_MOUSE, tr|Q7TQY2|Q7TQY2_MOUSE, tr|Q7TQY5|Q7TQY5_MOUSE, tr|Q7TQY6|Q7TQY6_MOUSE	tr|F7EB83|F7EB83_MONDO, tr|F7EB65|F7EB65_MONDO
OG0000212	sp|B1AQJ2|UBP36_MOUSE	tr|F6RHR0|F6RHR0_MONDO
OG0000212	sp|E9Q9U0|U17PB_MOUSE, sp|G5E8I7|U17LC_MOUSE, sp|G5E8G2|U17PD_MOUSE, sp|Q61068|U17PA_MOUSE, sp|Q7M764|U17PE_MOUSE, sp|B2RQC2|UBP42_MOUSE	tr|F6Z9K0|F6Z9K0_MONDO
OG0000226	sp|Q80W47|WIPI2_MOUSE	tr|A0A5F8GBU1|A0A5F8GBU1_MONDO, tr|F6UUB2|F6UUB2_MONDO, tr|A0A5F8GTT2|A0A5F8GTT2_MONDO, tr|F7GFS3|F7GFS3_MONDO, tr|A0A5F8G717|A0A5F8G717_MONDO, tr|F6VKC1|F6VKC1_MONDO, tr|K7E1Z3|K7E1Z3_MONDO
OG0000228	sp|O54754|AOXA_MOUSE	tr|F6Q3K3|F6Q3K3_MONDO
OG0000228	sp|G3X982|AOXC_MOUSE	tr|A0A5F8GSZ0|A0A5F8GSZ0_MONDO
OG0000228	sp|Q3TYQ9|AOXD_MOUSE	tr|M1ZMS0|M1ZMS0_MONDO
OG0000228	sp|Q5SGK3|AOXB_MOUSE	tr|A0A5F8HF56|A0A5F8HF56_MONDO
OG0000229	sp|P03903|NU4LM_MOUSE	sp|Q65CI5|NU4LM_MONDO, tr|A0A5F8GKR1|A0A5F8GKR1_MONDO, tr|A0A5F8G833|A0A5F8G833_MONDO, tr|A0A5F8H7G3|A0A5F8H7G3_MONDO, tr|A0A5F8GKE7|A0A5F8GKE7_MONDO, tr|A0A5F8G5B4|A0A5F8G5B4_MONDO, tr|A0A5F8HFS7|A0A5F8HFS7_MONDO
OG0000230	sp|Q80ZN9|CX6B2_MOUSE	tr|A0A5F8GLB6|A0A5F8GLB6_MONDO, tr|A0A5F8GQP4|A0A5F8GQP4_MONDO, tr|F7BQU1|F7BQU1_MONDO, tr|H9H9I1|H9H9I1_MONDO, tr|F7BFL6|F7BFL6_MONDO, tr|A0A5F8GMF7|A0A5F8GMF7_MONDO, tr|A0A5F8GV09|A0A5F8GV09_MONDO
OG0000232	sp|Q08122|TLE3_MOUSE	tr|F7CCH6|F7CCH6_MONDO
OG0000232	sp|Q9WVB2|TLE2_MOUSE	tr|H9H5V9|H9H5V9_MONDO
OG0000232	sp|Q62441|TLE4_MOUSE	tr|F7C424|F7C424_MONDO
OG0000232	sp|Q62440|TLE1_MOUSE	tr|F7G015|F7G015_MONDO
OG0000233	sp|A2A7Z8|ADCL3_MOUSE, sp|Q8BM81|AD4F1_MOUSE, tr|A2A752|A2A752_MOUSE, tr|B1AVU7|B1AVU7_MOUSE, tr|B1ASB3|B1ASB3_MOUSE, tr|B1AVU5|B1AVU5_MOUSE, tr|B1AVU6|B1AVU6_MOUSE	tr|F6PQ73|F6PQ73_MONDO
OG0000234	sp|Q00897|A1AT4_MOUSE, sp|Q00896|A1AT3_MOUSE, sp|P07758|A1AT1_MOUSE, sp|P22599|A1AT2_MOUSE, sp|Q00898|A1AT5_MOUSE, tr|D3Z660|D3Z660_MOUSE, sp|Q9DCQ7|A1AT6_MOUSE	tr|F6VB36|F6VB36_MONDO
OG0000235	sp|Q91VJ4|STK38_MOUSE	tr|F7C3H3|F7C3H3_MONDO
OG0000235	sp|Q7TSE6|ST38L_MOUSE, sp|P54265|DMPK_MOUSE	tr|F7AEU9|F7AEU9_MONDO, tr|A0A5F8G855|A0A5F8G855_MONDO, tr|A0A5F8HCG9|A0A5F8HCG9_MONDO, tr|F7GGZ6|F7GGZ6_MONDO
OG0000236	sp|Q02844|TRYB1_MOUSE, sp|P21845|TRYB2_MOUSE, tr|Q80UR4|Q80UR4_MOUSE, sp|Q99MS4|PRS29_MOUSE, sp|Q924N9|PRS28_MOUSE	tr|A0A5F8G2R7|A0A5F8G2R7_MONDO, tr|F6V6A8|F6V6A8_MONDO, tr|F6V6G0|F6V6G0_MONDO
OG0000237	sp|Q62556|BT1A1_MOUSE	tr|A0A5F8GE13|A0A5F8GE13_MONDO, tr|F7GGR9|F7GGR9_MONDO, tr|A0A5F8G295|A0A5F8G295_MONDO, tr|A0A5F8HLC4|A0A5F8HLC4_MONDO, tr|F6SEU9|F6SEU9_MONDO, tr|F7CHX1|F7CHX1_MONDO, tr|F6UWR8|F6UWR8_MONDO
OG0000238	sp|Q9JL27|FUT2_MOUSE, sp|P97353|SEC1_MOUSE	tr|F7BTQ8|F7BTQ8_MONDO, tr|A0A5F8G377|A0A5F8G377_MONDO, tr|F6VTL2|F6VTL2_MONDO, tr|F6VTF1|F6VTF1_MONDO, tr|A0A5F8GVU2|A0A5F8GVU2_MONDO, tr|F6UWP1|F6UWP1_MONDO
OG0000239	tr|D3Z1H5|D3Z1H5_MOUSE, tr|D3Z5D4|D3Z5D4_MOUSE, sp|Q91ZW9|C209C_MOUSE, sp|Q91ZW7|C209E_MOUSE, sp|Q91ZX1|C209A_MOUSE, sp|Q91ZW8|C209D_MOUSE, sp|Q8CJ91|C209B_MOUSE	tr|F7CGE0|F7CGE0_MONDO
OG0000240	sp|Q99P47|CNTP4_MOUSE	tr|F6STR1|F6STR1_MONDO
