Orthogroup	Mus_musculus	Chinchilla_lanigera
OG0000069	tr|Q8VGV8|Q8VGV8_MOUSE, tr|A2RS33|A2RS33_MOUSE, tr|E9Q838|E9Q838_MOUSE, tr|Q8VG23|Q8VG23_MOUSE, tr|Q8VG26|Q8VG26_MOUSE, tr|Q8VF06|Q8VF06_MOUSE, tr|L7N1Y4|L7N1Y4_MOUSE, tr|F8VQ26|F8VQ26_MOUSE, tr|Q7TRP3|Q7TRP3_MOUSE, tr|Q8VG28|Q8VG28_MOUSE, tr|A0A1B0GSE1|A0A1B0GSE1_MOUSE, tr|A0A1B0GSN5|A0A1B0GSN5_MOUSE, tr|Q8VGZ9|Q8VGZ9_MOUSE	tr|A0A8C2W743|A0A8C2W743_CHILA
OG0000075	tr|A0A1B0GT27|A0A1B0GT27_MOUSE	tr|A0A8C2UR02|A0A8C2UR02_CHILA
OG0000075	sp|Q80VM8|PNM8A_MOUSE, sp|Q8BHK0|PNMA2_MOUSE, sp|Q9ERH6|MOAP1_MOUSE, sp|Q8C1C8|PNMA1_MOUSE, sp|Q5DTT8|PNMA5_MOUSE, sp|Q8JZW8|PNMA3_MOUSE, tr|A0A140LIU8|A0A140LIU8_MOUSE, tr|A0A140LII9|A0A140LII9_MOUSE, tr|G3X9N3|G3X9N3_MOUSE, sp|D3YZV8|CCDC8_MOUSE, sp|Q8VD24|ZCC18_MOUSE, sp|Q9CZA5|ZCH12_MOUSE	tr|A0A8C2W5Q0|A0A8C2W5Q0_CHILA
OG0000076	sp|Q91VN1|ZNF24_MOUSE	tr|A0A8C2YP24|A0A8C2YP24_CHILA
OG0000076	sp|Q07231|ZSC21_MOUSE	tr|A0A8C2UIL3|A0A8C2UIL3_CHILA
OG0000076	tr|Q7TNK4|Q7TNK4_MOUSE	tr|A0A8C2V8P9|A0A8C2V8P9_CHILA, tr|A0A8C2VX44|A0A8C2VX44_CHILA
OG0000076	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A8C2YTZ3|A0A8C2YTZ3_CHILA, tr|A0A8C2W4Q4|A0A8C2W4Q4_CHILA, tr|A0A8C2V9Y7|A0A8C2V9Y7_CHILA
OG0000085	sp|Q9QY00|OL154_MOUSE, sp|Q8VFK2|O1002_MOUSE, sp|Q8VFK1|O1009_MOUSE, sp|Q8VF76|OL998_MOUSE, tr|Q7TRA0|Q7TRA0_MOUSE, tr|Q7TR99|Q7TR99_MOUSE	tr|A0A8C2VEA4|A0A8C2VEA4_CHILA
OG0000085	sp|Q8VGS3|O1019_MOUSE	tr|A0A8C2W5D9|A0A8C2W5D9_CHILA
OG0000085	tr|Q8VF34|Q8VF34_MOUSE, tr|Q5NC59|Q5NC59_MOUSE, tr|Q7TRZ9|Q7TRZ9_MOUSE, tr|Q5NC55|Q5NC55_MOUSE	tr|A0A8C2UM11|A0A8C2UM11_CHILA
OG0000086	tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|S4R2V3|S4R2V3_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE	tr|A0A8C2VLJ8|A0A8C2VLJ8_CHILA
OG0000087	sp|Q9Z0M5|LICH_MOUSE	tr|A0A8C2W5G2|A0A8C2W5G2_CHILA
OG0000087	sp|Q8K2A6|LIPM_MOUSE	tr|A0A8C2VC69|A0A8C2VC69_CHILA
OG0000087	sp|Q8BM14|LIPK_MOUSE	tr|A0A8C2VG43|A0A8C2VG43_CHILA
OG0000087	sp|Q9CPP7|LIPG_MOUSE	tr|A0A8C2VF58|A0A8C2VF58_CHILA
OG0000088	tr|L7MU75|L7MU75_MOUSE, tr|L7MTV4|L7MTV4_MOUSE, tr|B2RVY8|B2RVY8_MOUSE, tr|K7N684|K7N684_MOUSE, tr|Q7TQV7|Q7TQV7_MOUSE, tr|A0A1L1SQF6|A0A1L1SQF6_MOUSE, tr|Q8VEY6|Q8VEY6_MOUSE, tr|A2ACY8|A2ACY8_MOUSE, tr|A0A1L1SSB4|A0A1L1SSB4_MOUSE, tr|Q8VFY3|Q8VFY3_MOUSE, tr|Q3KPC7|Q3KPC7_MOUSE, tr|Q7TQV4|Q7TQV4_MOUSE, tr|Q8VGB1|Q8VGB1_MOUSE	tr|A0A8C2WCN5|A0A8C2WCN5_CHILA
OG0000094	tr|Q7TQZ8|Q7TQZ8_MOUSE	tr|A0A8C2V1W5|A0A8C2V1W5_CHILA
OG0000094	tr|Q9R0K2|Q9R0K2_MOUSE	tr|A0A8C2W4R8|A0A8C2W4R8_CHILA
OG0000094	tr|Q8VGN9|Q8VGN9_MOUSE	tr|A0A8C2UTW4|A0A8C2UTW4_CHILA, tr|A0A8C2WAJ0|A0A8C2WAJ0_CHILA, tr|A0A8C2W6N5|A0A8C2W6N5_CHILA, tr|A0A8C2UW75|A0A8C2UW75_CHILA, tr|A0A8C2W896|A0A8C2W896_CHILA, tr|A0A8C2UY81|A0A8C2UY81_CHILA, tr|A0A8C2UP79|A0A8C2UP79_CHILA, tr|A0A8C2VRF2|A0A8C2VRF2_CHILA
OG0000095	tr|Q8VF15|Q8VF15_MOUSE	tr|A0A8C2W086|A0A8C2W086_CHILA
OG0000095	sp|Q8VEY3|OL958_MOUSE	tr|A0A8C2W8V2|A0A8C2W8V2_CHILA
OG0000095	sp|Q60887|OL148_MOUSE	tr|A0A8C2W2J7|A0A8C2W2J7_CHILA, tr|A0A8C2W2W9|A0A8C2W2W9_CHILA, tr|A0A8C2WES1|A0A8C2WES1_CHILA
OG0000095	tr|Q8VG91|Q8VG91_MOUSE	tr|A0A8C2W4D0|A0A8C2W4D0_CHILA, tr|A0A8C2W723|A0A8C2W723_CHILA
OG0000096	sp|Q9CQD1|RAB5A_MOUSE	tr|A0A8C2VE36|A0A8C2VE36_CHILA, tr|A0A8C2VHL0|A0A8C2VHL0_CHILA, tr|A0A8C2V7F8|A0A8C2V7F8_CHILA
OG0000096	sp|P61021|RAB5B_MOUSE	tr|A0A8C2VSM0|A0A8C2VSM0_CHILA
OG0000096	sp|P35278|RAB5C_MOUSE	tr|A0A8C2W5E1|A0A8C2W5E1_CHILA
OG0000097	sp|Q03137|EPHA4_MOUSE	tr|A0A8C2V9R9|A0A8C2V9R9_CHILA
OG0000097	sp|O09127|EPHA8_MOUSE	tr|A0A8C2VVH5|A0A8C2VVH5_CHILA
OG0000097	sp|Q8BYG9|EPHAA_MOUSE, sp|Q61772|EPHA7_MOUSE	tr|A0A8C2YQQ0|A0A8C2YQQ0_CHILA
OG0000097	sp|Q62413|EPHA6_MOUSE	tr|A0A8C2VUP5|A0A8C2VUP5_CHILA
OG0000097	sp|Q60629|EPHA5_MOUSE	tr|A0A8C2V4D9|A0A8C2V4D9_CHILA
OG0000097	sp|P29319|EPHA3_MOUSE	tr|A0A8C2VA28|A0A8C2VA28_CHILA
OG0000098	sp|P63017|HSP7C_MOUSE	tr|A0A8C2W0W7|A0A8C2W0W7_CHILA, tr|A0A8C2VFU7|A0A8C2VFU7_CHILA
OG0000098	sp|Q61696|HS71A_MOUSE, sp|P17879|HS71B_MOUSE	tr|A0A8C2WBE6|A0A8C2WBE6_CHILA
OG0000098	sp|P16627|HS71L_MOUSE	tr|A0A8C2VS02|A0A8C2VS02_CHILA, tr|A0A8C2V5B4|A0A8C2V5B4_CHILA
OG0000098	sp|P17156|HSP72_MOUSE	tr|A0A8C2UUQ9|A0A8C2UUQ9_CHILA
OG0000099	sp|Q62148|AL1A2_MOUSE	tr|A0A8C2YNH6|A0A8C2YNH6_CHILA
OG0000099	sp|Q9CZS1|AL1B1_MOUSE	tr|A0A8C2VYI4|A0A8C2VYI4_CHILA
OG0000099	sp|P47738|ALDH2_MOUSE	tr|A0A8C2VI27|A0A8C2VI27_CHILA
OG0000099	sp|Q9JHW9|AL1A3_MOUSE	tr|A0A8C2YQI0|A0A8C2YQI0_CHILA
OG0000099	sp|P24549|AL1A1_MOUSE, sp|O35945|AL1A7_MOUSE	tr|A0A8C2YJ47|A0A8C2YJ47_CHILA, tr|A0A8C2V482|A0A8C2V482_CHILA, tr|A0A8C2UKY7|A0A8C2UKY7_CHILA
OG0000100	tr|Q8VGV6|Q8VGV6_MOUSE	tr|A0A8C2W8N4|A0A8C2W8N4_CHILA
OG0000100	tr|Q7TRP5|Q7TRP5_MOUSE, tr|Q8VG79|Q8VG79_MOUSE, tr|Q7TRP4|Q7TRP4_MOUSE, tr|Q8VH00|Q8VH00_MOUSE, tr|Q8VGW3|Q8VGW3_MOUSE	tr|A0A8C2W041|A0A8C2W041_CHILA
OG0000100	tr|Q8VGU9|Q8VGU9_MOUSE, tr|Q8VGX3|Q8VGX3_MOUSE	tr|A0A8C2W6I5|A0A8C2W6I5_CHILA
OG0000101	sp|Q6B966|NAL14_MOUSE	tr|A0A8C2W7T8|A0A8C2W7T8_CHILA
OG0000101	sp|Q9R1M5|NALP5_MOUSE, tr|Q4PLS0|Q4PLS0_MOUSE, sp|Q66X22|NLR9B_MOUSE, sp|Q66X01|NLR9C_MOUSE, sp|Q66X03|NLR9A_MOUSE, sp|Q8BU40|NAL4A_MOUSE, sp|Q66X19|NAL4E_MOUSE, sp|Q3TKR3|NAL4C_MOUSE, sp|Q66X05|NAL4F_MOUSE, sp|Q8C6J9|NAL4B_MOUSE	tr|A0A8C2UHU3|A0A8C2UHU3_CHILA
OG0000102	tr|A2BH64|A2BH64_MOUSE, tr|Q91WB5|Q91WB5_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE	tr|A0A8C2VVI8|A0A8C2VVI8_CHILA
OG0000105	sp|Q9JHB2|OLF19_MOUSE	tr|A0A8C2W9U7|A0A8C2W9U7_CHILA
OG0000105	tr|Q8VGB8|Q8VGB8_MOUSE	tr|A0A8C2WA43|A0A8C2WA43_CHILA
OG0000105	tr|Q8VEY9|Q8VEY9_MOUSE	tr|A0A8C2YKG7|A0A8C2YKG7_CHILA, tr|A0A8C2V3Q6|A0A8C2V3Q6_CHILA, tr|A0A8C2USZ4|A0A8C2USZ4_CHILA, tr|A0A8C2W1H0|A0A8C2W1H0_CHILA
OG0000106	sp|Q9DC51|GNAI3_MOUSE	tr|A0A8C2YNA7|A0A8C2YNA7_CHILA
OG0000106	sp|B2RSH2|GNAI1_MOUSE	tr|A0A8C2YS29|A0A8C2YS29_CHILA
OG0000106	sp|Q3V3I2|GNAT3_MOUSE	tr|A0A8C2W1A1|A0A8C2W1A1_CHILA
OG0000106	sp|P20612|GNAT1_MOUSE	tr|A0A8C2YSN6|A0A8C2YSN6_CHILA
OG0000106	sp|P50149|GNAT2_MOUSE	tr|A0A8C2V842|A0A8C2V842_CHILA
OG0000106	sp|P08752|GNAI2_MOUSE	tr|A0A8C2YTA9|A0A8C2YTA9_CHILA
OG0000107	sp|Q6IFX4|K1C39_MOUSE	tr|A0A8C2VV97|A0A8C2VV97_CHILA
OG0000107	sp|Q9D646|KRT34_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|B1AQ75|KRT36_MOUSE, sp|Q9D312|K1C20_MOUSE, sp|Q497I4|KRT35_MOUSE, sp|Q62168|K1H2_MOUSE, sp|Q6IFX3|K1C40_MOUSE	tr|A0A8C2W3W6|A0A8C2W3W6_CHILA
OG0000108	sp|Q9ET37|S5A4A_MOUSE	tr|A0A8C2YTW1|A0A8C2YTW1_CHILA
OG0000108	tr|Q91ZP4|Q91ZP4_MOUSE	tr|A0A8C2VZI6|A0A8C2VZI6_CHILA, tr|A0A8C2VGD5|A0A8C2VGD5_CHILA
OG0000108	sp|Q8C3K6|SC5A1_MOUSE	tr|A0A8C2VLY2|A0A8C2VLY2_CHILA
OG0000108	tr|E9QAB5|E9QAB5_MOUSE	tr|A0A8C2VD97|A0A8C2VD97_CHILA
OG0000108	sp|Q9JKZ2|SC5A3_MOUSE, sp|Q923I7|SC5A2_MOUSE	tr|A0A8C2VK68|A0A8C2VK68_CHILA
OG0000109	tr|Q8VFP8|Q8VFP8_MOUSE	tr|A0A8C2YV64|A0A8C2YV64_CHILA
OG0000109	tr|Q7TQU7|Q7TQU7_MOUSE	tr|A0A8C2W6H2|A0A8C2W6H2_CHILA
OG0000109	tr|Q8VGB9|Q8VGB9_MOUSE	tr|A0A8C2YR07|A0A8C2YR07_CHILA, tr|A0A8C2YV95|A0A8C2YV95_CHILA
OG0000109	sp|Q60879|OLF3_MOUSE	tr|A0A8C2YV60|A0A8C2YV60_CHILA, tr|A0A8C2YRY7|A0A8C2YRY7_CHILA, tr|A0A8C2W8I6|A0A8C2W8I6_CHILA
OG0000110	sp|P49312|ROA1_MOUSE	tr|A0A8C2VA18|A0A8C2VA18_CHILA, tr|A0A8C2VJH6|A0A8C2VJH6_CHILA
OG0000110	sp|Q8BG05|ROA3_MOUSE	tr|A0A8C2VM19|A0A8C2VM19_CHILA, tr|A0A8C2VEJ2|A0A8C2VEJ2_CHILA, tr|A0A8C2VZ51|A0A8C2VZ51_CHILA, tr|A0A8C2VPU0|A0A8C2VPU0_CHILA, tr|A0A8C2W0B8|A0A8C2W0B8_CHILA, tr|A0A8C2V5H0|A0A8C2V5H0_CHILA, tr|A0A8C2W1H6|A0A8C2W1H6_CHILA, tr|A0A8C2V329|A0A8C2V329_CHILA
OG0000111	sp|Q9Z1W8|AT12A_MOUSE	tr|A0A8C2UTK2|A0A8C2UTK2_CHILA
OG0000111	sp|Q64436|ATP4A_MOUSE	tr|A0A8C2W074|A0A8C2W074_CHILA
OG0000111	sp|Q9WV27|AT1A4_MOUSE	tr|A0A8C2VRQ5|A0A8C2VRQ5_CHILA
OG0000111	sp|Q8VDN2|AT1A1_MOUSE	tr|A0A8C2V201|A0A8C2V201_CHILA
OG0000111	sp|Q6PIE5|AT1A2_MOUSE	tr|A0A8C2VUQ7|A0A8C2VUQ7_CHILA
OG0000111	sp|Q6PIC6|AT1A3_MOUSE	tr|A0A8C2UJI5|A0A8C2UJI5_CHILA
OG0000112	tr|A0A2I3BQG5|A0A2I3BQG5_MOUSE, tr|A0A2I3BRX0|A0A2I3BRX0_MOUSE, tr|A0A2I3BRW3|A0A2I3BRW3_MOUSE, tr|Q920Y8|Q920Y8_MOUSE, tr|Q920Z0|Q920Z0_MOUSE, tr|B2RT33|B2RT33_MOUSE, tr|Q8VG96|Q8VG96_MOUSE, tr|Q7TRK1|Q7TRK1_MOUSE, tr|A2RT31|A2RT31_MOUSE, tr|Q7TS13|Q7TS13_MOUSE, tr|Q8VF60|Q8VF60_MOUSE	tr|A0A8C2W7V4|A0A8C2W7V4_CHILA
OG0000113	sp|P43277|H13_MOUSE	tr|A0A8C2W5S8|A0A8C2W5S8_CHILA
OG0000113	sp|P43276|H15_MOUSE	tr|A0A8C2W832|A0A8C2W832_CHILA
OG0000113	sp|P15864|H12_MOUSE	tr|A0A8C2YV22|A0A8C2YV22_CHILA
OG0000113	sp|Q8CJI4|H1FNT_MOUSE, sp|P10922|H10_MOUSE, sp|Q07133|H1T_MOUSE, sp|P43275|H11_MOUSE	tr|A0A8C2WA36|A0A8C2WA36_CHILA
OG0000114	sp|Q8BGE7|TRIM6_MOUSE	tr|A0A8C2W6E3|A0A8C2W6E3_CHILA
OG0000114	sp|P15533|TR30A_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, tr|E9PVL6|E9PVL6_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|J3QNR8|J3QNR8_MOUSE, sp|Q99PP6|TR34A_MOUSE	tr|A0A8C2VX65|A0A8C2VX65_CHILA
OG0000115	tr|A0A0B4J1K3|A0A0B4J1K3_MOUSE, tr|A0A075B649|A0A075B649_MOUSE, tr|A0A075B627|A0A075B627_MOUSE, tr|A0A075B6C9|A0A075B6C9_MOUSE, tr|A0A075B618|A0A075B618_MOUSE, tr|A0A087WPH8|A0A087WPH8_MOUSE, tr|A0A075B635|A0A075B635_MOUSE, tr|A0A0G2JEU8|A0A0G2JEU8_MOUSE, tr|A0A075B606|A0A075B606_MOUSE, tr|A0A075B644|A0A075B644_MOUSE, tr|J3QMG8|J3QMG8_MOUSE	tr|A0A8C2UJ09|A0A8C2UJ09_CHILA
OG0000116	sp|Q60660|KLRA2_MOUSE, tr|Q9JMA4|Q9JMA4_MOUSE, sp|Q60651|KLRA4_MOUSE, sp|P20937|KLRA1_MOUSE, sp|Q60654|KLRA7_MOUSE, sp|Q60653|KLRA6_MOUSE, sp|Q60652|KLRA5_MOUSE, sp|Q60682|KLRA8_MOUSE, tr|Q9R1G6|Q9R1G6_MOUSE, sp|Q64329|KLRA3_MOUSE, tr|Q2TJJ8|Q2TJJ8_MOUSE	tr|A0A8C2W0T7|A0A8C2W0T7_CHILA
OG0000129	sp|Q8CFZ5|S22AC_MOUSE	tr|A0A8C2VYZ0|A0A8C2VYZ0_CHILA
OG0000129	tr|Q96LX3|Q96LX3_MOUSE, tr|B2RT89|B2RT89_MOUSE, tr|Q8BWG6|Q8BWG6_MOUSE, sp|Q76M72|S22AR_MOUSE, tr|Q91WJ2|Q91WJ2_MOUSE, sp|Q8VCA0|S22AJ_MOUSE, sp|Q8R0S9|S22AM_MOUSE, sp|Q8VC69|S22A6_MOUSE	tr|A0A8C2UL95|A0A8C2UL95_CHILA
OG0000130	sp|P62838|UB2D2_MOUSE	tr|A0A8C2UWT3|A0A8C2UWT3_CHILA, tr|A0A8C2VEK9|A0A8C2VEK9_CHILA
OG0000130	sp|P61079|UB2D3_MOUSE	tr|A0A8C2UGQ5|A0A8C2UGQ5_CHILA, tr|A0A8C2WDL7|A0A8C2WDL7_CHILA, tr|A0A8C2V2W5|A0A8C2V2W5_CHILA, tr|A0A8C2UG76|A0A8C2UG76_CHILA, tr|A0A8C2UZE7|A0A8C2UZE7_CHILA, tr|A0A8C2YJ56|A0A8C2YJ56_CHILA, tr|A0A8C2UME0|A0A8C2UME0_CHILA
OG0000131	tr|A0A140T8J6|A0A140T8J6_MOUSE	tr|A0A8C2WAN3|A0A8C2WAN3_CHILA
OG0000131	sp|Q62007|OLF16_MOUSE, tr|Q7TRV1|Q7TRV1_MOUSE, tr|Q8VF20|Q8VF20_MOUSE, tr|A0A2I3BRV4|A0A2I3BRV4_MOUSE, tr|Q8VG32|Q8VG32_MOUSE, tr|E9Q8X1|E9Q8X1_MOUSE, tr|E9PWV2|E9PWV2_MOUSE, tr|Q8VGE1|Q8VGE1_MOUSE	tr|A0A8C2W683|A0A8C2W683_CHILA
OG0000132	tr|Q9QZ20|Q9QZ20_MOUSE	tr|A0A8C2YJ63|A0A8C2YJ63_CHILA
OG0000132	tr|Q8VG87|Q8VG87_MOUSE, tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A8C2W7B5|A0A8C2W7B5_CHILA
OG0000132	tr|Q8VGA0|Q8VGA0_MOUSE	tr|A0A8C2UPY2|A0A8C2UPY2_CHILA
OG0000132	tr|Q9QZ19|Q9QZ19_MOUSE, tr|Q9QZ22|Q9QZ22_MOUSE	tr|A0A8C2UL76|A0A8C2UL76_CHILA
OG0000133	tr|Q8VGZ6|Q8VGZ6_MOUSE	tr|A0A8C2W6P2|A0A8C2W6P2_CHILA
OG0000133	tr|E9Q554|E9Q554_MOUSE	tr|A0A8C2W978|A0A8C2W978_CHILA
OG0000133	tr|F8VQ18|F8VQ18_MOUSE, tr|A0A1B0GST0|A0A1B0GST0_MOUSE, tr|E9PXW4|E9PXW4_MOUSE, tr|Q8VG25|Q8VG25_MOUSE	tr|A0A8C2W2L9|A0A8C2W2L9_CHILA
OG0000134	sp|P06151|LDHA_MOUSE	tr|A0A8C2W0P0|A0A8C2W0P0_CHILA, tr|A0A8C2YSD7|A0A8C2YSD7_CHILA, tr|A0A8C2WB18|A0A8C2WB18_CHILA, tr|A0A8C2YIH0|A0A8C2YIH0_CHILA, tr|A0A8C2V1H8|A0A8C2V1H8_CHILA
OG0000134	sp|P16125|LDHB_MOUSE	tr|A0A8C2YU82|A0A8C2YU82_CHILA
OG0000134	tr|Q8BVP2|Q8BVP2_MOUSE, sp|P00342|LDHC_MOUSE	tr|A0A8C2W8S3|A0A8C2W8S3_CHILA
OG0000135	sp|Q5QD04|TAAR9_MOUSE, sp|Q5QD13|TAAR6_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD12|TAA7A_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD10|TAA7D_MOUSE	tr|A0A8C2VAB7|A0A8C2VAB7_CHILA
OG0000136	sp|Q60718|ADAM2_MOUSE	tr|A0A8C2YTB7|A0A8C2YTB7_CHILA
OG0000136	sp|Q3TTE0|ADAM5_MOUSE	tr|A0A8C2UPA9|A0A8C2UPA9_CHILA
OG0000136	sp|Q9R157|ADA18_MOUSE	tr|A0A8C2UJP1|A0A8C2UJP1_CHILA
OG0000136	sp|F8VQ03|ADAM3_MOUSE	tr|A0A8C2USL3|A0A8C2USL3_CHILA
OG0000136	sp|Q8K410|ADA32_MOUSE	tr|A0A8C2UL44|A0A8C2UL44_CHILA, tr|A0A8C2UJ39|A0A8C2UJ39_CHILA
OG0000137	tr|Q8VG21|Q8VG21_MOUSE, tr|Q3SXJ3|Q3SXJ3_MOUSE, tr|Q8VF94|Q8VF94_MOUSE	tr|A0A8C2UQ20|A0A8C2UQ20_CHILA
OG0000137	tr|F6XP16|F6XP16_MOUSE, tr|A0A2I3BQA3|A0A2I3BQA3_MOUSE, tr|Q7TR16|Q7TR16_MOUSE, tr|Q8VGF5|Q8VGF5_MOUSE, tr|A2ATJ7|A2ATJ7_MOUSE, tr|A2ATJ9|A2ATJ9_MOUSE	tr|A0A8C2UPG9|A0A8C2UPG9_CHILA
OG0000138	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A8C2YK58|A0A8C2YK58_CHILA, tr|A0A8C2V103|A0A8C2V103_CHILA, tr|A0A8C2USU1|A0A8C2USU1_CHILA, tr|A0A8C2USH7|A0A8C2USH7_CHILA, tr|A0A8C2UU46|A0A8C2UU46_CHILA, tr|A0A8C2UMX4|A0A8C2UMX4_CHILA, tr|A0A8C2VP99|A0A8C2VP99_CHILA, tr|A0A8C2W2Q1|A0A8C2W2Q1_CHILA, tr|A0A8C2VD67|A0A8C2VD67_CHILA, tr|A0A8C2V745|A0A8C2V745_CHILA
OG0000139	tr|A0A087WQ87|A0A087WQ87_MOUSE, tr|A0A075B601|A0A075B601_MOUSE, tr|A0A075B699|A0A075B699_MOUSE, tr|A0A075B685|A0A075B685_MOUSE, tr|A0A075B6A9|A0A075B6A9_MOUSE, tr|A0A075B647|A0A075B647_MOUSE, tr|A0A0B4J1K2|A0A0B4J1K2_MOUSE, tr|A0A075B695|A0A075B695_MOUSE, sp|P01738|TVA1_MOUSE, tr|A0A075B631|A0A075B631_MOUSE	tr|A0A8C2VLR9|A0A8C2VLR9_CHILA
OG0000140	tr|A0A1L1STD5|A0A1L1STD5_MOUSE, tr|A2AV13|A2AV13_MOUSE	tr|A0A8C2WE12|A0A8C2WE12_CHILA
OG0000140	tr|Q8VG62|Q8VG62_MOUSE, sp|Q60881|OL142_MOUSE, tr|Q8VGN8|Q8VGN8_MOUSE, tr|Q8VGP3|Q8VGP3_MOUSE, tr|Q7TQZ0|Q7TQZ0_MOUSE	tr|A0A8C2VRV1|A0A8C2VRV1_CHILA, tr|A0A8C2VPX3|A0A8C2VPX3_CHILA, tr|A0A8C2YS27|A0A8C2YS27_CHILA
OG0000152	sp|Q61762|KCNA5_MOUSE	tr|A0A8C2YVB3|A0A8C2YVB3_CHILA
OG0000152	sp|P16388|KCNA1_MOUSE	tr|A0A8C2VVQ3|A0A8C2VVQ3_CHILA
OG0000152	sp|P63141|KCNA2_MOUSE	tr|A0A8C2VAU8|A0A8C2VAU8_CHILA
OG0000152	sp|P16390|KCNA3_MOUSE	tr|A0A8C2W5U7|A0A8C2W5U7_CHILA
OG0000152	sp|Q61423|KCNA4_MOUSE	tr|A0A8C2W7Y0|A0A8C2W7Y0_CHILA
OG0000153	sp|Q8BWN8|ACOT4_MOUSE, sp|Q32Q92|ACOT6_MOUSE, sp|O55137|ACOT1_MOUSE, sp|Q9QYR9|ACOT2_MOUSE, sp|Q6Q2Z6|ACOT5_MOUSE, sp|Q9QYR7|ACOT3_MOUSE	tr|A0A8C2UUY5|A0A8C2UUY5_CHILA, tr|A0A8C2YKQ3|A0A8C2YKQ3_CHILA, tr|A0A8C2YKM0|A0A8C2YKM0_CHILA, tr|A0A8C2UTU3|A0A8C2UTU3_CHILA
OG0000154	sp|Q8BGA8|ACSM5_MOUSE	tr|A0A8C2VST0|A0A8C2VST0_CHILA
OG0000154	sp|Q80W40|ACSM4_MOUSE	tr|A0A8C2YUR0|A0A8C2YUR0_CHILA
OG0000154	sp|Q3UNX5|ACSM3_MOUSE	tr|A0A8C2YQH3|A0A8C2YQH3_CHILA
OG0000154	sp|Q91VA0|ACSM1_MOUSE	tr|A0A8C2YTT0|A0A8C2YTT0_CHILA
OG0000154	sp|Q8K0L3|ACSM2_MOUSE	tr|A0A8C2VY84|A0A8C2VY84_CHILA
OG0000155	tr|A2ATE5|A2ATE5_MOUSE, tr|Q8VFK5|Q8VFK5_MOUSE	tr|A0A8C2W5E4|A0A8C2W5E4_CHILA, tr|A0A8C2YV24|A0A8C2YV24_CHILA, tr|A0A8C2YJQ4|A0A8C2YJQ4_CHILA
OG0000155	tr|Q7TR87|Q7TR87_MOUSE	tr|A0A8C2WAL4|A0A8C2WAL4_CHILA, tr|A0A8C2W5G5|A0A8C2W5G5_CHILA, tr|A0A8C2WCL5|A0A8C2WCL5_CHILA, tr|A0A8C2W5D0|A0A8C2W5D0_CHILA
OG0000156	tr|Q8VF81|Q8VF81_MOUSE	tr|A0A8C2WA94|A0A8C2WA94_CHILA
OG0000156	tr|Q8VGP5|Q8VGP5_MOUSE, tr|B2RT27|B2RT27_MOUSE, tr|Q8VF80|Q8VF80_MOUSE, tr|Q8VGP4|Q8VGP4_MOUSE, tr|Q7TRV8|Q7TRV8_MOUSE, tr|Q7TRV7|Q7TRV7_MOUSE	tr|A0A8C2W5G1|A0A8C2W5G1_CHILA, tr|A0A8C2W7E8|A0A8C2W7E8_CHILA
