Orthogroup	Mus_musculus	Neovison_vison
OG0000050	sp|P54763|EPHB2_MOUSE	tr|A0A8C7BU74|A0A8C7BU74_NEOVI
OG0000050	sp|P54754|EPHB3_MOUSE	tr|A0A8C7ERE5|A0A8C7ERE5_NEOVI
OG0000050	sp|P54761|EPHB4_MOUSE	tr|A0A8C7EIZ1|A0A8C7EIZ1_NEOVI
OG0000050	sp|Q03137|EPHA4_MOUSE	tr|A0A8C7A1E8|A0A8C7A1E8_NEOVI
OG0000050	sp|Q8BYG9|EPHAA_MOUSE, sp|Q61772|EPHA7_MOUSE	tr|A0A8C7A1G0|A0A8C7A1G0_NEOVI
OG0000051	sp|P62751|RL23A_MOUSE	tr|A0A8C7BGZ8|A0A8C7BGZ8_NEOVI, tr|A0A8C7BBH3|A0A8C7BBH3_NEOVI, tr|A0A8C7A8H7|A0A8C7A8H7_NEOVI, tr|A0A8C7EQK8|A0A8C7EQK8_NEOVI, tr|A0A8C7EIM0|A0A8C7EIM0_NEOVI, tr|A0A8C7AS54|A0A8C7AS54_NEOVI, tr|A0A8C7AWQ5|A0A8C7AWQ5_NEOVI, tr|A0A8C7EPQ1|A0A8C7EPQ1_NEOVI, tr|A0A8C6ZYF0|A0A8C6ZYF0_NEOVI, tr|A0A8C7EMN3|A0A8C7EMN3_NEOVI, tr|A0A8C7ANJ4|A0A8C7ANJ4_NEOVI, tr|A0A8C7BAC1|A0A8C7BAC1_NEOVI, tr|A0A8C7A8Q7|A0A8C7A8Q7_NEOVI, tr|A0A8C7C3H7|A0A8C7C3H7_NEOVI, tr|A0A8C7AIW2|A0A8C7AIW2_NEOVI, tr|A0A8C7B438|A0A8C7B438_NEOVI, tr|A0A8C7BZM9|A0A8C7BZM9_NEOVI, tr|A0A8C7BDM4|A0A8C7BDM4_NEOVI, tr|A0A8C7AF26|A0A8C7AF26_NEOVI, tr|A0A8C7AIA5|A0A8C7AIA5_NEOVI
OG0000054	sp|Q91ZC0|MRGB4_MOUSE, sp|Q91ZB9|MRGB5_MOUSE, sp|Q3KNA1|MRGB2_MOUSE, sp|Q91ZC1|MRGB3_MOUSE, sp|Q3UG61|MRGB1_MOUSE, sp|Q3UG50|MRGX2_MOUSE, sp|Q7TN51|MRGB8_MOUSE, sp|Q91ZB7|MRGRE_MOUSE, sp|Q8CIP3|MRGX1_MOUSE, sp|Q91WW3|MRGA3_MOUSE, sp|Q91ZC5|MRGA7_MOUSE, sp|Q91WW2|MRGA4_MOUSE, sp|Q91ZC4|MRGA8_MOUSE, tr|A0A140T8U8|A0A140T8U8_MOUSE, sp|Q91ZC6|MRGA6_MOUSE, sp|Q91ZC7|MRGA5_MOUSE, sp|Q91WW5|MRGA1_MOUSE, tr|A0A0R4J1Z0|A0A0R4J1Z0_MOUSE, sp|Q91WW4|MRGA2_MOUSE	tr|A0A8C7BML5|A0A8C7BML5_NEOVI
OG0000055	tr|A2AV72|A2AV72_MOUSE, sp|P11590|MUP4_MOUSE, sp|P11591|MUP5_MOUSE, tr|Q80YX8|Q80YX8_MOUSE, sp|P04939|MUP3_MOUSE, sp|Q5FW60|MUP20_MOUSE, sp|A2BIM8|MUP18_MOUSE, sp|P04938|MUP11_MOUSE, tr|Q4FZE8|Q4FZE8_MOUSE, tr|L7N222|L7N222_MOUSE, tr|E9QA79|E9QA79_MOUSE, tr|E9PVW0|E9PVW0_MOUSE, sp|B5X0G2|MUP17_MOUSE, tr|A2CEK7|A2CEK7_MOUSE, tr|A2BIN1|A2BIN1_MOUSE, sp|P11589|MUP2_MOUSE, sp|P02762|MUP6_MOUSE, tr|A9R9W0|A9R9W0_MOUSE, sp|P11588|MUP1_MOUSE	tr|A0A8C7AVT8|A0A8C7AVT8_NEOVI
OG0000058	tr|Q8CF20|Q8CF20_MOUSE	tr|A0A8C7BI59|A0A8C7BI59_NEOVI, tr|A0A8C7ER63|A0A8C7ER63_NEOVI, tr|A0A8C7BMB2|A0A8C7BMB2_NEOVI, tr|A0A8C7BIA0|A0A8C7BIA0_NEOVI, tr|A0A8C7B555|A0A8C7B555_NEOVI, tr|A0A8C7EQZ8|A0A8C7EQZ8_NEOVI, tr|A0A8C7C477|A0A8C7C477_NEOVI, tr|A0A8C7B0V2|A0A8C7B0V2_NEOVI, tr|A0A8C7ER30|A0A8C7ER30_NEOVI, tr|A0A8C7ER47|A0A8C7ER47_NEOVI, tr|A0A8C7B8M8|A0A8C7B8M8_NEOVI, tr|A0A8C7B2S4|A0A8C7B2S4_NEOVI, tr|A0A8C7BCS5|A0A8C7BCS5_NEOVI, tr|A0A8C7ER18|A0A8C7ER18_NEOVI, tr|A0A8C7B107|A0A8C7B107_NEOVI, tr|A0A8C7B586|A0A8C7B586_NEOVI, tr|A0A8C7B508|A0A8C7B508_NEOVI, tr|A0A8C7B3L3|A0A8C7B3L3_NEOVI, tr|A0A8C7B8Z8|A0A8C7B8Z8_NEOVI
OG0000060	tr|Q99PA7|Q99PA7_MOUSE	tr|A0A8C7A3I1|A0A8C7A3I1_NEOVI
OG0000060	tr|G3UW88|G3UW88_MOUSE	tr|A0A8C7ETN2|A0A8C7ETN2_NEOVI, tr|A0A8C7BMD3|A0A8C7BMD3_NEOVI, tr|A0A8C7BTP6|A0A8C7BTP6_NEOVI, tr|A0A8C7A2L5|A0A8C7A2L5_NEOVI, tr|A0A8C7BS34|A0A8C7BS34_NEOVI, tr|A0A8C7A6S1|A0A8C7A6S1_NEOVI
OG0000060	sp|Q8BQR7|MAGBI_MOUSE	tr|A0A8C7EIZ9|A0A8C7EIZ9_NEOVI, tr|A0A8C7EJ80|A0A8C7EJ80_NEOVI, tr|A0A8C7EPN4|A0A8C7EPN4_NEOVI
OG0000060	sp|Q9CWV4|MAGBG_MOUSE	tr|A0A8C7BPG2|A0A8C7BPG2_NEOVI, tr|A0A8C7EUT5|A0A8C7EUT5_NEOVI, tr|A0A8C7BID2|A0A8C7BID2_NEOVI
OG0000061	tr|Q8VGL2|Q8VGL2_MOUSE, tr|Q7TRT9|Q7TRT9_MOUSE, tr|Q7TRT7|Q7TRT7_MOUSE, tr|Q8VFE9|Q8VFE9_MOUSE, tr|Q8VFE8|Q8VFE8_MOUSE, tr|Q8VGT4|Q8VGT4_MOUSE, tr|Q8VGL5|Q8VGL5_MOUSE, tr|Q8VGH2|Q8VGH2_MOUSE, tr|Q8VGL9|Q8VGL9_MOUSE, tr|Q8VGM1|Q8VGM1_MOUSE, tr|Q8VGL8|Q8VGL8_MOUSE, tr|Q8VGM0|Q8VGM0_MOUSE, tr|Q8VGL4|Q8VGL4_MOUSE, tr|Q8VGM2|Q8VGM2_MOUSE, tr|Q7TRT5|Q7TRT5_MOUSE, tr|Q8VGJ4|Q8VGJ4_MOUSE, tr|Q8VGL3|Q8VGL3_MOUSE	tr|A0A8C7AYL2|A0A8C7AYL2_NEOVI
OG0000063	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A8C7ELN8|A0A8C7ELN8_NEOVI
OG0000063	sp|P10854|H2B1M_MOUSE	tr|A0A8C7AL08|A0A8C7AL08_NEOVI
OG0000063	sp|Q8CGP0|H2B3B_MOUSE	tr|A0A8C7AFN1|A0A8C7AFN1_NEOVI, tr|A0A8C7AGY7|A0A8C7AGY7_NEOVI, tr|A0A8C7AC94|A0A8C7AC94_NEOVI, tr|A0A8C7C1U1|A0A8C7C1U1_NEOVI, tr|A0A8C7AI10|A0A8C7AI10_NEOVI, tr|A0A8C7AGM0|A0A8C7AGM0_NEOVI, tr|A0A8C7A089|A0A8C7A089_NEOVI
OG0000064	tr|Q8VF62|Q8VF62_MOUSE	tr|A0A8C7BNQ3|A0A8C7BNQ3_NEOVI
OG0000064	tr|Q8VG50|Q8VG50_MOUSE	tr|A0A8C7BVQ2|A0A8C7BVQ2_NEOVI
OG0000064	tr|Q8VGB4|Q8VGB4_MOUSE	tr|A0A8C7AM99|A0A8C7AM99_NEOVI, tr|A0A8C7ADW9|A0A8C7ADW9_NEOVI, tr|A0A8C7C1M1|A0A8C7C1M1_NEOVI, tr|A0A8C7AMC0|A0A8C7AMC0_NEOVI, tr|A0A8C7C2N9|A0A8C7C2N9_NEOVI, tr|A0A8C7EVN3|A0A8C7EVN3_NEOVI, tr|A0A8C7A965|A0A8C7A965_NEOVI, tr|A0A8C7BVG7|A0A8C7BVG7_NEOVI, tr|A0A8C7CA88|A0A8C7CA88_NEOVI, tr|A0A8C7C2H4|A0A8C7C2H4_NEOVI, tr|A0A8C7A510|A0A8C7A510_NEOVI
OG0000065	sp|Q61967|ZFP90_MOUSE	tr|A0A8C7AUX7|A0A8C7AUX7_NEOVI, tr|A0A8C7C5G9|A0A8C7C5G9_NEOVI, tr|A0A8C7BSD3|A0A8C7BSD3_NEOVI, tr|A0A8C7A305|A0A8C7A305_NEOVI, tr|A0A8C7C4Y1|A0A8C7C4Y1_NEOVI, tr|A0A8C7CCI3|A0A8C7CCI3_NEOVI, tr|A0A8C7C130|A0A8C7C130_NEOVI, tr|A0A8C7CCE7|A0A8C7CCE7_NEOVI, tr|A0A8C7C0U4|A0A8C7C0U4_NEOVI, tr|A0A8C7BVI3|A0A8C7BVI3_NEOVI, tr|A0A8C7BJT5|A0A8C7BJT5_NEOVI, tr|A0A8C7AW13|A0A8C7AW13_NEOVI, tr|A0A8C7AXE6|A0A8C7AXE6_NEOVI, tr|A0A8C7B9Q4|A0A8C7B9Q4_NEOVI, tr|A0A8C7CGG7|A0A8C7CGG7_NEOVI, tr|A0A8C7APP0|A0A8C7APP0_NEOVI, tr|A0A8C7BD74|A0A8C7BD74_NEOVI
OG0000066	tr|Q3TFZ4|Q3TFZ4_MOUSE	tr|A0A8C7C5K6|A0A8C7C5K6_NEOVI, tr|A0A8C7C6Z6|A0A8C7C6Z6_NEOVI, tr|A0A8C7CBL4|A0A8C7CBL4_NEOVI, tr|A0A8C7BCA3|A0A8C7BCA3_NEOVI, tr|A0A8C7C1G4|A0A8C7C1G4_NEOVI, tr|A0A8C7C314|A0A8C7C314_NEOVI, tr|A0A8C7B973|A0A8C7B973_NEOVI, tr|A0A8C7AF11|A0A8C7AF11_NEOVI, tr|A0A8C7EX31|A0A8C7EX31_NEOVI, tr|A0A8C7BZ68|A0A8C7BZ68_NEOVI, tr|A0A8C7BZ80|A0A8C7BZ80_NEOVI, tr|A0A8C7BW96|A0A8C7BW96_NEOVI, tr|A0A8C7C1J1|A0A8C7C1J1_NEOVI, tr|A0A8C7BWE1|A0A8C7BWE1_NEOVI, tr|A0A8C7C1C8|A0A8C7C1C8_NEOVI, tr|A0A8C7BTN9|A0A8C7BTN9_NEOVI, tr|A0A8C7CHC5|A0A8C7CHC5_NEOVI
OG0000069	tr|Q8CFE8|Q8CFE8_MOUSE	tr|A0A8C7ADK2|A0A8C7ADK2_NEOVI
OG0000069	tr|F7C9P2|F7C9P2_MOUSE, tr|A0A1D5RLF0|A0A1D5RLF0_MOUSE, sp|L7N1X6|FBW15_MOUSE, tr|E9PXM9|E9PXM9_MOUSE, tr|Q8BI57|Q8BI57_MOUSE, tr|Q8BI38|Q8BI38_MOUSE, tr|Q3TSA9|Q3TSA9_MOUSE, tr|Q5U467|Q5U467_MOUSE, tr|Q8C2Y5|Q8C2Y5_MOUSE, tr|E9Q8A4|E9Q8A4_MOUSE, tr|Q5XG67|Q5XG67_MOUSE, tr|Q8C2W8|Q8C2W8_MOUSE, tr|Q497Z0|Q497Z0_MOUSE, tr|Q8BI58|Q8BI58_MOUSE	tr|A0A8C7CAB7|A0A8C7CAB7_NEOVI
OG0000070	sp|Q8K2A6|LIPM_MOUSE	tr|A0A8C7C4N7|A0A8C7C4N7_NEOVI
OG0000070	sp|Q9Z0M5|LICH_MOUSE	tr|A0A8C7BZ56|A0A8C7BZ56_NEOVI
OG0000070	sp|Q3U4B4|LIPN_MOUSE	tr|A0A8C7C4I5|A0A8C7C4I5_NEOVI
OG0000070	sp|Q8BM14|LIPK_MOUSE	tr|U6CWD1|U6CWD1_NEOVI
OG0000070	sp|Q9CPP7|LIPG_MOUSE	tr|A0A8C7CEZ1|A0A8C7CEZ1_NEOVI, tr|A0A8C7BY65|A0A8C7BY65_NEOVI
OG0000071	sp|Q6IFX4|K1C39_MOUSE	tr|A0A8C7A9J3|A0A8C7A9J3_NEOVI
OG0000071	sp|Q6IFX3|K1C40_MOUSE	tr|A0A8C7ADF6|A0A8C7ADF6_NEOVI
OG0000071	sp|Q497I4|KRT35_MOUSE	tr|A0A8C7B653|A0A8C7B653_NEOVI
OG0000071	sp|B1AQ75|KRT36_MOUSE	tr|A0A8C7AZE5|A0A8C7AZE5_NEOVI
OG0000077	tr|Q91Y18|Q91Y18_MOUSE	tr|A0A8C7BBF6|A0A8C7BBF6_NEOVI
OG0000077	tr|Q91Y19|Q91Y19_MOUSE, tr|Q91Y14|Q91Y14_MOUSE, sp|Q91Y11|PCDA9_MOUSE, sp|Q91Y20|PCDAA_MOUSE, tr|Q91Y21|Q91Y21_MOUSE, tr|Q91Y17|Q91Y17_MOUSE, tr|Q91Y15|Q91Y15_MOUSE, sp|O88689|PCDA4_MOUSE, sp|Q91Y13|PCDA7_MOUSE, tr|Q91Y12|Q91Y12_MOUSE, tr|Q91Y16|Q91Y16_MOUSE, tr|Q91Y10|Q91Y10_MOUSE, tr|Q91Y09|Q91Y09_MOUSE	tr|A0A8C7BE09|A0A8C7BE09_NEOVI
OG0000078	tr|A0A0U1RQ01|A0A0U1RQ01_MOUSE	tr|A0A8C7BB78|A0A8C7BB78_NEOVI
OG0000078	tr|Q8VF37|Q8VF37_MOUSE	tr|A0A8C7ELJ1|A0A8C7ELJ1_NEOVI
OG0000078	tr|E9Q3K2|E9Q3K2_MOUSE	tr|A0A8C7ADF0|A0A8C7ADF0_NEOVI
OG0000078	tr|Q8VFG7|Q8VFG7_MOUSE	tr|A0A8C7AHG0|A0A8C7AHG0_NEOVI
OG0000078	tr|Q7TRZ7|Q7TRZ7_MOUSE	tr|A0A8C7ADC0|A0A8C7ADC0_NEOVI, tr|A0A8C7A5C6|A0A8C7A5C6_NEOVI
OG0000078	tr|Q8VGD7|Q8VGD7_MOUSE	tr|A0A8C7BCA0|A0A8C7BCA0_NEOVI
OG0000079	tr|A0A1L1SQH2|A0A1L1SQH2_MOUSE	tr|A0A8C7ALN6|A0A8C7ALN6_NEOVI, tr|A0A8C7EM31|A0A8C7EM31_NEOVI
OG0000079	tr|Q8VG87|Q8VG87_MOUSE	tr|A0A8C7BKF9|A0A8C7BKF9_NEOVI, tr|A0A8C7BEQ4|A0A8C7BEQ4_NEOVI, tr|A0A8C7BFU1|A0A8C7BFU1_NEOVI, tr|A0A8C7BFT1|A0A8C7BFT1_NEOVI, tr|A0A8C7EM95|A0A8C7EM95_NEOVI, tr|A0A8C7BEU4|A0A8C7BEU4_NEOVI, tr|A0A8C7BGL5|A0A8C7BGL5_NEOVI, tr|A0A8C7BGM5|A0A8C7BGM5_NEOVI, tr|A0A8C7BJ98|A0A8C7BJ98_NEOVI, tr|A0A8C7AGC9|A0A8C7AGC9_NEOVI, tr|A0A8C7ELV1|A0A8C7ELV1_NEOVI, tr|A0A8C7AFV0|A0A8C7AFV0_NEOVI
OG0000080	tr|Q5SW48|Q5SW48_MOUSE	tr|A0A8C7B331|A0A8C7B331_NEOVI
OG0000080	tr|Q5SW49|Q5SW49_MOUSE, tr|Q5SW50|Q5SW50_MOUSE	tr|A0A8C7EQT6|A0A8C7EQT6_NEOVI, tr|A0A8C7B354|A0A8C7B354_NEOVI
OG0000080	tr|Q0VDY1|Q0VDY1_MOUSE	tr|A0A8C7ABB5|A0A8C7ABB5_NEOVI, tr|A0A8C7A5J8|A0A8C7A5J8_NEOVI, tr|A0A8C6ZXD1|A0A8C6ZXD1_NEOVI, tr|A0A8C7A5I9|A0A8C7A5I9_NEOVI, tr|A0A8C6ZXD8|A0A8C6ZXD8_NEOVI, tr|A0A8C7EI83|A0A8C7EI83_NEOVI, tr|A0A8C6ZXF5|A0A8C6ZXF5_NEOVI
OG0000084	tr|E9PVL6|E9PVL6_MOUSE, tr|E9PWL0|E9PWL0_MOUSE, sp|P15533|TR30A_MOUSE, tr|D3YVI9|D3YVI9_MOUSE, sp|Q99PQ1|TR12A_MOUSE, tr|E9PV98|E9PV98_MOUSE, tr|D3Z3L3|D3Z3L3_MOUSE	tr|A0A8C7BHQ8|A0A8C7BHQ8_NEOVI, tr|A0A8C7BMI2|A0A8C7BMI2_NEOVI
OG0000084	sp|Q8BGE7|TRIM6_MOUSE	tr|A0A8C7BE91|A0A8C7BE91_NEOVI
OG0000084	sp|Q99PP6|TR34A_MOUSE, tr|J3QNR8|J3QNR8_MOUSE	tr|A0A8C7BGU9|A0A8C7BGU9_NEOVI, tr|A0A8C7BMF3|A0A8C7BMF3_NEOVI
OG0000085	tr|Q6XAS4|Q6XAS4_MOUSE, tr|A2AHC7|A2AHC7_MOUSE, tr|A2AHC8|A2AHC8_MOUSE, tr|Q6XAS2|Q6XAS2_MOUSE, tr|Q6XAR7|Q6XAR7_MOUSE, tr|Q9CPU1|Q9CPU1_MOUSE, tr|A2BI74|A2BI74_MOUSE, tr|B1AY40|B1AY40_MOUSE, tr|A2BI73|A2BI73_MOUSE, tr|Q6XAS3|Q6XAS3_MOUSE, tr|A2BI93|A2BI93_MOUSE, tr|Q8C5Z3|Q8C5Z3_MOUSE, tr|F6XK35|F6XK35_MOUSE, sp|B1AUS7|SSXA1_MOUSE	tr|A0A8C7AFR4|A0A8C7AFR4_NEOVI
OG0000087	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A8C7B6V7|A0A8C7B6V7_NEOVI
OG0000087	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A8C7BEZ1|A0A8C7BEZ1_NEOVI, tr|A0A8C7ESF7|A0A8C7ESF7_NEOVI, tr|A0A8C7A256|A0A8C7A256_NEOVI, tr|A0A8C7AHD8|A0A8C7AHD8_NEOVI, tr|A0A8C7A9W5|A0A8C7A9W5_NEOVI, tr|A0A8C7A364|A0A8C7A364_NEOVI, tr|A0A8C7EMM1|A0A8C7EMM1_NEOVI, tr|A0A8C7ANT3|A0A8C7ANT3_NEOVI, tr|A0A8C7AQF1|A0A8C7AQF1_NEOVI, tr|A0A8C7A5X8|A0A8C7A5X8_NEOVI, tr|A0A8C7A7B0|A0A8C7A7B0_NEOVI, tr|A0A8C7ABS1|A0A8C7ABS1_NEOVI
OG0000088	sp|P01631|KV2A7_MOUSE	tr|A0A8C7BEW6|A0A8C7BEW6_NEOVI, tr|A0A8C7BKB2|A0A8C7BKB2_NEOVI, tr|A0A8C7BEG3|A0A8C7BEG3_NEOVI, tr|A0A8C7BIS4|A0A8C7BIS4_NEOVI, tr|A0A8C7BTU2|A0A8C7BTU2_NEOVI, tr|A0A8C7BNI6|A0A8C7BNI6_NEOVI, tr|A0A8C7BLJ5|A0A8C7BLJ5_NEOVI, tr|A0A8C7AUM1|A0A8C7AUM1_NEOVI, tr|A0A8C7BLV5|A0A8C7BLV5_NEOVI, tr|A0A8C7ETQ6|A0A8C7ETQ6_NEOVI, tr|A0A8C7BL74|A0A8C7BL74_NEOVI, tr|A0A8C7ETZ2|A0A8C7ETZ2_NEOVI, tr|A0A8C7BMW3|A0A8C7BMW3_NEOVI, tr|A0A8C7BSU8|A0A8C7BSU8_NEOVI
OG0000094	tr|G3X946|G3X946_MOUSE, tr|B2RWH8|B2RWH8_MOUSE	tr|A0A8C7BSY3|A0A8C7BSY3_NEOVI
OG0000094	sp|P97872|FMO5_MOUSE	tr|A0A8C7AXL0|A0A8C7AXL0_NEOVI
OG0000094	sp|P50285|FMO1_MOUSE	tr|A0A8C7C6C8|A0A8C7C6C8_NEOVI
OG0000094	tr|J3QMN6|J3QMN6_MOUSE	tr|A0A8C7EYH9|A0A8C7EYH9_NEOVI
OG0000094	sp|P97501|FMO3_MOUSE	tr|A0A8C7CG37|A0A8C7CG37_NEOVI
OG0000094	sp|Q8K2I3|FMO2_MOUSE	tr|A0A8C7EY77|A0A8C7EY77_NEOVI
OG0000095	tr|S4R2V3|S4R2V3_MOUSE, tr|D3YYY1|D3YYY1_MOUSE, sp|Q9JI02|S2B20_MOUSE, tr|S4R2L0|S4R2L0_MOUSE, tr|J3QM75|J3QM75_MOUSE, tr|A0A087WPA9|A0A087WPA9_MOUSE, tr|A0A087WR49|A0A087WR49_MOUSE, tr|A0A087WQA9|A0A087WQA9_MOUSE, sp|Q7M747|S2B24_MOUSE, tr|D2XZ38|D2XZ38_MOUSE, sp|Q6UGQ3|SG2B2_MOUSE, tr|Q8JZX1|Q8JZX1_MOUSE, tr|Q8R1E9|Q8R1E9_MOUSE	tr|A0A8C7BMI9|A0A8C7BMI9_NEOVI
OG0000098	sp|Q8VFV4|O1440_MOUSE	tr|A0A8C7BYB2|A0A8C7BYB2_NEOVI
OG0000098	tr|A0A2I3BR00|A0A2I3BR00_MOUSE	tr|A0A8C7A1K2|A0A8C7A1K2_NEOVI
OG0000098	tr|Q8VFV3|Q8VFV3_MOUSE	tr|A0A8C7EUG0|A0A8C7EUG0_NEOVI
OG0000098	tr|A0A140LHS9|A0A140LHS9_MOUSE	tr|A0A8C7A6W5|A0A8C7A6W5_NEOVI
OG0000100	sp|Q7TQA8|TR136_MOUSE, sp|Q7M721|TR120_MOUSE	tr|A0A8C7AV61|A0A8C7AV61_NEOVI, tr|A0A8C7B393|A0A8C7B393_NEOVI
OG0000100	sp|P59530|TA2R7_MOUSE	tr|A0A8C7BAR2|A0A8C7BAR2_NEOVI, tr|A0A8C7BS31|A0A8C7BS31_NEOVI, tr|A0A8C7EQ27|A0A8C7EQ27_NEOVI, tr|A0A8C7B358|A0A8C7B358_NEOVI
OG0000100	tr|Q7M708|Q7M708_MOUSE	tr|A0A8C7AWF4|A0A8C7AWF4_NEOVI, tr|A0A8C7AV20|A0A8C7AV20_NEOVI
OG0000101	tr|Q9EPF8|Q9EPF8_MOUSE, tr|Q9D3U9|Q9D3U9_MOUSE, tr|Q9EPF7|Q9EPF7_MOUSE, tr|Q8VF89|Q8VF89_MOUSE, tr|Q7TRN3|Q7TRN3_MOUSE, tr|Q8VFM5|Q8VFM5_MOUSE, tr|Q9EPF5|Q9EPF5_MOUSE, tr|Q8VFM4|Q8VFM4_MOUSE, tr|K7N641|K7N641_MOUSE, tr|Q9EPF6|Q9EPF6_MOUSE, tr|Q8VFM3|Q8VFM3_MOUSE, tr|Q7TRN4|Q7TRN4_MOUSE	tr|A0A8C7ELZ0|A0A8C7ELZ0_NEOVI
OG0000102	tr|D3Z1P8|D3Z1P8_MOUSE, tr|Q8C646|Q8C646_MOUSE, tr|E9Q637|E9Q637_MOUSE, tr|A0A0J9YUH2|A0A0J9YUH2_MOUSE, tr|A0A0J9YUZ3|A0A0J9YUZ3_MOUSE, tr|A0A1D5RM70|A0A1D5RM70_MOUSE, tr|Q9D4J9|Q9D4J9_MOUSE, tr|A0A140LHE4|A0A140LHE4_MOUSE, tr|A5H0M4|A5H0M4_MOUSE, tr|Q05AC5|Q05AC5_MOUSE, sp|Q9D504|ANKR7_MOUSE, tr|D3Z4K0|D3Z4K0_MOUSE	tr|A0A8C7A625|A0A8C7A625_NEOVI
OG0000103	sp|Q5QD10|TAA7D_MOUSE, sp|Q5QD09|TAA7E_MOUSE, sp|Q5QD08|TAA7F_MOUSE, sp|Q5QD11|TAA7B_MOUSE, sp|Q5QD12|TAA7A_MOUSE	tr|A0A8C7BP10|A0A8C7BP10_NEOVI
OG0000103	sp|Q5QD04|TAAR9_MOUSE	tr|A0A8C7EV49|A0A8C7EV49_NEOVI
OG0000103	sp|Q5QD05|TAA8C_MOUSE, sp|Q5QD07|TAA8A_MOUSE, sp|Q5QD06|TAA8B_MOUSE, sp|Q5QD13|TAAR6_MOUSE	tr|A0A8C7BP01|A0A8C7BP01_NEOVI
OG0000105	tr|A1L1B4|A1L1B4_MOUSE, tr|Q8VET6|Q8VET6_MOUSE	tr|A0A8C7APD0|A0A8C7APD0_NEOVI, tr|A0A8C7APE1|A0A8C7APE1_NEOVI
OG0000105	tr|A0A0U1RP76|A0A0U1RP76_MOUSE	tr|A0A8C7A579|A0A8C7A579_NEOVI
OG0000105	tr|Q8VGU2|Q8VGU2_MOUSE	tr|A0A8C7A4D6|A0A8C7A4D6_NEOVI
OG0000106	tr|Q91WB5|Q91WB5_MOUSE, tr|A2BH64|A2BH64_MOUSE, tr|B1B0N6|B1B0N6_MOUSE, tr|O35176|O35176_MOUSE, tr|A0A087WPW0|A0A087WPW0_MOUSE, tr|A0A087WP50|A0A087WP50_MOUSE, tr|J3QJY4|J3QJY4_MOUSE, tr|A0A087WP21|A0A087WP21_MOUSE, tr|F6WYW0|F6WYW0_MOUSE, tr|A0A087WQJ0|A0A087WQJ0_MOUSE, tr|E9PWZ2|E9PWZ2_MOUSE, tr|D2XZ31|D2XZ31_MOUSE	tr|A0A8C7BZ40|A0A8C7BZ40_NEOVI
OG0000108	tr|E9Q732|E9Q732_MOUSE, tr|Q5NC63|Q5NC63_MOUSE, tr|Q8BIB6|Q8BIB6_MOUSE, sp|Q02525|ZFP39_MOUSE, sp|E9Q8G5|ZFOI1_MOUSE, tr|Q9Z116|Q9Z116_MOUSE, sp|P10751|ZFP11_MOUSE, tr|E9PWP1|E9PWP1_MOUSE, sp|G3X9G7|ZN809_MOUSE, tr|G3X964|G3X964_MOUSE, tr|Q99K45|Q99K45_MOUSE, tr|Q6PCM4|Q6PCM4_MOUSE	tr|A0A8C7ARC1|A0A8C7ARC1_NEOVI
OG0000112	sp|Q8BJE2|BTNL9_MOUSE	tr|A0A8C7B405|A0A8C7B405_NEOVI
OG0000112	sp|A4QPC6|BT2A2_MOUSE	tr|A0A8C7AKA5|A0A8C7AKA5_NEOVI
OG0000112	sp|Q62556|BT1A1_MOUSE	tr|A0A8C7AVD9|A0A8C7AVD9_NEOVI, tr|A0A8C7AE68|A0A8C7AE68_NEOVI
OG0000113	tr|A0A2I3BPE8|A0A2I3BPE8_MOUSE	tr|A0A8C7EUL0|A0A8C7EUL0_NEOVI, tr|A0A8C7BL66|A0A8C7BL66_NEOVI, tr|A0A8C7BR24|A0A8C7BR24_NEOVI, tr|A0A8C7A404|A0A8C7A404_NEOVI, tr|A0A8C7A7L2|A0A8C7A7L2_NEOVI, tr|A0A8C7EJH5|A0A8C7EJH5_NEOVI, tr|A0A8C7EUL2|A0A8C7EUL2_NEOVI, tr|A0A8C7AKU5|A0A8C7AKU5_NEOVI, tr|A0A8C7BL87|A0A8C7BL87_NEOVI, tr|A0A8C7AGI7|A0A8C7AGI7_NEOVI, tr|A0A8C7A987|A0A8C7A987_NEOVI, tr|A0A8C7ELZ4|A0A8C7ELZ4_NEOVI
OG0000114	tr|E9Q6Y4|E9Q6Y4_MOUSE	tr|A0A8C7C008|A0A8C7C008_NEOVI, tr|A0A8C7EY24|A0A8C7EY24_NEOVI, tr|A0A8C7AIE6|A0A8C7AIE6_NEOVI, tr|A0A8C7AHX5|A0A8C7AHX5_NEOVI, tr|A0A8C7CF87|A0A8C7CF87_NEOVI, tr|A0A8C7C9L1|A0A8C7C9L1_NEOVI, tr|A0A8C7AQ52|A0A8C7AQ52_NEOVI, tr|A0A8C7AP95|A0A8C7AP95_NEOVI, tr|A0A8C7B6E8|A0A8C7B6E8_NEOVI, tr|A0A8C7C381|A0A8C7C381_NEOVI, tr|A0A8C7C5K3|A0A8C7C5K3_NEOVI, tr|A0A8C7EMP5|A0A8C7EMP5_NEOVI
